-0.0031486-8.783e-05i,-0.0022046-0.00038419i,-0.0011692+5.1269e-05i,-0.0016379+0.00035591i,-0.0018755+0.00025946i,-0.0013258-7.3916e-05i,7.0861e-05+0.00056097i,0.0016149+0.0018441i,0.0014016+0.0013499i,0.00093654+0.00034216i,0.00096912-0.00037422i,0.0011312-0.00058993i,0.0009097+0.00015142i,-0.00016573+0.00038524i,-0.0013051+0.00033273i,-0.00057534-0.00015823i,0.00056236-0.0002826i,-9.9426e-05-0.00043351i,-0.00012332-0.00064132i,2.1941e-05+4.4998e-05i,-0.00021321+0.00028926i,0.00011668+0.00025898i,0.00055037-0.00023236i
0.00087065+0.0020838i,0.0010293+0.00066678i,0.0024702-9.8893e-05i,0.0037495-0.0016987i,0.003308-0.0022195i,0.00073179-0.0024874i,-0.0018328-0.0021767i,-0.0010753-0.00085641i,0.00077615-0.0013135i,0.00060936-0.0033736i,-0.00049443-0.0036286i,-0.0018954-0.0016815i,-0.001933-0.00019711i,-0.00029928-0.00053061i,0.00013856-0.00063042i,-7.5332e-05+0.00013731i,0.0003017-0.00024895i,0.0010132-0.00098036i,0.0010019-0.00066953i,0.0003208-0.00057689i,-7.0303e-06+3.8739e-06i,-0.0003152+0.00047091i,-0.00039554+0.00019779i
0.0020941+0.0016427i,0.0024318+0.0020596i,0.0035434+0.0027746i,0.0050582+0.0020547i,0.0044255+8.4281e-05i,0.0016406-0.00161i,-0.00099693-4.5974e-05i,-0.00078538+0.00066446i,-0.00021833-0.00067706i,-0.00092891+0.00010994i,-0.0015608+0.0012735i,-0.0015947+0.0014411i,-0.0015887+0.00066529i,-0.0014253-0.00088849i,-0.0011595-0.00084518i,-0.00044304-0.0011295i,0.00090786-0.0011891i,0.00071492-6.3312e-05i,-0.00056626+0.00084459i,-0.00062151+0.0011797i,0.00026965+0.0012223i,0.0007254+0.00032856i,0.00063765-0.00049542i
0.0004125-0.012175i,-0.00033736-0.013348i,-0.0044568-0.019888i,-0.0078601-0.01681i,-0.0084587-0.0080727i,-0.0049245+0.00071991i,0.0004433+0.0041153i,0.0012294+0.0027529i,7.212e-05+0.00081813i,-0.0020576-0.00039733i,-0.0042999+0.0019155i,-0.0036502+0.0040935i,-0.0022681+0.0024084i,-0.0011954+0.00065874i,-0.00014806-0.00067711i,0.00023565-0.00057814i,0.00061063+9.8322e-06i,0.00062554-5.3714e-05i,-0.00062144-0.00014987i,-0.0013483+0.0003077i,-0.0009059+0.0014701i,-0.00045738+0.001986i,-0.00018403+0.0007915i
0.0031617-0.0044316i,0.0025684-0.0036326i,0.00052788-0.0058608i,-3.4246e-05-0.0064463i,0.00033265-0.0035564i,0.00050946+0.00024505i,0.00062773+0.001522i,0.00053148+0.0010673i,0.00051323+0.00059415i,0.00085657+0.0010573i,0.0021319+0.0023594i,0.0026659+0.001986i,0.0017737+0.0011778i,0.0014706+0.00092484i,0.0010704+0.00050646i,0.00012266+0.0001309i,-0.00035763-4.0157e-05i,-0.00059766+8.4364e-05i,-0.00081084+0.00028564i,-0.00021969+0.00081374i,0.0003228+0.0012308i,0.00049925+0.00062345i,0.0005265+6.3579e-06i
0.00064272-0.0015305i,7.9339e-05-0.0017836i,0.0016698-0.0018707i,0.0029345-0.0011284i,0.0032254-0.0014929i,0.0035766-0.0015423i,0.0035818-0.00022582i,0.0031917+0.0014708i,0.0027562+0.0018036i,0.0032141+0.0019141i,0.0041473+0.00091646i,0.0036938-0.0005203i,0.0023745-0.00073161i,0.0016944-0.00024092i,0.0012436+0.00021455i,0.00083848-0.00040835i,0.0010096-5.2771e-06i,0.00047036+0.00034802i,-0.00011922+0.00044916i,0.00034423-2.8462e-05i,0.0012291-0.00036308i,0.00088429-1.8493e-05i,-0.00014838+0.00026621i
-0.00054849+0.00014815i,-0.00053986+0.00035351i,-0.00019588+0.0013968i,0.00073438+0.0017286i,0.00078131-0.0009924i,0.0014446-0.0032551i,0.0022945-0.0037036i,0.0024517-0.001956i,0.0018219+0.00035486i,0.0016614-0.00014495i,0.0021059-0.0015658i,0.0017071-0.0022311i,0.00076179-0.0021654i,0.00087158-0.0013742i,0.00070657-0.0012292i,-0.00034949-0.0014447i,-0.0005497-0.00074218i,6.8138e-05+0.00045055i,-6.5569e-05+0.00083167i,2.7858e-06+0.0010838i,0.0005649+0.00076398i,0.00042149+0.00016045i,0.00022033+0.00045824i
-0.0023168-0.0014498i,-0.0028108-0.00057766i,-0.0029265+5.0258e-05i,-0.00071146+1.2824e-05i,0.00097192-7.1222e-05i,0.00095173-0.0011301i,0.00117-0.0020097i,0.0023919-0.00077495i,0.0021999+0.00075251i,-3.3769e-05+0.0010161i,-0.0017706-0.0001291i,-0.0018258-0.0010396i,-0.00089663-0.0019668i,0.00036187-0.0028029i,0.001163-0.0028585i,0.0014725-0.0018121i,0.001602-0.0015299i,0.0012193-0.001654i,0.00041942-0.0013506i,0.00010569-0.00099817i,-5.0676e-05-0.0001887i,0.00012168+0.00055554i,0.00099716+0.00081355i
9.9426e-05-0.00074247i,0.00086913-0.00041709i,0.0015881-9.6312e-05i,0.001723+0.00085915i,0.0010856+0.0005446i,0.00018336-0.00080761i,-0.00039833-0.0012005i,0.0001295-1.6796e-05i,0.0013388+0.0012143i,0.0007556+0.0018226i,-0.0013233+0.0018494i,-0.0026724+0.0014818i,-0.0020873+0.00062084i,-0.0011249-0.00090786i,-0.00077265-0.0005422i,-0.0010913+0.00093987i,-0.0012765-0.00012616i,-0.00020853-0.0011835i,2.0879e-05-0.00019702i,4.5001e-05+0.0010948i,4.336e-05+0.0015502i,-0.00012237+0.0017277i,3.3441e-05+0.0014505i
-0.0014362+0.0012885i,-0.0010489+0.00087519i,0.00090407-0.00018898i,0.0030319-0.00013291i,0.0036442+0.00010057i,0.00098387+0.00018399i,-0.0012592+0.00055439i,-0.00050687+0.00018085i,0.0016767-3.3659e-05i,0.0025491+0.0012277i,0.0015855+0.0025809i,0.001088+0.0027528i,0.00059479+0.0013138i,-0.00018484-1.1552e-05i,-0.00046968-0.00049112i,-0.00054008-0.00041375i,-2.549e-05+0.00021128i,-0.00022987+0.00071378i,-0.00097914+7.3349e-05i,-0.00073374+0.00039257i,-6.4641e-05+0.0012436i,0.00045642+0.00037024i,0.00090492-0.00099191i
-0.00052779+0.00060783i,-0.00028571+0.0023356i,0.00041572+0.0042773i,0.0021657+0.0036107i,0.0034046+0.0011116i,0.0019182+0.0010908i,-4.7165e-05+0.001994i,0.00019842+0.0011932i,0.0011798-0.00045501i,0.0023401-0.00074833i,0.0031573+0.00086822i,0.0031283+0.0016371i,0.0024414+0.0020696i,0.00045521+0.0028628i,-0.00081792+0.0022947i,-0.00057231+0.0015406i,-2.3209e-06+0.0014916i,-0.00043134+0.0010801i,-6.1438e-05+0.0005131i,0.0012242+0.00071284i,0.00098274+0.0010386i,0.00045117+0.00067197i,0.00063947+0.00025051i
0.0010445-0.00097293i,0.0013327-0.0022486i,0.0015458-0.0035133i,0.001721-0.0038718i,0.0025307-0.0032057i,0.0024175-0.00090953i,0.0015251+0.0024242i,0.00053714+0.0032466i,0.00092496+0.00053371i,0.0022066-0.0012936i,0.0024007-0.0016361i,0.0022471-0.0020425i,0.0022048-0.00174i,0.0012005-0.00076362i,0.00094333-0.0012556i,0.0020538-0.0015228i,0.0024236-0.00080846i,0.0022398+9.4297e-05i,0.0013756+0.00038528i,0.00074986+5.7776e-05i,0.0011394-9.3447e-05i,0.0013566+0.00035026i,0.00062822+0.00044552i
-0.0012946+0.002934i,-9.1808e-05+0.0033183i,0.0012311+0.0041585i,0.0037059+0.0035658i,0.0046405+0.0014439i,0.0041679+0.00030928i,0.0039019+0.0008054i,0.0024144+0.0021482i,-0.00021372+0.0018655i,-0.0012643+0.00022956i,-0.00073287-0.00096526i,3.2401e-05-0.0017468i,0.0012426-0.0017292i,0.0029005-0.00064132i,0.0031299-0.00022178i,0.0023797-0.0006962i,0.0025791-0.00054607i,0.0025254-0.00070393i,0.0014609-0.0013889i,0.00094942-0.0012043i,0.0010848-0.00036071i,0.0012308+0.00064183i,0.00064823+0.0016754i
-0.001206-0.00092381i,-0.00025757-0.00071169i,0.00037071-0.00040552i,0.0016962-0.00030212i,0.0036626-0.0012397i,0.0052356-0.0026653i,0.0050586-0.0027481i,0.0038055-1.5742e-05i,0.0017402+0.0024332i,-0.0013388+0.00234i,-0.0025488+0.0012236i,-0.0013394+0.0003039i,-0.00056711+6.3028e-05i,-0.0004774-0.00076703i,-0.00069088-0.0018917i,-0.0019108-0.0026152i,-0.0018019-0.0027104i,-0.00068665-0.0018832i,-0.00061012-0.0010899i,-0.00034738-0.00056379i,0.00040966+0.00013174i,0.00066866+0.0006325i,0.00083816+0.0002678i
-0.0021837-0.00060147i,-0.0025263+0.0016349i,-0.0030656+0.0027631i,-0.00024898+0.0027274i,0.0010627+0.002111i,0.00012906-0.001458i,-7.441e-05-0.0043846i,0.0013127-0.0026788i,0.0019429+0.00099157i,0.0008884+0.0044744i,-7.9336e-05+0.0059356i,-0.00083452+0.0045924i,-0.00064278+0.0025634i,0.00026735+0.0010108i,-0.00025538-0.00030176i,-0.0015607-0.00093278i,-0.0022908-0.001172i,-0.0019952-0.00078938i,-0.0011451-2.3834e-05i,-0.00066077+4.363e-05i,-8.1715e-05-0.00019755i,0.00031406-0.0007447i,0.0010584-0.001304i
0.0025193+0.0017312i,0.0030963+0.00074203i,0.0034823+0.00023574i,0.0045132-0.00074893i,0.004222-0.0024918i,0.00070037-0.0042523i,-0.0022056-0.0046571i,-0.00084664-0.0037676i,0.00216-0.00092346i,0.0042156+0.0025311i,0.0044268+0.0033115i,0.0026246+0.0017073i,0.00064624+0.0008706i,-0.00066559-0.00029198i,-0.0015169-0.00062986i,-0.0021635+0.00086065i,-0.0018957+0.00106i,-0.00027241+0.00028451i,0.0011209+7.392e-05i,0.0016677+0.00023333i,0.0010523+0.00049664i,0.00013019+0.00017815i,7.4627e-05-0.00074303i
0.00022419+0.0023651i,0.0016036+0.0014879i,0.0036605+0.0014074i,0.0062129+0.0015447i,0.0055187+0.00051415i,0.0013161-0.00057826i,-0.0026978-6.0481e-05i,-0.0028903+0.001291i,0.00061195+0.0014182i,0.004827+0.00015121i,0.0064555-0.00090131i,0.0056215-0.00057889i,0.0046355+0.00081887i,0.0034384+0.0014397i,0.0020732+0.001432i,0.0011008+0.0024534i,0.00075128+0.0033345i,0.00022954+0.0023484i,-0.00055682+0.00057537i,-0.00046572+4.478e-05i,9.1714e-05-0.00028052i,0.00024156+5.4122e-05i,-0.00013093+0.00055169i
0.00023476+0.00069759i,0.00011635+0.00026374i,0.0012299-0.00037587i,0.0019572+0.00096429i,0.0028162+0.0018559i,0.0019323+0.002507i,-0.00089512+0.0040708i,-0.001722+0.0052126i,0.00079186+0.0035386i,0.0033352-0.00089443i,0.0040968-0.0034671i,0.0029794-0.0024481i,0.00062535-0.0012773i,-0.0012511-0.00017137i,-0.0014801+0.0011124i,-9.8731e-05+0.0011543i,0.00080943+0.00011148i,0.00084547-0.00097247i,0.00092582-0.0010269i,0.00040689-2.638e-05i,-0.00063029+0.00073651i,-0.0005044+0.00087955i,0.00065709+0.00061734i
0.002521+0.00084699i,0.0023026+0.00075423i,0.0030825-0.00010921i,0.0051555-0.0015403i,0.0070557-0.0025838i,0.0064272-0.00076399i,0.0041819+0.0039946i,0.0032888+0.0068709i,0.0029049+0.0042961i,0.0010692-0.0012951i,-0.0013629-0.0053854i,-0.001854-0.0052144i,-0.00071023-0.0025383i,0.00030711-0.0015056i,0.0012915-0.0019403i,0.0020765-0.0015547i,0.0023577-0.000186i,0.0017501+0.00029297i,0.00059835+0.00038608i,-0.00070429+0.0011485i,-0.0010012+0.0010768i,0.00019287+0.00061903i,0.0013882+0.00055698i
0.0010408+0.0016325i,0.0017278+0.00051436i,0.0028454+0.00073156i,0.0037804-0.0011024i,0.0043412-0.0033972i,0.0046132-0.003346i,0.0061939-0.00082691i,0.0069847+0.0016917i,0.0038556+0.0007831i,-0.0012114-0.00016313i,-0.0040679-0.00034431i,-0.0038933-0.00070652i,-0.0030773-0.0006861i,-0.0014729-0.00061063i,0.00030782-0.00097123i,-0.00036024-0.0021643i,-0.00056737-0.0034769i,0.00061542-0.0027199i,0.0010369-0.00087321i,0.001016+0.00044359i,0.0010483+0.0014524i,0.00082552+0.0011725i,0.00072976+0.00039689i
-0.00076321-0.002807i,-0.00043156-0.0014453i,-0.00076003-0.0018465i,-0.00071947-0.0024788i,0.00053986-0.0023034i,0.0022902-0.0024962i,0.0044286-0.0034935i,0.006771-0.0034545i,0.0048637-0.0019954i,0.00024665+0.00072918i,-0.0026786+0.0041489i,-0.0035758+0.0047599i,-0.002959+0.0015095i,-0.0016078-0.000408i,2.0074e-05-0.0013597i,0.00015044-0.0026754i,-0.00060266-0.0018648i,-0.00076009-0.0010353i,-0.0010539-0.00069511i,-0.00092481+0.00072718i,0.00072226+0.00058569i,0.0007303-0.0010737i,1.2314e-05-0.0015602i
-0.00041891-0.001552i,0.00013332-0.002365i,-0.00099088-0.0023046i,-0.0024211-0.00044561i,-0.003863+9.1512e-05i,-0.0039817-0.0018002i,-0.0021125-0.0046487i,-0.00095382-0.0062182i,0.00032661-0.0044695i,0.002107+0.00091822i,0.0028555+0.0053065i,0.0019777+0.0060017i,0.00065088+0.0054214i,8.0007e-06+0.0046569i,-0.00032852+0.0029924i,-0.0018794+0.002077i,-0.002239+0.0018662i,-0.0010753+0.00088565i,0.00022469-0.00019702i,0.0010529-1.8658e-05i,0.00064291-7.6564e-05i,0.00027603-0.00096602i,0.00012557-0.00089694i
-0.0027652-0.00088755i,-0.0022669+0.00024878i,-0.0020369+0.0015745i,-5.2353e-05+0.0013578i,0.0020555+0.00050706i,0.00076004-3.6792e-05i,-0.0041539-0.0019694i,-0.0073941-0.0034446i,-0.0055212-0.0026059i,7.7654e-05+0.00057661i,0.0043724+0.0022702i,0.0048688+0.0013197i,0.0040102+0.0007549i,0.0033771-0.00024801i,0.0017698-0.00094148i,0.00021452+0.00078467i,-0.00010345+0.0019439i,0.00034131+0.00095577i,0.00034127+0.00063184i,0.00026267+0.00040332i,0.00072024+0.0001113i,0.00092678+0.00041856i,0.00053865+0.0005359i
-0.0037197+0.00058118i,-0.002967+0.0022341i,-0.001893+0.0048528i,0.001691+0.0068652i,0.0043349+0.0071127i,0.003134+0.0047558i,-0.0024418+0.0037551i,-0.0058829+0.0049356i,-0.0040198+0.0046598i,0.00066427+0.0020531i,0.0044485-0.0012527i,0.0049249-0.0025215i,0.0051504-0.0014127i,0.0050343-0.00028808i,0.0029287+0.00018243i,0.0017456+0.0013171i,0.0013924+0.00078229i,0.0016027-0.0014967i,0.0015631-0.0021007i,0.00058629-0.0015146i,-0.00014852-0.00066675i,2.0398e-05+0.00036416i,-0.00016086+0.0011166i
0.00019939-0.00021851i,-0.00052112-0.0005678i,-0.0008372-0.0011823i,-0.0001897-0.0038873i,0.0016299-0.0056679i,0.0027018-0.0031353i,0.0017483+0.0032426i,0.00051958+0.0094853i,0.0010286+0.0091716i,0.0019356+0.0024937i,0.00095454-0.0032396i,7.1846e-05-0.0043538i,0.00040337-0.0044269i,0.0011732-0.0056497i,0.0016648-0.0052082i,0.0015822-0.0041932i,0.0012847-0.0036425i,0.00103-0.0022116i,0.00077574-0.00080648i,0.00032856-0.00014644i,0.00094987+0.000312i,0.0014242+0.00055183i,0.0014657+0.00056372i
-0.0028693+0.0017428i,-0.001493+0.0034441i,0.00097402+0.0054331i,0.0038211+0.0058256i,0.0052204+0.0036326i,0.0052957+0.00059502i,0.0057587+0.0016124i,0.0067695+0.0060009i,0.0071943+0.006791i,0.0040271+0.0031108i,-0.0012822+0.00047711i,-0.0034437-0.00065563i,-0.003005-0.0014238i,-0.002266-0.0011533i,-0.0013029-5.9654e-05i,-8.3517e-05-0.00043349i,0.0002224-0.00096924i,-0.00080878-0.00010258i,-0.0010548+0.00040131i,0.00012129+0.00041375i,0.0013216+0.0010613i,0.0017127+0.0014179i,0.0016998+0.00096944i
0.0017084-0.00074107i,0.0021797-0.0014425i,0.0025395-0.0037017i,8.8413e-05-0.0054925i,-0.0013513-0.0058795i,-0.00011129-0.0047796i,0.0031008-0.0026708i,0.0079768-0.0014938i,0.010059-0.0016562i,0.0061286-0.00024668i,-7.4224e-05+0.0015046i,-0.0034203+0.0016386i,-0.0044492+0.00068679i,-0.0051553-0.00016011i,-0.0040233-0.00074386i,-0.002976-0.0010466i,-0.003263+0.00017689i,-0.0029588+0.0017022i,-0.0022573+0.0019006i,-0.0013849+0.001266i,0.00050684+0.00065914i,0.0015102-0.00026034i,0.00034455-0.0011654i
0.0020202+0.0039207i,0.001998+0.0035985i,0.0034894+0.0032617i,0.0066682+0.0036198i,0.0070949+0.0031088i,0.0043931+0.00029476i,0.0026546-0.003342i,0.0038211-0.0065081i,0.0041299-0.007628i,0.002582-0.003945i,0.0020134+0.0017955i,0.0019485+0.0044092i,0.0019588+0.0050828i,0.0019455+0.0066118i,0.0019301+0.0056156i,0.00074976+0.0026347i,8.8797e-06+0.0012593i,0.00021717+0.0018348i,0.00039511+0.002429i,0.00081416+0.001601i,0.0009734+0.00034718i,0.00072175-0.00050838i,-2.4535e-05-0.00071825i
0.0034741-0.00013334i,0.0025685-0.00048261i,0.0026644-0.00089385i,0.00087898-0.00092669i,-6.1587e-05-0.0011386i,-0.00093864+0.00036751i,-0.0028854-0.00020622i,-0.004642-0.0053856i,-0.0047611-0.0074696i,-0.0030364-0.0037754i,0.00055044+0.00020789i,0.0027399+0.001395i,0.0019521+0.0014476i,0.0016948+0.0007666i,0.0017155-0.00012326i,0.0011657+0.00043532i,0.0020927+0.0015352i,0.0029487+0.0020906i,0.0027797+0.0020127i,0.002146+0.0010983i,0.0011888+0.00084307i,0.00022249+0.00092708i,-0.00031661+0.00026806i
-0.0048392+0.0010441i,-0.0029856+0.0017233i,-0.00042311+0.0010058i,0.0046062+0.00019059i,0.0088747+0.00039437i,0.0083182+0.00092526i,0.0037672+0.00068954i,-0.002671+7.5533e-05i,-0.0073704+0.00013451i,-0.006244+0.0015564i,-0.0015113+0.0014206i,0.0019403+0.00034615i,0.0037523+0.0012994i,0.0051586+0.0021511i,0.0048261+0.00033585i,0.0032576-0.0012874i,0.0036196-0.0020464i,0.0043044-0.0031863i,0.0035819-0.0028591i,0.0022413-0.0013149i,0.0018224+0.00064538i,0.00098845+0.0014446i,-2.1487e-06+0.0011696i
0.0016974-0.0041499i,-0.00031029-0.0032386i,-0.0027458-0.00080599i,-0.0052455-0.00017419i,-0.0041173-0.0026913i,0.00021405-0.0033518i,0.0013872-6.9132e-05i,-0.0023074+0.0051131i,-0.0045456+0.0076969i,-0.0019407+0.0060414i,0.00035519+0.0013092i,-0.00025153-0.0027018i,-0.00064864-0.0040846i,4.2937e-05-0.0049888i,0.00018793-0.0048864i,0.00027883-0.0034856i,0.00065678-0.0025128i,0.00051503-0.0022837i,-0.00037881-0.0022189i,-0.0015378-0.0019356i,-0.0017862-0.0019278i,-0.0010944-0.001324i,-0.00043455+0.00024473i
-0.0033428+0.0030543i,-0.0017611+0.0027173i,0.0017234+0.00098642i,0.0068901-0.0017571i,0.0088402-0.0046416i,0.0061461-0.0075207i,0.0035948-0.0052699i,0.0027985+0.0019817i,0.003527+0.0077004i,0.0046878+0.007585i,0.0025668+0.0041682i,0.00013019+0.00078132i,0.001248-0.0014146i,0.0010445-0.0018261i,-0.00082002-0.0006832i,-0.0020493-0.00027458i,-0.0030423-0.001478i,-0.0031438-0.0028926i,-0.0028067-0.0035304i,-0.0019813-0.0025598i,-0.00067746-0.0012719i,0.0010842-0.00020616i,0.0013576+0.00012103i
-0.0013855-0.00023418i,-0.00073305+0.00088621i,-0.0012945+0.0053785i,-0.0029329+0.0087496i,-0.0046474+0.0060662i,-0.0065909-4.0695e-05i,-0.0059476-0.0021875i,0.00040238+0.0010034i,0.007111+0.0030271i,0.007625+0.0016818i,0.0039129+0.00041747i,-0.00043843+0.00011693i,-0.0033431+3.7117e-05i,-0.0049227-0.00079241i,-0.0054753-0.0010892i,-0.0045471-0.00039654i,-0.0025637+0.0011244i,-0.0024901+0.0033983i,-0.0036072+0.0043875i,-0.0035404+0.0030356i,-0.0022183+0.0016852i,-0.00010833+0.00032295i,0.00089988-0.00029978i
-0.002476-0.0013865i,-0.0041585-0.0010457i,-0.0041816-0.0029024i,-0.0016769-0.0056696i,-0.00048248-0.0041677i,-0.0034655+0.00028201i,-0.004772+0.0025228i,0.00072211+0.0016792i,0.0059512-0.0019816i,0.0055056-0.004923i,0.0026983-0.0033744i,0.0014909+0.00011034i,0.0010805+0.0017377i,0.00076536+0.0036135i,0.00088306+0.0051391i,-6.8857e-06+0.0044621i,-0.0018272+0.0031369i,-0.0017853+0.0024827i,-6.405e-05+0.0019468i,0.00067593+0.0019693i,0.0007417+0.0022576i,0.0011859+0.00084602i,0.00031188-0.00018118i
-0.00075525+0.001396i,0.0027902+0.0026603i,0.0046117+0.0061849i,0.0047746+0.010533i,0.0047963+0.011884i,0.0032874+0.011701i,0.0015688+0.010831i,0.0024953+0.004399i,0.0031892-0.0028356i,0.00063412-0.0042297i,-0.0015224-0.0020854i,-0.0019473-0.00044434i,-0.0021408+0.0011419i,-0.0017916+0.0026669i,-0.00040921+0.0017597i,0.0016573+0.0011144i,0.0040563+0.0017089i,0.0061252+0.0026949i,0.0063225+0.003895i,0.0041595+0.0034644i,0.0018636+0.0017432i,0.000669+3.4802e-05i,0.00058206-0.0011163i
-0.0010442-0.0021983i,-0.0037669-0.002155i,-0.0070256-0.005544i,-0.0036965-0.0083607i,0.0035468-0.0055455i,0.0090423+0.0009114i,0.0096912+0.0034185i,0.0050282-0.00025724i,-0.00057577-0.0032624i,-0.003784-0.0017173i,-0.0033378+0.00054218i,-0.00066511+0.0012624i,0.002318+0.00093124i,0.0052415+0.0010076i,0.006192+0.00083239i,0.0049097+0.00080889i,0.0033016+0.0012413i,0.0022464-0.00034954i,0.0016417-0.0030902i,0.0015174-0.0036264i,0.0012363-0.0026147i,0.00023657-0.0011412i,-0.0010183-0.0002403i
0.00135-0.0014254i,0.0032799+0.00033916i,0.0064423+0.0045231i,0.010091+0.0077779i,0.012349+0.0049134i,0.014881-0.00092208i,0.013533-0.0034097i,0.0062058-0.0025538i,-0.00090505+0.00045599i,-0.0028903+0.0043836i,-0.00083697+0.0054381i,0.0001073+0.0037451i,-0.00014621+0.002205i,-0.00027808-0.00068756i,-0.00035704-0.0037178i,0.00039622-0.0039075i,0.0010676-0.0034712i,0.00077628-0.0040183i,0.00061343-0.0030809i,0.0012242-0.0020159i,0.0012282-0.0018843i,0.00026124-0.0010984i,-0.00055271+9.3978e-06i
0.00020588-0.0010001i,-0.0041259-0.0025447i,-0.0094418-0.0074195i,-0.01118-0.013291i,-0.0060662-0.017205i,-0.00038367-0.017372i,0.0014792-0.014977i,0.00024678-0.0078788i,-0.00016293+0.00091767i,0.0018242+0.0048537i,0.0027022+0.0031349i,0.0012378+0.00035158i,0.0016439-0.00096164i,0.0027441-0.0026564i,0.00077136-0.0027625i,-0.0021113-0.0012117i,-0.003332-0.00083437i,-0.0033527-0.0013512i,-0.0029567-0.0024381i,-0.0032606-0.0033118i,-0.0022392-0.0020364i,-0.0005717+0.00095147i,-0.00047007+0.0021101i
-0.00091371-0.0010158i,0.003355-0.0014066i,0.0084766+0.0017754i,0.011593+0.0064354i,0.0066068+0.0037756i,-0.0029681-0.0051162i,-0.008482-0.0090562i,-0.0068348-0.0045658i,-0.0009967+0.00095529i,0.004119+0.0019889i,0.0053548+0.00022012i,0.0029306+0.00038792i,-0.00043337+0.0014938i,-0.0024626+0.0019268i,-0.0030629+0.0020832i,-0.0027789+0.00011111i,-0.0025865-0.002322i,-0.0020963-0.0012263i,-0.00081954+0.0020836i,0.0004282+0.0032402i,0.00090269+0.0035323i,0.0019308+0.00361i,0.002694+0.0029185i
-0.0015998-0.0038749i,-0.0049917+0.00039569i,-0.01356+0.00061319i,-0.020472-0.0020229i,-0.020011-0.0020327i,-0.018955+0.0014022i,-0.017511+0.004957i,-0.010344+0.0053547i,-0.0017032+0.0029545i,0.0020316-0.00058951i,0.001239-0.0031858i,-7.3946e-05-0.0027931i,-0.0005576-0.00050493i,-0.00041982+0.0012718i,0.00032339+0.0011236i,0.0011364+0.0011027i,0.0016992+0.0022939i,0.0010725+0.0031601i,-0.0015495+0.0042614i,-0.0042934+0.0041222i,-0.0036981+0.0018491i,-0.00017369+0.00022905i,0.0021475-1.494e-05i
0.00012305+0.0014666i,0.0044621-0.0014321i,0.013299-0.0012828i,0.02014+0.0033962i,0.016945+0.010225i,0.0065756+0.015673i,-0.00020638+0.017735i,-0.00014122+0.012981i,0.0016752+0.0047981i,0.00075904+0.00027684i,-0.0012462-0.0005222i,-0.00062562+0.00054286i,0.0010938+0.0014785i,0.0018499+0.001083i,0.0023168+0.00078306i,0.0017231-0.00011282i,0.00085198-0.0006271i,0.0018035-0.0011362i,0.003374-0.0016199i,0.004017-0.00048344i,0.0032+0.00083461i,0.0025227+0.00036348i,0.0016495-0.00086061i
-0.0011627+0.0011701i,-0.005187+0.0053883i,-0.011145+0.010562i,-0.013577+0.0098259i,-0.004458+0.0064496i,0.0081619+0.0087862i,0.013216+0.01139i,0.011463+0.0085845i,0.0061057+0.0043265i,0.0013599+0.0025646i,-0.00064404+0.0020898i,-0.00025151+0.0003667i,0.001432-0.001716i,0.0025162-0.0037103i,0.002539-0.0041297i,0.0018706-0.0022053i,0.00085567-0.00062108i,0.00051649-0.00086469i,0.0010315-0.0011929i,0.0017591-0.0013449i,0.0015421-0.0014616i,0.00046506-0.0012076i,-0.00013227-0.00058406i
0.00022882-0.0049119i,0.003075-0.0092831i,0.01153-0.014874i,0.022819-0.015119i,0.026681-0.011311i,0.024529-0.0090502i,0.021499-0.0067978i,0.014829-0.0037179i,0.0068738-0.0011183i,0.0033148+0.0015754i,0.0021311+0.0025423i,0.0012926+0.0016548i,0.00088639+0.00095102i,-0.00010988-1.8938e-05i,-0.0014147-0.00043524i,-0.0036311-0.00064193i,-0.0050038-0.0012581i,-0.0042233-0.001437i,-0.0015018-0.0011814i,0.0013922-0.0018243i,0.0029158-0.001663i,0.0016351+0.00038996i,-0.00065855+0.0019697i
-0.00027221+0.0018686i,-0.0023959+0.0079019i,-0.010386+0.015383i,-0.017785+0.014014i,-0.013257-0.00017607i,-0.0031042-0.014193i,0.0018827-0.018789i,0.0030769-0.012451i,0.0039132-0.0040777i,0.0041999-0.0007509i,0.0033646-0.00013955i,0.0012099-0.0010263i,-0.0012852-0.0017101i,-0.0031684-0.0012766i,-0.0039982-0.00077258i,-0.0023105-0.00053077i,0.00027225-0.00079561i,0.00027222+0.00064982i,-0.0015519+0.0029493i,-0.0031261+0.0032752i,-0.0032179+0.0018365i,-0.0020777+0.00061083i,-0.00048526+0.00052433i
-7.2846e-05-0.0032952i,0.0013994-0.011437i,0.0088093-0.02264i,0.016722-0.027519i,0.012223-0.02151i,-0.0015022-0.016602i,-0.008303-0.014049i,-0.0056668-0.00876i,-0.001226-0.0039861i,0.0018758-0.0025772i,0.0022789-0.0017265i,0.00036086-0.00072451i,-0.0012377-5.2083e-06i,-0.001089+0.00080518i,-0.00036878+0.0012761i,0.00032972+0.00092831i,0.0010447+0.0011319i,0.0014148+0.0023058i,0.00092063+0.0017149i,-0.00023562-0.00024627i,-0.00030008-0.00098182i,0.0007053-0.00024752i,0.0019643+0.00054593i
