-0.0022352+0.0024473i,-0.0018043+0.002209i,-0.0016113+0.0014503i,-0.0012043+0.00092212i,-0.0004439+0.0010033i,-0.0010091+0.00089697i,-0.0012373+0.0016478i,-0.00055228+0.0016247i,0.00048423+0.0013914i,0.00069724+0.0012831i,0.00052976+0.00033629i,0.0011736-0.00076644i,0.00085976-0.0019849i,5.6834e-05-0.0021276i,-0.00021478-0.00040863i,-0.00042237+3.1261e-05i,-0.00052958-0.00020174i,-0.00052526-0.00029034i,-7.6197e-06-0.00049517i,0.00034787+0.00018873i,0.00042351+2.3469e-05i,0.00023314-0.00038182i,-0.00026131+0.00022043i
0.00080603+0.0026078i,0.00061056+0.0043909i,0.00068772+0.0038547i,0.00028004+0.00098831i,-0.0013255-0.00067364i,-0.0024875-0.0011384i,-0.0017546-0.00073987i,-0.0012922+0.00030249i,-0.00086063+0.00079032i,-0.00025746+0.00063114i,-0.00016859+0.00026288i,-0.00057591+0.00042746i,-0.00069944+0.00019482i,-0.0002922+1.4406e-05i,-0.00053551-0.00031554i,0.00021254-0.0005546i,0.00044233-0.00025522i,7.6623e-05-4.344e-05i,0.00012442-0.00015984i,0.00060658-0.0004283i,0.00091551-0.00024411i,8.0755e-05+7.1697e-05i,-0.00011766+0.00041015i
-0.0010227-0.0003518i,-4.1054e-05-0.00058993i,0.0013034-0.00083982i,0.0018911-0.0008798i,0.0024943-0.00035532i,0.0022529-0.0007625i,0.00087576-0.002505i,0.00042279-0.0017648i,0.00055224-0.00030196i,0.00031948-0.00033081i,-0.00037068+7.1608e-06i,-0.0010935+0.00087282i,-0.00091925+0.00093076i,-7.2074e-05-0.00019819i,0.00023977-0.00074687i,-0.0001942-0.00072042i,3.7841e-05-0.00033103i,0.0012846-0.00020142i,0.0016408-0.00047734i,0.0010719-0.00013599i,0.00024879+0.00046443i,-0.00034488+0.00067952i,2.712e-05+0.0004871i
0.0021655+0.0013649i,0.0022992+0.0015767i,0.0018499+0.0014103i,0.0010001+0.00097589i,3.3961e-05+0.00062884i,-0.0010666+0.00076926i,-0.0017092+0.0011061i,-0.0015305+0.00024857i,-0.00053395-0.00081706i,6.918e-05-0.00045831i,0.00015891+0.00022039i,0.00038069+0.00033932i,0.00045928+0.00041443i,-8.5605e-05+0.00077205i,-0.0010419+0.0010655i,-0.00091631+0.00080834i,-0.00024452+0.00064494i,0.00029784+0.00042743i,0.00022789+0.00066864i,0.0005872+0.00059549i,0.00042184-0.00010784i,-0.00020642-0.00040632i,-0.00011569-0.00020685i
-0.0041079+0.0016967i,-0.0049835+0.0027248i,-0.0049903+0.0033023i,-0.0029635+0.0024862i,-0.00083951+0.0014949i,-0.00010717-0.0001481i,-0.00079811-0.00046337i,-0.0016147+0.00039239i,-0.001431+0.0003581i,-0.00078112+4.4167e-05i,-9.0617e-05+0.00023165i,0.00026298+0.00031901i,0.0006607-0.00029913i,0.00041589-0.00076561i,0.00010422-0.00091632i,-8.4532e-05-0.00019554i,-1.5811e-05+0.00063616i,-0.00052098+0.00075786i,-0.0015239+0.00073913i,-0.0011931+0.00093085i,-0.00069087+0.00014664i,-0.00034596-0.00049563i,6.6323e-05-0.00025424i
0.00098532-0.0016397i,0.001993-0.0030664i,0.0020839-0.0031874i,0.0022165-0.0034227i,0.0014182-0.0026877i,-0.00020488-0.0016405i,-0.00080637-0.0012668i,-0.0013458-0.00018118i,-0.00096362+0.00054567i,-0.00021334+2.9041e-05i,-0.00011074-0.00043026i,2.5788e-05-0.001066i,-2.251e-05-0.00083268i,-0.00018317+7.9359e-05i,-0.00043863+0.00020241i,-0.00047497+0.00040901i,-2.0404e-05+0.00054961i,-0.0001203+0.0005298i,-0.00095764+0.00021646i,-0.0013731-4.1214e-05i,-0.0012652-0.00037435i,-0.000858-0.00044638i,-0.00073101+0.00031236i
0.0018135+0.0019005i,0.0018661+0.0026535i,0.0026885+0.0030829i,0.0022984+0.0030682i,0.00022054+0.0020913i,-0.0017589+0.00061613i,-0.00269-0.00050237i,-0.0018797-0.00081425i,-0.00056058-0.00046523i,-0.00045404+0.00016995i,-0.00086703+0.00073301i,-0.00021613+0.0012222i,0.00078569+0.00070836i,0.00045864+0.0012259i,-0.00041003+0.0017305i,-0.00026908+0.0014771i,-0.00026175+0.00061004i,-0.00059414-0.00078242i,-7.0308e-05-0.0013892i,0.00060169-0.001037i,0.0010092-0.0004483i,0.00059489+0.00012206i,-0.00049924+4.2473e-05i
0.001357-0.0025498i,0.0004446-0.0035371i,-0.00087715-0.003134i,-0.0019719-0.0022153i,-0.00099448-0.0011032i,-0.0007721-0.00095671i,-0.0018978-0.0014278i,-0.0022638-0.00088929i,-0.0016705+1.0192e-05i,-0.0011439+0.0004513i,-0.00062966+0.0004204i,0.00068642+0.00062042i,0.0012334+0.0012191i,0.00045464+0.0019065i,-0.0011812+0.0021185i,-0.0019148+0.0012401i,-0.00089387-0.00045858i,0.00031668-0.00072052i,0.00040964-0.00016944i,-0.00033004-6.6396e-05i,-0.00066316+3.2795e-05i,-0.00083703-0.00069396i,-0.00087068-0.00071848i
0.0021254+0.0006939i,0.0023494+0.0007316i,0.002063-0.00038611i,0.0010963-0.0011724i,-1.3386e-05-0.00079167i,-0.00062787-6.0342e-05i,-0.0012937+0.00075386i,-0.0011426+0.00054122i,-0.00015411+0.00041066i,-5.2501e-05+0.00039522i,4.6335e-05-0.00042891i,0.0003408-0.0011232i,0.00022147-0.00035495i,-0.00030891+0.00087551i,-0.00046247+0.0010174i,0.00035097+0.00032481i,0.00029082+0.00011602i,0.00024262+0.00027558i,0.00077008-3.9775e-05i,0.00066161-0.00032979i,0.00032723-0.00077162i,0.0004782-0.0010124i,0.00054854-0.00066769i
-0.003207+0.0044189i,-0.0015721+0.0044936i,-0.00072823+0.0049103i,0.00021079+0.0026598i,0.0013321-4.928e-05i,0.00032082-0.0011668i,-0.0019734-0.0010265i,-0.0025376+0.00016127i,-0.0012963+0.001677i,-5.308e-05+0.001503i,0.00037499+0.00027407i,0.00042316-0.00035537i,0.00027658-0.0010451i,-0.00037801-0.00166i,-0.00049355-0.0016854i,4.3713e-05-0.0012882i,-0.00025952-0.00056336i,-0.00016329+0.00038872i,0.00013646+0.00078063i,-0.00031771+0.00043139i,-1.4413e-05+4.1326e-05i,0.00030952-0.00011722i,-6.0616e-06-0.00041314i
-0.00036521-0.00050954i,0.00071356-0.0001195i,0.0016788-0.00089153i,0.0011595-0.00026793i,-0.00062306-0.00054994i,-0.0023182-0.00093817i,-0.0029186-0.00051506i,-0.003294-0.00059675i,-0.0024955-0.00043206i,-0.0012848-0.0006786i,-0.0008569-0.00056563i,-0.00092284-0.00034872i,-0.00057758-0.00015818i,8.134e-05+0.00018919i,0.0001276+0.00012154i,5.3329e-05+1.0041e-05i,3.9212e-05+0.00030793i,-0.00071615+0.00061867i,-0.0013277+0.00072298i,-0.0012235+0.00025805i,-0.00097115-0.00073465i,-0.00019961-0.00051519i,0.00051585-2.1723e-05i
0.00014567+0.00024687i,-0.00022147+0.00079291i,-0.00039663+0.001172i,0.00069002+0.0004638i,0.001369+0.00013857i,0.0014534-0.00070935i,-0.00017442-0.0012196i,-0.0014679-0.0011135i,-0.0012159-0.00042063i,-0.00028593+0.0003804i,0.00016531-0.00018671i,-1.1629e-05-0.00067419i,0.00029451-0.00035767i,0.00015318-0.00034642i,-3.3875e-06+8.6321e-05i,0.00015884+0.0001449i,-0.0001955+1.4181e-05i,-0.00092127-0.00020259i,-0.0015476-0.0005508i,-0.001425-0.00071885i,-0.00083558-0.00054004i,-0.00076141-0.00035792i,-0.0010003+0.00023298i
0.00064405+0.00010023i,-0.00026061+0.00086209i,7.252e-05+0.00045567i,-0.00042214+0.00066797i,-0.001648+0.00085104i,-0.0019765+0.00046959i,-0.0015436+0.0007239i,-0.0010166+0.0014138i,0.00023766+0.0012026i,0.00066071+0.00080935i,0.00011761+0.0002023i,0.00010414+0.00046301i,0.00029458+0.001351i,0.0006605+0.0014516i,0.00041984+0.00086119i,-0.00018379+0.0005308i,-0.00026356+0.0002409i,-0.0005992+8.3938e-05i,-0.00051332-0.00076692i,-6.866e-05-0.0012648i,-0.00014434-0.00076048i,-0.00033961-0.00019671i,-0.00051501+0.00015911i
-0.00044098+0.0020547i,-0.00035415+0.00096074i,0.0013798+0.0010517i,0.0015126+0.00097249i,0.00098426-8.9473e-05i,0.00086593-0.0011698i,-0.0005833-0.001357i,-0.0014219-0.00078338i,-0.00048117-0.00075123i,-0.00043825-0.0012086i,-0.00071847-0.00096637i,-0.0011974-0.00043939i,-0.00094419-0.00070495i,-0.00018883-0.0013383i,-0.00044393-0.0010784i,-7.1313e-05-0.00088985i,0.00062897-0.00041863i,0.0010481-0.00059717i,0.001081-0.0011124i,-0.00022403-0.00062345i,-0.001156-0.00018769i,-0.00066875-0.00037487i,-0.00015362-0.00056194i
0.00085086+0.0016217i,0.00076023+0.0015295i,-0.000761+0.00086772i,-0.001571+0.0009541i,-0.00095252+0.00098657i,-0.00062242+0.00036137i,-0.0014954-0.00024968i,-0.0024596+0.00032045i,-0.0023257+0.00083022i,-0.0011955+0.00039909i,0.00010981+0.00024957i,0.00020342+0.00093471i,0.00056656+3.0876e-05i,0.00099865-0.0006145i,0.00081709+1.3005e-05i,0.00042181+0.0001186i,-0.00015842+6.5768e-05i,-0.00052393+0.00036336i,-0.00031158+0.0001662i,-8.6476e-05+0.00046518i,-0.00020871+0.00059835i,-5.5093e-05-0.00019866i,1.2202e-05-0.00034501i
-0.002963-0.0018902i,-0.0043427-0.0017925i,-0.0039525-0.0018987i,-0.0018817-0.00077305i,-0.00048934+0.0006892i,-0.00069568+0.00083268i,-0.0014854+2.6218e-05i,-0.0018068-0.00013433i,-0.0017904+0.00078884i,-0.0010684+0.00096785i,-0.00030489+0.00068588i,-0.00055333+0.00089574i,-0.00041952+0.00054579i,-2.4349e-05+0.00019044i,-0.00030366+0.00055503i,-0.00039849+0.00036747i,-0.00036296-4.9539e-05i,4.6619e-05+8.5513e-05i,3.4846e-05+0.001212i,-0.00087918+0.0011116i,-0.00034902+0.00013621i,0.0001799+0.00034303i,-0.00069041+0.00099307i
0.0011332-0.0014772i,0.0016262-0.0013238i,0.0027227-0.00089129i,0.0027795-0.00052457i,0.0013149-0.00066282i,-0.00072322-0.00094618i,-0.0023178-0.0012421i,-0.0016532-0.00030687i,4.0703e-05+0.00061196i,0.00033993+0.00031504i,-7.7866e-05-0.00035659i,-0.00025031-0.0010703i,0.00013804-0.0010776i,0.00032177-9.5215e-05i,-0.00016493+0.00042593i,-0.0010273+5.832e-05i,-0.0010812+7.1809e-05i,-0.0016721+0.00079641i,-0.0019437+0.00087083i,-0.0014891+0.0003366i,-0.0013498+0.00068845i,-0.001313+0.0011513i,-0.00091108-0.00034866i
-0.00016667-0.00020268i,-0.0001106+0.0007365i,-0.00041511+0.0020963i,-0.00095084+0.0021356i,-0.00076889+0.0016681i,5.8759e-05+0.00065949i,-0.00036573-0.00019997i,-0.00072401-0.0002128i,-0.00056295-0.00030118i,-0.00040835-0.00026381i,0.00011158+0.0002171i,0.00015085+0.00068792i,0.00033099+0.00074518i,0.00078828+0.00059162i,0.00091223+0.00020989i,3.6453e-05-5.8742e-05i,-0.0013066+0.00040676i,-0.0018949-0.00031237i,-0.0020642-0.00091587i,-0.0018464-0.00080444i,-0.00096604-0.0012103i,-0.00087298-0.0013417i,-0.00047902-0.0011269i
0.002351-0.0010469i,0.0020408-0.0028058i,0.0010486-0.0023641i,-0.00020674-0.0015211i,-0.0007349-0.0013343i,-0.00079611-0.0012394i,-0.0013853-0.0010107i,-0.0016637+0.00025808i,-0.001025+0.00061464i,-0.00088925+0.0003203i,-0.0014495+0.00031012i,-0.0013006+0.00030643i,-0.0007311+0.0012932i,-0.00064638+0.0017315i,-0.00070873+0.00096641i,-0.0010548+0.0006668i,-0.0010919+0.00052091i,-0.00012158-0.000591i,0.0009523-0.0013144i,0.0010065-0.0008084i,-0.00022149-0.00048063i,-0.0013886-0.00055475i,-0.0011969-0.00069292i
0.005222+0.0016827i,0.0063154-5.0299e-05i,0.0060876-0.0019368i,0.0037514-0.0025662i,0.00099181-0.0021438i,-0.0013804-0.0011534i,-0.002916-0.00022794i,-0.0029667+0.00057346i,-0.0018462+0.00059383i,0.00010873+0.00020371i,0.00062151-0.00061372i,0.0007431-0.0018126i,0.00079151-0.0021546i,0.00035301-0.0015153i,-0.00031895-4.0906e-05i,-0.00049131+0.00053689i,0.00024656-0.00059012i,0.00071534-0.0012885i,0.00089243-0.0008301i,0.0012669-0.00056356i,0.0011048-0.00088751i,0.0006877-0.00097577i,-2.446e-05-0.00041546i
0.0009669+0.004208i,0.0010715+0.0048555i,0.0025223+0.0027983i,0.0022862+0.00031842i,-9.8511e-05-0.00060985i,-0.0024896-8.1489e-05i,-0.0039046+0.0011356i,-0.0024727+0.0024423i,-0.00032306+0.0019201i,0.00072242+0.0005911i,0.0008579+0.00057506i,-0.00015044+0.00079893i,-0.00098293+0.0014044i,-0.00056568+0.0021297i,-0.00044623+0.0012063i,-0.00060649+0.00057795i,-0.00049077+0.0012535i,-0.00018347+0.0017697i,0.00031218+0.001879i,0.00018445+0.0016413i,-0.00019743+0.00081892i,0.00016237+0.00020141i,-8.0751e-05+4.263e-05i
-0.00313+1.9314e-05i,-0.0021804-0.00096576i,-5.5303e-05+0.0004181i,0.0012408+0.00060192i,0.0014061-0.00085532i,-0.00010322-0.0016747i,-0.0018905-0.0020069i,-0.0019441-0.0011898i,-0.0011851+0.00048577i,-0.00029512+0.0008709i,-0.00035575+0.00043686i,-0.00096752+9.7212e-05i,-0.0011577-0.00055674i,-0.00080592-0.00071421i,-0.0004205+4.9597e-05i,-1.142e-05+0.00066403i,-0.00016445+0.00099834i,-0.0012561+0.0012939i,-0.001538+0.0013332i,-0.00056508+0.0016317i,0.00036134+0.0012607i,0.00070994+0.00033109i,0.00066926+0.00032133i
0.0042413+0.00078141i,0.0054024-0.0013728i,0.004843-0.0022389i,0.0023649-0.0028647i,-0.00052705-0.0038421i,-0.0023867-0.0040352i,-0.0025067-0.0030108i,-0.0016533-0.0014924i,-0.0012943-0.00068757i,-0.00077756-0.00069682i,0.00025759-0.00096258i,0.00098454-0.0011435i,0.00076125-0.0017203i,-8.6623e-05-0.0013649i,-0.00026629-0.0003432i,-0.00013227+0.00044883i,-0.00048813+0.00069101i,-0.0015804+0.00080694i,-0.0020387+0.0010909i,-0.0015608+0.0011692i,-0.0014011+0.0005669i,-0.00010376-0.00034405i,0.0013032-0.00051726i
-0.001774+0.0017037i,-0.0015403+0.0041901i,-0.00039461+0.0039359i,-0.00015049+0.0020493i,0.0001687+0.0014569i,0.00012907+0.0013722i,-0.000874-0.00053821i,-0.0010851-0.0013372i,-0.001603-0.00096135i,-0.0015027-0.00060605i,-0.0007847+0.00040053i,-7.7468e-05+0.0017152i,0.00038679+0.0017258i,0.00028659+0.00089767i,0.00030741+0.00093687i,-0.00032031+0.00078172i,-0.0016118+0.00029899i,-0.0019079-0.0010388i,-0.0018317-0.0019009i,-0.0020076-0.0013489i,-0.0025611-0.00041384i,-0.002222+0.00026237i,-0.0011734+0.00032421i
0.0012145+0.002505i,0.0004214+0.00060289i,0.0010363-1.856e-05i,0.0016312-0.00012354i,0.0007916-0.0012496i,-0.0012337-0.0017587i,-0.0027994-0.00010805i,-0.0033391+0.0012289i,-0.0016369+0.0011141i,0.00016065+0.00065408i,-0.00047056-0.00029297i,-0.0019984-0.00092162i,-0.0026967-0.0016168i,-0.0029098-0.0012504i,-0.0027845-0.00042614i,-0.0018222-0.00027671i,-0.0010274+0.00024589i,-4.4548e-05+0.00042074i,0.00025983-0.00042048i,-0.00048552-0.0015939i,-0.00025196-0.00094052i,3.52e-05+0.00034446i,-3.1075e-05-4.8132e-05i
0.0019204-0.00092756i,0.0032265-0.00038453i,0.0023226-0.00099843i,6.7248e-05-0.0009493i,-0.0005691-0.00038911i,-0.00062354-3.0944e-05i,-0.00029705+0.00092819i,-0.00030274+0.0015211i,-0.00045029+0.00066658i,-0.00021777-0.00022481i,0.00043808+5.743e-05i,0.001168+0.00086048i,0.001569+0.001105i,0.00091851+0.00030194i,0.00039316-9.2707e-05i,0.00047818+5.8788e-05i,0.00059494-7.2485e-05i,0.0011046-0.00036319i,0.0014144-0.00049523i,0.001101-0.00085728i,0.0012293-0.00082465i,0.00094101-0.00063338i,-0.00033414-0.00022725i
-0.004211-0.00017515i,-0.004219+0.0016368i,-0.0032943+0.0017842i,-0.0017791+0.00081781i,-0.0013574-0.00047117i,-0.00072654-0.0012362i,-0.00052685-0.0018928i,-0.00014476-0.0024841i,0.00096086-0.0014965i,0.0010736-0.00037673i,0.00068104+0.00015831i,0.00058629+0.00051838i,0.00054872+0.00028519i,0.0006941+0.00031492i,0.0001907+0.00081904i,-0.00066236+0.0010625i,-4.1436e-05+0.00074464i,0.00067948+0.00082882i,0.00039879+0.00068827i,0.00062347-0.00055314i,0.00087417-0.00046653i,0.00014772+0.00056439i,-0.00042642+0.00097702i
0.0051818+3.9296e-05i,0.0047642-0.002142i,0.0039742-0.0030496i,0.0014642-0.0025963i,-0.0018916-0.0029811i,-0.0040227-0.0029127i,-0.0039409-0.0018319i,-0.0033539-0.0012542i,-0.0019393-0.0010933i,-0.00088399-0.0015826i,-0.0010922-0.001931i,-0.0021956-0.0015718i,-0.0033937-0.00040318i,-0.0039929-0.00010871i,-0.0034109+0.00022243i,-0.0015574+0.00099161i,-0.00041796+0.00092864i,-0.00037573+0.00095084i,-0.00062647+0.0016884i,-0.00044494+0.0020341i,-9.7745e-05+0.0010819i,-0.00042891-0.00017046i,-0.0014966-0.0006499i
0.0015243+0.00090875i,0.0040215+0.002625i,0.0032245+0.0038877i,0.002257+0.00348i,0.0025721+0.0024778i,0.0027524+0.00027389i,0.00085959-0.00076431i,-0.0016326+7.8832e-05i,-0.0020252+0.0013612i,-0.00090278+0.00094089i,9.9951e-05+0.00044744i,0.00058304+0.00013668i,0.00086779-0.00078515i,0.0011867-0.0014742i,0.00094091-0.00063101i,0.00067553+9.7511e-05i,-0.0001548+0.00066881i,-0.000988+0.0011708i,-0.0011229+0.00016013i,-0.0009996-0.00047144i,-0.00058834+0.00045131i,-0.00050717+0.00068863i,-0.00065508+0.0003153i
0.0005093+0.0029495i,0.0001045+0.0031115i,0.00030166+0.0029617i,0.0003456+0.00096577i,0.0010514-0.0015218i,0.0013519-0.001926i,0.00063757-0.00048056i,0.00015647+0.0011275i,0.00087035+0.0014399i,0.00074506+0.00057291i,0.0005026-1.4391e-05i,0.00079918+0.00064889i,0.00015644+0.0015195i,-0.0010806+0.0012516i,-0.00043478+0.00028874i,0.0006232-0.00056923i,-0.0004127-0.00081949i,-0.0017134-0.00081642i,-0.0017011-0.0010003i,-0.00075564-0.00098382i,-0.00049159-0.0005964i,-0.00019845-0.00093229i,0.00042452-0.00088416i
-0.0033085+0.0010815i,-0.0012836+0.0012629i,-0.0012552+0.0018083i,-0.0013762+0.0022297i,0.00024607+0.0028163i,0.0014121+0.0027479i,0.001084+0.001205i,-0.00024366-0.00093503i,-0.00043513-0.0010975i,0.00073667-0.00054509i,0.00064178-0.00092096i,2.5901e-05-0.0015213i,-7.1744e-05-0.0014867i,-0.00086726-0.0016942i,-0.001288-0.0015091i,-0.000675-0.0011452i,-0.0002595-0.001088i,5.4015e-05-0.0016619i,-0.00019977-0.0023099i,-0.00077523-0.0022756i,-0.00055956-0.0018521i,-0.00043561-0.00069429i,-0.00015684+0.0002476i
-0.00021016+0.0017077i,0.0012337+0.002588i,0.0013778+0.0023509i,0.00061594+0.00024379i,-0.00020736-0.0017128i,-0.0015253-0.0023225i,-0.003005-0.0028168i,-0.0042943-0.0020791i,-0.0048208-0.0011709i,-0.0030429-0.0007228i,-0.00044642-0.00026614i,0.00052104+0.00044296i,0.00053584+0.0011056i,0.00040737+0.0004905i,0.00024829+0.00033416i,0.00024175-6.1092e-05i,0.00028364-0.00031172i,0.00056167-0.00069124i,0.00071596-0.0011377i,0.00029996-0.00086454i,0.00063692-0.00091267i,0.00052855-0.00070988i,-0.00055716-0.00025466i
-0.00025094+0.0020107i,-0.0009958+0.0030667i,-0.00071034+0.0038808i,-0.00034373+0.002661i,-0.0009831+0.001668i,-0.0019381+0.00094096i,-0.002345+0.0013863i,-0.0022956+0.0025964i,-0.0018216+0.0029126i,-0.0017487+0.0014801i,-0.0014695+0.001176i,-0.0013955+0.0020698i,-0.0012983+0.0016374i,-0.0012641+0.0013094i,-0.0010607+0.0011685i,-9.9909e-05+0.00074866i,0.00090275+0.00056878i,0.0012529+0.00053709i,0.0013958+0.0011951i,0.00097099+0.0010439i,0.00048808+0.0007716i,0.00044077+0.00079625i,-0.0002762+0.00026519i
-0.00042975-0.00056259i,-0.00061755-0.0010494i,0.00010389-0.00082187i,0.0011225-0.00058303i,0.0017876-0.0011679i,0.00098661-0.0022943i,-0.00054933-0.0015239i,-2.6176e-05+2.2182e-05i,0.0012678+0.00090609i,0.0015947+0.00058493i,0.0013308-0.00088028i,0.00029399-0.002184i,-0.00017368-0.0025625i,-1.3021e-05-0.0012816i,-0.0010174-0.00036353i,-0.001395-0.00074444i,-0.00084253-1.0297e-05i,-0.0013105+0.001223i,-0.002238+0.0012837i,-0.0018787+0.00069376i,-0.0011273+0.00063662i,2.8438e-05+0.00070499i,0.00078172+0.00070548i
0.0022606+0.001432i,0.0042559+0.0018223i,0.0041361+0.0019413i,0.0024143+0.002328i,0.00084058+0.0020791i,5.8536e-05-0.00041649i,-0.00048495-0.0017765i,-0.0008998-0.0016115i,-0.00022229-0.0011012i,0.00043606-0.00069343i,0.00096417-0.00038114i,0.0010294-0.00042513i,0.00047456-0.00097048i,0.00011496-0.0010482i,5.8001e-05-0.0006472i,0.00033718-0.00036376i,-0.0010356+0.00022838i,-0.0026684+0.00016975i,-0.0020521-0.00038371i,-0.0011625+0.0005475i,-0.0014144+0.0015569i,-0.001417+0.0011656i,-0.0011375+0.00012134i
0.0023464+0.0032994i,0.0029227+0.0055861i,0.0038015+0.0058421i,0.0023187+0.0014238i,-0.0017034-0.0015157i,-0.004694-0.00044852i,-0.0052726+0.00094352i,-0.004671+0.00064771i,-0.0035073+0.00030307i,-0.0028801-5.6867e-05i,-0.00234-0.00060865i,-0.0020347+0.00032241i,-0.0018985+0.0016928i,-0.0013462+0.0014474i,-0.0017451+0.00051325i,-0.001758+0.00072334i,-0.0010429+0.00033002i,-0.0010278-0.00011463i,-0.0006904-0.00017572i,-0.00030391-0.00041857i,-0.00098604-0.00038524i,-0.00063546-0.00075126i,-1.4037e-05-0.0012457i
-0.0034347-0.00031779i,-0.0040544+0.00034562i,-0.002588+0.00068077i,-0.0011817-5.0773e-05i,0.0011068-0.0011671i,0.0019685-0.0034918i,-0.00053676-0.0031495i,-0.0020939+0.00080716i,-0.00090135+0.0028791i,0.00061299+0.0013655i,0.0012546-0.0001968i,0.0012771-0.0012657i,0.00032184-0.0021205i,0.00011501-0.0026165i,0.00061001-0.0023742i,0.00067328-0.0014082i,0.00051172-0.0011967i,0.00038191-0.0017261i,0.0003524-0.0011703i,-0.00024361-9.09e-05i,-0.0014596-0.00029369i,-0.0013289-0.00061916i,-0.00026625-0.00098424i
-0.00035408-0.029052i,-0.0051635-0.029893i,-0.01891-0.026276i,-0.022592-0.0090019i,-0.01866+0.0083636i,-0.00728+0.016043i,0.0028051+0.0098379i,0.005584+0.0015515i,0.0037876-0.0030883i,-0.001658-0.00042925i,-0.0029658+0.00471i,0.0010261+0.0058095i,0.0051334+0.0070555i,0.0086243+0.011394i,0.0095514+0.013034i,0.0055316+0.0081965i,2.8806e-05+0.0023298i,-0.0002122+0.0001822i,0.0042817-0.001057i,0.0055197-0.0035756i,0.0021176-0.0051205i,-0.0015269-0.0032026i,-0.0014931+0.00060281i
0.00033578-0.0015068i,0.00094996-0.0016481i,0.00074488+0.00036439i,0.00013184+0.0025916i,0.00016296+0.0022787i,0.00045681+0.00090855i,-0.00020735-0.00059556i,-0.00024948-0.0018713i,-0.0006252-0.0030492i,-0.0022246-0.002535i,-0.0021852-8.0735e-05i,-0.0013975+0.0017841i,-0.00066924+0.00283i,0.000214+0.0029331i,0.00085096+0.0020193i,0.0012706+0.0013983i,0.00099934+0.0016104i,0.00093734+0.0016483i,0.0012082+0.0015197i,0.00096569+0.0010164i,0.00088549-2.1936e-05i,0.0002456-0.00082836i,-0.00077028-0.00050977i
-0.00034597-0.0029127i,-0.0039418-0.0020122i,-0.0062485-0.00073886i,-0.0048871+0.00092011i,-0.0038528+0.0010931i,-0.0047058+0.00081082i,-0.005371+0.0020594i,-0.004601+0.0032494i,-0.0034708+0.0025637i,-0.002458+0.00097052i,-0.00079458-0.00038614i,0.00045161-0.00081546i,0.00094341-0.0013177i,0.001201-0.0014515i,0.00047932-0.00061227i,-0.000459-0.00028941i,-0.00048946+0.00023737i,-0.00098336+0.0013561i,-0.0021495+0.0014613i,-0.0018124+0.0007306i,-0.00046319+0.00018981i,0.00030542+0.00084945i,0.00053383+0.0015179i
0.00073723-2.5113e-05i,0.0013615-0.0015193i,0.00085483-0.0025386i,0.0010152-0.0017947i,0.0024109-0.00021464i,0.0025065-0.00035631i,0.0011455-0.00084387i,-0.00031326+0.00014462i,-0.00013467+0.00096437i,0.00090343+0.00074248i,0.00060144-0.00032606i,0.00018819-2.601e-05i,0.0014468+0.00083491i,0.0013999+0.00080538i,0.00055893+0.00042995i,-0.00046487-2.5952e-06i,-0.0021031-6.0832e-06i,-0.0026392+8.5445e-05i,-0.0029144-0.00024877i,-0.0021337-0.00016641i,-0.00076773+0.00038136i,-0.00066665+0.00097034i,-0.00080576+0.0013183i
5.9602e-05-0.00076243i,0.0012417-0.00082181i,0.0017758-0.0010632i,0.00042944-0.0020148i,-0.0016622-0.0024971i,-0.0015984-0.0022511i,-0.0011592-0.002936i,-0.00177-0.0036434i,-0.0010427-0.002995i,0.00041918-0.0019422i,0.00027765-0.0013597i,-0.00068173-1.6647e-05i,-0.0011643+0.00014246i,-0.00040398-6.6669e-05i,-6.0459e-05-5.3468e-05i,-0.0012066-4.6564e-05i,-0.0020418-0.00061594i,-0.0013943-0.0021615i,-0.00048353-0.0024929i,-0.00091983-0.0018011i,-0.0014063-0.0013806i,-0.00071875-0.00074528i,0.00011194-8.2154e-05i
-0.0019675+0.0024714i,-0.0031039+0.0045135i,0.0003383+0.005423i,0.0035723+0.0034629i,0.0015445-0.00056877i,-0.0016874-0.0012522i,-0.0034045+0.00026581i,-0.0042813+0.00035162i,-0.0037002-0.00091757i,-0.0012735-0.0007801i,0.0010177-0.00032469i,0.0020542-0.00082601i,0.0014139-0.0012269i,-0.00034042-0.00066546i,-0.0013361-0.00068624i,-0.0014205-0.0015814i,-0.0011085-0.0019555i,-0.00050659-0.0019882i,-6.4683e-05-0.0018811i,0.00051164-0.0014737i,0.00050352-0.0017337i,-0.00022268-0.0019852i,-0.00061359-0.0020599i
-0.00041989-0.0028754i,-0.00038878-0.0032874i,0.00026026-0.0020329i,0.00012864-0.0001518i,0.00052656-0.00059366i,-0.00075648-0.0017997i,-0.0030056-0.00074453i,-0.0030691+0.0019792i,-0.0012117+0.0038705i,-0.00039314+0.0026684i,-0.00032075+0.0012724i,-5.7858e-05+0.0015304i,-0.00060742+0.0021379i,-0.00030751+0.00095374i,0.0011198+8.564e-05i,0.0015381+0.00033634i,0.0018732+0.00045139i,0.0023353+0.00072325i,0.0021662+0.00080048i,0.0011672+0.00078764i,0.00084341+0.000453i,0.0014464-0.00033533i,0.0016785-0.00034855i
