-0.0050226-0.00015381i,-0.0047416+0.0011643i,-0.0057327+0.0034083i,-0.0046391+0.0041783i,-0.0027382+0.0026755i,-0.0011892+0.00095413i,-0.00096999+0.00074173i,-0.00066703+0.0021205i,0.00063078+0.0033598i,0.001528+0.0033023i,0.0013804+0.0018672i,0.0009976+0.00075704i,0.0012287+3.9466e-05i,0.0011783+0.000292i,0.0010461+0.00064894i,0.00057732-1.4055e-05i,0.00021364-0.0001342i,0.00021684-0.00012833i,2.6076e-05-0.00048365i,-1.9866e-05-0.00018443i,0.00023208+0.00078681i,8.3455e-05+0.00070641i,-0.000441+2.3523e-05i
-2.6572e-05-0.0022378i,-0.00062645-0.0024579i,-0.0014286-0.0034788i,-0.0011785-0.0026343i,-0.0006471-0.00071852i,-0.00014218-5.1792e-05i,0.00042536-0.00037322i,0.00080123-0.00080144i,0.0010326-0.000317i,0.001179+0.00035092i,0.00085854-1.7411e-05i,0.00032665+2.8958e-05i,0.00019285+0.00054013i,9.7105e-05+0.00057994i,-9.3809e-05+0.00021076i,0.00024988-0.00010705i,0.00035086-0.00063274i,0.00013227-0.0012655i,0.00019194-0.0016066i,-0.00047389-0.0012025i,-0.00060275-0.0010115i,-8.5813e-05-0.00056638i,7.5825e-05+0.00039852i
-0.0019824+0.0023668i,-0.00074542+0.0033019i,0.00011571+0.0043051i,0.0016589+0.0043651i,0.0033753+0.003388i,0.0027415+0.0018836i,0.0013282+0.001039i,0.00051021+0.0014057i,0.00035743+0.001704i,0.0006471+0.00087999i,0.0010233+7.2145e-05i,0.0012069+0.00020753i,0.0015717+8.7926e-05i,0.00094253-0.00011187i,0.00030722-7.215e-05i,0.00049725+0.00063786i,6.2877e-05+0.00030467i,-0.00055029-0.00037356i,-0.00058192-0.00044958i,0.00022133-0.00066171i,0.00091155-0.00063452i,0.00074018-0.00031979i,-0.00022055+0.00011162i
-0.001389+8.789e-05i,-0.0011665-0.00035005i,-0.001179-0.0015119i,-0.00092797-0.0012359i,-0.00014335-0.00045104i,0.00036641-0.00062187i,0.00043915-0.00073288i,9.1673e-05-0.00041613i,8.067e-05+0.00040645i,0.0013337+0.0010353i,0.0025978+0.00095029i,0.002011+0.00061275i,0.00098384+0.00091811i,0.00094811+0.0014848i,0.00091107+0.00087367i,0.00058847+5.7552e-05i,0.00095449-0.00071349i,0.0012825-0.00050938i,0.0008659-0.00023962i,0.000108-0.00022095i,5.2223e-05+0.00020834i,0.00025932+0.00052753i,-0.00040425+0.00034165i
0.00040576+0.0020506i,0.0017234+0.0018033i,0.0032866+0.0023077i,0.0049369+0.0014338i,0.0053193-0.00050254i,0.0026025-0.00090902i,-6.6871e-05-0.00052878i,-4.8641e-06+9.5814e-05i,0.0016227+0.0011211i,0.0023944+0.0014194i,0.0015919+0.001355i,0.0014324+0.0011334i,0.0018281+0.00029135i,0.0012412-0.00030995i,0.00037648-0.0005713i,0.00014933-0.00081896i,0.0003446-0.00084887i,0.00081863-0.0009708i,0.00065543-9.0404e-05i,-0.00011497+0.00053227i,-0.00032582+0.00047554i,-9.5067e-05+0.00039016i,1.6205e-05+0.0007621i
-0.0013384+0.00052852i,-0.0015166+0.00063521i,-0.0025149+0.0010914i,-0.0011102+0.0010395i,0.0010197+0.00014006i,0.0014109-0.00085035i,0.0012882-0.00050793i,0.00078512+0.00064338i,0.00093061+0.00060677i,0.001388+0.00021769i,0.0016344+0.0003369i,0.0013344+0.00013775i,0.00055721+2.0077e-05i,0.00074515+0.00061224i,0.001271+0.0002174i,0.0010435-0.0007137i,0.00060028-0.00080196i,0.00020836+0.00023385i,-5.1925e-05-1.5005e-05i,-1.8918e-05-0.0004238i,0.00042215+0.0004855i,1.8968e-05+0.00063027i,-0.00052954-1.4573e-05i
-0.0008148+0.0011572i,0.00012113+0.00081014i,0.0014001+0.0012263i,0.0024949+0.00089194i,0.0025216+0.00073783i,0.0010365+0.0002472i,-0.00029014+0.00020555i,0.00022337+0.00055174i,0.0016893+0.0012544i,0.0021968+0.0021989i,0.0017784+0.0016352i,0.00096764-0.00018758i,0.00037837-0.00091595i,0.00032363+3.1997e-05i,0.0010294+0.00047164i,0.00096969+0.00020303i,0.00017979+0.00056409i,-8.4108e-05+0.00037127i,-0.00010865-0.00039113i,0.00059814-4.3574e-05i,0.00097267+0.00088869i,0.00069981+0.00069235i,0.00051989+0.00054489i
0.0011472-0.0010904i,0.0017645-0.0011603i,0.00158+0.00076569i,0.00067867+0.0010417i,0.00091599-0.00073722i,0.00075552-0.00037474i,0.00077494+0.0010545i,0.00070311+0.0010648i,0.00072892+0.00073333i,0.0011315+0.00087835i,0.0014381-0.00012356i,0.0015501-0.00015163i,0.001343+0.00059976i,0.0013586+0.00019192i,0.00057483-0.00035686i,-0.00018685-0.0007889i,-0.00010449-0.00095854i,-0.00021457-0.0002703i,-0.00018489-1.9868e-05i,-0.00036077+0.00042588i,-0.00040538+0.00049841i,-0.00015912-0.00015902i,-0.0001662-0.000394i
-3.3122e-05-0.0018941i,-0.00032716-0.0011222i,-0.0025387-0.0028256i,-0.0026068-0.0036788i,-0.00082579-0.0028159i,-0.00061348-0.0012124i,-0.00087633-0.00033982i,-0.00010034+0.00063262i,0.0012598+0.0015893i,0.0019231+0.00080305i,0.00076173-0.00020594i,0.0006048-0.00021372i,0.00051723+0.00070846i,0.00033542+0.00069856i,0.00085945+0.0002409i,0.00067743+0.00012173i,0.00051663+1.7404e-05i,0.00058952+0.00025244i,0.00038202+0.00020934i,9.5017e-05-0.00013104i,-0.00025658-0.00050686i,0.00039646-0.00038479i,-0.00016071-0.00044436i
-0.00072446-4.1173e-05i,-0.00078394+0.00061032i,-0.00047267+0.00057272i,0.00028434+0.0014815i,0.0013326+0.0019681i,0.001924+0.0014756i,0.0011258+0.00057187i,0.00034779+0.00030876i,0.0010256+0.0012092i,0.00092861+0.0016781i,0.00053684+0.0008198i,0.0011115+0.00065892i,0.00083972+0.0008063i,0.00073585-0.00023652i,0.00083166-0.00075322i,0.00045587-0.00075931i,0.00075431-0.00065754i,0.00087745-0.00048616i,0.00063869-0.00044073i,0.00093874+0.00014627i,0.00094072+0.00023346i,0.00038176-0.00051411i,0.00018784-0.0002317i
-0.00084648-0.0011515i,-0.00076795-0.00077744i,-0.00084649-0.0018499i,-0.0010791-0.0020805i,-0.00048269-0.00043579i,2.351e-05+0.0001872i,0.00011072+0.00028479i,0.00032378+0.00086692i,0.00049165+0.001255i,0.00072165+0.00098865i,0.0012651+0.00012644i,0.00075009-0.00057815i,-0.00021818-9.6883e-05i,-0.00020273+0.00061998i,0.00081+0.00060536i,0.0013219+7.7715e-05i,0.0012061-0.00033306i,0.0011303-6.7685e-05i,0.00075702+9.9662e-05i,0.00022505+3.5905e-05i,0.00038422-0.00024043i,0.00086837-0.00045005i,0.00062581-1.0382e-05i
-0.00066624-0.00018317i,-0.00024963+0.00039i,0.00095243+0.00040511i,0.0015549+9.1582e-05i,0.0011832-3.4056e-06i,0.0015876-0.00024309i,0.0015631+1.8231e-05i,0.00089399+0.00097142i,0.00051454+0.0016095i,0.0011691+0.0010072i,0.001931+0.00074353i,0.0018203+0.00095756i,0.0020668+0.00037915i,0.0016835+3.0604e-05i,0.0010899-0.00018524i,0.001068-0.00017203i,0.00082711+0.00055849i,0.00079897+0.00030808i,0.00020764+4.3115e-05i,-6.8866e-05+0.0003362i,0.00067054+0.00034973i,0.00097422+0.00012437i,0.00063838-0.0005403i
0.00038999+0.0024798i,0.00061221+0.001965i,0.0020052+0.0013622i,0.0028907+0.0011413i,0.0024743-0.00044457i,0.00068906-0.0020717i,-0.00092916-0.00092966i,-0.00080824+0.00027916i,0.00047542+0.00093834i,0.0010381+0.0012103i,0.00098482+0.00082209i,0.001229+0.00065949i,0.00071982+0.00090377i,0.00033141+0.00081257i,0.00067348+0.00058588i,0.00035958+0.0004309i,-0.00017195+0.00016848i,-0.00054759-9.2496e-05i,-0.0001846-0.00054516i,-2.259e-05-0.0013796i,-2.68e-05-0.0012108i,0.00038133-0.00024041i,0.00066315+6.2145e-05i
-0.0012575-0.00076329i,-0.00060252-0.00048621i,-0.0013229-0.00061984i,-0.00097772-0.00097651i,0.00037438-0.0013128i,0.0011097-0.0008523i,0.00052687+3.7157e-05i,0.00021729+0.00081341i,0.00060029+0.00088604i,0.00049548+0.00065365i,0.00020136+0.00055871i,-0.00080228+0.00028888i,-0.00069817+0.00046698i,-8.0511e-06+0.00065864i,-0.00028372+0.00012704i,0.0007036-0.00083439i,0.0013535-0.001352i,0.00087124-0.00083767i,0.00018487-0.0006301i,-0.00056477-0.00096919i,-0.00086945-0.0004524i,-0.00084381+0.0004829i,-0.00093113+0.00042455i
-0.00098054-0.00023885i,-0.00034605+0.00080256i,0.00081852+0.0010493i,0.0021471+0.00089852i,0.00188+2.0887e-06i,0.00073102-0.00087662i,-0.00043636+5e-05i,-0.00026424+0.0011132i,0.0005661+0.001465i,0.0011369+0.0011547i,0.0013187+0.0007149i,0.0014299+0.00081274i,0.00085314+0.00038465i,4.1532e-05-0.00016102i,0.00061532-0.00079598i,0.00091795-0.0013941i,0.0002854-0.0008563i,0.0001361-0.00032831i,0.00029195-0.00061072i,0.00035635-0.00070135i,0.00031097-7.2066e-05i,0.00039654+0.00016969i,0.00034825-0.00012095i
-0.00028502-3.9488e-05i,0.00054983-0.00081268i,0.0014771-0.001093i,0.0018945-0.0009782i,0.0014129-0.00048136i,0.00083023+0.00055541i,0.00067901+0.00033549i,0.00015191+0.00080258i,-8.3695e-05+0.0014004i,0.00033827+0.0011072i,0.0012151+0.0010468i,0.0009806+0.00060655i,0.00010103-0.00019069i,9.0003e-05-0.00028486i,-0.00018151-0.0001742i,-8.2184e-05-0.00046884i,-0.00055317-0.00026028i,-0.00042066+0.00028791i,0.00014708+8.7866e-05i,-0.00017719+0.0001781i,-0.00039863+0.00060794i,0.00014785+0.00053254i,0.00031492-0.00017633i
-0.0012454+2.2516e-05i,-0.00030193-5.7468e-05i,-0.00015966-9.7705e-05i,0.00013746-0.00047386i,0.00026944-0.00025146i,0.00026554-2.9994e-05i,0.00038402-0.00043548i,5.4681e-05+0.00047999i,0.00089533+0.0011095i,0.0021773+0.0006082i,0.0022981+4.6569e-05i,0.0015252-0.00058112i,0.0008191-0.00041723i,0.0010473+0.000461i,0.0011093+0.00042113i,0.00065579-0.00030454i,0.00084032-0.00051659i,0.00083651-0.00078752i,-1.2303e-05-0.00088229i,-0.00025285-0.00055167i,0.00034644-0.00037018i,0.00012724-0.00020694i,-0.00053019+0.00018887i
0.00026931+0.0019554i,0.0014706+0.002519i,0.0031708+0.0019803i,0.003607+0.00064552i,0.0032636-0.00041378i,0.0021691-0.00057449i,0.0012916-0.0001235i,0.0010939+0.00042261i,0.0013309+0.001665i,0.00074474+0.0023758i,0.00010957+0.0011123i,0.00041669-1.9874e-05i,0.0003349-0.00064737i,0.0001406-0.00037556i,0.00092261+0.00022187i,0.0014925-0.00020986i,0.0013608-0.00061773i,0.0010218-0.00088491i,0.00019875-0.00069776i,-0.00094025-0.00045888i,-0.00051183-0.00084393i,0.00035527-8.4725e-05i,4.3714e-05+0.00036867i
-0.00057118-0.00085774i,-0.001742-0.0005013i,-0.0022465-0.001433i,-0.0017635-0.00059275i,-0.00044197+0.00056363i,0.0004011+0.0003104i,0.00010302-0.00029395i,-0.00059514+0.00023465i,-0.00010691+0.0011773i,0.00042971+0.0009636i,0.00041685+0.00012071i,0.00025028-2.4695e-05i,9.8812e-05+0.00011207i,-3.277e-05-0.00013271i,0.00041866+0.00036437i,0.0014268+0.00033094i,0.0010312-0.00029397i,0.00021387-0.00052012i,9.2965e-05-0.00077843i,4.402e-05-0.00034877i,-0.00023554+0.00017535i,-0.00079773-1.9448e-05i,-2.3122e-05-0.00032782i
-1.5353e-05-0.001432i,-0.00021718-0.0010024i,0.00016723-0.00016583i,0.00046942+0.00047518i,0.00078087+0.00017522i,0.00041693-0.00040326i,0.00073787+2.3564e-05i,0.0013503+0.0014415i,0.0015396+0.0019551i,0.0018938+0.00091877i,0.0015315+0.00028893i,0.00066935+0.00014127i,0.00080467+0.00033299i,0.00050475+0.00041339i,0.00028412+8.4028e-05i,0.00062812-0.0002957i,0.00080529-0.00015998i,0.00024599+1.0269e-05i,-0.00045891+5.388e-05i,-0.00069473+9.523e-05i,-0.0003878-0.00061055i,-7.7677e-05-0.0012902i,-0.0003773-0.00097149i
7.1757e-05+0.00049463i,0.00081584+0.00027032i,0.00064356-0.00057988i,0.0018025-0.0012681i,0.0032107-0.0009924i,0.0016059-9.0381e-05i,-0.0003412+0.00097599i,-0.0009+0.0014741i,-0.0003967+0.0015763i,0.00088064+0.0017833i,0.0015052+0.0013649i,0.0010878+0.0005123i,0.00088011-6.1155e-05i,0.00059533-0.00011213i,0.00015401-0.00054834i,0.00065527-0.0010037i,0.001253-0.00047251i,0.00077994-0.00025178i,6.4696e-05-0.00025316i,-0.0001124-0.00067185i,-0.00023215-0.0008659i,-0.00023958-0.00072575i,0.00043442+0.00019111i
0.00028612-0.00135i,-0.0013393-0.0017973i,-0.0018771-0.0022925i,-0.0019204-0.0027406i,-0.0017745-0.0019437i,-0.0010706-0.00033968i,-0.00096042+0.00032969i,-0.00034108+0.00036093i,0.00012479+0.0007714i,-0.00035364+0.00086668i,-0.00053172+0.00042867i,-0.00021426-0.00016641i,3.2453e-05-0.00044846i,-0.0003251-0.00033803i,0.00047643-0.00093174i,0.001178-0.00098593i,0.00052164-0.00042295i,0.00076887-0.00070299i,0.0010859-0.00071252i,-8.2622e-05+3.2244e-05i,-0.0015019+0.00020541i,-0.00081863-0.00037391i,0.00023474-0.00085959i
-0.0015496+0.00030369i,-0.00071512+0.00037836i,0.00071571+0.0019382i,0.0019183+0.0027546i,0.0031042+0.0014555i,0.0029282-0.0005752i,0.0013598-0.0011456i,0.00065199+0.00018907i,0.0011454+0.0010822i,0.0010656+0.00072658i,0.00085824-0.00014098i,0.00085277-0.0005064i,0.00074768+5.5615e-05i,0.00057231-0.00011556i,0.00068443-0.00067703i,0.00094186-0.00092948i,0.0010955-0.00093357i,7.0982e-05-0.00058563i,-0.00082973+0.00031517i,-0.00025625+0.00094175i,0.00020271+0.00098764i,0.00028333+0.00014248i,0.00043893-0.00069267i
0.0006685+0.00088563i,0.00020457+0.0003716i,5.4623e-05-0.00034563i,0.00031732-0.00023855i,0.00068455+0.00054632i,0.00096186+0.00022437i,0.00026969+0.00011522i,-0.00033062+0.00073151i,-7.3474e-05+0.0011131i,0.00026282+0.0011587i,0.00049832+0.00050872i,0.00038044-0.00011129i,0.00044651-0.00043057i,0.00082988+8.4507e-05i,0.00081532+0.00020656i,0.00041495-0.00053129i,0.00023416-0.001108i,0.00013635-0.00099899i,-7.2383e-05-0.00039946i,-7.4023e-06-0.0003211i,0.00032611-0.0007692i,0.0006948-0.00022806i,0.00010362+0.0001324i
-0.0012348+0.0011614i,8.7398e-05+0.0015353i,0.0010024+0.0024814i,0.0023203+0.0014888i,0.0034694-0.0002654i,0.0026354-0.00054252i,0.0013153-0.00033391i,0.0013455-4.0016e-05i,0.0012431+0.00062355i,0.0017234+0.00076786i,0.002332+0.00031261i,0.0015704+0.00025368i,0.00059459+0.00024819i,0.00060305-0.0006104i,0.0010233-0.00054841i,0.0015392+3.4808e-05i,0.00098859-0.00045054i,0.00021758-0.00036847i,0.00077222+0.00045052i,0.0009519+0.00011959i,-0.00035443-0.00051052i,-0.00054008-0.00079312i,-0.00010787-0.00077032i
0.00027683+0.00028286i,-0.00041762+0.00023598i,-0.00048878-0.00087132i,-0.00048442-0.00071948i,-2.6517e-06-0.00024345i,0.00075292+0.00012315i,0.00066123-0.00045229i,0.00061013-0.00033621i,0.00090846+0.00094126i,0.0011075+0.00098406i,0.0010813+0.00010277i,0.00089781-0.000433i,-0.00011161-0.00021962i,-0.00065526+0.000374i,-0.00070844+0.00077557i,-0.00016734+0.00065008i,0.00087444+5.6376e-05i,0.0010783-0.00017424i,0.00043348-0.00020225i,-0.000323-0.00021238i,-0.00043095+0.00013925i,-0.0001738+0.00036156i,-0.00048482+0.00038159i
-0.00022713+0.00064045i,-3.9812e-05+0.00014739i,0.00024666+7.6821e-05i,0.00089006-0.00064278i,0.00096675-0.0010337i,3.9047e-05-0.00099617i,-0.00095688-0.00030747i,-0.00045686+0.00035751i,0.0010397+0.00078374i,0.0015186+0.00092541i,0.0011373+0.00023056i,0.00083525-0.00065544i,0.00079815+4.6692e-05i,0.00095305+0.00012432i,0.00089951-0.0010814i,0.00088291-0.0014189i,0.00073446-0.001048i,0.00046149-0.00080637i,-0.00025643-0.0011037i,-0.00064631-0.00088801i,-0.00048909-0.0002081i,3.4125e-05+0.00040031i,0.00080727+0.00024917i
0.00045793-0.0013914i,0.0007748-0.00040568i,0.00029007-0.00064507i,0.0017523-0.00028024i,0.002727+0.00029551i,0.0017349+0.0005083i,0.00081184+0.00028993i,0.0011806+0.00042188i,0.0018463+0.0010395i,0.0017143+0.00082213i,0.0012149+3.3221e-08i,0.0005325-0.00043771i,0.00076308-0.00012466i,0.0011587+0.00054866i,0.00072801+0.0002067i,0.00040103-0.00083445i,-0.0002084-0.0015172i,-0.00010567-0.0009841i,0.00054435-0.00035689i,0.00025668-0.00060297i,0.0001275-0.00065544i,0.00015735-0.00037006i,0.00027214+0.00011011i
-0.00013012-0.0015909i,9.9953e-05-0.001079i,0.00065853-0.00037005i,0.0005101-0.00054297i,0.00037176-0.00061865i,0.00092862-0.00092011i,0.00052956-0.00017696i,8.5687e-05+0.0012026i,0.00071272+0.0010863i,0.0015308+0.00069746i,0.0010284+0.00096966i,0.00023409+0.00098027i,-2.8715e-05+0.0004062i,0.00049018-0.00071545i,0.0014889-0.00090264i,0.0011308-0.0001431i,0.00051672+0.00078587i,0.00037923+0.00048982i,0.00018969-2.3786e-05i,6.0758e-05+0.00042187i,-2.3076e-05+0.00025571i,-0.00015597-0.00095607i,-0.00085284-0.0011191i
0.00048905-0.00026616i,0.00039523-0.00039374i,0.0010024-0.00058381i,0.001542-8.5715e-05i,0.0011987-0.00051289i,0.00083962-0.0010169i,0.00054813-0.0011301i,7.9797e-05-0.00062733i,7.4171e-05+0.00056314i,0.00053698+0.0010437i,0.0012578+0.00043776i,0.0014194-0.00059873i,0.00077912-0.00038106i,0.00055913+0.00053415i,0.00014225+0.0011989i,-0.00077412+0.00054958i,-0.00091129-0.00074763i,0.00015158-0.00050315i,-4.0092e-05+0.00018451i,-0.00069781+0.00015551i,-0.00052834+0.00021364i,-0.00040493+0.00064536i,5.3085e-05-1.4263e-05i
0.00056841+0.0016501i,0.00017327+0.0015746i,0.0020545+0.0011876i,0.003518+0.00075622i,0.0024973+0.00070301i,0.00084595+0.00064741i,0.00030263+0.00058776i,1.8941e-05+0.00091078i,7.3802e-05+0.0014015i,0.00093609+0.0011975i,0.0012247+0.00082862i,0.00093106+0.0001286i,0.00099862-0.00043053i,0.00069314-0.00027163i,0.00073791+2.9662e-05i,0.0012474-0.00043273i,0.0010744-0.0014821i,0.00048411-0.0014129i,-4.6683e-05-0.00056505i,2.3217e-05-0.00044174i,0.00049885-0.000793i,0.00085043-0.00081537i,0.00054642-0.0001185i
-0.001547-0.0026849i,-0.0025167-0.00185i,-0.0026984-0.0018361i,-0.0013502-0.0018925i,0.00036639-0.0020538i,0.00095907-0.0011035i,4.3356e-06+0.00019618i,0.00017079+0.00071803i,0.0010027+0.00099767i,0.0014215+0.0017373i,0.0011351+0.0015771i,0.00054437+0.00052701i,0.00043476+0.00054733i,3.3698e-05+0.00054561i,0.00025192-0.00017887i,0.00096792-0.00046541i,0.0011242-0.00026823i,0.00066443+2.8326e-05i,-2.6286e-05-2.9912e-05i,-0.00086731-9.3583e-05i,-0.0011361-0.00013414i,1.9735e-05+0.00032719i,0.0001112+0.0010265i
0.00062039-0.0010152i,0.00094098+1.9301e-05i,0.0011404+0.0008761i,0.0010759+0.00079907i,0.0012722+0.0011505i,0.00090714+0.00074473i,0.0001861+0.00010398i,0.00018625+0.00049316i,0.00058248+0.0004751i,0.00085435+0.00051735i,0.00057452+0.0010108i,0.00047247+0.0011559i,0.00092006+0.00049895i,0.00096473+1.3058e-05i,0.0010617+0.00030278i,0.00024457+0.00028739i,0.00032004-0.00026099i,0.001075-5.7265e-05i,0.0013067+0.00042389i,0.001195+0.00082792i,0.00024891+0.00075298i,-0.00021016+0.00042644i,-5.7054e-05+0.00015171i
-0.00094096+0.00050672i,0.00026397+0.00064576i,0.001586+0.00012439i,0.0019092+0.00037627i,0.0014683+0.00053865i,0.0014013+0.00033376i,0.0011522+0.00025982i,0.00079235+3.455e-06i,0.00099739+0.0001999i,0.001355+0.0011143i,0.0011349+0.0014531i,0.0012035+0.0015028i,0.00048852+0.0011838i,-0.00070077+0.00016921i,-0.0005385-0.00016638i,0.00025166-0.00017157i,0.00057868-0.00061694i,0.00035488-0.00046308i,-0.00037421+0.00037658i,-0.00054037+0.0011447i,0.00067268+0.00076231i,0.00071959-0.00034388i,-0.00017712-0.00034268i
-0.00078947-0.00053191i,-0.00067729-0.0008892i,0.00023483-0.0012421i,0.00047884-0.00094708i,-8.2705e-05-0.00076711i,-0.00021674-0.0008643i,-0.00013991-0.0003552i,-0.0001731+0.00012167i,0.00030937+0.00028234i,0.0012592+0.00020254i,0.0015072+0.00079412i,0.00059413+0.0010894i,-9.014e-05+0.0010219i,7.0362e-06+0.0010791i,0.00031534+0.0007205i,0.0010448-0.00023635i,0.0017306-0.00043605i,0.0014118-6.8351e-05i,0.00076319-0.00037327i,0.00021996-0.00095979i,0.00048893-0.001397i,0.00083722-0.00048128i,0.00030954+0.00091335i
0.0014875-0.00016562i,0.0012373-0.00037173i,0.0017538-0.00031708i,0.001638-0.00054085i,0.0021287-0.00098777i,0.0017096-6.4335e-05i,0.0005731+0.0005889i,-4.953e-05+0.00083652i,-9.5324e-05+0.0013193i,0.00088178+0.0010131i,0.001047+0.00031612i,0.00048829-0.00036491i,0.00016332-8.8959e-05i,-0.00020312+0.00025783i,-4.2875e-05-0.0002415i,0.00043261-0.00015015i,-0.0001343+9.581e-05i,-0.00047487-0.00068734i,-7.0879e-05-0.0010715i,-0.00027099-0.00073665i,-0.0004657-0.00026435i,0.00034792-6.3339e-05i,0.00040854+0.00013626i
-0.00021077-6.6113e-05i,0.00038363-0.00039272i,0.00015767+0.00064991i,-0.00053317+0.00054354i,-0.00024713-0.00013874i,-6.6496e-05-2.4019e-05i,-0.0001605+0.00022472i,-1.4506e-06+0.001103i,0.00085922+0.0015752i,0.0016089+0.0012387i,0.0015407+0.00039839i,0.0014072-8.3342e-05i,0.0017379+0.00026169i,0.001352+0.00027857i,0.0003964+0.00041218i,1.74e-05-6.7789e-05i,0.00037045-0.00092453i,0.00067068-0.00074786i,0.00071471-0.00014434i,0.0010849-0.00069705i,0.00074385-0.00069912i,9.9556e-06-4.5325e-05i,-0.00021844+0.00042571i
0.00010704+0.0011946i,0.0010284+0.00089551i,0.0019393+0.0012461i,0.0016044+0.00048182i,0.0017043+0.00033691i,0.00056592+0.00098665i,-9.4297e-05+9.7646e-05i,0.00041836+0.00012942i,0.0011273+0.0010332i,0.0017264+0.00094299i,0.0011042+0.00071386i,0.0005582+0.00019809i,0.00084236-0.00056832i,0.00070578-0.00029858i,0.0010434+0.0001068i,0.0014701+0.00063224i,0.00075833+0.00032814i,0.00042076+5.1137e-05i,0.00060784-0.00011659i,0.00079526-0.00028829i,0.00087015+0.00034761i,0.0011328+0.00010346i,0.0011885-0.00023083i
0.00026298+0.00081161i,-0.00058631+0.0014874i,-2.5346e-05+0.0013029i,0.00097128+0.00092773i,0.0011794+0.00023222i,0.0010705-0.00056019i,0.00084063+0.00021776i,0.00071597+0.00092508i,0.0012942+0.0011188i,0.0013916+0.0016564i,0.00091695+0.0016563i,0.00056786+0.00079869i,0.00041783-8.5542e-05i,0.00099828+7.6777e-05i,0.00093505-0.00013748i,0.00087603-0.00036691i,0.00062036-0.00087668i,-5.88e-05-0.0014538i,-0.0007755-0.00066358i,-0.00061477+0.00010083i,-0.00020118+0.00042052i,-0.00022236+0.00054828i,-0.00042706+8.9011e-05i
0.00080723+6.1132e-05i,0.00065604-0.00067306i,0.0006189-0.00051808i,-0.0003186-0.00064032i,-0.00032123-0.0011598i,0.00056087-0.00061837i,0.00092796+0.00025209i,0.00054059+0.00067705i,0.00054932+0.00052556i,0.0011296+0.00063765i,0.0012527+0.0012075i,0.00059032+0.0015287i,-0.00054267+0.00098051i,-0.00070634+0.00034049i,0.00077096-0.00012811i,0.0017805-0.00055102i,0.00078211-0.00071574i,9.0252e-05-0.00049916i,-0.00011276+0.00050842i,-0.00050536+0.00025899i,-0.00067437-0.00039789i,-0.00076266-8.6865e-05i,-0.00088442+3.1142e-07i
-0.0004081+0.00128i,0.00090401+0.00085734i,0.0013941+0.0012639i,0.0023726+0.0014759i,0.0017501+0.0010106i,0.00073472-0.00017472i,0.00032114-0.00063571i,0.0003044-0.00039494i,0.0013001+0.00011691i,0.0016418+0.00064588i,0.0010945+0.0011501i,0.0010702+0.00078921i,0.0014169+2.6949e-05i,0.00098855-0.00045347i,0.00078817-0.00038279i,0.00064638-0.00033486i,0.00032857-0.0011043i,5.4693e-05-0.0012034i,-0.00014651-0.00042942i,-8.4797e-05-0.00040605i,0.00080375-0.00070981i,0.00057268+1.2295e-05i,-0.0005686+0.00053108i
-0.0017169+0.00017186i,-0.0019201+0.00085889i,-0.0021946+0.00033983i,-0.0018459+0.00057675i,-0.0011092+0.0011429i,0.00055299+0.0010739i,0.0010385+0.00022046i,0.00082892+0.0003881i,0.00092992+0.0011164i,0.00071315+0.00064017i,0.00065148+0.00070306i,0.00042615+0.00090373i,8.6319e-05+0.0010666i,-0.00027848+0.00085095i,-0.00022012+0.00041551i,0.00011363-0.00034195i,0.00047647-0.0008661i,0.00099615+1.4277e-06i,0.00078719+0.00085901i,0.00035994+0.00021011i,-0.00020595-0.00031592i,-0.00081133-0.00017474i,-0.00071028+7.5708e-05i
-0.0015169+0.0003119i,-0.0020806+0.0014953i,-0.00088685+0.0014415i,0.0010445+0.00084004i,0.0024326+0.00087951i,0.0014485+2.9948e-05i,0.00043855-0.00064409i,0.00014965-0.00036135i,2.5995e-05+0.0002404i,0.00064335+0.00080149i,0.0010042+0.00077446i,0.00079517+0.00024581i,0.00065189-0.00019486i,0.00027188-0.0003638i,0.00038582-0.00049599i,0.00061889-0.00011087i,0.00044733+0.00028962i,0.00080527+0.0004005i,0.0012149+0.0002606i,0.00068569-0.00016903i,-9.6556e-05-0.00019997i,-0.00071768-0.00025279i,-0.00083302-0.00052007i
-0.00047516-0.00075473i,-0.00010041-0.0005227i,6.8526e-05-0.00033346i,0.00050773+0.00016065i,0.0012544+0.0010832i,0.00085832+0.001347i,-1.0532e-05+0.0008546i,1.7514e-05+0.00057532i,0.00067003+0.00088381i,0.0012658+0.00077465i,0.001566+0.00035013i,0.0009354+0.00050979i,0.00027336+0.0012608i,0.00054434+0.0012982i,0.00086724+0.00032438i,0.0011052-0.00063674i,0.00095306-0.0012342i,0.00052455-0.0014081i,0.00014204-0.00037331i,0.00028823+0.0002318i,0.0005767-6.1776e-05i,0.00082547-0.00021024i,0.00075291+0.00025494i
