-0.00030612+0.0008875i,-0.00040312+0.00076871i,-0.001656-0.00033241i,-0.00053983-0.0011527i,-0.00034844-0.0010372i,-0.0014878+9.7404e-05i,-0.00077193+0.0014341i,0.00067268+0.0017988i,0.0013812+0.00076004i,0.0015086+0.00038234i,0.00078379+0.00067972i,0.00062377+0.00068702i,0.00051262+0.00012575i,-0.00037462-0.0007017i,-0.00074013-0.0002485i,3.089e-05+0.00040558i,0.00059283-0.000113i,-0.00018046-0.00013502i,-0.0008352-6.3056e-05i,1.5558e-05-5.315e-05i,0.00047701+9.8162e-05i,0.00020647+0.00026357i,-0.00054011+0.00015196i
0.0022838+0.0006674i,0.0034517+0.00046444i,0.0035427+0.00010582i,0.0029603-0.00095787i,0.001765-0.0011896i,0.00056097-0.00068047i,0.00050104+0.00039396i,0.00016101+0.00012567i,2.8534e-06+0.00010516i,-9.1798e-05+0.001515i,-9.0956e-05+0.0013408i,1.3972e-05-1.8323e-05i,0.00032115-0.00076628i,0.00019596-0.0015076i,-7.5852e-05-0.0019446i,-0.00010572-0.0011967i,-0.00050765-0.00036923i,-0.00063378-2.7178e-05i,-0.00027056+0.00086955i,-0.00013786+0.00093032i,-0.00038097+5.2983e-05i,-4.5359e-05-0.00091126i,-0.00015593-0.0008083i
0.0021344-0.00046151i,0.0016757-0.0010279i,0.00075586-0.0017331i,0.00029318-0.0016638i,0.00058547-0.0012704i,0.00054485+0.00014954i,0.0002418+0.0011587i,0.00029929+0.00023482i,0.0014948-0.00030607i,0.0023077-7.0707e-05i,0.0017349-0.00071237i,0.00096478-0.0012825i,0.00045016-0.0010229i,-0.00054068-0.00088547i,-0.00076392-0.0016401i,-9.3554e-05-0.0015396i,0.0001329-0.0011826i,-0.00013048-0.001203i,-0.00057519-0.0001458i,-0.00025252+0.00062589i,-0.00024351+0.0006733i,-0.00062035+0.00057184i,-3.8371e-05+0.00039209i
-0.0020474-0.00033778i,-0.0023744+0.00091378i,-0.0022599+0.0010836i,-6.6272e-06+0.00087728i,0.0014+0.00062361i,0.0014927-0.00030266i,0.0010359-0.0010927i,-0.00027735-0.0010283i,-0.00025656-0.0010948i,0.00042975-0.0011629i,-0.00039551-0.00053676i,-0.00095153+3.2292e-05i,0.00017434+0.00028543i,0.00067148+0.00083901i,0.00019153+0.00073624i,2.8478e-05+9.6612e-05i,-0.00027617-0.00044201i,0.00015565-0.00052581i,0.00096981-0.00032279i,0.0002916-0.00017319i,-9.3147e-05-0.00052553i,0.00046895-0.00074678i,0.00015444-0.00021154i
-0.0019773-0.0036914i,-0.0018993-0.0043024i,-0.0024207-0.0037859i,-0.0029956-0.0011065i,-0.0021563+0.0020165i,-0.00057812+0.0034256i,-0.00065057+0.0026619i,-0.0019281+0.0010308i,-0.0030648+0.00013511i,-0.0034943+0.00074765i,-0.0032106+0.0017038i,-0.0019837+0.0014088i,-0.0011211+0.00057922i,-0.00087991+0.00028481i,-0.00042331+0.00044824i,-0.00033656+0.00080542i,-7.5302e-05+0.00044862i,0.00016459-0.00076375i,0.00028602-0.00092595i,0.00029471-0.00018727i,-7.2418e-05+0.00010423i,-0.00017945-5.1864e-05i,1.1024e-06-6.8186e-05i
-0.00087176+0.00051535i,-0.00021238+0.00097907i,0.00055067+0.00075191i,0.0016116+4.8946e-05i,0.0016823-0.0010128i,0.00087942-0.00082052i,1.3775e-07+0.00014005i,-0.00056843+0.00044535i,-0.00053685+0.00058432i,-0.00068655+0.0015945i,-0.0003288+0.001498i,0.00013491+0.00072097i,0.00017277-0.00031061i,2.9998e-06-0.0002017i,0.0003676-6.4253e-06i,0.00037794-0.00052692i,-0.00023923-0.00079109i,-0.00024532-0.00103i,-1.07e-06+0.00023482i,-0.00024489+0.0012348i,-0.00014454+0.00055591i,6.8146e-06-0.00051401i,0.00030406-0.00069487i
0.00061516-0.0015339i,0.0012681-0.0018437i,0.0010267-0.0010358i,-2.3444e-05-0.00017928i,-0.00074517+0.00050007i,-0.00038869+0.00076918i,0.00058241+0.00026277i,0.00062788+0.0008611i,0.00020887+0.0015405i,0.00046145+0.0014969i,0.00075331+0.0012172i,0.00076906+0.00092022i,0.00085128+0.0010579i,0.00088047+0.00071833i,0.0010097-0.0001176i,0.00098498-0.00052601i,0.00060075-0.00025588i,-0.00049445-0.00023428i,-0.0010698-0.00021633i,-0.00011483+0.00017546i,0.00060224-0.00037894i,0.00048518-0.001173i,0.00070187-0.0007186i
0.0015002-0.00046744i,0.00080642-0.0007766i,0.0020826-0.0022943i,0.0022556-0.0033701i,0.00085292-0.0028658i,-0.00097202-0.00077592i,-0.001133+0.00097258i,-0.00030906+0.00099416i,0.00078968-9.3922e-06i,0.0011145-0.0011745i,6.8778e-05-0.00049147i,-0.00040771+0.0004603i,-0.00027699+7.4932e-05i,-0.0002005-0.00078636i,-0.00043475-0.0012751i,-0.00026449-0.0012608i,0.00018414-0.0013476i,0.0004218-0.00078636i,0.00041132+0.00018005i,-0.00014993+0.0005233i,-0.00032497+0.00024789i,-0.00017883-0.00045046i,0.00010198-0.00031306i
0.00053399-0.0038731i,0.00041307-0.0023352i,-0.0012126-0.001818i,-0.0014237+0.0009187i,-0.00035338+0.0034511i,0.00033589+0.0031837i,0.0010816+0.0013584i,0.0016104-0.00047475i,0.0007053-0.0012393i,-0.0011101-0.0012373i,-0.0013792-0.00060021i,-0.00084538-0.0003779i,-0.0004854-0.00082983i,-0.00050451-0.00052388i,-0.00018988-0.00058767i,6.282e-05-0.00069726i,-7.9468e-05-0.0011051i,-0.00016957-0.00045178i,-0.00066104+0.00024215i,-0.00023085-0.00020558i,0.00032737-0.0005654i,6.865e-05-0.00076663i,0.00020849-0.00043534i
0.00084519+0.0010793i,0.0006571+0.00075625i,-2.0459e-06-0.0015712i,-0.0008072-0.0032544i,-0.00092356-0.0028932i,0.00042978-0.0011889i,0.0013561-0.00020892i,0.00059615-0.00031952i,-0.00031743-0.00036321i,-0.001267+0.00049216i,-0.0014704+6.5985e-05i,-0.00065307-0.00085968i,-0.00025517-0.0011292i,0.00029205-0.00037549i,0.00060821-4.5181e-05i,0.00026121-0.00095935i,0.00011155-0.00086605i,-0.00054855+0.00024703i,-0.00056057+0.00060901i,0.00039739+0.00050748i,0.00033776-4.7614e-05i,0.00055958-0.00072657i,0.0001933-0.00041023i
0.0024477+0.0014489i,0.003047+0.0013378i,0.0043183+0.0013097i,0.0056709+0.00083215i,0.0038723-9.0359e-05i,0.00087611-0.00087337i,-0.00018379-0.00061211i,-1.2736e-05+0.00045963i,0.00051489+0.00088455i,0.00043911+0.0010128i,0.00013034+0.0008806i,0.00026567+0.00047126i,0.00077498-0.00016024i,0.00058314-0.00040675i,8.9036e-05-0.00026063i,-0.00086532-0.00053065i,-0.0018273-0.0010203i,-0.00086238-8.9536e-05i,-0.00033613+0.0012813i,-1.6559e-05+0.0011691i,0.00088431+0.0010194i,0.0011408+0.00035227i,0.00079065+3.4848e-05i
1.2169e-05+0.0024785i,-0.0015811+0.0031816i,-0.0016103+0.0039017i,-0.000432+0.0024608i,0.00071663+0.00082741i,0.00083435+0.0008241i,5.2066e-05+0.0015165i,-0.00065973+0.0019595i,8.4955e-05+0.0019095i,0.00077328+0.0011744i,0.00054694+0.00059699i,0.00079601+0.0010571i,0.00081901+0.00095885i,0.00072999-6.9545e-06i,0.00053047-0.00039841i,6.3968e-05-0.00034319i,-5.525e-05+3.2244e-05i,-0.00013321+0.00078672i,0.00016144+0.00072605i,0.00029432+1.8847e-05i,0.00034281-2.6393e-05i,0.00010087-0.00025286i,9.7088e-05-0.00065136i
0.00060308-0.00031548i,0.00084698-0.00085165i,0.001648-0.00012785i,0.0013484+4.3512e-05i,-0.00050605+0.0003142i,-0.0015538+0.00016029i,-0.0014905-0.00023481i,-0.00070228+4.8599e-05i,0.0009458+0.00035936i,0.0016007+0.00044889i,0.00027251+0.00011224i,-0.00047137-0.00055641i,0.00033093-0.00096315i,0.00087378-0.0013278i,0.0012953-0.0018935i,0.0014184-0.0022248i,0.0012795-0.0015806i,0.00054239-0.00013021i,-0.00065533+0.00061528i,-0.00044339+0.00018587i,0.00018323-7.2935e-05i,0.0002807+8.8973e-05i,0.00028438-8.6657e-06i
-0.0020025-0.0017067i,-0.0028305-0.0004492i,-0.0039935-3.4777e-05i,-0.0033084+0.00031043i,-0.00086979+0.0017134i,0.00075089+0.00223i,0.00070727+0.0013144i,-0.00074317+0.00019096i,-0.0019173-0.00039106i,-0.001739-0.00055817i,-0.0012698-0.00017804i,-0.0012438+0.00055451i,-0.0012704+0.00040562i,-0.00097758-0.0012556i,-4.2271e-05-0.0022369i,0.00086172-0.0020969i,0.0015613-0.0014733i,0.00089315-0.00074702i,0.00029599-0.00026686i,-9.9593e-05+0.00041545i,-0.00068368+0.00062585i,-0.00022647+2.6241e-05i,0.00088399-0.00017812i
0.000729-0.0025156i,0.0021293-0.002395i,0.0021061-0.002422i,0.0024581-0.0018667i,0.0021934-0.0009307i,0.0010991+0.0001151i,0.00066365+0.0010267i,-0.00063331+0.0010321i,-0.0020938+0.0003515i,-0.0019886+0.00033352i,-0.0016077+0.00056469i,-0.0016257+0.00083689i,-0.0010307+0.00057618i,-0.0010047-0.00020986i,-0.0017587-0.00076772i,-0.0017436-0.00088202i,-0.0013296-0.0010778i,-0.001164-0.0010177i,-0.00087964-0.00040729i,-0.00029551-0.00021291i,0.00048169-0.00072598i,0.00026673-0.00070884i,-0.00040676+0.00020842i
-0.0020739-0.00042922i,-0.0034246-0.00081112i,-0.0031717-0.00036137i,-0.0015653+0.0012798i,-0.0011406+0.0024939i,-0.00032164+0.0017621i,0.00053341+0.00026528i,0.00061536-0.00040462i,0.00071255+0.00059421i,0.0005253+0.0013843i,0.00075516+0.0013739i,0.00094297+0.00078569i,0.00078198+0.00048266i,0.00054944+0.00091662i,-0.00022568+0.0011255i,-0.00063763+0.00064667i,4.8092e-06-0.0002466i,0.00068431-0.00050448i,0.00044742+3.5309e-05i,0.00020885+6.2721e-05i,0.00020852+5.7285e-05i,0.00028338+0.00041342i,0.00028175+0.00015457i
-0.00051115-0.001625i,-0.0007827-0.0027665i,-0.0010769-0.0048539i,-0.0011825-0.004194i,-0.0008445-0.0016735i,-0.00019971+0.00053872i,0.00030858+0.00070836i,0.00069112+0.0006359i,0.00054158+0.00049087i,0.0002505-0.00012736i,-1.2471e-05-0.0004631i,-6.7383e-05+0.00032517i,0.00016342+0.00018599i,0.00084321-0.00061929i,0.0010878-0.00031003i,0.00028304-0.00055343i,-0.00043221-0.00012517i,-0.00074832+0.00070752i,-0.0004835+0.0013569i,0.0005296+0.0015914i,0.00069451+0.00066535i,0.000134-7.5366e-05i,0.00020043-0.00048922i
2.2941e-05-8.4288e-05i,0.00038107+0.0011389i,0.00033761+0.0019061i,3.0357e-05+0.001904i,0.00020365+0.00070448i,0.00091675-0.00059747i,0.00039657-0.00081442i,-0.00047748-0.00039104i,-0.0007327-0.0010286i,-0.0013093-0.0013967i,-0.001823-0.0003027i,-0.00066632-0.00044513i,0.00067489-0.00086829i,0.00029859-0.00061248i,0.00043616-0.00097442i,0.0011573-0.0011854i,0.0011707-0.00071794i,0.00064184-0.00011637i,0.00053509-8.4879e-05i,0.00094316-0.00057749i,0.00063277-0.0012983i,0.00039192-0.001057i,0.00020983-0.00040958i
0.00156+0.0033651i,0.00086591+0.0030681i,0.0018889+0.0029535i,0.0028965+0.0019552i,0.0033447+0.00091358i,0.0029817+0.0008842i,0.0011509+0.0010365i,-6.8098e-05+0.0007524i,-0.00044264+0.00044701i,-0.0006212+4.331e-07i,0.00013562+0.00013966i,0.00073058+0.00027623i,0.00077309-1.9499e-05i,0.00056995-0.0001626i,0.00084242-0.00032856i,0.00065026-0.0011722i,-0.00035996-0.0015223i,-0.0012504-0.00087687i,-0.0010461+0.00032071i,-0.00066138+0.0010306i,-0.0011535+0.00048551i,-0.00134-0.00037086i,-0.0007295-0.00091595i
-0.0010519+0.0010251i,2.0691e-05+0.0017484i,0.00070352+0.0029251i,0.0015543+0.0025512i,0.0023842+0.0011965i,0.0013885-0.00055095i,0.00018497-0.0010088i,0.00027435+0.00022505i,0.00052176+0.001652i,-0.0003137+0.0015249i,-0.0010487+0.0014846i,-0.0002691+0.0014971i,0.00018886+0.00064688i,-0.00042384+7.6687e-05i,-0.00074834-0.00025731i,-0.00066301-0.00023429i,-0.00033463-0.00065097i,-0.00042666+9.0652e-06i,-0.00093804+0.00028626i,-0.0010756-0.00022243i,0.00020106+3.0907e-05i,0.00060762+0.00021481i,0.00052747+0.00039139i
-6.6296e-05-0.00056609i,0.00032252-0.00069035i,-0.00042518-0.0004025i,-0.0011846+8.9189e-05i,-0.0004845+0.0013481i,0.00066332+0.0024956i,0.0013841+0.0023911i,0.0015994+0.0014359i,0.0010213+0.00098719i,0.00018895+0.0013227i,0.00023477+0.00093959i,0.00041848-0.0002585i,0.00074842-0.00018312i,0.00067535+8.9292e-05i,-0.00059865-0.0001856i,-0.0007641-0.00059256i,-0.00079231-0.0006176i,-0.0014187+2.8119e-05i,-0.0014228+0.00088745i,-0.00083313+0.00099547i,9.6355e-05+0.00063943i,0.0010217+0.00070276i,0.0011135+0.0011497i
-0.00013142-0.0015029i,0.00091021-0.0014283i,0.00084123-0.0010643i,-0.00019308-0.00090063i,-0.00058274-0.0013171i,-0.00076484-0.00092679i,-0.0011955-0.00016083i,-0.00086587+0.00017388i,0.00036415+0.00032787i,-5.867e-05-2.8279e-06i,-0.00074524+0.00016822i,0.00010624+0.00072958i,0.00047462+0.00034433i,0.00024503-0.00038928i,-2.1934e-05-0.00046241i,-0.00042433-4.4161e-05i,-0.0010602-9.5614e-05i,-0.0012908-0.00064716i,-0.0010053-0.00028257i,-0.00052064+0.0010175i,0.00024124+0.0010059i,0.00096972+0.00030301i,0.00060757+0.00030648i
0.0019455-0.001669i,0.0019173-0.0015514i,0.0018074-0.0035024i,0.001406-0.0037952i,0.0010063-0.0020715i,0.00010591-0.00096159i,-0.00033888-0.00057939i,-0.00086351-0.001041i,-0.00096504-0.0010353i,-0.00084639-0.00032093i,-0.00029134-0.00011217i,-0.00010269-0.00071429i,-6.1852e-05-0.0015101i,0.00055282-0.0019926i,0.0011193-0.0016575i,0.0004823-0.0011394i,-0.00010902-0.00055274i,-0.00034042+0.00059955i,6.5671e-05+0.0014715i,0.00065417+0.0016102i,0.00069303+0.00090004i,0.00076411-0.00028289i,0.00078768-0.00055128i
-0.0032413-0.0018879i,-0.0031559-0.00072465i,-0.0020443+1.248e-05i,-0.0010209+0.0010798i,-0.00037131+0.002393i,-2.4617e-05+0.0015268i,-0.00063071+0.00033828i,-0.00099685+0.00073156i,-0.0012412+0.00033245i,-0.0013953-0.00065898i,-0.0010713-0.0006037i,0.0002051-0.0004385i,0.0010162-4.877e-05i,0.00045083+0.00059564i,0.00039124+0.00044975i,0.0005209-8.4816e-05i,0.00014582-5.2997e-05i,0.00019629-0.00031566i,0.00031988-0.00067616i,0.00053719-0.0006835i,0.0005486-0.00016719i,-0.00035669+0.00036875i,-0.0012788+0.00013843i
0.00038935-0.00025102i,0.0003007-0.0010667i,-0.00099349-0.0017292i,-0.0014536-0.00074117i,-0.001185+0.00035169i,0.00047144+0.0011859i,0.0017133+0.0016285i,0.0011926+0.0012411i,-8.0694e-05+0.00073784i,-0.00093187+0.00037929i,-0.00039815+0.000324i,-0.00022257+0.00049347i,-0.00079072+0.00053366i,-0.00080339-5.3624e-06i,0.00010828-0.00033292i,0.00084305-0.00054694i,0.00063346-0.0011285i,0.00051184-0.0006312i,-3.8662e-05+0.00080543i,-0.00046182+0.00086649i,-0.00024773-6.8568e-05i,-0.00057963-0.00026346i,-0.00010432-0.00018497i
0.0005938-0.00077951i,0.00064594-0.00057802i,0.00042859-0.00025047i,0.00021747-0.00016232i,0.00046639-0.00052558i,-0.00018116+0.0001175i,-0.00023402+0.00028017i,0.00030459-0.00022298i,0.00020153-0.00028123i,-0.00088716+0.00024594i,-0.0012153+0.00029745i,-0.00082137+0.00046787i,-0.00048188+0.0010938i,0.00040941+0.00083072i,0.00043892+7.4914e-05i,-0.00058746-0.00019694i,-0.0017129+0.00068487i,-0.0020518+0.0007405i,-0.0014522+8.1867e-05i,-0.00044702+0.00034606i,-8.1065e-05+4.3373e-05i,-0.0001632-0.00071838i,0.00019355-0.00044094i
0.0047678+0.00011651i,0.0049248-0.00062583i,0.0051997-0.0002739i,0.0041412-0.00021965i,0.0025367-0.00048209i,0.00025998-0.00076383i,-0.00052781-0.00063985i,-0.000337-0.00066432i,-0.00039364-0.0013803i,-5.3012e-05-0.0010913i,-0.00066333+0.00014407i,-0.0011642+0.00047757i,-0.0007636-0.00044195i,-0.0003341-0.0018932i,-0.00078347-0.0027007i,-0.0011738-0.001758i,-0.0003552-0.00080815i,-3.8017e-05+0.00024352i,0.00023235+0.0018805i,0.00047534+0.0012333i,0.00059973-9.4819e-05i,0.00028865-2.9136e-05i,7.8828e-05+0.00038759i
-0.0023053+0.0022628i,-0.0014481+0.001854i,-0.0015043+0.00038831i,-0.0012676-0.00025644i,-0.00039765+8.4849e-05i,-0.00037048-0.00022385i,-0.00141-0.0004692i,-0.002304-0.00017968i,-0.0024772+0.00026095i,-0.0016705+0.00043301i,-0.00038911+0.0011855i,0.00042898+0.0007226i,0.00067857-0.00060398i,6.7227e-05-0.00074514i,-0.00034688-0.00038861i,0.00025919-0.00027225i,0.00094313+0.00043114i,0.00056436+0.0014911i,0.00032249+0.0017785i,0.00033528+0.0015421i,-0.00014956+0.00074571i,0.00072531-2.4775e-05i,0.00092016+2.1719e-05i
0.004597-0.0013747i,0.0052572-0.0023075i,0.0052397-0.0022539i,0.0037548-0.0010948i,0.0013868+0.00020366i,-0.00072155+0.0014583i,-0.0010243+0.0015169i,-0.00029435+0.00099391i,-0.00037734+0.00067252i,0.0002202-0.0002211i,0.0015835-0.00039628i,0.0018117+0.00022203i,0.0015054+0.00056267i,0.0010628-9.0756e-05i,-0.00021073-0.0013624i,-0.00070443-0.0019225i,0.0006476-0.0014214i,0.0013816-0.00095601i,0.00141-0.00087396i,0.00074131-0.00092616i,0.0007591-0.0012559i,0.00077347-0.0004428i,0.00019753+0.00054598i
-0.00022138-0.00051693i,-0.0012053-0.00027825i,6.5129e-05-2.8505e-05i,0.0012199-0.00029724i,0.0017384+0.00030697i,0.0018673+0.0011665i,0.002008+0.0023973i,0.0016828+0.0030311i,7.6114e-05+0.0020653i,-0.001466+0.00037401i,-0.00167-0.0014699i,-0.00066088-0.0017379i,0.00036821-0.0013473i,0.00037513-0.0013941i,0.00073268-0.0013904i,0.0011597-0.0013035i,0.0008363-0.0013276i,0.00012909-0.0011169i,-0.00082086+3.4949e-05i,-0.00064156+0.00056062i,-0.00018297+0.00029177i,5.1391e-05-0.00055517i,0.00084766-0.0015742i
0.00086137-0.00092766i,0.00076563-0.0005225i,0.0018831-0.0014596i,0.0018493-0.0010165i,0.0013914+8.5091e-05i,0.0018862+0.00016473i,0.0022029-0.00015357i,0.0025181-7.3223e-05i,0.0026761-0.00023623i,0.00089929+0.00016466i,-0.001443+8.0889e-05i,-0.0014962-0.00070454i,-0.0009313-0.0011377i,-0.00083687-0.00091662i,-0.00086364-0.00035099i,-0.0015666-0.00092376i,-0.0019226-0.0011711i,-0.0015439-0.00078023i,-0.0010778-0.00093123i,-0.00084473-0.00083598i,-0.00023618-0.00094528i,0.00061043-0.00077322i,-9.7126e-05-0.00034166i
-0.0021617+4.4739e-05i,-0.0018052-0.00054131i,-0.0026518+0.00033541i,-0.0026397+0.00050794i,-0.0018676+0.00010431i,-0.0010193-0.00016219i,-5.9743e-05-0.0013077i,-8.452e-05-0.0021271i,-0.00062465-0.0022596i,-0.00054341-0.0012274i,-0.0010674+0.0011356i,-0.0018042+0.0017051i,-0.0021207+0.00071374i,-0.0015942+0.00039397i,-0.00078229+0.0003572i,-0.00032512+0.00026951i,1.9951e-05+0.00045702i,-0.0001643+0.0015571i,-0.00033272+0.0022283i,0.00070313+0.0020791i,0.0010163+0.0017821i,0.00032705+0.0010879i,0.00037922+0.00051089i
-0.00050501+0.00028314i,-0.00095977-0.00019937i,-0.0013641-0.0008646i,-0.00032939-3.3576e-05i,0.00035318+0.0013296i,0.00010502+0.0023319i,-0.0015508+0.0016346i,-0.0041419-0.00010003i,-0.0044063-0.0010164i,-0.0023569-0.0011419i,8.772e-05-0.00010232i,0.0013274+0.0013646i,0.00053383+0.0019837i,-0.00015591+0.0016988i,-0.00013141+0.00092335i,0.00023631+8.355e-05i,0.00044246-0.0003949i,-0.00013437+0.00016777i,-0.00060043+0.00061804i,-0.00051889+0.00072895i,-0.0008167+0.00036318i,-0.0006483-0.00022418i,-2.8507e-05-5.5571e-05i
-0.0027879-8.2747e-05i,-0.0027916+0.00048703i,-0.0018437+0.00086115i,-0.0011979+0.0010276i,-0.00072304+0.0020128i,-0.00022266+0.0020611i,-0.00065342+0.001362i,-0.0017415+0.0016098i,-0.0027921+0.0016004i,-0.002446+0.0013137i,-0.00096467+0.0011044i,0.00042306+0.00073697i,0.0014037+0.00062156i,0.0012702+0.00064698i,0.001117+0.00013918i,0.0015188-0.0011307i,0.001858-0.0023986i,0.0017141-0.0018691i,0.00052149-0.00039456i,0.00017888+0.00025457i,0.0011745+1.5443e-05i,0.0012671+0.00045225i,0.0011587+0.00091877i
0.0006877-0.00048147i,0.00074423+4.7609e-06i,0.0015881+0.00065149i,0.0030677+0.001527i,0.0041624+0.0010447i,0.0038328-6.0279e-05i,0.0032492+0.00054203i,0.0030665+0.0019979i,0.0028883+0.0029514i,0.0015382+0.0025194i,0.00048857+0.00064542i,0.00080912-0.0010761i,0.00084528-0.0024083i,0.00056035-0.0034999i,0.0002647-0.0027785i,-0.00042983-0.0016152i,-0.00065704-0.00089119i,-0.00075672+0.00029877i,-0.0012845+6.388e-05i,-0.0011469+0.00012232i,-0.00033256+0.00026605i,-0.00018896-4.054e-05i,0.0002454-0.00020678i
-0.0010593+0.0011876i,-0.00020755+0.0012116i,-0.0015618+0.0017636i,-0.0022442+0.0026566i,-0.00099675+0.0017194i,-0.00055382+0.00054424i,-4.8776e-05-0.00041754i,0.0021435-0.001256i,0.0031355-0.00051786i,0.0014544+0.00030823i,-0.0012428-3.1216e-06i,-0.001818-0.00048074i,-0.00095981-0.0011397i,-0.00096802-0.0015291i,-0.0010515-0.0011043i,-0.00074361-0.0004987i,-0.00059723-0.0010469i,-0.0002164-0.0010779i,-2.2593e-05-0.00058296i,-2.5742e-05-0.00033204i,6.8842e-05+1.3644e-05i,-4.2965e-05-6.0516e-05i,-0.00041636-0.00047908i
0.0035088+0.0011325i,0.0028166-8.5078e-05i,0.0030082-0.0014168i,0.0025335-0.0020989i,0.0012957-0.0026679i,-0.00030427-0.0023644i,-0.00095638-0.0025768i,-0.00065646-0.0035622i,0.00070676-0.0044098i,0.0019897-0.0030444i,0.00093369-0.00082085i,-0.00040646+0.0002926i,-0.00094253+0.00022001i,-0.0008075-0.00030602i,-0.00028427+5.2688e-05i,0.00032362+0.0003248i,0.00024844+0.0011025i,-0.00038592+0.001598i,-0.00023286+0.0016868i,-0.00040964+0.0019936i,-0.00082997+0.0013745i,-0.00070791+0.00054236i,-0.00083733+0.00022993i
0.0016358+0.0023635i,0.002002+0.0026515i,0.0026257+0.0023512i,0.001469+0.0017482i,0.00028947+0.0017005i,-0.00037549+0.0010643i,-0.0013098+0.00027293i,-0.0025333-0.00062681i,-0.002711-0.0018889i,-0.0014021-0.0021375i,0.00015552-0.00069931i,0.0012778+0.0013691i,0.0018342+0.0030396i,0.0024274+0.0029655i,0.0023948+0.001795i,0.0016179+0.00066545i,0.001918-0.0012508i,0.0017257-0.0021754i,0.0005861-0.0012344i,0.00087438-0.00064017i,0.0014345-0.00080152i,0.0010617-0.00078354i,0.00074225-0.0001196i
0.0006654+0.0012516i,-0.00094888+0.0011738i,-0.0013753+0.00094462i,0.00048136+0.00087831i,0.0021966+0.0010639i,0.0024246+0.0014354i,0.00025089+0.0027153i,-0.0010974+0.0040633i,-0.0017376+0.0035154i,-0.0019449+0.0013888i,0.00045984-0.00061136i,0.0025867-0.00051443i,0.0035606-0.0001225i,0.004266-0.0012839i,0.0037027-0.0028987i,0.0022-0.003522i,0.0011274-0.0028655i,0.0002488-0.001333i,-0.00095265+4.5657e-06i,-0.00065851+0.00051591i,0.00023752+0.001402i,0.0010221+0.0012902i,0.0014338+8.8523e-05i
-0.0012678-0.001315i,-0.00061843+0.0004138i,-0.0011487+0.0013917i,-0.00078696+0.0017773i,0.00088361+0.0013263i,0.0025738-0.00018322i,0.0024793-0.00012657i,0.0024111+0.0017224i,0.0016454+0.0033974i,-0.00084248+0.0023926i,-0.0017625+0.00075975i,-0.0007062-0.00061385i,0.00056707-0.0016138i,0.0014676-0.0017391i,0.00090408-0.0018925i,-0.0007979-0.0019071i,-0.001508-0.0013147i,-0.0012234-0.00082218i,-0.0013018-0.00077513i,-0.0014433-0.00031137i,-0.00096814-0.00028044i,-0.00061525-0.00055242i,-0.00028328+0.00021289i
0.003041-5.2715e-05i,0.0032243-0.00076092i,0.0017331-0.00033483i,4.5676e-06+2.731e-05i,-0.00063051-4.3713e-05i,-0.00025304+0.00010458i,0.0018389-0.00022707i,0.0033285-0.0011791i,0.0036195-0.00096646i,0.0016999+1.6087e-05i,-0.001048+0.00029638i,-0.0022476+0.00044622i,-0.0029221-0.0012385i,-0.0032421-0.0020393i,-0.0028826-0.0011857i,-0.0014344-0.00028673i,-0.00018858+0.00041886i,0.00043794+0.0012798i,0.0006571+0.0029926i,0.0010229+0.0031765i,0.00080038+0.0018584i,0.00075094+0.00069048i,0.00050885-0.00019104i
0.00029577-0.0020372i,0.00069315-0.0017245i,0.0007495-0.0027349i,0.00074285-0.0026285i,0.00042536-0.0010986i,-0.00048127+1.9914e-05i,-0.0015367-0.0010754i,-0.0024398-0.00286i,-0.0017021-0.0030097i,-0.0006849-0.00062283i,-0.00077732+0.0014197i,-0.00074846+0.0018524i,-0.00076683+0.0022501i,-0.00083835+0.0025085i,-0.0008524+0.0028225i,-0.00017899+0.0022418i,0.00081419+0.00040303i,0.00096769-0.0010505i,0.00045815-0.001245i,-0.00026329-0.00064193i,-0.00052702-7.1906e-05i,-0.00044363-0.00012417i,-0.00056498+0.00013038i
0.0019881-0.0020358i,0.0026558-0.0028793i,0.0019587-0.001933i,0.00077746+0.00049853i,0.00052037+0.001285i,-0.00035985+0.0009477i,-0.0019424+0.0013495i,-0.0031058+0.00053602i,-0.0028673-0.0011757i,-0.00086799-0.0012616i,0.0014396+0.00013799i,0.0019342+0.0015719i,0.0021214+0.0021595i,0.0021656+0.0018283i,0.0015092+0.00078926i,0.0010464-0.00013784i,0.0010672-0.001093i,0.0010216-0.0013279i,0.0003633-0.0004577i,-0.00012846+0.00034427i,0.00062307-0.00013913i,0.0020267-0.0010848i,0.0020891-0.00078949i
0.00082243-0.0015128i,0.0010973-0.0020736i,0.0013106-0.0027453i,0.00057814-0.0041496i,-0.0003333-0.0042482i,-0.0004866-0.002412i,-0.00067633+3.1771e-05i,-0.0015138+0.0030017i,-0.0015868+0.00397i,-0.0011168+0.0014534i,0.00033177-0.0008269i,0.0019189-0.0013654i,0.0032943-0.0015137i,0.0034007-0.0024693i,0.0025621-0.0039373i,0.0015144-0.0036308i,-0.00014385-0.0022062i,-0.0016771-0.0010562i,-0.0017243+0.00023933i,-0.0012201+0.0001838i,-0.00097908-0.00039138i,-0.00046535-0.00055654i,-6.9061e-06-0.0010186i
