-0.0053585+0.00080474i,-0.0033621+0.0010803i,-0.0029538+0.0028512i,-0.0011183+0.0037914i,0.00098591+0.0031333i,0.0004663+0.0019076i,-0.00085637+0.0012999i,-0.00032385+0.0017726i,0.00032943+0.0010675i,0.00057329+5.299e-05i,0.00062461-9.5102e-05i,0.00088114-0.00047746i,0.001348-0.0013093i,0.0011721-0.0011781i,0.00081378+0.00034138i,-0.00016934+0.00079761i,-0.0005672+0.00051388i,8.0622e-05+3.928e-05i,0.00026008-0.00044435i,0.00044513+5.6527e-05i,0.0001196+0.0004357i,0.00033259+6.0717e-05i,0.00055574-0.0011002i
-0.0015491+0.00047364i,-0.0011555+0.00051877i,-0.0013267+0.0017168i,-0.00068317+0.00066542i,-0.00033558-0.0010511i,-0.00091133-0.001143i,-0.0010723-0.00099907i,-0.0003681-0.00074331i,-0.00048618+0.00012479i,-0.00085075+0.00060875i,-0.00056578+0.00021422i,-0.0005667+3.2525e-05i,1.1568e-05-0.00034827i,0.00047134-0.00048324i,0.00074322+0.00026154i,0.00087281+0.00051967i,0.00062634+2.7991e-05i,0.00060854-0.00021959i,0.000349+1.2415e-05i,7.1559e-05+0.00069755i,0.00037961+0.00050551i,0.00029699-0.00012041i,-0.0002497-0.00065582i
-7.4615e-05+0.00019289i,0.00071416+0.00052874i,0.0012934+0.00034941i,0.00079452+0.00042726i,-0.00047999+0.00031833i,-0.00088484-0.00012182i,-0.00094677+0.00034536i,-0.00094246+0.0010243i,-0.00056134+0.0010062i,-0.00017265+0.00085247i,-0.00045122+0.00055822i,-0.0011844+0.00011633i,-0.0011636+4.7076e-05i,-0.00096137+0.00056405i,-0.00079705+0.00041446i,-0.0009401+0.00013305i,-0.00014126+0.00016458i,0.00014034-0.00030383i,3.0392e-05-0.00095351i,-0.00028846-0.00061825i,-0.0009505-0.00017549i,-0.00107-1.462e-05i,-0.00068308+0.00032061i
0.00089282+0.00084301i,0.00060148+0.00064864i,8.5589e-05+0.00062326i,0.00050645+0.00052384i,0.0013632-0.0006811i,0.00020385-0.00084785i,-0.00067578-0.0004549i,-0.00094736-0.00044835i,-0.00083484-0.00078448i,0.00047796-0.00082019i,0.00084791-0.00014115i,0.00013141+0.00030128i,0.0001817+0.00033125i,-4.64e-05+0.00022281i,-0.00054791-6.6322e-05i,-0.00037466-0.00035257i,-0.00027908-0.00046141i,-4.48e-05+4.8584e-05i,-0.00052189+0.00044759i,-0.000851-0.00013591i,-9.8711e-05-0.00071375i,0.0002934-0.00038218i,0.00034668+0.00013914i
0.00050947+0.00086125i,-0.00046173+0.0015995i,-0.00033196+0.0017489i,0.00037854+0.00066127i,0.0011171-0.00011306i,0.00030042-0.00027034i,-0.0014198-0.00080645i,-0.0012437-0.00089656i,0.00015616-0.00034333i,0.00027684+0.00014238i,-0.00013606+0.00039439i,-5.8303e-05+0.0001981i,4.6185e-05-0.0010817i,0.00043195-0.0012484i,0.00039957-0.00024189i,-5.712e-05-0.00031571i,-6.1757e-06-0.00055626i,0.0002561-6.8092e-05i,-1.5734e-05+0.00010931i,0.00031518-0.00011118i,0.00068137-0.0002427i,0.00093429-0.00021165i,0.001292+0.00014769i
-0.0011877+0.0011371i,-0.0010777+0.0014093i,-0.0010774+0.0012967i,-0.00047518+0.00025299i,0.00052358-0.00044436i,0.00051556-0.00029314i,6.8305e-05+1.3803e-05i,-0.00063591+0.00053711i,-0.00095776+0.0014498i,-0.00068247+0.00114i,-5.6791e-05+0.00042523i,0.00038381+0.00068078i,0.00050917+0.00050153i,-9.3826e-05-4.2931e-05i,-0.00037986-0.00067271i,0.00017484-0.00054361i,-0.00025126+0.0003662i,-0.00025343+0.00019416i,-4.4899e-05-0.00066464i,-0.00068141-0.0010024i,-0.00011268-0.0014117i,0.00018227-0.00088596i,4.1634e-07-0.0002757i
-0.00022562+0.00070376i,-0.00059217+0.00021399i,-0.00075523-4.159e-05i,-7.7115e-05-0.00038257i,0.00035346-0.00072478i,-8.5275e-05-0.0011766i,-0.00054079-0.001137i,-0.00025858-0.00028912i,0.00060678+0.0004605i,0.001095+0.00024315i,0.0010697-0.00021487i,0.00036158-0.00055832i,0.0001482-0.00016619i,1.8522e-05+0.00040081i,-0.00081398+0.00050969i,-0.00053563+4.3217e-05i,0.00028999+0.00015113i,0.00062536+0.00046327i,-0.0002149-0.0002571i,-0.00052798-0.00051172i,-0.0002719+9.4919e-05i,-0.00067719+0.000328i,-0.00075533+0.00023291i
-7.051e-06+0.00086679i,0.000465+0.0020478i,-0.00024058+0.0022772i,-0.0011859+0.0013418i,-0.00089106-0.00038158i,-0.00022974-0.0015004i,0.00010962-0.0012742i,0.00013383-0.00018912i,-8.0381e-05+0.00019842i,9.9372e-05+0.00042312i,0.00023227+0.00032001i,0.00015727-5.6866e-05i,0.00075099-6.0641e-05i,0.0015232+0.00053093i,0.0016401+0.0013104i,0.00071755+0.00079265i,0.00010158-0.00010767i,0.00021699-0.000486i,-0.00018256-0.00075709i,-0.00066908-0.00018916i,-0.00029649+8.4008e-05i,0.00067131-0.00023508i,0.00073446-0.00041032i
0.00084486+0.00082922i,-0.00076982-0.00032625i,-0.0012863-0.0015337i,-0.00094625-0.0011508i,-0.00039723-0.00025722i,-0.00036637-0.00035447i,-0.0010035-0.00082844i,-0.0011921-0.00075161i,-0.00098914+2.6713e-05i,-0.00090138-9.6228e-05i,-0.00038944-0.00013635i,0.00056168-0.00018491i,0.0011251-0.00042052i,0.0010213-8.0097e-05i,0.00022242+0.0003982i,-0.0004443+0.00026341i,0.00046827-0.00011225i,0.0006389-0.00011812i,-2.0308e-05-2.9648e-05i,0.00048674+0.00047269i,0.00079745+0.0011077i,0.00086909+0.00035426i,0.00055997+7.2853e-05i
0.00056505+0.0013256i,0.0014227+0.00093254i,0.0030797+0.0015008i,0.0033228+0.00092482i,0.0022171-0.00024951i,0.00058285-0.00065607i,-0.00011452-0.0009342i,-0.00041684-0.00074074i,-0.00045777-0.00059699i,0.00011461-0.0011295i,0.00090417-0.00077703i,0.00070453-3.1421e-07i,-7.6373e-05-0.00026445i,0.00026544-0.00024791i,0.0008422+8.5291e-05i,0.0011027-0.000589i,0.00087282-0.00069009i,-0.00040463-6.225e-05i,-0.00063128-0.00038489i,0.00027038-0.00058061i,0.00086563+0.00029438i,0.00097321+0.00030923i,0.00084803-0.00046819i
-0.00031222-0.00023262i,-1.426e-05-0.00013113i,-0.0006819+2.3302e-05i,-0.00054307+7.6389e-05i,-0.00051089+0.00019352i,-0.0011297-0.00042861i,-0.00083823-0.0005825i,-0.00082941-0.0004396i,-0.0013579-0.00014351i,-0.0015129-7.5819e-05i,-0.00078672-0.00031446i,-0.00027054-0.00033052i,0.00065941-0.00057951i,0.0011675-0.0006392i,0.00065935-0.00044769i,0.00010845-0.00058772i,-0.00052031-0.00069767i,-0.0011187-0.0002286i,-0.00059412-0.00012522i,0.00030856+4.8516e-05i,-5.8881e-05+0.00070241i,-0.00075454+0.0010063i,-0.00030699+0.0010627i
0.00015014+0.0010647i,-0.0010283+0.00099457i,-0.00088314+0.00058959i,-0.00040115-5.7145e-06i,8.9349e-05-0.00059157i,0.0002477-0.00062955i,-0.00053818-0.00031894i,-0.00085912+2.5219e-06i,0.00017664-1.5187e-05i,0.00024281+7.7435e-05i,-0.00047325-3.1246e-05i,8.7744e-05-0.0009914i,0.00036797-0.00083711i,0.00031487+0.00038155i,0.0003479+0.0009959i,0.00019291+0.00040063i,1.2274e-05+0.00015431i,0.00016176+0.0011325i,5.3448e-05+0.00092777i,-0.00016243-3.045e-05i,9.5099e-05-0.00024839i,-0.00015082+0.00013196i,-0.00084579-0.00068502i
-4.4589e-05+0.00053215i,0.00066096-6.4091e-05i,0.00062191-3.4125e-05i,0.00076901-0.00037278i,0.0011384-0.000532i,0.00076094-0.00091084i,-0.00013925-0.0010767i,-0.00068134-0.0010069i,-0.00016513-0.0010075i,0.00018823-0.00068984i,0.00034487-0.00030069i,0.00077105-0.00031137i,0.00012924+9.6388e-05i,0.00049977-0.00044079i,0.0012652-0.00085046i,0.00051648-9.765e-05i,-0.00027206+0.0006386i,7.0524e-05+0.0015224i,0.00024411+0.0011726i,9.8069e-05+0.00077205i,0.00020828+0.0003678i,0.00014388-0.0004528i,-0.00051896-0.00075971i
-0.00085018-0.00015916i,3.7177e-06-0.00037107i,0.00049101-0.00051695i,0.0005736-0.00027291i,3.5308e-05-0.00033085i,-0.00085659-0.00053421i,-0.0014243-0.00021108i,-0.0014701-0.00054968i,-0.0015719-0.0005676i,-0.00084931-0.0003681i,-2.1406e-05-0.00065286i,0.0003233-0.00013824i,0.00014507-0.00018084i,-0.00020312-0.00024481i,-0.00029564+0.00027544i,-0.00071154-5.2861e-05i,-0.00030284-0.00041541i,0.00070612-0.0002323i,0.00074871+0.00036571i,0.00033984+0.00050369i,0.00040291-0.00017583i,0.00073747+0.00017974i,0.00060057+0.00012204i
-0.0019395+0.0005827i,-0.00090579+0.0009167i,-0.00042924+0.0018993i,0.00068899+0.0026434i,0.0010407+0.0016041i,0.00047462+0.00074572i,-0.00029968+0.00093705i,-0.00041077+0.00081502i,-0.00038778+0.00031108i,-0.00025177+0.00020214i,0.00020658-0.00015687i,0.00034243-0.00060721i,-0.00018519-0.00053265i,-0.0003411-0.0002548i,-0.00030325+8.4063e-05i,-0.00019279+0.00014553i,8.9391e-05+0.00017033i,-0.00022546-0.00026522i,-0.00024337-0.00079257i,9.1524e-05-0.00027445i,0.00057901-0.00015019i,0.00075541-0.00025609i,0.00010543+0.00012484i
-0.00018349+0.00038941i,-4.4353e-05+0.00061778i,-0.00066228-0.00018114i,-0.0010352-0.0010961i,-0.00063539-0.0012129i,-0.00035404-0.0012812i,-0.00020958-0.001133i,-0.0001968-0.00018766i,0.00054137+0.00033415i,0.00047115-1.0466e-05i,-0.00021093-0.0011133i,-0.00050848-0.00091981i,-0.0010929+0.00020364i,-0.0011058-0.00027599i,-7.1347e-05-0.0010628i,0.001087-0.00059689i,0.00071699-5.5031e-05i,4.4145e-05-7.5299e-05i,-0.00015354-0.00044127i,0.00028256-0.00053753i,0.0005295-0.00037596i,-0.00012634-0.00077075i,-4.9681e-05-0.00083784i
-0.0014588-0.00023805i,-0.0013549+0.00064888i,-0.00069205+0.0013538i,0.00056052+0.0013091i,0.00082115+0.0011086i,0.00035861+0.00023518i,-0.00011956-0.00084915i,-0.00089069-0.0011454i,-0.0012403-0.00045326i,-0.00067086+0.00038941i,-0.00031933+0.00024737i,-0.00016832+0.00012497i,0.00049571-9.7299e-05i,0.0010793+0.0007389i,0.0014405+0.0015149i,0.00071385+0.0010158i,-0.00043224+0.00040422i,-0.00043775-0.0006177i,-0.00018748-0.00074992i,0.0006667-0.00059045i,0.00081526-0.00016959i,-0.00022829+8.114e-05i,-0.0012732-0.00032135i
9.7439e-05-0.00076294i,0.00013047+0.00014872i,0.00030481+0.00071662i,-0.00050405+0.0006368i,-0.0006558-0.00011593i,-0.00041744-0.0015415i,-0.00121-0.0014486i,-0.0014511-0.00072903i,-0.0012345+2.6504e-05i,-0.0012656+0.00050292i,-0.0013359-6.9484e-05i,-0.0010151-0.00036221i,-4.9782e-05-0.00020841i,0.00054214+0.00045824i,0.00042618+0.00038909i,9.0809e-05+0.00050883i,-7.8809e-05+0.0011186i,-7.3399e-05+0.00042285i,0.00010601-9.9719e-05i,-2.7514e-05+0.0002103i,-0.00094629+0.00013865i,-0.00051596-0.00063207i,0.00032564-0.0006036i
0.0018298+0.0011489i,0.0015141+0.00057261i,0.0010381+0.00062218i,0.00082682-0.00011981i,0.00095681-0.0015383i,-0.00043438-0.0017262i,-0.0011278-0.0012048i,-7.2269e-05-0.00026934i,0.00027631+0.00017278i,-0.00025106-0.00034714i,-0.00013797-0.00048025i,9.521e-05+5.3311e-05i,0.0003806-0.00022291i,0.00081307-0.00089154i,0.00050361-0.0012217i,0.00051573-0.0010771i,0.00024557-0.0002472i,-0.00037829+0.00070366i,-0.0001493+0.00041133i,0.00015892-0.00023824i,0.00016234-0.00021952i,0.00026183-0.00037303i,0.00038132-0.00040459i
-0.00075391-9.9415e-05i,-0.00042239-0.0007829i,-0.00015805-0.00050096i,-0.00025341-0.00031827i,-0.00038592-0.0013807i,-0.00068889-0.0018928i,-0.0012185-0.0010166i,-0.00084115-0.00083552i,0.00022094-0.00032804i,0.00021314+0.00014554i,-3.7611e-05-1.5995e-05i,6.1501e-05-7.9148e-05i,-8.5261e-05+0.00041868i,-0.00011954+0.00090029i,-0.00024132+0.00081371i,-0.00033499+0.0006144i,-0.00041144+0.00099561i,9.0916e-05+0.00085674i,0.00024977-0.00075642i,0.00032587-0.0002157i,0.00085888+0.00090056i,0.00044074+0.00049449i,-0.00032696+0.00024557i
0.00022398-0.00018281i,0.00086129+0.00053251i,0.0010105+0.00050236i,0.0012292-0.00014829i,0.000252-0.0011104i,0.00016911-0.0013514i,0.00049318-0.00068034i,0.00075785-0.00011573i,0.00093848-7.4839e-05i,-6.3381e-06-0.00050961i,-0.00043108-0.00093983i,-0.00062-0.0005664i,-8.7289e-05+0.00023542i,0.00054967+0.00025607i,0.00033065-0.00042146i,-0.00010568-0.00067876i,-0.00083472-0.00067318i,-0.00088948-0.00046556i,2.9943e-05-4.6738e-05i,0.00027231+0.00029551i,-2.1489e-05+0.00034274i,7.7956e-05+0.0002081i,-0.00030116+0.00041563i
-0.0016966-0.00088914i,-0.0018741-0.00024096i,-0.0011986+0.00039343i,0.00041669+0.00097921i,0.0010988+0.00035798i,0.00061261-0.00064685i,0.00024925-0.00059007i,0.00064605-0.00044833i,0.00068893-4.7231e-05i,0.00010436+0.00011299i,-0.00017295-0.00011599i,0.00041092+0.00027724i,0.00085267+0.00013468i,0.00035622+5.3522e-05i,-0.00032345+0.00052624i,-0.00074195+0.00022944i,-0.00016913-0.00022192i,0.00042454+0.00041444i,0.000363+0.00038563i,-0.00031659+6.1866e-05i,-0.00054037-0.00014341i,-7.3963e-05-0.00040513i,-0.000302-5.7506e-05i
0.00019214+0.0026499i,0.0012627+0.002096i,0.002143+0.0013071i,0.0016091+0.00049853i,0.00098496-0.00017227i,0.00034002-0.00061874i,-0.00061383-0.00053719i,-0.00068244+0.00035531i,-0.0003459+0.00061712i,-0.0003694-6.7226e-05i,0.00010803-0.00059618i,0.0003462-0.00076044i,7.1414e-05-0.0011674i,0.00019599-0.0013411i,0.00037831-0.0012355i,5.7416e-05-0.0011185i,-0.00039681-0.00031674i,-0.00057898+0.00021644i,-0.00033507+0.00022238i,0.00010767-0.00012885i,5.1849e-05+0.00023688i,-0.00024825+0.00066015i,-0.00016223+0.00033846i
-0.0010035+0.00045746i,-0.001135+0.0011617i,0.00013163+0.00074183i,0.00023501+0.00046033i,-0.00045878-0.00045252i,-0.00018786-0.0024442i,-0.000403-0.001678i,-0.0010778+3.4563e-05i,-0.0007625+0.00065622i,-0.00046417+0.00081582i,-7.7787e-05-3.8728e-05i,0.0007533-0.00020732i,0.00098296+0.00055554i,0.00096284+0.00064035i,0.00053918+0.00011871i,0.00021253-0.00037519i,0.00028281+1.5512e-05i,0.00074326+0.00032181i,1.7209e-05+0.00022393i,-0.00098848-7.7405e-05i,-0.00010001+7.1368e-05i,0.00016376+1.4022e-05i,-0.00019487-0.00071849i
-0.00056052+0.00076461i,0.00010612+9.2679e-05i,0.0019216+0.00010169i,0.0022939-0.00043646i,0.0016483-0.0018233i,0.00018921-0.0021956i,-0.0013916-0.0018261i,-0.0014222-0.0010415i,-0.00067998+0.0002905i,-0.0001747-0.0002905i,7.79e-05-0.001546i,0.00039798-0.0013037i,0.00065722-4.0058e-05i,0.00054395+0.00064284i,0.00037521+0.00067201i,2.1976e-05+7.7633e-05i,-0.00013591+0.00022477i,-0.00019742+0.000445i,0.00041588-1.8707e-05i,0.0011106+8.3948e-05i,0.00078061+0.00015977i,0.00044348+0.00027934i,-0.00045016+0.00059697i
-0.00052046+0.00061898i,-3.5397e-05+0.0011865i,0.00054822+0.0017274i,0.00051648+0.0011676i,0.00021644-0.00069948i,-0.00032117-0.0014805i,-0.0012224-0.00078803i,-0.0010623+0.00010844i,-2.3292e-05+0.00042619i,0.00041387+0.00068445i,0.0001046+0.00067169i,-0.00014828+0.00077752i,-0.00030164+0.00014768i,-6.8683e-05-0.00037641i,0.00035244+1.4933e-05i,0.00056725-0.00021218i,0.00040546-0.00056199i,0.0004138-0.0010759i,0.00074528-0.00097606i,0.00083965-0.0006389i,0.00094934+9.1022e-05i,0.0013541+0.00050485i,0.00031044-0.00022611i
-0.0015279+0.0010014i,-0.00082043+0.0011986i,-0.00068635+0.0018858i,-0.00042546+0.0018909i,0.00013446+0.00014461i,0.00028489-0.00054303i,-0.00019148-0.00061647i,-0.00060369-0.00046787i,-0.00068995+0.00012322i,-0.00016824+0.00064649i,-1.2979e-05+0.00097855i,0.00017103+0.001077i,0.00067741+0.0011006i,0.00071105+0.00082283i,0.00050331+0.00025826i,-0.00017496+0.00016575i,-0.00025276-0.00045553i,2.8027e-05-0.00048259i,-1.8876e-05+0.00030097i,-0.00023007+0.00032383i,-0.00016441+0.00046096i,0.00038432+0.00076954i,0.00058955-1.7487e-05i
-0.00065596+0.00027118i,-0.0012109+0.00091995i,-0.0018976-9.5282e-05i,-0.0016793-0.0012278i,-0.00024598-0.0017699i,0.00042794-0.0016552i,-0.00014391-0.00068883i,-0.00096701+0.00040736i,-0.001291+0.00073851i,-0.0010933+0.00065199i,-0.00030543+0.00032285i,0.00044227+0.00016987i,0.0010273+0.00011866i,0.00071266+0.0002159i,0.00062081+0.00057238i,0.00029364+0.00087723i,-4.9179e-05+0.00057946i,-0.00013209+0.00079264i,-0.00039438+0.00062098i,-0.00015583-0.00022393i,9.1955e-05+9.742e-05i,-0.00054547+0.00018824i,-0.00045846-0.00024753i
-0.0010167+0.0016142i,-0.00086252+0.001759i,0.00018116+0.0024306i,0.00091099+0.0014885i,0.00068173-0.00029928i,-0.00051752-0.0011533i,-0.0015274-0.00060447i,-0.00097956-0.00036035i,0.00036139-0.00054416i,0.00074126-0.00037711i,0.00042954-0.00040641i,-0.00046039-0.00027065i,-0.0007169+0.00013007i,-0.00013565+0.00019899i,-0.00012039+8.5066e-05i,-0.00015967-0.00059869i,-0.00043464-0.00076904i,-0.00061112-0.00021907i,-0.00051447+0.00070063i,-0.00028366+0.001061i,-0.00050613+0.00044852i,-0.00068267+0.00034372i,-0.00071248+0.00067897i
0.00029189+0.001903i,-0.00011991+0.00092555i,-7.7421e-05+7.8958e-05i,0.00048968-1.9204e-06i,0.00092946-0.00092538i,0.00029779-0.0020143i,-0.00043915-0.0013233i,-0.00032393-0.0002698i,7.5627e-05-4.9062e-05i,0.00014012+0.0002076i,0.00063908+0.00023618i,-0.00014777+0.00045235i,-0.00065259+2.6286e-05i,0.00022633-0.00043627i,0.00076421-0.00024995i,0.00053795-0.00044721i,0.00040997-0.00030634i,0.00025665+0.00054424i,4.5765e-05+0.0008581i,9.2785e-05-3.4183e-05i,0.00053267-0.00076616i,0.00048989-0.0011501i,0.00048214-0.00013655i
-0.00043837-0.00079794i,-0.00066167+1.7174e-06i,-0.00067252+0.00037263i,-0.00046485+0.0007701i,-0.00048471+0.00079342i,-0.000834+0.00042923i,-0.00096129-0.00038831i,-0.0010049-4.6157e-05i,-0.00047874+0.0004378i,-0.00022707+0.00018924i,-0.00013936-2.5212e-05i,0.00043029+0.00038416i,0.00017578+0.00026494i,-4.5961e-05-0.00011269i,-0.00058496+7.3959e-05i,-0.00053168+0.00029518i,-0.00019639+0.00015413i,5.7962e-05-4.5857e-05i,0.00019204+0.00035157i,0.00038127+0.00016099i,0.00029819-0.00037269i,-0.00033766+0.00036839i,-0.00038956+0.00095576i
-0.0012277+0.00062243i,-0.001115+0.00070887i,-0.0011828+0.0005129i,-0.00080383+0.00056462i,-0.00010058+0.00046742i,-0.00039879-0.00085922i,-0.0013665-0.0012179i,-0.0012919-0.00029289i,-0.00091384+0.0005577i,-0.00066467+0.0010051i,-0.00084386+0.0011381i,-0.00085452+0.0012082i,-0.00031513+0.00027316i,0.00050372-0.00023664i,0.00040539+0.00033376i,-4.3972e-06+5.3166e-05i,0.00040478-0.00035634i,0.00042069+5.9329e-06i,-0.00044981+0.00020739i,-0.0014079-5.1848e-05i,-0.0014185-0.00011269i,-0.00010423-0.00045277i,0.00074946-0.00038868i
2.0874e-05+9.3833e-05i,-0.00015096+0.00061401i,0.00045698+0.00062871i,0.00015922-0.00060885i,-0.00074355-0.0019949i,-0.00044357-0.0021313i,-0.00042004-0.00052301i,-0.00060648+0.00027117i,-0.00089643+0.00012245i,-0.00035616+0.00034957i,-2.8382e-05+0.00046554i,-0.0002285+0.0003673i,0.00012721-0.00067757i,0.00062969-0.00098643i,0.0012327-0.00023i,0.0014467+0.00027795i,0.00091386+0.00033022i,0.000327+0.00053377i,0.00028629+0.0013305i,0.00033227+0.00060492i,-1.7988e-05-0.00047516i,-0.00050648-0.000365i,-0.00037894-0.00025444i
0.000229+0.00015797i,0.00060199-0.00027599i,0.00082906-6.3478e-05i,0.00046452+0.00050174i,-0.00014112-0.00031673i,-8.6607e-05-5.0113e-05i,0.00013754-0.00011223i,-0.00066533-0.0012246i,-0.00083484-0.0012479i,-0.00047334-0.0011905i,0.00038161-0.0010302i,0.0014472-0.0003624i,0.0013042-9.2977e-05i,0.00031649-0.00043305i,-0.00059544-0.00033166i,-0.0009648+0.00037998i,-0.00064618+0.00053326i,6.0941e-05+0.00039792i,0.00013616+0.00012358i,0.00026484-0.00043722i,2.6039e-05-0.0004473i,0.00027905-0.00010011i,0.00049429+4.1104e-05i
0.0007823+0.0013905i,0.0006041+0.000263i,0.00028268-0.0011871i,-6.1547e-05-0.0018225i,0.00028216-0.0019906i,0.00057166-0.0016392i,0.00018894-0.00091615i,-0.00012693-0.00086499i,0.00013118-0.00036156i,-0.00015228+0.00076043i,-0.00043787+0.00035632i,-0.00036228-0.00047874i,-0.00098359-9.3074e-05i,-0.00062377-0.00012558i,0.00057752-0.00015641i,0.00060092+0.00052152i,-0.00018704+0.00091704i,-0.00035848+0.00051492i,0.00030681+0.0004092i,0.00023645+0.00038478i,-7.8737e-06+0.00031359i,0.00036855-6.7287e-05i,-7.1366e-05-2.3591e-05i
0.0002684+0.00075473i,0.00084647+0.0015318i,0.0015083+0.0017367i,0.0019953+0.0013519i,0.0015365+0.00062713i,0.00033488+0.00033941i,-0.00074615+0.0002026i,-0.00089707-7.0486e-06i,-0.00039421+0.00041565i,-0.0005114+0.00057561i,-0.00078848+0.0002397i,-0.00019602-0.00043164i,0.00034386-0.0015155i,0.0010879-0.0012028i,0.00089153-0.00048016i,-0.00023399-0.00059286i,-0.00014991-0.00068283i,0.00037605-0.00014677i,0.00050137+0.00034348i,0.00051735+0.00036963i,3.8422e-05+0.00028697i,-0.00016852+0.000309i,-0.00051754-0.00014611i
0.00053549-0.00022054i,-0.00041205+0.00053315i,-0.0011727+0.00070068i,-0.00083682-0.00010366i,-0.00086849-0.0014239i,-0.0012761-0.0018062i,-0.0014301-0.0010121i,-0.0014092-0.00012095i,-0.0015248-0.00035196i,-0.00078852-0.00082028i,-3.1003e-05-0.001032i,0.00036449-0.00049518i,0.00069158+0.00030625i,0.00060622+0.00041314i,0.00046282+0.00077155i,0.0002631+0.00083695i,0.00011004+0.00077431i,-0.00063661+0.00010629i,-0.00082293+4.3539e-05i,-0.0010605+0.00055136i,-0.00072922-0.00030692i,-0.00043605-0.00071211i,-0.00058539-0.00054417i
-0.00053726+0.0011953i,-0.00034763+0.0013171i,0.0005782+0.0018087i,0.0011487+0.0019429i,0.00046233+0.0012277i,-0.0002661+0.00033649i,-0.00026494-0.00087075i,0.00018937-0.0012388i,-0.00018874-0.00013834i,-0.0005759+0.00045441i,0.00024523+0.00010099i,0.00054095+4.8406e-05i,-0.00022021-0.00034862i,-8.953e-05-0.00026061i,0.00038314-0.00016032i,4.6127e-05-0.00019186i,-9.2715e-05+0.00020793i,-0.00044547+0.00045262i,-0.00043673+0.00044348i,0.00048184+0.00039897i,0.00067955+0.00030865i,0.00077323+4.5948e-05i,0.00045713+7.2244e-05i
-0.00018293-0.0011348i,-0.00012608-0.00031422i,-0.00056264+0.00013569i,-0.0010249+0.00028417i,-0.0012662+0.00051745i,-0.0012745-3.6882e-05i,-0.0010046-0.00092616i,-0.00044078-0.0010718i,1.9107e-05-0.00030368i,-0.00075804+0.00035429i,-0.0010984+0.00079147i,0.00016806+0.0010306i,0.0011264+0.0007209i,0.00075062+0.00023925i,-0.00019438-0.00011283i,-0.00025078-7.4966e-05i,4.6492e-05-0.00029155i,-0.00039026-0.0002072i,-3.5793e-06+0.00062422i,0.00048235+0.00047512i,0.00078635-0.00016864i,0.00097588+0.00026374i,0.00059933+0.00048637i
5.3784e-06+0.00028339i,0.00018119+0.00032904i,0.00060462+0.00049308i,0.00050762-0.00020715i,5.6733e-05-0.000959i,-0.00046918-0.0010697i,-0.001275-0.00067559i,-0.001298+0.00011327i,-0.00017607+0.00034551i,0.00090418-0.00019206i,0.001178-0.00058328i,0.00093764-0.00095731i,5.6093e-05-0.00081145i,0.00027433+0.00016727i,0.00097511+0.00023381i,0.00034834-0.00048256i,-3.8547e-05-0.00072722i,-0.00054235-5.3944e-05i,-0.0014496+0.00046894i,-0.0014857+0.00081068i,-0.00065774+0.000793i,-0.00013842-0.00037782i,-0.00032698-0.00055038i
-0.00094337+0.00047057i,-0.00037245+0.0017643i,-0.00049302+0.0018092i,-0.00060104+0.0014618i,-0.00034203+0.00075519i,-0.00085685-0.00063551i,-0.0017206-0.000954i,-0.0014701-0.00060394i,-0.0010619-0.00029168i,-0.00092295+0.00011955i,0.00021367+0.00047741i,0.00069548+0.00017819i,0.00076564+0.00027201i,0.001068+0.00045431i,0.0004699-2.4708e-05i,-0.00029622-0.00018015i,-0.00011318-0.0002043i,0.00021242-1.0819e-05i,0.00016058+0.00061987i,0.00018576+0.00042121i,0.0012274-0.00050525i,0.001546-0.00072266i,0.00054052-0.00011626i
0.0011755+0.00074855i,0.0011752+0.00055747i,0.0015843-0.00073669i,0.00095468-0.00082595i,-0.00014934-0.00064288i,-0.001485-0.0015024i,-0.001777-0.0020374i,-0.0014725-0.001709i,-0.00093574-0.00097259i,-0.00037435-0.00071665i,0.00048721-0.00044981i,0.00076994-0.00019036i,-0.00022428-0.00023123i,-0.00032159-3.7817e-05i,0.00041846+0.00012803i,0.00023147-0.00015083i,-8.8255e-05-0.00029808i,-0.00050622-0.00030971i,-0.00070878+7.3386e-05i,-0.00032538+0.00050928i,0.00011168+0.00014361i,0.00028673-0.00035361i,-0.00024695-0.00032772i
6.1998e-05-0.00056048i,-0.00070821-7.6937e-05i,-0.00084961+0.00075024i,-9.1845e-06+0.001294i,0.00042039+0.00080597i,0.00056874-0.00062034i,0.00013341-0.00060522i,-0.00088315+0.00010672i,-0.0010357+0.00063129i,-0.00030607+0.00050395i,0.00055002-0.00017638i,0.00041362-0.00022928i,0.00015141-0.0004974i,0.00021981-0.00060225i,0.00019121-0.00034947i,0.00036559-0.00033995i,-0.00010931-0.00033047i,-0.00041869-0.00014069i,0.0004534+0.0004842i,0.0003375+0.00064993i,-7.1061e-05+0.0003412i,0.00080163-0.00058274i,0.0011679-0.00065996i
