0.0014354-1.603e-05i,0.00071322-0.0019395i,-0.0010692-0.0030053i,-0.0023856-0.0020567i,-0.0027685-9.3016e-05i,-0.002208+0.0015879i,-0.0010397+0.0019766i,0.00016132+0.00089368i,0.00060877-0.00010901i,9.1491e-06-0.00039796i,-0.00022252-0.00053373i,-7.5024e-05-0.00082438i,-0.00012561-0.00041259i,-0.00057481+0.00027729i,-0.0010808+0.00078429i,-0.00012595+0.00098401i,0.00049271+0.00092875i,-0.00046912+0.0013829i,-0.00099483+0.0017722i,-0.001046+0.0002726i,-0.00091187-0.00087162i,-0.0006062-0.00019315i,-0.0004069-4.9001e-05i
0.001926-0.001374i,0.0019662-0.00070014i,0.00055119-0.0013093i,0.00012209-0.0027053i,-0.00018876-0.0031038i,-0.00034559-0.00513i,0.00014634-0.0074954i,0.00012792-0.0071128i,-0.00078837-0.0048488i,-0.0015514-0.0017315i,-0.0011896+0.00073436i,-0.00054227+0.0013307i,4.5188e-05+0.00062946i,0.00022697+0.00016102i,-0.00047549+0.00050494i,0.0004151+0.00026922i,0.0017113-0.00055245i,0.0025487-0.00091365i,0.0027528-0.00051459i,0.0012268-6.6161e-05i,-0.0009224+0.00029435i,-0.00096577+4.3815e-05i,-0.00043455-0.00014011i
-2.9588e-05-0.0024534i,0.00056551-0.0029099i,-0.0013842-0.0018123i,-0.0038004-0.00074228i,-0.0052692+0.00032415i,-0.0073115+0.00012474i,-0.0084236-0.00059362i,-0.0071684-0.00041354i,-0.0042256+0.00017062i,-0.0018049+0.00086934i,-0.00066613+0.0018188i,0.00019556+0.0016168i,0.0012031+0.00094367i,0.0013943+0.00080717i,0.00018553+0.00042343i,-0.00066034-0.0003942i,-0.00092059-0.0010821i,-0.00093867-0.0010823i,-0.00022593-0.00090696i,0.00026759-0.000421i,0.00028551+0.00026057i,0.00050789+0.00031866i,0.00072106+0.00033557i
-0.0025779-0.00026174i,-0.0025606+7.0168e-05i,-0.0013002+0.0015206i,-0.00021056+0.0036698i,-0.00012537+0.0040811i,-0.0019004+0.0044341i,-0.0032339+0.0061908i,-0.0024107+0.0061407i,-0.0013231+0.0038235i,-0.0007898+0.0018663i,0.00066262+0.0010918i,0.0014005+0.00087749i,0.0011688-0.00013558i,0.00048736-0.0016144i,-0.00051411-0.0010976i,-0.00056881+5.1192e-05i,-0.00058326+4.0555e-05i,-0.0011696-0.00053877i,-0.0011343-0.00078702i,-0.0012178-0.00053574i,-0.0010997+0.00021568i,-0.00047227+0.00099014i,0.00011639+0.00051513i
-0.0002602+0.00058629i,-0.0004262+0.00035389i,0.0016525+0.00014612i,0.0043816+0.0014688i,0.0044765+0.0031714i,0.0037657+0.0044694i,0.0057332+0.0059857i,0.0068978+0.0053029i,0.0041473+0.0024925i,0.001596+0.00072014i,0.00087087-0.00038177i,0.0001973-0.0013805i,-0.00035436-0.0012807i,-0.00060182-0.0002015i,-0.0010863+0.00016819i,-0.0012066+0.00034746i,-0.00094615+0.00089007i,-0.00043677+0.0013541i,-0.00048853+0.0012539i,-0.00068812+0.00025125i,-5.2283e-05-0.00063751i,0.00048509-0.00092951i,-0.00010538-0.0012835i
0.00080203-0.0010482i,-0.00076593-0.00040785i,-0.0010962-0.0023658i,-0.00035913-0.0037058i,0.00058775-0.0031094i,0.0032569-0.0024001i,0.0068236-0.0023812i,0.0073919-0.0032353i,0.0050734-0.0031236i,0.0021349-0.0013981i,0.0001845-0.0003388i,-0.00051352-0.00030717i,-0.00013635+0.00048718i,0.00047056+0.0012712i,0.00089995+0.00082593i,0.00065538+0.00014702i,0.0010848-0.00033441i,0.0017949-0.00057351i,0.0011917-0.00046652i,0.00033227-0.00049377i,-0.00070199-0.0007902i,-0.00083247-0.00050467i,-0.00017998-0.00025337i
0.00095477-0.0039737i,0.00041387-0.0021107i,-0.0012169-0.0019949i,-0.0029945-0.0033151i,-0.0034051-0.0027757i,-0.0022532-0.0029765i,-0.00095607-0.0059583i,-0.00043345-0.0070826i,-0.00050481-0.0044912i,-0.00066088-0.0015989i,-0.00056392-0.00010769i,-0.00052587-7.0665e-05i,0.00020081+7.7259e-05i,0.0012243+0.00027497i,0.0015624+3.1986e-05i,0.0013852-0.00011236i,0.00069983-0.00052491i,-0.00013509-0.0010905i,-0.00065878-0.0009201i,-0.00039844-0.00064796i,-0.00035874-0.00097874i,-0.00044409-0.00053225i,0.00012476+0.00044357i
0.0043029-0.0022648i,0.0047655-0.0035094i,0.0022895-0.0036753i,-0.0044023-0.0023465i,-0.0087437-0.00034363i,-0.0097376+0.0012347i,-0.010395+0.00091499i,-0.0089566+0.00034909i,-0.0050099-4.2951e-05i,-0.0023241-0.00070252i,-0.0014974-0.000496i,-0.0002018+0.00056581i,-0.0002579+0.0013969i,-0.0011093+0.0015121i,-0.0010658+0.0011744i,-0.0012762+0.00037955i,-0.0015312-0.00022832i,-0.0011183+0.00012914i,-0.0002234+0.00038531i,0.0006408+0.00057368i,0.0008985+0.00051915i,0.00084253+0.00064008i,0.001122+0.00098938i
-0.0013403-0.0012191i,-0.00037693-0.0026501i,0.00050483-0.00085642i,0.00027987+0.004023i,-0.00019545+0.0073677i,-0.0015851+0.0082362i,-0.0029997+0.0086316i,-0.0022958+0.0071775i,-0.00090593+0.004642i,-0.0010904+0.0027827i,-0.00087219+0.0017301i,0.00071447+0.0010276i,0.00078157+0.0004679i,-0.00035267+0.0007751i,-0.00067948+0.0010666i,-5.6688e-05+0.00037728i,-0.00057355+0.00057563i,-0.0014866+0.00065763i,-0.00078365-0.00042566i,-0.00033042-0.00079808i,-0.00032787-0.00055589i,0.00047069-0.00026477i,0.00074437-0.00020945i
-0.0021436-0.00090545i,-0.0036625-0.0013445i,-0.0023246-0.0014172i,0.0024838+0.00050529i,0.0057314+0.0023671i,0.0064699+0.0047557i,0.0068802+0.0072429i,0.0068265+0.0055797i,0.0052162+0.002241i,0.0031062+0.00099758i,0.0022251+0.0010916i,0.0017094+0.0006983i,0.00026418+0.0002165i,-0.00040854-4.5312e-05i,-5.8504e-05-2.8288e-05i,-0.00049422+9.8296e-05i,-0.00038457-6.2187e-05i,7.996e-05+0.00044642i,0.00020335+0.00099232i,0.0008327+0.00066626i,0.00037063-0.00019039i,-0.0002231-0.0010196i,-0.00023606-0.00088311i
-0.00051454+0.0017463i,-0.0022532+0.0036495i,-0.002537+0.001573i,0.00037234-0.0032509i,0.0031857-0.0054245i,0.0049914-0.0040234i,0.0068251-0.0024584i,0.0067061-0.002584i,0.004283-0.0029165i,0.0025452-0.001412i,0.0016798-0.00020709i,0.00031203-0.00042066i,0.0003903+6.3804e-05i,0.0012933-4.8415e-06i,0.0013264-0.00062617i,0.00035835-0.0004856i,0.00021335-0.00060766i,0.0009197-0.00019682i,0.0012666+0.00058875i,0.0011236+0.00011679i,0.00041877+0.00013656i,-0.00032831+0.00045977i,0.0001072-0.000234i
0.002453-0.00089337i,0.0025745+0.00090995i,-0.00038138+0.0010276i,-0.0033539-0.0026216i,-0.0039408-0.0052055i,-0.0034366-0.0065637i,-0.0017414-0.0077171i,-0.0010173-0.0066162i,-0.0013405-0.0033222i,-0.00069789-0.00070622i,-0.00079883-0.00052351i,-0.0016334-0.0012411i,-0.0013855-0.00072426i,-0.0008175+8.8115e-06i,-0.0012464-0.00092874i,-0.00070669-0.0013455i,0.00030602-0.0014439i,-8.4032e-05-0.00099823i,-0.00050454+0.00015999i,0.00022516+0.0011386i,0.00033125+0.0013754i,-0.00041338+0.0010148i,-8.4978e-05-0.00014707i
0.0058907-0.0018817i,0.0091968-0.00042603i,0.0069033+0.0010876i,-0.00077567+0.00051024i,-0.00674+0.00051513i,-0.0092704+0.0010078i,-0.010121+0.00029221i,-0.0087712-0.00017996i,-0.0055447-0.0003487i,-0.0030275-0.00029727i,-0.0015441+0.00023695i,-0.00056227+0.0013575i,5.3904e-05+0.0015562i,-3.357e-06+0.0012733i,-0.00086025+0.00051268i,-0.0013236-0.00077468i,-0.00079584-0.00071987i,-0.00039777+0.0001512i,7.5216e-05+0.00056909i,0.00055992-0.00027674i,0.00081422-0.00079068i,0.0011555-0.0004895i,0.0010768-0.00026121i
0.00013598-0.0028566i,0.0020034-0.0061842i,0.0053362-0.0058258i,0.0050694+0.00031776i,0.0010722+0.0055287i,-0.0031016+0.007527i,-0.0049279+0.0088017i,-0.0034774+0.0078871i,-0.00142+0.00437i,-0.0010311+0.0019296i,-0.0011511+0.0014704i,-0.00092474+0.0010984i,-0.00060507+0.00069086i,-0.00020854+0.00048709i,9.2806e-05+0.00022386i,0.00025675+0.00022973i,7.8553e-05+0.0007012i,-0.00021569+0.0009528i,-0.00055978+0.00036378i,-0.00066703-0.00032618i,-0.00049793-0.00019992i,-3.0882e-05-0.00059072i,-6.3232e-05-0.00089514i
-0.0014693-0.00089403i,-0.0045636-0.0065417i,-0.0033968-0.010775i,0.00058629-0.0068513i,0.0032204+0.00078113i,0.0055137+0.0064614i,0.0064534+0.0095751i,0.0060237+0.0082087i,0.0046487+0.0036278i,0.0027996+0.0021567i,0.0014095+0.0018541i,0.00068391+0.00025307i,0.00044741-0.00073584i,-0.00015487-0.0010705i,-0.00035945-0.00084389i,-8.253e-05-0.00028734i,0.00013834+0.00062748i,3.8312e-05+0.00058358i,-0.00057433+0.00011232i,1.8689e-05+6.4495e-05i,0.00037935+0.0002304i,-0.0004143-6.7112e-05i,-0.00056956+9.166e-05i
0.0002001+0.0034173i,-0.0050074+0.0039035i,-0.0076928+0.00087478i,-0.0032047-0.0035854i,0.0026832-0.0054837i,0.0055077-0.0049988i,0.0069839-0.0036085i,0.0067448-0.0035035i,0.0039661-0.0038784i,0.0019517-0.0024568i,0.002486-0.001038i,0.0013226-0.00030274i,-0.00046995+0.00039407i,-0.0010651+0.0003543i,-0.0008952-0.00048302i,0.00017896-5.2249e-05i,0.0012513+0.0001656i,0.00074393+0.00031435i,-0.00035103+0.00061679i,-0.00048848+0.00062366i,-0.00036567+0.00043455i,-0.00036036+0.00061597i,-0.0003348+0.0015089i
0.0040041+0.0016835i,0.0031701+0.0065429i,-0.0019576+0.0093753i,-0.0064616+0.0044115i,-0.00597-0.0032572i,-0.0034521-0.007051i,-0.0016679-0.0077718i,-0.0017527-0.0074627i,-0.0028201-0.0050032i,-0.0020297-0.0021172i,-0.00092423-0.0011646i,-0.0011653-0.0006212i,-0.0016973+0.00054248i,-0.0016762+0.00052549i,-0.00057471+0.00026515i,-0.0003774+0.00017176i,-0.00062561-0.00038527i,0.00043423-0.00042937i,0.00088287-0.00049952i,0.00047762-0.00042994i,0.00091811-0.0007443i,0.0013251-0.00052281i,0.00062689+0.00019378i
0.0057883-0.0033028i,0.010239+5.4912e-05i,0.011367+0.0047851i,0.004385+0.0056927i,-0.005125+0.0031413i,-0.0099819+0.0013588i,-0.010059+0.00061779i,-0.007603+0.00080782i,-0.0049705+0.0010155i,-0.0026295+0.00067697i,-0.0011855+0.00094086i,-0.00077062+0.0016747i,-0.00018453+0.0026895i,0.00052495+0.0027353i,0.00047615+0.0021151i,-0.00034027+0.0016831i,-0.00033125+0.00064848i,1.1311e-05-0.00051355i,0.00021615-0.0010009i,0.00026428-0.0013375i,0.00041069-0.0013641i,0.00071304-0.00073239i,0.00063634-0.00047732i
-0.00021712-0.0055766i,0.0045801-0.01025i,0.010278-0.0093706i,0.0098514-0.0021509i,0.0027888+0.0055844i,-0.0030907+0.010188i,-0.0049551+0.010598i,-0.0038212+0.0090136i,-0.001576+0.0059225i,0.00031843+0.0025204i,0.00078512+0.00090373i,0.0003452-0.00023687i,0.00048472-0.0010325i,0.0011817-0.0015509i,0.0012221-0.0014218i,0.00093736-0.00076205i,0.00087433+3.8018e-05i,0.00041842+0.00021072i,0.00055319+0.00011614i,0.00043435+0.00048292i,0.0001601+0.00066693i,0.00010829+0.0002853i,-0.00026124-0.00050827i
-0.0059227-0.00071227i,-0.0077926-0.0079981i,-0.005145-0.015565i,-0.00062194-0.012744i,0.0039117-0.0026732i,0.0063137+0.004582i,0.0062673+0.0075708i,0.0062247+0.0061878i,0.0048101+0.0024149i,0.0023731+0.00037764i,0.001485+5.6613e-05i,0.0011052-0.00025164i,0.00050035-0.00060589i,-0.00012126-0.0010042i,-0.00084687-0.0010286i,-0.00082321-0.00041465i,-0.00060769+0.00027663i,-0.00088223+0.00097338i,-0.00084833+0.00080607i,-4.6601e-05+0.00088187i,0.00041258+0.00095723i,0.00057453+0.00026088i,0.00055681+0.00030595i
-0.0023489+0.0035416i,-0.010173+0.0049552i,-0.015594+0.00036777i,-0.011134-0.0038983i,-0.0016144-0.0042873i,0.0048756-0.0034968i,0.0079773-0.0028506i,0.0078491-0.0034768i,0.004265-0.0040576i,0.0014172-0.0024759i,0.00049456-0.00096326i,-0.00064149-0.00064351i,-0.0025869+0.00057629i,-0.0031107+0.00095194i,-0.0014319+0.00047931i,-0.00036542+0.00038302i,0.00012488-6.2252e-06i,0.00030488-0.00022141i,-0.00016117-0.00058057i,5.6507e-05-0.00067121i,0.00043167+0.00031954i,0.00099046+0.00054532i,0.00070175-9.3361e-05i
0.0037522+0.0047494i,0.0021988+0.011577i,-0.0040014+0.01557i,-0.0079047+0.010459i,-0.0064454+0.00030502i,-0.0040725-0.0061253i,-0.0026114-0.0079254i,-0.0019369-0.0069666i,-0.0022836-0.0039847i,-0.0018139-0.00094031i,-0.00054834-0.00025211i,-0.00093402-0.00039603i,-0.0012663+0.0014114i,-0.0013941+0.0024502i,-0.0015193+0.0012318i,-0.0013732+0.00043886i,-0.0013976+0.00039468i,-0.0011306+0.00034447i,-0.00028918-0.00059695i,0.00043266-0.0011293i,0.00083846-0.00034186i,0.00043781-0.00036191i,0.00077063-0.00063366i
0.0062327-0.0021773i,0.013526+0.0015487i,0.01663+0.0094195i,0.010161+0.012306i,6.7116e-05+0.0066501i,-0.0062887+0.0012173i,-0.0085174-0.00018201i,-0.0075859+0.00014483i,-0.0047806+0.00025965i,-0.0022738+0.00022791i,-0.00096349+0.00062635i,-0.00016453+0.00105i,0.00053547+0.00084242i,0.0013599+0.00064694i,0.0011066+0.00037963i,0.00069254-0.0002308i,-1.5961e-05-0.00040868i,-7.0886e-05-0.00066205i,0.00091843-0.00086872i,0.00067589-0.00057823i,0.00033151+7.2534e-05i,0.00016833+0.00053129i,6.2951e-05-9.8137e-05i
-0.0015637-0.0066085i,0.0047719-0.012096i,0.012496-0.011318i,0.012593-0.0049113i,0.0052998+0.0019955i,-0.0015513+0.0068243i,-0.0038825+0.0090305i,-0.0022587+0.007506i,0.00043239+0.0043723i,0.0016188+0.0019533i,0.0012904+0.00057226i,0.0013869-0.00034392i,0.0011572-0.0015954i,0.00068489-0.0019966i,0.00048265-0.0017886i,0.00028796-0.001574i,0.00027895-0.00064075i,0.00059216+1.7288e-05i,0.00055289-0.00031585i,-0.00016813-0.00033724i,-0.00017066+0.00010385i,-0.00016286+3.8189e-05i,-0.00045962-0.00014716i
-0.0080735-0.0038041i,-0.01141-0.011058i,-0.0092314-0.018652i,-0.0028698-0.015687i,0.0012471-0.0048581i,0.0032336+0.0044402i,0.0055806+0.0078998i,0.0071999+0.0061479i,0.0060939+0.0028216i,0.0026423+0.0012001i,0.00035077+0.0016062i,-0.0006153+0.0011046i,-0.0010599-0.00013193i,-0.00080125-0.00039509i,-0.0002156-0.0004474i,-8.0164e-06-0.00075191i,-0.00024454-0.00018723i,-0.00045579-0.00016525i,-0.00043392+5.2206e-05i,-9.2002e-05+0.00048708i,-0.0002492-0.00021114i,-0.00036395-0.00068123i,-0.0010369-0.00025583i
-0.0034219+0.0078637i,-0.011731+0.0069884i,-0.017324+0.0021057i,-0.012666-0.002974i,-0.0028968-0.004681i,0.0042395-0.0038486i,0.0067634-0.0036329i,0.0068022-0.0040696i,0.0046193-0.0044451i,0.0021641-0.0035155i,0.0012371-0.0018987i,-0.00055875-0.00037283i,-0.0022145+0.00085543i,-0.0021782+0.00028424i,-0.0021794+0.00023267i,-0.0022137+0.00058493i,-0.0015094-0.00030308i,-0.0011535-0.00019718i,-0.0012871+0.00085067i,-0.00047381+0.0010276i,0.00075119+0.00066883i,0.00030934+0.00031008i,-0.00039784-0.00057864i
0.0031203+0.0082775i,0.0026952+0.017995i,-0.0030994+0.023161i,-0.0073166+0.015692i,-0.0049583+0.0025445i,-0.0019509-0.0069273i,-0.0011767-0.0087271i,-0.0018557-0.0060478i,-0.0026846-0.0031137i,-0.0014931-0.0010916i,0.00079025-0.00032959i,0.0014921-0.00017372i,0.00068822+0.00047999i,0.00066966+0.00033588i,0.0011248-0.00050174i,0.00056637-0.00046649i,0.00020212-0.00013721i,0.00010764+8.3268e-05i,-0.00029715+0.00022336i,-0.00024025-0.00043479i,-0.00064921-1.6417e-05i,-0.00081146+0.00082607i,0.00081505+0.00092543i
0.011159-0.0044038i,0.01872-0.00047774i,0.020419+0.005838i,0.011724+0.0084373i,-0.0004708+0.0046944i,-0.0075498+0.0010873i,-0.0094401+0.00024472i,-0.007984+0.00029164i,-0.0053984+0.00055335i,-0.0027337+0.00071922i,-0.00033585+1.7022e-05i,0.00032918-0.0007382i,0.0004759-0.00013228i,0.00071197+0.00066752i,0.00059692+0.00070377i,7.1928e-05+0.0010818i,6.9055e-05+0.0014025i,-3.6114e-05+0.00039501i,0.00019617-0.00025835i,0.00016965+0.00028457i,-0.00053985+0.00061702i,-0.00090173+0.00047495i,-8.5951e-05+0.00058474i
0.0026471-0.010017i,0.0072757-0.01887i,0.012584-0.021106i,0.011257-0.011866i,0.0034369-5.9749e-05i,-0.0029017+0.0068212i,-0.0044992+0.008505i,-0.0027004+0.0078411i,-3.4175e-05+0.005701i,0.00077076+0.0027173i,0.00043446+0.00065503i,-0.00020798-0.00039075i,-0.001756-0.00090308i,-0.0023448-0.00028655i,-0.0020596-0.00013028i,-0.00066441-0.00070085i,4.9887e-05-0.00062476i,-0.00028941-0.001411i,1.6899e-05-0.0015929i,0.00065681-0.0004542i,0.00062951+0.00031868i,0.00059125+0.00039829i,0.00058681+0.00020525i
-0.008172-0.0057411i,-0.014624-0.01228i,-0.014882-0.018565i,-0.0065798-0.015467i,0.00083564-0.0040769i,0.0031663+0.0047703i,0.0044655+0.0075287i,0.0059744+0.0059178i,0.0053863+0.0021431i,0.0034521+0.0002102i,0.0022046+0.00032259i,0.000402+0.0005855i,-0.001115+0.0010462i,-0.0014805+0.0016149i,-0.0012948+0.0011147i,-0.0014627+0.00019842i,-0.0016193+0.00013776i,-0.0013701+0.000198i,-0.0014905-0.00058138i,-0.00046815-0.00073749i,0.00057511-0.00062649i,0.00040055-0.00076102i,7.0257e-05-0.0012691i
-0.0065989+0.007645i,-0.015314+0.01222i,-0.022534+0.011046i,-0.018363+0.0042216i,-0.0062368-0.00093677i,0.0038336-0.0013579i,0.0076459-0.001155i,0.0070039-0.0027617i,0.0037349-0.0029105i,0.0014824-0.0008599i,0.0011727+0.00024738i,0.0016196+0.00050467i,0.001549+0.0011022i,0.0011329+0.0016558i,0.00080105+0.00099532i,0.00020665-0.00010287i,-0.00039337-0.00012483i,-0.00057698+0.000356i,-0.00060066+0.00031057i,-0.00016411-0.00031621i,-5.6742e-05+4.4001e-05i,-0.0006967+0.00036835i,-0.00052066-0.00020485i
0.0063355+0.0064718i,0.0089391+0.016317i,0.0059844+0.02072i,-0.00072366+0.014473i,-0.0041964+0.0041116i,-0.0024969-0.0022546i,-0.00034697-0.0050215i,-0.00059609-0.006796i,-0.0023436-0.0060691i,-0.0021469-0.0028779i,-0.00026073-0.00020993i,0.0009042+0.00067376i,0.002257+0.00015712i,0.002593-8.466e-05i,0.0019653+0.00054678i,0.0013064+0.00084731i,0.0015167+0.00078319i,0.0019015+0.00052331i,0.0021913+0.00035753i,0.0014867-0.00011421i,-0.00058019-0.00047572i,-0.00071294-0.0001924i,-0.00023502+0.00058998i
0.011844-0.0026214i,0.021054-0.0037633i,0.024974-0.0018221i,0.016769+0.00088335i,0.0034439+0.00050407i,-0.0053419-0.0022618i,-0.0078577-0.0025462i,-0.0072383-0.00062502i,-0.005188+0.00071466i,-0.0022235+0.00065206i,0.00023421-0.00030724i,0.00038757-0.0005871i,-0.00069883-0.000596i,-0.00085276-0.0016045i,-0.00056071-0.0026051i,-0.00010132-0.0019975i,0.0009127-0.0015052i,0.0013101-0.0010663i,0.00059218-9.4339e-05i,-0.00042883+1.8584e-05i,-0.00056249+0.00026233i,0.00049434+0.00012967i,0.00053327-0.00056813i
0.00067569-0.012727i,0.0043788-0.022259i,0.0071891-0.025896i,0.0064012-0.018181i,0.0019276-0.0051557i,-0.0026193+0.0031893i,-0.0044241+0.0058081i,-0.0033252+0.0064274i,-0.0017025+0.004447i,-0.00053037+0.0021526i,-0.00048062+0.0015173i,-0.0017246+0.00050777i,-0.0024395-0.00063399i,-0.0021224-0.0011914i,-0.0017615-0.0010496i,-0.0019459-0.001109i,-0.0011997-0.0015148i,-0.00013529-0.00079713i,-0.0009157-0.00079203i,-0.00098154-0.00061254i,0.00043813+0.00059007i,0.00070283+0.00055907i,0.00018181-0.00037717i
-0.010193-0.0024671i,-0.020027-0.0065289i,-0.022722-0.0095781i,-0.013972-0.0068786i,-0.0040138+1.0746e-06i,0.00074095+0.005397i,0.002862+0.0074411i,0.004329+0.0061445i,0.0046122+0.0031747i,0.0038182+0.0013677i,0.0025828+0.0011709i,0.0010991+0.0011458i,4.199e-05+0.0014072i,-0.0005746+0.0014039i,-0.00088602+0.00067168i,-0.0012887+0.00030741i,-0.0011832-0.00018252i,-0.00094829-0.00041285i,-0.0011586+0.00022404i,2.3314e-06+0.00033691i,0.0011931-0.00028946i,0.00088124-0.000887i,0.00083354-0.0010755i
-0.0043643+0.0072816i,-0.010981+0.015317i,-0.015973+0.016897i,-0.012973+0.010809i,-0.0037096+0.0051488i,0.0031925+0.0032567i,0.0062587+0.0015785i,0.0061709-0.00082034i,0.0034802-0.0020886i,0.0019459-0.0014903i,0.0019701-0.00056286i,0.0016606-5.7501e-05i,0.0012569+0.00067919i,0.0011953+0.0018355i,0.0010721+0.0019871i,0.00030235+0.0014445i,-0.00067655+0.001062i,-0.0008994+0.0015145i,-0.00079715+0.0021259i,-0.00047767+0.0014587i,-0.00011481+0.0001434i,0.000108-0.0008144i,0.0003927-0.00077629i
0.0088252+0.009265i,0.01589+0.017548i,0.018515+0.020654i,0.013517+0.014059i,0.0060547+0.0023685i,0.0028804-0.00415i,0.0023978-0.0061501i,0.00089861-0.0062773i,-0.001027-0.0045938i,-0.0014766-0.0028416i,-0.00059625-0.00096226i,-0.00039749-0.00019425i,7.912e-05-0.00036653i,0.00082744-0.0010029i,0.001189-0.0012954i,0.0013773-0.00068842i,0.00064162-0.00036989i,0.00089528-0.00029954i,0.001678+0.00010232i,0.00060771+0.00012053i,-0.0009802-3.1962e-05i,-0.0016203-0.00013928i,-0.0014129-0.00075933i
0.0081851-0.0041646i,0.01792-0.009861i,0.024167-0.013683i,0.018673-0.011984i,0.0049419-0.0086354i,-0.0039547-0.0076304i,-0.0062958-0.0051108i,-0.0061467-0.001657i,-0.0049445+0.00016751i,-0.0035062+0.00037134i,-0.0023475-0.0008366i,-0.0016755-0.0015421i,-0.0013807-0.0017687i,-0.0012051-0.0018981i,-9.3196e-05-0.0021976i,0.0011417-0.0022386i,0.0013655-0.0018874i,0.00085287-0.0020206i,0.00047607-0.0020943i,0.00049156-0.0019885i,0.0009058-0.0012624i,0.00066494-0.00071681i,0.00032078-0.0013422i
-0.00077651-0.0091732i,-0.0022156-0.020881i,-0.0035829-0.027088i,-0.0057306-0.019897i,-0.0077169-0.0061791i,-0.0090069+0.0016781i,-0.006816+0.0041341i,-0.0025077+0.0054158i,-6.2509e-06+0.0051163i,-0.00039238+0.0036175i,-0.0015869+0.0021227i,-0.0020008+0.0013384i,-0.0018808+0.00026936i,-0.0023892-0.00093939i,-0.0033726-0.0015586i,-0.0031178-0.0010717i,-0.0019755-0.0011667i,-0.00081518-0.0023434i,-0.0010067-0.0019628i,-0.00083985-0.00030977i,0.00052199+0.00057439i,0.00095131-8.8363e-05i,0.00066913-0.00078983i
-0.0072869-0.00121i,-0.020366-0.0010385i,-0.028503-0.0009521i,-0.023318+0.0012438i,-0.011222+0.0056506i,-0.0033604+0.0096087i,0.0010638+0.010352i,0.0046236+0.007351i,0.0049057+0.0038138i,0.0029046+0.0022624i,0.0017648+0.0018482i,0.00104+0.0021964i,-0.00059703+0.0024996i,-0.0018604+0.0018221i,-0.001458+0.0012985i,-0.0011123+0.0010481i,-0.00096859-4.7218e-06i,-0.0011612-0.00073502i,-0.00075787-0.00034717i,4.7674e-05+0.00099085i,0.00046185+0.0015965i,0.00061709+0.00099041i,-7.0978e-05-0.00021675i
-0.0033701+0.0079886i,-0.0059087+0.02037i,-0.0056074+0.028744i,-0.0023825+0.024805i,0.0034086+0.012509i,0.0082047+0.0043873i,0.0087787+0.0012799i,0.0064652-0.0012115i,0.0033205-0.0028611i,0.0020433-0.00257i,0.0023829-0.0011672i,0.0022714-0.00055901i,0.0020907-0.00057695i,0.002693-4.5295e-05i,0.0029022+0.00091541i,0.0019367+0.0014635i,0.00024269+0.0012944i,-0.0011791+0.00099027i,-0.0012257+0.0011683i,-0.00035088+0.00060635i,-0.00053276-0.00033731i,-0.0012622-0.00041693i,-0.000986-0.00022715i
0.0097517+0.0045737i,0.021511+0.010744i,0.02968+0.013043i,0.025308+0.0066691i,0.013402-0.0027895i,0.0045967-0.0068338i,0.0011286-0.0065155i,-0.00031959-0.0056232i,-0.0015161-0.0042657i,-0.00090871-0.0031594i,-0.00011524-0.0033947i,-0.00015663-0.0029008i,-0.00033262-0.0014232i,0.00015268-0.0013522i,0.00071096-0.0016454i,0.00072513-0.0013282i,0.00081151-0.00080074i,0.0013449+0.00011019i,0.0014376-0.00028418i,0.00083048-0.00087102i,0.00029868-0.00098008i,-0.00048107-0.00066435i,-0.00094763+2.0526e-05i
0.0077142-0.0040098i,0.017139-0.016315i,0.022735-0.02645i,0.016678-0.026114i,0.0037365-0.017817i,-0.0042268-0.009831i,-0.0060325-0.0045962i,-0.005683-0.0008839i,-0.0039815+0.0011247i,-0.0033098+0.0011024i,-0.0027024+0.00015657i,-0.0020972-0.00089537i,-0.0020243-0.0016715i,-0.001803-0.0027869i,-0.0013401-0.0030175i,-0.0012811-0.0021783i,-0.0007362-0.0014826i,0.00016068-0.0013761i,0.00016889-0.0012576i,-0.00072753-0.00060984i,-0.00093822-0.00024142i,-9.7049e-05-0.00041874i,0.00052346-0.00071656i
-0.0054043-0.0069268i,-0.013234-0.019266i,-0.021492-0.027027i,-0.023092-0.021367i,-0.018621-0.007843i,-0.013704+0.0014145i,-0.0096696+0.0058493i,-0.0045177+0.0068955i,-0.00013449+0.0049957i,0.00035974+0.0035364i,-0.00091895+0.0034744i,-0.0005903+0.0032906i,-0.00068881+0.0029669i,-0.0020751+0.0025603i,-0.0021261+0.0020777i,-0.00076617+0.0013934i,-0.00010489+1.0459e-05i,-0.00038813+8.6043e-05i,-0.00095539+0.00093823i,-0.0011027+0.0013567i,-0.00054596+0.0017744i,9.3565e-05+0.00095162i,0.00078302+0.00020801i
-0.0058648+0.0036479i,-0.021516+0.0058591i,-0.033702+0.0095032i,-0.028468+0.013781i,-0.01326+0.014846i,-0.0032504+0.013691i,0.0012316+0.010906i,0.0040173+0.0059202i,0.0041455+0.0010948i,0.0031623+0.0003582i,0.0027861+0.0015971i,0.0026368+0.0015841i,0.0016557+0.0021934i,3.985e-06+0.0030947i,-0.00035087+0.0024701i,0.00042118+0.0012182i,0.001066+0.00073365i,0.00046637+0.00011803i,-0.00043895-5.4835e-05i,-0.00033823+0.00052015i,-0.00025184+0.0005536i,-0.00056405-5.7649e-05i,-0.00079194-0.00055484i
