-0.0033344+0.0018625i,-0.0026063+0.0017931i,-0.0045223+0.0040307i,-0.0050422+0.0052549i,-0.0031529+0.0045444i,-0.0010227+0.0025797i,-0.00028268+0.0021641i,0.00034939+0.0033072i,0.00089057+0.0036705i,0.0010416+0.0026069i,0.0016064+0.0011704i,0.0021303+0.00019003i,0.0011864-0.0012464i,0.00024552-0.0017014i,3.8374e-05-0.00067506i,0.00012485+0.00025548i,-0.00021189-1.1715e-05i,-0.00010756-0.00040233i,0.00049911-0.00013505i,0.00042207+0.00019715i,0.00024764-2.3218e-05i,8.3335e-05+0.00015958i,-0.00036782+0.0002601i
-0.064959+0.050072i,-0.044183+0.1106i,0.076254+0.082888i,0.15385-0.080879i,0.11042-0.19602i,0.097664-0.10247i,0.13966+0.015887i,0.12388+0.028661i,0.043612+0.017802i,-0.014348+0.034043i,-0.018848+0.04598i,-0.0098118+0.034773i,9.06e-05+0.014938i,0.01738-0.010836i,0.02252-0.047649i,0.0047489-0.079891i,-0.023635-0.085538i,-0.045505-0.065274i,-0.055773-0.041793i,-0.059219-0.0167i,-0.045832+0.015003i,-0.014426+0.0259i,0.0071135+0.0077189i
0.030844+0.019374i,0.039234+0.05321i,0.042682+0.13242i,0.10165+0.24601i,0.18202+0.22938i,0.092841+0.043124i,-0.11631-0.068101i,-0.21991-0.033146i,-0.19185+0.015621i,-0.14058+0.038477i,-0.096079+0.056235i,-0.03502+0.055506i,0.019397+0.028659i,0.039427-0.0026311i,0.044071-0.015372i,0.059174-0.012903i,0.066641-0.011944i,0.042699-0.031306i,0.0067932-0.054498i,-0.0063958-0.053264i,0.0015326-0.037923i,0.0076404-0.022559i,0.0073362-0.0099525i
-0.047083+0.11841i,-0.010253+0.20549i,0.058084+0.13981i,-0.020164-0.049097i,-0.22262-0.086199i,-0.25068+0.023461i,-0.084631+0.069206i,0.021146+0.062781i,0.04642+0.077005i,0.072982+0.057333i,0.069988+0.015662i,0.061241+0.021435i,0.086388+0.036082i,0.12149+0.010154i,0.13533-0.045295i,0.10667-0.098217i,0.044898-0.10234i,-0.0068859-0.054977i,-0.012264-0.0058582i,0.0095632+0.0094139i,0.019117+0.010292i,0.026236+0.019865i,0.044124+0.016718i
0.11602-0.027127i,0.19383-0.13194i,0.21361-0.28889i,0.17296-0.36019i,0.15272-0.26774i,0.16392-0.080447i,0.14958+0.037469i,0.124+0.031297i,0.097644-0.014137i,0.070793-0.028505i,0.059345-0.020247i,0.036478-0.025171i,-0.016323-0.042597i,-0.071696-0.046724i,-0.10846-0.027316i,-0.12164+0.010581i,-0.10848+0.051555i,-0.062498+0.087367i,0.0022423+0.10599i,0.031984+0.083949i,0.010239+0.043479i,-0.013297+0.027578i,-0.0056204+0.022701i
-0.061171+0.045551i,-0.17763+0.15043i,-0.33534+0.26222i,-0.41976+0.33556i,-0.3389+0.32379i,-0.17377+0.18504i,-0.061428+0.010491i,-0.02132-0.074362i,-0.014079-0.080201i,-0.038389-0.025599i,-0.041273+0.059228i,-0.0002719+0.094374i,0.043957+0.063633i,0.075184+0.0044303i,0.084308-0.061411i,0.071443-0.11932i,0.053343-0.14672i,0.03414-0.12099i,0.014929-0.064661i,0.0045366-0.024096i,0.0014564-0.01301i,0.0043541-0.018832i,0.006416-0.022175i
0.15948-0.078254i,0.25161-0.17858i,0.28461-0.25355i,0.21385-0.23838i,0.13808-0.19789i,0.12566-0.20664i,0.09666-0.17328i,0.042348-0.074592i,0.032535+0.0043233i,0.048106+0.017164i,0.02048-0.002244i,-0.030781+0.013064i,-0.038461+0.053007i,-0.012528+0.068874i,0.0083305+0.074298i,0.033556+0.083431i,0.058796+0.062023i,0.057458+0.0022545i,0.031692-0.050696i,0.0060712-0.068384i,-0.0073713-0.056372i,-0.017252-0.028537i,-0.023542+0.00088067i
-0.086416+0.040212i,-0.14422+0.15094i,-0.048241+0.2692i,0.1566+0.21169i,0.17055+0.029132i,-0.034505-0.0033586i,-0.17116+0.086317i,-0.16998+0.10898i,-0.1482+0.073717i,-0.12086+0.034232i,-0.078779-0.0012858i,-0.03306-0.0054422i,0.014135+0.018262i,0.033508+0.046349i,0.028592+0.072257i,0.033714+0.071871i,0.041974+0.028171i,0.026146-0.023442i,-0.0052722-0.047844i,-0.024314-0.050885i,-0.032522-0.042083i,-0.036695-0.024384i,-0.025147-0.01076i
0.10256-0.081373i,0.19869-0.28754i,0.16102-0.55842i,-0.066472-0.6158i,-0.20599-0.37206i,-0.091796-0.1322i,0.077095-0.086863i,0.1339-0.092709i,0.11951-0.052178i,0.10015-0.0076202i,0.065707+0.0041573i,-0.0015494-0.011292i,-0.076229-0.0081853i,-0.11018+0.035569i,-0.093874+0.078706i,-0.062139+0.091742i,-0.035489+0.086027i,-0.0076744+0.06717i,0.02026+0.04579i,0.035056+0.030904i,0.033036+0.018789i,0.036575+0.014463i,0.055491+0.0078127i
-0.20847+0.067631i,-0.36747+0.21548i,-0.36837+0.32487i,-0.2201+0.24664i,-0.092186+0.11147i,0.0012468+0.10421i,0.060592+0.10806i,0.030907+0.016227i,-0.040206-0.086404i,-0.098899-0.13368i,-0.1336-0.10232i,-0.1128-0.024482i,-0.041233+0.0075584i,0.029386-0.030826i,0.076395-0.083273i,0.12741-0.11135i,0.17527-0.11704i,0.15601-0.1006i,0.084016-0.054553i,0.039797-0.005667i,0.020325+0.013977i,-0.0070943+0.021768i,-0.027336+0.031986i
0.086435+0.057i,0.21027+0.088055i,0.32697+0.083637i,0.34644+0.033611i,0.25207-0.08584i,0.058393-0.24872i,-0.16152-0.27535i,-0.22847-0.11157i,-0.15678+0.046291i,-0.1211+0.085888i,-0.14103+0.066947i,-0.1349+0.064635i,-0.077055+0.079599i,-0.0060697+0.067357i,0.034742+0.028809i,0.03288+0.0040343i,0.022984-0.0021378i,0.036221-0.028951i,0.042973-0.07884i,0.016144-0.08989i,-0.015932-0.036939i,-0.020596+0.029193i,-0.0054031+0.058723i
-0.078278+0.04226i,-0.14603+0.14029i,-0.057509+0.18881i,0.07114+0.083946i,0.021592-0.029268i,0.0027284-0.0026267i,0.1789+0.022216i,0.26815-0.04481i,0.2184-0.078039i,0.20952-0.06957i,0.21118-0.077969i,0.177-0.07341i,0.11546-0.076118i,0.018506-0.088929i,-0.071704-0.055346i,-0.10775+0.020894i,-0.10143+0.10125i,-0.086565+0.15932i,-0.054898+0.18907i,0.0011248+0.15478i,0.02417+0.052519i,-0.010599-0.02708i,-0.032309-0.040012i
0.12039+0.20929i,0.27495+0.24917i,0.41178+0.054369i,0.46793-0.29296i,0.5229-0.47127i,0.52546-0.3611i,0.34996-0.16656i,0.11737-0.039951i,-0.016465+0.035939i,-0.054515+0.070992i,-0.048438+0.069666i,-0.022259+0.053205i,0.019923+0.02808i,0.063221+0.0017488i,0.1046-0.015128i,0.14424-0.053885i,0.12847-0.11191i,0.045128-0.11206i,-0.035737-0.04161i,-0.050088+0.027773i,-0.0037561+0.047144i,0.046376+0.028111i,0.053628+0.0043466i
-0.12223+0.0047121i,-0.19914-0.062601i,-0.34054-0.088077i,-0.47811+0.075994i,-0.59787+0.22433i,-0.71571+0.1706i,-0.62721+0.086525i,-0.25418+0.078867i,0.063464+0.04457i,0.10357+0.058833i,0.068718+0.14483i,0.083298+0.1261i,0.066641+0.041606i,0.012319+0.012158i,-0.05717+0.0041385i,-0.090737+0.020617i,-0.017855+0.053147i,0.086114+0.036245i,0.1403-0.0011538i,0.16739-0.015778i,0.1642-0.036397i,0.11909-0.056075i,0.076384-0.047523i
0.95301+5.4222i,2.8647+4.953i,6.3239+5.178i,7.5436+2.795i,6.4864-0.33338i,3.7854-2.5263i,0.88929-2.0226i,-0.21406-0.22089i,0.46621+0.64254i,1.3811+0.095397i,1.0909-0.84636i,-0.083906-1.03i,-1.1146-0.54611i,-1.624+0.1802i,-1.3796+0.7889i,-0.60777+0.91908i,0.021195+0.61373i,0.17572+0.1986i,0.032609+0.0084836i,-0.093051+0.14036i,-0.058851+0.35188i,0.00698+0.43421i,0.026825+0.38709i
0.048822-0.080754i,0.012874-0.26965i,-0.04391-0.55027i,-0.033954-0.78837i,-0.0077122-0.84987i,-0.11327-0.60325i,-0.18385-0.20386i,-0.070483-0.016645i,0.027898-0.019844i,0.052792+0.032073i,0.1164+0.098892i,0.15803+0.048724i,0.087941-0.033723i,-0.026046-0.018167i,-0.093523+0.057824i,-0.10738+0.10121i,-0.10124+0.10273i,-0.07801+0.081123i,-0.043173+0.032976i,-0.023565-0.017613i,0.00090015-0.037945i,0.047908-0.031746i,0.079508-0.021057i
0.20516+0.055841i,0.45018-0.034445i,0.51527-0.2108i,0.24598-0.24874i,-0.1171-0.034043i,-0.17756+0.11561i,0.024688-0.0063443i,0.18518-0.12351i,0.23818-0.10707i,0.19846-0.067866i,0.13545-0.011931i,0.16093+0.011631i,0.18241-0.041655i,0.11037-0.065042i,0.035017-0.020028i,0.013313+0.034547i,0.035783+0.07046i,0.070947+0.064294i,0.067362+0.038395i,0.044215+0.039719i,0.04041+0.033632i,0.032746-0.0044631i,0.011749-0.0326i
-0.13458-0.041568i,-0.27724+0.023204i,-0.47425+0.25629i,-0.55957+0.47853i,-0.42687+0.455i,-0.18967+0.29915i,0.051077+0.19802i,0.17979+0.055788i,0.14581-0.1454i,0.06048-0.29304i,-0.031135-0.36809i,-0.12785-0.34573i,-0.16145-0.21929i,-0.096716-0.075813i,0.011701+0.022067i,0.090149+0.049806i,0.10707+0.0041304i,0.052731-0.05333i,-0.019349-0.068219i,-0.03022-0.059451i,-0.0039145-0.053835i,0.0098761-0.049429i,0.0078298-0.039816i
0.087962-0.041304i,0.19648-0.11714i,0.30369-0.31358i,0.33812-0.49926i,0.25808-0.45756i,0.097822-0.26314i,-0.056117-0.13261i,-0.12736-0.12437i,-0.14429-0.13501i,-0.11455-0.08271i,-0.0085681-0.040053i,0.066478-0.083815i,0.036246-0.1281i,0.0081981-0.10219i,0.027279-0.069693i,0.012419-0.077194i,-0.057588-0.080449i,-0.10741-0.039484i,-0.087232-0.0040581i,-0.049573-0.038606i,-0.046723-0.098546i,-0.056442-0.11122i,-0.055763-0.08885i
0.060006-0.10287i,0.21921-0.12553i,0.48617-0.050514i,0.67044+0.011622i,0.59-0.039255i,0.37022-0.11966i,0.2206-0.16932i,0.11122-0.16137i,-6.094e-05-0.072242i,-0.07094+0.0041076i,-0.12724+0.031267i,-0.14185+0.073721i,-0.083785+0.10021i,-0.036511+0.080308i,-0.029886+0.062115i,-0.031938+0.067003i,-0.033374+0.075986i,-0.010806+0.068422i,0.022015+0.051371i,0.020258+0.041303i,-0.004662+0.031672i,-0.022819+0.022159i,-0.022804+0.013519i
-0.054805+0.076554i,-0.2087+0.2063i,-0.45615+0.34723i,-0.66416+0.38888i,-0.68787+0.40504i,-0.48107+0.51901i,-0.15797+0.57522i,0.023966+0.44245i,0.021675+0.24948i,-0.0071736+0.090154i,-0.033914-0.025943i,-0.060163-0.060185i,-0.061003-0.034769i,-0.062372-0.028097i,-0.077322-0.045452i,-0.092125-0.029386i,-0.084889+0.031128i,-0.044184+0.093681i,0.0097321+0.11506i,0.046389+0.10169i,0.056545+0.076908i,0.051774+0.038988i,0.031926+0.0092942i
-0.011686-0.17402i,-0.0035084-0.42453i,0.015587-0.70373i,0.030734-0.81062i,0.0089152-0.66687i,-0.098985-0.40482i,-0.20933-0.1591i,-0.16709-0.05157i,-0.055009-0.073243i,0.0019461-0.060783i,0.058578-0.0045903i,0.11874-0.022237i,0.12712-0.085592i,0.10702-0.095629i,0.088988-0.062437i,0.071541-0.033329i,0.053615-0.017644i,0.032388-0.029467i,0.0056031-0.067056i,-0.014497-0.088217i,-0.017361-0.082092i,-0.028454-0.07433i,-0.060551-0.059715i
0.075202+0.11188i,0.23341+0.34924i,0.53348+0.6511i,0.7546+0.71267i,0.60639+0.4229i,0.26003+0.069773i,0.060786-0.1281i,-0.014209-0.17711i,-0.079109-0.10988i,-0.096108-0.01347i,-0.09022+0.026473i,-0.10154+0.037394i,-0.096347+0.05236i,-0.071024+0.084268i,-0.026739+0.13374i,0.034545+0.15822i,0.074579+0.13048i,0.078265+0.064338i,0.052787+0.0060404i,0.020203-0.015474i,0.0017759-0.019091i,-0.016742-0.014308i,-0.022175-0.0039786i
-0.050382-0.066839i,-0.17296-0.063471i,-0.30741+0.05472i,-0.23018+0.17946i,0.079736+0.14333i,0.29338+0.020716i,0.27257-0.0070419i,0.16061+0.021329i,0.076838+0.0038654i,0.048502-0.074695i,0.022575-0.14316i,-0.013312-0.11745i,-0.018207-0.043686i,-0.001127-0.02649i,0.010079-0.073664i,-0.0031698-0.11889i,-0.033005-0.10343i,-0.042408-0.020836i,-0.018425+0.065539i,0.011233+0.091999i,0.017007+0.074457i,0.016569+0.062008i,0.02459+0.063701i
-0.010269-0.030607i,0.030882-0.19707i,0.11602-0.53369i,0.10398-0.78852i,-0.066994-0.63151i,-0.18971-0.20739i,-0.1574+0.066005i,-0.085901+0.072013i,-0.052114-0.018704i,-0.037462-0.039382i,0.00070399-0.00111i,0.043896-0.0029648i,0.040288-0.045763i,0.00031107-0.067431i,-0.050905-0.063898i,-0.093096-0.059983i,-0.10474-0.05794i,-0.088751-0.045503i,-0.057576-0.021586i,-0.022947-0.00084444i,0.0020377+0.0035088i,0.0091377-0.0045798i,-0.0013534-0.014772i
0.068684-0.007116i,0.15439+0.11055i,0.23161+0.42267i,0.28967+0.78211i,0.35341+0.82721i,0.35091+0.49311i,0.25263+0.11524i,0.17215-0.075668i,0.1147-0.1196i,0.039719-0.084191i,-0.011612-0.036977i,-0.035454-0.032875i,-0.055471-0.026496i,-0.069755+0.015466i,-0.080118+0.07316i,-0.082242+0.12559i,-0.068906+0.12635i,-0.037007+0.061687i,-0.0037761-0.010109i,0.015629-0.043896i,0.02695-0.054515i,0.026383-0.067228i,0.017733-0.073114i
-0.13043+0.098679i,-0.35852+0.34263i,-0.55775+0.70241i,-0.51894+0.81448i,-0.37169+0.45167i,-0.29299-0.0048266i,-0.15618-0.15885i,0.03855-0.15742i,0.11428-0.15914i,0.085217-0.14708i,0.042675-0.13482i,0.0077443-0.091282i,0.010923-0.017738i,0.066233+0.022124i,0.14188+0.014769i,0.18058-0.0077054i,0.15522-0.012116i,0.087728-0.0025824i,0.022203+0.0023499i,-0.011966+0.0064648i,-0.020557+0.019303i,-0.017659+0.037453i,-0.01261+0.048337i
0.10156-0.082275i,0.29973-0.30532i,0.48815-0.71814i,0.3857-1.0198i,0.034884-0.77098i,-0.1638-0.1348i,-0.10595+0.28379i,0.0068146+0.32853i,0.09086+0.22105i,0.12101+0.095792i,0.096058+0.024931i,0.074527+0.0040332i,0.053423-0.015681i,0.017717-0.016581i,0.0011488-0.0035835i,0.0045657-0.0057622i,0.010524-0.0061066i,0.014915+0.014664i,0.010545+0.037911i,0.0033179+0.040333i,0.00092997+0.026687i,2.1067e-05+0.013772i,-0.0061635+0.0046288i
-0.0034671-0.065643i,-0.069237-0.17693i,-0.19453-0.23188i,-0.21549-0.126i,-0.021228-0.028254i,0.15855-0.050692i,0.15791-0.041515i,0.11045+0.013126i,0.068266+0.0067572i,0.0014138-0.013591i,-0.03877-0.0080343i,-0.041076-0.010762i,-0.031378-0.020815i,-0.031183-0.030864i,-0.058831-0.030599i,-0.092719-0.01972i,-0.10276-0.024081i,-0.09079-0.035757i,-0.068991-0.036332i,-0.045345-0.031866i,-0.018345-0.034156i,0.010542-0.045679i,0.032817-0.052518i
-0.06264+0.15937i,-0.20129+0.57192i,-0.29452+1.1819i,-0.17736+1.4492i,0.010876+1.057i,0.054101+0.44324i,0.018837+0.10081i,0.00090144+0.039555i,0.0072449+0.07481i,0.044158+0.058949i,0.05035-0.0097213i,0.02477-0.023104i,0.037462+0.0042567i,0.063995-0.00072352i,0.070228-0.029083i,0.061228-0.050192i,0.038367-0.04271i,0.022918-0.013571i,0.027317+0.0044478i,0.032056+0.00035668i,0.02353-0.0084242i,0.004921-0.0086076i,-0.0098001-0.0068224i
0.10153-0.08925i,0.31294-0.34066i,0.52181-0.76502i,0.45971-1.0567i,0.16049-0.92364i,-0.049828-0.50771i,-0.087864-0.15355i,-0.052418+0.027692i,0.0033211+0.08503i,0.040809+0.073994i,0.058608+0.047542i,0.062203+0.0086466i,0.029703-0.036056i,-0.031151-0.042082i,-0.070437-0.0055922i,-0.065977+0.031913i,-0.035541+0.047908i,-0.0020083+0.035327i,0.01394+0.010407i,0.0079328+0.0049766i,-0.0074783+0.0070563i,-0.022408+0.0010977i,-0.036446-0.0010703i
-0.096483-0.11127i,-0.3158-0.28537i,-0.59505-0.44425i,-0.67616-0.38709i,-0.49449-0.13008i,-0.3132+0.079343i,-0.2348+0.16633i,-0.15938+0.1594i,-0.094008+0.099774i,-0.05153+0.074829i,-0.0084071+0.058279i,-0.0070971+0.013929i,-0.041625+0.0042335i,-0.047137+0.03634i,-0.022607+0.064181i,-0.0026509+0.073705i,-0.00049236+0.06389i,-0.015751+0.042917i,-0.042341+0.023142i,-0.054737+0.018751i,-0.035418+0.028911i,-0.0038302+0.032894i,0.017974+0.025681i
0.057586+0.1787i,0.1607+0.56352i,0.33304+1.045i,0.49362+1.1482i,0.56212+0.69831i,0.49464+0.16495i,0.30816-0.0824i,0.11565-0.097928i,0.018359-0.062182i,-0.0031864-0.060662i,-0.0046053-0.057044i,-0.0012933-0.026661i,0.025245+0.009278i,0.079824+0.0080027i,0.11441-0.036848i,0.10891-0.07647i,0.095672-0.081817i,0.087821-0.057975i,0.078367-0.026044i,0.065749-0.011297i,0.052478-0.01116i,0.039839-0.0084402i,0.030618-0.0030607i
0.016115-0.16188i,-0.014855-0.40906i,-0.092398-0.63633i,-0.20448-0.61341i,-0.31139-0.39472i,-0.35567-0.2108i,-0.32409-0.1024i,-0.23655-0.030216i,-0.14572+0.011342i,-0.073653+0.032405i,-0.012261+0.039335i,0.027631+0.03062i,0.024131-0.0035204i,-0.029925-0.045558i,-0.096334-0.059934i,-0.13207-0.050824i,-0.13472-0.041772i,-0.10699-0.033474i,-0.055524-0.024712i,-0.014282-0.022828i,0.00043315-0.024079i,0.0056851-0.026596i,0.0043985-0.026937i
-0.068375+0.052878i,-0.18237+0.070872i,-0.26916+0.0049247i,-0.19286-0.098092i,0.0016229-0.020166i,0.15031+0.22861i,0.21939+0.3449i,0.19723+0.23181i,0.10485+0.094166i,0.041157+0.037976i,0.030044+0.0057298i,0.029502-0.029553i,0.0049441-0.032618i,-0.033856+0.023846i,-0.044618+0.10769i,-0.032279+0.16297i,-0.027689+0.17675i,-0.026827+0.15215i,-0.02149+0.099196i,-0.016622+0.046098i,-0.012928+0.016129i,-0.0093773+0.013616i,-0.00505+0.020288i
0.14948+0.0020353i,0.37848-0.0050398i,0.57033-0.01324i,0.52111-0.046758i,0.32185-0.16608i,0.15185-0.3446i,0.028843-0.39955i,-0.039242-0.27389i,-0.053967-0.14778i,-0.062772-0.094687i,-0.07404-0.06471i,-0.075998-0.03885i,-0.039453-0.0047958i,0.044652+0.018602i,0.12395+0.005317i,0.16052-0.022882i,0.15871-0.042051i,0.12501-0.051198i,0.077816-0.045961i,0.042283-0.030981i,0.016353-0.019736i,-0.00080346-0.0068172i,0.0032136+0.0021597i
-0.14809+0.03174i,-0.35039+0.13166i,-0.47773+0.32191i,-0.36248+0.4712i,-0.17764+0.41812i,-0.17935+0.25784i,-0.26399+0.15516i,-0.2221+0.095608i,-0.096096+0.035429i,-0.033726-0.0075397i,-0.041863+0.013815i,-0.036799+0.068955i,0.0031266+0.062079i,0.024761-0.017849i,-0.0050691-0.10366i,-0.053074-0.15476i,-0.085548-0.16693i,-0.098193-0.1327i,-0.091343-0.075419i,-0.070191-0.030114i,-0.038862-0.0057906i,-0.015928-0.007415i,-0.017725-0.016037i
0.06407-0.01434i,0.13756-0.047777i,0.19557-0.11994i,0.20128-0.19041i,0.22236-0.14164i,0.29438-0.013404i,0.30257+0.039032i,0.20485+0.017026i,0.10778+0.006979i,0.079352+0.014084i,0.092606+0.0038299i,0.097273-0.023911i,0.052078-0.038621i,-0.024946-0.015065i,-0.077045+0.037322i,-0.098608+0.089179i,-0.10292+0.12403i,-0.073576+0.13343i,-0.023651+0.11213i,0.013251+0.070785i,0.026227+0.03i,0.020396+0.0081194i,0.0068394+0.010791i
-0.00031417-0.11322i,-0.032664-0.28946i,-0.071755-0.4169i,-0.10363-0.34941i,-0.13435-0.15402i,-0.12608-0.034463i,-0.060374-0.046037i,-0.010949-0.073573i,0.0039689-0.053343i,0.028255-0.033666i,0.03679-0.066129i,0.00107-0.10779i,-0.034683-0.078696i,-0.021129-0.0012488i,0.03243+0.050717i,0.094131+0.068752i,0.13401+0.070953i,0.13586+0.046251i,0.11194+0.0061377i,0.074053-0.020446i,0.030948-0.026289i,0.00026538-0.018674i,-0.0067406-0.014934i
0.063689+0.13377i,0.11512+0.3207i,0.12046+0.51348i,0.074568+0.54536i,0.0093498+0.39676i,-0.082074+0.21633i,-0.13784+0.13088i,-0.10709+0.094713i,-0.073111+0.047554i,-0.076678+0.031966i,-0.081633+0.056499i,-0.0708+0.079648i,-0.034879+0.06779i,0.0058515+0.016265i,0.019445-0.050263i,0.015516-0.11076i,0.008722-0.15044i,-0.012595-0.14734i,-0.041839-0.10401i,-0.049715-0.046718i,-0.033225-0.004077i,-0.013909+0.01224i,-0.0053314+0.013306i
-0.023422-0.0085102i,-0.025713-0.05157i,-0.010219-0.094542i,0.0065988-0.11961i,0.010205-0.13658i,0.039926-0.11808i,0.070745-0.053723i,0.069677+0.014608i,0.062679+0.050459i,0.060814+0.053312i,0.074707+0.050763i,0.095345+0.043536i,0.07971+0.015056i,0.028494-0.012428i,-0.021891-0.012005i,-0.067813+0.0012575i,-0.10084+0.012012i,-0.093776+0.024522i,-0.057666+0.034003i,-0.020926+0.032855i,0.010443+0.02067i,0.034131+0.0011146i,0.041737-0.0095121i
-0.067545+0.016056i,-0.11468-0.019156i,-0.13168-0.1366i,-0.087477-0.25802i,0.0018422-0.25844i,0.055176-0.19689i,0.041356-0.16714i,-7.3737e-05-0.14474i,-0.02486-0.10492i,-0.015837-0.087646i,-0.0041865-0.10636i,-0.0082322-0.1141i,-0.016444-0.076743i,-0.020015-0.018927i,-0.0086313+0.031261i,0.01573+0.075334i,0.031891+0.10183i,0.038448+0.092267i,0.04253+0.054848i,0.035968+0.017061i,0.013878-0.0038498i,-0.016321-0.013891i,-0.035504-0.017476i
0.013871-0.044356i,0.048882+0.0065955i,0.14154+0.16869i,0.22977+0.2932i,0.1769+0.26836i,0.014807+0.21032i,-0.085539+0.18304i,-0.081962+0.13054i,-0.058906+0.059702i,-0.060535+0.02743i,-0.071866+0.036316i,-0.073173+0.048797i,-0.049982+0.051374i,-0.017067+0.055929i,0.0032281+0.057158i,0.027657+0.038657i,0.054708+0.0071346i,0.049715-0.021469i,0.017386-0.03259i,-0.006008-0.027051i,-0.0093758-0.014993i,-0.0071684+0.0028215i,-0.0073089+0.015478i
0.0096447-0.011541i,-0.021614+0.00047053i,-0.082216+0.085188i,-0.072051+0.20255i,0.026755+0.21649i,0.091068+0.12599i,0.090702+0.057453i,0.08461+0.021044i,0.07446-0.0080444i,0.05643-0.0064039i,0.055316+0.013168i,0.052298+0.020737i,0.034592+0.014133i,0.03101-0.004997i,0.031991-0.032837i,0.0074193-0.055011i,-0.023376-0.065964i,-0.035354-0.056242i,-0.029753-0.03009i,-0.018848-0.008434i,-0.0054238-0.00030233i,0.018514-0.0067888i,0.034402-0.016366i
0.034016-0.020354i,-0.02259-0.10376i,-0.19246-0.18142i,-0.32359-0.1669i,-0.27341-0.11308i,-0.13762-0.13067i,-0.076487-0.15404i,-0.059855-0.10014i,-0.028459-0.042398i,-0.010941-0.031414i,-0.012548-0.04261i,-0.010301-0.054228i,-0.011337-0.065i,-0.035167-0.076784i,-0.061668-0.070865i,-0.071709-0.029831i,-0.067485+0.024285i,-0.04481+0.052344i,-0.016071+0.046754i,0.00055923+0.032826i,0.0022306+0.026739i,-0.0051823+0.021847i,-0.0089487+0.015632i
0.0291+0.076096i,0.16404+0.073333i,0.3026-0.041309i,0.28025-0.15073i,0.14253-0.080755i,0.06101+0.086213i,0.049781+0.13153i,0.02543+0.078088i,-0.0020669+0.046024i,0.0026533+0.033754i,0.013347+0.019148i,0.013249+0.0025568i,0.0045577+0.00079062i,-0.001287+0.032711i,0.013034+0.070303i,0.046155+0.076953i,0.067656+0.061928i,0.062225+0.046441i,0.043274+0.030504i,0.026602+0.010401i,0.014384-0.0027404i,0.0037152+0.0025246i,-0.0011497+0.0091592i
-0.078492+0.023256i,-0.10175+0.10055i,-0.04446+0.16231i,0.039705+0.13975i,0.043757+0.071914i,0.013927+0.028115i,0.017537+0.032318i,0.033447+0.038445i,0.033717+0.018298i,0.023694-0.004628i,0.013575-0.014289i,0.0081498-0.00086975i,0.027354+0.01498i,0.060063-0.00075517i,0.065747-0.038463i,0.040009-0.072078i,0.015708-0.086221i,0.0084256-0.078212i,0.0096953-0.061469i,0.006508-0.047169i,-0.0034281-0.039811i,-0.014645-0.036638i,-0.025631-0.026161i
-0.11126-0.043629i,-0.22833+0.03796i,-0.28083+0.21099i,-0.19909+0.28179i,-0.10435+0.13087i,-0.10805-0.041213i,-0.11061-0.094366i,-0.071622-0.094524i,-0.043854-0.068085i,-0.030391-0.017824i,-0.015373+0.022502i,-0.0055845+0.030019i,-0.017454+0.013265i,-0.049977-0.0079125i,-0.085298-0.014886i,-0.1069-0.003273i,-0.10488+0.0080568i,-0.085106+0.0082798i,-0.060545+0.0055576i,-0.037145+0.0084699i,-0.016871+0.015489i,-0.0011201+0.019605i,0.015299+0.021845i
0.10226-0.17274i,0.098559-0.39334i,-0.0054086-0.55221i,-0.097698-0.46863i,-0.046326-0.24727i,0.028745-0.13295i,-0.013232-0.093701i,-0.068045-0.023708i,-0.049428+0.023497i,-0.0050147+0.0095537i,0.017629-0.025183i,0.014893-0.03708i,0.010152-0.010004i,0.025189+0.034515i,0.054617+0.059521i,0.068026+0.059788i,0.054565+0.054519i,0.033953+0.049726i,0.022968+0.041386i,0.020758+0.030726i,0.022825+0.020487i,0.030846+0.0078749i,0.034752-0.014432i
0.12122+0.064867i,0.22198+0.08964i,0.26363+0.095912i,0.22537+0.10248i,0.1753+0.13264i,0.16585+0.18428i,0.17993+0.17236i,0.1635+0.086902i,0.097224+0.0039614i,0.017211-0.024198i,-0.02326-0.011343i,-0.018417-0.0072399i,-0.00091006-0.023738i,0.010638-0.041796i,0.017937-0.051512i,0.028706-0.054719i,0.037537-0.053238i,0.035494-0.047125i,0.021846-0.036599i,0.0064359-0.024203i,-0.0033787-0.01765i,-0.019965-0.017839i,-0.042643-0.00983i
0.049107+0.16811i,0.1643+0.30029i,0.2741+0.32354i,0.23238+0.23541i,0.079771+0.16547i,-0.013011+0.11438i,-0.02652+0.048507i,-0.035852+0.0036757i,-0.038356+0.0079291i,-0.0031249+0.033896i,0.034026+0.03991i,0.030009+0.032444i,-0.0036486+0.035106i,-0.035504+0.049209i,-0.051488+0.062215i,-0.050491+0.059326i,-0.042037+0.038527i,-0.034249+0.019008i,-0.024576+0.01179i,-0.012293+0.0030018i,-0.0075498-0.0095902i,-0.013194-0.0084179i,-0.011762+0.0035926i
