-0.00023683+0.0004814i,0.00033691-0.00054225i,-0.00035526-0.0016677i,-0.00085713-0.001186i,-0.0011111+0.00056519i,-0.00081738+0.0018344i,0.00010377+0.0026362i,0.00078153+0.0012117i,0.00081307-0.0005117i,0.00088924-0.00061438i,0.00064586-0.00045037i,2.21e-05-0.00078525i,-0.00028948-0.0009621i,-0.00042875-0.0009374i,-0.00065479-0.0010656i,-0.00067565-0.00073083i,-0.00021499-0.00021256i,0.00057978+0.00017124i,0.0010321+0.00043034i,0.0006257+0.00056388i,0.00046601+0.00039091i,0.00034625-7.5649e-05i,-0.00037507-0.00051089i
-0.21904+0.021589i,-0.36544+0.16681i,-0.38258+0.27735i,-0.26313+0.21272i,-0.13781+0.081932i,-0.05326+0.044969i,0.026195+0.068817i,0.063285+0.052531i,0.04287+0.010246i,0.012341-0.0070107i,0.012156+0.0027996i,0.041339+0.0089517i,0.058004-0.0057915i,0.042588-0.021519i,0.013002-0.014986i,-0.01412+0.0040055i,-0.029631+0.015868i,-0.02444+0.017824i,-0.0072108+0.014225i,0.0012022+0.0076552i,-3.792e-05+0.0059389i,-0.00075134+0.006854i,-0.00084044+0.0034653i
0.049738-0.14161i,0.088454-0.31099i,0.067081-0.42556i,-0.017773-0.36031i,-0.10263-0.1882i,-0.1713-0.037477i,-0.20264+0.073526i,-0.14747+0.11774i,-0.086955+0.070326i,-0.077425+0.033689i,-0.059401+0.044463i,-0.034014+0.041499i,-0.024515+0.028921i,-0.0060527+0.023875i,0.014642+0.0070605i,0.020465-0.020878i,0.015411-0.03792i,0.006819-0.026814i,0.0051554-0.0053345i,0.0078029+0.0011139i,0.0035497-0.001766i,-0.0033546-0.0020346i,-0.0057661-0.0014812i
0.094091+0.069329i,0.15728+0.1432i,0.2096+0.1815i,0.2239+0.16209i,0.19514+0.13356i,0.16419+0.097118i,0.12776+0.032212i,0.055296+0.0058453i,0.019164+0.044726i,0.04235+0.049232i,0.042389+0.0067584i,0.017498-0.012732i,0.0090987-0.0095241i,0.0028705+0.00067634i,0.0029814+0.019844i,0.020438+0.037888i,0.035978+0.044144i,0.032851+0.033586i,0.0161+0.018638i,0.0070884+0.012472i,0.0085091+0.0057743i,0.0092048-0.0044663i,0.0076419-0.01083i
0.012708-0.11952i,-0.094043-0.12801i,-0.19187-0.0030471i,-0.15698+0.11164i,-0.096707+0.049887i,-0.11745-0.059401i,-0.12266-0.096176i,-0.081905-0.12318i,-0.057131-0.13364i,-0.043112-0.085183i,-0.024258-0.024042i,-0.0059343+0.022643i,0.012877+0.042042i,0.020303+0.024028i,0.0055469+0.0031542i,-0.022732-0.00010264i,-0.044749+0.00076701i,-0.042933-0.00080854i,-0.027508-0.0016719i,-0.020107+0.00013666i,-0.019607+0.0078247i,-0.016064+0.019113i,-0.0055238+0.02823i
0.15981+0.0074752i,0.2759-0.032839i,0.26464-0.1313i,0.082542-0.16597i,-0.052545-0.08045i,-0.055564-0.0040279i,-0.032844+0.025406i,0.0068576+0.032383i,0.026008-0.00068895i,-0.013039-0.021694i,-0.032709-0.011205i,-0.032455-0.023928i,-0.04751-0.028587i,-0.039882-0.0029849i,-0.0084784+0.0063082i,0.01796-0.013088i,0.028642-0.03605i,0.021501-0.03964i,0.010844-0.028629i,0.0055533-0.019947i,-0.0011428-0.01604i,-0.010342-0.014213i,-0.020068-0.0092065i
-0.11371+0.084572i,-0.17876+0.085484i,-0.19173+0.027488i,-0.12257-0.047208i,-0.019938-0.068335i,0.066595-0.028072i,0.11452+0.022534i,0.11237+0.076563i,0.096273+0.10522i,0.079678+0.071122i,0.049097+0.015959i,0.027591-0.011327i,0.019074-0.019114i,0.0058404-0.015898i,-0.0022947+0.0026386i,-0.0015872+0.025719i,0.0034356+0.043281i,0.012971+0.047546i,0.020241+0.037808i,0.022008+0.024927i,0.022043+0.012312i,0.019946-0.0038482i,0.012191-0.020317i
0.1525+0.071665i,0.2068+0.073437i,0.20959+0.058394i,0.18583+0.042755i,0.11787+0.0027957i,0.0012467-0.048521i,-0.074393-0.051345i,-0.062343-0.049134i,-0.036013-0.063431i,-0.028681-0.050434i,-0.021892-0.013351i,-0.014514+0.019023i,-0.0010649+0.02992i,0.015648+0.016625i,0.015428-0.0041151i,-0.002478-0.014867i,-0.021069-0.016363i,-0.028231-0.010818i,-0.023296+0.0009978i,-0.017897+0.0092509i,-0.017098+0.010918i,-0.013747+0.013643i,-0.0055585+0.017363i
-0.029495+0.18377i,0.03043+0.27735i,0.099089+0.29541i,0.083504+0.25681i,0.031578+0.21686i,0.010874+0.18378i,-0.023527+0.13371i,-0.066624+0.10559i,-0.051017+0.083633i,-0.016533+0.0389i,-0.0011013+0.0058782i,0.012395-0.014174i,0.012516-0.02621i,0.0019789-0.015051i,0.0056819+0.0056372i,0.023072+0.010215i,0.033964-0.00067463i,0.023057-0.014709i,0.0011689-0.017912i,-0.0064264-0.011962i,-0.002414-0.010669i,-0.00038478-0.012003i,-0.00021496-0.0076855i
-0.14258-0.23516i,-0.24704-0.34676i,-0.30166-0.35646i,-0.25941-0.27036i,-0.14868-0.1824i,-0.056771-0.16519i,-0.046886-0.16993i,-0.07817-0.1174i,-0.067687-0.028315i,-0.015195+0.015174i,0.012176+0.008385i,0.01093+0.0058433i,0.0092595+0.011354i,0.0041192+0.012888i,-0.0032695+0.015002i,-0.0096451+0.011647i,-0.014415+0.0057235i,-0.0092378+0.0080438i,-0.0023414+0.011423i,-0.0042225+0.011635i,-0.0052102+0.011918i,-0.0010169+0.0093613i,0.0046274+0.0057544i
0.020175+0.24175i,0.12572+0.35053i,0.21017+0.27991i,0.17136+0.10384i,0.062708+0.0057751i,0.024797-0.011442i,0.082734-0.047289i,0.12427-0.11613i,0.074744-0.14496i,-0.001605-0.089811i,-0.027313-0.014647i,-0.032658+0.027013i,-0.035419+0.050006i,-0.016234+0.047603i,-0.00023563+0.020439i,0.006948+0.00077981i,0.015135-0.0055404i,0.015278-0.010364i,0.0086176-0.016127i,-0.0012909-0.017573i,-0.010461-0.012973i,-0.016156-0.0064066i,-0.023045+0.00095443i
-0.26134-0.095487i,-0.37638-0.045521i,-0.31645+0.093344i,-0.15952+0.17449i,-0.0544+0.17983i,0.0059901+0.22369i,0.06671+0.26606i,0.098317+0.23113i,0.083419+0.15142i,0.047023+0.072456i,0.014081+0.011903i,-0.000407-0.029371i,-0.0056414-0.051822i,-0.011675-0.048704i,-0.011725-0.025806i,-0.0095197+0.0048298i,-0.0082798+0.028397i,-0.0018644+0.032095i,0.0084418+0.021277i,0.014269+0.0089686i,0.017169+0.0030206i,0.020797-0.0012267i,0.019482-0.010372i
0.34017-0.2433i,0.38336-0.40322i,0.20101-0.44746i,-0.015126-0.35265i,-0.10532-0.23703i,-0.1483-0.17924i,-0.18857-0.12366i,-0.16573-0.049987i,-0.087856-0.0069469i,-0.015217-0.0088933i,0.026082-0.026881i,0.043823-0.039472i,0.041454-0.041268i,0.029376-0.02557i,0.025236-0.0092354i,0.01834-0.017647i,-0.0023935-0.031718i,-0.021203-0.021058i,-0.024374+0.0041472i,-0.017523+0.014052i,-0.015775+0.0078952i,-0.016682+0.0077941i,-0.0061816+0.015396i
-0.21331+0.23468i,-0.24276+0.40333i,-0.059301+0.38032i,0.15888+0.15603i,0.15926-0.037987i,0.036171-0.091365i,-0.021611-0.089849i,-0.029168-0.080673i,-0.030702-0.063201i,-0.038593-0.032323i,-0.048108+0.025216i,-0.045432+0.080818i,-0.031054+0.099447i,-0.0098523+0.084308i,0.010472+0.057034i,0.027381+0.038035i,0.038194+0.02423i,0.033097+0.0036702i,0.017999-0.013272i,0.0095283-0.017303i,0.0060092-0.017917i,-0.0048678-0.018883i,-0.021725-0.014031i
0.050796-0.432i,0.032687-0.61317i,0.0045112-0.4285i,0.059227-0.058459i,0.16688+0.08888i,0.20232+0.045352i,0.17659+0.022938i,0.13042+0.02169i,0.066209+0.027396i,0.031265+0.036614i,0.017884+0.00028869i,-0.0074746-0.045739i,-0.022857-0.052346i,-0.023732-0.038696i,-0.024048-0.019512i,-0.025076-0.00011403i,-0.023482+0.010117i,-0.013825+0.012027i,-0.002723+0.0098942i,0.0023011+0.010467i,0.010531+0.013453i,0.025495+0.010477i,0.034612+0.0011382i
0.41104+0.44632i,0.56755+0.55407i,0.35594+0.40351i,-0.035136+0.22581i,-0.17606+0.158i,-0.083044+0.076958i,-0.0079406+0.024243i,0.033638+0.022967i,0.056468-0.0068224i,0.042627-0.029949i,0.052982-0.02056i,0.077539-0.028899i,0.064173-0.044694i,0.031293-0.03634i,0.010447-0.013789i,0.0055266-0.0046867i,0.0051882-0.010171i,0.00065358-0.012976i,-0.010751-0.014128i,-0.023133-0.014421i,-0.02794-0.0072877i,-0.025979+0.0066883i,-0.020417+0.021141i
-0.50543+0.036933i,-0.76252+0.087563i,-0.6917+0.10615i,-0.40128+0.041237i,-0.18947+0.028343i,-0.10045+0.13071i,-0.1018+0.18046i,-0.13602+0.1642i,-0.10218+0.12573i,-0.056552+0.048403i,-0.074164+0.014986i,-0.082036+0.044178i,-0.049485+0.061194i,-0.014305+0.046508i,-0.0017503+0.016486i,-0.014644+0.0029652i,-0.02403+0.013408i,-0.015461+0.02105i,0.0037466+0.015945i,0.01876+0.0055717i,0.012956-4.2693e-05i,-0.0066283-0.00237i,-0.021284-0.0094706i
0.41064-0.38614i,0.62359-0.65954i,0.59734-0.72228i,0.39113-0.53086i,0.16853-0.27852i,-0.010716-0.13246i,-0.076228-0.10353i,-0.059958-0.12522i,-0.054385-0.087401i,-0.014805-0.0021586i,0.054255+0.013957i,0.07894-0.020057i,0.067468-0.037892i,0.053994-0.039461i,0.054198-0.038411i,0.05989-0.048876i,0.047405-0.060263i,0.027334-0.045227i,0.019098-0.0090499i,0.017317+0.01627i,0.014616+0.015019i,0.015311+0.0051729i,0.020369+0.0032613i
-0.16055+0.55929i,-0.067556+0.85215i,0.084185+0.77643i,0.12664+0.43646i,0.045458+0.11876i,-0.014995-0.073981i,0.023595-0.12904i,0.099124-0.11196i,0.098034-0.10846i,0.022893-0.060772i,-0.012602+0.030659i,-0.0060248+0.0783i,0.00033542+0.075798i,0.0097484+0.057686i,0.022794+0.056812i,0.041821+0.068699i,0.051905+0.062106i,0.038076+0.038983i,0.011644+0.014056i,-0.0083259-0.0023725i,-0.0097211-0.010844i,-0.0046196-0.018289i,-0.011859-0.020712i
-0.32066-0.30201i,-0.56466-0.30913i,-0.61607-0.10106i,-0.42865+0.1111i,-0.16997+0.15704i,0.0016073+0.12886i,0.029678+0.11396i,-0.024349+0.12495i,-0.035412+0.11819i,-0.031325+0.033695i,-0.087718-0.052448i,-0.14148-0.062016i,-0.13089-0.016541i,-0.079741+0.035275i,-0.04064+0.04809i,-0.043966+0.034813i,-0.061582+0.029326i,-0.058195+0.030417i,-0.037293+0.026761i,-0.01514+0.016162i,-0.0066709+0.010776i,-0.0089329+0.014594i,-0.00052437+0.011803i
0.44561-0.0092307i,0.63684-0.16078i,0.53815-0.34478i,0.24433-0.36909i,0.07741-0.23139i,0.081968-0.1135i,0.10307-0.065549i,0.10112-0.058514i,0.075304-0.063546i,0.06276-0.04123i,0.10036-0.025509i,0.13047-0.046937i,0.1008-0.06172i,0.045518-0.041115i,0.013757-0.0028436i,0.014572+0.011343i,0.02167-0.010836i,0.014476-0.033282i,0.0036495-0.029502i,-0.004008-0.0091152i,-0.010364+0.007371i,-0.014863+0.01899i,-0.016479+0.034758i
-0.20136+0.031207i,-0.26554+0.17234i,-0.14307+0.25509i,0.028276+0.19559i,0.028975+0.17344i,-0.031324+0.27829i,-0.0012201+0.32639i,0.056164+0.24272i,0.075252+0.12043i,0.05409+0.046441i,0.024171+0.045872i,0.014944+0.062689i,0.012847+0.0432i,0.0048117+0.0034315i,-0.013831-0.023058i,-0.033229-0.019465i,-0.028489-0.0032309i,-0.0076652+0.0033513i,-0.00066196+0.0015977i,-0.0076732+0.001218i,-0.0086459-0.00046137i,-0.0020895-0.013879i,-0.0016392-0.035187i
0.059773-0.080312i,-0.034717-0.08776i,-0.13895-0.00022203i,-0.15083+0.045182i,-0.20903-0.071685i,-0.38431-0.16653i,-0.47558-0.089628i,-0.38417+0.035476i,-0.22864+0.090238i,-0.11938+0.076869i,-0.06792+0.034265i,-0.040134+0.0068692i,-0.010468+0.0047602i,0.019167+0.0063071i,0.043519-0.012765i,0.051283-0.04372i,0.037273-0.043869i,0.015277-0.0091067i,0.001126+0.02033i,0.0013915+0.01988i,0.0040444-0.0011345i,0.00327-0.018929i,0.0099323-0.020667i
0.041373+0.12008i,0.14943+0.0028947i,0.12802-0.19281i,-0.00055121-0.22847i,0.014139-0.15705i,0.079704-0.19345i,0.027388-0.2481i,-0.023138-0.19829i,-0.02284-0.13744i,-0.026369-0.083551i,-0.014882-0.016805i,0.0055168+0.016261i,0.0033164+0.024211i,-0.0039323+0.036592i,0.0047996+0.055977i,0.025625+0.063169i,0.03062+0.04133i,0.015223+0.0069063i,0.0069247-0.018534i,0.0072572-0.022438i,0.0097539-0.0055199i,0.011177+0.011706i,-0.0053845+0.019208i
0.12085+0.21401i,0.22644+0.33792i,0.2893+0.29182i,0.25342+0.12495i,0.14367+0.047993i,0.074674+0.036969i,0.055492-0.022846i,0.020464-0.079642i,0.0087431-0.065055i,0.023914-0.041847i,0.010046-0.040432i,-0.027985-0.035201i,-0.058565-0.018413i,-0.048214+0.011233i,-0.0058633+0.036698i,0.017361+0.032016i,0.0058475+0.0062309i,-0.010046-0.0062199i,-0.011898-0.0040497i,-0.018759-0.0024194i,-0.035653+0.0029807i,-0.039405+0.012827i,-0.023206+0.017369i
-0.38452+0.16627i,-0.54682+0.33953i,-0.37625+0.4671i,-0.027112+0.41256i,0.14693+0.19732i,0.18552-0.0069045i,0.19793-0.10271i,0.16935-0.07658i,0.13376-0.019149i,0.08223+0.0013997i,0.034233+0.028303i,0.042572+0.057688i,0.072864+0.054993i,0.081348+0.050453i,0.062797+0.059088i,0.03895+0.061448i,0.030026+0.046338i,0.018515+0.029242i,-0.0017407+0.028465i,-0.0093297+0.020886i,-0.01205-0.0068781i,-0.030833-0.024079i,-0.044554-0.012939i
-0.06444-0.58042i,-0.10531-0.88242i,-0.28445-0.83214i,-0.49242-0.47258i,-0.53402-0.19126i,-0.43538-0.071214i,-0.25859+0.012511i,-0.10661+0.042749i,-0.06297+0.020315i,-0.071194+0.004731i,-0.088295-0.021599i,-0.11358-0.045255i,-0.10546-0.052247i,-0.082042-0.075521i,-0.074651-0.10215i,-0.065412-0.092731i,-0.045592-0.054186i,-0.027227-0.019934i,-0.024203+0.00014278i,-0.024577+0.010363i,-0.012878+0.0066235i,0.012908-0.0063798i,0.045898-0.018828i
0.36679+0.41998i,0.5811+0.58702i,0.56397+0.34769i,0.35563-0.072396i,0.27242-0.23134i,0.30875-0.18597i,0.20931-0.12263i,0.045315-0.042015i,0.0035745+0.0047054i,0.034342-0.021471i,0.060857-0.065872i,0.066133-0.09537i,0.030152-0.093052i,-0.0091824-0.052535i,-0.0027112+0.00021069i,0.031389+0.032046i,0.0449+0.033051i,0.024875+0.018823i,0.0029176+0.0079501i,0.0056449-0.00015332i,0.032934-0.0066269i,0.061457-0.0061603i,0.062303+0.0050543i
-0.59175+0.092907i,-0.72799+0.35501i,-0.34276+0.4783i,0.13337+0.29363i,0.14371+0.064729i,-0.10256+0.040534i,-0.1687+0.081192i,-0.071648+0.058354i,0.012294+0.0075081i,0.0068854-0.015924i,-0.032437+0.042094i,-0.017977+0.11942i,-0.0020839+0.15708i,-0.014559+0.19339i,-0.035458+0.19263i,-0.07748+0.13519i,-0.098532+0.075266i,-0.065952+0.033529i,-0.019603+0.0078326i,-0.00055805+0.0049344i,-0.0024206+0.020093i,-0.019852+0.022771i,-0.061844+0.011841i
-0.48442+6.4002i,1.4896+5.6375i,3.8255+4.7952i,4.6883+2.1302i,3.9991-0.84304i,1.8551-2.4673i,-0.26649-1.6992i,-0.96684-0.095835i,-0.27748+0.74187i,0.73417+0.32472i,0.88608-0.61055i,0.36754-1.2392i,-0.29358-1.8478i,-1.0361-2.5338i,-1.2822-2.5162i,-0.75974-1.4912i,-0.18006-0.43716i,-0.21309+0.046793i,-0.62357+0.29788i,-0.64328+0.56057i,-0.14479+0.65794i,0.36668+0.37948i,0.44717-0.09305i
0.26259+0.19155i,0.43358+0.22757i,0.25207+0.20624i,-0.19602+0.25269i,-0.43208+0.37202i,-0.39499+0.42677i,-0.29695+0.38122i,-0.18603+0.2831i,-0.10228+0.1752i,-0.051906+0.11494i,-0.005339+0.081838i,0.0046416+0.063526i,0.0075719+0.083137i,0.032358+0.097877i,0.055248+0.084253i,0.069362+0.054414i,0.06033+0.020344i,0.037523-0.0024672i,0.027211-0.021823i,0.026691-0.032126i,0.029329-0.027633i,0.02352-0.022416i,0.011899-0.0075881i
0.056628+0.15999i,0.078939+0.21714i,0.063738+0.056935i,-0.058182-0.18089i,-0.20551-0.11493i,-0.16129+0.13694i,-0.0049336+0.13974i,0.002218-0.059578i,-0.07857-0.13119i,-0.052303-0.096149i,0.012851-0.10636i,0.02497-0.10412i,0.046047-0.041238i,0.0832+0.0096366i,0.085559+0.027271i,0.052223+0.031049i,0.017468+0.016588i,-0.0046108-0.010929i,-0.019247-0.028102i,-0.021753-0.026483i,-0.014089-0.017198i,0.00047314-0.00074789i,0.020213+0.019409i
-0.51004-0.058322i,-0.78373-0.15087i,-0.67635-0.20489i,-0.23697-0.23998i,0.11046-0.29155i,0.24327-0.26766i,0.2534-0.24751i,0.11261-0.24395i,-0.04498-0.12047i,-0.050683+0.0047816i,-0.0095254+0.036521i,0.018658+0.057414i,0.052741+0.038964i,0.04319-0.0084166i,0.018015+0.0033761i,0.030184+0.034942i,0.037461+0.027535i,0.019247+0.0099672i,0.010354+0.0047821i,0.016594+0.0028601i,0.013669+0.0049904i,-0.0084678+0.011981i,-0.035329+0.022592i
0.12129-0.469i,0.24114-0.62077i,0.39501-0.38295i,0.55716+0.019132i,0.65757+0.20571i,0.64908+0.19974i,0.54538+0.1125i,0.32782+0.017577i,0.14587+0.021494i,0.099433+0.01457i,0.040969-0.057589i,-0.034472-0.072472i,-0.033829-0.049887i,-0.014788-0.044192i,-0.02288-0.039448i,-0.040586-0.032898i,-0.047729-0.028056i,-0.034997-0.029303i,-0.019031-0.028445i,-0.011034-0.02412i,-0.020021-0.025113i,-0.038252-0.022247i,-0.040149-0.01629i
0.25514+0.21256i,0.46497+0.30436i,0.4242+0.22514i,0.1368+0.064511i,-0.028891-0.11544i,-0.0087874-0.35074i,-0.025833-0.44929i,-0.068783-0.32519i,-0.097023-0.1707i,-0.12397-0.04927i,-0.093261+0.049561i,-0.021748+0.076045i,0.026023+0.031897i,0.013941-0.035874i,-0.043715-0.054701i,-0.067737-0.013937i,-0.043879+0.016613i,-0.030464+0.014828i,-0.028638+0.011642i,-0.010853+0.0083767i,0.0085998+0.00054272i,0.013687+0.0020163i,0.0096812+0.010702i
-0.55016+0.010139i,-0.89176+0.24178i,-0.92346+0.43194i,-0.67489+0.39185i,-0.46907+0.29032i,-0.37798+0.27019i,-0.28942+0.22819i,-0.18854+0.15147i,-0.079742+0.097386i,-0.0036181+0.039556i,0.00090759-0.0071342i,-0.0279-0.014034i,-0.053972+0.0032782i,-0.064438+0.01893i,-0.065361+0.007211i,-0.066751-0.0091192i,-0.048061-0.0012042i,-0.0010154+0.0064162i,0.035919-0.0069816i,0.042611-0.021353i,0.042598-0.017765i,0.047436-0.0045994i,0.046165+0.0027408i
0.043606-0.0070615i,0.058537-0.14057i,0.10457-0.28527i,0.16398-0.3507i,0.24069-0.30548i,0.34811-0.20562i,0.37111-0.17845i,0.24321-0.1865i,0.11285-0.12861i,0.072104-0.081143i,0.051243-0.076241i,0.032833-0.06214i,0.02858-0.051991i,0.018732-0.062005i,0.00052533-0.06713i,-0.014568-0.049373i,-0.020505-0.029096i,-0.031719-0.028599i,-0.04839-0.026596i,-0.044734-0.01227i,-0.034049-0.0076613i,-0.037504-0.0082024i,-0.038953+0.0035408i
0.11399-0.23406i,0.15572-0.42211i,0.15627-0.40678i,0.18341-0.15644i,0.24201+0.036101i,0.2422+0.010246i,0.18655-0.053518i,0.12931-0.042339i,0.06815-0.0013788i,0.0239+0.039255i,0.01342+0.058688i,0.013196+0.045826i,0.0044259+0.0066235i,-0.030918-0.030805i,-0.07232-0.035725i,-0.081571-0.017179i,-0.060243+0.0042422i,-0.021962+0.021871i,0.01611+0.028798i,0.035122+0.027094i,0.037337+0.024421i,0.028085+0.016642i,0.0097931+8.4286e-05i
0.36701+0.094987i,0.45827+0.14168i,0.32626+0.206i,0.1073+0.20885i,-0.077553+0.12485i,-0.19337+0.10028i,-0.17824+0.14478i,-0.10514+0.12463i,-0.073504+0.089995i,-0.027684+0.079432i,0.015691+0.030924i,0.012289-0.011114i,0.0048019-0.012979i,0.0027619-0.015914i,-0.010865-0.030826i,-0.029775-0.035949i,-0.03036-0.019075i,-0.01058-0.0075814i,0.0019985-0.018111i,0.0016355-0.027652i,0.0042012-0.027464i,0.014396-0.024752i,0.02215-0.021251i
-0.24293+0.25188i,-0.20554+0.40694i,-0.075332+0.3335i,-0.073401+0.12612i,-0.11811+0.072953i,-0.05397+0.14508i,-0.0017108+0.16007i,-0.0010408+0.12372i,0.0046051+0.040367i,-0.027073-0.028023i,-0.054557-0.0029345i,-0.036659+0.044243i,-0.015353+0.052553i,-0.011196+0.023562i,-0.021133-0.014294i,-0.021376-0.027004i,-0.0060499-0.02695i,0.00077218-0.025648i,-0.0010316-0.011546i,-0.0004274+0.0083292i,0.00047011+0.023428i,0.00085345+0.022553i,-0.0012044+0.0065519i
-0.31624-0.232i,-0.56169-0.32342i,-0.60949-0.29003i,-0.34328-0.19616i,-0.028739-0.18574i,0.074873-0.23711i,0.047443-0.22182i,0.0079516-0.15052i,-0.010174-0.070034i,0.006366-0.028103i,0.017204-0.046629i,-8.459e-05-0.079734i,-0.019127-0.091443i,-0.019698-0.082626i,-0.011142-0.072326i,-0.013829-0.062748i,-0.023504-0.033111i,-0.017739+0.0015592i,-6.8237e-05+0.013639i,0.013799+0.010126i,0.018334+0.0093551i,0.019627+0.01444i,0.024759+0.013237i
-0.075797+0.13114i,0.084374+0.24803i,0.35184+0.2633i,0.43251+0.10059i,0.25527-0.053274i,0.083349-0.079985i,0.018609-0.091277i,0.0041447-0.09147i,0.022039-0.055246i,0.031056-0.020572i,0.021676+0.01701i,0.028162+0.044791i,0.027777+0.036633i,0.0097793+0.017242i,0.0030596+0.0062155i,0.014947+0.0011072i,0.028906-0.0098723i,0.028046-0.029952i,0.012818-0.042076i,-0.0027159-0.034332i,-0.0061992-0.021898i,-0.0025374-0.018377i,-0.0043201-0.016642i
0.29409-0.31603i,0.28393-0.5523i,0.060098-0.51885i,-0.1101-0.13863i,-0.059534+0.20329i,0.033559+0.25918i,0.028744+0.1824i,-0.018876+0.12766i,-0.029188+0.10817i,0.003218+0.079008i,0.019473+0.02244i,0.0098562-0.013851i,0.01761-0.021229i,0.025614-0.030809i,0.0065227-0.036547i,-0.025222-0.024942i,-0.043778+7.4885e-05i,-0.039847+0.022132i,-0.024444+0.030815i,-0.0087503+0.02791i,0.004019+0.019911i,0.012964+0.010182i,0.018956+0.0023992i
0.03015+0.31758i,0.035541+0.58072i,0.029461+0.63806i,0.020361+0.39819i,0.016979+0.089826i,0.0051838-0.079962i,-3.0276e-05-0.098177i,0.0090212-0.064815i,-0.0076265-0.037107i,-0.034242-0.0093395i,-0.030323+0.020581i,-0.0094524+0.040295i,-0.0018395+0.0385i,-0.011605+0.023992i,-0.011244+0.016093i,0.010288+0.0095343i,0.027512-0.00046265i,0.029085-0.0053005i,0.025682-0.0065272i,0.020737-0.010447i,0.013596-0.011788i,0.01015-0.0050209i,0.011835-0.001143i
0.00697-0.23046i,-0.058635-0.34319i,-0.09893-0.32531i,-0.1184-0.22149i,-0.17484-0.099409i,-0.19252+0.023868i,-0.12028+0.06329i,-0.046045+0.015192i,-0.014645-0.031625i,-0.0028839-0.039775i,-0.0092767-0.029463i,-0.027816-0.016393i,-0.028918-0.0048564i,-0.0099309-0.012602i,-0.0094392-0.031742i,-0.03106-0.028242i,-0.034368-0.0092714i,-0.017232-0.0039397i,-0.0071068-0.0064707i,-0.011462-0.0013985i,-0.014703+0.009066i,-0.007015+0.014379i,0.0017112+0.0087736i
-0.23517+0.20799i,-0.29945+0.21242i,-0.27573+0.078144i,-0.16048-0.030106i,0.023458-0.047709i,0.17439-0.070875i,0.19434-0.10382i,0.11208-0.09678i,0.022212-0.050228i,-0.013013-0.0089429i,-0.0055437-0.0083554i,0.0017291-0.029711i,-0.0042026-0.044386i,-0.017003-0.038474i,-0.013289-0.017073i,0.013959-0.011435i,0.025523-0.020277i,0.0095819-0.018105i,-0.0050741-0.0081453i,-0.005172-0.0041505i,-0.00087631-0.0074195i,-0.003312-0.0099699i,-0.0051698-0.0045915i
0.029211-0.21839i,0.061629-0.26834i,0.12528-0.15216i,0.18489-0.051598i,0.14896-0.081571i,0.045077-0.10914i,-0.017063-0.060525i,0.0013605+0.016371i,0.064372+0.050937i,0.088098+0.023877i,0.046123+0.0061476i,0.0073838+0.021366i,0.0048686+0.033775i,0.019754+0.032542i,0.019546+0.015478i,-0.011376+0.0090329i,-0.02563+0.023655i,-0.003977+0.024865i,0.013608+0.010439i,0.010881+0.0033726i,0.0045168+0.0091662i,0.0062364+0.016471i,0.010168+0.011703i
0.17553+0.27557i,0.36163+0.22846i,0.36121-0.021092i,0.14132-0.12292i,-0.0040201+0.030597i,0.026183+0.14925i,0.055983+0.12231i,0.02105+0.052309i,-0.04039+0.0045784i,-0.061318+0.0063171i,-0.011887+0.00065541i,0.039758-0.03588i,0.052382-0.054805i,0.029597-0.055624i,1.9756e-05-0.040994i,-0.0011128-0.024401i,0.0061405-0.021949i,-0.00015207-0.020326i,-0.0057349-0.015289i,-0.0017668-0.012426i,0.0076141-0.015706i,0.011713-0.024175i,0.0053144-0.024755i
-0.18153-0.25223i,-0.37091-0.0971i,-0.36753+0.23141i,-0.13484+0.33302i,0.027367+0.14486i,0.0046594-0.012639i,-0.039594-0.02929i,-0.046471-0.0015674i,-0.023424+0.022451i,-0.00029189+0.015853i,-0.022798+0.013084i,-0.056765+0.044163i,-0.063528+0.067553i,-0.046675+0.06428i,-0.02726+0.042182i,-0.022206+0.025609i,-0.018491+0.027136i,-0.0056169+0.027581i,0.0041592+0.018836i,0.0029418+0.0094611i,-0.0039533+0.011262i,-0.0046296+0.022768i,0.0048694+0.023753i
0.12474+0.22772i,0.25973+0.25241i,0.31027+0.097011i,0.16847-0.040309i,-0.033039-0.012124i,-0.1192+0.085117i,-0.096838+0.11568i,-0.045585+0.057667i,-0.035694-0.01213i,-0.044925-0.010498i,-0.005171+0.018377i,0.043949+0.0067738i,0.049335-0.019884i,0.027072-0.035987i,0.0046165-0.039505i,-0.0037066-0.035726i,-0.0064152-0.034401i,-0.010468-0.0285i,-0.0094925-0.016944i,-0.0050961-0.0099918i,-0.0016077-0.01151i,0.0012422-0.014645i,0.0017384-0.011191i
-0.29307-0.49636i,-0.62384-0.64894i,-0.75343-0.43685i,-0.49473-0.12521i,-0.10108-0.039014i,0.12079-0.092967i,0.15994-0.12993i,0.10706-0.10615i,0.067249-0.037753i,0.064732-0.023046i,0.020351-0.051589i,-0.042848-0.041155i,-0.062296-0.016055i,-0.050438+0.00081257i,-0.026612+0.0094369i,-0.0074932+0.0094698i,0.0014206+0.014045i,0.0060803+0.017167i,0.0062592+0.014463i,0.0042772+0.0096972i,0.001941+0.0088113i,0.00059856+0.012906i,0.0055865+0.010913i
