-0.001367-0.00026488i,-0.0011526-0.0011932i,-0.0012104-0.0013849i,-0.0012597-0.00087958i,-0.0020274+0.00058213i,-0.0021062+0.0010455i,-0.0018741+0.0010872i,-0.0012737+0.0015739i,3.4507e-05+0.0007633i,0.0012948-0.00011611i,0.0013638-0.00026149i,-0.00025584+0.00018159i,-0.0012591+0.00066719i,-0.00074286+0.00043841i,-0.00030164+0.0002172i,-0.00019997+0.00016143i,6.6886e-05+0.00045764i,-0.00012942+0.00067248i,6.0649e-05+0.00046171i,0.00088327-0.00037035i,0.00056866-0.0013384i,0.00024897-0.0016142i,-0.0001345-0.00084819i
0.00011176+0.0014505i,0.00073377-0.00030911i,0.0021334-0.0017053i,0.0014385-0.0029389i,-0.00036555-0.0030721i,-0.0011171-0.0021118i,-0.0010966-0.00065637i,-0.0011103-0.00015611i,-0.00059158+0.00043379i,-0.00039967+0.00079725i,-1.1664e-05+0.00062738i,0.00010649-8.9927e-05i,-0.00037302-0.00044119i,-2.0218e-05-0.00045828i,1.966e-05-1.0656e-05i,-0.00011888-0.00027418i,3.5103e-06+0.00020074i,-0.00037296+0.00071812i,-0.00067172+0.00040047i,-0.00085199+0.00034717i,-0.00073766+0.00027029i,-0.00018787+0.00069274i,-0.00054873+0.00034222i
0.00053801-0.0001244i,-0.00058245+0.0012383i,-0.00057666+0.0018227i,-0.00021902+0.00036241i,-0.00091348-0.0017358i,-0.0013082-0.002548i,-0.0013866-0.0020834i,-0.00042938-0.0013848i,0.00063936-0.00045716i,0.00048322-0.00054754i,0.00048149-0.00064821i,0.00039678+0.00041195i,0.00020117+0.00061341i,0.00025264-0.00014994i,0.00085391-0.00096931i,0.00074871-0.00064679i,0.00023929+0.00042623i,0.00051685+0.0006683i,0.00028954+0.00034157i,0.00025743-0.00019845i,5.9848e-05-0.00057163i,-0.00050794-0.00025475i,-0.00017671-5.0906e-05i
-0.00033378+0.00010119i,0.00026702-0.00046951i,0.00083291-0.00093604i,0.0011984-0.0011358i,0.00096536-0.0012731i,0.00052914-0.0013406i,-0.00047514-0.00053092i,-0.00048377+0.00038463i,-0.00024269+0.00047594i,6.1205e-05-0.00037784i,0.0006038-0.0006609i,0.00069141-0.00071333i,0.00057931-0.0013803i,0.00043186-0.0012761i,-0.00028748-0.00098125i,-0.00030092-0.00088056i,0.00038802+0.00024332i,-0.00011219+0.00088841i,-0.00064006+0.00041185i,-0.00026221+5.2706e-05i,-0.00036446-0.0005697i,0.00036344-0.00091921i,0.00050874-0.00051907i
-0.00031838+0.0016594i,0.00051844+0.0026892i,0.00093054+0.0031085i,-0.00011169+0.002029i,-0.0014658+0.0016023i,-0.0020069+0.0012532i,-0.0015941+0.00081192i,-0.0015775+0.00079668i,-0.0013148+0.00020035i,-0.0011041-0.00064342i,-0.0008415-0.00070616i,0.0001349-0.00077027i,0.00054939-0.0005939i,0.00023397-0.00020245i,5.0963e-05-0.00014852i,-0.00034471-9.1409e-05i,-0.00059019-0.00018262i,-0.00054528-3.3326e-05i,-0.00050456-1.5931e-05i,-0.00037492+0.00048287i,-0.00051287+0.00060875i,-0.00013155+0.00027917i,0.00011719+0.00046927i
9.6786e-05+0.0046942i,-0.00073973+0.0023311i,0.00050624+0.00084999i,0.0009433-0.0011971i,0.00025401-0.0037907i,-0.00091417-0.0043698i,-0.0017171-0.0024263i,-0.0014009-0.00011375i,-0.00010058+0.0015297i,0.0001783+0.0011265i,-0.00017909-0.00020761i,-0.0009428-0.00127i,-0.00092559-0.001259i,0.00012854-0.0008636i,0.00079184-0.0013606i,0.00055975-0.0016778i,-0.00039003-0.00058714i,-0.0010253-0.00028503i,-0.00074372-0.00064198i,-0.00077949-0.00041068i,-0.00074905-0.00022683i,-0.00016133+0.00020351i,0.00026504+0.00016962i
-0.0021411+0.0067267i,-0.00088672+0.0056913i,0.0044922+0.0061329i,0.0081483+0.0041476i,0.0072065+0.0017898i,0.0031497-0.00035046i,-0.00092703+0.0012669i,-0.0015789+0.002964i,0.00017946+0.0026411i,0.002102+0.0018633i,0.0029513-0.00032432i,0.0019691-0.0017934i,0.00067325-0.0018151i,0.00065444-0.0020726i,0.00096305-0.0011538i,0.00033351-0.0002274i,-0.0007844+0.0006396i,-0.00066921+0.00054437i,-0.00032753-0.00025838i,-0.00047074-0.00045698i,5.0199e-06+5.9052e-05i,0.00056909+0.00011376i,0.00063559-0.001029i
0.0059648-0.0085706i,0.0043778-0.00652i,-0.0015212-0.0075601i,-0.0071161-0.0042774i,-0.0094193+0.00061513i,-0.0058538+0.0035963i,-0.0014439+0.001616i,-0.00066106-0.0010518i,-0.0011012-0.0028764i,-0.0024244-0.0027577i,-0.0027787-2.8668e-05i,-0.0022566+0.0022559i,-0.0013747+0.0026924i,-0.00098372+0.0018205i,-0.0013907+0.001323i,-0.0010474+0.00102i,0.00045403+6.7799e-05i,0.00094755+0.00028409i,0.00050486+0.0016186i,0.00034077+0.0013932i,-2.6334e-05+0.00077683i,-0.00049514+0.00050919i,-0.00074073+0.00047083i
0.0013201-0.0043224i,-0.00040232-0.004539i,-0.0026119-0.0054288i,-0.0053831-0.0040972i,-0.0063417-0.003111i,-0.0046577-0.0012952i,-0.0019161-0.0006649i,-0.00068769-0.0010728i,-0.00019809-0.0013864i,-0.00070932-0.0013318i,-0.0019127-9.8203e-05i,-0.0010083+0.00019935i,0.0003212-0.00040935i,-0.00012781-0.00071724i,-0.00033071-0.0008261i,-0.00033136-0.00019034i,-0.00029501+0.00069172i,-0.00051707+0.00032672i,-0.00058675-0.00018082i,-0.00032753+0.00029927i,-0.00073992-1.0429e-05i,-0.0009388-0.00024837i,-0.00080177+0.00029379i
0.0010403-0.001114i,-0.00046924-0.0021292i,-0.0012516-0.0036043i,-0.0031715-0.0028005i,-0.0038776-0.001152i,-0.0027438+0.00034483i,-0.0010922+0.00090804i,-1.6691e-05+0.00069259i,1.3996e-05+0.00029342i,-0.00016938-6.762e-05i,0.00041329+4.9999e-05i,0.00068945-0.00014566i,7.1662e-05-0.00053778i,-0.00059265-0.00067876i,-0.00089362-0.00025568i,-0.00086128-0.00050665i,-0.00062341-0.00053439i,4.8452e-05-0.00041424i,0.00070463-0.00036803i,0.00027696+0.00025467i,-0.00038707-5.6292e-05i,-0.00069345-0.00036584i,-0.00053518-4.027e-05i
0.0011864-0.00016026i,0.0022979-0.00068045i,0.0017347-0.0010545i,-0.00060057-0.00082533i,-0.00084711+0.00010417i,-0.00055547+0.0011851i,-0.0016938+0.0011114i,-0.0017419+0.0010677i,-0.00076517+0.00086915i,-0.00086629+0.00014933i,-0.00093195-0.00018642i,-0.00043141+0.0004071i,-0.00048921+0.00071723i,-0.001145+0.00040867i,-0.0012227+0.00014537i,-0.00084126-0.00013398i,-0.00010024-8.2995e-05i,-2.2341e-05+6.8603e-05i,3.8088e-05+0.00021113i,8.0473e-05-7.6666e-05i,0.00027416-3.8925e-05i,-9.8102e-05+0.00044472i,-0.0011231-0.00023295i
0.0006425-0.0018483i,-0.0015663-0.0016779i,-0.0030907-0.0017741i,-0.0036687-0.0012653i,-0.0036514-0.00067899i,-0.0031233+1.2519e-05i,-0.0014337-0.00042687i,-0.00023921-0.00011438i,-0.00089755+0.00022945i,-0.0011399-0.00055136i,-0.00095257-0.0004705i,-0.00064382+0.0006797i,-0.00042108+0.0011023i,-0.00082849+0.00030172i,-0.00073223+3.0931e-06i,-0.00026847+6.0267e-06i,0.00044501+8.8935e-05i,0.00054244+0.00063125i,0.00027494+0.0014094i,0.0001715+0.0007834i,0.00075862-0.00072651i,0.00067332-2.2175e-05i,0.00014897+0.00098933i
-0.00030319-0.0014625i,0.0006851-0.0010723i,0.00013556-0.0012561i,-0.0013215-0.0016353i,-0.0011494-0.00079158i,0.00031651+0.00099299i,0.00023932+0.00056716i,-0.00054556-0.00038499i,-0.000356-0.00087134i,0.00040091-0.0012333i,0.00053885-0.00030556i,7.3612e-05+0.0002759i,-2.8547e-05-0.00018421i,-0.00011653-0.00010646i,4.2977e-05-0.00047822i,0.00045252-0.00069102i,0.00021728-4.4271e-05i,0.00011501+0.00017593i,0.00025266-0.00014713i,-2.0645e-05-0.00023044i,0.00026823+5.1681e-05i,0.00014943-0.00018708i,-0.00042351-0.00061747i
0.00029871-0.00063711i,0.00015289-0.0005864i,-0.00069675-0.00072407i,-0.00072301+3.5267e-05i,-0.00015468+0.00092503i,-0.0011845+0.0013284i,-0.002288+0.00041934i,-0.0018735-0.00013406i,-0.00086212-0.00066884i,-0.00014972-0.00081698i,8.0451e-05-0.00040295i,-0.00021099-0.00036246i,-0.00032055-0.00051075i,-0.00041139-0.0010106i,0.00010334-0.0012712i,0.00039698-0.00041007i,0.00028207-0.00041387i,-2.0002e-05-0.00073568i,-0.00070986-0.00023071i,-0.0014709-9.685e-05i,-0.00079664+0.00016729i,0.00041281+0.00076726i,0.000113+0.00091933i
-0.00069039+9.998e-05i,-0.0010123+0.00075202i,-0.0014365+0.00025043i,-0.0011086-6.4362e-05i,-0.0010576-0.0001173i,-0.0016992-5.9674e-05i,-0.0013469+0.00025747i,-0.00030491+0.00033579i,-0.00041188-0.00062286i,-0.0006646-0.00046258i,-0.00057438-0.00019638i,-0.00023323-0.00050837i,-0.00013151-0.00037769i,5.3438e-06-0.00039124i,0.00026029-0.00078412i,0.00057485-0.00052207i,2.4294e-05+0.00037063i,-0.0010327+0.00060011i,-0.00088308+0.00021774i,6.0429e-05+6.4177e-05i,-0.00012647+0.00046483i,-0.00028685+0.0005508i,-0.00030013+0.00018357i
0.00031094-0.0020996i,-0.00070198-0.0013875i,-0.0015573-0.0022263i,-0.0023503-0.0019182i,-0.0027803+9.6321e-05i,-0.001348+0.0016173i,-4.3173e-05+0.0012464i,0.00047255-0.0002899i,0.00015501-0.0010533i,-0.00056387+1.1712e-05i,-0.00086102+0.00089265i,-0.0013761+0.00046854i,-0.0011008-0.00026742i,-0.0012364-0.00059664i,-0.0019125-0.00042417i,-0.0014689-0.00035682i,-0.00073359-0.0004429i,9.618e-05+2.4421e-05i,0.00041497+0.000341i,2.4058e-05+3.2936e-05i,-0.00017371-0.0005095i,-0.00025245-0.00072209i,-0.00035016+3.8879e-05i
0.00044998-0.00108i,0.0016961-0.001721i,0.00069755-0.0019227i,-0.00061489-0.001445i,-0.00088832-0.00062057i,-0.00090218-0.00013373i,-0.001564-0.00074061i,-0.0015483-0.00059097i,-0.00101+0.00022632i,-0.000868+0.00049251i,-0.00047345+0.00077367i,0.00010066+0.00048233i,-0.00015848+0.00031555i,-0.00023021+0.00010181i,-0.00045845-0.00021277i,-0.00018672+0.0002604i,0.00040537+0.00045608i,0.00050421+0.00015086i,0.0010333-3.6359e-05i,0.00077509-0.00039893i,0.00059038-0.00053696i,0.00069594+0.00013024i,0.00049357+0.00036085i
0.00059766-0.00070306i,0.00089571-0.00065228i,0.00058313-0.0008366i,-0.00038156-0.0006311i,-0.0010833-0.00064194i,-0.0016617-0.00086239i,-0.001216-0.00013259i,-0.00031848+0.00059087i,0.00049179+0.0011415i,0.00077466+0.00032086i,0.0005103-0.00063886i,2.2424e-05-0.00063214i,-0.00082681-0.00085214i,-0.00055392-0.00079841i,-0.00067552+0.00036845i,-0.0010095+0.0010593i,-0.001196+0.0003525i,-0.0010743-0.00013059i,-0.00056473-0.00055441i,-8.3034e-05-0.00084395i,0.00033863-0.00055129i,8.7755e-05+0.00021366i,-6.3155e-05+0.00063958i
-7.2771e-05-2.3545e-05i,-0.00080093+0.0003232i,-0.0015236-0.00021577i,-0.0019468+6.8526e-06i,-0.0024009+0.00045751i,-0.0021296+0.00030824i,-0.0016649+0.00057159i,-0.00096642+0.00046328i,-0.000496-0.000215i,-0.00036695-0.00061706i,8.248e-05-0.00031094i,2.6931e-05-0.00052001i,0.00053818-0.00063802i,0.00061798-0.00047787i,-8.941e-06-0.00035038i,-0.00068187+6.6786e-05i,-0.00043855-0.00017738i,-3.134e-05-0.00024055i,-0.00047355-0.00053212i,-0.0003857-0.00083276i,-0.00068172+0.00051344i,-0.0007853+0.00098979i,-0.00049027+0.0001039i
-0.00089417-0.0014651i,-0.0010103-0.0020499i,-0.00083256-0.002724i,-0.00077065-0.0023615i,-0.0011877-0.00096072i,-0.001906+0.00019402i,-0.0016929+0.00030643i,-0.00072151+0.00046774i,-0.00031805+0.00018432i,0.0001361-0.0004806i,-7.2466e-05-0.00049816i,0.00011948-0.000795i,0.00045462-0.00076642i,-0.00055198+7.7209e-05i,-0.00098951-5.9802e-05i,-0.00053081-0.00037941i,-0.00042786-0.00029175i,0.00021824-6.4337e-05i,0.0013337+0.00010848i,0.0016936+0.00018974i,0.00042852+0.00019337i,-0.00085018-6.4925e-05i,-0.0011888-0.00075559i
0.0018886-0.00051618i,0.0015589-0.00033781i,0.00043174-0.0014464i,-0.0018296-0.0022477i,-0.0028281-0.0013163i,-0.0020618+0.00030749i,-0.0010603-6.4731e-06i,-0.00095324-0.0007635i,-0.0009497-0.0005768i,-0.00074182-0.00080947i,-0.00097455-0.00062078i,-0.0008556+9.5104e-05i,-0.0003889-0.00024627i,0.00058668+8.4058e-05i,-2.5531e-05+0.00053508i,-0.000782-0.00027515i,-0.00037453-0.00035759i,0.00015545+0.00016183i,0.00027101+0.0004325i,-0.00043051+0.00065082i,-0.00037641+0.00047899i,-3.9295e-05+0.00041871i,0.00022766+0.00085348i
-0.00034033-0.0005472i,-0.0010062-0.0011056i,-0.0011898+9.8189e-06i,-0.0013852+0.00041716i,-0.0012468-0.00096438i,-0.0015927-0.0018212i,-0.0016981-0.0011318i,-0.0007985+3.1869e-05i,0.00062525+0.00032106i,0.0005189-0.00062629i,-0.00029401-0.00084792i,-0.00050518-0.00094122i,-0.00052332-0.00058616i,-0.00090796+0.00039256i,-0.00099289-1.2282e-05i,-0.00018862-0.00016782i,3.6667e-06+0.00020945i,-0.00063802+0.00040071i,-6.1346e-05+0.00026151i,-0.00013232-0.00050814i,-0.000136-0.00053338i,0.00028397-0.00014231i,0.00027711-0.00057463i
0.00055239-0.00081769i,0.00083378-0.00017703i,0.0014674+0.00055623i,0.00082378+8.6455e-05i,8.5882e-05-0.00037866i,-0.00061801-0.00018845i,-0.0011391+0.00067644i,-0.0013943+0.00080848i,-0.00091174-8.494e-05i,-0.00070717-0.00023474i,-0.00099244-8.3916e-05i,-0.0015717+0.00028247i,-0.0015706+0.0003115i,-0.00030641-1.7844e-05i,0.00025627-8.8121e-05i,0.00028364-0.00048269i,-4.5342e-05-0.00079558i,-0.00054148-0.00018212i,-0.00045042-0.0002196i,-0.00025278-0.00078649i,4.7654e-05-0.00035903i,0.00066999+7.9112e-05i,0.00089459+1.9023e-05i
-0.0010329+7.7759e-05i,-0.00037176-0.00036034i,-9.8171e-05-0.00098314i,-0.00059047-0.0018106i,-0.00094283-0.0013279i,-0.00087073-0.00068193i,-0.0014154-0.00064053i,-0.0016797-0.00069487i,-0.00043546+3.331e-05i,0.00083102+0.00081676i,0.001111+0.00044922i,0.00089956+0.00032232i,0.00087748+0.00037867i,0.0006486+3.8702e-06i,0.00014739-0.00031921i,-0.00037231+9.5705e-05i,-0.00048746+0.00040061i,-0.00017429-1.0223e-05i,0.00025853-0.00031823i,-9.8232e-05-0.00047353i,0.0003399-0.00078316i,0.00040317-0.00043521i,-0.00011746+0.00020181i
-0.00093022+0.0016712i,-0.0020101+0.0012379i,-0.0012294+0.00014115i,-0.0008876-0.00085073i,-0.0015113-0.0011689i,-0.0013034-0.0010486i,-0.00086747-0.0012452i,-0.00080236-0.00079812i,-0.00038043-6.8353e-05i,0.00026449-6.862e-05i,0.00059445-0.00032801i,2.5461e-05-0.00080614i,-0.00095543-0.00068799i,-0.00053152+3.5137e-05i,0.00023389+0.00011093i,0.00035229-0.00026295i,0.0005835-0.00040444i,0.0008355-0.00053197i,0.00070941+8.5157e-05i,0.00013264+0.00047875i,-0.00040364+0.00017516i,-0.00030173+0.00075796i,-0.00020767+0.00099756i
-0.00074136-0.0035355i,-0.00017929-0.0013578i,-0.0010441-0.00018552i,-0.0027731+0.0013207i,-0.0031408+0.0018913i,-0.0019909+0.00092459i,-0.0010022-0.00028582i,-0.00048248-0.0012258i,-0.00069625-0.0011907i,-0.00076501-0.00060845i,-0.00035808-0.00065461i,-0.00022207-0.00024663i,-0.0008088-5.5773e-06i,-0.0014493-0.00048768i,-0.0012204-3.0888e-05i,-0.00054045+0.00055108i,-0.00028829-0.00025625i,0.00070342-0.00056903i,0.0014664-0.00034981i,0.00042481-0.00051224i,-0.00037105+0.00038674i,-5.1208e-05+0.0011274i,0.00058163+0.0010563i
0.0019687-0.00026046i,-0.00049722+0.00015825i,-0.001306-0.00013431i,-0.0016271-0.0014906i,-0.0031042-0.0018534i,-0.0034659-0.00086633i,-0.0019557-0.00031455i,-0.00077822-0.00021411i,0.00054247-0.0010104i,0.0004958-0.0014689i,-0.00068376-0.00086977i,-0.0011805-0.00019888i,-0.00073998+8.4536e-05i,-0.00013053+0.00010694i,-0.00037501-0.00072286i,-0.0004549-0.00066247i,5.2855e-05+0.00024213i,0.00034185-0.00028677i,0.00038891-0.0010538i,-1.0862e-05-0.00079035i,-0.0001465-0.00073058i,0.00036902-0.00030062i,0.00020579+0.00055016i
0.001264-3.1606e-05i,0.00063573-0.0003126i,-2.6347e-05-0.00022741i,-0.00067569-0.0011857i,7.9694e-05-0.0015656i,0.00026866-0.0015124i,-0.00090135-0.0011013i,-0.0012243+0.00026605i,-0.00047464+0.0012974i,0.000115+0.00043424i,6.8938e-05-0.00018834i,-0.00035178-0.00010647i,-0.00011225+0.00010027i,0.00054596+0.00024091i,0.00031851+0.00010483i,0.00032839+3.5537e-05i,-3.3699e-05+0.00011588i,-0.00082355+0.00035125i,-0.00047391+0.00010518i,-0.00015156-0.00050818i,-0.00045119-0.00095668i,-3.254e-05-0.0010995i,6.5958e-05-7.0206e-06i
-0.0015134-0.0030564i,-0.0016181-0.00098681i,-0.0014755+0.00048292i,-0.001352+0.0011052i,-0.0016771+0.0016702i,-0.0016511+0.0020237i,-0.001982+0.001543i,-0.0016378+0.00089918i,-0.00085682+0.00077167i,-0.00072866+0.0013929i,-0.00052815+0.0017791i,-5.1111e-05+0.0012984i,0.00020528+0.00096318i,0.00047085+0.00054665i,0.00057554+0.00048148i,0.0003979+0.0010286i,-0.00012192+0.0012023i,-8.5227e-05+0.00071437i,0.0003849-0.00024455i,-0.00035386-0.00047613i,-0.0014351-0.0001877i,-0.0013801+0.0002756i,-0.00095187+0.00043194i
0.00065399-0.00047304i,0.0018986-0.00034083i,0.0016389-6.0778e-05i,0.0008035-0.00075029i,-0.00015016-0.0005995i,-0.00093863-7.2553e-05i,-0.00034911+0.00046329i,0.00017775+0.00055402i,-6.2097e-05-1.9452e-05i,-0.00016133-0.00036917i,0.00064764+0.00033844i,0.00095673-0.00061289i,0.00056332-0.0019029i,0.00011198-0.00091816i,-0.00093352-0.00038581i,-0.00041039-0.00020728i,-2.7656e-05+6.6308e-05i,-0.00030441-0.00034163i,-0.00022415-0.00072171i,0.00015171-0.00083112i,0.0010649-0.00066143i,0.0011555+0.00062393i,-0.00022856+0.0012067i
-0.00016564-0.0011695i,-0.0029837-0.0013365i,-0.0035632-0.0021237i,-0.0027276-0.0021656i,-0.0019406-0.00086731i,-0.00087611-0.00074685i,-0.00072112-0.0013396i,-0.00093465-0.00053854i,0.00050048-0.00044828i,0.0012509-0.0010753i,0.00045819-0.0011641i,-0.00023171-0.00060287i,-0.00070186+8.0022e-05i,-0.00072573+0.00079949i,-0.00022065+0.00056465i,0.00021578-0.00047974i,0.00068362-0.00062215i,0.0010899-0.00036043i,0.00089129-0.00040499i,0.0003134-0.00095546i,-0.0005194-0.00056178i,-0.00074655+0.00027534i,-6.9645e-05+0.00020234i
0.00070029+1.2427e-05i,0.0010769+0.0010881i,-0.00039901+0.00036908i,-0.0010814-1.6066e-05i,-0.0016829-8.1842e-05i,-0.0034393-0.00077882i,-0.0034704-0.00018602i,-0.002325+0.00048556i,-0.0015099+0.00037465i,-0.00069036+6.0286e-06i,-0.0005919-0.00044261i,-0.00051897-0.00033339i,6.3895e-05+3.3481e-05i,7.3997e-06-0.00043736i,-0.00082696-4.9718e-06i,-0.00032852-0.00024884i,0.00025145-0.00068863i,-0.00016057+5.8523e-05i,-6.9727e-05-0.00033546i,0.00030163-0.00088409i,1.4392e-05+0.00022447i,-0.00025071+0.00059478i,0.00019857-0.00010562i
-0.0018919-0.0022433i,-0.002185-0.0021762i,-0.0024407-0.0025423i,-0.0023494-0.0015354i,-0.0025857-0.0006764i,-0.0023757+0.00047573i,-0.00051415+0.00051931i,0.00017245-0.00053936i,-0.0010264-0.00086527i,-0.0016851-0.0007378i,-0.0016498-0.0005501i,-0.0020176-0.00041325i,-0.0014594+0.00021603i,-0.00059956+0.00061961i,-0.00099523+0.00019475i,-0.0012131+0.00040802i,-0.00077893+0.00090054i,6.5073e-05+0.000391i,0.0013342-0.00017053i,0.00072349-0.00047255i,-0.00063324-0.00045345i,-0.00085482+0.00048288i,-0.00083114+0.00099873i
0.0019521+0.0020509i,0.0013798+0.00057064i,0.0014592-0.00052362i,0.00094753-0.0010407i,-2.889e-06-0.00078989i,-0.00058424-0.00023161i,-0.0014365-0.00013825i,-0.00072357-0.00035241i,0.00095738+8.3988e-05i,0.00081623+0.00055381i,0.00014926+0.0001246i,6.8038e-05-0.00039918i,0.00040993-0.0012017i,0.00080484-0.0018105i,0.00033856-0.00043779i,-0.00052429+4.6223e-05i,-0.00052844-0.00096492i,-0.00018661-0.00091093i,-0.00016536-0.00053453i,9.8742e-05-0.00035348i,0.00023492+0.00029102i,0.00031204+0.00026866i,0.00053893-0.00051456i
5.4866e-05-0.00037463i,-0.00048242-0.00016983i,-0.00058976-0.0008363i,-0.0013388-0.0010796i,-0.0023009-0.00028509i,-0.0023135-0.00016573i,-0.0016448-0.00012659i,-0.00074994+0.00063301i,-0.00022954+0.0011393i,0.00012247+8.7534e-05i,0.00060691-0.00080132i,0.00077765+8.5155e-05i,0.00083895+0.0007418i,0.00082321+0.00040593i,0.00097139+0.00049321i,0.0011548+0.00021549i,0.0004733-0.000839i,0.00024614-0.00091623i,-1.4492e-05-0.0001437i,-0.00047014-0.00048048i,-0.00054224-0.00074281i,-0.00082552-6.4288e-05i,-0.0003948+0.00030665i
0.0014914+0.0011791i,0.00062693+0.00045213i,0.00018731-0.00088316i,-0.00026092-0.0017268i,-0.0013214-0.002247i,-0.0015305-0.0021613i,-0.0016581-0.0010295i,-0.00095346+0.00010866i,0.00025426+0.00015196i,0.00080808-0.00022304i,0.00079493-0.00072517i,0.00028656-0.001628i,-0.00053576-0.0014722i,-0.0015785-0.00063881i,-0.0016406-9.2683e-05i,-0.00066809-2.0889e-05i,0.00039206+0.00021362i,0.00096818+0.00034855i,0.00063528+0.00036327i,0.00040182+0.00033629i,0.00067764+0.00048665i,8.9325e-05+0.00051873i,-0.00010701+0.00089197i
0.00077685+0.0013591i,0.0010844+0.0006693i,0.0011876-3.7788e-05i,0.00018852-0.0015639i,-0.00090547-0.0029014i,-0.0018052-0.0025403i,-0.0017765-0.00088849i,-0.0017103-0.00019117i,-0.0010836-0.00046574i,-1.1859e-05-0.00041471i,-1.6502e-05-0.0015484i,-0.00020961-0.0018061i,-0.00042364-0.00023695i,-0.0010268+0.00070505i,-0.00075782+0.00041479i,2.844e-05+4.3362e-05i,0.00023182-0.00022761i,0.00023929-0.00060264i,-0.00061981+0.00037747i,-0.00048113+0.00049673i,-8.2741e-07+0.00018227i,-0.00041438+0.0003975i,-0.00047489+0.00050399i
0.0031262-0.002777i,0.0020439-0.0028646i,0.00090378-0.0030043i,-0.0013684-0.0020944i,-0.0032255-0.00075316i,-0.0023753+5.8136e-05i,-0.00099523-0.00032158i,-0.00050991-0.00031057i,0.00040614-0.0001907i,8.5757e-05+8.2129e-05i,-0.001516+0.0004983i,-0.0019073+0.00027383i,-0.0012185-8.4414e-05i,-0.00079911-3.8228e-05i,-0.00039956-0.00014869i,-0.00047001+4.2248e-05i,-0.00098334+0.00045949i,-0.00059653+0.00034741i,0.00031977-0.00045449i,0.00074719-0.00052979i,-1.4508e-05-6.9852e-05i,-0.0006867+0.00033093i,-0.00031028+0.00097441i
-0.0017315+0.002188i,-0.0019121+0.0024503i,-0.002156+0.0020804i,-0.0019126+0.0017959i,-0.001942+0.0010242i,-0.0016661-2.711e-05i,-0.0014056+0.00029117i,-0.0006695+0.00063162i,0.00036098+0.00031483i,0.0011676+0.00070007i,0.0011737+0.00079995i,0.00071423+0.00084257i,0.00028688+0.00096456i,-5.0485e-05+0.00057846i,9.971e-05+0.00059079i,-0.00010282+0.00055473i,-3.6221e-05+0.00044211i,0.00036075+0.00060764i,0.0010208-0.00025269i,0.0010598-0.00064668i,8.5504e-05+0.00020425i,0.0001494+0.0012176i,0.00041577+0.0010709i
0.0020804+0.0011159i,0.0013826-0.00053712i,0.0022964-0.0022904i,0.0012236-0.002838i,-0.0012842-0.0027362i,-0.0018952-0.0013832i,-0.0010387-0.00015426i,-0.00080541-0.00018639i,-0.00017077-0.00087649i,0.00055363-0.0010996i,0.00052263-0.0011747i,0.00071557-0.00027529i,-0.00051159+0.00032838i,-0.0013749-0.00058106i,-0.00080698-0.0007638i,-0.00019926-0.00024547i,-0.00020613-0.00018903i,-0.00030824-0.00047798i,-0.00026297-0.00086089i,-0.00086342-0.00082572i,-0.00099054-0.00072025i,-0.00064351-0.00086601i,-0.00047141-0.00073813i
0.00054435+0.0016125i,0.00056415+0.00013013i,0.0011932-0.0011i,0.00050354-0.0027964i,-0.00067312-0.0038121i,-0.0012642-0.0035214i,-0.0014344-0.0019281i,-0.0011391-0.0004073i,-0.00022532-0.00030746i,0.00087525-0.00071576i,0.00097875-0.00081066i,0.00073586-0.0010045i,0.00035672-0.00099373i,-0.00045237-0.00096043i,-0.00070604-0.00048781i,9.7325e-06+0.00014889i,0.00031927+0.00021469i,0.00030624+0.0002828i,-0.00024931+0.00020977i,-0.00048784-0.000124i,0.0002057+0.00024829i,0.00049942+0.00047434i,-6.0228e-05-0.00054571i
0.0027245-0.0021079i,0.0017027-0.001583i,0.00030665-0.0020345i,-0.0010141-0.0021113i,-0.001869-0.00073878i,-0.0019678+0.00091787i,-0.0010959+0.0001653i,7.1931e-05-0.0005673i,0.00040597-0.00029942i,0.00014243-0.00049453i,-0.0010141-0.00031123i,-0.0016676+0.00068098i,-0.0010103+0.0013992i,-0.00017423+0.0010105i,0.00028469+0.00044321i,0.00024975+0.00037946i,2.6572e-05+0.0004045i,-0.00031942+0.00035272i,-0.00035625-3.8458e-05i,2.5514e-05-5.8691e-05i,-8.6216e-05+8.7656e-05i,-0.0010914+0.00014251i,-0.001246+0.00045695i
0.00053808-0.00053275i,0.00094391-0.0013887i,0.00017128-0.0028376i,-0.0010399-0.0027069i,-0.0014243-0.0012106i,-0.0019687-3.3673e-05i,-0.0017308+5.9236e-05i,-0.00085654+0.00065727i,-0.00035881+0.0004895i,-0.00061997+0.0001759i,-0.001418+0.00021334i,-0.0014832-0.00012117i,-0.00096717-0.00023256i,-0.0011372+0.00012849i,-0.0011597+0.00023982i,-0.00053637-0.00051724i,0.00040757-0.00025653i,0.00026453+0.00075662i,0.00017349-0.00026262i,0.00055257-0.0010993i,-0.00022836-0.00045898i,-0.0008566+0.00044382i,-0.00051401+0.00059344i
