-0.00028027-0.0012065i,-0.00013239-0.00056151i,-0.0006459-6.8485e-05i,-0.0010057-0.00075297i,-0.0011808-0.00074584i,-0.0013993+0.00046778i,-0.00035858+0.0020015i,0.00097311+0.0020065i,0.0011911-8.8427e-05i,0.00068922-0.001203i,0.00065435-0.0006781i,0.0006662-0.00018845i,0.00035289-0.00037327i,-0.00010865-0.00024424i,-0.00039935-0.00039213i,-0.00043552-0.00052266i,-4.6169e-05-2.8682e-05i,-5.1829e-07-0.00032724i,0.00011154+9.5183e-05i,0.0002261+0.00071541i,-7.2484e-05-0.00048272i,-4.9464e-06-0.0011263i,0.00058545-0.0003292i
-7.9383e-05+0.00148i,0.00091571+0.0034955i,0.0020506+0.0040388i,0.0014591+0.00090154i,-0.00048719-0.0024858i,-0.00094458-0.0010033i,-0.00038144+0.0019854i,-0.00041327+0.0023398i,0.00021213+0.0011696i,0.00064171-0.00024918i,0.00046618-0.00095198i,-0.00013229-7.7219e-05i,-0.00024792+0.0013531i,0.0007189+0.0012766i,0.00032961+0.00025353i,-0.0002394-7.5671e-05i,8.0421e-05+0.000183i,0.00032758+4.4963e-06i,0.00098473-0.0003495i,0.00068088+3.6748e-05i,-5.207e-05+0.00010568i,0.00054482-0.00035161i,0.00047322-0.0001167i
-0.00014906+0.00014573i,0.00010082-0.0023099i,5.2854e-05-0.0037609i,4.9994e-05-0.0029375i,0.00041999-0.001303i,0.00047785-0.0010478i,-0.00022946-0.0010223i,-0.00080027+0.00036586i,-0.00050125+0.0010851i,9.2325e-05-0.00027673i,0.00017691-0.0016776i,-0.00011272-0.0011404i,0.00042612-0.00022114i,-0.00028219-0.0001027i,-0.0009721-3.3665e-05i,-0.00094772+2.5807e-05i,-0.00041739+0.00012028i,-3.7202e-05+0.0004624i,3.1981e-05+0.00054037i,0.00052222+0.00046597i,0.00063934+0.00047455i,-0.0001187+3.6458e-05i,-0.00047303-0.0005059i
0.00077644-0.0014736i,-0.00011046-0.00045839i,-0.00042088+0.00036984i,-0.001299+0.0013951i,-0.0014921+0.001492i,-0.0013382+0.0015322i,-0.00025386+0.0018781i,0.0010665+0.0011915i,0.00083441+0.00027292i,0.00015088+0.00014854i,-0.00044404-9.4339e-06i,-0.00093692-0.00032717i,-0.00084672+0.00032164i,0.00012831+0.0011707i,0.0014033+0.0013803i,0.0011596+0.00048235i,0.000292+0.00015138i,0.00012994+0.00072154i,0.00031397+0.0005586i,0.00080957-0.00029906i,-6.2888e-05-0.00041702i,-0.0005937-0.00070182i,-0.00013816-0.0013261i
-0.00051558+0.0013322i,-0.00063123+0.002417i,0.00043399+0.0029937i,0.0012198+0.0013519i,0.00053145-0.00076921i,-0.00048783-0.0018896i,-0.0012053-0.0014872i,-0.0014338-6.0732e-05i,-0.00082039+0.00053144i,-2.6432e-05+0.00010415i,0.00097977-0.00028656i,0.00088616-0.00040178i,-0.00024835-0.00036894i,-0.00076585-0.00051036i,-7.2266e-05-0.00036701i,0.00025037+0.00034022i,-0.00035285+0.00071155i,-0.00033004+0.00030518i,-1.1983e-05-0.00053306i,0.00023305-0.00042273i,0.00079039+0.00041772i,9.109e-05+0.00029713i,-0.00036674-0.0005462i
-0.0017085-0.0007017i,-0.0015281-0.00064005i,-0.0015451-0.0014763i,-0.00064766-0.001157i,-0.00026454-0.00086697i,-0.00031099-0.00057495i,0.00032758-0.00035471i,-3.0493e-05-0.00021599i,-0.0010044+1.2351e-05i,-0.00034348+0.00020558i,0.00028872+0.00034091i,0.0001336+0.00063493i,0.0001065+0.00064476i,0.00035251+0.00074711i,0.00031709+0.0011338i,0.00036928-2.5839e-05i,0.00039315-0.00057247i,0.0005355-0.00029806i,0.00039313-0.00041398i,-0.00062802-0.00048666i,-0.00057118-0.0010701i,0.00078046-0.00073939i,0.0007134+1.8425e-05i
-0.0005882-0.00045057i,-0.00068058+0.00036671i,-0.00063935+0.00098237i,-0.00067498+0.00012371i,-0.00092765-0.0013842i,-0.0018802-0.0014064i,-0.0025238-0.00031777i,-0.0017671+0.00080251i,-0.00042941+0.0012258i,0.00071899+0.00043889i,0.0011589-0.00057734i,0.00041668-0.00037557i,-0.00027879+0.00038115i,-0.00044842-7.3534e-06i,-0.0010415-0.00031274i,-0.00091797+0.000201i,-4.589e-06+0.00031849i,-0.00018311+0.00023687i,-0.00032914+0.00079813i,-0.00053846+0.00082411i,-0.00070922+0.00050309i,0.00019849-0.00053406i,2.7997e-05-0.0014249i
0.0010572-0.00034177i,0.0011285+0.0010855i,0.0010598+0.0011811i,-0.00044299+0.0007334i,-0.0027643+0.00076981i,-0.0026133+0.00077936i,-0.0011182+0.00066711i,-0.00052103+6.8459e-05i,-0.00057947-0.00024338i,-0.00020383-0.00036375i,0.00062361-0.00046315i,0.0012558+0.00027401i,0.0013314+0.00019324i,0.00016515-0.00055752i,-0.00016069-0.00029185i,0.00033599+0.00031576i,-7.8925e-05-9.8061e-05i,0.00014295-0.00045688i,0.00018646-6.2532e-05i,0.00013655+7.9148e-05i,9.5644e-06+0.00027698i,-0.00072281+0.0002202i,-0.00082632-1.0533e-05i
-0.0029949+4.4821e-05i,-0.0023576+0.00026227i,-0.0014797-0.00089617i,-0.00018248-0.00083561i,0.0001424-0.00069348i,-0.00021769-0.00043969i,0.00016989-0.0002996i,0.00056513-0.0010994i,0.00039164-0.00086853i,0.00015834-0.000115i,0.00044275-0.00047325i,0.00060623-0.0010043i,0.00041036-0.00085507i,0.00090875-0.00072929i,0.0011546-0.00029502i,0.00079266+3.2509e-05i,0.00050883+1.6556e-05i,0.00084766+0.00039945i,0.000892+0.00066819i,5.7078e-05+0.00094471i,-0.00014125+0.00050246i,6.5197e-05-0.00028983i,-0.0003341+1.7223e-05i
-0.00050404+0.0012608i,-0.00094655+0.0020614i,-0.00079063+0.002989i,0.00031242+0.0019729i,0.00055965+0.00020667i,-0.00071493-0.00076477i,-0.0014489-0.0011063i,-0.00093718-0.0013769i,0.00019212-0.00095852i,-2.2399e-06+5.322e-06i,-0.00032892-0.00018121i,-6.3358e-06-0.00038797i,-1.7383e-05-0.0002567i,0.00023466-7.4485e-05i,0.00036562+0.00037393i,-2.901e-05+0.00049382i,-0.00040711+4.3159e-05i,-0.00054851-0.0002492i,-0.00035438-8.2664e-05i,6.0722e-05+7.767e-05i,0.00012529+0.00050207i,0.00042097+0.00040641i,0.00061248+7.1561e-05i
-0.0013474+0.0011103i,-0.00030603+0.0020099i,0.00052438+0.0013965i,3.8436e-05-0.0006732i,-0.00038954-0.0013212i,-0.00068422-0.00041808i,-0.00090139+0.00062893i,-0.00078471+0.00080776i,-0.0011233+0.00031235i,-0.0010522-3.4341e-06i,5.7383e-05-0.00022679i,0.0008323-0.00021818i,0.00059028-0.00052364i,0.00019007-0.00065593i,-0.00038592-0.00030485i,-0.00090181-0.00038635i,-0.00047946+0.00016287i,-0.00063661+0.00077621i,-0.00064467+0.0008975i,0.00015597+0.00081208i,0.0002065+0.00038473i,0.00029301-0.00032828i,0.0004933+5.4422e-06i
0.0007344+0.00080848i,0.00038005+0.0015408i,0.00057648+0.000724i,0.00036971-0.00079913i,-0.00057623-0.00033721i,-0.00090741+0.0006616i,-0.00048694+0.0013947i,0.00017275+0.00091893i,0.00025618+0.00010194i,0.00043822-5.278e-05i,0.000445-0.00028409i,0.00024427-0.0007903i,-0.00032975-0.00048163i,-0.0011463+0.00051567i,-0.00079162+0.00018713i,-0.00045171+3.7758e-05i,-0.0003473+0.00029294i,-3.222e-05+0.00072128i,-8.9041e-05+0.00063549i,0.00047802-7.4585e-05i,0.00069699+0.00011084i,5.0335e-05+6.6989e-05i,-0.00063587-6.5661e-05i
-0.0018308+0.0007342i,-0.0014994+0.00017625i,-0.00062831+0.0011782i,0.0010961+0.0012133i,0.00089324+0.00040776i,-0.0002516-0.00090894i,-0.00093472-0.0015971i,-0.0015508-0.0010718i,-0.0019001-0.000692i,-0.00085727-0.00081226i,0.00010166-0.0013031i,0.00037613-0.0010727i,7.5293e-05-0.00061943i,-0.00079172-0.00086377i,-0.00086174-0.0010438i,0.00034333-0.00048081i,0.00071235+0.00035744i,0.00066859+0.00050157i,0.00064571+0.00015638i,0.00021954+0.00019737i,5.872e-05+9.741e-05i,0.00083888-0.00066428i,0.0012228-0.00082423i
0.00020669+0.000369i,0.00054701+0.0016623i,0.00081871+0.001304i,-5.3451e-05-0.00079446i,-0.0010886-0.0016631i,-0.0021027-0.00046217i,-0.0021144-0.00025779i,-0.00097705-0.0015084i,-0.00035969-0.0018257i,-4.9321e-05-0.001386i,-0.00024666-0.0010315i,-0.00038186-0.00042359i,-2.6764e-05+0.00018054i,2.5196e-05-0.00015328i,0.00047989+0.0002583i,0.000304+0.0011834i,0.00019586+0.0010379i,0.00026762+0.00017451i,0.00035149+5.2047e-05i,0.00011374-0.00022114i,-5.9475e-06-0.0002939i,0.00072186+0.00041741i,0.00048823+0.00032911i
-0.0015081+0.00074635i,-0.0025316+0.0015446i,-0.001193+0.0015848i,9.6372e-05+0.00096835i,-0.00072193+0.00033374i,-0.0017762-0.00027448i,-0.0014783-0.00041733i,-0.0011338-0.0008507i,-0.0011068-0.00055911i,-0.00071892-0.00019193i,0.00047344-0.00054744i,0.0003867-0.00062619i,-2.9406e-05-0.001302i,-6.6476e-05-0.0017167i,5.3696e-05-0.0011154i,0.0005691-0.00022963i,0.00040905+0.00027821i,-0.00015536-0.0002502i,-0.00028117-0.00080134i,-0.00015858-0.00040783i,-4.2461e-05-0.0001967i,0.00055313-0.00019498i,0.0007154-0.00028535i
-0.0049771-0.00011194i,-0.0040233+0.0020328i,-0.002389+0.0036138i,-0.00044785+0.0033383i,0.00061309+0.0022443i,0.00066799+0.0013625i,-9.6234e-05+0.00064666i,-0.00069089+0.00039662i,-0.0012198+0.0005075i,-0.00078873+0.00088i,-0.00013968+0.0010557i,8.0993e-05+0.0010212i,0.0003998+0.00055073i,0.00037076-0.00084286i,0.0005744-0.0011924i,0.00073589-0.00019149i,0.00053814+0.00013448i,2.2207e-05+0.00011168i,-0.00070492-0.00022146i,0.00015956-0.00093518i,0.00043897+7.5443e-05i,-0.00037688+0.00078672i,-0.00065968+0.00071731i
-0.00070076+0.0012162i,-4.8305e-05+0.00096183i,0.0010888+5.888e-05i,0.000645-0.00042143i,-0.00079025+0.00011282i,-0.0014051+0.00070722i,-0.00065604+0.00090969i,-0.00024565+0.00091628i,-1.4815e-05+0.00026935i,0.00010523-0.00042509i,-0.00065507-0.00062002i,-0.0012195-0.00039585i,-0.00096395-0.00022868i,-0.00051998-4.3799e-05i,-9.7452e-05-8.5566e-05i,-0.00027248-0.00053566i,-0.00035874-0.00092321i,-5.7006e-05-0.00084903i,-7.9833e-05-0.00045197i,0.0007332+9.9296e-05i,0.0011777+0.00057404i,0.0010222-0.00010183i,0.00059615-0.00056635i
-0.00054339+0.00070738i,-0.0011105+0.0011478i,-0.00057297+0.00044i,-0.0010218-0.0002065i,-0.0021202-0.00091502i,-0.0019093-0.0006038i,-0.0002433+0.00039702i,0.00098735+0.00041658i,0.00095499-8.2308e-05i,0.00076587-0.00024043i,6.1955e-05+0.00034551i,-0.00012012+0.00084226i,0.00063381+0.00096447i,0.00096058+0.00087655i,2.0918e-07+0.00060373i,-0.00035016+0.00037269i,-3.9865e-05-5.9181e-05i,0.00051177-0.00072085i,0.0010602-0.00065004i,0.0006064+8.2708e-06i,0.00021478+0.00044797i,5.5404e-05+0.00073764i,-0.00015489+0.0003039i
0.00022396-0.00025267i,0.00030794-0.00048398i,0.000864-0.00066928i,0.0014981-0.00035521i,-0.00020621+7.9946e-05i,-0.0017797-0.00035582i,-0.0012622-0.00038481i,-0.0002307-0.00025027i,0.00066013-0.00068994i,0.0008046-0.00054686i,0.0003054+0.00015408i,-0.00044693+0.00018257i,-0.00050315+7.9876e-05i,7.7591e-05+0.00020827i,-9.2689e-05+4.7245e-05i,0.00015025+8.5246e-05i,5.6044e-05+0.0006412i,-0.00012953+0.00090357i,-8.6202e-05+0.00010365i,-0.00071177-0.00070897i,-0.00025708-0.00043325i,0.00049893-0.00024249i,0.00027724-5.2424e-05i
0.0025679-7.7175e-05i,0.003022-0.00021649i,0.0029084-0.0013521i,0.00061003-0.001444i,-0.001972-0.0007913i,-0.0027679+0.00065779i,-0.0017187+0.00084879i,-0.0010445-0.00050262i,-0.0013508-0.00071473i,-0.00031364-0.00040351i,0.00058154-0.00071031i,0.00080621-0.00032997i,0.00078192+0.00069142i,-6.8339e-05+0.00077602i,-0.00058604+0.0006456i,-0.00051246+0.00085756i,-0.00023725+0.00092219i,-0.00032773+0.00084671i,-0.00079454+0.00063218i,-0.00023683+7.9028e-05i,0.00051472-0.00074874i,0.00055864-0.00046184i,0.0003388-4.5373e-05i
-0.0017073+6.3896e-05i,-0.0017919+0.00070367i,-0.00054787+0.00040036i,0.00035768-0.00085651i,-0.00073583-0.0016279i,-0.0021193-0.001236i,-0.0015161-0.00060731i,-0.00097069+0.00032166i,-0.0006761+0.00071331i,-5.9536e-05+0.00037367i,-0.00027248+0.00073602i,-0.00043383+0.00078581i,-7.6312e-05+0.00010424i,4.7774e-05-3.9684e-05i,0.00023963+0.00019298i,0.00029187+0.00032174i,0.00024176+0.00027231i,0.00021383+0.00015191i,-9.7924e-05+0.00036842i,-0.00081108+0.00092411i,-0.0010626+0.0011024i,-0.00097404+0.0013613i,-0.0011829+0.00076064i
0.00024074-0.00043096i,-3.7565e-05-0.0010897i,-4.9985e-05-0.00082901i,0.00026922-0.00029702i,0.00016954-4.7717e-05i,-0.00068196-2.6803e-05i,-0.0011938+0.00056605i,-0.00039841+0.00093171i,0.00037285+0.00066704i,0.00039954+0.00043351i,0.00066635+0.00032688i,0.00031827-0.00031798i,-8.8856e-05-0.0012565i,-0.00016002-0.00067009i,-0.00071339+0.0007104i,-0.00047978+0.0011155i,-0.00048757+0.00077125i,-0.00044369+0.00011965i,0.00049861+0.00016222i,0.00054404+0.00099501i,-0.000141+0.00091157i,-0.0001834-2.686e-05i,9.4149e-05-0.00054517i
0.0022689+0.0017441i,0.0010162+0.001952i,0.0012763-0.0003182i,0.00061599-0.0021614i,-0.0007603-0.0013417i,-0.00092839+0.0008656i,-0.00065536+0.0021586i,-0.00027413+0.0017429i,0.00049172+0.0008771i,0.00081844+0.00041485i,0.00026039-3.501e-06i,-6.018e-05-0.00025603i,-2.1062e-05+0.00024915i,-0.00051283+0.00077699i,-0.0010076+0.00064335i,-0.0017183-0.00022246i,-0.00085093-0.00027071i,0.00087234-0.00036734i,0.0008654-0.00023591i,0.00015928+0.00047671i,-0.00034374+0.00010883i,-0.00026256-0.00059081i,0.00010497-0.00048172i
-0.00053454-3.9693e-05i,-0.000219-0.00020707i,-2.0455e-05+0.00041749i,0.00027396+0.0012519i,0.00047687+0.00054624i,0.00030224-0.0011657i,-6.3614e-05-0.0010481i,-6.8915e-05-0.00041278i,-9.0999e-05-0.00078115i,0.00023318-0.00097444i,0.0014628-0.00061396i,0.0018253-5.2151e-05i,0.00044997+0.00016933i,-0.00051635-0.0002115i,5.8352e-05-0.00071124i,7.9369e-05-6.2522e-05i,-0.00037657+0.0010578i,-0.00026075+0.0013028i,0.00016489+0.0003971i,0.0006828-0.00080784i,0.00047291-0.00091728i,6.67e-06-0.00094367i,-8.7697e-05-0.0010028i
-0.00083101-0.00036711i,-0.0012706-0.00032099i,-0.00092062-0.00030304i,-0.00024963-0.0006919i,-0.00077642-0.0003371i,-0.0011171-0.00038833i,-0.0006104-0.00064251i,-0.00091678-0.00061911i,-0.001149-0.00040713i,-0.00016213-0.00069263i,0.00023437-0.00090182i,-0.00043558-0.00053807i,-3.4625e-05-0.00059868i,0.00013122-5.7936e-05i,0.00021117+0.00021024i,0.00048486-4.1971e-06i,0.0008058-0.00027269i,0.0002864-0.00058021i,-0.00055426-0.00072601i,-0.00027179-0.0011005i,-0.00015033+0.00010292i,0.00022582+0.0010191i,0.00083301+0.00050057i
6.2479e-05+9.1645e-05i,0.00068034+7.4403e-05i,0.0014012-0.00064058i,0.0012926-0.0011924i,0.00030376-0.0013164i,-0.00082206-0.0012139i,-0.0010585-0.00085933i,-0.00052241-0.00083314i,0.0001137-0.00051985i,-0.00041313+0.00032598i,-0.0010334+0.00058958i,-0.00071455-0.0001897i,-2.7142e-05+0.00035562i,0.0006213+0.00084804i,0.00089895+0.00017685i,0.00039868-0.00025423i,-0.0008325-0.00077029i,-0.00080697-0.00042076i,-0.00018942+0.0001716i,0.00054886-0.00025571i,0.00091718-0.00081768i,-1.4947e-05-0.00033848i,-0.00051956-0.00012312i
-0.0012533-0.00020485i,-0.001066-0.00020087i,-0.0010394-0.00098151i,-0.0014625-0.0017816i,-0.0021355-0.00104i,-0.0022902+0.00028303i,-0.0019012+0.0011251i,-0.00094038+0.0008489i,-0.00052466+0.00065848i,-0.00095314+0.0011741i,-0.00073772+0.00070065i,-0.00012176+0.00056037i,-0.00054649+0.00066926i,-0.00059549+0.00011089i,1.577e-05-0.00047215i,-0.00011536-0.0011091i,-7.1481e-05-0.0012464i,2.8238e-05-0.00068661i,1.5767e-05-0.00055921i,-0.00020651+9.4166e-05i,-5.1841e-05+0.00044028i,0.000134+0.00023645i,0.00015839+0.00054347i
-0.0013399-0.00049788i,-0.0012417+0.00015358i,-0.0014204+0.00052128i,-0.0014091+0.00056441i,-0.0015071+0.00047372i,-0.00095561+0.0010223i,-0.0013286+0.0015654i,-0.0013193+0.0006214i,-0.0004559+7.5253e-05i,0.000113+0.00040254i,0.00029465+0.00024829i,0.00023081+0.00022449i,0.00046062+8.4811e-05i,0.00059753+0.00043408i,0.00021111+0.00079738i,-0.00033515-6.961e-05i,-0.00057818-0.00050306i,-0.00018255-0.00038229i,0.00063368-0.00065008i,0.00074676+3.954e-05i,0.00044962+0.00049041i,3.3592e-05+7.4931e-05i,-0.00087896-4.0716e-05i
-0.0026052+0.0011765i,-0.0019365+0.0014027i,0.00018536+0.0020958i,0.00087473+0.0015723i,-0.00015938-0.00043955i,-0.0015815-0.0015535i,-0.00082967-0.00094128i,0.0007877-0.0002847i,0.0013897-0.00034129i,0.0015412-0.00057787i,0.00091681-0.00062575i,0.00021404-0.00035344i,1.4111e-05+0.00013202i,-9.0378e-05-0.00017302i,0.00063169-0.0011973i,0.00075694-0.00071957i,0.00024945+0.00011476i,-0.00019893+0.00078783i,0.00011726+0.0011172i,0.00014753+0.00019238i,-0.00017925-0.00083902i,-0.00038-0.0012123i,-0.00092411-0.00096778i
0.00023585+0.00034238i,0.00060658-0.00035784i,0.0011412-0.0003991i,0.0010794-0.0009565i,-0.00048454-0.0011194i,-0.0013364+6.7303e-05i,-0.00096791+0.00058514i,-9.4444e-05+0.00015141i,0.00040877-0.00031898i,0.00086329-0.00026937i,0.00098427-0.00081477i,0.00029418-0.0014256i,-0.00030002-0.0012787i,3.7254e-05-0.00065382i,0.00037633-5.5909e-05i,0.00024546-0.00011304i,-0.00034825+0.00023358i,-0.00062459+0.00031592i,0.00025513+0.00020814i,0.001256+0.00031536i,0.0012372+0.00082446i,0.00070935+0.00048307i,5.5351e-05-0.00030612i
-0.0014033-1.0408e-05i,-0.0013549+0.0010391i,-0.0010872+0.00091339i,-0.00099764+0.0002567i,-0.0012108+0.00016394i,-0.0012351+6.8606e-05i,-0.00086627-0.00052841i,-0.00010678-0.00042641i,4.0784e-05+0.00020993i,-0.00056428-0.00014812i,-0.00050353-0.00031085i,-0.00032314+0.00083583i,0.00016568+0.00084017i,0.00068046+0.00023469i,-4.9454e-05+0.0002491i,-0.00061286+0.00030962i,-0.00078697+0.00049176i,-0.00089109+3.1567e-05i,-0.0006817-0.00024418i,-0.00017967+1.793e-05i,0.00033375+1.5883e-05i,0.0004791+0.00040724i,-5.9382e-05+0.00062454i
0.00029144-0.00042021i,0.00069149+0.00041926i,0.00031623+0.00038525i,-0.00089166-0.00030056i,-0.0014007-0.0015916i,-0.0010508-0.0017601i,-6.2948e-05-0.00027495i,0.00020672-6.3021e-05i,-0.00027357-0.00036523i,-0.00050402+0.00019105i,-0.00030203+0.00032132i,-0.00019615+7.5122e-05i,-0.00043354-0.00045315i,-0.000621-0.00028374i,-0.00032135-0.00018953i,0.00032351+9.6162e-05i,0.00045818+0.00069569i,0.00069003+0.00078087i,6.7995e-05+0.0002657i,-0.00042527+0.00024531i,-0.00019059+0.00086033i,-0.00025487-9.7099e-06i,0.00046742-0.00043395i
0.00018705+0.0020502i,0.0020244+0.0026064i,0.0036608+0.0024764i,0.0024587+0.0012818i,-0.00033694+9.8944e-05i,-0.0021634+0.00013138i,-0.0021078+0.00080627i,-0.0010063+0.00044995i,0.00018567-8.9882e-05i,0.00074801+0.00026867i,0.00037509+3.0914e-05i,0.00021073-0.00049319i,0.00024075-0.00029524i,-1.3017e-05+0.00067974i,1.2059e-05+0.0013756i,8.595e-05+0.0011081i,0.00029804+0.0010782i,0.00022268+0.00029877i,-3.1513e-05-0.00037734i,3.5006e-05+0.00045206i,0.00036541+0.00080423i,0.00087374-0.00048848i,-3.3131e-06-0.00079634i
-0.0012545+0.0011632i,-0.0013998+0.0018176i,-0.0013035+0.0024791i,-0.00055067+0.0019506i,-0.00011006+0.00080675i,-0.00026451-0.00049707i,-7.2582e-05-0.00022885i,-0.00015632+0.00093278i,-0.00050388+0.00045499i,0.00064245-0.00029428i,0.0020541-0.00035519i,0.0019157-0.00077565i,0.00049182-0.00065421i,-0.00060508-0.0011539i,-0.00072642-0.0014883i,-0.00062044-0.00060403i,-0.00048462-0.00013588i,-0.00035789-9.1053e-05i,-0.00040571+0.00014672i,-0.00048146+0.00022053i,-6.2018e-05+0.0008777i,0.00034482+0.00074004i,6.5171e-05+0.00018142i
0.00032548-0.0021062i,0.00058546-0.0018813i,0.00081163-0.00073362i,0.0012488-0.00080281i,0.00022268-0.0009388i,-0.0013944+7.2107e-05i,-0.0011582+0.00051061i,-0.00065242-0.00036198i,-0.00065428-0.00087278i,-0.00035928-0.00013717i,-0.00031555+2.7773e-05i,-0.00043323-0.00015077i,-2.8265e-05+0.00042986i,0.00058328+0.0003415i,0.0010186+0.00022722i,0.0010713+0.00038001i,0.00057947+0.00018262i,9.9461e-05-0.00061287i,0.00045062-0.00060204i,0.00047668-0.00057416i,0.00063188-0.00034779i,0.00078849+0.00010037i,5.8221e-06+7.2117e-05i
8.7293e-06+0.0011555i,-2.1769e-05+0.0013202i,0.00018111+0.0004915i,0.0011368-0.00089252i,4.5248e-05-0.0015517i,-0.0011135-0.001903i,-0.00093138-0.0012142i,-0.00050003+7.4093e-05i,-9.8525e-06-5.1574e-05i,0.00069108-0.00087038i,0.00035835-0.00090802i,-0.00041854-0.00036204i,-0.0012664+0.00014373i,-0.0015865+0.00042478i,-0.00086877+0.00032858i,-0.00016113-5.2923e-05i,0.00026011+2.1889e-05i,0.00026844+0.00040263i,0.00056839+0.00048785i,0.00044991+0.00024717i,0.00062444+0.00056847i,0.00098837+0.00035919i,0.0012262-0.00025466i
0.0013247-8.7687e-05i,0.0012669-0.00021565i,0.00077362-0.00037548i,-0.00032601-0.0005107i,-0.0019465-0.0009205i,-0.0028983-8.236e-06i,-0.0025+0.0012812i,-0.0016138+0.00068166i,-5.0876e-05-4.7196e-05i,0.00028931-8.8039e-05i,-0.0004636-0.00050508i,-0.00088971-0.00022106i,-0.00045939+0.00043642i,-0.00049345+0.00031224i,-0.0009047+8.1406e-05i,-0.00010534+0.0002428i,0.00049001+0.00011098i,0.00028963+0.00023299i,0.00048572+0.00061976i,0.0009165-9.8557e-06i,0.00017105-0.00018933i,-0.00023568+0.00059453i,-0.00013149+5.9973e-05i
0.0011046+0.00021138i,0.00040968-0.00014432i,-0.00097774+8.9518e-05i,-0.0011114+0.00069151i,-0.0013719+0.00047525i,-0.0016684-0.00028361i,-0.0011847-0.00094542i,-0.00075489-0.001103i,-0.00041169-0.00079075i,0.00039146+4.8824e-06i,0.00069038+0.00011217i,0.00082407-0.00035834i,0.00011692-0.00066093i,-0.00044401+0.00010047i,-3.5308e-05+0.0011257i,0.00018244+0.0001211i,0.00050587-0.00078825i,0.00061612-0.00044019i,0.00062355+0.00061429i,0.00035396+0.00077123i,-0.00015466+0.00026174i,-0.00055376-0.00030174i,-0.00041797-0.00030463i
-0.00013919+0.0012559i,0.00024168+0.0028638i,0.00044992+0.0029399i,0.0010177+0.00094693i,0.00078471-1.4473e-05i,3.8109e-05+0.00033712i,-0.00055452+0.00079828i,-0.0007989+0.0006214i,-0.00084146-0.00018173i,-0.00019035-0.0008442i,0.00019086-0.00050905i,-0.00013542-0.000498i,-0.00032712-0.00059463i,-0.0010346-0.00021478i,-0.0010796+0.0003126i,-0.00070597-0.00038435i,-0.0005075-0.0011722i,-0.00020069-0.00040388i,-0.00022113+0.00013275i,-0.00015311+0.00010001i,3.8777e-05+0.00010713i,-4.4956e-05-0.00017828i,0.00049316-0.00034131i
-0.00033494-0.0020833i,-0.00069799-0.0026643i,-0.00029794-0.003741i,0.00066175-0.0038864i,0.00061367-0.0019489i,-0.00027518-0.00037813i,0.00068607+0.00056516i,0.00036705+0.0010701i,-0.00073901-8.2769e-05i,-0.00082968-0.00074762i,-0.00033587-8.7628e-05i,0.00032229-0.00033434i,0.00085564-0.00066832i,0.0007836+0.00011522i,-3.0267e-05+0.00030693i,-0.00086163-0.00046913i,-0.00093309-0.0001587i,-0.00083133+0.00060374i,-0.00030067+0.00053873i,0.00026082+0.00048397i,0.00020315+0.00070361i,0.00018834+0.00060321i,0.00081217+0.00045843i
0.00089644+0.00087474i,0.0011064+0.0015363i,0.00044302+0.0009509i,0.00037161-0.00039844i,-0.00060099-0.00085416i,-0.0012237-0.00020593i,-0.0010556+0.00043561i,-0.00045+0.00054261i,0.00010655+0.00058518i,-0.00012817+0.00017509i,-0.00030632-0.00023254i,6.7099e-05-8.264e-05i,-0.00054888+4.8911e-05i,-0.0010415-0.00028956i,-0.00057-0.00014984i,0.00045665+0.0004395i,0.0013265+0.0011187i,0.0011027+0.0011434i,0.00042354+0.00088244i,0.0002552+4.6933e-05i,-0.00045125-2.1781e-05i,-0.00060624+0.00016157i,0.00033622-0.00022349i
-0.0010134+0.00088905i,-0.0022428+0.0005085i,-0.001415+0.00050855i,-0.00091103+0.00074751i,-0.000878-0.00050993i,-0.00065925-0.0018635i,-0.00083861-0.00077719i,-0.00031125+0.00012211i,0.00017857+0.00043415i,0.00030854+0.00018085i,0.00044897-0.00025686i,-9.5312e-05-0.00045056i,-0.00047492-1.1234e-06i,-0.00076299+0.00041623i,-0.00064506+0.0002678i,-0.00017101+0.00026774i,-0.00029381+0.00029691i,-0.00047069+8.1578e-05i,-0.00038546+0.00022008i,0.00043295+8.1093e-05i,0.00073509-1.5512e-05i,0.0001454-0.00034079i,-0.00049259-0.00060804i
0.0024951-0.0019341i,0.0020514-0.0014282i,0.0013991-0.0017808i,0.00076924-0.0014995i,0.00047761-0.00016706i,-0.00024646+0.00025924i,-0.00013662-0.00031179i,0.00077781-0.001011i,0.00086393-0.0015224i,0.00059658-0.0011066i,0.00049924+5.0878e-05i,0.00072571+0.00038778i,0.00061569+0.000169i,0.00047273+0.0010912i,0.00054539+0.0013436i,0.00060426+0.00045572i,0.000171-8.5738e-05i,0.00015506-0.00029208i,0.00033474+1.281e-05i,0.00048077+0.0005171i,0.00050087-7.5309e-05i,0.00048875-0.00070465i,0.00059966+0.00012751i
