-0.0023687+0.00018763i,-0.0018116+0.0010837i,-0.00021147+0.0023943i,0.00077511+0.0019713i,0.00078969+0.001041i,-0.00026834+0.0019163i,-0.00040354+0.0019788i,0.00037886+0.0013961i,0.00043471+0.0014304i,0.0013447+0.0010132i,0.0016847+0.00013252i,0.0006128-0.00026737i,-0.00024026-0.00029902i,0.00030971-0.00056461i,0.0014709-0.00098078i,0.0013129-0.00099417i,0.0004859-0.00066195i,-1.1609e-05-0.00096308i,0.00016067-0.00077807i,-7.751e-05+0.00015538i,-0.00095184+0.0010159i,-0.00086997+0.0010915i,-0.0003169+0.00060434i
0.072735+0.09883i,0.27672+0.32603i,0.61696+0.50336i,0.81371+0.33951i,0.62224+0.0089486i,0.2872-0.12391i,0.1196-0.11497i,0.052223-0.09557i,0.0039999-0.038895i,0.0017337+0.010468i,0.0068891+0.017644i,0.0021051+0.015152i,-0.0067436+0.01596i,-0.018578+0.026999i,-0.022194+0.031263i,-0.032365+0.027297i,-0.046236+0.035786i,-0.035258+0.039292i,-0.0087463+0.019672i,-0.0048587+0.00018815i,-0.023592+0.0047546i,-0.032044+0.026005i,-0.022058+0.039395i
-0.1018-0.015536i,-0.14158-0.18411i,-0.069699-0.46861i,0.037453-0.57955i,0.065015-0.42081i,0.049149-0.23644i,0.012169-0.12096i,-0.013709-0.023018i,0.005179+0.02785i,0.023274+0.023429i,0.027801+0.011679i,0.042505-0.00060071i,0.058812-0.025972i,0.054027-0.049059i,0.033726-0.040861i,0.032734-0.016058i,0.049798-0.017413i,0.041152-0.035068i,0.0046-0.031876i,-0.01387-0.0091721i,-0.0028816+0.0034684i,0.0098994-0.00037312i,0.0094844-0.0016672i
0.048619-0.27029i,-0.16827-0.28755i,-0.48812+0.097149i,-0.49365+0.54237i,-0.15967+0.5256i,0.06112+0.2523i,0.091835+0.10287i,0.072601+0.02833i,0.020092-0.0146i,-0.0067067-0.013656i,-0.020612-0.022902i,-0.05971-0.015549i,-0.079769+0.013446i,-0.076956+0.020871i,-0.060551+0.0096317i,-0.041645-0.0045092i,-0.039613-0.0011424i,-0.03092+0.016135i,-0.0024653+0.014501i,0.016825-0.010923i,0.01137-0.031357i,-0.0061868-0.027054i,-0.018424-0.015498i
0.22574+0.24779i,0.50845+0.33089i,0.66415+0.16107i,0.46747-0.086186i,0.1468-0.12455i,0.0012579-0.055486i,-0.035329-0.039645i,-0.039024-0.026174i,-0.021026-0.02141i,-0.03043-0.012621i,-0.015163+0.026657i,0.033623+0.036131i,0.058239+0.024563i,0.064179+0.020742i,0.048535+0.015495i,0.025277+0.014331i,0.020336+0.0021095i,0.015727-0.019431i,0.0036523-0.021626i,-0.0073014-0.0083961i,-0.011195+0.0004508i,-0.0074944+0.00035779i,-0.0035621-0.00058096i
-0.14548-0.19411i,-0.35883-0.38677i,-0.54958-0.47197i,-0.50735-0.34344i,-0.28233-0.1282i,-0.12175+0.0088919i,-0.072754+0.059972i,-0.039743+0.051046i,-0.013573+0.022222i,0.0045926+0.0012634i,0.0039771-0.031474i,-0.02738-0.060361i,-0.054138-0.061638i,-0.052914-0.044237i,-0.029736-0.024283i,-0.011209-0.011702i,-0.014054+0.0075863i,-0.014811+0.033259i,-0.0038639+0.036545i,0.0064184+0.021825i,0.014515+0.0078055i,0.021662-0.00072733i,0.029543-0.0045578i
-0.1575+0.33188i,-0.086929+0.67099i,0.1989+0.78003i,0.41571+0.48753i,0.31815+0.14621i,0.13444+0.032612i,0.070832+0.009897i,0.039893-0.0072422i,0.016034-0.0099088i,-0.0063414-0.017879i,-0.024786+0.010854i,0.0019652+0.056857i,0.032912+0.06455i,0.040318+0.050592i,0.034651+0.028901i,0.018345+0.011412i,0.012543-0.0016857i,0.012183-0.019807i,-0.0031803-0.021103i,-0.018767-0.0044744i,-0.022271+0.0046762i,-0.021206+0.0017973i,-0.024286+0.00045189i
0.13034-0.4896i,0.20698-0.92152i,0.16357-1.0198i,0.027859-0.59303i,-0.020707-0.097679i,0.021837+0.097411i,0.049462+0.10465i,0.04262+0.069578i,0.014023+0.051078i,0.019018+0.053902i,0.041879+0.017742i,0.031172-0.033174i,0.016406-0.048469i,0.009016-0.039002i,0.004359-0.020392i,0.0062297-0.01177i,0.00071069-0.0050599i,-0.0092398+0.014223i,-0.0060442+0.027259i,0.0091335+0.028075i,0.018812+0.025868i,0.018225+0.027489i,0.01761+0.031675i
-0.056672+0.42497i,-0.16989+0.87662i,-0.25429+1.0976i,-0.2167+0.80741i,-0.15799+0.31365i,-0.1389+0.027423i,-0.10627-0.040427i,-0.060097-0.033583i,-0.021818-0.026102i,-0.018069-0.029576i,-0.038744-0.0053522i,-0.043597+0.034621i,-0.035225+0.042754i,-0.025593+0.02737i,-0.013733+0.015909i,-0.0089986+0.015386i,-0.0058757+0.011945i,0.0083787-0.0053423i,0.021293-0.024703i,0.017034-0.033101i,0.0028104-0.031516i,-0.0048478-0.031034i,-0.006093-0.040725i
0.2051-0.25209i,0.38056-0.59692i,0.40132-0.85542i,0.1786-0.76822i,-0.026494-0.43734i,-0.057086-0.15194i,-0.022999-0.012278i,0.0078893+0.032445i,0.016771+0.030846i,0.014584+0.02799i,0.029164+0.017505i,0.041428-0.011555i,0.035128-0.022075i,0.016258-0.010998i,-0.0022604-0.0033072i,-0.0023473-0.0049651i,0.0022185-0.0075536i,-0.0088947-0.0010386i,-0.02285+0.0099856i,-0.023772+0.019443i,-0.014814+0.026312i,-0.0073558+0.028225i,-0.0080673+0.032044i
-0.28221+0.23137i,-0.59196+0.43908i,-0.70253+0.51215i,-0.41346+0.33548i,-0.045501+0.041914i,0.08516-0.19027i,0.039464-0.27017i,-0.030732-0.2116i,-0.041906-0.10764i,-0.019306-0.062758i,-0.029141-0.05798i,-0.052324-0.035271i,-0.050488-0.013088i,-0.028818-0.0075809i,-0.010243-0.0067893i,-0.0093472-0.004465i,-0.015049-0.0022733i,-0.010884-0.00014141i,0.0024368+0.0017344i,0.01317-0.0015355i,0.015246-0.010118i,0.013542-0.015627i,0.015972-0.016052i
0.25362-0.2603i,0.57603-0.48707i,0.78097-0.5137i,0.65466-0.27487i,0.37016-0.014652i,0.14668+0.13351i,0.037341+0.18408i,0.025148+0.14623i,0.029479+0.068736i,0.018669+0.036581i,0.02504+0.038953i,0.038549+0.030732i,0.039138+0.022078i,0.026897+0.01508i,0.013207+0.005768i,0.012741-0.001824i,0.016078-0.0095981i,0.0075642-0.013697i,-0.0069813-0.013884i,-0.014593-0.011145i,-0.014435-0.005403i,-0.016409+0.00033013i,-0.023618+0.0031323i
-0.11996+0.19981i,-0.22866+0.39805i,-0.28557+0.47059i,-0.22614+0.37017i,-0.10191+0.2401i,0.031273+0.12942i,0.11101+0.026207i,0.078853-0.045892i,-0.0034299-0.059884i,-0.044481-0.033312i,-0.036759-0.013604i,-0.022163-0.017738i,-0.021629-0.027877i,-0.02012-0.023476i,-0.010894-0.010967i,-0.0067708+0.0020692i,-0.0061687+0.015572i,0.0015298+0.021784i,0.011958+0.017782i,0.0136+0.0080688i,0.0077968+0.0020662i,0.0060447+0.0035313i,0.0092331+0.0045668i
0.003076-0.064498i,-0.0041182-0.057789i,-0.036065-0.0054062i,-0.11107+0.022268i,-0.18335+0.0083611i,-0.22151+0.015264i,-0.20684+0.059911i,-0.10839+0.10313i,0.0016714+0.093678i,0.028885+0.049763i,0.0084827+0.032174i,0.0075309+0.031217i,0.01777+0.018668i,0.018014+0.0039472i,0.0092814-0.0023399i,0.0033263-0.0022136i,0.0090894-0.0069973i,0.013987-0.020977i,0.0062569-0.03102i,-0.0045877-0.024427i,-0.0051333-0.010724i,0.0028714-0.0032855i,0.0086061-0.0030861i
-0.075282-0.0081734i,-0.18168-0.042452i,-0.22369-0.1049i,-0.14604-0.1593i,-0.040388-0.1557i,0.023797-0.088929i,0.056686-0.033434i,0.041374-0.03349i,0.0041486-0.039728i,-0.0031684-0.04299i,-0.0045459-0.047411i,-0.014325-0.032254i,-0.016004-0.010283i,-0.012745+0.0022141i,-0.0057856+0.0055172i,-0.00075069+0.0019376i,-0.009153+0.0047592i,-0.023845+0.018662i,-0.027267+0.030163i,-0.017038+0.027016i,-0.0072379+0.011892i,-0.0066094+0.0020527i,-0.0076883+0.0047315i
0.12819-0.11814i,0.19816-0.31235i,0.17205-0.43827i,0.092667-0.36321i,0.071262-0.19416i,0.09547-0.11708i,0.079022-0.11759i,0.031726-0.074898i,0.014529-0.00079049i,0.027367+0.03362i,0.032168+0.023249i,0.021979+0.0062476i,0.013432+0.0071682i,0.013208+0.012599i,0.013811+0.0074756i,0.0091712-0.0055369i,0.0072883-0.016049i,0.011608-0.016003i,0.01267-0.0089217i,0.008308-0.0014374i,0.0020799+0.004411i,0.00017962+0.0047273i,0.0036898+0.0006816i
0.074852+0.20131i,0.23824+0.36756i,0.39454+0.43198i,0.39675+0.33758i,0.24134+0.19815i,0.078889+0.1299i,0.0093975+0.098282i,-0.0048998+0.044614i,-0.016566+0.00065391i,-0.01801-0.00045826i,-0.0031416+0.0083955i,0.0025128+0.0061242i,-0.0026238+0.003638i,-0.0034924+0.0038132i,-0.00068808+0.0098369i,0.0020502+0.020797i,-0.00063004+0.02841i,-0.0047873+0.027157i,0.0012333+0.016997i,0.0086822+0.0063259i,0.0087977-0.001728i,0.0037394-0.0073272i,-0.0046823-0.011963i
-0.14882+0.0076449i,-0.24424+0.060956i,-0.26517+0.084646i,-0.20786+0.069938i,-0.12937+0.049187i,-0.070836+0.025905i,-0.030436+0.027577i,0.014084+0.029029i,0.030669-0.0044033i,9.018e-05-0.024577i,-0.018393-0.0049684i,-0.002654+0.011429i,0.011961+0.0030265i,0.011704-0.0098979i,0.0017634-0.015873i,-0.0083868-0.016787i,-0.0050201-0.015982i,0.0071029-0.018112i,0.0091492-0.019328i,-0.00052455-0.010958i,-0.0060982+0.0022144i,-0.00435+0.011651i,-0.00085122+0.016452i
-0.087058-0.08195i,-0.18999-0.043813i,-0.21549+0.085919i,-0.126+0.1399i,-0.038279+0.03861i,-0.02737-0.063198i,-0.052974-0.084299i,-0.076172-0.054637i,-0.068961-0.011124i,-0.04038+0.0047762i,-0.027596-0.0034577i,-0.027452-0.0098238i,-0.024352-0.010865i,-0.020858-0.0078085i,-0.019412+0.0014602i,-0.015941+0.012117i,-0.012348+0.014591i,-0.017077+0.0088931i,-0.018711+0.0034115i,-0.0057347-0.00096379i,0.0065196-0.0074457i,0.0072187-0.011862i,0.0028925-0.0098252i
0.11982-0.16461i,0.11405-0.36784i,-0.01413-0.48912i,-0.12488-0.3969i,-0.088729-0.20773i,-0.022222-0.090555i,-0.010062-0.034717i,0.0086593+0.001316i,0.03843+0.0064176i,0.044141-0.0049931i,0.029305-0.010974i,0.010931-0.010683i,-0.00016718-0.0074498i,-0.0022508-0.0067279i,0.0057136-0.012274i,0.015277-0.022378i,0.013853-0.026164i,0.0059369-0.016068i,-0.0028899-0.0045026i,-0.011324-0.0008715i,-0.016564+0.0016338i,-0.016206+0.0057355i,-0.011396+0.0067744i
0.14954+0.14463i,0.29483+0.19595i,0.38059+0.15936i,0.31932+0.090121i,0.19438+0.094655i,0.14948+0.13139i,0.1481+0.10157i,0.087773+0.035786i,-0.00049035+0.012516i,-0.032326+0.021617i,-0.015388+0.019285i,0.0027856+0.0056014i,0.0049538-0.00087089i,-0.00089835+0.0028075i,-0.0055758+0.0090022i,-0.0064292+0.013227i,-0.00033545+0.012968i,0.0094189+0.0081362i,0.015818+0.0044234i,0.018271+0.0033613i,0.018449+0.00019524i,0.017027-0.0042925i,0.012432-0.0053389i
-0.08485+0.14849i,-0.090375+0.22749i,-0.055041+0.21097i,-0.040509+0.12557i,-0.069455+0.056246i,-0.089922+0.01754i,-0.075758-0.0021141i,-0.034619+0.00043801i,0.010709+0.0043412i,0.020279+0.0018592i,0.0095676+0.0074233i,0.0052202+0.0135i,0.0043+0.014638i,0.0096324+0.015041i,0.016595+0.010962i,0.01445+0.0034986i,0.0056194-0.0016051i,-0.0013338-0.0025037i,-0.0024889-0.0014152i,-0.0013444+0.00034639i,8.3181e-05+0.003062i,0.0057299+0.005113i,0.012671+0.0033287i
-0.173-0.058828i,-0.25213-0.015484i,-0.1944+0.069981i,-0.071351+0.091599i,-0.033271+0.054649i,-0.056865+0.061188i,-0.049062+0.084939i,-0.024987+0.060685i,-0.013349+0.01832i,-0.007424-0.01287i,-0.012398-0.020736i,-0.010993-0.0011974i,0.0050303+0.012229i,0.011713+0.0070603i,0.003209-0.00020085i,-0.0097464-0.0031539i,-0.015664-0.00051027i,-0.012572+0.0016417i,-0.011621-0.00050458i,-0.015008-0.00092722i,-0.014331-0.0017038i,-0.013379-0.0042536i,-0.016261-0.0028983i
0.046551-0.18793i,-0.024622-0.29176i,-0.15254-0.27315i,-0.18103-0.17229i,-0.071261-0.13344i,0.018809-0.17073i,0.027633-0.17909i,0.018394-0.13117i,0.0086251-0.07362i,0.0023732-0.026833i,0.0039606-0.0074286i,-0.0022622-0.014332i,-0.01248-0.017455i,-0.013425-0.0092629i,-0.0076858-0.00015013i,0.0018738+0.0061819i,0.0048927+0.0068359i,-0.0041549+0.0070935i,-0.010326+0.010333i,-0.0089426+0.010826i,-0.0073027+0.0088169i,-0.0051267+0.0066276i,-0.00043506+0.0036958i
0.18627+0.0097303i,0.31712-0.04976i,0.35759-0.14442i,0.28057-0.18333i,0.16015-0.12973i,0.059756-0.056158i,-0.0045182-0.0099635i,-0.026437+0.02128i,-0.013436+0.03781i,0.0075365+0.030746i,0.01592+0.011712i,0.0082613-0.00018518i,0.00020121-0.0013561i,-0.00081512-0.0016242i,0.00044485-0.0015388i,0.0022956-0.001381i,0.0076084-0.00332i,0.017514-0.0042772i,0.021206-0.0064693i,0.014128-0.0095061i,0.0031586-0.008923i,-0.0067144-0.0070231i,-0.012778-0.0070298i
-0.0023035+0.17829i,-0.0016069+0.28501i,-0.022719+0.29749i,-0.036217+0.23571i,-0.014682+0.17021i,0.022454+0.12424i,0.052077+0.096216i,0.063599+0.052344i,0.038796-0.0070836i,-0.004922-0.02633i,-0.015584-0.006178i,0.0061103+0.0011421i,0.019584-0.012861i,0.013533-0.021722i,0.0033666-0.016346i,0.0007593-0.0049292i,0.0032698-0.00018644i,0.0045948-0.0031882i,0.0073132-0.0017443i,0.013551+0.0054943i,0.01933+0.0091802i,0.023385+0.0099414i,0.024509+0.010649i
-0.15703+0.025412i,-0.1625+0.050843i,-0.043566+0.050677i,0.051946+0.027127i,0.035479+0.0083675i,0.010499-0.010435i,-0.0094275-0.039597i,-0.048161-0.020511i,-0.047262+0.03446i,-0.015129+0.043984i,-0.007281+0.02408i,-0.013746+0.017446i,-0.017763+0.020159i,-0.016762+0.024717i,-0.0087567+0.019226i,-0.0079072+0.0030014i,-0.013503-0.0062613i,-0.011627-0.0059366i,-0.0050881-0.0072539i,-0.0027214-0.011451i,-0.0037729-0.010414i,-0.0061361-0.0053022i,-0.0078635-0.00077893i
-0.08022-0.13205i,-0.19828-0.13461i,-0.2971-0.0095491i,-0.27624+0.10093i,-0.18572+0.086448i,-0.13685+0.057378i,-0.092557+0.066153i,-0.020273+0.040984i,0.024301-0.006091i,0.027294-0.026308i,0.013873-0.020651i,0.0061412-0.0052825i,0.01667+0.0018904i,0.027199-0.0053583i,0.024139-0.011747i,0.015467-0.0087592i,0.0023534-0.00055606i,-0.013109+0.0071715i,-0.02162+0.008772i,-0.020857+0.0058502i,-0.013443+0.0025142i,-0.0053613+0.00046755i,-0.0016313+0.00033371i
0.16546-0.099973i,0.26448-0.22223i,0.27357-0.33647i,0.19137-0.3296i,0.13802-0.18818i,0.15892-0.071513i,0.1605-0.057645i,0.084756-0.06229i,-0.0012355-0.029693i,-0.026975+0.0094289i,-0.01288+0.014476i,-0.010991-0.001318i,-0.027209-0.0043276i,-0.035777+0.0059256i,-0.027982+0.012007i,-0.014348+0.0080574i,-0.0012149+0.0017765i,0.0078179+0.0016891i,0.0095896+0.0038264i,0.0054767+0.00024405i,-0.0020884-0.0039687i,-0.0071902-0.0055837i,-0.009419-0.0055801i
0.063657+0.13291i,0.065851+0.22864i,0.029079+0.26002i,0.016848+0.19342i,0.01007+0.076935i,-0.05585-0.0082932i,-0.10084-0.01135i,-0.057824+0.010624i,-0.0087786+0.0046124i,0.00037441+0.00014313i,0.0024207+0.0024749i,0.0090526+0.0032707i,0.025292+0.0064861i,0.042248+0.0045777i,0.039705+0.0022864i,0.025719+0.0061628i,0.015477+0.0049572i,0.0096266-0.0034993i,0.0064385-0.0079029i,0.0045295-0.0047433i,0.0041032-0.0028127i,0.0054032-0.0031844i,0.0081327-0.0032167i
-0.058927+0.063641i,-0.028972+0.028254i,0.050737-0.071854i,0.076615-0.11263i,0.034808-0.040587i,0.02552+0.051461i,0.034097+0.075982i,0.017514+0.051514i,0.0095364+0.015483i,0.0057091-0.016205i,-0.0058082-0.017243i,-0.0058835-0.0075645i,-0.011958-0.012205i,-0.028489-0.013536i,-0.032516-0.0084665i,-0.025961-0.0048604i,-0.016177-0.0028594i,-0.0052506-0.0027051i,0.00059196-0.00060841i,0.0025109+0.0067987i,0.0025143+0.012803i,0.0010521+0.011962i,-0.0012198+0.0083945i
-0.1317-0.017785i,-0.21709+0.068332i,-0.22863+0.22722i,-0.15245+0.27841i,-0.068489+0.13656i,-0.034344-0.031673i,-0.029562-0.092988i,-0.030315-0.071023i,-0.026486-0.031874i,-0.015142-0.010718i,-0.0035924-0.0057856i,0.0016948-0.0043527i,0.0065912+0.0010755i,0.01207+0.0061281i,0.012781+0.0076893i,0.0099688+0.0059135i,0.0026646+0.0023996i,-0.0073543+0.00082561i,-0.01074-0.00083063i,-0.0077604-0.0032862i,-0.003735-0.0034803i,-0.00025143-0.002415i,0.0019241-0.0014995i
0.063847-0.15257i,0.085885-0.28964i,0.049836-0.38114i,-0.028314-0.34173i,-0.066336-0.19643i,-0.04622-0.071642i,-0.02601-0.018157i,-0.00701+0.0094157i,0.024165+0.027719i,0.040202+0.022824i,0.026096+0.0096643i,0.0054857+0.0066905i,-0.0034404+0.00153i,-0.0072018-0.0099946i,-0.006603-0.016012i,-0.0042586-0.012472i,-0.0034234-0.0031261i,-0.00075091+0.0061234i,0.00075117+0.0087342i,-0.000218+0.0055198i,-0.0011805+0.0023365i,-0.0036069+0.0012864i,-0.0070758+0.001504i
0.09556+0.078436i,0.13739+0.17213i,0.13313+0.2456i,0.12429+0.22438i,0.13114+0.15233i,0.1261+0.11681i,0.12811+0.095165i,0.10756+0.027139i,0.033594-0.032801i,-0.024419-0.02684i,-0.021781-0.0032483i,-0.00079924-0.0015947i,0.005209-0.0033921i,0.0033821+0.0028324i,0.002467+0.0081734i,0.0054353+0.007128i,0.0099324+0.0016644i,0.011067-0.001497i,0.012348+0.00047614i,0.015068-6.3834e-06i,0.013234-0.0054672i,0.0093644-0.0084558i,0.0081257-0.0087674i
-0.01208+0.042283i,-0.019095-0.023572i,-0.014212-0.16139i,-0.0039943-0.21969i,-0.0051386-0.15275i,-0.020231-0.095887i,-0.053316-0.07152i,-0.073467-0.0081049i,-0.043578+0.056356i,-0.002498+0.060112i,0.0023753+0.033209i,-0.0109+0.019306i,-0.011899+0.020505i,0.0011879+0.019585i,0.0116+0.0092304i,0.0053042-0.0023194i,-0.0061961-0.0061855i,-0.0075942-0.0075338i,-0.006788-0.009529i,-0.0075868-0.0071749i,-0.0064311-0.0019267i,-0.0065331+0.0036545i,-0.0066042+0.0074084i
-0.070215+0.045689i,-0.068948+0.14438i,0.0040594+0.2716i,0.060065+0.30909i,0.011655+0.23862i,-0.069391+0.19003i,-0.071096+0.17004i,-0.0085596+0.096554i,0.024938-0.006162i,0.0099387-0.053532i,0.00053054-0.037717i,0.0099861-0.01668i,0.011478-0.016189i,-0.0021976-0.016399i,-0.014317-0.0085101i,-0.011796-7.051e-05i,-0.0042137+0.0014191i,-0.0040746-0.00075004i,-0.0067732-0.00079998i,-0.0073647+0.0017936i,-0.0060305+0.0049358i,-0.0003229+0.0052275i,0.0053142+0.0024145i
-0.041796-0.11934i,-0.098031-0.22452i,-0.16791-0.29184i,-0.18595-0.26811i,-0.09612-0.21175i,0.023823-0.21094i,0.043266-0.22081i,-0.025063-0.15432i,-0.069913-0.039032i,-0.04717+0.030709i,-0.012689+0.028847i,-0.0084432+0.0092756i,-0.011833+0.0082388i,-0.0013507+0.014131i,0.012839+0.01248i,0.014013+0.0041286i,0.004379-0.0027108i,-0.0029083-0.0060853i,-0.0061604-0.0097675i,-0.0089286-0.011508i,-0.0096951-0.0095641i,-0.009794-0.0064329i,-0.011485-0.0013962i
0.095602+0.02049i,0.1748+0.086986i,0.20501+0.16481i,0.15267+0.15612i,0.045617+0.075874i,-0.054018+0.044333i,-0.066026+0.071884i,0.0067871+0.072055i,0.071354+0.026445i,0.066466-0.016324i,0.029699-0.021169i,0.016441-0.0082225i,0.019236-0.012704i,0.010153-0.02625i,-0.0053448-0.024901i,-0.0082509-0.0070006i,0.0014762+0.0088404i,0.0081719+0.01413i,0.0084741+0.016594i,0.0082177+0.016254i,0.0082077+0.010447i,0.010458+0.0023281i,0.01374-0.00629i
-0.010632+0.024743i,-0.064193-0.020111i,-0.13072-0.12002i,-0.11476-0.15937i,0.0065283-0.085481i,0.13947-0.020652i,0.17003-0.039629i,0.083063-0.079753i,-0.019617-0.078443i,-0.056805-0.039255i,-0.041248-0.0059914i,-0.022253+0.00042863i,-0.017117+0.0044961i,-0.0085977+0.019069i,0.0072364+0.024982i,0.013073+0.013447i,0.0070935+0.00071952i,0.0042519-0.0022823i,0.0079421+0.0010239i,0.010956+0.0027008i,0.0080203+4.9211e-05i,-0.00029145-0.0023437i,-0.0079843+0.0006173i
-0.0061206+0.045308i,0.04622+0.10303i,0.147+0.16831i,0.1966+0.18537i,0.11998+0.1256i,-0.013632+0.059102i,-0.08558+0.063106i,-0.054431+0.11354i,0.016334+0.1229i,0.047074+0.070466i,0.029521+0.016061i,0.00821-0.0016367i,0.0059542-0.0032616i,0.0036994-0.011806i,-0.0072679-0.019948i,-0.016783-0.016424i,-0.016655-0.0053709i,-0.010956+0.0014201i,-0.0048755+0.0020346i,-3.8947e-05+0.0034755i,0.0020003+0.0071289i,0.0035966+0.010069i,0.0075367+0.0077181i
-0.070411-0.039795i,-0.14125-0.09011i,-0.20009-0.1301i,-0.21052-0.11506i,-0.16421-0.036995i,-0.082654+0.03282i,-0.0080867+0.014497i,0.019315-0.070075i,-0.00013715-0.11288i,-0.018151-0.077703i,-0.0092911-0.025544i,0.0036354-0.0028617i,0.0016998+0.00026846i,-0.0035432+0.0048827i,-0.00011329+0.01075i,0.007285+0.0066546i,0.0069734-0.0052082i,-0.0001051-0.014273i,-0.0068046-0.019024i,-0.0098931-0.018977i,-0.0085268-0.013273i,-0.0066435-0.0065715i,-0.0075506+0.00085583i
0.067072-0.031597i,0.14102-0.015544i,0.19031+0.047103i,0.17558+0.084719i,0.12436+0.037i,0.059922-0.01669i,-0.0037187+0.0079103i,-0.049075+0.081241i,-0.056241+0.12849i,-0.027277+0.11173i,-0.0017194+0.054857i,0.0030028+0.013372i,0.0059758+0.0028278i,0.01124-0.0041304i,0.0089256-0.014276i,5.8674e-05-0.014952i,-0.0040235-0.0074739i,-0.0033992-0.002164i,-0.0040202-0.0026917i,-0.0050468-0.0046537i,-0.0046595-0.0048223i,-0.0011122-0.0043892i,0.0038361-0.0080242i
0.0030028+0.024499i,-0.042143+0.016355i,-0.12384-0.056887i,-0.17723-0.14445i,-0.16235-0.14874i,-0.10046-0.10987i,-0.022121-0.10407i,0.053608-0.11913i,0.085871-0.12982i,0.052537-0.1057i,0.010507-0.041186i,0.0015312+0.0079581i,0.0034542+0.019932i,0.0029275+0.023507i,0.0060527+0.026796i,0.011113+0.025629i,0.013574+0.020314i,0.011152+0.014242i,0.0052773+0.011287i,0.00068676+0.0093952i,0.0001628+0.006103i,0.0019369+0.0027736i,0.00071056+0.0036803i
0.0044755+0.023055i,0.040971+0.043222i,0.11805+0.094369i,0.20089+0.15326i,0.21838+0.15808i,0.15175+0.13849i,0.043836+0.13629i,-0.056559+0.12243i,-0.1056+0.095673i,-0.083912+0.063935i,-0.03975+0.019975i,-0.020428-0.012592i,-0.016613-0.018639i,-0.011807-0.013105i,-0.0062208-0.0080408i,-0.0049128-0.0067177i,-0.0066704-0.0034803i,-0.005542+0.0038346i,-0.00059179+0.011301i,0.004389+0.015164i,0.004839+0.012014i,0.0017205+0.0049644i,0.0013523-0.0026436i
-0.040928+0.0047663i,-0.081122-0.014006i,-0.12271-0.074871i,-0.15611-0.1414i,-0.14729-0.15554i,-0.0721-0.16019i,0.021877-0.17422i,0.086329-0.14074i,0.12062-0.082004i,0.10347-0.051368i,0.046024-0.030457i,0.0050644-0.0039561i,-0.0071276+0.0060517i,-0.013795+0.0017843i,-0.017932+0.0017203i,-0.013333+0.0062051i,-0.0062762+0.0062672i,-0.002232+0.0028058i,0.00049274+0.00039146i,0.0025022-0.00011938i,0.0017527+0.0016916i,-0.00065934+0.0060201i,-0.0023138+0.012394i
0.013616-0.032786i,0.040413-0.019369i,0.086501+0.073529i,0.12255+0.1906i,0.097113+0.22662i,0.0094026+0.21169i,-0.070409+0.18675i,-0.10549+0.11905i,-0.11903+0.047415i,-0.095201+0.025232i,-0.035643+0.013104i,0.005113-0.012802i,0.013892-0.027801i,0.013111-0.028686i,0.010265-0.024967i,0.0057626-0.021989i,0.00087145-0.021152i,-0.0021452-0.021553i,-0.0023851-0.021256i,-0.0014973-0.018689i,-0.0012792-0.015704i,-0.0025596-0.014164i,-0.00098995-0.013967i
0.023025+0.0047328i,0.022693-0.020773i,-0.031779-0.11564i,-0.10486-0.23026i,-0.088394-0.25601i,0.024634-0.20763i,0.12024-0.15613i,0.13643-0.083914i,0.11342-0.0077044i,0.076647+0.016421i,0.03322+0.013188i,0.0071294+0.016688i,0.0017178+0.021559i,0.0065914+0.018649i,0.0090532+0.0072089i,0.0041967+0.0010719i,-0.00025179+0.0036434i,-0.0022317+0.0046589i,-0.0038814+0.0010395i,-0.0040733-0.003184i,-0.003146-0.0022042i,-0.001424+0.0026875i,-0.0016428+0.0068513i
-0.0089066+0.018948i,-0.0080045+0.064433i,0.029474+0.15075i,0.090673+0.22748i,0.071083+0.21583i,-0.058812+0.15768i,-0.15829+0.1315i,-0.13818+0.086486i,-0.086271+0.0091213i,-0.059161-0.020603i,-0.026554-0.0044123i,0.0063372+0.0035873i,0.017627-0.00039709i,0.015044+0.0020937i,0.012131+0.0087893i,0.010865+0.0089236i,0.0075388+0.0054722i,0.0054271+0.0046886i,0.0040083+0.0035367i,0.0013661+0.0014961i,0.0014004+0.00052428i,0.0027335-0.0015255i,0.0039586-0.0060558i
-0.0088479-0.010299i,-0.017263-0.055882i,-0.033643-0.15644i,-0.056079-0.24344i,-0.029955-0.20849i,0.073268-0.1086i,0.14039-0.068791i,0.095754-0.045344i,0.041326+0.0052668i,0.028858+0.019215i,0.0094531-0.00037322i,-0.016424-0.0022589i,-0.027211+0.0087817i,-0.024328+0.015262i,-0.014063+0.015569i,-0.0064124+0.011401i,-0.0039787+0.00925i,-0.0041079+0.01108i,-0.0046822+0.01398i,-0.0045396+0.015184i,-0.0035106+0.01382i,-0.0026591+0.011447i,-0.0039959+0.010309i
