-0.0010479+0.00219i,0.0014875+0.00036335i,0.00020802+0.00071053i,0.00037911+0.00035361i,0.0012548+0.0006096i,0.00074132+0.0014695i,0.00013279+0.0012477i,0.00012445+0.00097995i,0.00017624+0.00050792i,0.00051051+0.00031331i,0.0007929-0.00031613i,0.0004838-0.00038255i,-0.00033906-0.00018295i,-0.00047347-0.00041004i,-0.00025797-0.00075584i,8.4783e-05-0.00054752i,0.00022893+0.00022136i,0.00010436+0.00022555i,-0.00022414+0.00023727i,-0.00081588+7.3309e-05i,-0.00040961-0.00018259i,0.00049097-0.00026594i,0.00060033+5.6379e-06i
0.0015702+0.00088978i,0.0013456+0.0010605i,0.0011012+0.00097156i,0.0011262-0.00012304i,0.00091751-0.00081312i,0.00066821-3.0769e-05i,0.0007899+0.00022631i,0.00037055-0.00034185i,0.00054422-0.00014759i,0.0012876-0.00016617i,0.00046986-0.00058798i,-0.00090104-0.00067749i,-0.00033747-0.00072253i,0.00034265-0.00056784i,-0.00026206-6.5596e-06i,-0.00056674+0.00032262i,-0.00033831+0.00033025i,-0.00078432-0.00017824i,-0.00053749-0.00065981i,0.00055349-0.00041374i,0.00069175-0.00026452i,0.00020508-0.0004243i,-0.00038398-0.00079498i
9.7031e-05-0.00091959i,-0.00044191-0.0010595i,2.6957e-06-0.00093048i,0.00026075-0.00089344i,0.00083113+0.00035982i,0.0010055+0.0012884i,0.0013019-4.6354e-05i,0.00099127-0.0011891i,-0.00010884-0.00084273i,-6.6625e-05-0.0006139i,-0.00068971-0.00070521i,-0.00088201-0.00027607i,-0.00023402-0.00031566i,-0.0006277-0.0004545i,-0.00021145-0.00033805i,0.00071833+0.00043219i,0.00066798+0.00095915i,0.00012636+0.00094028i,-0.00024043+0.00049139i,-0.00041806-8.7509e-05i,-0.00042648-0.0001864i,-0.00050077-0.00022331i,-0.0010365+0.00035875i
-0.00026715+0.0008577i,-0.0010712+0.0014857i,-0.0009846+0.0011248i,-3.2407e-06+0.00077521i,0.00038901+0.00096662i,0.00099288+0.00085782i,0.0015023+0.00094758i,0.0004628+0.00046615i,-0.00018943-0.00013573i,-0.00057286+0.00022234i,-0.00071298+0.00020805i,-0.00035642-0.00015478i,-0.00024299-0.00030027i,-0.00072523-0.00047799i,-0.00045506-0.00094694i,8.428e-05-0.00032625i,-0.00018057+0.00034785i,-0.00048086-3.9355e-05i,-2.1971e-06-0.00017079i,-0.00010124-0.00027238i,-0.0007241-0.00028253i,-0.0004315-0.00045265i,0.00012002-0.00044375i
0.0010041+0.0019584i,0.0020796+0.0013225i,0.0026476+0.001001i,0.0018174+0.0011573i,0.0017281+0.0013638i,0.0014636+0.0012155i,0.00032285+0.00059906i,-0.00016028-9.7199e-05i,-0.00028743-0.0006325i,0.00041462-0.001143i,0.00092877-0.00083459i,0.0003708-0.00029512i,0.00010068+0.00029992i,0.00053104+0.00064395i,0.00054264+0.00085239i,0.00019194+0.00066539i,0.00033706+0.00012043i,0.00043096+0.00024179i,0.00039743+0.00039508i,7.1971e-05+0.00035138i,-0.00028932+0.00032735i,0.00059066-7.9264e-08i,0.00056021-8.1675e-05i
0.00018689-0.00040441i,0.00027556+0.00037229i,0.00021707+0.00032242i,-0.00021409+7.5894e-06i,-0.00022467+0.00038106i,0.00086716+0.00058383i,0.00087577+3.2566e-05i,0.00035463+0.00015392i,0.00027548+0.00051263i,0.00034638+0.00017031i,0.00035722-0.00050275i,-4.3101e-05-0.00040392i,-0.00055238+0.0003686i,-0.00078844-0.00061718i,-0.00041435-0.0010805i,-1.4233e-05-0.0003383i,0.00020701+0.00020308i,0.0006487+0.00012455i,0.00075169-0.00049703i,0.00046164-0.00076789i,0.00086258-0.00021443i,0.00050519+0.00060585i,0.00012643+3.1318e-06i
0.0030532+0.00088241i,0.0036759+0.001183i,0.0029952+0.00085513i,0.0025109+0.00064927i,0.0027892+0.00032695i,0.0019695+0.00077003i,0.00018762+0.0013763i,0.0001446+0.0004018i,0.00032134-0.00026195i,-8.1849e-05+4.7993e-05i,0.00013334-0.00018555i,-9.9124e-06-0.0010666i,-0.00043338-0.00070148i,-0.00026316-0.00060479i,0.00032109-0.00083997i,0.00021123-0.00035944i,9.05e-05-3.5025e-05i,-0.0003632+0.00084103i,-0.0006899+0.0012833i,-0.00018132+0.00072868i,-1.6646e-05+2.6967e-05i,0.00019914-9.3265e-05i,0.00033685+0.00022663i
0.00050609+0.00039076i,0.0010825+0.00014208i,0.0012089+5.9261e-05i,0.00079303-0.00036904i,0.00058295-0.00024007i,0.00082493-0.00010591i,0.001025-0.00084859i,0.00030933-0.0013643i,0.00025227-0.0012603i,0.00075508-0.00098845i,0.00054047-0.00047353i,0.00037487+5.1414e-05i,-0.00020627-0.00030772i,-0.00056399-0.00018724i,-0.00053145-4.6069e-05i,-0.0010869-0.00049385i,-0.00097416-0.00036959i,-0.00047876-0.00041613i,-0.0005417-0.00016201i,-0.00029768+0.00043253i,6.6638e-05+0.00024599i,0.0010756-0.00031122i,0.0010993-0.00064033i
0.00020003+0.0006571i,0.00084235+0.0012572i,0.00042105+0.00070916i,8.1285e-05+0.00030128i,0.00068559+0.00058461i,0.001711+0.0011449i,0.0015252+0.00048321i,0.00037437-0.00062136i,0.00039508-0.0012217i,0.0014473-0.00050842i,0.001623+7.1063e-05i,0.0012204+9.629e-05i,0.00023074+0.00059274i,-0.00055181+0.00064865i,-0.00050042+0.00023466i,-0.00055059+0.00040321i,-0.00049523+0.00023541i,-0.0001019+7.2276e-05i,-0.00027865+0.00021249i,-0.00019241-8.4294e-05i,1.9581e-06-3.8984e-05i,-2.2201e-05-0.00019458i,-0.00024145-0.00045579i
0.00038832+0.00037122i,8.4573e-06+0.00042006i,-0.00057811+0.00014758i,-0.0012066+0.0002527i,-0.00033799+0.00079432i,0.0010661+0.0016496i,0.00080846+0.00029186i,0.00056697-0.001405i,0.0009214-0.0014558i,0.00024813-0.0004742i,-0.00070119+1.8266e-05i,-0.00067846+0.00043188i,-0.00064527+0.00090828i,-0.00074705+0.00011938i,1.291e-05-0.0012145i,-0.00017096-0.0017493i,-0.0012813-0.00071105i,-0.00096438+0.00010876i,-0.0003749+4.0532e-05i,-0.00015191+3.2972e-05i,0.00022192-0.00013263i,-0.00016006-0.00061523i,-0.00083007-0.0006783i
0.0018183+0.00092559i,0.0014888+0.00046165i,0.0033681+0.0010281i,0.0041553+0.00086567i,0.0026226+0.00072986i,0.0016744+5.4852e-05i,0.0012811-0.00060101i,0.00052827-0.0011i,0.00018848-0.0011952i,7.448e-05-0.0008314i,-0.00017029-0.00055519i,-0.00071385-0.00055854i,-0.00069288-0.00063374i,-0.00053648-0.0010566i,-0.00038631-0.00055151i,-0.00014323+0.00054034i,-0.00014823+0.00015937i,8.4536e-05-0.00023858i,0.00018082-8.5491e-06i,-0.0002319+0.00024582i,-0.00029093+0.00076277i,-0.00064996+0.00087041i,-0.00063855+0.00047197i
-0.0015155+0.0014624i,-0.0012458+0.0018634i,-0.0011798+0.0020684i,-0.00063696+0.0021548i,0.00085963+0.0021977i,0.0018448+0.0014993i,0.001339-0.00013568i,0.00021763-0.00065333i,4.857e-05-0.00024569i,0.00045398-0.00036808i,8.5296e-06-0.00055484i,-0.001076-0.00027796i,-0.00073903+0.00032894i,-0.00011349+0.00033149i,0.00012913-4.5804e-05i,0.00079045+0.00030284i,0.00060574+0.00023124i,0.00048962+4.9461e-06i,0.00015594+0.0001223i,-0.00036827+0.0004711i,0.00010742+0.0006239i,0.00064695+0.00081264i,0.00068627+0.0012731i
-0.00053563+0.00093488i,-0.00013849-2.4065e-05i,0.00039019-0.00030777i,0.00074034+0.00055675i,-0.00016042+0.00064768i,-0.00020786+0.0004541i,0.00049095+0.00052345i,0.00056847+0.00044401i,0.00052028+0.00022105i,0.00042507+0.00022773i,4.3805e-05-0.00012024i,0.00047386-0.00055867i,0.00050233-0.00050767i,-0.00028379+9.8968e-05i,0.00022416+0.00047751i,0.00069725+0.0002068i,0.0004827+0.00014478i,7.5852e-06+0.00017173i,-0.00035505-0.00012232i,0.00035775-0.00026489i,0.00089132+0.00010372i,0.00011497+0.00060622i,-0.00016625+0.00096658i
0.0014115+0.0007977i,0.0017652+0.001086i,0.0019493+0.0011135i,0.0018532+0.00023741i,0.0014569+0.00011691i,0.00089945+0.00098124i,0.0007765+0.00077059i,0.00049605+0.00037289i,0.00013788+0.00017266i,0.00076143-0.001071i,0.00080469-0.001227i,0.00040734+0.00011998i,0.00028966+3.4882e-05i,-0.00048253-0.00050903i,-0.0006504-0.00044067i,-0.00014153-0.00077357i,0.00018502-0.001036i,0.00041467-0.00036328i,0.00038919+0.00062269i,-0.00018726+0.00084804i,-0.00070358+0.00033461i,-0.00043023+0.00043025i,0.00018026+0.0002622i
-0.00046326-0.00083166i,-0.00045508-0.0012238i,-0.00086872-0.002171i,-0.0006627-0.00079536i,3.8943e-05+0.00071146i,0.00016283+0.00098166i,0.0010303+0.00016141i,0.0010638-0.0004986i,0.00084796-0.00058613i,0.0010589-0.00057308i,0.00034863-0.00073516i,0.00057163-0.00081302i,0.00023469-0.00022602i,-0.00064702-0.00052368i,-0.00035475-0.00043021i,-0.00029376+0.00038626i,-0.00057299+0.00066266i,-0.00067077+0.00076789i,-0.00055609+0.00051439i,-0.000241+0.00028826i,-0.00018369+0.00029854i,-0.00062243-0.00019674i,-0.0010881-0.000309i
0.00014845-0.0017741i,-0.00044911-0.00064249i,-0.0011913-0.0014048i,-0.00081332-0.00043242i,-0.00062876+0.0017507i,0.00055766+0.0030261i,0.0013327+0.0021892i,0.00092362+0.00064219i,0.00044571-1.5329e-05i,0.0001322-0.00051663i,-0.00053934-0.00040616i,-0.00066173-5.9819e-05i,-0.00035086+0.00033734i,-0.00037646+0.00055573i,-0.00031168+0.00068344i,-0.00072412+0.00067941i,-0.00018294+0.00035013i,0.00024165-2.8067e-05i,5.0891e-05+0.00022933i,0.00012766+0.00052062i,-1.3147e-05+1.0917e-05i,0.00051728-0.00074812i,0.00061477-0.00089358i
-0.0013223-0.00088298i,-0.0014739-0.00013515i,-0.0023743+0.00040429i,-0.0029006+0.00095583i,-0.0019017+0.0023483i,-0.00031557+0.0014039i,0.00062944-0.0011134i,0.0011735-0.0011121i,0.0014787-9.9614e-05i,0.0012544-0.00079312i,0.00070618-0.0010052i,-0.00016331+0.00015783i,-0.00025425+0.00069213i,-0.00018702+0.00059118i,-0.00039068+0.00048424i,-0.000503-7.039e-05i,-0.00027036-2.4142e-05i,-7.9205e-06+0.00053978i,0.00047803+0.0010105i,0.00019647+0.00087852i,-0.00045998+0.00025175i,-3.1291e-05+7.9773e-05i,0.00044622+0.00029151i
-0.0016936+0.00040456i,-0.001542+0.00046516i,-0.0010006-1.0879e-05i,-0.00039367+0.00015149i,0.0003967+0.0012285i,0.0015291+0.0010248i,0.0015517-0.00026188i,0.00072067-0.00096514i,1.4954e-05-0.00071557i,-0.0004323+0.0001099i,-0.0004306+0.00033016i,0.00028917+0.00062455i,0.00070593+0.00037695i,0.00054225-0.0005791i,0.0001514-0.00044391i,0.00034406+5.7446e-05i,0.00050786-0.00043289i,-0.00023295-0.00052578i,-0.0011244+5.8711e-05i,-0.00085356-7.0671e-05i,-0.0011132-0.00029531i,-0.0016034+0.0001925i,-0.0010318+0.00064369i
0.00011048+5.8144e-05i,-3.1958e-06-0.00082583i,0.00065609-0.00078431i,0.00064924+0.00080234i,0.0010001+0.0011276i,0.00098994+0.0010327i,0.0006029+0.0006262i,0.00085354+0.00027336i,0.0010795+0.00064837i,0.00030613+7.6316e-06i,1.8516e-06-0.00046955i,0.00075636+0.00021825i,0.00072739+0.00054576i,0.00038953-0.00020836i,0.00048152-0.0004204i,0.00010565-8.7883e-05i,-0.00017482+0.00063226i,8.3319e-05+0.00072573i,-9.2681e-05+0.00023071i,0.00024693-0.0003848i,0.00086522-0.00026424i,0.00061029+0.00059073i,0.00015477+0.00010702i
0.00074221+0.0016387i,0.0010659+0.00095041i,0.0010081+0.00064058i,0.00042611+0.0014245i,0.0014972+0.00084485i,0.0022958+0.00048328i,0.0015571-0.00034544i,0.00063189-0.00055899i,0.00026787-0.00079908i,-3.491e-05-0.0016579i,-0.0002977-0.00077467i,-0.00063415-0.00028039i,-0.00062968-0.00028796i,-0.00018033+0.0004126i,0.00016466+0.00059509i,0.00040428+4.3048e-05i,-7.9911e-05-0.00016159i,0.00012057-8.0037e-05i,0.00068916-0.00033398i,0.00026158-0.000826i,-0.00069098-0.00083528i,-0.00098085-0.00014735i,-0.00080929+0.00052056i
-0.00043691+4.8908e-05i,0.000139-4.7957e-05i,9.7115e-05+7.3907e-05i,0.00054908+0.0010424i,0.00074523+0.0016821i,0.00095076+0.0015582i,0.00093618+0.00087983i,0.00044157-0.00033141i,0.00056077-0.00067774i,0.00042779-0.00024786i,-0.00018067+0.00030776i,4.404e-05+0.0003768i,-3.8187e-05-0.00013119i,-0.0002459-0.00019213i,0.00010033-0.00014642i,0.00020932-0.00058789i,0.00092362-0.00037289i,0.0013619+0.00048125i,0.00080828+0.00074974i,0.00021316+0.00015408i,0.00057363-0.00014899i,0.0008077+0.0004781i,0.00021485+0.00054753i
0.0028904+0.00041384i,0.0028968-0.00063291i,0.0027898-0.00069184i,0.0016791-0.00050982i,0.00056758+0.00043266i,0.0003395+0.0019236i,0.00062832+0.0014926i,0.00039333+0.0004777i,0.00010993-6.4158e-06i,-0.00049049-0.00060724i,-0.00069192-0.00078955i,-4.5841e-05-0.00032726i,0.00017992+8.4438e-05i,0.00023212-0.00060361i,3.4138e-05-0.00073293i,-0.00033649-0.00016921i,-5.1946e-05-0.00011859i,0.00095025+0.00035315i,0.00076272+0.0011481i,-0.00018559+0.00027046i,-4.0425e-05-0.0012038i,0.00059022-0.00080154i,0.00010516+0.00050173i
-0.0013178-0.00052876i,0.00082739+0.00081481i,0.00053271+0.0018874i,-0.00062283+0.0017734i,-0.0006323+0.0019282i,0.00051455+0.0025215i,0.0012092+0.00127i,0.00059653-0.00062798i,0.00017843-0.0013054i,-0.00019583-0.00058499i,-0.0002045+0.00020018i,-0.00033261+0.00022337i,-0.00070071-8.5656e-05i,-0.00054659-0.00018557i,0.00023101-4.7641e-05i,0.0001119-3.2019e-05i,-0.00064661+1.909e-06i,-0.00023281+0.00033899i,0.00050257+0.00011547i,5.9613e-05-0.00029817i,-0.00014463-0.00038372i,2.2035e-05-0.00035333i,-0.00047345-0.0001322i
0.0011011-0.00041532i,0.00013581-0.0017763i,0.00046896-0.0026956i,0.00063567-0.0017577i,0.00073544+0.00054611i,0.0016479+0.0017361i,0.0016179+0.00023324i,0.00078785-0.00083524i,0.00066696+7.6892e-05i,0.00046521+0.00026743i,-0.00021117+0.00034184i,-0.00013599+0.00017925i,0.00057183+0.00056499i,0.00093615+0.00046771i,0.00045256-0.00075477i,0.00021401-0.00076139i,-0.00028357-0.00034656i,9.9569e-05-0.0001199i,0.00068684+7.1795e-05i,3.0807e-05-0.00040685i,-0.00025763-0.00051299i,-0.00011326+0.00071737i,0.00032406+0.00063603i
0.0018351-0.00017224i,0.0013314+0.000267i,0.0020724+0.00025877i,0.001402+2.7482e-05i,0.00035183-0.00014076i,-0.00048057+0.00066428i,0.00033006+0.00056549i,0.0011736-0.00015267i,0.00068023-0.00088893i,0.0004582-0.0011757i,-6.0362e-05-0.00086428i,-0.00053955-0.00035828i,-0.0011036-0.00064396i,-0.00047813-0.00099734i,0.00030446-0.0013564i,0.00011465-0.001278i,2.4044e-05-0.00049115i,-0.00014304-0.00046571i,0.00013939-0.00077509i,0.000235-0.0009763i,-0.00032993-0.0006642i,-0.00014487-0.00041075i,3.8591e-05-0.0008113i
-0.0035649-0.00059671i,-0.0033597-0.00070548i,-0.0020357-0.00051047i,-0.001077+0.00087682i,-8.6766e-05+0.0023051i,0.00035248+0.0022612i,0.0003031+0.00082672i,-0.00043379-0.00046985i,-0.000853-0.00069993i,0.00054415+0.00041009i,0.0010416+0.0011944i,0.00014936+0.0015972i,-0.00038691+0.0015451i,-0.00049656+0.001524i,-0.00039719+0.0021366i,-0.00024079+0.0015132i,0.00031396+0.00057135i,0.0010731+0.00013762i,0.00044596+0.00050044i,-0.00019491+0.00049507i,-0.0001014+0.00068515i,4.6018e-05+0.0015511i,0.00025593+0.00084595i
-0.0013654+0.0014962i,-0.00035191-6.3625e-05i,0.00054873-0.00027012i,0.0010454+0.00014377i,0.00058574+0.00053162i,0.00093059+0.0012286i,0.0015895+0.0012263i,0.0011648+0.00027304i,0.00070868-0.00011147i,0.00013001-0.00015407i,-0.00014737-0.00088054i,-0.00012996-0.0014163i,0.00019632-0.00097074i,0.00033981-0.00017654i,-6.2878e-05-2.2504e-05i,-0.00024648-0.00028759i,0.00044-0.0004147i,0.0010927+1.5928e-05i,0.00060564+0.00046228i,0.00056287+0.00052514i,0.00066523+0.00038591i,0.00018549-5.0901e-05i,-7.92e-05-0.00050865i
-0.00051011+0.00042425i,-0.0006727+0.0013207i,-0.001088+0.00086907i,-2.8347e-05+0.00012358i,0.0014399+0.0014455i,0.0016014+0.0024474i,0.0011819+0.0012077i,0.00064277-0.00015653i,0.00033097-0.00041541i,0.00062269-0.00013404i,0.00073964+0.00010668i,0.0002286-5.656e-05i,-0.00024151-0.00020077i,-0.0002466-0.00033126i,-0.00015215-0.00058105i,-0.00057659-0.0003993i,-0.00049815+0.00020824i,-0.0007113+0.00079719i,-0.0006911+0.00037466i,-0.00065289+0.00025811i,-0.00060486+0.00038817i,0.00035648-2.9657e-05i,0.00051176-0.00020158i
0.0014442-0.00011407i,0.0018274-0.00042329i,0.0014836-0.0003049i,0.0010681-0.00024099i,0.00094063+0.000318i,0.0013308+0.00025304i,0.0012007-3.4973e-05i,0.0004236-0.00017795i,0.0001256-0.00034739i,-2.8425e-05-0.00078143i,0.00014106-0.0013302i,-8.56e-05-0.00088125i,0.00043203-0.00039911i,0.00083078-0.00056061i,3.349e-05-0.00085507i,-0.00063218+0.00012143i,-0.0010533+0.00062362i,-0.00073241-0.00028898i,-0.00014266-1.5516e-05i,-9.6833e-05+0.00048907i,-0.00019819+0.00033481i,-0.00020614+0.00044081i,3.4827e-05-2.2026e-05i
0.0020308+0.00088038i,0.0026884+0.0006018i,0.0028552+0.00076468i,0.0018249+0.00078165i,0.00098789+0.0005228i,0.001214+0.00013814i,0.0012803-0.0002228i,0.0019549-0.00060293i,0.0015226-0.00061315i,-0.00023476-0.00077826i,-0.00096207-0.00088898i,-0.00093947-0.00031904i,-0.00034955-0.00056596i,0.00045841-0.0009472i,-0.00040642-0.0006697i,-0.00090707-0.0004884i,-0.00037302-4.2907e-05i,0.00048274+0.00063015i,0.00082568+0.00067317i,0.00076034+3.1814e-06i,0.00047879-0.00011944i,0.00061827-0.00060144i,6.6191e-06-0.00045684i
0.00017877-0.0035816i,-0.00058425-0.0022463i,-0.0010676-0.0015651i,-0.0013594-0.0010956i,-0.00097873+0.00085592i,-0.00016381+0.0025862i,0.00038054+0.00065373i,0.00061828-0.00056807i,0.00093464+0.00024219i,0.00090904+0.00013772i,-0.00031783-0.00036011i,-0.0011813+0.00028602i,-0.0010517+0.00062353i,-0.00063019+0.00040479i,-0.00038661+1.0862e-05i,-0.00028908-0.00066245i,-0.00012345-0.00014133i,-6.5413e-05+0.0006495i,0.00036977-0.00025922i,7.248e-05-0.00073687i,-0.00069024+1.5738e-05i,-0.0011171+0.00013085i,-0.0003708-0.00012692i
0.0015636-0.00035142i,0.00044289-2.7164e-05i,0.00044396-0.00057372i,0.00090399-0.0008993i,0.0017564+0.00015949i,0.0018569+0.0014437i,0.0012911+0.0012504i,0.00066635+0.00012819i,0.00056004-0.00067863i,0.0010579-0.0012644i,0.0008081-0.00052874i,-0.00053678+0.00018881i,-0.00075312+6.0773e-05i,-0.00084369-0.00077274i,-0.00096759-0.00058832i,-0.00053945+1.7032e-05i,-0.00051199+2.1554e-05i,-0.00062044+0.00013521i,-0.0003117+0.00028721i,1.4398e-05+0.00046052i,0.0002914+0.00035851i,0.00073468-0.00029426i,0.0009736-6.8213e-05i
0.0003554-0.00022774i,0.00014917-0.00014399i,-0.00083416-0.00025039i,-0.00091448+0.00037435i,-5.9578e-05+0.0016262i,0.00082194+0.0020254i,0.0012946+0.00058825i,0.00073981-0.00067171i,0.00012256-0.00070496i,0.00010583-0.00021393i,-0.00019016-0.00081171i,-0.00028157-0.00086377i,-0.00023818-0.00058042i,-0.00020255-0.00029492i,0.00021715+0.00070375i,0.00019664+0.00051456i,0.00021107-0.00024499i,0.00069625+0.00015892i,0.00036682+5.2521e-05i,-7.9662e-05-0.00039212i,4.2751e-05+0.00043718i,0.00021163+0.00059675i,-4.483e-05-7.0622e-05i
0.0013814+0.00062096i,0.0022105+0.00085242i,0.0010601+0.0010368i,0.00054694+0.00077046i,0.0014941+0.00035361i,0.002114-8.4141e-05i,0.0019983-0.00030268i,0.0013195-0.00048703i,0.00055108-0.00082095i,-0.00038887-0.00041667i,-0.00032681-0.00070956i,4.5743e-05-0.00045304i,-9.3819e-06-0.000155i,-6.3069e-07-0.00096966i,0.00023683-0.0012221i,-1.4314e-05-0.00054489i,-0.00033422-0.00030185i,9.7414e-05+0.00035486i,0.00067852+0.00075431i,-0.00011586+0.00052614i,-0.00072092-8.4244e-05i,-0.00020631-0.00020075i,-6.0647e-05-0.00013118i
0.0012013+0.0020778i,0.0013266+0.0026162i,0.0014325+0.0019113i,0.00092697+0.0013504i,0.0013473+0.0009201i,0.0016832+0.00040857i,0.0011483-0.00018243i,0.0005036-0.0013164i,-0.00017408-0.0010363i,-0.00020139-0.00019925i,-0.00010893+0.00013366i,-0.00058252+0.00017059i,-0.00036264-1.5491e-05i,-0.00041445+0.00030134i,-0.00035735+0.00018617i,-7.0998e-05-0.00029469i,0.0005083-0.00026223i,0.0009336+0.00018839i,0.0006007+0.0006439i,-4.9843e-05+0.00059555i,-3.2945e-05+0.00039994i,0.00021614+0.00073947i,0.00039558+0.00053726i
0.00083253+0.0007901i,0.00030358+0.00012363i,0.00023041+0.00089099i,0.0010455+0.00084591i,0.0011592+0.00040091i,0.0010835+0.00060513i,0.0010466+0.00029227i,0.00039287-0.00034119i,0.00015107-0.00044639i,0.00036056-0.00022138i,0.00044615-0.00012861i,-0.00011951+0.00010602i,-0.0012695+0.00053062i,-0.0018286+0.0004562i,-0.00070489-0.00012178i,3.7287e-05-0.00046595i,-0.00026773-0.00024283i,-0.0001413+0.00018554i,0.00012124+0.00058522i,-0.00012367+0.0006615i,-0.0010338-0.00023274i,-0.00090074-0.00053242i,-0.00024439+0.00030404i
-0.0010477+0.00049443i,-0.00057282+0.00086932i,0.00014581+0.00098992i,0.00045322+0.0015246i,0.00072824+0.0024163i,0.0014457+0.0028025i,0.0008841+0.0015272i,9.6113e-05-0.00017772i,0.00056058-0.00059342i,0.00033787-0.00047557i,1.5997e-05-0.00054802i,0.00053456-0.00024471i,0.00035559-8.115e-05i,-4.6338e-05-0.00043823i,2.6756e-05-0.00035098i,0.00055004+4.5133e-05i,0.00070391+0.00028356i,0.00074708+0.00034057i,0.00055551-0.0002299i,0.00016186-0.0008223i,-0.0005816-0.0011039i,-0.0010652-0.00050394i,-0.00039867+0.00037004i
0.00046027-0.0016345i,0.00078838-0.0011717i,0.00014592-0.00097909i,-0.00061564-0.00079464i,-0.00061526+8.8232e-05i,-7.8529e-06+0.0013026i,0.00088279+0.00055277i,0.0016989-0.00058054i,0.001379-0.00033227i,0.00043696-0.00070434i,-0.00052518-0.0011166i,-0.00087536-0.00076487i,-0.00081686-0.0005557i,-0.00032423-0.00080952i,0.0005877-0.0011103i,0.00067753-0.0012373i,0.00024235-0.00026555i,-1.9774e-05+0.00060013i,-0.00014448+0.00036918i,-0.0003255+0.00059892i,-0.00051235+0.00055876i,-0.0006343-0.00015683i,-0.00029994-0.0012167i
0.00049478-9.9133e-05i,0.0014161-0.0004504i,0.0013948+9.7584e-05i,0.00038694+0.0002955i,0.00049643+0.00069451i,0.0013147+0.0012416i,0.0013399+0.0011495i,0.00012678+0.000286i,0.00024538-0.00024843i,0.0010288+0.0002254i,0.00077072+0.00052219i,0.00032971-0.00022346i,-0.00036866-0.001243i,-0.00057985-0.001237i,-0.0001896-0.0008382i,-9.0735e-05-0.00049231i,-9.8319e-05-1.3122e-05i,9.1227e-05+8.9481e-06i,-0.00044152-0.00041736i,-0.00032049-0.00072409i,0.00030363+0.00015419i,0.0001505+0.00013329i,-0.00024143-0.00099709i
-8.0972e-05-0.00043756i,-0.00024373+0.00015898i,-0.00074263-0.00042189i,-0.00025848+0.00034489i,0.00027863+0.0018781i,0.00087105+0.0016186i,0.0010987+8.3485e-05i,0.0011176-0.0010764i,0.0011583-0.00028961i,0.00045395+1.1294e-05i,7.8457e-05+2.6002e-05i,-4.1473e-07+0.00053351i,-0.00057727+0.00032925i,-0.00038001-0.00026673i,-0.00022187+0.00010679i,-0.00080236+0.00062529i,-0.00072944+0.00039653i,-0.00073694+0.00025518i,-0.00071532+0.00037216i,-0.00068368+0.00033248i,-0.000715-0.0003632i,0.00016468-0.00037355i,0.00064729+0.0002615i
0.00036351+0.0013722i,0.00082604+0.0015906i,0.0011149+0.00095876i,0.00087714+0.0015779i,0.00089823+0.0021729i,0.00162+0.0016341i,0.0015067-9.5012e-05i,0.00076534-0.0011855i,0.00076928-0.00082703i,0.0007515-0.00040106i,0.00050992-0.00023913i,0.0003212-6.4446e-05i,0.00017866+0.00024598i,0.0002536+0.00033397i,-2.1447e-05-7.1534e-05i,0.00026474-0.001006i,0.00044579-0.00068458i,-0.00067792-0.00048115i,-0.00069506-0.00093376i,-8.3146e-05-8.9898e-05i,-0.00015186+0.00074886i,-0.00028776+0.00033307i,-0.00061673+1.6927e-05i
0.00020387+0.00013212i,-0.00019545+0.00059494i,-0.0019205+0.0013012i,-0.0017968+0.0011689i,0.00014321+0.0016862i,0.0004509+0.0016907i,0.00085659+0.00015868i,0.00096874-0.00023371i,0.00017131+8.8328e-05i,-0.00025992-0.00022614i,-0.00076932-4.247e-05i,-0.00068808+0.00067549i,-0.0001933+0.00093277i,-0.00050482+0.00062053i,-0.00084516+0.00014786i,-0.00058829+0.00010915i,-0.00077154+0.00020221i,-0.00083312-0.00021864i,-7.1592e-05-0.00033418i,0.000298-5.7185e-05i,-0.00018115-0.00027589i,6.0928e-05-8.3229e-05i,-1.8342e-06+0.00023069i
0.00066386+0.0016047i,0.0003672+0.0012162i,0.00074314+0.00031186i,0.0012173-0.00013641i,0.0015107+0.0013552i,0.0022873+0.0023123i,0.0018695+0.0010853i,0.00088666-0.000187i,0.00046411-0.00043701i,0.00056431-9.6537e-05i,-0.00010414+0.00055751i,-0.00049178+0.00067234i,1.4851e-05+8.8376e-05i,5.5094e-05-0.00020165i,0.00014925+4.6429e-05i,0.00095444+0.00025648i,0.0011806+0.00030779i,0.00091642+0.00044752i,0.00060818+0.00020398i,0.00040173-0.00048906i,8.4046e-05-0.00064475i,-0.00015014+5.014e-05i,7.1254e-05+0.00023091i
-0.00081669+0.00021007i,-0.0006217+0.00035501i,0.00051681+0.0011452i,0.00051232+0.0016728i,0.00067384+0.0016051i,0.0013332+0.00099979i,0.0019656+0.00046589i,0.001352+0.00020127i,0.00031117+3.9451e-05i,0.00038226-0.00020869i,0.00066494-7.6937e-05i,3.3885e-06+0.00020053i,-0.00031097+3.0744e-05i,-6.4956e-05-0.00015762i,-0.00033501-0.00011305i,-1.7512e-05+0.00029495i,0.00030874+0.00035358i,0.00029126-0.00061355i,0.00040159-0.00072822i,0.00030552-0.00018645i,-5.9311e-05-0.00014124i,4.6236e-06-3.5525e-05i,-0.00020885+0.00038003i
