7.0385e-05+0.0011341i,0.0010488-0.00031104i,0.00030523-0.001813i,-6.5531e-07-0.0015814i,-0.00036878+5.8354e-06i,-0.00099281+0.0012507i,-0.00046692+0.0016277i,-4.8156e-06+0.0013589i,-0.00013891+0.00048841i,9.3454e-05-8.787e-05i,0.00038213-0.0001997i,0.00025018-0.000183i,0.00015567+6.0907e-06i,7.7125e-05+0.00092273i,-0.00012058+0.0015455i,-0.00039917+0.0011614i,-0.00041323+0.00070783i,-3.4893e-05-7.5729e-05i,0.00060338-0.00090835i,0.0005622-0.00034732i,0.00034782+0.00053989i,0.00056825+0.00036592i,0.00089758+0.00010026i
-0.00088891-0.000512i,-0.0010614+0.00060485i,-0.0018178+0.0006398i,-0.0016236+0.00010628i,-0.00094309+0.00020844i,-0.00053831+0.00018091i,-0.0011383+0.0014804i,-0.0013726+0.0020587i,-0.00049044+0.0016469i,-5.429e-07+0.0017238i,8.2223e-05+0.0012899i,0.00030073+0.00049963i,0.0005829-9.7912e-05i,0.00022028+0.00013582i,-0.00048334+0.00076127i,-0.00017457+1.14e-06i,0.00027105-0.00095462i,0.0002636-0.00096716i,-0.00017008-0.00067661i,-0.0002019-0.00050713i,5.4873e-05-0.00027551i,0.00042641-0.00039754i,0.00037216-0.00029043i
-0.00040491-0.0010446i,-0.00081725+0.00063792i,-0.0014565+0.0017656i,-0.0013127+0.0027463i,-0.00060437+0.0018255i,0.00066733+0.00030293i,0.0011336+0.00053074i,0.0012636+0.0008563i,0.0012499+0.00025817i,0.00067888+0.00029056i,-5.3069e-05+0.00065445i,1.8507e-05+0.00099347i,0.00015954+0.00089315i,0.00015222+0.0006076i,-7.1676e-05+0.00016151i,-0.00063316-0.00035619i,-0.00013569-0.00013007i,0.00095868+8.437e-05i,0.0009335-0.00037156i,5.1044e-05-0.00048646i,-6.1153e-05-0.00059572i,0.00036082-0.0010662i,0.00054514-0.0006045i
0.0022583-0.0005844i,0.0017921-0.0019657i,0.0016122-0.0023079i,0.0012407-0.0012359i,0.00089442-0.00047395i,0.0004572-0.00015534i,0.00022588+0.00054488i,0.0004418+0.00094203i,0.00085181+0.00055628i,0.000884+6.036e-05i,0.00023534-0.00019749i,-0.00040569+0.00030847i,-4.2615e-05+0.0010848i,0.00097098+0.001206i,0.00091777+0.00060717i,0.00014452-0.00063386i,-3.5503e-08-0.0015235i,3.648e-05-0.0014352i,-4.491e-05-0.00097357i,-6.1759e-05-0.00024003i,0.00020674+0.00016191i,0.00084377-0.00030338i,0.00043854-0.00025951i
0.00043511+0.00025208i,0.00066897+0.00087976i,0.0016965+0.0013039i,0.0022254+0.0008707i,0.00074324-0.00020022i,-0.00075107-0.00070893i,-0.0010955-8.7031e-05i,-0.00059805-4.209e-05i,0.00033188-0.00036318i,0.00016782+0.00021497i,0.00010981+0.0006541i,-7.9917e-05+0.0004301i,-0.00042749-3.5738e-05i,-0.00051007+0.00021033i,-0.00062487+0.00074603i,-0.00040733+0.00068571i,-0.00018745+0.00011549i,0.00042767-0.00027102i,0.00054024-0.00064974i,0.00018789-0.000529i,-9.6492e-05-0.00048188i,-7.025e-05-0.00029527i,0.00039016+0.00017925i
-0.0019272-0.0006897i,-0.0015459-0.00098741i,-0.00153-0.0011642i,-0.0012055-0.0017166i,-0.00072846-0.0016256i,-0.00048098-0.0011067i,-0.00034661-0.00054925i,-0.00044431+7.1035e-05i,-0.00068675+0.00057353i,-0.00095783+0.00091867i,-0.00071151+0.0010413i,-0.00017443+0.00033238i,0.00049007-0.00029151i,0.0009788-0.00015523i,0.00042789+0.00012452i,-8.2415e-05+2.6843e-05i,-0.00036645-0.00041379i,-0.00099844-0.00051255i,-0.0009083-0.00082795i,-9.6861e-05-0.0010031i,-0.00022067-0.00050877i,-0.00071828+0.00026485i,-0.0006613+0.00014293i
0.0018282+0.0014766i,0.003058+0.0003475i,0.003945-6.781e-05i,0.0033073-0.0003809i,0.0012885-0.0013155i,7.5713e-05-0.0011951i,-0.0004739+0.00011103i,-0.00024435+0.00064294i,0.00085468-8.2869e-05i,0.00086176-0.00075979i,-1.8106e-06-0.00084028i,0.00028165-0.0010102i,0.00050894-0.00037179i,0.00061051+0.00064548i,0.000943+0.001156i,0.00050751+0.0011445i,0.00015781-0.00034304i,-0.00020691-0.0012432i,-0.00049698-5.2478e-05i,-0.00024879+0.00029016i,0.0004378-0.0005354i,0.00018467-0.00055236i,-0.00034476-0.00056463i
0.00076194+0.00048361i,7.3471e-05-0.00012724i,0.00037662-0.0012039i,0.0011979-0.0011162i,0.00079445-0.00088405i,-0.00031155-0.001145i,-0.00020511-0.00056112i,0.0014042-0.00013703i,0.0023556+0.00018827i,0.0015314+0.00062458i,0.0011364+0.00070158i,0.0011639-5.6349e-05i,0.000474-0.00037485i,-1.9009e-05+0.00020357i,0.00078528+0.0004162i,0.00089339+2.4726e-05i,-0.00050338-0.00024309i,-0.00078539-0.0003055i,-0.00045444-0.00020533i,0.00010685-0.00022999i,1.6904e-05-4.2213e-05i,-0.0010332+0.00011134i,-0.00083602+5.6582e-05i
-0.00029094+0.001355i,-2.8599e-05+0.001828i,0.00024526+0.002412i,0.0010445+0.0021577i,0.0015413+0.00079569i,0.0013111-0.00046222i,0.00065942-8.566e-05i,0.001247+0.00070189i,0.0014292+0.00063051i,0.00048785-0.00020949i,0.00032826-0.00034874i,0.00010178-1.288e-05i,0.00020097-4.134e-05i,0.00021859-0.00037962i,-0.00064418-0.00044509i,-0.00093409+0.00043267i,-0.00063057+0.00063047i,-0.00080513+0.00023862i,-0.00065229+0.00032109i,8.6873e-05+0.00038141i,-0.00023274+1.0457e-05i,-0.00026269-0.00037419i,0.00036788-0.00060326i
-0.00069006-0.00069422i,-0.00091014-0.00096379i,-0.00067108-0.0014852i,-0.00059975-0.00081588i,-0.0011696+0.00033414i,-0.0013822+7.4734e-05i,-0.00063537-0.0010173i,0.0002931-0.0012833i,0.00058299-0.00087901i,0.00018606+0.00027916i,-0.00022834+0.00093941i,-4.9363e-05+0.00075047i,0.0008156+0.00048232i,0.00067371+0.00078581i,0.00048083+0.00079763i,3.0769e-05+0.00014859i,-0.00069185+4.2141e-06i,-0.00051476-0.00010894i,-0.00037791-6.564e-05i,-9.4551e-05-0.00036376i,0.00051997-0.00017987i,0.0011683+0.00065068i,0.00024852+0.00078526i
-0.0008265+0.00121i,0.0006189+0.00098167i,0.0014288+0.00084779i,-2.5381e-05+0.00048212i,-0.00041413+0.00037613i,-0.00025226+9.2589e-05i,-0.0001312+0.00025317i,0.00014177+0.00018058i,0.00036128+0.00025385i,0.00012553+0.0012298i,-0.00084925+0.0014928i,-0.0012686+0.00090451i,-0.0012154+0.00022216i,-0.0010709+0.00013493i,-0.00023666+0.00062636i,-0.00012908-7.2996e-05i,-0.00062842-0.00036853i,-0.00015742-0.00045969i,8.5795e-05-0.00067742i,0.00041079-0.00052684i,0.00025791-0.00073044i,-0.0001412-0.00073194i,-0.00010382+0.00014588i
0.00045258-0.0014855i,0.00036464-0.00046167i,0.00047993+6.6053e-05i,-1.0232e-05+0.0010056i,-0.00047897+0.0016927i,0.00016146+0.0012964i,0.00059269+0.0007329i,0.00066669+0.00014881i,0.00047606-0.00042879i,-0.00082009+0.0003012i,-0.00093108+0.00086196i,8.1417e-05+0.00060396i,0.00032445+0.001369i,0.00022532+0.0013937i,0.00032957+0.00039494i,0.00079469+0.00061383i,0.00052694+0.00049289i,-1.3362e-05-0.00029552i,-0.00049091-0.00013148i,-0.00044475-0.00081495i,0.00078489-0.00094888i,0.0019196+2.4932e-05i,0.0016889+0.00017016i
-0.0018283-0.0010233i,-0.0022051-0.00091817i,-0.0024948-0.00037299i,-0.0025047-0.00044738i,-0.0018445-0.00076466i,-0.0011182-0.00056912i,-0.00017565-0.00077277i,0.00028244-3.3199e-05i,0.00040502+0.00039964i,0.00050933+0.00038706i,1.0234e-05+0.00058017i,-0.00066805+0.0010338i,-0.00084296+0.0011428i,-0.00036822+0.00062452i,0.00046493+2.6597e-06i,0.0012456-0.00028624i,0.0013344+5.5962e-05i,-0.00019169+8.3463e-06i,-0.00084402-0.00018586i,-0.00029579+5.653e-06i,0.00040969+0.00015028i,0.00064365-0.00021129i,0.00050397-0.00066545i
0.00044634-0.00059625i,0.0003775-0.001205i,0.00098627-0.0017609i,0.001198-0.0021463i,-4.1048e-06-0.0012184i,-0.0007623+1.0296e-05i,-0.00030033+0.00044154i,-5.5216e-05-0.00050945i,5.55e-06-0.00043141i,-7.5511e-07-3.0039e-05i,-0.00026382+2.7434e-05i,-0.00067733+0.00036729i,-0.00032362+0.00049752i,0.00034276+0.0007789i,0.00051833+0.00050892i,0.00027602-9.389e-05i,7.3562e-05-1.3446e-05i,7.5647e-05+0.00052453i,0.00017217+0.00062431i,0.00010493-0.0008582i,0.0002669-0.0012007i,0.00079147-0.00021293i,0.0013424-0.00013662i
0.00094812+0.00040854i,0.0017021+0.00098276i,0.0012663+0.00055077i,0.0012438-0.00014623i,0.0014772+0.00031114i,0.00080056+0.00045514i,-9.5316e-05+0.00019882i,0.00038272+3.2807e-05i,0.00031779-0.00026162i,-0.00089255-0.00016288i,-0.0012146+0.00020457i,-0.00095947-0.00011859i,-0.00028778-6.0884e-05i,-0.00066709+0.00066329i,-0.0010466+0.00057842i,-0.00022816-2.7903e-05i,0.0011696-0.00035382i,0.0014222-0.00010305i,0.0001744+0.00048471i,-0.00039267+0.00025053i,-0.00039077-0.00014494i,-0.00016783-9.4366e-05i,0.00069871-0.00015966i
0.00066543-0.0010766i,0.00041582-0.002287i,0.00021563-0.0019638i,-1.4716e-05-0.001029i,-0.00061162-0.00043119i,-0.0011146-4.8658e-05i,-0.00077645-0.0001825i,0.00050993+9.6825e-05i,0.00082466+0.00027708i,0.00046598+0.00048831i,0.00042796+0.0007172i,3.9132e-05+0.00056977i,-0.00034401+0.00057059i,-0.00048897+0.00038745i,-0.00063642-0.00068433i,-9.8416e-05-0.00052012i,0.00049895+0.00015813i,0.00029266-0.000816i,0.00010869-0.0016528i,0.00024387-0.000942i,6.2637e-05+1.43e-05i,-9.1396e-06+0.00015035i,-0.0003205+0.00044743i
0.0017724-0.0012335i,0.0013004-0.0017247i,0.00055532-0.002393i,-0.00010717-0.0030267i,-0.00067347-0.0026238i,-0.00076427-0.0010947i,0.00022755+0.00054265i,0.00086238+0.00085349i,0.00042838+0.0004855i,-4.8205e-05+0.00037522i,1.0888e-05+0.00087621i,0.00053284+0.00076881i,0.00040817+0.00065917i,0.0003094+0.00013096i,0.00019278-0.0006472i,3.5237e-05-0.00085328i,0.00032098-0.00051744i,0.00045625-9.6429e-05i,3.7145e-05-0.00063528i,-0.0001172-0.00093544i,-0.00038206-0.00046651i,-0.00059153-0.00012767i,-0.00025599-9.0068e-05i
-7.6037e-05-0.0014551i,-0.00012663-0.001842i,9.9617e-05-0.00081169i,-0.00021424+0.00097351i,-0.00059901+0.0018462i,-0.0009579+0.0011756i,-0.00067712+0.0002234i,-1.9597e-05+0.0002394i,-0.00063415+0.00055151i,-0.0010347+0.00046143i,-0.00078188+1.1918e-05i,-0.00023158-0.00017916i,0.00040372+0.00024792i,0.00094368+0.00048337i,0.0010496+0.00040592i,0.00096668-0.00025542i,0.00034134-0.0004532i,-0.00015924-0.00036585i,-0.00010123-0.00034818i,-0.00077477-0.00036473i,-0.00056729-0.00072078i,-0.0007955-0.00078023i,-0.0016483-0.0011268i
-0.00018989+0.0011234i,-9.9457e-05+0.00068845i,0.00018025-0.0002158i,0.0004647-0.00042151i,0.00058655-0.00048964i,0.00013567-0.00075395i,0.0001623-0.00022582i,6.9977e-05-0.00010989i,-0.00023364-0.00064436i,0.00019603-0.00038235i,0.00053332+0.00048881i,0.00034955+0.00080091i,-0.00073979+8.5287e-05i,-0.0010694+6.8691e-05i,-0.00046048+0.001039i,8.984e-05+0.0012252i,3.5895e-05+0.00039265i,0.00040122-4.9644e-05i,0.00071362+0.00036025i,5.4535e-06+0.00014862i,-4.1536e-05-0.00077488i,0.00017337-0.00060566i,0.0004616-0.00051669i
-0.00090079+0.00044036i,-0.00034648+0.00032265i,0.0010277+0.00039615i,0.0011037+0.00023875i,0.00096447-0.00036987i,0.00080874-0.00035388i,0.0010421+0.00083661i,0.0013316+0.0019347i,0.00075763+0.00097893i,-7.9357e-05-0.00042712i,-0.00074913-0.00098228i,-0.0006173-0.00045791i,-0.00024772+0.00031854i,4.9328e-05+0.0012346i,0.00024443+0.0012619i,0.00026542+0.00047813i,8.1183e-05+0.00031801i,-0.00065773-0.0002738i,-0.00056598-0.00040137i,-0.00013191+0.00024299i,-4.5907e-05+2.2659e-05i,0.00012325-4.8858e-05i,0.00034462+0.00023827i
0.0015915+0.00057441i,0.0021187+0.00018303i,0.001512+0.00057006i,0.0013713+0.0014403i,0.00096567+0.00076734i,-0.00018103-0.00096953i,-0.00056435-0.0013738i,-0.0004977-0.00052344i,-0.00063504-0.00030718i,3.441e-05+1.7041e-05i,-0.0002538+0.00047693i,-0.0011741+0.00025798i,-0.00099877+0.00053532i,-0.00010996+0.0012101i,0.00079955+0.0016732i,0.00099135+0.0018428i,0.0010666+0.00087439i,0.00056878-1.6913e-06i,0.00020604+0.00011936i,6.4053e-05-7.5751e-05i,0.00041785+6.6828e-07i,0.0010961+0.0007118i,0.00046202+0.00093559i
0.00050799-0.00025503i,-7.6752e-05-0.0010608i,0.0010694-0.0016381i,0.00092932-0.0012442i,-0.00012162-0.0011339i,-0.00014179-0.00091111i,-6.2863e-05+0.00025827i,-0.00044839+0.00072767i,-0.0003383+0.00049919i,-0.00091476+0.00023538i,-0.0010294+0.00012614i,-7.1706e-05-9.1309e-05i,-0.00016572+0.00080731i,-0.00050486+0.0013179i,-0.00048779+0.00068815i,-0.00032024-0.00037036i,0.00020985-0.0010321i,0.00027867-0.00067141i,0.00036868-0.00081889i,0.0010516-0.00064568i,0.0010056-9.5334e-05i,0.00093673+0.00032671i,0.0011144+0.00053143i
-0.0022182+0.0014918i,-0.0013088+0.002261i,-0.00034592+0.0027874i,0.00082955+0.0026227i,0.0011718+0.00191i,0.0013092+0.00047473i,0.0006447-0.0012714i,0.00020621-0.0013473i,-0.00029476-0.00027646i,-0.0005872+0.00053255i,-0.00033954+0.00084771i,-0.00033975+0.00072247i,-0.00039741+0.00046388i,-0.00090193-0.00020441i,-0.00083896-0.00055558i,-0.00069805+0.00019054i,-4.9251e-05+0.00061055i,0.00028456+0.00087987i,6.8196e-05+0.00032524i,-7.3666e-05-0.00027922i,-0.00079648-0.00019371i,-0.00066834-0.00041698i,0.0001258-0.00065378i
0.0005868-0.0012585i,-0.00022895-0.00075736i,-0.00041558-0.000935i,-0.00055277-0.0003365i,-0.000769+9.781e-05i,-0.00045001+0.0004204i,1.799e-05-0.00011244i,0.00062273+0.00036728i,0.00041631+0.00027343i,-0.00023812-0.00012309i,-0.0002979+0.00035704i,-0.0003789+0.00066225i,-0.00014176+0.0012869i,-0.00025485+0.0016401i,-0.0012611+0.0016521i,-0.0012588+0.00036849i,-2.316e-05-0.00085202i,0.00066994-6.4205e-05i,0.00020284+0.00032147i,-0.00030664-4.3351e-05i,-0.00081805-0.0001685i,-0.00032148-0.00020574i,0.00012272-0.00054222i
-0.0012977+0.0006136i,-0.00108+0.00092517i,-0.0011634+0.0012845i,-0.00027616+0.00059996i,0.00037684+5.2381e-05i,0.00029678+0.00074579i,-9.7373e-05+0.0010662i,-0.00026506+0.00051176i,0.00015329+0.00049336i,0.00042355+0.00071209i,0.0006062+0.00076037i,-0.00028751+0.00060803i,-0.0011915+0.00064525i,-0.0005945+0.00044279i,-0.00020178-9.2285e-05i,3.1368e-05-0.00049959i,0.00065262-0.0010294i,0.00045464-0.00089492i,-1.048e-05+0.00011636i,-0.00043912+0.0001237i,-0.00077063-0.00067572i,-0.00083943-0.00055658i,-0.00091283+8.6692e-05i
-0.00019282+0.00057821i,-7.2269e-05+0.00061336i,0.00074015+0.00074427i,0.0013252-9.3351e-05i,0.00075445-0.00092835i,-0.00085286-0.0010351i,-0.00075552-0.0010683i,0.00075869-0.00058682i,0.00047877+0.00049851i,-0.00027909+0.00092918i,0.00025527+0.0007793i,0.00087729+0.00055026i,0.00029219+0.00053364i,-0.00030138+0.00044783i,-0.00030322-0.00038938i,-0.00026445-0.00058778i,-0.00050416-0.00055256i,-0.0012307-0.00028168i,-0.0012039+3.4821e-05i,0.00021416-3.1605e-05i,0.00068922+0.0003875i,0.00024646+0.00028629i,0.00064267+0.00038965i
0.0013651+0.0018574i,0.0013714+0.0016124i,0.00071159+0.0016455i,0.00030669+0.0015851i,1.2716e-05+0.00074153i,-3.9542e-05-0.00061992i,0.00044864-0.0013373i,0.00022228-0.00048817i,0.00031188+0.00084616i,0.00080098+0.00071146i,0.00056634+0.00024775i,0.00023489+0.00060576i,-1.5196e-05+0.00068721i,-6.7418e-05+0.00038962i,-0.00024249+0.00029288i,-0.00020623+0.00023901i,0.00040018+9.3839e-05i,0.00031257-0.00037759i,-0.00015308-0.00066963i,-0.00053025-0.00071019i,9.091e-05-0.00047547i,0.00031818-2.6479e-05i,-0.00053284+3.8912e-05i
0.0021365-0.0011355i,0.0018968-0.0015845i,0.0010886-0.001526i,0.00045956-0.0012986i,1.4422e-05-0.0017543i,-8.1698e-05-0.0018616i,-0.00015414-0.0013533i,0.00025812-0.00058859i,0.00021113+0.00032469i,-0.00060404+0.0009187i,-0.0005975+0.00059131i,-0.00017107+0.00029101i,-0.00025233+0.00015469i,-0.00033417+0.00023975i,0.00028188+0.00062621i,-5.6089e-05+2.5283e-05i,-0.00045791+0.00034642i,0.0001694+0.0005265i,0.00044813+7.6835e-05i,3.7942e-05-5.0556e-07i,0.00064503-0.00056241i,0.00087053-0.00040766i,0.00073034-0.00043603i
0.00014052+0.00045775i,0.00055225+0.00013071i,0.00033275-0.00043778i,0.00067133-0.00034924i,0.00091764+0.00032882i,-2.4037e-05+0.0010751i,-0.00077871+0.00041362i,-0.00068869+0.0003618i,-0.0005458+0.00081269i,-0.00059128+0.0010294i,-0.00064867+0.00145i,-0.00061821+0.00051465i,-0.0010127-0.00059967i,-0.00085261-0.00024806i,0.00017131+0.00023474i,0.0008771+0.00013287i,0.00056758+4.0992e-05i,-0.00064451-0.00030293i,-0.0012034-0.0001584i,-0.0008749+0.00043476i,-0.00042569+0.00091364i,0.00024252+0.00088021i,-2.0355e-05+0.00056323i
-0.0002118+0.00024578i,-0.00032577-0.00062143i,0.0001305-0.0007005i,0.00027657-0.00095095i,0.00014808-0.0011043i,-0.00081924-0.00051646i,-0.0013224+0.0006382i,-0.00039155+0.00094001i,8.724e-05+0.00034606i,-0.000338+0.00021516i,-0.00037206+4.1275e-05i,-6.6986e-06-4.125e-05i,-3.1092e-05+0.00067045i,0.00038484+0.0010443i,0.0011793+0.0012763i,0.00040574+0.00060216i,-0.00051273-0.00020602i,-0.00029952-0.00040558i,-0.00035712-0.00071953i,-0.00032316-0.00077155i,0.00031739+0.00011539i,0.00015677+0.00044682i,9.5739e-05-9.7356e-05i
-4.046e-06+0.00040757i,0.00025982+0.0010472i,0.00085353+0.0011355i,0.0009128+0.00030556i,0.00084438-0.00034902i,0.00038678-0.00065318i,-0.00010925-0.00068209i,4.5056e-05-0.0010025i,0.00082073-0.00058483i,0.00041742+0.00056251i,-0.00039923+0.001008i,-0.00036043+0.00079354i,-0.00055792+0.00022054i,-0.00042128+0.00052202i,0.00015566+0.00086571i,0.00043285+0.0002083i,0.00049441+9.352e-05i,0.00052859-0.00011661i,0.00065727-0.00036637i,0.000171-0.00025589i,-0.00025202-0.00035332i,-3.4654e-05-5.4807e-05i,0.00042361+7.3326e-05i
9.6018e-05+0.00073502i,0.00051412+0.0012399i,0.0010694+0.0007433i,0.00058675+0.00043883i,-0.00021257+9.6275e-05i,2.5144e-06+7.9041e-06i,0.00040087+0.00050184i,0.00044214+0.00065315i,6.3303e-06+0.00017451i,-0.0006969+0.00032266i,-0.0010788+0.00062831i,-0.00063092+0.00024049i,6.3983e-05+5.3346e-05i,-0.00011538+0.00045495i,-0.00021668+0.00063857i,-9.5154e-05+0.0005684i,-0.00021978+0.00060816i,-0.000393-4.1345e-05i,-0.0003835-0.00041867i,0.00019046-8.4274e-05i,0.00018069-0.00036065i,1.2908e-05-0.00042791i,-0.00033992-0.00026289i
-0.0017468+0.00068733i,-0.0011376+0.00015638i,0.00022123-0.00042599i,0.00097023-2.4158e-05i,0.00047196+0.00065835i,0.00025339+0.00088231i,0.00015551+0.00027222i,0.00027332-5.5347e-05i,0.0001077+0.0006541i,-0.00095076+0.0005498i,-0.00086692-0.00024049i,0.00061848+0.00030605i,0.0011831+0.00023082i,0.00093197-6.6149e-05i,0.00080274-0.00045826i,0.000744-0.00069661i,0.00021591-0.00042568i,0.0001501-0.0012225i,0.0001667-0.0014034i,-0.00027958-0.00016598i,-6.1484e-05+0.00023641i,0.00027067+0.00031263i,-1.3424e-05+0.00048041i
0.00028382-0.00035671i,-0.0002617+0.0014549i,-0.0004449+0.0022379i,-0.00056848+0.00097123i,-9.6237e-05+0.0003487i,-9.3297e-05-0.0001799i,-8.7955e-05-0.0005024i,0.00093829-0.00030058i,0.0010157+0.00039806i,-0.00035916+0.00098652i,-0.00096106+0.0011004i,-0.00036556+0.00085503i,-0.00024025+0.00030413i,-0.0002143-0.00033635i,0.00016579-0.00022252i,0.00040521-0.00038367i,0.00048477-0.00027377i,0.00071805+0.00018788i,0.00099967+3.2243e-05i,0.00051923+0.00011793i,1.9731e-06+2.3462e-05i,-0.00027913-0.00040444i,-0.00026846-0.00028485i
0.0013591-0.0018318i,0.00041222-0.0029143i,-0.0006922-0.0030653i,-0.00072488-0.002427i,-0.00017443-0.00088006i,-0.00017884-0.00011544i,-0.000126+0.00079816i,0.00054232+0.00074497i,0.00040437-0.00057593i,1.9659e-05-0.00082969i,0.00026109-9.3807e-05i,-0.00013034+0.00035703i,-0.0010872+0.00037647i,-0.00021629+3.1735e-05i,0.0010614-0.00039257i,0.00088781-2.1241e-05i,0.00076194+0.0010035i,-4.6528e-05+0.0014305i,-0.00089964+0.0011714i,-0.00099492-2.3148e-05i,-0.00047576-0.00094085i,0.00014404-0.00067967i,-0.00055877-0.00056206i
-0.00084705+0.00038809i,-0.00047051+0.0020876i,-0.00015654+0.0025916i,0.0003238+0.0013919i,0.00081527+0.00050507i,0.00065812+0.00096801i,0.00089203+0.00092569i,0.0011571+0.00070261i,0.00049058+0.00064273i,-0.00041677+0.00058878i,-0.00034301+8.8987e-05i,-0.00045362-5.6702e-05i,-0.00043733+0.00022609i,0.00014974+0.00018501i,0.0011201+0.00017332i,0.0010179+0.00025265i,0.00053526+0.00022049i,0.00038971+0.00022554i,0.00020275+0.00042884i,-5.9337e-05+0.00034732i,-0.00030129-0.00050338i,-0.0002796-0.0011788i,-1.1621e-05-0.0013627i
-0.00070402-0.0014766i,-0.0016901-0.0013207i,-0.0020071-0.001763i,-0.0018862-0.0013096i,-0.00087898-0.0004699i,0.0001751+9.1858e-05i,0.00047176-4.1752e-05i,0.00055934-0.00042271i,0.00070475+0.00036269i,0.00035901+0.0012547i,-0.00015799+0.0014155i,-7.575e-05+0.0011875i,-5.2334e-05-5.4461e-06i,7.9789e-05-0.00049085i,6.8547e-05-0.00054397i,0.00010629-0.00095711i,0.00035494-0.00044548i,0.00041666+0.00040002i,3.5023e-05+0.00054498i,-0.00060557-0.00014373i,-0.00019618-5.5145e-05i,0.00022499-0.00017459i,0.00012658-0.00078563i
0.00097716+0.001041i,0.0021912+0.0012039i,0.0023857+0.0014144i,0.0019482+0.00085335i,0.0011238-8.1139e-05i,0.00025877-0.0001962i,0.00062081+0.00061637i,0.0010165+0.00081437i,0.00059069+0.00072775i,0.00025536+0.00025475i,-0.00032978+0.00028393i,-0.00034984-2.2349e-05i,6.1833e-05+9.9521e-05i,0.00024698+0.00059328i,0.0006577+0.00056361i,0.00078694+0.00083444i,0.0012677+0.00076951i,0.00073572-8.802e-05i,-0.00027618-0.00040617i,-0.0005709+0.00036775i,-0.00096484+0.00040738i,-0.00038412-0.00023379i,0.00027494-0.0010144i
0.0010641-0.00085435i,-6.1798e-05-0.0013695i,-5.2229e-05-0.0019299i,0.00012049-0.0016258i,-0.00060209-0.0011401i,-0.0018178-0.00056137i,-0.0019212+6.3602e-05i,-0.00092675+0.0010772i,-0.00026506+0.00091269i,0.00047006+0.00011106i,0.0004735+0.00023984i,0.00014379-0.00024761i,6.6821e-05-0.0005044i,6.4568e-05+0.00052131i,-0.00024807+0.00079009i,-0.00098708-0.00057365i,-0.001093-0.0012315i,-0.00091663-0.00017925i,-0.0010792+0.00014542i,-0.00062927-0.0001681i,0.00038748-0.00017148i,0.00021854-0.00037569i,-0.00033346-0.00072458i
-0.00078738+0.0017717i,0.00044492+0.0019854i,0.0019236+0.00189i,0.0024029+0.0011271i,0.0019884+0.00065771i,0.00075976+0.00011205i,0.00023488-8.0063e-05i,0.00077249+0.00018838i,0.0004909+0.00035202i,-0.000297+0.00050911i,-0.00043701+0.00015392i,1.7438e-05+0.00019804i,0.00035097+0.00043491i,-2.981e-06+0.00034516i,0.00029665+0.00019698i,0.00020995-0.00011022i,-0.00060809-0.00053043i,-0.00048866-0.00081508i,0.00013698-0.0010107i,0.00034871-0.0005447i,8.0676e-05-0.00042346i,-0.00018312-0.00060339i,0.00016914-0.0004832i
-0.0012363-0.000498i,-0.0017869-0.0001291i,-0.0028088+0.00084358i,-0.0023464+0.0015045i,-0.00049065+0.0011112i,0.00013641+0.00021115i,-0.00047055-0.00036397i,-8.4294e-06+0.00020351i,0.00028379+0.00096251i,0.0001929+0.00070502i,0.00034109+0.00089026i,-0.00029466+2.7466e-05i,-0.00083124-0.00062689i,-0.0010417+0.00036354i,-0.0011173+0.00094893i,-0.00033718-0.00015814i,0.00041492-0.00085677i,0.00028127-0.00031435i,0.00044139-8.6666e-05i,0.00036441-0.00011952i,-0.00015094-9.2837e-05i,-0.00048237-0.00040782i,-0.00027352-0.00047061i
-1.6324e-05+0.0011498i,0.00022704+0.00085381i,0.00090833+0.00010669i,0.00067073-0.00011671i,0.00057271-0.00042636i,0.0014038-7.9048e-05i,0.0011543+0.0011928i,0.00041938+0.0012625i,0.00028352+0.0011932i,-0.00024393+0.0011728i,-0.0006719+0.00027786i,-0.00040341-0.00040019i,-0.00022363-0.00017414i,-0.00022891-4.8554e-05i,-0.0001194-6.0354e-05i,0.00030233-7.7497e-05i,-0.00011298-6.5063e-05i,-7.1843e-05-0.00031981i,0.00020711-0.00063788i,-0.00052185-0.0008116i,-0.00019371-0.00076985i,0.00038971-0.0003301i,0.00037845-4.5148e-05i
-0.0010687-0.0013948i,-0.00077485-0.00021983i,-0.0014564+0.0012204i,-0.00098621+0.0022626i,0.00021007+0.002278i,0.00034401+0.0010389i,0.00062209+0.00059621i,0.00041527+0.0011972i,0.00019934+0.001111i,0.00085061+0.0010408i,0.00088231+0.00076997i,0.00085671-0.00061573i,0.00030516-0.0011129i,-0.00066531-0.0009387i,-0.0014818-0.00052762i,-0.0017482-0.00018903i,-0.0010133-0.0006232i,-3.7572e-05-0.00089242i,0.000206-0.00040554i,0.00053398-0.00087148i,0.00052162-0.001401i,0.00023605-0.0013038i,0.00068811-0.0010472i
