-0.002635+0.0012123i,-0.00095264+0.0012073i,-0.0018223+0.0026938i,-0.002067+0.0036535i,-0.0011081+0.0040361i,0.00011292+0.0032537i,-0.00025382+0.0021824i,-0.00058904+0.0016014i,0.00020506+0.0015995i,0.00092944+0.0013949i,0.001513-0.0006088i,0.0014536-0.0019579i,-6.1699e-05-0.0013048i,-0.0012994-0.0010162i,-0.0013215-0.0010237i,-0.00058143-0.00029332i,0.00029292+0.00030867i,0.00064523+0.00019303i,0.0006215+0.00020098i,0.00018651+0.00025866i,-0.00026941-0.00069611i,-5.3602e-05-0.00075099i,-0.000307+0.00012977i
-0.0034271+0.0014964i,-0.014042+0.0059648i,-0.021331+0.0092818i,-0.00057815+0.0062553i,0.041538+0.0020261i,0.049154+0.0070413i,0.029667+0.010297i,0.021134+0.0035861i,0.013101-0.0030508i,0.0010662-0.0005284i,-0.0036073+0.0068109i,-0.0026423+0.0090521i,-0.0017119+0.0075707i,-0.0028651+0.0055069i,-0.0052251+0.0026542i,-0.0065809-0.00079193i,-0.0063202-0.0023623i,-0.0049175-0.0022178i,-0.0036525-0.0028767i,-0.0017375-0.0044567i,0.00091946-0.0052176i,0.004072-0.0048055i,0.0041626-0.0036102i
0.0031775-0.0020983i,0.010899-0.0084283i,0.014317-0.020479i,-0.0045942-0.043691i,-0.036142-0.071285i,-0.039172-0.068617i,-0.02043-0.032741i,-0.010617-0.0045814i,-0.0092469+0.0030932i,-0.0090076+0.00058608i,-0.0068884-0.0031303i,-0.0020514-0.0065632i,0.0024944-0.0082418i,0.0047491-0.0057862i,0.0065874+0.00065107i,0.0070267+0.0057919i,0.005824+0.0066409i,0.0045132+0.0047575i,0.0030875+0.0023103i,0.00062736+0.0003643i,-0.0013505-0.0020417i,-0.0020248-0.0040558i,-0.0012302-0.0035955i
-0.005652-0.0010625i,-0.014237+0.00017041i,-0.019312+0.012745i,-0.0033708+0.044328i,0.019434+0.07686i,0.023863+0.07251i,0.012501+0.038787i,0.00109+0.018583i,-0.00019172+0.010604i,-0.00037348+0.0029439i,-0.0050293-8.2839e-05i,-0.009045+0.0019367i,-0.010312+0.0042366i,-0.010346+0.0013732i,-0.0085206-0.0050359i,-0.0052334-0.0073243i,-0.0021423-0.0062932i,0.00020522-0.0045727i,0.0013084-0.0028136i,0.00084495-0.0014464i,-0.00043114+0.00068114i,-0.0010497+0.0018172i,-0.00095397+0.00053394i
0.0045145-0.00071533i,0.012779-0.00231i,0.026565-0.012222i,0.033186-0.035481i,0.031814-0.049825i,0.023698-0.036535i,0.0085645-0.019197i,-0.0024334-0.014175i,-0.0059918-0.0091152i,-0.0016933-0.001826i,0.0048583+0.00073638i,0.0079765+0.0011051i,0.0085858+0.002035i,0.0059267+0.004021i,0.0018321+0.0064889i,-0.0010426+0.0078522i,-0.003146+0.0070378i,-0.0046573+0.0048798i,-0.0047107+0.0037285i,-0.0022201+0.0041216i,0.00034115+0.0030036i,0.00044099+0.0015459i,-0.00065698+0.0019937i
-0.0041137-0.0020119i,-0.016398-0.0054032i,-0.040027-0.0032466i,-0.06608+0.01398i,-0.078412+0.031733i,-0.060954+0.025262i,-0.028703+0.012682i,-0.0088769+0.0088239i,-0.0025105+0.0077824i,-0.0018926+0.0058473i,-0.0041781+0.0017076i,-0.006094-0.0027912i,-0.0054671-0.0057436i,-0.00096713-0.0064277i,0.00552-0.0071867i,0.008714-0.0069116i,0.0077644-0.0044222i,0.0053607-0.0025693i,0.0036675-0.0022528i,0.0038866-0.0025831i,0.0036646-0.0036943i,0.0020053-0.0033464i,0.0014402-0.0020933i
0.0020762+0.00080305i,0.010214+0.0036984i,0.032085+0.0065851i,0.062923+0.0013234i,0.079391-0.011136i,0.060146-0.016735i,0.030688-0.013188i,0.015369-0.0099636i,0.0060916-0.0084421i,-0.00031817-0.0048842i,-0.0018664+0.00050739i,0.00016379+0.0054287i,0.0018857+0.0083751i,0.00012668+0.0084432i,-0.0039335+0.0062461i,-0.0059448+0.0021237i,-0.0044075-0.0017544i,-0.0018712-0.0045145i,-0.0015935-0.0052187i,-0.003916-0.004542i,-0.0054144-0.00292i,-0.0039904-0.0010824i,-0.002734-0.00053616i
-0.0033101-0.0024687i,-0.012245-0.014164i,-0.027517-0.031064i,-0.045325-0.040735i,-0.046404-0.035558i,-0.025133-0.017337i,-0.010534-0.0027231i,-0.010847+0.0010147i,-0.0082976+0.0014302i,-0.0033141-0.0011077i,-0.00134-0.0042881i,0.00029969-0.0065737i,0.0016314-0.0075619i,0.0028541-0.0045555i,0.005498+0.0012459i,0.006592+0.0041693i,0.0047163+0.0038405i,0.0019366+0.0041666i,0.00071494+0.0050983i,0.0022193+0.0048144i,0.0041694+0.002793i,0.0047378+0.001628i,0.0042973+0.0025223i
0.00079342-0.00030584i,0.0038187+0.011047i,0.013647+0.037847i,0.027149+0.067893i,0.029146+0.074425i,0.020172+0.05086i,0.015224+0.022545i,0.012328+0.0075752i,0.005898+0.0015432i,-0.0002754+0.0014541i,-0.0042649+0.0042766i,-0.0069573+0.0052587i,-0.0072376+0.0034653i,-0.0062916-0.0012912i,-0.005751-0.0058752i,-0.0043403-0.0063248i,-0.0018127-0.0043028i,0.0004786-0.0025646i,0.0021699-0.0038127i,0.0022556-0.0061435i,0.0011057-0.0068998i,0.0011776-0.0061265i,0.0013431-0.0044786i
-0.0018013-0.0055773i,-0.0048903-0.019646i,-0.0075936-0.047666i,-0.012004-0.073904i,-0.018149-0.068826i,-0.021634-0.039862i,-0.01861-0.018926i,-0.010952-0.0094568i,-0.007102-0.0036599i,-0.0069807-0.00096791i,-0.0045333-0.00060318i,0.00081844-0.0021104i,0.0046319-0.0034612i,0.0055872-0.0010607i,0.0037597+0.0034663i,0.0010642+0.0061074i,-0.00034212+0.0051417i,-0.0019589+0.0019193i,-0.0049419+0.00031286i,-0.0068328+0.0028466i,-0.006297+0.0042146i,-0.0060312+0.002383i,-0.005303+0.00069664i
-0.00060695+0.0028231i,-0.0060321+0.012041i,-0.0184+0.03345i,-0.027607+0.051675i,-0.020357+0.042494i,-0.0031661+0.019807i,0.0031943+0.013935i,0.00097379+0.014733i,0.000304+0.009036i,-7.9424e-05+0.0013043i,-0.0022868-0.0035016i,-0.003991-0.0048465i,-0.0032504-0.0036093i,-0.001137-0.0030908i,0.0018783-0.0040316i,0.0026715-0.003481i,0.0016166-0.00069901i,0.0012169+0.0017249i,0.002373+0.0031563i,0.005362+0.0030987i,0.00694+0.0024806i,0.0057332+0.0015297i,0.0035017+0.0010513i
0.0011375-0.0048169i,0.0087621-0.01566i,0.029149-0.032533i,0.051863-0.043068i,0.053445-0.035456i,0.032776-0.022044i,0.012751-0.017378i,0.0020897-0.013364i,-0.00060846-0.0062791i,0.0028045-0.0011026i,0.0051143+0.0014434i,0.0053851+0.0043975i,0.0041325+0.0068435i,0.0010898+0.007187i,-0.0025632+0.0057887i,-0.0040484+0.0037724i,-0.0024438+0.0022831i,0.00031139+0.00013325i,0.00014345-0.0025955i,-0.0017613-0.0059042i,-0.0028465-0.0079336i,-0.0017141-0.007728i,-0.00035387-0.0061894i
-0.0035355+0.0014603i,-0.016257+0.0046451i,-0.039306+0.012837i,-0.057269+0.022259i,-0.048727+0.026851i,-0.024701+0.027765i,-0.012679+0.018436i,-0.01051+0.0055934i,-0.0060162+0.0018296i,-0.0011333+0.0034365i,-0.00013918+0.0036774i,-0.000847+0.00108i,-0.00029807-0.0014936i,0.0021557-0.0012704i,0.0048939+0.00045808i,0.0060564+0.0003626i,0.004238-0.00081623i,0.00097821-0.0016382i,0.00014544-0.0012164i,-0.00020105+0.0013914i,-0.0019224+0.0040483i,-0.0038306+0.0036409i,-0.0036265+0.002689i
0.00080114-0.0029588i,0.01001-0.0034314i,0.028721+0.00043317i,0.044006+0.0076362i,0.033324+0.0090683i,0.016408-0.0010112i,0.015759-0.0078529i,0.015005-0.0066706i,0.0038337-0.0053006i,-0.0062006-0.0015496i,-0.008471+0.0032751i,-0.0064305+0.0044897i,-0.0037343+0.0020969i,-0.0025948-0.001023i,-0.0029886-0.0025076i,-0.0028114-0.002372i,-0.0013749-0.000582i,0.0004815+0.0007839i,0.0026819-0.00058366i,0.0050286-0.0024642i,0.0064515-0.0030034i,0.0070015-0.0014022i,0.0064968+0.001318i
-0.0032364-0.0014538i,-0.015191-0.0077262i,-0.033005-0.021359i,-0.044727-0.034641i,-0.035572-0.03309i,-0.018579-0.017228i,-0.0088402-0.0053431i,-0.0030057-0.00093813i,-0.0025816-0.0014936i,-0.0061329-0.0053219i,-0.0069105-0.007036i,-0.0037558-0.0064533i,0.00031343-0.0045338i,0.0025706-0.0009788i,0.0021008+0.002663i,0.0015827+0.0036391i,0.0028009+0.0024858i,0.0032193+0.0017842i,0.001136+0.0017583i,-0.0032327+0.00081057i,-0.0052679-0.0012815i,-0.0038727-0.004241i,-0.0020726-0.0059674i
0.0022024-0.0012891i,0.0087339+0.0044117i,0.020128+0.019162i,0.029244+0.034231i,0.031665+0.029311i,0.026854+0.017212i,0.015073+0.016796i,0.0048949+0.014576i,0.0018734+0.0054005i,0.0018783-0.0019865i,0.0020974-0.0040571i,0.001307-0.0036169i,-0.00030351-0.0034161i,-0.0002702-0.0040833i,1.7214e-05-0.0046817i,-0.0016185-0.0034823i,-0.0041048-0.0018088i,-0.0052974-0.0012061i,-0.0039319-0.00079284i,-0.0013801+0.0012956i,-0.00023484+0.0044308i,-0.00074842+0.0050549i,-0.0013189+0.0042824i
-0.0052531-0.004535i,-0.0097763-0.013535i,-0.013159-0.029649i,-0.011705-0.037058i,-0.010486-0.02325i,-0.013836-0.0083614i,-0.013609-0.0074619i,-0.01086-0.0077894i,-0.0053245-0.0014292i,0.0025369+0.0035925i,0.0060776+0.0053898i,0.0053736+0.0053587i,0.0028006+0.00322i,-0.00071056+0.001945i,-0.0024696+0.0014248i,-0.0016485+0.00068589i,-0.0013381+0.00092019i,-0.0011595+0.00075383i,-0.00045029-0.00069431i,-0.00037873-0.0033475i,0.00060546-0.004915i,0.002788-0.0037752i,0.0039814-0.001842i
0.00069367+0.0032513i,-0.0004735+0.011027i,-0.0062961+0.027648i,-0.013654+0.039683i,-0.012584+0.032552i,-0.0059682+0.01648i,-0.0052958+0.0044866i,-0.0060558-0.00098987i,-0.0035541+0.0010672i,-0.0018143+0.0052413i,-0.0027016+0.0061069i,-0.0030163+0.0042783i,-0.0016493+0.0016675i,0.00059928+0.00067577i,0.0024622+0.00029592i,0.003612-0.0013396i,0.0035312-0.0029433i,0.0031062-0.0034193i,0.0026321-0.0020646i,0.0001658+0.00013562i,-0.0027551+0.00026585i,-0.0042871-0.0023033i,-0.0036824-0.0035469i
-0.0016001-0.0055731i,0.0012508-0.014182i,0.0094169-0.027807i,0.016653-0.036617i,0.012398-0.032849i,0.0083682-0.025996i,0.01194-0.018772i,0.0097435-0.010234i,0.00037609-0.0045209i,-0.0056493-0.0013405i,-0.0061609-0.000222i,-0.0051714-0.00029884i,-0.0033645+0.00042645i,-0.002163+0.00012336i,-0.0026712+0.00012963i,-0.0024674+0.00045209i,-0.0021716+0.00077146i,-0.0017258+0.0017789i,0.00069741+0.00080235i,0.0040732-0.00064011i,0.0050292+0.0013676i,0.0031425+0.0038816i,0.0012382+0.0048091i
-0.0026676+0.00062149i,-0.0095047+0.0057594i,-0.022181+0.014592i,-0.027216+0.020491i,-0.012869+0.022317i,0.0029121+0.021515i,0.0059406+0.014139i,0.0046236+0.0056345i,0.00025836-0.00047061i,-0.0039914-0.0049111i,-0.0038342-0.0050164i,-0.0015648-0.0038805i,0.00083775-0.0015124i,0.0021893+0.0014621i,0.0016877+0.0020266i,0.00052162+0.0013365i,0.00057389+0.0015723i,0.00021134+0.0021234i,-0.0014004+0.0010296i,-0.0028963-0.0011274i,-0.0024939-0.002822i,0.00077558-0.0036109i,0.0032001-0.003318i
0.00054303-0.0024289i,0.0054508-0.0054191i,0.018611-0.0084943i,0.030822-0.0075908i,0.02651-0.0037409i,0.012505+0.0015504i,0.0034825+0.0082582i,0.00012491+0.0069762i,-0.0014855+0.00023014i,-0.0018921-0.0028042i,-0.00072867-0.0020262i,0.00068225-0.00073287i,0.0012743-0.0017751i,0.0012471-0.0034382i,0.0010802-0.003504i,-0.00032311-0.0015003i,-0.0017591-0.00016401i,-0.0013873-0.0013528i,-0.00093676-0.0013004i,-0.00199+0.0011734i,-0.0033919+0.0027499i,-0.0046432+0.0014575i,-0.0046934-0.00045563i
-0.0039555+0.00026904i,-0.010459-0.0022953i,-0.023594-0.0037659i,-0.033662-0.0021881i,-0.033031+0.0016619i,-0.027894+0.0025627i,-0.0201-0.0012785i,-0.011006-0.0014883i,-0.0024984+0.0020601i,0.0014424+0.0020208i,0.00024447-9.2165e-05i,-2.274e-05-0.00025127i,-0.00023965-0.00051642i,-0.0012561-0.00073794i,-0.0010784-0.00020901i,0.00024611-1.5467e-05i,0.0010624+0.0005485i,0.00093371+0.00051439i,0.0010529-0.00072008i,0.0016757-0.0018089i,0.0025169-0.0015784i,0.0026687+0.0002584i,0.0023577+0.00159i
0.00083838-0.0022271i,0.004974-0.0021088i,0.012778+0.0018712i,0.017629+0.00565i,0.017215+0.0010519i,0.015645-0.0055307i,0.0082353-0.0066576i,0.00059078-0.0033548i,-0.00081529+0.002351i,0.00065394+0.0050576i,-4.2217e-05+0.0028306i,-0.0014749+0.00094931i,9.7284e-06+0.00064747i,0.0022537-0.00031094i,0.0023285-0.00092146i,0.0010857-0.00088166i,0.00055403-0.00061537i,7.9639e-07+0.00065776i,-0.00063082+0.0014994i,-0.0015802+6.11e-05i,-0.0014652-0.0029173i,-0.00038126-0.0045946i,2.1978e-05-0.0038353i
-0.002874-0.0013476i,-0.0069891-0.0071044i,-0.012296-0.016368i,-0.013208-0.021936i,-0.0071428-0.017197i,0.0013791-0.011127i,0.0063422-0.009481i,0.0025947-0.005471i,-0.0032091+0.00061548i,-0.0029796+0.0038747i,-0.00035328+0.0033673i,4.3451e-05+0.00092181i,-0.000296-0.00097722i,-0.0014153-0.00056466i,-0.0023815+0.0007238i,-0.001091+0.0012989i,-0.00012376+0.0013088i,0.0001781+0.0012274i,0.001818+0.0013705i,0.0031391+0.0018916i,0.0015664+0.0030435i,-0.00081746+0.0027019i,-0.0022515+0.0016989i
-0.0012067-0.0022963i,-9.1001e-05+0.0030085i,0.00044889+0.014323i,0.0019683+0.026638i,0.0074042+0.031425i,0.010655+0.027446i,0.0081403+0.015993i,0.003761+0.0040595i,-0.0018537-0.0014684i,-0.0059113-0.0011671i,-0.0038158+0.0014514i,-0.0005647+0.0023128i,0.00065425+0.0019954i,0.0010415+0.0017877i,0.0017351+0.0015271i,0.0022442+0.00086222i,0.0016417-0.00087046i,0.00012336-0.0023135i,-0.00096121-0.0032848i,-6.9377e-05-0.0038782i,0.0023774-0.0033301i,0.0037111-0.0010737i,0.0032887+0.0012278i
-0.00098907-0.0020166i,-0.0026793-0.0087337i,-0.0026829-0.018089i,-0.0015005-0.023227i,-0.0041814-0.019475i,-0.0061146-0.010566i,-0.0025644-0.0029813i,0.00037709-0.0024923i,-0.00047652-0.0063864i,-0.0026561-0.0070769i,-0.0032531-0.0036531i,-0.0016219-0.0006187i,0.00031228-0.00054987i,0.0011212-0.0016891i,0.00030878-0.0016027i,-0.00073436-0.00096123i,0.00032084+0.00039596i,0.0014849+0.001854i,0.0007773+0.0028228i,-0.0016971+0.00259i,-0.0040353+0.00015567i,-0.0027878-0.0021748i,-0.00048607-0.0029391i
-0.0007138-0.00080956i,-0.0030842+0.0021222i,-0.0096912+0.009362i,-0.015889+0.01565i,-0.015076+0.015084i,-0.011637+0.0092027i,-0.0070779+0.0032311i,-0.00023945+0.0013069i,0.003652+0.00010153i,0.0028839-0.0030962i,-0.00024768-0.0040943i,-0.0015753-0.002617i,-0.00049206-0.0011303i,0.00040524-0.00051434i,0.00076649-0.0013188i,0.00041277-0.0013922i,-0.00031783-0.00022767i,6.9107e-05-0.00010862i,0.0014779-0.0014074i,0.0022016-0.0016901i,0.0018931-0.00070054i,0.00048663-0.00027413i,-0.00092539+0.00011537i
0.00028004-0.0039639i,0.00043647-0.0087067i,0.0062205-0.014788i,0.01385-0.01743i,0.016906-0.017178i,0.014306-0.011934i,0.0065608-0.0042547i,-0.0001993+0.001482i,-0.00054833+0.005237i,0.0016857+0.0044949i,0.0013366+0.0013375i,-0.00016908+5.3958e-05i,-0.00018291-0.0006285i,0.0018678-0.00099771i,0.0031552-0.0013229i,0.0011629-0.0012785i,-0.0013023-0.0011359i,-0.0030507-0.00046171i,-0.0036152-5.6309e-05i,-0.0013366-0.001527i,0.0014754-0.0031607i,0.0033945-0.0027615i,0.0035068-0.0012614i
0.00019806+0.0026456i,-0.0017785+0.0011426i,-0.007028+0.0019169i,-0.011991+0.0032085i,-0.010388+0.0053205i,-0.0056428+0.0054017i,-0.0044198+0.0018179i,-0.006745+0.0010837i,-0.007238+0.0038142i,-0.0034645+0.0052227i,-0.00033919+0.0031137i,0.00081163-0.00081416i,0.00061274-0.0014801i,-0.00019103+0.00078875i,0.0013957+0.0023231i,0.0038029+0.0013354i,0.0037043+8.3965e-05i,0.0024442+0.00055277i,0.0019617+0.0017135i,0.0010496+0.0030062i,-5.905e-05+0.0020954i,-0.00061797+7.7574e-05i,-0.0016754-0.00094443i
0.00034781-0.0029353i,0.0018653-0.0044308i,0.0066493-0.0038499i,0.011518+0.0018239i,0.011871+0.0074817i,0.0088531+0.0071901i,0.0041247+0.0020715i,-0.0010437-0.0043609i,-0.0052472-0.0060027i,-0.0068652-0.0017334i,-0.0048085+0.0012492i,-0.0021695+0.0015516i,-4.6551e-05+0.0007815i,0.00040053+0.00012204i,-0.00024739+0.00059046i,-0.00036988+0.0006707i,-0.00069399-0.00027431i,-0.00090513-0.001907i,-0.00059962-0.0027055i,0.00044416-0.00083016i,0.0011564+0.0016861i,0.00037006+0.0029214i,-0.00057418+0.0021716i
-0.0018325-0.00066198i,-0.00522-0.0025844i,-0.011433-0.0067917i,-0.016992-0.010351i,-0.01591-0.010442i,-0.0081263-0.0070751i,0.0010416-0.0040557i,0.0044176-0.0053514i,0.0016672-0.0071835i,-0.0018805-0.00538i,-0.0023878-0.0014038i,-0.0018173+0.0015548i,-0.0015004+0.0018744i,-0.0014254+0.00059401i,-0.00202-0.00048587i,-0.0019813+0.00062814i,-0.0013879+0.0018675i,-0.0011455+0.0021357i,-0.0012759+0.0017403i,-0.0016619+0.00033281i,-0.0015739-0.0012823i,0.00019797-0.0020233i,0.001289-0.0024321i
-0.00042083+0.0001387i,0.0014095-9.1215e-05i,0.006552+0.0034048i,0.010252+0.0084996i,0.0093991+0.01132i,0.0068836+0.0095279i,0.0050744+0.0062312i,0.0068484+0.0033555i,0.0074957+0.00055276i,0.0037062-0.001576i,-0.00018826-0.0015009i,-0.0017745-0.00035088i,-0.00049357+0.00046645i,0.0018664+0.00042369i,0.0021932-0.00061057i,0.00070028-0.001246i,0.00024401-0.0013686i,0.0010387-0.0019065i,0.0010197-0.0027654i,0.00086943-0.0018015i,0.0006319-0.00076352i,0.00015401-0.00069239i,9.1083e-05-0.00026384i
-0.00093682-0.00055782i,-0.0031464-0.0042996i,-0.0058191-0.010294i,-0.0063591-0.01263i,-0.0029023-0.0094142i,-0.00077186-0.0030129i,-0.0013256+0.0029905i,-0.0016714+0.0062585i,-0.00017785+0.0054045i,0.00012387+0.0026816i,-0.0027638+0.00032694i,-0.0031682-0.00074131i,-0.0010043-0.00092141i,0.0014243-0.00060658i,0.0028315+0.00043055i,0.0020909+0.00012811i,-0.00035358+0.00015119i,-0.0018149+0.00071993i,-0.00074808+0.0004647i,0.0011433-0.00013875i,0.0019622-0.00046073i,0.00068957-2.6829e-05i,-0.00036272-4.2018e-06i
0.00045904+0.00076296i,0.0019184+0.00038046i,0.0031235+0.0029438i,0.0024601+0.007047i,-0.00023872+0.0068682i,-0.0034429+0.0028007i,-0.0069036+0.00038169i,-0.0094563+0.0009629i,-0.0081314+0.0027836i,-0.0045375+0.00075608i,-0.0022518-0.003364i,-8.1207e-05-0.0038489i,0.00049644-0.0011928i,-0.00054483+0.0014433i,-5.5964e-05+0.0029467i,0.0023776+0.0027204i,0.0031414+0.0020795i,0.002234+0.0019118i,0.0012198+0.0017154i,-0.0002723+0.00071878i,0.00013189+0.00062261i,0.0011882+0.001241i,0.00077371+0.0010856i
-0.00098824-0.0023993i,-0.002688-0.0042767i,-0.0029715-0.007488i,-0.00027461-0.0083883i,0.0035281-0.0073742i,0.0062857-0.0058403i,0.003714-0.0065869i,-0.0029784-0.007519i,-0.0065113-0.004566i,-0.0037326-0.00047553i,0.0013148+0.0013807i,0.0029705+0.00070802i,0.0029043-0.0011273i,0.00203-0.0027953i,-0.00015632-0.0020898i,-0.00068259-0.00055378i,-0.00079758-0.0012415i,-0.0017381-0.0028967i,-0.0019352-0.0023394i,-0.0015518-0.00059804i,-0.00049661-0.00057431i,0.00014911-0.0019958i,0.00060562-0.0029537i
0.00043838+0.00054127i,-0.00058067-0.0013123i,-0.0039767-0.00086407i,-0.0077382+0.00094868i,-0.006077+0.0019865i,-0.0012095+0.00054749i,0.0039595-0.0022495i,0.0047742-0.0047991i,0.00078381-0.0054983i,-0.0027241-0.0012592i,-0.001884+0.0039301i,-0.0004224+0.0048227i,-6.961e-05+0.0034376i,0.00099688+0.0011007i,0.00046932-0.00055322i,-0.0006023+0.0001686i,0.00043882+0.0018692i,0.0005987+0.0017291i,0.00050558+0.00041869i,0.0005061-0.0006465i,-0.0013135-0.0011593i,-0.0025173-0.00013426i,-0.0026815+0.00013124i
-0.0017883-0.0021556i,-0.0018343-0.0030905i,0.00012202-0.0030369i,0.0042992-0.00055919i,0.0072025+0.0038136i,0.007491+0.0070583i,0.0072033+0.005997i,0.0076168+0.0027983i,0.0046201-0.00015497i,-0.0023579-0.0012657i,-0.0065973+0.00062069i,-0.0049602+0.0024077i,-0.001974+0.0027904i,-1.5102e-05+0.0026671i,0.001476+0.0011489i,0.0018138-0.00084715i,0.0019571-0.0017597i,0.0022302-0.0019418i,0.002504-0.0025572i,0.0024389-0.0018849i,0.0019763-0.00032723i,0.0024734+0.00010822i,0.0029671+0.0010071i
0.00078318-0.001947i,-0.0032348-0.0032488i,-0.0064216-0.0052779i,-0.0095267-0.0046253i,-0.0094705-0.0023991i,-0.006702+0.00080626i,-0.0032652+0.0043962i,0.00015261+0.0063902i,0.0027817+0.0038695i,0.0015896-0.0024549i,-0.003682-0.0059214i,-0.0052699-0.0046299i,-0.0031423-0.0019644i,-0.0020404+0.0013227i,-0.0015923+0.0024449i,-0.0009067+0.0012044i,-0.0012329+0.0010425i,-0.0024375+0.0011604i,-0.0020836+0.00094884i,0.00013986+0.00018269i,0.00090666-0.0020294i,-0.00031203-0.0038226i,-0.00053247-0.0043444i
0.0010358-0.001819i,0.0022473-0.0031553i,0.0039241-0.0020995i,0.0045104+0.0005625i,0.0018997+0.0018135i,-0.0014182+0.0020283i,-0.0044996+0.0026555i,-0.0062816+0.0038916i,-0.0034609+0.0047881i,0.0011147+0.0017325i,0.0022931-0.0035744i,0.001306-0.0049855i,0.0008761-0.0030714i,-0.00045866-0.0012407i,-0.0011966-0.00010402i,0.00050625-5.0282e-05i,0.0013536-0.00023028i,0.00074736+0.00013761i,0.00056036+0.00053178i,-0.00048734+0.0012048i,-0.0010605+0.0024576i,-0.00028298+0.0033103i,-0.00072157+0.0034423i
-0.0021564-0.0028435i,-0.0047091-0.0043479i,-0.0078615-0.007195i,-0.0069975-0.008519i,-0.0023575-0.0083645i,0.0012784-0.0064039i,0.00011729-0.0057128i,-0.0043512-0.0056652i,-0.0068479-0.0012644i,-0.0034791+0.0040933i,0.0021166+0.0046174i,0.00457+0.0019431i,0.0040661-0.00040752i,0.002811-0.0026463i,0.0011104-0.0032796i,-0.00075814-0.0021156i,-0.0016627-0.0019172i,-0.0018262-0.0022109i,-0.0018123-0.0021653i,-0.00057197-0.0019328i,0.0022089-0.0014311i,0.0043595-0.001611i,0.0049601-0.0015405i
0.0010528+0.00039544i,0.0019298-0.0005162i,0.0028069+0.00032969i,0.0017724+0.0031823i,0.00070052+0.0060561i,0.0011909+0.0050736i,0.0022638-0.00055101i,0.0014458-0.0053288i,-0.0024696-0.0046538i,-0.0056903+0.00011085i,-0.0043685+0.0040948i,-0.00083486+0.004505i,0.0010808+0.0037644i,0.0014971+0.002784i,0.0019419+0.00090483i,0.0022206+0.00048122i,0.0021582+0.0005793i,0.0017792+0.00042108i,0.0012405+0.00069713i,-0.00064347-0.00015617i,-0.0030199-0.0018324i,-0.0038067-0.0026881i,-0.0036301-0.0027627i
0.00018314-0.0022052i,-0.0012078-0.005068i,-0.0019659-0.0072103i,-0.00032306-0.0069689i,0.0030161-0.0043486i,0.0056034-0.0022306i,0.0074996-0.0018659i,0.0078382-0.0031278i,0.0044666-0.0053011i,-0.0025671-0.0056004i,-0.00686-0.0014718i,-0.0061951+0.0022931i,-0.003558+0.0025697i,-0.00062764+0.0017571i,0.0010529+0.00038079i,0.00041753-0.00043688i,-0.00062735+5.8237e-05i,2.8281e-05+0.00037503i,0.0012416-0.00029006i,0.0012845-5.0133e-05i,0.001105+0.0017355i,0.0021869+0.0030442i,0.0021777+0.0043182i
0.0018299+0.00093761i,0.0014861+0.0004636i,0.0011372+0.0015304i,-0.0010462+0.0028312i,-0.0025424+0.0041007i,-0.0017556+0.004719i,0.0011104+0.0058819i,0.0041883+0.0068329i,0.0062917+0.0037527i,0.0048344-0.0023903i,0.00031231-0.0063815i,-0.0023273-0.0050218i,-0.0027769-0.0015159i,-0.0027074+0.00097012i,-0.0018651+0.0021679i,-0.00064157+0.0017155i,-0.00043756+0.0010755i,-0.00088577+0.001293i,-0.00078509+0.0010784i,0.00036637-0.0008089i,0.00184-0.0035117i,0.0024537-0.0048976i,0.0024566-0.0044452i
-0.00089931-0.0018025i,-0.0019938-0.005092i,-0.0022815-0.0070569i,-0.0004552-0.0050681i,0.0019845-0.00058796i,0.001676+0.0020023i,-0.0030571+0.003235i,-0.0057778+0.0059636i,-0.002732+0.0077292i,0.0021125+0.0059669i,0.003298+0.0016516i,0.001121-0.0021651i,-0.00081655-0.0033828i,-0.0011206-0.0028692i,-0.00081381-0.0015537i,-0.00077186-0.00084933i,-0.00051044-0.00089577i,0.00035566-0.00067649i,0.0013007+0.00048934i,0.00035908+0.00075942i,-0.0015331+0.00071723i,-0.0028724+0.0011262i,-0.0029831+0.0008481i
0.00024782-0.0017434i,-0.0029341-0.00098715i,-0.0056302-0.00023692i,-0.0057375-0.00074654i,-0.0043983-0.00086639i,-0.0036944-0.0010892i,-0.0048752-0.0021504i,-0.0072572-0.00099893i,-0.0093516+0.0022052i,-0.0068471+0.0052885i,-0.00082593+0.0050335i,0.0024767+0.0014807i,0.002541-0.00064703i,0.0015391-0.000902i,0.00059894-0.0011129i,8.9039e-05-0.00082625i,-0.00032694-0.00031053i,-0.00045202-0.00027731i,-0.00039119-0.00092307i,-0.00023145-0.00095812i,0.00057845+0.00058923i,0.0017501+0.0010138i,0.0023254+0.00010086i
-0.00033415+0.00086139i,1.5076e-05-0.0013782i,0.0023008-0.00093868i,0.0033402+0.00042586i,0.0033594+0.001571i,0.0033662+0.00036027i,0.001521-0.0033006i,-0.0017232-0.0074082i,-0.0049826-0.007529i,-0.0069672-0.0039136i,-0.0058137+0.00020223i,-0.0019781+0.001934i,0.00074996+0.0008131i,0.0014411-0.00018435i,0.0021107+0.00051241i,0.0031568+0.0016148i,0.0027534+0.0014182i,0.0021735+0.00076936i,0.0013737+0.00018213i,-9.9511e-05-0.0008778i,-0.00068149-0.0016908i,-1.2043e-05-0.0021823i,-0.0002144-0.0017743i
