0.0017102+0.00010096i,0.001002-0.0012875i,0.0012652-0.002388i,-0.00026588-0.0018233i,-0.0026798-0.00034547i,-0.0029302+0.0012042i,-0.0014523+0.0019475i,-0.00026052+0.0019905i,0.00013743+0.00049946i,-0.00016194-0.000633i,-0.00074847-0.0011755i,-0.0014966-0.00089452i,-0.0012294+0.00040658i,-0.00077217+0.0010349i,-0.00053444+0.0006348i,0.00039088+0.00030897i,0.00086929-0.00047166i,0.00052272-0.00064367i,0.0009334-1.915e-06i,0.0014201+0.00032196i,0.0010231-0.00040432i,0.00056251-0.0010101i,0.00016799-0.00070177i
-0.026138+0.017027i,-0.091224+0.095535i,-0.19226+0.2062i,-0.23864+0.23634i,-0.15838+0.15912i,-0.043465+0.095886i,-0.0035067+0.082511i,-0.026662+0.058723i,-0.052997+0.026618i,-0.048265+0.0097377i,-0.028477-0.0014034i,-0.017367-0.011816i,-0.012992-0.017989i,-0.0031989-0.017275i,0.0081034-0.0093492i,0.010547-0.0047317i,0.0060634-0.0056639i,0.00082534-0.0078675i,-0.0012666-0.0079131i,0.0032704-0.0029327i,0.011173-0.00072051i,0.014324-0.006265i,0.011268-0.0092697i
-0.072918+0.0201i,-0.095756-0.0055336i,-0.0085362-0.10946i,0.1514-0.25454i,0.2183-0.3077i,0.17284-0.27956i,0.098953-0.27488i,0.0050273-0.25423i,-0.061971-0.15598i,-0.047883-0.052129i,-0.0079442-0.015478i,0.0052855-0.014863i,0.00054184-0.010833i,-0.0051403-0.0019804i,-0.0063398+0.0028956i,-0.0028221+0.0014862i,0.00052754-0.0022137i,0.001569-0.0064048i,0.00088033-0.010769i,-0.0029771-0.0098013i,-0.006699-0.0011287i,-0.0097693+0.00678i,-0.014293+0.011072i
0.080344+0.057299i,0.23701+0.12806i,0.36757+0.22215i,0.31503+0.27506i,0.121+0.22209i,-0.041113+0.1402i,-0.080636+0.1173i,-0.030958+0.11735i,0.017943+0.086221i,0.017982+0.052229i,0.0082176+0.041919i,0.0093425+0.037978i,0.013272+0.035296i,0.01334+0.026304i,0.0045467+0.012282i,-0.0041783+0.0051408i,-0.0071611+0.0057555i,-0.0081969+0.013427i,-0.0043542+0.02111i,0.00030075+0.017872i,-0.002884+0.0053496i,-0.0071453-0.003382i,-0.0045663-0.0090083i
-0.050396+0.0060631i,-0.18345-0.057081i,-0.38764-0.16459i,-0.49233-0.18932i,-0.36985-0.071632i,-0.19251+0.04699i,-0.1537+0.087065i,-0.14921+0.09629i,-0.081176+0.068915i,-0.02687+0.013077i,-0.019798-0.01168i,-0.016145-0.011323i,-0.0095458-0.011394i,-0.0057201-0.0065701i,-0.0011501-0.0032327i,-0.00087505-0.0049563i,-0.003875-0.00345i,-0.0053823+0.0014091i,-0.005029+0.007222i,-0.0016802+0.012556i,0.0056797+0.013186i,0.014228+0.008985i,0.019529+0.0072544i
0.062531-0.088823i,0.13237-0.18126i,0.22503-0.21684i,0.30597-0.14214i,0.32584-0.053726i,0.29384-0.052031i,0.25068-0.082166i,0.19415-0.080278i,0.11955-0.057444i,0.05655-0.034274i,0.024411-0.019947i,0.010125-0.019362i,0.0013503-0.025493i,0.00089315-0.02618i,0.0082294-0.019391i,0.014969-0.011019i,0.016893-0.0079223i,0.018013-0.012572i,0.017069-0.019418i,0.0077032-0.021337i,-0.0051556-0.013943i,-0.013524-0.0036474i,-0.019022+0.00092252i
-0.020795+0.057838i,-0.10626+0.21814i,-0.20326+0.41402i,-0.22246+0.41635i,-0.18173+0.19078i,-0.14319+0.0050972i,-0.091815-0.0017721i,-0.022512+0.042901i,0.020656+0.038436i,0.023073+0.011887i,0.010826-0.00011297i,0.0012169+0.0038958i,-0.0054026+0.0086509i,-0.0066058+0.0092775i,-0.0038598+0.011156i,-0.00024258+0.013681i,0.0043727+0.011816i,0.0026736+0.0041139i,-0.004618-0.0031005i,-0.0057839-0.0062069i,-0.00074159-0.0088052i,0.0024481-0.0088756i,0.0064418-0.0061006i
0.035848-0.0981i,0.11615-0.25413i,0.21215-0.48663i,0.21337-0.63217i,0.098662-0.51962i,-0.020476-0.27946i,-0.063753-0.17576i,-0.075076-0.18602i,-0.072832-0.14354i,-0.032957-0.062231i,0.0016387-0.021531i,0.012301-0.0064294i,0.016212+0.0038122i,0.0080875+0.0064i,-0.0041718+0.0044484i,-0.0078599+0.0021344i,-0.0042042+0.0017395i,-0.00026796+0.00093228i,-0.0035286+0.0022815i,-0.0076888+0.0087106i,-0.004005+0.014937i,0.0043968+0.016611i,0.0076515+0.013735i
0.03163+0.067221i,0.1333+0.17754i,0.27961+0.28067i,0.3514+0.31093i,0.30154+0.28315i,0.25391+0.24198i,0.24765+0.18115i,0.19384+0.095858i,0.089648+0.035672i,0.014718+0.021298i,-0.0064306+0.018723i,-0.0034507+0.011855i,0.010357+0.0091311i,0.02612+0.0046739i,0.026586-0.001617i,0.014356-0.00063288i,0.0041744+0.0068533i,0.0055008+0.01812i,0.015797+0.021257i,0.018997+0.0093056i,0.0094556-0.0056747i,-0.001726-0.013399i,-0.0065599-0.016527i
-0.10168-0.017319i,-0.28506-0.097486i,-0.53487-0.15129i,-0.62838-0.082414i,-0.4498-0.010786i,-0.24307-0.032795i,-0.20576-0.011614i,-0.19852+0.098835i,-0.10862+0.1487i,-0.022847+0.093039i,0.0017673+0.030489i,-0.0024913+0.0016483i,-0.0079136-0.011045i,-0.012219-0.0136i,-0.015246-0.0081321i,-0.015582-0.0050901i,-0.017329-0.0070291i,-0.021505-0.0095373i,-0.02015-0.011178i,-0.010155-0.0092754i,0.000987-0.0069928i,0.0033377-0.00695i,-0.0023992-0.0016756i
0.035892+0.097628i,0.13139+0.20092i,0.27058+0.26258i,0.34618+0.20295i,0.27037+0.082678i,0.12639-0.00063638i,0.060787-0.050315i,0.057987-0.082423i,0.035571-0.074952i,0.0063875-0.030849i,0.0055097+0.0011917i,0.011904+0.0052636i,0.0037285-0.0011121i,-0.009925-0.0045107i,-0.011631-0.001252i,-0.0017556+0.0022503i,0.0053977+0.0012138i,0.0076111-0.0057333i,0.0044834-0.017245i,-0.0058332-0.018603i,-0.012718-0.0075856i,-0.0099269+0.0030807i,-0.0032856+0.0057056i
-0.052871+0.0071673i,-0.12946+0.073412i,-0.17992+0.20372i,-0.1465+0.31179i,-0.080006+0.31286i,-0.05147+0.2729i,-0.016484+0.25946i,0.04766+0.19231i,0.063248+0.062408i,0.014558-0.017749i,-0.02006-0.022013i,-0.019972-0.010074i,-0.019576+0.005994i,-0.015027+0.027521i,-0.004717+0.031073i,-0.0045787+0.021127i,-0.0091533+0.01547i,-0.007737+0.017742i,0.00027738+0.025605i,0.010365+0.026509i,0.015027+0.017i,0.014414+0.0098479i,0.016783+0.0091594i
0.11466-0.11338i,0.22738-0.27181i,0.28856-0.47498i,0.19159-0.58375i,0.054957-0.48581i,0.027992-0.31767i,-0.0073111-0.2444i,-0.102-0.18031i,-0.12481-0.071573i,-0.071997-0.0038454i,-0.032762+0.010461i,-0.017687+0.0086119i,-0.0025809+0.0024069i,0.01156-0.0079546i,0.014646-0.019338i,0.013942-0.024262i,0.018401-0.024067i,0.019553-0.020612i,0.011515-0.010581i,0.0026035+0.0029059i,-0.00017284+0.01086i,-0.0023213+0.0094835i,-0.01042+0.0055133i
-0.040386-0.076093i,-0.13942-0.11907i,-0.21137-0.11242i,-0.13949-0.088325i,-0.016782-0.095293i,0.014995-0.09742i,0.022983-0.074055i,0.061289-0.051843i,0.072984-0.042185i,0.052121-0.029035i,0.026856-0.013149i,0.01475-0.0038684i,0.020258-0.0099852i,0.027085-0.022439i,0.024009-0.021581i,0.018761-0.0076068i,0.014244+0.0042745i,0.0072293+0.0062564i,0.0044456-0.0029861i,0.0044623-0.015886i,0.00077917-0.019902i,-0.0020149-0.014849i,0.00062785-0.0078061i
0.049526-0.038933i,0.078906-0.096429i,0.056477-0.14588i,-0.019035-0.11873i,-0.061854-0.041541i,-0.060935+0.0040074i,-0.06885+0.032202i,-0.061812+0.070127i,-0.0063735+0.088207i,0.044772+0.048694i,0.049516-0.0010605i,0.032864-0.017163i,0.0059858-0.018327i,-0.028771-0.0081725i,-0.042352+0.0097358i,-0.032079+0.012082i,-0.0211+0.00021451i,-0.014475-0.0090139i,-0.0091797-0.0085438i,-0.0049669-0.00098246i,-0.00099826+0.0023585i,0.0010921-0.00014882i,-0.0021553-0.0019157i
0.0008669+0.14139i,0.052545+0.30745i,0.12609+0.42456i,0.18331+0.3491i,0.19711+0.15437i,0.16609+0.032006i,0.12425-0.0062324i,0.056829-0.028275i,-0.019535-0.029442i,-0.049696-0.011602i,-0.040314-0.00097007i,-0.021444+0.010291i,-0.00216+0.022778i,0.013659+0.017088i,0.01852+0.00186i,0.0090402-8.5629e-05i,0.0035279+0.015934i,0.0079533+0.030087i,0.0080059+0.028671i,0.0027908+0.016983i,-0.0030568+0.0039382i,-0.0046842-0.0066699i,0.0014295-0.017666i
0.017858+0.030609i,0.062546-0.030762i,0.11995-0.14995i,0.13512-0.19248i,0.087872-0.11481i,0.031444-0.064666i,-0.0093828-0.038753i,0.0093512+0.002124i,0.042287-0.0048144i,0.026469-0.021587i,0.00085981-0.0087404i,-0.010214+0.0050569i,-0.0060863+0.017461i,0.017277+0.022987i,0.028894+0.011731i,0.016663+0.0012301i,-0.0018282-0.0043444i,-0.011903-0.012644i,-0.012758-0.015695i,-0.0088007-0.0078831i,-0.0014262+0.0034997i,0.0038583+0.016412i,0.0059202+0.027312i
-0.0019283+0.052204i,0.055929+0.11013i,0.12596+0.16351i,0.12603+0.17841i,0.037441+0.15265i,-0.024547+0.14321i,0.0062877+0.10045i,0.021376+0.0078856i,-0.0057462-0.025994i,-0.0019956+0.0030489i,0.027783+0.0090338i,0.042414-0.020112i,0.034203-0.053429i,0.006949-0.066733i,-0.014267-0.044604i,-0.00015088-0.015097i,0.025076-0.0058919i,0.029436-0.0062079i,0.016334-0.0084979i,0.00044439-0.010857i,-0.0087344-0.0078538i,-0.01175-0.0040169i,-0.015-0.00087842i
-0.051421-0.031986i,-0.20285-0.022625i,-0.37378+0.022448i,-0.36734+0.055891i,-0.16992+0.036367i,0.017294-0.00060399i,0.070385-0.026498i,0.036104-0.046953i,-0.0094305-0.052805i,-0.022903-0.040483i,-0.01049-0.025153i,-0.0042077-0.013766i,-0.0068715+0.0036554i,-0.00385+0.024762i,0.0012765+0.030877i,-0.005438+0.023658i,-0.01979+0.021523i,-0.023849+0.02331i,-0.013072+0.016896i,0.0011523+0.0061698i,0.011804-0.004122i,0.020562-0.013095i,0.026638-0.015805i
-0.014058-0.070035i,-0.005793-0.075481i,0.050954-0.062335i,0.09929-0.03974i,0.10477-0.014491i,0.064651-0.013894i,0.0072403-0.011161i,-0.01672+0.043536i,0.014739+0.092773i,0.032701+0.068369i,0.0022555+0.02777i,-0.033245+0.013644i,-0.055171+0.01833i,-0.050786+0.033985i,-0.023004+0.030813i,-0.0068682+0.0039177i,-0.0071466-0.016539i,-0.0011002-0.018144i,0.011217-0.0080675i,0.014413+0.00092111i,0.0045233+0.007351i,-0.0097293+0.014314i,-0.01682+0.015285i
0.11085-0.08162i,0.14296-0.1467i,0.0647-0.15073i,-0.086134-0.10808i,-0.19127-0.07349i,-0.21228-0.017208i,-0.17436+0.066338i,-0.079415+0.11623i,-0.0084293+0.084711i,-0.0079517+0.044217i,-0.0049226+0.048064i,0.035337+0.048709i,0.068001+0.021809i,0.070883-0.012795i,0.051907-0.029865i,0.026611-0.018137i,0.012708-0.0025603i,-0.0010999-0.0031188i,-0.016415-0.0098783i,-0.014714-0.012485i,-0.0046597-0.011614i,-0.0019504-0.009399i,-0.0032887-0.0032264i
-0.13135+0.039197i,-0.22502+0.014353i,-0.17234-0.1191i,0.017014-0.25964i,0.1358-0.24033i,0.12304-0.10293i,0.08034-0.011182i,0.042797-0.031759i,0.014364-0.059507i,0.01125-0.037215i,0.0085245-0.0097466i,-0.0082984+0.00099222i,-0.023475+0.0016626i,-0.031901+0.0026522i,-0.032543+0.0069034i,-0.019636+0.0053721i,-0.0065363+0.002139i,0.0027661+0.0023775i,0.0083848+0.00085998i,0.0041096-0.0010407i,0.00095079-0.0012435i,0.0027799-0.00081332i,0.00068474-0.00010399i
0.10447-0.072446i,0.22164-0.1327i,0.28138-0.063169i,0.28548+0.094754i,0.28633+0.10818i,0.22885-0.031541i,0.12928-0.12509i,0.043875-0.1086i,-0.012586-0.039896i,-0.025138+0.011799i,-0.012333+0.0032879i,0.0016533-0.021008i,0.017437-0.028607i,0.012064-0.030069i,-0.0051492-0.011432i,0.00032683+0.015477i,0.013215+0.020534i,0.011976+0.015855i,0.01147+0.018464i,0.016375+0.013683i,0.012652-0.0057857i,0.0036318-0.023447i,0.00035744-0.026521i
-0.020713+0.29317i,0.023092+0.56727i,0.11994+0.63323i,0.12729+0.36187i,-0.013232+0.05773i,-0.13248-0.033182i,-0.16078+0.00029054i,-0.12288+0.058643i,-0.039421+0.066126i,0.0024888+0.003125i,-0.01453-0.024447i,-0.024898+0.00092446i,-0.019006+0.022203i,-0.0039957+0.025803i,0.0022694+0.012802i,-0.014485+0.00079285i,-0.01645-0.00014816i,0.010283-0.0075927i,0.032483-0.019713i,0.032883-0.012843i,0.025323+0.013179i,0.019004+0.033i,0.01015+0.032025i
0.012814-0.35271i,-0.036342-0.75652i,-0.15605-0.95764i,-0.24248-0.71259i,-0.16064-0.27324i,-0.020016+0.033535i,0.03429+0.15811i,0.045703+0.14478i,0.03121+0.065512i,0.016339+0.02185i,0.037634+0.0019016i,0.053679-0.038752i,0.033038-0.066504i,0.0048218-0.060308i,-0.0034951-0.042524i,0.0040698-0.031822i,-0.0011332-0.019896i,-0.029662+0.0032423i,-0.05237+0.023138i,-0.052176+0.02329i,-0.044854+0.0086998i,-0.039587-0.0044358i,-0.028318-0.011721i
0.22774+0.25007i,0.49461+0.448i,0.64279+0.34798i,0.51064-0.013796i,0.2497-0.20902i,0.063576-0.19612i,-0.014152-0.16599i,-0.055499-0.13116i,-0.075192-0.083787i,-0.089637-0.046048i,-0.097905-0.0054342i,-0.078495+0.035223i,-0.042071+0.058518i,-0.0049737+0.047636i,0.0087182+0.017596i,0.0012897+0.0098886i,0.0075677+0.011303i,0.020395-0.015895i,0.010831-0.044664i,-0.0024689-0.041524i,0.0075003-0.024789i,0.027342-0.014528i,0.034083-0.0064068i
-0.33577-0.27118i,-0.79481-0.30343i,-1.0066+0.054822i,-0.59169+0.51317i,0.0047915+0.43355i,0.23201+0.0039643i,0.18317-0.20862i,0.10488-0.18272i,0.067286-0.09647i,0.082927-0.058631i,0.077251-0.084453i,0.02992-0.083648i,0.01426-0.051289i,0.026627-0.025009i,0.0414-0.0061729i,0.040768-0.0060157i,0.020897+0.0023068i,0.0296+0.039455i,0.069644+0.057807i,0.08005+0.039853i,0.050499+0.025412i,0.018759+0.0274i,0.0033913+0.029081i
0.46128+0.10556i,0.90182+0.11211i,0.95539+0.008386i,0.4208-0.042857i,-0.092115+0.075318i,-0.20032+0.12673i,-0.18578+0.043455i,-0.14425+0.016296i,-0.058927+0.013702i,-0.029693+0.026192i,-0.0078768+0.07954i,0.041627+0.089629i,0.057702+0.055866i,0.041369+0.022998i,0.013988+0.008668i,-0.0041616+0.014442i,-0.012014+0.0053659i,-0.037348-0.020102i,-0.063594-0.023348i,-0.052867-0.0080556i,-0.018087-0.014158i,-9.7256e-06-0.036963i,-0.0063721-0.043855i
-0.3841+0.19214i,-0.69578+0.4513i,-0.66046+0.55313i,-0.2224+0.30017i,0.16928+0.041503i,0.32707+0.077686i,0.34251+0.14772i,0.20223+0.10714i,0.06955+0.08334i,0.028693+0.031982i,-0.017302-0.023126i,-0.045069-0.028785i,-0.051103-0.027207i,-0.051244-0.016778i,-0.037346-0.011216i,-0.035018-0.0096953i,-0.02702+0.013307i,0.0042501+0.022409i,0.018958-0.00083912i,0.0040374-0.018772i,-0.0097958-0.013312i,-0.014008-0.0049712i,-0.01136-0.005972i
0.2282-0.30865i,0.45718-0.77642i,0.48891-1.2786i,0.14624-1.3591i,-0.35012-0.9365i,-0.63536-0.38243i,-0.58942-0.036683i,-0.3781+0.041951i,-0.213+0.039736i,-0.072795+0.074976i,0.066592+0.059598i,0.10961-0.0042989i,0.089194-0.0099289i,0.086593+0.013545i,0.086252+0.0081978i,0.064091-0.0075207i,0.029292-0.011271i,0.0060668-0.0041852i,0.0038069-0.0028928i,0.010027-0.0056901i,0.015169+0.00075081i,0.022547+0.02153i,0.029412+0.04328i
-0.017286+0.23234i,-0.010511+0.54954i,0.23736+0.81978i,0.81724+0.72844i,1.4034+0.24119i,1.4593-0.24423i,0.95238-0.36797i,0.46838-0.1663i,0.29552-0.00052315i,0.19231+0.0053855i,0.080771+0.023791i,0.05632+0.050853i,0.060477+0.010261i,0.040812-0.024815i,0.040141-0.0053045i,0.059206+0.024737i,0.058217+0.037612i,0.041386+0.054386i,0.045826+0.079249i,0.052742+0.086014i,0.025999+0.072221i,-0.0098658+0.056783i,-0.017+0.034123i
-1.6351+6.6612i,0.57566+6.7532i,3.2345+5.9334i,4.0272+2.775i,3.1321-0.40128i,1.0189-1.9158i,-0.78423-1.204i,-1.174+0.1152i,-0.34415+0.70029i,0.68549+0.1692i,0.78239-0.7539i,0.14109-1.2708i,-0.70939-1.6809i,-1.6045-2.2063i,-1.9173-2.2298i,-1.3273-1.3424i,-0.56145-0.40279i,-0.44667+0.014928i,-0.77583+0.2962i,-0.72731+0.60546i,-0.16672+0.71144i,0.41296+0.41814i,0.52392-0.11528i
-0.093135-0.19106i,-0.15499-0.45292i,-0.14876-0.62804i,-0.13337-0.50428i,-0.10248-0.17765i,0.030826+0.056301i,0.11451+0.085286i,0.04329+0.049591i,-0.02501+0.046713i,-0.02466+0.036408i,-0.014538+0.010296i,-0.023202-0.0026006i,-0.025211+0.0032107i,-0.014649-0.0025191i,-0.020837-0.025757i,-0.036554-0.019075i,-0.024248+0.020764i,0.005027+0.038569i,0.013397+0.020268i,0.0042419+0.0027971i,-0.0083487+0.0047831i,-0.019432+0.017573i,-0.021554+0.027177i
0.30141+0.068022i,0.52542+0.022524i,0.57735-0.10859i,0.46272-0.29544i,0.31907-0.46792i,0.11182-0.52906i,-0.05845-0.39161i,-0.013728-0.16936i,0.085498-0.049211i,0.094402+0.02209i,0.10436+0.091668i,0.14558+0.0839i,0.14605+0.0082218i,0.089986-0.055487i,0.030364-0.067044i,0.010393-0.03886i,0.011473-0.013984i,0.0053913+0.001881i,0.0077625+0.023057i,0.013043+0.028103i,0.00048604+0.017337i,-0.012546+0.01731i,-0.015895+0.023741i
-0.59076+0.14042i,-1.0564+0.65398i,-1.0346+1.1968i,-0.50205+1.0992i,-0.25693+0.4377i,-0.436+0.026519i,-0.41665+0.029549i,-0.23037+0.01868i,-0.13532-0.043175i,-0.086798-0.075188i,-0.088474-0.095951i,-0.13002-0.073102i,-0.16294-0.040355i,-0.17227-0.00088385i,-0.1217+0.038912i,-0.052156+0.027064i,-0.017398-0.0027299i,0.00085469-0.024727i,0.0047068-0.044417i,0.00093076-0.041366i,0.013999-0.025052i,0.034554-0.027513i,0.040689-0.042727i
0.17233-0.16027i,0.47365-0.30846i,0.66932-0.36349i,0.45931-0.18113i,0.1262+0.13206i,0.091173+0.26175i,0.19313+0.14405i,0.1714-0.009647i,0.060942-0.069912i,-0.0056288-0.04831i,0.0025937-0.021694i,0.018497-0.015559i,0.031743+0.015922i,0.074417+0.039207i,0.10121+0.013313i,0.080555-0.0048247i,0.044288+0.011552i,0.016778+0.0374i,0.0065883+0.055524i,0.016455+0.047751i,0.025511+0.012309i,0.021834-0.020343i,0.014744-0.030516i
-0.078758-0.063361i,-0.065647-0.2717i,-0.055454-0.48664i,-0.04401-0.45953i,0.098168-0.21979i,0.3023-0.05769i,0.35271-0.04553i,0.27534-0.040931i,0.19513-0.034091i,0.11653-0.050088i,0.054107-0.058788i,0.031264-0.064038i,0.023228-0.075536i,0.00033496-0.08137i,-0.031143-0.059217i,-0.036796-0.021107i,-0.014735-0.0062891i,0.0037236-0.013813i,0.0083514-0.019326i,0.00077304-0.015922i,-0.017378-0.0018611i,-0.029141+0.018587i,-0.02876+0.028207i
-0.12839+0.32299i,-0.43397+0.66636i,-0.78015+0.89622i,-0.78279+0.75443i,-0.48445+0.33476i,-0.27766-0.021299i,-0.19511-0.10009i,-0.098302-0.059045i,-0.024435-0.053689i,-0.018295-0.048513i,-0.03839-0.0073281i,-0.042647+0.040095i,-0.035816+0.045617i,-0.039261+0.035199i,-0.036405+0.040683i,-0.024526+0.030232i,-0.032448+0.0038975i,-0.054306-0.0057405i,-0.065802+0.0041706i,-0.055281+0.019827i,-0.022864+0.027705i,0.0063498+0.019428i,0.014711+0.0058291i
-0.089595-0.10371i,-0.088363-0.11473i,0.045455+0.061548i,0.14522+0.30388i,0.046438+0.34141i,-0.060149+0.24988i,-0.050186+0.15002i,-0.034276+0.066866i,-0.032531+0.034577i,-0.0081717+0.011763i,-0.0062601-0.026796i,-0.027429-0.031027i,-0.026582-0.00090189i,-0.0004946+0.027656i,0.026187+0.025146i,0.022286-0.00018369i,0.013347-0.0024406i,0.035411+0.016119i,0.057215+0.021442i,0.05229+0.0092708i,0.030663-0.00065132i,0.012762+0.00015308i,0.0094515+0.00047081i
0.23396-0.003074i,0.47004-0.21809i,0.43602-0.55724i,0.046277-0.5773i,-0.23938-0.20177i,-0.21989+0.077394i,-0.12298+0.1398i,-0.015652+0.15588i,0.059361+0.12098i,0.057525+0.086753i,0.070179+0.081683i,0.095676+0.043441i,0.088811+0.00019218i,0.056476-0.021082i,0.0055179-0.02002i,-0.02287-0.0013982i,-0.021648+0.00052961i,-0.025696-0.015587i,-0.029351-0.025304i,-0.023372-0.020847i,-0.014366-0.0080398i,-0.0064621+0.0018958i,-0.0046152+0.0032384i
-0.22086-0.04116i,-0.52471+0.079589i,-0.66745+0.32084i,-0.39441+0.39492i,0.0030068+0.18593i,0.16542-0.020491i,0.16498-0.08685i,0.10991-0.12313i,0.03278-0.1128i,0.009476-0.065651i,0.0094679-0.053236i,-0.017084-0.048434i,-0.047618-0.029979i,-0.06004+0.00034726i,-0.035432+0.026929i,0.0028113+0.013191i,0.013298-0.014248i,0.0039133-0.012024i,-0.0041688+0.0056567i,-0.0061294+0.0099619i,-0.0040019-0.0024848i,-0.0059102-0.013523i,-0.0066922-0.0066024i
0.034058+0.24467i,0.1427+0.56253i,0.36983+0.7248i,0.50228+0.44099i,0.32285-0.014683i,0.047928-0.21509i,-0.057707-0.20495i,-0.077131-0.1389i,-0.075327-0.059067i,-0.068029-0.010372i,-0.077833+0.029822i,-0.060539+0.083121i,-0.015379+0.10184i,0.016158+0.066594i,0.01383+0.015552i,-0.0084988+0.0011719i,-0.01049+0.01378i,0.0048234+0.010968i,0.012997-0.0027i,0.012359-0.0067967i,0.0083193-0.0053636i,0.0089931-0.0084301i,0.012336-0.016483i
0.1723-0.46762i,0.29409-1.0268i,0.26199-1.298i,0.055553-0.87422i,-0.093887-0.21591i,-0.094974+0.10431i,-0.054627+0.14159i,-0.0079501+0.089997i,0.00017302+0.033728i,0.0035568+0.022764i,0.034858-0.0040229i,0.035145-0.063594i,0.01434-0.095335i,-0.0062702-0.091356i,-0.019537-0.06402i,-0.0030903-0.037938i,0.017941-0.028318i,0.020695-0.019032i,0.012497-0.0071488i,0.0032724+0.0014972i,-0.0034426+0.0082967i,-0.011699+0.013956i,-0.023115+0.017631i
-0.18051+0.38062i,-0.39936+0.80289i,-0.58407+1.063i,-0.56469+0.91328i,-0.38638+0.56064i,-0.21804+0.29069i,-0.11565+0.16638i,-0.04161+0.12298i,0.018048+0.064713i,0.0053366-0.01067i,-0.045911-0.019359i,-0.061974+0.014675i,-0.064271+0.032645i,-0.059834+0.041235i,-0.040122+0.034055i,-0.037226+0.012005i,-0.050793+0.0017799i,-0.053655+0.0045632i,-0.040641+0.0041033i,-0.022755-0.0034344i,-0.010398-0.0082328i,-0.0023167-0.0068858i,0.0037757-0.0074214i
0.12219-0.080172i,0.32983-0.23788i,0.41081-0.43176i,0.19149-0.48447i,-0.028102-0.32099i,-0.01609-0.12068i,0.031497-0.040526i,0.0076769-0.0074882i,-0.00036726+0.021479i,0.014532+0.031496i,0.036558+0.035865i,0.063383+0.029499i,0.074736+0.019705i,0.069432+0.010851i,0.053985+0.0038595i,0.043666+0.0066457i,0.040904+0.0079539i,0.027203+0.0056457i,0.0032437+0.010868i,-0.012539+0.021717i,-0.010781+0.024298i,-0.00071963+0.013901i,0.0041644+0.0045511i
-0.36564-0.078441i,-0.76376-0.13422i,-0.94191-0.15517i,-0.65814-0.15585i,-0.25122-0.17692i,-0.053383-0.18718i,0.0059372-0.15358i,0.0056142-0.095203i,-0.01004-0.016139i,0.019578+0.013831i,0.020919-0.019224i,-0.021727-0.024292i,-0.036532-0.007914i,-0.029424-0.0049625i,-0.019333-0.0053349i,-0.0099314-0.0087873i,-0.0081262-0.009479i,-0.0011594-0.0064078i,0.015033-0.007321i,0.028876-0.012824i,0.030218-0.017107i,0.024375-0.016027i,0.026434-0.013376i
0.37184+0.013472i,0.82513+0.022612i,1.1467+0.018027i,1.0116+0.0033859i,0.56139+0.025023i,0.16471+0.065666i,-0.006225+0.06822i,-0.0060992+0.027206i,0.0087315-0.020761i,-0.015386-0.0057221i,-0.0080777+0.038717i,0.022286+0.038168i,0.026005+0.020674i,0.014054+0.017537i,0.00090035+0.019955i,-0.005569+0.022802i,0.0026045+0.019781i,0.0084706+0.0071501i,-0.0033422-0.00703i,-0.022623-0.010631i,-0.033963-0.0034632i,-0.03641+0.0047239i,-0.038918+0.0085256i
-0.16228+0.028441i,-0.40229+0.11286i,-0.57531+0.301i,-0.4337+0.48809i,-0.10499+0.44614i,0.098089+0.22957i,0.14361+0.10595i,0.13679+0.052567i,0.083187-0.010471i,0.022657-0.033494i,0.0090447-0.039887i,0.0033138-0.056795i,-0.0091548-0.053072i,-0.008925-0.027217i,0.0011979-0.0039524i,0.0085484+0.0016137i,0.00067447-0.0037697i,-0.013562-0.0012579i,-0.013381+0.011751i,0.0028925+0.016925i,0.019439+0.009972i,0.025762+0.0051173i,0.02575+0.0070836i
0.0002191+0.15615i,-0.010969+0.31325i,-0.060488+0.38271i,-0.14974+0.26505i,-0.19397+0.052524i,-0.15255-0.12231i,-0.12443-0.19624i,-0.12351-0.13711i,-0.072532-0.045723i,-0.021088-0.030033i,-0.023186-0.026053i,-0.02737+0.0088065i,-0.01115+0.019584i,0.0014092-0.0042394i,-0.0015615-0.027961i,-0.010839-0.031439i,-0.0064426-0.017608i,0.011218-0.0046137i,0.020731-0.0033124i,0.01118-0.0061244i,-0.0028406-0.0072571i,-0.0096483-0.012393i,-0.012604-0.023583i
-0.048367-0.19802i,-0.1187-0.43061i,-0.2411-0.57215i,-0.3616-0.45324i,-0.35332-0.1567i,-0.21591+0.11971i,-0.070505+0.2151i,0.0021913+0.14814i,0.015578+0.068056i,0.024242+0.029711i,0.02686+0.0089989i,0.017347+0.003556i,0.0064902+0.011302i,-0.0085347+0.019199i,-0.016345+0.021853i,-0.01059+0.018428i,-0.0059762+0.0094034i,-0.010096-0.001887i,-0.013452-0.0050033i,-0.0063101+0.0018565i,0.0035799+0.0096802i,0.005559+0.015168i,0.0012102+0.021009i
