-0.00051432+0.00071713i,-0.00020986+0.00035285i,-0.00046615+7.1819e-07i,-0.00096465-0.00023542i,-0.0015368+0.00023789i,-0.0020118+0.00043877i,-0.0010923+0.0010339i,0.00030034+0.0020171i,0.001663+0.0013971i,0.0019025+0.0001032i,0.0015119-3.6861e-05i,0.00089807-6.6485e-06i,0.00011989-0.00029558i,0.00019277-0.00015561i,0.00054329+0.00046806i,0.00081794+0.001431i,0.00051224+0.0011957i,0.00010399-0.00035737i,0.00046452-0.001179i,0.00034601-0.00098729i,0.0001943+2.0984e-05i,-0.00042835+0.0010659i,-0.00097768+0.00093534i
0.0092012+0.074002i,0.1417+0.079391i,0.36357-0.095348i,0.42647-0.36674i,0.22424-0.42473i,0.018456-0.24609i,-0.0097439-0.098422i,0.017646-0.077926i,0.0026263-0.073499i,-0.034409-0.029493i,-0.04283+0.011399i,-0.017607-0.007357i,-0.0080936-0.062977i,-0.020878-0.083755i,-0.03063-0.062784i,-0.035353-0.039578i,-0.046007-0.032861i,-0.050713-0.023149i,-0.02917-0.00903i,0.0050022-0.010194i,0.026326-0.012265i,0.029846-0.0027693i,0.022847+0.0056985i
0.10033-0.021341i,0.15658+0.033834i,0.11136+0.21274i,-0.035224+0.40337i,-0.090391+0.40483i,0.048664+0.22439i,0.17479+0.023623i,0.13403-0.074727i,0.025835-0.055619i,-0.0097657+0.00040468i,0.010449+0.015379i,0.012127+0.0012653i,-0.011368-0.005592i,-0.029553+0.0087679i,-0.023991+0.035701i,-0.019239+0.052585i,-0.031613+0.066438i,-0.039675+0.079304i,-0.034902+0.085068i,-0.011814+0.075908i,0.016683+0.034097i,0.022147-0.015335i,0.011705-0.037143i
-0.1738+0.064838i,-0.36501+0.2099i,-0.45077+0.38658i,-0.26083+0.44595i,-0.018841+0.33186i,-0.032556+0.16816i,-0.14766+0.10626i,-0.14357+0.11464i,-0.070438+0.096865i,-0.019214+0.070035i,-0.0031241+0.06708i,-0.0116+0.068817i,-0.024227+0.060768i,-0.033564+0.041218i,-0.038284+0.019543i,-0.021464+0.0095116i,0.004006+0.011173i,0.01192+0.018114i,0.0083383+0.019091i,0.0033464+0.0030959i,-0.0045303-0.015758i,-0.013049-0.016641i,-0.014637-0.0041238i
0.1606-0.074154i,0.37732-0.28616i,0.55327-0.56623i,0.51709-0.66934i,0.32246-0.48776i,0.14977-0.21319i,0.04739-0.037386i,0.02264+0.035603i,0.045012+0.025774i,0.03629-0.041766i,-0.0070451-0.089517i,-0.027405-0.081412i,-0.0095422-0.044425i,0.01195-0.014902i,0.016796-0.005271i,0.012264-0.01215i,0.012922-0.031236i,0.02054-0.048039i,0.032849-0.048435i,0.034561-0.027755i,0.020471+0.0042194i,0.006738+0.022019i,-0.0030301+0.016699i
-0.11049-0.02103i,-0.24204-0.0041441i,-0.36669+0.014922i,-0.42862-0.0079521i,-0.37379-0.046208i,-0.1835-0.036761i,0.020785-0.02819i,0.078549-0.056977i,0.021571-0.049639i,-0.010183-0.016718i,0.011562-0.013275i,0.039018-0.034165i,0.035937-0.057661i,0.010664-0.050999i,-0.0026598-0.017492i,-0.012339+0.0048533i,-0.027854+0.017845i,-0.023234+0.024673i,-0.0047911+0.008898i,0.0034361-0.01334i,0.0051479-0.022897i,0.0062171-0.02262i,0.010237-0.014175i
0.10248+0.11561i,0.18943+0.26131i,0.24687+0.41697i,0.23732+0.45865i,0.17213+0.33242i,0.063151+0.10322i,-0.048473-0.069032i,-0.084485-0.098237i,-0.049541-0.064045i,-0.028802-0.030555i,-0.038922+0.0057604i,-0.050117+0.032598i,-0.04979+0.044572i,-0.029968+0.054297i,0.0090579+0.05698i,0.05352+0.05133i,0.07536+0.048365i,0.064561+0.046341i,0.039521+0.032312i,0.020549+0.0054762i,0.011647-0.017942i,0.010899-0.02088i,0.016466-0.015387i
-0.093363-0.14287i,-0.21879-0.28547i,-0.25927-0.36822i,-0.10758-0.30773i,0.072585-0.18148i,0.078937-0.068415i,-0.0064681+0.040639i,-0.026879+0.07765i,-0.012779+0.032139i,-0.018928+0.0083502i,-0.010996+0.025971i,0.01742+0.030281i,0.040374+0.01474i,0.051736-0.011155i,0.048793-0.042305i,0.035028-0.065443i,0.020357-0.078781i,-0.0009062-0.074144i,-0.026063-0.042753i,-0.035777-0.0013911i,-0.032949+0.021759i,-0.032565+0.017024i,-0.037897+0.0025237i
0.042532+0.10486i,0.11761+0.16272i,0.10921+0.090926i,-0.048059-0.078295i,-0.17265-0.12847i,-0.087371-0.0035948i,0.078299+0.094924i,0.11095+0.095957i,0.053675+0.075693i,0.049673+0.061464i,0.088606+0.029302i,0.089172-0.013834i,0.049127-0.041748i,0.00065988-0.056421i,-0.046573-0.058435i,-0.080759-0.044265i,-0.089246-0.023582i,-0.074066-0.0059661i,-0.043603+0.0056902i,-0.013699+0.0080055i,0.0028545+0.00059577i,0.0035634-0.0058196i,-0.0018841-0.00048213i
0.019789-0.10254i,0.032928-0.11961i,0.067749+0.0022156i,0.11139+0.17671i,0.10134+0.16679i,0.040706-0.017365i,-0.0035347-0.13783i,-0.0027456-0.12187i,0.011871-0.065317i,0.012633-0.064874i,-0.016882-0.10444i,-0.044698-0.10851i,-0.039609-0.080775i,-0.03322-0.042731i,-0.024909+0.0065883i,-0.00086432+0.044451i,0.014232+0.053661i,0.019206+0.039634i,0.025967+0.016684i,0.030252+0.0011211i,0.031534+0.0020184i,0.032783+0.012034i,0.033752+0.015237i
-0.066255+0.1237i,-0.085138+0.24688i,-0.0090983+0.27494i,0.12431+0.12699i,0.13441-0.02611i,0.0030466-0.045196i,-0.09556-0.026781i,-0.084145-0.034183i,-0.027743-0.044257i,-0.013378-0.050454i,-0.040037-0.035223i,-0.055445-0.0077695i,-0.056863+0.0082185i,-0.045783+0.023108i,-0.014565+0.026602i,0.021004+0.0073763i,0.043321-0.010977i,0.049962-0.014041i,0.041623-0.018384i,0.017722-0.029756i,-0.0094389-0.034018i,-0.021211-0.028681i,-0.017979-0.024899i
0.087695-0.14178i,0.11221-0.38273i,-0.023839-0.65191i,-0.28177-0.66724i,-0.35391-0.37322i,-0.1841-0.078314i,-0.054077+0.035339i,-0.046815+0.0403i,-0.065816+0.024181i,-0.065335+0.035442i,-0.035772+0.06887i,-0.0014617+0.085443i,0.016022+0.080777i,0.023917+0.057508i,0.022891+0.022496i,0.013978-0.008864i,0.0014845-0.02893i,-0.013576-0.03048i,-0.025188-0.013195i,-0.023677+0.0058141i,-0.01354+0.014887i,-0.005292+0.016077i,-0.0012452+0.013038i
-0.11744+0.078603i,-0.22926+0.23469i,-0.26416+0.48579i,-0.15933+0.63052i,-0.048059+0.485i,-0.006805+0.21913i,0.026678+0.064891i,0.034546+0.033601i,0.015879+0.048524i,0.019445+0.042768i,0.035597+0.0040416i,0.043373-0.033131i,0.041835-0.053498i,0.024858-0.057002i,-0.00034004-0.043621i,-0.028949-0.022883i,-0.054313-0.0057515i,-0.065379+0.0010647i,-0.056863+0.0033161i,-0.031508+0.0096583i,-0.0017325+0.014174i,0.012988+0.0094178i,0.0078934+0.00575i
0.14201+0.0097176i,0.33223+0.032829i,0.50876-0.0022442i,0.50477-0.073625i,0.33322-0.061761i,0.14722-0.0031422i,0.037028+0.02181i,0.030646+0.018724i,0.064581-0.023727i,0.043611-0.064504i,-0.0043787-0.052114i,-0.024122-0.025647i,-0.028726-0.010059i,-0.0286+0.0093133i,-0.020469+0.025396i,-0.0074966+0.033743i,0.0084693+0.044642i,0.027524+0.053384i,0.042637+0.045489i,0.047837+0.018825i,0.040577-0.014981i,0.022848-0.035894i,0.0084352-0.036755i
-0.15483-0.099977i,-0.40824-0.24013i,-0.67832-0.32541i,-0.66855-0.25584i,-0.35137-0.14631i,-0.072645-0.068189i,0.012957+0.0073656i,0.011949+0.024689i,-0.029525-0.0019018i,-0.058564+0.011647i,-0.038208+0.035181i,-0.016035+0.030183i,-0.0073116+0.013803i,0.00018637-0.0030611i,0.010164-0.012958i,0.027665-0.018856i,0.036717-0.033203i,0.02416-0.039581i,0.0032034-0.025865i,-0.010893-0.006694i,-0.013624+0.0081082i,-0.0078626+0.016193i,-0.0022705+0.017946i
0.091004+0.14404i,0.24003+0.37459i,0.43037+0.58615i,0.48343+0.54339i,0.31892+0.28037i,0.13939+0.028058i,0.082466-0.098457i,0.048771-0.095181i,0.016712-0.016122i,0.027366+0.016179i,0.043329-0.015671i,0.044117-0.037372i,0.031666-0.040746i,0.0034031-0.03752i,-0.024371-0.027876i,-0.045464-0.022329i,-0.055852-0.017342i,-0.043326-0.013199i,-0.021656-0.019277i,-0.015734-0.026284i,-0.024481-0.017844i,-0.028798+0.0014198i,-0.018061+0.012793i
0.023764-0.13385i,0.10533-0.33717i,0.20365-0.53699i,0.19222-0.54318i,0.04254-0.34098i,-0.10747-0.11805i,-0.15965-0.030822i,-0.11586-0.033698i,-0.041604-0.040091i,-0.011098-0.031343i,-0.015613-0.017752i,-0.022198-0.015948i,-0.022351-0.007341i,-0.00566+0.025205i,0.018919+0.056108i,0.033693+0.071932i,0.038489+0.077469i,0.036545+0.066571i,0.033013+0.046932i,0.033036+0.030486i,0.032898+0.011571i,0.026913-0.0077446i,0.017375-0.019542i
-0.081921+0.093389i,-0.27058+0.20359i,-0.48919+0.26903i,-0.50122+0.21575i,-0.27415+0.11649i,-0.069185+0.080821i,-0.013557+0.11469i,-0.021003+0.11493i,-0.020277+0.062144i,-0.0055734+0.024462i,-0.0059216+0.02155i,-0.018725+0.035053i,-0.014021+0.034566i,0.0060087+0.0082992i,0.026955-0.021271i,0.045383-0.042741i,0.050033-0.057888i,0.028063-0.057582i,-0.0048156-0.041886i,-0.020623-0.025182i,-0.019531-0.015376i,-0.017161-0.0103i,-0.017553-0.0026901i
0.097485-0.053193i,0.27884-0.08335i,0.46006-0.071499i,0.4185-0.048265i,0.18324-0.057274i,0.046084-0.05365i,0.057997-0.031852i,0.063517+0.0018939i,0.035741+0.019584i,0.015681+0.005213i,0.023189-0.0020158i,0.050254-0.0021752i,0.050504-0.016219i,0.014548-0.032124i,-0.02241-0.042833i,-0.04791-0.05207i,-0.058082-0.051535i,-0.042925-0.033894i,-0.011971-0.016278i,0.0091204-0.01106i,0.011441-0.0024351i,0.010827+0.011903i,0.01416+0.015206i
-0.069998-0.023368i,-0.17325-0.11899i,-0.28232-0.25549i,-0.28409-0.21436i,-0.15238+0.022776i,-0.021044+0.14653i,0.028426+0.088475i,0.036462+0.014711i,0.02053-0.0069267i,0.0015371-0.0034199i,-0.0019827-0.020209i,-0.017174-0.049583i,-0.036884-0.044252i,-0.033137-0.012991i,-0.019974+0.01565i,-0.012718+0.042239i,-0.012098+0.061333i,-0.014391+0.061866i,-0.013502+0.050674i,-0.0065635+0.038668i,0.009031+0.023423i,0.021332+0.00098031i,0.016774-0.013644i
0.019312+0.04366i,0.0041337+0.17964i,-0.018545+0.36234i,0.026092+0.34606i,0.11982+0.087097i,0.14884-0.11708i,0.10106-0.13866i,0.050525-0.096503i,0.026859-0.063432i,0.0089233-0.033903i,-0.01233-5.9414e-05i,-0.01968+0.029438i,-0.0065688+0.032397i,0.001024+0.015658i,0.00029708+0.0038201i,0.011981-0.0064721i,0.028213-0.019085i,0.030299-0.029432i,0.01369-0.037308i,-0.0097939-0.036573i,-0.026102-0.029745i,-0.035111-0.019621i,-0.035766-0.0050174i
-0.009771-0.024048i,0.039282-0.098488i,0.10227-0.20935i,0.049916-0.24144i,-0.12036-0.17539i,-0.22688-0.11113i,-0.19992-0.072191i,-0.12202-0.041544i,-0.06041-0.018937i,-0.0141-0.0087409i,0.028111-0.01134i,0.050652-0.018446i,0.038962-0.0208i,0.015399-0.011133i,0.0023475-0.0041412i,-0.0098741-0.012744i,-0.022965-0.021295i,-0.022009-0.014127i,-0.0040883+0.0059847i,0.016115+0.022228i,0.022844+0.025548i,0.020486+0.022232i,0.019605+0.012367i
0.0053638-0.0035105i,-0.066573+0.0024441i,-0.15533+0.042882i,-0.12505+0.11334i,0.012301+0.18016i,0.090066+0.18842i,0.051601+0.13062i,-0.0086214+0.077496i,-0.016326+0.041666i,-0.013884-0.012362i,-0.047073-0.058617i,-0.075114-0.056972i,-0.058358-0.028776i,-0.025507-0.0087257i,-0.00979+0.0050489i,-0.01015+0.024388i,-0.013205+0.041216i,-0.014999+0.04172i,-0.019175+0.02875i,-0.020154+0.013491i,-0.013619+0.0026997i,-0.0062385-0.0044261i,-0.0011587-0.005306i
8.4849e-05+0.030291i,0.074722+0.092662i,0.18561+0.13855i,0.21639+0.065772i,0.13698-0.10271i,0.018881-0.17562i,-0.044388-0.093559i,-0.031072-0.0096882i,-0.013355+0.00074354i,-0.025471+0.011046i,-0.028056+0.05267i,-0.0031442+0.066558i,0.011417+0.034261i,0.0037546+0.0057986i,0.0027594+0.0021331i,0.020626+0.0024216i,0.038692-0.0033578i,0.043129-0.012459i,0.039587-0.023315i,0.032029-0.031151i,0.017764-0.028876i,0.001479-0.015175i,-0.0067243-0.0017223i
0.02234-0.027595i,0.0026777-0.091409i,-0.059941-0.15852i,-0.15236-0.12587i,-0.23564+0.02999i,-0.2025+0.17927i,-0.06223+0.1949i,0.026753+0.10831i,0.024445+0.043365i,0.028028+0.031055i,0.060769+0.012719i,0.063778-0.016761i,0.030931-0.017457i,0.012277+0.001503i,0.018822+0.0040339i,0.021372-0.013059i,0.0092873-0.025097i,-0.0053133-0.014397i,-0.005385+0.010961i,0.010047+0.025846i,0.021591+0.020336i,0.01967+0.0079042i,0.010028-0.0019942i
-0.046056+0.0059655i,-0.063917+0.04436i,-0.048877+0.097293i,0.031649+0.13209i,0.17741+0.12012i,0.28787+0.033134i,0.26265-0.065073i,0.15289-0.077098i,0.061896-0.037139i,-0.0002439-0.016171i,-0.042026-0.0067873i,-0.045584+0.005067i,-0.01896+0.0074016i,-0.00028676-0.0068387i,-0.0085373-0.022049i,-0.026077-0.020324i,-0.032437-0.010848i,-0.024946-0.0090378i,-0.020351-0.019899i,-0.027991-0.031262i,-0.030658-0.025477i,-0.020503-0.011822i,-0.011433-0.002659i
0.046873+0.0067267i,0.097236-0.017473i,0.14582-0.062937i,0.1485-0.11892i,0.062038-0.17627i,-0.073708-0.19203i,-0.14076-0.14052i,-0.099502-0.071981i,-0.041483-0.028195i,-0.0096633+0.0092913i,0.01816+0.031532i,0.027976+0.020043i,0.01118-0.0007882i,-0.013201-0.0032738i,-0.024488+0.011887i,-0.014262+0.025864i,0.0034016+0.02693i,0.01484+0.015377i,0.018598+0.0013904i,0.016501-0.00042485i,0.013546+0.0046045i,0.012907+0.0063295i,0.014733+0.0063335i
-0.048605-0.02209i,-0.096935-0.0285i,-0.14578-0.028313i,-0.1683-0.010333i,-0.1388+0.063405i,-0.064077+0.15058i,-0.012673+0.14772i,-0.022152+0.077052i,-0.017387+0.029081i,0.02689-0.015093i,0.03464-0.064561i,0.003353-0.069327i,-0.012182-0.036943i,-0.00038619-0.0088082i,0.020004+0.00095984i,0.028552-0.0039902i,0.018572-0.0076913i,-0.0017598+0.0016981i,-0.018341+0.018135i,-0.019002+0.024527i,-0.011078+0.012209i,-0.0074742-0.0046189i,-0.0047518-0.009332i
0.020953+0.055222i,0.040874+0.076813i,0.040472+0.092582i,0.04982+0.092483i,0.097521+0.019789i,0.10703-0.11234i,0.037428-0.15803i,-0.020045-0.081031i,-0.019687-0.018334i,-0.021974-0.012724i,-0.03536-0.0035055i,-0.023186+0.010065i,0.0017064+0.0015478i,0.0060182-0.019681i,-0.010445-0.033584i,-0.027698-0.032115i,-0.030631-0.023167i,-0.01813-0.017529i,-0.0023165-0.019829i,0.0026566-0.026708i,-0.0030842-0.023503i,-0.0079808-0.0089302i,-0.0092266-0.00048143i
-0.010972-0.051238i,-0.015607-0.072106i,0.010047-0.084287i,0.03651-0.11642i,-0.013535-0.13139i,-0.1103-0.05498i,-0.11954+0.052083i,-0.040918+0.06691i,-0.00025618+0.026593i,-0.00012543+0.018126i,0.014482+0.022071i,0.025122+0.011059i,0.011298+0.0023234i,-0.0095112+0.013842i,-0.015281+0.036836i,-0.0023469+0.046535i,0.0092923+0.037943i,0.0097416+0.021524i,0.0069173+0.011782i,0.008326+0.015675i,0.012556+0.018159i,0.013791+0.010497i,0.013465+0.00089336i
-0.0062359+0.051306i,-0.011214+0.07508i,-0.046931+0.065546i,-0.11691+0.049725i,-0.1234+0.066374i,0.00067297+0.094771i,0.12111+0.078799i,0.11521+0.036935i,0.056851+0.0064012i,0.018865-0.01435i,-0.004131-0.020461i,-0.011874-0.01424i,-0.0055736-0.0066889i,0.0092619-0.0015759i,0.030994-0.0054518i,0.041864-0.016976i,0.032522-0.020466i,0.012559-0.010688i,-0.006002+0.0003725i,-0.01588+0.0015179i,-0.01792-0.0048528i,-0.017498-0.0088835i,-0.01534-0.0081209i
0.030457-0.032649i,0.039496-0.040497i,0.043009+0.011539i,0.055703+0.094937i,0.05191+0.10327i,3.3495e-05+0.0012401i,-0.045035-0.075759i,-0.030901-0.057855i,-0.0032831-0.016643i,-0.0014196+0.0042503i,-0.0050874+0.011006i,-0.0059343+0.0072723i,-0.010339-0.0042569i,-0.019908-0.019783i,-0.034424-0.032977i,-0.041548-0.032197i,-0.031879-0.02121i,-0.0097741-0.010487i,0.014399-0.0033634i,0.027251-0.00032069i,0.023727+0.0052734i,0.014383+0.014098i,0.0053211+0.017755i
-0.043662+0.028427i,-0.03512+0.038726i,0.018322+0.0084278i,0.071666-0.054659i,0.059133-0.071015i,-0.00035992+0.0016651i,-0.033008+0.049171i,-0.031673+0.014633i,-0.022557-0.015493i,-0.0046779-0.0093702i,0.0079959-0.0060546i,0.0054172-0.0055072i,0.00051033+0.005831i,-0.0032621+0.024373i,-0.005244+0.041394i,-0.004301+0.045537i,-0.0056043+0.037466i,-0.0083025+0.025631i,-0.0066846+0.016205i,-0.0015976+0.013254i,0.0065908+0.0092025i,0.012914-5.0453e-06i,0.012656-0.005562i
0.044491-0.019794i,0.050211-0.040401i,-0.0045549-0.056079i,-0.085866-0.034125i,-0.095286+0.01279i,-0.020614+0.011541i,0.023801-0.019678i,-0.0029276-0.023324i,-0.027147-0.011891i,-0.022562-0.014935i,-0.01388-0.019993i,-0.0050592-0.019874i,0.0039728-0.018732i,0.01451-0.016071i,0.024755-0.018296i,0.024908-0.022756i,0.018078-0.019387i,0.0095908-0.014795i,-0.001837-0.01836i,-0.011267-0.026286i,-0.01523-0.028231i,-0.01498-0.020663i,-0.011758-0.010941i
-0.057134+0.00028241i,-0.078636+0.023253i,-0.038227+0.082734i,0.064564+0.13549i,0.13236+0.12398i,0.094246+0.066819i,0.015968+0.024891i,-0.010713+0.026067i,0.00041214+0.024222i,-0.0012969+0.0090628i,-0.010762+0.0056717i,-0.011681+0.0070589i,-0.01089+0.0026065i,-0.016735-0.0053421i,-0.026936-0.010432i,-0.026358-0.0093346i,-0.014352-0.009376i,-0.0016564-0.0087325i,0.011159-0.0016578i,0.018078+0.0045942i,0.01562+0.0070454i,0.009432+0.0091131i,0.0063785+0.0089034i
0.057328+0.020138i,0.096064+0.00040125i,0.10823-0.083022i,0.088789-0.19178i,0.066153-0.22662i,0.046903-0.15092i,0.035473-0.038868i,0.026718+0.0087683i,0.0080328+0.010621i,-0.00044339+0.016877i,0.010707+0.022375i,0.023303+0.021327i,0.029943+0.015191i,0.029232+0.013035i,0.024326+0.022013i,0.019079+0.025877i,0.0095485+0.020064i,-0.0012609+0.011377i,-0.0092046+0.0016722i,-0.013866-0.005819i,-0.01195-0.011517i,-0.0060427-0.014986i,-0.0021409-0.014477i
-0.055991-0.038828i,-0.11253-0.04699i,-0.17431-0.010251i,-0.22303+0.036001i,-0.22591+0.044906i,-0.14269+0.027954i,-0.033721+0.0034039i,0.014354-0.002256i,0.013349+0.012509i,0.010735+0.01753i,0.012959+0.0015102i,0.0089961-0.021501i,-0.00080649-0.033516i,-0.004261-0.033144i,0.0027376-0.029991i,0.010314-0.022954i,0.01305-0.012578i,0.010017-0.0059182i,0.00084998-0.0050514i,-0.0080939-0.0050179i,-0.010991-0.00047379i,-0.0092308+0.003055i,-0.0074794+0.00041402i
0.03509+0.061414i,0.081469+0.10496i,0.12965+0.12138i,0.16253+0.12345i,0.16399+0.096397i,0.10262+0.020884i,0.022968-0.02843i,0.0041613-0.027417i,0.024422-0.02297i,0.025642-0.023434i,0.0092901-0.016474i,-0.010173-0.0042812i,-0.023624+0.0068857i,-0.029662+0.0111i,-0.030197+0.0080123i,-0.022865+0.00062833i,-0.014153-0.0047407i,-0.0078518+0.00044245i,-0.0015033+0.016346i,0.0046604+0.029985i,0.0064593+0.030811i,0.003457+0.023071i,0.0010444+0.01629i
-0.010565-0.075753i,-0.035956-0.13195i,-0.05041-0.16604i,-0.059146-0.19758i,-0.10148-0.20079i,-0.13314-0.11525i,-0.10224-0.023689i,-0.056568-0.0050989i,-0.031242-0.012392i,-0.010161-0.01438i,0.0044271-0.015861i,0.01436-0.011867i,0.020554-0.010226i,0.018681-0.009482i,0.014375-0.003215i,0.0071262-0.00079264i,-0.0037155-0.0030303i,-0.0093826-0.0056039i,-0.0062747-0.010467i,0.00042372-0.015492i,0.0045247-0.015157i,0.0065803-0.0078807i,0.0076907-0.0024624i
-0.021003+0.073685i,-0.024973+0.13119i,-0.059019+0.16127i,-0.12351+0.20542i,-0.1222+0.26475i,-0.038987+0.2251i,0.01163+0.10386i,-0.0056689+0.030009i,-0.016223+0.014808i,-0.0093455+0.0035314i,-0.013264-0.0096168i,-0.018866-0.015537i,-0.01819-0.013595i,-0.013844-0.0097235i,-0.0083815-0.011035i,-0.0043959-0.010337i,-0.0014065-0.0032781i,0.0015055+0.00072529i,0.0044993-0.0024504i,0.0084764-0.0069426i,0.010922-0.0098693i,0.0076786-0.011977i,0.0010968-0.012543i
0.040678-0.06386i,0.06687-0.0997i,0.12239-0.07009i,0.22745-0.019231i,0.27352-0.032395i,0.18635-0.061276i,0.071618-0.03689i,0.026053-0.0049344i,0.0067259-0.012967i,-0.016356-0.021342i,-0.021422-0.0057333i,-0.012215+0.01276i,-0.0019219+0.021445i,0.0021476+0.022864i,-0.001288+0.021853i,-0.0033456+0.01785i,0.00039096+0.011658i,0.002893+0.0087197i,0.00090875+0.011882i,-0.0012349+0.014725i,-0.0026174+0.011091i,-0.0049252+0.005507i,-0.0045269+0.0045263i
-0.057331+0.045408i,-0.08288+0.05884i,-0.091713-0.012741i,-0.12423-0.13353i,-0.15156-0.15422i,-0.11146-0.055028i,-0.025208+0.023568i,0.02205+0.028628i,0.014655+0.018524i,-0.0026675+0.017527i,-0.00060921+0.016985i,0.014558+0.0088108i,0.019209-0.0038433i,0.012973-0.0095165i,0.010259-0.0069774i,0.008997-0.0025627i,0.0036534-4.732e-05i,-0.00087325+2.3565e-05i,0.00081431-0.0038605i,0.0054573-0.01014i,0.0085816-0.010272i,0.012216-0.0043385i,0.012599-0.0019024i
0.069422-0.018972i,0.089951-0.028947i,0.052458+0.028712i,0.019059+0.13953i,0.054157+0.16722i,0.099469+0.07278i,0.075353-0.013853i,0.034701-0.020812i,0.026603+0.00040386i,0.028426+0.010129i,0.022014+0.0079253i,0.0061482-0.0033418i,-0.0072052-0.010667i,-0.011843-0.011581i,-0.014055-0.010369i,-0.011625-0.0039383i,-0.0037092+0.0038647i,0.0041659+0.0060989i,0.0046966+0.0023204i,-0.0035759-0.0030227i,-0.012098-0.0079585i,-0.015019-0.011066i,-0.013894-0.0084029i
-0.070252-0.0070278i,-0.087529-3.6354e-06i,-0.01644-0.023416i,0.082573-0.10865i,0.078544-0.18553i,-0.018658-0.1713i,-0.068507-0.10001i,-0.051682-0.051452i,-0.034879-0.030599i,-0.024447-0.017039i,-0.012102-0.013252i,-0.0063514-0.0089221i,-0.0042794-0.0018833i,-2.3615e-05+0.0035421i,0.0058637+0.0081704i,0.011739+0.0058076i,0.012676-0.0037106i,0.0059205-0.010081i,-0.0029256-0.0072363i,-0.0096675+0.001295i,-0.011459+0.0084489i,-0.0089904+0.011187i,-0.0056937+0.011714i
0.068877+0.037629i,0.091319+0.02748i,0.018286-0.013214i,-0.12928-0.02652i,-0.20218+0.025023i,-0.13895+0.070379i,-0.061478+0.049971i,-0.039369+0.014268i,-0.029372+0.0092924i,-0.011609+0.01502i,0.0013532+0.0079445i,0.0080073-0.0039724i,0.009647-0.0082935i,0.0074218-0.0095824i,0.0058385-0.012382i,0.0021113-0.015522i,-0.0049354-0.013725i,-0.0063958-0.0063516i,0.0019246-0.0012023i,0.016016+0.00135i,0.025452+0.0018467i,0.02344+0.00074095i,0.015214-0.0001505i
-0.051833-0.061405i,-0.090882-0.056755i,-0.068511+0.029586i,0.025948+0.12551i,0.094889+0.11466i,0.076167+0.043364i,0.030759+0.015607i,0.0095495+0.018828i,0.015307+0.0084882i,0.02643-0.013939i,0.022641-0.020346i,0.0098559-0.01102i,0.00039452-0.0041201i,-0.0072744+0.0017984i,-0.013098+0.0077714i,-0.01287+0.011694i,-0.0081206+0.012042i,-0.0035777+0.008283i,-0.0029104+0.0044509i,-0.0074328+0.002533i,-0.01247+0.00028416i,-0.010958-0.0027747i,-0.0056568-0.0049155i
0.039157+0.078151i,0.085286+0.091616i,0.11509+0.010173i,0.07777-0.098194i,0.0011612-0.096951i,-0.038272-0.018848i,-0.02523+0.034344i,0.0029154+0.047498i,0.010272+0.033548i,-0.0057184+0.010934i,-0.020604+0.002975i,-0.020224+0.0082525i,-0.012099+0.012069i,-0.0023725+0.010073i,0.0074396+0.005815i,0.013313+0.00056093i,0.010704-0.004418i,0.0019218-0.0072449i,-0.0055426-0.0064631i,-0.0078057-0.0019168i,-0.0033308+0.002591i,0.0013046+0.0026083i,0.0011925+0.00027258i
0.0069314-0.089334i,-0.034593-0.13392i,-0.09801-0.084881i,-0.1062+0.027322i,-0.030394+0.079712i,0.042168+0.063777i,0.064064+0.036896i,0.057489+0.015247i,0.04015+0.0047799i,0.022986+0.0073812i,0.011964+0.011136i,0.008894+0.0057276i,0.0080284-0.005563i,0.0020944-0.013615i,-0.0048381-0.016107i,-0.0092969-0.01285i,-0.0092541-0.0053094i,-0.0044441+0.0030588i,0.0036607+0.0069613i,0.012034+0.00074034i,0.014698-0.0091345i,0.0099002-0.010857i,0.0052098-0.004503i
-0.031762+0.087173i,-0.011873+0.15172i,0.067393+0.13736i,0.12283+0.038631i,0.089159-0.046023i,0.038959-0.083441i,0.01504-0.091428i,0.0020411-0.075496i,-0.0039675-0.06056i,-0.0084652-0.052046i,-0.0039947-0.039975i,0.0029917-0.029939i,-0.00040421-0.020462i,-0.0041562-0.0056038i,-0.002957+0.0074034i,0.00060359+0.0129i,0.0038519+0.011501i,0.0067794+0.0067273i,0.0072605+0.0019968i,0.00096195-0.0018661i,-0.0079532-0.0027419i,-0.0086161-0.00075714i,-0.0034198-0.0013923i
0.06202-0.074124i,0.072275-0.15029i,0.0064498-0.17651i,-0.06585-0.11664i,-0.065916-0.046403i,-0.050559-0.011136i,-0.046927-0.00085474i,-0.031802-0.0094543i,-0.02683-0.012877i,-0.030634+0.0014559i,-0.02405+0.011257i,-0.013326+0.010752i,-0.0032559+0.0082664i,0.00451+0.0029338i,0.0081556-0.0041152i,0.0080455-0.0085456i,0.0043569-0.0096587i,-0.0010038-0.0095189i,-0.0069329-0.0089348i,-0.0084364-0.003447i,-0.0041434+0.0031217i,-0.0016271+0.0024749i,-0.0048849-0.00050967i
