9.1251e-05-0.00151i,0.00037517-0.0026566i,6.0096e-05-0.0035516i,-0.0010518-0.0029631i,-0.0030689-0.0020885i,-0.0036886-0.00034712i,-0.0018558+0.0011254i,0.00037326+0.00071729i,0.0015568-0.00012723i,0.0011265-0.00062625i,-0.00020433-0.00012244i,-0.00091594-0.00013771i,-0.00098211-0.00010267i,-0.00052533+0.00010792i,-0.00031748-0.00049195i,-0.00075279+2.5984e-05i,-0.00050223+0.00050647i,0.00059681-2.6356e-05i,0.00013936+5.3269e-05i,-0.00082396+0.00037872i,-0.00022796-0.00030147i,-0.00040314-0.0014128i,-0.0010364-0.0014638i
5.5639e-05-0.0011455i,0.00050082-0.001438i,0.00052136-0.002492i,-0.00026785-0.0022689i,-0.00081561-0.001737i,-0.001784-0.0010427i,-0.0010736-0.00021721i,0.00026536+0.00018659i,0.00048618+0.00062843i,-0.00025435+0.00060153i,-0.00010969+0.00072304i,0.00011764+0.0007292i,0.00015302-1.3995e-05i,0.00012324-0.00023926i,0.00028664+0.00049647i,-2.7205e-05+0.00022578i,-0.00052001+0.00025562i,-0.00015619+0.00034769i,-0.00040806+0.00023113i,-0.00066581+0.00033897i,-0.00018191+0.00013643i,0.000278-0.00051444i,-5.1276e-05-0.00056366i
0.0013516+0.00088384i,0.00017215+0.00076736i,-0.00067888-0.00035753i,-0.0014045-0.0012928i,-0.0018504-0.00097446i,-0.0012436-0.00036935i,-0.00037203-7.1954e-05i,-0.00011624+0.00042698i,0.00015657+0.00086083i,-0.00028909+0.00013625i,-0.0010221-0.00024612i,-0.00055458+9.7603e-06i,-1.3023e-05+0.00034919i,-0.00043175+0.00041793i,-0.00043887+0.00026966i,-0.00037169+7.0978e-06i,9.9556e-05-0.00022099i,0.00016098+0.00012761i,-0.00046656+0.00040983i,-7.7919e-06+0.00081601i,0.0009681+0.00074115i,0.00066326+0.00032636i,-4.2345e-05+0.00035903i
0.0025149-0.0014549i,0.0014963-0.0020874i,0.0010616-0.002489i,-0.00019321-0.0018897i,-0.0013404-0.00089364i,-0.0013426-0.000794i,0.00055476-0.0014853i,0.0011979-0.0014539i,0.00052689-0.0014935i,-6.671e-05-0.00087705i,-0.0010546+0.0006739i,-0.0020116+0.00082716i,-0.0019492+0.00013414i,-0.0007459-5.5186e-05i,0.00043356-0.00030991i,0.00054463-0.00013048i,0.00058387+0.00031166i,0.00048136+8.4224e-05i,0.00016175-0.00031013i,-4.2283e-05+2.1133e-05i,-0.00034361+0.00037343i,-0.00051021+7.4195e-05i,-0.00048959+0.00018861i
-0.00040852+0.0022364i,0.00056934+0.0015221i,0.0010337+0.0007273i,0.00026716-0.00029125i,-0.00087532-0.00080169i,-0.00044523-0.00076295i,0.00055893-0.00028556i,5.9802e-05+9.6214e-06i,-6.9976e-05+9.1199e-05i,-0.00028573+0.00049502i,-0.00041108+0.00096922i,0.00016361+0.00105i,0.00024376+0.00066196i,0.00084878-2.9043e-05i,0.00087551+5.7301e-06i,-0.00025333-0.00024017i,-0.00057174-0.00075236i,-0.00046384-0.0003555i,-0.00043619+0.00022847i,-0.00053334+0.00030176i,-0.000187-0.00012646i,-0.00019168-0.00053851i,0.00024731-0.00012873i
-0.0012074-0.0010553i,-0.0019681-0.00039772i,-0.00045759-0.00017935i,0.00027211-0.00069046i,-0.00055009-0.0013217i,5.0578e-05-0.0011909i,0.0013562+4.3121e-05i,0.001066+0.00010957i,0.00028873-0.00048485i,6.9747e-05+0.00014087i,-0.00018924+0.00022994i,-0.00020441-0.00020123i,-0.00019777+0.00039067i,-0.00050481+0.00060139i,-0.00080279-0.00022341i,-0.00099565-0.00096359i,-0.000905-0.0009885i,-0.00045827-0.00016806i,-0.00014192+0.00034779i,-0.00050347+0.00059649i,-0.0012103+0.0005029i,-0.00056164+0.00011068i,-0.0001329+4.9689e-05i
0.00099275+0.00059326i,0.0019267-0.00034406i,0.0017677-0.00024063i,0.0014871-0.00144i,0.00093429-0.0021918i,2.219e-05-0.0016875i,1.519e-05-0.00077314i,0.00029057+0.00012281i,0.0006478+0.00041409i,0.00064034-5.6898e-05i,0.0003424-0.00027578i,-5.072e-06-0.00091507i,-0.00015468-0.0012169i,0.00021808-0.00053757i,0.00026734-0.00064569i,-0.00010523-0.0009394i,-0.00010221-0.00056576i,-0.00029683-0.00021304i,-0.00061775-7.3733e-05i,-0.00023524+0.00066919i,-0.00049612+0.0004235i,-0.0007473-4.2244e-05i,-0.00018705+0.00052979i
-0.0017565+0.00080824i,-0.0015273+0.00012909i,-0.00093475-9.1676e-05i,-0.00078536+0.00064798i,-0.00022499+0.0016212i,0.00037636+0.0012324i,0.00018562+0.00026547i,8.6707e-05-0.00077009i,-2.1857e-05-0.00047741i,-0.00054747+0.00054428i,-0.001039+0.0012218i,-0.00033154+0.00081384i,0.00080065+0.00014937i,0.00050619-0.00039513i,0.00016985+1.3047e-05i,4.7029e-05+0.00015715i,-0.00013354-0.00021374i,0.00026886+0.00010612i,0.0010614+9.1971e-05i,0.00098195-0.0001494i,-0.00032853+1.3051e-05i,-1.8719e-05+7.0601e-05i,-1.4529e-05+0.00010856i
0.00021161-8.9494e-05i,0.00032134-0.000549i,0.00077305-0.0012721i,0.00092556-0.0012919i,0.00025359-0.0014564i,-0.00036264-0.00099187i,-0.00065638-0.00066908i,-0.00083092-0.00020915i,-0.00050709-0.00039216i,-7.2235e-05-0.00036975i,-0.00010425+0.00016562i,0.00023932-7.9737e-06i,0.0002852-0.0002198i,-0.00035544-0.0001605i,-0.00031422-0.00011334i,-8.7806e-05-0.00024169i,0.00027419-0.00053451i,0.00062418-0.00082334i,0.00051888-0.00077154i,0.0004083-0.00095277i,-0.00025853-0.00083971i,-0.00021284-0.00027579i,0.00059767-0.0001934i
-0.0021576+6.4623e-05i,-0.0011145+0.00068602i,-0.00069819+0.0017065i,0.00014736+0.0013588i,0.00074925+0.00085075i,0.00010039+0.00019136i,9.5726e-05-4.1381e-05i,0.00065401+9.3859e-05i,0.00017319-0.00037811i,-0.00013888-0.00038099i,9.7685e-05+7.2768e-05i,0.00060441+0.00029248i,0.00048392-0.00038774i,-4.1984e-05-0.00041377i,-0.00048772-0.00036476i,-0.00068474-0.0003307i,-0.00084548+0.00022401i,-0.00072636+0.00028257i,-0.00060012+0.00019605i,-0.00069371+0.00062729i,-0.00078161+0.00018911i,-0.00062125-0.00047594i,-0.0001972+0.0002481i
0.00076738-0.00145i,0.00011988-0.0018691i,4.1414e-05-0.0013788i,-0.00015257-0.00063009i,-0.00064014-0.00077737i,-0.001294-0.00067872i,-0.0015075-0.00072043i,-0.00012145-0.00075085i,5.9305e-05-0.00083093i,-0.00018979-0.0015313i,0.00037357-0.0011466i,0.00064767-9.1945e-05i,0.00013502+1.1078e-05i,-0.00046675-0.00056914i,-0.00043276-0.00033084i,-0.00047258+0.00034197i,-0.00029783+0.00046839i,0.0003022+0.00037421i,-0.0001077+0.00091505i,-0.0008454+0.00079489i,-0.00059809+0.00025055i,-0.00028842-0.00013636i,7.0779e-05-0.00052056i
0.0015444-0.00026544i,0.0013715+5.6163e-05i,0.0013516-0.001802i,-0.00030803-0.0025574i,-0.0011898-0.0017944i,-0.00032891-0.00083227i,-9.0983e-05-0.00083328i,-5.8915e-05-0.0008218i,-0.000147-0.00021363i,-0.00028993-0.00057033i,-0.00025041-0.00073899i,-0.00030642-5.6076e-05i,-0.00050042+0.00041688i,-0.00035342-0.00034659i,-0.00029466-0.0008084i,6.6607e-05-0.00068097i,0.00040908-0.00042622i,0.00062116-6.4587e-05i,0.00064898+9.5806e-05i,0.00078625-6.3129e-05i,0.00035096-0.0005555i,-0.00037691-0.00035645i,-0.00021782+0.00028746i
0.00013476-0.00012313i,-0.00021333-0.00039914i,-1.3819e-05-0.0005915i,0.00018622-0.00051825i,-0.00016431-0.00055957i,-0.00095803-0.00036009i,-0.00027145+0.00046493i,0.00041958+0.00099063i,-0.00014578+0.00092968i,0.00021926+0.00071973i,0.00057112+0.00028286i,-2.8609e-05-0.00013897i,-5.1608e-05-0.00037663i,0.00026745-0.00016426i,-0.00034569-0.00018178i,-0.00070495-9.2964e-05i,-0.00016768-8.4569e-05i,0.00024353-0.00024553i,0.0004448-0.00059869i,0.00039239-0.00082508i,0.00033848-0.00028447i,0.00010912+0.00045685i,-0.00032354+0.00042914i
0.0021072+0.0007494i,0.0020268+0.0010306i,0.0016953+0.00076151i,0.00053875-0.00033545i,-0.00030328-0.00097866i,-0.00035965-0.00085753i,-0.00031076-0.00081722i,-0.00035425-0.0011403i,0.00032513-0.0014969i,0.00062998-0.00098553i,0.00075125+6.7928e-05i,0.0013289+0.00037118i,0.00091952+0.00027274i,0.00031753+0.00029512i,-4.025e-05-0.00035985i,0.00015758-0.00062513i,-7.0801e-05-0.00034687i,-0.00073039-1.2568e-05i,-0.00030286+0.00050372i,-0.00027434+0.00033159i,-0.00072076+1.4702e-05i,-0.00033739-0.00060755i,-0.00036577-0.0011078i
-0.0019564-0.00050482i,-0.0013898+0.00040716i,-0.0018426+0.00038695i,-0.0011269-0.00027505i,-0.00016333-0.00021986i,-0.00029473-0.00013939i,-0.00043437-0.00043704i,-0.00028499-0.00082893i,-1.9028e-05-0.0013035i,6.0971e-05-0.00096612i,-0.00019297-0.00093539i,-0.0001481-0.0013144i,0.00067803-0.00059101i,0.0013085-0.00037834i,0.00046404-0.00039094i,-0.00012587-0.00056969i,0.00063476-0.0014475i,0.00083312-0.0011415i,0.0004602-0.00019956i,0.00022518-0.00040348i,0.00048412-0.00020014i,0.00049149+0.00037564i,0.00035734+0.00055266i
0.00099528-0.0021637i,0.0015063-0.0022773i,0.00022569-0.002138i,-0.00079837-0.0015327i,-0.00096547-0.00043463i,-0.00065679-0.00012494i,-9.1114e-05-0.00057181i,0.0002903-0.00093262i,-0.00030488-0.00043437i,-0.00052233-0.00017009i,-0.00038669-9.6186e-05i,-0.00027983+7.4573e-05i,1.2282e-05-8.6691e-06i,8.14e-05+0.00014241i,-0.00016086+0.00039573i,-0.00024025-0.00027424i,-9.6222e-05-0.00072925i,9.311e-05-0.00041395i,4.5151e-05+0.00017033i,0.00037055+0.00017822i,0.00023659-0.0004782i,0.00032923-0.00099593i,0.00054827-0.00105i
-0.0013399+0.001934i,-0.00054456+0.0011121i,0.0011064+0.00049319i,0.0015325-0.00072037i,0.0006874-0.0015038i,-0.00021327-0.0010819i,-0.00021833-0.00034344i,7.0839e-05-0.00010588i,0.00033632-0.00064535i,0.00033715-0.00044255i,0.00012794-0.00023431i,0.00061438-0.00027375i,0.00074843+0.00024347i,0.00059859+0.00045097i,0.0014013+0.00021031i,0.0018666+0.0003535i,0.0010757+0.00065094i,-0.00032527+0.00020682i,-3.736e-06-0.00050039i,0.00059943-0.0011664i,-7.0531e-06-0.00061907i,0.00015881-0.00011764i,0.00055489-0.00041054i
-4.4485e-05+0.00087831i,0.00079603+0.00046216i,0.0014202-0.0006622i,0.002123-0.00090373i,0.0011469-0.0013599i,0.00012654-0.00072469i,0.00011753-0.00011677i,-0.0001829-0.00044873i,0.00025675-0.00056016i,0.00024844+6.9508e-05i,-0.00012825+3.3296e-05i,0.00043643-7.3698e-05i,0.00078196+2.6024e-05i,0.00038246+7.012e-05i,0.00051881-0.00010797i,0.00048694-0.00018564i,-0.00051769-0.00025717i,-0.00075478-0.00060387i,-0.0005764-0.00032983i,-0.00038444+0.00036857i,-0.00048966-0.00048315i,-0.00070315-0.0009207i,-0.0010178-9.9636e-05i
0.0001003-0.00087537i,0.0003103-8.8181e-06i,-2.4302e-06+0.00085149i,-8.4177e-05+0.0012757i,-0.00010466+0.0012628i,-0.00029834+0.00092877i,-0.00041613+0.00089769i,-0.00069754+0.00063323i,-0.00045321+0.00017007i,0.00024479+9.2151e-05i,0.00031101-0.00023543i,0.00029736-0.00084725i,0.00010673-0.00069501i,-0.00048673-0.00016621i,-0.00027719+0.00044339i,-0.00021514+0.00025337i,-0.00058291-5.5359e-05i,1.4049e-05+0.00043775i,0.00010362+0.0010608i,0.00016857+0.00085109i,0.00078792+4.0625e-05i,0.00071568-3.5115e-05i,0.00021467+0.00021405i
-0.00015071-0.0010847i,-0.00038377-0.00054251i,-0.00088432-0.0006688i,-0.00065513-0.00052191i,-0.00082785-0.0004309i,-0.00083339-0.0011125i,-0.00013231-0.0012531i,0.00039323-0.0010304i,-5.339e-05-0.0010258i,1.7145e-05-0.00084175i,-0.00045088-0.00044705i,-0.00044669+3.0139e-05i,0.00056325+7.5873e-05i,0.00066501+3.7005e-05i,0.00029277+0.00081473i,-0.00027032+0.00093392i,-0.00075899+0.00048332i,0.0002097+0.0002011i,0.00034925-0.00010137i,0.0001679-0.00033121i,0.00049161-0.00036646i,0.00042686-0.00022549i,0.00020202+3.678e-05i
0.001456+0.0014412i,0.0014236+0.00092463i,0.0013998-0.00016498i,0.00085838-0.0014526i,-0.00022439-0.001492i,-0.0010308-0.00026979i,-0.0009977-0.0001088i,-0.00051359-0.00037699i,0.00067423-0.00043111i,0.0010649-0.00068815i,0.00080038-0.00078791i,0.00048308-0.00050987i,-0.00019594-0.00052253i,-5.1357e-05-0.0006616i,0.00016517+7.9995e-05i,-1.4634e-05+0.0005924i,0.0001122+0.00036266i,0.00030234-0.0001211i,0.00025733+4.751e-05i,-0.00022416+0.0010301i,-0.00052002+0.0013599i,7.6075e-06+0.00055336i,0.00016135-0.00050834i
-0.00086287-0.00053454i,-0.0013961-3.2977e-05i,-0.001664-0.00031465i,-0.00092893-0.00026207i,-0.00095013-0.00032619i,-0.00099139-0.00014332i,-0.00028286+4.2412e-06i,3.1146e-05-0.00049224i,-4.1739e-05-0.0009867i,9.5272e-06-0.0011286i,-0.00013791-0.00052506i,-0.00045265+5.8632e-05i,-0.00022057-0.00024862i,0.00029549+0.00015746i,0.00063875+0.00068468i,0.0010208+0.00034228i,0.00072942-0.00013233i,0.00027081-0.00034729i,0.00065001-7.781e-05i,0.00043071+0.0004146i,0.00013135+0.00027806i,0.00028969-0.00010981i,7.6531e-05-0.00046029i
0.00012431+0.0018686i,0.00030608+0.0014961i,0.0009254+0.00019383i,0.0018114-0.0014772i,0.0018576-0.0015902i,0.00044394-0.00074983i,-0.00071812-0.00052354i,-5.1129e-05-0.00022623i,0.00099538+2.9779e-05i,0.0010976-0.00057077i,0.0011663-0.0010017i,0.0010865-0.00078914i,0.00041168-0.00069995i,0.00016199-0.00060492i,0.00023269-0.00052489i,6.2798e-05-0.00044921i,-0.00040895-0.00022924i,-0.00049073-0.00080216i,-0.0003682-0.00063083i,-0.00011957-0.00015775i,-3.4018e-05-7.7377e-05i,-0.00058353+0.0001724i,-0.00050431-0.00014602i
0.00058937-0.00089936i,-1.6185e-05-0.00038993i,0.00033708+0.00041206i,0.0016267-0.00072488i,0.001664-0.0024421i,0.00051788-0.0017875i,0.00045492-0.00033251i,0.00076739+0.00035632i,0.00058827+0.0002716i,3.5279e-05+2.8339e-05i,-0.00097976-0.00061623i,-0.0013395-0.00055207i,-0.001229-0.00024466i,-0.00030091-0.0002975i,0.00028019-0.00011863i,-0.00028043+0.00025608i,0.0006414+0.00098805i,0.0010542+0.0012844i,0.00040728+6.3112e-05i,-0.00010837-0.00065754i,-0.0010435-0.00031682i,-0.0010787+0.00026043i,-0.00059962-0.00011926i
0.00016137+0.00066784i,0.0010929+0.00037643i,0.00021942-0.00071779i,0.00033899-0.00091438i,0.00054295-0.0013521i,0.00033295-0.0020611i,0.00039788-0.0010716i,0.00049539-0.0007708i,0.00038546-0.00060703i,0.00031052+0.00047738i,0.00078385+0.00013059i,0.00080619-0.00064389i,0.00061414-0.00081267i,0.00066849-0.00063677i,0.00066579-0.0005993i,0.00065007+3.4585e-05i,0.00063407+0.00017649i,-1.2185e-05+0.00039272i,-0.00026511+0.00029564i,0.00057099-0.00022913i,0.0014604-3.1709e-05i,0.001257+9.7335e-05i,0.00051492+0.00013585i
0.00043065+0.00099422i,0.00071984+0.00058353i,0.0019212-0.00087645i,0.0022217-0.0020651i,0.0006639-0.0016723i,-0.00047311-0.00095626i,-0.00016068-0.00077866i,1.8013e-05-0.00084916i,-0.00042701-0.001253i,-5.4782e-05-0.0008529i,0.0002633+0.00014236i,0.0002445+0.00049204i,0.00014435+0.00031363i,-0.00036249+0.00010255i,-0.00049524+9.2863e-05i,7.1253e-05-4.0232e-05i,0.00068634+3.9309e-05i,0.00075353-0.00025954i,-0.00014616-0.00058159i,-0.00035154-0.00090458i,0.00074675-0.0011216i,0.00077286-0.00062198i,-3.368e-05-0.00027419i
-0.00010944+0.000585i,0.00076082-0.00086604i,0.0013249-0.0010754i,0.0010092-0.00042308i,0.00058478+0.00010348i,0.00091486-4.6056e-06i,0.0011425-0.00025332i,0.0011466-0.00050298i,0.00048882-0.0013586i,-0.000141-0.00063867i,1.9091e-05+0.00040692i,0.00081323+0.00026825i,0.00047399+0.00010726i,-0.00028166+0.00015411i,-0.00016847-0.00036928i,-0.00026553-0.00032164i,-9.7193e-05+0.00054854i,8.3415e-06+0.00064747i,0.00019685+8.4328e-05i,0.00047856+7.9167e-05i,0.00062653+5.9225e-05i,0.00055745-7.4586e-05i,-0.00031023+6.6026e-05i
-0.002308-0.0035974i,-0.0016978-0.0016975i,-0.0017992+0.00070992i,-0.0012305+0.0016511i,6.4805e-05+0.0013428i,0.00054572+0.00088808i,0.00023905+0.00051281i,0.00051171-4.8562e-05i,0.00014324-0.0013217i,-0.0001413-0.00027587i,0.00032537+0.0016234i,0.00071922+0.0013857i,0.0010256+0.0011462i,0.00064369+0.0008124i,0.0005327+0.00020695i,0.00080586+0.00035137i,0.0002258+0.00079966i,0.0001346+0.00050243i,0.00056283+0.00016034i,0.00011765+0.00045349i,-0.00032533+0.001109i,-0.00015841+0.00093272i,-0.00041539-0.00028395i
0.001284+0.0028758i,0.00023614+0.0012016i,-0.00012529-0.0012722i,-0.0002557-0.0011952i,-0.00058444-0.00061821i,-0.00082685-0.00082592i,-0.00039868+0.00027926i,0.00020984+0.0012583i,0.0002857+0.00065072i,0.0007835+1.851e-05i,0.0009185-0.00037649i,0.00028434-0.00047979i,-1.4969e-05+1.4712e-05i,-0.00033503+6.522e-05i,-0.00082518+0.0001536i,-0.0002671+0.00048507i,-5.7292e-05+0.00092144i,-0.00015101+0.0011369i,-0.00043473+0.00027236i,-0.00015131-0.00083425i,0.0004333-0.00099582i,0.00045896-0.00079208i,0.00037568-0.00078107i
-0.0011615+0.00020558i,-0.00095326-0.00026831i,-0.00014898-0.0010428i,-0.00034449-0.00098218i,-0.0012252-0.0010895i,-0.0013991-0.00090104i,-0.0010849-0.00061764i,-0.00014057-0.00032084i,0.0011796-0.00041204i,0.0012877-0.00059727i,0.00072039+4.2121e-05i,0.00032668+0.00050405i,-0.00013641-0.00050822i,-0.00058084-0.0012643i,0.00037374-0.0011285i,0.00052502-0.00048711i,-0.00060952+0.00012184i,-0.00086348+6.1298e-06i,-0.0010874+0.00047961i,-0.001127+0.00063565i,-0.00089032-8.4526e-05i,-0.00029705-0.00027955i,-6.7667e-06-0.00046995i
-0.00063022-0.0012493i,0.00046106-0.00068927i,0.001199-0.00058958i,0.0015528-0.0002946i,0.0016647+0.00045189i,0.0011862+0.0001408i,0.00072845+0.00011592i,0.00039018+0.00059892i,0.00014985-0.00049854i,7.9782e-05-0.00064403i,0.00064815+4.3511e-05i,0.00097353+9.844e-05i,0.00099123+9.4535e-05i,0.00043036+0.00010715i,-0.00075457+0.00024133i,-0.00071778+0.00022341i,6.2944e-05+0.00024945i,0.00013844+0.0004727i,1.8551e-05+0.0012083i,0.00020798+0.00080467i,0.00046919+0.00013524i,0.00050482+0.0004279i,0.00066048+0.00045007i
-0.001334+0.00037257i,-0.0013411+0.0010448i,-0.00022481-3.3755e-05i,0.00056012-0.0012236i,0.0004234-0.0010316i,0.00013381-0.00085239i,0.00010824-0.00074694i,0.00048187-0.00015689i,0.00041761-0.00011369i,8.8809e-05+6.3296e-06i,0.00011572+0.00098532i,0.00038876+0.00095663i,0.0013127+0.00040861i,0.00097885+0.00074539i,0.00012246+0.00053872i,-0.00027806+3.4256e-05i,-0.00014317+0.00020947i,8.1465e-05+0.00046391i,-0.00043023+6.7578e-05i,-4.7209e-05-0.0004131i,0.00032569+2.6351e-05i,0.0005195+0.0011943i,0.00030378+0.0017012i
0.00043225-0.0016707i,0.00030773-0.0024564i,0.0004636-0.0016341i,0.00040135-0.00025952i,-0.00026683-8.6724e-05i,-0.00080507-0.00031808i,-0.00027031-0.0010176i,0.00051973-0.00062156i,0.00066996+0.00033393i,0.00027379+0.00037624i,-0.00029745+0.00019896i,-0.00065378-0.00020408i,0.00023631-0.00086049i,0.00048127-0.0010761i,-8.1717e-05-0.00067423i,-0.00023134-0.00026455i,-0.0004367+0.00061156i,0.00010246+0.00090458i,0.00069548+0.00057426i,6.6409e-05+0.00039213i,-0.00079211-7.5481e-05i,-4.1898e-05-0.00024738i,0.00052223-0.00021313i
-0.00031843-0.00018347i,0.00069295+0.0015284i,-0.00028697+0.00083111i,-0.0019639-0.0006533i,-0.001587-0.0012148i,-0.00053321-0.00056442i,1.2102e-05+0.00059209i,0.00044713+9.3891e-05i,0.00024523-9.3099e-05i,0.00040205+0.00044194i,0.00061864+0.00085383i,0.00059314+0.0013172i,0.00087792+0.00089385i,0.00084422+0.00031947i,0.00059158-0.00045828i,-3.9545e-05-0.00039229i,-0.00067994+7.2765e-05i,1.5097e-05-0.0004629i,0.0010445-0.00081517i,0.0016517-0.00038516i,0.00098452-0.00025878i,-0.00035817-0.00026975i,-0.00077118-0.00069224i
-0.0019877+0.00054673i,-0.0012754+0.00038405i,0.00026025+0.00043148i,0.0015503+0.00065328i,0.0010695+0.00061511i,-8.6575e-05+0.00058285i,-0.00031149+0.00051274i,5.3724e-05-0.00029113i,-7.8741e-05-0.00071649i,5.203e-05-9.7703e-05i,0.00063915-7.836e-05i,0.0001087-0.00012925i,-0.00085105-0.0002457i,-0.00049797-9.6793e-05i,0.00071178-0.00020447i,0.0013432-0.00026183i,0.0010867-0.00023866i,0.00026108-0.00019301i,-0.00081016+0.00021272i,-0.0010328-1.1336e-05i,-0.00044329-7.88e-05i,1.0038e-06+0.00025168i,-0.00010483+8.8666e-05i
-7.245e-05+0.0018538i,0.0010344+0.0018255i,0.0024113+0.0013702i,0.003235+7.807e-06i,0.0021678-0.0011235i,0.00042123-0.0015624i,-0.00023428-0.0012664i,-0.0004432-0.00096243i,-0.00046966-0.00027447i,0.00035467-9.7248e-05i,0.00056174+0.00010993i,0.00032914+0.00018547i,0.00072567-0.00023406i,0.00050945-4.1839e-05i,5.7002e-05-0.00038927i,0.00014459-0.00095915i,0.00024252-0.0010254i,0.00021081-0.00041104i,0.00047215-7.1982e-05i,-6.0808e-05-0.00060003i,0.00018277-0.0014162i,0.00084591-0.00074432i,0.00084406+6.3773e-06i
0.00055551-0.00054417i,0.00028658-0.00040642i,0.0013078-0.00070115i,0.0011027-0.00054373i,-0.00034775-0.00022584i,-0.00012748-0.00086564i,0.00032343-0.0013635i,0.00045125-0.0018733i,0.00076003-0.0015051i,0.00092161-0.00050678i,0.00077664+0.00033706i,0.00022237+0.00052272i,0.00034532-9.227e-06i,0.0011224-0.00040037i,0.0017075-0.00066681i,0.0010951-0.00055399i,0.0009057-1.6965e-05i,0.00091049+0.00050618i,0.00030451+0.00056122i,0.00079042+0.00030051i,0.0012788-2.763e-05i,0.00050665-0.00012249i,-7.0739e-05+0.00014505i
0.0013813+0.0012817i,0.0015058+0.00098359i,0.0020686+0.00015878i,0.00085042-0.0012972i,-0.0014697-0.0017954i,-0.0018723-0.0014567i,-0.00072515-0.00036383i,-0.0003146+0.00040756i,-0.00039293+0.00028699i,-2.407e-05-0.0002153i,0.0008647-0.00071035i,0.0011856-0.00061302i,0.00072723-0.0004266i,0.00021931-0.00060334i,0.00035523-0.0010619i,0.00027794-0.00048354i,-0.00046241+0.00037624i,-0.00052976+0.00040002i,-0.00028553-1.8837e-05i,-0.00058234-0.00037222i,-0.00072275-0.00040292i,-0.00020758-0.00082959i,0.00044294-0.0010547i
-0.0017496+0.0011572i,-0.0031727-0.00052708i,-0.0012782-0.0015264i,0.00052484-0.0018876i,0.00065529-0.0019774i,0.000208-0.00039025i,0.00028422+0.00023815i,0.00053607-0.0002916i,0.00050997-0.00056617i,0.00047408-0.00049284i,4.482e-05+0.00016133i,-0.00084519+0.0012834i,-0.00084068+0.00016367i,-0.00026751-0.00049643i,-0.00046085+0.00023535i,-0.00072897+0.00022501i,7.2485e-05-0.00010039i,0.00032695+0.00013373i,0.00012333+0.0003152i,0.00012815+0.00045425i,0.00028691+0.00039818i,0.0008453-0.00030934i,0.001395-0.0009647i
0.0013566+0.00048721i,0.0022739-0.00012749i,0.0026564+0.00029789i,0.0023568+0.00044379i,0.0013955+0.00040624i,0.00034152+3.5347e-06i,-0.00048656+0.00049411i,-0.00048252+0.0011046i,-0.00017798+0.0011065i,0.00012088+0.00074143i,-9.0643e-05-8.6915e-05i,-0.00051407-0.00059645i,-0.00037229-0.00078166i,-0.00028357-0.00040994i,0.00027892+4.6054e-05i,0.0001094+0.00031228i,-0.00020463-8.2662e-06i,0.00050488-0.00043106i,0.00069648+0.00012247i,0.00038437+0.00060062i,0.00033823+0.00071181i,0.00029339+0.00059224i,0.00011369+0.00022098i
-0.0017223+0.00015772i,-0.00080446+0.00043043i,-0.00016385+0.0001768i,-0.00054707-0.0014652i,-0.0012045-0.0023603i,-0.0014415-0.0013949i,-0.0010437-0.00059886i,4.3043e-05-0.00018677i,0.00044425-0.00024828i,0.00023147-0.00018253i,0.00053332+0.00037501i,0.0015559+0.00038696i,0.0020552+0.00043507i,0.00089833+0.00020349i,0.00035841-0.00042768i,0.00044319+0.00017038i,-0.00017713+0.00061849i,-0.00025948+0.00023603i,0.00038027-0.0004147i,0.00061296-0.00081523i,8.2814e-05-0.00050032i,-0.00068346-0.00024732i,-0.00090929+0.00015717i
0.00037205+0.0011529i,0.00059266+9.2977e-05i,0.0011334-0.0012445i,0.0014194-0.0019264i,0.0014467-0.001532i,0.0013865-0.00093139i,0.00054523-0.0006931i,-0.00031024+1.676e-05i,-0.00060324+0.00040858i,3.6514e-05+0.00070924i,0.00037416+0.00029605i,0.00067566-0.00044632i,0.00051194-0.0010286i,-0.00016758-0.001412i,0.00022101-0.0010208i,0.00026586+0.00010078i,-0.00037251+0.00068203i,-0.00022258+0.00035502i,8.1274e-05-7.5448e-05i,3.3183e-05-0.00024997i,-2.5154e-05-0.00040749i,0.00082291-0.00053535i,0.00063072-0.0010056i
0.00067559+0.00032219i,0.0004335+6.8286e-05i,0.00070833-0.00037757i,0.00087522-0.00091206i,0.00019325-0.00098341i,-0.00092733-0.00063995i,-0.00036009-0.00052057i,0.0011439-0.0007463i,0.00053654-0.001i,-0.00025482-0.00041477i,-1.4453e-05+0.00015892i,0.00030646-5.901e-05i,0.00040539+5.5602e-05i,0.00078649+7.2233e-05i,0.0011176-0.00053253i,0.00039932-0.00050199i,9.8136e-05+2.3333e-05i,0.00066736-9.4113e-05i,0.00066163-0.00053878i,0.00042685-5.8713e-05i,0.00058446+0.00081018i,-0.00029776+0.00082079i,-0.00073686+0.00068779i
