-0.00091819+0.00010433i,-0.0013524-0.00056322i,-0.0015608-0.0014611i,-0.0019954-0.0013147i,-0.0029962+0.00020345i,-0.0033928+0.0018471i,-0.0012351+0.0026226i,0.0010142+0.0016103i,0.00091454+0.00025366i,0.0001884-0.00024688i,-7.0222e-05-0.00039629i,-4.2857e-05-0.0009933i,-3.3709e-05-0.0011276i,-0.00041574-0.00052424i,-0.00061664+0.00023993i,-0.00033904-5.0105e-05i,-0.00021574-0.00019007i,-0.00041177+0.00013618i,-0.00058781+0.00027446i,-0.00035685+0.00031342i,-6.2126e-05+0.00014215i,0.00024743+0.00028383i,0.00066136+0.00043828i
-0.00080436+0.0022893i,-0.00011256+0.0011665i,0.00021675+0.00014084i,-0.00032932+0.00073429i,-0.00041418+0.0015527i,0.0002941+0.0021169i,-0.00030686+0.0013625i,-0.00042928-0.00063892i,0.00077563-0.00095577i,0.00076001-0.00074204i,-0.00021294-0.0010662i,-0.00072531-0.0010845i,-0.00062285-0.00070968i,-0.00036789+4.7048e-05i,-0.0003742+0.00079729i,-0.00050794+0.00078683i,-1.467e-06-0.00015993i,-0.00021479-0.00060305i,-0.0010101-8.2895e-05i,-0.0009698+0.00043339i,0.00022939+0.00021198i,0.00091009-0.00029834i,0.00065196-9.8072e-05i
-0.00067151-0.00055133i,-0.001317-0.00025763i,-0.001581+0.00019167i,-0.0017072+0.00049441i,-0.0014467+0.00029469i,-0.00070759+0.00022199i,-0.00069867+0.00018947i,-0.0010254-0.00019375i,-0.00073432-0.00063909i,-0.00020587-0.0016682i,-0.00076005-0.0018349i,-0.00046513-0.0010267i,0.00083552-0.0014848i,0.00042004-0.0016168i,-0.00060558-0.0011284i,-0.0003259-0.0011091i,-0.00028886-0.00077208i,-0.0010033-0.00045877i,-0.0015533+2.1652e-05i,-0.0014877+2.8049e-05i,-0.00083538-0.00050786i,0.0002255-0.00050686i,0.0010722-0.00051497i
-0.00033749+0.0010375i,0.0011393+0.00081545i,0.0015779+0.00033634i,0.0004043+0.00019469i,-8.4188e-05-0.00049981i,0.00040592-0.0002274i,0.00096688+0.0001283i,0.00073445-0.0012381i,0.00046397-0.0024411i,0.00079498-0.0023297i,0.00094464-0.0015632i,-0.00026377-0.0010689i,-0.0013217-0.0010612i,-0.0015703-0.00077419i,-0.0013756-0.00021197i,-0.00016069+7.5807e-05i,0.00040569+0.00077342i,-0.00058616+0.0010693i,-0.00091769+0.00070976i,-0.00031574+0.00060024i,0.00051963+0.00024332i,0.00035619-0.00032812i,0.00030747-0.00039507i
-0.0011992+0.0020868i,-0.0015384+0.0014758i,-0.00087255+0.0013734i,0.00065178+0.0011258i,0.0019591+0.0011224i,0.0018584+0.00072597i,0.0014197-0.00052655i,0.00080294-0.00082258i,1.1235e-05-0.00034873i,-0.00011977-0.0011927i,0.00015916-0.001784i,0.00023185-0.0008098i,-0.00027126-0.00091049i,-0.00086972-0.00087645i,-0.0011176-0.00032382i,-0.0016044+0.00012208i,-0.0022318-0.00028743i,-0.0016635-0.00076058i,-0.0015995+0.00052152i,-0.0014601+0.0014564i,-0.00012128+0.0010256i,0.00073178+0.00074279i,0.00032998+0.0006617i
-0.0049696-0.00098005i,-0.0046656-0.00023431i,-0.0034923+0.0025124i,-0.001687+0.0037402i,-0.00014625+0.003347i,0.0013226+0.002294i,0.00097107+0.0004069i,-0.00049957-0.0010246i,-0.00078883-0.0015228i,-0.00087516-0.0014232i,-0.00066506-0.00089886i,0.00021118-0.00085439i,0.00042207-0.00065429i,-0.00056289-0.00036867i,-0.001123-0.00081521i,-0.00066575-0.00099225i,-0.00064054+1.3402e-05i,-0.0008682+0.00077451i,-0.0010718+0.0010563i,-0.00095248+0.0012418i,-0.00048256+0.00092438i,-0.00027854-8.591e-05i,5.1537e-05-8.0407e-05i
0.000783+0.0018511i,0.00074269+0.00075678i,0.00027498+0.00095702i,-0.00048384+0.0013331i,6.7095e-05+0.0011633i,0.00090902+0.00063223i,0.000838+0.00029788i,0.00091834-0.00053128i,0.0010062-0.0014184i,0.00042343-0.0015277i,-2.0661e-05-0.0014172i,0.00033395-0.00056153i,0.00021164+0.00011214i,-0.00087124-0.00038711i,-0.001391-0.00050326i,-0.0012257-0.00019146i,-0.00056273-0.00079584i,-0.00079961-0.00041624i,-0.0016058+0.00092732i,-0.0010853+0.00161i,-0.00035626+0.001097i,-0.00058025+0.00034088i,-0.00036696+0.00018616i
-0.0013909+0.00052935i,-0.0011524+0.0012722i,-0.00067552+0.0022404i,-0.00016183+0.0021635i,-7.0354e-05+0.0014978i,-0.00048266+0.00087324i,-0.00025919-0.00032389i,0.00017418-0.0012133i,-0.00017874-0.001097i,0.00025402-0.0011601i,0.0005351-0.00084267i,-2.6313e-05-0.0011589i,-0.00013879-0.0011457i,-6.6997e-05-0.0004693i,0.00053792-0.00031363i,0.00076538-0.00011253i,-0.00058088+0.00059891i,-0.0015248+0.00096269i,-0.0013151+0.00049929i,-0.00078768+0.00055406i,-0.00062308+0.00036642i,-8.0965e-05+0.00021252i,0.00053155+0.00050205i
-0.00049703-0.0030127i,-0.00096688-0.0032708i,-0.0025512-0.0028206i,-0.0035492-0.0016868i,-0.0026797-0.0014081i,-0.0013766-0.0015806i,-0.00030177-0.0011798i,-5.7731e-05-0.0012894i,-0.00085504-0.0021809i,-0.0014912-0.0023939i,-0.0011578-0.0019914i,-0.00092989-0.00090775i,-0.00088809+0.00040702i,-0.0007934+0.00050295i,-0.00029624-0.0001851i,0.0003397-6.3112e-05i,6.0174e-05+3.9194e-05i,-0.0014099-5.8657e-05i,-0.0022883-0.00047483i,-0.0016826-0.00052893i,-0.0009505-0.00011676i,-0.00035166+1.3772e-05i,0.00021956-0.00020252i
-0.00098531+0.0011972i,-0.00054171+0.00096574i,-0.00034802+0.0018962i,-0.00060376+0.0020401i,-0.00013059+0.0015093i,0.00072077+0.0014324i,0.00072877+0.00099604i,0.00094458-0.00064163i,0.0010276-0.0017886i,0.00028283-0.001843i,-0.00078766-0.0020199i,-0.00088061-0.00077684i,-0.00056383+0.00017364i,-0.00078524+0.00020242i,-0.0013047+0.00025902i,-0.0013722-0.00012512i,-0.00036256+0.00065626i,-0.00012307+0.0015365i,-0.000593+0.0016284i,-0.00063198+0.0017116i,-0.00055222+0.0013533i,-0.00016192+0.00096532i,-0.00030158+0.00029472i
0.0010182+0.00092266i,0.0007656+0.00029089i,0.00087235-0.00054856i,0.00074954-0.00081252i,7.0076e-05-0.00013628i,-0.00068617-0.00017252i,-0.00024639-0.00072589i,0.00070982-0.00087039i,0.00059043-0.0012579i,0.00030344-0.0017666i,-0.00026093-0.0017419i,-0.0003031-0.0017049i,-0.00046271-0.00079121i,-0.0011044+0.00066308i,-0.00075835+0.0012588i,-0.00040884+0.0011516i,-0.0011763+0.00060063i,-0.0019104+0.00063276i,-0.0012454+0.00089832i,-0.00027697+0.00023077i,0.00043209-0.00011055i,0.00096963+7.6058e-05i,0.00082322+0.0006196i
-0.0014366-0.001032i,-0.0011289-0.0013928i,-0.0021948-0.0015111i,-0.0026499-0.00072546i,-0.0018644-2.0746e-05i,-0.0011117+0.00051241i,-0.00023928+3.8008e-05i,0.00025048-0.0007129i,-3.7895e-05-0.0013415i,-0.0012615-0.002088i,-0.0016528-0.0018877i,-0.00080705-0.00062384i,-0.00059144+0.00015214i,-0.00080439+4.621e-05i,-0.00084733+8.2829e-05i,-0.0013642+0.00025659i,-0.0015826+0.00024569i,-0.00070668+0.00054095i,-0.00028595+0.00068597i,-0.00054576+9.5487e-05i,-0.00059067-0.00051431i,-0.0007287+5.8167e-05i,-0.00034295+0.0012952i
0.0011761+0.0012179i,0.0012184+0.0018257i,0.0011543+0.001857i,0.0010918+0.001504i,0.00032369+0.0014697i,0.00018752+0.0011948i,-2.0299e-05+0.0007905i,-0.0004135+0.0003791i,0.00037315-0.0010389i,0.00022688-0.002288i,-0.0011354-0.0021182i,-0.00038037-0.0011945i,5.8339e-05-0.00046279i,-0.001009-0.00054328i,-0.0011612-0.00075537i,-0.0010682-0.00011629i,-0.0011199+0.00079509i,-0.00095293+0.0011548i,-0.00090267+0.00075327i,-0.00088079+0.00068712i,-0.00046475+0.00058341i,-0.0002094-0.00017577i,-0.00065948-0.00044418i
0.00017013-0.0024664i,-9.0426e-06-0.0024549i,-0.00058184-0.0028056i,-0.0012721-0.0026103i,-0.001271-0.0019941i,-0.00044087-0.0015468i,-0.000206-0.00096819i,-0.00022598-0.0011338i,-9.2656e-05-0.0019101i,-0.00017746-0.0016092i,-0.00013684-0.00065556i,0.00047212-0.00045146i,0.00060926-0.00036953i,-0.00020152+0.00020561i,-0.00076818+0.0010064i,-0.00069182+0.0012884i,-0.0012477+0.00065398i,-0.0016058+0.00019161i,-0.00094957+0.00040279i,-8.3242e-05+0.00077154i,0.00022229+0.0011818i,0.0006247+0.0008786i,0.00060922-0.00034646i
-0.0013877-0.00044789i,-0.00086078+0.00020986i,-0.0019845+0.00089629i,-0.0012672+0.0025237i,-0.00080285+0.0037788i,-0.00086869+0.0025548i,-0.00015735+0.00071025i,0.00028644-0.00026233i,0.00047462-0.0011578i,0.00012495-0.0012454i,-0.00082534-0.00063847i,-0.00046629-0.00028428i,0.00050173-0.00031865i,0.00028888-0.00055411i,-0.00054289-0.00016981i,-0.00088842+0.0002839i,-0.0014108+0.00054027i,-0.0016272+0.00015876i,-0.0010895-9.8691e-05i,-0.0009214-5.2559e-07i,-0.00063735+0.00016402i,0.00049984+0.00079731i,0.0005486+0.0012238i
-0.00048965+8.4698e-05i,-0.00069615-0.00021193i,-0.001044-0.0010722i,-0.00080654-0.00073i,-0.00062299+0.00031416i,-0.00076453+0.00048735i,-0.00052512+0.00023574i,-0.00046888-0.00097334i,-0.00054627-0.0023514i,-0.00011609-0.0025128i,-0.00012896-0.0019919i,-0.00045904-0.0010294i,-2.1671e-05-0.00039642i,0.00023492-0.00021748i,-0.00022705+0.00020499i,-0.00079876+0.00071829i,-0.0011218+0.00080061i,-0.0013708+0.00098977i,-0.0014993+0.0013116i,-0.0013997+0.00044202i,-0.0010347-0.00049014i,-0.00054026-0.0002412i,0.00022804-0.00065358i
0.0031737+0.0010632i,0.0029903+0.0005133i,0.0024736-0.0012793i,0.0010628-0.0016505i,-0.00048976-0.0016833i,-0.0012673-0.0013067i,-0.0011299-0.00098342i,-0.00021146-0.0019438i,0.00058722-0.0030988i,-0.00014559-0.003468i,-0.0015627-0.0033873i,-0.0019307-0.0022632i,-0.001562-0.0010536i,-0.0012706-0.00027489i,-0.0010762+0.00064538i,-0.00048104+0.00062788i,-4.6856e-05+0.00018349i,-0.00081112+0.00019875i,-0.00094646+0.0003862i,-0.00023384+0.00081628i,0.00034665+0.00069303i,0.00043833-7.3067e-05i,-0.00010737-0.0012925i
0.0015401+0.0015186i,0.0015492+0.0012659i,0.0025511+0.0003223i,0.0026924-0.00020825i,0.0011493-0.00099195i,-0.00016922-0.0017216i,-0.00029039-0.0011656i,-0.00016384-0.0012047i,0.00044209-0.0018864i,0.00061536-0.002288i,0.00036426-0.0016022i,0.00056621-0.00074804i,0.001137-0.00032123i,0.00069254+0.00063386i,0.00023826+0.0011674i,9.9706e-05+0.0013312i,-0.00033464+0.0010872i,-0.0010327+0.0010505i,-0.0012145+0.0012688i,-0.0010984+0.00051463i,-0.0009863-0.0006545i,-0.00044666-0.00099229i,0.00024706-0.00033694i
-0.0014903+0.00092568i,-0.0004634+0.0019807i,-0.00017518+0.0025945i,-0.00051265+0.0023132i,-0.00046884+0.0011537i,-9.6061e-05+0.00054043i,0.00099477+0.00033434i,0.0010053-0.0004919i,0.00072552-0.0014747i,0.00036194-0.0023296i,-0.00010198-0.0019231i,-0.00023227-0.0011999i,-0.00016376-0.0011848i,3.3402e-05-0.00013537i,-0.00075124+0.0007889i,-0.0012209+0.00078185i,-0.0011269+0.00053227i,-0.00092288+0.00044534i,-0.0002925+0.00068918i,-2.7876e-05+0.00092856i,-0.00014818+0.0006922i,0.0002101+0.00072533i,0.00048811+0.0004199i
0.00099107-0.0010743i,0.00059238-0.001223i,0.0016008-0.0015485i,0.001244-0.0014834i,-0.00049544-1.6438e-05i,-0.0017942+0.0010127i,-0.0015023+0.00040389i,-0.00024382-0.00062043i,7.0077e-05-0.0016629i,-0.0011187-0.0020928i,-0.0017206-0.0017664i,-0.0010122-0.00074885i,-0.00046465+4.3408e-05i,-0.00016156+0.00023611i,0.00022186+0.00087421i,0.00015447+0.00067064i,-0.00024717-0.0001911i,-0.00018161-0.00017946i,-0.0002207+6.1067e-05i,-0.00088192+0.00041712i,-0.0011864-0.00022855i,-0.00031155-0.00062759i,0.00041282+4.1019e-05i
-0.0024128+0.0017944i,-0.0018638+0.0016196i,-0.00075157+0.0028256i,0.00017605+0.0031494i,0.00029612+0.0016567i,0.00042291+3.2147e-05i,0.00053469-0.00014697i,-9.6013e-05-0.00037063i,6.56e-05-0.0019936i,0.00060922-0.0029594i,0.00046475-0.0024917i,0.00038462-0.0016238i,8.1822e-05-0.0012039i,-0.00064612-0.00047604i,-0.0010915+0.000113i,-0.001072-0.00025554i,-0.00074617-0.00030537i,-0.00094737+0.0003736i,-0.001174+0.0008564i,-0.00083015+0.00081983i,-0.00085066+0.0010022i,-0.00062734+0.0010945i,0.00075673+0.0005689i
0.0018374+0.00026012i,0.0014307-0.00045708i,0.0012743-0.0014215i,0.0013896-0.0018085i,0.0011879-0.00090991i,0.00045117+0.00023968i,0.00065219+0.0004527i,0.00063615+0.00010214i,-5.7858e-05-0.0011011i,-0.00065399-0.0023558i,-0.0010334-0.0022481i,-0.00091591-0.00046724i,-0.00047557+0.00099291i,-0.00025029+0.0012824i,-6.0974e-05+0.0014173i,4.3258e-05+0.00093163i,-0.00054211+0.00064366i,-0.00092144+0.00071256i,-0.00076842-9.4225e-05i,-0.00039691-0.00056302i,-0.00073719-0.00075703i,-0.00099075-0.0010648i,-0.00064636-0.00063974i
-0.00050127+0.0022556i,-0.00065162+0.0023388i,0.00044299+0.0020244i,0.00085937+0.00074551i,-1.4715e-05-5.4763e-05i,-0.00066572+0.00029008i,-0.00073651+0.00032312i,-0.00072895+0.00016178i,-0.00065189-0.00034996i,-0.00045651-0.00095459i,-0.00054048-0.0014124i,-0.0014972-0.0017129i,-0.0013096-0.001225i,-0.00032029-7.2793e-05i,-0.00055422+8.9237e-05i,-0.0012415-0.00014298i,-0.0013581+0.0001039i,-0.0010635+0.00083048i,-0.00086972+0.0014458i,-0.00081754+0.0012408i,-0.0003123+0.0010618i,-0.00017032+0.00103i,0.00024213+0.00038407i
0.0018628+0.00040173i,0.0018682+0.00068726i,0.0011536-0.00021289i,0.00040622-0.0003804i,-0.00063752-3.3713e-05i,-0.0013878+0.00010192i,-0.00091789-0.00078826i,0.00019075-0.0009792i,0.00096946-0.0011708i,0.00069167-0.0015251i,-0.00040357-0.0014451i,-0.0011117-0.001084i,-0.0015708-7.0875e-05i,-0.0017974+0.00052324i,-0.001529+0.00021981i,-0.0018149+0.0001711i,-0.0013907+7.5781e-05i,-0.00082722+0.00024978i,-0.0007495+0.00020296i,-0.00044452+0.00051245i,-0.00046856+0.0003162i,-0.0002824+7.692e-05i,0.0004814+7.5601e-05i
-0.00044378-0.0016286i,-0.00078519-0.0021649i,-0.001558-0.0026451i,-0.0013284-0.0015855i,-0.0013779+0.00051816i,-0.0010895+0.0010516i,-0.00010411+0.00028387i,0.00022281-0.00032803i,1.6719e-05-0.0013616i,-0.00033816-0.0017505i,-0.00016966-0.0015296i,-0.00013071-0.0013477i,-0.0006823-0.00071138i,-0.00034144-0.0006832i,0.00065073+7.4541e-05i,0.00032155+0.00055218i,-0.00039908+0.00097909i,-0.00054642+0.0014583i,-0.00057198+0.00077948i,-0.00028414+0.00036798i,-0.00047624+0.00054548i,-0.00068381+0.00066754i,-0.00041329+0.0003387i
-0.0027926-0.0028733i,-0.002258-0.0035253i,-0.0043505-0.0022512i,-0.0038971-0.00011046i,-0.0021787+0.00065331i,-0.0012863+0.00068204i,-0.00039011+0.00040386i,-0.00019501-0.00015122i,-0.0007813-0.00045837i,-0.0010975-0.00071527i,-0.00059942-0.00058038i,0.00056259-0.00031851i,0.00098404-0.00037283i,1.4168e-05-0.00039538i,-0.00087655-0.00066527i,-0.0009102-6.7709e-05i,-0.0012234+0.0005549i,-0.0013147+0.00064449i,-0.0010152+0.00066931i,-0.00090491+0.00066194i,-0.00070039+0.0010075i,-0.00065489+0.0014074i,-0.00031607+0.00086252i
-0.0021705-1.3875e-05i,-0.0022172+6.971e-05i,-0.0018792+0.0012112i,-0.00088278+0.0015184i,-8.7291e-05+0.0015131i,0.00056446+0.0016977i,0.0010311+0.0014774i,0.00063323+0.00036376i,0.00019042-0.00072092i,-0.00038168-0.0016855i,-0.00091242-0.0021245i,-0.00032886-0.0015459i,9.9347e-05-0.0010933i,-0.00022315-1.6032e-05i,-0.0011265+0.00072826i,-0.0015008+0.00049612i,-0.0012597+0.00058527i,-0.0016925+0.00044482i,-0.0019198+0.00022981i,-0.0010313-5.5587e-05i,-0.00041473-4.7615e-05i,0.00025149+0.00032893i,0.00067324+0.00027314i
-0.0010614+0.00074697i,-0.00042413+0.0015294i,0.00051756+0.0017614i,0.00017269+0.0014586i,0.00049259+0.00096522i,0.0010984+0.00026018i,0.0011053-0.00058259i,0.0010363-0.0012057i,0.00054434-0.0019011i,0.00010686-0.002267i,-5.9818e-05-0.0021581i,0.0001426-0.0014801i,9.7874e-05-0.00040394i,-0.00025516+0.00062556i,-0.00045293+0.00061095i,-0.00037131+0.00073648i,-0.00095859+0.001277i,-0.0012929+0.00088046i,-0.0015928+2.9612e-05i,-0.0011416+0.00075227i,-0.00014929+0.00096792i,0.00067185+0.00029277i,0.0011162+1.788e-05i
0.00025018-0.0018239i,1.0144e-05-0.0024542i,-0.001566-0.0018496i,-0.0019656-0.00092526i,-0.002069+0.00013224i,-0.0018548+0.00082461i,-0.0006863+0.00041019i,0.00031809-0.00081841i,0.00041384-0.0015377i,-1.0882e-05-0.0016731i,-0.00021107-0.0012034i,0.00011299+7.5222e-05i,0.00043532+8.9982e-05i,0.00065179-0.001033i,0.00065541-0.00060628i,0.00031168+6.2329e-05i,-0.00034648+0.00021702i,-0.0013323+0.0001386i,-0.0021351+0.00028385i,-0.001881+0.00030012i,-0.00074875+0.00016532i,0.00018372-0.00012644i,0.00045821+0.00019541i
0.00084014+0.0011354i,0.00016774+0.00046349i,0.00026406-0.00088914i,5.4152e-05-0.0015087i,-0.00083838-0.00073371i,-0.0016031+0.0006918i,-0.0014294+0.00039126i,-0.00024173-0.00062348i,0.00080734-0.0015039i,3.6789e-06-0.0017115i,-0.00045335-0.0017162i,-0.0002334-0.0016065i,-0.0010002-0.0017108i,-0.00070776-0.00099578i,-0.0004094+1.3507e-05i,-0.0007724+0.00015874i,-0.00075246+0.00021729i,-0.0016258+9.8385e-05i,-0.0014992+8.7157e-05i,-0.00016079+0.00052016i,0.00093592+0.00023653i,0.001331-0.00016499i,0.00085068-0.00016198i
0.00034685+0.0020606i,0.0015437+0.0016384i,0.002613+0.0015601i,0.0023028+0.00074101i,0.0027071+0.00024648i,0.0012965+0.00037976i,-0.00055891-0.00025424i,-8.3272e-06-0.000652i,0.00033793-0.0014073i,0.00022879-0.0023478i,0.00016773-0.0023231i,-0.00042532-0.0013924i,-0.00070363-0.00047309i,-0.00054768-0.00059122i,-0.00075354+9.6779e-05i,-0.0012714+0.00044839i,-0.0010112-8.8839e-05i,-0.00035966-0.00039188i,-0.00042548-9.606e-06i,-0.000547+0.00099475i,-7.4513e-05+0.0012207i,0.00053342+0.00016791i,0.00095002+5.6572e-05i
-0.00059681+0.001037i,0.00045209+0.0017375i,0.00097971+0.0019064i,0.0018237-4.7284e-05i,0.0013508-0.0004528i,0.00028241-0.00055586i,0.00066933-0.00044791i,0.00097806-0.00039947i,0.00030297-0.00090035i,-0.0010426-0.0018673i,-0.0014454-0.0021517i,-0.00067624-0.0015276i,-0.00020072-0.00024021i,-0.00036285+0.00049432i,-0.00039016+0.00019678i,-0.0007491+0.00071532i,-0.00093344+0.0005985i,-0.0010707+1.0939e-05i,-0.0008124+0.0006587i,-0.00026834+0.0012486i,9.4664e-05+0.0010371i,0.00037699+0.00057934i,0.00083756+5.8654e-05i
-0.0031279+0.00042067i,-0.0029673+0.00086736i,-0.0029652+0.0021789i,-0.0020429+0.0038555i,-0.0019015+0.0028619i,-0.0012905+0.00077718i,6.389e-05+0.00066916i,-0.0001135+0.00017735i,4.1434e-05-0.0012892i,0.00069562-0.0012163i,0.00092158-0.0012388i,0.0011708-0.0015426i,0.001016-0.0015969i,0.0010355-0.0014356i,0.00048982-0.00061957i,-0.00073672+0.00022592i,-0.00076391+0.00047352i,-0.00094444+0.00081368i,-0.00223+0.0012607i,-0.002255+0.0013246i,-0.00094131+0.0008346i,0.00078667+0.00033456i,0.0013935+0.00032513i
3.7299e-05-0.0011048i,0.00071638-0.00098317i,0.00099799-0.0014169i,0.00056927-0.001273i,-0.00025207-0.00032623i,-0.00024505+0.00033406i,0.00014976+0.00030606i,0.00039098-0.00037372i,0.00064307-0.0013549i,-0.00023039-0.0020428i,-0.00052484-0.0021413i,-5.6307e-05-0.0016837i,6.3518e-05-0.00079205i,-0.00021706-0.00025423i,-0.0012811-6.9367e-05i,-0.0016526+0.00020493i,-0.0012875+0.00096416i,-0.00070581+0.0015169i,-0.0008754+0.0014693i,-0.00070239+0.0015496i,-0.00013753+0.0010554i,8.7782e-05+0.00013522i,0.00032018-0.00048856i
0.00028286-0.0016472i,0.00014533-0.00098471i,-0.00038532-0.00092375i,-0.00063968-0.0002298i,-0.0010287+0.00022594i,-0.00014058+0.00057072i,0.0011659+0.00031621i,0.001658-0.0010014i,0.0005531-0.0016487i,-0.00041287-0.0018059i,-0.00037158-0.0014191i,-0.00053325-0.00042263i,-0.0011395-0.00069831i,-0.00099626-0.00081735i,-0.00089567-0.00012343i,-0.0010407+0.00035904i,-0.00069309+0.00029438i,-0.0016642+7.9294e-05i,-0.0017702-0.00046437i,-0.00070824-0.00030301i,-0.00082157-4.5431e-05i,-0.00038447-0.00014897i,0.00053619+0.000219i
0.00067485+0.0010052i,0.0010122+0.00097627i,0.0016341+0.00090871i,0.0016974-0.00029699i,0.0014696-0.00082438i,-0.00059291-2.9703e-05i,-0.00074861+0.00054185i,0.00023709+0.00047892i,7.9331e-06-0.0004677i,-0.00057829-0.0020416i,-0.00082425-0.0024541i,-0.00068309-0.00079755i,-0.00081611+0.00016069i,-0.000899-1.7923e-06i,-0.00065278+0.00053357i,-0.00086109+0.00093292i,-0.0018071+0.00079272i,-0.0023825+0.00094147i,-0.0021964+0.0014779i,-0.0016885+0.0017425i,-0.00011201+0.0011265i,0.00081189+0.00037779i,0.0007763+0.00033228i
-0.00071076-0.0017367i,-0.0013392-0.0012156i,-0.0014068-0.00018354i,-0.0012898+0.0012415i,-0.0011545+0.0016437i,-0.00068434+0.00061147i,-0.00047384-0.00093389i,-0.00055419-0.0012399i,-9.3009e-05-0.0017541i,0.00013239-0.0019122i,-0.00018488-0.0010021i,1.305e-05-0.00078632i,0.00040464-0.0009022i,0.00040426-0.00067035i,8.2078e-05-0.00017971i,-0.00041719+0.00038342i,-0.00088265-0.00039934i,-0.00073598-0.00039104i,-0.0016071+0.00052796i,-0.001686+0.00078964i,-0.00046508+0.00096083i,0.00042146+0.00053634i,0.00097055-0.00041603i
0.0012054-0.0025017i,0.0012703-0.003695i,0.00014397-0.0038125i,-0.0014932-0.0018442i,-0.0015145+0.00047543i,-0.00088924+0.00089665i,0.00093117-0.00019433i,0.0018154-0.0011412i,0.00027927-0.0021271i,-0.00089778-0.0022487i,-0.00083287-0.0015498i,-0.00023468-0.00122i,-1.0808e-05-0.00083528i,-0.00045007-0.00028622i,-0.00066275+0.00043349i,-0.00038108-0.00030565i,-7.8996e-05-0.00057309i,-0.00057388-1.5702e-05i,-0.0010873+0.00035362i,-0.00057366+0.00087055i,-0.00028263+0.0011992i,0.00016695+0.00071734i,0.00064819+0.00018715i
-0.00040159-0.0016349i,-0.00034444-0.0020607i,-0.0017484-0.0022481i,-0.0021515-0.00091748i,-0.002258-2.8223e-05i,-0.0017815+0.00017348i,-0.0011989+7.101e-05i,-0.00080277-0.00051829i,0.00022569-0.0016571i,6.4881e-05-0.0025338i,-0.0003764-0.0025058i,-0.00064166-0.0017249i,-0.0010944-0.00091027i,-0.00095388-0.00022446i,-0.00076812+0.00037466i,-0.00062281+0.00097093i,-0.0013553+0.0010125i,-0.0020899+0.00061718i,-0.001687+0.0002145i,-0.00053157+0.00023682i,-9.011e-05+0.00055708i,-4.7521e-05+0.00094998i,0.00024452+0.0005672i
0.00019614-0.00046526i,0.00062701-0.00032111i,0.00031965+0.0004297i,-0.00019289+0.00017669i,1.3134e-05-0.00014189i,0.00027072+1.4582e-05i,0.00035584-0.00013018i,0.00070812-0.0013014i,2.2073e-05-0.002066i,-0.00065166-0.0019754i,-0.00092112-0.0014163i,-0.00054757-0.00095761i,-0.00076381-0.00062431i,-0.0015657+6.0454e-05i,-0.0013776+0.00055318i,-0.00062898+6.8156e-05i,-0.00012624-0.00016494i,-0.00043219+0.00056026i,-0.0012022+0.00061974i,-0.00098011+7.1305e-05i,-0.00031054-1.8016e-05i,0.00038547-5.818e-05i,0.00088155-0.00035426i
0.0030811-0.00055987i,0.0023206-0.00075313i,0.0015354-0.0019818i,-0.00050111-0.0024769i,-0.001963-0.002559i,-0.0022359-0.0015385i,-0.00047925-1.602e-05i,0.0012273-0.00010886i,0.00078356-0.0017821i,-0.00060193-0.0030156i,-0.0015457-0.0024164i,-0.0020281-0.00085908i,-0.0015888-0.00019171i,-0.00065261+0.00036637i,-0.00037541+0.0008709i,-0.00040528+0.00052307i,-0.00073171-0.00025354i,-0.0014648-0.00068109i,-0.0016341-0.00077418i,-0.0011867-5.9925e-05i,-0.0001582+0.00080272i,0.00050571+0.00057951i,0.00044178+0.00037543i
0.0018316+0.0019819i,0.0017269+0.0017305i,0.0022604+0.00053409i,0.002554-0.00014169i,0.0019641+8.2209e-05i,0.00070874+0.00015538i,0.00014777-7.7254e-05i,0.00033255-0.00035276i,0.0011477-0.0013982i,0.0010863-0.0021536i,-0.00025193-0.0016237i,-0.0011447-0.001053i,-0.0018603-0.00070619i,-0.0019512-0.00074722i,-0.0014608-0.00055254i,-0.001106+0.00012078i,-0.00051474+0.00025591i,-0.00051292+0.0001885i,-0.00067513+0.00048301i,-0.00051958+0.00060532i,-0.00013553+0.00090757i,0.00074093+0.0012327i,0.00094506+0.00071045i
0.00029957+0.0032187i,0.00062939+0.002688i,0.0010392+0.002603i,0.0015043+0.0012477i,0.0012441+3.8988e-05i,0.001038-0.00077508i,0.00047931-0.0004889i,-0.00071217-0.00034625i,-0.00093164-0.0014574i,-1.1975e-06-0.0026705i,0.00079092-0.0030861i,0.0012422-0.0024244i,0.0012066-0.0010701i,-0.00017392+0.00059654i,-0.00062117+0.0014433i,-0.00050472+0.0010311i,-0.0010643+0.0010821i,-0.0019027+0.0011157i,-0.0021483+0.00019148i,-0.00099483-0.00048755i,-1.6203e-06-0.00057552i,8.1636e-05-0.00050864i,0.00045007-0.00012056i
