0.00029174-0.0013055i,0.00048395-0.0013905i,-0.00043651-0.00021419i,-0.00053448+0.00027111i,7.9341e-05+0.00015996i,-0.00027262-0.00070924i,-0.00079411-0.0014751i,-0.0006454-0.00081691i,0.00068685+0.00027528i,0.0015986-0.00019761i,0.00064891-0.0008164i,-0.00057368-0.00039943i,-0.00036035-0.00027143i,-0.00039129-4.3854e-05i,-0.0010237+0.00050689i,-0.001121+0.00040113i,-0.00050928+0.00065264i,-0.0002902+0.00049603i,-0.00055534-0.0002066i,-0.00040898+4.4134e-05i,0.00010807+2.0664e-05i,-0.00028817-0.00016526i,-0.0008627+0.00013117i
-0.036412-0.010513i,-0.1059-0.019635i,-0.19543-0.0071189i,-0.20088+0.043156i,-0.086747+0.074507i,0.04505+0.059959i,0.11999+0.035687i,0.13147+0.013534i,0.098029+0.0013071i,0.05922-0.0038546i,0.032741-0.012725i,0.012896-0.020186i,-0.0020094-0.023255i,-0.013876-0.03119i,-0.028592-0.041813i,-0.046462-0.044888i,-0.05987-0.040245i,-0.059442-0.033167i,-0.045056-0.028409i,-0.029937-0.028448i,-0.022742-0.024985i,-0.017461-0.014365i,-0.0085338-0.00697i
0.036843+0.0051007i,0.11376+0.01811i,0.21225+0.0048371i,0.2292-0.04196i,0.13223-0.072772i,0.012975-0.076328i,-0.058497-0.083574i,-0.082901-0.081536i,-0.064227-0.050583i,-0.027167-0.019954i,-0.0083407-0.005266i,-0.0047433+0.0027604i,-0.0027829+0.010584i,-0.0010564+0.025643i,0.0030249+0.046858i,0.010635+0.065232i,0.018947+0.075365i,0.023669+0.07147i,0.021741+0.055564i,0.01366+0.03821i,0.0093359+0.025298i,0.010828+0.014049i,0.0083091+0.004078i
-0.025696-0.011119i,-0.089172-0.033762i,-0.18161-0.033083i,-0.22136+0.013658i,-0.17683+0.067717i,-0.10855+0.11159i,-0.060504+0.14969i,-0.026456+0.15661i,-0.0040355+0.11268i,-0.0025838+0.059875i,-0.0038268+0.031262i,0.0012503+0.016132i,0.0087855+0.003868i,0.017371-0.0099092i,0.0238-0.027127i,0.028663-0.04567i,0.032161-0.059782i,0.032888-0.061471i,0.027997-0.049964i,0.021306-0.033273i,0.015592-0.022933i,0.0064691-0.016903i,-0.00086525-0.0084288i
0.026197+0.019293i,0.095281+0.05665i,0.18843+0.078243i,0.22954+0.038168i,0.18808-0.032977i,0.12917-0.090118i,0.099147-0.12626i,0.072179-0.12281i,0.038287-0.083545i,0.01586-0.049528i,0.00050705-0.031691i,-0.0088849-0.017322i,-0.013096-0.007679i,-0.021109-0.00041751i,-0.033+0.0063184i,-0.046984+0.010873i,-0.060825+0.013298i,-0.069167+0.012779i,-0.06304+0.011499i,-0.047953+0.0097418i,-0.035593+0.01195i,-0.021732+0.016669i,-0.0072653+0.013734i
-0.026146-0.024917i,-0.093853-0.072572i,-0.18275-0.11842i,-0.22382-0.10214i,-0.18834-0.041826i,-0.13819-0.0074836i,-0.13446+0.0088319i,-0.12362+0.032457i,-0.073652+0.035615i,-0.029861+0.019123i,-0.011354+0.0096813i,-0.004657+0.010416i,0.002685+0.01333i,0.012872+0.012823i,0.024469+0.013637i,0.038317+0.021198i,0.050122+0.032474i,0.054072+0.039619i,0.045063+0.034683i,0.029672+0.022885i,0.020793+0.010329i,0.014761-0.0027881i,0.0050818-0.010358i
0.030102+0.026291i,0.097777+0.080194i,0.19136+0.13312i,0.23829+0.12564i,0.20449+0.076393i,0.14825+0.07057i,0.14009+0.087042i,0.13347+0.059078i,0.085861+0.026831i,0.046096+0.017419i,0.032671+0.0096749i,0.024736+0.0007769i,0.016364-0.006733i,0.0078215-0.013102i,0.00074369-0.019485i,-0.0023738-0.032208i,-0.0037574-0.050747i,-0.0032486-0.062699i,0.00026916-0.057479i,0.0019689-0.041751i,-0.0026899-0.026285i,-0.0089181-0.011211i,-0.0079632+0.0012027i
-0.025172-0.025741i,-0.07465-0.085906i,-0.1527-0.15497i,-0.20103-0.15973i,-0.16849-0.099559i,-0.10053-0.075989i,-0.07939-0.092631i,-0.080893-0.072458i,-0.055458-0.032432i,-0.034115-0.013092i,-0.032455-0.0044481i,-0.029277+0.0019385i,-0.022744+0.0045973i,-0.017377+0.0057287i,-0.015731+0.0075158i,-0.022927+0.017259i,-0.034716+0.034785i,-0.041614+0.048024i,-0.036972+0.045305i,-0.023143+0.032118i,-0.0083721+0.020989i,0.003829+0.012905i,0.0090845+0.0035051i
0.025897+0.031941i,0.070237+0.10396i,0.13455+0.18999i,0.17151+0.20286i,0.12495+0.12498i,0.02638+0.075714i,-0.023787+0.090002i,-0.013143+0.089618i,0.0033573+0.053122i,0.008321+0.020864i,0.014093+0.0079663i,0.018233+0.0024515i,0.018391+1.0297e-05i,0.016002+0.0011519i,0.01636+0.0043145i,0.027017+0.0060217i,0.047362+0.0041273i,0.062517+0.0020086i,0.057373+0.0024515i,0.036835+0.0024737i,0.016372+0.00063304i,0.003078-0.00093986i,-0.0050454-0.00013795i
-0.015213-0.036878i,-0.049557-0.11448i,-0.10326-0.21515i,-0.14119-0.24089i,-0.11268-0.15472i,-0.021833-0.074435i,0.038409-0.06775i,0.030062-0.066472i,0.011763-0.037825i,0.010087-0.022518i,0.0027251-0.025259i,-0.006439-0.021117i,-0.0079399-0.013749i,-0.0055803-0.012261i,-0.0040946-0.016344i,-0.012555-0.025568i,-0.031926-0.037447i,-0.047705-0.045985i,-0.047477-0.042492i,-0.032255-0.027465i,-0.015896-0.013795i,-0.0055118-0.0052047i,0.00069089-0.00034878i
0.01503+0.039802i,0.043537+0.11916i,0.087901+0.22313i,0.1231+0.25075i,0.10913+0.15642i,0.040328+0.042862i,-0.024293+0.0074834i,-0.035663+0.019151i,-0.017911+0.021993i,-0.0064841+0.023463i,-7.2528e-05+0.03201i,0.0056395+0.033694i,0.0071203+0.027291i,0.0013332+0.019388i,-0.0074507+0.017756i,-0.0099244+0.027983i,-0.0049448+0.044969i,-6.0848e-05+0.056667i,0.00098972+0.051241i,-0.001108+0.030774i,-0.003051+0.01245i,-0.0028908+0.003226i,-0.0039514-0.0021134i
-0.0072016-0.035886i,-0.016194-0.11324i,-0.030805-0.22208i,-0.054324-0.26606i,-0.073217-0.18085i,-0.058193-0.042491i,-0.011217+0.033031i,0.015099+0.030084i,0.0066321+0.011441i,-0.001193-0.00099823i,-0.0040946-0.015409i,-0.0086779-0.02151i,-0.0080703-0.016665i,-0.00048742-0.0087161i,0.010821-0.0032471i,0.024274-0.0082987i,0.036182-0.023492i,0.042613-0.035526i,0.038053-0.034727i,0.026146-0.022766i,0.017272-0.0097036i,0.01024-0.0034001i,0.0049496-0.00018009i
0.00097206+0.037596i,0.0029592+0.11572i,-0.0025904+0.22271i,0.0064903+0.27594i,0.044042+0.21633i,0.071565+0.088405i,0.044457-0.0010831i,0.0042809-0.008951i,-0.00024522+0.0033048i,-0.0020348+0.0017235i,-0.012114+0.007808i,-0.0092461+0.016008i,-0.00029397+0.01059i,0.00073027-0.0009266i,-0.0059436-0.0086721i,-0.017392-0.0088247i,-0.033243-0.0038081i,-0.045879+0.00076871i,-0.041722+0.0023772i,-0.024642-7.7726e-05i,-0.01377-0.0045939i,-0.011053-0.0048777i,-0.0076837-0.0034219i
0.0031128-0.037295i,0.017182-0.11514i,0.045423-0.21944i,0.057269-0.27807i,0.010387-0.24541i,-0.062878-0.14397i,-0.079148-0.045628i,-0.042312-0.0052068i,-0.011232-0.0016577i,0.0090034-0.0017411i,0.0229-0.0086154i,0.021266-0.01589i,0.011404-0.013817i,0.0025556-0.006038i,-0.00088308+0.0046606i,0.0035888+0.01529i,0.014435+0.024521i,0.024718+0.031794i,0.024562+0.030328i,0.014024+0.022814i,0.0057784+0.019048i,0.0057385+0.016645i,0.0067583+0.012252i
-0.00032943+0.032822i,-0.017235+0.10395i,-0.062218+0.19507i,-0.10508+0.24967i,-0.08206+0.24391i,3.4438e-05+0.1852i,0.047954+0.0964i,0.033093+0.039735i,0.012053+0.028463i,0.0022658+0.019961i,-0.010536+0.012491i,-0.014592+0.016268i,-0.006461+0.019208i,0.0030011+0.015179i,0.0092628+0.0033976i,0.010995-0.011567i,0.0085864-0.026091i,0.0048561-0.037357i,0.0012004-0.034518i,0.00060342-0.021229i,0.0028367-0.014459i,0.0014583-0.013838i,-0.0016572-0.011177i
0.0046124-0.033646i,0.03412-0.091948i,0.098203-0.16285i,0.16571-0.20675i,0.16403-0.22103i,0.08124-0.20201i,0.0021275-0.12996i,-0.014126-0.053604i,-0.0065757-0.021898i,-0.004832-0.0083398i,0.0032059+0.00036629i,0.010344-0.0051059i,0.0076445-0.014571i,0.0016556-0.017951i,-0.0049322-0.015208i,-0.012974-0.0086026i,-0.022964+0.001801i,-0.029984+0.012729i,-0.026552+0.014207i,-0.019377+0.0067173i,-0.016158+0.0040832i,-0.013542+0.0074337i,-0.0091238+0.0077964i
-0.0078203+0.029047i,-0.040006+0.082386i,-0.11117+0.13062i,-0.19715+0.14157i,-0.2273+0.14637i,-0.16597+0.16097i,-0.07146+0.13225i,-0.026755+0.070073i,-0.018948+0.031299i,-0.010969+0.0076934i,-0.012913-0.0073746i,-0.017825-0.002028i,-0.014487+0.0097529i,-0.011539+0.016831i,-0.0078919+0.020978i,0.0028474+0.0223i,0.018511+0.02123i,0.030768+0.016629i,0.030093+0.0097325i,0.022096+0.0052262i,0.01902+0.0023498i,0.018527-0.0033311i,0.015511-0.0081298i
0.013748-0.029156i,0.05527-0.071916i,0.13154-0.10146i,0.22042-0.078278i,0.2687-0.050511i,0.23179-0.071804i,0.12768-0.083891i,0.050245-0.049818i,0.031454-0.021442i,0.021379-0.011495i,0.011242-0.00058948i,0.011728+0.0044459i,0.018271+0.00046938i,0.02457-0.0058132i,0.024157-0.011724i,0.016975-0.018142i,0.0060116-0.026151i,-0.0051452-0.030138i,-0.0084593-0.024696i,-0.0052995-0.015806i,-0.0065727-0.010516i,-0.011607-0.0066031i,-0.013755-0.0033029i
-0.015633+0.024392i,-0.049635+0.05981i,-0.11661+0.070171i,-0.19648+0.010195i,-0.25706-0.055981i,-0.2545-0.035861i,-0.16833+0.016722i,-0.076538+0.024661i,-0.03628+0.017563i,-0.014245+0.01731i,-0.0017124+0.0062024i,-0.0085207-0.004439i,-0.020014-0.0068119i,-0.02734-0.0088813i,-0.031147-0.0070304i,-0.031159+0.0028085i,-0.027402+0.017172i,-0.020558+0.027781i,-0.014499+0.026502i,-0.0098445+0.020163i,-0.004983+0.016663i,0.00025688+0.015556i,0.00407+0.01589i
0.015638-0.02538i,0.054229-0.049858i,0.11065-0.04114i,0.16009+0.04652i,0.19717+0.14678i,0.21097+0.14139i,0.15796+0.061402i,0.078522+0.020582i,0.037446+0.018338i,0.017613+0.0099848i,0.0038583+0.0044424i,0.0067268+0.0061521i,0.01652+0.0088965i,0.021491+0.015847i,0.024964+0.019924i,0.029816+0.014465i,0.033528+0.0024186i,0.031972-0.0066803i,0.024837-0.0086713i,0.016236-0.0085606i,0.0087093-0.010375i,0.0033876-0.013138i,0.00068079-0.013727i
-0.016462+0.017301i,-0.049656+0.038328i,-0.085969+0.020801i,-0.094446-0.083689i,-0.09687-0.20787i,-0.11947-0.21555i,-0.11281-0.11542i,-0.070144-0.039282i,-0.040724-0.019473i,-0.025767-0.0082566i,-0.010266+0.00023718i,-0.00078353-0.0016089i,0.0010599-0.010769i,-0.00012795-0.023178i,-0.003394-0.030921i,-0.0099037-0.031354i,-0.019414-0.026404i,-0.024251-0.019095i,-0.02049-0.012097i,-0.014443-0.0054193i,-0.0096357+0.00031413i,-0.0071609+0.0047635i,-0.00762+0.0076112i
0.017649-0.015324i,0.053463-0.030326i,0.077159-0.013959i,0.041474+0.082734i,-0.0086426+0.21229i,0.0024604+0.24335i,0.031236+0.15705i,0.023932+0.071546i,0.014519+0.035851i,0.015765+0.011126i,0.0062266-0.0028895i,-0.0035937+0.0038904i,-0.00725+0.016035i,-0.013251+0.024467i,-0.015833+0.030368i,-0.0090381+0.033374i,0.0013014+0.032743i,0.0068673+0.029113i,0.0078026+0.022173i,0.0083897+0.012797i,0.0087696+0.0046029i,0.0098846-0.00019107i,0.010937-0.002285i
-0.016368+0.012498i,-0.042393+0.02694i,-0.047696+0.016652i,0.020132-0.059874i,0.10837-0.17233i,0.10291-0.21941i,0.031203-0.16421i,-0.0026221-0.085078i,0.00015268-0.041917i,-0.0015432-0.019298i,-0.0040692-0.0041294i,-0.0024073-0.00090725i,0.0044104-0.0055582i,0.016484-0.0098879i,0.024165-0.012801i,0.022527-0.015967i,0.017242-0.019911i,0.012919-0.02167i,0.0079927-0.019082i,-0.00076831-0.012532i,-0.007911-0.0050712i,-0.008561-0.00070921i,-0.0066228-0.00074878i
0.018766-0.011517i,0.047571-0.021082i,0.047051-0.022017i,-0.043884+0.012541i,-0.16624+0.079242i,-0.18013+0.12828i,-0.094308+0.11758i,-0.031731+0.073992i,-0.013417+0.04526i,0.0016851+0.027676i,0.009696+0.0073698i,0.0054662-0.0030481i,-0.0031371-0.0041816i,-0.014708-0.0058771i,-0.023913-0.0071537i,-0.026238-0.0039265i,-0.025391+0.0018849i,-0.024252+0.0043988i,-0.018529+0.0044459i,-0.0072585+0.005083i,0.00063234+0.0038546i,0.0013556+0.0013621i,-0.00036867+0.0020768i
-0.015421+0.0067862i,-0.040931+0.018602i,-0.03639+0.029846i,0.057849+0.033855i,0.18854+0.01904i,0.22138-0.017747i,0.14242-0.041302i,0.063957-0.028232i,0.028655-0.010815i,0.0060282-0.0051947i,-0.0063864+0.0015454i,-0.0039222+0.006599i,0.0033866+0.0095797i,0.01068+0.014693i,0.01643+0.017188i,0.018202+0.015864i,0.018699+0.014663i,0.01978+0.014704i,0.016894+0.010027i,0.0093398-0.00015734i,0.0012072-0.004998i,-0.0025441-0.0024521i,-0.0015299+0.0003168i
0.01789-0.0061335i,0.045237-0.015097i,0.050793-0.036932i,-0.026497-0.076665i,-0.15165-0.10632i,-0.20529-0.074225i,-0.15661-0.010259i,-0.08664+0.014116i,-0.04485+0.0097615i,-0.019835+0.0080938i,-0.0029681+0.0071056i,0.0037199+0.0044984i,0.0054266-0.0020983i,0.0048174-0.012889i,0.0022005-0.01892i,0.00039986-0.018971i,0.00033803-0.020208i,-0.00067716-0.020759i,-0.0029243-0.012855i,-0.0025111+0.0011069i,0.0028975+0.0083084i,0.0078736+0.0035408i,0.007204-0.0036978i
-0.0095096+0.001312i,-0.03412+0.011763i,-0.048538+0.035539i,-0.010678+0.092959i,0.066649+0.15788i,0.11469+0.14773i,0.099648+0.071893i,0.054729+0.024801i,0.026263+0.01166i,0.01262-0.0026988i,-0.0024072-0.010661i,-0.0091398-0.0074735i,-0.0081752-0.00081021i,-0.0091506+0.005968i,-0.011114+0.0107i,-0.012776+0.012501i,-0.01648+0.014607i,-0.018176+0.016605i,-0.010656+0.013307i,-0.00060056+0.0032003i,-0.00031854-0.0058239i,-0.0073615-0.0060154i,-0.010638-0.00033013i
0.017289+4.5657e-05i,0.041573-0.0027855i,0.067037-0.025299i,0.063298-0.09378i,0.025152-0.18227i,-0.025053-0.19658i,-0.049032-0.12516i,-0.033686-0.057807i,-0.011714-0.027199i,-0.0009643-0.0098487i,0.0052068+0.00011568i,0.0066897+0.0058613i,0.0078485+0.0078721i,0.011373+0.0040694i,0.013177-0.0012242i,0.014998-0.0025681i,0.020371-0.002473i,0.023632-0.0041736i,0.014166-0.0053248i,-0.0015074-0.0016184i,-0.007095+0.005885i,0.00010233+0.011336i,0.009405+0.010446i
-0.010073+0.0024584i,-0.030966+0.0030751i,-0.060525+0.010897i,-0.087622+0.058577i,-0.09469+0.14034i,-0.057855+0.17405i,-0.006376+0.12938i,0.0074057+0.071276i,0.002995+0.03919i,0.0057488+0.018489i,0.005768+0.0015377i,0.0022962-0.0072358i,-0.0025194-0.0099737i,-0.0064091-0.0089406i,-0.0067955-0.0062967i,-0.007057-0.0067601i,-0.012231-0.010727i,-0.016462-0.011637i,-0.010442-0.0065828i,0.0019286-0.0033852i,0.0087543-0.0079037i,0.00538-0.01423i,-0.0028969-0.01557i
0.010832-0.00030776i,0.033221+0.0020486i,0.069004+0.0047584i,0.11548-0.016162i,0.15178-0.068939i,0.12739-0.10316i,0.058266-0.084641i,0.020674-0.040894i,0.013648-0.012945i,0.0039723-0.0024899i,-0.0029977+0.0056021i,-0.0053191+0.0096772i,-0.005859+0.01012i,-0.0031303+0.0098i,-0.0017359+0.0092329i,-0.0015694+0.012268i,0.0016159+0.019994i,0.0056798+0.023152i,0.0050272+0.013884i,-0.0024902+0.0021448i,-0.011328+0.00064206i,-0.014307+0.0079903i,-0.010878+0.014014i
-0.005684+0.0032939i,-0.018969-0.0014167i,-0.043984-0.021282i,-0.095884-0.037927i,-0.1614-0.020236i,-0.16835+0.019203i,-0.10907+0.039758i,-0.058595+0.028565i,-0.036287+0.013922i,-0.019162+0.0066204i,-0.0066071+0.00044735i,0.0027514-0.0016252i,0.012035-0.0026886i,0.013794-0.0040769i,0.0090688-0.0039784i,0.0058461-0.0069557i,0.0060072-0.015073i,0.0035422-0.018457i,-0.00083567-0.009048i,0.0011443+0.00477i,0.0094482+0.0091937i,0.0175+0.0031416i,0.018225-0.0058191i
0.0066974+0.00029246i,0.016565+0.0076858i,0.030705+0.03608i,0.06972+0.076744i,0.13291+0.090357i,0.15136+0.056372i,0.10246+0.01223i,0.050044+0.0039034i,0.026232+0.0081598i,0.01411+0.00012142i,0.002024-0.0056683i,-0.0088012-0.0044056i,-0.013157-0.0016044i,-0.010855-0.0010959i,-0.0072973-0.0036087i,-0.0079528-0.0035426i,-0.012274+0.0026601i,-0.012273+0.0081154i,-0.0061458+0.0048722i,-0.00090353-0.0034774i,-0.0039143-0.010203i,-0.012682-0.011526i,-0.017042-0.0070049i
-0.0074227-0.0013024i,-0.0062754-0.0068197i,-0.0018436-0.037409i,-0.013996-0.09723i,-0.057934-0.14049i,-0.088534-0.11783i,-0.07384-0.058478i,-0.041433-0.027367i,-0.019425-0.017714i,-0.006946-0.0073118i,0.0020236-0.00078332i,0.007676+0.0035401i,0.01059+0.0067946i,0.0085291+0.0078127i,0.0040366+0.0095488i,0.0053074+0.010461i,0.012621+0.0076801i,0.015701+0.0030706i,0.0075844+0.00016375i,-0.0020519+0.0026236i,-0.0029991+0.010382i,0.0030587+0.016778i,0.0085784+0.016352i
0.0068469-0.0031568i,0.0042049+0.00012429i,-0.01519+0.025934i,-0.036625+0.091214i,-0.026204+0.15399i,0.00644+0.15026i,0.02067+0.093149i,0.012077+0.051942i,0.0084583+0.03431i,0.012538+0.0185i,0.010855+0.0054541i,0.0046252-0.0045602i,-0.000295-0.011463i,-0.0009318-0.013267i,0.0016714-0.012026i,0.0014402-0.010857i,-0.0048719-0.010905i,-0.0084895-0.0084217i,-0.0034885-0.0031104i,0.0044009-0.0020677i,0.0086433-0.0079454i,0.0084432-0.015075i,0.0047284-0.015399i
-1.0894e-05+0.0019733i,0.0087518+0.0081277i,0.04493-0.0066809i,0.094613-0.063402i,0.10623-0.13008i,0.064544-0.14092i,0.019944-0.093847i,0.0073105-0.04638i,0.0057352-0.021964i,-0.0021084-0.0089912i,-0.0082902+0.0012307i,-0.0071764+0.011102i,-0.002922+0.01569i,-0.0031606+0.011676i,-0.0074153+0.0056326i,-0.0090691+0.0050983i,-0.004433+0.0090758i,0.00014519+0.0082008i,-0.0013722+0.0015943i,-0.0063386-0.0026213i,-0.012048-0.00048634i,-0.016432+0.004949i,-0.015265+0.0066613i
0.001819-0.003075i,-0.0074621-0.013694i,-0.048468-0.01875i,-0.11884+0.0065699i,-0.15838+0.057103i,-0.12458+0.081411i,-0.065817+0.062117i,-0.036304+0.036789i,-0.021853+0.024258i,-0.0073144+0.014968i,-0.00023253+0.003719i,0.0015874-0.0053769i,0.0030858-0.0086054i,0.0067628-0.005855i,0.01204-0.00080095i,0.015006+0.00093084i,0.013093-0.002969i,0.007974-0.0040305i,0.0033591+0.0020801i,0.003367+0.0076209i,0.0089456+0.0085951i,0.014675+0.0072559i,0.014309+0.0048287i
-0.00044812+0.007493i,0.0095219+0.02463i,0.05366+0.050658i,0.1334+0.056677i,0.18821+0.027045i,0.15921-0.0070146i,0.088314-0.013528i,0.042923-0.0055756i,0.021154-0.0053101i,0.0064075-0.010461i,-0.0024748-0.010508i,-0.006147-0.0032288i,-0.0071774+0.0025286i,-0.0076277+0.00084327i,-0.0084304-0.0031365i,-0.010167-0.0039184i,-0.010388-0.0011069i,-0.0072361-0.00036116i,-0.0015619-0.0038081i,0.00088706-0.007442i,-0.0014773-0.011016i,-0.0044466-0.013869i,-0.0044193-0.014324i
0.004245-0.0064788i,0.0018559-0.030917i,-0.028898-0.080784i,-0.10257-0.12473i,-0.16767-0.1169i,-0.1545-0.065369i,-0.093451-0.022765i,-0.048643-0.0060842i,-0.022932+0.0021453i,-0.0062299+0.0063365i,0.0028168+0.0054785i,0.008916+0.0025686i,0.011987+0.0010096i,0.0098453+0.0034017i,0.0054386+0.0085598i,0.0042143+0.01133i,0.0047419+0.0098775i,0.0022974+0.007583i,-0.0029901+0.0064649i,-0.0065683+0.006517i,-0.0061014+0.010795i,-0.0051443+0.015693i,-0.0056975+0.014637i
-0.0045167+0.012372i,-0.0062652+0.041919i,0.011807+0.1069i,0.064224+0.17355i,0.11383+0.18081i,0.10217+0.12256i,0.054168+0.062109i,0.023952+0.031689i,0.015777+0.014585i,0.012565+0.00093131i,0.0051854-0.0045193i,-0.002698-0.00082527i,-0.0050584+0.0023339i,-0.0033058-0.0013836i,-0.00081537-0.0080162i,-8.9157e-05-0.012309i,-0.00055919-0.012348i,0.0018738-0.0092601i,0.0056134-0.0056308i,0.0077864-0.0048435i,0.0098997-0.007888i,0.012607-0.0098502i,0.013339-0.0065954i
0.0060795-0.0090708i,0.01863-0.040334i,0.027234-0.11483i,0.0065847-0.20216i,-0.03115-0.22473i,-0.040233-0.16544i,-0.026345-0.088281i,-0.017255-0.036216i,-0.013019-0.0066441i,-0.0086533+0.0059912i,-0.0043233+0.007881i,0.00016129+0.0042296i,0.0023827-0.00045558i,-0.00025931-0.00063949i,-0.0031545+0.0030942i,-0.0038276+0.0077277i,-0.0037756+0.0088922i,-0.0050304+0.0051924i,-0.0070573+0.00041921i,-0.0091093-0.0018781i,-0.013242-0.0010969i,-0.017321-0.00071076i,-0.01649-0.0041698i
-0.0056135+0.0087106i,-0.02487+0.040306i,-0.056491+0.11167i,-0.069464+0.19675i,-0.050255+0.2193i,-0.025715+0.15963i,-0.011213+0.083135i,-0.0027068+0.037789i,0.0033243+0.015362i,0.005805+0.0033125i,0.0035849-0.001493i,-3.1985e-05-0.0023908i,-0.00020624-0.0015014i,0.0021348-0.00093977i,0.0051383-0.0017161i,0.0080307-0.003603i,0.0091193-0.0036034i,0.0078393+2.1822e-05i,0.0063516+0.0043443i,0.0075968+0.0067216i,0.011126+0.0080438i,0.012497+0.010496i,0.0090414+0.013088i
0.013549-0.0064143i,0.045977-0.034078i,0.10322-0.097634i,0.14391-0.17352i,0.13357-0.18855i,0.089892-0.12821i,0.045592-0.058753i,0.015544-0.020366i,-9.2764e-05-0.0052253i,-0.0059676-0.0015309i,-0.0067035+0.00057072i,-0.0021514+0.0034326i,0.0026447+0.001989i,0.0013067-0.00067966i,-0.0037329-0.00010319i,-0.0078864+0.0014424i,-0.0081321+0.00061454i,-0.0056072-0.0034949i,-0.0037668-0.0073291i,-0.0052224-0.0096283i,-0.0073742-0.012615i,-0.0053154-0.016102i,-5.9895e-06-0.016833i
-0.013858+0.0068363i,-0.051003+0.028374i,-0.12148+0.07517i,-0.18205+0.1274i,-0.18168+0.13169i,-0.12804+0.085116i,-0.068048+0.041156i,-0.026634+0.021711i,-0.0031562+0.012917i,0.0056314+0.0047039i,0.0037013-0.0016971i,-0.0024617-0.0015642i,-0.0055801+0.0021342i,-0.0034569+0.00347i,0.00096322+0.002875i,0.0052898+0.0025499i,0.0068078+0.0041204i,0.0042063+0.0061134i,0.000598+0.0068721i,-0.0008463+0.0092659i,-0.00041835+0.013341i,-0.0030794+0.015404i,-0.0082458+0.012268i
0.013462-0.0082449i,0.059345-0.017762i,0.14067-0.042373i,0.21081-0.068087i,0.20598-0.059606i,0.1332-0.027882i,0.055728-0.0093245i,0.010999-0.0033842i,-0.0037118-0.00013884i,-0.0030608-0.0010289i,0.00037613-0.002741i,0.0037196-0.0026075i,0.0067195-0.0019781i,0.0060883-0.0017055i,0.0018558-0.001331i,-0.0020814-0.0018545i,-0.0020762-0.0036864i,0.0011778-0.0047916i,0.0036652-0.0057734i,0.0049346-0.0089696i,0.0067751-0.012161i,0.0093554-0.011238i,0.011231-0.0060307i
-0.013262+0.0020454i,-0.058314+0.0042234i,-0.14004+0.0062914i,-0.20894+0.0023171i,-0.20115-0.015597i,-0.12547-0.028645i,-0.052413-0.020895i,-0.015145-0.005594i,-0.0015103+0.0039333i,0.0019975+0.007146i,0.0025295+0.0060864i,0.0005763+0.0029917i,-0.0028207+0.00031495i,-0.0037366-0.00092225i,-0.0012667+0.00011448i,-0.00010525+0.0018235i,-0.0012443+0.0028997i,-0.0033201+0.0034083i,-0.0048561+0.0036287i,-0.0066182+0.0058668i,-0.01086+0.0079463i,-0.015328+0.0049455i,-0.015694-0.0015618i
0.01671+0.0019024i,0.062925+0.010572i,0.14243+0.029095i,0.2015+0.053218i,0.18066+0.069532i,0.10141+0.059484i,0.036278+0.029893i,0.0058019+0.0076193i,-0.0039789-0.00048999i,-0.0037414-0.0014924i,-0.002692+0.0012896i,0.00025404+0.0057774i,0.0048073+0.0069104i,0.0053218+0.004367i,0.0015158+0.001406i,-0.0006066-0.0017892i,0.001467-0.0033525i,0.0037511-0.0020554i,0.0039933-0.00082846i,0.0063176-0.0015753i,0.010683-0.0020483i,0.011427+0.00075982i,0.0074598+0.0058705i
-0.014789-0.0055052i,-0.055373-0.021206i,-0.1227-0.057078i,-0.16467-0.095432i,-0.13342-0.10458i,-0.062867-0.071166i,-0.018007-0.023783i,-0.0021424+0.0050649i,0.0024058+0.011186i,0.00054594+0.0051364i,-0.0034659-0.0014303i,-0.0068037-0.0042692i,-0.0058432-0.0058474i,-0.0017561-0.0065949i,0.0010974-0.0044944i,0.0018808-0.00037276i,0.00062495+0.00076875i,-0.0021117-0.00075338i,-0.0042424-0.0019285i,-0.0065306-0.0016521i,-0.0089858-0.0014361i,-0.007143-0.0043671i,-0.0011291-0.0078976i
0.016526+0.0083758i,0.054634+0.030951i,0.10932+0.079236i,0.13109+0.1237i,0.087607+0.12095i,0.023573+0.072023i,-0.005665+0.022848i,-0.0090276-3.8828e-05i,-0.0041248-0.0025372i,0.0027634-0.0019308i,0.0037777-0.0030912i,0.0023119+0.00016861i,0.0020783+0.0047101i,0.00036896+0.0055347i,-0.0019827+0.0032154i,-0.0019465+0.00085231i,0.00013253+0.0013855i,0.0017289+0.0021318i,0.0026902+0.0016664i,0.004441+0.0023085i,0.0063994+0.0044224i,0.0047217+0.0056592i,0.00017799+0.0053526i
-0.010748-0.0051347i,-0.038419-0.033682i,-0.072582-0.091236i,-0.077831-0.1409i,-0.038977-0.12869i,-0.00084974-0.068447i,0.0026905-0.016403i,-0.0045487+0.0084999i,-0.0029405+0.01186i,0.00073365+0.0067494i,0.0019436+0.0018676i,0.0021862-0.0023799i,0.0015578-0.0041219i,0.0019814-0.0026108i,0.002892+8.3312e-05i,0.0014538+0.0010552i,-0.00025331-0.00043053i,-0.00068829-0.0016862i,-0.0013253-0.0020512i,-0.0036522-0.0036113i,-0.0057791-0.0051519i,-0.0039012-0.0046858i,0.0018328-0.0026137i
