-0.00012768+0.00023251i,0.00058061-0.00031892i,-0.0010593-0.00055529i,-0.001246-4.0922e-05i,-0.0010099+0.0012318i,-0.0016989+0.0018386i,-0.0014804+0.0022883i,-0.00059932+0.0024312i,0.00082272+0.0014664i,0.0010498+0.00048415i,-2.5294e-05-0.0002827i,-0.00035239-0.00063394i,-0.00070886-0.00040001i,-0.00063185+0.0001344i,0.00039976+0.00050512i,0.0013647+0.0007262i,0.0016994+0.00036713i,0.0011205+0.00041832i,0.00079432-0.00037586i,0.00087534-0.00126i,0.00052485-0.0011295i,0.00031169-0.00036497i,-0.00024883-6.9145e-06i
0.0014225+0.001575i,0.0014835+0.00088512i,0.0014097-0.00086937i,0.00018152-0.0017599i,-0.00079536-0.0016661i,-0.000344-0.00090136i,-5.6395e-05+0.00036956i,-6.9075e-05+0.0010478i,0.00023369+0.00058341i,-0.00011026+0.00053439i,-0.00087833-0.00029876i,-0.00099361-0.0016255i,-0.00041461-0.00129i,-0.00068661+0.00012373i,-0.0011859+0.0012352i,-0.0014948+0.0012606i,-0.0011222+0.00025005i,0.00050007+0.00017246i,0.00059009+0.00022987i,0.0001638-0.00023429i,-9.6129e-05-0.00044285i,0.00025463-0.00021502i,0.0001356-0.0003374i
-0.00030146+0.00010944i,1.0218e-05+5.7449e-05i,0.00011975+0.00049004i,0.0012777+7.2438e-06i,0.0012482-0.0011444i,-0.0010114-0.0011102i,-0.0018538-0.00042784i,-0.0012805+0.00070146i,-0.0010809+0.0011777i,-0.00044043+0.00023686i,0.00041952-0.00058495i,0.00025516-0.00081553i,0.00017761-0.0007045i,-0.00045022-0.00015729i,-0.00089156+0.00046845i,-0.00071207+0.00010847i,-7.0765e-05-0.00029642i,0.00044688-0.00072495i,0.00010075-0.00072302i,-0.00025131-0.00051648i,-0.00045102-0.000644i,-0.00055912-8.0974e-05i,0.00024321+0.0003122i
-0.0024426+0.0015924i,-0.002504+0.0029326i,-0.0014363+0.0045836i,0.00069777+0.0046107i,0.0018268+0.0026231i,0.0012673+0.00080981i,-0.00010983+0.00051401i,-0.00028217+0.00083464i,-0.00031191+0.0013285i,-2.0625e-05+0.00074004i,0.0010252-0.00083015i,0.001294-0.00081909i,-6.6922e-06-0.00022472i,-0.0013506-1.4751e-05i,-0.00081418+0.00012544i,0.00016677+0.00074485i,0.00033395+0.0014316i,0.00067314+0.00062738i,0.00044568-0.00074223i,-0.00069419-0.0013461i,-0.00080781-0.0016972i,-4.4438e-05-0.0015984i,0.00036825-0.0013575i
-0.0014723-0.00011796i,-0.0022973-0.0011352i,-0.0031129-0.00032617i,-0.0024757+0.00073151i,-0.00083189-0.00014031i,-0.00089579-0.00069122i,-0.0015553+0.00046558i,-0.0019095+0.0013287i,-0.0011338+0.0011922i,0.0003068+0.0004323i,0.00085173+0.00019188i,0.00069155-0.0004828i,-7.9306e-05-0.00091744i,-0.00086494-0.0006935i,-0.00061444-0.00016494i,0.00043395+0.00034495i,0.00083888+0.00053107i,0.00079456+0.0005835i,0.00016713+0.00052019i,-0.00010542+0.00076279i,0.0001758+0.00019718i,-0.00036179-0.0011164i,-8.3057e-05-0.0012541i
0.00023025-0.00062845i,0.00054838+0.00068421i,0.00077711+0.0015916i,9.6369e-05+0.00099277i,-0.00043387-0.00016089i,-0.00031848+0.00063263i,0.00029881+0.0010981i,0.00053782+0.0010369i,-2.607e-05+0.00091263i,-0.00075376+0.00038092i,-0.00053056-0.00046407i,-9.5893e-05-0.0011197i,1.0629e-05-0.00083025i,-0.00014654+6.917e-05i,-0.00020699+0.00055915i,0.00037456+0.00024721i,0.00095705+0.00021402i,0.00088012-1.0043e-05i,0.00032221-0.00043061i,0.00054195-0.00024162i,0.00054057+0.00015893i,-2.3243e-06+0.00040302i,0.00017808+0.00039845i
0.00011292-0.00013406i,0.0011508-0.00042151i,0.0013552-0.0015426i,0.00012334-0.0015396i,-0.00066726-0.00042188i,-0.00057196-0.00067971i,-0.0004056-0.00014564i,-0.00040861+0.0013941i,-0.00017602+0.0012205i,-0.00032103+0.0010551i,-0.00023224+0.00098176i,0.0002955-0.00012845i,0.00020447-0.00062521i,0.00032704+0.00033519i,0.00099461+0.00061025i,0.00045442-0.0002501i,0.00064005-0.00042403i,0.0011986-0.00024991i,0.00041012-0.00071778i,0.00022992-0.00070473i,-0.00029859-0.00016486i,-0.00076808-0.00021045i,-0.000264-0.00031259i
-0.00088117+0.0013422i,3.67e-05+0.0015211i,0.0013581+0.0023644i,0.0019311+0.0028458i,0.001291+0.0020659i,0.00067668+0.0004001i,-0.00038184-0.00011372i,-0.0012797+0.0008918i,-0.00095923+0.0012193i,0.00010055+0.00019079i,0.0010566-0.00086054i,0.00089494-0.00082274i,-0.00054187-0.0006426i,-0.0015468-3.6982e-05i,-0.00089748+0.00093327i,-0.00043266+0.0010232i,-0.00023735-0.00013656i,1.4708e-05-0.0002757i,0.00062717+0.00050284i,-9.45e-06+0.00045078i,-0.00040221+2.0635e-05i,0.00040996+1.4002e-05i,0.00042689+0.00092596i
1.6378e-07-0.0015895i,-0.00070194-0.00014691i,-0.0010769-0.00018714i,-0.0006311+0.00036077i,-0.00085174+0.00104i,-0.0012942+0.00084864i,-0.0011373+0.00075121i,-0.0010803+0.00029095i,-0.0013781+0.00047069i,-0.0017403+0.0012294i,-0.00056914+0.00069513i,0.00047259-0.0007808i,0.00028913-0.0011609i,-0.000123-0.0005261i,-0.00062158-4.3084e-05i,-0.00030542+0.00025171i,-0.00026725+0.00059107i,-0.00039042+0.00047688i,4.3148e-05-0.00018861i,0.00017782-0.00029303i,-1.0551e-05-0.00032636i,-2.0625e-05-0.00049585i,-0.00028004-0.00077133i
0.0012413-0.00026548i,0.00024489-0.00078167i,0.00015218-0.00029116i,0.0004651-0.00012469i,-0.00010342-0.00012718i,-0.00079659+0.00015743i,-0.0011252+0.0012247i,-0.0014145+0.0017234i,-0.0016462+0.00082121i,-0.0013094+0.00030712i,-0.00042625-0.00044747i,9.3504e-05-0.00086752i,-0.0004447+6.2683e-05i,-0.00066135+0.0013624i,-0.00044625+0.0010526i,-0.00014302+0.0002058i,0.00072066+0.0003123i,0.00070104+0.00084779i,0.00055996+0.00087343i,0.00061266+0.00040141i,-0.00027572+2.9442e-06i,-0.00090095+0.00023974i,-0.001212-0.00022713i
-0.0012856+0.00030217i,-0.00070082+0.00039375i,-0.00048394+0.0010996i,0.00045838+0.0014534i,0.0004554+0.0013234i,-0.00034723+0.0013167i,-0.00061771+0.0013814i,-0.00079272+0.00096809i,-0.0009963+0.0008587i,-0.00087563+0.00021705i,-0.0002021-0.00052488i,0.00051126-0.00066182i,0.00027641-0.00027012i,-0.00054661-0.00052791i,-0.00015225-0.00077627i,-1.1683e-05-0.00031918i,-0.00028891-0.00050596i,0.00034213-0.00057534i,4.2374e-05-0.0005855i,-0.00054835-0.001137i,-0.00054958-0.00062518i,-0.00014466-5.5883e-05i,-0.00034328-0.00024895i
-0.0019806+0.00013478i,-0.0019681+0.0010386i,-0.00055734+0.0019046i,0.00039174+0.0018756i,0.00036005+0.00090264i,0.00031293-0.00020854i,-0.0005609+8.9092e-05i,-0.0013906+0.0014456i,-0.0012057+0.0014886i,-7.5462e-05+0.00038534i,0.00075108-0.00072812i,0.00012938-0.0011103i,1.8975e-05-0.00013068i,-5.1647e-05+0.00047077i,-0.00012941+0.00018422i,-0.00017372+0.0009517i,-0.00021538+0.0010152i,0.00030525-0.00030375i,0.0003973-0.00081701i,-0.00082039-0.00080137i,-0.0012883-0.0006445i,-0.00080408-0.00069292i,-0.00042377-0.00017335i
-0.001526-2.7781e-05i,-0.00064073+0.0011117i,-0.00058071+0.00094201i,-0.00083106+0.00060706i,-0.0010687+0.00075925i,-0.0010327+0.00045357i,-0.00096127+0.00078897i,-0.00053298+0.00099607i,-0.00015277+0.00096373i,0.00010261+0.0008624i,0.00097607+0.00052526i,0.00022643+0.00049235i,-0.0014246+0.0007788i,-0.0012424+0.00070329i,-0.00094304+0.00069364i,-0.001089+0.00068909i,0.00018273+0.000312i,0.00075546-0.00040919i,-0.00062612-0.0010307i,-0.0011871-0.00097079i,-0.00045746-0.00022996i,9.8985e-05+0.00017161i,-9.1431e-05+0.00042216i
0.00017296+0.00067677i,-0.00067976+0.00075234i,-0.00048555+0.00097659i,0.00043549+0.0014376i,0.00068998+0.0013156i,-7.462e-05+0.00067012i,-0.0007917+0.0005526i,-0.00061634+0.0005373i,8.0914e-07+0.00052848i,0.00085321-7.3743e-05i,0.00082649-0.00075523i,0.00036943-0.00049974i,3.7454e-05+0.00026636i,-0.00050941+0.00070766i,-0.00055846+0.00096331i,-0.00019728+0.00089212i,0.00034102+0.00019948i,0.00073135-0.00022934i,0.00033547-0.00018183i,-0.00024614-0.00041872i,-2.1431e-05-0.00027171i,0.00094325+0.00016916i,0.00089513+0.00056899i
0.00019515-0.00047607i,0.00047048-0.00077666i,-0.0001668+0.0002318i,-0.0012607+0.00098579i,-0.0016953+0.00097582i,-0.0012145+0.00099485i,-0.00085607+0.00096853i,-0.0012626+0.00085372i,-0.0015232+0.00038624i,-0.00052724-0.00015385i,0.00073141-0.00038817i,0.00067475-0.00077605i,-0.00018655-0.00088394i,-0.00039379-0.00039232i,-8.1728e-05+0.00015183i,1.033e-05+0.00037533i,-0.00037615+0.00042755i,-0.00032657+0.00027039i,-2.1319e-05-0.00041098i,-0.00019215-0.00051269i,0.00037504-0.00029189i,0.00054494-0.00035137i,-0.00028922-0.00052058i
-0.00054414+0.0013044i,0.00026207+0.0017569i,0.00058344+0.0018895i,0.0011255+0.0019434i,0.0011768+0.0016789i,-3.8509e-05+0.00062316i,-0.0013832-0.00011707i,-0.00092984+1.194e-06i,7.8983e-05+0.00044217i,0.00063022-0.0001309i,0.0011462-0.00050294i,0.0011698-0.00094373i,0.00047932-0.0015319i,-4.55e-07-0.00076665i,-0.00035264+0.00017975i,-5.4498e-05+0.0007835i,0.0011085+0.00089221i,0.0011502+0.00093932i,0.00052607+0.0010629i,0.00042935+0.00038244i,-0.00030204-0.00014918i,-0.0010285+0.00020879i,-0.00020772+0.00017739i
-0.00095146-0.00027839i,-0.00044141+0.00035439i,-0.00079556+0.0007643i,-0.0011868+0.00068409i,-0.0011045+0.00041847i,-0.00049832-1.6767e-05i,-0.0004117+3.8415e-05i,-0.00081095+0.00051399i,-0.00029482+0.00049484i,8.0609e-05-9.4658e-05i,-9.7987e-05-0.00065451i,0.00076849-0.00097542i,0.00091167-0.0010067i,-3.3734e-05-0.00059738i,-0.00011398+0.00016441i,0.00041069+0.00071283i,0.000327+0.00045939i,0.00020702-5.5003e-05i,0.00029404-0.00023129i,0.00039097-0.00059252i,0.00097405-0.00015782i,0.0011713-0.00017553i,0.00049001-0.00032906i
0.00065725-0.0013675i,4.4622e-06-0.0020789i,-0.00013367-0.0015266i,-0.00019381-0.0011481i,-0.00010493-0.0015077i,-0.0012756-0.0011405i,-0.0020826+0.00021721i,-0.0013764+0.001532i,-0.0007585+0.0015486i,-0.00018954+0.00048079i,0.00068802-0.00023656i,0.0014569-0.00096357i,0.00081789-0.00057312i,-0.00016075+0.00041999i,-4.6168e-05+0.001113i,0.00015849+0.0013514i,0.00017573+0.00083759i,0.0002441+6.7706e-05i,0.00035516-0.00050793i,9.6361e-05-0.00053753i,0.00011164-6.1155e-05i,-9.9436e-05+6.6607e-05i,1.2841e-05-0.00023553i
0.0012702-0.0012485i,0.00052054-0.0016906i,-0.00040296-0.0019063i,-0.0011249-0.0006242i,-0.0014679+0.00032959i,-0.0011526-1.2178e-05i,-0.0008725-0.00016823i,-0.00027057+0.00083426i,0.00012912+0.0013351i,-4.8351e-05+0.00075714i,-0.00089696+0.0007681i,-0.0010835-2.7129e-05i,-0.00030568-0.0016832i,0.00049819-0.0014753i,0.00069467-0.00063643i,1.869e-06-0.00052596i,-0.00075576+7.3188e-05i,-0.00081766-0.00013065i,-0.00021396-0.00055367i,0.00025437-0.00075844i,0.00031443-1.4292e-05i,7.0257e-05-0.00010084i,-0.00043837-0.00084168i
-0.0011013+0.00065843i,-0.0011881+0.0017409i,-0.0011134+0.0024319i,-0.00051541+0.0028179i,0.00025524+0.0028746i,0.00042156+0.002103i,-0.00052377+0.0013282i,-0.00084048+0.001475i,-0.00032335+0.0018555i,-0.00025581+0.0012274i,2.4693e-05+5.3363e-05i,5.6021e-05-0.00068891i,-0.00034842-0.00071692i,-0.00079923+0.00016132i,-0.00023483+0.00072057i,0.00058918+0.00092295i,0.00040579+0.00098694i,0.00010837+0.00071185i,0.00011046-0.00024417i,-0.00024766-0.00059007i,-1.3523e-05-1.2979e-05i,0.0002785+0.0002575i,0.00037105+0.00045981i
0.00060756-0.0017589i,-0.0004292-0.0019981i,-0.00083705-0.0020506i,-0.0012131-0.0010178i,-0.0019408-2.6779e-05i,-0.0014049+0.00054145i,-0.0011554+0.0004581i,-0.00095072+0.0002328i,-0.0006075+8.4455e-05i,-0.0010822-0.00074871i,-0.00076334-0.00080083i,0.00057203-0.00023425i,0.00063156-0.00029669i,0.00053796-0.00023933i,0.0013327+3.6267e-05i,0.00049444-0.0001852i,-0.00075803-0.0005182i,-0.00086488+0.00016674i,6.2939e-05+0.00089874i,0.0011466+0.00052581i,0.00069805+0.00055935i,0.00065387+0.00084065i,0.00082435+0.00071898i
-0.00085013+0.0013567i,-0.00059438+0.0019842i,-2.6809e-05+0.0016278i,0.00030965+0.001336i,-0.00015034+0.0009537i,-0.00087095+0.00018843i,-0.0012458+0.00041026i,-0.00081513+0.0010857i,-0.00049666+0.0015151i,-0.00041217+0.00077351i,2.004e-05-0.0008367i,9.7199e-05-0.0022331i,-3.7055e-05-0.0023045i,-0.00070239-0.00037393i,-0.00057813+0.0011074i,0.00015973+0.0010133i,9.7149e-05+0.00061767i,4.9027e-05+0.00021366i,-0.00014589+5.0041e-05i,-0.00085858-0.0005451i,-0.0011524-0.00075306i,-0.00046495-0.00061553i,0.00029749-0.0004718i
-0.001029+0.0013892i,-0.00010794+0.0011056i,9.3398e-05+0.0011245i,0.00065513+0.00085552i,0.0014271+0.0018158i,0.0010214+0.0014007i,-0.00019074+0.00032371i,-0.00078747+0.00067721i,-0.0010004+0.00086506i,-0.00072564-0.00010783i,0.00043757-0.00079192i,0.00083625-0.00053395i,-0.00032116-0.00084573i,-0.00080405-0.00094026i,-0.00012058-0.00032978i,0.00019418+0.00024155i,0.00019951+0.00086154i,0.00076897+0.00069419i,0.0010558+0.00045193i,0.0002508+0.00022702i,5.6769e-06+0.00034948i,-0.00036177+0.00053211i,-0.0004205-0.00011406i
0.0003791+0.00071919i,0.00087718+0.0013239i,0.00058708+0.0025992i,-0.00076535+0.0024448i,-0.0010644+0.00091254i,-0.00034465+0.00045954i,-0.00049239+0.0010506i,-0.0010407+0.0018349i,-0.00079361+0.0019984i,6.2466e-05+0.001521i,0.00048675+0.00088568i,0.00050663-0.00018014i,0.0003197-0.00051965i,2.7001e-06-0.00022962i,-2.0821e-06-0.00036939i,-0.00020073+3.983e-06i,0.00023395+0.0014227i,0.001204+0.0018647i,0.00066757+0.0013053i,-0.00061202+0.00071947i,-0.00068782+3.5009e-05i,-0.00022707+0.00014899i,-0.00026264+0.00028791i
-0.0020862-0.0011659i,-0.0018852+0.00035161i,-0.0021617+0.00095449i,-0.0018522+0.00075892i,-0.0012167+0.00094363i,-0.0010588+0.00025363i,-0.0014616+2.0259e-05i,-0.0017443+0.00062588i,-0.0015866+0.00054369i,-0.00080544-0.00022527i,0.00039952-1.8994e-05i,0.00099631+0.00029137i,0.00036692-0.00058811i,-0.00061948-0.00086646i,-0.00017411-0.00042069i,0.00060898-0.00015356i,0.00092722+0.00028719i,0.00073918+0.0002673i,0.0005057-0.00070196i,0.00036559-0.0010572i,-0.00049059-0.00025261i,-0.00092516+0.00037698i,-0.0002164+0.00030814i
0.0020132+0.002113i,0.001442+0.0014004i,0.0025148+0.0021018i,0.0026604+0.0012447i,0.0010142-0.00081517i,-0.00055487-0.00022736i,-0.00085332+0.0015586i,-0.00065785+0.0018778i,-0.00032298+0.0010908i,0.00042384+0.00052834i,0.0008231-1.9625e-05i,0.00076221-0.00093504i,0.00065283-0.00057788i,0.00052202+0.0008149i,0.00079941+0.0016231i,0.0009876+0.0013891i,0.001102+0.00088137i,0.0012182+0.0008784i,0.00039115+0.00021728i,0.00015737-0.00068874i,0.00057168-0.00035586i,-0.00022734-0.00040944i,-0.0014244-0.0009605i
-0.00023603+0.0020488i,0.00022081+0.00089004i,-0.00078556+9.4848e-05i,-0.00073351-0.00022156i,0.000114-0.00073505i,-0.00046953-0.0017291i,-0.00095164-0.0011258i,-0.0011112+0.00062418i,-0.00094787+0.0016042i,-0.00018976+0.00066415i,0.00093425-0.00028914i,0.001195-0.0002257i,0.00045093-0.0004626i,-0.00065594-0.00052911i,-0.00071874+0.00020785i,-0.00026762+0.00062523i,-0.00035901+7.539e-05i,-0.00016294-0.00097686i,-9.8804e-05-0.00077281i,0.00036856+0.00010082i,0.00084295-0.00012426i,0.00064019-0.00040969i,0.00060991+9.398e-05i
0.00079503+0.00062644i,0.00049038+0.0013752i,-0.00034751+0.0018459i,-0.0011915+0.0017683i,-0.00078798+0.0012384i,-0.00019201+0.0014757i,-0.0001448+0.00099081i,-0.00050702-0.00011905i,-0.00021992+0.00028992i,0.00056863+0.00012622i,0.00041882-0.00056345i,-0.00015758-0.0010685i,-5.6734e-05-0.0014311i,0.00027-0.00064259i,-0.00055052+4.621e-05i,-0.00082867-0.00028466i,0.0008289+3.909e-05i,0.0011738-0.00011716i,0.00025003-0.00058001i,-0.0006922-0.0002499i,-0.00096001+0.00047246i,-0.00075161+0.00076787i,-0.00039734+0.00010512i
-0.00060128+0.0011925i,-0.00082961+0.0020447i,0.0012278+0.0024845i,0.0019187+0.0018127i,0.00077968+0.00034775i,-0.00082677-0.0011081i,-0.0017302-0.0011814i,-0.00083743+0.00030146i,-0.00030873+0.0016424i,-0.00063246+0.00096532i,0.00031233-9.0514e-05i,0.00099734-0.00061162i,0.00027542-9.1983e-05i,-0.00057461+0.00037519i,-0.00047189+0.00020778i,0.00026526-1.7574e-05i,0.00064617-0.00039165i,0.00044979-0.00030516i,0.00014416-0.00046945i,4.7276e-05-0.0004596i,-0.00046803+0.00018356i,-0.00092379+0.00043421i,-0.00069648+0.00014768i
0.00034219-0.00034154i,0.00036289+0.00020204i,-0.0001413-0.00016117i,-0.00058748-0.0013671i,-0.00015127-0.0015709i,-0.00024687+0.00010732i,-0.0010657+0.0017265i,-0.0011801+0.0012561i,-0.00074618+0.00044482i,-0.00050857+0.00079969i,0.00013651+5.5478e-05i,0.00077775-0.00099742i,-1.8889e-07-0.00049393i,-0.0011748+0.00051657i,-0.0012287+0.0003597i,-0.00077006+2.5885e-05i,-0.00053965+0.00049381i,0.0005465+1.6316e-05i,0.00069535-0.00067943i,-0.00042458+5.2584e-06i,-0.00065664+0.00096732i,-3.486e-05+0.00052266i,0.00048168+4.3287e-05i
0.0028831-0.00041347i,0.0017327-0.0010103i,0.00073465-0.0014915i,2.4351e-05-0.0016583i,-0.00084858-0.0013507i,-0.0020425-0.00073519i,-0.0023791+0.00014954i,-0.0017318+0.0014246i,-0.00094969+0.0019215i,-0.00038772+0.00065828i,0.00027224-0.00068551i,0.00075736-0.00055701i,0.00041165+0.00061352i,0.00019921+0.0014913i,0.0002988+0.001105i,0.00028619+0.00062904i,0.00056781+0.00057184i,0.0004808+0.00012008i,0.00012808-4.8554e-05i,0.00026321+0.00043768i,0.00087649+0.00013107i,0.00021017+0.00036464i,-0.00097579+0.00092023i
-0.00055938+0.00076799i,-0.00028309+0.00057206i,0.001081+0.0011616i,0.0019374+0.0014227i,0.0024154+0.00060204i,0.0015823-3.3651e-05i,-0.00082617+0.00064708i,-0.0017875+0.00144i,-0.0011927+0.0016597i,0.00052524+0.00042366i,0.0017713-0.0008333i,0.0016518-0.0011778i,0.0011254-0.00092308i,0.00021533-0.00024301i,-0.00042996+4.212e-05i,-0.00059213+0.00048576i,-0.00052643+0.00067973i,0.00081365+0.00057642i,0.0014973+0.0004592i,0.00035456-3.4007e-05i,-0.00067874-0.00013692i,-0.00065995+0.00034825i,4.7686e-05+0.00032858i
-0.00056018+0.0018992i,-0.00018028+0.0021913i,-0.00017117+0.0021208i,-0.0013571+0.00117i,-0.0014938+0.00037013i,-0.0016969+9.4884e-05i,-0.0019599-5.4653e-05i,-0.0015295+0.00014596i,-5.4778e-05+0.00021298i,0.0015119-0.00048252i,0.0015397-0.001261i,0.00087037-0.0011033i,0.00010179-0.00057903i,8.4515e-05-0.0001288i,0.00023972+3.603e-06i,-3.7881e-05-3.0166e-05i,-0.00038894+0.0008935i,-0.0006078+0.00083223i,0.00046941-5.2878e-05i,0.00063526+2.0383e-06i,3.3934e-05+0.0002226i,-0.0004946-0.00014744i,-0.00073605-0.00062253i
0.0018799-0.0018221i,0.00078842-0.0011838i,3.7445e-05-0.0009911i,0.00022665-0.0003808i,-1.7461e-05-7.6323e-05i,-0.00086405+0.00015271i,-0.0014648+0.0007049i,-0.001704+0.00090311i,-0.0016339+0.00032505i,-0.00082354-7.3958e-05i,5.6782e-06+0.00010473i,0.00048691-0.00095498i,0.00036798-0.0014868i,-0.0003741-0.00089503i,9.0691e-05-0.00052418i,0.00087422+0.00012664i,0.00047429+0.00038694i,0.00055624+0.00037958i,0.00075307+0.00055384i,0.00011799-0.00019478i,-0.00023949-0.00071503i,8.1606e-06-0.00022044i,5.3385e-05-0.00014059i
0.0017166-0.00029286i,0.0011668-0.00057826i,0.0010078-0.0015656i,0.00020012-0.0012042i,-0.0010742-0.00056427i,-0.0012501-0.00059016i,-0.0011974+0.00026726i,-0.00064841+0.00079831i,0.00051574+0.00014418i,0.001043-0.00078204i,0.00064773-0.0013651i,0.00032269-0.00069263i,-0.0001637+0.00012864i,-0.00048341-9.2231e-05i,-0.00026713+0.00032718i,0.00017873+0.00046291i,0.00082112-5.3097e-05i,0.00079573+0.00036201i,0.00058265+0.00029833i,0.00051772-4.2613e-06i,0.00049039+0.00055903i,0.00040571+0.00051272i,0.00021513+0.00074373i
-0.0011999+0.00029327i,-0.00010148+0.00047174i,0.00010507+0.0017561i,-2.6385e-05+0.0028315i,-0.00011506+0.0019982i,-0.00026322+0.0010301i,-0.00079166+0.00094387i,-0.0015819+0.0014739i,-0.0018958+0.0015176i,-0.00092681+0.0012323i,-0.00012073+0.00029106i,-0.00044467-0.0014086i,-0.00025613-0.0018263i,-0.00023291-0.0013147i,-0.00069313-0.0012645i,-0.00029544+0.00018495i,-6.1479e-05+0.0011515i,0.00022167+0.00020622i,0.0010096-0.00045951i,0.00073961-0.0007906i,0.00014466-0.00068013i,0.00073765-0.00022815i,0.0013329+0.0003246i
-0.0023705-0.00015965i,-0.0023019+0.00074669i,-0.0037038+0.0012589i,-0.0032382+0.0018598i,-0.0014521+0.0020457i,-0.0014156+0.00094396i,-0.0017641+0.00056942i,-0.0011005+0.00095299i,-0.00051924+0.001116i,0.00013753+0.00036746i,0.0012214-0.00047811i,0.0012892-0.0015996i,0.00056829-0.0012795i,0.00020208-6.3869e-05i,0.00049196+0.00030086i,0.00056193+0.0006767i,0.00029099+0.0011352i,-0.00012885+0.00072427i,-0.00052212-0.00015353i,-7.3526e-05-0.00065621i,0.00021762-0.00071045i,0.00024181+0.00010966i,0.00048356+0.00047203i
-0.00057926+0.00072145i,-0.00076352+0.00060953i,0.00022752-0.00030189i,0.0013319-4.4761e-05i,0.00066995-0.00015119i,0.00034094-7.7111e-05i,3.1086e-05+0.00032985i,-0.0012873+0.00063202i,-0.0013953+0.001414i,-0.00032593+0.0014598i,-0.00013755+0.0010903i,-0.00011276+0.00035716i,-0.00045282-0.00041852i,-0.0014092-0.00050376i,-0.0012225-0.00059774i,-0.00071518-0.00020577i,-0.00067099+0.00045282i,-0.00080389+0.00096992i,-0.00059331+0.00039578i,-2.2041e-05-0.00052339i,0.00012184-0.00079406i,0.00016974-0.00067512i,0.00019044-0.0005396i
0.00016913+0.0021389i,-0.00017099+0.0023324i,-0.00010407+0.0028057i,-0.00029749+0.0024315i,-0.00053437+0.00074788i,-0.00050118-0.00017678i,-0.00067951+0.0002096i,-0.0010261+0.00089752i,-0.00093011+0.0015055i,-0.00036792+0.00072506i,0.00013752-0.00064317i,0.00062645-0.00082917i,0.0005343-0.00036636i,-0.00045756+0.00014743i,-0.00089705+0.0010967i,-0.00010706+0.0011248i,0.0012293+0.00057095i,0.0013314+0.00049219i,0.00083405+0.00016456i,0.000637-0.00016403i,0.00010502-8.6889e-05i,-0.00043473-0.00056766i,-0.00056625-0.00051892i
-0.001057+0.00053405i,-0.0010773+0.00089142i,-0.00095682+0.001089i,-0.0003403+0.00056125i,0.00021346+0.00015097i,-0.00011771-2.2991e-06i,-0.00085209-0.000322i,-0.00091621-0.00027359i,-0.00027361+0.00030388i,0.00052422+0.00080544i,0.00062846+0.00033032i,0.00039773-0.00023486i,0.00017338-0.00045291i,-0.00029326+0.00011278i,-0.00034833+0.00033684i,9.3651e-05+0.00024722i,0.00051602-0.00052654i,0.0010283-0.00091314i,0.0012079-1.8095e-05i,0.0004792+0.00062661i,-7.9125e-05+0.00034575i,0.00043342+8.9895e-06i,0.00082603+8.9445e-05i
-0.0013437+0.0010544i,-0.00019679+0.000669i,-0.0003127+0.00028048i,-0.00029799+0.00068118i,0.0001226+0.00067367i,-0.00035663-0.00085076i,-0.00030558-0.00093298i,-6.4092e-05+0.00071466i,-0.00045654+0.00097051i,-0.00017669+8.2032e-05i,0.00043697-0.00057951i,0.00081655-0.0014066i,0.00075919-0.0017176i,-9.0989e-05-0.00014694i,-0.00093825+0.0010521i,-0.00017495+0.001034i,0.00038583+0.0012877i,0.00061883+0.00081036i,0.001123-0.00026001i,0.001222-0.0004583i,0.0011333-0.00030377i,0.00094831+0.00014937i,0.00013476+0.00085989i
-5.034e-05-0.0011679i,3.6304e-05-0.00046949i,-0.0020213+0.00049371i,-0.0024574+0.00040394i,-0.0019663-6.3753e-05i,-0.00091493+0.0010865i,-0.00072979+0.0019236i,-0.00093584+0.00099014i,-0.00049926+0.00018163i,-0.0001382-0.00014934i,0.00068398-0.00044822i,0.00082025-0.00055968i,-0.00013747-0.00078348i,-0.00036993-0.00029531i,-0.00028713+0.00078188i,-0.00060253+0.00034501i,3.6741e-05-3.1745e-05i,0.00091071+7.6284e-05i,0.00031715-0.00045309i,-0.00056383-0.00090629i,-0.00058492-0.0013923i,-0.00017419-0.0012775i,-4.5326e-05-0.00029278i
0.0014472-0.00071624i,0.0020834-0.0012182i,0.0012615-0.0014415i,-0.0002339-0.00057083i,-0.00087027-0.00017128i,-0.00070667-0.0006064i,-0.0016146+0.00014437i,-0.0021401+0.00077158i,-0.00093869+0.00060357i,0.00021708+0.00038992i,0.00066516+0.00031675i,0.00090806-8.6007e-05i,0.00082019-0.00074594i,0.00033543-0.00073009i,0.00046122-0.0004003i,0.00084639+0.00046854i,0.0011646+0.00069835i,0.00081156-0.00024295i,0.00046231-0.00062082i,0.00039163-0.00025834i,-0.00027311-0.00063612i,-0.0001957-0.000822i,0.00045867-0.00056556i
