0.0010836+0.0036047i,0.0013048+0.0022808i,0.00073343+0.00059861i,0.00092935-0.0010165i,-0.00030143-0.0017205i,-0.0026876-0.0011959i,-0.0028529+0.0002081i,-0.0012769+0.00092263i,0.00064169+0.00045683i,0.0016366-0.00017003i,0.0009701+0.00024244i,-0.00052381+0.00026507i,-0.00054882-0.0005622i,-7.3377e-05-0.0010822i,-0.00010518-0.0010241i,-0.00029257-0.00043506i,0.00032483+0.00037149i,0.00084713+0.00080919i,0.00056365+0.00079794i,8.2604e-05+0.00030742i,0.00026051-0.00074186i,0.00043428-0.00068697i,0.00085141+6.9505e-05i
-0.0008372+4.834e-05i,-0.001155+9.6385e-05i,-0.00080877+0.00034535i,-0.00059292-4.0105e-05i,-1.7132e-05-0.00078205i,-0.00014554-0.0013075i,-0.00084995-0.0009493i,-0.00082046-0.00040575i,-0.00043765+6.5999e-05i,-0.00064085+0.00036158i,-0.00089675+0.00071958i,0.00024185+0.000753i,0.0016026+0.00083605i,0.0010139+0.00050125i,-0.00014313-0.00040859i,9.4404e-05-0.00029601i,0.00053147+0.00020722i,-0.00010698+8.3099e-06i,-0.00012038+0.00012994i,0.00029399+0.00014724i,0.00064994-0.00032722i,0.00077495+0.000873i,-0.00019249+0.0015812i
-0.00078104+0.00043374i,-0.0008729+0.0006572i,0.00098992+0.00082483i,0.0012801+0.00024882i,0.00031-0.0014375i,0.0006287-0.0019326i,0.0006274-0.001338i,-0.00042872-0.00066801i,-0.001101+0.00016872i,-0.00073511+0.00037627i,-7.1774e-05+9.6328e-07i,0.00014732-0.00046268i,-0.00041393-0.00027325i,0.00017051+0.00047128i,0.00097276+0.0010132i,-9.4368e-05+0.001325i,-0.0008095+0.00090257i,5.7563e-05+9.1889e-05i,0.00091059-0.00027166i,0.00041814-2.7785e-05i,3.0619e-05-3.5422e-06i,-1.4289e-05+0.00044713i,-0.00051423+0.00055815i
0.00040797+0.0015488i,0.00068264+0.0018267i,0.00052173+0.0024567i,-0.0002614+0.0021038i,-0.0006162+1.2206e-05i,-0.00098056-0.0018392i,-0.0017757-0.0025423i,-0.0018407-0.0018631i,-0.00092493-3.2689e-05i,-0.00026482+9.1228e-05i,0.00043184+0.00016801i,0.00070774+0.00073987i,0.00026134-0.000275i,0.00014059-7.5369e-05i,0.00025953+0.0006338i,0.00024622-0.00022784i,5.8064e-05-0.00018597i,0.00011235+0.00042938i,-0.00064587+0.00031181i,-0.0008633-0.00013991i,-0.00053348-0.00088071i,-0.00025602-0.0010923i,0.00028611-0.00041921i
8.4587e-05+0.00069215i,-0.00049013+0.0013082i,-0.00097188+0.00010505i,-0.0011467+7.1271e-05i,-0.0010974-0.00055278i,-0.00076337-0.0014108i,-0.00068683-0.0017593i,-0.00032532-0.0016353i,0.00017253-0.00090082i,9.562e-05-0.00034793i,0.00037505+0.00025893i,0.0006295+0.0011499i,0.00053961+0.0011227i,7.526e-05+0.00027168i,0.00013164-6.3808e-05i,0.00062563+0.00062295i,0.0002525+0.0010695i,-2.2226e-05+0.00078193i,0.00066423+0.00029651i,0.0007271-0.00049021i,0.00056342-0.0014317i,0.00093627-0.0014537i,0.00093228-0.00056613i
0.0010121+0.002333i,0.0011927+0.0017853i,0.00098762+0.00082411i,0.0011009+0.00030248i,0.00024896+0.00040093i,-0.00082525+0.00059495i,-0.0016228+0.00027783i,-0.00094128-0.0004094i,-1.0412e-05-4.2986e-05i,-0.00032492+0.00032104i,0.00016494+5.6566e-05i,0.00052789+0.00010464i,-3.9269e-05+0.00041601i,-0.0003588+0.0002388i,-0.00062229+0.00055137i,-0.0011636+0.0011745i,-0.00093765+0.0011046i,-0.00062576+0.0006992i,-0.00052193+0.00065773i,3.9553e-05+0.00041872i,0.00048573+7.8395e-05i,0.00020801-0.0001452i,-0.00021032+7.4076e-05i
0.00016877-0.00025767i,-0.00016138+0.00018828i,-0.00063018-0.00058915i,-4.8398e-05-0.0015502i,-0.00014021-0.0015372i,-0.00082042-0.0019925i,-0.00094272-0.0025603i,-0.00063867-0.0015977i,-0.0002038+0.00027119i,-0.00051085+0.00020785i,-0.00078155-0.00054346i,-0.000975-0.00072203i,-0.00095803-0.0002637i,-0.0006414+0.00060352i,0.00010788+0.00036522i,0.0001314-0.00023696i,-0.00019452-0.0002818i,0.00045778-7.0021e-05i,0.00043809+8.4456e-05i,-0.00027328+0.0003577i,-0.00078169+0.00060831i,-0.00084677+0.0005875i,-0.0011838+0.00072237i
-0.0014564+0.0011827i,-0.00035239+0.0016764i,0.00073767+0.0013342i,0.00052925+0.00106i,0.0001604+0.0003094i,0.00011144-0.00079519i,-0.00093836-0.0019534i,-0.0013825-0.0020064i,-0.0010151-0.0007892i,-0.00037774-0.00026959i,-0.00067441+0.0005949i,-0.00038389+0.00050785i,0.00011804-0.00016103i,-4.7568e-05-0.0002357i,8.6884e-05+8.3601e-05i,0.00021146+0.0010822i,0.00062284+0.00091507i,0.00071453-5.6539e-05i,-0.00012778-3.674e-05i,-0.00070306+3.9726e-05i,-0.00064853+0.00040934i,-0.00017268+0.0001987i,0.000218+9.4503e-05i
-0.00063659-0.00014525i,-0.0010138-0.00047089i,-0.00099645+0.00040627i,-0.00071212-1.828e-06i,0.00067087-0.00075376i,0.00049464-0.001219i,-0.00054629-0.0020368i,-0.0010878-0.0021966i,-0.00055991-0.00080545i,0.00019391+0.00034197i,0.00024731-5.5251e-05i,0.00028524-0.00027546i,-0.00049934-0.00035241i,-0.00016814-0.00061707i,0.0010338-7.9726e-05i,0.00078642+0.00011407i,-0.00014463-0.00060091i,-0.00011598-0.00076261i,-9.7836e-05-0.00049942i,3.2286e-05-0.00021666i,0.00064362+6.2459e-05i,0.00025254+0.00061869i,0.00016082+0.0007263i
0.00044262-0.00065864i,0.0015308-0.00041921i,0.0016025+6.0858e-05i,-0.00010819+0.00026282i,-0.0014059-0.00011282i,-0.0009434-0.0013417i,-2.6971e-05-0.0021594i,-0.00094454-0.00199i,-0.00084006-0.00099503i,-0.00013433+0.00034054i,-0.00041192+0.0005681i,-0.00017548+0.0001155i,0.00052004+0.00057337i,0.00042582+0.000762i,7.5293e-05+0.0002893i,0.0001749+0.00013849i,-0.00021731+0.00012378i,0.00035109+0.00044722i,0.0013672+0.00014091i,0.00098194-0.00044311i,0.00030176+0.00026721i,-0.0001+0.00070292i,9.5694e-05+0.00012571i
-0.00108-8.3255e-05i,-0.0017869+0.00060325i,-0.0015643-0.00026087i,-0.0010784-0.00045643i,-9.261e-05-0.00072198i,0.00041831-0.00073145i,-0.00040872-0.00056217i,-0.00089707-0.00095814i,-0.00038154-0.001097i,-8.3493e-05-0.00047332i,0.00056376+5.2755e-05i,0.0012643-4.4162e-05i,0.0010134+0.00012359i,0.00096911+0.00038064i,0.0012175+0.00049582i,0.00085412-1.0659e-05i,0.00050169-0.00023793i,-0.00025703+0.00052799i,-0.00062593+0.0010984i,-0.0001247+0.00078569i,-5.3814e-05+0.00097308i,-0.00012899+0.0010233i,0.00029672+0.00054627i
0.00048453+0.00047754i,0.0015231+0.00050136i,0.0013877+0.00018512i,0.00048206-0.00060927i,8.9534e-05-0.0019998i,0.00032102-0.0030494i,-0.00027136-0.0037131i,-0.00056613-0.0031537i,-0.00072035-0.0017167i,-0.0012132-0.00076843i,-0.0012942-5.2814e-05i,-0.00055534+8.8479e-05i,-7.092e-05-0.00016319i,0.00031783-0.00022399i,0.00037131+0.00023129i,0.00046047+0.00026119i,0.00082636+9.9371e-05i,0.0006892+0.00024142i,0.00069017+0.00042613i,-2.3437e-06+0.00039123i,-0.00064582+0.00010415i,-0.00060251+0.00039724i,-0.00054473-3.88e-05i
-0.0013433+0.00047146i,-0.0018867+0.0021942i,-0.0023722+0.0031095i,-0.00097821+0.0019842i,-8.1349e-05+0.00094552i,0.00014827-0.00070577i,0.00027517-0.0022473i,-0.00015028-0.0016174i,-0.00031689-0.00034759i,-0.00016041+0.00068414i,1.3671e-05+0.00088473i,0.00096793+0.00085043i,0.0010649+0.0010335i,0.00066268+0.00072018i,0.00078394+0.0014388i,0.0011067+0.0017326i,0.00088758+0.00084619i,0.00039083+0.00043672i,0.00017515+0.00026542i,0.0004892+0.00020731i,0.00047886+8.0541e-05i,1.0247e-06-8.0188e-05i,-0.00052234-0.00011014i
0.00046991-0.001989i,-0.00022639-0.001561i,-0.0010808-0.0014299i,-0.0008289-0.0015065i,2.0554e-05-0.00091592i,0.00039506-0.0014292i,-0.00035252-0.0022182i,-0.00013919-0.0013995i,0.00020056-0.00054678i,-0.00043165+0.00013156i,-4.8725e-05+0.00042627i,0.0002044-0.00041202i,0.0001595-0.00046696i,0.00082241+0.00023183i,0.00042094+0.00069709i,-0.00033061+0.00080046i,-0.00022048+0.00043017i,0.00032197+0.00026599i,0.00055739+2.9564e-05i,0.00066082-0.00025222i,0.00024588+4.4662e-05i,-0.0004775+0.00021551i,0.00029245-0.00028213i
-0.0005402-0.0018953i,-0.00050882-0.00047472i,-0.0011043-0.00042974i,-0.001292-0.0012183i,-0.00084774-0.00096976i,-7.4109e-05-0.00042429i,-0.00023792-0.00050082i,-0.00020483-0.0010674i,-0.00016841-0.00075049i,-0.00021685-0.0003139i,-4.8642e-05-0.00059715i,-7.9462e-05-0.0003116i,-0.00025584+0.00031075i,-0.00012978+0.00018871i,0.00039319+0.00048536i,0.00058766+0.00031177i,0.00042381+0.00052598i,0.0003075+0.0010099i,0.0001743+0.00069608i,-1.7598e-05+0.00032477i,-0.00017279-0.00039894i,6.3388e-05-0.00083576i,-0.00031627-0.00052278i
-0.0002167-0.0016869i,-0.0013631-0.00061306i,-0.001893-0.00021607i,-0.0010413-0.00076836i,-0.00030903-0.00064098i,-0.00086047-0.00056643i,-0.00076433-0.00077374i,-0.00024894-0.00074132i,7.2381e-05-0.00038537i,-6.6167e-05+0.00034893i,-0.00062125+0.0005395i,-0.00069577+0.00065615i,0.00036224+0.000967i,0.0011364+0.0011385i,0.00027768+0.0010245i,-0.00032136+0.00098295i,-0.00024959+0.00085429i,0.00025494+3.8953e-05i,-4.538e-05-0.0003821i,-0.00054067-0.00074693i,-0.00064588-0.00049949i,-0.00084326-4.9307e-05i,-0.00068619-0.00016056i
-0.00063047+0.00086379i,-0.00048875+0.00037908i,0.00014736-0.00068559i,3.7593e-05-0.0015234i,8.4079e-05-0.0020865i,0.00023368-0.0021153i,0.00025847-0.0016738i,2.6646e-06-0.0015747i,-0.00026063-0.0015729i,-0.00024533-0.00065032i,-0.00025711+0.00030417i,8.8005e-05-0.00040038i,0.0003784-0.00053054i,-0.00011544+0.0001579i,0.00014741+0.00028403i,0.00084952+0.00051043i,0.00082616+2.0637e-05i,0.00025775+0.00046352i,-0.00068225+0.0011565i,-0.00068616+0.001051i,-7.825e-05+0.00054491i,0.00016814+7.176e-05i,0.0005593-7.388e-05i
-0.00082828+0.00072592i,-0.00018503+0.00051851i,0.0003055+0.00010292i,0.00033111-0.00058898i,0.00048047-0.0017739i,0.00024453-0.0020961i,-0.00058468-0.0014202i,-0.0010941-0.0012573i,-0.00045124-0.00081704i,-0.00028573-0.00051092i,-0.00061842-0.00018216i,-8.9384e-05-1.4759e-05i,0.00050606-0.00067967i,-0.00022793-0.00050208i,-0.00076538+7.336e-05i,-0.00034256+0.00020952i,-0.00026084-6.4668e-05i,-9.7231e-05-0.00033195i,0.00024984+5.0468e-05i,0.00014853+0.00020785i,0.00023758-0.00024034i,-1.2814e-05-0.00023862i,-0.00021187-9.6082e-05i
-0.00018627+0.0017771i,-0.00016903+0.0020081i,0.00015192+0.0022238i,0.00024591+0.00067644i,5.6135e-05-0.00081253i,-0.00011034-0.0018631i,-0.00023323-0.0019746i,0.00066283-0.00050457i,0.00075422+0.00072777i,0.00021471+0.00037299i,-9.0155e-05-0.00018936i,-0.0005798-0.00027647i,-0.00048765+0.00010012i,3.9053e-05+5.2572e-05i,0.00036604-5.4949e-05i,0.00018193+0.00039111i,0.00019915+0.00061549i,0.00043087+0.00035283i,3.2928e-05-2.7811e-05i,4.4175e-05+0.00020226i,0.00080197+0.00069076i,0.00089337+0.00058237i,2.1015e-05-0.00010319i
0.0026253-0.0021973i,0.00046239-0.0013649i,-0.0013134-0.0025113i,-0.0020382-0.0025617i,-0.0021213-0.001112i,-0.001703-0.00022555i,-0.00064519-0.0006637i,6.4598e-05-0.00069523i,-8.7441e-05-0.0007663i,-0.00028144-0.0010654i,-0.00060373-0.00060085i,-0.00037299+7.2164e-05i,0.00073027+0.0006668i,0.00091376+0.001196i,0.00014631+0.0020822i,0.00015951+0.0014157i,0.00043537+0.0006382i,0.00010344+0.00055592i,-0.0001558+0.00024172i,-0.000103-0.00057401i,-0.00020256-0.0004317i,6.213e-05-0.00015696i,0.00084001-0.00029411i
-0.0016244+0.00059136i,-0.0020491+0.0023356i,-0.0011095+0.0020072i,9.5994e-05+0.00088316i,0.00040011+0.00010082i,0.00028105-0.00054142i,0.00011196-0.0016971i,-0.0010752-0.0018752i,-0.0010567-0.0011037i,-0.00036474-0.00038521i,-0.00060468+0.00026089i,0.00017492+0.00059542i,0.00023198+0.00067481i,-0.00022395+0.00065942i,0.0005314+0.00077969i,0.0013805+0.00087746i,0.0011544+0.00075342i,0.0008697-0.00012399i,0.00052209-0.00090497i,0.00049942-0.00049384i,0.00030602-0.00036541i,-0.00027703-0.00072175i,-0.00017121-0.00029122i
-0.00074948-0.00078336i,-0.0014468-0.00010173i,-0.0013403+0.00053688i,-0.00083274+0.00072987i,-0.00049859-1.4847e-05i,0.00051826-0.0011548i,0.00043487-0.0023533i,-0.00036865-0.0019432i,-0.0002539-0.00050812i,-0.0008535-0.00018399i,-0.0012964+2.2486e-05i,-0.00036369+0.00049314i,0.00035158-0.00044989i,0.0010213-0.00083993i,0.001422-0.00058308i,0.00058203-7.4753e-05i,-0.00034832+0.00063869i,-0.00049575+0.00032018i,-0.00068027-2.0424e-05i,-0.00063396+0.00011433i,1.1557e-05-0.00023036i,0.00030318-0.00031811i,0.00024259-0.00068538i
-0.00088157-4.2112e-05i,-0.00064752+0.00070737i,-0.0012537-0.00019576i,-0.0012119-0.0013534i,-0.00078585-0.0015426i,0.0001701-0.0018251i,0.00013801-0.0023398i,-0.00099085-0.0023747i,-0.00091485-0.0014727i,-0.00094447-0.00072172i,-0.00061219-0.00034441i,0.00041617-8.9536e-05i,0.0010847-0.00017678i,0.0013264-3.583e-05i,0.00078832+0.00073197i,0.00053545+0.00063601i,0.00097262+0.00031629i,0.0010796+0.00044931i,0.00047456+0.00048108i,0.00042733+0.00034916i,0.00029354+0.00021224i,-0.00028743+2.4117e-05i,-0.00067497+6.8337e-05i
-0.0010415-0.0019929i,-0.0022027-0.0020252i,-0.0027967-0.0010405i,-0.0022279-0.00032747i,-0.001379-0.00062805i,-0.0010829-0.0012548i,-0.00078814-0.00085838i,-0.00094866-0.00039046i,-0.00053543-0.00043691i,-0.00049174+0.00026715i,-0.00065319+0.00055629i,-0.00058886+0.00054403i,-0.00015082+0.00099256i,7.249e-05+0.0014777i,-0.00031074+0.00054234i,-0.00054461+0.00016698i,9.6846e-05+0.00035633i,0.00087433+6.7668e-05i,0.0005957-0.00024223i,-6.1061e-06-0.00039955i,0.0003068-0.00042316i,0.00038817+0.00022191i,0.00032581+0.00055386i
0.0010822+0.0024561i,0.0019347+0.0008124i,0.0020453-0.00065508i,0.0011302-0.0015452i,0.00019856-0.0011851i,-0.00064358-0.0011223i,-0.00064389-0.0018345i,-0.0002194-0.0013241i,-0.00044092+0.00015327i,-0.00030314+0.00071688i,-0.00025886+0.00026406i,-0.00043898+2.5865e-05i,0.00018709-0.00087688i,0.00043598-0.00079993i,-4.3399e-05+0.00072093i,-0.00037471+0.0010538i,-0.0010956-5.1046e-06i,-0.0015033-0.00032608i,-0.00075771+0.00049444i,8.1611e-05+0.00081387i,0.00085974+0.0002723i,0.00057389-0.00017658i,0.0003045-0.00034189i
0.00064597+0.0027244i,0.00042169+0.002765i,0.0015814+0.001546i,0.001108+0.00012814i,-0.00036595-0.00051438i,0.00038689-0.00095758i,0.00059775-0.0016224i,9.3542e-05-0.0013444i,0.00012101-0.00046387i,5.2396e-05-0.00052466i,-0.00023739-0.00050933i,0.00018519+0.00031445i,0.00057619+0.00021611i,0.00092965-6.05e-05i,0.00065642-0.00026096i,-0.00021381-0.00051961i,-0.00016182-0.00016832i,0.00027934+0.00025364i,0.0005282+0.0010171i,3.8837e-05+0.00099568i,0.00029079+0.0006824i,0.00057887+0.0011921i,0.00025963+0.0010827i
-0.001809+0.00032551i,-0.0018353+0.0016695i,-0.0008616+0.0018565i,-0.00026259+0.00086054i,-0.00018002+1.7626e-05i,0.00024506-0.0016397i,0.00034453-0.0018136i,-0.0005096-0.00083299i,-0.00036294-0.00035487i,-0.00018736-0.00042507i,-0.0002882-0.00017414i,0.00018407-0.00020278i,0.00038936-0.00056328i,0.00086783-0.00017735i,0.00065165+0.00056203i,0.00036036+0.00090908i,-0.00016629+0.00050395i,-0.00065947+0.00077144i,-0.00031245+0.00084955i,-0.00036838+0.00019108i,-0.00088016+4.4317e-05i,-0.00097546+0.00039891i,-5.8704e-05+0.00038818i
-0.0011582+0.0010444i,-0.0013772+0.0014234i,-0.00029775+0.00089307i,0.00021119-0.00030145i,-6.7375e-05-0.0016374i,-0.00049975-0.0015593i,-0.00073499-0.00171i,-0.00081123-0.0014451i,-0.00072634-0.00027525i,-0.00055587+0.00022376i,0.00056086-8.9706e-05i,0.00056961-0.00010319i,-0.00025263-9.2061e-05i,-8.9591e-05-0.00096953i,-0.00060304-0.0011141i,-0.00078293-0.00037689i,-0.00063367+0.00048974i,-0.00053585+0.00051754i,0.00045666-0.00031363i,0.00040473-0.00082274i,5.1846e-05-0.00025725i,0.00058369+0.00085022i,0.00060971+0.0010167i
0.00043938-6.1524e-05i,0.00037416-0.00017496i,0.00065135-0.00052815i,0.00016934-0.00081871i,-0.00030142-0.0011817i,-0.00046919-0.0013751i,-0.00072997-0.001372i,-0.00073265-0.0010835i,-0.00023775-0.00035489i,8.3403e-05-0.00028571i,-0.00025639+0.00026553i,-0.0006214+0.00091997i,-0.00020473+0.00072955i,0.00018843+0.00054924i,0.00044821+0.00015234i,0.0011627-0.00055302i,0.0012218-0.00044414i,0.00017176-0.00022792i,-0.00052974-0.00027551i,-0.00076537+0.00010934i,-0.0011036+0.00051776i,-0.00098682+0.00040224i,-0.00061505-0.0006949i
0.00030123+0.0024172i,0.0014927+0.0028587i,0.0031543+0.00119i,0.0023269-0.0009312i,0.00056901-0.0017678i,-0.00017215-0.0021177i,-0.00037697-0.0017863i,-0.00038493-0.0011843i,-0.00011966-0.00049101i,-9.3077e-05-8.32e-05i,-0.0006424+0.0001018i,-3.1829e-05+0.00029638i,0.00013513+0.00040294i,-0.00032592+0.00027011i,-0.00075076+5.4055e-05i,-0.00086345+0.0006398i,-0.00057599+0.00081587i,-2.5618e-05-0.00056156i,0.00018606-0.00080395i,0.00012275+0.00033865i,0.00054237+0.00065371i,0.0011039+0.00080007i,0.00067651+0.00042989i
-0.0018764-1.1887e-05i,-0.0023007+0.00085802i,-0.0022256+0.0024745i,-0.0012802+0.00244i,7.4407e-05+0.00048733i,0.00041519-0.0017049i,-0.00035746-0.002826i,-0.00082191-0.0019047i,-0.0011156-0.00093982i,-0.00023849-0.00015598i,0.00041283+0.0009855i,0.00029141+0.00080377i,0.00048157-0.00021522i,0.0005264-0.00063843i,0.00045941-0.00084101i,0.00054397-0.00066776i,0.00063333-0.00037773i,-0.00015316-0.00075717i,-0.00073933-0.0012664i,-0.00052488-0.000741i,0.00035388-4.7048e-05i,0.00054301+0.00074948i,0.00049973+0.00059179i
0.00030696+0.00087596i,-0.00039094-0.00018694i,1.0064e-05-0.00082616i,0.0011298-0.0004074i,0.00079493-0.00032402i,-0.00042421-0.00045426i,-0.0010345-0.00094042i,-0.00062661-0.00073897i,-2.4964e-05-0.00032307i,0.00039412-4.6869e-05i,0.00056899+0.00032491i,0.00025689+0.00048824i,0.00010517+0.0005265i,-0.00022925+0.00026848i,-0.00032709+0.00046413i,0.00017748+0.00073894i,-0.0002132+0.00030881i,-0.00085947+0.00013481i,-0.00046525+0.00088873i,0.00043607+0.0012238i,0.00076622+0.00044521i,0.00026327-0.00025042i,-0.00023489-0.00024491i
-0.00039272+0.00027164i,-0.00041544-0.00085774i,0.00060171-0.00091634i,0.00047648-0.00032693i,-0.00089782-0.00045478i,-0.00095757-0.00067296i,-0.00081149-0.0009334i,-0.00023723-0.0002888i,0.00048804+0.00093733i,0.00045453+0.0011476i,-0.00022077+0.0006795i,-0.00038073+0.00048949i,-0.00031625+6.0404e-05i,-0.0001825-0.00078211i,0.00022468-0.00055246i,8.5335e-05-4.391e-05i,2.8153e-06+5.0784e-05i,-0.00019071+0.00023381i,-0.00013039-2.2215e-06i,0.00013821-1.5284e-05i,6.905e-05+2.9109e-05i,2.5069e-05-3.8867e-05i,0.00036854+3.9376e-05i
0.00028414+0.003012i,0.0011529+0.003568i,0.0016882+0.0017729i,0.00093325-0.00018234i,-0.00024965-0.0014319i,-0.00021103-0.0017589i,-0.00032325-0.0020609i,-0.00081527-0.0014847i,-0.00044017-0.00022501i,0.00061231+7.3209e-05i,0.00042914+0.00034348i,-0.00011777+0.0003512i,-0.00026009-0.00029626i,8.9989e-05+8.4085e-05i,0.0003465+0.0009372i,-0.00052928+0.00081293i,-0.00063965-0.00018929i,-0.00013-0.00027577i,-0.00013464+0.00062554i,-3.3839e-05+0.00033258i,-0.00010374-0.00045971i,0.00059611-0.00068941i,0.0009552-0.00064665i
0.00052624+0.0010378i,0.00011293+0.0013232i,-0.0006003+0.00034194i,-0.00060581-0.0018004i,-0.00097104-0.0030718i,-0.0012721-0.0032905i,-0.0006948-0.0025017i,0.00026379-0.00098887i,0.00041317-0.0003692i,4.0427e-05+0.00020912i,-3.142e-05+0.00072924i,-0.00070721+0.00095201i,-0.0015431+0.00064615i,-0.0014246+0.00043799i,-0.0013773+0.0011415i,-0.00087312+0.00098673i,4.2122e-05-5.2683e-05i,-0.00013518+0.00038979i,1.4395e-06+0.001146i,0.0002774+0.0013247i,0.00046781+0.00091793i,0.00042952+0.00036217i,0.00042759+0.00027727i
-0.001503+0.0012741i,-0.0010544+0.00095467i,-0.00056657+0.0010614i,0.0004249+0.00044397i,0.0009244+1.0087e-05i,0.0016236-0.00087134i,0.0012222-0.0019499i,0.00011831-0.0012166i,-0.00064462-1.9826e-05i,-0.0006673+0.00022405i,-0.00036855+0.00014469i,0.00033864+0.00019099i,0.00041038-0.0001678i,0.00013026-0.00061495i,-1.6171e-06+0.00036955i,-0.00026307+0.0013051i,-0.00097091+0.00054842i,-0.00045089+6.4025e-06i,-0.00015484+0.0002026i,-0.00044279+7.1254e-05i,-0.00028301-0.00011268i,-0.00025947-0.00025544i,-0.00019876-6.0333e-05i
-0.00018439+0.00063669i,-0.0016104-0.00065379i,-0.0017316-0.0015557i,-0.00070651-0.0010038i,-0.00041696-0.00019135i,-0.0002702+0.00010687i,-3.1012e-05+0.00026843i,0.00029522+0.00017446i,0.00063225-8.6085e-05i,0.0005054+0.00025354i,4.7671e-05+0.00074607i,4.6346e-05+0.00090207i,0.00080366+0.00067278i,0.0010561+0.00080638i,0.00041556+0.0010815i,-6.8721e-05+0.00066721i,-0.00011484+6.9905e-05i,-9.1272e-05+0.00010287i,-0.00058291+0.00013958i,-0.00092395-0.00040009i,-0.00036025-0.00076494i,-0.00021997-0.00078865i,-2.3508e-05-0.00075399i
-0.0010396+0.00052489i,0.00052353+0.00060655i,0.00011568+0.0002469i,-0.00036567+0.00036447i,0.00039306+0.00013361i,0.0013908-0.0011931i,0.0015689-0.0017625i,0.0007861-0.0018952i,-3.6606e-05-0.001351i,-0.00048169-0.0006291i,-0.00024225-0.00060475i,0.0005573-0.00033272i,0.00087246-0.00015234i,0.00072973-0.00025234i,0.00086309-0.00011288i,0.00067161-0.00010585i,0.00039982-0.00013451i,-0.00029437-0.00036399i,-0.00049463-0.00041098i,-0.00053354+9.3213e-05i,-0.00086023+0.00029324i,-0.00078065-3.2375e-05i,3.2823e-05-0.00024678i
-0.0012405-0.00025019i,-0.0018382+0.00043504i,-0.0013296+0.0014765i,-0.00025851+0.00053469i,-0.00012987-0.00013939i,-0.00061162-0.00094444i,-0.00091987-0.0019828i,-0.0008971-0.0018754i,-0.0001255-0.0010885i,0.00040463-0.00027834i,9.0516e-05+0.00038241i,-9.8466e-05+0.00056331i,0.00031181+0.00017443i,0.00036737+6.7569e-05i,0.00024428+0.00035199i,0.0001528+2.0048e-05i,-0.00015142-0.00052451i,-3.5283e-05-0.00016558i,-0.00041153+0.0004772i,-0.00070043+0.00096716i,-0.00027557+0.0016195i,0.00010324+0.00065521i,0.00088603-0.0010345i
-0.00052993+0.000833i,-0.00065902+0.00086737i,-0.0014744-0.00030361i,-0.0013012-0.0010074i,0.00029352-0.0012783i,0.001006-0.0023018i,0.00042822-0.002674i,7.0935e-05-0.0014559i,-0.0001812-0.00045185i,-0.0002607-0.00030202i,0.00020524-0.00056625i,0.00077857-0.00063902i,0.00037564-0.00046166i,0.00033365-1.5683e-05i,0.00039023+0.00044201i,-0.00035385+0.00013644i,-0.0003963+2.6644e-05i,3.3773e-05+0.00043489i,0.00021151+0.00039965i,-0.00020302-0.00054354i,-0.00037133-0.0011325i,0.00011667-0.00071899i,-0.00016054-0.00040604i
-0.0010686+0.00013467i,-0.00046519+0.0012206i,0.0003749+0.00020871i,0.00097307-0.00059316i,0.00044042-0.00056564i,0.00046112-0.0010745i,9.5662e-05-0.0010363i,-0.0003338-0.00047996i,0.00017229+1.2798e-05i,0.00042391+0.0005773i,0.00041821+0.000502i,0.00069375+0.00064564i,0.00097409+0.0001347i,0.00076795-0.00041021i,0.00071313+0.00052378i,0.00012451+0.0004748i,-0.00058453-0.00016907i,-0.0002786-0.00013528i,-0.00052991-0.00059814i,-0.00040512-0.0009611i,-0.00028942-4.4587e-05i,-0.00073831+0.0004441i,-0.00052569+0.00031119i
0.00090044-3.0594e-05i,0.00084409+0.00090808i,0.0013011+0.00013388i,0.00089826-0.00047782i,0.00041168-0.00070278i,0.00021282-0.0012707i,-1.1239e-05-0.0014133i,0.00019784-0.0010802i,0.00015145-0.00085717i,-0.00095504-0.00077674i,-0.0014415-0.00034602i,-0.00056206-0.00039863i,-0.00030588-0.00049974i,-0.00045988-6.7637e-06i,0.00018235+2.1e-05i,0.00025974-0.00038174i,-6.8936e-05-0.00047723i,-0.00024884-0.00054029i,-0.00039432-0.00036882i,0.00020012-0.00027924i,-0.00018056-0.00055033i,-0.001358-0.0005559i,-0.0015366-0.00073722i
-0.00082932+0.0011198i,-0.0017045+0.0011456i,-0.0014129+0.0013528i,-0.00040448+0.00091598i,-0.00020724-0.00053243i,-0.0006936-0.0021331i,-0.00034566-0.0023946i,-0.00034454-0.001378i,-0.00069608-0.00046927i,0.00018044+0.0006703i,0.0004481+0.00090956i,-0.00011+0.00096799i,-0.00043889+0.0010053i,-0.00038141+0.00013541i,-8.123e-05-0.00058664i,6.9726e-05-0.00014885i,-0.00030149+0.00026879i,-0.00011635+0.00033086i,-0.00014062+0.00026708i,-0.0011774-0.00026485i,-0.00089648-5.9964e-05i,-0.00032508+0.000656i,-0.00077614+0.00081988i
