-0.006809+0.00075237i,-0.0061676+0.00088556i,-0.0073318+0.00354i,-0.0060987+0.0044374i,-0.0032541+0.0046309i,-0.0011035+0.0032136i,0.00017194+0.0023117i,0.00012091+0.0028377i,0.00055894+0.0020124i,0.0016562+0.0019449i,0.0016239+0.0019542i,0.0016684+0.00022873i,0.00049521-0.0012535i,-0.00055368-0.0017946i,-0.00097879-0.00098237i,-0.0020369-0.00075571i,-0.0020644-0.00085327i,-0.0012276+1.3883e-05i,-0.00084796+0.00088171i,-0.00075165+0.00087075i,-0.0011242+0.00048341i,-0.001657+0.00042327i,-0.0011433+0.00041219i
0.0031583+0.0019909i,0.0032441+0.019359i,-0.0028961+0.050434i,-0.016942+0.080419i,-0.035603+0.082051i,-0.047062+0.050789i,-0.043782+0.015271i,-0.028482-0.0015232i,-0.011662-0.0062542i,-0.00318-0.0056376i,-0.0017273-0.0023192i,-0.0020233-0.0006206i,-0.0015134+0.00061969i,-0.0024139+0.0015163i,-0.0051321+0.00096171i,-0.007756+0.00083172i,-0.0087269+0.00016335i,-0.007232-0.00019784i,-0.0039267+0.00049557i,-0.00086968-2.3594e-05i,0.00065334-0.0017947i,0.00024788-0.0031893i,0.00018833-0.0022831i
-0.00072026-0.0015742i,0.0089859-0.014395i,0.03312-0.035096i,0.063511-0.046215i,0.07596-0.030014i,0.060368+0.0026979i,0.034344+0.024308i,0.014899+0.024912i,0.0020962+0.016602i,-0.0034043+0.0094103i,-0.0023609+0.0034152i,-0.00069748-0.0023937i,0.00029808-0.0045083i,0.0014438-0.0024108i,0.0015425+0.00083143i,0.001484+0.0041658i,0.00081141+0.0065924i,-0.00024033+0.0066436i,-0.00041696+0.0053405i,-0.00010828+0.0043093i,-0.0001494+0.0043877i,-0.00049623+0.0045175i,6.171e-05+0.0031481i
-0.0049705+0.005471i,-0.018838+0.010176i,-0.047862+0.010051i,-0.074211-0.0024203i,-0.070026-0.023538i,-0.035692-0.037245i,-0.003428-0.034535i,0.009351-0.021564i,0.010659-0.0085587i,0.008256-0.0018365i,0.0050134-7.7917e-05i,0.0013341+0.0018704i,-0.0008027+0.003499i,0.00028369+0.0027324i,0.0018442+0.00019805i,0.0024873-0.0025719i,0.0032835-0.0042796i,0.0039214-0.0036168i,0.0024368-0.0024502i,0.00023049-0.0012691i,0.00047534-0.00072537i,0.0011731-0.0012837i,0.0006838-0.0014977i
0.0052098-0.0011957i,0.018511+0.0047255i,0.038525+0.023152i,0.048939+0.048776i,0.031723+0.060658i,-0.0014657+0.04709i,-0.020917+0.023715i,-0.019591+0.0070893i,-0.010194-0.0017915i,-0.003275-0.0035378i,-0.00076428-0.0019216i,-0.00077439-0.0005929i,-0.0012929+0.0009754i,-0.0021272+0.0019664i,-0.0042608+0.0015768i,-0.0062677+0.0011883i,-0.007208+0.0018806i,-0.0063337+0.0017816i,-0.0042124+0.0011008i,-0.002938+0.0011389i,-0.0028086-0.00014696i,-0.0030949-0.0014103i,-0.0024709-0.0010024i
-0.0049978-0.0028532i,-0.010881-0.014745i,-0.014975-0.039625i,-0.0066349-0.063196i,0.013258-0.058604i,0.026337-0.026094i,0.025084+0.0032636i,0.016395+0.013185i,0.0062283+0.012719i,0.00053405+0.010429i,-0.00047471+0.0063179i,-0.00085767+0.00065025i,-0.001573-0.0030575i,-0.00036504-0.0025316i,0.00095035-0.0009047i,0.00076445+0.00030842i,-0.00017346+0.0026646i,8.1969e-05+0.0041829i,0.00076041+0.0044222i,0.0017418+0.0037597i,0.0024234+0.0035842i,0.0024938+0.004157i,0.0023074+0.0038829i
0.00052234+0.0070165i,-0.00052589+0.0207i,-0.010633+0.042202i,-0.029283+0.053027i,-0.03992+0.034852i,-0.029089+0.0022285i,-0.009772-0.015473i,0.0010947-0.014646i,0.0052256-0.007601i,0.0051097-0.0027226i,0.0029092-0.00053319i,0.0018886+0.0008378i,0.0014569+0.0016673i,0.0013701+0.00084512i,0.0015299-0.0014201i,0.002248-0.0031727i,0.0027486-0.0038273i,0.0023294-0.0032704i,0.0021945-0.0021487i,0.001483-0.0017017i,0.00077911-0.00222i,0.0016612-0.002701i,0.0012352-0.0026921i
0.0024733-0.0032194i,0.011807-0.011697i,0.032718-0.021171i,0.052894-0.017129i,0.048306+0.0013467i,0.020189+0.015675i,-0.0037266+0.015782i,-0.010784+0.0086421i,-0.0078086+0.0010385i,-0.0036148-0.0022595i,-0.0021268-0.0017937i,-0.0021414-2.9964e-06i,-0.0026171+0.0019605i,-0.0033239+0.0031268i,-0.004001+0.0035478i,-0.004614+0.0039155i,-0.0043822+0.004184i,-0.0035721+0.0032999i,-0.0029318+0.0022201i,-0.0027001+0.0016404i,-0.0038165+0.00094303i,-0.0048123+0.0005952i,-0.0039423+0.00028381i
-0.0026688+0.0040903i,-0.01362+0.0057741i,-0.033664-0.0013534i,-0.046427-0.018124i,-0.032975-0.02831i,-0.0063506-0.019842i,0.010337-0.004273i,0.013352+0.0058622i,0.0092705+0.0096991i,0.004957+0.0085177i,0.0030001+0.0046556i,0.0012002+0.0012634i,-0.00077085-0.0010059i,-0.00061573-0.0018439i,-0.000517-0.00097622i,-0.001451+0.00036452i,-0.0019888+0.0027012i,-0.001285+0.0044367i,0.00086665+0.0037935i,0.0029076+0.0028814i,0.0041775+0.002988i,0.0046905+0.0031303i,0.0036879+0.0024681i
0.003514+0.00053338i,0.011964+0.0061243i,0.021827+0.021477i,0.020532+0.039704i,0.005141+0.0389i,-0.0068229+0.0177i,-0.0071823-0.0024507i,-0.0016953-0.010069i,0.0027715-0.0077537i,0.0024209-0.0026192i,0.0013374+0.00081117i,0.0010864+0.0014238i,0.0018637+0.00010498i,0.002637-0.0018349i,0.0023534-0.0035339i,0.0023089-0.0043026i,0.0024354-0.0040697i,0.002662-0.002496i,0.0028845-0.0014446i,0.00178-0.0020284i,0.0008696-0.0030889i,0.00083631-0.002521i,0.00060897-0.0014661i
-0.002239-8.566e-05i,-0.0055623-0.0094561i,-0.0028305-0.026759i,0.0089241-0.039046i,0.017772-0.028164i,0.011685-0.0061175i,0.00072519+0.0072237i,-0.0054241+0.0087953i,-0.0066716+0.0039057i,-0.005152+0.00022917i,-0.0038471-0.0011163i,-0.0029575-0.00038091i,-0.0025094+0.0022848i,-0.0031486+0.0042229i,-0.0038938+0.0044633i,-0.0037284+0.0036744i,-0.0026983+0.002084i,-0.0028382+0.0016209i,-0.0033978+0.0017695i,-0.0037142+0.0023517i,-0.0041391+0.0028428i,-0.0041773+0.0020778i,-0.0033306+0.00030771i
-0.00041883+0.0043544i,-0.0028936+0.013992i,-0.012736+0.025508i,-0.026297+0.027208i,-0.025968+0.014329i,-0.010269+0.0023796i,0.0044169-0.00036438i,0.010113+0.0014754i,0.0092599+0.0041409i,0.0071382+0.0035764i,0.0045231+0.00061294i,0.00133-0.0018746i,-0.00063298-0.0021033i,-0.0010617-0.0011019i,-0.00015828-0.00022825i,0.00016902+0.0012076i,-0.00095354+0.0025993i,-0.00068646+0.00385i,0.00062299+0.0040577i,0.0018254+0.0033732i,0.0031232+0.0029028i,0.003353+0.001973i,0.0016112+0.00083125i
0.0019957-0.0010622i,0.0086124-0.005656i,0.022743-0.007118i,0.034219-0.00043536i,0.027807+0.0069494i,0.010546+0.0048221i,-0.00075969-0.00084245i,-0.0030045-0.0045118i,-0.00061949-0.0046021i,0.00098474-0.0011464i,0.0018309+0.0017059i,0.0029565+0.0014156i,0.0027951+0.00023134i,0.0011556-0.00069805i,-2.5888e-05-0.0017941i,4.5359e-05-0.0022072i,0.00012481-0.0029066i,-0.00031221-0.0033052i,0.0003152-0.0026023i,0.0014229-0.0020413i,0.0015238-0.0026453i,0.00081883-0.0031203i,6.7818e-05-0.0014197i
-0.0037463+0.0043105i,-0.010191+0.004729i,-0.020462-0.0010079i,-0.023962-0.014588i,-0.014628-0.019169i,-0.0050559-0.0085789i,-0.0011146+0.0027868i,-0.0016784+0.0068775i,-0.0041443+0.0060455i,-0.0036594+0.0042921i,-0.0022398+0.0030701i,-0.00219+0.0026291i,-0.0019048+0.0033417i,-0.0011025+0.0037322i,-0.0016523+0.0031752i,-0.0022093+0.0022129i,-0.0018302+0.0018693i,-0.0024203+0.002535i,-0.0025465+0.0031659i,-0.002277+0.0030629i,-0.0028029+0.0024486i,-0.0022184+0.0021678i,-0.0010088+0.0010826i
0.0004595-0.001312i,0.0066929+0.0026456i,0.010445+0.01436i,0.0060436+0.027038i,-0.0025882+0.025969i,-0.0027643+0.014028i,0.0030799+0.0032175i,0.0069246-0.00033962i,0.0064575+0.00066025i,0.0038234+0.00092755i,0.0023276-0.00099003i,0.00033078-0.0022686i,-0.0015797-0.0015774i,-0.0010159-0.00069239i,0.00051456-6.8184e-05i,-5.6033e-05+0.0011302i,-0.00062126+0.0019549i,0.00020342+0.0029677i,0.00041123+0.0029929i,0.00099866+0.0030058i,0.0023188+0.003198i,0.0020875+0.0013906i,0.00062002-0.00043721i
7.4982e-06-0.0019535i,-0.0011354-0.0076058i,0.0016843-0.017939i,0.010831-0.024587i,0.015519-0.018538i,0.0081901-0.0084175i,-0.00078994-0.0033215i,-0.0038295-0.0031738i,-0.0020505-0.003726i,0.0011308-0.0019744i,0.0028991-0.00014328i,0.0028266-0.00026303i,0.0017549-0.00072098i,0.00084721-0.00032558i,0.00030651-0.00083717i,-0.00049823-0.0028563i,-0.0021094-0.0032754i,-0.0029714-0.0024671i,-0.0022257-0.0021847i,-0.00022395-0.002723i,0.00041625-0.0031507i,-0.00075971-0.0022691i,-0.0007374-0.00086961i
0.0003667+0.0020179i,-0.0011714+0.0068872i,-0.0087636+0.011905i,-0.020683+0.010604i,-0.022215+0.0030408i,-0.012744+0.0006633i,-0.0037319+0.0034218i,0.00040014+0.0061596i,0.00024795+0.0063599i,-0.00077144+0.0048239i,-0.00088298+0.0040343i,-0.00033379+0.0042079i,0.00029462+0.0039981i,0.00056965+0.0033308i,-0.00022767+0.003264i,-0.0012599+0.0032746i,-0.0016426+0.0025778i,-0.0021742+0.0023868i,-0.0025617+0.0016284i,-0.0021063+0.00095124i,-0.0021493+0.0016871i,-0.0010492+0.0023191i,0.00080881+0.0010217i
-0.001196-0.00081544i,0.0027956-0.0025145i,0.011411-8.0408e-05i,0.018912+0.0080854i,0.017008+0.013802i,0.0096166+0.0098569i,0.0042456+0.0023572i,0.0033892-0.0015766i,0.0041254-0.0012153i,0.0030584-0.00062899i,0.00075686-0.00053686i,-0.0016987-0.00033106i,-0.0026274+0.00047103i,-0.0015829+0.00062103i,-5.9806e-06+1.9479e-05i,0.00044165+0.0006177i,0.00065466+0.0018195i,0.0011566+0.0015302i,0.001341+0.001238i,0.0019965+0.0024115i,0.0030036+0.0028246i,0.0025091+0.0012202i,0.00012691-0.00052229i
-0.00063854+0.00011653i,-0.0037762-0.0003845i,-0.0084004-0.0073665i,-0.0090439-0.016486i,-0.0037287-0.018119i,-0.00067129-0.010396i,-0.0014558-0.0019633i,-0.0019036+0.00049649i,-0.00073308-0.00011809i,0.00023042+0.00034167i,0.00075088-0.00020849i,0.00027092-0.0016728i,7.2492e-05-0.0015873i,-0.00069926-0.001163i,-0.0020224-0.0010781i,-0.002434-0.0010213i,-0.0023266-0.0012438i,-0.0016463-0.00068369i,-0.00051131-0.00032607i,0.00042313-0.00075413i,6.68e-05-0.0016113i,-0.00098297-0.0009237i,-0.0012934+0.0013116i
0.0021043-0.0027446i,0.0027325+9.9287e-05i,0.0024994+0.007151i,-0.0033799+0.014463i,-0.010455+0.014398i,-0.0090406+0.0087562i,-0.0028375+0.0044756i,0.0015924+0.0033111i,0.0019663+0.0030864i,0.0010114+0.0023218i,0.00044468+0.002595i,0.001183+0.0027387i,0.0024829+0.001799i,0.0016617+0.0020168i,5.6218e-05+0.0029849i,-0.00085708+0.0036689i,-0.001027+0.0037951i,-0.0012253+0.0029716i,-0.0014992+0.0021895i,-0.0015506+0.0022107i,-0.0013527+0.0029348i,-0.00085462+0.0036384i,0.00087773+0.0022817i
-0.0029631-0.00089872i,-0.0025751-0.0031675i,0.0016257-0.0057597i,0.0096968-0.0062758i,0.013635-0.0018466i,0.010239+0.0014348i,0.0047945+0.00067325i,0.002231-0.0010179i,0.0017818-0.0011007i,0.00097192+0.00012747i,0.00027104+0.0009712i,-0.00085389+0.001975i,-0.0010928+0.0019963i,-0.00037008+0.0012487i,0.00034918+0.00045928i,0.00014234+0.00021338i,-0.00037988-0.00058023i,-0.00028781-0.0010782i,0.00013794+0.00031453i,0.0010479+0.0016734i,0.0024631+0.0015166i,0.00227-0.00014806i,0.00037302-0.0026943i
-0.00044232+0.0038451i,-0.0016186+0.0060773i,-0.0061843+0.0071381i,-0.011848+0.0026586i,-0.011308-0.0042141i,-0.0062744-0.0051298i,-0.0032221-0.0013835i,-0.0023029+0.00069275i,-0.00097695+0.00093074i,0.0012327+0.0016042i,0.00089096+0.0012402i,-0.0012259-0.00095218i,-0.0019303-0.0018448i,-0.0020924-0.0011921i,-0.0022342-0.00093986i,-0.0024706-0.00013553i,-0.0024864+0.0010179i,-0.0017752+0.0017452i,-0.00027152+0.001877i,0.00057056+0.0009328i,0.00083653-0.00074781i,-0.00052813-0.0015175i,-0.00232+0.00023689i
0.0035191+0.0005271i,0.0058871-7.7841e-05i,0.011709+0.00046379i,0.013026+0.0059493i,0.0068489+0.010143i,0.00059494+0.0072227i,0.00047396+0.0036576i,0.0026913+0.0027396i,0.0025702+0.0027228i,0.0014908+0.0028225i,0.00051102+0.0018585i,0.00029921+0.00082628i,0.00067854+0.0010874i,0.00023575+0.0019317i,-0.00021288+0.0025763i,0.00033264+0.0027257i,0.00057784+0.0028528i,-0.00025454+0.0024145i,-0.00063734+0.0010028i,-0.00085401+0.00059653i,-0.0017419+0.0015234i,-0.0010644+0.0024828i,0.0011663+0.0023092i
-0.0004508-0.001192i,-0.0025206-0.0022875i,-0.0039815-0.0068459i,-0.0021708-0.011964i,0.0024845-0.01087i,0.0043298-0.0048003i,0.0019952-0.0010527i,2.4424e-05-0.00077039i,0.00038134-0.00086439i,0.00061398-0.00077395i,-5.474e-05+1.4648e-05i,-0.0006088+0.0016677i,-0.00026155+0.0026554i,0.00013071+0.0016081i,0.00022191-5.8542e-05i,0.00053733-4.285e-05i,9.5419e-05+0.00020621i,-0.00016754-0.00047945i,0.00029246+0.00021085i,0.00098375+0.0016186i,0.0019055+0.0012731i,0.0024932+0.00024705i,0.0013551-0.0015552i
-0.00075957+0.0017205i,9.0751e-05+0.003129i,-0.00053083+0.0072922i,-0.0061952+0.0095155i,-0.010253+0.0057457i,-0.0071514+0.0015836i,-0.0024838+0.0017742i,5.1165e-05+0.0032517i,0.001082+0.0028087i,0.0018093+0.0020176i,0.00098921+0.00083073i,-0.00078143-7.6749e-05i,-0.0018548-0.00024848i,-0.0022176-8.227e-05i,-0.0026922-0.00025998i,-0.00255-0.00058391i,-0.0015717+0.00013397i,-0.00031572+0.00029995i,0.00087601+0.00021811i,0.0013877+0.00018399i,0.00041652-0.0012721i,-0.00097119-0.0015525i,-0.0026547-0.00021271i
-0.00030772+4.0095e-05i,-0.00032239-0.0018754i,0.003695-0.003291i,0.0092755-0.001662i,0.0098903+0.0032205i,0.0047383+0.0042479i,0.0019727+0.0018906i,0.0028135+0.0015606i,0.0021324+0.0019006i,0.00088653+0.0019289i,0.00046899+0.0018921i,-7.4663e-05+0.00041601i,-0.00022204-0.00041829i,-0.00031957-0.00033182i,3.9477e-05-0.00031033i,-0.00025097+0.00021984i,-0.0017483+0.0010524i,-0.0017071+0.0018467i,-0.00075832+0.0020983i,-0.00058002+0.0022384i,-0.00088496+0.0032715i,-0.0011732+0.0038871i,-0.00019155+0.0037525i
-0.0010635+0.00066866i,-0.0014313+0.0013823i,-0.0035818+0.0019881i,-0.0071806-0.0012721i,-0.0059286-0.0048699i,-0.0012014-0.0034249i,0.00018136-0.00093805i,-0.00055888-0.00060201i,0.00021621-0.0010214i,0.00021744-0.00047942i,-0.0004939+0.00031191i,-0.00065548+0.00081636i,-0.00058233+0.00093891i,-0.00041322+0.00084756i,-0.00036652+0.00023188i,-0.0001293-0.00017451i,-0.00081569-2.4369e-05i,-0.0013283+0.00024838i,-0.0008485+0.0010389i,-0.00042861+0.0011741i,0.0006408+0.00099412i,0.0029088+2.8956e-05i,0.0037778-0.0011761i
-6.16e-05-0.00099764i,0.00076713-0.0013609i,0.0027131+0.00051103i,0.002111+0.0057849i,-0.0021719+0.0074103i,-0.0039098+0.0048517i,-0.0018997+0.0027235i,-8.0102e-06+0.0020158i,0.00077512+0.00098842i,0.0013163+0.00029137i,0.00096494+0.00027567i,9.8865e-05+0.00050157i,-0.0011153+0.00072064i,-0.0022665+0.0011319i,-0.0027077+0.00094608i,-0.0022389+0.00056376i,-0.0016851+0.00086052i,-0.0012051+0.00093567i,-0.00036463+0.00053259i,-3.8491e-05+0.00043832i,-5.6769e-05-0.00099396i,-0.0011573-0.0032167i,-0.0031482-0.0034347i
-0.0013309-0.0020515i,-0.001463-0.0015802i,-0.0026332-0.0033195i,-0.001601-0.0052841i,0.0021293-0.0031503i,0.0034781+0.00074304i,0.0025868+0.0013049i,0.0017329+0.00087247i,0.0011557+0.0012126i,0.00072105+0.0018831i,0.00030751+0.0026886i,0.00010899+0.0021746i,0.00090477+0.00060386i,0.0013607-0.00039542i,0.0010625-0.0005548i,0.00076974+0.00023485i,0.0004704+0.00085651i,-5.6796e-06+0.0012006i,-0.00015394+0.0011063i,0.0002977+0.0013146i,5.5673e-06+0.0017554i,-0.0013668+0.0024868i,-0.0015747+0.0035284i
-0.0020169+0.002748i,-0.00021123+0.0031449i,7.8272e-05+0.0055041i,-0.0017987+0.004974i,-0.0023236+0.0013926i,-0.00092926-0.0007465i,0.00019261+0.00049261i,0.00031255+0.0014836i,0.00036749+0.0010834i,-4.9042e-05+0.0011994i,-0.00033382+0.0005998i,0.00021673-0.00042708i,5.9595e-05-0.00030826i,-0.00027854+0.00078389i,-0.00039336+0.00043196i,-0.00056097-0.00069353i,-0.0011027-0.00051388i,-0.0013412+0.00065904i,-0.00062498+0.0020141i,0.00086754+0.0025134i,0.0021061+0.0020836i,0.0032007+0.0015568i,0.0039553+0.00038385i
-0.0017821+0.0024739i,-0.00031572+0.0024991i,0.0021983+0.0013128i,0.0046272+0.0019796i,0.0035675+0.0040903i,0.00089213+0.0030347i,-0.00018382+0.0010798i,0.00012451+0.0011947i,0.000738+0.0020028i,0.0012079+0.0010045i,0.0012916+1.7753e-05i,0.00028234-7.0185e-05i,-0.0013113-3.0122e-05i,-0.0018339+0.0011995i,-0.0011755+0.002293i,-0.0015406+0.0024502i,-0.0018811+0.001986i,-0.0012863+0.0010266i,-2.8207e-05+0.00027305i,0.00089419+0.0005129i,5.4771e-05+0.00015859i,-0.0008129-0.0021602i,-0.0017294-0.0043768i
-1.7407e-05+0.00284i,0.00025732+0.0030623i,-0.00019515+0.0028404i,-0.00015155+0.0010758i,0.0012168-0.00087373i,0.0015675-0.0010934i,8.1696e-05-0.00079259i,0.00050516+0.00019975i,0.0013911+0.0015797i,0.0014926+0.001966i,0.0020622+0.0020334i,0.0019101+0.00073774i,0.0008023-0.00010714i,-0.00018911-0.00031793i,-0.00040291-0.00031439i,-0.0011735+0.00020252i,-0.0010495+0.00049712i,-0.0005405+0.0011031i,-0.00030868+0.00081395i,5.8973e-05+0.00013418i,-0.00010207+0.00069874i,-0.0010478+0.0017434i,-0.0022243+0.0030061i
0.0026937-0.00042806i,0.0024642-0.0013895i,0.0030857-0.0023717i,0.00148-0.0013717i,-0.0020197-0.0002308i,-0.0023954+0.00015866i,-0.00058107+0.0017997i,0.00051373+0.0024937i,0.00039002+0.001741i,3.3679e-05+0.001921i,-0.00085961+0.001827i,-0.0015113+0.0012217i,-0.0014745+0.0014479i,-0.0016232+0.0016425i,-0.0013598+0.0012132i,-0.00079694+0.00082454i,-0.000455+0.0004047i,-0.00099044+0.000274i,-0.0010082+0.0013092i,-0.00031446+0.0019884i,0.00043447+0.0024169i,0.0023003+0.0026007i,0.0046159+0.0018768i
0.00039327+5.7379e-05i,1.883e-06+0.00020998i,0.00030428-0.00097727i,0.0012534-0.0010877i,0.0021106+0.00075397i,0.0012912+0.0020291i,0.00062141+0.0018381i,0.00034588+0.0010958i,0.00014436+0.00074704i,0.0002872+0.00054286i,0.00046354+0.00040816i,0.00024496-0.00020878i,-0.00038404-5.3438e-05i,-0.00079737+0.0010312i,-0.0011046+0.00094556i,-0.00075192+0.00082508i,-0.00065075+0.0012403i,-0.00027463+0.0018054i,0.0012558+0.0022795i,0.001424+0.0013251i,0.0005298-0.00060578i,-0.00017325-0.0030868i,-0.0003688-0.0056823i
0.00017697-0.0016654i,0.00045377-0.00091688i,-0.00028941-0.0003745i,-0.0009748-0.00035746i,-0.00070275-0.0010616i,0.00038252-0.00025585i,0.0010797+0.00069102i,0.001271+0.0006256i,0.0016451+0.00067075i,0.0018205+0.0010009i,0.0019351+0.00088857i,0.0024255+0.00046811i,0.0016823-0.00037695i,0.0004104-0.0010672i,-6.4249e-05-0.0012359i,-0.00072269-0.0012136i,-0.00072977-0.00082191i,-0.00051257-0.00025671i,-0.00054963+0.00019809i,-0.00038597+0.00059994i,-0.00088053+0.0006666i,-0.0025557+0.0010059i,-0.0046308+0.0026994i
-0.00041504+0.0025596i,-5.0217e-05+0.001807i,0.0011217+0.0025768i,0.0018832+0.0027271i,0.00081342+0.0029023i,-0.0008762+0.0021471i,-0.0011823+0.00068243i,-0.00028929+0.00077693i,0.00092014+0.0014206i,0.0012798+0.0010919i,0.00023933+0.00055044i,-0.00041407+0.00095347i,-0.00059881+0.0010748i,-0.00073914+0.0010629i,-0.00039714+0.0015213i,-0.0011342+0.0017272i,-0.0022273+0.0014693i,-0.0023201+0.0010373i,-0.0015679+0.0016194i,-0.00035479+0.0020172i,0.0013854+0.0017829i,0.0033839+0.0021731i,0.0049129+0.0027719i
-0.0017114-0.0018264i,-0.0018241-0.0014997i,-0.0033677-0.0011812i,-0.0018894-0.00064565i,0.00022131+0.001113i,0.00061895+0.002298i,0.0009589+0.0020729i,0.00081293+0.0015416i,0.00019206+0.00089157i,-0.00019912+0.00091753i,0.00055349+0.00016144i,0.0010524-0.00024376i,-0.00048551+8.0337e-05i,-0.0011749-5.5105e-05i,-0.00041771+0.00050023i,0.0001539+0.0011813i,0.00023637+0.0010883i,-0.00027423+0.00098732i,-0.00010969+0.0010832i,0.00079501+0.0013516i,0.00071822+0.0012599i,0.0015208-0.00093951i,0.0019315-0.0042054i
-0.0018708+0.0013901i,-0.0003832+0.0030697i,0.00026906+0.0041085i,7.0984e-05+0.003874i,0.00010975+0.00227i,0.00029759+0.00075271i,-0.00012679+0.001459i,-0.0002503+0.0017253i,0.00067335+0.00087991i,0.0017084+0.00053852i,0.0021891+0.00063807i,0.0014747-6.5644e-05i,0.00082569-0.00095159i,5.0845e-05-0.0013476i,-0.0016914-0.0018282i,-0.002203-0.0021891i,-0.0014923-0.0015278i,-0.0010531-0.00021636i,-0.0011284+0.00079718i,-0.0006921+0.00051418i,-0.0005346+0.00028128i,-0.0026061+0.00085726i,-0.0053831+0.0015373i
-0.00060897-0.0012079i,-0.0010867-0.001321i,-0.0017484-0.00064887i,-0.0011187+0.0011013i,-0.00050277+0.0030396i,-0.00018461+0.0029312i,0.00074384+0.0020604i,0.001964+0.0015713i,0.0024651+0.0017897i,0.0017487+0.0022374i,0.00071274+0.0019239i,0.00038834+0.0016796i,0.00052737+0.0013284i,0.00046389+0.0010257i,0.0004884+0.00041004i,3.4994e-05+0.00017897i,-0.0018155+0.00096742i,-0.0031282+0.0010536i,-0.0019903+0.0008907i,-0.00080144+0.00049951i,-0.00013242+0.00050757i,0.0012924+0.002176i,0.003527+0.0036305i
0.00025805+0.0019371i,5.0655e-05+0.0017162i,0.0014488+0.00070289i,0.0017694-0.00048388i,0.0012715-0.00029197i,0.00077605-0.00077021i,0.0011454-0.00045856i,0.0013714+0.00053687i,0.00036613+0.00086472i,-0.00054296+0.00070729i,-0.00086019-1.2529e-05i,-0.001452-0.00080918i,-0.0026024-0.00055535i,-0.0026208+0.00058514i,-0.002435+0.0015112i,-0.0021364+0.0012656i,-0.0012865+0.00043477i,-0.00010023+0.00084449i,0.00063307+0.0021835i,0.0012688+0.0023752i,0.0015591+0.0011939i,0.0018639-0.00065499i,0.0022913-0.0038127i
0.0010224-8.9063e-05i,0.00092332+0.00013648i,0.0007995+0.00010767i,0.00032616+0.00019857i,-0.00090642+0.00026228i,-0.0016778+0.00048171i,-0.00042664+0.0002023i,0.0011206-0.00031098i,0.0015774+0.00019546i,0.00070074+0.00053091i,-0.00034027-0.00030403i,-0.00083835-0.0010464i,-0.0020063-0.0012333i,-0.0025352-0.00069394i,-0.0023919-0.00048486i,-0.0025047-0.00032514i,-0.0029337-0.00010388i,-0.0025435-0.00013921i,-0.0011853-0.00022478i,-0.00017203-0.00016762i,-4.0556e-05+0.00026984i,-0.00090427+8.2545e-05i,-0.0032831-0.00064272i
-0.00012923+9.1685e-05i,-0.0003645+0.00012426i,0.0010412-0.00070513i,0.0007132-0.0014317i,9.7238e-05-0.00091449i,0.00051058+0.00094033i,0.00013678+0.0014028i,0.00041437+0.00067498i,0.0010912+0.00061711i,0.00098062+0.00098519i,0.0008833+0.0010135i,0.00056047+0.0010064i,0.00055505+0.0015586i,0.00088831+0.0012621i,0.00050896+0.00084427i,1.8716e-05+0.0014792i,-0.00080968+0.0016817i,-0.00053573+0.0017182i,6.167e-05+0.0016321i,-0.00051354+0.00085556i,-0.00073021+2.538e-05i,-0.00044487+0.0005847i,0.00093425+0.0031066i
0.001121-0.00039751i,0.00078531+0.00021184i,0.0013259-0.00041811i,0.00089536-0.00023275i,-0.00010249-0.00021185i,-0.00024706+0.0004308i,-7.3642e-05+0.0015012i,0.00043098+0.0016602i,0.0014857+0.0011119i,0.0016033+0.00081639i,-0.00010608+0.0013748i,-0.0014921+0.001965i,-0.0017301+0.002034i,-0.0016382+0.0011577i,-0.00076035+0.00066503i,2.4273e-05+0.0011423i,2.2069e-05+0.001053i,0.00030589+0.00056103i,0.0011021+0.00035145i,0.0016627+0.00091468i,0.0022215+0.00092239i,0.0029774-0.00051335i,0.0038301-0.002516i
0.0001504-0.00021517i,0.0014234-0.0008655i,0.0011476-0.001289i,0.00011375-0.0014433i,-0.0010685-0.00092338i,-0.0014753+0.00019606i,-0.0004935+0.00092312i,0.0010286+0.0011638i,0.0015438+0.0019772i,0.00084331+0.0016259i,3.8838e-05-9.7084e-05i,-0.000985-0.000757i,-0.00093858-0.00044727i,-0.00049948-4.1652e-05i,-0.00090206-0.00010329i,-0.00085824-0.00038706i,-0.0011548-0.00027349i,-0.0022877+0.00019994i,-0.0018799+0.000814i,-0.00033395+0.00096762i,0.00050197-0.00010602i,-0.0010106-0.0013634i,-0.0038978-0.0020548i
-0.00017075+0.00057113i,0.00026338+0.00084767i,0.00081406+0.00061982i,0.0013074-3.8542e-05i,0.0015562-5.4538e-05i,0.00094424-0.00012303i,0.00051011+7.0715e-06i,0.00085263+0.00028023i,0.0010126+0.0012946i,0.00058511+0.0016054i,0.00046961+0.00040298i,0.00070586-0.00079235i,0.00060601-0.00070777i,0.00060925-0.00017489i,0.00051523+8.1658e-05i,0.00012064+0.00031017i,-0.00055078+0.00057391i,-0.00032753+0.00054903i,-0.00021426+4.3592e-05i,-0.0014174-0.00074906i,-0.0023035-0.00035i,-0.0017255+0.001583i,-2.5952e-05+0.0033314i
