-0.0032967+0.0009075i,-0.0021857+4.502e-05i,-0.0025073+0.00064835i,-0.002159+0.0014466i,-0.0012053+0.0017893i,-0.00054376+0.0011149i,-0.00058279+0.00072523i,-0.00085468+0.0017337i,0.00036475+0.0016935i,0.0024187+0.00019965i,0.0018923-0.0013062i,6.2392e-05-0.0018017i,0.00035707-0.0018236i,0.0010897-0.0018167i,0.00057194-0.0011142i,0.00015304-0.00069761i,0.00018269-0.00040169i,0.00044561+0.00027084i,0.00069112+0.00059354i,0.00056107+4.2685e-05i,0.00074607-0.00021354i,0.00042573-1.0411e-05i,-0.00045592-0.00016446i
-0.00025332-0.0018626i,-0.00077177-0.0017984i,-0.0011438-0.0015696i,-0.0012914-0.0023301i,-0.0014135-0.0027628i,-0.0011132-0.0020429i,-0.00039656-0.0010916i,0.00020478-0.00054083i,0.0011595-5.4317e-05i,0.0012548-0.000441i,0.00020006-0.0004274i,-2.67e-05+0.00034124i,0.00026962-0.00043229i,0.00093166-0.0010842i,0.0004314-0.00099448i,-0.00066968-0.00026557i,-0.00064972-0.00037672i,-0.00012229-0.0011862i,-0.0001774-0.0012535i,0.00030949-0.0010205i,0.00097161-0.00049587i,0.0010252+0.00027025i,9.0621e-05+0.0001013i
-0.0020466-0.0014439i,-0.0011622-0.00030758i,-0.00048999+0.00085181i,-0.00028291+0.00043889i,-0.00023904-0.00021404i,-0.00023992-0.0011124i,-0.00012162-0.0012836i,0.00013925-0.0012949i,0.00035451-0.0013055i,0.00067261-0.00059151i,0.00024632-0.00014746i,-0.0002341+6.8687e-05i,0.00037415+0.00011785i,0.00012678-0.00057004i,-0.00072851-0.00076483i,-0.00036849-0.00080233i,0.00023647-0.00038233i,0.00056776+4.8618e-05i,0.00069952-7.8799e-05i,0.00029894-0.00017173i,-0.00029459+0.00025673i,-0.0004001+0.00060223i,2.8976e-05+0.00046904i
0.0017316+0.00062844i,0.00085265+0.00041099i,0.00080317-0.00034133i,0.0015177-0.001404i,0.0014067-0.0026142i,0.0010681-0.002372i,0.00010318-0.0012104i,0.00022072-0.00042253i,0.0014509+2.6291e-06i,0.0013247-0.00010132i,0.00026168-0.00058229i,-0.00038736-0.00069469i,-0.00020622-0.00042602i,-0.00018727-0.00018397i,-0.00025369-0.00022302i,2.3562e-05-0.00042885i,0.00033692-0.0007965i,0.00045764-0.00087831i,0.00024465-0.00041726i,0.0006714+0.00035968i,0.00074697+0.00052034i,0.00016728+0.00018649i,-0.00043707-1.7712e-06i
0.0013568+0.0010194i,0.0021239+0.00034986i,0.0025153-0.0003981i,0.0004842-0.0013706i,-0.0012655-0.001924i,-0.0017883-0.0015168i,-0.0017532-0.00077278i,-0.00084685-0.0008359i,-9.9736e-05-0.0020208i,0.00013574-0.0029584i,-5.4849e-05-0.0015432i,-0.00075432+0.00012485i,-0.0010529+6.5828e-05i,-0.0002483-0.00051727i,0.00032438-0.00043934i,-0.00029738+0.00011496i,-0.00032136+0.00028204i,0.00048533+0.00038159i,0.00095419+0.00019535i,0.00064093+3.6637e-05i,0.0005607-0.00034194i,0.00078673-0.00082126i,0.00024326-0.00056602i
-0.00060104-0.0005779i,-0.00085414-0.0011094i,-0.00016581-0.00061728i,0.00033047-0.00038393i,0.00037919-0.0013723i,8.095e-05-0.0017961i,-0.00046527-0.0016204i,-0.00011022-0.0015719i,0.0004109-0.00055652i,0.0003483-0.00030058i,-0.00024481-0.00092573i,-0.00083264-8.0315e-05i,-0.0010012+0.00030029i,-0.00091935-0.00082589i,-0.0013268-0.0012031i,-0.0014795-0.00038815i,-0.00020036+6.7032e-05i,0.00092789-0.00014249i,0.00046164-0.00012111i,0.00039793+0.00059749i,0.00086837+0.0011475i,0.0006644+0.00071553i,-9.4709e-05+0.00025214i
0.0010237+0.001799i,0.00082097+0.0020594i,0.0017641+0.0006784i,0.001767-0.00049497i,0.0014636-0.0011594i,0.00011286-0.0018842i,-0.00086508-0.0016963i,-0.00099118-0.001246i,-0.00044148-0.00077903i,0.00091817-0.00032868i,0.0005742-0.00054479i,-0.00079681-0.00075645i,-0.0009521-0.00047257i,-0.00036417-0.00021374i,-0.00028867-1.6363e-06i,-0.00038439+5.3172e-05i,3.4593e-05+0.00040053i,0.0012722+0.000955i,0.0011073+0.00051425i,-0.0002117+0.00084666i,-0.00023966+0.0011192i,0.0002959+0.00068344i,-0.00010461+0.00014591i
-0.0021593+0.00060457i,-0.0014633+0.00050269i,9.4923e-05+0.0011037i,0.0016499+0.00095796i,0.0012872+0.00013369i,0.00027767-0.00078151i,-0.00029418-0.0013589i,-0.00038019-0.00096799i,0.00059718-0.00015516i,0.00063674+1.1005e-05i,3.6479e-05-0.00044913i,-0.00031275-0.00071392i,-0.00045354-0.0011192i,-0.00013793-0.0011928i,7.5306e-05-0.00086752i,0.00027223-0.00037582i,0.00065587+0.0003868i,0.00085909+0.0001198i,0.00051743-0.00011054i,-0.00013931-0.00032535i,-0.00050813-0.0013571i,-0.00037804-0.00088853i,-0.00035968+0.00018438i
0.00065994-0.0020278i,-0.00025271-0.0015566i,-0.0007975-0.0010023i,-0.0007865-0.00037166i,-0.00037718-0.00080057i,1.2173e-05-0.00086042i,-9.6923e-05-0.00031931i,3.3937e-06-0.00037179i,0.00048858-0.00067274i,0.00071138-0.0012132i,0.00014988-0.0016037i,-0.00061507-0.00059551i,-0.000702-0.00043717i,-0.00045499-0.0014859i,0.00011742-0.0015813i,0.0004527-0.00094629i,7.8748e-05-0.0011306i,9.3405e-05-0.0013085i,0.00052707-0.0011167i,0.00067299-0.00092511i,0.0005058-0.00086731i,-0.00014629-0.00036627i,-0.00085443+7.4705e-05i
0.00082193+0.00085051i,0.00047765+3.7136e-05i,-0.00018614-0.00073958i,-0.00029461-0.0015921i,7.3648e-05-0.0015932i,-0.00018312-0.00099361i,1.4596e-05-0.00072474i,1.9971e-05-0.00070327i,-9.9283e-05-0.00068072i,9.2404e-05-0.00062835i,0.00029529-0.00064827i,0.00016848-0.00027456i,0.00062752+0.00018596i,0.0014458+0.00077312i,0.0014231+1.7789e-05i,0.00076528-0.00069963i,0.00038848-0.00042445i,0.00029127-0.00043939i,0.00073108-0.00097722i,0.0010792-0.0014659i,0.00078582-0.0011482i,0.00069896-0.00059727i,0.00044543+0.0001726i
0.00065969+0.0018198i,0.0016234+0.0011161i,0.0010334+0.00058385i,0.00062207-0.00023769i,0.00068393-0.0014374i,0.00036818-0.0023639i,-0.00024792-0.0017995i,-0.00067732-0.0010289i,0.00020284-0.00095939i,0.00043016-0.00091834i,-0.00092266-0.00091914i,-0.0010132-0.0006089i,1.6207e-06-0.00053275i,-0.00014544-0.00068826i,-0.0013788-0.00033516i,-0.001426+0.00010956i,-0.0007422+5.4325e-05i,0.00039513-0.00019916i,0.001156+0.00022078i,0.00028522+0.00088968i,0.00011897+0.00088868i,0.0010375+0.00054133i,0.001436-0.00010683i
0.0017254+0.0012296i,0.0022989+0.00091183i,0.0023429+0.00021985i,0.0010032-0.00055044i,6.2709e-05-0.0014668i,-0.00014306-0.0021672i,-0.00020617-0.0024025i,0.00011837-0.0009797i,0.00088252-0.00033136i,0.00088124-0.00074839i,0.0003163-0.00083872i,0.00016785-2.4352e-05i,-0.00034092+8.165e-05i,-0.00073413-0.00061491i,7.5791e-05-0.00061518i,0.00058582+0.00022174i,-0.00016208+0.00047389i,0.00016395-0.00037759i,0.0012719-0.00045124i,0.0014255-0.00022073i,0.00092631-0.00011361i,-0.0004265-0.00013978i,-0.0014649-0.00017202i
0.0011829+0.00045571i,0.001786+0.00068825i,0.0020477-0.00092687i,0.0010813-0.0018006i,-5.5825e-05-0.0018228i,-0.00037439-0.0015702i,-0.00090563-0.0011229i,-0.0011508-0.00029126i,-0.0004434-0.00020576i,0.00032946-0.00037222i,0.00071778-0.00034631i,0.00040931-0.00040343i,0.00018518-9.7207e-05i,0.00075214-4.6039e-05i,0.00091796-0.00024878i,1.5519e-05-4.0795e-06i,0.00045655+0.00026496i,0.0013564-0.00026645i,0.0010668-0.00092962i,0.00024299-0.00064674i,0.00021565-0.00030872i,0.0010868+0.00046619i,0.00046334+0.0011193i
-0.00096377-0.00069426i,-0.0001443-0.001416i,-0.00048673-0.0022825i,-0.0014532-0.0016811i,-0.0012444-0.0010187i,-0.0011919-6.4959e-05i,-0.0016038-0.00057678i,-0.00015032-0.0017163i,0.0011663-0.0012556i,0.00047699-0.000489i,-0.0008426-0.00063269i,-0.0011622-0.00054099i,0.000108-0.00051648i,0.0012664-0.00087815i,0.0011687-0.00046524i,0.00067443-0.00042341i,0.00045245-0.00019204i,0.00045111+0.00018069i,0.00074004+0.00063889i,0.00041471+0.00048099i,9.9956e-05-0.0001959i,-0.00038815-8.171e-05i,-0.00031775-8.7148e-05i
0.0012115-0.00057488i,0.00017226-7.7908e-05i,-6.0558e-05-2.306e-05i,-0.00081933-0.00035334i,-0.0014-0.00056347i,-0.001671-0.001429i,-0.0017808-0.0013133i,-0.00059052-0.00043019i,0.00089423-0.00054556i,0.00082727-0.00063503i,0.00022164-0.0012586i,-7.1108e-05-0.001938i,-0.00012923-0.001008i,8.2338e-05+7.517e-05i,0.00027231-0.00026658i,-0.00023395-0.00038664i,-0.00066352+7.1055e-06i,-2.6585e-05-0.00016952i,0.00081545-0.00035681i,0.00075074-0.00015655i,0.00059493+9.4587e-05i,0.00019575+0.0009357i,0.00012883+0.00048408i
6.2251e-05-0.0012311i,-0.00026213-0.00051873i,-0.00011144-0.0013985i,0.00012242-0.0021333i,0.00019508-0.0017076i,-0.00030262-0.0012366i,-0.001033-0.00051392i,-0.0010241+0.00031128i,-0.00042054+8.8097e-06i,0.00010465-0.00072985i,7.3035e-05-0.00089692i,-0.0005264-0.00045322i,-0.00068181-1.9952e-05i,-0.00088863-0.00022578i,-0.00080709-0.00089572i,-8.7956e-05-0.00059893i,-0.00028963-0.00010449i,-0.0002021-2.7093e-05i,0.00064157-0.0003224i,0.0010608-0.00070284i,0.00074935-0.00059674i,3.9553e-05-0.0010272i,-5.8176e-06-0.0012991i
9.2699e-05+0.0016462i,0.00014182+0.0015781i,0.00038639+0.0014397i,0.0010061+0.00056421i,0.00076809-0.00028147i,-0.00018261-0.0014405i,-0.00054985-0.0015227i,-5.9786e-06-0.00081629i,0.00085529-0.00016776i,0.001219+0.00016452i,0.0001081+8.352e-05i,-0.0010436-0.00014226i,-0.00087089-0.00047893i,-2.6379e-06-0.00073437i,-0.00049693-0.00016346i,-0.0010876+0.00015273i,0.0001951+0.00031456i,0.0013615+0.00035504i,0.0012289-0.00023999i,0.0014588-4.4756e-05i,0.0013779+0.0003519i,0.00029364-0.00024698i,-0.00075738-0.00051856i
0.00067169+0.0024557i,0.00046307+0.0010328i,0.0014204+0.00076578i,0.0011581+3.9863e-05i,3.7122e-05-0.0013379i,-0.00058179-0.0017438i,-0.00097206-0.00169i,-0.00080082-0.0011328i,0.00034442-0.00069127i,0.00054556-0.0012609i,-0.0005041-0.0020759i,-0.0010705-0.0014779i,-0.0002477-0.00092683i,0.00017143-0.00054042i,0.00022285-0.0005099i,0.00044488-0.0008i,0.00019317-0.00090589i,0.00042055-0.00040306i,0.00071826-9.1458e-06i,0.0006722+7.8311e-05i,0.00025779+0.0010441i,-0.00023858+0.0013968i,-7.8211e-05+0.00012421i
-0.0016242+0.00072701i,-0.0012106+0.00026912i,-0.00016204+0.00051495i,0.00034304+0.00058992i,0.00012365+0.00010366i,-0.00047192-0.00029468i,-0.00034656-0.00023151i,-5.8849e-05+0.0002156i,-0.00022075+0.00046943i,6.3745e-05-9.8465e-05i,-0.00054216-0.00077041i,-0.0012049-0.00021131i,-0.00068894+0.0002248i,0.00042753-0.00054453i,0.00056032-0.0012014i,0.00013022-0.00058398i,0.0005001-6.2946e-05i,0.00066994-0.00056417i,0.00080024-0.0010428i,0.00037175-0.00017013i,-0.00042411+0.0003738i,-0.0005621-0.00051434i,-0.00053732-0.0013647i
-0.0018498+0.0013249i,-0.0016143+0.0012219i,-0.00098987+0.0012656i,-0.00038434+0.00058246i,0.00072333-0.00030866i,0.00077605-0.0013631i,0.0002589-0.0019391i,0.00015394-0.0012453i,0.00074446-0.00033227i,0.0015432-7.1886e-05i,0.00054861+0.00019358i,-0.00057272+0.00022259i,-0.00054178-0.00035083i,-0.00033822-0.00027446i,-0.00052881-8.2495e-05i,2.871e-05-0.00069822i,0.00092198-0.00058663i,0.0011889+0.00036404i,0.00073625+0.00037248i,0.00015334-0.00021388i,0.00046965-5.5265e-05i,0.00051364+0.00034042i,-0.00043224-1.3868e-05i
0.00065036-0.0020385i,0.0004327-0.0018259i,0.00020995-0.0012963i,-0.00016653-0.0016386i,-0.00044846-0.001616i,-0.00066974-0.0014623i,-0.00057204-0.0014051i,-0.0001474-0.00053721i,0.00030807-0.00013679i,0.00031079-0.0010948i,-0.0001002-0.0018957i,0.00032549-0.0011717i,0.00074783-0.00037269i,-0.00012204-0.00063923i,-0.00065434-0.0010317i,-0.00036702-0.00092527i,-0.00020133-0.00076663i,-1.4789e-05-0.00059783i,0.00091568-0.00037456i,0.0012801+0.00020384i,0.00060121+0.00070393i,0.00014044+0.00017134i,0.00012415-0.00041593i
-2.1484e-05+0.00036084i,0.00081865-0.00049912i,0.00081181-0.0014731i,0.000309-0.0008663i,-7.858e-05-0.00060245i,-0.00051868-0.0012895i,-0.00058327-0.0013372i,5.284e-05-0.00080492i,0.00081396-0.00040592i,0.00029662-0.0005617i,-0.0011345-0.00046003i,-0.00056804-6.0762e-05i,-8.1042e-05+5.2695e-05i,0.0002466-0.00073094i,0.00027279-0.00080542i,-0.00081631+4.9072e-05i,-0.0012764-0.0001806i,-8.0337e-06-0.00042456i,0.00080364-0.00056235i,0.00098592-0.0006494i,0.0010341-0.00067564i,0.00039696-0.00080128i,0.00024304-0.00072014i
-0.00028381+0.0017821i,0.00017358+0.0018204i,5.8762e-05+0.0015302i,4.2758e-05+0.00069831i,0.00047821-0.00072549i,0.00026169-0.0016473i,-0.00038252-0.0018392i,-0.00015064-0.00096763i,0.00069264-0.00024096i,0.00075424-0.00050231i,-0.00017839-0.00075983i,-0.00076528-0.00010278i,-0.00050209+7.3427e-05i,-0.00045683-0.00099746i,-0.00014253-0.0013365i,0.0001536-0.00063487i,0.0002894-0.0001279i,0.00018224+0.00049893i,0.00022638+0.00048742i,0.00059474+0.00012297i,0.00018194+0.00041401i,-0.00099098+0.00030857i,-0.00084697-0.00016814i
0.0013574-0.0006229i,0.0012815-0.0016211i,0.00013841-0.0016137i,-0.00052226-0.0014118i,-0.00039866-0.0017434i,-0.00065553-0.001624i,-0.00062949-0.00081977i,-0.00016572-0.0004335i,0.00025175-0.00089072i,0.00046197-0.0015494i,0.0001379-0.0014723i,-0.00017715-0.00058502i,-0.00058522+0.00016962i,-0.00091008+0.0001654i,-0.00089974+5.5117e-05i,-0.00048489-4.0587e-06i,0.00028995-0.00013688i,0.00078712-0.00031763i,0.0008588+4.1865e-06i,0.00058123-1.4619e-05i,0.00034999-0.00084679i,0.00070542-0.00105i,0.00088519-0.0007187i
-0.0014561+0.0018006i,-0.0011589+0.0016069i,-0.00089259+0.0012399i,-0.00051633+0.00016429i,0.00050269-0.001157i,0.00077352-0.0020353i,-0.0002826-0.0016063i,-0.00032997-0.00051988i,0.0011509-0.00026061i,0.0011589-0.0011351i,-8.4871e-05-0.00071876i,-0.00018576+0.00061651i,0.00022052-0.00025586i,5.8303e-05-0.0012135i,-0.00046548-0.00085692i,-0.00075728-0.00055679i,-0.0003506-0.00042411i,0.00097774-2.7938e-05i,0.001269+0.0002972i,0.00063003+0.00013696i,5.26e-05-0.00021183i,-0.0001487-0.00028615i,0.00010739+0.00018761i
0.001164+0.0022452i,0.0010457+0.00066441i,0.0016348+0.00028444i,0.001606-0.00025494i,0.00097838-0.0014071i,0.00039672-0.0019412i,-0.0004293-0.002288i,0.00012654-0.0019455i,0.0010396-0.00064845i,0.00072753-0.00059094i,0.0003979-0.0010487i,-8.6238e-05-0.00062348i,-0.00062633+0.00022886i,-0.00022859-2.657e-05i,-0.00014918-0.00041059i,-0.00026205+0.00013217i,4.0673e-05+0.00037925i,0.00050165+0.00021168i,0.00063454-1.3909e-05i,0.00099453+0.00034265i,0.00094972+0.00077578i,0.00046452+0.00020402i,-7.4716e-06-0.00012995i
-0.00018927+0.0013301i,0.0011353+0.0011862i,0.0011832+0.00084233i,0.00098231+0.00025097i,0.00096687-0.00074387i,0.00027725-0.0013941i,-0.00020948-0.0017974i,0.0011462-0.0015563i,0.0018187-0.0015649i,0.0006218-0.0015658i,-0.00089965-0.00027916i,-0.0010722+0.00071049i,-0.00040786+0.00084068i,0.0002956+0.00015112i,0.00023607-0.00092761i,5.5637e-05-0.00045402i,0.00079442+0.0002617i,0.0011316-0.00020809i,0.00076006-0.00026223i,5.765e-05-0.0002833i,-0.00014962-2.3264e-05i,0.00017675+0.00033547i,0.00033482+0.00014996i
0.0015606+0.0006538i,0.00087469+0.00065425i,0.0005186-0.00030772i,0.00022764-0.0018483i,-0.00019471-0.0022872i,-0.0010074-0.0022191i,-0.0018933-0.0017072i,-0.0013192-0.00076734i,0.00051319-0.00042603i,0.0010939-0.0011028i,-8.6937e-05-0.0010535i,-0.0016707-0.00014177i,-0.0016579-0.00049729i,-0.00027096-0.00096373i,0.00017345-0.0006113i,6.152e-05-0.00049024i,0.00045686-0.00029912i,0.00075661-0.00042603i,0.00098977-0.00062879i,0.0011953-0.00064613i,0.001321-0.0006997i,0.0012347-0.00074365i,0.00056511-0.00026234i
0.00020208-0.00079778i,0.00050173-0.0012231i,-0.00041127-0.0014959i,-0.00094264-0.0012134i,-0.00052561-0.00086869i,-0.0003257-0.00069268i,-0.00092626-0.0003119i,-0.00037777-0.00043971i,0.00072959-1.878e-05i,0.00053011+0.00047817i,0.00013123+0.00013707i,0.00036418-0.00022569i,0.00041534-0.00019983i,0.00042743-0.00055051i,0.00056299-0.0010991i,-0.00021308-0.0014001i,-0.00093515-0.0011964i,-0.00030739-0.0007299i,0.00020556-0.00064809i,0.0010475+0.00028387i,0.001177+0.00045193i,0.00051777+0.00039107i,0.00021864-9.5762e-05i
0.0013545-0.00073223i,0.0010805-0.0008302i,-0.00037336-0.0015717i,-0.0014779-0.0018127i,-0.0011165-0.0019673i,-0.00066191-0.0018668i,-5.7624e-05-0.0011012i,0.00085662-0.00014378i,0.00073367+0.00011842i,0.00025729-0.00079058i,-0.00041781-0.0018392i,-0.00070181-0.0018259i,-0.00074448-0.0012656i,-9.065e-05-0.00059541i,0.00016837-0.00017048i,-9.8745e-05-0.00056773i,0.00031841-0.0012359i,0.00061179-0.00093993i,0.00063149+0.00026165i,0.00054953+0.00050996i,0.0006942+0.00074696i,0.00052388+8.0852e-06i,9.1624e-05-0.00045823i
-0.0022222+0.0012756i,-0.0015993+0.00045995i,-0.00057188+0.00035795i,0.00030271+9.8521e-05i,-0.00014075-0.0003402i,-0.00017385-0.00096886i,3.9592e-05-0.0012392i,0.00017135-0.00067749i,0.00099481-0.00023612i,0.00069601-0.00055804i,-0.00032072-0.00081873i,-0.00054612-0.00068819i,0.00039225-0.00078426i,0.00088856-0.0010899i,-0.00014523-0.0011071i,-0.00043946-6.8422e-05i,0.00018437-3.6303e-05i,0.00062542-0.00049363i,0.0010378+0.00022861i,0.00094702+0.0001719i,0.00087765+0.00021132i,0.00059388+1.0066e-05i,7.2153e-05-0.00074567i
-2.5394e-05-0.00081348i,-0.0011365-0.00054048i,-0.00054725-0.00053901i,0.00034912-0.00070025i,-0.00028571-0.0018447i,-0.0008653-0.0020929i,-0.00085272-0.0017478i,-0.00046715-0.00074355i,4.9528e-05-1.0743e-05i,0.00036058-0.00031122i,-5.8699e-05-0.00090114i,-0.00080439-0.00085145i,-0.00072583-0.00022884i,-0.00018326-0.00052185i,-0.00021544-0.001376i,-0.00029351-0.0012256i,0.0001391-0.00015395i,0.00093682-0.0001017i,0.0015988-0.00090653i,0.0013641-0.00013507i,0.00078657+0.00032504i,4.0525e-05+0.0001382i,-0.00046023-0.00011528i
-0.00028063-0.00046103i,-0.00017405-0.00095785i,0.0001115-0.0013654i,0.00014205-0.0016421i,0.00031801-0.0014896i,-0.0001541-0.001581i,-0.0002748-0.001482i,0.00044028-0.00060172i,0.00026723+0.00023664i,0.00037817-3.9989e-05i,0.00032912-0.00082408i,0.00013309-0.0012909i,-0.00023448-0.00098551i,-0.00034397-0.00073937i,-0.00030401-0.00028122i,-0.00093901-0.0001203i,-0.00078316-0.00072696i,-0.00033671-0.0009699i,-5.7827e-05-0.00098437i,0.00071164-0.00090499i,0.00082048-0.00032641i,0.00068459+0.00028412i,0.00038089-0.00010865i
0.0018024-0.002367i,0.0015273-0.0026344i,0.00015694-0.0021559i,-0.0010105-0.0023i,-0.001081-0.0021463i,-0.00053032-0.0015868i,-0.00047442-0.00073202i,-0.00051556-0.00029719i,-1.7334e-05+0.00014153i,0.00016131+0.00050417i,-0.00034706+0.0002636i,-0.00014035+0.00060841i,0.00074224+0.0011561i,0.00023055+0.00047364i,0.0005005+8.2445e-05i,0.0012208+0.00046692i,0.00083514-9.2637e-05i,0.00048212-0.0005665i,0.00029688-0.00060786i,0.00089806-0.00035077i,0.00075587+1.2282e-05i,-0.00024345-0.00016657i,-0.00087048-0.00011345i
-0.00059019-0.00094504i,-0.00092828-0.0014344i,-0.00047881-0.00054714i,0.00035333+1.3258e-06i,0.00035095-0.00023872i,-0.00032569-0.00084381i,-0.00044326-0.0017578i,0.00043081-0.0017057i,0.001158-0.00098087i,0.00067193-0.00075598i,-0.00016129-0.00078486i,-4.0801e-05-0.00085939i,0.0004692-0.0010099i,0.0001979-0.0016007i,-0.00032077-0.0014163i,-4.4888e-05-0.00084557i,5.208e-05-0.00039481i,-0.00037939-0.00022509i,-0.00063049-0.00016206i,-0.00012086+0.00022686i,-4.6584e-05-0.0001019i,-0.00057728-0.0009689i,8.6674e-05-0.00064803i
-0.00047706-0.0011817i,-0.00093151-0.00088901i,-0.0012755-0.001275i,-0.0014749-0.00031392i,-0.0017032+3.3969e-05i,-0.00065242-0.00023004i,-0.00015487-0.00014818i,-0.00090057+0.00049122i,-0.0002417+0.00033543i,0.0011981-0.0011014i,0.0017983-0.0010662i,0.00092183+5.376e-05i,0.00045186-3.6958e-05i,0.0006985-0.00088771i,0.00045206-0.0011236i,0.00025566-0.00069607i,0.00050184-0.00020174i,0.00021345-0.0001717i,-0.00013861-0.00036664i,-1.0228e-05-0.00067459i,0.00014852-0.00049721i,0.00011103+0.00026237i,0.00024728-0.00019807i
-0.00046167+0.00053323i,-0.001287-0.00015456i,-0.0012371+0.00017097i,-0.00079397-3.8053e-05i,-0.00030312-0.00086082i,7.9362e-05-0.0017217i,-0.00059404-0.0015738i,-0.00093801-0.00063935i,0.00035202-0.00029438i,0.0011307-0.00028463i,0.00071148-0.0002405i,0.0005672+0.0002425i,0.00054929+0.00039719i,0.00013212-9.9009e-05i,-0.00052577-0.00019736i,-0.00033119+8.9661e-05i,-4.1803e-05-0.00046422i,-0.00011466-0.00068561i,0.00022284-1.82e-05i,0.00046802+0.00044133i,0.00032364+0.00034949i,3.1092e-05-0.0004691i,-0.0006264-0.00058035i
0.00027313+0.00024596i,9.0116e-05-0.00023895i,0.00018916-0.00064322i,-1.1068e-05-0.00043868i,-0.00014272-0.00096796i,-1.9413e-05-0.0012009i,2.6579e-05-0.00097086i,-0.00010312-0.0008627i,-8.2711e-06-0.0006441i,7.6951e-05-0.0010907i,8.8459e-05-0.00077976i,-0.00048775+6.5598e-05i,-0.00049841+0.0001017i,0.00037567-0.0004409i,0.00095286-0.00068096i,0.00036434-0.00011675i,-0.00050102-0.00061278i,-0.00039496-0.0010489i,0.00011967-0.00091231i,0.00011732-0.00059663i,0.00041662-0.00012403i,-2.0705e-05+0.00011069i,-0.00019356+0.00026894i
0.00027146+0.00016256i,-0.00080042-0.00058009i,-0.00090729+1.8491e-05i,-0.0006995-0.00061593i,-0.0012255-0.0017949i,-0.0011805-0.0023759i,-0.00074167-0.0018192i,0.00010642-0.00038188i,0.0012695-0.00042693i,0.00095595-0.00089919i,-0.00039605-0.00073663i,-0.00064008-5.2944e-05i,0.00053743+7.8689e-05i,0.001354+0.00024341i,0.001299+0.0001907i,0.00086518-0.00028987i,0.0009113-0.00026924i,0.0010081-0.00049301i,0.00061396-0.00049319i,0.00023013-8.6959e-05i,-0.0002738+6.7115e-05i,-0.00059276+0.00021157i,-5.7882e-05+1.6899e-05i
0.0014159-0.00049621i,0.0021283-0.00068224i,0.0010336-0.0013654i,-0.00085244-0.0020141i,-0.0015586-0.0017761i,-0.00074562-0.0017457i,-0.00030406-0.0012097i,-0.00047639+0.00019846i,-8.7277e-05+0.00060024i,0.00013471-0.00090653i,-0.00033966-0.0012481i,-0.00038781-0.00087017i,0.00020754-0.00031607i,0.00036149+0.0001013i,0.00065047-9.2463e-05i,1.6537e-05-0.00042834i,-0.00094839-0.00033921i,-0.0003316+6.9633e-07i,0.00071782+0.00026281i,0.00057365+0.0003338i,-0.00014069+0.00041266i,-0.00027369+0.00037494i,0.00040845-9.4835e-05i
-0.00023092+0.0026186i,-0.00060913+0.0025755i,0.00056841+0.002252i,0.0014275+0.0007305i,0.0012815-0.00085983i,0.00101-0.0016582i,-0.00018108-0.0015726i,-5.6614e-05-0.0009515i,0.0010484-0.00039565i,0.00045221-5.3775e-05i,-0.0002078-0.0005031i,-0.00034955-0.0015262i,-0.00065587-0.0015959i,-0.00067537-0.00054609i,-0.00015921-7.567e-05i,0.00011774-0.00017224i,0.00021009-3.5369e-05i,0.00090677+0.00059142i,0.0011301+0.00069549i,0.00050538-0.00035922i,-0.00020252-0.00048272i,-0.00058389-3.2745e-05i,-0.00018035+9.5848e-05i
-0.00082057-0.00029683i,-0.0003716-0.00069607i,-0.000159+9.9641e-05i,-0.00026085+0.00026154i,-0.00014531+2.1053e-05i,-0.00014389+0.00017743i,-0.00057905-0.00037807i,-0.00046413-0.0008452i,0.00026712-0.00078211i,0.0011338-0.00076418i,0.00097164-0.00042477i,0.00085326-0.00011213i,0.0011585-0.00028224i,0.00077254-0.0012935i,8.2784e-05-0.0014395i,-0.00012863-0.0011745i,0.00014958-0.0012342i,0.00069936-0.0011091i,0.00080646-0.00025518i,0.00078809+0.00065626i,0.00077066+0.0003495i,9.589e-05+0.00024085i,-0.00012066-0.00057138i
-0.001334-0.0022913i,-0.0022013-0.0012693i,-0.0030543-6.7786e-05i,-0.0022948+0.00065507i,-0.00091957+0.00050488i,0.00037139-0.00033313i,0.00073911-0.00015054i,0.00020933+0.00018067i,1.8857e-06-0.0003778i,0.00040705-0.00071034i,0.00067541-0.00046153i,0.00016857-0.00013661i,0.00014921-0.00064245i,0.00044513-0.0014648i,-0.00021119-0.0018062i,-0.00099513-0.001808i,-0.00058084-0.0013446i,-0.00026072-0.00044355i,-0.0004844+0.0007264i,-0.00010435+0.0007087i,0.00014861-0.00044499i,0.00017743-0.00098118i,-0.00036401-0.00056045i
-0.00018655+8.0093e-05i,-0.00037433+0.0003716i,-0.00089842+0.00015233i,-0.00057086-0.00018383i,0.00015737-0.00027579i,0.00051718-0.0014539i,-6.0818e-05-0.0024886i,-0.00068528-0.0017413i,0.00011443-0.00098211i,0.00081524-0.0011579i,0.00018747-0.00098589i,-0.00032682-0.0011481i,-0.00031223-0.00070819i,-0.00041422+8.1561e-05i,-0.00055505+0.00028805i,-0.00031595+0.00048246i,-4.7353e-05-0.00010615i,0.00070231+0.00022818i,0.0010432+0.0011012i,0.00059779+0.00029238i,0.00027819-0.00036351i,0.00049856+7.8832e-05i,0.00058879-2.2914e-05i
