-0.001702-0.00014878i,-0.0015351-0.00044137i,-0.0025741+0.00051363i,-0.0021379+0.0017511i,-0.0020535+0.0025298i,-0.0015081+0.0023329i,-0.0009318+0.0010485i,-0.001195+0.0002432i,-0.00075529-4.9574e-05i,-0.00032307+0.00045751i,-0.00055319+0.0012514i,-0.00018692+0.0012823i,0.00060959+0.0006416i,0.00047445+6.1728e-05i,-0.0002313+5.4094e-05i,-5.9079e-05+0.0011396i,0.00030577+0.0018117i,0.00030354+0.00062822i,-0.00034604-0.00045494i,-0.00027177-4.6328e-05i,0.0001228+0.00011251i,0.00045225-6.6248e-05i,0.00013308+0.00030269i
-0.0021537+0.0016681i,-0.0025153+0.0020709i,-0.0023544+0.0021864i,-0.0015228+0.0023725i,-0.0013334+0.0025116i,-0.0006511+0.0025325i,0.00077065+0.0014995i,0.0016868+0.00042891i,0.0011045+0.00026378i,7.435e-05+0.00032947i,-0.0004941+8.0568e-05i,-0.00064802-1.7796e-05i,-0.00051937-0.00020787i,-0.00020663+0.00024466i,-0.00064287+0.00086818i,-0.0012248+0.00085507i,-0.0001254+0.0014481i,0.00040032+0.0010354i,-1.9004e-05+0.00016127i,-0.00045861-0.00016499i,-0.00041305+0.00044391i,-0.00042101+0.00090844i,-0.00040588+0.00041655i
9.1135e-05+0.00039856i,-0.00017988+0.00078607i,-0.00047707+0.0012796i,-0.0017494+0.0016242i,-0.0027378+0.0025653i,-0.0017814+0.0022321i,-0.00033278+0.0010735i,-9.7721e-05+0.00041112i,-0.0002364-3.4554e-05i,-0.00035607-0.0005203i,-0.00053336-0.00086659i,-0.00026573-0.00064556i,-0.00089057-0.00027496i,-0.00047113+0.00032285i,0.00013817+0.0010472i,0.00043336+0.0016553i,0.00083665+0.0014618i,0.00025547+0.00096363i,-0.00026188+0.00038583i,-0.00018056+0.0003391i,0.00010534+0.00070437i,0.0004247+9.3476e-05i,-0.00018743+0.0001951i
0.00023544+0.0011769i,-6.5336e-05+0.00037913i,-0.00022036-1.4282e-05i,-0.0010199+0.00045552i,-0.001331+0.0012001i,-0.00045781+0.0023731i,0.00055923+0.0017725i,0.00074434-0.00010378i,0.00041582-0.00082427i,-0.00017785-0.00080489i,-0.00098672+0.00027134i,-0.0019905+0.00067741i,-0.0015202-5.0327e-05i,-0.00084749+0.00050548i,-0.0011577+0.0010229i,-0.00098258+0.0009146i,0.00013724+0.00077404i,0.0012899+0.00033917i,0.001048-0.00026333i,0.00025665-0.00045781i,-7.2873e-05-0.00043618i,0.0003192-0.0011243i,-0.00024318-0.00090608i
0.00074856+0.00046791i,0.00067679+0.00060431i,0.000988+0.0015136i,0.00060804+0.0019557i,-0.00029569+0.002132i,-0.00061064+0.0028339i,-0.00011698+0.0022059i,0.00012948+0.00018198i,0.00022043-0.00071116i,0.00018046-0.00069015i,0.00021507+0.0002621i,-0.0008296+0.001507i,-0.0020553+0.0014807i,-0.0020017+0.00099255i,-0.0013002+0.0011383i,7.4736e-05+0.0012453i,0.0012328+0.0012251i,0.00095086+0.00081477i,0.00054571-0.0004056i,0.0003306-0.0017029i,0.00022767-0.0012867i,0.00065227-0.00047029i,0.0013523-0.00052558i
-0.0010743-0.001025i,-0.0009769-0.00076528i,-0.0019241-0.00027129i,-0.0023657+0.00099502i,-0.0021663+0.0022298i,-0.0010431+0.0020387i,3.8851e-05+0.0012209i,2.8019e-05-2.5552e-05i,-0.00024625-0.0016305i,-0.0009997-0.0018881i,-0.001725-0.0007984i,-0.0012597-0.00014184i,-0.00095134+4.6291e-05i,-0.0010436+0.00064575i,-0.00071848+0.00083699i,0.00027964+0.0010541i,0.00067856+0.00137i,0.0002904+0.00066803i,-0.00011687+0.00059746i,0.00013174+0.00078489i,0.00036395+0.00061755i,-0.00014601+0.00030894i,-0.00097704-0.00014146i
-0.0011102+0.0010136i,-0.0013325+0.0010055i,-0.0021927+0.0025133i,-0.0024377+0.003401i,-0.0019813+0.00344i,-0.00052814+0.0027485i,0.00020919+0.00068577i,9.479e-05-0.00033938i,0.00023752-2.8492e-05i,-1.847e-05-0.00055588i,-0.00034509-0.0012354i,-0.0006277-0.00042949i,-0.00079635+0.00032053i,-0.00066632+0.000768i,0.00025602+0.00095058i,0.00020974+0.00036629i,-0.000144+7.1281e-05i,0.00068629+0.00015086i,0.0012503+0.00048479i,0.0013047+0.00039762i,0.0011709+0.00011112i,0.001112-0.00076124i,0.0009681-0.00063583i
-0.00095819-0.00061777i,-0.0015331-0.0011231i,-0.0022593-0.00054175i,-0.002245+0.00052484i,-0.002396+0.00169i,-0.00082398+0.0018161i,0.001449+0.00093742i,0.002172-0.00027048i,0.0019099-0.0009601i,0.00084653-0.00063646i,-0.00042038-0.00024504i,-0.0010406+0.00015182i,-0.00093154+0.00021145i,-1.0169e-05-1.4427e-06i,-9.5812e-05+7.4039e-05i,-0.00065446+0.0006744i,0.00013523+0.0008565i,0.00080362+6.7341e-05i,0.00077784+5.5783e-05i,1.5859e-05+0.00080023i,-0.0005933+0.00089688i,-0.00047992+0.00060894i,-2.556e-05-0.00079631i
-0.0014542-2.1121e-05i,-0.0018357+0.00096512i,-0.0010833+0.0019391i,-0.00064988+0.0029326i,-0.0012279+0.0026369i,-0.0010978+0.0018195i,-0.00025339+0.0010539i,0.00051836+7.9019e-05i,0.0010612-0.0004099i,0.00018444+3.9965e-05i,-0.00092281+0.00054468i,-0.0012019+0.00060712i,-0.0013929+0.00081195i,-0.0009379+0.00052634i,0.00066612+0.00032647i,0.0019056+0.00070367i,0.0015227+0.00074575i,0.00088684+0.00058011i,0.00011652-0.0001759i,-0.00042649-0.00066414i,0.00061113-0.00041106i,0.00090208-0.00026809i,-0.00033859+0.00020966i
-0.00020191-0.00041167i,6.8726e-05+7.3599e-05i,-0.00029358+0.00031412i,-0.00014266+0.00012036i,-0.00094733+0.00050908i,-0.00080016+0.0012553i,0.00060557+0.00029965i,0.0011824-0.00054934i,0.00021972-0.00019803i,-0.00092874+0.0003567i,-0.00065182+0.00040954i,-0.00087076+0.000388i,-0.0015206-0.00010412i,-0.00093711+3.3352e-06i,0.00021873+0.00022984i,0.00038799+0.00086998i,0.00026319+0.0011638i,0.00092048+0.00073055i,0.00071704-7.5997e-05i,-4.786e-05-0.00022642i,0.00038201+0.00038223i,0.00079684+0.00077134i,0.00010125+0.00063697i
-0.0014636-0.00096802i,-0.0016947+0.00057548i,-0.002505+0.0015732i,-0.0030502+0.0014619i,-0.0033082+0.0018318i,-0.0018418+0.0019438i,-0.00034809+0.0010948i,-7.4111e-05+8.0798e-05i,-0.00042759-0.00084375i,-0.00025635-0.00095471i,4.5516e-05-0.00014844i,-0.000307+0.00062001i,-0.00077881+0.00086412i,-0.00063711+0.00068386i,0.0002953-2.9074e-05i,0.00068696-0.00059553i,0.00075374+0.00018507i,0.00085132+0.00075785i,0.00047253+0.00018539i,-0.00052284-0.00023425i,-0.0013614+0.00027235i,-0.00053992+0.00016632i,0.00038424+6.1564e-05i
-0.0010539-5.5362e-05i,-0.0013603-0.00039147i,-0.0015006+0.00071706i,-0.0022024+0.0014079i,-0.0023379+0.0014096i,-0.0014601+0.0019573i,0.00069922+0.0019382i,0.0015241+0.00082515i,0.00065811-0.00077408i,0.00058878-0.0014201i,0.0010497-0.00077952i,0.00094036-0.00019877i,0.0007121-7.8549e-05i,0.00017136-0.00010383i,4.8858e-05+0.00048224i,6.4514e-05+0.0012452i,-0.00044591+0.0010351i,-0.0005077+0.00027095i,0.0001508+0.0001261i,0.00041167+0.0001596i,0.00043384-0.00010557i,0.000427+0.00069405i,0.00058274+0.00093196i
-0.0006105-0.00031634i,-0.00076034-0.00094753i,-0.00078175+6.016e-05i,-0.0016654+0.0015645i,-0.0025421+0.0032451i,-0.001988+0.0038483i,-0.00052205+0.0022673i,0.00046261-0.00015015i,0.00076974-0.0016822i,-0.0001899-0.0015967i,-0.00055934-0.0014696i,-0.00016856-0.0008852i,-0.00028172+0.00042937i,0.00032218+0.00050359i,0.00027804+0.00035222i,-0.0003825+0.0010365i,-0.00043644+0.0013232i,0.00039306+0.00095617i,0.00038326+0.00041456i,-0.00017132-0.00015831i,-0.00060695-0.00084131i,-0.00062121-0.0013692i,0.00043108-0.0010793i
0.00040275-5.9575e-05i,0.00062189-0.0012745i,0.0015753-0.0019065i,0.0011806-0.0020744i,-0.00069546+8.4036e-05i,-0.0012771+0.0014959i,6.4372e-05+0.00025531i,0.0011452-0.00074131i,0.0011602-0.0014534i,0.00061092-0.0019736i,-0.00071879-0.0020444i,-0.0020648-0.0016029i,-0.002862-0.00030727i,-0.002719+0.00062235i,-0.0011651+0.00014679i,9.6388e-05-0.00038923i,3.2604e-05+0.00050087i,-0.00038126+0.00081941i,-0.00035438+0.00066596i,-0.00043744+0.00042545i,-0.00022504-0.00010479i,0.00017287-0.00078457i,6.9825e-05-0.00058458i
0.0013741+0.00072769i,0.00070403+0.00011513i,0.0012782+0.00021531i,0.0015847+0.0010129i,-4.0138e-05+0.00074369i,-0.00082026+0.0010814i,0.00035309+0.0020771i,0.0007181+0.0010843i,0.00077162-0.00070352i,-0.00035215-0.0008026i,-0.0013836-0.00036049i,-0.00054463-0.00042992i,-0.00036084-0.00074452i,-0.00015706-0.00021102i,0.00052965+0.00034534i,0.00017704+0.00018163i,-0.0004914+0.00025031i,-0.00029123-0.00035993i,0.00061886-0.00044646i,0.00090096-1.1511e-05i,-0.00014994-0.00034249i,-0.00035112-0.00087i,1.3226e-05-0.00029864i
-0.00068335+0.00026662i,-0.00049112+0.0013836i,-0.0015763+0.0014168i,-0.0023933+0.0019458i,-0.0016596+0.0025154i,-0.00058631+0.0019208i,-0.00054755+0.00087666i,-0.00052353+0.00046904i,-0.00023209-8.3053e-05i,-0.00040105-0.00040801i,-0.00080547+0.0011229i,-0.00088972+0.0019072i,-0.0013784+0.0011847i,-0.0016044+0.00083943i,-0.00087468+0.00084842i,-0.00028407+0.0015244i,7.5288e-06+0.001416i,-0.00020254+0.0014755i,-0.00087524+0.0025765i,-0.0011195+0.0020338i,-0.00095562+0.00043856i,-0.00088397-0.00025947i,-0.00041596+0.00017859i
-0.00022945+0.00038632i,-0.00063248+0.00078604i,-0.00086779+0.0010758i,-0.0015304+0.001466i,-0.0020615+0.0016495i,-0.0014783+0.0010646i,0.00045807-0.00042639i,0.0014618-0.00090016i,0.00074664-0.0005906i,0.00086935-0.00044966i,0.00034421-0.00025102i,-0.00029158+0.00053675i,-1.0666e-05+0.00086429i,0.00022435+0.00022113i,-0.00033793-1.65e-05i,-0.0006488+0.00031314i,-0.00022119+0.00024673i,0.00069948-2.397e-05i,0.001151+0.00052427i,0.00032866+0.00069701i,-0.00055083+0.00012289i,-9.8567e-07-0.00068438i,0.00091317-0.00090238i
-0.0021461+0.002568i,-0.0026667+0.0029713i,-0.0020523+0.0039745i,-0.00053101+0.0046496i,-0.00023686+0.0046367i,-0.00091883+0.0031869i,-0.00111+0.0015128i,2.5993e-05+0.00028726i,0.0011282-0.00012197i,0.00057366+7.2268e-06i,0.00065771+9.2292e-05i,0.00059417+9.6073e-05i,-0.00011519-0.00028192i,-0.00022519+0.00053053i,-0.00013226+0.001521i,0.0001826+0.0011389i,2.315e-06+0.0010444i,-0.00034472+0.00068263i,9.9375e-05+0.00028392i,0.00033256+3.9658e-05i,-4.3886e-05-0.00017342i,-0.00068103-0.0006341i,-0.00028737-0.00071516i
-0.00094571-0.0018376i,-0.0022084-0.0016543i,-0.0021875-0.00062339i,-0.0025463+0.0010747i,-0.0035063+0.0030812i,-0.0022702+0.0031729i,-0.00028283+0.0014414i,9.3845e-05+0.0005544i,-2.5741e-05-0.00054955i,-0.00026521-0.0015985i,-0.00099176-0.0014652i,-0.001246-0.00043181i,-0.0015568+0.00020085i,-0.0010151+0.00017968i,0.00017522+0.00087612i,0.00062161+0.0017238i,0.00087055+0.0013321i,0.00088884-2.323e-05i,0.0012444-0.00090872i,0.0013863-0.00074552i,0.00081949-0.00054477i,0.000235-0.00046488i,0.00013659-0.00089799i
-0.0016763-0.00073405i,-0.0015669-0.000388i,-0.0018518-0.00089304i,-0.0028394-0.00031306i,-0.0026843+0.00038898i,-0.0011985+0.00065611i,0.0010067+0.00030053i,0.00187-0.00069337i,0.00093097-0.0015681i,-0.00056326-0.0014071i,-0.0012978-0.00081743i,-0.0010767-0.00050819i,-0.0013121-0.00025453i,-0.0012687+0.0007653i,-0.00066797+0.00091706i,-0.00013804-0.00010849i,0.00059008-0.00039623i,0.00098758-0.00013287i,0.00092433-0.00026063i,0.00063768-0.00040746i,-2.9563e-05-0.00018997i,-0.00014206-8.1476e-06i,-0.00036387+0.00042262i
-0.0011385+0.0014054i,-0.0021395+0.0017468i,-0.0019236+0.0018736i,-0.0019219+0.0024587i,-0.0017141+0.0025092i,-0.0013157+0.0013199i,-0.00035789+0.00048662i,0.00036196-0.00079408i,-0.00013141-0.0015981i,-0.0007709-0.00091503i,-0.0012387-0.0001464i,-0.0016918+0.00034645i,-0.0012421+0.00057487i,-0.0010295+0.00080377i,-0.00080017+0.0013395i,-8.4844e-05+0.00095615i,-8.3024e-05+0.00086904i,0.00011411+0.00057705i,0.00057069+2.7185e-05i,0.00031256+0.00019783i,0.00028496+0.00027919i,0.00035856+0.00043036i,6.43e-05+0.00070403i
0.0003478-0.00066071i,-0.00038581-0.00095187i,-0.0020573-0.00013202i,-0.0045781+0.00074391i,-0.0048865+0.001438i,-0.0021585+0.0017352i,2.2174e-05+0.0011212i,0.00027383+1.0945e-05i,-0.00021881-0.0011364i,-0.00099499-0.00091469i,-0.0013946+0.00012069i,-0.00079155+0.00027927i,-0.00026126+0.00055341i,-0.00053005+0.0011653i,-0.0010952+0.00099256i,-0.0010956+0.0012157i,-0.00055968+0.0019992i,-0.00021772+0.001558i,0.00019931+0.00022618i,0.00065855-4.3061e-05i,0.0002004+8.7816e-05i,-0.00013602-0.00043783i,-7.694e-05-0.0011196i
0.0014812+0.00026862i,0.00087164-0.00021991i,0.001393-0.00068139i,0.00075632+6.452e-05i,-0.00097733+0.0016058i,-0.0021298+0.0022237i,-0.0008844+0.001385i,0.00086185+0.0002641i,0.0013719-0.00065302i,0.0014904-0.00071279i,0.0017964-0.00062916i,0.0017586+3.0514e-05i,0.00089084+0.0006523i,-0.00081183+0.0012242i,-0.0017741+0.0019788i,-0.00061441+0.0023953i,0.00068972+0.0027143i,0.00060415+0.0022267i,0.00037552+0.0010499i,0.00027569+0.00024894i,-6.6997e-05+0.00030615i,0.00039167+0.00062532i,0.00063379+0.00066693i
0.00062135-0.001077i,0.00027923-0.0010609i,-0.00032758-0.00090736i,-0.00077282+5.2424e-05i,-0.0012028+0.001392i,-1.3548e-05+0.0027201i,0.0014076+0.0021624i,0.00086771+0.00085408i,-0.00020331-0.00020329i,4.7477e-05-0.0013407i,0.00046918-0.0020209i,0.00014606-0.0015367i,-0.00071376-0.00061184i,-0.00094587-0.00036455i,-0.00065413-0.00050267i,-0.00072633+0.0010992i,-0.00027181+0.0019365i,0.00089392+0.0012206i,0.0011664+0.0011466i,0.00026285+0.00098015i,0.00025345+0.00036886i,0.00073068+7.9328e-05i,0.00042721+0.00035953i
0.000519-0.00049768i,3.6075e-05+4.7575e-05i,-0.0013443+0.0007559i,-0.0015293+0.00087049i,-0.0016158+0.0013214i,-0.001488+0.00044837i,0.00010499-0.0011325i,0.0012526-0.0017689i,0.0017411-0.0018847i,0.00097576-0.0022323i,-0.00078115-0.0016692i,-0.0011275-0.0011541i,-0.00038061-0.0002452i,-5.2831e-05+0.00090511i,6.5541e-05-0.00016563i,0.00040027-0.00070539i,0.00060952+0.00025661i,0.00083194+0.00065831i,0.00082976+0.00077763i,0.00043299+0.00088655i,-0.00027054+0.00026084i,-0.00064065+0.00025764i,-0.00035636+0.00034975i
-0.003451+0.00040427i,-0.0022724+0.0009738i,-0.002774+0.003156i,-0.0034715+0.0045644i,-0.0025675+0.0045452i,-0.00057252+0.0031227i,0.00030099+0.00061658i,0.00077279-0.0014077i,0.00020205-0.0016528i,-0.00051265-0.00051081i,-0.00090595+0.00089325i,-0.00073359+0.0014419i,5.0454e-05+0.001035i,0.00010798+0.00088715i,-0.00020929+0.0011749i,-2.3029e-05+0.0011228i,0.00034964+0.0013399i,0.00028036+0.0010916i,0.00071422+0.00015799i,0.0011304-0.00050568i,0.00049122-0.00058698i,9.9219e-06-0.00046204i,0.00057433-0.00054395i
-0.0010801-0.0001625i,-0.0009852+0.0001495i,-0.0013565+0.0011038i,-0.0018063+0.0017147i,-0.0010594+0.0026726i,-0.00093093+0.0024038i,-0.00024223+0.0013939i,0.00077059+0.00039324i,0.00028781-6.0189e-05i,-0.00031271+0.00014694i,-0.00079775+0.0006436i,-0.0017802+0.00063059i,-0.00060751+0.00053547i,-0.00010382-0.00019092i,-0.00083779-7.9658e-05i,-0.00078405+0.0006765i,-0.00064301+0.0014863i,9.8038e-05+0.0012529i,0.00039433-0.00018602i,-0.0004149-0.0002983i,-0.0006162+0.00036695i,-0.00029911+0.00031296i,-0.00047858-0.00016199i
0.001833+0.0007923i,0.0010492+0.0012153i,0.001342-0.00021907i,0.0012819+0.0001347i,-0.00030496+0.0024958i,-0.00075991+0.0030547i,0.0006065+0.0015518i,0.0015496-0.0001923i,0.0014695-0.00084449i,0.00092212-0.00047713i,0.00026779+1.6626e-06i,0.00023085+0.00048863i,0.00046017+0.00022055i,-0.00022829-4.6502e-05i,-0.00061978+0.00068372i,-0.00062075+0.0015006i,-0.00033934+0.0018554i,0.00047575+0.0011891i,0.0014993+0.00015217i,0.0015491-0.00029714i,0.00076407-0.00052664i,-0.00017248-0.00081557i,-0.00064272-0.00052755i
-0.0011633+0.00086551i,-0.0012647+0.00049505i,-0.0011484+4.9604e-05i,-0.0014727+0.00052695i,-0.0020549+0.00067756i,-0.0012112+0.00070567i,0.00017754+0.0003379i,0.00050797-0.00016269i,0.00017482-0.00053052i,6.8793e-05-0.00086123i,0.00022208-0.00059142i,0.00028503+0.00028671i,0.00041016+9.4691e-05i,-0.00014274-0.00029318i,-0.00051542+0.00066482i,-8.5428e-05+0.0017851i,0.00053592+0.0017925i,0.0003059+0.00064055i,-3.4577e-05-2.7993e-08i,0.00038604-0.00045631i,0.0011831-0.00077089i,0.0013675-0.00027397i,0.00072476-0.00055341i
1.7157e-05-9.4757e-05i,5.207e-05-0.00077296i,-0.00011627-0.0015866i,-0.00084156-0.00099023i,-0.0024887+0.00037597i,-0.002249+0.0011654i,-0.00039102+0.0011363i,0.0009975-0.00065519i,0.00084564-0.0021776i,-0.00026215-0.0022287i,-0.00066602-0.0015042i,-0.00044786-0.00045537i,-0.00040138-1.9941e-05i,-0.00045653+0.00032799i,-0.00056281+0.00030493i,-0.00032077+0.00034856i,0.0005147+0.00017691i,0.0009877+0.00024436i,0.00042018+0.00098721i,-0.00026928+5.4117e-06i,-0.00044234-0.00083642i,1.7659e-05-1.7749e-05i,-2.2129e-05+0.00020566i
-0.0014313+0.0023484i,-0.00094854+0.0011937i,-0.00068825+0.00071363i,-0.00065211+0.00071611i,-0.0014704+0.0020142i,-0.001511+0.0024113i,-0.00042668+0.0011549i,0.00090902-9.1274e-05i,0.00020157-0.000754i,-0.0012723-0.00084208i,-0.0018688-0.00037938i,-0.0017271-0.00073993i,-0.0014004-0.001018i,-0.0014626+0.0002632i,-0.00094156+0.00033759i,-0.00011847-0.00012132i,0.00015605+0.00070487i,-0.0002809+0.0013292i,-3.1444e-05+0.00095989i,0.00043594+0.00092184i,0.0013247+0.00060069i,0.0010903+1.0586e-06i,0.00063903+0.00019769i
-0.0013965-0.00042953i,-0.00082864-0.00026798i,-0.0011163+0.0008393i,-0.0025857+0.0026344i,-0.0029245+0.0038298i,-0.0011849+0.0032432i,0.00016829+0.0010492i,-0.00017621-0.0006078i,-0.00045324-0.00028615i,-0.00077666+0.00053458i,-0.00071851+0.00057818i,-0.0007755+7.0459e-05i,-0.0012536-0.00068511i,-0.00085514-0.00063969i,-0.00072241+0.00048091i,-0.001049+0.00067364i,-0.00039439+0.00053692i,0.00017656+0.00071352i,-5.8541e-05+0.00070787i,-0.0003996+0.00057081i,-0.00044227+0.00051735i,-5.2044e-05+0.00036635i,0.00032792+0.00025743i
-0.00057337-0.0018055i,-0.0013155-0.0012277i,-0.0031818+6.9994e-05i,-0.0032404+0.0013861i,-0.0022285+0.0026585i,-0.0011011+0.0026087i,0.00015456+0.0014936i,0.0010238+0.00019804i,0.0006233-0.00041421i,-1.282e-05+0.00050469i,-0.00039599+0.0012185i,-0.0016302+0.00075407i,-0.0018891+0.00052844i,-0.001566+0.00049463i,-0.00078856+0.0007675i,-0.00047973+0.0013246i,-0.00031699+0.00067313i,4.798e-05+0.00013084i,-0.00011934-0.00027073i,-0.00071375+3.7865e-05i,-0.00074755+9.3323e-05i,4.3313e-05-2.9105e-05i,0.00022948-0.00060109i
0.00080106+0.001503i,-0.00046239+0.00197i,-1.6942e-05+0.001838i,0.00026779+0.00082219i,-0.00053053-0.00020341i,-0.0007685-2.2402e-05i,0.00037273+0.000303i,0.0013698-0.00029808i,0.0021602-0.00024983i,0.0020627+6.7498e-05i,0.00069433-0.00035626i,0.00023787-0.0011058i,-1.6053e-05-0.00061671i,-0.00089127+0.00044847i,-0.0013157+0.00096179i,-0.00058911+0.0012236i,-0.00024741+0.0012727i,-0.00041811+0.0012875i,-0.00037488+0.0010295i,-0.00024162+0.00089487i,0.00062719+0.0010192i,0.00086883+0.00035173i,-6.8054e-06+0.00025446i
-0.00099035+0.00024554i,-0.0025033+0.00061578i,-0.003801+0.00080969i,-0.0038541+0.0016425i,-0.0031959+0.0032767i,-0.0023949+0.0026669i,-0.00072485+0.00092877i,0.00063258-0.00059698i,0.00044419-0.0013i,0.00049811-0.0017984i,0.00025626-0.0017573i,-0.00042666-0.00042032i,-0.0004597+0.0012245i,-0.00062572+0.0015127i,0.00013867+0.0018603i,0.00080516+0.0018797i,0.00071856+0.0015485i,0.00053696+0.001321i,0.000153+0.00071233i,0.00022102+0.00069426i,0.00061582+0.0011322i,0.00046804+0.0012701i,-0.00018552+0.00081703i
-0.0026311+0.00023283i,-0.0024995+0.00038548i,-0.0028007+0.0015392i,-0.002647+0.0027793i,-0.0025161+0.0033362i,-0.0019261+0.0033394i,-0.0011835+0.0016356i,-0.00011435-0.00089906i,-0.00041801-0.0018297i,-0.0012743-0.0015657i,-0.0014289-0.0011681i,-0.0016541-0.0008343i,-0.0007795-0.00031798i,0.00014803+0.00022889i,0.00026181+0.00093258i,0.00076006+0.0018006i,0.0013136+0.0013979i,0.0011239+0.00058271i,0.00039535+0.00029498i,-0.00015579+3.5862e-05i,0.00011884-0.00047784i,0.00031209-0.00024309i,0.00045749+0.00038276i
-0.00022636+0.0017061i,-0.00064347+0.0020106i,0.00060308+0.002056i,0.00068358+0.0017098i,-0.0017042+0.0022524i,-0.0025016+0.0019676i,-0.00055903+0.0010509i,0.00040971+0.0012518i,-0.0005969+0.001342i,-0.0013891+0.00060177i,-0.0010618+0.0007151i,-0.00042628+0.00092707i,-0.00073912-0.00026903i,-0.0011302-0.00036574i,-0.00070006+0.00049588i,-0.00013871+0.00073501i,0.0010699+0.00079027i,0.0015819+0.00016815i,0.0013019-0.00098555i,0.00097102+0.00042687i,0.00048804+0.0013998i,0.00015318+0.0001877i,-0.00044869+0.00012673i
0.0011628-0.00099383i,0.00068518-0.0010666i,-0.00031066-0.00055613i,-0.0010738+4.205e-05i,-0.00070922+0.0010229i,-0.00017532+0.0014664i,0.00097141+0.0012947i,0.0014182+0.00082351i,0.0010043-0.00014434i,0.00034067-0.00027381i,-0.0004148+9.9033e-05i,-0.00012982+0.00035768i,-0.00018044+0.00062731i,-0.00013678+0.00054952i,-1.2494e-05+0.00089224i,-0.00057932+0.00048632i,-0.00036624-4.5012e-05i,0.00034776+4.9388e-05i,0.00050171-4.4505e-05i,0.00053604-0.00028618i,4.3935e-05-0.0001549i,2.71e-05-0.00013353i,5.8036e-05-0.00037177i
0.00033228+0.0027354i,-0.00021542+0.0020985i,-0.00068488+0.0017465i,-0.0013501+0.001334i,-0.0027855+0.00093373i,-0.0026585+0.00060368i,-0.00071949-4.0229e-05i,0.0010056-0.0010303i,0.0022413-0.00079313i,0.0021805-0.00041599i,0.0012552-0.00054734i,0.00034881+0.00017501i,-0.0003475+0.00042898i,-0.00092362-0.00033935i,-0.00089617+9.5728e-05i,-0.00074023+0.0017589i,-0.00046177+0.0022153i,0.00025961+0.0014521i,0.00072486+0.00026079i,0.00065574-0.00082992i,0.00044862-0.00082741i,-0.00039259-0.00026214i,-0.00068733+0.00012521i
-0.0011843+0.00036761i,-0.00026499+0.00021392i,0.00049236+0.0024608i,0.00025102+0.0029555i,1.7598e-05+0.0022587i,0.00011789+0.0022045i,0.00062957+0.0011282i,0.0012926-0.00043353i,0.0013289-0.0010041i,0.00083847-0.0011972i,-0.00031265-0.0012503i,-0.0013538-0.00054624i,-0.00072155+0.00011437i,-0.0005724+0.00058572i,-0.00073584+0.00058979i,0.00026462+0.00118i,0.0014236+0.0018358i,0.00096244+0.00095617i,0.00052013+0.00026325i,0.00064729+0.00010752i,-0.00021285+0.00061663i,-0.00097773+0.00035589i,-0.00057939-0.00040274i
-0.000717-0.0017597i,-0.0012451-0.0013811i,-0.001765-0.00090798i,-0.0036327-0.00038279i,-0.0043678+0.0013401i,-0.0030603+0.0023091i,-0.0008427+0.00065817i,7.4648e-05-0.001087i,-0.00061427-0.0020238i,-0.0012256-0.002217i,-0.0010381-0.0016076i,-0.0009725-0.00050557i,-0.0011873+0.00072423i,-0.0010752+0.0014182i,-0.00016389+0.0010213i,0.00094677+0.00095011i,0.00096787+0.00089614i,-0.00018537+0.00041595i,-0.00097104+0.00037933i,-0.00024627+0.00066231i,-6.1402e-05+0.00046338i,7.1742e-05-0.00040495i,0.00029577-0.00018065i
0.0012481-0.00089438i,0.0013432-0.00061733i,0.00063461+9.8864e-05i,-9.7362e-05+0.00076062i,-0.00029261+0.0019816i,0.00015925+0.0026563i,0.00086732+0.0021851i,0.0010303+0.00036221i,-0.0003308-0.0010961i,-0.001898-0.00090683i,-0.0017426-0.00013197i,-0.0014948+0.00064123i,-0.0015586+0.0010243i,-0.001493+0.0011163i,-0.00079943+0.00043229i,0.00025603-0.00013663i,0.00072719+0.00039783i,0.0015066+0.00049615i,0.0011234-5.3573e-06i,-0.00015191+0.00029282i,7.7335e-05+0.0006755i,0.00049423+0.00050834i,0.00040941+0.0004228i
-0.0018689+0.00078873i,-0.0025139-0.00029287i,-0.0024728+0.00035875i,-0.002929+0.0014624i,-0.0020058+0.0019327i,-0.00077761+0.0019909i,-0.00026802+0.0012544i,-4.3311e-05+0.00069416i,-0.00031313+0.0011509i,-0.00062268+0.0016775i,-0.00016737+0.0011835i,-0.00014253+0.00082798i,-0.00062408+0.00036693i,-0.00032363-3.9128e-05i,0.00011933-0.00016486i,-0.00045699+0.00055464i,-0.00094026+0.0006483i,-0.00048299-0.00013132i,0.00022346-0.00025977i,0.00051936-0.0003961i,0.00064134-0.00054432i,3.415e-05+2.2761e-06i,-0.00077715+0.00017172i
0.00058574-0.00055881i,-0.000513-0.00037911i,-0.0015675-0.0013076i,-0.0021575-0.0012324i,-0.0028819+0.00019199i,-0.0017357+0.0010342i,0.00047136+0.0012269i,0.001734+0.0011814i,0.0013413+0.0011941i,0.00068619+0.00064195i,0.00076342+0.0004455i,0.00054731+0.0011917i,0.00012039+0.00061008i,-0.00041829-0.00041907i,-0.00053405-0.00031561i,-0.00019133+0.00091523i,3.6282e-05+0.0019262i,8.4561e-05+0.0018152i,0.0001629+0.0012647i,0.00011525+0.00066331i,0.00044576+0.00057235i,0.00071019+0.00043862i,0.0004223+0.00057391i
