-0.0010143+0.0016182i,0.00063768+0.00053647i,-5.8046e-05-0.00072845i,-0.0008932-0.00097199i,-0.00031181-0.0002956i,0.00027812+0.00026605i,0.00026741+0.0006678i,-0.00060414+0.00021123i,-0.00043467-0.00046139i,7.8014e-05-0.0001593i,-5.4905e-05-6.4519e-05i,-0.00027661+0.00011188i,-0.00092146-5.8563e-05i,-0.00075041-0.0006917i,0.00040076-0.00069315i,0.0011101-0.00010731i,0.0013212-0.00045024i,0.00082553-0.00056561i,-0.00030131+0.00010192i,-0.0003392+0.00091099i,-4.2579e-05+0.0013917i,-0.00029442+0.00074363i,-0.00050445-7.2963e-05i
-0.028728+0.010428i,-0.071119+0.020003i,-0.10868+0.036001i,-0.098938+0.056154i,-0.051986+0.058638i,-0.024784+0.03293i,-0.026518+0.0062028i,-0.022971-0.0047944i,-0.012027-0.0096598i,-0.0071048-0.010138i,-0.0053046-0.0058675i,-0.0017382-0.00099588i,0.0029037+0.0011752i,0.0051453+0.00054703i,0.003818-0.00040141i,0.0014071-0.0012475i,-0.00069689-0.002007i,-0.0021832-0.0021124i,-0.0030462-0.0014615i,-0.0040909-0.00027566i,-0.004957+0.00073267i,-0.0046959+0.0017739i,-0.0033928+0.0013675i
0.028073+0.0016593i,0.069728+0.012217i,0.11035+0.01613i,0.11056-0.0038378i,0.070248-0.026083i,0.034128-0.022939i,0.020397-0.011072i,0.013792-0.0095714i,0.0075773-0.008061i,0.0048682-0.0022269i,0.0032111+0.00090445i,0.0009016+5.3062e-05i,-0.00047042-0.001472i,-0.0018527-0.0025993i,-0.0019586-0.0024388i,-0.00056165-0.00019368i,0.0008614+0.0019689i,0.0019171+0.0032903i,0.0018453+0.0042355i,0.0017094+0.0044871i,0.0026722+0.0041083i,0.0035048+0.0037921i,0.0028795+0.0033231i
-0.023052-0.014595i,-0.055846-0.041601i,-0.091518-0.063298i,-0.10153-0.049931i,-0.075188-0.019292i,-0.036644-0.0074109i,-0.0088368-0.0072409i,0.0067944+0.0003884i,0.011688+0.0069387i,0.0094416+0.0044631i,0.0054867+0.00022631i,0.0021588-0.00010971i,-9.9129e-05+0.0030028i,0.00094719+0.0053311i,0.0024254+0.0037293i,0.0021685+0.001016i,0.0019265+0.00018872i,0.0013235-0.00032594i,0.00062789-0.0013185i,1.6569e-05-0.0035635i,-0.00054743-0.0048956i,-0.0010037-0.0044041i,-0.0005594-0.0029892i
0.016157+0.021471i,0.034126+0.058108i,0.052663+0.09252i,0.064469+0.087357i,0.056275+0.051499i,0.029955+0.024144i,0.0077639+0.01698i,-0.002903+0.014853i,-0.0065024+0.011361i,-0.0066925+0.0097351i,-0.0042436+0.0074975i,-0.00063408+0.0033123i,0.001241-0.0007229i,0.00093306-0.0029045i,6.8963e-05-0.0034492i,-0.0010628-0.0012086i,-0.0020772+0.001633i,-0.0025456+0.00208i,-0.0024936+0.0013152i,-0.0022298+0.0015002i,-0.0023479+0.002566i,-0.0017272+0.0035169i,-0.0013014+0.003568i
-0.0071638-0.023892i,-0.0052671-0.064349i,-0.0038199-0.10394i,-0.013641-0.10825i,-0.02556-0.077499i,-0.019294-0.038699i,-0.0097759-0.014235i,-0.012154-0.0043865i,-0.012505-0.00021708i,-0.0069871+0.0010667i,-0.0024396+0.00068425i,-0.00079285+0.00012383i,-0.0020562+0.00069453i,-0.0029898+0.0021366i,-0.0010465+0.002942i,0.00069154+0.0017235i,0.0008239-9.393e-06i,0.0011388-0.00044187i,0.0022201-0.00034645i,0.0035949-0.00087419i,0.0050136-0.0013247i,0.0050087-0.00028998i,0.003668-0.00056705i
-0.0056896+0.023598i,-0.02387+0.061321i,-0.045027+0.096812i,-0.041398+0.10315i,-0.015504+0.077833i,-0.0035051+0.035175i,-0.0054254+0.0030169i,-0.0013065-0.0077283i,0.0022789-0.0094578i,-0.00094152-0.0082915i,-0.0041187-0.0049147i,-0.0028768-0.0015709i,0.00020775-0.00066662i,0.0022948-0.001873i,0.0016205-0.0030129i,-0.00018818-0.0034639i,-0.001385-0.0028196i,-0.0016024-0.0016255i,-0.0011208-0.00072652i,-0.0012035-0.0011594i,-0.0017091-0.002827i,-0.0028914-0.0032646i,-0.0025448-0.0018605i
0.015121-0.018872i,0.044979-0.043872i,0.078283-0.066264i,0.081088-0.074071i,0.049484-0.064603i,0.022146-0.037324i,0.013332-0.012345i,0.010586-0.0042265i,0.0082364-0.0015329i,0.0066824+0.00013879i,0.0051317-0.00087455i,0.0017079-0.0015635i,-0.001666-0.0013053i,-0.0037385+0.00014752i,-0.0042164+0.0020614i,-0.0022078+0.0028054i,0.00070885+0.0020476i,0.0016811+0.0010544i,0.00082895+0.0012089i,-0.00040392+0.0026123i,-0.00083989+0.0037054i,-0.00040097+0.0037121i,6.8711e-05+0.0022459i
-0.017521+0.011123i,-0.053561+0.018551i,-0.094771+0.02126i,-0.10149+0.025847i,-0.066736+0.028089i,-0.029827+0.016809i,-0.01044+0.0074729i,-0.002651+0.0093496i,0.00045003+0.010501i,0.0026681+0.0054502i,0.0028761-1.215e-05i,0.0011576-0.0021527i,0.00076561-0.00010616i,0.0016907+0.0015032i,0.0022667+0.0001504i,0.0015974-0.00093069i,0.0014504-0.00070178i,0.0014606+0.00020123i,0.001221-0.00083308i,0.0013188-0.0033676i,0.0019031-0.003616i,0.0026676-0.0020543i,0.0021851-0.0012579i
0.018278-0.0041596i,0.051671+0.0055701i,0.087942+0.021871i,0.094496+0.024738i,0.064803+0.012698i,0.028273+0.0055688i,0.0061302+0.003636i,-0.0035133+0.00091641i,-0.0060453+0.0017181i,-0.0046026+0.0056616i,-0.0010929+0.0062453i,0.0014133+0.0029035i,0.0019325-0.00062383i,0.00088359-0.0027231i,-0.0017232-0.0023483i,-0.0031038-0.00071655i,-0.00253+0.00066806i,-0.0018133+0.0015561i,-0.0015013+0.00051388i,-0.0017917-0.00022821i,-0.0020271-5.9725e-06i,-0.0020732+0.00042401i,-0.0010134+0.00066701i
-0.020657-0.0074606i,-0.044487-0.029906i,-0.069193-0.06006i,-0.074771-0.066889i,-0.055747-0.04787i,-0.027642-0.024231i,-0.011161-0.010486i,-0.0078836-0.0060063i,-0.0067658-0.0039768i,-0.0046578-0.0029178i,-0.0025413-0.0013474i,-0.00035978-0.00013535i,0.0011519+0.00084005i,0.0024826+0.0018631i,0.0027063+0.0014548i,0.0026987+1.4517e-05i,0.0014444-0.00034113i,-9.9616e-05+0.00052815i,0.00093352+0.0017323i,0.0022014+0.0020777i,0.00171+0.0023969i,0.00076631+0.0025598i,0.0012548+0.0024739i
0.013539+0.013367i,0.02614+0.04335i,0.032834+0.08005i,0.030412+0.090388i,0.023676+0.06658i,0.014623+0.029679i,0.0078403+0.0037358i,0.0084352-0.0023183i,0.0066434-0.0018654i,0.00053245-0.0025784i,-0.0033069-0.0012696i,-0.0032883+0.0015651i,-0.0015131+0.0014829i,-0.00025143-0.00083867i,-0.00056645-0.0026453i,-0.0010702-0.0030387i,-0.0010824-0.0025608i,-0.0006372-0.00090874i,-0.00016436+0.00018952i,-8.7214e-05-0.00052688i,0.0004613-0.0015639i,0.00071974-0.0010196i,2.4716e-05+0.00054563i
-0.0071099-0.015504i,-0.0042733-0.046423i,0.0062198-0.081401i,0.014071-0.089538i,0.0098014-0.06681i,0.0041277-0.032411i,0.0010393-0.0083149i,-0.0012401+0.00058933i,-0.00010251+0.0022393i,0.0026891+0.00077858i,0.003189-0.0017397i,0.0010523-0.0023725i,-0.0006503-0.0011951i,-0.0010127+0.0006135i,-0.0010921+0.0019695i,-0.00050976+0.0017111i,0.00077353+0.0013405i,0.00063574+0.0016703i,-4.2786e-05+0.0023169i,-0.00063682+0.0019702i,-0.0016559+0.0010214i,-0.0016812+4.7067e-05i,-0.00062746+0.00045717i
0.0014311+0.013257i,-0.013893+0.039105i,-0.042337+0.062798i,-0.056921+0.065513i,-0.04133+0.048355i,-0.018699+0.023879i,-0.0073563+0.010019i,-0.0038469+0.0081245i,-0.0021295+0.0072211i,-0.00030849+0.0041063i,0.00034592+0.00060973i,-3.3507e-05-0.0016828i,0.00049272-0.0016019i,0.0017397-0.00065124i,0.002207-0.00093092i,0.0019455-0.0013358i,0.0017279-0.00085247i,0.0014427-0.00014608i,0.001502-7.0039e-05i,0.0016136-0.00053774i,0.00099679+8.5914e-05i,4.7286e-05+0.0013339i,-0.00022661+0.0012213i
0.0076745-0.015083i,0.030015-0.030734i,0.062721-0.040145i,0.07435-0.036476i,0.050347-0.026542i,0.020463-0.013309i,0.0044329-0.0071075i,-0.0014646-0.0066885i,-0.0028359-0.0034634i,-0.0026632+0.00063728i,-0.00097832+0.002411i,0.0014634+0.0032581i,0.002103+0.0027986i,0.00063831+0.00096617i,-0.00082543+0.0005333i,-0.0014897+0.0013719i,-0.0020125+0.0013155i,-0.0023543+0.00015405i,-0.0027088-0.00037687i,-0.0029641-0.00085108i,-0.0020155-0.00090614i,-0.00050094-0.0010935i,0.00091352-0.00075553i
-0.0082011+0.0063831i,-0.034364+0.0094992i,-0.068613+0.0022682i,-0.07852-0.00624i,-0.053321-0.0061528i,-0.022313-0.0038579i,-0.0069017-0.0020026i,-0.0036963+0.00072086i,-0.0026446+0.0009979i,-0.0023137-0.001379i,-0.00277-0.0016144i,-0.0010226-0.000443i,0.0014833+0.00028496i,0.0016617+0.0010838i,0.0010077+0.0012004i,0.00070084+0.00078834i,0.0005218-6.4306e-05i,0.00071237-0.00030938i,0.0019177+0.00063708i,0.0028184+0.0010671i,0.0016688+0.00062938i,-0.00024055+0.00063925i,-0.00065602+0.00077489i
0.016884-0.0031024i,0.037821+0.0035288i,0.059556+0.021481i,0.058065+0.034911i,0.033108+0.028606i,0.011779+0.014255i,0.0057704+0.0028156i,0.006259-8.9466e-05i,0.0055515+0.001301i,0.0027959+0.00037615i,-6.6631e-05-0.00078046i,-0.002368+0.00050112i,-0.0028202+0.002952i,-0.0012391+0.0029752i,0.00046319+0.00038274i,0.00036448-0.00084521i,-0.00076356-0.0014306i,-0.0017905-0.0024843i,-0.0022105-0.0027309i,-0.0015923-0.0024687i,-0.00092354-0.0019206i,-0.00055531+0.00012055i,-0.00030018+0.00077997i
-0.00089796-0.019734i,-0.022023-0.038164i,-0.044935-0.073726i,-0.045623-0.083694i,-0.031795-0.059974i,-0.019678-0.023973i,-0.010779-0.0016792i,-0.005621+0.0031558i,-0.0019831+0.0021888i,-0.0014544+0.0014591i,-0.0012292+0.0011493i,0.0012267+0.0010883i,0.0039912+0.0027811i,0.005149+0.0041408i,0.0043475+0.0024177i,0.0027929+0.00030699i,0.00063932+2.9869e-05i,-0.0020562+0.0012224i,-0.0030484+0.0021206i,-0.0026533+0.0018185i,-0.002161+0.00059878i,-0.0016423-0.00066295i,-0.00075852-0.0010671i
0.0024505+0.011068i,0.010384+0.032835i,0.010526+0.063285i,0.00080114+0.071631i,-0.0046584+0.049355i,-0.0032653+0.018801i,-0.0024663+0.0039543i,-0.0022712+0.002661i,-0.0015366+0.0028088i,-0.00079923+0.0023359i,-0.001034+0.0013056i,-0.0023903-0.00089509i,-0.0032932-0.0025331i,-0.0025964-0.0029721i,-0.0010571-0.001488i,6.3683e-05+0.00078553i,0.0006832+0.001694i,0.0018118+0.00086318i,0.0029472-0.0004013i,0.0029289-0.00087419i,0.0014133-0.00040754i,0.00033832+0.00021995i,0.00050764+0.00043483i
-0.0052553-0.0069351i,0.00044969-0.026014i,0.016698-0.046114i,0.02996-0.049023i,0.024872-0.03242i,0.010521-0.014465i,0.0018913-0.0070352i,-7.2188e-05-0.0055233i,-0.00046215-0.0032738i,-0.00072738-0.0015604i,-0.00093506-0.0005841i,0.00010257+0.00077473i,0.00056824+0.001677i,-0.00034469+0.0012459i,-0.0013043+0.00015314i,-0.0015152+0.00058065i,-0.0013592+0.00088322i,-0.0017209-0.00020181i,-0.00257-0.00077979i,-0.0024913-0.00014086i,-0.0012642+0.00070762i,0.00071784+0.0013861i,0.001554+0.0019745i
-0.0020846+0.0088072i,-0.014286+0.023428i,-0.036132+0.034802i,-0.048928+0.029264i,-0.036642+0.014429i,-0.015042+0.0037998i,-0.0033194+0.0028082i,-0.0010614+0.0048349i,-5.5619e-05+0.0030223i,0.00088837+0.00069265i,0.00074733-0.00077934i,-7.1844e-05-0.0019689i,-0.00022494-0.0024163i,-0.00020967-0.0021517i,-0.00092912-0.00072609i,-0.0010963+0.00037337i,-0.00074759+0.0010721i,0.00028213+0.0027046i,0.0013537+0.0036505i,0.0014332+0.0035193i,0.00096927+0.0014387i,0.00022732+0.00040084i,8.6301e-05+0.00029191i
0.004567-0.0041267i,0.02158-0.010821i,0.04686-0.0097053i,0.057105+0.00087538i,0.03973+0.0069878i,0.017044+0.0031674i,0.0053439-0.002349i,0.0019175-0.0028816i,0.0016423-0.001301i,0.0023528-0.0006467i,0.0020315-0.0014228i,1.9625e-05-0.00091309i,-0.0017112+0.00045855i,-0.0016155+0.00051176i,-0.00052809-0.00038098i,-8.9436e-05-0.00092232i,0.00040494-0.0010874i,0.0013267-0.0017487i,0.0016491-0.0023028i,0.0013932-0.0023727i,0.00083055-0.0016451i,-5.0609e-05-0.00012093i,-0.00016927+0.00073539i
-0.0070333+0.0031389i,-0.022704+0.0035339i,-0.042886-0.0074835i,-0.04619-0.021516i,-0.02646-0.019151i,-0.0093097-0.0083206i,-0.0056529-0.0021865i,-0.0052031-0.0003599i,-0.0019596+0.00034295i,0.00022546+0.0019195i,-0.00033292+0.0030062i,0.00076414+0.0020513i,0.0027048+0.0011569i,0.0024089+0.0010951i,0.00087476+0.00058481i,-0.00026216+0.00016358i,-0.00079103-0.00059151i,-0.00090437-0.0010667i,-0.0010554-0.00096907i,-0.0011135-0.00029165i,-0.00030782-0.00023689i,0.0012275-0.00072721i,0.0020288-0.00073456i
0.0056799-8.2765e-05i,0.018548+0.0070687i,0.030049+0.026055i,0.027351+0.03937i,0.014006+0.02789i,0.0056748+0.0080205i,0.0038678+0.00011496i,0.0023823+0.00070248i,-0.0003673+0.0021703i,-0.0021216+0.002526i,-0.0027334+0.0024729i,-0.0030117+0.0019125i,-0.0030429+0.00067095i,-0.0022791-0.00038731i,-0.00090323-0.00029465i,-0.00019911-0.00013084i,-0.00032423-0.00012111i,-0.00018782+0.00044905i,0.0016065+0.0014262i,0.0026482+0.0011015i,0.001875-0.000268i,0.00043656+0.00014417i,-0.00038493+0.0010026i
-0.006665-0.0029407i,-0.012825-0.01437i,-0.013155-0.035522i,-0.0026213-0.045677i,0.0040603-0.033055i,0.0018152-0.015388i,-3.6028e-05-0.0062319i,-0.00071839-0.0031103i,-0.0017522-0.0013952i,-0.0028083-0.0013211i,-0.0028738-0.0014957i,-0.0019755-0.00058117i,-0.00077348+0.0004279i,1.84e-05+0.00014647i,-0.00013213-0.00050023i,-0.00036434-0.00058228i,-2.3434e-05-8.6448e-05i,0.00020251+0.00028517i,0.00048449-0.00022736i,-0.0001417-0.0011236i,-0.00037269-0.0011248i,0.00068-0.00027332i,0.00061832+0.00037403i
0.0026621+0.004826i,0.0030596+0.017314i,-0.0046556+0.035682i,-0.015783+0.038515i,-0.015307+0.022292i,-0.0050684+0.0057463i,-0.00018023+0.00085239i,-0.00085385+0.0023599i,-0.00042467+0.0011452i,0.00091107-0.001129i,0.0018017-0.0020887i,0.0015701-0.003147i,0.00038239-0.0036121i,-0.00035068-0.0022687i,0.00015967-0.00039249i,0.00039072+0.0006559i,-0.00011038+0.00072019i,-0.00077681+0.001542i,-0.0012328+0.0029171i,-0.0013215+0.0033769i,-0.0012375+0.0023128i,-0.00091577+0.00085347i,-0.0006677+0.00054326i
-0.0018908-0.0041213i,0.0039453-0.014325i,0.018229-0.025198i,0.030959-0.022207i,0.02552-0.010863i,0.010209-0.0057977i,0.00049898-0.0062799i,-0.0014337-0.0040655i,0.00051443-0.00047318i,0.002301+0.001433i,0.0030786+0.0016693i,0.003023+0.0012009i,0.0018202+0.00095777i,0.00020388+0.00017196i,-0.00096788-0.001189i,-0.0009238-0.0013512i,-0.00093429-0.00041807i,-0.00058143-0.00077064i,0.00041829-0.0012121i,0.0015611-0.00058174i,0.0015156-0.00035877i,7.2965e-06+0.00016642i,-0.00058124+0.00069201i
-0.00011095+0.0016436i,-0.010562+0.0074893i,-0.028539+0.0092083i,-0.037995+0.0011922i,-0.027658-0.00533i,-0.012313-0.0035124i,-0.0053082-0.00079613i,-0.0023009+0.00028366i,-0.0012252+0.0019452i,-0.0016274+0.0034992i,-0.0010079+0.0037125i,-3.9487e-05+0.0028248i,0.00018826+0.0021958i,0.00024518+0.0014551i,0.00027179+0.00050285i,0.00029759+0.00086113i,0.00061406+0.00068639i,-0.00046212-0.00044006i,-0.0015683-0.0013205i,-0.00056766-0.0020333i,5.989e-05-0.0010327i,0.00046119-0.00026068i,0.00053122-0.0005866i
0.0030108-0.0020721i,0.012322-0.0035676i,0.026899+0.0017028i,0.02917+0.012194i,0.015735+0.012362i,0.0046979+0.0039023i,0.003179-0.001021i,0.0023347-0.00080821i,-0.0011672+0.00015781i,-0.0032394+0.00031266i,-0.0034947-0.00030293i,-0.0033635+0.00038638i,-0.0017531+0.0019978i,4.6024e-05+0.0017666i,0.00015008+1.0502e-05i,0.00024215-0.0017121i,0.0006813-0.0017799i,0.0010428-0.00033114i,0.0010322+0.001127i,0.00023004+0.0015578i,-3.6026e-05+0.0015085i,-0.00069387+0.00084767i,-0.0014935-0.00018928i
-0.0031612-0.00054623i,-0.010491-0.0042349i,-0.019674-0.015614i,-0.017659-0.025981i,-0.0071595-0.020809i,-0.0019419-0.0075968i,-0.0029448-0.0011047i,-0.0035298-1.6554e-05i,-0.0024224-5.955e-05i,-0.0019277-0.0017193i,-0.0018572-0.0028707i,-0.0014652-0.0022655i,-0.00039486-0.0012241i,-0.00018069-0.00095838i,3.7849e-05-0.0011459i,0.0008558-0.00012504i,0.0015126+0.00055567i,0.0012384+0.00020627i,0.00045651-0.00068284i,0.001452-0.0011865i,0.0016772-0.0009762i,0.00098233-0.0012571i,0.0010181-0.0015913i
0.0039628+0.0013388i,0.0080357+0.0064842i,0.0094176+0.01884i,0.0024097+0.027349i,-0.0048621+0.01882i,-0.0031781+0.0053665i,-0.00025183+0.001067i,0.00016327+0.0017232i,0.0018255+0.0014686i,0.0029609-9.8684e-05i,0.0024315-0.0012322i,0.0014931-0.0010086i,0.00058241-0.00052839i,0.0006536-0.00011941i,0.0001739-0.0004318i,-0.00090791-0.00019967i,-0.0012907+0.00036416i,-0.0018268+0.00053i,-0.0016238+0.00045544i,-0.0014185+0.000238i,-0.0019943+0.00055539i,-0.0014093+0.00040834i,7.4952e-06-8.803e-05i
-0.00051543-0.0029989i,-0.0017647-0.010309i,0.00234-0.021084i,0.010472-0.023136i,0.011681-0.013546i,0.0049071-0.0066456i,0.00040563-0.0043611i,1.3496e-05-0.0017356i,0.00020304+0.00073468i,0.00035425+0.0023004i,0.00084667+0.0023754i,0.0022177+0.001576i,0.002875+0.0012174i,0.0017859+0.00075195i,0.00028927+0.0006244i,-0.00068008+0.0006212i,-0.0013387+0.00022411i,-0.0013627+0.00020814i,-0.0003476+0.00056562i,0.0013098+0.00068462i,0.0017734+0.00076396i,0.00060726+0.0013374i,0.00020114+0.0017099i
0.0023191+0.0038652i,0.00090544+0.0091934i,-0.0065422+0.013848i,-0.015116+0.0094707i,-0.013761-7.1166e-05i,-0.0061515-0.003207i,-0.0029034-0.00085758i,-0.0027074+0.0020368i,-0.0028489+0.0037692i,-0.0031804+0.0030117i,-0.0036182+0.0020178i,-0.0037853+0.0012699i,-0.0024899+0.00069611i,-0.0012988+0.00049472i,-0.0010721-4.5227e-05i,-0.00086892-0.00099506i,-0.00034793-0.0014376i,0.00083938-0.0003072i,0.0014793+0.00041029i,0.00070647-0.0011115i,-0.00072363-0.0023918i,-0.0011049-0.0018843i,-0.0005844-0.0012377i
0.0011714-0.002381i,0.0049739-0.0057415i,0.012926-0.0072611i,0.017928-0.0012188i,0.011995+0.0041026i,0.0042052+0.0006227i,0.0013366-0.0018245i,0.00041301-0.00059229i,-0.00068372-0.00074808i,-0.0015769-0.0013042i,-0.001779-0.0010798i,-0.0010001-0.00044998i,-0.00030614+0.00061711i,-0.00042086+0.0011651i,-0.0005544+0.00089519i,-0.00036178+0.00087598i,0.0010045+0.00059676i,0.0016202+0.00034411i,0.00075526+0.000764i,7.4809e-05+0.0011274i,0.00044063+0.00080786i,0.00030414+0.00036142i,-0.00011955-0.00010369i
0.00060408+0.0032553i,-0.0036233+0.003962i,-0.010326+0.00019137i,-0.012395-0.0094125i,-0.0053318-0.013727i,-0.00029824-0.00863i,-0.0016325-0.0036505i,-0.0017033-0.0018938i,-0.00031475-0.0016206i,7.9091e-05-0.001797i,0.00065143-0.002487i,0.00066804-0.0033624i,-0.00025371-0.0031887i,-0.00069573-0.0019256i,-5.4317e-05-0.00062948i,0.0012261+0.00012754i,0.0012363+0.00017609i,0.00016732+0.00079831i,0.00023395+0.0012829i,0.00096711-0.00021334i,0.00081492-0.0011693i,-0.00024775-0.00083937i,-0.00073399+0.00023809i
0.0019711-0.0017027i,0.0063192-0.0013105i,0.010305+0.004191i,0.0069825+0.010707i,-0.00051593+0.0086904i,-0.0015497+0.0019095i,4.3565e-05-0.0016623i,-0.00036937-0.0010853i,-4.0031e-05+0.00033182i,0.0016128+0.0010534i,0.0023809+0.0012545i,0.0016952+0.0013605i,0.00015282+0.0011691i,-0.00090323+0.00077305i,-0.00032413-3.1767e-05i,0.00021787-0.0003598i,0.00014604+0.00063415i,-0.00017427+0.0011292i,-0.00087266+0.00039608i,-0.0016311+0.00061708i,-0.0016836+0.0016882i,-0.00028757+0.0018643i,0.00070009+0.0016474i
-0.00084769-0.00075999i,-0.0059477-0.0031102i,-0.0088789-0.0093035i,-0.0038363-0.014826i,0.0023232-0.010371i,0.0016183-0.0046834i,-0.0014681-0.0023403i,-0.0012592+0.00054599i,-0.00021968+0.0021909i,9.0338e-05+0.0024017i,0.00043914+0.0021197i,0.0015314+0.0019906i,0.0023431+0.0018175i,0.0016556+6.9475e-06i,0.00056762-0.0015314i,0.00026501-0.0013551i,0.00015445-0.0016997i,-0.00043842-0.0020475i,-0.00093621-0.0012979i,-0.00013165-0.00018888i,0.00082077-9.3528e-05i,0.00098299-0.00054847i,0.00015316-0.00022314i
0.0006017+0.0019569i,0.0041731+0.0043261i,0.0046013+0.0098777i,-0.0006977+0.011384i,-0.003211+0.0039883i,-0.0011528-0.001368i,-0.00019008-0.00061073i,-0.0017037+0.0012826i,-0.0029189+0.0016911i,-0.0030705+0.0014324i,-0.0034206+0.00095237i,-0.0040829+0.0013829i,-0.0035996+0.0015049i,-0.0022471+0.00063964i,-0.0018049-0.00017091i,-0.0019049-0.00028068i,-0.0019811+0.00050348i,-0.0012637+0.00081976i,4.0996e-05-0.00011118i,0.00081985-0.0014774i,-0.00045597-0.0017814i,-0.0014323-0.00068181i,-0.00062903+0.00037882i
-0.0007871-0.001733i,-0.00084571-0.0047616i,0.00068584-0.0084613i,0.0044985-0.0074742i,0.0042343-0.0026087i,0.0014623-0.0019899i,-0.0007551-0.0027183i,-0.0018127-0.0019542i,-0.0012639-0.0006799i,-0.00076407-0.00047461i,0.00017559-0.0014086i,0.001225-0.0012989i,0.0017615-0.00025015i,0.0012922+0.00078146i,0.00073793+0.0012383i,0.00090027+0.0018971i,0.0018078+0.0026675i,0.0020713+0.0016028i,0.00069432+0.00047677i,0.00032793+0.00087451i,0.00065039+0.001069i,0.00096289+0.0004312i,0.00077791+7.1832e-06i
-0.00011062-0.00036235i,-0.0012311+0.0037288i,-0.0062643+0.0066677i,-0.010299+0.0039538i,-0.0072405-0.00061607i,-0.0021872-0.00042725i,-0.0010062+6.55e-05i,-0.0011927-0.0002558i,-0.00065754-9.538e-05i,-7.9909e-05-0.00099966i,0.00019143-0.0014289i,0.00034146-0.00078604i,0.00056534-0.0010482i,0.00074716-0.0019467i,0.00075493-0.0020132i,0.00046605-0.0023007i,4.4789e-05-0.0022707i,-0.000748-0.00073489i,-0.00018807+0.00020356i,0.0014714-0.00061967i,0.0012653-0.0017264i,0.0002156-0.0012652i,-0.00018417-0.00059657i
-0.00022633-0.0022622i,0.0025118-0.0038947i,0.0060023-0.0038242i,0.0054243+0.00050413i,0.00065152+0.0042694i,-0.00050717+0.0025636i,0.0015685+0.00026782i,0.0014019+0.00067529i,0.00058094+0.0014775i,0.00021586+0.0019122i,0.00033477+0.0020656i,0.0013169+0.0013263i,0.0013527+0.001118i,6.0929e-05+0.0014741i,-0.00027969+0.0014935i,-0.00010554+0.0018347i,-0.00061668+0.0018568i,-0.00057709+0.0014113i,4.4785e-05+0.0012199i,-0.0008604+0.0010107i,-0.0017705+0.00094038i,-0.00075756+0.0010341i,0.00017455+0.00098625i
0.0008304+0.00056236i,-0.0022537+0.0014721i,-0.0045557+0.00020621i,-0.0025185-0.0039393i,0.0018951-0.0061113i,0.0029739-0.0039508i,0.00034788-0.0028213i,-0.00043305-0.0015496i,0.00049938+0.00046483i,0.00086645+0.00039318i,0.00059961-0.00030384i,0.00020038-0.00083241i,0.00017131-0.0016336i,0.00042633-0.0022234i,0.00057064-0.0014352i,0.00089594-0.00069084i,0.0013794-0.00092102i,0.0011489-0.00050231i,0.0004485+0.00016103i,0.00033323+0.00022555i,0.00076734+0.00034018i,0.00037947+0.00048523i,-0.0001559+0.00031945i
0.0025013+0.00099687i,0.0049565+0.00033216i,0.0064375+0.00077467i,0.0029118+0.0016461i,-0.0013988-0.00076454i,-0.0022454-0.0034339i,-0.0024517-0.0026189i,-0.0026586-0.00075958i,-0.0019781+0.0003533i,-0.0013768+0.00056226i,-0.0016978+0.00014561i,-0.0020785+0.00090611i,-0.0013517+0.0016559i,-0.00065829+0.0011051i,-0.0012819+0.00015863i,-0.0019349-0.00049843i,-0.0014368-0.0011186i,-0.0011091-0.0019151i,-0.0005556-0.0021198i,-0.00078135-0.0016856i,-0.00083327-0.0014905i,-0.00031408-0.0006822i,-0.00021725+0.00091597i
0.00030195-0.00094157i,-0.003276-0.0027895i,-0.0056443-0.0057726i,-0.0040667-0.0051725i,-0.0027527-0.0019352i,-0.0021714-0.00031057i,-0.0005267+4.4785e-05i,-0.00037931+0.00083403i,-0.00055848+0.0014271i,0.00025613+0.0013169i,0.00086438+0.0007899i,0.0011352+0.00025684i,0.00049658-3.084e-05i,8.7425e-05+5.5898e-06i,0.00036997+0.00026239i,-0.00027273+0.0013563i,-0.00072171+0.0022159i,-0.00057953+0.002048i,7.925e-05+0.0016382i,0.00083806+0.0015082i,0.00074676+0.0010236i,8.258e-05-6.9129e-05i,0.00041853-0.00037801i
0.0025188-0.00058066i,0.003454+0.00093563i,0.003189+0.0033114i,0.00059451+0.0028592i,-0.00032687-0.00072968i,0.00047448-0.0016587i,0.00045366-0.0012611i,0.00062237-0.0010848i,9.4205e-05-0.00080096i,-0.001474-0.00056289i,-0.0024772-7.0319e-05i,-0.0025124+0.00055958i,-0.0025826+0.00042895i,-0.001875-0.00016367i,-0.00061606+9.097e-06i,0.00043379-0.00041679i,0.0008418-0.0013148i,0.001344-0.0013951i,0.0021624-0.00095668i,0.002494-0.00094636i,0.0021874-0.00096908i,0.00079403-0.00036924i,-0.00088758+0.00033353i
