-0.0018771+0.00081752i,-7.4442e-05+0.00070496i,-0.00048025-0.00030825i,-0.00085057-0.0017197i,-0.0010957-0.0022926i,-0.00082112-0.0019549i,0.00063678-0.00049421i,0.0021402+0.00029603i,0.0028244-0.00033426i,0.0029307-0.00081639i,0.0017354-0.0010935i,0.00059187-0.0011523i,0.00016144-0.00044589i,-0.00015694-0.00063661i,-0.00039503-0.0011838i,-0.00056862-0.00094311i,-0.00072139-0.00089774i,-0.00071099-0.00045439i,-0.00022063-0.00034313i,0.0006228-0.00043552i,0.00024297+0.00021789i,-0.0005548+0.00028818i,-0.00061421-0.00040596i
0.00033321+0.00064973i,-0.00061565-0.00011392i,-0.0010234-0.00066525i,6.5394e-05-0.00088397i,0.00049673-0.00078123i,-7.9138e-05+0.00010998i,-0.00072398+0.0011862i,-0.00050312+0.00075294i,0.00053838-0.00060681i,0.00095492-0.0010343i,0.00050047-0.00028635i,0.0012648-0.00023475i,0.0015061-0.00094825i,0.00057458-0.00059197i,4.6298e-05-0.00032408i,-0.00077711-0.00032579i,-0.0013794-0.00028122i,-0.00084401+4.046e-05i,-0.0007387+0.00033877i,-0.0011618+0.00068104i,-0.00076072+0.0013308i,0.00011053+0.00099729i,-4.5144e-05-1.059e-05i
0.0016095+0.0013986i,0.0014641+0.001393i,0.0019859+0.0007363i,0.0026387-0.0021308i,0.0020411-0.0032288i,0.00059718-0.0016155i,0.00010807-0.00063784i,0.00065919-0.0015451i,0.0014728-0.0018455i,0.0013264-0.0012334i,0.00085191-0.00080586i,0.00069206-0.00077982i,-9.8114e-05-0.00041523i,-0.0010434-0.00026321i,-0.00064761-0.00034056i,-2.4328e-05-0.00087801i,4.6641e-06-0.0012984i,5.0107e-05-0.0010492i,-8.6027e-05-0.00091238i,-0.00059854-0.0013209i,-0.00036623-0.001311i,0.00023294-0.00025297i,0.00043482+0.00038199i
-0.00070289-0.00022993i,-0.00043154-0.0005297i,-0.00037067+0.00031749i,-0.00091683-0.00094395i,-0.00097247-0.0035821i,-0.00089416-0.0039102i,6.392e-05-0.0023507i,0.00024836-0.0014892i,-0.00016103-0.0011113i,0.0005723-0.00050898i,0.0014984+0.00011104i,0.0012266+0.00080463i,0.00066132+0.00053808i,0.00077247-0.00028023i,0.00075442-0.00049076i,-3.5586e-05-0.0006152i,-0.00052555-0.0012606i,0.00010632-0.0012743i,0.0001992-0.00065128i,-6.0156e-05-0.00016382i,0.00041448-0.00016091i,0.0006698+0.00043328i,5.6439e-05+0.00065082i
-0.00011742+0.00042898i,0.00037986+0.00071421i,0.00061645+0.00097906i,0.00039641-0.00085792i,0.0003686-0.0020533i,0.00048089-0.00085875i,0.0014487-0.00052349i,0.0017323-0.00050582i,0.0009844-0.00040556i,0.0010392-0.00016528i,0.0012022-0.00012854i,0.0012938-0.00088481i,0.00038927-0.0010786i,-0.00064825-0.00070884i,-0.00038352-0.00073843i,-6.3427e-05-0.00077378i,7.8922e-05-0.00043274i,0.0001527-0.00046706i,0.00021344-0.00029686i,-0.00025236+0.00057773i,-0.0010332+0.00056611i,-0.00092453+2.8826e-05i,-0.00014373-0.00037952i
-0.0028736+0.0010109i,-0.0012582+0.00070051i,0.00083132+0.00062489i,0.0016759-0.00029764i,0.00026919-0.0031409i,0.00015546-0.0040514i,0.00080683-0.0020754i,0.0008868-0.0012013i,0.0010103-0.001152i,0.0014269-0.00079064i,0.0018238-0.0005848i,0.0011904-0.00050652i,0.00086607-0.00025193i,0.00079914-0.0010925i,0.00028139-0.0012597i,6.6043e-05-0.00048922i,-0.00057123-0.00014688i,-0.0010042+0.00012518i,-0.00041624-0.00037397i,0.00062373-0.00067826i,0.00072197+0.00028092i,0.00022482+0.0006355i,0.00023369+0.00031852i
-0.00085961+0.00060246i,-0.00023341-0.00025705i,5.2165e-07-0.00051688i,0.00093776-0.0015686i,0.00082406-0.0020511i,3.0035e-05-0.0015945i,-0.00017823-0.0013546i,0.00058654-0.0013509i,0.0013002-0.0013332i,0.0010081-0.0010442i,0.00080415-0.00032558i,0.00053091+0.00028195i,0.00012953+0.00065011i,0.00019066-9.9099e-05i,3.8336e-05-0.0013388i,-0.00033284-0.0014755i,-0.00039941-0.00057957i,-7.3748e-05+0.00021377i,0.00046751+0.00068339i,0.0003568+0.00046482i,0.00019415+0.00027935i,8.1541e-05+0.00026549i,0.00058471+0.00021012i
-0.0017796+0.00013891i,-0.00079131+0.00048338i,-0.00021427+0.0018217i,0.00078036-1.3575e-05i,0.0007071-0.0019113i,7.3051e-05-0.0021461i,9.5079e-05-0.0016376i,0.00090811-0.0013264i,0.0019486-0.00064663i,0.0016344+0.0002951i,0.0015595+0.00043185i,0.0023468+5.161e-05i,0.0024186-9.7267e-05i,0.00098819-0.0011713i,0.00064918-0.00188i,0.00070865-0.0015366i,-0.00043256-0.0015999i,-0.00022292-0.0012595i,0.00055361-0.00020347i,0.00018718-0.00021267i,-0.00011672-0.00033516i,0.00048467-0.00019i,0.0006921-0.00014404i
-0.0011399-0.0018921i,-0.0011465-0.0011364i,-0.0022054-0.0024061i,-0.0023929-0.0040665i,-0.0022948-0.0038358i,-0.0011994-0.0018223i,0.00035216-0.00097332i,0.0010152-0.0021946i,0.001167-0.0018983i,0.00051691-0.00092845i,-5.6496e-05+0.00030479i,0.00052312+0.0011225i,0.00047487+0.0003742i,4.0601e-05-0.00096967i,0.00059338-0.0015892i,0.00048682-0.0016012i,0.00023904-0.001425i,6.4335e-05-0.00092141i,2.971e-05-0.0007445i,-0.00023963-0.00023124i,-0.0006796+0.00091156i,-0.00044241+0.0016929i,-0.00071636+0.00057996i
-0.0002614+0.00052788i,0.0004032-0.00013793i,0.0020702-0.0015038i,0.001944-0.0029453i,0.0004096-0.0030291i,-0.00013715-0.0023462i,0.00075203-0.0011642i,0.00071554-0.00085906i,0.00025267-0.00086556i,0.00043592-0.00055186i,0.00083827-0.00012136i,0.00047289+0.00057418i,-0.00039082+0.00083717i,-0.00051293+0.00072731i,1.6264e-05+1.029e-05i,0.00048512-0.00077877i,0.00021449-0.00055377i,0.00015514-0.0001716i,0.00014386+8.1688e-05i,-0.00042048+0.00049915i,-0.00042903+2.3701e-05i,0.00086186-1.201e-05i,0.0012649+0.0001597i
0.0030138+0.00079025i,0.0025068+0.00048477i,0.0021284-0.0018752i,0.0010951-0.0047087i,-0.0010862-0.0059202i,-0.0023699-0.0039772i,-0.0005412-0.0014549i,0.0017949-0.0011617i,0.0017592-0.0013894i,0.00045878-0.0010787i,0.0009729-0.00090947i,0.0013858-0.00079175i,0.0006185+0.00044379i,0.00038678+0.0012187i,0.00086861+0.00087846i,0.00068497-0.00024096i,-0.00089202-0.00094248i,-0.0015191-0.00070201i,-0.00037833-0.00071339i,-0.00016567-0.00078532i,-0.00022068-6.4144e-05i,0.00063752+0.00055882i,0.00087433-2.4011e-05i
-0.00066494-0.0013929i,-0.0018532-0.0007179i,-0.0019734-0.00079289i,-0.0012931-0.0012692i,-0.0012801-0.0012184i,0.00016045-0.0012978i,0.0015358-0.00068652i,0.0021771-0.00042881i,0.0029069-0.00027046i,0.0025203-0.00043184i,0.0009093-0.00035833i,0.0012033-0.00027935i,0.0018632-0.00053647i,0.0008361-0.00064293i,0.00074247-0.0010365i,0.0009934-0.0006927i,0.00056781-8.6372e-05i,0.00036943+0.00014705i,0.00065395+0.00074345i,0.00027368+0.00099786i,-2.3754e-05-5.1179e-05i,0.000901-0.00043695i,0.0008781-0.00039724i
-0.00090288-0.0016021i,-0.00027049-0.0019847i,-0.00047687-0.0022369i,0.00014314-0.0022533i,-0.00015507-0.0023447i,-0.00048711-0.0013368i,0.0010981-0.00044561i,0.0022537-0.00075988i,0.0024476-0.00089769i,0.0021916-0.00073524i,0.0010832-0.00047545i,0.00010235+0.00027428i,-0.00012816+0.00069839i,-0.00011498+4.8279e-05i,0.00065223-0.00069337i,6.919e-05-0.00080711i,-0.00099239-0.00055758i,-0.00082329-0.00041652i,-0.00023261-0.00071323i,0.00026856-0.00053736i,0.00024005-0.00031543i,8.3698e-05-0.00062684i,0.00048789-1.8595e-05i
-0.0010287+0.0015498i,-6.8222e-05-0.00017008i,0.00071241-0.001009i,0.0013419-0.0022643i,0.00091526-0.0034995i,-0.00033436-0.0028328i,-0.00043208-0.00078344i,0.00070454-0.00018133i,0.0019133-0.00085497i,0.0020252-0.0010102i,0.0010454-0.00058456i,0.00049909-0.00014144i,0.0002327+0.00046404i,0.00016693+0.00070729i,4.6003e-05+0.00015953i,0.00012542-0.00052971i,-1.1239e-05-0.0013812i,-4.7715e-05-0.0017088i,-0.00030499-0.001083i,-0.00047296-0.00031904i,4.5909e-05+0.00026693i,1.3368e-05+0.00028888i,-0.00068496+7.1875e-05i
0.00059672+0.00029278i,0.00044499-0.0008739i,0.00038281-0.0027697i,3.0771e-05-0.0038879i,-0.0011487-0.0042419i,-0.0014462-0.004221i,-0.00025491-0.0026653i,0.00067029-0.00099384i,0.00070693-0.0003705i,0.00068141-0.00021067i,0.00068352+9.8294e-05i,0.00091092+0.00016366i,0.00117-0.00064749i,0.001292-0.00084289i,0.00064145-0.00026123i,-0.00020699-0.00022285i,0.00020597-0.00076891i,0.00066028-0.00061005i,0.00011442+0.00023264i,-0.00042202+0.00031233i,0.00022251+0.00060427i,0.0010277+0.0011146i,0.00064348+0.00035774i
0.0025638+0.00023573i,0.0019952-0.0016646i,0.00216-0.002787i,0.002096-0.0044252i,0.0011789-0.0051699i,-0.00039496-0.0033734i,-5.5262e-05-0.00080871i,0.0012347+0.0001522i,0.001888-0.0005701i,0.0016227-0.00089314i,0.0016424-0.00075359i,0.0015025-4.8382e-05i,0.00098748+0.00057701i,0.00059805+0.00066652i,0.00069182-0.0001629i,0.0003486-0.00074443i,-0.00028626-0.00011659i,0.00040741+0.00051906i,0.0003904+0.0012582i,-0.00010315+0.0009219i,0.00019476+0.00035i,0.00076515+0.00014754i,0.00058542-0.00014178i
0.00011044+0.00056065i,-0.00014332+0.00076123i,-0.00062225-0.00035808i,-0.00035933-0.0020259i,-0.00080456-0.0030601i,-0.001418-0.0023782i,-6.3562e-05-0.001329i,0.0011709-0.0013775i,0.0003521-0.0018999i,-0.00016766-0.0018718i,-0.00024654-0.0012168i,-0.00034885-0.0006082i,2.8038e-05-0.0010504i,0.00039776-0.00099299i,0.00021708-0.00016563i,-0.00018877-0.00014448i,-0.00072323-0.00058002i,-0.00099873-0.0005428i,-0.00069495-0.00036602i,-0.00034784-0.00085641i,-0.00034365-0.0009017i,-0.0003832-2.376e-06i,4.1049e-05+0.00092602i
0.0010686+0.00089835i,0.0018559+0.00061427i,0.0020936-0.00028357i,0.00096887-0.0022305i,-0.00019539-0.0033228i,-0.00037684-0.0018794i,0.00044748-7.1203e-05i,0.0009078-0.00033767i,0.0013807-0.00079798i,0.0016006-0.0002798i,0.00059475-8.2808e-05i,-6.778e-05+0.00057846i,-0.00098253+0.0012605i,-0.0018829+0.0001644i,-0.00063858-0.00082473i,0.00067802-0.00054985i,0.00027213-0.00017278i,-0.00040687-0.00066452i,-0.0002097-0.0013138i,-0.00029939-0.00052609i,1.4861e-05+0.00060245i,0.001012+0.00051392i,0.0012825+0.00027672i
9.1684e-05-0.0012212i,-0.00018627-0.0010318i,-0.00099608-0.0014202i,-0.0010115-0.0022625i,-0.0013322-0.0020297i,-0.00079874-0.0009856i,0.00083169-0.0005514i,0.001619-0.0011302i,0.0015843-0.0015278i,0.0013841-0.0012944i,3.4555e-05-0.00076401i,-0.00028633+0.0002013i,0.0008061+0.00042378i,0.0001623-0.00060766i,-0.00083972-0.0011371i,-0.00078212-0.0007706i,-0.00071156-0.00020105i,-0.00065141+3.1966e-05i,-0.0005036+0.00029765i,-0.0005763+0.0002316i,-0.00069449-0.00024379i,0.00056337+3.9517e-05i,0.00086298+0.00018978i
0.00039415+0.00066751i,-0.0006576-0.00041945i,-0.00018361-0.0018878i,0.00097076-0.0041124i,0.00043888-0.004789i,-0.0013444-0.0037807i,-0.001363-0.0014916i,6.8484e-05-0.00012333i,0.0011851-0.00058629i,0.001339-0.0012866i,0.0007557-0.0016169i,0.00049238-0.00063465i,0.0010254+0.00021809i,0.0016001+0.00039131i,0.0011148-0.00075761i,0.00079255-0.0010052i,0.0007087+0.00070256i,-0.00039199+0.00090831i,-0.0012368-0.00019464i,-0.00076887+4.3552e-05i,-0.00078708+0.00074674i,-0.00073044+0.00022952i,-2.4098e-07-0.00092906i
-0.0016356-0.0017638i,-0.00073887-0.001355i,-0.00054996-0.0012697i,-0.0013618-0.0019618i,-0.0013501-0.00186i,-0.00039258-0.00063884i,0.00057543-0.00041214i,0.0014355-0.00087264i,0.0017819-0.00072514i,0.0013172-0.00092616i,0.0002966-0.0005469i,3.1e-05+0.0003824i,0.00072502+0.00067108i,0.0015474+0.00080338i,0.0011836+0.00037059i,0.00054955-0.0009146i,0.00082304-0.0017534i,0.0006935-0.00093823i,5.5276e-05+1.8346e-05i,0.00065282-0.00026687i,0.00080491-0.00013267i,0.00023654+0.00040245i,-2.7906e-05+8.8151e-05i
0.00068819-0.00045439i,-0.00051209-0.00072161i,-0.001631-0.0023166i,-0.001662-0.0046191i,-0.00075834-0.004502i,0.00044458-0.0024261i,0.0016771-0.001172i,0.0023376-0.00034762i,0.0021864-0.00065204i,0.0016709-0.0011304i,0.0014665-0.00060216i,0.0012367-0.00020683i,0.00091222-0.00056126i,0.00022008-0.00049271i,-0.00051729-3.1325e-05i,-5.2821e-05-0.00014935i,-8.1562e-05-0.00038322i,1.7413e-05-0.00020323i,9.5524e-05+0.00055244i,-0.0001289+0.00041271i,0.00014234+0.00019598i,0.0004251+0.00053747i,-6.673e-05+0.00065984i
0.0029419-0.00054902i,0.0012151-0.00084042i,0.00087291-0.0025607i,0.00038008-0.0048108i,-0.0011645-0.0053706i,-0.0022089-0.0033424i,-0.0011737-0.0014214i,0.0012506-0.0011982i,0.0025024-0.0013035i,0.0020314-0.0010843i,0.001012-0.001275i,0.00033301-0.00067067i,0.00021172+0.00083031i,0.00047454+0.0017614i,0.00044945+0.00090758i,3.5452e-05+0.00016481i,-0.00011379+0.00021638i,-0.0003311-3.2799e-05i,-5.5742e-05-7.3992e-05i,-0.00025488+0.0001262i,-0.00070793+1.497e-05i,-0.00043071+0.00059043i,-0.00044783+0.00052928i
-0.001768-0.0012741i,-0.0014601-0.00059502i,-0.0013326-0.00016673i,-0.00091991-0.00036987i,-0.00028795-0.00043747i,0.00051532+0.00065201i,0.001183+0.00071782i,0.00071412-0.00019795i,0.00023386-0.001327i,0.00074954-0.00088114i,0.0010742-8.9162e-05i,0.00065956+0.00041246i,9.0966e-05-0.00011421i,-0.00014218-0.0011341i,0.00026676-0.0012774i,0.00048835-0.00030597i,0.00038447+0.00025411i,0.00034083+0.00014234i,-7.1348e-05-0.00013701i,-0.00012012-0.00047351i,0.00053899-0.00058828i,1.8178e-05-0.00085836i,-0.0002989-0.0010233i
0.00057067-0.0015749i,0.00097264-0.0016975i,0.0015617-0.002119i,0.00026536-0.0030078i,-0.00049385-0.0032924i,-2.385e-05-0.00079388i,0.00061464+0.0011185i,0.00074672+0.00014222i,0.0013297-0.0013657i,0.0011912-0.001269i,8.9002e-05-0.0013259i,0.0004358-0.0013412i,0.00095646-0.00067201i,0.001203-0.00055968i,0.00059018-0.00013894i,-0.00031096-0.00038055i,-0.00072665-0.00033433i,-0.00024865+0.00043407i,0.00053578+0.000904i,-0.00025843+0.00041982i,-0.00052589-0.00065645i,0.00032256-0.00065178i,-4.08e-05-0.00073881i
-0.00055369-0.00051678i,-0.00034501-0.0014136i,-0.00042106-0.0033751i,-0.00062742-0.0040092i,-0.0011589-0.0032828i,-0.0010839-0.0017923i,0.00061122-0.00074061i,0.0019276-0.00068238i,0.0017548-0.001291i,0.0011395-0.0012251i,0.00022522-0.00022482i,0.00055795+0.00042531i,0.0015604+0.00063444i,0.0014564+0.00022106i,0.0011285-0.00072833i,0.00024625-0.0011867i,-0.00072959-0.00086667i,-0.0006925-0.00021747i,-0.00044993+0.00042778i,-0.00058+0.0010038i,-0.00010502+0.00038382i,-0.00019391-0.00043174i,-0.00062253-0.00044816i
0.0012447+0.0018806i,0.0013612+0.0020384i,0.0014748+0.0010237i,0.0016572-0.0012873i,0.0012826-0.0032807i,0.0012137-0.0033309i,0.0012826-0.0011303i,0.0017509+0.00028592i,0.0017693+0.00040555i,0.0010425-0.00085337i,0.00047031-0.0017257i,0.0009566-0.0010598i,0.0015352-0.00033111i,0.00094137-2.2571e-05i,0.00019353+0.00061743i,-0.0009986+9.9842e-05i,-0.00071202-0.00033519i,0.00049286+0.00013103i,0.00017433+0.00028429i,4.1147e-06+7.2639e-05i,0.00020612+0.0002855i,0.00041962+0.0013351i,-5.5316e-05+0.00097576i
0.0010463-0.0010446i,0.00053171-0.00076071i,5.821e-05-0.0015096i,-0.00029791-0.0023349i,-0.00039466-0.0026037i,-0.00087513-0.0015825i,-0.00070393-0.0010888i,0.00028521-0.0011179i,0.00077443-0.0011601i,0.0010107-0.00089086i,0.0014033-5.7056e-05i,0.0010901+0.00039096i,0.00042233-1.2264e-05i,0.00063701-0.00022558i,0.00075209-0.00012875i,0.00031039-0.0002018i,0.00042764-0.00019348i,0.00055216+0.00023799i,0.00038942+0.00085698i,0.00011042+0.00080494i,0.00040044+0.00083051i,0.0007473+0.0010599i,0.00055948+0.00014299i
0.0012895-0.00054754i,0.00049461-0.00077316i,-2.7971e-06-0.00074886i,-0.00019597-0.0012076i,0.00054245-0.0022758i,0.0016868-0.0016323i,0.0020526-0.000431i,0.0016083+5.1597e-06i,0.00078179-0.00062373i,0.00022739-0.0011975i,0.00053705-0.0012694i,0.00077486-0.0010137i,0.00015802-0.00056246i,-0.00051871-0.00066405i,0.00028971-0.00091239i,0.00045754-0.00079099i,-0.00042748-0.00058492i,-0.00037352-0.00056948i,0.00041075-3.4754e-05i,0.00097717+0.00041759i,0.00056603+0.00038253i,-6.872e-05+0.00053756i,-2.2702e-05+0.00023878i
-0.0017217+0.0017856i,-0.00033659+0.0025382i,0.00044989+0.0022237i,0.0012386-0.00049835i,0.0027427-0.0024793i,0.0018525-0.0017312i,0.00056532-0.00057702i,0.0009443-0.00038302i,0.0012122-0.00031449i,0.0013391-4.692e-05i,0.0014189-7.9141e-05i,0.0009657-0.0004841i,0.00017071-0.0004657i,-0.00042336-0.00077215i,-0.00089704-0.00090788i,-0.0010932-0.00076583i,-0.00022857+5.456e-06i,0.00034632+0.00091744i,0.0003768+0.00045314i,0.00037289-6.4878e-05i,-0.00015156-9.6225e-05i,4.6498e-05-0.00022299i,0.00042849-0.00045431i
-0.00014271+0.00054727i,0.00042088+0.0014629i,0.00094296+0.0013835i,0.00018922-0.00086607i,-0.00053718-0.0024673i,8.7716e-06-0.002207i,0.00046865-0.0011964i,0.00059385-0.00083312i,0.00086108-0.00099183i,0.00049625-0.0010944i,-0.00019465-9.9098e-05i,-0.00011135+0.0013985i,0.00011753+0.00096841i,1.6084e-06-0.0004971i,-0.00036751-2.5962e-05i,-0.00020232+0.0004173i,0.00047859-0.00039913i,0.00039428-0.00044311i,-0.00018346+0.00033812i,-0.00048314+0.00079426i,-0.00076075+0.0010422i,-0.00072021+0.0010334i,-0.00082324+2.9021e-05i
-0.0010885+0.001702i,-0.00013642+0.0015948i,0.00094059+0.00090467i,0.00035194-0.0003452i,2.1417e-05-0.0010296i,0.00081749+0.00022406i,0.00086427+0.00075523i,0.00099839-0.00032932i,0.0017281-0.00066586i,0.001633-0.00010308i,0.00038321-0.0001594i,3.6155e-05-0.00035848i,-0.00016235+0.0002975i,-0.00011149+0.00047379i,-0.00029889+4.9858e-05i,-0.00040079-0.00047104i,-3.3495e-05-0.00054446i,0.00011176-0.0005333i,0.00057593-0.00055254i,0.00081406-0.00070133i,0.00098365-0.0005766i,0.0010978-0.00033731i,0.00010305-0.0001326i
-0.0024102+0.00036383i,-0.00062962+0.0012813i,0.00056511+0.0012521i,0.0013795-0.0010682i,0.0015014-0.0034765i,0.0009919-0.0027822i,0.00084412-0.00079121i,0.0015448-0.0003232i,0.0012412-6.8224e-06i,0.0008195+0.00025172i,0.00070218+0.00012914i,0.00064667-6.6136e-05i,0.00082892-0.00077886i,9.6642e-05-0.0013353i,-0.00031357-0.0015478i,0.00072489-0.001276i,0.0013933-0.0010062i,0.00067101-0.00066394i,0.0001782-0.00086168i,1.2456e-05-0.0013484i,-5.9958e-05-0.00067128i,7.368e-05-0.00015788i,0.00019569+0.00017687i
-0.0015674-0.0012611i,-0.001365-0.0010703i,-0.00069092-0.0019068i,-0.0004765-0.0025314i,-0.00042522-0.0028462i,-3.2364e-05-0.0028012i,0.00085112-0.0019692i,0.0013098-0.001542i,0.0015862-0.0014715i,0.0007121-0.0017471i,0.00059981-0.0014549i,0.00099125-0.00068285i,0.00021731-0.00072109i,-9.4097e-05-0.00085579i,-0.00016176-0.00069716i,-3.7545e-05-0.00017361i,0.00037901+0.00027551i,0.00082396+4.0307e-06i,0.00028973-0.00070417i,-0.0003256-0.00077406i,-0.0001327+0.00059045i,0.00025214+0.0012966i,0.00098855+0.00029849i
0.0010868-7.6749e-05i,0.00025168-0.0014252i,-0.001067-0.0021061i,-0.002104-0.0019343i,-0.0027169-0.0023464i,-0.002186-0.0020357i,-0.00017037-0.0015167i,0.0011248-0.0015629i,0.0015097-0.0014223i,0.0016607-0.00085972i,0.00067082+0.00028397i,0.00050741+0.00082217i,0.0014135+0.0006618i,0.0014691+6.7475e-05i,0.00094266-0.00032709i,0.00038553-8.1075e-05i,-0.00024831+4.7402e-05i,-0.00062867-3.0827e-05i,-0.00063913-0.00044292i,-0.00068594-0.00032503i,-0.0011209+0.00049598i,-0.00088287+0.00085789i,-0.00047593+0.00023254i
-0.00030034+0.00037069i,0.0011449+0.00050396i,0.002386-1.7562e-05i,0.0016947-0.0014937i,0.00057395-0.0027223i,0.00043646-0.0021126i,0.00072395-0.00056676i,0.0012164-0.00035528i,0.0016018-0.00071831i,0.0016621-0.0006959i,0.0012724-0.00052776i,0.0012789-0.00035178i,0.00084668+0.0001488i,0.00016121-7.6218e-05i,0.00017173-6.1594e-05i,0.00062225-0.00012106i,0.00029159-0.0010402i,0.00015438-0.0013709i,0.00021735-0.0012528i,-0.00029439-0.0006244i,6.4175e-05-2.1395e-05i,0.0004181+0.00082778i,-0.00029659+0.0006074i
0.0006937-0.00089642i,0.0008114-0.001007i,0.00090513-0.0014287i,0.00012728-0.0028355i,-9.6138e-05-0.0033774i,0.00093989-0.0010297i,0.0018228+0.00024777i,0.0014743-0.0001543i,0.0012916-0.00021508i,0.0015924-0.0002682i,0.00097198-0.00053081i,0.00064189-0.00034673i,0.001249+0.00025605i,0.0015204+0.00043553i,0.0001411+0.00014571i,-0.00063954-0.00059572i,4.8501e-05-0.00057952i,2.2557e-05-0.00022512i,-9.9724e-05-0.00017183i,0.000334-0.00034692i,0.00032699-0.00013421i,-0.0001977-3.4767e-05i,6.8852e-05+0.00048092i
9.2337e-05-0.0010362i,-0.00018799-0.0003252i,-0.0015653-0.0011356i,-0.0017252-0.0020945i,-0.001448-0.0026408i,-0.0010962-0.0020821i,-3.1109e-05-0.00060472i,0.00089186-0.00041039i,0.001664-0.00080693i,0.0019006-0.00014458i,0.0012705+0.00030675i,0.0010547+0.00013684i,0.001219-0.00038961i,0.00088219-0.0011938i,0.0010585-0.00074502i,0.00080471+4.0279e-05i,0.00036547-0.00015137i,0.00087206-0.00041029i,0.00093969-0.00013087i,0.00046142+6.0373e-05i,0.00039422+0.00025103i,0.00032324+0.00042429i,9.4616e-05+0.00025523i
0.00064341-0.00070622i,0.0004546-0.00073643i,0.0011753-0.0018068i,0.0012402-0.0040931i,0.00047076-0.005507i,0.00053184-0.0040839i,0.0011077-0.0013838i,0.0014265-0.00060821i,0.0012578-0.001138i,0.0011163-0.0013111i,0.0014318-0.00046102i,0.00097382-5.488e-05i,0.00092657-0.00023053i,0.0014361+8.8183e-05i,0.0009763+0.00037605i,0.00054854+0.00018793i,0.00022101-0.00034603i,0.00018409-0.00052863i,-6.4805e-05+0.00035164i,-0.00032965+0.0005144i,-0.00012483+0.00024936i,-0.00026201-9.2566e-05i,-0.00040571+0.00013825i
-2.2479e-07+0.0008055i,0.0013568+0.00054381i,0.0017321-0.00036707i,0.00071399-0.0027623i,-0.00108-0.0038033i,-0.0015047-0.0031207i,-0.00072023-0.0013734i,0.00028801-0.00012174i,0.0014229-0.00064324i,0.0016839-0.0010998i,0.00096124-0.00074198i,0.00023867-0.00080968i,1.5135e-05-0.00086062i,-0.00042151+0.00017419i,-0.00070414+7.0697e-05i,0.00010207-0.0004863i,0.00013838+8.2772e-05i,-0.00049317+0.00018235i,-0.00038771-0.00054536i,-8.0375e-05-0.00052463i,0.00028111-0.00018274i,-0.00025087-0.00015799i,-0.00026724-0.00023279i
0.00068052-0.0013608i,0.00026308-0.00038259i,0.00021803-0.0015256i,0.00097803-0.0019143i,0.0014925-0.0021209i,0.00054573-0.0022131i,0.0002391-0.0014207i,0.0015985-0.0015074i,0.0019678-0.0017162i,0.001127-0.0013816i,0.00088757-0.00079168i,0.00067193-3.3416e-05i,0.00049734-0.00013033i,0.00042731+0.00022573i,0.00073994+0.00059246i,0.00063046+0.00050872i,5.9729e-06+0.00061147i,0.00032306+0.00075531i,0.00080654+0.00054378i,0.00074135+0.00070716i,0.00031022+0.00087402i,-0.00016276+0.00076144i,-0.00041631+4.9519e-05i
-0.0014489+0.00051789i,-0.00044278+0.0002396i,0.00048847+0.00027356i,0.00061144-0.00061202i,0.00017734-0.0020602i,5.0495e-05-0.0016463i,0.00026641-0.00098894i,0.00025035-0.00080389i,0.00019259-0.00040189i,0.00093086+0.00022729i,0.0014703-0.00052821i,0.0017185-0.0019273i,0.0012043-0.0015407i,0.00041324-0.00038694i,0.00022967+0.00035245i,0.00014394+0.00061227i,-0.00025631-0.0001846i,-0.00076605-0.00071213i,-0.000991+6.9623e-05i,-0.00047494+3.6372e-05i,-4.7008e-05-0.00022493i,-2.7412e-05+0.00017828i,0.00017228+0.00038889i
-0.0003576-0.0023532i,0.00019963-0.0011013i,-0.00047499-0.0011562i,-0.0019657-0.0026534i,-0.001802-0.0023195i,-0.00093592-0.0012433i,5.6666e-05-0.0013086i,0.0011607-0.0013427i,0.0012278-0.0010125i,0.00049083-0.001233i,0.00044559-0.00090056i,0.00055568-5.7534e-05i,0.00078203+0.0003223i,0.001109+0.00020058i,0.0011507-0.00055486i,0.00082091-0.00091203i,0.00026015-0.000504i,-0.00043033-0.00051385i,-0.0012063+1.055e-05i,-0.0011196+0.00096055i,-5.6546e-05+0.0015099i,0.0001291+0.0012622i,-0.00025872+0.00048533i
-3.5918e-05-0.0012316i,-0.00042694-0.0011547i,-0.00083569-0.0024897i,-0.0013598-0.0041173i,-0.00078729-0.0045576i,0.00021953-0.0027815i,0.001071-0.0012291i,0.0023227-0.0013709i,0.0024847-0.0013979i,0.0011417-0.00093025i,0.00074657-0.00031599i,0.00079711+0.00022383i,0.00014505+0.00039725i,9.4299e-05+0.00045108i,0.00044196+0.00019754i,0.00059344+0.00010079i,0.0007832-2.192e-07i,0.00038358-4.824e-05i,-0.00041385+9.6474e-05i,-0.00052497+0.00037651i,-0.00024352+0.00054891i,-7.8153e-05+0.00054832i,0.00010929+0.00058016i
