-8.4717e-05+0.00089297i,-0.00081636-0.00054797i,-0.00011659-0.0021875i,-0.00098118-0.0023839i,-0.0022113-0.00095161i,-0.0027663+0.0012913i,-0.0018438+0.0022352i,0.00014307+0.0016849i,0.00098682+0.0010234i,0.00096828+7.5237e-05i,0.00034488-9.2244e-05i,-4.1369e-05+0.00021484i,0.00055376+0.00025133i,-0.00021021+0.0001525i,-0.00049594-0.00021962i,0.00017804-0.00068378i,0.00055472-0.00091857i,0.0006158-0.0002505i,0.00014289+0.00044627i,6.2658e-05+0.000697i,0.00040681+0.00025945i,0.00059043-8.892e-05i,0.00041435-0.00041827i
-0.00041572+0.0009816i,0.00023029+0.0015207i,0.00074205+0.0018793i,0.00027001+0.0016801i,-0.00020443+0.001529i,-0.00056489+0.00089442i,-0.00038767-7.5213e-05i,0.00010167-0.00052356i,-0.00030169+0.0008991i,1.7644e-05+0.0011495i,0.00066241-0.0005165i,0.00088089-0.00082137i,0.00058778-0.00029687i,-1.937e-05-0.00021961i,-0.00015648-9.805e-05i,-0.00017039-5.8e-05i,-8.8775e-06-0.00058474i,0.00064279-0.00084292i,0.0012051-0.0003784i,0.00065885+4.7237e-05i,0.00065753-8.4725e-06i,0.0010684+0.00023835i,0.00091435+0.00067266i
0.00033292+0.00092065i,0.00030641+0.00075497i,0.00023397-0.00019126i,-0.00018333-0.0010726i,-0.00051129-0.0010597i,-0.00093386+0.00017097i,-0.0011776+0.0016377i,-0.001312+0.0015093i,-0.0014399+0.00089516i,-0.0015936+0.00076612i,-0.0015068+0.00066259i,-0.00071273+0.00058434i,0.00022316+0.00025039i,0.00042851+5.1094e-05i,0.00063706+0.00059166i,0.00025819+0.00085247i,-0.00059693+0.0007291i,-0.00047616-8.7428e-05i,0.00010717-0.00075354i,0.00049836-0.00012689i,0.00055271+0.00037238i,0.00048702+0.00033814i,0.00052199+0.0001194i
-0.00015858+0.00071105i,-4.2588e-05-3.6293e-06i,-0.00087433-5.2912e-05i,-0.0016984+0.00086723i,-0.0017533+0.0016773i,-0.00046895+0.0008418i,0.00027813-0.00049067i,0.00030918-0.00014534i,0.00023006+0.00095089i,0.00019605+0.0012875i,0.00053506+0.00085625i,0.00088577+0.00090742i,0.00063338+0.0010122i,-0.00022596+0.00019495i,-0.00048326-0.00029627i,-0.00031632-0.00045072i,5.8401e-05-0.00053245i,0.00019861-0.00047855i,0.00071884+3.9695e-05i,0.00094072+0.00036813i,0.00093528+0.00020687i,0.0006641+0.00049449i,0.00034121+0.00036982i
-3.1614e-05+0.0012394i,-0.00024917-1.8579e-05i,-4.4545e-05-0.0019038i,-0.00038794-0.0017853i,-0.0007369-0.0008346i,-0.00076719+0.0001614i,-0.00027582+0.00057478i,0.00040223-1.9935e-05i,0.00055646+0.00034647i,0.00074056+0.00035259i,0.00041657+0.00071716i,-0.0005713+0.00068034i,-0.00045497+0.00012984i,0.00038154-9.3838e-06i,0.00033572+9.3572e-05i,6.8325e-05+3.5937e-05i,-0.00056929+0.00033181i,-0.0010512+0.00058681i,-0.00092733-7.7768e-05i,-0.00071138-0.00040771i,-0.00013854-0.00033008i,0.00051458-0.00044085i,0.00090342+6.6349e-05i
-0.0015159-0.00010409i,-0.0012046-0.00017456i,-0.0015264+0.00074937i,-0.0020852+0.0011011i,-0.0023123+0.00070612i,-0.0016964-0.00024752i,-0.00070891-0.00061633i,-0.00026709-0.00039079i,0.00014722+0.00034727i,0.00035182+0.0010889i,0.00032542+0.00045337i,0.0010553-0.00065562i,0.00092698-0.00033552i,0.00031109-0.00039517i,0.00044103-0.00057859i,0.00026488-4.6108e-05i,-0.00013058-6.3589e-05i,0.00043001-0.00058942i,0.00090556-0.00028029i,0.00055527+0.00035282i,0.00019413+0.00070615i,-6.5993e-07+0.00069207i,0.00019485+0.00036988i
-0.00084728-0.0002569i,-0.0011225-8.1079e-05i,-0.0012167+7.9183e-05i,-0.00049958+0.00034437i,-0.00067281+0.00024445i,-0.0011677-0.00010493i,-0.0015881-0.00018801i,-0.001454+0.00014185i,-0.00067864+0.00082824i,-2.0048e-05+0.00075023i,0.00044505+0.00039324i,0.0004975+0.00062424i,0.00081314+0.00080281i,0.00074318+0.00091961i,-7.0865e-06+0.00048567i,-0.00037114+0.00014425i,-0.00016064+0.00040177i,0.00017452+0.0001722i,0.00055653+0.00022624i,0.00032524+0.00020937i,-2.9075e-06-0.00041741i,-4.0178e-05-0.00075656i,-0.00074464-0.00050276i
0.00086284-0.0014628i,0.00043175-0.0021196i,9.9679e-05-0.00046648i,-0.0011933+0.00089657i,-0.0026594+0.00052733i,-0.0023944-0.00010041i,-0.0010951-2.1507e-05i,-0.00063719+0.00054885i,-0.00088091+0.0010258i,-0.0004326+0.00080233i,0.00072192+0.00046775i,0.00068074+0.00039079i,0.00024385+0.00098374i,-0.00052361+0.000549i,-0.0012271-0.00045963i,-0.00061828-0.00023104i,0.00013386-0.00025758i,0.0007609-0.00063033i,0.0010567-2.2982e-05i,0.00041946+0.00032647i,7.5051e-05-0.00029462i,0.0006275-0.00012114i,0.00051042+0.00048054i
0.00024098-0.0017828i,0.00026295-0.0016686i,-0.00012122-0.00060377i,-0.00096032-0.00012763i,-0.0015382+0.00029032i,-0.00077019+0.00078303i,-0.00062275+0.00065595i,-0.00095907+0.00036102i,-0.00092798+0.00020697i,-0.00055149-3.959e-05i,0.00044016+0.00024021i,0.00097429+0.0005914i,0.00027351+0.00014365i,-0.000372-6.2612e-06i,-0.00023409+0.00029226i,3.709e-06+0.00030977i,0.00082534+0.00055121i,0.0013081+0.00057267i,0.00082059-0.00035347i,-0.00024686-0.00057217i,-0.00027883-0.00050694i,0.00033253-2.8e-05i,-4.8116e-05+0.00052434i
0.00012558+1.9205e-05i,0.00040058+0.00019054i,0.0011533+0.00046549i,0.00050334-0.00026619i,-0.00054825-0.00078636i,-0.0006126+0.00037881i,0.00030357+0.00060328i,0.00080689-0.0001047i,0.00029705+0.00068824i,0.00046448+0.0011534i,0.0012172+0.00057464i,0.0010882+0.0002005i,0.00041168-0.00045967i,4.6327e-05-0.00046508i,-0.00036762+2.4137e-05i,-0.00012104+0.00011352i,0.00012693+0.00046791i,-8.1871e-05+0.0010617i,0.00025452+0.00096767i,0.0011196+1.9416e-05i,0.00096818-0.00016515i,-7.8681e-05+0.00012747i,-7.5434e-06-5.277e-05i
0.0004932+0.0027303i,3.5044e-05+0.0027483i,0.00026667+0.0021743i,0.0010575+0.0013709i,0.00030976+7.9561e-05i,-0.00078267-0.00064485i,-0.00019889-0.00014691i,-0.00013871+0.00043321i,-0.00038598+0.001151i,-0.00021789+0.0012202i,-0.00036449-7.6495e-05i,-0.00026669-0.00085854i,-0.00032112-0.00063521i,-0.0003204-0.00059023i,0.00017558-0.00065741i,0.00018905-0.00026692i,0.00017806-0.00010482i,4.9067e-05-0.00035875i,0.00025002-0.00062901i,0.00096318-0.00020043i,0.0014689-1.6857e-05i,0.0006065-0.00032642i,-0.00018561-0.0001306i
0.0024007-0.0010098i,0.0019723-0.0020305i,0.00095033-0.0024421i,-0.00048871-0.0018204i,-0.0016326-0.0012724i,-0.0020525-0.00040454i,-0.00093929+1.1653e-05i,-0.00061702+0.00029348i,-0.00045962+0.00052103i,0.00054464+0.00025921i,-0.00030135+0.00018674i,-0.0016533+0.00033188i,-0.0015278+0.00051479i,-0.00085362+0.00051148i,-0.00035927-0.00012335i,-0.00025274-2.909e-05i,-0.00050346-2.5855e-05i,-0.00057375-0.00039674i,-0.00021017-0.00043572i,0.00015927+0.0001677i,0.00012493-0.00013401i,0.00031335-0.00090633i,0.00083004-0.00085958i
0.0011396-0.00035144i,0.0016187-0.00059075i,0.00070466-0.0011516i,0.0001965-0.0013002i,-0.00067392-0.0013564i,-0.0013856-0.00010841i,-0.00096496+0.00075661i,-0.00083489+0.00054891i,-0.00059956+0.00058123i,-3.4567e-06+0.00070016i,-0.00056623+0.00068866i,-0.0002373+4.4523e-05i,0.00051844-0.00017258i,0.00021065+0.00017341i,4.6115e-05+0.00048715i,-3.8373e-05-0.00012869i,-0.00019145-7.8805e-05i,-0.0004723+0.0010116i,9.1214e-05+0.00089002i,0.00064618+0.00040262i,0.00078973+0.00038057i,8.8727e-05+0.00023539i,-0.0002511-0.0001773i
-0.00012127-0.0014055i,-0.0013387-0.0012954i,-0.0018659-0.0019234i,-0.001549-0.001288i,-0.0019122-0.00023866i,-0.0016367+0.00041664i,-0.0010423+0.00043907i,-0.0014306+0.00057158i,-0.00050806+0.00070919i,0.00038978+0.00094511i,2.8434e-05+0.0010718i,-0.0001069+0.00067418i,0.00031599+0.00057495i,5.5147e-05+0.0014396i,0.00013232+0.0013306i,0.000399+0.00092007i,0.00016892+0.00059983i,0.00065138-0.00051131i,0.00032509-0.00055072i,-0.00076838-2.7504e-05i,-0.00095505-3.7316e-05i,-0.00095909-0.00073128i,-0.00031703-0.00094344i
0.0019939-0.0002888i,0.0016047-0.0011982i,0.00060133-0.0011719i,-0.00037484-0.0010741i,-0.0010573-0.0010458i,-0.0013231-0.00051695i,-0.0019518-0.0003234i,-0.0017847-0.00019334i,-0.0011719-0.00018113i,-0.00062137+0.00067823i,-0.00074045+0.0014114i,-0.0014122+0.00047455i,-0.0015525-0.00029853i,-0.00092771+0.00036241i,9.4249e-05+0.00082637i,0.00060054+0.00057079i,0.0006415-0.00022904i,9.9216e-05-0.00048082i,-0.00037606+0.000205i,-0.00024567+0.00023249i,0.00010025+7.7317e-05i,0.00020101+0.00015185i,-0.0001605+0.00012393i
0.0013603-0.00072451i,0.0015638-0.0010498i,0.0019424-0.0014157i,0.000329-0.0014679i,-0.0006111-0.0015081i,-0.00094208-0.0010109i,-0.0013977-0.0003676i,-0.0015136+0.00034503i,-0.0014244+0.00073679i,-0.00057835+0.00060164i,-0.00033264+0.00038464i,-0.00070618+0.00054106i,-0.00015267-0.0001648i,0.00055043-0.0012612i,0.00064776-0.0012833i,1.9042e-05-0.0010513i,-0.00027838-0.001125i,-0.00012892-0.0010303i,-5.5662e-05-0.00036606i,-0.0002963-0.00049631i,-0.00036506-0.0010242i,-0.00034775-0.00029067i,-3.4555e-05-0.00013311i
0.00067793-0.00020933i,0.00082173-3.2808e-05i,0.00028932-0.0014948i,5.2886e-05-0.0012778i,-0.0010857-6.0556e-06i,-0.00054556+0.00046114i,0.00023151+0.00041512i,4.103e-05+0.00040316i,0.0001305+0.0010929i,-0.00077052+0.0012469i,-0.0008421+0.0003753i,0.00059576+0.0001324i,0.0013984+0.00052848i,0.0005865+0.00042403i,-0.00018007-0.00010108i,0.00010485-0.00027534i,-1.8175e-05-0.00017836i,-0.00046333+0.00016727i,-0.00015781-3.4854e-05i,0.00035141-0.00024245i,8.9006e-05-0.00063135i,0.00016529-0.00087933i,0.00026777-0.00083975i
0.0028517-0.00093202i,0.0016831-0.00080868i,2.1333e-05-0.00067221i,-0.00020296-0.0014553i,-8.633e-05-0.0018033i,-9.3603e-05-0.00041413i,-0.00041931+0.00027767i,-0.00042204-0.00043923i,7.2466e-05+0.00018112i,-0.00013388+0.0011803i,-0.00022685+0.00026219i,0.00017348+9.9843e-05i,-0.00028526+0.00041804i,7.7989e-05-0.00015089i,0.00084733+0.00030121i,0.00046196+0.00082455i,-0.00013443+0.00065705i,-0.00039449+0.0010524i,-0.00036275+0.00034536i,-0.00010218-0.0004907i,0.00020543+0.00028218i,-0.00020436+0.0015296i,2.976e-05+0.0012351i
0.00019386+0.00066254i,0.001199+0.00087401i,0.0014164-0.00062889i,-7.002e-06-0.0019498i,-0.0012738-0.00033904i,-0.0017054+0.00047605i,-0.0010795-7.6036e-05i,-0.00097151+0.00035719i,-0.00048336+0.00069338i,-7.6412e-05+0.00059812i,-0.00082191+0.00042827i,-0.0007574+0.0004644i,0.00035208+0.00054462i,0.00081574+0.00053065i,0.00060517+0.00078382i,0.00015948+0.00065509i,6.3531e-05-0.00015593i,0.00018326-0.00088402i,0.00022446-0.00060172i,-0.00068462-8.8169e-05i,-0.00046873+0.00046754i,0.00080528+0.00078831i,0.00016341+0.00026255i
1.2079e-05+0.00056596i,0.00019629+0.0012192i,-0.001312+0.00068607i,-0.0010643+0.00086305i,-0.0010834+0.0012417i,-0.001516+0.00085834i,-0.00096729+0.00092676i,-0.00075572+0.00085613i,-0.00092812+0.00065336i,-0.00063153+0.00021032i,0.00029777-0.00066747i,0.00049374-0.00061326i,-0.00033985-0.00044861i,-0.00061462+0.00049052i,-0.00087042+0.00071785i,-0.00090032+9.231e-05i,0.00027148-8.1807e-05i,0.0013725-0.00015432i,0.001164-0.0002466i,0.0003391-0.00037861i,-0.00043648-7.2937e-05i,-0.00097172+0.00014918i,-0.00019342-0.00019009i
0.0003052-8.5147e-05i,-0.00037034-0.00083061i,-0.00080628-0.0020577i,-0.0019095-0.0020978i,-0.0019584-0.0013478i,-0.00075807-0.00044665i,-0.00063513+4.5354e-05i,-0.00099182+0.00012696i,-0.00092962+0.00021875i,-0.00065718+0.00036967i,-0.0002028+0.00023041i,8.2195e-07+0.00051071i,0.00015881+0.00019702i,-5.4982e-05-0.0003931i,-0.00011444+0.00030329i,8.6465e-06+0.00018079i,-0.00015001-0.00056558i,0.00014117-0.00065779i,0.00027076-0.00046182i,8.4966e-05-0.00048501i,0.00042658-0.00070767i,0.00061933+0.00024724i,0.0002282+0.00071198i
0.0017476+0.0035884i,0.00084727+0.002384i,0.0011445+0.0011528i,0.00091232+0.00037166i,-0.00047555-0.00030257i,-0.00052096-0.00084873i,-0.00013129-0.0010006i,0.00016886-0.00070473i,0.00037941+0.00050305i,0.0011339+0.00068809i,0.0015875-0.0001096i,0.00050103-0.00022213i,-0.00039656-0.00031167i,-0.00027589-0.00081036i,0.00041073-0.00078011i,-0.00010702+0.00019435i,-0.00062517+0.00075763i,0.00028173+0.0010495i,0.00096536+0.00064553i,0.00069379-0.00030077i,-0.00018369-0.00036559i,-0.00029611-0.00054429i,-0.00013628-0.00135i
0.002957+0.0036377i,0.00073873+0.0031287i,0.00063126-0.0017753i,0.00053972-0.0035842i,-0.00012377-0.0026558i,-0.0015665-0.0013075i,-0.0016902-0.00060796i,-0.00052347-0.00026275i,0.00052154-1.0673e-05i,0.00073977-0.0003027i,-0.00031918-0.00092213i,-0.0007656-0.0011268i,-0.00085733-0.00078527i,-0.0012199-0.00077984i,-0.00094132-0.00053637i,-0.0002704-0.00040361i,-7.2598e-05-0.0003085i,-0.00022436+0.00018727i,0.00013086-1.4676e-06i,0.00063675-0.00025801i,0.00075649-0.00042641i,0.00039346-0.00057494i,0.00014868-0.00075343i
0.00082882-0.0021106i,0.00060971-0.0028128i,-0.00056977-0.0027341i,-0.0013207-0.0013056i,-0.0018918+0.0013071i,-0.0012975+0.0019382i,3.7475e-05+0.00074402i,0.00090754-0.00056333i,0.00021157-0.00097193i,-0.0011059-0.00016689i,-0.00091229+0.0005353i,-0.00025734+0.00027687i,0.0002312+0.00048868i,-2.9827e-05+0.0014416i,-1.0333e-05+0.0012541i,0.00014287+0.00073956i,-0.00032801+8.8437e-05i,0.00028217+0.00028401i,0.00024124+0.00045616i,-0.00051448-0.00010905i,-0.00060194-0.00042466i,8.3543e-05-0.00074522i,0.00026596-0.00045009i
0.00093525+0.00031152i,0.0020622+4.73e-05i,0.0010563+0.00080531i,-0.00027691+0.0012784i,-0.00019797+0.001091i,-0.00012175-0.0003552i,0.00014487-0.00090892i,-0.00021802-0.00038888i,0.00015036+0.00030399i,0.00060273+0.0010017i,-7.0191e-05+0.0011984i,-0.00035027+0.001102i,0.00060313+0.00050699i,0.0003043-0.00056018i,-0.00031185-0.00056757i,0.00012862+0.00029652i,8.5711e-05+7.7912e-05i,-4.7126e-05-0.00024308i,-0.00025563-0.00015276i,-0.00041365-0.00029874i,-0.00027562-0.00063213i,0.00029545+0.00021015i,0.00024837+0.0011056i
-0.00065747+0.00086606i,0.00011136+0.00086265i,0.00049577+0.00059835i,0.00042884-8.9122e-05i,-0.00021303-0.00020473i,-0.00016523+1.3565e-05i,0.00026665+0.00037569i,0.00042666+0.00056827i,0.00063866+0.00024668i,0.00073642+0.00094117i,0.00037838+0.0014654i,6.7683e-05+0.00058417i,0.00053905+0.00033647i,0.00043936+0.0003712i,-0.00021672-0.00012604i,-0.00072255+0.00020045i,-0.0012781+0.00016907i,-0.00026693-0.00048986i,0.00027161+0.00010894i,-0.00010926+0.00024484i,0.00017002-0.00024765i,-4.5188e-05+0.00018505i,-0.00037259+0.0005753i
-0.0020788-0.0013044i,-0.0031217-0.0014593i,-0.0034896-0.0013525i,-0.0029068-0.00092541i,-0.0020047-0.00027913i,-0.00097314-4.206e-05i,-0.00025172-0.00053897i,0.00071922-0.000942i,0.00073816-0.00038865i,-0.00059073+2.1711e-05i,-0.00083117+0.00015756i,0.0001523+0.00025484i,0.00039505+0.00063111i,0.00043076+0.00073626i,0.00042338-3.6551e-05i,0.00032111-0.0003804i,0.00074356-0.00018226i,0.00022218+0.00011825i,-0.0001371+0.00025835i,8.1589e-05+3.8309e-05i,-0.00019799+0.00028511i,-0.00087765+0.00033271i,-0.00041006-0.00029205i
0.0016351-0.0025334i,0.00030736-0.0026942i,-0.00071461-0.0034519i,-0.0011864-0.0027425i,-0.00076426-0.00075489i,-9.6094e-05+0.00077775i,-0.00013922+0.00066112i,-0.00071127+0.00052427i,-0.0011455+0.0007168i,-0.0016122+0.00032512i,-0.0012899+0.00014129i,-0.00067141+0.00032411i,-0.00049702+0.00097645i,-0.00033555+0.0014002i,-0.00085715+0.0004842i,-0.0012402-0.00075531i,-0.00086859-0.00068946i,-0.00016251-0.00046907i,-0.00020177-0.0004049i,-0.00033433-0.00038578i,-1.913e-07-0.00049492i,-0.00037332-0.00056269i,-0.0003126-0.0010932i
-0.00074348-0.00077713i,-0.00050838-0.0014466i,-0.0016009-0.0014926i,-0.0024805-0.00084696i,-0.0028336+0.00015565i,-0.0017287+0.00032278i,-0.00013489-0.00018532i,0.00013892-0.00025474i,-1.8955e-05-0.00058441i,0.00020549-0.00059141i,0.00046929+0.00027506i,0.00083754+0.00021079i,0.00084766-0.00036735i,0.00072225+0.00018582i,0.0001585+0.000254i,-7.7569e-05-0.00041563i,-0.0001595+0.00014511i,-0.00019688+0.00026537i,0.00018822-0.00032633i,0.0005557+0.0001709i,0.0013929+0.0002762i,0.0012084-4.0602e-05i,0.00041402+8.3332e-05i
0.00079173-0.0012548i,-0.00039177-0.0010095i,-0.0012323-0.00045034i,-0.0014043-0.00031588i,-0.0019088-0.00088987i,-0.0013705-0.00072736i,-0.00036365-0.00017355i,-0.00031337-6.3812e-05i,-0.00089518+0.00016233i,-0.0010973-0.00026417i,-0.00048785-5.3707e-05i,0.00032078+0.0013031i,-7.4887e-05+0.0011281i,-3.3102e-05+0.00051884i,0.00043488+0.000616i,0.00093722-9.3708e-05i,0.00097224-0.00063589i,0.00041629-0.00045317i,0.00028083+0.00032982i,-0.00064193-7.3826e-05i,-0.0011077-0.001003i,-0.00062572-0.0006184i,-0.0003043+4.8511e-05i
-0.0018925-0.00017185i,-0.0028914-0.00099617i,-0.0024754+0.00043576i,-0.0021786+0.0011544i,-0.0015748+0.0012297i,-0.0005229+0.0018682i,-3.4563e-05+0.0010854i,-0.00028775+1.8291e-05i,-0.00073814-0.00015084i,2.7142e-05+0.00032402i,0.00077993+0.00052776i,0.00032373+0.0008526i,0.00044912+0.00078787i,0.00089758+0.00012473i,-0.00028494-0.0007806i,-0.0013304-0.00089386i,-0.0012569-0.00051563i,-0.0010984-0.00035829i,-0.00070525-0.00054782i,-0.00064888+2.2097e-05i,-0.00058989+0.00022665i,-0.0003357-1.4946e-05i,-0.0002409-0.00026502i
-0.003102-0.0011582i,-0.0029575-0.00082979i,-0.0036843-0.0001419i,-0.0038378+0.001005i,-0.0030866+0.0013039i,-0.001477+0.0015844i,0.00021102+0.0013185i,0.00071793+0.00067691i,0.00024945+0.0011998i,0.00027977+0.0022261i,0.00082364+0.0022894i,0.00057559+0.0010053i,0.00047748+0.00037715i,0.00091335+0.00055172i,0.00073302+4.7321e-05i,0.0001575-0.0011598i,0.0002979-0.001526i,0.00054641-0.0010929i,0.00058673-0.00058368i,0.00078104+0.00016298i,8.2313e-05+0.00018487i,-0.00060974+0.0001382i,-0.00077787+0.00017515i
-0.001635-0.0012893i,-0.0022069-0.0014626i,-0.00078128-0.0015396i,-0.00084311-0.0016551i,-0.0024125-0.0016237i,-0.0015093-0.00096568i,-0.00064263-1.8031e-05i,-0.00055027+0.00039696i,-0.00045316+0.00017249i,-0.00056944-0.00023238i,-0.00018867+0.00083194i,-4.6277e-05+0.00076274i,0.0007339+0.00040476i,0.0004802+0.00051901i,-0.00018376+0.0002987i,5.0807e-05-0.00031042i,0.00048939-0.00092952i,0.00050667-4.0142e-05i,0.00044299+0.00049958i,0.00101+0.00031906i,0.00099697+0.00041599i,-5.0311e-05+0.00093135i,-0.00054956+0.00053807i
-0.00086294+0.0008662i,-0.00086356+2.9992e-06i,-0.0014694-0.00017039i,-0.0015298+0.00037798i,-0.0008027+0.00096234i,-0.00039898+0.0011715i,-0.00025475+0.00084832i,-0.00019831+0.00047525i,-0.0003735+0.00094392i,-0.00018575+0.00175i,0.00012202+0.0012307i,0.00024215+0.00010568i,0.00045429-0.0006181i,0.00017576-0.00024243i,-9.8777e-05+0.00040493i,-0.00035222+0.00021297i,-0.00023889-4.4619e-05i,0.00011178+9.339e-05i,0.00022857-1.7607e-05i,8.0377e-05-0.00048351i,0.00019286-3.1893e-07i,-0.00034756+0.00047643i,-0.00074612+0.00043118i
-0.00033555+0.00032629i,-0.00031536+0.00053839i,-0.00058643-4.1592e-05i,-0.001476-0.00043074i,-0.0015189+0.00026595i,-0.0013655+0.00038587i,-0.0013185+0.00012843i,-0.001076-1.9536e-05i,-0.0011776+0.00022289i,-0.001017+0.00077431i,-0.0012883+0.0010681i,-0.00035118+0.0010017i,0.00081926+0.0011181i,-0.00010353+0.00075484i,-0.00050441-0.00014403i,-0.000299-0.00086765i,-0.00041753-0.0010171i,-0.00055522-5.9195e-05i,-0.00041539+0.00016044i,-0.00073709-7.2048e-05i,-0.00052512-0.0003982i,-0.00014197-1.3291e-05i,-0.00064717+0.0003867i
0.00063123+0.00038663i,0.0013594-0.00023813i,0.0016141+0.00020601i,0.00054504-0.00068425i,-1.4278e-05-0.0012773i,0.00030257-0.00036615i,0.00025259+0.00027655i,-0.00025784+0.00012026i,-0.00085354-2.5172e-05i,-0.00039893+8.2824e-05i,0.00052529-0.00049133i,0.00097486-0.00079048i,0.00081429-3.8649e-05i,-0.00037205+0.00047858i,-0.0014604+3.2012e-05i,-0.0012373-0.00068512i,-0.00020332-0.00095662i,7.024e-05-0.00075604i,-0.00050245-0.00028543i,-0.00080569-0.00049684i,-7.1691e-05-0.00092633i,0.00036519-0.00083905i,-0.000385-0.00011829i
-0.00011507-0.0023611i,0.00055003-0.0026366i,0.00026739-0.0029791i,-0.001199-0.002037i,-0.0022618-0.0003015i,-0.0022456+0.00068689i,-0.0010638+0.00031232i,-0.00029858+0.00033212i,0.00018908+0.00062647i,0.00022975+0.00021733i,-0.00061725-0.00017705i,-0.0010366+0.0007981i,-0.0010538+0.0016796i,-0.0006784+0.0005772i,-0.00070555-0.00025868i,-0.000342+8.5248e-05i,-0.00032927-0.00056254i,-0.00067021-0.00064379i,-0.00039345+0.00020688i,-0.00049193+4.3228e-05i,-0.00081996-1.163e-05i,-0.0003907+0.00040422i,-8.5246e-05+1.3648e-05i
-0.0014734-9.0537e-05i,-0.0015286-0.0007818i,-0.0016661+0.00023064i,-0.0015029+0.00055193i,-0.0012438+0.00069032i,-0.00053937+0.0003928i,0.00034452-7.2113e-05i,-4.6201e-05-0.00033284i,-0.00065802-0.00026302i,-0.00026187+0.00067947i,-0.00012995+0.001512i,4.5372e-05+0.0011331i,0.0009319+0.00044408i,0.0014857+0.00021906i,0.00056253+6.7785e-05i,0.00029832-9.6437e-08i,0.001083+0.0002356i,0.00065637-2.3772e-07i,0.00015468-4.4771e-05i,9.2293e-05+0.00038023i,0.00011791+0.0001769i,0.00040122-0.00019148i,0.00041429+0.00023957i
-0.0005173+0.00089217i,0.00021078+0.00036503i,0.00053408+0.00032111i,0.00042605-9.6499e-05i,0.00047889+5.5286e-05i,-0.00022374+0.00050307i,-0.00071799+0.00071463i,-0.00011771+0.00064077i,-1.2503e-05+0.00063065i,0.00012876+0.00060255i,0.00025856+1.7336e-05i,0.00037016-0.00041711i,0.00052772-0.0002315i,0.00047672-0.0001086i,0.00066678-0.00052808i,0.0002403-0.00047906i,0.00020779-2.9586e-05i,0.0005725+9.2338e-06i,0.00097783-0.00080578i,0.00046639-0.00047318i,5.4359e-05+0.0002801i,0.00027+0.0004106i,0.00027094+0.00058988i
0.0017251+0.00090152i,0.0016362+0.00092032i,0.0014253-4.9686e-06i,0.00098891-0.00051404i,0.00014028-0.00034749i,-0.00034613-0.0004329i,0.00026236-0.00035194i,0.00063751-0.00055983i,-9.5054e-05-0.00029252i,-0.00068714+0.00067317i,-0.0012323+0.00051594i,-0.001051-0.00041057i,-0.00016906-0.00047916i,0.0006758-0.00069733i,0.00026864-0.0010332i,-0.00051708-0.001094i,-5.6107e-05-0.00072282i,0.00016864-0.00026629i,0.00042776+4.2316e-05i,0.0008044+0.0003533i,0.00056552-8.2308e-05i,0.00022608+5.0116e-05i,-0.0003184-9.1572e-05i
-0.00017787-0.00061287i,-0.00060437-0.00025952i,-0.00045407+0.00023297i,-0.00039304+0.00026674i,-0.00053321+4.4274e-05i,-0.00054268-0.00030138i,-0.00035647-0.0004671i,0.00091889-0.00065197i,0.0013937+0.00030739i,0.00090041+0.0018862i,0.00038984+0.0017289i,-1.8317e-06-3.1094e-05i,5.5208e-05-0.00013137i,0.00061017+9.4458e-05i,0.0006632-0.00024219i,0.00011254+0.00030009i,-0.00095915+0.00041805i,-0.00083348-0.00032397i,0.00020811-0.00025938i,0.00017916-0.00023601i,-0.00048652-0.00092738i,-0.00059102+0.00014759i,-0.0006466+0.0010533i
0.00039245-6.3824e-05i,1.667e-05-0.00079714i,-0.00011586-0.0014239i,-0.00076356-0.0015904i,-0.00092323-0.0007143i,-0.00055052+0.00012901i,1.1339e-05+5.911e-06i,0.00072927+4.9456e-05i,0.00096969+7.4307e-05i,0.00033884-0.00020527i,-0.00041107-0.00098398i,-0.00058113-0.0010241i,-0.00024597+0.00010351i,-0.00039495+0.00050175i,-0.00038533-0.00018033i,-0.00048992+0.00013897i,-0.00051672+0.00040557i,0.00016367-3.6002e-05i,-1.6276e-05+0.00036116i,0.00020783+0.00050612i,0.00051056+0.00014161i,0.00029533+0.00017887i,-7.1998e-05-7.5691e-05i
-0.0029618-0.00067566i,-0.001704+0.00046394i,-0.0014311+0.00085087i,-0.000541+0.00086875i,-0.0001817+0.00097128i,-0.00011002+0.00071353i,0.00051122-4.4331e-05i,0.00095921-0.00062212i,0.00090956+0.00032261i,0.00082515+0.0017819i,0.00092615+0.001676i,0.00087206+0.00067384i,0.00069517+3.2783e-05i,0.00046868-0.00026909i,0.00035928-0.0004472i,-0.00040629-0.0004159i,-0.00054643-0.00046926i,-0.00050486-0.00023002i,-0.00078187-6.9321e-06i,-0.00063274-0.00013003i,-0.0004675-0.00021152i,-0.00017337+3.7998e-05i,0.00040511+0.00012559i
