-8.4717e-05+0.00089297i,-0.00081636-0.00054797i,-0.00011659-0.0021875i,-0.00098118-0.0023839i,-0.0022113-0.00095161i,-0.0027663+0.0012913i,-0.0018438+0.0022352i,0.00014307+0.0016849i,0.00098682+0.0010234i,0.00096828+7.5237e-05i,0.00034488-9.2244e-05i,-4.1369e-05+0.00021484i,0.00055376+0.00025133i,-0.00021021+0.0001525i,-0.00049594-0.00021962i,0.00017804-0.00068378i,0.00055472-0.00091857i,0.0006158-0.0002505i,0.00014289+0.00044627i,6.2658e-05+0.000697i,0.00040681+0.00025945i,0.00059043-8.892e-05i,0.00041435-0.00041827i
0.00042407-0.0014425i,0.00040338-0.0010242i,2.1428e-05-0.0011659i,-0.00061664-0.00059367i,-0.0016386-0.00041509i,-0.0014534-0.00059994i,-0.00066264+0.00077804i,-0.00030232+0.0013523i,-8.556e-05+0.0013416i,-0.00021348+0.0015279i,0.00025792+0.00091117i,0.00098312+0.0010994i,0.00070025+0.0012186i,-0.0001654+0.0006137i,-0.00077152+0.00044162i,-0.00062876+1.8116e-06i,-0.00023002-0.00056344i,-4.542e-05-0.00075463i,0.0002561-0.00078556i,0.00055834-0.00012421i,0.00083927+0.00039148i,5.11e-05+0.00048669i,-0.00062617+0.00035329i
0.00262+2.9186e-06i,0.0022059-0.0011665i,0.0029414-0.0024867i,0.0013258-0.0023871i,-0.0011937-0.0013248i,-0.0019811+0.00016381i,-0.0014929+0.00039387i,-0.00038082-0.00022386i,-0.00030769+0.00017728i,-0.00071915+0.00069632i,-7.2616e-05+0.00019303i,0.00033837-0.00011249i,-0.00020957+0.0001015i,2.4382e-05+0.00047605i,0.0003403+0.0013389i,-0.0004776+0.00044513i,-0.0002962-0.00090625i,0.00025963-0.00022553i,2.0962e-05+1.1998e-05i,-7.3864e-05+3.7998e-05i,-0.00017786+7.1228e-05i,-0.00033945-0.00045963i,-2.5579e-05-0.00065059i
-0.00015451-0.00014353i,-0.00045935-0.00024062i,-0.00054122+0.00021725i,-0.00028971+0.00074572i,-0.0010585+0.00095382i,-0.0012234+0.00097056i,-0.00011909+0.00015918i,0.00011515-0.00096624i,-0.00036355-0.0004855i,-0.00040288+0.00051252i,-0.00013413+0.00056968i,-5.3203e-05+0.00036087i,0.00022766+0.00052666i,-0.00035317+0.00026301i,-0.00069127+0.00024063i,0.000383+0.00026781i,0.0011827-0.00016366i,0.0013311-0.00052838i,0.0010569-0.00052508i,0.00027145-0.00028904i,0.00055795-0.00035119i,0.0011422-0.00027648i,0.00018126+6.1719e-05i
-0.00072484+0.0020202i,0.00025477+0.0010403i,0.0011744+0.00050437i,0.0010547-0.00046322i,0.00087253-0.00039694i,0.00072247+0.00064583i,0.00013361+0.0011448i,-0.00066611+0.0011387i,-0.00056443+0.0010103i,9.8695e-05+0.0010609i,0.00087815+0.00045168i,0.0011517-0.00026377i,0.00030951-0.00047873i,-0.00057771-0.00023153i,-0.00060244-0.00044407i,-0.00055996-0.00066314i,-0.00060855-0.00019342i,-0.0006226-0.00027453i,-0.00032701-0.00020397i,-9.3711e-06-4.0907e-05i,0.00023964+4.6757e-05i,4.1171e-05+0.00050765i,2.5693e-05+0.00044097i
0.00094849+0.00031895i,0.0010531+0.0013611i,0.0001323+0.0014622i,-0.00023459+0.0011609i,-0.00031989+0.00065981i,0.00022212+0.00011492i,0.00030968-0.00038039i,-0.00054448-0.00042533i,-0.0002182+0.00011249i,0.0002219-0.00028663i,0.00038036-0.00049008i,0.00067712-4.2666e-05i,0.0012459+2.459e-05i,0.0010565+0.00011964i,0.00023151+0.00055619i,-7.7949e-05+0.00082861i,-0.00045637+1.7268e-05i,-0.00077266-0.000385i,-0.00068438-0.00084371i,-9.0686e-05-0.0010555i,0.00096984-6.334e-05i,0.0010918+2.1375e-05i,0.00026194-0.00058344i
0.0006747-0.0008414i,0.00016044-0.0019372i,-0.00073773-0.002676i,-0.0012119-0.0024696i,-0.001308-0.0013512i,-0.00054229+0.00017137i,0.00019112+0.0010174i,0.0002138+0.0012424i,-0.00016999+0.00070596i,-0.00011928+0.0010156i,0.00024863+0.0012554i,6.4718e-05+0.00046047i,7.8705e-05-0.00039702i,-9.0189e-05-0.0003206i,-0.00012006-3.2685e-05i,0.00025645+3.7553e-06i,0.00021443+0.00040807i,0.00078629+0.00078823i,0.00071509+0.00051677i,0.00041942+0.00026367i,9.2843e-05-0.0001068i,-0.00060136-0.00017234i,-0.00059427-6.7684e-06i
0.0010664-0.0012163i,0.001984-0.00093822i,0.0011155-0.0010856i,-0.00032244-0.0013372i,-0.00055688-0.00041348i,-0.0004642+0.00082129i,-0.00010167+0.00053597i,-1.3985e-05+4.8817e-06i,-0.00016337-8.1952e-05i,-8.9334e-05+5.8112e-05i,-0.00025852-0.00012237i,-0.0011964+0.00017646i,-0.0010816+0.00072106i,-0.00026906+8.9848e-05i,-0.00033325-0.00011398i,-0.00049521+0.00034049i,3.4984e-05+0.00045729i,0.00047517+0.00065562i,0.00078216+0.0001209i,0.00039238-6.6614e-05i,-0.00019841-0.00020678i,-0.00037396-0.0002687i,-0.00047902-0.00011215i
0.00056789+0.00042381i,0.00080054+0.00012196i,0.00043966-0.00047623i,-0.00052795-0.00057181i,-0.0017585-0.00030925i,-0.00069703+0.00064859i,0.00097303+0.00098112i,0.00094298+0.00064526i,0.00024391+0.00034104i,-0.00026098-0.00023126i,-0.00029048-0.00048917i,-5.9053e-05-0.00034365i,-1.1636e-05+8.5311e-05i,-0.00011102+0.00084129i,-0.00062452+0.00061397i,-0.0008472-0.00012659i,-0.00040428-0.00068581i,3.1915e-05-0.0014346i,-9.7111e-05-0.00049861i,-8.7863e-06+0.00029553i,0.0005461-0.00044177i,0.00032643+8.1044e-05i,-0.00019935+0.00010187i
0.00043025+0.0013027i,-0.00044917+0.0013439i,-0.00089929+0.0010422i,-0.0010676+0.00035782i,-0.00087239+0.0002317i,-0.00063289+0.00014485i,-0.00085206+5.5417e-05i,-0.0014112-0.00028505i,-0.0011824-0.0005619i,-0.00024338+0.00032555i,1.1357e-05+0.0011809i,-0.00036989+0.00083831i,0.00037706-9.2407e-05i,0.00047009-0.00041238i,-0.0011232-0.00013423i,-0.001113+0.00037989i,0.00022588-5.663e-05i,0.00085671-0.00083749i,0.0010316-0.00088386i,0.0010734-0.00051172i,0.00070895-0.00083605i,-4.3997e-05-0.00081703i,-0.00029186+0.00049964i
0.0023795+0.0017801i,0.0025592+0.0014145i,0.0021938-0.0003186i,0.0007255-0.0016645i,-0.0015806-0.0016927i,-0.0018908-0.0010831i,-0.00092506+0.00059679i,-0.00099579+0.0015094i,-0.001066+0.001248i,-0.00041869+0.00099758i,0.00019597+0.00049532i,-8.7735e-06-0.0006918i,-0.00011289-0.0003737i,0.00015893+0.00013562i,0.00039597+7.1651e-05i,0.00045245+4.4535e-06i,0.00023734-0.00046838i,0.00017709-0.00044792i,0.00013178+0.00040543i,0.00029094+0.00097457i,0.00032334+0.000525i,-0.00035729-0.00024595i,-0.00039107+6.4369e-05i
0.0016209-0.00020438i,0.00092512+0.00062269i,0.00045389+0.00058416i,-0.000193+0.00011948i,-0.00058814+0.00048493i,-0.00042351+0.0004763i,8.6282e-05+3.3388e-05i,8.0912e-05+0.00031227i,5.7995e-05-8.1419e-05i,0.00018717-0.00059783i,0.00022148-0.00033047i,0.00011833+0.00029277i,6.9858e-05+0.00042526i,-0.0002783+0.0001535i,-0.00048334+0.00016022i,0.0001661-0.00029435i,0.00080613-0.0014649i,0.0013687-0.0015368i,0.00063297-0.00089279i,-0.00050461-0.00040827i,-0.00059666-0.00020388i,6.5643e-05-8.2297e-05i,-6.7882e-05+0.00023371i
0.00013439+0.00019333i,0.00049728+0.00026456i,-0.00011329+0.00078986i,-0.00084175-0.00014514i,-0.0011633-0.00026891i,-0.00056501+0.00083367i,0.0001337+0.0003858i,-0.00060691-0.00059818i,-0.0012889-0.00013582i,-0.00072079+0.00046318i,-0.00017682-9.8553e-05i,0.00025191-0.00058357i,0.00077913-0.00049493i,0.00071848-0.00051479i,-8.7254e-05-0.0012666i,-0.00012069-0.0013096i,0.00014644+3.7133e-05i,-8.1678e-05+0.0014938i,0.00011103+0.00096249i,0.00029618-0.00053822i,0.00024822-0.00077406i,-7.0361e-05+0.00024771i,-0.00022038+0.00072569i
0.00058148-0.0010018i,0.00042198-0.0016905i,-0.00093816-0.0019829i,-0.0012704-0.0015724i,-0.00094433-0.00018801i,-0.0014735+0.00081677i,-0.00097004+4.523e-05i,-0.00081945-0.00048891i,-0.0011563+0.0004009i,-0.00078234+0.00090088i,-0.00062716+0.00046934i,-0.0003572+7.6914e-05i,0.00033659+8.1782e-05i,0.0010495-1.3702e-05i,0.0011561+0.00047118i,0.00062351+0.0003775i,0.00010207-0.00043029i,-0.0004461-0.00099103i,-0.00047614-0.00081773i,-0.00041742-0.00067344i,-0.00032223-0.00037928i,0.00014031+0.0004471i,0.00041706+0.00084117i
0.0012821-0.00078146i,0.0004332-0.00019301i,-0.00011243-0.0010381i,0.00045722-0.0019582i,-0.0002691-0.0013163i,-0.00099678-0.00011283i,-0.0012696+0.00015949i,-0.0012139-0.00034432i,-0.00031022-0.00055917i,0.00028298-0.00012164i,-0.000678+0.00027701i,-0.0018009+0.00055127i,-0.0012834+0.00062552i,-0.00058054+0.00041562i,3.4585e-05+0.00012569i,4.9211e-05-0.00033598i,-0.00067819-0.0005771i,-0.0011524-0.00056474i,-0.0012359-0.00011262i,-0.00064893+0.00063622i,0.00013759+0.00077528i,0.00054896+0.00072564i,0.00092052+0.00050274i
0.001609-0.0002465i,0.0012013-0.0017289i,-8.3438e-06-0.0022373i,-0.0013392-0.0011266i,-0.0018203-3.7308e-05i,-0.0015787+0.00025071i,-0.0011828-0.00036225i,-0.0010315-0.00041558i,0.00024382+0.00066835i,0.0014025+0.0014526i,0.00052746+0.0006656i,-0.00085085-4.1433e-06i,-0.0013913+0.0004113i,-0.001157+0.00061994i,-0.00070551+0.0005869i,-6.5877e-05+0.00050281i,-0.0001524+0.00037603i,-4.0781e-05-0.00023146i,0.00088084+0.00013618i,0.00069937+0.00032271i,-4.9643e-06-0.00033795i,-6.2606e-05-0.00016042i,0.00041154+0.00015022i
-0.00060515+8.6696e-05i,-0.00031886+0.00018095i,-0.0014008+0.0010889i,-0.0017781+0.0012554i,-0.00067887+0.0014656i,7.5264e-05+0.0013454i,-0.00036738+0.00097015i,-0.00054769+0.00067069i,-0.00027267+0.0005099i,-0.00017351+0.00075561i,-0.00034846+0.00090485i,0.00022715+0.00034432i,0.00069454+0.00023895i,-0.00033144+0.00053525i,-0.00021486-0.00015583i,0.00014151-0.00010175i,-0.0004658-0.00039084i,-0.00029873-0.00092576i,0.00013212-0.00083173i,0.00033554-0.00068137i,0.00051201-0.00027876i,0.00076173+0.00046477i,0.00071128+0.00078444i
-0.0020522+0.00058611i,-0.0023826+0.00054682i,-0.0019084+0.00057681i,-0.0021569+0.00052508i,-0.00095896+0.00053119i,0.00016347+3.5881e-05i,0.00019014-0.00051642i,7.7495e-05-0.00074275i,-0.00046406-6.2911e-05i,-0.00069952+0.00048674i,-0.00013291+0.00041823i,0.00086191+0.00081861i,0.0014754+0.00080169i,0.00049068+0.0008155i,-0.00093218+0.00026546i,-0.00087495-0.00020816i,8.6823e-05-0.00023711i,0.00040865-0.00053383i,0.00049343+0.0001363i,0.00068877+0.00083036i,0.00091519+0.00049231i,0.00046489-0.00011434i,-3.6459e-05-0.00048033i
-0.001301+0.0018193i,-0.0011986+0.001819i,-6.3777e-05+0.0013284i,0.00049998+0.0013663i,0.00042537+0.0014061i,0.00080682+0.00094601i,0.00084224+0.00038205i,0.00056028-0.00059827i,0.00041585-2.5982e-05i,5.8426e-06+0.00094519i,-0.00010886+0.00033009i,-0.00029236-0.00029866i,-0.00028733-0.00045522i,0.00024528-0.0010322i,0.00054939-0.00090647i,-0.0001065-0.00053108i,-0.00068999-0.00061603i,-0.00027038-0.00031221i,-0.00056371-0.00028562i,-0.00047037-0.0006085i,0.00053213+0.00018105i,0.00094369+0.00094431i,0.000824+0.001045i
-0.00086457-0.0017757i,-0.0011228-0.00061078i,-0.0018191-0.0011057i,-0.0015585-0.0012712i,-0.0011056+4.9624e-05i,-0.0010202+0.00033561i,-0.00041844-0.0005518i,-0.00077263-0.0006888i,-0.00093146-3.0254e-05i,0.00015652+0.00052163i,0.0014078+0.00083279i,0.0012933+0.00094937i,0.0010893+0.0010213i,0.0007285+0.0010222i,-0.00052282+1.7851e-06i,-0.00052153-0.00076767i,0.000465-0.00076685i,0.0011463-0.00060791i,0.00045336+9.7291e-06i,-0.00043213+0.00038514i,2.4662e-05+0.00060076i,9.5333e-05+0.00042245i,-0.00051159+0.0001537i
0.001011-0.001078i,-0.0001976-0.0016518i,-0.0010946-0.001898i,-0.0013628-0.0014232i,-0.0018894+9.8907e-05i,-0.0018452+0.0017391i,-0.0009614+0.0014941i,-0.00032017+0.00077727i,-0.00054781+0.00059359i,-0.00089832+0.00045322i,-0.00050976+0.00057898i,-0.00022302+0.00050227i,-0.00021721+0.00022199i,0.0004359+2.4804e-05i,0.00034144-0.00020828i,-0.00012209+3.4661e-05i,-0.00025605-0.0002688i,-0.00021459-0.00088579i,0.00033739-0.00057712i,5.754e-06+4.5669e-05i,-0.0010147-0.00033571i,-0.00047767-0.00019127i,-0.00033161+0.00046134i
-0.00061916-0.001368i,-0.0018888-0.00024518i,-0.00272+0.00015066i,-0.0018571+0.00019534i,-0.00081541+0.00041546i,-8.5414e-05+0.00046604i,-0.00014889+0.0012022i,-0.00073492+0.0017124i,-0.00081243+0.0015581i,0.00032602+0.0011167i,0.001284+0.00053865i,0.0010986+0.00092189i,0.00028454+0.0011016i,7.4187e-05+0.00038066i,-0.00039409+0.00057814i,-0.00075349+0.00053741i,-0.00065645+0.00018468i,-0.00036291+0.00094183i,0.00023839+0.001082i,0.00072155-0.00016507i,0.00083824-0.00092631i,0.00052045-0.00038848i,0.00035869+0.00018522i
-0.0014455+0.00027092i,-0.0014661+0.0011589i,-0.0012161+0.0028985i,-0.0010272+0.0026089i,-0.00054956+0.00087269i,0.00028854+0.00059857i,0.00026509+0.00024582i,-0.00013784+0.00031547i,-0.00056508+0.0011091i,-0.00032507+0.00081263i,0.00072227-4.5749e-06i,0.00091408-0.00031477i,0.0010699-0.00028455i,0.0012788-0.00051453i,0.00076939+9.1858e-05i,-0.00026987+7.6273e-05i,0.00019809-0.0003097i,0.0014908-0.00052447i,0.0011027-7.6956e-05i,0.00043872+0.00043688i,0.00037426-3.8569e-05i,0.00011235+0.00052178i,-3.8555e-05+0.00089393i
-0.00065158-5.4336e-05i,-0.0011441+0.00069815i,-0.0015291+0.0010835i,-0.00079968+0.00028205i,-0.001151-0.00010879i,-0.00080234-7.0451e-05i,-1.7871e-05+0.00046857i,6.0303e-06+0.001088i,-9.4624e-05+0.00097583i,0.00018181+0.0006322i,0.00076938+9.0257e-05i,0.0012081-0.00055268i,0.001132-0.0002i,0.00050779+0.00030157i,0.00023157-0.00027728i,0.00011332-0.00064599i,-0.00044462-0.0011234i,-0.00046971-0.0021082i,8.724e-05-0.0016655i,0.00041406-0.00074059i,-0.00018282-0.00059587i,-0.00086495-0.00063311i,-0.00022862-0.00093385i
4.8059e-05-0.00047661i,2.5671e-05-0.0012208i,0.00026198-0.00052206i,-0.00078668-2.6921e-05i,-0.0023766+0.00092106i,-0.0024216+0.0016556i,-0.0010397+0.0013758i,-0.00038664+0.00080594i,-0.00053203+0.00075143i,-0.00026187+0.00077719i,-0.0004164+0.00032966i,-0.00067915+0.0002878i,-0.00032437+0.00048549i,-0.00013135+0.00053609i,-0.00022205+0.00033433i,-8.2937e-05-6.7138e-05i,4.726e-05-0.00017013i,-1.4262e-05-0.00028205i,0.00022739-0.00050133i,0.00050738-0.00025877i,3.0455e-05-0.00020625i,-0.00035265-0.0001946i,-0.00024583-3.0446e-05i
-0.00054218-0.0020367i,-0.00088116-0.0013124i,-0.001284-0.0014371i,-0.0019191-0.0011313i,-0.0018239-3.1228e-05i,-0.00028815+0.0012811i,0.00060712+0.00080476i,7.7759e-05+0.00013905i,8.0793e-06+0.00057553i,0.00018128+0.0010502i,-0.00023794+0.001649i,0.00024739+0.0014505i,0.0005422+0.0002741i,-0.00031079-9.1496e-05i,-0.00083621+0.00013657i,-3.112e-05+0.00029302i,0.00060902+0.00025748i,0.00043877+0.00041504i,0.00011186+0.00089235i,0.00026843+0.00057756i,0.00029893+0.00046955i,0.0002275+0.00035596i,0.00040635+0.00021812i
0.00024648+0.00078052i,-0.00045114+0.00013038i,-0.0016548-9.6947e-05i,-0.0019602-0.00049843i,-0.0019729-0.00022012i,-0.0013367+0.00051459i,-0.00017201+0.0011402i,-0.00027653+0.00091508i,-0.00091546+0.00089841i,-0.00073998+0.0010006i,-0.0002896+0.0001491i,-0.00027465-0.00030338i,-0.0010532+9.4314e-05i,-0.00055191+0.00011681i,0.00035871+0.00021305i,0.000211+9.403e-05i,0.00043477-0.00032437i,0.0012097+5.1846e-05i,0.00078038+0.00060076i,0.00033428+5.7839e-05i,0.00075533-0.00083392i,0.00096883-0.00051626i,0.00044802+0.00035253i
0.0015308-0.00012687i,0.001532-0.0001284i,0.0014999-0.00095127i,4.1109e-05-0.0018469i,-0.0013399-0.0015259i,-0.0015468+1.6286e-05i,-0.0007255+0.00046952i,-1.6404e-05+8.1367e-05i,0.00062892+0.00060249i,0.00092538+0.00071958i,0.00068269+0.00022619i,0.0011308+0.00012844i,0.0011718+0.00085117i,0.0004335+0.0011035i,0.00031425+0.0009926i,0.00033248+0.00080967i,-9.7844e-05+0.0004271i,-0.00012479-0.00018338i,-7.0237e-05-0.0011197i,3.4846e-05-9.4693e-05i,-0.00010973+0.00126i,6.2189e-05+0.0010573i,0.00048695+0.0004791i
-0.00041712+0.00096202i,-0.0012917+0.0010601i,-0.0014038+0.0014738i,-0.001727+0.001083i,-0.0010052+0.00082265i,-0.00026913+0.00087206i,-8.9264e-05+0.00098338i,0.00020467+0.00048745i,0.00032796+0.00076071i,0.00028002+0.00095674i,0.00081034-8.5017e-05i,0.0011538-0.00043002i,0.0016134+1.3531e-05i,0.0014414+0.00011097i,0.00012507-9.9287e-05i,-0.00033517-0.00027844i,-0.00033452-0.00015012i,-0.00016382+5.9235e-05i,0.00015729+0.00069176i,0.00033569+0.00061938i,0.00053301+0.00018441i,0.00067276+9.4656e-05i,0.00050845-0.0002223i
-0.00066455-0.0016878i,-0.00069172-0.0012113i,-0.001569+0.00029424i,-0.0024044+0.0010968i,-0.0020856+0.0015158i,-0.00099887+0.0017825i,-0.00050948+0.0015294i,-0.00066964+0.0011936i,-0.00059704+0.0005104i,-0.00065381+0.00085607i,-0.00052737+0.0011915i,6.9392e-06+0.0007384i,0.00048767+0.00047032i,0.00049766+0.00067749i,0.000152+1.1074e-05i,-0.00034738-0.000354i,-0.00028396+5.2465e-05i,0.0005929-5.0735e-06i,0.00067982+0.00037733i,0.00025295+0.00044376i,-0.00038695+0.0004482i,-0.00080572+0.00030541i,0.00016132+0.00046333i
0.00099596+0.0010868i,0.0013488+0.00087993i,0.0010425+6.2801e-05i,-2.9778e-05-0.00077726i,-0.0009097-0.0015613i,-0.00098057-0.0016258i,-0.0008603-0.00088735i,-0.00057026-0.00060224i,0.00048231-0.00011466i,0.00049467+0.0004484i,0.00026784+0.00047263i,0.00016634+0.00012707i,-0.00072029-0.00065374i,-0.00063465-0.00026106i,-0.0001008+8.332e-05i,7.3151e-05-1.7826e-05i,0.00014833+0.00024038i,0.00053719+0.00036964i,0.00089299-9.292e-05i,0.00054933-0.00038227i,0.00065557-0.00012298i,0.00023302+0.00039697i,-0.0007114+0.00070544i
0.0003517+0.0028917i,0.001079+0.0028466i,0.00076299+0.0030514i,0.00052544+0.0018324i,0.0008779+0.00091354i,-0.00021494+0.00011274i,-0.00092802-0.00025612i,-0.00056491+0.00069334i,-0.00043475+0.0011819i,0.00031933+0.00081871i,0.0011323-0.00020982i,0.00056868-0.00059468i,-0.00013635-0.00031588i,-0.0006189-0.00018738i,-9.7149e-05-0.00021877i,0.00053041-0.00056615i,0.00069236-0.0009678i,0.0010106-0.00095083i,0.00075327-0.00080379i,0.00088363-0.00070455i,0.00092811-8.6672e-05i,0.00041971+0.00044495i,-9.4043e-05+0.00029322i
0.00023834-0.0014043i,-0.0002465-2.9262e-05i,-0.00060595-0.00052999i,-0.0012391-0.0014472i,-0.0013823-0.00073699i,-0.00075625+0.00027274i,-0.00041425+0.00039268i,-0.00047186-1.4766e-05i,-0.00082467-6.8835e-06i,-0.0014751+0.00076343i,-0.0013422+0.00094653i,6.1056e-05+0.00098038i,0.0003261+0.0011441i,-0.0002736+0.0010123i,-0.00031619+0.00085922i,-0.0004447+0.00030836i,-0.00030974+0.00046407i,-5.077e-05+0.00069123i,-0.00023575+0.00073728i,-0.00057258+0.00052837i,-0.00048346+3.7617e-06i,0.00074055-0.00028793i,0.00080905-0.00074981i
0.0012277+1.6785e-05i,0.001092-7.166e-05i,0.0013405-0.00050308i,0.00054729-0.00097626i,-0.00091188-0.00065234i,-0.001541+0.00016509i,-0.0010867+0.00048253i,6.5642e-05+0.00020368i,0.00035109+0.00041522i,-0.00014678+0.00055026i,-1.3663e-05+0.00046216i,0.00089071+0.00081855i,0.0013225+0.00079673i,0.00057564-1.4882e-05i,-0.0003555-0.00015148i,0.00017211-0.0005302i,0.00068773-0.00063031i,0.0003581-0.00057123i,0.00087523-0.00066809i,0.00027856-0.00033778i,-0.00011671-0.00023773i,0.00057062-1.8817e-05i,0.00052619-0.000103i
-0.0010139+0.0012507i,-0.0011637+0.00040859i,-0.00093765+0.0006278i,-0.00080574-6.8018e-05i,-0.00029061-0.00010934i,0.00038269+0.0005558i,0.00042534+0.00028549i,-0.00020544-0.00040077i,-0.0006053+9.748e-05i,-0.00014532+0.00097661i,0.00023244+0.00060931i,-0.00043732+9.814e-05i,-0.0007228-9.9595e-05i,-6.6166e-05+0.00029855i,-0.00043984+0.00051745i,-0.00077865+0.00012598i,-7.1501e-07-0.00073449i,0.00072489-0.0010552i,0.00050872-0.00029309i,-2.0429e-05+0.00085916i,8.1196e-05+0.00082391i,-5.6319e-05+0.00040976i,-0.0005196+0.00046284i
-0.0010101-1.5554e-05i,-0.00018918+0.00011349i,-0.00063102+0.0004976i,-0.0011312-0.00023419i,-0.001393-0.00059616i,-0.0021652+0.00021294i,-0.0022385+0.00011822i,-0.0014025-0.00068701i,-0.0002985+0.00031534i,2.4015e-05+0.0011131i,-0.00016405+0.00066182i,-2.693e-05+0.00024301i,0.00023197+0.00046684i,-0.00022778+0.0010624i,-0.00034502+0.0014391i,-0.0010473+0.00024989i,-0.001184-0.0009688i,-0.00037311-0.00043182i,-0.00023984-8.7797e-05i,-0.00034255-0.00074821i,-0.00018589-0.00087906i,0.00022517-0.00073877i,0.00043054-0.00041091i
0.0021989+0.00064424i,0.0015988+0.00059928i,0.0018932-0.00014828i,0.0004531-0.00047267i,-0.00099001-0.00011232i,-0.00046101+0.00057176i,-0.00010924+0.0010575i,-3.9776e-05+0.00041845i,-0.0001513-0.00012091i,0.00048881+0.00065415i,0.0011539+0.0010523i,0.00051151+0.0011343i,-0.00033853+0.00077545i,-0.00074279+0.00080029i,0.00021717+0.00073105i,0.00032352+0.00054188i,-0.00021696+0.00052155i,7.6301e-05-0.00023662i,0.00022159-0.00053722i,0.00031562-0.00071232i,0.00033602-0.00039012i,0.0010063+0.00073413i,0.0015204+0.00098225i
-0.0015402-0.00072543i,-0.0021676-0.000505i,-0.0026565-0.00025242i,-0.0026557-0.0010343i,-0.0022932-0.00037482i,-0.0012672+0.00036995i,3.6401e-05-9.7867e-05i,0.00072516-0.00036276i,0.00019353+0.00039513i,5.2694e-05+0.0012231i,0.00050476+0.0006885i,0.00079377+0.00014688i,0.0008617-0.00069198i,0.0010786-0.0011651i,0.0010042-0.00098235i,0.00042536-0.00084166i,1.9076e-05-0.00077308i,6.7014e-05-0.00044776i,0.00055169-0.00052165i,0.0007446-0.00095081i,0.00062001-0.00017897i,0.00041378+0.00078991i,0.00039926+0.0011295i
-0.0019822+0.00057302i,-0.0017115+0.00082089i,-0.0011877+0.0019701i,-0.00084293+0.0013992i,-0.00035056+0.00087711i,-0.00067481+0.0010281i,-0.00052865+0.00011347i,0.00042189-0.000689i,0.00080994+0.00049079i,0.00052827+0.001879i,0.00050111+0.0015509i,0.00033317+0.00069835i,-0.00015382-2.8637e-05i,-7.6246e-05-0.00021822i,0.0001271-0.00057485i,-0.00039543-0.0002872i,0.00010348-0.00040529i,0.0009734-0.00068409i,0.00088207-0.00015585i,0.0006307+0.000206i,0.00038635+0.00031188i,-5.3859e-05+0.00032173i,-2.3249e-05-0.00032739i
0.00031909-0.0015799i,0.00057083-0.0013668i,-0.00016506-0.00080065i,-0.0021365-0.00078444i,-0.0032683-0.00047588i,-0.0024491+0.00017796i,-0.0018469+0.00023532i,-0.0010279+0.00014254i,-0.00043277+0.00053275i,-0.00026425+0.0013257i,-0.00024217+0.0016567i,-0.00024519+0.0004465i,0.00044763-0.00073879i,0.00068156-0.000413i,-0.00023228-1.4086e-05i,-0.0013334-0.00013604i,-0.0012802-0.00035649i,-0.00072258-0.0010052i,-0.00023144-0.0010288i,0.0001867-1.3611e-05i,0.00039258+0.00053778i,0.00066878+0.00046992i,0.0003963+0.00042047i
0.0013517+0.00052074i,2.5326e-05+0.00028886i,-0.0003571+0.00063131i,-0.00038073-0.00027617i,-0.00076483-0.00036959i,-0.00082278+0.00024208i,-0.00027506+0.00019496i,0.00042149+0.00043101i,-0.00021458+0.0013444i,-0.00083221+0.001644i,-0.00055715+0.00070433i,1.6564e-05-0.00031448i,0.00017977+0.00018226i,-0.00016243+0.00058968i,-0.00075781-9.866e-05i,-0.00046324-0.0001131i,0.00019848-2.6381e-05i,0.0002891-0.00041775i,0.00039268-0.0004267i,0.00039169-0.00058008i,0.00078585+0.00023473i,0.0010014+0.00064906i,0.00076796-0.00019744i
-0.0021887+0.002126i,-0.0020125+0.0020453i,-0.0017408+0.0021821i,-0.00097679+0.0024145i,-7.9369e-06+0.0023618i,0.00088396+0.0010224i,0.00020328-0.00048984i,-0.0005661-0.0010323i,-4.1576e-05-0.0001806i,0.0003342+0.00058382i,0.00070146+0.00057585i,0.00081873+0.00046466i,0.0011064+0.00038642i,0.0012049+0.00038942i,0.00057025-1.1695e-05i,0.00024169-0.00052765i,-8.1594e-05-0.00085642i,-0.00078425-0.0003986i,0.00016765-0.00030493i,0.0010787-0.000348i,0.00063999+0.00060284i,-0.00036097+0.0012537i,-0.00067813+0.00073589i
0.0011891+0.00038439i,0.00054869+0.0005205i,-0.00054449+0.000113i,-0.0012406+7.3317e-05i,-0.0018073-0.00019134i,-0.0012538-0.0010006i,-0.00061167-0.0010392i,-0.00062263-0.00018522i,-0.0005543+0.0013453i,-0.00075873+0.001299i,-0.00010611-4.009e-05i,0.00066626-0.00025317i,0.0010909+0.0004713i,0.00053937+0.0013104i,-0.00052873+0.00074486i,-0.0002874-4.2768e-05i,0.00021717-0.00046918i,0.00080118-0.00026211i,0.00057869-5.4187e-05i,-5.1567e-05-5.1564e-05i,-0.00040996+0.00035695i,-0.00016574+0.00034318i,4.0232e-05-0.00068416i
