-0.0035126+0.0012978i,-0.0021509+0.00065372i,-0.0016543+0.00074233i,-0.0016571+0.0005539i,-0.0010687+0.00086737i,-0.00071968+0.0017477i,-0.00092969+0.001869i,-0.00097959+0.00074532i,0.00070782-2.1728e-05i,0.0025277+0.00095398i,0.002258+0.0010503i,0.0010852-0.00035734i,0.00050465-0.00054998i,0.00052936-0.00021468i,0.00096595-0.00021941i,0.0012807-0.00013708i,0.0007192-0.00062745i,0.0003956-0.00068502i,-2.2312e-05-0.00027191i,-0.00039449-0.00021455i,0.00042542-0.00042991i,0.00057941-0.00029964i,-0.00018634+9.7936e-05i
-0.00085343+0.00058394i,-0.0013619+0.00158i,-0.00074497+0.0015892i,0.00020146+0.00067917i,0.000934-0.00048101i,0.0009183-0.001002i,0.00054895-0.00052277i,0.00026009-0.0003786i,-0.00022716+0.00046057i,-0.00012218+0.00058827i,0.0010004-0.00015905i,0.001469+3.7321e-05i,0.00099573+0.00011214i,0.00093787-2.2666e-05i,0.00057509-3.7658e-05i,0.00011824+6.299e-06i,-0.00039339+0.00018589i,-2.8239e-05-0.00031902i,0.00039675-0.00053339i,-0.00036429+0.00030509i,-0.00074156+0.00054256i,-0.00021929+0.00033837i,0.00015358-0.00018902i
-0.00046786-0.00057498i,-0.0021593-0.00042212i,-0.0027595+0.00075814i,-0.001771+0.00078945i,-0.00044457+0.00028937i,-0.00065471+0.00083109i,-0.00098681+0.00067685i,-0.00046701+0.00024752i,-0.00015037+4.5104e-05i,-3.7356e-05+1.3408e-05i,1.9043e-06-0.00051154i,-0.00085095-0.00048889i,-0.00080677+0.00015274i,-0.0003033+0.00055486i,-5.6971e-05+0.0006031i,0.00056153+0.0010525i,0.00077569+0.0010458i,0.00054298+0.00025343i,0.00023681+0.00040326i,0.00036071+0.00055797i,0.00085959+0.00017222i,0.0012458+0.00067492i,0.00036287+0.0011382i
-0.0017725+0.0020246i,-0.0013584+0.0018696i,-0.00036197+0.001172i,-0.00044717+0.0010738i,-0.00079092+0.0010671i,-0.00042733+0.00074232i,-0.00049374-6.8031e-05i,-0.00027066-0.00077249i,-0.00016414-0.00077235i,-0.00036811-0.00044777i,-0.00027022+0.0004461i,-0.00069463+0.00073367i,-0.00085519-0.00043356i,0.00012051-0.00099871i,0.00054486-0.00074088i,0.00010539+0.00010776i,-0.00048416+0.00031294i,-0.00038306-0.00032982i,-0.0001464-0.00017854i,-0.00018004+9.6251e-05i,-0.00047044+0.00022296i,-0.00029822+0.0001869i,-0.00012699-0.00016103i
0.0016743-0.0014999i,0.00028373-0.0020675i,-0.0013212-0.0017819i,-0.0006966-0.0003469i,-8.6117e-05+0.00026997i,0.00035173-3.3723e-05i,0.0013541-0.00063198i,0.0011297-0.0016499i,-8.9231e-05-0.0013646i,-0.00051278-0.0005223i,-0.00018544+0.00013495i,4.7601e-05+0.00039229i,0.0002068+0.00064918i,2.5784e-05+0.0001824i,0.00034969-1.752e-05i,0.00085937+0.0006341i,0.00035071+0.00053717i,-4.4236e-05+0.00019699i,0.0003685+0.00011869i,0.00018761+0.0001909i,-0.00017998+0.00035744i,-0.000706+0.00042527i,-0.00022854+0.00026988i
-0.0018963-0.0014051i,-0.0015855-0.0025675i,-0.00096504-0.0025246i,-0.00084558-0.00089354i,-0.00058287+0.00045053i,-0.00020381+0.00060587i,0.00012645+0.000514i,0.00065981-0.0005654i,0.00084494-0.0013263i,0.0004924-0.00066762i,0.0001442-7.1275e-05i,0.00037897+0.00041933i,0.00071223+0.00088318i,0.0004412+0.0011989i,0.00014475+0.00072862i,0.00015282-2.9251e-06i,0.00021247-0.00024082i,-0.00032232+0.00029066i,-0.0005726+0.0002837i,0.00055532-0.00045118i,0.0011083-0.00079032i,0.00035007-0.00020103i,0.0003368+0.00048442i
0.0017136+0.0016818i,0.0005333+0.0020409i,0.0012696+0.0021397i,0.0017052+0.0012611i,0.0014822-0.00012944i,0.00016949-0.00070039i,-0.00075-0.00070255i,-0.00091259-0.00045575i,-0.00032822-0.00031359i,0.00041135-0.00063558i,0.00038732-0.00098846i,0.00026507-0.00048772i,-0.00019204-0.00056546i,-0.00010055-0.00081653i,-2.4626e-05-0.00060213i,-0.00058042-0.00036444i,-0.00097037+0.00022883i,-0.00070355+0.0002576i,0.00010437+0.00023638i,0.00010068+0.00087719i,-0.00014439+0.00080222i,-4.1701e-05-0.00015454i,0.00015355-0.00016793i
-0.0013472+0.00029582i,-0.0017279-0.00089796i,-0.00088022-0.0018828i,-0.00092651-0.0015693i,-0.0014734-0.00085878i,-0.0011837-0.00023591i,-6.5501e-08-0.0001005i,0.00031431-0.00012438i,-4.115e-05-9.703e-05i,2.786e-05-0.00035104i,-0.00034532+0.00014882i,-0.0006894+0.0015597i,-0.0011889+0.0020679i,-0.00089143+0.0010769i,-0.00038267+0.00047452i,-9.3851e-05+0.00036597i,-0.00011031+0.00016377i,-0.00032441+0.00024753i,-0.00030563+0.00058355i,-0.00049537+0.00085741i,-0.00068393+0.000635i,-0.00066141+0.00052677i,-0.00023924+0.00031693i
-0.0001304-0.0021103i,-0.0002446-0.0015749i,-0.00060212-0.0016776i,-0.0012533-0.0020391i,-0.0012256-0.0015421i,-0.00079427-0.00089879i,-0.00022332-0.0005896i,-0.00017971-0.00079482i,-0.00046468-0.00046029i,-0.00025815+0.00013581i,0.00052243+0.00013514i,0.00045089+0.00019557i,0.00061601+0.00043115i,0.00044569+0.00061782i,-0.00061061+0.0007429i,-0.00081158+0.00027292i,-0.00055985-0.00027542i,-0.00016436-0.00071768i,0.00022862-0.00060567i,0.00094806-0.00064011i,0.00088216-0.00069983i,0.00054374-0.00054956i,6.4206e-05-0.0003236i
-0.00085436-0.00065154i,-0.00049023-0.00018897i,0.00023185-0.0008389i,0.00014733-0.0010527i,-0.00031274-0.00073168i,0.00075677-0.00046014i,0.00089073-3.7002e-05i,-6.8947e-05-2.0172e-05i,0.00014172-0.00086517i,0.0014447-0.00042392i,0.0010063+0.00052268i,-0.0001108-0.00040865i,-2.9343e-05-0.0005551i,-0.00032533-0.00016438i,-0.0003577-0.0002749i,0.00031892-0.00074819i,0.00062178-0.00053028i,2.1549e-05+0.00040061i,-0.00061817+0.00088966i,-0.00031185+0.00076139i,1.3268e-05+0.0001136i,-0.00068985-0.00021797i,-0.001665-0.00037894i
-0.0001584-0.00075205i,-0.0011183-0.00031214i,-0.0014376+0.00049167i,-0.00075312-0.00015303i,-8.9879e-05-0.00088144i,0.00030246-0.00093701i,0.00068842-0.00080786i,0.00063518-0.00071804i,0.00017128-0.00064007i,6.9602e-06-0.00063134i,-0.0001384-0.00012838i,-0.00012038+0.00072439i,0.0005992+0.00017259i,0.00095024-0.0003867i,0.00094287-0.00019703i,0.00096015-0.00057354i,0.00072224-0.00063721i,0.00045624+3.1655e-05i,0.00060967+0.00012841i,0.00077474-0.00015502i,8.7967e-05-0.00044768i,-0.00052908-0.00087457i,-0.00067789-0.00088945i
1.8654e-05+0.00055515i,-0.0004674+0.00043298i,-0.00093369+0.00019784i,-4.4572e-05+7.5205e-05i,7.9019e-05-0.00010615i,-0.0010152-0.00027355i,-0.0015501-0.00025832i,-0.0013594-0.00022909i,-0.00093436+0.00023232i,-0.00077538-0.00021069i,-0.00076419-0.001136i,-0.00050807-0.00098374i,-0.0004408-7.3701e-06i,2.3227e-05+0.00054108i,2.7248e-05-3.2198e-06i,-0.00050142-0.0010336i,-0.00029504-0.0010959i,0.00014771-7.7617e-05i,0.00021005+0.00019178i,0.00012213+0.0004036i,-3.6197e-05+0.00097831i,-0.00025497+0.00060013i,8.6298e-06-0.0008704i
-0.0015605+0.0015655i,-0.0015435+0.00096425i,-0.0018586+0.00023215i,-0.0011834+0.0010125i,-0.00015658+0.0018756i,0.00038192+0.0012036i,0.00028222+0.00046055i,2.9519e-05+0.00024779i,-0.00016393-0.00016296i,0.00041922+0.00014284i,0.001361+0.00061285i,0.0012282+0.000728i,0.00011469-0.00041414i,-0.00021997-0.0013826i,0.00050554-0.00036463i,0.0010161+0.00013433i,0.00091795+3.2837e-05i,0.00023749+0.00029217i,-0.00039585+0.00049606i,-0.0001655+0.00059668i,-0.00013733+3.3999e-05i,4.1233e-05-0.00021456i,3.0232e-05-0.0004312i
-0.00020112-0.0015215i,-9.4726e-05-0.0011673i,0.00087867-0.00084061i,0.0004094-0.00041864i,-0.00050657-0.00059917i,-0.0004764-0.00051219i,0.00012605-0.0002285i,0.00074594-0.00012885i,0.00020774-0.00011414i,-0.00050585-0.00038602i,-0.00054051-0.00040827i,-0.00055848-0.00050896i,-0.0005025-0.00053403i,-6.3446e-05+0.000689i,-0.00024011+0.0011382i,-0.00063355+0.00037939i,-0.00030616-0.00026407i,-0.00024261-0.00015921i,-0.00074743-0.00013266i,-0.00019856-0.0001703i,0.0006492+0.00032967i,0.00034232+0.00060812i,-0.00032993-9.9852e-05i
-0.001-0.0012374i,-0.0018182+0.00036789i,-0.0035597+0.00099593i,-0.0030174+0.00068707i,-0.00085148+0.00032467i,0.00049783+0.00022181i,7.383e-05+4.4675e-06i,-0.00074477-4.6991e-06i,-0.00083765+0.00040869i,-0.00049664+0.00062915i,0.00014849+0.0003732i,0.00018175+0.00038105i,5.1214e-05-0.00011041i,0.00070531+0.00035584i,0.0011342+0.00087866i,0.0012592-0.0004842i,0.00012008-0.00068748i,1.6463e-05+0.00011885i,-0.00021881-4.9219e-05i,-0.00099295-5.3383e-05i,-0.00034394+0.00019329i,-0.00038484-0.00033966i,-0.00047514-4.9121e-05i
0.00055142-0.00081936i,-0.00010621-0.0010716i,-0.00017055-0.0018465i,0.00045598-0.0017912i,0.00037056-0.0011068i,0.00013177-0.0010066i,0.00013529-0.0013995i,9.9452e-05-0.001374i,-0.0003582-0.00046298i,-0.00025865-0.00042447i,6.8301e-05-0.00060649i,1.8617e-05-0.0010393i,0.00015252-0.00070714i,0.00025347-5.0757e-05i,-0.00065393-0.00048007i,-0.00011686-3.0559e-05i,0.00064237+0.00038735i,-3.8849e-05+0.00044949i,0.00034803+0.00033357i,0.00082039+0.00059017i,0.00024438+0.00066919i,-0.00035385-8.8229e-05i,-0.00073046-7.9138e-05i
-0.0017097-0.00034413i,-0.0016469-0.00051875i,-0.00084776-0.00046397i,-0.00067368-0.00034734i,-0.0012383+6.9893e-05i,-0.00094566-0.00015744i,-3.0715e-05-0.00089545i,-0.00039971-0.0012217i,-0.0001884-0.0010096i,0.0002832-0.0001483i,-0.00092412-1.1022e-05i,-0.00098837+0.00013808i,-0.00092017+0.00043137i,-0.0015418+0.00034802i,-0.00064307+5.3862e-05i,0.001051-0.00054961i,0.00037763-0.00033936i,-0.00067271+0.0003742i,-0.00036503+0.00068928i,-0.00048148+0.00042789i,-0.00011554-0.00021893i,7.4795e-05-0.00035361i,-0.00078196-5.3351e-06i
-0.00041501-0.0013937i,-0.00026409-0.00084928i,-0.00026692+7.6552e-06i,-0.00058028+0.00046975i,-0.0010089+9.5759e-05i,-0.00039655-0.00017933i,0.00016485+0.00029366i,0.00015537+0.0006994i,0.00028244+0.00050859i,3.1311e-05+0.00013895i,-0.00040611+3.864e-05i,-0.0011994-6.8779e-05i,-0.0016977+0.00029529i,-0.00061974+0.00095691i,0.00061206+0.00078262i,0.0015251+0.00018321i,0.0011251+0.00016189i,-7.4307e-05-7.278e-05i,-0.0001247-0.00015468i,5.0035e-05-0.00018771i,-0.00047398-3.4291e-05i,-0.00095628+0.00017912i,-9.3941e-05+5.0176e-05i
-0.00032497+0.00072198i,-0.00029548-0.00028406i,-0.00034739-0.0006453i,-0.00017186-0.00034081i,-0.00051166-7.729e-05i,-0.00033751+7.9844e-05i,0.00062168-3.7221e-05i,0.00023585+0.00046015i,-0.0007445+0.00017009i,-0.00061842-0.0010805i,0.00042409-0.0012211i,0.0012749-0.00035701i,0.0007217+0.00057608i,-0.00037357+0.00084907i,-0.0005884+0.0010085i,1.3761e-05+0.0010324i,0.00013042+0.0011872i,0.00054247+0.0010188i,0.00028135+0.00054457i,-0.00022858+4.3851e-05i,0.00041198-0.00088268i,0.0011082-0.00048172i,0.0012033+0.00075667i
-0.0010353-0.0019664i,-0.0013861-0.0021142i,-0.00035848-0.0019853i,-0.0004281-0.0010548i,-0.00034274-0.00060197i,0.00065332-0.00037757i,0.00034737-0.00031518i,-0.00016063+5.3883e-05i,0.00047595+0.0005807i,0.00099493-6.2589e-05i,0.00035831-0.00058241i,9.0211e-05+0.00020123i,0.0003819+0.00032787i,0.00030885-0.0002932i,0.00013953-0.00015344i,0.00013639+0.00048728i,0.00061921+0.00075315i,0.00072993+0.0009435i,0.00055678+0.00078317i,0.00054282+0.001i,-0.00026676+0.00088237i,-0.00033813-0.00015874i,0.00029728-0.00046398i
0.00094029+0.00083539i,0.00093387+0.001844i,0.0013023+0.0022366i,0.001282+0.00066862i,0.00013752-0.00086926i,-0.00035958-0.00071893i,-8.6213e-05-0.00039481i,-0.00015077-0.00037054i,-8.8656e-05-2.7502e-06i,9.1983e-05+0.00033692i,0.00057505+0.00058183i,0.00068098+0.00069906i,-0.00081017+0.00020034i,-0.0018717-0.00041691i,-0.00068205-0.00055645i,0.00042543+0.00015258i,0.00022929+0.00063288i,9.8715e-05+0.00013279i,-0.00019765+1.5522e-05i,-0.00024309-0.00017906i,-0.0001506+0.00010666i,0.00038682+0.00022147i,9.0419e-05+0.00010299i
-0.00044698+0.00032878i,-0.0014065+0.00011896i,-0.0011028-0.0003336i,-0.00012232-0.00059627i,5.4751e-05-0.00072307i,0.00061131-0.00095049i,0.0005021-0.0004561i,-2.7995e-06+0.00019961i,-6.7868e-05+0.00042884i,3.4567e-05+0.00074475i,0.00016628+0.000281i,-8.3753e-05-0.00062867i,-3.4061e-05-0.00026006i,-0.00013262+0.00050953i,-0.00080197+0.0010029i,-0.0011454+0.0010455i,-0.00017749+0.00031187i,-3.116e-06+0.00054058i,6.721e-05+0.00027675i,0.00055561-9.0159e-06i,0.00035343+0.00059585i,-9.4573e-05+0.00027419i,-0.00057095-0.00052497i
-0.003076-0.0019434i,-0.0033869-0.00094528i,-0.002441-0.00085933i,-0.0014252-0.00053126i,-0.00014206+0.00013281i,0.00057577+0.00036106i,0.00022758+0.00036498i,-5.1289e-05-0.00083925i,-0.00054192-0.0010081i,-0.00018562+5.7456e-05i,-0.00013673+0.00091966i,0.00019253+0.0014316i,0.00088811+0.00097354i,0.00069841-0.00010796i,7.7375e-06-0.00066735i,8.9348e-05-0.00072321i,0.00054574-0.00090959i,8.1466e-05-0.00057598i,-0.00044618-0.00022831i,-0.00094675+0.00017725i,-0.00055355+0.00010858i,0.00064139-0.00011458i,0.00051874+0.00017531i
0.001847-0.0008334i,0.00070352-0.00060882i,-0.00059746-0.00038132i,-0.00076045-2.1148e-06i,-0.00029069+0.00027167i,-1.4358e-05+0.00099939i,-0.00082235+0.0010126i,-0.00097602+0.0003781i,-0.00060277+7.7692e-05i,-0.000361-0.00031422i,0.00031703-0.00046017i,0.00054686-0.00026595i,0.00057163+0.00010762i,0.00041765+0.00028294i,5.4848e-05+9.9792e-05i,5.8725e-05-0.00011736i,-0.00039017+0.00024683i,-5.0742e-05+0.00098997i,0.00013799+0.0010851i,-6.3003e-05-9.1751e-05i,-0.0005057-0.00030323i,-0.0011312-0.00013475i,-0.00085789-0.00045524i
-0.0020534+0.0042369i,-0.0022931+0.0039833i,-0.00075368+0.0019801i,0.00054513-0.00039859i,0.00073961-0.001229i,0.00056215-0.00057539i,0.00062521-0.00078554i,0.000162-0.00044282i,-0.00024869+0.00022239i,0.00037475+0.00011299i,0.000452+8.9321e-05i,-6.4187e-05+0.00044051i,-0.0006083+0.0009209i,-0.0005722+0.00082906i,-0.0001386-0.00043578i,0.00071729-0.00090353i,0.00087623-9.1006e-05i,0.00062035-8.9633e-05i,0.00066498-5.8451e-05i,-0.00030799+0.0001818i,-0.00071965+0.00050254i,-0.0002638+0.00060741i,-0.00025792-0.00049745i
-0.00032456-0.00069468i,-0.00048268-0.0012009i,0.00017516-0.0015285i,0.0012955-0.0016569i,0.001539-0.0017064i,0.00020172-0.001927i,-7.4623e-05-0.00061986i,0.00040584-0.00015108i,0.0010729-0.00034168i,0.0013765-4.5948e-05i,0.00087971-0.00021418i,0.0006308-9.7115e-05i,9.3873e-05-0.00040104i,-0.00070058-0.00061336i,0.00013088+0.00024575i,0.00099186+0.0001781i,0.00043592-0.00050039i,0.00024984-4.6579e-05i,-0.00010482+0.00043118i,-0.00076267+0.00031718i,-0.00053851+0.00029731i,-0.00069388+0.0013942i,-0.0011873+0.0013008i
-0.00019553-0.00053122i,0.00016947-0.001374i,-0.00034542-0.0011251i,-0.00070041+5.5892e-05i,-0.00046531+0.00069741i,0.00039334+0.0010575i,0.00012333+3.7594e-05i,-0.00020264-0.0015426i,0.00016848-0.00042652i,0.00023895+0.00079592i,0.00059959+0.00070095i,0.00096001+0.00026042i,0.0010205+0.00011437i,0.0017374+0.00034148i,0.0022334-9.4981e-05i,0.0013784-0.00034943i,0.00062371-0.00028891i,0.0011463-8.3039e-05i,0.0011124-0.00042365i,0.00017379-0.00036061i,0.00016721-0.00016785i,2.1262e-05-0.0003394i,-0.00013929+9.3668e-06i
-0.0013637+1.8439e-05i,-0.0017186+0.0013033i,-0.0019086+0.0017577i,-0.0013161+0.0020469i,-0.00053467+0.0022409i,-0.0002414+0.0013914i,-0.00043605-0.00019449i,-0.0004338-0.00081164i,4.8926e-05+5.9914e-05i,0.00053948+0.00053325i,0.00057591+0.00022941i,0.00040627+0.00023219i,0.00039721+0.00025331i,0.00074515-0.00059561i,0.0010562-0.0010266i,0.0012083-0.00018739i,0.00082864+6.2264e-05i,6.1633e-05-0.00051925i,-0.0001579-0.00051446i,-0.00025916-6.711e-05i,-0.00077931-2.8793e-05i,-0.00067971-0.00064228i,-0.00059207-0.00069439i
-0.0012363+0.0009666i,-0.001267+0.0012611i,-0.0010107+0.00096132i,-0.00064389-0.00017595i,-2.1102e-05-0.0008235i,0.00052547-0.00083212i,0.00067225-0.00044631i,0.0004136-0.00039765i,0.000983-0.00026682i,0.0012964+0.00036608i,0.00055517-0.00038152i,-0.0005125-0.0010646i,-0.00060865-0.001162i,-0.00010596-0.0012829i,0.00050754-0.0010326i,0.00029317-0.00035478i,-7.4497e-05+0.00011487i,-0.00032441+1.8607e-05i,-0.0010879-0.00022579i,-0.0012556+0.00052434i,-0.00026377+0.00099532i,0.00036547+0.00043075i,0.00041274-0.00017437i
-0.00010312-0.00052491i,0.00038757-2.0085e-05i,-0.00012149-0.00055791i,-4.5864e-05-0.0015791i,0.00062706-0.00075073i,0.00092974-0.00028686i,0.0010623-0.0012606i,0.00062347-0.0016842i,1.1258e-05-0.00097607i,0.00016223+0.00013458i,0.00014771+0.00034411i,-8.855e-05+0.00036271i,9.1814e-06+0.00023277i,8.7089e-05+0.00031351i,0.00013336+0.00061263i,0.00011772+0.00059975i,-0.0001148+2.4414e-06i,-0.00068775-0.00025494i,-0.00048334-0.00032021i,0.00019719-0.00030754i,0.00029996+0.00033376i,7.027e-05+0.00031195i,-0.0004711+0.00039549i
-6.9211e-05+0.0010731i,0.00037303+0.00064517i,0.00099199+7.9917e-05i,0.0010334-0.00042135i,0.00070242-0.00075596i,6.5282e-05-0.00064061i,0.00015924+7.2502e-05i,0.00076342+6.8473e-05i,0.00098963-0.00030577i,0.0011963+0.0002648i,0.0010258+0.00059211i,0.00078835-4.2544e-05i,0.00076281-0.00031761i,0.0011613-0.00016503i,0.0012588+0.00015881i,0.00090731+0.00031814i,0.00027504+0.00059639i,0.00014004+0.00063888i,0.00053585+0.00025988i,0.00049672-0.00035175i,-0.00012198-0.00040633i,-0.00023902-0.00017697i,0.00011829+0.0001248i
-0.0022487+0.00087453i,-0.0028586+0.0011891i,-0.0025293+0.00096977i,-0.00086166+0.00085373i,0.00050655+0.00060486i,0.00016671-0.00034562i,-0.00017721-0.00076215i,0.0003272+5.0367e-05i,0.00092598+0.00040963i,0.0010855-2.2842e-05i,0.00095563+0.00019042i,0.00052668-9.3495e-05i,0.00014917-0.00093812i,-0.00023661-0.0012132i,-0.00023297-0.0012078i,0.00024329-0.00095248i,-0.00013105-0.00034289i,-0.00069027+1.0007e-05i,-0.00029758+8.4064e-05i,-0.00061402+5.956e-05i,-0.0011146-0.00020825i,-0.00029357-0.00017611i,0.00032569+0.00014162i
0.00027289-0.00041168i,0.00075961-0.00078762i,0.00050091-0.0012421i,0.00033568-0.00035222i,0.00027226+4.3627e-05i,-0.00035233-0.00033463i,-0.00072057-0.00059623i,-0.00059238-7.6721e-05i,-0.00061937+0.0007702i,-0.00046688+0.00060077i,-0.00027385-1.3847e-05i,9.574e-05-0.00047249i,0.00098512-0.00035187i,0.001552-0.0005424i,0.0014195-0.0011735i,0.001121-0.00080939i,0.00093643+0.00016623i,0.0009004+0.00082421i,0.00030784+0.0011121i,-0.0001922+0.00077134i,0.00030567-0.00014221i,0.00039442-0.0005456i,0.00058673-0.00044343i
0.0010517+0.00055992i,0.0011145+0.00042211i,-0.00019679-0.00010177i,-0.0017192-0.00089936i,-0.0012529-0.00035507i,0.00038419+0.00035437i,0.0016345+0.00026659i,0.0013851-0.00018852i,0.00037245-0.00069442i,-0.0001579-0.00018994i,-0.00010117+0.00066147i,-0.0010494+0.00089682i,-0.00091561+0.00092925i,0.00063015+0.0012073i,0.00042599+0.00079585i,-8.6729e-05-0.00043146i,1.2262e-05-0.0009192i,0.00015961-0.00072674i,0.00018845-0.00079498i,0.00023646-0.00064527i,6.8026e-05-0.00019998i,-0.00042738-0.00033958i,-0.00063816-0.00030219i
-0.0021253-0.00081362i,-0.00084804-0.0002412i,-0.00046756+0.00094594i,-0.00032473+0.00044836i,-0.00042389-2.6275e-05i,-0.00047451-0.00026419i,0.0002258-0.0011283i,0.00027254-0.00028526i,-2.9481e-05+0.00053815i,0.00023476-5.7452e-05i,0.00072661-8.7637e-05i,0.00060405+0.00076476i,9.6472e-05+0.00045475i,0.00046632-6.1717e-05i,0.0010326+8.0314e-05i,0.00049118-8.4092e-05i,-0.00010965-0.00058571i,-0.0006541-0.00037404i,-0.00039312-0.00047662i,-0.00027847-0.00062712i,-0.00029526-0.00029683i,-0.00048475-0.00048098i,-0.00023515-0.0012727i
0.00075465-0.003246i,0.00050217-0.0032411i,-0.00032-0.0024868i,7.4669e-05-0.0011737i,0.00090686-0.00011761i,7.3456e-05+0.00050685i,-0.00027432+0.00045936i,-0.0001319+9.3849e-05i,0.00024001-0.0004065i,0.00045405-0.0010921i,-0.00046192-0.00054788i,-0.00020381+0.0005064i,0.00069216+0.00051959i,0.00099002+0.00055234i,0.00081091+0.0016072i,0.00081786+0.0016108i,0.00052371+0.00044274i,-0.00069327-7.6164e-05i,-0.0012064+0.00015202i,-0.0011457-0.00010495i,-0.0007608-0.00031653i,0.00012813+5.1405e-05i,-0.00017477+0.00028541i
0.001475+0.0018288i,0.00047885+0.0013128i,-0.00052706-0.00076493i,-0.0012826-0.0016743i,-0.0010164-0.00029508i,0.00011643+0.00094887i,3.6392e-05+0.00077833i,-0.0005978+0.00032348i,-0.0005989-0.00010499i,-0.00040547-0.00049963i,-0.00038979-0.00010181i,0.0001001+0.00010648i,0.0002069-0.00028241i,-0.0001669-0.00062044i,-2.2917e-05-0.00078588i,0.00025217-0.00059038i,0.00031147+0.00025878i,-0.00020669+0.00066656i,-0.00044409+0.00013807i,6.8375e-05+0.00017607i,0.0005448+0.00036262i,-0.00015359+0.00057726i,-0.00054054+0.00068567i
-0.0028696-0.001954i,-0.0033775-0.0016571i,-0.00301-0.0014003i,-0.0013954-5.6418e-05i,-0.00075182+0.00045657i,-0.00047402-0.00020334i,-0.00024381-0.00090882i,1.2342e-05-0.0014812i,8.0135e-05-0.0014872i,0.00025889-0.0013353i,-0.00070204-0.00084055i,-0.0013066-0.00028791i,-0.00050937+0.00011818i,0.00011639+0.00031548i,0.00069593+0.00012875i,-2.6446e-05-0.00059331i,-0.00069501-0.00029444i,-0.00063202+0.00013139i,0.00020297+0.00011846i,0.00024173+0.00088472i,-0.00067889+0.00095743i,-0.0013344-2.6971e-05i,-0.0010569-0.00034426i
0.0014698-0.0027745i,0.0011564-0.0019327i,-0.00074107-0.00096222i,-0.0019244+0.00031466i,-0.0012943+0.00069125i,7.5328e-05+0.00096484i,0.00042295+0.00034004i,0.00042914-0.00055328i,0.00021738-9.5217e-05i,-0.00033961+0.0005158i,-0.00018763+0.00064687i,0.00067041+0.00076203i,0.0010559+0.00088877i,0.001481+0.00062192i,0.0018686-8.0494e-05i,0.0010852-0.001067i,0.00019386-0.00087365i,-5.1051e-05+0.00012939i,0.00037806+0.00027607i,0.00039004+8.5811e-05i,-0.00032412-0.0002647i,-0.00016467-0.00038996i,-0.00018961-6.1472e-05i
0.00085005+0.0011594i,0.0021464+0.0017798i,0.0020616+8.3561e-05i,0.0012823-0.0017554i,0.00084387-0.0013797i,0.00034365-0.00074454i,0.00060504-0.00015557i,0.001074+1.399e-05i,0.00064048-0.00028753i,-0.00052491-0.00024637i,-0.00064599+0.00010958i,5.2137e-05+0.00078071i,1.7162e-05+0.001161i,-0.00020044+0.0010969i,-0.00051435+0.0007733i,-0.00020832+0.0006071i,-6.0629e-05+0.00036971i,-0.0006257+0.0003256i,-0.00085589+0.00043412i,-0.00041711+0.00071253i,-0.00030939+0.00084292i,-0.00049135+6.8351e-05i,-0.00049418-5.5735e-05i
-0.00241-0.0021688i,-0.0026953-0.00046313i,-0.0025063+0.00055398i,-0.0014547+0.00035501i,-0.00023074+7.8122e-06i,-0.00046274+0.00036198i,-0.00078217-0.00021259i,-0.00025371-0.0012406i,-2.0167e-05-0.0007435i,0.00036298-0.00027229i,0.00037891-0.00050701i,-0.00014068-0.00029437i,-0.00068779-0.00074038i,-0.00051141-0.00048002i,2.6186e-06+0.00010062i,2.6064e-05+0.00015663i,-5.0586e-05+0.00021483i,-0.00045051-0.00029444i,-0.00082608-0.00032639i,-0.00062008-0.00049637i,-0.00044268-0.00093525i,-0.00030713-0.00072515i,-0.00033092-6.6197e-05i
0.0012231+0.00069715i,0.00034471-0.00023918i,-0.00075928-0.00034327i,0.00019088-3.2002e-05i,0.0011846+0.00059373i,0.0010127+0.00066616i,0.00099181+9.4003e-06i,0.00082441+0.00017735i,0.00050408+0.00063235i,0.00017688+0.00094032i,8.7909e-05+0.00080569i,0.00010287+0.0007874i,0.00040174+1.3586e-05i,0.0005059-0.00033084i,0.00011562-0.00019541i,5.2482e-05-0.0010845i,-0.00019768-0.00099608i,-0.00041095+0.00019458i,-0.00048622+0.0007186i,-0.00052291+0.00048624i,9.5454e-06+0.00062452i,0.00021561+0.00016373i,-0.00057693-0.00022012i
-0.0017741-0.00063775i,-0.00067936+0.00033247i,-0.0010057-9.4325e-05i,-0.00081044-0.00035901i,0.00014153+0.00035653i,0.0013155-5.5731e-05i,0.0016922-0.00040754i,0.00045611-0.00072402i,-0.0004602-0.0011619i,-4.1975e-05-0.00070055i,0.00041804+0.00024717i,0.00026188+0.0001225i,-0.00019669-0.00085544i,-0.00025725-0.00067873i,0.00094146-9.3772e-05i,0.001228+0.00019042i,0.0005902-1.888e-05i,0.00054717-0.00058406i,0.00037515-0.00052643i,-0.00021079-0.00046391i,-0.00041425-3.3552e-05i,-0.00023467+0.00040467i,-0.00076557+0.00038646i
