-0.0013559-0.0013926i,0.00023614-0.00074728i,-0.0011063-0.001907i,-0.0033089-0.0015033i,-0.0036679+0.00080533i,-0.0026583+0.0027577i,-0.001987+0.0026312i,-0.00070315+0.0013065i,0.00051125+0.00062955i,0.00075775+0.00032309i,0.001213+0.00056974i,0.0011332+0.00048639i,0.00075834+0.00045481i,0.00046183+0.00032396i,-0.00039967+0.00026828i,-0.0010983+0.0010612i,-0.00071567+0.00087227i,-1.5133e-05+0.00020663i,-9.9611e-05+0.00035543i,6.0822e-05+0.00066859i,0.0003811+0.00066494i,7.4891e-05+0.00017345i,0.0004162+4.9307e-05i
0.0014598+0.003408i,0.0015271+0.0048001i,0.0016721+0.0034076i,-0.0005644-0.00033728i,-0.0033577-0.002292i,-0.0042686-0.00095395i,-0.0031463-0.00038486i,-0.0010916-0.0013994i,0.00033897-0.0017649i,0.00072881-0.00060239i,0.0004495-0.00010514i,0.00070564-0.0010948i,0.00098728-0.0013277i,0.0010115-0.00096177i,0.00055434-0.00027799i,0.00029426-0.00014444i,0.00043229-0.0005863i,0.00050419-0.00020234i,0.00024399+0.00034952i,-0.00041881+0.00041293i,-0.0011784-3.722e-05i,-0.00094805-0.00040072i,0.00011249-0.00068856i
0.00089037+0.00276i,0.0011557+0.0029766i,0.0020118+0.00064368i,0.0017724-0.00252i,-0.00028433-0.002677i,-0.0025816-0.00042828i,-0.0029174+0.0011485i,-0.0021697+0.00059123i,-0.0012197-0.0011454i,-9.1905e-05-0.0026644i,6.791e-06-0.0019768i,-0.00058699-0.00058645i,-0.00050363-0.00023537i,8.5461e-05-0.00038605i,2.5225e-05-0.00063433i,-0.00012168-0.00065789i,0.00018908-5.508e-06i,-3.7195e-05+9.3356e-05i,-0.0005303-0.00059393i,-0.0003611-0.00086786i,-0.00047286-0.00087013i,-0.00064548-0.00026467i,-0.00015559+0.00063255i
-0.0015055+0.0026797i,-0.00043149+0.0031509i,0.00073766+0.0033359i,0.00043419+0.0016213i,-0.0015926+0.00033209i,-0.0033574+0.00017946i,-0.0027328+0.00046879i,-0.0026776+0.0011511i,-0.0025127+0.00074857i,-0.00059266+0.00010029i,0.00038759-0.00026212i,-0.00016646-0.00058851i,-0.0004238-0.0010166i,3.0554e-05-0.0010493i,0.00077895-0.00063183i,0.00093297-0.0011497i,0.00070514-0.0015072i,0.0011126-0.00099963i,0.0013496-0.00082734i,0.0008959-0.0013624i,0.00078905-0.0013667i,0.00017199-0.00018899i,-0.00077564+0.00031549i
-0.0023883+0.00059859i,-0.0011796+0.0030842i,-0.00043326+0.0031852i,-0.00054558+0.00070669i,-0.0023219-0.00084265i,-0.0027976+0.00056701i,-0.0012279+0.0026382i,-0.00025942+0.0032962i,-0.0011518+0.0022007i,-0.001743+0.00083383i,-0.00072342+0.00055487i,0.00024141+0.00042299i,0.0012011+7.3876e-05i,0.0014107-0.00050433i,0.00057317-0.00043949i,-0.00024773-0.00027547i,-0.0002673-0.00064732i,-0.00019686-0.00091489i,-0.00012286-0.00069501i,0.000889-0.00050958i,0.0012061+0.00011078i,0.00010738-5.3855e-05i,0.00035374-4.7985e-05i
0.0031734+0.0048093i,0.0040512+0.0029978i,0.0058173+0.00017716i,0.0034343-0.0019753i,-0.00083019-0.0021546i,-0.0029058-0.0011867i,-0.0022302+0.00036798i,-3.9023e-05+0.001676i,0.00064908+0.0018717i,0.0006625+0.0015228i,0.00094592+0.00094345i,0.00082379+0.00094313i,0.00022989+0.001134i,-0.00044249+0.00089917i,-0.0011436+0.00060807i,-0.00159-7.0732e-05i,-0.0011188+2.1533e-05i,-0.00080107+0.0003173i,-0.00061574-0.00041357i,-0.00073708-0.0011599i,-0.00069647-0.00091462i,5.5582e-05-0.00033899i,0.00038393-0.00016694i
0.0017252+0.003105i,-0.00041353+0.00312i,-0.0025377+0.0021243i,-0.0029638-0.00031896i,-0.003234-0.0027353i,-0.0033896-0.0022575i,-0.0017058-0.0010798i,0.0012024-0.0012432i,0.0025706-0.0013106i,0.0020593-0.00066858i,0.001418-0.00051578i,0.00097578-0.00069061i,-0.00054432-0.00050753i,-0.0013096-0.00084483i,-0.00064959-0.0011149i,-5.4761e-05-0.00048253i,0.00014829+0.00038756i,-7.4901e-05+0.0010519i,-0.00067189+0.001038i,-0.00037449+0.00023998i,-9.3763e-05+0.00019526i,-0.0001789+0.00081222i,-0.00029114+0.00066989i
0.0013964+0.00089676i,0.0034057+0.0016733i,0.0055446+0.00040493i,0.0039896-0.0020808i,-0.00048175-0.0024805i,-0.0030909-0.0015024i,-0.0028198-0.0008238i,-0.0012886-0.0011741i,8.8035e-05-0.0017828i,0.0008292-0.0017176i,0.00078436-0.0010105i,-0.00015771-0.00014662i,-0.00049325+0.0001621i,-0.00050093-1.0843e-05i,0.00024719+0.00014705i,0.00035517+0.00048638i,-0.00021308+0.00057046i,0.00021613+0.00038887i,0.00060346+0.00010721i,0.00070847-0.00026995i,0.00040396-0.00094988i,0.000643-0.0010304i,0.00070547-0.000263i
-0.001093+0.0011063i,-0.001701+0.0036641i,-0.0025127+0.0036413i,-0.0037848+0.00084935i,-0.0044957-0.0011485i,-0.0049562-0.00096448i,-0.0041662+0.0011665i,-0.0030631+0.00078566i,-0.0023933-0.0012919i,-0.001819-0.0015762i,-0.0014048-0.0014456i,-0.0013185-0.001154i,-0.00065002-0.0002859i,-0.0010101+1.2512e-05i,-0.0014982-0.00017882i,-0.00042486+4.1634e-05i,0.00052393+9.4546e-05i,0.00080618+2.2667e-07i,0.00097733+0.00078748i,0.0004044+0.00099573i,-0.0010781-0.0002455i,-0.0010311-0.0012948i,-0.00022382-0.00078869i
0.0013937+0.0017561i,0.0028257+0.0019955i,0.004512-0.00035492i,0.0025273-0.002802i,-0.0011536-0.0032368i,-0.0028824-0.00055714i,-0.0025939+0.0019006i,-0.0013192+0.0023451i,-0.00066331+0.0013649i,-0.00058384+0.00051688i,-0.00073497+0.00040099i,-0.001621+0.00071935i,-0.0018835+0.0013654i,-0.0012504+0.0012335i,-0.00025472+8.5693e-05i,0.00022647-8.7709e-05i,-0.00042556+0.0001503i,-0.0002692+1.8592e-05i,0.00058949-0.00053197i,0.00062763-0.00052673i,0.00035255-0.00048226i,-0.00048652-0.00073568i,-0.00085946-0.00083672i
-0.0012999+0.0028571i,-0.00027035+0.0048898i,0.00054678+0.0043209i,0.00036688+0.0018509i,-0.00049316+0.00057972i,-0.0017095+0.00067869i,-0.0016208+0.0018501i,-0.0011589+0.0024705i,-0.0012879+0.002943i,-0.00091507+0.0027505i,-0.00017103+0.0018113i,-5.5771e-06+0.001091i,-0.00041154+0.00070875i,-0.00051387-0.00035837i,-0.00041749-0.0008348i,-0.00054535+0.00017336i,-0.00026738+0.00032925i,0.00013996-0.0002353i,0.0004614+0.00022316i,-5.6477e-05+0.00076222i,-0.00050534+0.00031462i,4.6425e-05+0.00011756i,-0.00012716+0.00044937i
0.0017744+0.0039292i,0.00059029+0.0024086i,0.0019284-0.00081438i,0.0009358-0.0034744i,-0.0031871-0.0037416i,-0.0042255-0.0034998i,-0.0018096-0.0015325i,0.00063089+0.00055702i,0.0010835+0.00083326i,0.00058589+0.00043933i,0.00057087+0.00059092i,0.00048211+0.00073993i,-0.00088878-8.784e-06i,-0.0010626-0.00052264i,0.00017142-0.00025517i,0.00043118+0.00049817i,0.00038495+0.00080659i,0.00049051+0.00046747i,0.00037358-0.00059288i,7.9525e-05-0.0012848i,-0.00044756-0.00096203i,-0.00050937-0.00088506i,-4.1108e-05-0.00062672i
-0.0033936+0.0039722i,-0.0020727+0.0056256i,0.00038038+0.0063368i,0.0017059+0.0019672i,0.00064354-0.0013508i,-0.0011105-0.0016299i,-0.0011333-0.0015243i,0.00022204-0.0007683i,0.0012135-0.00077843i,0.0017684-0.00061364i,0.0020735-0.00065842i,0.0018495-0.0011977i,0.0010633-0.0011422i,0.00023415-0.00066767i,0.00055678+0.00041656i,0.0006671+0.0005649i,0.00013154-0.00015022i,-0.0005863-0.00058235i,-0.00039067-0.00056068i,-0.00016402+0.00013725i,-0.00056521+0.00032591i,-0.00025057+0.00018861i,2.3812e-05+6.426e-05i
0.0014642+0.0011028i,0.0009462+0.0010436i,0.0017397-0.0017351i,-0.00016257-0.0041332i,-0.004182-0.0040078i,-0.0056311-0.002279i,-0.0040645-0.00069856i,-0.0016817-0.00073829i,2.3469e-05-0.0011014i,2.6582e-05-0.0011944i,-0.00064647-0.0016992i,-0.00090056-0.0015276i,-0.00039214-0.00034957i,-3.191e-05-0.00028152i,-0.00040986-0.00083421i,7.8849e-05-0.0009866i,0.00096642-0.00040573i,0.00050251-2.3779e-05i,-0.00042348+0.00016887i,-0.00074802+0.00034874i,-3.2206e-05+0.00012427i,-0.00032997+0.00020497i,-0.00051138+0.00013375i
-0.00065914+0.0014509i,-0.00019764+0.0026674i,0.00033961+0.0030269i,-0.0012726+0.0014613i,-0.0039983-0.00030706i,-0.0057275+0.00056519i,-0.0044878+0.0019402i,-0.0028274+0.0016776i,-0.0023355+3.9939e-05i,-0.001975-0.001458i,-0.001321-0.0014428i,-0.00074764-0.00010414i,-0.00058931+0.00034411i,-0.0012477-0.00026672i,-0.0011098+0.00028825i,-0.00033349+0.00027108i,1.6064e-06-0.00042791i,0.00059667-0.00031574i,0.001075-0.00020965i,0.00095002+0.00023327i,0.00024114+9.2459e-05i,-0.00037035-0.0006551i,-8.3648e-06+0.00039443i
0.00024018+0.0010531i,-4.557e-05+0.0025482i,-0.00026437+0.0021158i,-0.00050924+0.0006566i,-0.0016949-0.00018072i,-0.0020406+0.00044292i,-0.0014549+0.0015596i,-0.00086013+0.0015923i,-0.00069408+0.0012235i,-0.00080182+0.00095474i,-0.00061456+0.00026616i,-0.00077659+0.0010355i,-0.00054038+0.0019038i,-0.00042158+0.0016289i,-0.0011476+0.0010684i,-0.0011092+0.00044329i,-1.2691e-05+2.3619e-05i,0.00055703+3.3462e-05i,0.00036979+0.00010941i,-0.00025161+0.0002501i,-0.00039512+0.00034495i,0.00010486-8.0067e-05i,9.4484e-05+0.00013524i
-0.0026462+0.0025422i,-0.0015842+0.0045323i,-0.00061131+0.0047802i,0.00018652+0.0021758i,-0.0015849-0.00068502i,-0.0027185-0.001027i,-0.0015312+0.00049487i,-0.00030063+0.0013722i,3.0062e-05+0.0013379i,0.0001918+0.0018115i,0.0010926+0.0017403i,0.001675+0.0013823i,0.001314+0.00096276i,0.0011787+6.2956e-05i,0.00084466-0.00029822i,0.00026059-9.9309e-05i,0.00035616+0.00019077i,0.0002163+0.00024788i,-0.00039178-0.00051846i,-0.00060194-0.00070878i,-0.0004535-0.0003254i,-9.1275e-06-0.00064878i,0.00030886-0.00081217i
0.00039193-0.00014992i,0.0010502+0.0011991i,0.00083261+0.00014593i,-0.00068267-0.001906i,-0.0025287-0.0027922i,-0.0035984-0.0021169i,-0.0029529-0.0014086i,-0.0015365-0.00098374i,-0.0008882-0.00069551i,-0.00059096+0.00056152i,-0.0002424+0.0017466i,0.00063465+0.0021777i,0.00090084+0.0017163i,0.00051455+0.0010034i,0.00038778+0.0011226i,0.00072108+0.001635i,0.0003086+0.00090147i,-0.00036217-0.00080563i,-0.00017656-0.0011441i,0.00012852-0.00040623i,0.00070512-0.00061691i,0.00084335-0.00069379i,0.0001599-0.00024567i
0.0016809+0.0019525i,0.00051213+0.0031284i,0.00098339+0.0019632i,-0.00024465-0.00091247i,-0.0033354-0.0021636i,-0.005462-0.0010853i,-0.0046601+0.00033088i,-0.0025834+0.00046197i,-0.0012715-0.00042967i,3.0043e-05-0.00018491i,0.00014306-0.00051035i,-0.00059805-0.00080521i,-0.00012948-0.00066157i,6.9891e-05-0.00077978i,0.00011516-0.00061253i,0.00035164-7.7728e-05i,-1.7637e-05-0.0002896i,-0.00021463-0.0007434i,0.00012429-0.00022504i,-0.00038278+8.1418e-05i,-0.00035163-0.00019586i,-0.00012858-0.00012642i,-0.00017317+0.00025164i
-0.0013144+0.0017297i,-0.00024239+0.0020033i,0.00028236+0.0014347i,-0.00043291-0.00086183i,-0.0025137-0.0026614i,-0.0041177-0.0014344i,-0.004429+0.0012167i,-0.0033811+0.0024182i,-0.00099269+0.0022074i,0.00085634+0.0015936i,0.0010298+0.00039358i,-3.6297e-05-0.0003659i,-0.0013399+0.00019746i,-0.0012565-1.3126e-05i,0.00021921-0.00059103i,0.00053246-0.00072367i,0.00010423-0.00087347i,-0.00024271-0.00044475i,-0.00017517+0.00022512i,0.00034251+0.00023361i,0.00066355+9.525e-05i,0.00030957+0.00014325i,-0.00017518+5.0047e-05i
-0.00094575+0.0019124i,7.9218e-05+0.0043771i,0.0014402+0.0040986i,0.0014936+0.0012705i,-0.00011756+0.00032392i,-0.0022744+0.0014008i,-0.0015006+0.0031863i,0.00065395+0.0039082i,0.0022939+0.0026458i,0.0017076+0.00083375i,-0.00036303-0.00065975i,-0.001252-0.0010332i,-0.00054072-0.00019231i,-0.00020997+0.00045859i,-0.0003678+4.1455e-05i,-0.00029859-0.00022806i,-0.00043337-0.00025907i,-0.00028322-0.00061508i,0.0001894-0.00094761i,0.00037436-0.00087217i,-0.00019126-0.0010733i,-0.00084699-0.0016432i,-0.00047632-0.0010816i
0.00086331+0.0025366i,0.00026386+0.0015911i,0.0012968+0.00027859i,-0.00040042-0.0024574i,-0.0038105-0.004252i,-0.0041203-0.0027659i,-0.001812+0.00068009i,0.00093191+0.0016836i,0.0017781+8.3669e-05i,0.00035096-0.0017469i,-0.00066254-0.0017674i,6.883e-05-0.00018944i,0.00017484+0.00071544i,-0.00071419+0.0010781i,-0.00066491+0.00079084i,-0.00036363-6.3092e-05i,-0.00073764-0.00075413i,-0.00051639-0.00025215i,-0.00054522+0.00084864i,-8.8707e-05+0.00043105i,-0.00022257-0.000253i,-0.00078577-0.00036689i,-0.00036361-0.00039261i
-0.001864+0.0019426i,-0.0013982+0.0023039i,0.0010479+0.0011167i,0.0026789-0.001228i,0.0017931-0.0016741i,-6.7827e-05-0.0014955i,0.00010992-0.0021212i,0.0017301-0.0035598i,0.0018946-0.0039072i,0.00053202-0.0023012i,-4.3718e-05-0.00099057i,0.00066957-0.00021998i,0.00093365-0.00045215i,0.00059718+0.00011819i,-0.00038277+0.0012169i,-0.00060625+0.00098987i,-0.00049447+0.00039108i,-0.00028704-0.00055521i,0.00017591-0.0011881i,0.00020573-0.00077943i,0.00040738-0.00051442i,1.511e-05-0.0006197i,-0.0003853-0.00030688i
0.00040889+0.0014232i,0.00095621+0.001965i,0.00055579+0.00079097i,-0.0026697-0.0007684i,-0.0058602-0.0013712i,-0.006191-0.0005452i,-0.0043366-0.00050557i,-0.003134-0.0023724i,-0.003108-0.0032568i,-0.0025936-0.0013678i,-0.001676+0.00010948i,-0.00039462-0.0003126i,0.0003671-0.0010368i,0.00053554-0.0007518i,0.0011031-0.00063797i,0.0008817-0.00065546i,0.00040272+0.00012889i,-0.00017444+0.0009109i,-0.00070253+0.0005092i,-0.00045097+0.00021712i,-0.0002833-8.7116e-05i,-0.00029357-0.0004448i,-1.777e-05-7.9571e-05i
-0.0024756+0.00040489i,-0.00066356+0.0030727i,-0.0002923+0.0027369i,-0.00085175-3.2707e-05i,-0.0026653-0.0022258i,-0.0039586-0.0015935i,-0.0048984-0.00019372i,-0.0067292+0.00073089i,-0.0070197+0.0013624i,-0.0037556+0.0019419i,-0.0005242+0.0016105i,0.0002536+0.00058342i,0.00017483-2.6806e-05i,4.6897e-05-9.1935e-05i,0.00052778+0.00021935i,0.0011492+0.00029703i,0.00087246+0.00010295i,0.00026118-5.1844e-05i,1.9644e-05-0.00047799i,0.00017018-0.00025469i,-0.00028944-9.0835e-05i,-0.00064662-0.00057323i,2.4683e-05-0.00065183i
-0.00019462-0.0014451i,-0.00024369+0.00031977i,-0.0011227+0.00059123i,-0.0021453+0.00065621i,-0.0036601+0.0016115i,-0.004049+0.0020888i,-0.0034778+0.0041559i,-0.0033143+0.0061152i,-0.0022438+0.0055085i,-0.00072829+0.0035014i,-0.00021321+0.0018902i,-0.00027028+0.00074433i,-2.1955e-05+0.00034287i,0.00012337+0.00017412i,-0.00013987-0.00072183i,-5.5385e-05-0.0013597i,0.00036586-0.00093009i,-3.3692e-06-8.386e-05i,-0.00020396+0.0001049i,9.4926e-05+0.00013474i,0.0002834+0.00069758i,0.00063273+0.0012224i,0.0012187+0.00089232i
0.00024217-0.00051381i,-0.00035704+0.00071668i,-0.001247-0.00050348i,-0.0026267-0.0022061i,-0.0037099-0.001766i,-0.0031291+0.0019522i,-0.00052874+0.0047534i,0.0013327+0.0060155i,0.0018162+0.0047919i,0.0016282+0.0016547i,0.00065316-6.2648e-05i,-0.00031301-0.00029346i,-0.00056265-8.7216e-05i,-0.00058549+0.00091322i,-0.00029746+0.0011955i,-0.00045819+0.00020247i,8.7765e-05-7.8852e-05i,0.00067965-0.00029928i,0.00037386-0.0011632i,1.0968e-05-0.0012977i,-0.00028401-0.00013313i,-0.00061265+0.00051888i,-0.00091004+0.00019814i
-0.00091708+0.0016519i,-0.0012503+0.0035822i,-0.0016761+0.0021975i,-0.0012378-0.00041388i,-0.0020451-0.00091827i,-0.0023333+0.00029136i,0.00078272+0.0010701i,0.004935+0.00024422i,0.0058284-0.0016247i,0.0037566-0.0026465i,0.0015242-0.0010097i,0.0010234+0.00081184i,0.00023397+0.0010513i,-0.00050869+4.8855e-05i,-0.00069599-6.1768e-05i,-0.0009523+0.00014308i,-0.0009298+0.00021984i,-0.00086932+0.00098184i,-0.0005209+0.00079088i,0.00010423-0.00037369i,-0.00012568+0.00020724i,-0.0006545+0.0011857i,-0.00041758+0.00032256i
0.0011295+0.0011843i,0.0023257+0.003131i,0.002585+0.0022648i,-0.00028857-0.0020597i,-0.0040956-0.0047813i,-0.0047863-0.003608i,-0.0018463-0.0036674i,0.00072422-0.0058976i,0.0012538-0.0068254i,0.00025009-0.004407i,-0.00044862-0.0009887i,-0.00038483+0.00046471i,0.00018442+7.6699e-05i,0.0006424+5.2614e-05i,0.00095098+0.00046865i,0.00058019+0.00033845i,0.00053224+0.00023779i,0.00033994+0.00031157i,-0.00037489+0.0007031i,0.00021412+0.00070719i,0.0011634+0.000626i,0.00080392+0.00062972i,9.6351e-05-0.00018168i
-0.00033708+0.0013192i,-0.0008203+0.002759i,-0.00065812+0.0014506i,-0.0017236-0.0022088i,-0.004568-0.0041331i,-0.0070371-0.0036492i,-0.0066091-0.0030752i,-0.005654-0.0040409i,-0.0061908-0.0046266i,-0.005205-0.0022837i,-0.0026877+0.00067869i,-0.001493+0.0015561i,-0.0011325+0.000956i,-0.00066569+0.0002302i,-0.0002214+3.8188e-05i,0.00025965+0.00019267i,0.00038022+0.00022405i,0.00061244-0.00020832i,0.0007959-0.00073792i,0.0002677-0.00090095i,-9.9486e-05-0.0011012i,0.00014006-0.00057562i,0.00050475-0.00045264i
-0.0003934+0.0035456i,0.00011715+0.0037574i,0.0022623+0.0021299i,0.0013323-0.0014238i,-0.0020932-0.002713i,-0.0048717-0.00097468i,-0.0066364+0.00057629i,-0.0079997+0.0019318i,-0.0068399+0.0033319i,-0.0034574+0.0031674i,-0.00093681+0.0018954i,-0.00092889+8.5741e-05i,-0.0015335-0.00034294i,-0.00059737-1.5868e-05i,0.00050555-0.00041861i,0.00090679-0.00054535i,0.00068611-0.0004093i,-4.5868e-05-0.00022434i,-0.00085771-0.00035945i,-0.00088216-0.00019905i,-0.00052284-0.00051745i,-6.1649e-05-0.0010313i,0.00032718-0.00022001i
0.00016433+0.0038614i,0.00046757+0.0035872i,0.0015864+0.0014257i,0.0006518-0.0021902i,-0.0026412-0.0035249i,-0.0050813-0.00077602i,-0.0050757+0.0045189i,-0.0028418+0.0086393i,0.00059663+0.0088121i,0.0028231+0.0050948i,0.0024247+0.0020714i,0.0008054+0.0014249i,-0.0005601+0.00072948i,-0.0010505-0.00049243i,-0.00092856-0.0010776i,-0.00053186-0.0013666i,-0.0001674-0.0010285i,-8.9013e-05-0.00073266i,-0.00081435-0.00055722i,-0.0012784-0.00029453i,-9.8232e-05-9.6756e-05i,0.00048069+9.144e-05i,0.0005103+9.401e-05i
-0.0022807+0.0030567i,-0.0011613+0.0031948i,-0.00022372+0.0027445i,0.00071123-0.00012471i,2.5652e-06-0.0019926i,-0.00057725-0.00044521i,0.0012425+0.0026109i,0.0039897+0.0043436i,0.0055772+0.0033642i,0.0053604+0.0012331i,0.0040422+4.54e-05i,0.0021733-0.00027505i,0.0013119-0.00057138i,0.00089729-0.00060141i,0.00087203-0.0003944i,0.00065555-0.00046489i,-0.00016437-0.00080927i,-4.2341e-05-0.0010793i,0.00022758-0.00076667i,0.00026153-8.8363e-05i,1.9148e-05-0.00038826i,0.00035087-0.00054887i,0.00089987-9.2138e-05i
-0.0019585+0.0032596i,-0.0013066+0.0047915i,-4.2798e-05+0.0047781i,0.00076831+0.00095548i,-0.00047151-0.0020343i,-0.0013836-0.0024748i,0.0013262-0.0022266i,0.0056606-0.0029969i,0.0064551-0.0046665i,0.003706-0.0046525i,0.0014954-0.002347i,0.000985-0.00091359i,0.00062601-0.00048518i,-0.00018074+1.1645e-05i,-0.00098434+0.00043616i,-0.00079025+0.0010557i,-0.0003995+0.0010869i,-3.7776e-05+1.5814e-06i,-4.311e-05-0.00039426i,6.2419e-05-5.2267e-05i,0.00052696-0.00033865i,0.00053545-0.0009035i,-7.8332e-05-0.00078809i
-0.0020627+0.0020023i,-0.00077956+0.0035688i,0.00061079+0.0028352i,0.00049892-0.0011002i,-0.0015998-0.0037473i,-0.0025392-0.0041516i,-0.0021729-0.0053267i,-0.0011887-0.0070965i,-0.00065426-0.0075645i,-0.0022956-0.0056593i,-0.0017151-0.0031079i,-0.00040871-0.0019815i,-3.2188e-05-0.0014209i,0.00087748-0.00032394i,0.00088752+0.00011384i,0.00063936-0.00043791i,0.00030368-0.00046414i,0.00037837-0.00016175i,0.00013677-0.00041665i,-0.00041322-0.00041845i,-0.0005325+0.00029096i,-0.00020979+0.00043392i,-0.00024672+0.00048287i
-0.0028278+0.00094126i,-0.0028501+0.0035331i,-0.0026873+0.0032082i,-0.0020681+0.00073879i,-0.002481-0.0005437i,-0.0039259-0.00061952i,-0.0053829-0.0010057i,-0.0074465-0.0015861i,-0.0087198-0.0012703i,-0.0067396+0.00014722i,-0.0036393+0.0011693i,-0.0021535+0.0005966i,-0.0017184+2.0318e-05i,-0.0018165+0.00038293i,-0.00082986+0.0010794i,0.00032424+0.00062448i,0.0011074+0.00052311i,0.0015272+0.00072332i,0.0013948+0.00022435i,0.00074572+0.00021227i,0.0005952+0.00067367i,0.00059272+0.0013499i,0.00024407+0.0010168i
-0.001577+0.00033987i,0.00012114+0.0006784i,0.00042561+0.0017265i,-0.00081163+0.00040624i,-0.0039142-0.0013688i,-0.0066748-0.00039738i,-0.0073219+0.0020671i,-0.0076934+0.0042472i,-0.0067978+0.0055913i,-0.0037892+0.0056379i,-0.0013461+0.0037487i,-0.00021703+0.0028003i,-0.0003094+0.0017692i,-0.00019927+9.2928e-06i,9.3552e-06-0.00017578i,0.00039529+0.00058898i,0.00055597+6.7204e-05i,0.00012767-0.00045817i,-0.00023532-0.00042921i,-0.0011243-0.00061165i,-0.00072417-0.0006527i,-0.00045753-0.00050581i,-0.0011432-0.00023728i
-0.0014906+0.0027595i,-0.0019104+0.0029793i,-0.0015913+0.0021941i,-0.00080596+8.2205e-05i,-0.0016286-0.001006i,-0.0030568+0.00083026i,-0.0027628+0.0044557i,0.00030538+0.0072006i,0.0026502+0.0076155i,0.0031827+0.00579i,0.0033068+0.003092i,0.0022038+0.001849i,0.00086391+0.001609i,-0.00022863+0.00071382i,-0.0012009-2.5948e-05i,-0.00086815-4.5987e-05i,-0.00033077-0.00076913i,-0.00046993-0.0015164i,-0.0006204-0.0013587i,-0.00042667-0.00051116i,-6.1148e-05+0.00074084i,0.00020457+0.0014157i,0.00090503+0.0010153i
-0.001698+0.0036138i,-0.00029325+0.0049718i,0.0016176+0.0035186i,0.0016852+0.00068559i,-3.9191e-05-0.00088167i,-0.0010628-0.00031115i,0.0014783+0.0012936i,0.0053932+0.0021463i,0.007403+0.00096495i,0.0058966-0.0010326i,0.0029726-0.0016475i,0.0017203-0.00093499i,0.0013801-0.00055538i,0.00064452-0.00045847i,0.00032188+0.00011461i,0.00030298+0.000599i,-0.00060773+0.00060352i,-0.0014268+0.00049716i,-0.00096573+0.00034358i,-0.00037215+0.00034259i,-0.00042375+0.00014035i,-0.00057602-0.00033818i,-0.00034913-0.00062627i
0.0011774-0.00091295i,0.00082704+0.0012708i,-0.00099507+0.00040951i,-0.0035173-0.0026115i,-0.0051932-0.0031409i,-0.0052285-0.001137i,-0.0014699-0.0012364i,0.0028238-0.0048556i,0.0036409-0.0077005i,0.0012292-0.0066048i,-0.00016422-0.0037821i,0.0002001-0.0014735i,0.00054447+3.657e-05i,0.0003267+0.00088526i,-0.00083031+0.00061171i,-0.0016219+2.5587e-05i,-0.0011515+0.0001537i,-0.00033083-0.00023214i,-0.00068378-0.00079694i,-0.00083991-0.00031419i,-0.00084051+0.00054807i,-0.00078475+0.00091102i,0.00032562+0.00064898i
-0.0011814+0.0017867i,-0.00039119+0.0034947i,-0.00062764+0.0033703i,-0.0021826+0.00092449i,-0.0046407-0.0011563i,-0.0057549-0.0025569i,-0.0050592-0.0041013i,-0.0052896-0.0059517i,-0.0052501-0.0058534i,-0.0048239-0.0032174i,-0.0039249-0.001292i,-0.0024515-0.0014013i,-0.002057-0.001492i,-0.0012533-0.0011742i,3.8391e-05-0.00098883i,0.00026598-0.00052453i,0.00036243+0.00030106i,0.00034528+0.00049526i,0.0007285+0.00071475i,0.00090416+0.0007594i,0.00051401-0.0001715i,-0.00021152-0.00056782i,-0.00066138-0.00088778i
7.3217e-05+0.0015189i,-0.00056025+0.002618i,-0.00088217+0.0017345i,-0.00062579-0.00014276i,-0.0022339-0.00090402i,-0.0043658+0.00018769i,-0.005611+0.00069277i,-0.0081145+0.00024807i,-0.0092748+0.00042366i,-0.0071687+0.0016985i,-0.0038378+0.0018537i,-0.0017132+0.00054669i,-0.00034546-0.00028929i,0.0010293+0.00013814i,0.0014143+0.00047631i,0.00098809-0.00043497i,0.00060173-0.00051557i,0.00033234+0.00038668i,0.0002762+0.00014077i,-0.00042013-0.00083877i,-0.00010298-0.00082182i,0.0007248-0.00047196i,0.00057984+0.0003165i
0.0021563+0.0041999i,0.0014824+0.0060007i,0.0025075+0.0031185i,0.0017929-0.0027028i,-0.00099563-0.0058478i,-0.0037709-0.0029124i,-0.004821+0.0027409i,-0.0038321+0.0071462i,-0.0017662+0.0084018i,-0.00010146+0.0063964i,0.00077144+0.0038699i,-0.00042761+0.0023788i,-0.0018226+0.0015314i,-0.0015498-0.00021411i,-0.0017143-0.001274i,-0.0018966-0.001324i,-0.0014212-0.0010157i,-0.00082228-0.000255i,-0.0004637+3.9722e-05i,-8.8485e-05+0.0001232i,0.00025673+0.00033952i,-0.000124-3.3255e-05i,-0.00052282-0.00053685i
0.0015824+0.00063537i,0.00077293+0.0015427i,0.00044967+0.00024162i,-0.0014765-0.0023088i,-0.0032868-0.003397i,-0.0036823-0.0010544i,-0.0014564+0.0034081i,0.0032141+0.0058741i,0.0060428+0.0048776i,0.0048994+0.0029237i,0.0029296+0.001364i,0.0017838+0.00049211i,0.0014752+0.00048939i,0.00028169+0.00070845i,-0.0015479+0.00011639i,-0.0015144+0.00017662i,-0.000603+0.0004492i,-0.00037456-2.2663e-05i,-0.00048225-0.00054165i,-0.00063965-0.00055275i,-0.00089125-0.00033642i,-0.00063841-0.00013005i,-6.898e-05+0.00039917i
