-0.00087133-0.0002102i,0.0011691-0.0019664i,-0.00060471-0.0035207i,-0.0015677-0.003082i,-0.0011467-0.0020865i,-0.0012834-0.0014421i,-0.00049774-0.0001831i,0.00073416+0.00026092i,0.0012445-0.00050288i,0.0010711-0.0014253i,0.00091255-0.001121i,-0.00011291-0.00032564i,-0.00094367+2.3128e-06i,-0.00067588+0.0007104i,-0.00012417+0.00095477i,0.0011741+0.00045202i,0.0013697+0.00022861i,0.00024503+3.3656e-05i,-0.00057584-4.2086e-05i,-0.0003789-0.00060252i,0.00065058-0.0013844i,0.00039782-0.0009059i,-7.1913e-05-5.9107e-05i
0.0023836-0.00015342i,0.0016003-0.00026966i,0.0022261-0.00077009i,0.0030046-0.001076i,0.0033251-0.001851i,0.0036737-0.0019076i,0.0031724-0.00093132i,0.0024835-0.00055704i,0.0026847-0.00043082i,0.0023096+1.9899e-05i,0.00077378+0.00053887i,0.0005774+0.001166i,0.000757+0.0025925i,-3.0141e-05+0.0029313i,-0.0010588+0.0022435i,-0.00090016+0.0017718i,0.00010832+0.0019432i,0.0012697+0.0017752i,0.0011014+0.0010656i,0.00040488-1.814e-05i,0.00067888-0.00017279i,0.00045843+0.00022362i,0.00022691+0.00044717i
0.0024698-0.00055091i,0.0028942-0.0017715i,0.0037252-0.0033558i,0.0039887-0.0047298i,0.0036444-0.0048784i,0.0028042-0.0037969i,0.0019346-0.0030703i,0.0019915-0.0019155i,0.002213-0.00096104i,0.0016326-0.00045407i,0.001218-2.5537e-05i,0.0010777+0.00059745i,0.0013108+0.0011296i,0.0017358-7.8331e-06i,0.0025937-0.00050509i,0.0030622-0.00042009i,0.0034183-0.0011191i,0.0023893-0.00062059i,5.8907e-05+0.00039445i,-0.00077476-8.3047e-05i,-0.00044288-0.00021462i,-0.00016451+0.00010047i,0.00027118+0.00020038i
0.0010049-0.00077333i,0.00028071-0.00096635i,0.00096986-0.00012552i,0.0018605+0.0015494i,0.0018245+0.0017981i,0.0028426+0.0016743i,0.0026365+0.0014829i,0.0019301+0.0011992i,0.0016145+0.00092493i,0.0015367-5.567e-05i,0.0014994-0.0003165i,0.0015531+0.00016265i,0.0014248+0.00072865i,0.00077491+0.0018184i,-0.00018759+0.0014805i,-0.0013022+0.00038593i,-0.00014348+0.00029006i,0.0016321-3.0385e-05i,0.00093866-0.00022207i,0.00011532-8.6865e-05i,-0.00040893-0.00013732i,-0.00068207-0.00073229i,-0.00072857-0.0011023i
-0.00055449+0.0020833i,0.00022808+0.00036707i,0.0020184-0.00098045i,0.0038498-0.0022415i,0.0051636-0.0027167i,0.004573-0.0020409i,0.0029702-0.00019693i,0.0021919+0.0010834i,0.0011666+0.00038331i,3.8659e-05-0.00075305i,-0.00037958-0.0010384i,-0.000802-0.00086832i,-0.0013195-0.00096198i,-0.0011024-0.0015287i,-0.00016663-0.0017535i,0.00030007-0.00089846i,-0.00015838+8.0927e-05i,-0.0012371+0.00011399i,-0.0013003+6.0613e-05i,-0.00099313+0.00032221i,-0.001248-3.9247e-05i,-0.0014431-0.0003096i,-0.0015648-0.00057618i
0.00059627+0.0026694i,0.0010413+0.0024977i,0.0025131+0.0032899i,0.0043388+0.0022983i,0.0063274-0.0010011i,0.0070004-0.0030643i,0.0051925-0.0020917i,0.0035134-0.00055025i,0.0030824-3.0481e-05i,0.0017681-0.00013167i,-0.00042213+0.00027222i,-0.00093699+0.00045019i,0.00023847+0.00099915i,0.0013386+0.0025923i,0.00068417+0.0029372i,-0.00051977+0.0017445i,-0.00074522+0.0011248i,-0.00020746+0.00059211i,-0.00013419+0.000141i,-0.00022247-0.00018546i,-0.00047881-0.00068891i,-0.00055143-0.00046339i,-0.00044094-0.00017159i
0.0022084-0.0018922i,0.00087331-0.0019364i,-0.00029196-0.0027562i,-0.00010828-0.0041023i,0.00096115-0.0047544i,0.0019399-0.0035971i,0.0019102-0.0016647i,0.0021281-0.00048559i,0.0029708-0.00019391i,0.0022828+8.6104e-05i,0.00077431+0.001548i,-0.00010915+0.001616i,-0.00064968+0.00052092i,-0.00062878-0.0003824i,-0.00040939-0.00059511i,-0.00038603-0.00017211i,0.00013656+0.00014856i,0.0010948+0.00048565i,0.0015161+0.00094999i,0.00051279+0.0012684i,-0.00055199+0.00097033i,-0.0012223+0.00054493i,-0.0013817+0.00019513i
0.00037555-0.00012592i,0.0001004-0.00066344i,0.00065867-0.0017702i,0.0037484-0.0018605i,0.0049185-0.0016356i,0.0034582-0.002344i,0.002069-0.001797i,0.0022668-0.0011042i,0.0029046-0.001199i,0.0024318-0.00092404i,0.001865-0.00037789i,0.0014668+0.00017642i,0.0018279+0.00019402i,0.0023945+0.0010673i,0.0024971+0.0016528i,0.0025626+0.00061251i,0.002055-0.00056047i,0.0014932-0.00048946i,0.00084307+0.00022513i,-8.3422e-06-6.5418e-05i,0.00044536-0.00029322i,0.00091725-0.00060306i,0.00061252-0.0012553i
0.0019691-0.0018024i,0.00056024-0.0029173i,-0.0010835-0.0031786i,-0.0018323-0.001303i,-0.00085889-7.8718e-06i,0.001193-0.00030478i,0.0021882+2.0767e-05i,0.0011512-0.00020319i,0.00053832-0.00099869i,0.00085675-0.00068414i,0.00020072+0.00030772i,-0.00066599+0.0013842i,-0.0014259+0.0019492i,-0.0013693+0.00097473i,-0.00069671-0.00047889i,-0.0011204-0.0010735i,-0.0018174-0.0013148i,-0.00073337-0.002155i,0.00066809-0.0017708i,0.00014964-0.001598i,-0.00055838-0.0014112i,-0.00078508-0.0010572i,-0.0007823-0.00085475i
-0.00095931+0.00096524i,0.0002658+0.0013602i,0.001643+0.0015925i,0.003937+0.00065499i,0.0058784-0.00089775i,0.0047443-0.0019661i,0.0024201-0.0021269i,0.0014091-0.00093938i,0.0006118+1.5768e-05i,-0.00014745+4.3084e-05i,-0.00029429-0.00026715i,0.0011442-0.00057585i,0.0026861-0.00091279i,0.0032196-0.0015155i,0.0018838-0.0018081i,0.0002183-0.0015763i,-0.00016425-0.00072584i,-0.00058073+9.5266e-05i,-0.0011115-0.00022905i,-0.00055403-0.00067794i,-3.7714e-05-6.5494e-05i,0.00021279+0.00031502i,0.0006706-0.00035388i
-0.0018749+0.00064141i,-0.00084445-0.00037811i,-0.00035253+0.00026903i,0.0010289+0.00115i,0.003067+0.00037281i,0.0033925-0.0008509i,0.0026374-0.00047109i,0.0017301+0.0010996i,0.0013963+0.0018569i,0.00095339+0.0015862i,0.00063961+0.00072069i,-0.00021448+0.00047036i,-0.0014172+0.0012476i,-0.0022059+0.0019367i,-0.0023812+0.0025492i,-0.0015738+0.0026374i,-0.00074881+0.002186i,-0.0003661+0.0012148i,-8.6418e-05+0.00088215i,5.9675e-05+0.0011518i,-0.00029037+0.00038583i,-0.00051782+5.0131e-05i,-0.00040357+0.0001349i
0.0012675+0.00073433i,0.0015975-0.00041994i,0.0026308-0.0022682i,0.0036772-0.0033646i,0.0035645-0.0031375i,0.0027858-0.0019782i,0.0013091+0.00065874i,0.000736+0.0018364i,0.0016441+0.00050414i,0.0023093-0.00012547i,0.0019019-2.5699e-05i,0.0010855-0.00024125i,0.0013065-0.00096643i,0.0019338-0.0015739i,0.0014246-0.001412i,0.0009134-0.00060477i,0.0013498+6.9213e-05i,0.0014977-9.5822e-05i,0.0012316+0.00044589i,0.00077582+0.0010198i,0.00051612-0.00020497i,0.0007767-0.00094542i,0.00045985-1.8287e-05i
0.00041861+0.00069157i,0.0007354+0.0008878i,0.00096657+0.0016339i,0.0014035+0.0017655i,0.0022017+0.000258i,0.0032402-0.0010404i,0.004152-0.0012909i,0.0036539-0.0007395i,0.0026883-0.00028139i,0.0016947+0.00051345i,0.00097801+0.0011492i,0.00033254+0.0017482i,-7.9119e-05+0.0024345i,-0.00023709+0.0024448i,5.5292e-05+0.0026341i,0.00011194+0.0017707i,0.0004402+0.00013429i,0.00056293-0.00051945i,-0.00011989-0.00069636i,4.4467e-05-0.0005572i,0.00014452-0.00094636i,-0.00056952-0.0011869i,-0.00029986-0.00034077i
-0.001057+0.0014251i,5.4961e-05+0.001394i,0.0024022+0.0013642i,0.0053026+0.00013894i,0.0073871-0.00062192i,0.0071707-0.00126i,0.005538-0.0022389i,0.0033575-0.0018428i,0.0018419-0.00054344i,0.0014952-0.00063799i,0.0014837-0.0012671i,0.0014505-0.0014152i,0.00046193-0.0019276i,-0.0006212-0.0030082i,-7.8447e-05-0.0026857i,0.00062537-0.0021443i,0.00088021-0.0021047i,0.0011999-0.0014457i,0.0014607-0.00065173i,0.0006786-0.00066271i,-0.00032743-0.0014971i,-0.00068358-0.0016212i,-0.00071899-0.0010579i
0.0028406+0.00022223i,0.0027319-0.0010846i,0.0026437-0.0026788i,0.0046599-0.0022885i,0.0052957-0.0030404i,0.0031299-0.004214i,0.0013851-0.0034989i,0.0009192-0.0019332i,0.0010004-0.00015134i,0.0014399+0.0011404i,0.0011203+0.0010965i,0.00040837+0.00065526i,0.00060407+0.0020412i,0.0011979+0.0043016i,0.00064895+0.0033813i,-0.00057282+0.0014709i,-0.0005979+0.00084528i,8.771e-05+0.00079252i,-0.00044242+0.00088224i,-0.0013602+0.00023717i,-0.00062565-0.00038491i,0.00031336-0.0005003i,-2.0841e-05+5.9023e-05i
0.00048236-0.00063476i,0.00065408-0.0012412i,0.00093153-0.0020691i,0.0026746-0.0030791i,0.0046788-0.0036811i,0.0042849-0.0022265i,0.0027049-9.6532e-05i,0.0014002+0.00098422i,0.0014323+0.00093357i,0.00077309+0.00061954i,-0.00011307+0.00031962i,-8.7008e-05+0.00019798i,-0.00015282-0.00042569i,2.4503e-05-0.0013846i,3.3584e-05-0.0010752i,-0.00022965-0.00017177i,-8.0671e-05+0.00050672i,0.0008407+0.00055876i,0.001301+0.00076467i,0.00037745+0.00027313i,-3.0837e-05-0.0005168i,-0.00040596-0.00079535i,-0.0010044-0.00037596i
0.0023332+0.0018513i,0.0025185+0.00089073i,0.0044089+0.00016363i,0.0058664-0.00023755i,0.0053892-0.00027565i,0.0036528+0.00014407i,0.003094+0.0019772i,0.0024059+0.002348i,0.0029896+0.0015855i,0.0034721+0.001397i,0.0019133+0.00061872i,0.00097385+0.000393i,0.0016012+0.0020156i,0.0026672+0.003112i,0.0025807+0.0025169i,0.001795+0.0012051i,0.0021841+0.00058954i,0.0018859+0.00042931i,0.00046521-4.9425e-05i,-0.00078712-0.00074198i,-0.00074332-0.0013112i,0.00018105-0.00057867i,0.0013601-0.00010214i
-0.00078034-0.0010356i,-0.0017272-0.00077394i,-0.0025884+0.00019114i,-0.0012989+0.00037547i,0.0013819-0.0010739i,0.0033503-0.0024435i,0.004723-0.001122i,0.0049958+0.00069419i,0.0040553+0.00084451i,0.0029156+0.00020504i,0.00091624-3.1639e-05i,-0.00041131+9.6994e-05i,-0.0010902-0.0012057i,-0.0024634-0.0018927i,-0.0020731-0.0011709i,-0.00036761-2.7282e-05i,-0.00028161+0.00076749i,-0.0010572+0.00027657i,-0.00092526-0.00019276i,-0.00017741-0.00038709i,0.00013056-0.00036964i,0.00013384+0.00011353i,-7.2914e-05+8.3871e-05i
-0.0029829+0.00083028i,-0.0020956+0.0012497i,0.0007826+0.0026698i,0.0046557+0.0024754i,0.0075941+0.00053731i,0.0076675-0.00053841i,0.0054368-0.00096202i,0.0033484-0.00055466i,0.0027655-0.00081727i,0.0027077-0.0015798i,0.0022199-0.0010375i,0.0022908-0.00023044i,0.0034594+0.00018441i,0.0035807+8.0137e-05i,0.0026665+0.00015405i,0.0018348-0.00039919i,0.0011188-0.0010028i,0.00030903+8.0106e-05i,-1.1473e-05+0.00074752i,-0.00028137+0.000654i,-0.00027429+0.00050242i,-7.2948e-05-0.00030701i,0.00046727-0.0010315i
-0.00034228+0.0010709i,0.00041529+0.00064766i,0.0011317+0.00043022i,0.0014786+0.00030391i,0.0025267-0.0012949i,0.0032654-0.0028051i,0.0020419-0.0028081i,0.00073539-0.002454i,0.00054302-0.0020113i,-0.00040123-0.0011046i,-0.0010207-0.00091103i,-0.00092581-0.00025334i,-0.0019265+0.00092904i,-0.0030494+0.00060706i,-0.0038744+0.00030644i,-0.0033303+0.00029126i,-0.0017351+0.00068835i,-0.00080226+0.0014523i,0.00013116+0.0012061i,0.00045502+0.00057563i,0.00051248+0.00072378i,-9.0379e-05+0.00085192i,-0.00043532+0.0005764i
1.213e-05-0.00027612i,0.00057391-0.00022903i,0.0011095-0.00017805i,0.0027756-0.0007101i,0.004724-0.0021379i,0.0047788-0.0024885i,0.0034693-0.0013513i,0.0021996-0.00019272i,0.001154+0.00077776i,0.0009393+0.0015478i,0.00075568+0.0020796i,0.00082466+0.0013121i,0.0026452-0.00031403i,0.0038169-0.00049525i,0.0028326+0.00019598i,0.00052655+0.00041946i,-0.00054044+0.00060102i,-5.0996e-05-0.00017114i,0.0012489-0.00095224i,0.0020768-0.00016045i,0.00079863+0.00048751i,-0.00035544-7.0674e-05i,-0.00049088-0.00079744i
0.0013577+0.00095511i,0.0024637+0.00056967i,0.0029476+0.0012322i,0.0034478+0.0016244i,0.0045878+0.0016165i,0.0039288+0.0010769i,0.0018459+0.00076637i,0.00090588+0.00099265i,0.0017828+0.0013937i,0.0016809+0.0014452i,0.00083385+0.0011095i,0.0004226+0.0014851i,-0.00089821+0.0021489i,-0.0020711+0.0027297i,-0.0022508+0.0022991i,-0.0012607+0.0016525i,0.0011848+0.0019069i,0.0019257+0.001101i,0.00037523-9.074e-05i,-0.00031942-0.00030155i,-0.00012708-0.00022614i,-0.00027021-0.0010681i,-1.7181e-05-0.00067638i
-0.00050891+0.00014508i,0.00032944+0.0012865i,0.0017628+0.0020465i,0.0034097+0.00071228i,0.0047027-0.0010423i,0.0047384-0.0010039i,0.0041734+0.00015769i,0.0038644+0.0015731i,0.0038237+0.0014329i,0.0035465+0.0004078i,0.0017342+0.00029904i,0.00065319-0.00050674i,0.0012443-0.0024145i,0.0019342-0.0031618i,0.0019186-0.0020442i,0.0006993-0.00061857i,0.00015412+0.00025404i,0.00032694+5.8991e-05i,0.00059222-6.9257e-06i,0.00045484+0.00042425i,-1.1522e-05-0.00075792i,-0.00026538-0.0012486i,-0.00047224-0.00042807i
7.9343e-05+0.001922i,-1.8061e-05+0.0015665i,0.0014457+0.0018711i,0.0030168+0.0017768i,0.0042124+0.00062686i,0.0039922-0.00079422i,0.0032599-0.00073293i,0.0030257+4.5895e-05i,0.0026745-0.00075826i,0.002056-0.0013745i,0.0015463-0.00095792i,0.00070171+0.0002575i,0.00034941+0.002222i,-0.00038445+0.0035462i,-0.0016535+0.0036031i,-0.0015485+0.0023727i,-0.00011431+0.00017244i,0.00071295-0.00031385i,0.00063356+0.00029289i,9.1427e-05+0.00058538i,-0.00061545+0.00084456i,-0.00037042+0.00074082i,0.00080634+3.2904e-05i
-0.0021472+0.0026074i,-4.8512e-05+0.0022552i,0.0013027+0.0017243i,0.0035871+0.00046354i,0.0056425-0.0023218i,0.0057753-0.0041575i,0.004998-0.0028687i,0.0035359-0.0010879i,0.0023738-0.00023537i,0.0012564-0.00024i,1.4857e-05-0.0010168i,-0.00021177-0.0014673i,-0.00042429-0.0025416i,-0.00099846-0.003769i,-0.0012977-0.0029759i,-0.0012897-0.0014053i,-0.001264+0.00014315i,-0.00041394+0.00073164i,0.00056715-2.1759e-05i,0.0010079-0.00046018i,0.001448+0.00011321i,0.0012433+0.00072366i,-2.2942e-05+0.001328i
-0.00075754-0.00037914i,0.00025024+0.00014991i,0.0018685+0.0011754i,0.004471+0.0019192i,0.0055771-4.6687e-05i,0.0047515-0.0028508i,0.0029219-0.0035752i,0.0012134-0.0021695i,0.0010546-0.00060341i,0.00046867+0.00030567i,1.3533e-05+0.00095674i,0.00038587+0.0021442i,0.00062433+0.0030775i,0.001493+0.0033786i,0.0018945+0.0036381i,0.0010369+0.0025947i,0.00038832+0.0010197i,0.0011455-0.00064761i,0.0017861-0.000948i,0.00065678-0.00031803i,-0.00024509-0.00043354i,-0.00046017-0.00049652i,-0.00059646-0.00050368i
0.00049006-0.00090165i,-0.00077519-0.0012711i,-0.00096733-0.001104i,-0.00047193-0.0013199i,0.0012017-0.0015416i,0.0025744-0.0010965i,0.0018757-0.00060534i,0.0005407-0.0002285i,0.00073801-3.8442e-05i,0.00036523+0.00040819i,-0.0012629+0.00061862i,-0.0014849-0.00015661i,-0.0010024-0.0013218i,-0.0010506-0.0020201i,-0.00073479-0.0015159i,0.00060169-0.00025406i,0.0015869+0.00095733i,0.00049136+0.00096405i,-0.00019991-0.00020947i,0.00045785-0.001744i,0.00014675-0.0027001i,-0.00039121-0.0021318i,-0.0001429-0.00010334i
-0.0014505+0.00068603i,-0.00088392+0.0011822i,0.0013497+0.0011221i,0.0042685+0.0010278i,0.0058526-0.0004649i,0.0048925-0.0015708i,0.0033247+0.00015896i,0.0024654+0.0018158i,0.002127+0.0018268i,0.0020325+0.0012932i,0.0013404+0.0012423i,0.0012305+0.0017253i,0.0024109+0.0022116i,0.0027759+0.001986i,0.0017925+0.00076623i,0.00036023-0.00069626i,-0.00099873-0.0013656i,-0.00043003-0.0013212i,0.00085741-0.00021365i,0.0011956+0.00082696i,0.00033551+0.00065268i,-0.00035637+0.00032616i,-0.00052918+0.00088794i
0.00051069-0.0011075i,0.0012988-0.0019857i,0.00038611-0.0012151i,-8.4193e-05-0.00069776i,0.0012922-0.00079321i,0.0027457-0.00036138i,0.0024556+0.00024949i,0.0017444+0.00090005i,0.0016324+0.00083373i,0.0015336+0.00067825i,0.00051232+0.00081708i,-0.001257+6.1826e-05i,-0.0027881-0.0006435i,-0.0036085-0.00080039i,-0.0034054-0.00063833i,-0.001202-0.00041535i,0.0018883-0.00047736i,0.0024622+3.6734e-05i,0.00086279-0.00032329i,-0.00068513-0.001259i,-0.00064757-0.0010713i,0.00039218+0.00015929i,0.00016394+0.00028835i
0.00017257+0.00052881i,0.0001562+0.00070973i,0.0018896+0.00065742i,0.0034439-0.00064812i,0.0047139-0.0025246i,0.0054854-0.0022656i,0.0051336+3.3156e-06i,0.0045495+0.00065762i,0.0039649+0.00021681i,0.0031942-7.8634e-05i,0.0028087+6.793e-05i,0.0025562+0.00116i,0.0031302+0.0021482i,0.0043558+0.0018516i,0.0044132+0.0016334i,0.0020755+0.0019462i,9.2623e-05+0.0011588i,0.00063923-9.7917e-05i,0.0010824-0.0003304i,0.0011366-0.00041639i,0.0016326+3.7943e-05i,0.0010428+0.00051824i,-0.00049532-0.00027714i
0.0012782-0.00029243i,0.0019043-0.00078105i,0.0038635-0.00023313i,0.004674+0.00081685i,0.0039056+0.00058719i,0.0037597-0.0014441i,0.0032886-0.0026226i,0.002244-0.0022367i,0.0018702-0.0018225i,0.0014988-0.0017724i,0.00049259-0.0010228i,-0.00069316+0.00079072i,-0.0024361+0.0025494i,-0.0035589+0.002765i,-0.0034797+0.0017488i,-0.001523+0.001037i,0.0011838+0.00071409i,0.0020567+0.00062115i,0.0010345-0.00026039i,-0.0003682-0.0001924i,-0.0011254+0.00053158i,-0.0014827+6.0635e-05i,-0.0016591+9.7141e-05i
-0.0013424+0.00022917i,-0.0015978+0.00040781i,-0.00021938+0.00073013i,0.0014623+0.00056354i,0.0028412-0.0018289i,0.0028143-0.0033918i,0.0020029-0.0029523i,0.0018317-0.00209i,0.0011138-0.0010665i,0.00060371-0.00070395i,0.00043676-0.00085999i,0.0010771-0.0013308i,0.0032721-0.0020278i,0.0042276-0.0024136i,0.003678-0.00099056i,0.0030705+0.00065009i,0.0024827+0.0016324i,0.0016382+0.0010102i,0.00056368-9.5468e-06i,0.00029462-0.00046889i,0.00062643-0.0015903i,0.00029753-0.001966i,3.4812e-05-0.0010424i
-0.0014384+0.0003348i,-0.00038292+0.0011417i,0.00050306+0.0021833i,0.0031671+0.0032171i,0.0057077+0.0018956i,0.0051377-9.3759e-05i,0.003135+8.8159e-05i,0.0017055+0.0016383i,0.00074551+0.0022971i,-0.00068963+0.0013948i,-0.0013478+0.00078997i,-0.0012847+0.00084154i,-0.0022886+0.00085787i,-0.0022936+0.0014906i,-0.0015454+0.0015532i,-0.00091649-0.00016356i,-0.00030461-0.0023303i,0.00028108-0.0016083i,0.0010782+0.00061598i,0.00080179+0.0019375i,-2.873e-05+0.0022266i,-0.00045554+0.00215i,0.00024704+0.0012975i
-0.00011745-3.5403e-05i,-0.00040409+0.00019316i,-0.00063644-0.00010278i,0.0012713-0.0010275i,0.0039514-0.0022516i,0.0041771-0.001982i,0.0031884-0.00054175i,0.0023052+0.0014668i,0.0019235+0.002912i,0.0011466+0.002693i,5.2302e-05+0.0014322i,-0.00039665-0.00050378i,-2.4092e-05-0.0020517i,0.0006453-0.0033387i,0.0012028-0.0040828i,0.0018545-0.0035531i,0.0021387-0.0015782i,0.0026199-0.00022065i,0.0023648-2.6729e-05i,0.00057488-0.00076439i,-0.00014563-0.00098223i,0.00050826-0.00050168i,0.0011718-0.00092568i
0.00043688-0.00097537i,8.7706e-05-0.00090362i,0.0018135-0.0016343i,0.0045668-0.00093686i,0.005492-0.0012976i,0.0053244-0.0018412i,0.0061988-0.00054718i,0.0058495+0.00065309i,0.004289+0.00075272i,0.0028928+0.00077481i,0.0017156+0.0017927i,-6.4512e-06+0.0028916i,-0.00077285+0.0036246i,-0.00042961+0.0047701i,-0.00086941+0.0054583i,-0.0013604+0.0039804i,-0.0022789+0.0015154i,-0.002457-0.0002922i,0.00010678-0.00091808i,0.0014991-0.00073337i,0.0010068+0.00012234i,0.0010759+0.00011459i,0.00092651-0.00084622i
0.0010501-0.0012637i,0.00043698-0.001297i,-0.00016335-0.0020569i,5.2402e-05-0.0028649i,0.00093932-0.0030435i,0.0021704-0.0029615i,0.0033565-0.0020956i,0.0040446-0.0018755i,0.0045914-0.0031422i,0.004004-0.0032983i,0.0031288-0.0011428i,0.0033487+0.00014854i,0.0032273-0.000436i,0.0020185-0.0018189i,0.001121-0.001916i,0.0018456-0.00040215i,0.0020946+0.00070307i,0.0007701+0.00090101i,-0.00075029+0.00064709i,-0.0011993-0.00026148i,-0.0014568-0.00095461i,-0.002217-0.00071222i,-0.0018565-0.00061078i
0.0013369-0.0027682i,0.0011895-0.0024747i,0.0010429-0.002377i,0.001939-0.0028666i,0.003612-0.0041345i,0.0034627-0.0038849i,0.0016335-0.0033436i,-0.00044012-0.0031832i,-0.00093945-0.0022424i,0.00049354-0.0016009i,0.0015341-0.00078842i,0.0014745+0.00055738i,0.0017934+0.0026809i,0.0022178+0.0040931i,0.0019456+0.0034738i,0.0017335+0.0035507i,0.00019725+0.0038257i,-0.00019251+0.0022721i,0.0011146+0.0007257i,0.0015706-4.889e-05i,0.00086047-0.00039929i,-0.00031007-0.00030747i,4.9009e-05-0.00057285i
0.00098234-0.0013559i,-7.7576e-05-0.00093093i,-0.00021602-0.00040529i,0.00047692+0.0012557i,0.0015821+0.0018564i,0.0026843+0.0018368i,0.001881+0.0013443i,0.00058712+0.0011564i,-0.00024914+0.0013971i,-0.0012983+0.0008004i,-0.0016192-3.5565e-06i,-0.0016998-0.0012324i,-0.0020073-0.0024997i,-0.0020694-0.0028393i,-0.0012051-0.0035473i,0.00022213-0.0033433i,0.001286-0.0031435i,0.0011967-0.002238i,5.8505e-05+0.00035947i,-0.00040161+0.0020029i,-0.0008051+0.0022701i,-0.0014639+0.0017009i,-0.00096632+0.00094885i
-0.0014018+0.0012227i,-0.00065869+0.00070583i,0.00073554+5.8995e-05i,0.0028523-0.001625i,0.0046075-0.0030764i,0.0043734-0.0022044i,0.0030956+0.00038207i,0.0029798+0.0025837i,0.0024142+0.0031336i,0.0010893+0.0018248i,0.00028589+0.0014609i,-0.00072456+0.0020581i,-0.00026446+0.0024926i,0.0013155+0.0028013i,0.0018362+0.0017986i,0.0015527+0.0010495i,0.00072246+0.00041629i,-0.00010764-0.00024071i,0.00030211-0.00085432i,0.00048094-0.0015599i,-0.00029188-0.0016839i,-0.00055843-0.0014595i,-0.00044389-0.0013273i
-0.00095487-0.0017147i,-0.00081676-0.00039488i,-0.00060658-0.00026211i,0.00048887-0.00046452i,0.0020288-0.00088519i,0.0030262-0.0013137i,0.0042016-0.0001469i,0.004898+0.0016882i,0.0045567+0.0018033i,0.0029658+0.0015456i,0.00071794+0.0022387i,-0.00042829+0.0021002i,-0.0014559+0.00085805i,-0.0030393-0.00026715i,-0.0040764-0.00049197i,-0.004166-0.00067078i,-0.0042409-1.9211e-05i,-0.0031819+0.00048404i,-0.00061198+0.00098096i,0.00084913+0.0013664i,0.00060116+0.0012568i,0.00054072+0.0011085i,0.0002289+0.00095666i
0.00054901-0.0018663i,-0.00027543-0.0019177i,-0.0018174-0.0023831i,-0.0010011-0.002676i,0.0012212-0.0025908i,0.0026015-0.0014084i,0.0025794-0.00048031i,0.0029739-0.0010287i,0.0036315-0.0012299i,0.0027441-0.00050289i,0.0020435+0.00078349i,0.0030724+0.001828i,0.0042749+0.0021657i,0.0043341+0.0021385i,0.0040402+0.0020697i,0.0040631+0.0029113i,0.0033429+0.003512i,0.0017147+0.0027054i,-0.00026497+0.0020296i,-0.0015838+0.0009835i,-0.0021619-0.00043174i,-0.0018895-0.0005742i,-0.0015667-0.00053146i
0.0031351+0.00042863i,0.0037995-0.00038662i,0.0042347+0.00022274i,0.0055979+0.00062374i,0.0063551-0.0014228i,0.0049788-0.0030705i,0.0023716-0.0026019i,0.00031484-0.0019519i,0.00028534-0.0011197i,0.00043733-0.0012622i,0.00029659-0.0013724i,-0.00025991-0.00093855i,-0.00069444-6.2808e-05i,-0.00083365+0.00056098i,-0.00099553+0.0012205i,-0.00064851+0.0018741i,0.0012114+0.0015216i,0.003122+0.0016571i,0.0035596+0.0012856i,0.0034144+0.00010782i,0.0027337-0.0004316i,0.0019468-0.00058112i,0.0010367-0.00022346i
0.0012926-0.0017272i,0.00026877-0.0027868i,-2.9897e-05-0.0039606i,0.0011377-0.0028226i,0.0027062-0.0008239i,0.003732+0.00026363i,0.0034825+0.000489i,0.0011837+0.00097911i,-0.00058767+0.00073639i,-0.00094934-3.0564e-05i,-0.00075187-0.00022321i,0.0006487-0.00010523i,0.0026978-0.00044916i,0.0032403-0.0010646i,0.0021244-0.0015468i,0.0015622-0.0022901i,0.0023277-0.0023265i,0.002656-0.0017207i,0.0013445-0.0011329i,-0.00056722+0.00013372i,-0.00098727+0.0013045i,-0.0010379+0.0010949i,-0.0017897+0.00030537i
0.0016772+0.00010618i,0.0038374-0.00020635i,0.0049514+0.00050532i,0.0071395+0.00028872i,0.0087041-0.0012486i,0.0072164-0.0025764i,0.0044256-0.0010734i,0.0026619+0.0016355i,0.0013848+0.0025006i,0.00036717+0.0020398i,-5.4285e-05+0.0014237i,-0.0011322+0.0006272i,-0.0025615+0.00085352i,-0.0021946+0.0020339i,-0.0014902+0.0026911i,-0.0024974+0.0017986i,-0.0031049+0.00048105i,-0.0021963-0.00011719i,-0.0013845-0.0010799i,-0.0014492-0.0018869i,-0.00077344-0.0019439i,-0.00011068-0.0017396i,0.000379-0.0022884i
-0.00032312+3.7594e-05i,-0.0014375-0.0012976i,-0.00055326-0.0022282i,0.0019353-0.0024483i,0.0044989-0.0026993i,0.0048841-0.0026874i,0.0035629-0.00046473i,0.0034493+0.0029013i,0.0048842+0.0033823i,0.004309+0.0016419i,0.0015167+0.00092238i,0.00067807+0.00082288i,0.0018291-4.344e-05i,0.0018244-0.00050184i,0.00025844+0.00022933i,-0.0014308+0.00060433i,-0.0023483+0.00023616i,-0.0023777+0.00098357i,-0.0018931+0.0023981i,-0.0018993+0.0024962i,-0.0015818+0.0014839i,-0.00073849+0.0010871i,-0.0010282+0.00076413i
