-0.00031885+0.00024551i,-0.00098549+0.00018973i,-0.0019145+0.00012259i,-0.0025199-0.00024432i,-0.0036203+0.00083838i,-0.0028658+0.0020663i,-0.0015476+0.0014248i,-0.00081171+0.00041818i,-0.00078295-0.00029075i,-0.00054526-0.00073803i,0.00028648-0.00023615i,0.00030867-0.00032373i,0.00036484-0.00071968i,0.00018454-0.00040782i,-0.00025705-0.00017852i,0.00011277-0.0005557i,-7.3468e-05-4.2698e-05i,-0.00014506+0.00056723i,0.00071615+0.00058731i,0.00085994-0.00011351i,0.00041536-0.00083727i,0.00020519-0.00078604i,0.00029196-0.00079604i
0.078734-0.10805i,0.083655-0.086087i,0.094697-0.052216i,0.078658-0.018443i,0.047372-0.0019144i,0.024219+0.00010457i,0.011468-0.00069178i,0.0065941-0.0007994i,0.0041754-0.00067637i,0.0019181-0.00023253i,0.00081239+0.0004982i,1.1738e-06+0.00076067i,-0.00013909+0.00087709i,0.00042704+0.00092329i,0.0010364+0.0026898i,0.0018686+0.0040759i,0.0021182+0.0030626i,0.0016866+0.0019216i,0.002438+0.001719i,0.0048432+0.00057568i,0.0066857-0.0014573i,0.0063399-0.0030693i,0.0037932-0.003738i
-0.10228-0.090552i,-0.086046-0.085967i,-0.060224-0.096631i,-0.031714-0.08274i,-0.012015-0.047866i,-0.0049311-0.021024i,-0.0019329-0.009104i,0.00026813-0.00607i,0.00069147-0.0045535i,0.00084377-0.0020166i,0.00029419-0.00083433i,-0.00049338-0.00094806i,0.00090677-0.0019555i,0.0025009-0.0020707i,0.0027424-0.0014504i,0.0018777-0.0022162i,0.00054894-0.0022695i,-0.0011939-0.00027655i,-0.0023494+0.00080393i,-0.0033896-0.00090806i,-0.0047601-0.0042225i,-0.0052384-0.0046589i,-0.0049484-0.002041i
-0.10272+0.086094i,-0.092067+0.081343i,-0.10049+0.063434i,-0.085099+0.039121i,-0.047151+0.019203i,-0.019334+0.0097366i,-0.0072562+0.0051446i,-0.0046913+0.0008697i,-0.0045608-0.00074476i,-0.0033116-0.0012395i,-0.0017745-0.0013964i,-0.0016487-0.00048118i,-0.0045044+0.00058614i,-0.0057028+0.00090613i,-0.0036706-0.0002645i,-0.0013527-0.0013283i,0.0013434-0.00012006i,0.0039993+0.00037856i,0.0045797-0.002486i,0.0023666-0.0022813i,-0.00081565+0.0016765i,-0.0014118+0.0024629i,-0.00037873+0.0013006i
0.073011+0.11572i,0.081413+0.10061i,0.072032+0.10412i,0.052944+0.08567i,0.031489+0.047597i,0.016963+0.020203i,0.0094377+0.0079816i,0.0039064+0.002936i,0.00011074+0.0011909i,-0.0016094+0.0019002i,-0.0008561+0.0027413i,0.00054548+0.0029273i,0.00062844+0.0028658i,0.00026759+0.0017016i,-0.0014081+0.00042813i,-0.0035667+0.00061594i,-0.0032254-1.8268e-05i,-0.0019936-0.0007539i,-0.0016415+0.00045931i,-4.121e-05+0.0023724i,0.0016215+0.00361i,0.0020157+0.0039755i,0.003391+0.002847i
0.12299-0.057075i,0.10459-0.081273i,0.10768-0.082305i,0.090414-0.067073i,0.049344-0.043493i,0.019141-0.023393i,0.0076135-0.012376i,0.0036937-0.0054838i,0.0021067-0.0015874i,0.0018767-0.00039047i,0.0019126-0.0012595i,0.0018018-0.0023642i,0.0016723-0.0015399i,0.0013098+0.00044122i,0.00071732+0.0018616i,0.0014092+0.0019371i,0.0014172+0.00070182i,-0.00019995-0.0011855i,-0.00027218-0.0023398i,0.0011112-0.0033736i,0.0030874-0.0052734i,0.0031347-0.0062352i,0.0018125-0.0059269i
-0.03907-0.12185i,-0.074728-0.10062i,-0.085411-0.10545i,-0.075866-0.090399i,-0.052764-0.048552i,-0.028668-0.017023i,-0.014472-0.0056134i,-0.0067872-0.0037612i,-0.002173-0.0039896i,-0.00083629-0.0031669i,-0.0018006-0.0014546i,-0.0023079-0.0014711i,-0.0020464-0.0027392i,-0.0018935-0.0028881i,-0.00048016-0.0012764i,0.00038752+0.00024247i,-0.0011837+0.0019296i,-0.0019366+0.004993i,-0.0009598+0.006396i,-0.00097662+0.0032745i,-0.0036576-0.0010883i,-0.0052916-0.0019252i,-0.0041711-0.00039581i
-0.11849+0.015458i,-0.098762+0.065104i,-0.10285+0.083887i,-0.089408+0.078413i,-0.049371+0.055862i,-0.018132+0.030975i,-0.0048869+0.016103i,-0.0013674+0.0056868i,-0.002969-0.0015837i,-0.0046722-0.0031991i,-0.0048529-0.0015831i,-0.0043856+0.00037764i,-0.0036374+0.0022475i,-0.0021829+0.002059i,-0.00055701-0.00021832i,-0.00063003-0.0018181i,-8.9216e-06-0.0021578i,0.0019707-0.00248i,0.001592-0.0021434i,-0.0001825-0.00010243i,-0.00067174+0.0023103i,-0.0011331+0.0026605i,-0.0020392+0.0024892i
-0.00015672+0.1129i,0.065364+0.092789i,0.092308+0.094053i,0.088353+0.082422i,0.065604+0.044866i,0.038078+0.014202i,0.019698+0.0019831i,0.007335-0.00079305i,-0.00055991+0.0011878i,-0.0012945+0.0035418i,0.0017929+0.0029451i,0.0038256+0.0025673i,0.0029389+0.0030373i,0.0010073+0.0024095i,-8.6435e-05+0.0022162i,-0.00043585+0.002751i,0.0011772+0.0024125i,0.0034302+0.00091608i,0.0038363-0.00016016i,0.0039081+0.00038303i,0.0050678+0.0021491i,0.0063425+0.0035914i,0.0065067+0.0031672i
0.09829+0.014802i,0.079621-0.058084i,0.080041-0.090367i,0.071714-0.090203i,0.038868-0.067903i,0.011881-0.039044i,0.0018011-0.021263i,-0.00011333-0.0096525i,0.00094044-0.00099804i,0.001368+0.00069914i,0.00031126-0.0017897i,-0.00070838-0.0038399i,0.00081682-0.0025446i,0.0027006-1.1279e-05i,0.0013876+0.0015004i,0.00077294+0.001276i,0.00034266-0.0013806i,-0.0030624-0.0034664i,-0.0049788-0.0026772i,-0.0030485-0.0026798i,-0.00020678-0.0054489i,0.00026751-0.0061314i,-0.00037235-0.003945i
0.030863-0.078083i,-0.051822-0.066857i,-0.088815-0.068927i,-0.087547-0.06223i,-0.064621-0.031707i,-0.036698-0.0076142i,-0.020081-0.00073931i,-0.0089788-0.00064772i,0.00082417-0.002719i,0.0043465-0.0043707i,0.0021607-0.0042309i,-0.0010956-0.0035711i,-0.0035506-0.0029698i,-0.0033775-0.0015052i,-0.00020043+0.00022692i,0.0020883+0.00031569i,0.0011081+0.001103i,0.00011163+0.0026268i,0.00072603+0.0023774i,2.5862e-05+0.001748i,-0.002241+0.00095455i,-0.0021341-0.00055326i,-0.0016815-0.0019124i
-0.06322-0.037502i,-0.054651+0.053225i,-0.052635+0.095027i,-0.047339+0.093839i,-0.02354+0.068685i,-0.0026368+0.038872i,0.0029666+0.020463i,0.0021279+0.008703i,-0.0019666+7.1148e-05i,-0.0058495-0.0020935i,-0.0048588+0.0012968i,-0.0030013+0.0036561i,-0.002494+0.0032623i,-0.0017716+0.0020881i,-0.0020159-0.00030654i,-0.002015-0.0010108i,-0.00097963+0.0013711i,0.00032154+0.0043783i,0.0010625+0.0043131i,0.0005276+0.0028658i,-0.0013835+0.0030743i,-0.0029388+0.0049763i,-0.0029817+0.0062302i
-0.046644+0.040708i,0.051062+0.034959i,0.095728+0.031259i,0.092862+0.029305i,0.06815+0.013693i,0.038348-0.0010523i,0.021693-0.0043724i,0.011685-0.0023723i,0.00114+0.0011047i,-0.0014795+0.0033983i,0.0017673+0.0018742i,0.0031635-0.00070126i,0.0012721-0.0012618i,-0.00038068-0.00044384i,-0.00028712+0.00065975i,0.00012191+0.0012599i,0.0023567+0.00092849i,0.0050183-0.0013445i,0.004837-0.0029877i,0.0041073-0.0020547i,0.0066368-0.00097472i,0.0082108-0.00064079i,0.0061062-0.0010178i
0.014476+0.051794i,0.019113-0.047391i,0.015011-0.094134i,0.012039-0.091016i,0.0027965-0.065694i,-0.0044707-0.036596i,-0.0037019-0.020378i,-0.0016897-0.011173i,0.00043655-0.0022238i,0.0024653+0.0018679i,0.0018971+0.0012537i,0.0017798-0.0002082i,0.0026687-0.0014564i,0.0026004-0.0021401i,0.0019961-0.00046561i,0.00051662+0.0007085i,-0.00076186-0.0003667i,-0.0009596-0.00075291i,-0.00011363-0.00076507i,0.00022588-0.0025607i,-0.00035602-0.0044301i,-0.0002855-0.0035752i,0.0010083-0.0016401i
0.05353+0.0036694i,-0.045278-0.0072829i,-0.091409-0.0050017i,-0.086522-0.0025308i,-0.063176+0.0049343i,-0.036306+0.010251i,-0.019048+0.0078532i,-0.0084837+0.0025289i,0.00044482-0.0035408i,0.0021721-0.0071481i,-0.0015831-0.0067812i,-0.004345-0.0041476i,-0.0045219-0.0010188i,-0.0032705+0.00055749i,-0.0012288-6.0419e-05i,0.0001985-0.0021414i,-0.0016905-0.0033118i,-0.0040908-0.0030033i,-0.0037465-0.0017756i,-0.001853-0.00016609i,-0.00064082-0.00079901i,-0.0012881-0.0037205i,-0.0025813-0.0048036i
0.02644-0.044395i,0.01054+0.053301i,0.018913+0.099i,0.02433+0.087189i,0.025292+0.057919i,0.022316+0.030973i,0.012711+0.01533i,0.0033577+0.0064811i,-0.0032538-0.0011893i,-0.0075279-0.0021943i,-0.0057374+0.0019454i,-0.0012651+0.0030947i,0.0010366+0.00033294i,0.0012022-0.0015128i,0.00048728-0.00083125i,-0.0010499+0.0010437i,-0.0018948+0.0037175i,-0.00082739+0.0055824i,-0.00011874+0.0047234i,-0.00028275+0.0031622i,0.00010148+0.0043426i,0.0011288+0.0064227i,0.0012779+0.005338i
-0.037149-0.047354i,0.054501-0.026028i,0.097393-0.035376i,0.083443-0.042674i,0.054507-0.036945i,0.029911-0.026619i,0.015425-0.01497i,0.0076715-0.0067593i,0.00043102-0.00094505i,-0.0029898+0.0034829i,-0.0023658+0.0028735i,-0.0020421+0.00093857i,-0.0010211+0.0021941i,0.00056653+0.0035151i,0.0011933+0.0030577i,0.0016233+0.0018758i,0.0020875+0.00091438i,0.0018911+0.00066633i,0.0012671+0.00011698i,0.001627-0.0014821i,0.0023859-0.0025901i,0.0013583-0.0023352i,-0.00045663-0.0012987i
-0.067402+0.031123i,-0.036367-0.056102i,-0.044051-0.096528i,-0.053157-0.077526i,-0.044539-0.046987i,-0.029775-0.026058i,-0.015625-0.014648i,-0.0050253-0.0073203i,0.0010669+0.0002638i,0.0060666+0.0031304i,0.0076252+0.00054238i,0.0048791-0.001772i,0.0011015-0.0019529i,-0.00096692-0.00147i,-0.00046808-0.0010056i,0.0011002-0.0011446i,0.0029135-0.0018825i,0.0042844-0.0022599i,0.003284-0.002179i,0.00032307-0.0017369i,-0.0008694+0.000198i,0.0010491+0.0018312i,0.0041918+0.0011504i
0.01933+0.08581i,-0.057465+0.049609i,-0.093014+0.054996i,-0.071+0.064067i,-0.04107+0.050609i,-0.022137+0.032115i,-0.01036+0.017237i,-0.0038176+0.0044872i,0.0017642-0.0047753i,0.0026894-0.0093423i,-0.0017577-0.0072702i,-0.0040526-0.001754i,-0.0024605+0.0010014i,-0.00054008+0.0003649i,-0.0010537-0.00046591i,-0.0024154-0.00030622i,-0.002898-0.00087777i,-0.0029887-0.0017317i,-0.0017104-0.0018356i,0.00025205-0.00052655i,0.00046112-0.00025647i,-0.0012355-0.0015862i,-0.0011235-0.00077695i
0.080266-0.00065956i,0.045191+0.069854i,0.05457+0.10334i,0.070881+0.075798i,0.060675+0.043748i,0.042004+0.024528i,0.0234+0.0084643i,0.006838+0.0010821i,-0.0025667-0.0013445i,-0.0063426-0.00050131i,-0.0040428+0.0019282i,-0.00023872-0.0004452i,-0.00086149-0.0028649i,-0.0031745-0.00065264i,-0.0034134+0.0016407i,-0.002024+0.001611i,-0.00086217+0.0014468i,-0.0017982+0.0014917i,-0.0023874+0.0013639i,-0.00098455+0.0015732i,0.00038504+0.0014176i,0.00083676+0.00054304i,6.8333e-05-0.001444i
0.023971-0.10319i,0.078468-0.063356i,0.098248-0.075735i,0.061827-0.092009i,0.02547-0.070903i,0.010012-0.041605i,0.0022493-0.021508i,-0.0012276-0.0076421i,-0.0038446-4.628e-05i,-0.0049898+0.0048143i,-0.0034452+0.0073338i,-0.0018222+0.005506i,8.378e-05+0.0023428i,0.0017435+0.00027032i,0.0028732-3.0063e-05i,0.0024069+0.0012316i,0.0013496+0.0028216i,0.00089352+0.0035993i,0.0010603+0.0024228i,0.00034191-0.00080247i,-0.0020117-0.0030913i,-0.0034596-0.0024248i,-0.0028395-0.00034709i
-0.10755-0.043335i,-0.070018-0.084367i,-0.080343-0.095837i,-0.095182-0.056271i,-0.073421-0.019639i,-0.042734-0.0066482i,-0.021803-0.00054276i,-0.0059098+0.0012841i,0.0025627+0.0011148i,0.0052615+0.0017841i,0.0043959-0.00027905i,0.00085686-0.0022461i,-0.002126-0.00018467i,-0.0024473+0.0011434i,-0.0015082-0.00099737i,-0.0013765-0.0031619i,0.0005266-0.0031413i,0.0037148-0.0022414i,0.0038848-0.0011051i,0.0016804+0.00040463i,0.00037006+0.0015864i,0.0011746+0.00089273i,0.0003248-0.00049779i
-0.060533+0.10754i,-0.088274+0.068704i,-0.091514+0.077765i,-0.047971+0.095396i,-0.011533+0.0751i,7.6258e-05+0.044075i,0.0042976+0.022316i,0.0039815+0.0062412i,0.0014726-0.0029218i,0.00038114-0.0045749i,0.0014928-0.0020201i,0.0042965+0.00029024i,0.0058511-0.0011555i,0.0035657-0.0034331i,-0.00021864-0.0023541i,-0.00039974+0.00040564i,0.0012229+0.0010258i,-5.7233e-06-0.00045473i,-0.0017288-0.0016824i,-0.00085523-0.0012258i,0.00054578-3.9874e-05i,0.00097073+0.00069261i,0.0018477+0.0012386i
0.10378+0.078637i,0.066352+0.089892i,0.073076+0.080737i,0.091038+0.032288i,0.069819-0.0031129i,0.039381-0.0065473i,0.022104-0.0065048i,0.0078729-0.0068403i,-0.0001685-0.0045755i,-0.0029385-0.0033673i,-0.0048435-0.0030992i,-0.0054165-0.0024421i,-0.0052868+0.00075685i,-0.0029378+0.0045244i,-0.0015212+0.0050934i,-0.0031742+0.0022582i,-0.0039567+0.00018415i,-0.0036607+0.00061457i,-0.0023895+0.00067471i,0.0010189-0.00026494i,0.0041657-0.0012317i,0.003641-0.002189i,0.0018079-0.0020248i
0.10079-0.094585i,0.10213-0.059952i,0.082385-0.06596i,0.028161-0.084477i,-0.0080614-0.065129i,-0.010926-0.036901i,-0.010031-0.022571i,-0.008603-0.010835i,-0.0049732-0.0030029i,-0.0034257+0.00094279i,-0.0014273+0.0022679i,0.0007452-0.00067025i,0.00068625-0.0038941i,-0.00020035-0.004048i,0.00098245-0.0020432i,0.0027211-0.00099106i,0.0026165-0.00047053i,0.0012763+0.0014974i,9.8372e-05+0.0019453i,-0.0020191+0.00057824i,-0.0046359-0.00042469i,-0.0045888+0.00013724i,-0.0021205-0.00053146i
-0.089085-0.11721i,-0.057574-0.10599i,-0.062408-0.076878i,-0.07976-0.020084i,-0.059893+0.016672i,-0.03201+0.016078i,-0.017078+0.01213i,-0.0051145+0.0094437i,0.0010842+0.0027696i,0.0015392+0.00048476i,-0.00016794+0.0012872i,-0.0023565+0.0039119i,-0.00096427+0.0066634i,0.001307+0.0043618i,0.00075062+0.0012821i,-0.0014884+0.0014083i,-0.0009349+0.0015147i,0.0020351-0.00037328i,0.0037861-0.0015158i,0.0038158+0.00052417i,0.0043414+0.0023623i,0.0039326+0.00093801i,0.0015641+0.0006401i
-0.12898+0.069856i,-0.10825+0.043075i,-0.069178+0.045597i,-0.0081966+0.063675i,0.028425+0.050955i,0.024792+0.030332i,0.01636+0.019306i,0.011383+0.0072897i,0.0033464+0.00060073i,0.00032425+0.00068985i,0.0023474-0.00098898i,0.0026944-0.003593i,-0.00050369-0.0038165i,-0.0045776-0.0011367i,-0.0048658+0.00059277i,-0.0020755-0.0010407i,-0.0010663-0.0037092i,-0.001359-0.0039969i,-0.0016012-0.0024655i,-0.0010637-0.0007804i,-0.00071461+0.00081514i,-0.0014459+0.0011026i,-0.001492+0.00057176i
0.052764+0.14604i,0.03053+0.11521i,0.032188+0.065221i,0.050745+0.001363i,0.039957-0.033043i,0.021628-0.027012i,0.015854-0.017605i,0.0090787-0.012918i,0.0034494-0.0067709i,0.0017695-0.0036017i,0.00090466-0.0021403i,0.0020689-0.00019202i,0.0044906+0.00051812i,0.0058195-0.00014125i,0.0053509+0.00068933i,0.0029671+0.0025037i,0.00034653+0.0027408i,0.00026038+0.00086124i,0.0016192-0.001539i,0.0011603-0.0037423i,2.4314e-05-0.0059189i,-0.00029325-0.0054819i,0.00099043-0.0023039i
0.15425-0.032215i,0.117-0.015637i,0.059896-0.015936i,-0.004631-0.033079i,-0.036862-0.02684i,-0.027987-0.014023i,-0.018692-0.011888i,-0.014563-0.0064143i,-0.0084836-0.0014245i,-0.0061033-0.0013402i,-0.00503-0.0024266i,-0.0058344-0.0045966i,-0.0075982-0.0037959i,-0.0045901-0.00072695i,-0.00073015-0.00041586i,-0.00092694-0.0019622i,-0.0016501-0.001378i,-0.0015746+0.0015076i,-0.0017716+0.0037884i,-0.0030939+0.0053968i,-0.0037826+0.0081887i,-0.001827+0.010444i,-0.00037463+0.0076021i
-0.013226-0.16371i,-0.0028015-0.12178i,-0.0032107-0.059723i,-0.017939+0.0068129i,-0.016709+0.040372i,-0.0101+0.031676i,-0.0094442+0.019151i,-0.0055513+0.012437i,-0.0029755+0.0039325i,-0.0040851+0.00079499i,-0.0025361+0.0035505i,0.00018589+0.0047391i,0.0015735+0.00063467i,-0.00025618-0.0044598i,-0.0028392-0.0044171i,-0.00044352-0.00054458i,0.0036411+0.0012675i,0.0045618-0.00054701i,0.0042776-0.0023721i,0.0054936-0.0019577i,0.0058744-0.0026426i,0.0048258-0.0048219i,0.0029143-0.0060421i
-0.16709-0.015794i,-0.125-0.020361i,-0.057705-0.019882i,0.0065107-0.0035615i,0.037719+0.00089074i,0.031603+0.002042i,0.021209+0.0072293i,0.015618+0.0038903i,0.0071707+0.0018977i,0.002153+0.0051621i,0.00068987+0.0057851i,-0.0013808+0.0063907i,-0.0016777+0.0089586i,-0.00092561+0.010154i,-0.0013067+0.0077368i,-0.0019232+0.0031202i,-0.0024312+0.0010921i,-0.0014311+0.0025215i,0.0006192+0.0034349i,0.0036792+0.0021945i,0.0069789-0.00012225i,0.0074899-0.0012825i,0.0042667+0.00012584i
-0.038007+0.16596i,-0.034769+0.12493i,-0.032968+0.052509i,-0.020116-0.012891i,-0.011286-0.038434i,-0.0049229-0.03005i,0.00233-0.022321i,0.0025213-0.018434i,0.0009427-0.011801i,0.0025433-0.0082403i,0.0046822-0.0072644i,0.0069689-0.0073417i,0.0056593-0.0081819i,0.0019166-0.0058006i,0.0013182-0.0013479i,0.0028834-0.00052483i,0.0030615-0.0017972i,0.0014039-0.0032374i,-0.0016984-0.0054396i,-0.0056934-0.0077435i,-0.010693-0.0083596i,-0.013566-0.0059921i,-0.011275-0.002934i
0.16385+0.057552i,0.12143+0.050903i,0.048345+0.048372i,-0.014231+0.035444i,-0.039326+0.022067i,-0.028686+0.010594i,-0.017504+0.0010254i,-0.013536-0.0013066i,-0.0078253-0.0016852i,-0.0048484-0.0040411i,-0.0066147-0.0047308i,-0.008273-0.0023726i,-0.0049889+0.00082104i,0.0013466+0.00075361i,0.0028982-0.0018398i,-0.00066052-0.0023169i,-0.0023332-0.00075915i,-0.00056157+0.00067246i,0.00011682+0.0034382i,0.00050721+0.0075833i,0.0029878+0.0093517i,0.0068277+0.0087175i,0.0091044+0.0065774i
0.084961-0.16056i,0.073347-0.12373i,0.066786-0.052742i,0.052504+0.0049788i,0.034775+0.029305i,0.017182+0.025895i,0.0033253+0.016683i,-0.00052598+0.010344i,-0.003607+0.0046372i,-0.0076889+0.0024612i,-0.0067674+0.0016634i,-0.0051485+0.00016735i,-0.0072419-0.00058886i,-0.0090737-2.7203e-05i,-0.006766+0.00050948i,-0.0025136+0.00041077i,-0.0015652+0.00015741i,-0.0031035-0.0009752i,-0.0031034-0.0020378i,-0.0011146-0.00021615i,0.00053061+0.0026911i,0.0010137+0.0028806i,-3.633e-05+0.00060281i
-0.15296-0.10615i,-0.12326-0.09022i,-0.056912-0.080847i,-0.0033591-0.062816i,0.016967-0.038749i,0.016795-0.019449i,0.015799-0.0076813i,0.014027-0.0032874i,0.009047+0.00027589i,0.0062712+0.0051476i,0.0050668+0.0082671i,0.0052153+0.0099243i,0.0072543+0.0078996i,0.0056892+0.0030787i,0.0014993+0.0012372i,-0.00033438+0.0021648i,0.0014062+0.0019603i,0.003584+0.0025087i,0.0051121+0.0010039i,0.0077749-0.0056051i,0.0094021-0.012827i,0.0079876-0.015747i,0.0047858-0.012147i
-0.12615+0.14005i,-0.10427+0.11964i,-0.091176+0.057789i,-0.074857+0.0072867i,-0.045183-0.011657i,-0.01857-0.011211i,-0.0075129-0.01072i,-0.0050474-0.011737i,-0.0019554-0.0093087i,0.0020281-0.006336i,0.0047221-0.0058891i,0.0037787-0.0077988i,-0.00036252-0.0064282i,-0.00071546-0.00076877i,0.001603+0.0021561i,0.002664+0.0014642i,0.0026769-0.00014842i,0.0019788-0.0011465i,-0.0013443-0.0012153i,-0.0070459+7.5287e-05i,-0.012093+0.0035499i,-0.01378+0.0066822i,-0.010632+0.007318i
0.11882+0.14358i,0.10798+0.12076i,0.054926+0.10101i,0.015382+0.081206i,-9.9358e-05+0.05075i,-0.0052856+0.022105i,-0.0069411+0.0077153i,-0.005923+0.0022224i,-0.0044892-0.00331i,-0.004205-0.0067298i,-0.0027073-0.0055386i,-0.0010356-0.0035488i,-0.00061989-0.0035188i,-0.00099222-0.0046279i,-0.0012954-0.0040085i,-0.00082204-0.0025572i,-0.0010309-0.0030912i,-0.001204-0.0029172i,0.0010042-0.00013598i,0.0022364+0.0031197i,0.0016365+0.0034023i,0.0011679+0.0021263i,0.0021468+0.00064221i
0.1572-0.10678i,0.13212-0.10351i,0.10854-0.059113i,0.085057-0.024985i,0.050511-0.010729i,0.022418-0.00098234i,0.010073+0.0073563i,0.0043594+0.008924i,-0.0028133+0.0077533i,-0.0087957+0.0067151i,-0.011043+0.0032461i,-0.011155+0.0015419i,-0.008604+0.0042836i,-0.0043237+0.0053937i,-0.0014729+0.0024434i,-0.0012011+0.00037046i,-0.0016032+0.0013666i,-0.0022186+0.0023987i,-0.00097482+0.0027517i,0.0048998+0.0040287i,0.01162+0.0061443i,0.01398+0.0066082i,0.011051+0.0052788i
-0.085002-0.16796i,-0.093896-0.14328i,-0.061128-0.11409i,-0.032781-0.085782i,-0.019604-0.046905i,-0.0082955-0.015015i,0.0025376-0.0069809i,0.0067109-0.0067631i,0.0068604-0.0023876i,0.0066612+0.0029755i,0.0061568+0.0064898i,0.006804+0.0057737i,0.0063207+0.0013163i,0.0015348-0.00066984i,-0.0022055+0.0010624i,-0.0020481+0.0028852i,-0.00047179+0.0045765i,0.0022757+0.0058801i,0.0036268+0.0019949i,0.0010295-0.0077346i,-0.0037083-0.016239i,-0.0064322-0.017643i,-0.0062803-0.014547i
-0.1754+0.067539i,-0.14796+0.086126i,-0.10863+0.06131i,-0.076971+0.041248i,-0.040566+0.031615i,-0.010663+0.014504i,-0.0030856-7.4947e-05i,-0.0028735-0.0042245i,0.00029072-0.0051653i,0.0030771-0.0047924i,0.0044078-0.0025058i,0.0035498-0.00073084i,0.0026675+0.00049248i,0.0034507+0.00078588i,0.0035764+0.00020243i,0.0030744+0.00033771i,0.0034859-0.0015692i,0.0029707-0.0044379i,-0.00077693-0.0029699i,-0.0052037+0.00065038i,-0.0075473+0.0038443i,-0.0061087+0.006138i,-0.0021653+0.0076178i
0.042163+0.18335i,0.075773+0.15688i,0.062088+0.11304i,0.045492+0.074185i,0.04045+0.034097i,0.023636+0.0082282i,0.0036403+0.0034029i,-0.0037064+0.000589i,-0.0059048-0.0053413i,-0.0057264-0.0074088i,-0.0011139-0.0084159i,0.0013787-0.0094714i,-0.00037662-0.0082812i,-0.0020141-0.0052159i,-0.0016096-0.002704i,8.066e-05-0.0028934i,-0.00025172-0.0032483i,-0.0014586-0.0021588i,-0.0017745-9.8905e-05i,-0.0022616+0.0051754i,-0.0035067+0.01098i,-0.0042819+0.01104i,-0.0033397+0.0059746i
0.1775-0.021077i,0.15086-0.060295i,0.10219-0.060877i,0.062602-0.052638i,0.021967-0.044287i,-0.0019173-0.026827i,0.00075923-0.0086368i,0.0032812+0.00061131i,-0.0022966+0.0053789i,-0.0075779+0.0071681i,-0.01106+0.0058615i,-0.010552+0.0063436i,-0.0053269+0.006746i,-0.0020174+0.0034495i,-0.0018194+0.00013532i,-0.0023339-0.00072078i,-0.0047268-0.00064473i,-0.0072486+0.0013428i,-0.0041422+0.0032537i,0.0065759+0.00038384i,0.016884-0.0043082i,0.018616-0.0056398i,0.014398-0.0031399i
0.00022135-0.1778i,-0.044701-0.1544i,-0.055129-0.096041i,-0.055715-0.048192i,-0.049868-0.01165i,-0.027725+0.010339i,-0.0083478+0.0066527i,-0.0014547-0.0018424i,0.0036246-0.0014609i,0.0060343+0.00013984i,0.0045667+0.0013592i,0.0024407+0.00054206i,-0.00011716-0.0014294i,-0.0018817+0.00089223i,-0.002626+0.0041733i,-0.0026891+0.0059207i,0.0011488+0.0076245i,0.0080189+0.0072494i,0.0091945+0.0025597i,0.0019823-0.003837i,-0.0054078-0.0069572i,-0.0088378-0.0068791i,-0.0093578-0.0060815i
-0.17005-0.019231i,-0.15429+0.035132i,-0.093243+0.049116i,-0.035926+0.047989i,0.0014644+0.047622i,0.016234+0.029364i,0.0097966+0.0066962i,0.0041319-0.002448i,0.005318-0.0047565i,0.0054482-0.002923i,0.0062347+0.0014883i,0.0072899+0.0029315i,0.0071551+0.001785i,0.0066098+0.00032028i,0.0059535-0.00055058i,0.0065054-0.00050538i,0.0061793-0.0015402i,0.0039488-0.0016978i,-0.00017317-0.0010315i,-0.0047244-0.0017942i,-0.0072821-0.0026057i,-0.0053783-0.0020476i,-0.0012519+7.8304e-05i
-0.042117+0.1599i,0.023769+0.14234i,0.050491+0.078073i,0.04907+0.023976i,0.04686-0.012104i,0.032728-0.023569i,0.013048-0.0093821i,0.0016323-0.0004886i,-0.0050745-0.0044548i,-0.0065544-0.0084414i,-0.0038269-0.011074i,-0.0033357-0.011161i,-0.0052213-0.0079336i,-0.0038491-0.0059743i,-0.0016418-0.0050742i,-0.00094073-0.003852i,0.00067226-0.004606i,0.0010753-0.008265i,0.00011287-0.0071156i,0.00048528+0.0033828i,0.0035345+0.014484i,0.0048751+0.016795i,0.0019803+0.012938i
0.14344+0.065091i,0.12951+0.0055849i,0.059654-0.026665i,0.0028998-0.036005i,-0.024892-0.037055i,-0.029134-0.024807i,-0.015117-0.011693i,-0.0044346-0.0063595i,-0.0036868+0.00061748i,-0.0035599+0.0068198i,-0.0026515+0.0076455i,-0.0003997+0.0057693i,0.0010327+0.0025943i,-0.0015629+0.00091809i,-0.0040037-0.00017463i,-0.0054132-0.001371i,-0.0091926+0.00044785i,-0.011438+0.0063882i,-0.0068919+0.0082133i,0.0009715+0.0010163i,0.0049666-0.0089746i,0.0060455-0.013748i,0.0080339-0.01327i
0.072316-0.13035i,0.016169-0.12568i,-0.013199-0.057212i,-0.019408+0.0084523i,-0.023561+0.038459i,-0.017239+0.035113i,-0.0046439+0.016663i,0.00017485+0.0046921i,0.0018018+0.0020496i,0.00218+0.0012255i,-0.00038715+0.0010069i,-0.0030651+0.0025699i,-0.0040086+0.005472i,-0.0027956+0.0073822i,-0.001457+0.0083603i,-0.00012698+0.009228i,0.0026913+0.0083934i,0.0052698+0.0051966i,0.0054812+0.0016651i,0.0033844-0.00099626i,0.0010593-0.002642i,-0.0010583-0.0013824i,-0.0039326+0.0013096i
