0.00091518-0.00020627i,0.0012917-0.002479i,0.0017546-0.0046922i,0.0016693-0.0029616i,-6.9205e-05+0.00031726i,-0.0015515+0.0016698i,-0.00077396+0.001825i,0.00074223+0.00088988i,0.0012226+2.5714e-05i,0.0012961-0.00048932i,0.0013023-0.00093626i,0.00049556-0.00099277i,-0.00053626-0.0010543i,-0.001066-0.00078235i,-0.00033055-0.00042633i,0.00044042+5.2352e-05i,0.00015244-0.00058292i,0.00012803-0.00065741i,0.00039488-0.00042909i,0.00096111-0.0010382i,0.0012493-0.00069668i,0.0012007+0.00034285i,0.0011587+3.8642e-05i
0.002437+0.00055374i,0.0028949+8.9287e-05i,0.0030334-0.00069896i,0.0033422-0.0019256i,0.003089-0.0021981i,0.0015497-0.0011894i,0.0013413+7.7897e-06i,0.0016941+0.00056309i,0.0013082+0.00064102i,0.00095869+5.448e-05i,0.00071811-0.0002488i,6.0611e-05-0.00047834i,0.00019869-0.0011293i,0.0011496-0.0007395i,0.0011253+0.0003927i,0.00056051+0.00018476i,0.00024283-0.00060515i,0.00043629+0.00019866i,0.00046647+0.00071275i,0.00034265+0.00019113i,0.00029729-0.0002523i,-2.9848e-05-0.00037854i,0.00030379-0.00010673i
-9.3155e-05-0.00063262i,-0.00053636+0.00045558i,-0.0014386+0.0011045i,-0.00055222+0.0012756i,0.00047978+0.0018787i,0.0010435+0.0017774i,0.00097585-0.00031632i,0.0010263-0.0017749i,0.0010438-0.001125i,0.00043644+0.00031251i,0.001088+0.00017805i,0.001684-0.0006411i,0.0013044-0.00026795i,0.00040779-0.00012277i,1.23e-05-0.00031247i,0.00012656-0.00096133i,0.00022892-0.0014991i,0.00023979-0.0012522i,0.00049236-0.00024497i,0.00024823+0.00057988i,0.00048775+0.00042934i,0.00042546+0.00038678i,0.00010737-0.0001253i
-0.00064262-0.00061359i,-5.361e-05-0.00049757i,0.00013963-0.00095628i,-6.2213e-05+9.1058e-05i,-0.0011656+0.0017981i,-0.0003494+0.0020768i,0.0011008+0.00091106i,0.0010172-0.00059035i,0.0014377-0.00099713i,0.0018641-0.00030015i,0.0007332+0.0009084i,-0.0003899+0.00092605i,-0.00042501-0.00063407i,0.0002283-0.0011216i,0.00070937-0.00010347i,0.00041608+0.00060791i,-0.00079955+0.00026973i,-0.00084056-7.1706e-05i,-0.00033296-0.00022125i,-0.00059537-0.00081453i,-2.9689e-05-0.00030749i,0.00053066+0.00027847i,0.00034799-0.0002182i
0.0026195-7.3738e-05i,0.0028513-0.00097511i,0.002879-0.0017233i,0.0020854-0.0020564i,0.00017989-0.0015431i,-0.0011117-0.0011026i,-0.00018051-0.00041526i,0.00095171+0.00055693i,0.0011024+0.00042974i,0.0010034+0.00024042i,0.00083848+0.00027562i,0.00064284+0.00015551i,0.00029602+0.00053327i,-0.00014848+0.00094384i,0.0002377+0.0010466i,0.00038333+0.00121i,0.00065563+0.00089727i,0.0011745-0.00013883i,0.00063617-0.00061548i,0.00066751-0.00075277i,0.0011372-0.00063163i,0.00045078-0.00013545i,-0.00061611+7.4036e-05i
-0.00048578+0.0006456i,0.00067392+0.00016576i,0.0012341+0.00030065i,0.0019062+0.00074052i,0.001841+0.0010043i,0.0014038+0.00089852i,0.0010968+0.00011138i,0.00037007-0.00040923i,0.00020913+2.7741e-05i,-7.0305e-06+0.00027476i,0.00032187+0.00013058i,0.00055374-0.00038189i,3.1653e-05-0.0010179i,-0.00013041-0.00078751i,-0.00070407+0.00024181i,-0.00074765+0.00059568i,-0.00024048+0.00017149i,0.00050593-0.0008154i,0.00037211-0.00040135i,-0.00031058+0.00064143i,7.0796e-05+0.00045172i,0.00040311+0.00033089i,-9.3162e-05+0.00029595i
0.0019815+0.00075772i,0.0011033-0.00071377i,0.0010624-0.0011458i,0.00073951-0.00066386i,-0.0013564-0.0010096i,-0.0023127-0.0012916i,-0.00051198-0.0012581i,0.001578-0.00082628i,0.0017176-0.00084601i,0.00087571-0.0011058i,6.7101e-05-0.0012747i,0.00019503-0.0011183i,0.00012555-0.0005624i,-0.0005948+4.0416e-05i,-0.0004793+0.00035689i,-0.00016282-9.9858e-05i,0.00012686+0.00023092i,0.00050366+0.00051852i,0.00027064-0.0001974i,0.00022997-0.000454i,0.00016433+0.00045566i,0.00035893+0.0010199i,0.0003973+0.00061026i
0.0008206-0.00034673i,0.0012887-0.0004653i,0.0027062-0.00010026i,0.0036249+0.00050674i,0.0026344+0.00042873i,0.0022285+0.00047143i,0.0018165+0.00016555i,0.0011771-0.00037241i,0.0013046-0.00032891i,0.0013152+0.0002421i,0.00051502+0.00049305i,0.00030484+0.00017018i,0.0010207-0.00044339i,0.00075437-0.00060285i,-3.4105e-05+2.0854e-05i,-6.312e-05+7.6838e-05i,9.3134e-05-0.00024979i,-0.00013766-0.00024335i,0.00010609+0.0010989i,0.00055503+0.0019014i,0.00061356+0.00090255i,0.00035569+0.0011199i,-0.00013926+0.00080969i
-0.0025117+0.00027343i,-0.00074663+0.0013878i,-0.00013241+0.0020307i,0.0010041+0.0022516i,0.0018323+0.002623i,0.001232+0.0019887i,0.00050303+0.00010661i,0.00033385-0.0010077i,0.00023444-0.0012433i,0.00048167-0.00097466i,0.0011955-0.0007048i,0.0011743-0.00091328i,0.00041908-0.0008872i,0.00032837-0.0008179i,7.2399e-05-0.00019469i,-0.00050195+0.00033807i,-0.00074593+0.00062431i,-0.00058257+0.00069501i,-0.00055068+0.00083278i,0.00020808+0.00051103i,0.0010027-0.00022352i,0.0007535-0.00050727i,0.00035303+3.2391e-05i
-0.0022543-0.00012045i,-0.001688+0.00095934i,-0.0010196+0.0021844i,0.00063957+0.0030117i,0.0013501+0.0027724i,0.0014852+0.00096992i,0.0015383-0.00061481i,0.0012306-0.00070984i,0.00027896+0.00028817i,0.00017149+0.00036184i,0.00091137-0.0001369i,0.0014866-0.00032687i,0.0009396-0.0010943i,-0.000193-0.0014381i,-0.00068767-0.00087406i,-0.00052795-0.00033249i,-0.00011566-0.00026138i,9.4353e-05-0.00046532i,0.00014423+0.00025417i,0.00067676+0.0013391i,0.00054529+0.00055617i,-0.00026511-0.00040194i,-0.00084593+0.0002758i
-0.00014956-0.0021742i,5.0637e-05-0.0013885i,0.00045551-0.0011741i,0.00054281-0.0013924i,0.00075718-0.0010697i,0.0003271+3.2928e-05i,0.00073586+0.00046696i,0.0012032-0.00061236i,0.00038038-0.0013327i,-0.00012034-0.00031467i,0.0005929+0.00046272i,0.001154-0.00012398i,0.00088511+7.7019e-05i,8.6562e-05+0.00047464i,-0.00059488-0.00061534i,-0.00023543-0.0012617i,0.00018558-0.00019509i,0.00051087+0.00073537i,0.00017576+0.00064921i,-0.00052392+6.0662e-05i,0.00021605-0.00049577i,0.00022708-0.00044091i,-0.00049567-4.8303e-05i
0.0010547+0.002481i,0.0015717+0.0023021i,0.0027363+0.00060217i,0.0037914-0.00090885i,0.002877-0.001001i,0.0014581-0.0016365i,0.00085224-0.0015229i,0.0010579-0.00061034i,0.0011717+0.00035142i,0.00070044+0.00071508i,0.00041157+0.00029095i,5.8553e-05-0.00066813i,-0.00030271-0.00071556i,6.6704e-05+0.00025881i,0.00027711+0.00045658i,-0.00023732+0.00011059i,-0.00041947-0.00036486i,-0.00068832-0.00077067i,-0.00037214-0.0004146i,0.00037331+4.7785e-05i,0.00077858+0.00074731i,0.0011599+0.001277i,0.00045645+0.00080477i
8.4224e-05+0.00074298i,0.00038085-0.00021306i,0.00014927+0.0006891i,0.00022885+0.0013614i,0.00049374+0.0017137i,0.00030952+0.0014773i,0.00029307+0.00024542i,0.00072103-0.00055677i,0.00086943-0.00054823i,0.0005971-0.00019685i,6.5793e-05-0.00076919i,0.00047177-0.0014453i,0.00097008-0.00059123i,0.00010142+0.00025255i,2.9484e-05+0.00034718i,0.00022424+0.00067987i,-0.00029945+0.0008955i,-0.00035076+0.00046295i,-0.00011276+0.00011157i,0.00014297+0.00024392i,0.00050679+4.7117e-05i,0.00056348-0.0005169i,0.00052175-0.00061112i
0.00064254-0.00038672i,0.00057642-0.0011003i,0.0011484-0.0023169i,0.0017646-0.0026354i,0.0017269-0.0019334i,0.0013757-0.0014143i,0.00026942-0.0014762i,6.1012e-05-0.00087886i,0.00050709-0.00016415i,0.00057707-0.0002816i,0.000732-0.00044705i,0.0007079-0.00053349i,0.00023996-0.00030334i,-0.00013341+0.00067426i,-2.4015e-05+0.00058411i,0.00038666-0.00056543i,0.00014337-0.00034988i,-0.00044754+0.00077304i,-0.0012109+0.0012727i,-0.00043085+0.00078134i,0.00091034+4.4397e-05i,0.00078885+0.00025993i,0.00013934+0.00015606i
-0.00032113-0.0013293i,0.00011535+0.00011817i,0.00060593+0.00078178i,0.00019206+0.0013217i,-0.00044318+0.0012689i,0.00043541+0.00099431i,0.0014837+0.00090604i,0.00050782-0.00051053i,-0.00027317-0.0016133i,-0.00025755-0.0013707i,-0.00020753-0.0018468i,0.00010853-0.0018798i,0.00020548-0.00092191i,-0.00025434-0.00074238i,-0.0007352-0.00044284i,-0.00088929-6.8483e-05i,-0.00025817+0.00012326i,-0.00061371+0.00093868i,-0.0018694+0.00099866i,-0.0021439+0.00049095i,-0.0014012+0.00028885i,-0.00043584+4.4352e-05i,-0.00049-9.2415e-06i
-7.3917e-05+0.0012398i,0.00079352-0.00063807i,0.0012845-0.00098929i,0.0014552-0.0012567i,0.0017327-0.0017826i,0.0020412-0.0014229i,0.0022128-0.00096073i,0.0014201-0.0016932i,0.00027457-0.0019849i,-0.00035038-0.0012595i,-0.00093376-0.00071796i,-0.0013603-0.00063719i,-0.00097226-0.00064024i,-0.00025505-0.001026i,-0.00077821-0.00084064i,-0.00092041-0.00042673i,-0.0006753-0.00011976i,-0.00044571-0.00024825i,-0.00029095-0.00055732i,-0.00049609-0.00056081i,-0.00055053-0.00030306i,0.00015311+0.00041131i,9.8739e-05+0.00079627i
-0.00095633-0.00022803i,-0.0011344+0.00027583i,-0.00082166+0.00098567i,0.00025447+0.0009942i,0.0010754+0.001245i,0.0014549+0.00096076i,0.0015751+0.00012596i,0.0016318+0.00024834i,0.0013512+0.00029171i,0.00050824+0.00025105i,5.5892e-05+0.00045284i,0.00037657-0.00015098i,0.00057153-0.00067932i,-9.9039e-05-0.00045479i,-7.0337e-06-0.00059379i,8.4373e-05-0.00019531i,-0.00097761+0.00020454i,-0.00098768-4.4236e-05i,-3.7234e-06+2.1738e-05i,0.00015735-0.00025502i,-9.6506e-06-0.00046299i,0.00014573-0.00038206i,0.00013913-0.00017523i
0.00082835-0.001222i,0.00032619-0.00099679i,0.00088489-0.00096829i,0.0011967-0.00090773i,0.0005682-0.00049054i,0.00049763-0.00034857i,0.001579-0.00041442i,0.001792-0.00098112i,0.00079302-0.0014436i,0.00051976-0.00074555i,7.9954e-05+0.0002498i,-0.00063603-7.3519e-05i,-0.00044288-0.000686i,-0.00013822-0.00077931i,0.00029391-0.00098469i,0.00090452-0.001632i,0.0008614-0.0010022i,0.00065746-3.6612e-05i,0.00033962+0.00021735i,-8.7544e-05+0.00051933i,-0.00014392+0.00035008i,-0.00027028-0.0002538i,-0.00018459-3.3219e-05i
0.00088573-0.0005137i,0.00082198-0.0013066i,-0.0011-0.00097506i,-0.00090506-0.00023494i,0.00091841+0.0011795i,0.0010425+0.0017781i,0.0011046+0.0012903i,0.00098744+0.00057708i,0.00077788-0.00085371i,0.00083402-0.001438i,0.0006472-0.00012471i,0.00013859-4.0706e-05i,6.7291e-05-0.0011111i,-0.00029475-0.00067661i,-0.00031587-9.6718e-05i,0.00017759-0.00056337i,-3.797e-05-0.0003814i,0.00018437+0.00032788i,0.00068609+0.00015924i,0.000919-0.00049975i,0.00097107-0.00034636i,8.1702e-05+0.00012847i,-0.00025705-0.00026926i
-0.001326-0.00052709i,-0.00092088+6.6271e-05i,0.001001+0.0011839i,0.0024306+0.0012819i,0.0019155+0.0010748i,0.0012618+0.00065392i,0.00069795-8.6242e-05i,0.00077412-0.00038965i,0.0010333+7.8351e-05i,0.00061686+0.00080921i,0.00050562+0.00078822i,0.00011135-0.00040449i,-0.0004704-0.0012391i,-0.00035184-0.00062762i,0.00016032-0.00040741i,0.00026161-0.00073365i,-6.15e-06-0.00061181i,0.00017257-9.8825e-05i,-0.000642+9.9532e-05i,-0.00044302+4.3658e-05i,0.00053895-0.00016383i,0.00076408-0.00025104i,0.00034161-0.0005036i
-0.0013307+0.0028518i,-0.00051975+0.0026851i,0.00067255+0.0019231i,0.0014736+0.0013568i,0.0019042+0.0007378i,0.0012593+9.3609e-05i,0.00049558+4.1555e-05i,-2.0117e-05-0.00041897i,0.0003518-0.00020788i,0.0015532+3.1744e-05i,0.0011655-0.001046i,6.3209e-05-0.0016314i,-0.00029472-0.0013566i,-1.6205e-05-0.00068963i,0.00020128-0.00043574i,-0.00020643-0.00059314i,-0.00042199+0.00040014i,-0.00029719+0.0011876i,-0.00027549+0.00050472i,-0.00012795+7.6442e-06i,-5.992e-05+0.00077403i,2.4371e-05+0.00032351i,0.00060408-0.00036591i
0.00013519-0.00049229i,8.6269e-05-0.0014663i,0.00062607-0.001952i,0.0019806-0.00082541i,0.0028434+0.00029689i,0.0027549+0.00045174i,0.001938-0.00052537i,0.0013389-0.0017019i,0.001336-0.0014011i,0.0012093-0.00082247i,0.00090372-0.0008581i,0.00051175-0.00087725i,0.00036822-0.00049215i,7.175e-05-1.6076e-05i,0.00051138+0.00021973i,0.00078189-1.2653e-05i,-7.4309e-05-0.0001372i,-0.00069491+0.00070107i,-0.00039137+0.00053461i,0.00065332+0.00014871i,0.00045377+0.0003845i,-0.00058298+0.00066081i,-0.0010322+0.00042944i
-0.00022987-0.0014318i,-0.0012496-0.00061248i,-0.00034361-5.907e-05i,-0.0001319+0.00017749i,-0.00027014-7.5201e-05i,0.00020362-0.000767i,0.0014167-0.0011227i,0.0018109-0.00086777i,0.0016196-0.00068312i,0.0015054-0.00067686i,0.0010677-3.5609e-05i,0.00032744+0.00037509i,-0.0009654-0.00054663i,-0.001483-0.0010241i,-0.00078254-0.0013687i,-0.00036596-0.00080308i,0.00017451+0.000372i,-1.084e-05-3.4314e-05i,-0.0003937-0.00073957i,0.00053583-0.00072498i,0.00058524-0.00023685i,0.00032127-0.0005789i,-4.5031e-06-0.00073488i
0.0006864+0.0011418i,0.0010165+0.00058341i,0.0019737+0.00061512i,0.0028926+0.00019473i,0.0025116-0.00085364i,0.0016264-0.00022343i,0.00033376+0.00097406i,-0.00050369+0.00029091i,-2.187e-05-0.0001808i,0.0003299-0.0001076i,0.00026488-0.00057219i,0.00030892-0.0010592i,-0.00031701-0.00082392i,-0.00064235+9.7628e-05i,-0.00041337+0.00056207i,0.00016154+0.00024102i,0.00026358+3.834e-05i,0.00046475-0.00048159i,0.00078079-0.00029734i,0.0008993+0.00035801i,0.00046294+0.0002126i,0.00026665-0.00013755i,-9.7292e-05-0.0006175i
0.0012615-0.00030573i,0.00071731-0.0002692i,-0.00021141-0.00086662i,-0.00016406-0.0014428i,-0.00019493-0.00012993i,8.8338e-05+0.001236i,0.00076228+0.00086047i,0.0006382-0.00042981i,0.00029297-0.0011003i,0.00014955-0.0012179i,9.2584e-05-0.0010127i,1.0654e-05+0.00026514i,-0.00053839+0.00070714i,0.00010591+0.00026529i,0.00091862+0.00025588i,0.00064408-0.00010345i,0.00028673+0.00033151i,-0.0001377+0.0014742i,-0.0004624+0.0010701i,-0.00012904+0.00023497i,0.00050228+0.00011093i,0.00042144-3.1974e-05i,-0.00068775-0.00062273i
-0.00034561+0.0019802i,-9.3751e-05+0.0018419i,0.00077596+0.001204i,0.0024229+0.0014716i,0.0023249+0.0015681i,0.0011769+0.00052711i,0.00074396+0.0001498i,0.00032535-2.5091e-05i,8.4119e-06+0.0005597i,0.00046755+0.00096439i,0.001069+0.00058363i,0.0011699+0.00046117i,0.00073142+0.00013854i,3.727e-05-0.00022179i,-8.504e-05+7.449e-05i,0.00027347+0.00011868i,-0.00016941-7.5299e-05i,-0.0008889-0.00027018i,-0.00054133-0.00021935i,2.7952e-05+0.00053813i,0.00056773-0.00013182i,0.0010865-0.00029166i,0.00073667+0.00012518i
-0.0014214-0.00015223i,-0.00063796+0.00041182i,-0.00021053+0.00093668i,0.00070772+0.00078835i,0.00090134+0.00047669i,0.00038371+0.00059137i,0.00079389+0.0004335i,0.0011938-0.00026665i,0.00048373-0.0005901i,0.00015533-0.00030672i,0.00071495-3.0956e-05i,0.0010021-0.000305i,0.0011337-0.00011816i,0.00057576+0.00012378i,-7.6729e-05-0.00040788i,0.00027534-0.00019673i,0.0010144+0.00028065i,0.00036341+0.00015557i,-0.00047682-4.1724e-05i,-0.00047949-0.00085803i,0.00026796-0.0013182i,0.00041363-0.00061341i,0.00055457-4.9651e-05i
0.0010484+0.00066473i,0.0014001-0.0009262i,0.0018459-0.0014713i,0.0027791-0.0014733i,0.0027691-0.0010626i,0.0018065-0.00061396i,0.0014617-0.00041053i,0.0016318-5.5969e-05i,0.0018753+0.00048663i,0.0011563+0.00046089i,0.000521-0.00049258i,0.0011141-0.00090255i,0.00030992-0.00012955i,-0.00060692-0.00024889i,-0.00040294-0.00079825i,4.6825e-05+0.00027095i,-0.0004238+0.00069935i,-0.00055904+0.00038669i,-5.2294e-05+0.00082018i,1.452e-05+0.0010153i,-0.0004638+0.00077837i,-0.00089466+0.00036195i,-0.00061369-8.2699e-05i
-0.00057788-0.00071421i,0.00050458+0.00022137i,0.001127+0.00025308i,0.0014348+0.00084103i,0.00092833+0.0012472i,0.00060747+0.00060664i,0.00046092+0.00016438i,-9.6998e-05-0.00098109i,-9.2854e-06-0.0015599i,0.00012334-0.00069861i,0.00012279-0.00051059i,2.3258e-05-0.00072528i,-0.00034869-0.00050418i,-2.3895e-05-0.00072765i,0.00031397-0.00077379i,-0.00021072+0.00010851i,-0.00058207+8.6099e-05i,-0.0005922-0.00042186i,-0.0005943-0.00040698i,0.00012941-0.00097657i,0.00038086-0.0011268i,-0.00018012-0.00044809i,-0.00037092-3.6436e-05i
0.00075681-0.00025809i,0.0014495-0.00062275i,0.0018326-0.0012284i,0.0013197-0.00093038i,0.00027469-7.5389e-05i,2.3353e-05+0.0001597i,0.00084653+8.5116e-05i,0.00083464-4.1773e-05i,0.00068786-6.9578e-05i,0.00076714-0.00073982i,0.00094017-0.0010164i,0.00026266-0.00047427i,-0.00093092+0.00025454i,-0.000951-0.00012745i,-0.00047296-0.00039338i,0.00034776-0.00026541i,0.00068969-0.00041362i,0.0003545-0.00056779i,-0.00033364-0.00056667i,-0.00069792-0.00059366i,0.0002008-0.00088033i,0.00061434-0.0008314i,0.00021452-0.000691i
5.0625e-05-0.00054582i,0.00060436+0.00012638i,-0.00079406+0.0012127i,-0.00132+0.0017612i,-0.00038249+0.001835i,0.00058137+0.002204i,0.0015669+0.00079057i,0.001185-0.0011535i,-0.00047353-0.0011454i,-0.00092325-0.000205i,-0.00015017-7.5476e-05i,0.00039413-0.00058683i,0.00069659-0.00056879i,0.0009442-0.00046833i,0.00070334-0.00024492i,0.00050792-0.00036305i,7.4681e-05-0.00091097i,0.00032327-0.00035351i,0.00044457+0.00038686i,-0.00031363-6.8455e-05i,-0.00081285-0.00049276i,-5.1907e-05-0.00072686i,0.0002086-0.00074324i
-0.00043606-0.0008555i,-0.00038928-0.00020628i,2.0188e-05+0.00030476i,0.00090795+0.0002967i,0.0021237+0.00070876i,0.0026838+0.00033245i,0.0019386-0.00035733i,0.0013926-0.00019415i,0.0011656+0.00023996i,0.00096691-4.6423e-05i,0.00092609-8.374e-05i,0.0008715-0.00026389i,0.00090707+1.8748e-05i,0.0010337+0.00029123i,0.00068086+0.00055551i,-0.00025518+0.0004792i,-0.00058021-0.00017961i,-0.00038924+7.3558e-05i,-0.00035945+0.00045984i,-0.00045156+0.00062341i,-0.00018179-0.00024654i,-0.00025968-0.0014047i,-0.00021914-0.0014224i
0.0010041-0.0020617i,0.00057082-0.0025936i,-0.00034651-0.0021754i,-0.00094589-0.00062822i,-0.0015301+0.00097023i,-0.0013266+0.0022686i,-0.00016949+0.0016755i,0.00080855-1.0994e-05i,0.00027244-0.00038554i,-0.00011985-0.00028586i,0.00070621-0.00056558i,0.00072804-0.00052508i,5.3952e-06-7.3634e-05i,-0.00033981+0.00072452i,-0.00031627+0.00097323i,-0.00033581+0.0003597i,0.00063011+0.00034822i,0.0012973+0.0010247i,0.0013957+0.00045562i,0.0013867-1.402e-05i,0.00080339+4.111e-05i,0.00025481+9.8135e-05i,1.6699e-06-8.4057e-05i
-0.0013632-0.00096651i,-0.0018544+0.00024273i,-0.00090306+0.0019036i,0.00036541+0.0020955i,0.0013447+0.0014529i,0.0024781+0.0013835i,0.0028704-0.00010563i,0.0025405-0.0013818i,0.0017672-0.0017246i,0.0012286-0.00094326i,0.00075716-0.0002075i,-2.5381e-05+0.00011553i,0.00021753-0.00013866i,0.00066792-0.00034402i,0.00011654-0.00055378i,-0.00025279-0.00072174i,-8.905e-05-0.00052943i,-0.00047714-0.00054364i,-0.00092972-2.0111e-05i,-0.00059818+0.00050436i,4.7145e-05+0.00077857i,0.00037304+0.00039124i,0.00065596-0.00024035i
0.00044721-0.00034624i,-5.153e-05-0.00022873i,0.00026422+0.00026538i,0.0012471+0.0009987i,0.0009414+0.0012083i,-3.6887e-05+0.0014932i,0.0007861+0.0011094i,0.0017502-0.00028994i,0.0016448-0.00092043i,0.0012209-0.00057482i,0.0010787-0.00075762i,0.00094866-0.0010186i,0.00049904-0.00058799i,3.9838e-06-3.693e-05i,0.00035614+0.00021138i,-0.0001431+0.00061172i,-0.00074337+0.00060904i,-0.0005595+0.00023443i,-0.00043962-0.00027336i,-0.00027724-0.00051303i,0.00019746-8.7018e-05i,0.0002805+0.00028896i,0.00034554+0.00030536i
0.0021164-0.0014194i,0.0024619-0.0024725i,0.0016986-0.0031334i,-0.00012002-0.0031749i,-0.0017644-0.0016106i,-0.002072+0.00048854i,-0.0009285+0.00081674i,0.00035705+0.00043884i,0.00061741+0.0002448i,0.00015881-0.00023542i,0.00014962-0.00087664i,0.00020404-0.00055936i,0.00036052-0.00027367i,6.1035e-05-0.00063185i,-0.00014018-0.00048285i,-0.00015285-0.00038036i,6.0089e-06-0.00093222i,0.00036615-0.00065058i,0.00073661-9.8345e-05i,0.00084311-7.1164e-05i,0.00043116+6.6416e-06i,0.00044034+0.00050294i,0.00064321+0.0007171i
-0.00058131+0.0002319i,0.00082359+0.00057018i,0.0015281+0.00090854i,0.001817+0.00054093i,0.0018074+0.00039783i,0.00015277-0.00013593i,0.00010168-0.00029392i,0.0011438-0.00023148i,0.0010582-0.00035942i,0.0009803-0.00010276i,0.0011798-0.0003321i,0.00032738-0.00026163i,0.00018043+1.0535e-05i,0.00066708-5.6292e-05i,0.00055906-5.3726e-05i,0.00042662+0.00041305i,9.7703e-05+0.00043862i,-7.5182e-05+0.00036676i,-3.8368e-05+0.00060824i,-6.185e-05-1.728e-05i,0.0001853-0.000746i,0.00052248-0.00066096i,0.00024673-0.00072657i
-0.00085403+0.0020155i,0.00030065+0.0027311i,0.0016797+0.0027075i,0.0021184+0.00096568i,0.0020276+0.0002891i,0.001758+0.00040436i,0.0014352+0.00020627i,0.0014489+0.00047619i,0.0011875+9.4518e-05i,0.00061032-7.2785e-05i,0.00052815-0.00020994i,0.00093962-7.0275e-05i,0.00035133+0.00020734i,-0.00046785+0.00035826i,-0.00062362+0.00049928i,-0.00041261+0.00057109i,-0.00083682-7.1391e-06i,-0.00069659-0.0003715i,-4.2852e-05+0.0002837i,-0.00037294+0.00077223i,-0.00011058+0.00073869i,0.00062536+0.00016419i,0.00045805-0.00083746i
-0.00037544-0.00056584i,0.00031034-0.0005282i,0.0003949+0.00078443i,0.00076545+0.001851i,0.0012374+0.0027962i,0.0012299+0.0021889i,0.0011999+0.00047376i,0.001499-0.0003359i,0.0010998-0.00061378i,0.00097205-0.00050743i,0.0016304+9.3857e-05i,0.0011042-0.00038338i,0.00058196-0.0014502i,0.0003534-0.00082874i,0.00019624+0.00022694i,0.0003829+0.0002339i,0.00040125-0.00041323i,-0.00018257-0.000426i,-0.00083097+0.00010304i,-0.00051977+7.8065e-05i,-0.00019421-0.00058006i,0.00072075-0.0011965i,0.00076436-0.0010075i
0.0013314-0.0021954i,0.0002224-0.0014994i,-0.0015147-0.00016406i,-0.0024172-0.00015228i,-0.0019017-0.00036662i,-0.00061265+0.0010611i,0.00076317+0.00086652i,0.0014242-0.0008455i,0.0014642-0.0012298i,0.0010617-0.00039464i,0.001027+0.00048037i,0.0009348+0.00023084i,0.00073565+0.00053417i,5.5643e-05+0.00091839i,0.00013017+0.00048093i,-0.00024387-4.3496e-05i,-0.0004752+3.6686e-05i,6.0953e-05+0.00023355i,0.00017304+0.0002577i,-1.3149e-05+0.0003625i,0.00061966+0.00061089i,0.00094874+0.0011889i,-5.7467e-05+0.0010068i
-0.00039603-0.00036363i,-0.00049629+2.2913e-06i,0.00028732+0.00083307i,0.0020152+0.0014888i,0.002399+0.0017382i,0.0011915+0.00092779i,-0.00027823-0.00037718i,-0.0010614-0.0010568i,-0.00031612-0.00065892i,0.00043331-0.00023251i,0.00075573-0.00026687i,9.3604e-05-0.00011697i,-0.00070803-0.00018522i,-0.00086402-0.00090268i,-0.00022249-0.0016224i,0.00066177-0.0010198i,5.1021e-05-0.00031191i,-0.00059226-0.00021391i,0.0002636+0.00032757i,0.0016923+0.001295i,0.0018821+0.0015034i,0.0007944+0.0009994i,0.00042288+2.8424e-06i
-0.00023753-0.00020921i,0.00012882+0.0002467i,0.00052175-0.00011332i,0.00058163+0.0001032i,0.001082+0.00095125i,0.0012936+0.0017502i,0.0012822+0.0015793i,0.0020196+0.00050071i,0.0020127-0.00034901i,0.0015905-7.749e-05i,0.0013001+0.00031529i,0.0010082+0.00062902i,0.0007999+0.00078465i,0.00052396+4.721e-05i,0.00039883-0.00066451i,0.00028886-0.00089013i,0.00012364-0.00042039i,0.00026541+0.00029132i,0.00040778+0.00020427i,0.00043595-0.000369i,-6.023e-05-0.00033159i,-0.00064075+0.00044126i,-0.00030608+0.00037671i
0.0020153-0.00024357i,0.0019129-0.00050542i,0.0014559-0.00092574i,0.0012419-0.0012776i,0.00078552-0.0010863i,0.00040617-0.00052534i,0.00039995-0.0002921i,0.00076382+4.7037e-05i,0.0012595+0.00088631i,0.00089228+0.00046514i,8.9153e-05-8.0545e-05i,0.00054307+0.00051721i,0.00089628+0.00096654i,0.00015435+0.00071011i,3.5307e-05+0.0003418i,0.00026172+0.00032416i,0.00014142-0.00036573i,0.00017645-0.00077064i,0.00011719-0.00075981i,-0.00013453-0.00057926i,-0.00023388-0.00068901i,9.7895e-05-0.0008695i,0.00033518-0.00079418i
-0.0014826-0.00041203i,-0.00058471+0.00031733i,0.0004905+0.00046616i,0.00079921+0.0005554i,0.00065614+0.0013795i,0.00062688+0.00051215i,0.0010486-0.00099503i,0.0011188-0.0010703i,0.00076783-0.00092818i,0.0011834-0.00032041i,0.00095779-2.558e-05i,0.00048973-0.00022305i,0.00056366-0.00083591i,-4.6783e-06-0.0015499i,-0.0002744-0.0011914i,0.00045413-0.00096737i,0.00067165-0.00098726i,0.000256-0.00054833i,0.00021602-0.00017937i,0.00016248+6.5664e-05i,0.00031872-0.00058819i,0.00038765+1.0204e-05i,0.00031984+0.00086044i
