-0.00074492+0.00035023i,-0.00073863-0.00092391i,-0.00017644-0.0016574i,0.00042484-0.0021708i,-7.514e-05-0.0031806i,-0.0012026-0.0022661i,-0.001965-0.00043295i,-0.0016023+0.001082i,-0.0001503+0.0011505i,0.00096042+6.0039e-05i,0.00077247+0.0002281i,-0.00022449-1.6981e-05i,-0.00013032-5.0277e-05i,0.00024297+0.00014718i,0.00010845-0.00026551i,-0.00014908-0.00062187i,-0.00010186-0.00098187i,-0.00030302-0.00044201i,-0.00087774+8.267e-05i,-0.0012099-0.00035133i,-0.0007898-0.00060711i,2.7486e-05-0.00038081i,0.00047936-6.8136e-05i
0.00031447-0.00062448i,0.00012245-0.00057589i,0.0011023-0.00054681i,0.0018777-0.00058466i,0.00099768-0.0010018i,0.00057274-0.00070564i,0.00056697-0.00022441i,0.0015741+0.00027507i,0.0017634+0.00061536i,0.0009631+1.9983e-05i,0.0013564-0.00042857i,0.0015776+0.00077013i,0.00037403+0.00065304i,-0.00010148-0.00044627i,-0.00011584-0.00082757i,-0.00057682-0.00086556i,-0.00066175-0.00069345i,-0.00058278-0.00072943i,0.00031275-0.0011432i,0.00047829-0.001398i,-2.5965e-05-0.00093667i,-0.00019106-0.00039248i,-0.00056343-0.00064168i
-0.0017642+0.0026828i,-0.00016494+0.0021283i,0.0017925+0.0016159i,0.0036195-9.2114e-05i,0.0041656-0.0021042i,0.0026855-0.0030388i,0.00059344-0.0026445i,0.00010638-0.0014753i,0.0008129-0.00015494i,0.0016526+2.4802e-05i,0.0020491-0.00039382i,0.0014279-0.00056424i,0.00029688-0.00071063i,-0.00033175-0.00099088i,-0.00015622-0.0012763i,0.00020019-0.0010934i,0.00047228-0.00065963i,-0.00030616-0.00059798i,-0.0010864-0.00088623i,-0.00037698-0.00029968i,3.4548e-05+4.0242e-05i,-0.00029378+0.00039088i,-0.00021769+0.00026674i
-0.00071201+0.001623i,-0.00047262+0.0011105i,0.0003177+0.00065279i,0.001558-0.00084263i,0.0020132-0.0018795i,0.00097547-0.0014264i,-0.0005454-0.0018875i,-0.00057967-0.0024635i,0.00094727-0.0022097i,0.0012293-0.0017968i,0.00067215-0.0014938i,-9.1606e-05-0.00063536i,-0.00089747-0.00020266i,-0.0011224-0.00014842i,-0.00088729+2.5888e-05i,-0.00069657+0.00051309i,-0.00023115+0.00069857i,-0.00012685+0.00025899i,-0.00030249+0.00024702i,-0.00043288-0.0004337i,0.00027687-0.0011075i,0.00092553-0.00047747i,4.228e-05-0.00018934i
0.0010818+0.0015056i,0.0014365+0.00081688i,0.0024692-0.00066323i,0.0032776-0.0017343i,0.0029648-0.0029606i,0.00073592-0.0032589i,-0.001325-0.0021792i,-0.0022805-0.0019662i,-0.0019104-0.0019827i,-0.00083977-0.0013525i,-0.00036428-0.0011117i,-0.00046305-0.0005492i,-0.00087939-5.2755e-05i,-0.00044292+0.00055089i,2.1159e-05+0.001355i,0.00033707+0.0005088i,0.00021365-0.00023912i,-0.00047006+6.1341e-06i,-0.00028076+8.9401e-05i,0.00045308-7.4183e-05i,0.00075937-9.9784e-05i,0.00022827-0.00048518i,-0.00033441-8.9858e-05i
-0.00088065-0.00061058i,0.000212-0.00044839i,0.00098631-0.00056427i,5.0572e-06-0.00095608i,-0.00069329-0.0019428i,-0.00052646-0.0011971i,-0.0016113+0.00026274i,-0.0025002+0.00012729i,-0.0023343-0.00059269i,-0.0019335-0.00023763i,-0.0018636+0.00050759i,-0.0012041+0.00030562i,0.00017672-0.00029259i,0.00096283-2.0577e-06i,0.0010077+0.00024895i,0.00089706-0.00010888i,0.00073238+2.8353e-06i,-0.0004061+0.00067684i,-0.0010164+0.0014367i,-0.00040419+0.0010979i,-0.00040051+0.00020943i,-0.00044749+0.00032205i,0.00065998+0.0009906i
0.002001-0.00095405i,0.0015375-0.00068911i,0.0016946-0.0013309i,0.0020914-0.0017115i,0.0014433-0.0017867i,0.0008865-0.0012915i,0.00084418-0.00077307i,0.00073752-0.00052686i,-0.00025597-0.00020279i,-0.00067896-0.00040465i,-0.00057191+5.9097e-05i,-0.0010064+0.00041059i,-0.00079864+0.00014861i,-0.00029097+0.00025364i,-7.2264e-05+0.00016369i,-7.3129e-05-0.00029102i,-4.9384e-05-0.0010382i,-0.00023899-0.00068443i,-0.00027556+0.00012944i,-9.6782e-05+4.7737e-05i,0.00012845+0.00012008i,0.00036601+0.00045448i,0.0004146+0.00057464i
-0.00090553-0.00075087i,0.00032873-0.00020349i,0.0017638+0.00016659i,0.0010708-0.00089826i,0.00028462-0.0021202i,0.00067142-0.0022332i,0.00055759-0.0013828i,0.000524-0.00020338i,0.0010172+0.00094283i,0.00081897+0.0015746i,0.00047589+0.0017136i,0.00013466+0.0010281i,-0.0010151+0.00087356i,-0.0011204+0.00047607i,-0.00022118-0.00017238i,0.00010299-0.00028188i,6.605e-07-0.00063977i,-0.00026598-0.00076151i,0.00024211+3.5447e-05i,0.00098152+0.00052334i,0.00012281+0.00062509i,-0.0009647+0.00052342i,-0.00084657+9.4368e-05i
0.00015427+0.00083569i,-7.4166e-05+0.00096762i,0.0012741+0.00093126i,0.0023592-4.8964e-05i,0.0022569-0.0016955i,2.9869e-05-0.0022527i,-0.00082487-0.0015778i,0.00056593-0.0011669i,0.0016613-0.0010405i,0.0012113-0.00078372i,0.00050211-0.00097839i,-9.9139e-06-0.00054289i,-0.0005321+0.0007482i,-0.00019751+0.00096342i,0.00048067+0.00068723i,0.00028351-0.00031644i,-0.0005852-0.00077659i,-0.00099783-0.00067705i,-0.0011332-0.00073672i,-0.00064377+0.00037576i,-0.00026127+0.00090793i,-9.4192e-05+0.000437i,0.00041712+2.5017e-05i
0.00021958+0.0016882i,0.00044682+0.00058547i,0.0012146-0.00036488i,0.001899-0.00095359i,0.0021681-0.0014833i,0.0021213-0.0015152i,0.00065348-0.00078886i,-0.00029866-0.00065495i,0.00053563-0.001042i,0.00094132-0.0013011i,0.00060548-0.0017727i,0.00065877-0.0018986i,0.00077069-0.0014626i,0.0011568-0.00043001i,0.001087+4.139e-05i,0.0005399-0.00040405i,-0.00033731-0.00063894i,-0.001463-0.0012468i,-0.0013252-0.001109i,-0.000676+8.1311e-06i,-0.00013438+0.00040584i,0.00022688+0.00057594i,0.00035055+0.00079613i
0.00089191-0.0010728i,-1.8294e-05-0.00073157i,-0.00014982-0.00066507i,0.00042881-0.0019534i,-0.00025566-0.0025565i,-0.0016837-0.0017892i,-0.0023455-0.0015087i,-0.0022065-0.0022417i,-0.0016384-0.0028184i,-0.0010649-0.0019727i,-0.00085672-0.0013358i,-0.00078151-0.0011459i,-0.00067939-0.00069052i,0.00019635-0.00060167i,0.0004992-0.0005085i,-4.0959e-06-0.00058699i,-0.00051937+0.00015666i,-0.001221+0.00035978i,-0.0011338-0.00049956i,-0.00024299-7.395e-05i,4.4459e-05+0.00023927i,2.3477e-05-0.00023252i,0.0001501-0.00052326i
0.00052382-2.4169e-05i,0.000417+0.00027877i,0.00048526-0.00019768i,0.00052184-0.0012188i,0.0017313-0.0014057i,0.0015092-0.00044474i,1.8097e-05+0.00035024i,-0.00073406+0.00014934i,-0.0016743-0.00093088i,-0.0023084-0.0010263i,-0.0026542-0.0006106i,-0.0019178-0.00024683i,-0.00099848+0.00063356i,-8.9352e-05+0.00057813i,0.00045128+8.1784e-05i,8.0699e-05-0.00054546i,0.00020886-7.457e-05i,6.7247e-05+0.0011103i,0.00011021+0.0014825i,1.6363e-05+0.0014566i,-0.00081247+0.0011236i,-0.00077534+0.00050427i,-0.00050376+0.00021114i
0.0020017-0.0016649i,0.0019533-0.0011867i,0.0027274-0.0024061i,0.0024378-0.0034789i,-2.391e-05-0.0036564i,-0.0012951-0.0023741i,-0.0012974-0.00099102i,-0.0011004-0.00062885i,-0.0014854-0.00038076i,-0.0017366+0.00028323i,-0.0012813+0.0015326i,-0.0010372+0.0017107i,-0.0009711+0.0013066i,-0.00018098+0.00059094i,0.00042365-0.00084117i,0.00082314-0.0012207i,0.0012186-0.00080072i,0.0014814-0.00033938i,0.0013344+0.00039758i,0.00084453+0.00050363i,0.0003261+0.00033941i,-1.223e-05+0.00028927i,-0.00025727+0.00016166i
0.0013699-0.0012575i,0.00049371-0.0018359i,0.00045982-0.0029979i,0.00041635-0.0031228i,-4.5451e-05-0.002541i,-0.00035874-0.0017689i,-0.00011902-0.00061095i,0.0001728-0.00013953i,0.00033227-0.00011514i,0.00026238-0.00011458i,-0.00012385+3.9999e-05i,-0.00068967+0.00015556i,-0.000224-0.00030047i,0.00075223-0.00032177i,0.00066807+4.9366e-05i,0.00053644+0.00048979i,0.00049639+0.00025415i,0.00051088-0.00030451i,7.3556e-05-6.9575e-05i,0.00034337-0.00010865i,0.0010202+0.00018791i,0.00022595+0.00082611i,-0.00041659+0.00082121i
-0.00016048+0.00057223i,-4.0985e-05+0.0011189i,0.0014012+0.0011869i,0.0032117-8.2304e-05i,0.0018991-0.0011349i,0.00032117-0.0013399i,0.0006153-0.0015509i,0.001532-0.0010388i,0.0021333+0.00055914i,0.0018984+0.00053126i,0.0010345-0.0005435i,0.00066052-0.00079371i,0.00052726+6.6732e-05i,0.00088416+0.00061334i,0.0015452-0.0005269i,0.0011919-0.0010149i,-3.0198e-05-0.0011599i,-0.0010236-0.0016036i,-0.0004129-0.0012917i,0.0001625-0.0012053i,-3.2871e-05-0.00058455i,0.00013121+0.00015031i,9.3491e-05-9.0419e-05i
-0.001465+0.0013661i,-0.0005611+0.0018296i,0.00077632+0.0013535i,0.0017734-0.00036923i,0.0024312-0.0015356i,0.0014107-0.0018657i,7.3062e-05-0.0024693i,0.00033632-0.0032087i,0.0012585-0.002991i,0.0015514-0.0016249i,0.00032711-0.001146i,-0.00049035-0.0014213i,-0.00021649-0.0012474i,-0.00010059-0.00064456i,-0.00010023-0.00059289i,0.0002577-0.00085338i,-0.00058323-0.00051711i,-0.0015678-0.00042796i,-0.0010793+3.2923e-05i,-0.00064981+9.1772e-05i,-0.00044432-0.00058804i,-0.00022649-0.00053681i,-0.00027513-0.00017771i
0.00066816+0.00068593i,0.0017013+0.00092033i,0.0022684+0.00041381i,0.002227-0.00075602i,0.0019213-0.0022461i,0.00031589-0.0019299i,-0.00067735-0.00080969i,-0.00081508-0.0010405i,-0.00063913-0.0018215i,-0.00062051-0.0024835i,-0.0010251-0.0018666i,-0.0014561-0.00058699i,-0.00091661-0.00039759i,-0.0001096-0.00097i,7.4882e-05-0.00096514i,0.00027761-0.00046668i,7.7197e-05-5.3565e-05i,-0.00045757+0.0002031i,-0.00097764+0.00091345i,-0.0011662+0.00093149i,-0.00035527+3.5114e-05i,0.00020972-0.00023722i,-0.00027228+9.2322e-05i
0.0014603+0.00064213i,0.0016037+9.9463e-05i,0.00151-0.0011691i,0.0018339-0.00237i,0.00097123-0.0028062i,-0.00066063-0.0020144i,-0.0014069-0.00079739i,-0.0016614-0.00027497i,-0.0020812-6.1439e-05i,-0.0017051-4.922e-05i,-0.0014116+0.00030094i,-0.0014574+0.00022645i,-0.0004837+0.00020278i,-0.00016428+0.00049926i,-0.00062961+0.00010888i,-0.00083743+0.00034291i,-0.00063679+0.00021768i,-1.2085e-05-0.00062227i,-0.00024684-0.00014424i,-0.0007075+0.00068901i,-0.00045984+0.00055325i,0.00013492+0.00047177i,0.00060663+0.00069863i
-0.00033679+0.00041155i,0.00049633+0.0009703i,0.00071779+0.001626i,0.0014146+0.00052692i,0.0018717-0.00092956i,0.00098156-0.0012205i,0.00039023-0.00044806i,-0.00022884+0.00020616i,-0.0013385+0.00074254i,-0.0015223+0.00098358i,-0.0006113+0.00068939i,-0.00012003+0.00093425i,0.00040751+0.0012586i,0.00096775+0.00093095i,0.000462+0.00049996i,0.00014666+0.00039779i,0.00027515-0.0005002i,-3.6795e-05-0.00089232i,0.00039844-0.00052138i,0.00086353-2.5375e-05i,0.00010714+0.00020604i,-0.00071809-9.9865e-05i,-0.00053645-6.7757e-05i
0.0014283-0.00081867i,0.00049569-0.0011768i,0.00033959-0.0017845i,0.0010242-0.0026777i,0.001013-0.0032253i,0.00016987-0.0020067i,-5.4426e-05-0.00063074i,0.00099335-0.00027728i,0.0011931+0.0011365i,0.00048869+0.0020785i,0.00071581+0.0011161i,0.00082884+0.00020086i,0.001146+2.8059e-05i,0.0019915+0.00018166i,0.0020371+8.2465e-05i,0.0017948-0.00028407i,0.0015038-0.00031005i,0.0010301-0.00019446i,0.0010137-0.00030471i,0.001132-0.00057585i,0.00083562-0.00066706i,0.00054435-0.00063812i,0.00051907-0.00026484i
-0.00063332-0.00010153i,-0.00057626-6.2228e-05i,0.00021551-0.00012899i,0.0012139-0.00037852i,0.0016044-9.8571e-05i,0.00071466-0.00034467i,0.00014748-0.0012871i,0.0012618-0.0014399i,0.0018011-0.00056602i,0.0017538-0.0006667i,0.0018337-0.00066628i,0.0018598-0.00020708i,0.001571-0.00054424i,0.00096812-0.00070747i,0.00047253-0.0010127i,0.00027344-0.0016199i,0.00020883-0.0015715i,3.1359e-08-0.0013362i,-5.8748e-05-0.0014669i,-0.00029505-0.0016366i,0.00020197-0.001149i,0.00058343-0.00059413i,-0.00034862-0.00049362i
-0.00077503-0.0010348i,-0.00062573-0.0010415i,-0.0004861-0.0014573i,9.5966e-05-0.0010804i,0.00083714-0.00067396i,0.00031065-0.0010242i,-0.00080915-0.001421i,-0.00061121-0.0025342i,-0.00026606-0.0029451i,-0.0001581-0.0017781i,-0.00022522-0.0017522i,-0.00016249-0.0020504i,0.00080889-0.0021887i,0.0014169-0.0014709i,0.0007295-0.0011142i,0.00038811-0.0014453i,0.000516-0.0018931i,0.00031358-0.0015153i,-0.00070189-0.00036771i,-0.0018304+0.00014406i,-0.0018477-0.00031161i,-0.00089553-0.00079396i,-0.00088397-0.00070027i
0.0011755-0.00012948i,0.001146-0.00046137i,0.0018959-0.00078392i,0.0023348-0.0014792i,0.0017765-0.0015278i,-4.9124e-05-0.00075836i,-0.0014158+0.00019119i,-0.0016402-1.838e-05i,-0.0012374-0.0012227i,-0.0012782-0.0018613i,-0.0018327-0.0019317i,-0.0018176-0.0011397i,-0.0011284-0.00059075i,0.00014163-0.00011359i,0.00070269-0.00055861i,0.00044399-0.0010127i,-0.00061809-0.00067877i,-0.0014025-0.00055558i,-0.001233+2.0295e-05i,-0.00069712+0.00036641i,0.00041859+0.00018809i,0.0010006+0.00048197i,0.0012505+0.00030967i
-0.00099144-0.00078168i,-0.00038059-0.00038439i,-0.00040448+0.00022015i,-0.00037956-0.00017896i,-0.00049649-0.0015518i,-0.00029194-0.0012346i,-0.00081304-0.00049253i,-0.00235-0.0006231i,-0.0033662-0.00096091i,-0.0034119-0.0009837i,-0.0023513+4.3251e-05i,-0.0018157+0.00088861i,-0.0018124+0.00041528i,-0.001495-0.00034171i,-0.0013946+0.00011243i,-0.0013451+0.0012439i,-0.00061578+0.0011913i,2.1591e-05+0.00035249i,0.00026883+9.4201e-05i,0.00016039-0.00013868i,0.00062594-1.7629e-06i,0.00076125+0.00050755i,0.00033015+0.00038175i
-0.00065491+0.0019852i,0.00089923+0.002313i,0.0030304+0.0033391i,0.004197+0.0022162i,0.0039908-0.00018975i,0.0025399-0.0011902i,0.0016554-0.00016706i,0.0011323+0.0017853i,-0.00046979+0.0028541i,-0.0013727+0.0026719i,-0.00061312+0.0021308i,0.00014381+0.0016547i,4.5356e-05+0.0017544i,-0.00027943+0.0014343i,0.00011329+0.00072006i,0.00019698+0.00098067i,0.00021608+0.0011808i,-6.7422e-05+0.00082493i,-0.00015496-0.00034498i,-0.00012755-0.00046529i,-0.0010728+5.4327e-05i,-0.0014808+0.0006352i,-0.0014958+0.0010799i
-0.00016859-0.00021109i,0.00042642-6.6549e-05i,0.00087874+0.0001757i,0.00097042-0.0015013i,0.0010028-0.0024112i,0.0011002-0.0018639i,0.0010024-0.0012098i,0.0012294-0.00040466i,0.0015397+0.0012263i,0.0016755+0.0020621i,0.0011853+0.0020625i,0.00053164+0.0023273i,0.00044567+0.0013678i,0.00055989+0.00033981i,0.0012235+0.00052925i,0.0021708-0.00022114i,0.0021058-0.00017109i,0.001254+0.00058981i,0.001242-0.00031559i,0.0013076-0.0011428i,0.00052762-0.00048329i,-3.5193e-05-2.2595e-05i,-4.3845e-05-0.00048672i
-0.00036604-0.0011058i,0.00038229-0.0009885i,0.0014783+7.7685e-05i,0.0023641-0.00033246i,0.0015176-0.0021027i,0.0010062-0.0029793i,0.0016651-0.0036472i,0.0019748-0.0035833i,0.0024009-0.0026694i,0.0023599-0.0011402i,0.0026663-0.00064504i,0.0025465-0.0002855i,0.0017339+0.00019513i,0.001135-0.00033521i,0.00038079-0.00073893i,0.00033511-0.00033059i,0.00055954+5.3467e-05i,-7.1093e-05-0.00033981i,-0.00088259-0.0016107i,-0.00088329-0.0015531i,-0.00066119+0.00026567i,-0.00076141+0.0013965i,-0.00020966+0.0014822i
0.0015374-0.001161i,0.0012649-0.0015664i,0.00093841-0.0022468i,0.0011982-0.002782i,0.00049709-0.0027357i,-0.0012229-0.0019077i,-0.0022361-0.0026063i,-0.002204-0.0045372i,-0.00094192-0.0044315i,9.2696e-05-0.0033159i,0.00027981-0.0025945i,0.00028442-0.002188i,0.00062768-0.0023417i,0.0012599-0.0013884i,0.0016128-0.00012442i,0.00087305-0.00037935i,-0.00017054-0.00094138i,-0.00073552-0.00065025i,-0.00047533+0.00014616i,-0.00041419+0.00068609i,-0.00057943+0.00029476i,9.9532e-05-0.00085213i,0.00027261-0.00037662i
0.00045826+0.0002507i,0.00063032+8.6592e-05i,0.00062919-0.00034153i,0.00073731-0.0011773i,6.8682e-05-0.0018065i,-0.0020025-0.0012987i,-0.0034745-0.0011067i,-0.0041538-0.0015988i,-0.0035568-0.0031815i,-0.0022311-0.0041564i,-0.001922-0.0026628i,-0.0018846-0.0013079i,-0.0014717-0.001297i,-0.0014408-0.0011918i,-0.001271-0.00096458i,-0.0012097-0.00060079i,-0.00056281-0.00014304i,-0.00045343+0.00026563i,-0.00071644+0.00030495i,-0.00052413+0.00018464i,-0.00074306+0.00031112i,-0.00066352+0.00082307i,5.2787e-05+0.00021143i
-0.00017805+0.00031233i,0.00082308+0.00033919i,0.0016375-0.00067642i,0.0027945-0.0015395i,0.0017888-0.0015466i,0.00036208-0.00055032i,3.7788e-05+0.00083616i,-0.0009504+0.0016504i,-0.0027379+0.0017323i,-0.0044218+0.0009409i,-0.0041948-0.00010764i,-0.0029639+0.00052261i,-0.0016503+0.0013681i,-0.00062601+0.00061788i,-0.00050966-0.0002902i,-0.00031176-0.00042135i,0.00027299-0.00058143i,0.00016664-0.0002078i,3.7617e-05+0.00048142i,0.00023091+0.00044095i,4.661e-05-1.5513e-05i,-0.00030417-0.00014617i,-0.00047315+3.5656e-06i
-0.00067283+0.00071412i,-0.00016135+0.0015743i,0.00050183+0.0020426i,0.0020504+0.001539i,0.0030606+0.00023317i,0.0021468-0.0014059i,0.0012433-0.00050475i,0.0011491+0.001759i,-0.00049254+0.0031865i,-0.0011182+0.00347i,-0.00090189+0.0032232i,-0.0014238+0.0022342i,-0.0017848+0.0007009i,-0.0012694+0.0002548i,0.00025736+0.00038448i,0.00089892+0.00034636i,0.00046691+0.0010142i,-0.00021048+0.0010305i,-0.00053077+0.00070436i,0.00020194+0.0007171i,0.0001511+0.00028601i,-0.0010905+0.00017701i,-0.00094664+0.00037948i
-0.0027265+0.00076683i,-0.0012765+0.0015814i,0.0014354+0.0019561i,0.0037115-0.00018485i,0.0042698-0.0017885i,0.0032244-0.001562i,0.0025675-0.0016831i,0.0035672-0.0015527i,0.004409+0.00063189i,0.0032621+0.0029872i,0.001638+0.0035035i,0.0012441+0.0028385i,0.0017973+0.0013366i,0.0016178+0.00044044i,0.0011273+0.00032609i,0.001016+4.6847e-05i,0.0010021+3.721e-05i,0.0008053-1.5558e-05i,0.00032802-0.00030422i,-0.00053089-0.00013644i,-0.00086486-1.4403e-05i,-0.00045695+0.00019529i,0.0005015+0.00049044i
0.00053567-0.0012613i,8.3736e-06-0.0011264i,-0.00090356-0.0014324i,-0.00125-0.0023443i,-0.0012681-0.0027278i,-0.0015018-0.0024738i,-0.0006442-0.0039845i,0.0013377-0.0046836i,0.0024872-0.0034883i,0.0028139-0.0016416i,0.0028343+7.8918e-05i,0.0027415+0.00065081i,0.0020539+0.0010618i,0.0012043+0.0012102i,0.0004588+0.00035351i,-0.00013123-0.00018696i,0.00013255-0.00053903i,0.00047348-0.00054294i,-0.00044455-0.00040577i,-0.00067492-0.00040693i,-2.1362e-05-0.00023565i,0.00016816-0.00058431i,-0.0001554-0.00095622i
0.00094645-0.0020415i,0.001335-0.0023391i,0.0022497-0.0023704i,0.0021727-0.0018891i,0.0011962-0.0015645i,-0.00064194-0.00074544i,-0.0018853-0.0011386i,-0.00035434-0.0041216i,0.0016107-0.0055563i,0.0023096-0.0047611i,0.0019847-0.0042753i,0.0017113-0.0039247i,0.001875-0.0027999i,0.0020305-0.0015064i,0.0020525-0.00070645i,0.00152-0.00020917i,0.00047653-3.1946e-05i,-0.00016849+0.00023116i,-0.00022372+0.00060728i,0.00011893+0.00060135i,0.00072446+0.00019719i,0.00080829+0.00041989i,0.00045279+0.00045405i
-0.00029487-0.00052214i,-0.00070227-0.0014608i,-0.0010404-0.00096594i,-0.0011841-0.00061207i,-0.0011242-0.00033913i,-0.0024212+0.00026248i,-0.0042799+0.00012817i,-0.0052279-0.0014773i,-0.0052939-0.0038329i,-0.0040986-0.004217i,-0.0028378-0.0031989i,-0.0023471-0.0022598i,-0.0017079-0.0015688i,-0.00071392-0.00085276i,-0.0010069-0.00097348i,-0.00090958-0.0014998i,-0.00087428-0.00082055i,-0.00047568-0.00012789i,-0.00010943+0.0004004i,-0.00050141+0.00087134i,-0.00034609+0.00077591i,-0.0001625+0.00052182i,6.1386e-05+0.00019812i
0.00011425+0.0003023i,0.00044435-0.00010278i,0.0023576+0.00032057i,0.0045067-0.00017734i,0.0045349-0.0014953i,0.0026721-0.0013881i,0.00037651+0.00054437i,-0.0023139+0.002128i,-0.0041332+0.0024518i,-0.0037532+0.0011924i,-0.0031614+0.00017415i,-0.0032034+0.00056833i,-0.0026316+0.00048783i,-0.0014302+0.00026389i,-0.00032317-0.00038128i,2.594e-05-0.0008369i,0.00029388-0.00056129i,0.00034587+0.00015254i,-0.00062954+0.00076453i,-0.00060826+0.0013007i,-0.00059204+0.00072425i,-0.00029809-0.00019613i,-9.6799e-05+0.0002537i
-0.0018718-0.0018273i,-0.0020035-0.0011963i,-0.0019973+0.00011133i,-0.0014138+0.00042879i,-0.00068627-0.00015031i,-0.00024446-0.00048913i,0.00045347+0.00034952i,0.0004655+0.0026586i,-0.00070557+0.0043536i,-0.0017606+0.0041956i,-0.0013776+0.0035109i,-0.0011069+0.0032074i,-0.001431+0.0033775i,-0.0010807+0.0023451i,-0.00045279+0.00064942i,0.00039543-0.00060463i,0.00085792-0.0010272i,0.0005416-0.00017026i,0.00037528+0.00026609i,4.1541e-05-0.00020805i,-0.0005989+0.00069732i,-0.00064651+0.0020435i,-0.00048389+0.0017294i
0.0026984-0.00019166i,0.002344-0.0007708i,0.003517-0.001816i,0.0027583-0.0026292i,0.00080874-0.0034786i,0.00057533-0.0033144i,0.0013329-0.0013884i,0.0035044+0.001276i,0.0058367+0.0024536i,0.0048582+0.0027393i,0.0026094+0.002569i,0.0017294+0.0021235i,0.0013724+0.0022034i,0.00062669+0.0011131i,0.00030821-0.00029176i,0.00086392+4.8656e-05i,0.0013988+0.00047836i,0.00098453+0.00016783i,7.3899e-06+0.00012523i,-0.00048892+0.00060074i,-0.00061536+0.0011002i,0.00015089+0.00035232i,0.0012207-0.00030145i
-0.00057347+0.00058788i,0.0001044-0.00013672i,0.002192+1.769e-05i,0.0027317+6.3201e-05i,0.00070412-0.00091722i,-0.0010858-0.0020959i,-0.00044081-0.0023586i,0.0021818-0.0036355i,0.0046543-0.003879i,0.0051091-0.0017176i,0.0040548-0.00045935i,0.0026389-0.00072902i,0.00080738-0.0010083i,-0.0003681-0.0006194i,-0.0009537-0.00013127i,-0.0010428-0.00047716i,-0.00052984-0.00082664i,-0.00051735-0.00097991i,-0.0010658-0.00079899i,-0.00087378-1.8212e-05i,-0.00038737+0.00016742i,-0.00034791-0.00012098i,-8.9035e-05+0.00030973i
0.0024833-0.0010179i,0.0027793-0.0017793i,0.0033801-0.0021601i,0.0037114-0.003235i,0.0035096-0.003897i,0.0019013-0.0028514i,9.1414e-05-0.0032187i,0.00032003-0.005415i,0.00091023-0.0071383i,0.0017541-0.0061492i,0.00151-0.0043373i,-2.8364e-05-0.0033758i,-7.2575e-05-0.0022552i,0.001089-0.0015981i,0.0016434-0.0006386i,0.0012129-0.00056261i,0.0008641-0.0011026i,0.00066987-0.0012996i,0.00042166-0.00079758i,-0.00020243+0.00012461i,-0.00081574+0.00031644i,-0.0013433+0.00058335i,-0.00066342-0.00027747i
0.00076703+0.0012052i,0.001211-0.00028815i,0.0018184-0.00025981i,0.0017256-0.0010277i,0.00060248-0.001271i,-0.0015734-0.0004755i,-0.0029361-0.0014213i,-0.0037353-0.0034132i,-0.0051041-0.0044612i,-0.0049655-0.0050539i,-0.0034395-0.0038005i,-0.0025039-0.0015386i,-0.0016742-0.00063761i,-0.0011749-0.00030635i,-0.00094345-0.00055138i,-0.00071472-0.000923i,-0.00023844-0.00034294i,-6.3253e-05-1.302e-05i,-0.0006327+0.00024228i,-0.00083574+0.00069354i,-0.00062611+0.00085592i,-0.00045419+0.0011268i,0.00011766+0.00063387i
0.00089522-0.0012838i,0.0013989-0.0012874i,0.0015416-0.0030651i,0.0015822-0.0041959i,0.0014018-0.0044949i,0.00035693-0.0029639i,-0.0019676-0.00012033i,-0.0038715+0.0010407i,-0.0051508+0.00076367i,-0.0053373+6.363e-05i,-0.0028602+0.00045881i,-0.00073668+0.00096361i,-0.00079898+0.00060454i,2.9627e-05-0.00017468i,0.0005016-0.00044166i,0.00055043+5.3303e-05i,0.00041819+0.00026661i,0.00039452+0.00030817i,0.00083669+0.0002594i,0.00060643+4.1687e-05i,0.00018409+8.3889e-05i,0.00040267+3.2077e-05i,0.00062761-0.00041276i
0.0011418+0.00026268i,0.00072327+0.00050858i,0.00092106-7.3087e-05i,0.0012309-0.00083679i,0.0010463-0.0016005i,0.00082048-0.001656i,0.00037184+0.00034334i,-5.2932e-05+0.0030516i,-0.00035405+0.0043529i,-0.00082122+0.0044852i,-0.00095048+0.0033035i,-0.00036393+0.0019591i,-0.00041708+0.0024465i,-0.00019588+0.0024979i,0.00072843+0.00088343i,0.0011821-0.00018626i,-0.00025359-0.001163i,-0.0014015-0.0017924i,-0.00082136-0.0010874i,-0.00031095-0.0007031i,-0.00017937-0.00013578i,-6.1748e-05+0.00066593i,0.00020996+9.4571e-05i
0.00052113-0.00065119i,0.0010122-0.00085287i,0.0017976-0.00044436i,0.0014324-0.0018826i,0.00074116-0.0036598i,0.00050084-0.0035768i,0.0021104-0.0018003i,0.0043803+0.00066455i,0.0048213+0.0023451i,0.0036485+0.0030469i,0.0022207+0.0030366i,0.0010733+0.0018017i,0.0011656+0.00064784i,0.0018558+0.00031896i,0.0020228+0.00027799i,0.001577-0.00025373i,0.00072645-0.0010485i,0.00036105-0.00095875i,0.00069054-0.00074416i,0.00033061-0.00041515i,-0.00037345+0.00079663i,-0.00033644+0.0010359i,-3.123e-05+0.00029431i
