0.00029915-0.00022973i,0.0007882-0.0011733i,0.00059351-0.0012145i,0.00038048-0.0013015i,-0.00037027-0.0022438i,-0.00065764-0.0015286i,-0.00024437-5.1514e-05i,-4.9772e-05+0.00097206i,0.0012081+0.00091962i,0.0020442-0.00012575i,0.0012896-0.00049763i,8.364e-05-0.00065018i,-0.00082275-0.00063616i,-0.00073505-0.00082207i,-1.1382e-05-0.00038348i,0.00019123+0.00052361i,-0.00025579+0.00019751i,-0.00076424-0.00042984i,-0.00057393+0.00029753i,7.779e-05+0.00057856i,0.001156-0.00018636i,0.0013117-0.00047291i,0.00025951-3.2299e-05i
-0.00035454+0.0028592i,0.00067884+0.0014399i,0.0024735+0.00096768i,0.0034514-0.00049145i,0.0041745-0.0030192i,0.0019372-0.0050531i,-0.0026698-0.0058595i,-0.0076579-0.0063671i,-0.0091475-0.0074178i,-0.0051759-0.0066604i,-0.0023989-0.0050615i,-0.0032688-0.0038759i,-0.0040288-0.0026089i,-0.0041813-0.0013928i,-0.0042393-0.0012546i,-0.003604-0.0016842i,-0.0024248-0.0017631i,-0.0017493-0.002122i,-0.0017886-0.0023566i,-0.0015286-0.001794i,-0.00036612-0.0015844i,0.00015948-0.0010863i,-0.00072132-0.00021131i
0.0031039-0.0017172i,0.0020958-0.0018149i,0.00040091-0.00068669i,-0.0027716+0.0041224i,-0.0068623+0.0087563i,-0.0068604+0.0076491i,-0.0046342+0.0052848i,-0.005664+0.0063325i,-0.0077128+0.0070652i,-0.0072757+0.0036332i,-0.0062081+7.0954e-05i,-0.005112+0.00046254i,-0.0031216+0.0016388i,-0.0012743+0.0010852i,0.00060509+0.00028984i,0.0019696-0.00051298i,0.00070145-0.00096432i,-0.0016142+0.00020141i,-0.0025866+0.0011831i,-0.0018721+0.001169i,-0.00068744+0.0011287i,-7.8447e-05+0.00033689i,0.00023954-0.00033296i
-0.00030026-0.0013821i,-0.0013758-0.0016625i,-0.001271-0.0016102i,0.00096944+0.0004713i,0.0028573+0.004009i,0.0022293+0.0069165i,0.0020064+0.00782i,0.0031891+0.0095496i,0.0031451+0.011646i,0.0014352+0.0097575i,0.00014775+0.0070381i,0.00075451+0.007242i,0.0018722+0.0068223i,3.2435e-05+0.0052621i,-0.0023302+0.0047985i,-0.0023915+0.0038182i,-0.0021957+0.0021136i,-0.0027355+0.0015892i,-0.0026541+0.0023632i,-0.0019506+0.0026381i,-0.0011612+0.0016138i,-0.00040618+0.0011581i,3.024e-05+0.00054392i
1.2394e-05+0.0013015i,0.0017579+0.00034827i,0.0038566-0.00079826i,0.0042611-0.00010675i,0.0042649+0.0022823i,0.0044844+0.0029092i,0.0059305+0.001543i,0.0098739-0.00067067i,0.01234-0.00027109i,0.0091159+0.0021366i,0.0050891+0.0030309i,0.0045976+0.0015437i,0.0043907-0.0016652i,0.0039455-0.0029489i,0.003859-0.0026059i,0.0030939-0.0020733i,0.002581-0.00038736i,0.0031442+0.0014502i,0.0037623+0.0016769i,0.0031702+0.001026i,0.0015079+0.00069872i,0.00044036+0.0001581i,0.00091015+5.1507e-05i
0.00058132+0.00053386i,-0.0006614+0.00011918i,-0.0025152-0.00017059i,-0.0055227-0.0019021i,-0.0044698-0.0051512i,0.00076622-0.0054838i,0.0040306-0.0057353i,0.0033986-0.0094505i,0.0029325-0.01175i,0.0042284-0.0079834i,0.0049852-0.003417i,0.0041854-0.0026843i,0.0023467-0.001713i,0.0013525+0.00082545i,0.0007826+0.0019861i,0.000648+0.0016808i,0.0015868+0.00019453i,0.001742-0.0013669i,0.00027453-0.0022281i,-0.0008161-0.0015639i,-0.00068017+4.126e-06i,0.00027966+0.00077988i,1.4383e-05+0.00068176i
-1.8089e-05+0.0011642i,0.00078729+0.0019092i,0.0025265+0.003033i,0.0041073+0.0032009i,0.0029165+0.0013992i,-0.00015344-0.0022086i,-0.0037397-0.0044217i,-0.0082201-0.0051556i,-0.010529-0.0059378i,-0.0078194-0.0054702i,-0.0037232-0.0046797i,-0.0025121-0.0046841i,-0.0035768-0.0048223i,-0.0041347-0.0052513i,-0.0035111-0.0057123i,-0.0019383-0.005106i,-4.6981e-05-0.0034696i,0.00077435-0.0028544i,0.00031194-0.002563i,0.00011075-0.0014493i,0.00026142-0.00035193i,-0.00049689+0.00073879i,-0.00049411+0.00204i
-0.00040774+0.0012703i,-0.0012058+0.0023779i,-0.0024388+0.003901i,-0.0057468+0.0056778i,-0.0082958+0.0067321i,-0.0089819+0.0042869i,-0.0088886+0.0018554i,-0.01023+0.0044882i,-0.011507+0.0083316i,-0.0088997+0.0067393i,-0.006195+0.0030024i,-0.0046072+0.0033629i,-0.0018466+0.0056291i,-4.0589e-05+0.0063605i,-0.00025134+0.0055275i,-0.0011624+0.0039717i,-0.0027267+0.0020027i,-0.0045481+0.00061593i,-0.0050257+0.00097725i,-0.0035206+0.0016726i,-0.0017095+0.00070144i,-0.00064398-0.00042868i,-0.00048514-5.5774e-05i
-0.007584-0.014805i,-0.013834-0.013889i,-0.022903-0.009649i,-0.017645+0.00058473i,-0.0081776+0.014843i,0.0014849+0.023362i,0.0085213+0.015827i,0.0096607+0.0083843i,0.0067848+0.0080508i,0.0022577+0.0081976i,-1.3339e-05+0.0066663i,0.0012026+0.0054589i,0.0035355+0.0039671i,0.0035205+0.00052107i,0.0013349-0.0021845i,-0.00042247-0.0024617i,-5.3031e-05-0.0012067i,0.0015064-0.00014511i,0.0024348+0.00041437i,0.0023266+0.00042872i,0.0016973-0.00026074i,0.0012879-0.00016911i,0.001015+0.00021125i
-0.0011192-0.0017219i,-0.00023926-0.00061227i,0.00032707+0.002064i,0.0019968+0.0058227i,0.0051887+0.0073044i,0.01031+0.0054519i,0.012893+0.00097215i,0.013601-0.0045428i,0.014633-0.0060743i,0.011604-0.0027021i,0.0075283+0.00082281i,0.007114+0.00070475i,0.0076382-0.0012745i,0.008222-0.0017894i,0.008332-0.00065447i,0.0063646+0.00015815i,0.0031025+0.0014676i,0.0010554+0.0026163i,0.00095899+0.0026235i,0.00068838+0.0022228i,0.00028416+0.001122i,-0.00045738-0.00034652i,-0.0012984-0.0016421i
-0.0007806-0.00086549i,-0.0023892-0.0012083i,-0.0046371-0.0043804i,-0.005296-0.009868i,-9.6842e-05-0.013361i,0.0052822-0.013144i,0.0047108-0.013538i,0.00065148-0.016191i,-0.0015303-0.016972i,-0.00045638-0.011906i,0.0013928-0.0054637i,0.0020569-0.0042725i,0.0006393-0.0050094i,-0.0020532-0.0045584i,-0.0024692-0.0042436i,-0.0011095-0.0047583i,2.457e-05-0.0064081i,0.0016706-0.0074115i,0.0025161-0.0060561i,0.0017331-0.0035427i,0.00039155-0.00079517i,6.8078e-05+4.2167e-05i,0.0012516-0.00021874i
0.0011167-0.0019412i,0.0014734-0.0010793i,0.0018751+0.0012515i,0.00028228+0.0048085i,-0.004719+0.0035231i,-0.0074608-0.0042486i,-0.0084819-0.0077577i,-0.012783-0.0057217i,-0.01596-0.0048489i,-0.012978-0.0044236i,-0.0064261-0.0037119i,-0.0029986-0.0038371i,-0.0025696-0.0039317i,-0.00094826-0.0037286i,0.001239-0.0039191i,0.0011587-0.0031488i,-0.00078606-0.00074096i,-0.0014552+0.001171i,-0.0013253+0.0018698i,-0.0012935+0.001744i,-0.0002907+0.00097316i,0.00021015+0.0014302i,0.00062276+0.0029416i
-0.0021582-0.00050705i,-0.002871+9.5442e-05i,-0.0050519+0.0012393i,-0.0070962+0.0032198i,-0.0090617+0.0067524i,-0.0091079+0.0089715i,-0.0087516+0.0090018i,-0.0093969+0.0128i,-0.0093253+0.016526i,-0.0069607+0.013169i,-0.0045733+0.00697i,-0.0035049+0.0052342i,-0.0030976+0.0064247i,-0.0039175+0.0057873i,-0.0049432+0.0046042i,-0.0046313+0.0034889i,-0.0045237+0.00091439i,-0.0042157-0.0012226i,-0.0028979-0.00055557i,-0.00067997-0.00010675i,0.0015785-0.00056157i,0.0020526-0.0011236i,0.001543-0.0014684i
0.00083645-0.00059457i,0.0024241-0.0017927i,0.004814-0.0019244i,0.0088192+0.0044657i,0.010062+0.016658i,0.0072373+0.02186i,0.0072053+0.018659i,0.011547+0.015507i,0.015552+0.014404i,0.01306+0.010564i,0.0062209+0.0071468i,0.0021705+0.0066158i,0.0030343+0.0047347i,0.0037785+0.0018115i,0.0028932+0.00051824i,0.0028218+0.00097304i,0.003418+0.0024191i,0.0041009+0.0040057i,0.0030268+0.004201i,0.0013819+0.0028059i,0.00096552+0.0014501i,0.00064104-0.00011951i,-5.7181e-05-0.00070987i
0.00043699-0.0031774i,-0.0014339-0.0011688i,-0.003719+0.0017281i,-0.0024117+0.0021077i,0.0068166-0.0018231i,0.018485-0.0022429i,0.021646-0.002801i,0.021612-0.0079345i,0.020789-0.011852i,0.015164-0.0092903i,0.0093645-0.0028145i,0.0083696+0.00069087i,0.0081032+0.00041325i,0.0062126+0.0001621i,0.0048942+0.00058772i,0.004116-0.00092005i,0.002008-0.0030241i,-0.00029774-0.0036183i,-0.00081906-0.0032783i,-0.00012439-0.0019466i,-0.0002048-0.0010507i,-0.0011072-0.0015811i,-0.0020422-0.0021467i
0.0009923+0.0008658i,0.0013432-0.0021551i,0.0044995-0.0073866i,0.010177-0.013403i,0.015905-0.014878i,0.015377-0.016191i,0.009635-0.020114i,0.0026323-0.022983i,-0.0029129-0.023854i,-0.0039272-0.01917i,-0.00090781-0.010902i,0.0018897-0.007241i,0.0013899-0.0082973i,-0.00024001-0.0081843i,-0.00030511-0.0069508i,0.00063042-0.0060887i,0.0023961-0.0043377i,0.0035263-0.0028754i,0.0026207-0.0020171i,0.00087997+2.7081e-05i,-0.00043995+0.0019266i,-0.00080086+0.002301i,0.00034032+0.0016858i
-0.0016076-0.00025348i,-0.0031124+0.0016671i,-0.0081693+0.0063201i,-0.017602+0.010323i,-0.026273+0.0042225i,-0.024308-0.0089852i,-0.020353-0.01368i,-0.02389-0.010005i,-0.026621-0.0048161i,-0.020513-0.001267i,-0.010232-0.0020592i,-0.0049527-0.0046921i,-0.004201-0.0044062i,-0.002707-0.001271i,-0.00071779+0.00022227i,-0.0010929-0.00069505i,-0.0033041-0.0014325i,-0.004862-0.00053087i,-0.0038355+0.00052725i,-0.0016244-0.00016753i,-0.00054913-0.00036815i,7.8071e-05+0.00091414i,0.0008443+0.0010616i
0.00042889+0.0017021i,-0.00014411+0.00065636i,-0.00071238-0.0011853i,-0.00016989-0.0032067i,-0.0020172+0.0023405i,-0.010609+0.011976i,-0.017661+0.01485i,-0.01756+0.018699i,-0.013263+0.024391i,-0.0078507+0.021168i,-0.005651+0.011449i,-0.0065081+0.0049491i,-0.0067409+0.0039188i,-0.0053489+0.0040791i,-0.0046613+0.0033116i,-0.0036504+0.0024219i,-0.00063181+0.0011854i,0.00035161+0.00034607i,-9.6221e-05+0.00062351i,0.0013043+0.00071796i,0.0024647+0.00059068i,0.0025001-0.00014083i,0.0027666-0.00055253i
0.0013939+0.00010851i,0.0040103-0.00091332i,0.008619+0.0035511i,0.0097598+0.016666i,0.0055655+0.028823i,0.0020111+0.03035i,0.0056053+0.027781i,0.012926+0.025828i,0.018523+0.02221i,0.017187+0.015007i,0.0080903+0.0090311i,0.0014904+0.0073299i,0.0019335+0.006181i,0.0038355+0.0049628i,0.0034585+0.0045003i,0.0019676+0.0043123i,0.00084107+0.004227i,-8.5593e-05+0.0039604i,-0.0010559+0.0027267i,-0.0017203+0.00073998i,-0.0027105-0.00070836i,-0.0028065-0.00066415i,-0.0022663+4.3596e-05i
0.0019962+0.00032459i,-0.00045311+0.00049622i,-0.0050287-0.0023426i,-0.003442-0.010809i,0.012297-0.014955i,0.029281-0.005559i,0.031839+0.00082693i,0.029507-0.0048817i,0.027436-0.012544i,0.02004-0.013196i,0.011591-0.0050206i,0.0074592+0.0017321i,0.0062619+0.00092125i,0.0053412-0.00081614i,0.0043221-0.00035143i,0.004111-0.00035514i,0.0037162-0.0013573i,0.0026318-0.0018278i,0.0018823-0.00039847i,0.0014219+0.0010031i,0.00030142+0.00020332i,-0.0016056-0.0014404i,-0.0016942-0.0014678i
-0.00081216+0.00034162i,0.0029141-0.003112i,0.010282-0.0041389i,0.01849-0.00086421i,0.019337+0.00035041i,0.01593-0.011134i,0.01662-0.023246i,0.011011-0.028071i,0.00051291-0.028991i,-0.0047401-0.021985i,-0.001833-0.011312i,0.0033752-0.0069982i,0.00287-0.0071416i,0.00083982-0.0062644i,0.0014262-0.0045619i,0.0013833-0.0043147i,0.00096751-0.0038101i,0.00089379-0.0021511i,0.00017981-0.00062194i,-0.00039883+0.00075942i,-0.00066256+0.0012059i,-0.00031214+0.00085139i,-4.724e-06+0.00053435i
-0.00025738+0.00094196i,-0.0020413+0.0033617i,-0.012553+0.0052619i,-0.030469-0.0011685i,-0.039419-0.01851i,-0.030458-0.028399i,-0.023081-0.025533i,-0.025528-0.018442i,-0.028557-0.0080011i,-0.023295+7.4363e-05i,-0.011103+2.4389e-05i,-0.0032188-0.0033988i,-0.0025825-0.0040458i,-0.003005-0.0026516i,-0.0018199-0.0018506i,-0.00087142-0.0020058i,-0.0010094-0.0023244i,-0.0012818-0.0026964i,2.6894e-05-0.0023089i,0.0020064-0.0013975i,0.0022142-0.00014787i,0.0023133+0.00042268i,0.0025566+0.00013876i
-0.0013298+0.00035511i,-0.0013588-0.0032859i,0.0034032-0.0059273i,0.012546+0.00081886i,0.010337+0.019446i,-0.010966+0.026062i,-0.024441+0.017099i,-0.021117+0.015159i,-0.013698+0.020464i,-0.0070055+0.019302i,-0.0044023+0.010076i,-0.0053397+0.003403i,-0.0043089+0.0024617i,-0.0016558+0.002883i,-0.0011657+0.0024278i,-0.0031406+0.0018365i,-0.0041921+0.0013777i,-0.0030946+0.00012804i,-0.0018766-0.0010857i,-0.00059392-0.00098224i,0.0007317-0.00058343i,0.0013347-0.00078808i,0.0013409-0.0005169i
0.00051657-0.0013136i,0.0027652+0.0038695i,0.0019349+0.016576i,-0.0072325+0.031226i,-0.015061+0.033838i,-0.0082977+0.032636i,7.5579e-05+0.032262i,0.0053869+0.026178i,0.014574+0.018463i,0.017152+0.010932i,0.0089976+0.0064467i,0.0019663+0.0061086i,0.0011831+0.0057373i,0.0012728+0.0044999i,0.0016051+0.0026332i,0.0028399+0.0017651i,0.0024439+0.0016327i,0.00026495-2.6848e-05i,-0.00048811-0.00082906i,-0.0005927-0.00042576i,-0.0014341-0.00048778i,-0.0018747-0.00045176i,-0.001302+0.00033204i
0.0015097+0.0010514i,-0.002907-0.0062455i,-0.0022535-0.022268i,0.015155-0.035981i,0.040789-0.027355i,0.047774-0.0041819i,0.035744+0.0056611i,0.025605-2.6493e-05i,0.020912-0.010146i,0.013626-0.01468i,0.0062251-0.0079517i,0.0037006-0.0002187i,0.0029917+0.00014921i,0.0027955-0.0012197i,0.0028652-0.00050156i,0.0016361+0.00085595i,0.00054503+0.0014337i,-0.00013751+0.0011196i,-0.001479+0.0017545i,-0.0019716+0.002689i,-0.0024805+0.0018332i,-0.0027488+0.00044123i,-0.0026155-0.0003474i
0.00025702-0.0031356i,0.0052291+0.001206i,0.0097339+0.013668i,0.0043812+0.027169i,-0.0077719+0.017414i,-0.002481-0.010939i,0.012762-0.022453i,0.010913-0.019435i,-0.0013945-0.017971i,-0.0080866-0.013658i,-0.003781-0.0066074i,0.0026327-0.0029377i,0.0027307-0.0032375i,0.0010379-0.0036763i,0.0010452-0.0043825i,0.0022388-0.0054329i,0.0025905-0.0049899i,0.0021976-0.0031393i,0.0017662-0.0018544i,0.0012024-0.0010001i,0.0011535+0.00078i,0.00096103+0.0018222i,0.00073699+0.0010028i
-0.0011233+0.0023186i,-0.0079923+0.00039864i,-0.02168-0.011326i,-0.03139-0.035851i,-0.026066-0.050528i,-0.018034-0.041507i,-0.015407-0.027859i,-0.01461-0.017237i,-0.017266-0.0045786i,-0.016074+0.0043997i,-0.008393+0.0031399i,-0.0019308-0.0019497i,-0.00086767-0.0027006i,-0.0013761-0.0013372i,-0.00090514-0.00052154i,-0.0014055+0.00028462i,-0.0016609+1.0661e-05i,-0.00038995-0.00018831i,0.00089527+0.00023891i,0.0005382-0.00012565i,0.00048327+0.00040138i,0.0012711+0.00029415i,0.0011074-0.00043819i
0.0011745+4.4252e-05i,0.0084385-0.0025142i,0.022125+0.005013i,0.027499+0.033105i,0.0054916+0.060418i,-0.023849+0.051554i,-0.027201+0.023817i,-0.014013+0.013122i,-0.0015436+0.016215i,0.0056447+0.015561i,0.0043765+0.0080848i,-0.00048698+0.0024268i,-0.00094888+0.0016663i,6.8429e-05+0.0021156i,-0.0011218+0.0014125i,-0.0020093-0.00076338i,-0.0019391-0.0026504i,-0.0018093-0.0041325i,-0.00062132-0.0042244i,0.00022008-0.0026404i,0.0016747-0.0014406i,0.0032483-0.0012308i,0.0025184-0.0016857i
-0.0023475+0.0034666i,-0.0075318+0.0096418i,-0.025476+0.016168i,-0.041343+0.011248i,-0.028649+0.0021337i,-0.00047136+0.011019i,0.0061597+0.020101i,0.002019+0.013686i,0.0079206+0.0056208i,0.011963-6.5189e-05i,0.0050643-0.00093544i,-0.00060518+0.0024296i,0.0002519+0.0035603i,0.001256+0.002054i,0.0018612+0.002524i,0.0022695+0.0046245i,0.001845+0.0049809i,0.00020814+0.0033773i,-0.0009888+0.0025577i,-0.0009764+0.0017892i,-0.0012515+4.2102e-05i,-0.0029669-0.00038578i,-0.0036821+0.00080755i
-0.0011477-0.0025089i,0.0047371-0.011606i,0.02808-0.023692i,0.066956-0.020094i,0.087606+0.003536i,0.069848+0.014668i,0.039555+0.0066911i,0.019659-0.0043689i,0.008926-0.014861i,0.0025271-0.017344i,0.0012223-0.0088756i,0.0030519-0.0014372i,0.0037465-0.0011174i,0.0022192-0.0022434i,0.00024009-0.0020705i,-0.00011987-0.0017324i,0.00015759-0.0013672i,0.00014984+0.00018631i,3.1994e-05+0.00077895i,-0.00023768-3.7231e-05i,-0.0010904-0.00050742i,-0.0013156-0.00016871i,-0.00084462+0.00042013i
0.00090121+0.0024453i,0.00065572+0.0135i,-0.014074+0.03178i,-0.04447+0.030071i,-0.057055-0.0093061i,-0.031095-0.041551i,-0.0055692-0.034108i,-0.0051285-0.015149i,-0.014402-0.0059587i,-0.016719-0.00053567i,-0.0080973+0.0025774i,0.00015249+0.00089088i,0.0009137-0.00084441i,0.00031672-0.0011496i,0.002076-0.0021307i,0.0033474-0.0028417i,0.0036242-0.00247i,0.0037267-0.00098184i,0.0028267+0.00049119i,0.00093556+0.00086616i,-0.00054553+0.0017286i,-0.0011898+0.0031286i,-0.0004106+0.0028635i
-0.0023494-0.0023289i,-0.0070669-0.0155i,-0.0032924-0.044147i,0.014164-0.067945i,0.022045-0.05645i,0.0030417-0.028077i,-0.014147-0.014053i,-0.013345-0.0047484i,-0.010171+0.0078441i,-0.0057574+0.01273i,0.00019876+0.0056333i,0.0020566-0.0030859i,0.00069145-0.004475i,-0.0016499-0.0022428i,-0.004497-0.0018516i,-0.0063208-0.0024388i,-0.0052153-0.0030259i,-0.00228-0.003032i,-0.00095463-0.0020637i,-0.00062266-0.0013266i,0.00097919-0.0010633i,0.0027831-0.0015666i,0.0031751-0.0020623i
0.0042635+0.0020552i,0.013727+0.014159i,0.01536+0.048331i,-0.0095301+0.091525i,-0.048149+0.10035i,-0.057064+0.069888i,-0.031773+0.037536i,-0.0047725+0.021917i,0.011646+0.0178i,0.01661+0.013008i,0.0090353+0.0045469i,3.3482e-05+0.00096454i,-0.00036416+0.0015856i,0.0024675+0.00087667i,0.0028954-0.00021988i,0.0026504-0.00036958i,0.001593-0.00037658i,-0.00050416-0.00101i,-0.0011516-0.00095673i,0.00084091+0.00034029i,0.0029801+0.00075919i,0.0031472+0.000657i,0.0026553+0.0012982i
-0.0043352-0.0010352i,-0.018735-0.0088957i,-0.034008-0.035005i,-0.024017-0.065354i,0.016602-0.056365i,0.043175-0.0095764i,0.033199+0.016093i,0.017013+0.0051407i,0.0126-0.0097926i,0.0097031-0.014584i,0.001533-0.010065i,-0.0035662-0.0019324i,-0.0019502+0.0014253i,-0.00063224+0.0035244i,-0.00043693+0.0070949i,-0.00026877+0.008263i,-0.0011209+0.0061645i,-0.0019589+0.0029927i,-0.001756+0.0013776i,-0.0011786+0.00053122i,-0.00057662-0.0018769i,-0.0012776-0.0038187i,-0.0023455-0.0028137i
0.0044587-0.0023177i,0.024182+0.00030188i,0.058319+0.022155i,0.08257+0.060779i,0.074785+0.074739i,0.050763+0.041151i,0.031466+0.0023795i,0.016527-0.012615i,0.0029684-0.017702i,-0.0067197-0.016101i,-0.0070314-0.004146i,-0.0008332+0.0046985i,0.0024226+0.0036437i,0.002101-0.00036739i,0.0036678-0.0029506i,0.0054835-0.0047339i,0.004954-0.004263i,0.0029553-0.0012917i,0.0012781+0.0001314i,0.00078298-0.0002453i,0.00030002-0.00049998i,-0.0003553+0.0011857i,-0.00014179+0.0034145i
-0.0030409+0.0048998i,-0.022627+0.0073591i,-0.063369-0.0063274i,-0.096582-0.050926i,-0.081593-0.09778i,-0.036974-0.096963i,-0.012842-0.057899i,-0.015629-0.022827i,-0.022408-0.0039717i,-0.019703+0.0060674i,-0.0074519+0.0085704i,0.0024878+0.004407i,0.0019815-2.3915e-05i,-1.9087e-05-5.0912e-05i,0.0014191+0.00087984i,0.0012935-0.00060764i,0.00011665-0.001257i,0.00069747-0.00093579i,0.00094714-0.00061719i,-0.00063925+4.3165e-05i,-0.0023885+0.00063028i,-0.0031718+0.00040701i,-0.0036108+0.00013867i
0.0041018-0.0058418i,0.020528-0.017993i,0.060152-0.025444i,0.094725-0.0087113i,0.073229+0.021588i,0.012162+0.027991i,-0.020629+0.012134i,-0.015854+0.005109i,-0.0045059+0.010901i,0.0051103+0.014224i,0.010334+0.0077483i,0.0083505-0.0012198i,0.0042872-0.00476i,-0.00043741-0.0057179i,-0.0050448-0.0073707i,-0.006881-0.0074999i,-0.0050481-0.0058415i,-0.0024674-0.0040244i,-0.00075101-0.0030321i,0.0008221-0.0014597i,0.0022223+0.0003202i,0.0033903+0.00048738i,0.0040368+0.00011812i
-0.0010494+0.0080389i,-0.015645+0.027791i,-0.05915+0.055537i,-0.11676+0.068941i,-0.13343+0.055877i,-0.090201+0.0394i,-0.034225+0.030817i,-0.0031531+0.022717i,0.011062+0.01447i,0.017441+0.0034567i,0.011659-0.0067487i,0.0013988-0.0082656i,-0.001223-0.0042614i,0.0012313-0.00038711i,0.0028625+0.0026761i,0.0024755+0.0040251i,0.0011231+0.0031771i,-0.00015709+0.00035074i,-0.00061055-0.0019086i,0.00013434-0.00085436i,0.00052435+0.00019751i,-4.6905e-05+0.00043679i,-0.00098677+0.0012452i
-0.0024325-0.0065157i,0.0042348-0.029616i,0.038002-0.067833i,0.094783-0.083982i,0.12943-0.045049i,0.10876+0.0080313i,0.060021+0.021336i,0.02545+0.0046653i,0.011252-0.010819i,0.0023668-0.017383i,-0.0052182-0.01411i,-0.0060959-0.0047677i,-0.0030126+0.00088203i,-0.0020353+0.0032879i,-0.0017918+0.0049082i,-0.00017487+0.0042754i,0.00050958+0.0025645i,-0.00028191+0.0023765i,-0.0016225+0.0018238i,-0.0019792-0.00049163i,-0.00076384-0.0029839i,0.00097276-0.0032627i,0.0014765-0.0028085i
0.0041082+0.0086999i,0.0081447+0.034601i,-0.0018479+0.087755i,-0.026768+0.12988i,-0.038384+0.1064i,-0.018825+0.036686i,0.0026763-0.010205i,0.0053329-0.015259i,-0.0014761-0.0084126i,-0.0097512-0.0037314i,-0.012413+0.0036184i,-0.0069887+0.0086977i,-0.001323+0.0083773i,0.0035965+0.0059678i,0.0085789+0.0019248i,0.0093193-0.0023513i,0.0060214-0.003962i,0.002324-0.0025057i,0.00050059-0.00021763i,-0.00059763+0.0012867i,-0.00138+0.0020124i,-0.0016053+0.0025349i,-0.001197+0.0031377i
-0.0089806-0.0055286i,-0.021768-0.030326i,-0.02806-0.08932i,-0.014677-0.15761i,0.007443-0.17387i,0.012256-0.12557i,-0.00025804-0.060371i,-0.012066-0.020235i,-0.015637-0.00094285i,-0.011935+0.012135i,-0.0031326+0.015796i,0.0041805+0.010099i,0.0034803+0.003945i,-0.00018432+0.00067834i,-0.0031937-0.0014266i,-0.0048222-0.0022362i,-0.0029664-0.0018648i,0.00046468-7.618e-05i,0.0019458+0.0019803i,0.00078059+0.001983i,-0.001191+0.00049576i,-0.0022452-0.0012908i,-0.0022676-0.0017663i
0.010292+0.0031288i,0.032254+0.022676i,0.058925+0.073734i,0.059742+0.13351i,0.018217+0.14502i,-0.028533+0.099568i,-0.036664+0.046355i,-0.013592+0.018638i,0.0067707+0.0084289i,0.014896+0.0049368i,0.016981+0.00089274i,0.014143-0.003674i,0.008829-0.0047554i,0.0039068-0.0053876i,-0.00070348-0.0055203i,-0.0030182-0.0043704i,-0.002264-0.0031968i,-0.0013347-0.0029625i,-0.00057767-0.0030658i,0.0010963-0.0019558i,0.0027802-0.00064885i,0.0030265+0.00080856i,0.0022812+0.0017161i
-0.012199+0.0010364i,-0.042418-0.010003i,-0.091466-0.044885i,-0.13028-0.085066i,-0.11667-0.081439i,-0.057266-0.033834i,-0.0043572+0.0029207i,0.011549+0.0066298i,0.008097+0.00043648i,0.0081426-0.0058219i,0.006246-0.011772i,0.0010913-0.011243i,-0.0015949-0.0077234i,-0.0043962-0.0036008i,-0.0054695+0.0022493i,-0.0031589+0.0055434i,-0.0015702+0.003782i,-0.00067154+0.00069074i,-0.00063471-0.00049267i,-0.0011746-0.00075104i,-0.00076958-0.00063246i,-0.0011539-0.0007869i,-0.00099018-0.00065228i
0.012367-0.0019669i,0.046324+0.00014657i,0.1093+0.018346i,0.1699+0.054569i,0.17987+0.078806i,0.13327+0.06533i,0.069567+0.027261i,0.024099-0.0024754i,0.00174-0.012486i,-0.0094308-0.013735i,-0.013643-0.010384i,-0.01047-0.0035547i,-0.0043535+0.0011153i,0.00029043+0.0026829i,0.003224+0.0017863i,0.003956-0.00027947i,0.0021381-0.0010438i,-0.0010066-0.00067669i,-0.0031683-3.9054e-05i,-0.0019915+0.0001981i,0.00058411-0.00038467i,0.002002-0.00052258i,0.0021953+0.00077288i
-0.0095658+0.0059729i,-0.042029+0.015283i,-0.10509+0.023331i,-0.15847+0.016687i,-0.147-0.0082664i,-0.080688-0.037888i,-0.028741-0.046412i,-0.015483-0.025124i,-0.012184+0.0011672i,-0.0081122+0.012623i,-0.007431+0.014156i,-0.0053079+0.011609i,-0.0019085+0.0089642i,0.0019363+0.0085355i,0.0066486+0.0061817i,0.0077792+0.0018188i,0.0051433-0.0014626i,0.0021603-0.0010112i,0.0013305+0.00061047i,0.0012901+0.0012009i,-0.00050805+0.0016951i,-0.002147+0.0010104i,-0.0026957-0.00053213i
0.0063777-0.0075258i,0.034473-0.0267i,0.092832-0.061707i,0.14583-0.095291i,0.13635-0.10197i,0.066494-0.07233i,0.0036501-0.025228i,-0.013993+0.0028571i,-0.0068161+0.0074064i,0.0022494+0.0087828i,0.0074172+0.0097358i,0.0083924+0.0063736i,0.0077257+0.0024138i,0.0055932-0.0030042i,0.0014308-0.0077403i,-0.0032448-0.0063434i,-0.0034718-0.0030608i,-0.00098318-0.0011411i,-0.00035858-0.00081029i,-0.00038991-0.00069431i,0.00095108-0.00025477i,0.001853-0.00056807i,0.0016416-0.00058102i
