-0.0023137+0.00041588i,-0.0013006-0.0002653i,-0.00092321-6.6501e-05i,-0.0011056+0.00065122i,-0.0012671+0.0013086i,-0.0016661+0.0012047i,-0.00106+0.0009612i,-0.00041484+0.00065556i,0.00020697+0.0011016i,0.0011466+0.0012998i,0.0014659+0.00095563i,0.0005893+0.00039916i,0.00069401-0.00047172i,0.0016878-0.00056163i,0.0012766-0.00027548i,0.00031491-0.00012137i,-0.00023309-0.001309i,-0.00044646-0.0020769i,-0.00053816-0.001223i,-0.00014313+0.0001061i,5.2857e-05+0.00038794i,0.00035307+3.5943e-05i,0.00038418-0.00039077i
-0.00040252-0.001783i,0.00013307-0.0029589i,0.00089044-0.002866i,0.0015441+0.000978i,0.00058578+0.0081882i,-0.0063656+0.0091476i,-0.0095763+0.00056107i,-0.0039933-0.0043119i,0.00032643-0.0019773i,0.00042132+0.00090087i,5.1089e-05+0.0025016i,0.00042019+0.002677i,0.0010303+0.0025108i,0.0011795+0.0026935i,0.00024023+0.0022882i,0.00038178+0.00087388i,0.0006916-0.00065689i,0.001212-0.00082409i,0.0011789+5.6041e-05i,1.768e-05+0.00040795i,-0.00032459-0.00035529i,0.00090191-0.0016677i,0.0030286-0.0029856i
0.0023972+0.0086496i,0.0025675+0.010614i,0.0065167+0.010487i,0.0056627+0.002071i,0.0044703-0.011048i,0.0085082-0.014096i,0.010624-0.0036354i,0.0054459+0.0026229i,0.0022807+0.0022674i,0.0029333+0.0013197i,0.0030361-0.00039664i,0.0015516-0.0018749i,-4.8801e-08-0.0018061i,-0.00012607-0.0010203i,0.00015983+0.00076266i,0.0005693+0.0017706i,0.0010619+0.00078692i,0.0014401-0.00074246i,0.0018048-0.0018828i,0.0007097-0.0017772i,-0.0010401-0.0013098i,-0.0010833-0.00074199i,-0.0019692+0.0017464i
-0.0010686-0.0026561i,-0.00081976-0.0023245i,-0.00025548-0.0012406i,0.0023513+0.003577i,0.0019073+0.012029i,-0.0068788+0.013428i,-0.012604+0.0029767i,-0.0071665-0.0037328i,-0.00092302-0.0024962i,0.00038182-0.0006285i,0.00094531-0.000641i,0.0018444-0.0013517i,0.0021397-0.0018882i,0.0025745-0.0010722i,0.0013558-0.00024775i,-0.00038844-0.00031777i,-0.00093297-0.00080087i,-0.00043152-4.416e-05i,-0.00047119+0.0010011i,-0.0012073+0.00030169i,-0.0010219-0.0013605i,-7.1652e-06-0.0018047i,0.0010682-0.0028622i
0.0038899+0.00060077i,0.0034827+0.0010561i,0.0010636-0.0016387i,-0.0056824-0.0063363i,-0.0063977-0.016421i,0.0044394-0.020586i,0.012574-0.0080648i,0.0075841+0.0017782i,0.0010947+0.0011075i,2.3919e-05-0.0012934i,0.00033308-0.0025496i,-0.00019463-0.0023893i,-0.00082122-0.00078212i,-0.00088443+0.00020567i,-0.00066906+0.00027964i,0.0011893+0.0013628i,0.0028389+0.0011584i,0.0023428-0.00068285i,0.00087265-0.0021343i,-0.00012165-0.0025505i,-0.00045433-0.0013338i,-0.0016345+0.00059302i,-0.003156+0.0025671i
0.0013677-0.0012076i,0.0010798-0.0024844i,0.0031181-0.0022785i,0.0082422+0.002351i,0.0069343+0.014204i,-0.0063414+0.021136i,-0.014968+0.010661i,-0.0093867-0.0011545i,-0.0024329-0.002169i,-0.0021231+6.7165e-05i,-0.0024894+0.00058495i,-0.0013636-1.3654e-07i,-0.0012129-0.00034673i,-0.0013771-0.00088588i,-0.00055943-0.001328i,-0.0001584-0.0015787i,-0.00023351-0.00080784i,0.00028485+0.00042072i,0.00083898+0.0012244i,0.00059666+0.001689i,-0.00017176+0.0015405i,3.9988e-05-0.00021628i,0.0010296-0.0024204i
0.00018313+0.0023678i,-0.00019975+0.0030165i,-0.003226+0.0024201i,-0.0095308-0.0029031i,-0.010419-0.015606i,0.0031474-0.025619i,0.015998-0.016168i,0.012574-0.0018882i,0.0034724+0.0015609i,-0.0010641+0.0012003i,-0.0019057+0.00084758i,-0.0010703+0.0010578i,-0.00068663+0.001946i,-0.00063492+0.0024212i,-4.3483e-05+0.0012458i,0.0008479+0.00021916i,0.0017199-0.00052389i,0.001685-0.0022121i,0.0011349-0.0030901i,0.00036319-0.002775i,-0.00078396-0.0017249i,-0.0021359+0.00015152i,-0.0031645+0.0026072i
-6.0984e-05+0.0034216i,0.0013591+0.0008384i,0.0073676+0.0015148i,0.015445+0.0067684i,0.016654+0.018626i,-1.3102e-05+0.028097i,-0.015914+0.019085i,-0.012874+0.003744i,-0.0033101-0.0011704i,0.0012656+0.00076655i,0.0011826+0.0025233i,-0.00060534+0.0021038i,-0.0013196+0.00097333i,-0.00084704+0.00071448i,-0.00076813+0.00017069i,-0.0011059-0.00043833i,-0.00070204-0.00014767i,0.00044541+0.00084063i,0.0010749+0.0014018i,0.0010435+0.00064233i,0.00070924-2.7432e-05i,0.00087827-0.0013191i,0.0020807-0.0034838i
-0.0022558+0.00035767i,-0.0028592+0.002167i,-0.0064526+0.0031491i,-0.014488-0.0028648i,-0.018617-0.02039i,-0.0032323-0.035467i,0.015092-0.025035i,0.014299-0.0043745i,0.0057039+0.0038944i,0.0010948+0.0040626i,0.00024131+0.0031043i,0.0019452+0.0030632i,0.0028273+0.0030902i,0.0020996+0.0015468i,0.0017667+3.1734e-05i,0.00071596+0.00012413i,-0.0011228+0.00013441i,-0.00090643-0.0018249i,1.6686e-06-0.0029269i,-4.6986e-05-0.0024378i,-0.00068369-0.0021703i,-0.0018037-0.0015825i,-0.0023464+0.0013842i
0.0010052-0.0010193i,0.0015125-0.0021211i,0.0062763-0.0032926i,0.015641+0.0017323i,0.021013+0.020347i,0.0060761+0.037021i,-0.01434+0.027031i,-0.01451+0.0052063i,-0.0046769-0.0032792i,0.0013784-0.0018086i,0.0025067+0.00036664i,0.0016292+0.0017092i,0.0012814+0.00081293i,0.001422-0.0010363i,0.0010448-0.001404i,0.00017465-0.00094141i,-9.767e-05-0.00039976i,0.00060297-3.6148e-05i,0.0011271+0.00017741i,0.0011902-0.00028821i,0.0006307-0.0010266i,0.00053051-0.0014952i,0.00062131-0.003318i
0.0012842+0.00029349i,0.00022266+0.0011593i,-0.0043806+0.0024473i,-0.018109-0.0031644i,-0.03006-0.024822i,-0.016262-0.044914i,0.0097331-0.035187i,0.015587-0.011245i,0.0068179-5.1308e-05i,0.00089323+0.00051984i,-0.00012719-0.0018278i,0.00026684-0.0025997i,0.00043434-0.0011658i,-0.00055718-6.859e-05i,-0.00061515+0.00035635i,0.0011129+0.0013777i,0.0023195+0.0013885i,0.0023071-0.00070311i,0.0019579-0.0021008i,0.00023619-0.0024278i,-0.0015721-0.0024447i,-0.0025223-0.00065739i,-0.0019208+0.0026825i
5.452e-05-0.0023423i,0.00087268-0.0036931i,0.0058986-0.0060355i,0.019566+0.00042289i,0.03193+0.023795i,0.019713+0.047498i,-0.0065932+0.040979i,-0.015141+0.014664i,-0.0094221-0.0015539i,-0.0035452-0.0039131i,-0.0010282-0.0020637i,-0.0010333-0.00066929i,-0.0012923-0.0002763i,-0.00082563+0.00023974i,-0.00021996+0.0011712i,0.0011903+0.00047266i,0.0017072-0.00051165i,0.00026128-0.00030002i,-0.00088363-5.0943e-05i,-0.0012533+0.0003851i,-0.0015995+0.00017366i,-0.00071696-0.0011873i,-0.00042596-0.0032979i
0.00016322+0.0036661i,-0.0012023+0.005643i,-0.0060311+0.0099139i,-0.022377+0.0037488i,-0.039323-0.023222i,-0.028385-0.053401i,0.0021111-0.050785i,0.015497-0.022338i,0.0092973-0.0023044i,0.0010238+0.0020365i,-0.0022467+0.00047785i,-0.0024791-0.00054333i,-0.0016793+7.4135e-05i,-0.00083869+0.0016664i,0.00018123+0.0020498i,0.0018872+0.00080761i,0.002567-0.0014365i,0.0021508-0.0031271i,0.0022669-0.0022416i,0.0012269-0.00096655i,-0.00040546-0.00042972i,-0.0010331-0.00019182i,-6.6344e-05+0.0020791i
-0.0011821-0.0036693i,-0.00032334-0.0073574i,0.0075649-0.010991i,0.026863-0.004777i,0.046669+0.022611i,0.037772+0.055079i,0.0046684+0.054414i,-0.01417+0.026059i,-0.01167+0.0049402i,-0.004613-0.00036935i,-0.0015305+0.0011763i,-0.0012717+0.00302i,-0.0016007+0.0022824i,-0.00034114+0.00082951i,0.0021195-0.00043995i,0.0025085-0.0013836i,0.00099784-0.0014655i,0.00015409-0.00058504i,7.6415e-05+0.0003261i,0.00042678+0.00055611i,0.00064166+0.00046969i,-4.3765e-06-0.00092062i,-0.0016063-0.003298i
-0.00024784+0.0027971i,-0.0020033+0.0047121i,-0.011061+0.0083635i,-0.03352+0.0045i,-0.056899-0.022941i,-0.049522-0.058303i,-0.012931-0.060511i,0.011859-0.032238i,0.011973-0.0070122i,0.0037518+0.0032739i,-0.00065962+0.0047038i,-0.0008288+0.003526i,0.00080238+0.0016355i,0.0017199-0.00038151i,0.00043007-0.00077907i,-0.001051-0.00024905i,-0.00035368-0.0001842i,0.0011993-0.00046078i,0.0017419-0.00067908i,0.00096173-0.00076449i,0.00081343-0.0006624i,0.00090737-0.00058623i,0.00088642+0.0009464i
0.0029446-0.0016989i,0.0037295-0.0054284i,0.012944-0.011013i,0.036243-0.0078962i,0.061556+0.017688i,0.055791+0.054161i,0.019186+0.061318i,-0.008371+0.036173i,-0.012038+0.011914i,-0.0049336+0.0022693i,0.00082231+0.0017954i,0.0019612+0.0031723i,0.0011327+0.0025029i,0.00022127+8.562e-06i,-0.0004991-0.001091i,-0.00095784+0.00034179i,-0.00055361+0.0006602i,0.0001597-0.00011288i,0.0010147+0.00059165i,0.0017252+0.00098662i,0.00067738+3.707e-06i,-0.0015066-0.00096042i,-0.003616-0.0021607i
0.0011512+0.0013206i,-0.0010481+0.0036239i,-0.010942+0.0080946i,-0.038525+0.0059092i,-0.071313-0.018213i,-0.072813-0.055711i,-0.034821-0.066829i,0.001506-0.043805i,0.011014-0.016278i,0.0069627-0.0022197i,0.0033923+0.0010441i,0.0018993+0.00035317i,0.00091035-0.00012328i,-0.00065659+0.00041006i,-0.0021212+0.0013604i,-0.0012784+0.001678i,0.00087258+0.0012055i,0.0015273+0.00022091i,0.00082317-0.001492i,6.7397e-05-0.0029367i,-2.633e-05-0.0032164i,0.00026017-0.0018762i,0.001699-0.00034672i
8.3085e-05+0.0012305i,0.0018253-0.0010923i,0.013602-0.0052534i,0.043378-0.0057588i,0.080999+0.014404i,0.086497+0.053118i,0.049111+0.06806i,0.0078719+0.046972i,-0.0077259+0.019522i,-0.0055684+0.0029955i,-0.00066822-0.0024932i,0.001333-0.0021106i,-4.1707e-05-0.0003601i,-2.7638e-06+0.00080958i,0.0023701+0.0018672i,0.0041995+0.0023317i,0.00364+0.00067392i,0.0031375-0.0014997i,0.0040205-0.0027364i,0.0026409-0.0017314i,-0.00062962+0.00013897i,-0.0018076-0.00027477i,-0.0026509-0.00067356i
-0.0011064+0.00067258i,-0.0030886+0.0040922i,-0.013776+0.010878i,-0.044805+0.013351i,-0.088072-0.005567i,-0.099939-0.046495i,-0.063573-0.068206i,-0.01696-0.051651i,0.0043716-0.024334i,0.0036568-0.0077817i,-1.7465e-05-0.0028584i,-0.00097558-0.0022449i,-0.00045521-0.00196i,-0.00025176-0.00076329i,-0.00029672-2.712e-05i,0.00036602-0.00069919i,0.00048969-0.0010711i,-0.00034881-0.0012455i,-0.0019924-0.001722i,-0.0019541-0.0022345i,-0.00057833-0.0019815i,0.00057418-0.0012181i,0.002-0.0010521i
-0.0028264-0.00084769i,-0.0011008-0.003548i,0.01061-0.0093117i,0.045068-0.012566i,0.09521+0.0019941i,0.11243+0.038724i,0.078141+0.0623i,0.029902+0.050523i,0.00041453+0.026001i,-0.0070461+0.0085358i,-0.0046906+0.0018502i,-0.001689+0.001012i,0.00075353+0.00099513i,0.0034372+0.00023156i,0.0045266-0.0011036i,0.0033187-0.0017983i,0.0014017-0.0013501i,0.00062885-0.00095563i,0.00099659-0.00022848i,0.0011171+0.00029427i,-0.00073481+0.00032125i,-0.0021955+0.00078121i,-0.0020802+0.0018101i
0.00024917-0.0020346i,-0.0019164+0.0012098i,-0.016326+0.0092386i,-0.053762+0.017059i,-0.10744+0.004665i,-0.12847-0.030525i,-0.094021-0.056474i,-0.042776-0.051605i,-0.010445-0.030629i,-0.0019325-0.010921i,-0.0027971-0.00026527i,-0.0029245+0.0021358i,-0.0013955+0.0012336i,-0.00086704-0.00084469i,-0.0022631-0.0021834i,-0.0033854-0.0012157i,-0.0024241+0.00015333i,-0.0010081+0.00059321i,-0.0011078-0.00034712i,-0.0016986-0.0010977i,-0.00095052-0.0010917i,0.0010427-0.0013131i,0.0021202-0.0020947i
0.0015046-0.0023091i,0.0026821-0.0051019i,0.015227-0.015937i,0.050661-0.025724i,0.10669-0.014416i,0.1356+0.017377i,0.1069+0.043401i,0.054854+0.047521i,0.015445+0.0337i,0.00068495+0.016705i,-0.0010425+0.0075873i,-0.0004438+0.0039645i,0.00033135+0.0018394i,0.0001135+0.00065063i,0.00048117+0.0014741i,0.0019515+0.0024086i,0.0038554+0.0021246i,0.0051723+0.0022812i,0.0055986+0.0018445i,0.0049739+0.00038351i,0.0019514-0.00011053i,-0.0012292+0.00031738i,-0.0019084+0.0012722i
0.0019537+0.00090104i,-0.00023485+0.0047362i,-0.013124+0.013871i,-0.051629+0.025308i,-0.11061+0.020605i,-0.14442-0.0042689i,-0.12009-0.026487i,-0.066515-0.035009i,-0.023561-0.028028i,-0.004845-0.012614i,-0.00065583-0.0017873i,0.00024964+0.00075818i,0.00017785+0.00043261i,-0.0023676+0.00055456i,-0.0045463+0.0011462i,-0.0040026+0.001405i,-0.0030557-0.00021755i,-0.0024836-0.0022158i,-0.0018288-0.0028662i,-0.0015031-0.0023818i,-0.0011798-0.001994i,-0.0010283-0.0022532i,-0.00092048-0.0033561i
-0.0033788-0.0056347i,-0.0011297-0.0085374i,0.011104-0.017339i,0.050011-0.03163i,0.10961-0.034112i,0.14953-0.015162i,0.13267+0.0073282i,0.080186+0.022302i,0.035041+0.023756i,0.012092+0.013802i,0.0053106+0.0054777i,0.0038794+0.0032136i,0.0025917+0.0030094i,0.0028893+0.0027874i,0.0046445+0.0037316i,0.0058581+0.002955i,0.006068+0.00024884i,0.0062419-0.0013314i,0.0059206-0.0014508i,0.0040427-0.0015272i,0.00062459-0.0011379i,-0.002836+0.0003233i,-0.0030749+0.0024087i
0.00023865-5.0495e-05i,-0.0020634+0.0041975i,-0.01801+0.013637i,-0.05988+0.032718i,-0.11889+0.04668i,-0.15594+0.035458i,-0.13915+0.012299i,-0.088102-0.0086904i,-0.042378-0.019373i,-0.016948-0.01441i,-0.0061458-0.0062953i,-0.001674-0.002873i,-0.0002493-0.0012989i,0.00067855+5.7809e-05i,0.0011864+0.00041604i,5.8786e-05-0.00036698i,-0.0017396-0.0010059i,-0.0037046-0.0021586i,-0.0042951-0.0023069i,-0.0040049-3.668e-05i,-0.0034293+0.001012i,-0.0010566-9.8568e-05i,0.00025913-0.0018725i
-0.00098756-0.0025467i,0.0014758-0.0049283i,0.014549-0.015414i,0.055117-0.036397i,0.1157-0.058087i,0.15243-0.055716i,0.13718-0.03541i,0.090574-0.013256i,0.045312+0.0039664i,0.017362+0.0067788i,0.0056759+0.0026666i,0.0013859+0.00092973i,0.0013059+0.00060279i,0.0030192-0.00011786i,0.0031875-0.00095265i,0.0029165-0.0017932i,0.0033932-0.00071369i,0.005125+0.0013289i,0.0058175+0.0016722i,0.0044514+0.00047254i,0.0030205-0.0003362i,0.0010666+0.00081718i,0.00025886+0.0036571i
0.00064995-0.0018164i,-0.0039135+0.00073212i,-0.019624+0.011497i,-0.060777+0.036472i,-0.1214+0.065255i,-0.15208+0.072491i,-0.13071+0.05655i,-0.088163+0.030352i,-0.050064+0.0055175i,-0.025558-0.0034299i,-0.012411-0.0021892i,-0.0053581-0.00034864i,-0.0021924-0.00082916i,-0.0018386-0.00248i,-0.0022834-0.0027037i,-0.0028799-0.0022024i,-0.0034096-0.0020191i,-0.0037625-0.0027585i,-0.003954-0.0024622i,-0.0037585-0.00040376i,-0.0013504+0.00051984i,0.0013616-0.00075185i,0.00062417-0.0040995i
0.00043923+0.00085027i,0.0025855-0.0023344i,0.01574-0.014446i,0.053679-0.040794i,0.11355-0.074162i,0.14376-0.090925i,0.12039-0.080514i,0.082932-0.050468i,0.049246-0.018541i,0.022545-0.0020792i,0.0078429+0.001873i,0.0021818+0.0022904i,0.00016409+0.0019147i,-0.0018166+0.0018502i,-0.0022759+0.002893i,-1.8351e-05+0.0025999i,0.0044482+0.0014867i,0.0080526+0.001479i,0.0082154+0.00076412i,0.0057434-0.0019589i,0.0023694-0.0041682i,0.00025904-0.0022178i,0.0007571+0.0026499i
-0.0011866-0.0020117i,-0.0043221-1.1102e-05i,-0.01689+0.011907i,-0.053954+0.041434i,-0.11037+0.079091i,-0.13422+0.10387i,-0.10513+0.10056i,-0.068284+0.067258i,-0.043932+0.029509i,-0.024834+0.011365i,-0.011788+0.0050587i,-0.0051251+0.00059996i,-0.002888-0.0012512i,-0.0021531-0.00018861i,-0.00051427+0.0010352i,0.00045747+0.0013925i,-0.0016653+0.00079223i,-0.0035297-0.0010436i,-0.0042071-0.0028768i,-0.0037359-0.0018596i,-0.0019147+0.00067419i,-0.00072875+9.0988e-05i,-0.0020721-0.0033505i
-0.0037416-0.00064213i,-0.0026733-0.00097287i,0.0082711-0.012511i,0.043631-0.043757i,0.095724-0.085244i,0.11723-0.11666i,0.087641-0.118i,0.051461-0.081952i,0.033589-0.03889i,0.021782-0.014934i,0.011999-0.0035981i,0.0063105+0.0033087i,0.0034144+0.0058576i,0.0015317+0.0053385i,0.0011977+0.0041765i,0.0023802+0.0020497i,0.0041767+0.00043348i,0.0058403+0.0011452i,0.0058884+0.00095293i,0.0039417-0.0011857i,0.00084038-0.0031504i,-0.0012248-0.0015295i,0.00083073+0.0029809i
0.0026723+0.00057112i,0.0012687+0.0014235i,-0.009258+0.013742i,-0.042177+0.048232i,-0.087173+0.093647i,-0.10069+0.12538i,-0.066243+0.12585i,-0.030087+0.091334i,-0.020376+0.046559i,-0.015959+0.020677i,-0.0081048+0.0084594i,-0.002356+1.247e-05i,0.0013143-0.0025205i,0.0033529-0.0014647i,0.0044516-0.00069042i,0.0036843-0.00039026i,0.00029926-0.00094939i,-0.0023577-0.0016733i,-0.0020173-0.0018158i,-0.00039157-0.00055171i,0.00020301+0.0012809i,-0.00072707+0.00067213i,-0.0037276-0.0024237i
-0.00133+0.0011802i,-0.00033521-0.001083i,0.0094505-0.012348i,0.039157-0.047737i,0.076694-0.10046i,0.081324-0.13565i,0.042615-0.12988i,0.010034-0.09352i,0.008063-0.051355i,0.010303-0.02469i,0.0072709-0.010043i,0.0048878-0.00011786i,0.00328+0.0035018i,0.0014463+0.0019577i,-0.0018923+0.00021145i,-0.0032769+4.3835e-05i,4.2991e-05+0.00020228i,0.0043848+0.00037101i,0.0054101-0.00035117i,0.0030444-0.0017596i,0.00036332-0.0032483i,-0.00044367-0.0022588i,0.0024457+0.0011966i
0.00059014+0.0029275i,0.00069998+0.0051204i,-0.0077843+0.017908i,-0.035076+0.053021i,-0.066764+0.10515i,-0.061409+0.13602i,-0.0165+0.12278i,0.01096+0.084016i,0.0043944+0.045689i,-0.003687+0.022407i,-0.0039599+0.0089918i,-0.0031056-0.00021328i,-0.0023171-0.0053004i,-0.0006932-0.0067139i,0.0018742-0.0047667i,0.0035615-0.0018589i,0.0023873-0.0014024i,0.00024413-0.0030421i,-0.00037387-0.0031456i,0.00058712-0.0012773i,0.0018671+0.00019568i,0.0015192-0.00054068i,-0.0012136-0.0020106i
-0.0035108+0.0033357i,-0.0028901+0.0014021i,0.0053735-0.010793i,0.031719-0.047699i,0.058902-0.10305i,0.044405-0.1356i,-0.0073628-0.11898i,-0.031246-0.074988i,-0.018242-0.038863i,-0.006433-0.020185i,-0.0020251-0.0078034i,0.0016686+0.00092008i,0.0029229+0.0041847i,0.00016045+0.0046261i,-0.004023+0.0032889i,-0.0050407+0.0011737i,-0.0016866-0.00072046i,0.0017978-0.00097171i,0.0022986-0.00066968i,5.9591e-05-0.0019442i,-0.0023771-0.002734i,-0.001698-0.0019821i,0.0021621-0.00084061i
0.00067781-0.0010447i,0.00044878-0.0001999i,-0.0066874+0.012014i,-0.029178+0.048925i,-0.050646+0.10308i,-0.030611+0.13314i,0.023242+0.10923i,0.044765+0.060123i,0.024669+0.030182i,0.008037+0.01926i,0.0028213+0.0094302i,-0.002318-0.00051017i,-0.0048053-0.0042951i,-0.0023321-0.0026557i,0.0030318-7.7957e-05i,0.0071198+0.0013127i,0.0049831+0.00012597i,0.00062831-0.0020515i,-0.0017468-0.0025369i,-0.0020146-0.0013114i,-0.00044246+0.00057111i,2.3374e-06+0.00020893i,-0.0026011-0.0013035i
-0.0046893+0.0022027i,-0.0045294+0.0026392i,0.0010838-0.0069058i,0.020505-0.043838i,0.038385-0.099622i,0.018111-0.12794i,-0.031621-0.097525i,-0.050803-0.042778i,-0.029851-0.014461i,-0.014118-0.0085711i,-0.008894-0.0023702i,-0.00077693+0.0046495i,0.0045784+0.0080536i,0.0033716+0.0074372i,-0.0013789+0.004106i,-0.0051027+0.00052885i,-0.0044084-0.00018238i,-0.00044322+0.0014485i,0.0027628+0.0022038i,0.0028951+0.00034618i,0.00022606-0.0014555i,-0.0013826-0.0011981i,0.00086512-0.0012209i
0.0053169-0.0024903i,0.0047929-0.002536i,0.00098235+0.0077528i,-0.014698+0.04307i,-0.027294+0.095063i,-0.0051546+0.11519i,0.039087+0.077078i,0.054838+0.023728i,0.033479+0.0030868i,0.015553+0.0041999i,0.0075703+0.0011871i,-0.0018388-0.0040508i,-0.0056554-0.0053148i,-0.0015421-0.0046609i,0.0044237-0.0035216i,0.0078798-0.00081122i,0.0079743+0.0011442i,0.0049696+0.00042908i,0.0012523-0.00054276i,-0.00042202-0.00090055i,-0.00045167-0.0012241i,-0.00030166-0.0020504i,-0.0011322-0.0015885i
-0.0026363+0.0055024i,-0.0042817+0.0061896i,-0.0022895-0.0036507i,0.010365-0.040855i,0.017365-0.094081i,-0.0075236-0.11051i,-0.042871-0.063469i,-0.045978-0.0092108i,-0.023885+0.0075727i,-0.01187+0.0064351i,-0.0070782+0.007851i,0.0024342+0.0090729i,0.007926+0.0070724i,0.0047979+0.0044349i,-0.0033068+0.0021605i,-0.0080941+0.00061759i,-0.0052447-0.00028366i,9.625e-05-0.0014699i,0.0038193-0.0021242i,0.0041162-0.0020627i,0.0014029-0.0018815i,0.00071173-0.0013219i,0.0018394-0.00061179i
-0.00017952+0.0014313i,0.0021593+0.0010744i,0.0040679+0.011906i,-0.0026054+0.046042i,-0.0064928+0.092828i,0.01621+0.10125i,0.042022+0.047984i,0.032528-0.0059139i,0.010153-0.01741i,0.0066522-0.012272i,0.0062255-0.011575i,-0.0014487-0.011374i,-0.0056574-0.0084785i,-0.0047294-0.0063474i,0.0013641-0.0036589i,0.0084822-0.00041117i,0.0094953-0.00016848i,0.0051198-0.0015303i,-0.0010717-0.0015805i,-0.0038511-0.00030325i,-0.002429+1.8459e-05i,-0.00055223-0.00085017i,-0.0013262-4.1495e-05i
-0.003891+0.0024247i,-0.0071881+0.0044482i,-0.0097709-0.0040425i,-0.0041162-0.037925i,-0.0015473-0.084491i,-0.02257-0.094656i,-0.040236-0.041047i,-0.020664+0.01524i,0.0018382+0.023758i,0.00051308+0.015755i,-0.00030155+0.015396i,0.0066262+0.013339i,0.0085745+0.0085941i,0.0037837+0.0059631i,-0.0032548+0.0037303i,-0.0073028+0.00056962i,-0.0061805-0.0016524i,-0.0027033-0.0019819i,0.0012016-0.0020721i,0.0031218-0.0025357i,0.0023305-0.0023182i,0.0019068-0.00092833i,0.0017661-0.00046009i
0.002809-0.0046298i,0.0063973-0.0068854i,0.009918+0.0027561i,0.0085154+0.03609i,0.011356+0.080145i,0.029965+0.09022i,0.036926+0.041696i,0.0097917-0.012201i,-0.014843-0.020765i,-0.011419-0.014135i,-0.0066745-0.016192i,-0.0104-0.014702i,-0.0096705-0.0091228i,-0.0038262-0.0047279i,0.0040071-0.0021885i,0.01014-0.00066905i,0.010331-0.00018791i,0.0062073-0.00018277i,0.0011058+0.0012244i,-0.0025237+0.0020586i,-0.0026574+0.0014421i,-0.0010768-0.00014987i,-0.0011005-0.0011457i
-0.0074368+0.0048211i,-0.013044+0.0069382i,-0.019611+0.00054127i,-0.021461-0.030322i,-0.026501-0.073259i,-0.038495-0.08719i,-0.031018-0.046646i,0.0039805+0.0010945i,0.027065+0.0095143i,0.019283+0.009143i,0.011038+0.016395i,0.013067+0.015471i,0.012708+0.0098354i,0.0080971+0.0056219i,0.00035081+0.0020593i,-0.0076875-0.00095917i,-0.0092403-0.0019751i,-0.0044122-0.0016506i,0.0014619-0.0024801i,0.004199-0.0049729i,0.0030048-0.0053148i,0.00054658-0.0030686i,-0.0010984-0.001367i
0.0034278-0.0017709i,0.01061-0.0018953i,0.021424+0.0074459i,0.028443+0.034848i,0.038099+0.071112i,0.046329+0.080873i,0.028124+0.045997i,-0.011416+0.0099194i,-0.033+0.0041566i,-0.026438+0.00042615i,-0.018595-0.0089646i,-0.016768-0.0098391i,-0.012604-0.0069996i,-0.006812-0.0057046i,-0.00038561-0.0024495i,0.0058306+0.0015464i,0.008672+0.0036366i,0.0070449+0.0029693i,0.0026735+0.0019774i,-0.00072574+0.0020388i,-0.0015592+0.0014505i,-0.001603+0.00041729i,-0.0013175-0.00075334i
-0.0029664+0.0022833i,-0.011512+0.0018391i,-0.024867-0.0067115i,-0.035835-0.033175i,-0.050117-0.068679i,-0.06095-0.07824i,-0.035154-0.051037i,0.011375-0.027959i,0.032052-0.021731i,0.025796-0.0078153i,0.021006+0.0076883i,0.018931+0.0092649i,0.013275+0.0063672i,0.0068893+0.0056189i,-0.0010279+0.0041508i,-0.0074689+0.0022477i,-0.0084779-0.00059783i,-0.0051093-0.0032357i,-0.0013726-0.0050409i,-0.000419-0.0062049i,-0.0012946-0.0044947i,-0.0020902-0.00154i,-0.0029493-0.00021165i
0.0035511-0.0005151i,0.012002-0.00063473i,0.02676+0.0084351i,0.042901+0.033674i,0.060579+0.065539i,0.073004+0.075528i,0.047261+0.055676i,-0.002694+0.043142i,-0.024781+0.039777i,-0.021266+0.021486i,-0.019907+0.0027631i,-0.017689-0.0028676i,-0.01194-0.003652i,-0.0067478-0.0038497i,0.0010494-0.0017897i,0.0088456+0.00022632i,0.012459+0.0014526i,0.01025+0.0026028i,0.0047017+0.0032229i,0.0016226+0.0041881i,0.0013386+0.0038963i,0.0015036+0.0020222i,0.0011896+0.0010961i
-0.00012572+0.0014606i,-0.012463-0.00061501i,-0.029887-0.011555i,-0.049363-0.034188i,-0.072017-0.062133i,-0.088592-0.074717i,-0.065603-0.063455i,-0.014784-0.056434i,0.0088144-0.053161i,0.0098433-0.032656i,0.014716-0.011877i,0.016476-0.0031521i,0.013129+0.0031973i,0.0089699+0.0073616i,0.0032078+0.0061799i,-0.0029941+0.0021115i,-0.0056477-0.0013126i,-0.0036046-0.0030527i,-1.5316e-06-0.0037278i,0.0005646-0.004037i,-0.0019452-0.003016i,-0.004132-0.0010438i,-0.0044941+0.0003618i
