-0.0021657-0.0011082i,-0.00091208-0.0018091i,-0.0017384-0.0018095i,-0.0029469-0.0011192i,-0.0026929+0.0013121i,-0.0012478+0.0024407i,-0.00053384+0.0017938i,-0.000633+0.0021685i,-0.00033686+0.0027429i,0.00022556+0.0017889i,0.00013434+0.00079987i,-0.00028268+0.00049686i,-0.00031834-4.1794e-05i,-0.00029407+0.00054897i,0.00027973+0.0008797i,0.00075242+0.00020878i,-0.00041371+0.00054216i,-0.0012473+0.00099685i,-0.00056014+0.001012i,-0.00014436+0.00064232i,-4.9493e-05-0.00035101i,0.00012114-0.00094593i,-0.00023333-0.00068163i
0.0011421-0.00021779i,0.0028875-0.0018307i,0.0039765-0.003659i,0.0040934-0.0041257i,0.0033725-0.0027136i,0.001448-0.00049848i,0.00027683+0.00043861i,-0.00011085+3.4835e-05i,-0.00080611+0.00080595i,-0.00061646+0.0014557i,-0.00077993+0.00039288i,-0.00065133-0.00068413i,0.00013893-0.0010401i,0.000558-0.00045261i,0.00088675+0.00057955i,-2.5246e-05+0.00073513i,-0.00090699+0.00045202i,-0.00035884+0.00039134i,0.00075059+0.00071487i,0.00068914+0.00011769i,-3.5239e-05-0.00076791i,0.00047959-0.00071234i,0.00036136-0.00016922i
0.0013105-0.0015476i,0.0015147-0.0024565i,0.0009425-0.0035596i,-0.00020802-0.0032635i,-0.0015066-0.0018061i,-0.0014256+0.00028744i,-0.00050733+0.0011154i,8.7745e-05+0.0013164i,6.8515e-05+0.0015776i,-0.00024652+0.0016462i,-9.3664e-06+0.00077436i,-0.00017369-0.00064385i,-0.0005959-0.00025445i,-0.00065145-0.0002298i,-0.00071973-0.00043921i,-0.000838-0.00014708i,-0.00074222+0.0001284i,-0.00062116+0.00025025i,-0.00022318+0.0007512i,0.00013589+0.0002503i,9.4576e-05-0.0002586i,-0.00011633-2.6992e-05i,0.00037582-4.2131e-06i
0.00048095-0.00060066i,0.0014991-0.00099628i,0.0024604-0.0012811i,0.0020371-0.0012089i,0.0025417-0.00069665i,0.0030739+0.00093147i,0.0019001+0.00099786i,0.00026418-0.00024055i,-0.00018593-0.0001751i,0.00034744+0.00064601i,8.9324e-05+0.00062044i,-0.00054853+0.00029292i,-0.00066028+0.0003503i,-0.00030772+9.6079e-05i,-5.0864e-05+0.00021357i,0.00012662-0.00032358i,-0.00017754-0.00090097i,-0.00045442-0.00016105i,0.00075538+0.00053752i,0.0012879+0.00021141i,0.00052936-0.0010335i,0.00024612-0.00043417i,-1.839e-05+0.00023886i
0.00043467-0.00043346i,0.0015597-0.0012764i,0.0015681-0.0023637i,0.00020452-0.0031357i,-0.0017248-0.0023163i,-0.0021033-0.00083878i,-0.0013482-0.00052509i,-0.0013901-0.00063971i,-0.00111-0.00045347i,-0.00069377-0.00029546i,-0.00016199-0.00013943i,-0.00020331+0.00019745i,-0.00095872-2.912e-05i,-0.00046271-0.00066809i,-1.8764e-06-0.00055493i,4.1804e-05+0.00016604i,0.00037083+0.00023919i,0.00014709-0.00051212i,-0.00020249-0.00015216i,-7.964e-05+0.00080426i,-0.00015939+0.00055273i,-0.00044137+0.00061646i,-0.00044994+5.6136e-05i
-0.00022529+0.00088663i,0.0015131+0.00011726i,0.0040183-0.00087251i,0.0047552-0.0016392i,0.0040304-0.001627i,0.0022548-0.0015171i,0.0013055-0.0011498i,-8.1174e-05-0.00023368i,-0.0022526+0.00024698i,-0.0016362-0.00021334i,0.00023759-0.00030952i,0.00038567-0.00023958i,0.00023632-0.00045258i,0.00027957-0.00073911i,-0.00031106-0.00081955i,0.00053543-0.00045308i,0.0012426+0.00014367i,0.00067754+0.00019245i,0.0004691+3.7273e-05i,0.00056836+0.00018047i,0.00058912-0.00058322i,0.00049862-0.0015639i,0.0003627-0.0006926i
-3.5956e-05-0.0010476i,0.00098816-0.0015655i,0.00090176-0.0011649i,0.00019143-0.00066416i,-0.00099501-0.00069926i,-0.0010338-0.0007564i,-0.0005696-0.00027325i,-0.00082461+8.9301e-05i,-0.0014731+0.00066648i,-0.0014368+0.00045826i,-0.00068364-8.3689e-05i,-0.0002215-0.00022976i,-0.00019642-0.00068642i,-0.00077927-0.00040342i,-0.00074491-0.00018683i,-0.00050618-0.00012967i,-0.00085096-0.00019456i,-0.00089406-0.00099585i,-0.00014099-0.0011842i,0.00035224-0.00031669i,5.7402e-06-0.00019786i,-0.00052017-0.0010967i,-0.00021483-0.0012156i
-0.0016178+0.001236i,6.2463e-05+0.00074073i,0.0022434-0.0005043i,0.0024375-0.0024526i,0.0012014-0.0032987i,0.00062335-0.0022817i,0.00064275-0.0010534i,0.00050476+0.00018454i,-5.388e-05+0.0014467i,-0.00068565+0.0016155i,-0.00068859+0.00077684i,-3.9763e-05+0.00052448i,-2.3391e-05+0.00015246i,-0.00012002-0.00054684i,-0.0002047-0.0007871i,-0.00030783-0.00035551i,-0.00020254+0.00013513i,-0.00068012-8.2488e-05i,-0.00065845+0.0003002i,-0.00030928+0.000384i,-0.00024974-0.00023891i,-0.00074608-0.0005276i,-0.0012259-2.5688e-05i
0.00077838-0.0016134i,0.0019882-0.0021998i,0.0028358-0.0016369i,0.0022415+0.00018925i,0.00076548+0.001503i,-0.00020297+0.0018915i,-0.00074997+0.0010751i,-0.0013374+0.00030449i,-0.001369+0.00043963i,-0.00021942-7.8901e-05i,-0.00015647-0.0010351i,-0.00069554-0.00077892i,-0.00093063-7.1765e-06i,-0.00046565+0.00045135i,7.7542e-05+0.00044778i,-0.00028004+0.00030064i,-0.00030186+0.00054414i,2.1284e-05+0.00040153i,0.00085042+0.0004083i,0.00079981+0.00043897i,8.3704e-05-0.00045167i,-0.00029609-0.00022515i,-0.00029014+0.00050085i
-0.00058771-0.0013631i,0.00038965-0.0024988i,0.0011495-0.0026659i,0.00066823-0.0029233i,-4.9634e-05-0.0026063i,0.00015648-0.0019137i,-0.00012563-0.00077754i,-0.0013035+0.00010005i,-0.0011495+0.00041121i,-0.00086295+0.00024705i,-0.00035805-9.4528e-05i,0.00023785-7.0085e-05i,-0.00021872-0.00082169i,-0.00051723-0.0013139i,1.0269e-05-0.00032685i,-0.00032443-0.00010231i,-0.00015009-0.0011632i,0.00051309-0.00054854i,0.00011034+0.00075575i,0.00025271+0.00073426i,0.0012125+0.0005816i,0.0015169+0.00030965i,0.0010718-5.7031e-05i
-0.00081404-0.0009822i,-0.00065424-0.001084i,0.00013289-0.00043944i,0.0025628+0.00040492i,0.0033133+0.0013943i,0.0023482+0.0020938i,0.0016014+0.0011044i,-5.2041e-06-2.2955e-05i,-0.0017785+0.00054189i,-0.0015035+0.0011436i,-9.164e-05+0.00081684i,0.00029436+0.0012517i,-0.00022806+0.00068253i,-0.00015012-0.00053708i,0.00080913-0.00037687i,0.00035693-0.0003037i,-0.00017165-0.00055485i,0.00028156-0.0003236i,0.00017274+3.2873e-05i,0.00029058-0.00017179i,0.0004383-0.00056136i,-0.00049768-0.00064165i,-0.00095717+0.00050822i
-0.0005527-0.0011789i,-7.5302e-05-0.0018448i,-0.00044235-0.0031247i,-0.0014344-0.0039882i,-0.0020594-0.0027979i,-0.0014431-0.00094041i,-0.00029073-0.00042237i,-0.00032252+0.0002189i,-0.0011113+0.00098033i,-0.00068635+0.00068521i,0.00025003+0.00016178i,-4.8223e-05+0.00049186i,-0.00062226+0.00012564i,-0.00050542-0.00056539i,-0.00011583-0.00093602i,-0.00029131-0.0011003i,-0.00070724-0.00068383i,-0.00046909-0.00085043i,9.2645e-05-0.0003853i,0.0003109+0.00027252i,4.0214e-05-0.00023251i,0.00023317-0.00027319i,0.00035858+0.00057195i
-0.00050453-0.00093753i,0.0007331-0.00092046i,0.0026908-0.0012075i,0.0034978-0.0017819i,0.0034892-0.0014432i,0.0026184+0.00016117i,0.0014208+0.00062267i,-1.439e-05+0.00010668i,-0.0010024+0.00092785i,-0.00036959+0.0015511i,0.00025187+0.00043811i,0.00026104-0.00044125i,-0.00026738-0.0005909i,-0.00052888-0.00068847i,0.00026864-0.00025372i,0.00092504+8.97e-05i,0.00049629-0.00026979i,0.00053504-0.000436i,0.00020013-0.00010374i,-0.00020673+7.193e-05i,0.00024974-0.00015161i,0.00049334-0.00062669i,-5.6247e-05-0.00046645i
0.0017728-0.0014342i,0.0018237-0.0019481i,0.0013978-0.003363i,0.00067859-0.0028111i,0.00028162-0.00027796i,-0.00031697+0.001016i,-0.00063278+0.00033386i,-0.00048058-0.00084668i,-0.0003132-0.0010469i,-0.0004524-0.0009122i,-0.00033429-0.00053218i,-3.3674e-05+0.00017146i,3.3463e-05+0.00027945i,-0.00053408+1.1751e-05i,-0.00048819-0.00074808i,-0.00037491-0.0011397i,-0.00019463-0.00077903i,-0.00028244+0.00014889i,1.5982e-05+0.00084248i,0.00081051+0.00070679i,0.0006244+0.0003484i,0.0005133+6.0282e-06i,0.00024439+6.953e-05i
-2.3797e-05+3.7122e-05i,0.00099865-0.0012058i,0.0030583-0.0022886i,0.004647-0.0029846i,0.0028823-0.0035398i,0.00087052-0.0030759i,3.4118e-05-0.0013749i,-0.0011785-0.00010574i,-0.0014004+0.00087231i,-0.00073849+0.00089084i,2.8046e-05+0.0010388i,0.0011885+0.00030159i,0.0011893-0.00071858i,0.00017848-0.00066608i,-0.00013374-0.00017844i,6.9848e-05+0.00027125i,-0.00036224-0.000188i,-0.00061875-0.00034016i,0.00017555-0.0003973i,0.00058088-0.00057905i,-4.8499e-05-0.00033955i,-0.00041069-0.00033992i,-0.00014364-0.00067925i
0.00066406-0.00089715i,0.0018913-0.0018125i,0.0029477-0.0024045i,0.0024498-0.0016984i,0.0013933+0.00035119i,0.00029134+0.0017894i,-0.00048083+0.00053481i,-0.0012102+4.2285e-05i,-0.0023437+0.0010078i,-0.0013784+0.00089465i,0.0007481+0.00067865i,0.001374+0.00072596i,0.0012121+0.00035231i,0.00045887-0.00048418i,-1.4804e-05-0.00048166i,0.00019969-0.00079929i,0.00018187-0.0013116i,9.3539e-05-0.001247i,0.00029356-0.00092215i,0.00034849-0.00030786i,-0.00010824-1.5414e-05i,-1.3724e-05-2.285e-05i,0.00045226-2.9376e-05i
0.00025556+0.0020217i,0.0021158-0.00021058i,0.0041365-0.0034213i,0.0047858-0.0049804i,0.0029941-0.0045398i,0.00052755-0.0023063i,-0.00051071-0.00021914i,-0.0010579+0.00035354i,-0.0010023+0.00067859i,-0.0010717+0.001093i,-0.00067492+0.00064155i,0.00010522-0.001497i,0.00025351-0.0024414i,0.00065973-0.0017605i,0.0011513-0.0015016i,0.0013816-0.0018075i,0.0010202-0.0018681i,0.00035733-0.0011857i,-0.00015263-0.00094549i,-3.4712e-05-0.00092782i,0.00013345-0.00081253i,6.6957e-05-0.0014834i,0.00024424-0.0012186i
0.0011599-0.00032467i,0.0029091-0.001132i,0.0037967-0.0014077i,0.0022102-0.0016633i,0.00094059+0.00013113i,0.0015273+0.0016649i,0.0014801+0.0011862i,0.0002744+0.0010469i,-0.00047939+0.0018857i,-0.00093547+0.0022914i,-0.0006245+0.0011587i,-0.00044193-0.00027794i,-0.00072359-0.00089989i,-0.00011678-0.00013447i,0.00019992+0.00080963i,-0.00045401+0.00072158i,-0.00061331+0.00043866i,9.163e-05+0.00085835i,0.00034085+0.0012919i,0.0002043+0.000764i,-0.00044549+0.00019411i,-0.00086484+0.00034447i,-0.00040918+0.00039815i
0.00060085-0.0006083i,0.0012781-0.0013319i,0.00095421-0.0019133i,0.00081466-0.0025595i,0.00091267-0.0019176i,0.00086089+0.00020762i,-3.094e-05+0.00075469i,-0.000412+0.00044519i,-0.00014264+0.0011043i,-0.00017959+0.0012799i,0.00027515+0.0010536i,-0.00020685+0.00077698i,-0.00061651+0.00011693i,-0.00024393-0.00082217i,0.00078249-0.0016653i,0.0012418-0.00083595i,0.00050284+0.00097535i,-0.00064157+0.0013823i,-0.00063708+0.0009283i,0.00060738+4.6566e-05i,0.0013401-0.00016456i,0.00055491+0.00016631i,-7.9991e-05-0.00010177i
0.00089046+0.00082364i,0.0030309-0.00011096i,0.0045725-0.0017518i,0.0038075-0.0029076i,0.0019025-0.00158i,0.00080768+8.7721e-05i,0.00013607-0.00059495i,-0.00046034-0.001751i,-0.00016447-0.0018044i,0.00029341-0.00056531i,0.0005684-8.1099e-05i,0.0004406-0.00047834i,0.00017232+0.0003677i,-0.0003854+0.001212i,-0.0001225+0.00086737i,0.00039032+3.0694e-06i,-0.00019655+0.00016101i,-1.9982e-05+0.00078514i,0.00081995+0.0003302i,0.00047989+0.00054132i,0.00037098+0.00075397i,0.00067793-8.5047e-05i,9.8339e-05-0.00027824i
-0.00157+0.00066039i,-5.8244e-05+1.8986e-05i,0.00055047-0.00041131i,0.0011745-0.0018958i,0.0019604-0.0014736i,0.001961-0.00059129i,0.0014696-0.00091106i,-0.0001776-0.0011296i,-0.0014588-0.00087979i,-0.0012306+6.094e-05i,3.7878e-06+0.00017022i,0.0011801-0.00038533i,0.0008656-0.00038953i,0.00067212+0.00017733i,0.00040333+0.00049575i,-6.5369e-05+0.00037983i,-0.00012935-4.6136e-05i,0.00023416-7.6921e-05i,0.00063859+0.00017234i,0.0003911-0.00047158i,1.709e-05-0.0010889i,-0.00026048-0.00093655i,-8.8358e-05-0.00060707i
0.00016583-0.00095089i,0.00064474-0.0009524i,0.0022213-0.00087993i,0.0028966-0.0017309i,0.0012935-0.0011138i,-0.00039025+0.00071689i,-0.00060111+0.00048227i,-0.0011022-4.6923e-05i,-0.0012561+0.00091563i,-0.00078671+0.0014616i,-0.0006385+0.0005081i,0.00016716-0.00089952i,0.00072652-0.00077015i,0.00038303+0.00039399i,0.00091946+0.0010265i,0.0010899+0.0010354i,0.00045678+0.0013294i,0.0004601+0.0016701i,0.00069456+0.00056093i,0.001049+8.2192e-05i,0.00084751+0.00025257i,0.00095199+0.00012512i,0.0013325-5.4964e-05i
-0.00081208-0.00070425i,0.00024512-0.0013373i,0.00085119-0.0021294i,-4.8209e-05-0.0017873i,-0.00056251-1.9793e-05i,0.00029299+0.0003118i,0.00071218-0.00047161i,0.00070423+0.00080043i,-0.00021195+0.0014915i,-0.00086895+0.0014575i,-0.00022766+0.00097956i,-0.00014644-0.00064661i,-0.00074092-0.00097408i,-0.00038332-0.00086686i,0.00075208-0.00097266i,0.001021-0.00078718i,0.00030532-0.00038019i,-0.00027887-0.00026322i,0.00025824-0.00090062i,0.00029636-0.0012534i,-0.00014779-0.00063117i,-0.0002265-0.00064287i,2.4482e-06-0.00036807i
-0.0011306-0.0002191i,0.00054835+0.00014662i,0.0029058+0.00075018i,0.0036882+0.0009435i,0.0035681+0.00059966i,0.0026353+0.00065943i,0.00074438+0.00036984i,0.00015473+0.00057317i,-0.00068355+0.0017379i,-0.00073946+0.0015621i,0.00015004+0.00048388i,-0.00010369+0.00037387i,0.00030353-0.00017329i,0.00010201-0.0009573i,-0.00078814-0.0011788i,-0.00024748-0.0004462i,-3.8666e-05-0.00024974i,0.00015629-0.00073609i,-2.5994e-05-0.00015078i,-0.00010924+8.537e-05i,0.00065159+0.00011688i,4.7809e-05+7.3983e-05i,-0.00022217+8.2635e-05i
0.0019083-6.7392e-05i,0.0026303-0.0020176i,0.0028681-0.0046275i,0.001571-0.0048192i,-0.00052355-0.0017105i,-0.0017604+0.00013865i,-0.001064-8.4024e-05i,-0.00080145-0.00054424i,-0.0010362-0.00038317i,-0.00077995-0.00011395i,-0.00048311+0.00012772i,-0.00036389+0.00048435i,-0.0008627+0.0005942i,-0.001602+0.00039787i,-0.0013644-0.00043356i,-0.00059655-0.00076844i,-0.0006527-0.00059741i,-0.00031752-0.00038476i,0.00080379+0.00031435i,0.0015632+0.00038422i,0.00069264-0.00015759i,-0.00053922-0.00052696i,-0.00050458-0.00073022i
0.0006697+0.00059136i,0.0021327-0.0011478i,0.0030268-0.0027846i,0.0028772-0.0033052i,0.0019345-0.0024245i,0.00083496-0.00094341i,0.0010731-6.1827e-05i,0.00038076-0.0010711i,-0.0011374-0.0016455i,-0.0016175-5.8241e-05i,-0.0013403+0.00086237i,-0.00068673-0.00057329i,-0.00016756-0.0019913i,-0.000454-0.0018444i,-4.5263e-06-0.0011735i,0.00050313-0.00094527i,0.00020223-0.00049269i,0.00032442+9.4916e-05i,0.0002664+0.00022535i,0.00026093+0.00038977i,-0.00020856+0.0002417i,-0.00084573-0.00015822i,-0.0012358-0.00025958i
0.00036162-0.00080118i,0.0011358-0.0019555i,0.00068144-0.0034558i,-0.00016916-0.0025255i,-0.0009061-0.00021386i,-0.00030845+0.0015999i,0.00052614+0.0019545i,-0.00081512+0.0011706i,-0.0023354+0.0011904i,-0.0017878+0.0013627i,-0.00072726-0.00015976i,0.00030277-0.00086489i,0.00019436-0.00031727i,0.00024965-0.00018277i,0.00051931-0.0001876i,-0.00029226+0.00017793i,-0.00071274+0.00031697i,-3.5464e-05+9.2648e-05i,0.00032337-0.00040508i,-2.3545e-05-0.00018087i,-0.00094122+0.00028029i,-0.00051847+0.00035666i,0.00082048-0.00028339i
0.00045816-8.7831e-05i,0.00047154-0.00089061i,0.0010651-0.0017964i,0.001242-0.0022192i,0.0014619-0.0013176i,0.0013787-4.8204e-05i,0.00040758-0.00028846i,-0.0012039-0.00019964i,-0.002492+0.0011814i,-0.0014387+0.0012192i,0.00052518+0.00052415i,0.00063453-0.00016167i,-0.00027053-0.00064384i,-0.00056096-0.0002537i,0.0001139+0.00027347i,0.00031439-9.5267e-05i,-0.00019033-0.00088875i,-5.6947e-05-0.00087669i,-0.000235-0.00082264i,8.7919e-05-0.00068913i,0.00055754+0.00021026i,0.00033692+0.00035701i,-0.00022981-0.00024875i
0.001055-0.00090801i,0.0022963-0.0017897i,0.0032955-0.0020921i,0.0032123-0.0013781i,0.0025257-5.8502e-05i,0.0017238+0.0011918i,0.0010752+0.00089711i,0.00082841-0.00018549i,0.00088569-5.2674e-05i,0.0003392+2.5296e-05i,5.6925e-05-7.1797e-05i,-0.00039782+0.00031581i,-0.00073552-0.00048695i,-0.00023352-0.00072617i,1.4592e-05+0.0002485i,-0.00077865+0.00011307i,-0.0011026-0.00012379i,-0.00022519+0.00041194i,3.9323e-05+0.00037959i,3.5863e-05+0.00043977i,-0.00025607+0.00078478i,-0.00075445+0.00047433i,-0.001007+0.00030011i
-0.00036077-0.0013262i,0.0013142-0.0022895i,0.0025332-0.002928i,0.0021496-0.0040477i,0.00038914-0.0039514i,-0.00096817-0.0019665i,-3.804e-05-0.0012303i,0.00034148-0.0013412i,-0.0010877-0.00034165i,-0.0019684-0.0001757i,-0.001457-0.00057787i,-0.00054915+3.9347e-05i,-5.952e-05+0.00015884i,0.00034512-7.6434e-05i,0.00030125-0.0006117i,-0.00027946-0.0018197i,-0.00075156-0.0018614i,-0.00026216-0.00039281i,0.00056298+0.00055116i,2.4972e-05+0.00033229i,-0.00064741-0.00049709i,2.019e-05-0.00062674i,0.00013992-0.0001722i
0.0016187+0.00016723i,0.0026272-0.00069373i,0.0022771-0.0012114i,0.0014223-0.00081571i,0.001531-0.00028228i,0.0013275+0.00063009i,0.0002118+0.000121i,-0.0012085-0.0011479i,-0.002325-0.0012007i,-0.0019107-0.00031486i,-0.0013519+0.00037692i,-0.00032933+0.0003535i,0.00025384-1.8979e-05i,0.00074063+0.00033279i,0.0005844+0.00028313i,3.5969e-05+0.00035825i,-0.00033268+0.0007892i,-0.00072971+0.00056432i,-0.00076118-5.569e-05i,-0.00041155-0.00034001i,5.7836e-05-0.00031078i,0.00033903-0.00058105i,4.3595e-05-0.00077405i
0.0016083-0.00052547i,0.0022143-0.0011712i,0.0029359-0.0027126i,0.001051-0.0034537i,-0.0012115-0.0020301i,-0.0013379-0.00023803i,-0.0010732+0.00034737i,-0.0014595-9.7698e-05i,-0.001682+0.00066731i,-0.00068897+0.0011235i,-2.0795e-05+0.00023134i,0.00057942-2.2835e-05i,0.00099036-0.00043842i,0.00098456-0.0002049i,-8.0411e-05+0.00056157i,-0.00050059+0.00011943i,0.00040315-0.00076506i,0.00044005-0.0011482i,4.9529e-05+0.00020471i,-0.00015877+0.0010877i,-0.00028577-0.00045623i,-2.7675e-05-0.00088281i,-0.00015077-0.000351i
-0.0004545+0.0010762i,0.00097926+0.0015346i,0.0026426+0.001765i,0.0026756+0.001957i,0.0031219+0.0011936i,0.0026571+8.2903e-07i,0.0017029+1.3419e-05i,0.00090552+0.00021717i,-0.00026748+0.00051354i,0.00025743+0.00084576i,0.0012584+0.00015226i,0.0011889-0.00052747i,0.00045536-0.00076737i,-0.000327-0.00069156i,0.00017992+0.00020723i,0.00080437+0.00023779i,0.0002374-0.00030508i,-0.00032363+0.00014145i,0.00033668-5.7075e-05i,0.0020001-0.00017055i,0.001989+0.00069245i,0.00052793+0.00052477i,-0.00037521+0.00026965i
0.00054257-0.0008481i,0.0017751-0.0016102i,0.0029909-0.0042871i,0.0028865-0.0056029i,0.0010523-0.00396i,-0.00039011-0.00071726i,-0.00049492+0.0011641i,-0.00035046+0.00094635i,-0.00077076+0.00071607i,-0.00086561+0.0005052i,-0.00075069-0.00025474i,-0.00075646-0.00040843i,-0.00031122-0.00029227i,0.00030328-0.00038176i,0.00028655-0.00055695i,-0.00038059-0.0010116i,-0.00037436-0.0012764i,-0.00015405-0.00081822i,-0.0002039-0.00068515i,-0.00063897-0.00065778i,-0.0010458+1.9333e-05i,-0.00087585+0.00053297i,-0.00016046+0.00049176i
-0.0002981-0.00016662i,0.00062192-0.00059406i,0.00053821-0.00086611i,0.00080496-0.00013638i,0.0011682+0.0013375i,0.00084457+0.0017221i,0.00026325+0.00082343i,-0.00056062+0.00041903i,-0.0012356+0.0006545i,-0.0012035+0.00092999i,-0.00068054+0.00054259i,8.3331e-05+0.00030659i,0.00017702+0.00059928i,1.0274e-07+0.00021735i,-0.00035085-0.00011091i,-0.00087821+0.00020317i,-0.00029132-8.5699e-05i,0.00040169-0.00015372i,-0.00031024+0.00067576i,-0.00044275+0.00069905i,6.7302e-05-0.00055952i,-1.2809e-05-0.00098981i,-0.00048894-0.00050256i
8.532e-05+0.00044246i,0.0030932-0.0012284i,0.0043449-0.0038099i,0.0030205-0.0043565i,0.0013208-0.0024366i,0.00055631+0.00078747i,1.8356e-05+0.0011836i,-0.00015054-0.00021836i,-0.00089748-3.867e-05i,-0.0011922+0.00089275i,-0.00060016+0.0011515i,-0.00041855+0.00074622i,-0.00050709+0.00047141i,-0.00043706+0.00079928i,-0.0004074+0.0010775i,-0.00050468+0.00065671i,-0.00035217+0.00089538i,-0.0006882+0.0010024i,-0.00048758+0.00070705i,0.00030173+0.0010945i,6.3633e-05+0.00092097i,-0.00059061+0.00039106i,-0.00051231-0.00012733i
-0.0026408-0.00085904i,-0.00065044+0.00010472i,0.00029977+0.00070318i,0.001521+0.0012096i,0.0022369+0.0020174i,0.0013899+0.00059693i,0.00050833-0.00085411i,-0.00090237-0.00051656i,-0.0018642+0.00053946i,-0.0015638+0.0014675i,-0.00038853+0.0013062i,0.00074317+0.0005421i,0.00037923-0.00015635i,-0.00031413-0.00017679i,-0.00071309-0.00084946i,-0.00015688-0.0010038i,0.00057461-0.00050838i,0.00054441-0.00033898i,0.00098086+0.00010985i,0.00075314+0.00015769i,0.00037037-5.5054e-05i,0.00039631+4.3102e-05i,0.00019336+0.00016352i
0.0013722+0.00039823i,0.0019366-0.0015686i,0.0031721-0.0030216i,0.0027138-0.0037691i,0.00080928-0.0026111i,2.709e-05-0.00035708i,-0.00048821+0.00059415i,-0.00084076+0.00028812i,-0.0010665+0.00049044i,-0.00086595+0.0010165i,0.00010122+6.3345e-05i,0.00066652-2.4239e-05i,0.00063958+0.0006815i,5.6735e-06+0.00014042i,-0.00036393-0.00048967i,-6.0821e-05-2.1655e-05i,0.00011881+0.00041052i,-0.00046924+0.00076375i,0.0002536+0.00050069i,0.00078477+0.00037536i,-0.00013242+0.0005016i,-0.00035139-0.00037916i,-7.7286e-05+2.6995e-05i
-0.0011538-9.3192e-05i,0.00057027-0.00025744i,0.0021687-0.0011834i,0.0034773-0.0021061i,0.0023038-0.0025544i,-0.00053632-0.0016784i,-0.00022014-5.4498e-05i,0.00055249+0.00095327i,-0.00029787+0.00043082i,0.00027565+0.00036281i,0.0010359+0.00019122i,0.00063761-0.00098935i,0.00019638-0.0012989i,-0.00031537-0.00020038i,-0.0002253-1.9325e-05i,0.0009443-0.00065867i,0.00090021-0.00063824i,0.00032121-0.00060203i,-9.9197e-05-0.00021283i,-0.00053078-0.00023062i,-0.00014183-0.00046731i,0.00032775-0.00019169i,0.00058674-0.00013294i
0.0023235-0.0022639i,0.0030683-0.002073i,0.00211-0.002339i,0.0014281-0.0026125i,0.0015309-0.0022472i,0.0019164-0.00071512i,0.0013742-0.00032205i,3.5536e-05-0.00050668i,-0.0014294+0.00052103i,-0.0024628-6.8919e-05i,-0.0015893-0.0013114i,-0.00062869-0.00081432i,-0.0010837+1.7365e-05i,-0.0012741-0.00014072i,-0.00061807-0.0007211i,-0.00088592-0.0002463i,-0.0013241+1.6082e-06i,-0.0011411-5.16e-05i,-0.00083663-2.3201e-05i,-0.0002064-0.00022575i,0.00040446-0.00010389i,-0.00012411-0.00021863i,-0.00028901-0.00023008i
-0.00029685-0.00020076i,0.00071769-0.002368i,0.0015475-0.003372i,0.0024047-0.0025516i,0.0022449-0.00039891i,0.0012143+0.00090864i,0.00013993-3.4252e-05i,-0.0013215-0.00143i,-0.0025469-0.0011526i,-0.0023223+3.108e-05i,-0.0012772+0.00024197i,-0.0010491+0.00053767i,-0.0012438+0.00062107i,-0.00015193+6.5231e-05i,0.00028063+0.00047369i,-0.00060379+0.00016298i,-0.0005035-0.00080495i,-0.00048695-0.00032498i,-0.00060837+0.00040638i,-0.00057521+0.00039934i,-0.00040491-0.00018351i,0.00015146-0.00053303i,0.00085373-0.0003759i
0.00036077+0.00018765i,0.00058623-0.00063235i,0.0019416-0.0018738i,0.00083079-0.0023007i,-0.0017501-0.0017046i,-0.0025786-0.00095401i,-0.0017155-0.00035155i,-0.0011449+0.0002593i,-0.001509+0.00080454i,-0.0010605+0.0011768i,-1.1419e-05+0.00053203i,0.00017488-0.00050806i,0.00035764-0.00046692i,0.00087287-1.6485e-05i,0.0013871-0.00036165i,0.001618-0.00063325i,0.00088893+0.00062751i,0.00053936+0.0016657i,0.00083679+0.00071314i,0.00028524-0.00046513i,-0.00094947-0.00052778i,-0.0016068-0.0002777i,-0.0014372+7.7128e-05i
0.0020984+0.00029318i,0.0018807-0.00095555i,0.0022317-0.0030784i,0.002526-0.0040564i,0.0018564-0.0022689i,0.0011866+0.00029115i,0.0010049+0.00058618i,-0.00030529+0.0012823i,-0.00091199+0.002064i,-0.00038377+0.0019951i,-0.00015622+0.0014927i,0.00058344+0.00048782i,0.00097283-0.00018527i,0.00020701-0.00026183i,-0.0004869-5.7575e-05i,-0.00059629-0.00013031i,-0.0010604-0.00066548i,-0.00087638-0.00049566i,-0.00024793+1.2856e-07i,-0.0004035+0.00015308i,-0.00043675+0.00023457i,-0.0004363+0.00029446i,-0.00049089+0.00024804i
0.0020437-0.0010222i,0.0022399-0.0016804i,0.0022285-0.0026758i,0.0011177-0.0028128i,-0.0012895-0.00085549i,-0.0023597+0.0013285i,-0.00089809+0.0013478i,0.00042586-0.00048851i,0.00088497-0.0015066i,0.0010482-0.00077706i,0.00054962+0.00019223i,-5.4613e-05+5.6968e-05i,-0.00084467-0.0012606i,-0.0011174-0.0013762i,-0.00032829-0.0001284i,0.00067321+0.00082364i,0.0012331+0.0011017i,0.001065+0.00078543i,0.00043077+0.0001874i,0.00078548-0.00067253i,0.00068111-0.0012553i,6.186e-05-0.00094276i,2.3364e-05-0.00031169i
