-0.0017925+0.00094392i,-0.00083319-0.00021638i,-0.0017631-0.00038621i,-0.0016866+0.00096428i,-0.00093188+0.0025884i,2.0184e-05+0.0028873i,0.00058583+0.0017632i,0.00096263+0.00063459i,0.001132-0.00044701i,0.00098056-0.0002674i,0.0011889-0.00022295i,0.0011023-0.00094122i,0.00067631-0.00010481i,8.7495e-05+0.00062495i,-3.2818e-05+0.00036455i,-0.00021357+0.00027878i,-9.8747e-05+0.00034081i,9.1739e-05+0.0001817i,0.00041428-0.00015497i,0.00058888-0.00052606i,-0.00015821-0.00097815i,-0.00052763-0.00099925i,-7.1727e-05-0.00025329i
0.00026999+0.0035975i,-0.0011965+0.0061159i,-0.0024729+0.0054721i,-0.0018949+0.0032739i,-0.00087507+0.0021995i,-0.0022534+0.0018625i,-0.0036784+0.0010422i,-0.0028641+0.00045555i,0.00043474+0.00018128i,0.0034063-0.00039695i,0.0036981+0.00030515i,0.002085+0.0025292i,0.00015648+0.0046356i,-0.0011703+0.0043853i,-0.0011439+0.0020912i,0.00028754+0.00014488i,0.0016715+0.00050879i,0.0016654+0.00089258i,0.0011495+0.00053663i,0.00094173+0.00015198i,0.0014942-0.00060784i,0.00072991-0.00080954i,-0.00087895-1.5282e-06i
-0.002694+0.0024797i,-0.0027394+0.0023242i,-0.00065116+0.0012593i,-5.7883e-05+0.00069534i,-0.0007486-0.0013501i,-0.00074113-0.0022824i,-0.00096234-0.00050607i,-0.0014173+0.0012797i,-0.00083102+0.0023136i,-0.00013282+0.00227i,-0.0012163+0.0019317i,-0.0029301+0.001294i,-0.003427+0.00015379i,-0.0035401-0.001267i,-0.0030006-0.0015262i,-0.0014359-0.00024795i,-0.0009138+0.00088607i,-0.0013438+0.0013616i,-0.00097525+0.00069764i,-2.2708e-05+0.00046473i,-0.00016061+0.00062149i,-9.5904e-05+1.7009e-05i,0.00054069-0.0004192i
-0.001122-0.00022726i,-0.0018473-0.0021127i,-0.0029058-0.0028199i,-0.0029227-0.0022841i,-0.0014788-0.0026956i,-0.00039078-0.0031185i,-0.0011415-0.0013288i,-0.0012665+0.00040928i,-0.0011027+0.00012666i,-0.0018908-0.0013838i,-0.0022217-0.003102i,-0.00088263-0.0046639i,0.0012483-0.004995i,0.0025927-0.0034303i,0.0026389-0.0016947i,0.0013158-0.0012591i,-0.00034726-0.0015296i,-0.00044087-0.0013309i,-0.00045822-0.0012319i,-0.0017711-0.00053407i,-0.001729+0.00020094i,-0.001332-5.0905e-05i,-0.00076422-0.0002654i
0.00071456+0.0035486i,0.0027785+0.0040406i,0.0037147+0.0018275i,0.0016996-0.00066317i,-0.00020632-0.00053983i,-0.00081363+0.0006527i,-0.00029479+0.00056795i,0.00047851+0.00021473i,0.0018303+0.00027386i,0.0032256-0.00053291i,0.0044282-0.0012942i,0.0047778-0.0012411i,0.0041595+0.0003627i,0.0036774+0.0020033i,0.0024405+0.0012581i,0.0008065-0.00025899i,0.00042731-0.0011502i,0.00061614-0.0019347i,0.00050888-0.0021841i,0.00079539-0.0013035i,0.00078815+9.7587e-05i,0.0002299+0.00096893i,3.1016e-05+0.0011534i
0.00056607-3.6984e-05i,-0.00018371+0.0014562i,0.00085824+0.002588i,0.0021798+0.0024583i,0.001762+0.001369i,-0.00027108+0.00052108i,-0.0032116+0.00093958i,-0.0030765+0.0014544i,-0.00073733+0.0014541i,0.000276+0.001763i,0.00044206+0.0028381i,-6.5216e-05+0.0043886i,-0.0016388+0.004534i,-0.002991+0.0026117i,-0.0025646+0.00096387i,-0.00097284+0.0005459i,0.00061173+0.000499i,0.00060241+0.00087074i,-0.00054085+0.0011789i,-0.00069323+0.00047313i,0.0009967+4.0228e-06i,0.0015125+0.00068591i,0.0013321+0.0013778i
0.0032159+0.0070071i,0.0031994+0.0070786i,0.00059506+0.0050333i,-7.4131e-05+0.0025529i,0.0012659+0.0014112i,-0.00041434+0.00030274i,-0.0023948+0.00020176i,-0.0018433+0.00050932i,-0.0016572+0.00010575i,-0.0031825-7.288e-05i,-0.0046878-0.0010213i,-0.0047958-0.0024516i,-0.0037159-0.0032311i,-0.0023993-0.0030477i,-0.0014723-0.0021807i,-0.0013542-0.00031677i,-0.00060702+0.0015901i,-0.0003197+0.0017293i,-0.00076585+0.00054233i,-0.00019296-6.9222e-05i,-0.0001817-0.00048126i,-0.00022485-0.0011608i,0.00032152-0.00078469i
-0.0046593+0.0022013i,-0.0066317+0.0018566i,-0.0039684+0.0004162i,-0.0012957-0.0016967i,-0.00063711-0.0017245i,-0.000324-0.00019332i,0.00026731+0.001073i,0.0017403+0.0020377i,0.0029967+0.00090036i,0.0030409-0.001088i,0.0035138-0.0031558i,0.0039452-0.0040972i,0.0044568-0.0038929i,0.0048985-0.0028303i,0.0034966-0.0015195i,0.00072238-0.0015883i,-0.00074968-0.0017099i,-0.00076663-0.0016867i,-0.00060468-0.001447i,-0.00021167-0.00085563i,-0.0004394-0.00055136i,-0.00068465-0.00014767i,-0.00048114+0.00015655i
0.0016545+0.0014375i,0.002999+9.63e-05i,0.0014511-0.00099804i,0.00042518-0.0021792i,0.001037-0.0031492i,9.2686e-05-0.003815i,-0.0012665-0.0029961i,-0.00076663-0.0011276i,0.0018552+0.00050239i,0.0040842+0.0018581i,0.0044067+0.0031215i,0.0037364+0.0037129i,0.0029737+0.0029608i,0.0011774+0.0026789i,7.9924e-05+0.001654i,-0.00045203-0.00031355i,-0.00072412-0.00096618i,-0.00043744-0.00079257i,-0.00024584-0.00084561i,-0.00052641-0.00058232i,-0.00095339-0.00012019i,-0.00068067+3.9408e-05i,8.9991e-05+0.00068259i
-0.0037948+0.0043499i,-0.0027007+0.0029588i,-0.00072687-0.00057033i,-0.00054462-0.00084013i,-0.0011388+0.0014613i,-0.0013958+0.0013013i,-0.0020353+0.00038968i,-0.0025373+3.1846e-06i,-0.0033597-0.00090735i,-0.0035242-0.00062832i,-0.0037673+0.00089174i,-0.0041147+0.001943i,-0.004199+0.001781i,-0.0035311+0.00017962i,-0.0019404-0.00011808i,-0.00094679+0.00091732i,-0.00090646+0.0017398i,-0.0012737+0.0022135i,-0.00077286+0.0017033i,-6.0265e-06+0.0010077i,0.00051932+0.00078348i,0.00030788+0.00016226i,0.00016318+9.338e-05i
-0.00024801+0.0013307i,0.0010783+0.0043283i,0.0046688+0.0061774i,0.0050969+0.0034197i,0.003714-0.00040142i,0.0013704-0.0018698i,-0.00072184-0.00054667i,-0.0011011+0.0014867i,-0.00049277+0.0016691i,-0.00071542-0.0012966i,-0.0012495-0.0036772i,-0.0010317-0.0039166i,-0.00061659-0.004298i,-0.00082934-0.0039356i,-0.0012311-0.0025738i,-0.00087276-0.001185i,-0.00082577-0.00050253i,-0.00067759-0.00011139i,-0.0010889+0.00015491i,-0.0016745+0.00014008i,-0.0012103-0.0001622i,-0.00052222-0.00024544i,0.00022139-6.7395e-05i
0.0023261+0.0073056i,0.0016577+0.0056627i,0.0013263+0.0041615i,0.001748+0.0013726i,0.00049131-0.00075681i,-0.0016172+0.00013847i,-0.0021133+0.0017077i,-0.00104+0.002466i,0.00090546+0.0032013i,0.0041099+0.0034733i,0.0071865+0.00096895i,0.0068987-0.0016137i,0.0031622-0.0017201i,0.00090989-0.001289i,0.00071537-0.0017408i,-0.00029076-0.002689i,-0.00087999-0.0029939i,-0.00078234-0.002208i,-0.00093171-0.0021518i,-0.0011059-0.0021622i,-0.00043821-0.0014103i,0.00067715-0.00061799i,0.00058847-0.00021833i
-0.0064939+0.0035536i,-0.0047924+0.0049416i,-0.00098565+0.0038524i,0.00054141+0.00046377i,0.0016691-0.0025015i,0.0018782-0.0053982i,0.0014447-0.0061085i,0.0011213-0.0028916i,0.00053157-0.00052613i,-0.00086454+4.912e-05i,-0.0024327+0.002276i,-0.0020869+0.0036114i,-0.0011633+0.0023331i,-0.00077471+0.00097676i,-0.00067958+0.00056178i,-0.00050798+0.00015769i,0.00078152-0.00025468i,0.00096281-0.00047995i,-0.00036714-0.00021674i,-0.00049502+0.00037863i,0.00042163+0.00019205i,0.00086209+0.00027247i,0.00039302+0.00070856i
0.0057472+0.007402i,0.0068232+0.0071502i,0.0082843+0.0042044i,0.0061297+0.00014224i,0.0011758-0.0020416i,-0.0047645-0.0013503i,-0.0067483+0.0019948i,-0.0050148+0.0026457i,-0.0018569+0.0010776i,-0.0010719-0.0021235i,-0.0029451-0.0044601i,-0.0043193-0.0037821i,-0.0048583-0.0021736i,-0.0056972-0.0015812i,-0.0057165-0.0012165i,-0.0035463-0.00036836i,-0.0012863+0.00095989i,-0.00082996+0.0018042i,-0.0012262+0.002025i,-0.00093979+0.0016079i,-0.00010438+0.001258i,0.00037844+0.0010106i,7.1319e-05-8.6202e-06i
-0.014561-0.017908i,-0.018976-0.015853i,-0.027351-0.010876i,-0.023254+0.0020358i,-0.012693+0.013324i,0.0010309+0.013722i,0.0073468+0.0037205i,0.0050846-0.0027732i,0.00088566-0.0027075i,-0.0011055+0.0020526i,0.0018467+0.0054249i,0.0065369+0.0031712i,0.011012+0.0018534i,0.014705+0.0031213i,0.014589+0.0042412i,0.0087043+0.0039897i,0.00058832+0.0021683i,-0.0020573+0.00027235i,0.00034433-0.0016362i,0.0018064-0.0031661i,-0.00026166-0.0029608i,-0.0026476-0.001071i,-0.0020213+0.0014776i
-0.0016284-0.0061261i,-0.0028966-0.0036438i,-0.0041757-0.0010727i,-0.0034118-0.00028204i,-0.003123+0.0015276i,-0.00072329+0.0046606i,0.0010446+0.0043655i,0.0013203+0.0024445i,0.0013546+0.0015168i,0.0010623+0.0024943i,0.0023605+0.0038608i,0.0035143+0.0042814i,0.0039503+0.0040311i,0.0038606+0.0021397i,0.0027772-0.00035139i,0.0013116-0.002556i,0.00037101-0.0034659i,0.00052836-0.0032473i,0.0002872-0.0022567i,2.0535e-05-0.0015918i,0.00016744-0.0011196i,0.00070843+0.00044852i,0.0013113+0.00088109i
-6.2886e-05+0.0020375i,0.00080816+0.0025834i,-0.00031873-0.00022253i,-0.00080858-0.0019349i,0.0016337-0.0010688i,0.0053299+0.00087837i,0.0064999+0.0020942i,0.0045726+0.0020434i,0.0012868-0.00055988i,-0.0023931-0.0034361i,-0.0049914-0.0028296i,-0.0059461+0.00036539i,-0.003894+0.0029206i,-0.0016997+0.0027443i,-0.00041444+0.0020354i,0.001257+0.001301i,0.001543+0.0010536i,0.00054809+0.00096257i,0.00022093-8.2554e-05i,0.00039716-0.00048126i,-0.00039919-0.00010996i,-0.00063493+0.00071847i,0.00018875+0.0012071i
-0.0064838+0.0015933i,-0.005869+0.0026986i,-0.0028056+0.0025786i,0.00050911+0.00046911i,0.0010852-0.0012632i,-6.0624e-05-0.0016442i,-0.0012503-0.0022403i,-0.00082494-0.0014706i,0.00033547-0.00034587i,0.00033629-0.00060602i,0.00046248-0.0020273i,0.00091971-0.002963i,0.0014477-0.0023133i,0.0020004-0.0011783i,0.0016308+0.00026652i,0.00011817+0.0015509i,-0.00046755+0.0017375i,-0.00016962+0.0010928i,-0.00060517-1.868e-05i,-0.0012898-0.00023993i,-0.0008368+0.00033685i,-4.8396e-05+0.00080294i,0.00011697+0.00094335i
-0.00014883+0.0013155i,-0.0012192+0.0025207i,-0.0028096+0.0043433i,-0.0015319+0.0048703i,0.00085936+0.0031493i,-7.6248e-05+0.0011438i,-0.0028444+0.00043904i,-0.00406+0.00045223i,-0.0031356+0.001943i,-0.00061424+0.0050432i,0.0024158+0.0055346i,0.0045554+0.0023939i,0.0047867-0.00086599i,0.0031105-0.0017204i,0.00058863-0.0013098i,-0.0014883-0.0018131i,-0.0026737-0.0021254i,-0.0025807-0.0015979i,-0.0023828-0.0013753i,-0.0011506-0.0014247i,-0.00028973-0.0018576i,-0.000662-0.0013239i,2.9715e-05+0.0001634i
-0.0053038+0.0029829i,-0.0054346+0.0036475i,-0.0049183+0.0043882i,-0.0034871+0.0047992i,-0.001336+0.0048958i,-0.00086893+0.0032081i,-0.0017056+0.0015355i,-0.0018139+0.0012628i,-0.0013941-0.00045037i,-0.00084946-0.0015275i,-0.00099251-0.00025507i,-0.001288+0.001409i,-0.00092506+0.0015045i,-0.00057191+0.00036676i,-0.00079551-0.0020127i,-0.00018044-0.0031587i,0.00065022-0.0024862i,0.0012579-0.0018173i,0.001196-0.0012842i,0.0012312-0.0019558i,0.0019166-0.0013281i,0.0018017+0.00067082i,0.00086987+0.00067718i
-0.0011181-0.0035723i,-0.0032441-0.0031708i,-0.0048234-0.0036225i,-0.0037074-0.0021993i,-0.0017099+0.00015231i,-0.00070943+0.0010603i,9.9991e-05+0.0010916i,0.0016634+0.000891i,0.0020622-0.0004714i,0.00080085-0.0034111i,-0.00036585-0.0048252i,-0.0015859-0.0020556i,-0.002092+0.0012007i,-0.00021727+0.0017577i,0.0025837+0.0015367i,0.0029796+0.0022441i,0.0017588+0.0025669i,0.001402+0.001033i,0.0010757+0.0005681i,0.00045184+0.00087701i,0.00054295+0.00015712i,0.0010049+0.00034006i,0.0004687+0.0008445i
0.00095582+0.0028759i,0.0015293+0.0025836i,0.0016941-0.00096576i,-0.00040269-0.003585i,-0.0021844-0.0032368i,-0.0021589-0.00091554i,-0.00068929+0.00063339i,0.0016434+0.00060926i,0.0012962+0.0014086i,-0.00051975+0.0034168i,2.7889e-05+0.0032812i,0.0025805+0.00078285i,0.0032848-0.000229i,0.0024796+0.0014428i,0.00078018+0.0033581i,-0.00035201+0.0031851i,-0.0003903+0.0023137i,-0.00095777+0.001778i,-0.0012406+0.00081i,-0.0015927+0.00032341i,-0.0022868+0.00018113i,-0.002003+0.00026526i,-0.0017598+0.00043508i
-0.003612-0.0013707i,-0.0024438+7.8321e-05i,-0.00069777-0.00011002i,-4.3218e-05-0.0011232i,-0.00238-0.0010438i,-0.0037736-0.0004558i,-0.0032153-0.0013155i,-0.00141-0.0022253i,-0.00024816-0.0010447i,-0.00080592+0.0019447i,0.00040904+0.0043875i,0.0017084+0.00368i,0.0014349+0.0011001i,0.0003551-0.00019784i,-0.0010191-0.0015679i,-0.002038-0.0033056i,-0.0012773-0.0035166i,-0.00091116-0.0025514i,-0.0023665-0.002039i,-0.0013932-0.0019894i,0.00013247-0.0017274i,-0.00051973-0.00063593i,-0.0012092+0.00043291i
0.0041668+0.0014589i,0.0025667+0.001654i,2.5298e-05+0.0011661i,-0.0004758-9.4356e-05i,-0.00089099-0.0013714i,-0.002169-7.545e-06i,-0.0026754+0.0022833i,-0.0015687+0.0027012i,0.00015543+0.00069198i,0.0017856-0.0029975i,0.00017117-0.0038674i,-0.0033405-0.00099056i,-0.0042366+0.0020884i,-0.0028157+0.0018794i,-0.00085187+5.9555e-05i,0.0010922-0.00048515i,0.0020986-0.00082838i,0.0023012-0.0012111i,0.0025362-0.0013901i,0.0023743-0.0018148i,0.0018898-0.0015612i,0.001748-0.0007996i,0.0019349-9.7543e-05i
-0.004338+0.0035681i,-0.0022707+0.0055844i,0.00021601+0.0046147i,0.0011983+0.0022155i,0.0023213+9.1705e-05i,0.002423-0.00037176i,0.00032611+0.0014085i,-0.00055251+0.003051i,-0.00066824+0.0019573i,-0.0012679-4.896e-05i,-0.00052905-0.00078981i,0.001085-0.00057577i,0.0019817+6.5446e-05i,0.0019207+0.001675i,0.0018998+0.0033525i,0.0016195+0.0043537i,0.0012482+0.0037812i,0.001443+0.0024984i,0.0012105+0.001429i,0.00053432+0.0010089i,-0.00033947+0.00088162i,-0.00057619+0.00083241i,-0.0009764+0.00067199i
0.0012524+0.00076408i,-0.00057745+0.001156i,5.635e-05+0.0021703i,0.0012554+0.001619i,0.0011579+0.00038695i,0.00092854+0.00022312i,0.00091368+0.00040046i,0.0012055+0.0008248i,-0.00044601+0.0018681i,-0.0024681+0.0038189i,-0.0021135+0.0048655i,0.00049083+0.0022085i,0.00098623-0.00092515i,-0.0010721-0.0015372i,-0.0024526-0.0011706i,-0.0033594-0.0011865i,-0.0031344-0.0016643i,-0.002736-0.0012034i,-0.0033972-0.00032923i,-0.0030142-0.00012035i,-0.002086-0.00030627i,-0.0020482-0.00023386i,-0.0022344-0.00023303i
-0.0046106+0.0070375i,-0.0027976+0.0063433i,-0.0015167+0.0044105i,0.00040955+0.003524i,0.0019855+0.0021477i,0.00075767-0.0010558i,-0.0016927-0.0029879i,-0.0019744-0.0027418i,0.0012652-0.001017i,0.0032568+0.00072154i,0.0014946+0.00034406i,-0.00069257+0.00046974i,-0.0015745-0.00059802i,-0.00082282-0.0027983i,0.00050141-0.0043705i,0.00056109-0.0041676i,-7.0137e-05-0.0032177i,-0.00043205-0.0033277i,-0.00070234-0.0028625i,-0.00040134-0.0019011i,-0.00049971-0.00095947i,0.00017913-3.2524e-05i,0.001001-0.00024313i
-0.0021571-0.0022645i,-0.0030544-0.0015529i,-0.00308-0.00029927i,-0.0020128+0.00062081i,-0.0024402+0.0020257i,-0.0034226+0.0027568i,-0.0042164+0.0022597i,-0.0029363+0.0015038i,0.00087311+0.00017082i,0.0035213-0.0016438i,0.0028247-0.0025282i,1.196e-05-0.0010264i,-0.0016893+0.0018864i,0.00015483+0.0035256i,0.0021302+0.003617i,0.0020291+0.0028322i,0.0022008+0.0018547i,0.0029586+0.0017608i,0.0032425+0.0014831i,0.0028363+0.0010859i,0.00207+0.0014049i,0.0013961+0.0016009i,0.00083871+0.0013288i
0.0023625+0.0020063i,0.00065013+0.0012072i,-0.0014635+0.0012101i,-0.0023318+0.00041494i,-0.0015116+0.00014879i,-0.00083132+0.00063298i,-0.0010723+0.0011322i,-0.0018481+0.00084953i,-0.0034041-0.00077759i,-0.0047765-0.00095014i,-0.0029719+0.00055554i,0.001457+0.00098016i,0.0031595+0.00052029i,0.0017327+0.00096384i,0.00048671+0.0028033i,-0.000796+0.0030314i,-0.0019204+0.001915i,-0.0014737+0.0020093i,-0.00062084+0.0012298i,-3.2122e-05+0.00020294i,-0.00039583+0.0005672i,-0.00065454+0.0011568i,-0.00022718+0.0010011i
-0.0057746+0.0015499i,-0.0037107+0.0031616i,-0.0012241+0.0022329i,-0.0019858-0.00021437i,-0.0028813-0.0018325i,-0.0015387-0.0016811i,-0.00011654-0.00055768i,0.0011338+0.00064837i,0.00053209+0.0016919i,-0.0017806+0.0016424i,-0.0019988+0.00033169i,-0.0010293-0.0010293i,-0.0010488-0.0024722i,-0.0016065-0.0034957i,-0.0013339-0.0035308i,-0.00041611-0.0033191i,-0.00063848-0.0027481i,-0.0013097-0.0029789i,-0.0019765-0.0037667i,-0.0028422-0.0028757i,-0.0023599-0.0016332i,-0.001586-0.0013268i,-0.0012447-0.0016068i
0.0010607-0.0015347i,0.00084321-0.0024024i,0.00056739-0.001856i,-4.2043e-05-0.0020646i,-0.0015153-0.0027196i,-0.002333-0.0025802i,-0.001349-0.0027745i,0.0006303-0.0017191i,0.0039405+0.00052328i,0.0060429+0.001632i,0.0049018+0.00027492i,0.0011877-0.00047601i,-0.0019594-4.8327e-05i,-0.00094399+0.00035454i,0.0012765+0.00018367i,0.0021401+0.00030373i,0.00098745+0.00028081i,-5.2783e-05-0.00049426i,-0.0001248+0.0001467i,-9.8392e-05-9.2189e-06i,0.00083079-0.00034462i,0.0016194-0.00011461i,0.0014726-1.7623e-05i
-0.0021957+0.0059556i,-0.00053294+0.0065429i,0.0012429+0.0036168i,0.0017771+0.0011719i,0.0020175-0.00025353i,0.00094145-0.00093192i,-0.0012256-0.00060997i,-0.0013881-0.00058752i,-0.0014858-0.001527i,-0.002021-0.0015895i,-0.0018407-0.00015495i,-0.00073144+0.00089448i,0.0008905+0.0028933i,0.00066033+0.004042i,-0.00069678+0.0035585i,-0.00079719+0.0024057i,-0.00041284+0.0012961i,-2.9394e-05+0.0017314i,0.00023444+0.0021699i,0.0010885+0.0016538i,0.0014587+0.0014533i,0.0014252+0.0014062i,0.00077497+0.0015703i
-0.0027078-0.0036845i,-0.0016339-0.0014727i,-0.00076422+0.0016293i,0.00011743+0.0031392i,-0.00017302+0.0025661i,-0.0018518+0.0015619i,-0.00232+0.0015706i,-0.0022982+0.0014902i,-0.0031681-0.00078916i,-0.0037429-0.0019544i,-0.0025984-0.00012992i,0.00021626+0.0005557i,0.00095982-0.001172i,-0.00019211-0.0024446i,-0.0013172-0.0020351i,-0.001903-0.0018485i,-0.0010046-0.0019267i,-0.00065758-0.0011455i,-0.00058031-0.0012362i,-0.00050115-0.0015519i,-0.00066033-0.0014263i,0.00023275-0.0011735i,0.00035836-0.0012285i
0.00057681+0.004005i,-0.0020608+0.0042902i,-0.0044007+0.0037321i,-0.0031229+0.0030292i,5.8048e-05+0.0019984i,0.0005212+0.0010628i,1.0596e-05+0.0016125i,0.00088578+0.0027117i,0.00266+0.0039555i,0.004531+0.0046524i,0.0044298+0.0028149i,0.0012445+0.00028399i,-0.001094-0.0024303i,-0.00056332-0.0043789i,0.0011036-0.0039436i,0.0020333-0.0022808i,0.00080779-0.0008236i,-0.00026303-0.00054442i,0.00012732-0.0015151i,0.00023677-0.0028594i,-0.00035017-0.0025101i,0.00014118-0.0017639i,0.00073401-0.0017399i
-0.0049876-5.2782e-05i,-0.0042097-0.00057141i,-0.0032055-0.00077746i,-0.0034657-0.00051125i,-0.0031277+0.00076291i,-0.0018765+0.00029324i,-0.0020735-0.0014489i,-0.00060103-0.0012571i,0.0017776-5.611e-05i,0.0028457-5.814e-06i,0.0023061-9.963e-06i,0.0010805-0.00031844i,0.0017854+0.00017546i,0.0033585+0.0028063i,0.0028997+0.0040065i,0.0011379+0.0028237i,-0.0005616+0.0015453i,-0.0012471+0.0014017i,-0.00084381+0.0019092i,0.00091914+0.001979i,0.0020034+0.0013438i,0.0013536+0.00087836i,0.0015614+0.0017646i
-0.0012984-0.00017991i,-0.00058199+0.0010792i,-0.00046624+3.8882e-05i,-0.00041032-0.00077838i,-0.00025105+0.00048816i,-0.00024655+0.00079424i,-0.0012155+0.00060316i,-0.0022285-0.00086746i,-0.0029896-0.0043799i,-0.0044042-0.0059795i,-0.0042267-0.0043665i,-0.00074112-0.0012906i,0.0024717+0.0011541i,0.0014055+0.001617i,-0.00114+0.00058359i,-0.0023902-0.00096085i,-0.0012349-0.0015412i,0.00073332-0.0012511i,0.00025521-0.0015373i,-0.00058023-0.00089197i,0.00015403+0.00083243i,0.00078312+0.0017815i,0.00080606+0.0011563i
6.5084e-05+0.0012667i,0.0012198+0.0037931i,0.0018658+0.0038368i,0.0019699+0.002984i,0.0017404+0.0022371i,0.00093491+0.00089849i,-0.00093995+0.00074467i,-0.001979+0.0012453i,-0.0011074+0.0022782i,-0.00018945+0.0039425i,0.00046262+0.0044098i,0.00033019+0.0021274i,-0.0010013-0.00039108i,-0.001387-0.0028633i,4.5406e-05-0.0038196i,0.0012913-0.0029922i,0.00089732-0.001752i,-1.2246e-05-0.00092729i,-0.00014688-0.0015927i,-0.0004661-0.001856i,-0.0010802-0.0013899i,-0.00072449-0.00062172i,-0.00020195+6.7842e-05i
0.00075726+0.0043748i,0.0008405+0.0030158i,-0.00036944-0.00067321i,-0.0022797-0.0028944i,-0.0028725-0.00092195i,-0.0027769+0.00099128i,-0.0019992+0.0019594i,-0.00023721+0.0034096i,0.0014683+0.0051604i,0.0027884+0.0060622i,0.0033901+0.0037483i,0.0012365+5.1166e-05i,-0.001493-0.0023826i,-0.001105-0.0018693i,0.00046115+0.00057073i,0.00044197+0.0022924i,0.00010152+0.0025004i,-0.00024565+0.0025328i,-0.00026159+0.0023837i,0.00091927+0.0015361i,0.0010596+0.00065608i,0.00028729+6.3599e-05i,0.00076346-0.00056124i
6.4895e-05+0.0025528i,-0.00010395+0.0035272i,0.00097718+0.0037528i,0.0011557+0.0015067i,-0.00026335-0.0013519i,-0.0016762-0.0026796i,-0.002138-0.00266i,-0.0004514-0.0020015i,0.0020319-0.0040577i,0.0017861-0.0080307i,-0.00020914-0.0074595i,0.00059748-0.003522i,0.0038219-1.7177e-05i,0.0041729+0.0029761i,0.00045517+0.0035316i,-0.0023788+0.0013315i,-0.0016377-0.0011188i,-0.00042071-0.0016976i,-0.00040545-0.00036355i,-0.00039476+0.00020585i,1.3609e-05+0.00037256i,0.00054897+0.00054632i,0.0013419+0.0011804i
0.0029362+0.00851i,0.0052813+0.0072213i,0.0053154+0.0035513i,0.0022783+0.00086664i,-0.0011945-0.00034851i,-0.0022604-0.00027717i,-0.0027483+0.00048883i,-0.0024986+0.0002686i,-0.0013556-0.0012291i,-0.0009487-0.0023114i,-0.0014535-0.001275i,-0.001068+0.00067351i,-0.00088974+0.0020697i,-0.002227+0.0015568i,-0.003223-0.0003594i,-0.0011593-0.0021378i,0.0012624-0.0026437i,0.00158-0.0021733i,0.00043972-0.0014231i,-0.0007378-0.00013506i,-0.00090085+0.00073467i,-0.00048019+0.00074722i,-0.00029641+0.00090565i
-0.010101-0.0019175i,-0.011485+0.0017316i,-0.0077534+0.0044502i,-0.0013769+0.0019131i,0.00094318-0.00025278i,-0.00059332+0.001197i,-0.0022254+0.0022181i,-0.0026984+0.0020336i,-0.0030023+0.0043875i,-0.0031233+0.0075457i,-0.0014105+0.0069558i,-0.00076694+0.0030257i,-0.0028914-0.00070798i,-0.0035967-0.0038208i,-0.0010706-0.0054885i,0.00091372-0.0037895i,0.0017534-0.00052618i,0.0010744+0.0016137i,-0.0011048+0.0019791i,-0.0019609+0.0015463i,-0.0017726+0.0010474i,-0.00088947+0.0015265i,0.00061131+0.0026938i
0.0040347+0.0025797i,0.0057508+0.00039313i,0.0042269-0.00086713i,0.0020758-0.0010807i,0.0020488-0.00094i,0.00072546-0.00054413i,-0.0009946+0.00063436i,-0.0016189+0.0016141i,-0.00035035+0.0010811i,0.0019515-0.00084084i,0.0023707-0.0020642i,0.0012585-0.0021849i,0.0014174-0.001923i,0.0026966-0.0020999i,0.0020407-0.0017917i,-0.00057719-0.0006147i,-0.0017528-0.00031654i,-0.0015083-0.00029696i,-0.00059267+0.00021651i,0.00034498-0.00064513i,0.00072925-0.0015207i,0.00080272-0.00032608i,0.00062654+0.0010167i
-0.0092651+0.0032571i,-0.010084+0.0061981i,-0.0063325+0.0063456i,-0.0024419+0.0034539i,-0.0012154-2.6971e-05i,-0.0011096-0.0019646i,-0.0012525-0.00095322i,0.00039568+0.00030887i,0.0028573-0.00073389i,0.0036173-0.0030907i,0.0026714-0.0037285i,0.0024684-0.0016626i,0.0046785-0.00013223i,0.0060991+0.001579i,0.0041668+0.0031773i,0.0013756+0.0024806i,0.00028409-0.00034751i,0.00038949-0.002271i,0.00017835-0.002985i,-0.00011448-0.0025285i,0.00053859-0.001226i,0.00069123-0.00062084i,-0.00016148+0.00011997i
0.0058125+0.0025086i,0.0056818+0.0007026i,0.0042486+8.6999e-05i,0.0017085+2.6659e-05i,-0.00078946-0.00030299i,-0.0020578-0.00083613i,-0.0021863+0.00064294i,-0.0020512+0.0027454i,-0.0024118+0.0037994i,-0.0033673+0.0028575i,-0.0030094+0.0017523i,-0.0023064+0.0011708i,-0.0037655+0.0010501i,-0.0048177+0.001383i,-0.0036914+0.0014122i,-0.0016518+0.00087195i,2.6976e-05+0.00082296i,0.00018412+0.0018101i,-0.00099767+0.00179i,-0.0012657+0.0016648i,-0.00072968+0.0014357i,-0.00085306+0.00088847i,-0.0010608+0.00080338i
