-0.0018976-0.00050922i,-0.0016282+0.00042938i,-0.0019875+0.00099265i,-0.0019794+0.0013764i,-0.0020621+0.0021465i,-0.0017475+0.0021981i,-0.00054493+0.0017092i,0.00048268+0.0013121i,0.00073595+0.0012005i,0.00079971+0.0010483i,0.00022469+6.5692e-06i,-0.00012179-0.00087488i,-0.00011982-0.0010626i,-0.000429-0.00073283i,6.9971e-05-0.000257i,0.00079449+0.00017665i,0.0001415+8.2032e-05i,-0.00045427-0.00058115i,-0.00042126-0.0003i,-0.00039188-0.00045319i,5.5317e-05-0.00045322i,-0.00032315+0.00086348i,-0.00049417+0.00079529i
-0.0010415-4.5671e-05i,-4.3636e-05+0.0018179i,-0.00064271+0.0033561i,-0.00068013+0.0032262i,0.00065292+0.0027325i,0.00069737+0.0018364i,-0.00057918+0.00078789i,-0.00024757+0.00034537i,0.00071924+0.00064223i,0.00051925+0.00092882i,0.00047125+0.00057096i,0.00075739-0.00016564i,0.00019728-0.00012381i,0.00033569+0.00017824i,0.00083556+0.00014036i,0.00022357+0.00042406i,-6.3844e-05-0.00021339i,0.00016119-0.0010554i,-0.00030271-0.00090793i,-0.00029647-0.00067092i,-0.00030183-2.1806e-07i,-0.0009829-5.4758e-05i,-0.0003801-0.00024099i
0.0044243+0.00047352i,0.0029555-0.00070313i,0.001692-0.00085194i,0.00089634-0.000756i,0.00060921-0.001161i,-2.5935e-05-0.00075904i,-0.00087387-6.2848e-05i,-0.00038548+0.00075615i,0.0010563+0.0010619i,0.001668+0.00029618i,0.0016725-0.000355i,0.0012434-0.0005463i,0.00084836-0.00036738i,0.00035003-0.00060621i,-0.0006253-0.00085999i,-0.00043142-0.0011798i,0.00040798-0.00096614i,0.00069857-0.00040416i,0.00089598-1.9424e-05i,0.00076443+0.00043151i,0.00038691+0.000862i,0.00022224+0.00042038i,0.00021315-0.00044589i
-0.0023557-0.00086217i,-0.0026068-0.0004182i,-0.0016042+0.00093656i,-0.00043647+0.0016928i,0.00069632+0.0008645i,0.00053566+5.9104e-05i,0.00036739+2.6359e-05i,0.00061695+0.00071701i,5.4882e-05+0.00035524i,-0.00059657-0.00069228i,-0.00031315-0.00083136i,0.00028502-0.00042665i,0.00035271+0.00030629i,0.00020448+0.00040126i,0.00064463+3.8273e-05i,0.0013741-0.00023003i,0.0015387+2.6402e-05i,0.00091241-2.1888e-05i,0.00022412-0.00049687i,-0.00045867-0.00099513i,0.0004023-0.0009901i,0.00099757-0.00046022i,-7.5117e-05-0.00028133i
-0.00040521+0.0012543i,0.00046824+0.00023259i,0.0002594+0.00083361i,0.00011496+0.0016522i,0.0003614+0.00067046i,-0.00025035-0.00038221i,-0.00028139-3.9522e-05i,-0.00045726+0.00027643i,-0.00091374+0.00026824i,-7.9435e-05+0.00017896i,4.7451e-05+0.00012641i,-0.00022362+0.00089229i,2.779e-05+0.0010061i,0.00066811+0.00094738i,0.0007395+0.00053748i,0.00047321-0.00026491i,0.00019022-0.0006966i,-0.00025637-0.00049844i,-0.00046649-0.00069525i,0.00013158+8.0387e-05i,0.0003393+0.00088928i,0.0003077+0.00075292i,0.00022095+0.00029862i
-0.00014281+0.0012481i,-0.00093178+0.0020413i,-0.00066648+0.0019584i,0.00025539+0.001176i,0.00069564+0.00088785i,0.00042415+0.00033218i,0.0002007+0.00072808i,0.0004351+0.0021645i,0.00019293+0.001873i,-0.00019722+0.00068684i,-9.904e-05+0.00033662i,-0.00019354+0.0002699i,-0.00016325-5.6853e-05i,0.00027113-3.1702e-05i,0.00043895+0.00042316i,0.00027403+0.00021403i,0.00018901+0.00066979i,-0.00030727+0.0010816i,-0.0004796+0.000829i,4.4958e-05+0.000367i,0.00042148-0.00042432i,0.0004193-0.00074936i,-0.00016688-0.00037384i
0.0015762+0.0019339i,0.001277+0.0022704i,0.00079714+0.002926i,0.0008639+0.0029048i,0.00051584+0.0015908i,0.00012449+0.00080453i,-0.00019476+0.0011331i,-0.00029518+0.00066982i,0.00024184+0.00035156i,0.00013847+0.00042373i,-0.00081703-0.00048139i,-0.0014255-0.00097164i,-0.00061598-0.00063186i,0.00057067-0.00052228i,0.00031608-0.00025517i,-0.00010155-0.00051259i,0.00038703-0.00058784i,0.00077827+2.5548e-06i,0.00026079+1.9525e-05i,0.00010993-2.9928e-05i,0.00058243+0.00017498i,0.00077227+0.00018022i,0.00019246+0.00086131i
0.0011272-0.0026506i,0.0014045-0.0019252i,0.00064624-0.0021366i,-0.00019044-0.0010033i,-0.00089345-0.0002786i,-0.00063248-0.00023727i,-0.00010216+0.00046569i,6.8504e-05+0.00054481i,-0.00015098+0.00026097i,-0.00035057-0.00013966i,-0.00031227-8.868e-06i,-0.00048913-0.00022344i,-0.00050999-0.00054405i,-0.0010285-0.00060575i,-0.0014726-0.00063896i,-0.001412-0.00058425i,-0.00077547-0.00014301i,1.6638e-05-0.00033765i,0.00076152-0.00075107i,0.0007335-0.00033188i,0.00035053+0.00034436i,0.00072548+0.00061992i,0.0010684+0.00012892i
0.00036206+0.00051665i,-0.00072655+0.00079674i,-0.0013535+0.00087958i,-0.00083733+0.0011069i,-4.255e-05+0.0013208i,-2.6222e-05+0.00062701i,0.00055929+0.00063283i,0.0010254+0.0009249i,0.00016993+0.00039844i,-0.00012951+0.00025173i,0.00042413+0.00047389i,0.00052784+0.00042617i,0.00060205+0.00043539i,0.00047747-8.5345e-05i,0.0007063-0.00084073i,0.0008495-0.00094019i,0.00076743-0.00053272i,0.00095779-6.3774e-05i,0.00010665-0.00031648i,-0.00080515-0.00091722i,-0.00099446-0.00084968i,-0.00041163-0.00034945i,-0.00014887-0.0002449i
-0.0015331+0.00097137i,-0.0024682+0.00064983i,-0.0016972-0.00016606i,-0.00074832-0.00040317i,0.00011799-0.0012i,0.0007146-0.0014223i,-0.00026218+0.00010744i,-0.00053748+0.00061354i,-0.00056274+0.0012398i,-0.00080137+0.0011244i,-0.00025792-0.00010467i,0.00028064-0.00034475i,-7.2059e-05+0.00028014i,-0.00098979+0.00060162i,-0.00080643+0.00083567i,5.2386e-05+0.00051189i,0.00042378+0.00034728i,0.00058947+0.00089745i,0.00061075+0.00087126i,-5.0796e-05+0.0010919i,-0.0004214+0.0011834i,0.00017339+0.00044245i,0.00019724-0.00029138i
-1.9737e-05+0.0021719i,-0.00098761+0.0015302i,-0.0013449+0.0016165i,-0.00075422+0.0018866i,-0.00018388+0.0010785i,-0.00019175+0.00057066i,-0.00030453+0.00066862i,-0.00029761+0.0012449i,0.00011594+0.0012396i,0.00014919+0.00061971i,-8.1592e-06+0.00018068i,0.0003299+7.1608e-05i,-0.00028574-0.00040788i,-0.00070756-0.00059955i,-0.00020263-0.00066867i,-0.00010905-0.0011876i,0.0003053-0.0010895i,0.0015149-0.0011619i,0.0021398-0.0007288i,0.00096582+1.4926e-05i,-0.00061801-0.00057783i,-0.00053343-0.0010127i,-0.00045853-0.00036233i
-0.00046166+0.0011135i,-0.00010029+0.0016112i,-0.00064754+0.0017208i,-0.0011475+0.0017877i,-0.00086349+0.0015064i,-0.00045455+0.0011948i,-0.00022699+0.00093398i,1.2997e-05+0.00041695i,0.00035595+0.00024183i,0.00024548+0.00025407i,-0.00045564+0.0007808i,-0.00085316+0.00014505i,-0.00037047-0.00075941i,0.00039213-0.00071656i,0.00018476-0.00034474i,8.5343e-05-0.0002623i,0.00078907-0.00024507i,0.00082912-0.00030516i,0.00079692-0.00062307i,0.00067165-0.001123i,-0.00011591-0.0008404i,-0.00077674-0.00031745i,-0.00069037-4.8415e-05i
0.0034311-0.0014663i,0.0025382-0.00094931i,0.0014457-0.00012105i,0.00027502-6.256e-05i,-0.00023602-0.00056507i,-0.0002156-0.00061465i,-0.00060891+0.00061459i,-0.00058673+0.0013888i,0.00061941+0.0013162i,0.00090621+0.00040886i,-0.00019798-0.00051006i,-0.00069962-0.00017409i,-7.3307e-05-2.1525e-05i,0.0011563-0.00048302i,0.00060113-0.00036635i,-0.00022904+0.00028856i,0.00060633+0.0001948i,0.0011078-0.00059162i,0.00074457-0.00045258i,0.00020582+0.00013011i,-0.00017344+0.00011674i,-1.1856e-05-0.00043812i,-0.00058123-0.00014005i
-0.0026425+0.00010418i,-0.0014186+0.00050488i,-0.00036563+0.0015861i,-0.00022581+0.0023776i,0.00048064+0.0018677i,0.00088729+0.00067108i,0.00060736+0.00051236i,0.00032194+0.00024107i,-3.6784e-05+9.1966e-05i,-8.14e-05+0.00031976i,0.00083445-0.0002547i,0.00069851-0.00029002i,-0.00055307-0.00029664i,-0.00075627-0.00066368i,-0.00041469-0.00041968i,-0.00016807+0.00020244i,-0.00016155+0.00094235i,-0.00052706+0.00046783i,-0.00068362-0.00034455i,-0.00038775+8.7247e-05i,-0.00015906+0.00052231i,-6.4095e-05+0.00084541i,1.2519e-05+0.00048558i
0.0009485-0.0023877i,-0.00036286-0.0020058i,-0.00063306-0.0012955i,-0.0010134-0.00067506i,-0.0015425-0.00024811i,-0.0016605+8.747e-05i,-0.0013896+0.0010543i,-0.00095413+0.0019489i,-0.00035807+0.0017398i,-0.0002502+0.00025817i,9.9583e-05-0.00091986i,0.00027058-0.00056013i,-0.00024358+4.1245e-06i,-0.00018721+0.00047422i,0.00024385+0.00028897i,0.00053758+0.00022161i,0.00016525+0.00014314i,-9.4123e-05+0.0002408i,0.00016758+0.00026288i,0.0004773-0.00034651i,0.00013276-0.00023403i,0.00017101-0.0001063i,0.0013455-0.0001599i
-0.0024528+0.000806i,-0.0041355+0.0030988i,-0.0042266+0.0039791i,-0.0023265+0.0030961i,-0.001043+0.0020469i,-0.00044452+0.00084411i,-0.00050771+0.00070542i,-0.00036884+0.0012349i,0.00011602+0.0014399i,0.00031045+0.0012121i,1.738e-05+0.00059862i,0.00026268+0.00011411i,0.00087715+0.00031104i,0.0004561+0.00048284i,0.00011275+0.00030148i,0.0002883-3.0749e-05i,0.00039204-0.00031744i,0.0006691-0.00035742i,0.00030793-0.00022833i,-0.00018833-0.00062036i,-0.00032531-0.00070965i,-0.00040118-0.00039855i,0.00038903-0.00017669i
0.0026532+0.0012056i,0.0019085+0.00062208i,0.00069772+0.00018762i,0.00034524+0.00052423i,7.0473e-05+0.00094672i,-0.00056036+0.00037422i,-0.0010509+0.00038836i,-0.001387+0.00097366i,-0.0008346+0.00048695i,0.00013269-0.00044415i,0.00051171-0.00040668i,0.00028633-0.00026526i,0.00035321+0.00029461i,0.00021472+0.00072259i,-0.00012382+0.00042234i,8.9577e-08-0.00020493i,0.00014766-0.00062223i,0.0003149-0.0002366i,8.3837e-05+2.0612e-06i,-0.00054201-0.00023918i,-0.00057512-0.00011978i,-0.00017667+0.00055737i,0.00036618+0.00049407i
-0.0022784-0.0012094i,-0.0021734-0.00024443i,-0.0031287+0.0013085i,-0.0027436+0.001353i,-0.00094324+0.0016088i,0.00024097+0.00095828i,0.00035955+0.00033879i,0.0010721+0.00103i,0.0015063+0.00075693i,0.00069478-4.0091e-06i,-0.00056188+0.00046727i,-0.00084745-5.4949e-06i,-0.00050489-0.00054945i,-0.00020649-0.00030997i,-0.00014173+0.00013693i,-0.00024826+0.00028027i,-0.00019384-0.00023041i,0.00030169-0.00071961i,0.00083404-0.00043146i,0.00042362+2.157e-05i,-0.00098598-0.00029804i,-0.00094831-0.0004603i,-0.00027058-0.00029714i
-0.00036104+0.00053897i,-7.5502e-05-0.0012683i,0.00053217-0.00079293i,0.0010261+0.0003024i,0.00076545+4.5427e-06i,0.00030768-0.00018442i,-0.00043241+0.00015379i,-0.00094042-3.6261e-06i,-0.00041-5.9898e-05i,0.00040714+0.00030356i,0.00044805-0.00057131i,0.00038449-0.0010805i,0.00024134-6.7103e-05i,0.00019034+0.00022814i,0.00084153+0.00040145i,0.00095818+0.00023661i,-0.00016227-0.00025356i,-0.00037672-0.00064217i,-0.00034187-0.00078699i,0.0002197+0.00044491i,0.00064569+0.0011771i,6.669e-06+0.00036885i,0.00031221+1.3711e-05i
-0.0018446-0.0012175i,-0.0018314-0.0011647i,-0.0022529-0.00034367i,-0.0036518+8.672e-05i,-0.0023429-2.0424e-05i,-0.0010598-0.00014847i,-0.0011938+8.4062e-05i,-0.00064233+0.00069945i,-0.00045079+0.00031704i,-0.00031188-0.00031172i,-0.00047727-0.00079763i,-0.00076717-0.00025438i,-0.00019061+0.00055082i,0.00030316+0.00026987i,-5.6603e-06-4.5594e-05i,-4.677e-05-5.5121e-05i,0.00088206-0.00010509i,0.00099306+0.00040808i,0.00037704+0.00013451i,0.00052144-0.00075849i,0.0003989-0.00058065i,0.00029926-0.00019511i,0.00024904+8.2234e-07i
-0.0011927+0.0011425i,-0.0029202+0.0013697i,-0.0022802+0.0012271i,-0.00063851+0.0014259i,-0.00024327+0.0016382i,-0.00092939+0.0017568i,-0.0010579+0.0017322i,-0.00014717+0.0009806i,0.00073884+0.00065387i,0.0012232+0.00017298i,0.00037611+0.00028877i,-0.00031725+0.00073122i,0.00020325+0.000302i,0.00013558-0.00043359i,-0.00055333-0.00076151i,-0.00035514-0.00022885i,0.0004928-3.504e-05i,0.00090637-0.00035318i,0.00061486-0.00031558i,-0.00014882+2.7842e-05i,-0.00024631+1.241e-05i,5.2793e-05-4.4783e-05i,0.00056746+0.00019406i
0.0023572+0.0008747i,0.00093066+0.0010854i,-0.00016563+0.00046268i,-0.00016529+0.00024811i,-0.00014919+0.00022902i,-3.4035e-05+0.00097296i,-0.00026384+0.0021468i,-7.408e-05+0.0019288i,0.00033063+0.0018686i,0.00078455+0.0011365i,0.00094464+0.00026723i,-1.9716e-05+0.00066945i,-0.00021232+0.00072085i,7.2663e-05+0.00056428i,-0.00055433+0.00065349i,-0.00079728+4.005e-05i,-0.00085344-0.00035667i,-0.00040841+1.075e-05i,0.00069254+0.00019683i,0.0010338-8.4406e-05i,0.0013825+7.3642e-06i,0.00078654+9.0723e-05i,0.00028615+0.00015628i
0.0015663-0.00023575i,0.0012334-0.0004283i,-1.2275e-05+0.0010984i,-0.000527+0.0022743i,-0.00076936+0.0017004i,-0.00030747+0.00081949i,-0.000504+0.00082041i,6.6273e-05+0.00074138i,0.00056521-0.00012913i,3.2514e-05-0.00011131i,1.7809e-05-0.00012182i,0.00068697-0.00042043i,0.0010688+0.00038344i,0.00054317+0.00032178i,0.0004402-0.00059234i,0.00057433-0.00072311i,7.2861e-05-0.00049458i,-0.00019011-0.00036188i,-0.00026104-0.00036325i,-0.0003453+0.00023856i,-0.00022503+0.001505i,-0.00029827+0.0017049i,-0.0003657+0.0005419i
-0.0017308-0.0012703i,-0.00032585-0.0021538i,0.00045454-0.00039252i,0.0013916+0.0011228i,0.0019884+0.0011234i,0.0015369+0.0012974i,0.00093171+0.0011564i,0.00073033-0.00014408i,0.00077089-0.00029128i,0.0004225-5.6261e-05i,-0.00065078-0.00015494i,-0.0012233+7.1808e-05i,-0.0007083+0.00020954i,-0.00068308+0.00011623i,-0.00059837+0.00013193i,5.6629e-05+0.00021831i,0.0003826+0.00020234i,0.00028355+0.0001916i,-0.00025441+0.00027807i,-0.00093056-5.209e-05i,-0.00076947-5.0942e-05i,-0.00040608+0.00061081i,-0.00045923+0.00069895i
-0.0003474-0.0016184i,-0.0024953-0.0031737i,-0.002638-0.0024431i,-0.0022771-0.00095605i,-0.0025306-0.0010384i,-0.0018731-0.00063874i,-0.0012663+0.00024258i,-0.00074579-0.00042055i,-0.00027282-0.00054009i,-0.00031369+9.1573e-05i,-0.00044738-0.00010861i,0.00011619-0.00050102i,0.00033532-0.00082098i,0.00012107-0.00080835i,-8.8663e-05-0.00079083i,-0.0003013-0.00035713i,-0.00014098+0.00013803i,0.0005248-0.00044626i,0.0013983-0.00087512i,0.00026398-0.00098813i,-0.0008347-0.0010282i,0.00013459-0.00053212i,0.00066538+0.00041725i
-0.0025806+0.0010711i,-0.002742+0.0001786i,-0.0025563+0.00019247i,-0.0015734+0.00076804i,-0.00068852+0.00078425i,-0.0016013-0.0001208i,-0.0020818-0.0002718i,-0.001452+0.00066213i,-0.00064149+0.00038453i,6.2939e-06+3.1006e-05i,0.00028748+0.00047066i,0.00020919+0.00065169i,0.00014342+0.00031168i,0.0003426+3.5379e-05i,0.00036333-0.00033853i,0.00018611-0.0013788i,0.00053671-0.0011905i,0.0010065-0.00024568i,0.00071818-0.00052415i,-0.0003005-0.0007693i,-0.00048631-0.00063096i,0.00018884-0.00012304i,0.00011158+0.00027347i
0.0019678+0.0029682i,0.0012407+0.0033182i,0.00097581+0.0023388i,0.00021245+0.0012527i,-0.00038948+0.00031665i,-0.00044495+0.00045806i,-0.00096212+0.0010278i,-0.001219+0.0012595i,-0.00073146+0.0013154i,-0.00011725+0.0010788i,0.00059008-0.00015662i,0.00071532-0.00061428i,0.0009645-0.00079706i,0.0008031-0.00099571i,-0.00036046-0.00076371i,-0.001074-0.0001786i,-0.00075678+3.8229e-05i,0.00029386-0.00058443i,0.00055841-0.00055677i,0.00024299-0.00017355i,0.00033092+2.0593e-06i,0.00032328+0.00036428i,0.0002+0.00048644i
-0.00053468-0.00054396i,0.0003198+0.00090642i,-4.2184e-05+0.0029786i,-0.00013018+0.0036355i,0.00081908+0.0030867i,0.0010936+0.0021045i,0.0010872+0.0018238i,0.00081637+0.0013602i,0.0004521+0.00043625i,0.00073764+0.00034916i,0.0008168+0.00086471i,0.00030978+0.00079182i,-0.00013633-0.00019923i,-0.00010942-0.00082163i,-8.875e-05-0.0005876i,0.00017525-0.00058306i,-2.846e-05-0.00021441i,-0.00032893-6.932e-05i,-0.00032085-0.00031979i,-0.00072353-0.00027778i,-0.0011187-0.00021378i,-0.0014956+0.00019988i,-0.0012312+0.00066205i
0.0023241-0.0036058i,0.0011733-0.0035072i,-0.0011998-0.0028245i,-0.0013972-0.0016974i,-0.00043939-0.00090404i,-0.00022932-0.00057614i,0.00023563-0.00010314i,0.00074979-0.00033387i,0.0010756-0.00081515i,0.00067517-0.00017581i,0.00022137+0.00072945i,-7.3699e-06+0.00052135i,0.00017702-0.00015586i,-1.3361e-05-0.00037077i,-0.00055091-0.000794i,-0.00032965-0.00091934i,-0.00015381-0.00033198i,-0.00044063+0.00021659i,-0.00078217+5.7808e-05i,-0.00031229-0.00078099i,-2.1424e-05-0.00058218i,-8.9293e-05-0.00020244i,-0.00028439-0.00021203i
-0.0045477-0.0021928i,-0.0037821-0.0017773i,-0.0021684+0.00013077i,-0.0010635+0.0015749i,-0.00016831+0.0013108i,0.00032039+0.00048429i,0.00041043+5.4987e-05i,-3.2539e-05+0.00023145i,-0.00022123+0.00020027i,-0.00026811-8.3656e-05i,-0.00062761-0.00038062i,-0.0003205-0.00065522i,0.00017172-0.00052248i,0.00034791-0.00048249i,8.7441e-05+7.5887e-05i,-0.00019351-0.00011837i,0.00030106-0.00045644i,-2.5066e-05-0.0008405i,-0.00038554-0.0012231i,-8.7147e-05-1.011e-05i,-0.00017102+0.00048595i,0.00032949-0.00012215i,0.00070554-0.00023733i
-0.0022763+0.0013495i,-0.0025278+0.0017964i,-0.0016216+0.00098274i,-0.00082217+0.0010558i,-0.0010673+0.00063897i,-0.00050465-0.0003511i,0.00019939-5.6494e-05i,-0.00070225+0.0010081i,-0.0015148+0.0013779i,-0.00087795+0.00084182i,0.00049365+0.00068523i,0.00092675+0.00045944i,0.00035608+0.00032985i,-0.00027246-0.00014194i,0.00018424-0.00034727i,0.00085985-1.0631e-06i,0.0012815-0.00018577i,0.00076564+0.00020898i,-0.0003001+0.00092936i,-0.00053989+0.00054532i,-0.00060882+6.1822e-05i,-0.00056876-0.00038695i,0.00018249-0.00064239i
-0.00048518+0.00061622i,-0.0013698+0.00099923i,-0.0019266+0.0024787i,-0.001615+0.0025809i,-0.00099545+0.0021665i,-0.00085848+0.002162i,-0.00069612+0.0018977i,-0.00053359+0.0017745i,-0.00061438+0.0013998i,-0.00047386+0.00055081i,-0.00026159+0.0001336i,-0.00036999-0.00025576i,-0.00086868-0.00042486i,-0.001166+0.00016756i,-0.00035486+0.0002575i,0.00036515+0.00022128i,0.00014679+0.00083727i,-0.00031967+0.00098667i,-0.00013204-0.00010324i,0.00020399-0.00029217i,0.0002108+0.00072629i,-0.00032539+0.00055066i,-0.00064283-0.00030811i
0.0041087+0.00037725i,0.0042751+0.00045814i,0.0029929+0.00061583i,0.001924+0.00015283i,0.0015227+2.9444e-05i,-0.00014518+0.00082644i,-0.00034995+0.0011025i,0.00052057+0.0011752i,0.00071953+0.00090824i,0.001059+0.00029495i,0.00056578+0.00014905i,-0.00029004+8.7762e-05i,-4.0952e-05+6.9107e-05i,0.0010664-1.5757e-05i,0.0011011-0.0003708i,0.00032715-0.00032276i,-4.1493e-05+8.1645e-05i,0.00016822-0.00021238i,0.00012182-0.00075027i,-0.00023897-0.00054248i,-0.00024215-0.00061395i,0.00054688-0.0004899i,0.0007531+0.00038432i
0.00015266-0.0023509i,-0.00045663-0.00093168i,-0.0013107+0.00022582i,-0.0012244+0.00033934i,-6.6321e-05-7.0732e-05i,-0.0002476-0.00016996i,-0.00060462-0.00011157i,-0.00014752+0.00065314i,-0.00036396+0.0013553i,-0.00014624+0.00086296i,0.0007473+0.00058934i,0.00097635+0.00060382i,0.0011567+0.00016851i,0.00081012-0.00020379i,3.1376e-06-0.00046484i,-0.00044102-0.00050068i,-0.00057148+5.6126e-06i,-0.00093334+0.00038573i,-0.00083476+0.00024606i,-0.00040821-0.00016208i,-0.00058773-0.00033098i,0.00017351-0.00034158i,0.00042923-1.5297e-05i
3.7577e-05-0.0038515i,-0.000818-0.0043029i,-0.0016104-0.0025234i,-0.0014152+0.00010992i,-0.00090563+0.00074245i,-0.00036304+2.0718e-05i,-4.2884e-05+0.00019197i,0.00033871+0.00090212i,0.0010744+0.0010313i,0.0012285+0.00082794i,0.00042908+0.00036874i,7.819e-05+3.3721e-05i,0.00017462+0.00035099i,-0.00013928+0.00038179i,-0.000941+0.00018801i,-0.0013405-4.4854e-05i,-0.00069478+4.676e-05i,1.5661e-05+6.7217e-06i,-0.0001528-0.00045062i,-0.00022975-0.00038847i,-0.00021327+0.00018394i,2.6195e-05+0.00030602i,0.00077599-0.00021099i
-0.005079+0.003359i,-0.0032199+0.0038674i,-0.0017861+0.0036385i,-0.00079961+0.0031027i,0.00064472+0.002638i,0.00057362+0.0016737i,-0.00084849+0.00095423i,-0.0012296+0.00046061i,-0.00092157-6.2635e-05i,-0.00052972-3.5259e-06i,-0.00020169+0.00058745i,0.00017292+0.00037866i,0.00018531-4.6088e-05i,0.00069952+0.00035772i,0.00081978-0.00016246i,0.0002958-0.00099846i,-0.00017788-0.00082882i,-0.00064052-0.0007101i,-0.00085603-0.00064811i,-0.00054115-0.00062087i,-0.00063783-0.00033263i,-0.00053333-0.00020427i,-0.00010822+4.4225e-05i
0.002718+0.0026188i,0.00045894+0.0020133i,-0.00095064+0.0013554i,-0.00061145+0.0013451i,-0.0005958+0.0010085i,-0.001355+0.00044215i,-0.0016852+6.2774e-05i,-0.00078851+0.00036067i,-0.00024073+0.0005725i,-0.00069959-0.00025603i,-6.5148e-05-0.00011621i,0.00028417+0.00061493i,4.985e-05+0.00045921i,9.7446e-05+4.7736e-05i,-0.00065028-0.0003657i,-0.000384-2.5633e-05i,0.00015426-6.6139e-05i,0.00031889-0.00087i,0.00086757-0.00068408i,0.00090967-0.00037765i,0.00057402-0.00042488i,0.00038726-0.00035198i,0.00030236-0.00016016i
0.0025583+0.0019871i,0.0030333+0.0027984i,0.0025888+0.0029573i,0.001727+0.0024125i,0.0012897+0.0016808i,0.00025933+0.00071466i,-0.00049219+0.00015305i,-0.00028303+0.00078276i,-0.00041103+0.0015566i,-1.8435e-05+0.0011174i,0.00086287+0.00029016i,-7.016e-05+0.0004481i,-0.001107+2.8774e-05i,-0.00069898-0.00058783i,0.00017272-0.00077151i,0.0004351-0.0009072i,0.00044569-0.00055025i,0.00036488-0.00015106i,8.3299e-05+0.00041704i,0.00071996+0.0004698i,0.00066049-0.00030918i,-0.00061924-0.00032796i,-0.00088886+0.00027648i
0.0034951-0.0026087i,0.0026069-0.0033796i,0.00036867-0.0029123i,-0.00047932-0.0011723i,-0.0008405-0.00018335i,-0.0011553+0.00024924i,-9.8648e-05+0.00099226i,0.00073906+0.00042742i,0.00071398+6.7959e-05i,0.00079353+0.0005364i,0.00040853+0.0004136i,-0.00033258+0.0001903i,-0.00016523+9.0853e-05i,0.0010713-0.00029681i,0.0013343-0.00037116i,0.00077478-0.00020109i,0.0010544-0.00060228i,0.0012284-0.0001972i,0.00023525+0.00021148i,-0.00017278+7.8034e-05i,0.00010001-0.00014323i,-0.00063432-0.00022484i,-0.001473-0.00044635i
-0.0043858-0.0019319i,-0.0027332-0.0029913i,-0.0015246-0.0013217i,-0.00089812+7.3828e-05i,-0.00067647+0.00040043i,-0.00083191+0.0004395i,8.5809e-05+0.00049441i,0.0013704+0.00082211i,0.0016242+0.00014341i,0.00085497-7.3609e-05i,0.00051279+0.00017973i,0.0007336+0.00011667i,0.00069626+0.00018275i,0.00051898-0.00010094i,1.803e-05-0.00037825i,-0.00051762-0.00085412i,-0.00049047-0.00096642i,-0.00055821-0.00013924i,-0.00024863+0.00013229i,-7.5931e-05+0.00043325i,-0.00024852+0.00050875i,0.00047318-0.00010503i,0.00054878-0.00068689i
-0.003377+0.00079909i,-0.0049152-0.00010449i,-0.0053785+0.00018467i,-0.0046128+0.0010939i,-0.0030792+0.00039104i,-0.0016468-0.000422i,-0.0011815+0.0002164i,-0.0010454+0.00076063i,-0.0001658+0.00081918i,0.00046589+0.0011315i,3.9871e-05+0.0012514i,0.00032862+0.00045243i,0.00060532-0.00084657i,0.0004089-0.0009962i,0.00069468-0.00030766i,0.00095061+0.00030509i,0.00079048+0.00038385i,-3.5853e-05-0.0004072i,-0.00068046-0.00050709i,-0.00084728-0.00048887i,-0.00074686-0.00044083i,0.00018882-0.0003943i,0.00031156-0.00024819i
-0.001702+0.0019935i,-0.0024797+0.0028627i,-0.0031544+0.0033338i,-0.0026919+0.0031105i,-0.0011857+0.0026858i,-0.00045062+0.002753i,-0.00083063+0.0015999i,-0.0014531+0.00029768i,-0.0013858+2.6105e-05i,-0.00076601+0.00026843i,-0.00034166+0.00066481i,-0.00012526+0.00079892i,0.0003154+0.0011139i,0.00031801+0.001722i,-0.0002986+0.0014289i,-0.00057648+0.00047911i,-0.00055223+4.657e-05i,-0.00071266+0.0001953i,-0.00045911+0.00022548i,0.00049502-0.00043816i,0.00048653-0.00085037i,-0.00029529-0.00077899i,0.00013884-0.00063279i
0.0043892+0.00099538i,0.0028964+0.0018672i,0.0003187+0.00198i,-0.00027056+0.0012929i,-0.00036704+0.00089002i,-0.0010847+0.0010669i,-0.00082208+0.001101i,-0.00025305+0.0019359i,0.00024033+0.0018269i,-0.00034268+0.00041481i,-0.00080073+0.00019528i,-0.00037269+0.00086278i,-0.00017543+0.00086248i,-0.00013011+0.00012114i,0.0011164-0.00055663i,0.001612+2.7016e-05i,0.00074305+0.00069304i,0.00043296-3.9593e-05i,0.00030901-0.0006604i,-0.00017764-0.0004708i,-0.00027632-0.00021194i,0.00026128+2.8659e-05i,0.00088185+0.00026916i
-0.00083161-0.0029501i,0.00080538-0.0016551i,0.00062896+0.00031722i,-0.00084512+0.0013638i,-0.00084486+0.0012247i,0.00012637+0.00076465i,0.00042604+0.00051176i,0.00031285+0.00063029i,0.00029634+0.00040435i,1.0585e-05+0.00012542i,0.00037559-4.0633e-05i,0.0010481-1.1894e-05i,0.00091725+0.00046448i,0.00011509+0.00058i,-0.0003043-0.00020871i,-0.00031188-2.4234e-05i,0.00024718+0.0011155i,0.00089228+0.00071144i,0.00054641+0.00019445i,-0.00015919+0.00075905i,-0.00047137+0.00018021i,-0.00087041-0.00041111i,-0.0011763-0.00045965i
