-0.0032565+0.0002325i,-0.002368+0.0001057i,-0.0031872+0.00095495i,-0.0031824+0.0015039i,-0.0018758+0.0025052i,-0.00082877+0.0031607i,0.00019953+0.0027459i,0.001058+0.0027348i,0.00078727+0.001538i,0.00050855+0.00021015i,0.0009451+0.00021449i,0.0010524-0.00034851i,0.00042552-0.00089158i,7.4094e-05-0.00057518i,0.00038136-0.00014235i,-0.00012103+0.00027399i,-0.00021681+0.00068057i,0.00012047+0.00042016i,-0.00046181+0.00046092i,-0.00063752+0.00025358i,0.00041251-0.00056624i,0.00092816-0.0010916i,0.00054828-0.0010627i
0.013275+0.065684i,-0.013839+0.036089i,-0.04519+0.014841i,-0.044845-0.0020535i,-0.028118-0.012905i,-0.01544-0.0082264i,-0.0067022+0.00078034i,-0.0019752+0.003635i,6.7777e-05+0.004467i,0.0013354+0.0057966i,0.0015159+0.0075379i,-0.00061081+0.0068667i,-0.0032498+0.005492i,-0.0034871+0.0070583i,-0.00057579+0.0084642i,0.0032425+0.0078218i,0.004752+0.0058041i,0.003522+0.0037718i,0.00031048+0.003158i,-0.002327+0.0026364i,-0.0013495+0.0010851i,0.0009789-0.00054405i,0.00082139-0.0012018i
-0.054198-0.0077677i,-0.020146-0.032985i,-0.00019861-0.053767i,0.010492-0.041825i,0.016814-0.021392i,0.011267-0.012109i,0.0025695-0.0075349i,-0.0003936-0.0045915i,-0.0036968-0.003701i,-0.0081193-0.0022847i,-0.0085604-0.0007929i,-0.005574+0.00019034i,-0.0031018-0.0017177i,-0.0036263-0.0034554i,-0.0060076-0.0019721i,-0.0063298+0.00082589i,-0.0038885+0.0022011i,-0.0011552+0.00025769i,0.00069239-0.0028324i,0.0010189-0.0037576i,-0.00080564-0.0017898i,-0.0029781+0.00089926i,-0.0026672+0.0017438i
0.014254-0.051782i,0.029539-0.011675i,0.046976+0.014699i,0.03809+0.024415i,0.020276+0.023897i,0.013862+0.014954i,0.011687+0.0045984i,0.0077803-0.0004555i,0.0049103-0.0031971i,0.0041344-0.0066792i,0.0037916-0.008318i,0.0031155-0.0065969i,0.0031373-0.0040601i,0.00309-0.0047858i,0.0011025-0.007582i,-0.0022358-0.0089114i,-0.0052195-0.0073056i,-0.0056564-0.0040393i,-0.0022546-0.0017439i,0.00090052-0.0013526i,0.0012255-0.0015272i,0.0009301-0.0019956i,-7.0979e-05-0.0021073i
0.055608+0.022996i,0.0093342+0.031453i,-0.023118+0.037843i,-0.030669+0.021347i,-0.025259+0.0044194i,-0.013349+0.0032097i,-0.0028696+0.005185i,0.0010046+0.0030576i,0.0023347+0.0023866i,0.0033862+0.0042729i,0.0040379+0.0051974i,0.0022607+0.0046091i,-0.00011135+0.0045231i,0.00178+0.0049719i,0.006645+0.0039305i,0.0094582+0.00125i,0.0084448-0.00019684i,0.0048354+0.0016171i,0.0016408+0.0037382i,7.8748e-05+0.0034347i,0.00015028+0.00087709i,0.0005787-0.00074683i,-0.00035351-0.00052393i
-0.026673+0.042643i,-0.028859-0.0065091i,-0.029083-0.033135i,-0.011833-0.031502i,0.0017024-0.022854i,0.00058778-0.013798i,-0.0024214-0.0062645i,-0.0014571-0.0031049i,-0.0019444-0.00102i,-0.0052682+0.0015658i,-0.0068+0.0029386i,-0.0052562+0.0019914i,-0.0036721-0.00018999i,-0.0036673+8.9742e-05i,-0.0036275+0.0032245i,-0.0026557+0.0060024i,-0.00067015+0.0050326i,0.0010493+0.0010439i,0.0004637-0.0025799i,-0.00071417-0.0031103i,-0.00074793-0.00045277i,0.00037381+0.0013824i,0.0019175+0.00028323i
-0.028631-0.027544i,0.015489-0.019604i,0.039483-0.015262i,0.034588-0.00076868i,0.023465+0.0073228i,0.015008+0.0023449i,0.010031-0.0023766i,0.006802-0.0032278i,0.0034423-0.0051827i,0.00066312-0.0080443i,-0.0014542-0.008792i,-0.0014847-0.0066403i,-0.00035906-0.0040312i,-0.00052641-0.003076i,-0.002348-0.0027317i,-0.0043272-0.0017869i,-0.003765-0.00020618i,-0.0018243+0.00061369i,4.7675e-05+0.0003322i,0.0012732-0.00014022i,0.0010772-0.00039193i,-0.00017817-0.00037171i,-0.0013569-0.00028146i
0.035649-0.034264i,0.016089+0.0076167i,0.0018625+0.028755i,-0.012262+0.022i,-0.015536+0.013313i,-0.0064156+0.010384i,0.00034525+0.0075106i,0.0014579+0.004397i,0.0029724+0.0020663i,0.0060486+0.0010679i,0.0070547+0.0012511i,0.0043135+0.0021743i,0.0021001+0.002085i,0.0032893+0.00015336i,0.0052179-0.0030038i,0.0048804-0.0062458i,0.0027509-0.0076439i,0.0017065-0.0050066i,0.0019984-0.0006241i,0.0020832+0.0011501i,0.0020658+0.00056812i,0.0011509+0.00049928i,-0.00042154+0.00099677i
0.025913+0.037025i,-0.013353+0.014351i,-0.027537-0.00031457i,-0.015789-0.012185i,-0.0065731-0.014369i,-0.0046262-0.0062278i,-0.0036874-0.00090328i,-0.0018432-0.00042802i,-0.00064584+0.00084749i,-0.0013119+0.0038956i,-0.0024737+0.0057368i,-0.0020832+0.004521i,-0.0018283+0.0016923i,-0.0021065+0.0017917i,-0.00050024+0.0044349i,0.0013302+0.0058537i,0.00011584+0.0046959i,-0.002404+0.0022846i,-0.0031044+0.00021295i,-0.0021523-0.00050109i,-0.0011581-0.0009422i,-0.00094501-0.0017862i,-0.000643-0.0025807i
-0.026526+0.02002i,0.0024655-0.011985i,0.014436-0.021078i,0.020078-0.0091172i,0.019026-0.0028334i,0.01097-0.0030758i,0.005857-0.0034258i,0.0045987-0.0040786i,0.00197-0.0051379i,-0.0028353-0.006235i,-0.0050545-0.005761i,-0.0036205-0.0038404i,-0.0018994-0.0022231i,-0.001108-0.0016811i,-0.00082872-0.00096i,-0.00095823+0.00072682i,0.00064792+0.0015123i,0.0020831+0.0011708i,0.0015276-0.00028209i,0.0014513-0.00075764i,0.00074962+0.00025471i,-0.00063517+0.0006953i,-0.00063607+0.00037019i
-0.018185-0.032042i,0.004261-0.00070421i,0.0072658+0.013034i,-0.0041823+0.016653i,-0.0059333+0.013377i,0.00030916+0.0068256i,0.003872+0.0041182i,0.004892+0.0038439i,0.0040168+0.0013307i,0.0039268-0.0026523i,0.0049053-0.0042497i,0.0034722-0.0033182i,0.00090868-0.0012084i,-0.00085599-0.001064i,-0.001662-0.0025101i,-0.0026483-0.0041029i,-0.0029055-0.0046741i,-0.00080892-0.0029031i,0.0017475-0.00065993i,0.0029979+0.00054262i,0.0024984+0.0010214i,0.0018051+0.0015778i,0.001865+0.0011926i
0.039948-0.01443i,0.005785+0.00093497i,-0.0074555-0.00072844i,-0.0097436-0.0097625i,-0.0077547-0.007527i,-0.002796-0.0012761i,-0.0010192+0.00093786i,-0.0016722+0.0013147i,-0.00059736+0.0022151i,0.0025378+0.0045431i,0.0042546+0.0060696i,0.002397+0.0041717i,0.00054088+0.0011523i,8.3892e-05+0.00063395i,0.00036165+0.0013196i,0.0020223+0.0016749i,0.0026416+0.0024559i,0.0011418+0.002296i,-0.00019505+0.0014668i,-0.0010419+0.00017261i,-0.0020302-0.001048i,-0.0025979-0.0014022i,-0.0025802-0.0015009i
0.014147+0.03399i,0.0032859+0.0015684i,0.007908-0.0050181i,0.017482-0.0044857i,0.013132-0.0048055i,0.0052071-0.0032701i,0.0022954-0.0041656i,0.0007312-0.0052259i,-0.0021444-0.0038783i,-0.0074891-0.0019848i,-0.0090065-0.00011965i,-0.0057498+0.00049321i,-0.0027459-0.00058247i,-0.00018635-0.0013005i,0.00021939-0.001769i,-0.00067079-0.0028228i,-0.00028432-0.0037777i,-0.00017689-0.0041325i,-0.00023719-0.0032207i,0.00023787-0.001567i,2.5989e-05-0.00059637i,-0.0010346-0.00032688i,-0.00069743+0.00039463i
-0.037427+0.013196i,-0.0091113+0.0082468i,-0.0063433+0.012416i,-0.0077778+0.0175i,-0.0037156+0.011812i,0.00015983+0.0055433i,0.0041946+0.0035816i,0.0069584+0.0011966i,0.0061731-0.0028813i,0.0032003-0.0065704i,0.00030535-0.0074833i,-0.0017592-0.0045805i,-0.0028361-0.0002588i,-0.0027874+0.0020302i,-0.002275+0.0020706i,-0.002816+0.0019173i,-0.0034832+0.0022068i,-0.0028413+0.0017619i,-0.00033901+0.0010966i,0.0019246+0.001506i,0.0026329+0.0014169i,0.0024328+0.001281i,0.0017483+0.0010541i
-0.0030442-0.036491i,-0.0042498-0.013565i,-0.011211-0.012603i,-0.013922-0.012239i,-0.0061035-0.0072409i,-0.0003362-0.0036279i,-0.00018055+0.0013774i,0.00081002+0.0054118i,0.0043471+0.0050854i,0.0073932+0.0032026i,0.0082608+0.0013464i,0.0065955-0.0003358i,0.0042437-0.0013074i,0.0028472-0.0020765i,0.002083-0.0014739i,0.0023814+0.00029743i,0.0035333+0.0016835i,0.0039514+0.0028476i,0.0033549+0.0024906i,0.0012153+0.0010442i,-0.0013245+0.00050012i,-0.0018896+0.00023734i,-0.0022763-0.00027432i
0.043851+0.00014497i,0.023385-0.003944i,0.025991-0.011161i,0.023407-0.014244i,0.013111-0.0071243i,0.0075713-0.0020398i,0.0022769-0.00222i,-0.0025788-0.0015074i,-0.004533+0.0016845i,-0.0054488+0.0053203i,-0.004522+0.0068674i,-0.0027944+0.0044015i,-0.0014484+0.00022579i,-0.00097743-0.0024924i,-0.0018021-0.003702i,-0.0023401-0.0046121i,-0.0020922-0.0053155i,-0.0021605-0.0050516i,-0.0022505-0.0040235i,-0.0022505-0.002561i,-0.001583-0.0016088i,-0.00071071-0.00099722i,0.00071592-0.00089002i
0.0035184+0.041102i,0.0019981+0.02501i,0.00063001+0.029185i,0.0016336+0.025401i,-0.0014213+0.012815i,-0.0029212+0.0066163i,0.0017161+0.0022498i,0.003986-0.0034144i,3.4109e-05-0.0065007i,-0.0064737-0.0066111i,-0.0092237-0.0046708i,-0.0064984-0.00082327i,-0.0031062+0.0028546i,-0.00058124+0.004488i,0.0012742+0.0038218i,0.0016177+0.002863i,0.0015545+0.0022402i,0.0011233+0.0019291i,0.0013115+0.00111i,0.0023722+0.00050369i,0.0037781-0.00043022i,0.0031744-0.001657i,0.00087595-0.0018362i
-0.040595-0.0046639i,-0.029053-0.0045408i,-0.036228-0.0064788i,-0.029683-0.0039946i,-0.01182-0.0044933i,-0.0031184-0.0038518i,0.0010755+0.0014167i,0.0062325+0.0025554i,0.0092908-0.0014114i,0.010011-0.0055957i,0.0099189-0.0078671i,0.0068518-0.0066434i,0.0029778-0.0048953i,0.0013284-0.0026705i,0.001157-0.00074951i,0.0012338-0.001043i,0.0014538-0.0019761i,0.0021211-0.0016361i,0.0028469-0.0014756i,0.0021083-0.0019646i,0.0001868-0.00079644i,-0.0012043+0.00046023i,-0.0017342+0.00088019i
0.016613-0.038344i,0.019831-0.02912i,0.023122-0.035985i,0.016568-0.028822i,0.011141-0.012099i,0.0077144-0.0042717i,0.0018953-0.0008699i,-0.001248+0.0037795i,0.00038939+0.0077106i,0.0039549+0.0096143i,0.0051355+0.0092348i,0.0033844+0.0058679i,0.00098969+0.0017552i,-0.0020334-0.00042718i,-0.0046338-0.0010082i,-0.005164-0.00070001i,-0.0046024-7.673e-06i,-0.00489+0.00035166i,-0.0052574+0.0006069i,-0.0043796+8.3854e-05i,-0.0025897+0.0002586i,-0.0013175+0.0012599i,-0.00033844+0.00052274i
0.049014+0.020266i,0.035156+0.02234i,0.039117+0.024914i,0.029173+0.016583i,0.011126+0.0090013i,0.0044584+0.0066898i,0.0033983+0.0026168i,-0.0012008-0.001253i,-0.0073501-0.0016879i,-0.011439-0.00013983i,-0.011316+0.0020442i,-0.0078055+0.0035654i,-0.0034276+0.0033253i,0.00035689+0.002286i,0.0026524+0.00057099i,0.0033393-0.0013743i,0.0040706-0.0018728i,0.0049941-0.00092464i,0.003816+0.00018466i,0.0024604-0.00029631i,0.0025438-0.00076067i,0.0019497-0.00085638i,0.0013087-0.0011156i
-0.0059763+0.028673i,-0.018943+0.011727i,-0.032112+0.0082791i,-0.025498+0.0032397i,-0.015513-0.0072961i,-0.010365-0.005951i,0.00099275-4.8399e-05i,0.0096606-0.0030065i,0.0087598-0.0099154i,0.0035202-0.015682i,-0.0017659-0.016235i,-0.0046857-0.010815i,-0.0041888-0.0050301i,-0.0025138-0.0026779i,-0.00081779-0.00212i,-0.00031484-0.0011341i,0.00041319-0.00044388i,0.0016435-0.0015189i,0.0023682-0.0038479i,0.002306-0.0040992i,0.0016116-0.0023739i,0.0021458-0.0015666i,0.0019671-0.001277i
-0.036512-0.023034i,-0.020507-0.032528i,-0.020548-0.038557i,-0.013114-0.024987i,0.00031078-0.010233i,0.0033365-0.0062828i,-0.00030324-0.0019986i,0.0013696+0.0043944i,0.0080547+0.0065022i,0.012842+0.0062772i,0.012822+0.0047729i,0.0086934+0.0021675i,0.0035659+0.0012336i,-0.00014488+0.0017726i,-0.0018361+0.0021074i,-0.0029034+0.0026356i,-0.0038193+0.0029606i,-0.0049188+0.0033609i,-0.004876+0.0036118i,-0.0038422+0.0031431i,-0.0031609+0.0024733i,-0.0023102+0.0012293i,-0.001497-0.0012414i
0.032924-0.023102i,0.045232-0.0038724i,0.052789-0.0021034i,0.034446-0.0018512i,0.015843+0.0032971i,0.009903+0.0036754i,0.0044046+0.00048035i,-0.0035222+0.0014295i,-0.0082029+0.0061793i,-0.0082831+0.010289i,-0.0060315+0.011355i,-0.0020457+0.0085687i,0.0016094+0.0044116i,0.003768+0.001238i,0.0032493-0.00059119i,0.0010425-0.0019094i,0.0010489-0.0031281i,0.0017344-0.0032046i,0.0011367-0.0024498i,0.0017566-0.0018492i,0.0025461-0.0018155i,0.0019284-0.001073i,0.0012533+0.00033764i
0.023619+0.034048i,-0.00085707+0.042813i,-0.0061427+0.051595i,-0.0029043+0.034344i,-0.0029442+0.01397i,-0.0018618+0.008059i,0.0019761+0.0042902i,0.0017206-0.0040109i,-0.003752-0.0096445i,-0.0095449-0.0116i,-0.010949-0.010731i,-0.0076625-0.0064931i,-0.0047355-0.0024412i,-0.003086-0.0016168i,-0.0016548-0.001953i,-0.00056665-0.00099436i,0.00035887-9.9847e-05i,0.00098532-0.0011178i,0.00047557-0.0029336i,-0.0013231-0.0026866i,-0.0014079-0.0010477i,0.00076106+0.00045937i,0.0019516+0.0015752i
-0.032755+0.016917i,-0.041631-0.010626i,-0.049195-0.016799i,-0.030543-0.0090062i,-0.010235-0.0047868i,-0.0037113-0.004427i,0.00040881-0.0014146i,0.0072027-0.0004385i,0.012234-0.0027656i,0.014196-0.0046236i,0.012508-0.0053403i,0.0072476-0.0043319i,0.0028422-0.0016563i,0.00076886+0.00048389i,2.5014e-05+0.0017579i,0.00096903+0.0023734i,0.00093155+0.0025258i,-0.00014584+0.0034682i,-0.00031509+0.0039887i,-0.00016904+0.003136i,-0.00074762+0.0021934i,-0.0016653+0.0010417i,-0.0018929-0.0001497i
-0.0059811-0.030547i,0.025328-0.033746i,0.0295-0.038792i,0.015735-0.023827i,0.0080862-0.0078575i,0.0068769-0.0042369i,0.0034272-0.0019911i,0.00071951+0.0040302i,0.00054769+0.0099963i,0.0023089+0.012484i,0.0043817+0.01138i,0.0048607+0.0071711i,0.0042369+0.0028258i,0.0023983+0.00023226i,0.00069557-0.0016133i,7.2282e-05-0.0032315i,-0.0015342-0.0046426i,-0.0020306-0.0042621i,-0.00033478-0.0021315i,0.0014816-0.0009459i,0.0016459-0.0014142i,0.0017715-0.002241i,0.0016437-0.0017291i
0.030238-0.00068389i,0.026974+0.031438i,0.031185+0.037505i,0.020731+0.019952i,0.0075884+0.0080552i,0.0038828+0.0055691i,0.00359+0.0022337i,-0.0018865-0.0021595i,-0.0092354-0.0033468i,-0.013508-0.0017877i,-0.013182-5.5506e-05i,-0.0091557+0.00071947i,-0.005118+0.00070406i,-0.0033788+0.001039i,-0.0022506+0.00071359i,-3.3757e-05+0.0012338i,0.0015781+0.0011038i,0.00095482-0.00086702i,-0.0014944-0.0018324i,-0.0018442-0.0014444i,-0.00036088-0.0011932i,0.00071482-0.00080125i,0.0012265+0.00027489i
0.0026824+0.026448i,-0.033259+0.018144i,-0.042373+0.020769i,-0.023349+0.014599i,-0.0070353+0.0053375i,-0.00239+0.0035921i,0.0014895+0.0035431i,0.0053173-0.00146i,0.0056908-0.0090837i,0.0044437-0.012883i,0.0034439-0.011665i,0.0017312-0.0076755i,0.00085542-0.0037581i,0.0013595-0.0015889i,0.0010597-0.00093369i,0.00038833-0.00072701i,0.00077477+0.00052283i,0.0028208+0.0022017i,0.0032817+0.0017685i,0.0013086+0.0010963i,-0.00023804+0.0012139i,-0.0011869+0.0013697i,-0.0021076+0.0019662i
-0.020712-0.0040257i,-0.0073753-0.037748i,-0.010138-0.043051i,-0.0097524-0.021116i,-0.0030093-0.0050587i,0.0013043-0.0041408i,0.0019362-0.0028382i,0.0048293+0.0022017i,0.0087931+0.0051265i,0.01091+0.0057888i,0.010849+0.0045719i,0.0079105+0.0020253i,0.0042081+0.00031411i,0.0020691-5.0152e-06i,0.00029431-0.00014035i,-0.0016645-0.0011179i,-0.0031658-0.0016099i,-0.0027932-9.0887e-06i,-0.0011148+0.00054265i,0.00051819-0.00086612i,0.00035646-0.0020882i,-0.00075076-0.0024071i,-0.0010668-0.0012705i
0.0083017-0.016239i,0.039949+0.0029608i,0.043719+0.0010337i,0.020785-0.0036948i,0.0055358-0.0011174i,0.0057132+0.0011564i,0.0048284-0.00020279i,-0.0012411+0.0006182i,-0.0058276+0.0042422i,-0.0079853+0.0070302i,-0.0080789+0.0076279i,-0.0058796+0.0059107i,-0.0027568+0.0031848i,-0.000627+0.00182i,0.00086048+0.0017275i,0.0023703+0.00091113i,0.0021347-0.00070855i,0.00035315-0.0016557i,-0.00148-0.0016675i,-0.0016766-0.0012402i,-0.00025636-0.0011631i,0.00080463-0.0011312i,0.0013885-0.0016805i
0.013065+0.0049425i,-0.014703+0.032488i,-0.016472+0.038722i,-0.0054056+0.020701i,-0.00021551+0.0060729i,-0.00078699+0.0054204i,0.00043993+0.0048715i,0.00014761-0.0013474i,-0.0029925-0.0078875i,-0.0049057-0.011191i,-0.0045109-0.009333i,-0.0036986-0.0055121i,-0.0024685-0.0037521i,-0.0014677-0.0035008i,-0.0016482-0.00241i,-0.0019497+0.00067948i,-0.00075283+0.00226i,0.0010428+0.00043453i,0.0017402-0.0013184i,0.0011195+5.6296e-05i,-0.00010502+0.002384i,-0.00034988+0.0028195i,-5.1258e-05+0.0022073i
0.0016073+0.0080891i,-0.024003-0.022481i,-0.031274-0.025556i,-0.016831-0.010895i,-0.0037752-0.0019794i,-0.0014492-0.0016207i,-8.5643e-05+0.00019005i,0.0054566+0.00091782i,0.009457-0.0014344i,0.010345-0.0026648i,0.0088762-0.0021562i,0.0054038-0.0016632i,0.0023922-0.00020276i,0.001605+0.00040956i,-0.00023807-0.00055975i,-0.003364-6.8334e-05i,-0.0037263+0.0019887i,-0.0012791+0.0026155i,0.0014508+0.00090288i,0.0022118-0.001481i,0.0011677-0.0021218i,-0.00022602-0.00089639i,-0.0017651-8.0896e-05i
-0.0023306+0.00040355i,0.031116-0.016669i,0.031485-0.02277i,0.010704-0.013497i,4.8531e-05-0.0037491i,0.0022124-0.0020937i,0.0026554-0.002775i,0.0010568+0.00094183i,0.00086428+0.0059439i,0.00071488+0.0086365i,0.00074898+0.0081985i,0.00026617+0.0051265i,0.00016396+0.0024372i,0.0015821+0.0011134i,0.0025389+0.00044335i,0.0027481-0.0014264i,0.0017228-0.0034756i,-0.00060159-0.002458i,-0.0024214+7.4281e-05i,-0.0018817+0.00020927i,-1.1333e-05-0.0011172i,0.00042386-0.0023802i,-0.00017894-0.0026929i
-0.0023117-0.0052727i,0.0063237+0.029302i,0.0095345+0.032231i,0.0058177+0.012805i,0.0032461+0.0016327i,0.0048148+0.0025883i,0.0052502+0.0018075i,0.00069889-0.00073426i,-0.0049507-0.0018905i,-0.0082307-0.0033075i,-0.0068162-0.003643i,-0.0031992-0.0027013i,-0.0017601-0.001391i,-0.0018524-0.00014072i,-0.0020953+0.00084976i,-0.00071617+0.0020321i,0.0014701+0.001317i,0.0010629-0.00059969i,-0.00063442-0.0015971i,-0.00057051-0.00012899i,0.00061268+0.0020727i,0.00066272+0.002606i,6.5771e-05+0.0019748i
0.0065012-0.006524i,-0.029733-0.0043275i,-0.034608+0.00079472i,-0.015259+0.0038169i,-0.0027475+0.0038209i,-0.0020233+0.0040922i,-0.00017835+0.0040809i,0.0033668-0.00031195i,0.0039461-0.0058141i,0.0028053-0.0076241i,0.0012913-0.0054753i,0.00059406-0.0026231i,0.0015268-0.0010523i,0.0016402-8.9439e-05i,-0.00046423+0.00037323i,-0.0022319+0.0019922i,-0.00097437+0.0043824i,0.0019118+0.0034401i,0.0030889+3.3166e-05i,0.0021715-0.0018069i,0.00066331-0.0012712i,-0.00059214-0.000403i,-0.0011634-3.3633e-05i
0.013961+0.0081045i,0.016463-0.026206i,0.010786-0.031312i,0.0018377-0.013992i,-0.0015584-0.0030566i,-0.0012412-0.0029586i,-0.0012206-0.0019016i,0.0013974+0.0014208i,0.0052065+0.003182i,0.0065957+0.0041314i,0.0044006+0.0037107i,0.00063422+0.0015626i,-0.00070948-4.1251e-05i,0.00078204-0.0015208i,0.0020129-0.0042082i,0.00039659-0.0056749i,-0.0021616-0.0042064i,-0.0027846-0.0016619i,-0.0011891-0.00045111i,9.2151e-05-0.0011197i,-0.00052959-0.0019028i,-0.0014822-0.0016032i,-0.0018027-0.0012901i
-0.0039729+0.012628i,0.025653+0.020851i,0.027915+0.015145i,0.012569+0.0022417i,0.0040205-0.0022667i,0.0057796-0.0023098i,0.0058751-0.0030693i,0.0020971-0.0015191i,-0.0017332+0.0010371i,-0.0041032+0.0024715i,-0.0036875+0.0023877i,-0.002181+0.00094721i,-0.0023518+0.00021397i,-0.0032524+0.0010595i,-0.0014469+0.00089329i,0.0012929-0.00033171i,0.0022067-0.0015873i,0.00041792-0.00093922i,-0.0016944+0.00082859i,-0.0016316+0.0024099i,-0.00019837+0.0026561i,0.001167+0.00087683i,0.0015195-0.0010443i
-0.012504-0.012973i,-0.02832+0.010513i,-0.025437+0.016892i,-0.008522+0.0096043i,0.0006995+0.0045215i,0.0024766+0.0051755i,0.0037859+0.0042174i,0.003051-0.00019289i,0.00026911-0.0045954i,-0.0024416-0.0064832i,-0.0027458-0.0038694i,-0.00045726-0.00078702i,0.0009468-0.00019778i,0.0013084+0.00026088i,0.00088108+0.0027339i,0.00058913+0.0052579i,0.0029999+0.0040959i,0.0042334+0.00020293i,0.0024215-0.0031161i,0.00054483-0.0032797i,-0.00070715-0.0013593i,-0.00057155+0.00039495i,0.00048931+0.0012116i
0.022567-0.011492i,0.0013473-0.029429i,-0.0075495-0.027904i,-0.0061769-0.010945i,-0.0048727-0.0016297i,-0.005949-2.4822e-05i,-0.003815+0.0023672i,0.00030114+0.0025791i,0.0037698+0.00020771i,0.0054068-0.001727i,0.0034432-0.0022082i,0.00043488-0.0016176i,-0.0013185-0.0012656i,-0.0014364-0.0021441i,-0.0016783-0.0036717i,-0.0033202-0.0025146i,-0.0042528+0.00099399i,-0.0018696+0.0022817i,0.0010362+0.00058833i,0.0011019-0.0012687i,-0.0004347-0.0020937i,-0.0014786-0.0010304i,-0.0018136+0.00065736i
0.013152+0.020411i,0.031572+0.0044737i,0.028018-0.0042303i,0.010225-0.0052577i,0.0028297-0.0045571i,0.0028997-0.0051415i,0.001034-0.0044339i,-0.00057587-0.0014748i,-0.00097877+0.0024512i,-0.00086396+0.005198i,0.00013267+0.0030643i,0.00042433+0.00030509i,-0.00059789+0.00094207i,-0.00033886+0.0017131i,0.00099276+0.001079i,0.00050741-0.0014816i,-0.0015865-0.0022559i,-0.0021685+0.0006662i,-0.00077232+0.0032724i,0.0011107+0.0033541i,0.0025238+0.0023665i,0.0017644+0.00064985i,0.00011018-0.00076067i
-0.025408+0.0089483i,-0.01768+0.029091i,-0.010026+0.028861i,-0.00063674+0.013127i,0.0055913+0.0049688i,0.008054+0.0042206i,0.007602+0.0022145i,0.0044072-0.00064387i,-0.00081776-0.0029156i,-0.0044651-0.0021668i,-0.0033492+0.00036711i,-0.00038527+0.00011105i,0.0012743-0.00031302i,0.0021744+0.00017948i,0.0038565+0.0012777i,0.0051594+0.0022222i,0.0040127-0.0007656i,0.00091397-0.0040528i,-0.0013917-0.0038407i,-0.0020945-0.0015983i,-0.0013522+0.00021909i,9.504e-05+0.00044292i,0.0012439-0.00065445i
0.0027455-0.02625i,-0.01714-0.024116i,-0.021274-0.016441i,-0.01178-0.0050744i,-0.0061887+0.0014314i,-0.0040928+0.0043671i,-0.00030508+0.0043675i,0.0036106+0.0013708i,0.0054822-0.0026273i,0.0036515-0.0056482i,0.00031078-0.0041226i,-0.0018211-0.00057368i,-0.0028527-0.00013258i,-0.0023361-0.000863i,-0.0027658-2.8032e-05i,-0.0030981+0.0022636i,-0.00042077+0.0029098i,0.0012524+0.00079098i,0.00060521-0.0020484i,-0.0005977-0.0035738i,-0.0016372-0.0027588i,-0.0018958-0.00081025i,-0.0013578+0.00079642i
0.032736+0.0026906i,0.032466-0.017484i,0.022225-0.021833i,0.0071386-0.01228i,-0.0011094-0.006968i,-0.0038223-0.0051388i,-0.0034073-0.0019842i,-0.001084+0.0011879i,0.001594+0.0038428i,0.0039675+0.0035841i,0.0031782+0.00062818i,0.0010663-0.0016138i,0.0001131-0.00071736i,-5.0668e-05+0.00090061i,-0.0006975+0.00035227i,-0.0020424-0.00017483i,-0.0015486+0.00086929i,0.0011198+0.002509i,0.0032328+0.0026921i,0.0040949+0.0011802i,0.0032358+7.629e-05i,0.001474-0.0012736i,-0.000284-0.0015983i
-0.0078428+0.032799i,0.0071199+0.037275i,0.011979+0.028707i,0.0082601+0.012336i,0.0076967+0.0022788i,0.0075464-0.0018408i,0.0051617-0.0026642i,0.0021154-0.0025505i,-0.0017783-0.00040989i,-0.003725+0.0034899i,-0.0022973+0.0034879i,-0.00025304+0.00059173i,0.00020984-0.0010396i,0.00135-0.0019058i,0.0037285-0.0028116i,0.0033974-0.0035084i,-0.0001155-0.0040604i,-0.0026714-0.0033762i,-0.002749-0.0010772i,-0.0018275+0.0003679i,-0.00094951+0.00066652i,-0.00016567+0.00011305i,0.00052514-0.0015802i
-0.025068-0.017651i,-0.034849-0.0063455i,-0.030316+0.00043574i,-0.014356+0.0029205i,-0.0045742+0.005969i,0.00041697+0.0067868i,0.0045206+0.003944i,0.005958-0.00029667i,0.0027911-0.0048296i,-0.0028702-0.0066185i,-0.003954-0.0038127i,-0.001525-0.00071636i,-0.00046477+0.00045955i,-0.00023316+0.0011167i,-0.0007327+0.0020855i,0.000502+0.002361i,0.0026205+0.00081528i,0.0013656-0.0015889i,-0.0020647-0.0018319i,-0.0036811-0.00075408i,-0.0028836-0.00011874i,-0.0017339+0.00049177i,-0.00064953+0.0012608i
0.027398-0.020093i,0.019458-0.034137i,0.0095082-0.031034i,0.0022601-0.015927i,-0.0029121-0.0072481i,-0.003968-0.0016959i,-0.0020916+0.0025304i,0.0007575+0.0035767i,0.0050343+0.0023666i,0.0065872-0.0012751i,0.0036329-0.0037667i,0.00099698-0.0027458i,0.0010431-0.00067527i,0.0008321+0.0011731i,-1.3305e-05+0.0024529i,-0.00023937+0.0029896i,0.00091822+0.0038766i,0.0030585+0.0027034i,0.0045044-0.00018762i,0.0042781-0.0016938i,0.0027979-0.0020225i,0.0010641-0.0014655i,-0.00026384+0.00023385i
