-0.0010084+0.00051344i,0.00033685+0.00037875i,-0.00090601+0.00063711i,-0.0017557+0.0018024i,-0.0014809+0.0034225i,-0.00017586+0.0045028i,0.00062059+0.0031938i,0.00039906+0.0016889i,0.00084642+0.0013498i,0.00063434-4.3682e-05i,0.00067253-0.00062086i,0.0011292-0.00029557i,0.00031052-0.00029137i,-0.00057559-0.00014097i,-0.00026539+0.0001676i,0.00017795+0.00043633i,0.00015989+5.0384e-05i,-0.00032196-0.0003354i,-0.00045623-0.00021834i,-0.0001241-0.00012147i,4.5543e-05-0.00012246i,0.00050208-0.00045396i,0.00052139-0.00050028i
0.089992+0.044035i,0.14271+0.040316i,0.21235-0.0029873i,0.28082-0.049458i,0.2369-0.061978i,0.083544-0.079926i,-0.053796-0.14792i,-0.14437-0.18395i,-0.17266-0.12163i,-0.11649-0.047077i,-0.049242-0.022202i,-0.024402-0.012218i,-0.020557-0.0046417i,-0.02554-4.8091e-05i,-0.027762+0.0198i,-0.011824+0.039998i,0.0076019+0.043512i,0.013142+0.040438i,0.0099232+0.031525i,0.0048536+0.014972i,-0.00028218+0.0038851i,-0.0019179+0.0044713i,0.0031938+0.0049131i
-0.088037-0.060586i,-0.14669-0.086537i,-0.23407-0.12936i,-0.3562-0.21586i,-0.40179-0.25925i,-0.31971-0.16599i,-0.22806-0.021765i,-0.18031+0.035847i,-0.12674+0.01234i,-0.057971-0.028496i,-0.023742-0.05487i,-0.025367-0.046673i,-0.012023-0.022796i,0.015549-0.018067i,0.025537-0.029825i,0.017538-0.040654i,0.0071886-0.053656i,-0.0029299-0.063786i,-0.012612-0.047592i,-0.012306-0.014073i,-0.0046903+0.0057586i,0.00015179+0.0060089i,0.003965+0.001774i
0.079117+0.07407i,0.12682+0.080533i,0.17721+0.050578i,0.21342+0.032387i,0.18804+0.059046i,0.11897+0.08852i,0.072069+0.085547i,0.036517+0.066788i,-0.015244+0.050814i,-0.044875+0.05306i,-0.019353+0.060528i,0.033439+0.048503i,0.064883+0.023487i,0.056595+0.0072859i,0.030296+0.00055758i,0.0090301-0.0033196i,-0.00019068+0.0017142i,0.0034339+0.009782i,0.008324+0.0064938i,0.0063114-0.0049356i,0.0047884-0.016029i,0.0027113-0.021506i,-0.0042786-0.015863i
-0.076222-0.071044i,-0.15611-0.086756i,-0.32719-0.060455i,-0.56753-0.0060879i,-0.65457+0.05446i,-0.44603+0.10216i,-0.13917+0.1137i,0.052975+0.074677i,0.12023-0.0051992i,0.082079-0.067998i,0.0038846-0.062586i,-0.032712-0.037385i,-0.047865-0.032124i,-0.052972-0.015904i,-0.030257+0.0094041i,-0.0089349+0.01765i,-0.0078479+0.013563i,-0.014026+0.0088487i,-0.013445+0.0032047i,-0.0074504-0.0034581i,-0.0014226-0.0020932i,0.0096997+0.0032184i,0.014475-0.0021552i
0.06338+0.084872i,0.14208+0.1314i,0.30755+0.18823i,0.5561+0.24918i,0.6849+0.20874i,0.53409+0.041623i,0.28616-0.096931i,0.16436-0.091247i,0.15427+0.030494i,0.16339+0.12276i,0.13762+0.10235i,0.086384+0.058784i,0.059566+0.042233i,0.040853+0.01348i,0.0027563-0.013932i,-0.02482-0.010484i,-0.028432+0.011871i,-0.018755+0.032309i,-0.00308+0.036593i,0.007814+0.027014i,0.006322+0.016579i,-0.0025433+0.014666i,-0.0045715+0.017459i
-0.048017-0.09248i,-0.11497-0.13087i,-0.25554-0.12093i,-0.44778-0.038525i,-0.53427+0.10315i,-0.41388+0.21365i,-0.2403+0.2143i,-0.18328+0.17484i,-0.18469+0.15245i,-0.14768+0.10755i,-0.095011+0.040354i,-0.082733-0.0087482i,-0.098768-0.015374i,-0.080566+0.0045237i,-0.02359+0.021725i,0.030499+0.020669i,0.062994-0.0023104i,0.064859-0.028247i,0.034965-0.036704i,-0.0019039-0.025677i,-0.017808-0.010652i,-0.017564-0.0045275i,-0.011374-0.0013728i
0.041874+0.098423i,0.11998+0.1278i,0.31098+0.070394i,0.54189-0.12476i,0.56721-0.36655i,0.32515-0.4561i,0.052191-0.36527i,-0.11464-0.29797i,-0.2144-0.28418i,-0.20379-0.19061i,-0.095548-0.071257i,-0.00092952-0.0038901i,0.056253+0.021038i,0.071294+0.0025418i,0.033976-0.029522i,-0.013542-0.038365i,-0.032691-0.027754i,-0.020264-0.020157i,0.003575-0.018473i,0.019176-0.014123i,0.020307-0.0064192i,0.015333+0.0022547i,0.0085157+0.0061091i
-0.024957-0.10865i,-0.082205-0.19763i,-0.24268-0.30949i,-0.46994-0.36182i,-0.53875-0.22727i,-0.35871-0.0059781i,-0.11222+0.072216i,0.059107+0.024444i,0.15153-0.047756i,0.13563-0.1053i,0.052174-0.094186i,-0.00051615-0.060019i,-0.033221-0.040274i,-0.050218+0.0051587i,-0.022474+0.044685i,0.016205+0.042454i,0.026401+0.028777i,0.010095+0.030563i,-0.0048099+0.036559i,-0.0067709+0.028435i,-0.0062154+0.014454i,-0.0025095+0.0039638i,0.0024557-0.0063284i
0.0085684+0.11091i,0.031793+0.17889i,0.10721+0.23655i,0.19757+0.21506i,0.19611+0.067264i,0.11384-0.046972i,0.054824-0.010123i,0.043038+0.078539i,0.051829+0.14381i,0.060096+0.14587i,0.041985+0.08705i,0.023748+0.051353i,0.040036+0.032861i,0.045052-0.0083378i,0.02231-0.03682i,-0.00084837-0.04541i,-0.020639-0.052766i,-0.030387-0.058569i,-0.031202-0.052028i,-0.029919-0.031177i,-0.024746-0.0072162i,-0.016148+0.011563i,-0.0045329+0.0212i
0.0042095-0.10029i,-0.022887-0.15685i,-0.14176-0.17071i,-0.31824-0.036399i,-0.35655+0.24557i,-0.17958+0.39194i,0.011829+0.29857i,0.1098+0.20315i,0.17807+0.15528i,0.17654+0.068545i,0.10636-0.0035932i,0.058746-0.03592i,0.036704-0.052987i,0.015881-0.041245i,-0.0067595-0.0086523i,-0.015212+0.031511i,0.0063155+0.06786i,0.030214+0.082173i,0.035079+0.071306i,0.03397+0.044086i,0.035659+0.0075311i,0.029065-0.021911i,0.010124-0.022532i
-0.02576+0.10454i,-0.038561+0.19518i,-0.033428+0.31861i,-0.019059+0.40318i,-0.056477+0.3184i,-0.14239+0.12909i,-0.17932+0.017221i,-0.19428-0.013546i,-0.22806+0.021138i,-0.17747+0.094554i,-0.085274+0.091173i,-0.066698+0.062501i,-0.056795+0.082128i,-0.010715+0.077941i,0.026282+0.033812i,0.036669-0.016346i,0.023362-0.052353i,0.0075674-0.059139i,-0.0036705-0.045986i,-0.015815-0.024265i,-0.018206-0.0036524i,-0.016199+0.0054441i,-0.016432+0.0045721i
0.049328-0.0943i,0.097614-0.16751i,0.16619-0.28382i,0.21556-0.44685i,0.18292-0.55224i,0.088343-0.53172i,0.017005-0.46987i,-0.021775-0.4407i,-0.093045-0.37303i,-0.15065-0.20693i,-0.097375-0.059222i,-0.017908-0.031864i,-0.015508-0.04229i,-0.041376-0.021765i,-0.053989+0.0084024i,-0.055565+0.041962i,-0.047452+0.063136i,-0.039085+0.054528i,-0.021619+0.026808i,-0.0018927+0.0031815i,0.0091356+0.0079209i,0.026208+0.021669i,0.035499+0.010981i
-0.071958+0.081415i,-0.11671+0.11897i,-0.11236+0.14617i,-0.0024404+0.14165i,0.15649+0.10003i,0.20931+0.10244i,0.13607+0.18604i,0.087222+0.22392i,0.08607+0.11736i,0.041105-0.017891i,-0.017757-0.041307i,-0.033549+0.0019618i,-0.035241+0.022606i,-0.036925+0.029013i,-0.0083852+0.022739i,0.029461-0.00757i,0.049088-0.032483i,0.057996-0.039696i,0.046939-0.035359i,0.020076-0.022708i,-0.0055935-0.014479i,-0.024472-0.011247i,-0.023944-0.0046456i
0.07248-0.074811i,0.13105-0.12094i,0.16516-0.19373i,0.11211-0.24551i,0.010074-0.15642i,-0.012229+0.016782i,0.039013+0.11249i,0.080324+0.1623i,0.13463+0.19036i,0.17289+0.12023i,0.13237+0.032781i,0.09721+0.009167i,0.11024-0.027589i,0.099397-0.081342i,0.046485-0.083076i,-0.0019834-0.041404i,-0.014062+0.00217i,-0.0045892+0.024998i,-0.0026631+0.027428i,-0.0088468+0.025426i,-0.0069563+0.027278i,0.0081446+0.023439i,0.016236+0.0068493i
-0.070014+0.039658i,-0.16244+0.01279i,-0.33736+0.0097785i,-0.52252+0.15254i,-0.50546+0.3935i,-0.29342+0.4628i,-0.12699+0.27516i,-0.11398+0.071681i,-0.11834+0.010664i,-0.046252+0.0049314i,0.0020637-0.012018i,-0.0069462+0.0011196i,-0.0025691+0.042445i,0.013222+0.055175i,0.013514+0.029856i,0.0036391-6.8844e-05i,-0.019524-0.0058048i,-0.035103+0.01221i,-0.015094+0.025493i,0.015163+0.014193i,0.017822-0.0042302i,0.0048875+0.00035884i,0.0066385+0.020466i
0.080964-0.012993i,0.12852+0.038189i,0.10014+0.10059i,-0.11929+0.090227i,-0.47525+0.0011258i,-0.58267-0.060226i,-0.30583-0.12814i,-0.050587-0.2378i,-0.013495-0.19075i,-0.014332-0.013665i,-0.0046173+0.040811i,-0.043854-1.4583e-05i,-0.084136-0.01389i,-0.078211-0.0057548i,-0.03736+0.015271i,0.010758+0.019799i,0.02346-0.018185i,-0.0073614-0.043422i,-0.034308-0.023008i,-0.036765+0.0055228i,-0.033388+0.013138i,-0.035143+0.013647i,-0.03172+0.023426i
-0.065246+0.0097861i,-0.087227-0.076809i,-0.060801-0.28033i,0.0038069-0.55874i,0.037033-0.73726i,-0.046767-0.61753i,-0.17152-0.24128i,-0.15759+0.073355i,-0.066383+0.14148i,-0.033774+0.085715i,-0.016993+0.027163i,0.011764-0.015713i,0.02134-0.031206i,0.0073805-0.025922i,-0.019459-0.012886i,-0.031791+0.0060905i,-0.0059921+0.018069i,0.034964+0.0015564i,0.043801-0.034692i,0.024087-0.053686i,0.015302-0.047602i,0.016339-0.036595i,0.0083153-0.024909i
0.049573-0.0016977i,0.058992+0.11146i,0.14085+0.31932i,0.37099+0.43652i,0.58271+0.28813i,0.50719+0.010256i,0.22465-0.092394i,-0.0062304-0.021476i,-0.11905+0.03037i,-0.13856+0.049224i,-0.072436+0.06709i,-0.00016618+0.056503i,0.020155+0.053151i,0.019505+0.062375i,0.013832+0.042654i,0.00028086+0.011167i,-0.018017+0.011715i,-0.032292+0.032673i,-0.032926+0.041748i,-0.013778+0.035999i,0.013031+0.023912i,0.025185+0.010053i,0.018417-0.0049807i
-0.058057-0.001371i,-0.0285-0.099421i,-0.015762-0.26656i,-0.12221-0.33138i,-0.24091-0.13627i,-0.14004+0.097777i,0.042121+0.041046i,0.06207-0.14724i,0.033985-0.2091i,0.037069-0.18878i,-0.0072366-0.1313i,-0.04395-0.054523i,-0.038851-0.015674i,-0.020404-0.0096803i,0.0089847-0.020765i,0.037532-0.046558i,0.052421-0.090546i,0.040134-0.13581i,0.0036864-0.13364i,-0.023935-0.080794i,-0.022511-0.026104i,-0.009656-0.0071072i,-0.004666-0.0089802i
0.046532-0.0048127i,-0.039174+0.0055539i,-0.21449+0.045126i,-0.33995+0.071492i,-0.3236+0.047762i,-0.17364+0.015954i,0.049781-0.029264i,0.20399-0.13906i,0.16164-0.18352i,0.047061-0.077289i,0.027683-0.0033407i,0.038586-0.038174i,0.010455-0.085356i,-0.02401-0.099527i,-0.048897-0.066505i,-0.050247+0.0070591i,-0.0138+0.070286i,0.039114+0.089687i,0.077995+0.069936i,0.079373+0.041017i,0.051287+0.030834i,0.03066+0.031967i,0.020248+0.021259i
-0.037997-0.0080247i,0.051737-0.032922i,0.18052-0.079271i,0.15917-0.10027i,-0.030794-0.007698i,-0.14886+0.17852i,-0.049925+0.31636i,0.12746+0.31794i,0.21088+0.20383i,0.15613+0.053173i,0.057013-0.0095746i,0.031079+0.018197i,0.053735+0.035844i,0.064994+0.040435i,0.083486+0.034097i,0.095573+0.0028952i,0.076533-0.001665i,0.053661+0.027911i,0.029474+0.054338i,0.0026403+0.069247i,-0.0040121+0.067019i,0.0041059+0.041089i,0.0056748+0.015021i
0.048328+0.026914i,-0.0039981-0.036826i,-0.18323-0.11129i,-0.28166-0.05058i,-0.11508+0.092026i,0.048465+0.064599i,-0.12663-0.098269i,-0.38917-0.085242i,-0.32554+0.053649i,-0.065559+0.079716i,0.041386+0.037261i,0.0050563+0.053607i,0.0081562+0.088338i,0.04038+0.067121i,0.040511+0.047082i,0.031803+0.060716i,0.027623+0.07331i,0.028546+0.065105i,0.022127+0.025111i,-0.012178-0.018873i,-0.053083-0.020697i,-0.05711+0.010878i,-0.025588+0.029626i
-0.02976+0.00201i,-0.034443+0.094402i,-0.086906+0.21675i,-0.37735+0.30345i,-0.78638+0.39123i,-0.74667+0.42712i,-0.24641+0.19005i,0.046757-0.19181i,-0.028352-0.2463i,-0.093448-0.020487i,-0.044861+0.045888i,-0.023891-0.028099i,-0.047732-0.034953i,-0.064647+0.011158i,-0.080887+0.046815i,-0.10233+0.064123i,-0.1176+0.062194i,-0.125+0.050559i,-0.10046+0.041126i,-0.050158+0.023112i,-0.015654-0.0044675i,0.00060346-0.015584i,0.013508-0.011111i
0.038422+0.0089685i,0.050929-0.077193i,0.085925-0.4437i,-0.01909-0.96719i,-0.27722-1.1748i,-0.48613-0.79997i,-0.45879-0.062942i,-0.26694+0.50182i,-0.10821+0.56879i,-0.049776+0.32092i,-0.044543+0.11954i,-0.021379+0.06935i,0.021149+0.027904i,0.008526-0.019028i,-0.015611-0.011279i,0.019555-0.017347i,0.071465-0.063174i,0.080452-0.094055i,0.040988-0.079399i,0.002249-0.045817i,-0.0029571-0.026939i,0.0089354-0.019822i,0.015182-0.011007i
-0.12741+0.013948i,-0.2561+0.14471i,-0.53954+0.54446i,-0.69323+1.0741i,-0.43272+1.1775i,-0.077435+0.61859i,-0.14589-0.029809i,-0.40353-0.20793i,-0.36095-0.10482i,-0.13777-0.040007i,-0.019175-0.023933i,-0.031691+0.012806i,-0.020046+0.076317i,0.06435+0.055565i,0.09865-0.037249i,0.059051-0.076i,-0.0012568-0.036739i,-0.035453+0.033067i,-0.032612+0.049701i,-0.046072+0.023073i,-0.063049+0.042097i,-0.036706+0.089015i,0.0028793+0.095529i
0.16793-0.089335i,0.22348-0.21084i,0.29142-0.30701i,0.16395-0.42381i,-0.24237-0.3571i,-0.33552-0.10879i,0.0086679-0.080686i,0.12124-0.22908i,-0.045039-0.10671i,-0.068598+0.13082i,-0.018003+0.12602i,-0.07304+0.037084i,-0.16056+0.082943i,-0.17979+0.2041i,-0.12422+0.24604i,-0.063371+0.17738i,-0.064585+0.064229i,-0.10983-0.021412i,-0.097997-0.038404i,-0.019093-0.047534i,0.0069816-0.082265i,-0.047151-0.075336i,-0.079653-0.020027i
0.53782+7.7509i,3.1845+6.3831i,6.6034+4.9784i,7.3033+1.7435i,5.9388-1.6205i,3.1503-3.4465i,0.34626-2.4942i,-0.7743-0.54256i,-0.33503+0.51633i,0.44947+0.30626i,0.39719-0.45734i,-0.36361-0.91491i,-1.1299-0.89611i,-1.5154-0.48209i,-1.3303+0.05199i,-0.82577+0.36614i,-0.33172+0.32382i,0.021349+0.044452i,0.19329-0.21047i,0.21655-0.31078i,0.22124-0.35612i,0.19316-0.3476i,0.12939-0.19569i
0.1095+0.019305i,0.13238+0.12743i,0.25901+0.44124i,0.55105+0.65078i,0.69034+0.45024i,0.47993+0.065764i,0.043706-0.18728i,-0.34965-0.28182i,-0.47405-0.27083i,-0.36377-0.19011i,-0.22636-0.088075i,-0.15899-0.010768i,-0.14067+0.045597i,-0.12117+0.085129i,-0.092417+0.088736i,-0.071796+0.082052i,-0.067422+0.081967i,-0.081487+0.066659i,-0.082709+0.029386i,-0.057811-0.014111i,-0.032302-0.033573i,-0.022348-0.025767i,-0.024234-0.0088634i
-0.00024793-0.1338i,-0.030456-0.24405i,-0.030872-0.42411i,-0.0032123-0.62391i,0.087343-0.61932i,0.26319-0.43282i,0.3566-0.27285i,0.20911-0.12522i,0.013766+0.073458i,0.010994+0.17433i,0.080597+0.099726i,0.036943-0.021172i,-0.071808-0.041006i,-0.10406+0.029511i,-0.041879+0.051397i,0.0097531-0.021657i,-0.023629-0.10525i,-0.089979-0.11937i,-0.084568-0.070265i,-0.0090317-0.033603i,0.032234-0.039499i,0.0087163-0.037117i,-0.0082061-0.010218i
-0.085552+0.034263i,-0.24859+0.17591i,-0.48952+0.51678i,-0.47951+1.0284i,-0.021108+1.2337i,0.35829+0.83587i,0.14996+0.31099i,-0.21988+0.17423i,-0.27578+0.17408i,-0.18695+0.075749i,-0.12475+0.048292i,-0.095502+0.071366i,-0.076114+0.085946i,-0.016157+0.089972i,0.053297+0.044814i,0.092053-0.033248i,0.10372-0.10848i,0.079256-0.14436i,0.023799-0.12052i,-0.011584-0.075657i,-0.0035686-0.068111i,-0.0040785-0.092353i,-0.022038-0.0856i
0.12032+0.023449i,0.28495+0.21763i,0.64529+0.52925i,1.0478+0.76603i,1.2027+0.69537i,0.99249+0.33702i,0.58404-0.035792i,0.18413-0.26456i,-0.083136-0.34371i,-0.16897-0.28694i,-0.13583-0.1457i,-0.077077-0.035435i,-0.063806-0.0052305i,-0.097185-0.0022403i,-0.13318+0.010556i,-0.15735+0.042505i,-0.16301+0.09135i,-0.13493+0.12867i,-0.069033+0.11326i,-0.0029896+0.037452i,0.011418-0.043639i,-0.016982-0.069482i,-0.041924-0.04752i
-0.0018149-0.0057068i,0.024127-0.2185i,0.053635-0.60329i,0.10244-0.94708i,0.16405-0.98259i,0.13806-0.72271i,0.012197-0.35282i,-0.051061-0.0050554i,0.0012263+0.18075i,0.076079+0.14105i,0.098163+0.024808i,0.076396-0.036601i,0.054099-0.050945i,0.049673-0.027144i,0.058136+0.010676i,0.041574+0.021289i,-0.013942+0.012331i,-0.07229+0.010649i,-0.0839+0.022179i,-0.051667+0.024091i,-0.03526+0.0080907i,-0.034615+0.0024483i,-0.013641-0.00045184i
-0.006043+0.0014836i,-0.11764+0.096813i,-0.31493+0.31252i,-0.40982+0.49841i,-0.2654+0.44886i,-0.0574+0.2521i,0.03562+0.18543i,0.094564+0.27393i,0.13432+0.29531i,0.094577+0.19363i,0.0314+0.097609i,0.003264+0.054777i,0.015371+0.034293i,0.061987+0.014176i,0.11531-0.012708i,0.14678-0.04289i,0.15997-0.070277i,0.15737-0.076675i,0.119-0.053408i,0.054843-0.021048i,-0.0011178+0.004457i,-0.021189+0.01868i,-0.01118+0.020782i
0.0021133+0.055356i,0.15175+0.111i,0.46071+0.15992i,0.73365+0.14911i,0.69895+0.094114i,0.42105+0.096478i,0.16257+0.12116i,0.011784+0.063129i,-0.051439-0.034712i,-0.07168-0.087035i,-0.08014-0.063417i,-0.055561-0.018281i,-0.037416-0.023606i,-0.061157-0.058113i,-0.096816-0.069237i,-0.12473-0.037834i,-0.12807+0.023678i,-0.093708+0.063656i,-0.045174+0.055316i,-0.0092218+0.033872i,0.011623+0.019744i,0.012454-0.0018723i,-0.0080269-0.028709i
0.028816-0.071597i,0.015092-0.19932i,-0.029377-0.37897i,-0.018612-0.42891i,0.075716-0.25148i,0.098905-0.063797i,-0.0022955+0.011073i,-0.042671+0.072072i,0.033008+0.085567i,0.075546+0.042003i,0.056612+0.027792i,0.048064+0.022426i,0.035077+0.00091102i,0.003556-0.0028796i,-0.017089+0.0064936i,-0.024922+0.010455i,-0.039104+0.012007i,-0.049217+0.009173i,-0.037971-0.00052164i,-0.01312-0.0053816i,0.01477+0.00085619i,0.036497+0.0059907i,0.040949+0.0015705i
-0.061237+0.0628i,-0.1323+0.18335i,-0.17042+0.41626i,-0.055673+0.58305i,0.13538+0.4317i,0.19812+0.10162i,0.23918-0.051843i,0.39857-0.049904i,0.45619-0.063223i,0.31679-0.053504i,0.16245-0.019951i,0.063788-0.00017076i,0.02954+0.014102i,0.041504+0.016329i,0.040124+0.018587i,0.040333+0.029807i,0.072461+0.025464i,0.099377+0.011623i,0.08303+0.0053357i,0.041139+0.0010715i,0.0049325-0.0056775i,-0.021688-0.0068672i,-0.041554+0.010272i
0.069256-0.01343i,0.19396-0.0069475i,0.44234-0.067049i,0.64786-0.25846i,0.54806-0.42622i,0.26131-0.31901i,0.10729-0.081312i,0.099763-0.041947i,0.059485-0.15737i,-0.043463-0.18445i,-0.077856-0.088847i,-0.02085-0.0068318i,0.025818+0.0097051i,0.031775+0.010155i,0.031468+0.0089597i,0.03133-0.003733i,0.024336-0.02336i,0.012199-0.047656i,-0.0030181-0.058036i,-0.010055-0.040652i,0.0038836-0.019745i,0.016796-0.021025i,0.012647-0.032901i
-0.041838-0.0074544i,-0.083902-0.10237i,-0.20444-0.29815i,-0.37952-0.45821i,-0.41539-0.41537i,-0.27475-0.25449i,-0.1809-0.18517i,-0.22974-0.19081i,-0.25871-0.13868i,-0.17135-0.073652i,-0.063638-0.056823i,-0.0077056-0.077214i,-0.022679-0.093961i,-0.058225-0.065209i,-0.049839-0.02764i,-0.027972-0.031732i,-0.042049-0.053795i,-0.066385-0.058751i,-0.053471-0.042134i,-0.017542-0.024599i,0.0011018-0.016732i,0.0098515-0.0032036i,0.030571+0.010988i
0.034457-0.008167i,-0.013088+0.029907i,-0.15256+0.13282i,-0.33486+0.27821i,-0.40638+0.35486i,-0.28667+0.27429i,-0.11009+0.08516i,-0.047695-0.037457i,-0.060771-0.016695i,-0.036006+0.041978i,-0.0072099+0.047836i,-0.020365+0.025318i,-0.042268+0.018624i,-0.042675+0.028322i,-0.034515+0.037949i,-0.033574+0.050727i,-0.027494+0.07074i,-0.01758+0.088648i,-0.011266+0.084937i,-0.0055169+0.055531i,-0.0052767+0.018113i,-0.017334-0.0085387i,-0.037021-0.011752i
-0.045575-0.010789i,-0.049595-0.0089611i,-0.023031+0.035898i,0.026565+0.13234i,0.073987+0.22002i,0.1269+0.23643i,0.19109+0.18333i,0.18878+0.079272i,0.080812-0.011608i,-0.011444-0.0040417i,-0.011333+0.031907i,-0.00056194+0.023039i,-0.0077608+0.013507i,0.0010373-0.0019776i,0.0060708-0.028518i,0.00010264-0.024201i,0.0069102-0.0011177i,0.021754+0.010009i,0.025585+0.0093777i,0.020726+0.0065924i,0.020264+0.0011871i,0.021224-0.013834i,0.014767-0.02863i
0.025844+0.032386i,0.051765+0.084053i,0.15145+0.14129i,0.33603+0.13589i,0.46954+0.042279i,0.40602-0.077381i,0.17506-0.12818i,-0.033076-0.070949i,-0.083125+0.014761i,-0.038946+0.031224i,-0.013003-0.0011825i,-0.008291-0.016619i,0.0072121-0.016391i,0.018301-0.020866i,0.019971-0.021372i,0.027897-0.021031i,0.035192-0.034934i,0.031179-0.052049i,0.023055-0.047149i,0.014432-0.026491i,-0.0011345-0.0087258i,-0.014178+0.011627i,-0.0066126+0.03347i
-0.0035484-0.028201i,0.032453-0.079161i,0.077785-0.15509i,0.11407-0.18426i,0.14959-0.15861i,0.11467-0.17924i,-0.061123-0.19037i,-0.17546-0.023417i,-0.058415+0.157i,0.073444+0.1179i,0.059777+0.016525i,0.027998-0.00038018i,0.04133-0.0027213i,0.05237-0.00764i,0.04943-0.0053891i,0.033464-0.0134i,0.010832-0.014454i,-0.0083775-0.0078689i,-0.021112-0.0085665i,-0.021935-0.012678i,-0.017663-0.017025i,-0.017631-0.019945i,-0.016031-0.020755i
0.005135+0.016097i,-0.0781+0.035672i,-0.24351+0.11055i,-0.37977+0.24547i,-0.37468+0.34668i,-0.29222+0.35962i,-0.19554+0.35531i,-0.047626+0.30758i,0.071672+0.14694i,0.061711-0.0034659i,-0.0011345-0.023732i,-0.031424+0.016834i,-0.040418+0.030252i,-0.043405+0.018627i,-0.044541+0.0090245i,-0.052347+0.016919i,-0.056804+0.038215i,-0.040252+0.051895i,-0.010798+0.036017i,0.0024773+0.0081137i,0.0033684+0.0067279i,0.016967+0.013445i,0.031436-0.0035136i
-0.011513-0.01314i,0.02837+0.0439i,0.10273+0.15875i,0.14689+0.25322i,0.11264+0.26792i,0.10108+0.2665i,0.18684+0.24349i,0.20373+0.089588i,0.066246-0.074025i,-0.03431-0.067151i,-0.018252-0.00079089i,0.0078206+0.012105i,0.0038154+0.017469i,-0.010331+0.036188i,-0.01465+0.048492i,0.0042746+0.042905i,0.022554+0.018498i,0.019051-0.0039649i,0.0018773-0.0060487i,-0.0069568+0.0036582i,-0.0017594+0.0063682i,0.0017496+0.0025104i,-0.0047312+0.0069344i
0.015312+0.0066665i,0.037892-0.045319i,0.11483-0.18237i,0.21538-0.36186i,0.24285-0.47299i,0.18228-0.4961i,0.076205-0.47349i,-0.02217-0.36184i,-0.044602-0.18074i,-0.01664-0.075102i,-0.010998-0.056742i,-0.017991-0.052255i,-0.012435-0.038542i,0.0030854-0.0054613i,0.027055+0.016313i,0.045833-0.0073943i,0.04929-0.049256i,0.039645-0.064299i,0.024458-0.041419i,0.016461-0.013253i,0.011353-0.011995i,-0.0064077-0.025552i,-0.024288-0.024377i
-0.014535-0.017791i,-0.051796-0.013607i,-0.12877+0.0087973i,-0.14237+0.051564i,-0.0039491+0.039795i,0.068191-0.051146i,-0.038538-0.07647i,-0.06372+0.017015i,0.021744+0.045228i,0.011311-0.0026334i,-0.033657+0.011835i,-0.013496+0.038941i,0.0060559+0.022379i,0.011032-0.013848i,0.0061408-0.049324i,-0.024779-0.052751i,-0.052218-0.027667i,-0.054268-0.0071495i,-0.039267-0.000773i,-0.020542+0.0022361i,-0.0063144+0.012536i,0.0061538+0.020775i,0.014385+0.015116i
0.01228+0.031663i,0.030439+0.10633i,0.1283+0.28846i,0.32078+0.47i,0.42413+0.47564i,0.34219+0.39499i,0.23356+0.38093i,0.18019+0.33585i,0.11883+0.21801i,0.074537+0.12929i,0.074612+0.072461i,0.06693+0.0277i,0.044446-0.0055401i,0.0089603-0.032954i,-0.033919-0.029596i,-0.052808+0.012033i,-0.053563+0.055524i,-0.052087+0.074137i,-0.044242+0.063654i,-0.029191+0.038146i,-0.010874+0.016915i,0.0040663+0.0046182i,0.0074698-0.0011922i
0.020675-0.031469i,0.097977-0.073138i,0.22288-0.20184i,0.24813-0.3623i,0.10606-0.35742i,-0.020799-0.18223i,0.0068836-0.063662i,0.05928-0.056761i,0.0517-0.050649i,0.043037-0.032737i,0.034785-0.032892i,0.014674-0.036458i,-0.00051323-0.033892i,-0.0039028-0.014832i,0.017623+0.0071436i,0.050106-0.0029999i,0.065907-0.025401i,0.071849-0.027834i,0.073139-0.018521i,0.062293-0.012831i,0.043562-0.018249i,0.021942-0.029198i,0.0047637-0.029852i
-0.026185+0.0082158i,-0.10924-0.044186i,-0.28531-0.13572i,-0.48196-0.21606i,-0.55186-0.24175i,-0.44213-0.22874i,-0.26109-0.23789i,-0.13756-0.26876i,-0.097313-0.22484i,-0.085401-0.11419i,-0.071354-0.037452i,-0.058571-0.011002i,-0.040595+0.00084267i,-0.013273+0.0031547i,0.0034824-0.016016i,-0.0060422-0.039557i,-0.013078-0.049656i,0.0016889-0.054852i,0.013393-0.054545i,0.008172-0.04369i,-0.0074725-0.032207i,-0.021082-0.016565i,-0.017698+0.002543i
0.011327+0.003025i,0.044903+0.060808i,0.10104+0.11139i,0.11908+0.089481i,0.10583+0.035876i,0.13571+0.018377i,0.17568-0.002946i,0.14584-0.035891i,0.091677-0.045831i,0.052302-0.039352i,0.024665-0.012391i,0.028554+0.016802i,0.035818+0.023004i,0.016193+0.01881i,-0.017425+0.029331i,-0.031723+0.060126i,-0.023294+0.076229i,-0.026594+0.058427i,-0.04016+0.031922i,-0.044772+0.017219i,-0.037335+0.023018i,-0.019619+0.036946i,-0.0072593+0.037363i
