-0.0010673+0.001175i,0.0003909+0.0017477i,0.00099049+0.001014i,0.0013366-0.0004509i,0.00040137-0.0015184i,-0.00042618-8.8984e-05i,-0.00021608+0.0016421i,-0.0001032+0.0017149i,0.00016538+0.0011207i,4.7711e-05+0.00030762i,-0.00018686-0.00017132i,3.9932e-05-0.00017526i,-0.00018571-0.00069064i,-0.00025903-0.0014031i,0.0004501-0.00044991i,0.00010908+0.00083447i,1.5955e-06+0.00025973i,0.00011079-0.00023669i,0.00043509+0.00026238i,0.00056378-4.8908e-05i,6.8484e-06-0.00091441i,-0.00041278-0.00064645i,-0.00045272-0.00022119i
0.0037796+0.0021001i,0.0082641+0.0083052i,0.013089+0.025103i,0.0042183+0.047312i,-0.020943+0.054757i,-0.026534+0.031076i,-0.0082271+0.0053456i,-0.00027661-0.00084904i,-0.0027992-0.001246i,-0.0032633-0.0014538i,-0.0041652-0.00078818i,-0.005739+0.0017109i,-0.0036336+0.0044415i,-4.8366e-05+0.0058167i,0.0020835+0.0057558i,0.0036836+0.0032002i,0.0049393-0.00012776i,0.0047847-0.0030914i,0.0034254-0.0055328i,0.0011921-0.0042035i,-0.00019835-0.00076225i,-0.001261+0.0029923i,-0.0021123+0.0050466i
0.00019931+0.00011794i,0.00042856-0.0069606i,0.0062959-0.022065i,0.022516-0.037931i,0.040653-0.036523i,0.036076-0.019498i,0.011038-0.015512i,-0.0065407-0.019405i,-0.0077407-0.0135i,-0.0034706-0.010115i,-0.0022445-0.010889i,-0.0029985-0.0092999i,-0.0021537-0.0071058i,-0.00039394-0.0044268i,0.0011969-0.0023421i,0.0021392-0.0012495i,0.0012831-0.00018527i,0.00011034+0.00067818i,-0.00092469+0.00067927i,-0.00071994+0.0004345i,0.0025352+0.00013102i,0.0056845-0.0015606i,0.0061336-0.0026492i
0.0019392+0.0010389i,0.0029704+0.0062292i,-0.0042201+0.012362i,-0.021009+0.01433i,-0.031419+0.0032651i,-0.019869-0.0073956i,0.0018312-1.6493e-05i,0.012576+0.0071973i,0.0084102+0.0066271i,0.0040039+0.0078088i,0.0044585+0.0075715i,0.0030595+0.0046468i,-0.00035687+0.004253i,-0.0033012+0.0045106i,-0.0048664+0.0035738i,-0.0041281+0.0026612i,-0.00061893+0.001935i,0.0022477+0.0018351i,0.0033161+0.0010751i,0.0026349-9.5539e-05i,-0.00046001-0.00055809i,-0.003349-0.0013114i,-0.0050291-0.0019983i
0.0013996-0.0025969i,0.005402-0.0052737i,0.014289-0.0088241i,0.021357-0.0050025i,0.015928+0.0099311i,0.0031902+0.01662i,-0.00075771+0.0011294i,-0.0012951-0.0083571i,-0.0017391-0.0041796i,-0.00055744+0.00077078i,0.00028486+0.0032061i,0.0015613+0.0019799i,0.002555-0.0016286i,0.0038045-0.0037143i,0.0038107-0.0035962i,0.0020004-0.0022214i,-0.00085469-0.0018821i,-0.0039611-0.0021003i,-0.0052426-0.00032786i,-0.0047233+0.0019762i,-0.0028067+0.0034967i,-0.00049252+0.0045854i,0.0011531+0.0041047i
-0.0017888+0.00089718i,-0.0028453+0.0019758i,-0.0065719+0.0013454i,-0.0083554-0.0092345i,0.00065381-0.02433i,0.009174-0.01918i,0.0043883+0.0035265i,-0.00045983+0.01079i,-0.0024133+0.0060186i,-0.0069958+0.0048032i,-0.0085256+0.0055664i,-0.0059506+0.0052108i,-0.0036477+0.0036968i,-0.0018118+0.0017998i,-0.00073669+0.00048674i,0.00029002+0.00055296i,0.00075161+0.0010804i,0.00066383+0.0011091i,0.00054855+0.0017168i,0.00079665+0.0015831i,0.0016664+0.00085215i,0.002402-0.00091528i,0.0017525-0.0033065i
0.0016209-0.00018046i,0.0051757+0.00035366i,0.0095854+0.0011306i,0.0042921+0.0057404i,-0.013019+0.0099396i,-0.019632-0.0038009i,-0.0093121-0.019829i,-0.00086556-0.017288i,0.0016211-0.012184i,0.0024083-0.011169i,0.0015622-0.0096914i,0.0013421-0.0052968i,0.0024299-0.0008888i,0.0033661+0.0013512i,0.0037575+0.0017851i,0.0035721+0.00024121i,0.0032437-0.0031439i,0.0015899-0.0063086i,-0.0018725-0.0069383i,-0.0046692-0.005348i,-0.0049536-0.0039788i,-0.0049998-0.0022801i,-0.0057967-0.00045896i
-0.00062117+0.0015382i,-0.00020011+0.00087265i,0.0026735-0.0014302i,0.01247-0.004565i,0.025877-0.0045928i,0.023004+0.0062708i,0.0028651+0.013518i,-0.0086932+0.0094279i,-0.0049956+0.0055731i,-0.0011052+0.00067121i,-0.0010617-0.0031331i,-0.0021649-0.0027881i,-0.0043566-0.00093936i,-0.0050892+0.00035971i,-0.0034557+0.00017026i,-0.0012688-0.00079032i,0.00052262-0.00086972i,0.0012555-0.0010376i,0.0011808-0.00089238i,0.00087021+0.00038346i,0.00034298+0.0018779i,-8.0779e-05+0.0021525i,0.00090365+0.00087089i
0.00078552-0.00027783i,0.003299+0.0021948i,0.0014503+0.0011125i,-0.010072-0.0052252i,-0.019887-0.015149i,-0.012191-0.026035i,0.0038715-0.023842i,0.0088827-0.01121i,0.0039491-0.00030834i,0.00277+0.006336i,0.0050562+0.006215i,0.0045844+0.0030035i,0.0026804+0.00095207i,0.00078686-0.00029293i,0.00032937-0.00023929i,0.0014292+0.00024369i,0.0026518-0.00022205i,0.0035739-0.0015775i,0.0029199-0.0031919i,0.0019941-0.0040996i,0.0016447-0.0038269i,0.0012524-0.0037946i,-0.00043395-0.004454i
-0.00094219-0.0017715i,0.0023586-0.0028507i,0.0067286-0.00093393i,0.013334+0.0073002i,0.012334+0.019127i,0.0022871+0.022712i,-0.0071148+0.0086986i,-0.013104-0.0031781i,-0.014162-0.0027984i,-0.011076+0.001506i,-0.0075579+0.0044964i,-0.0052554+0.0031709i,-0.0028789-0.0013043i,-0.0011522-0.0039196i,0.00017171-0.0038513i,0.00092269-0.0022307i,0.00073935-0.00070231i,0.00036221+0.00018851i,-7.9084e-05+0.0016807i,-0.00060993+0.0030443i,-0.001029+0.0029795i,-0.00099266+0.001932i,-0.0010004+0.001623i
-0.00042721+0.002839i,0.00053563+0.0010884i,-4.5586e-06-0.0042019i,-0.0039028-0.017449i,0.0020399-0.032798i,0.013904-0.030942i,0.017992-0.01205i,0.013824-0.0039564i,0.0055359-0.0041478i,-0.0014255-0.00068235i,-0.0035881+0.0017869i,-0.0022212+0.0023135i,0.00045435+0.0027763i,0.0021862+0.0023599i,0.0015678+0.002108i,0.00099498+0.0020197i,0.0012572+0.0020711i,9.9811e-05+0.0016857i,-0.00071761+0.00065652i,5.1839e-05+0.00099352i,0.00077235+0.001769i,0.0017362+0.0011596i,0.0017732+0.00024651i
-0.00020477+0.00085952i,0.0015642+0.00067975i,0.0051552+0.0057726i,0.0027455+0.015873i,-0.010569+0.024622i,-0.021016+0.015068i,-0.017161-0.003898i,-0.0074053-0.0092583i,-0.00066-0.0080689i,0.0007788-0.0081348i,-4.9052e-05-0.0070868i,-0.00040146-0.0046919i,0.00018779-0.0035326i,0.00043488-0.0028742i,0.00030213-0.0015542i,0.00038717-0.00019877i,0.00081127+8.9339e-05i,-0.00055331-0.0010727i,-0.0026901-0.0010822i,-0.0037794-0.00014017i,-0.0040778+0.00074549i,-0.0025028+0.0012309i,-0.0011296+0.0010929i
0.0039107+0.0014414i,0.0030596-0.00024558i,0.005085-0.0068453i,0.011615-0.018708i,0.023622-0.02664i,0.025591-0.013402i,0.013938+0.0060997i,0.0049446+0.010804i,0.0042472+0.0074971i,0.0046879+0.0031991i,0.0033642+0.00098444i,0.0015781+0.0013759i,-0.00072574+0.0030833i,-0.0014725+0.0036036i,-0.00072807+0.0016686i,-0.0015783-0.0012175i,-0.0022329-0.0019912i,-0.0015533-0.0020927i,-0.0012832-0.0025444i,-0.001113-0.0023382i,-0.00030056-0.0021282i,-0.00048547-0.0015127i,-0.0015165-0.00073412i
0.0021291+0.00085901i,0.0037305+0.0024238i,0.0034325+0.0047225i,-0.0072094+0.0083106i,-0.023309+0.0073133i,-0.026471-0.005493i,-0.016499-0.014755i,-0.0069234-0.0094694i,-0.003978-5.6023e-05i,-0.0021986+0.0036876i,-0.0009114+0.001901i,-0.00041616-2.0572e-05i,0.00085339-0.0013461i,0.00086923-0.001284i,0.00026157-0.00078633i,0.0016517-0.00081257i,0.0038985-0.00092078i,0.0039932-0.0015315i,0.0025178-0.0027527i,0.00066845-0.0031476i,-0.0013235-0.0022912i,-0.001878-0.00056252i,-0.00080497+0.00094641i
0.00093159-0.001917i,0.002714-0.0032677i,0.0060182-0.0060891i,0.014828-0.0083254i,0.022807-0.0045226i,0.018852+0.0043957i,0.0049683+0.0051963i,-0.0081717+0.00059831i,-0.012883-0.00084519i,-0.010974+0.0012925i,-0.007816+0.0035569i,-0.0050549+0.0037125i,-0.0031904+0.0022612i,-0.0014574-0.00055558i,0.00029206-0.0023957i,0.0014765-0.0024626i,0.0016628-0.0017469i,0.00078326-0.0015918i,0.00072986-0.0014847i,0.0012633+0.00013919i,0.0029163+0.00087864i,0.0044378-0.0011906i,0.0034094-0.0025689i
0.004444-0.0010864i,0.004832+0.0011118i,0.0014405+0.00016341i,-0.010526-0.0059376i,-0.018365-0.017111i,-0.010337-0.023694i,0.0044223-0.019233i,0.0092735-0.014695i,0.0040465-0.011825i,-0.00032536-0.0067832i,-0.0011248-0.0034536i,0.00027913-0.0022155i,0.0017855-0.00065869i,0.0023255+0.00049377i,0.0029298+0.0017952i,0.0043799+0.0031863i,0.0041326+0.0041439i,0.0026906+0.0033019i,0.0020404+0.0008667i,0.00036437-0.00094275i,-0.0014103-0.0019543i,-0.0025276-0.0021443i,-0.0029764-8.8526e-05i
0.0010316+1.3428e-05i,0.0027569-0.0013832i,0.0071627-0.0017007i,0.013216+0.0026777i,0.012985+0.0135i,0.0062229+0.016876i,0.0013876+0.0079378i,0.0017863+0.001302i,0.0039832-0.0016188i,0.0040999-0.003177i,0.0023509-0.002877i,0.00035874-0.0016926i,-0.00076211-0.0007409i,-0.0011551-0.00095742i,-0.00077897-0.00075652i,-0.00023096-0.00010573i,-0.00070891-0.0010531i,-0.0018245-0.0022299i,-0.0032453-0.0013008i,-0.0042076+0.0011241i,-0.0021654+0.0038914i,0.0018171+0.0045012i,0.0040535+0.0024744i
0.0024411+0.00046549i,0.0031532+4.6626e-06i,0.0012465-0.0033655i,-0.003757-0.011257i,-0.0028527-0.021927i,0.0043388-0.018164i,0.0081765-0.0013712i,0.0076715+0.0073474i,0.0055532+0.0072734i,0.0037246+0.0048497i,0.0039842+0.0030618i,0.0031142+0.0018143i,0.001566+0.0020643i,0.0007535+0.002396i,-0.00022042+0.0017915i,-0.0016452+0.00094156i,-0.0020874+0.00051278i,-0.001557+0.00039607i,-0.0016632+0.00026463i,-5.4198e-05+0.00017729i,0.001618-0.0016373i,0.00045539-0.0040949i,-0.0017763-0.0036266i
0.00036043-0.0011473i,0.0018286-0.0017928i,0.0045235-0.00029925i,0.0048+0.005835i,-0.0014668+0.012229i,-0.0095374+0.0084584i,-0.013828-0.00012251i,-0.012987-0.00094907i,-0.0088618+0.0027522i,-0.0054979+0.0044829i,-0.0041494+0.0034944i,-0.0022303+0.0016323i,-0.00013467-5.6825e-07i,0.0010217-0.00091165i,0.001463-0.0020126i,0.0020656-0.0034362i,0.0026951-0.0055095i,0.0022657-0.0066639i,8.3385e-05-0.0062418i,-0.0022976-0.0052056i,-0.0039727-0.0026206i,-0.0049067+0.0012221i,-0.0032477+0.0030354i
-0.00042224+6.6525e-05i,0.00043267-0.00081076i,0.00031489-0.0042635i,0.0024138-0.011072i,0.005832-0.016543i,0.007287-0.013018i,0.0023655-0.0069459i,-0.0059758-0.0056505i,-0.0097035-0.0042743i,-0.0083088-0.00087327i,-0.0058146+0.0010002i,-0.0045255+0.0014554i,-0.0032753+0.0015297i,-0.002097+0.0018568i,-0.00096094+0.0013469i,-0.00037213+0.00024429i,0.00026786+0.00075534i,0.00028422+0.0009811i,-0.00053202+0.00062533i,-2.274e-05+0.00082658i,0.0025132+0.0005936i,0.0047904-0.00072835i,0.0038226-0.003097i
0.0020133-0.00087097i,0.0032277+0.00026505i,0.0021158+0.00161i,-0.0025798+0.0044978i,-0.0079535+0.0055147i,-0.0076461-0.0020284i,-0.0016591-0.011449i,0.0018433-0.014785i,-0.00024504-0.011883i,-0.0033712-0.0073077i,-0.0037981-0.0047798i,-0.0014888-0.0030621i,0.00079818-0.0015917i,0.0016516-0.0010319i,0.0027694+0.00014636i,0.0041718+0.0007106i,0.0049837-2.6273e-05i,0.0047077-0.00086226i,0.0036309-0.0017604i,0.002604-0.0021446i,0.00051801-0.0032252i,-0.0014846-0.0033648i,-0.0017125-0.0012448i
-0.00066612+0.00064785i,0.00037021-0.0016969i,0.0035093-0.0042333i,0.0093135-0.0066245i,0.01354-0.0058029i,0.013644-0.0023484i,0.011349-0.0010484i,0.0084138-0.0013985i,0.0061519-0.0028597i,0.003846-0.0036361i,0.0016013-0.0027789i,-0.00074098-0.00085393i,-0.0025586-0.00058699i,-0.002778-0.00052959i,-0.0023134+0.00084402i,-0.0017476+0.00098552i,-0.0017717+0.00022349i,-0.0021618+0.00034543i,-0.0027702+0.00023245i,-0.0024562+0.00053785i,-0.00090552+0.0026613i,0.00074372+0.0034547i,0.0022908+0.0020429i
0.001087+0.0024171i,0.0021872+0.0020936i,0.0025252+0.0021076i,-0.0022762-0.0004678i,-0.0068666-0.0056785i,-0.0044108-0.0070936i,0.0025529-0.0011857i,0.0069871+0.0037165i,0.0071+0.0039374i,0.0052818+0.0022427i,0.0043619+0.0016614i,0.0037378+0.0016548i,0.0026897+0.0010566i,0.0018765+0.00095268i,0.00094408+0.0012915i,0.00045446+0.0018963i,0.00051403+0.0015518i,0.00022967+0.00043978i,0.00037682+0.00016893i,0.0013486+0.00032522i,0.0019113-0.0002777i,0.0011434-0.00083809i,-0.00068458-0.00027277i
0.0015596+0.00061545i,0.0020848-9.438e-05i,0.0054333-0.0023281i,0.0086296-0.0030683i,0.0074941+0.00036613i,0.0019589+0.0042141i,-0.0045399+0.0056531i,-0.0078234+0.0068733i,-0.0058001+0.006374i,-0.0027346+0.0055292i,-0.0011343+0.004366i,-0.0011725+0.0016482i,-0.0012717-0.00073058i,-0.00086955-0.0015271i,-0.0010218-0.0018299i,-0.00098338-0.0017368i,-0.0012416-0.0012748i,-0.0013099-0.0019887i,-0.0013679-0.003074i,-0.0022809-0.0030528i,-0.0035113-0.0021728i,-0.0039136-0.0011919i,-0.0023431-0.00049981i
-0.0014149+0.00050388i,0.0002212+0.00078417i,0.00010197+9.6027e-05i,-0.0030599-0.0026985i,-0.0060095-0.006935i,-0.0054392-0.0090045i,-0.0060412-0.0073611i,-0.0086401-0.0046523i,-0.0088311-0.0020986i,-0.0067395+0.00091107i,-0.0046682+0.0022519i,-0.002929+0.0026752i,-0.0011601+0.0028021i,0.00031573+0.0027088i,0.00038196+0.0018738i,0.000467+0.00016844i,0.0013214-0.00091957i,0.00077478-0.0018601i,-0.00049586-0.0015331i,-0.0010992+2.0227e-05i,-0.00050398+0.0012801i,0.0010588+0.0016931i,0.00033451+0.00068408i
-0.0012116+0.00015719i,0.0012966+0.00019479i,0.0045084+5.7857e-05i,0.0063502+0.0012185i,0.0055875+0.0032257i,0.0026133-0.00043143i,-0.0005987-0.0083i,-0.0015186-0.013259i,-0.0023331-0.010023i,-0.0040867-0.0043859i,-0.0036765-0.0021724i,-0.0015218-0.0015109i,6.4289e-05-0.0018227i,0.00071576-0.0018055i,0.001367-0.0011085i,0.0020044-0.00067607i,0.0016135-0.0010724i,0.001359-0.0023732i,0.001376-0.0024069i,0.0019042-0.0019228i,0.0021488-0.0027314i,0.0020318-0.0028034i,0.0021624-0.0017996i
0.00059773+0.00010725i,0.001392-0.0007088i,0.0020987-0.001924i,0.0012951-0.0050559i,0.00123-0.0090816i,0.0033215-0.009304i,0.0058127-0.0079165i,0.0061317-0.0069509i,0.0032019-0.004878i,0.00058182-0.0025351i,0.00011012-0.00087823i,-0.00025852+0.00055848i,-0.0014476+0.0016501i,-0.0012931+0.0022385i,0.00020143+0.0018867i,0.0012691+0.00052769i,0.0018369-0.00037414i,0.0018118-0.00080611i,0.00019911-0.0011728i,-0.0020832-0.00056746i,-0.0030507+0.00027299i,-0.0030637+0.00015823i,-0.002029-0.00064396i
0.001601-0.00031426i,0.0023372-0.00010148i,0.0028654-0.0011808i,0.0022666-0.00123i,-0.00022189-0.0002845i,-0.00039908+0.00030092i,0.0030934+0.00075506i,0.0046512+0.0012964i,0.0026902+0.00099607i,0.00043709-0.00073592i,0.00010523-0.00092621i,0.00075777+0.00018694i,0.001022+0.00041188i,0.00069058+0.00040479i,0.00042208+0.00061672i,0.0012072+0.00081288i,0.0018946+0.00057149i,0.00085933+0.00057703i,-0.00074696+0.00073976i,-0.0001498+0.00080647i,0.0019213+0.0013021i,0.0028338+0.0023278i,0.001933+0.0025108i
0.002779-0.0013121i,0.0028098-0.00049435i,0.0023129-0.0024759i,0.001951-0.0053669i,0.0011419-0.006055i,0.0016601-0.0034031i,0.0015548+0.0021106i,-0.00051288+0.0046483i,-0.00077955+0.0023547i,-0.000193+0.00071863i,-0.0011763+0.00064486i,-0.0023744+0.00053977i,-0.0018861+0.00040339i,-0.0012725+0.00029411i,-0.00058068+0.00041973i,0.00072432+0.00072441i,0.00058988+0.00083185i,0.00020311+0.00056023i,-0.00015614-0.00012813i,-0.00049199-0.0013041i,-0.00067152-0.0025562i,-0.0011906-0.0029904i,-0.0016388-0.0020603i
0.00073343-0.0013338i,0.002205-0.0011811i,0.0027302-0.0016944i,0.00093483-0.00089033i,-0.0020959+0.00071636i,-0.0039739+0.0011101i,-0.0051755-0.00070355i,-0.005501-0.0014845i,-0.0032476-0.00037762i,-0.00091129+0.00097001i,-0.00059909+0.00091858i,0.00043963-0.00012799i,0.002142-0.00014757i,0.0022334-0.0007194i,0.0019629-0.0011299i,0.0015351-0.00032288i,0.00016284-0.00013022i,-0.0010298-0.00077262i,-0.00045515-0.00099232i,-0.00049882+1.0484e-05i,-0.0015552+0.0015673i,-0.0023541+0.0022354i,-0.0022193+0.0024509i
-0.0022499+0.000697i,-0.00013639-0.0010432i,0.0029762-0.0015363i,0.0053287-0.0018264i,0.0051453-0.002976i,0.002913-0.0057021i,-0.0010827-0.0072538i,-0.0029134-0.0069105i,-0.0030558-0.0027494i,-0.0028281+0.0015131i,-0.001162+0.0018488i,-0.00029816+0.00090636i,-0.00092485+0.00015735i,-0.00042269-0.00013573i,0.00051714-0.00028388i,0.00058375-0.00086089i,-0.00011958-0.0010926i,-0.00038247-0.0012847i,0.00024011-0.0016151i,0.00070364-0.0020756i,0.0018388-0.0028235i,0.0030805-0.0032685i,0.0022682-0.002799i
0.00062502-0.000983i,0.00116-0.0013536i,0.0017442-0.0013561i,-1.4562e-05-0.0022302i,-0.0017435-0.0038958i,-0.00041413-0.0053735i,0.0012888-0.0059106i,0.0011949-0.0044534i,-0.0015499-0.001254i,-0.0040615+0.0017702i,-0.0025031+0.0029923i,-0.0006672+0.0022065i,0.00051703+0.0021074i,0.0017929+0.0018781i,0.0020625+0.00021528i,0.00070367-0.00046411i,4.7808e-05-0.0009382i,-0.00012806-0.0016564i,-0.001036-0.0013321i,-0.0016771-5.4112e-05i,-0.0024219+0.00083866i,-0.0025133+4.5247e-05i,-0.0011815-0.00052353i
0.00086129+0.00028202i,0.0017663-8.8591e-05i,0.0030537-0.0014207i,0.0024973-0.0021279i,0.00084564-0.0006852i,0.0011939-0.00043653i,0.0018459-0.0020943i,0.00058429-0.0033128i,-0.0020784-0.003226i,-0.003393-0.0024729i,-0.0020633-0.0011556i,-0.00017294-0.00027377i,-0.00053311-0.00043734i,-0.00083627-0.00027019i,5.3477e-05+0.00013474i,0.0013823+0.00014276i,0.0029517-7.5601e-05i,0.003653-5.0978e-05i,0.0015896-0.0003847i,2.6666e-05-0.00080794i,0.0011378+0.00021492i,0.0024381+0.0011256i,0.0017917+0.00151i
0.0019835+0.0013684i,0.0024591+0.0010429i,0.0031067+1.3027e-05i,0.002643-0.0018684i,0.001272-0.0040777i,0.001016-0.0055621i,0.0007783-0.0049671i,-6.5177e-05-0.0038171i,-0.00015001-0.0037398i,-0.00036201-0.0043638i,-0.001348-0.0031519i,-0.0016866-0.00052291i,-0.0011735+0.00050756i,-0.0011539+0.00071463i,-0.0013023+0.0014239i,-0.00021899+0.00033168i,0.00056554-0.00080123i,0.0008248-0.0009807i,0.0002648-0.0013831i,-0.00067217-0.0011386i,-0.0021041-0.0013393i,-0.0024639-0.0019652i,-0.0014337-0.00052601i
0.0022652-0.0018182i,0.0032743-0.0016746i,0.0041698-0.0028623i,0.0035414-0.0031741i,0.0010112-0.0010342i,-0.00080829+0.0010292i,7.6331e-05+0.00031465i,0.0014965-0.0014179i,0.0029582-0.001921i,0.003931-0.0020282i,0.0022654-0.0023554i,0.00044875-0.0019049i,0.00038355-0.00083592i,0.00028528-0.00045897i,-0.00010694-0.00039286i,0.00031144+0.00079041i,0.00078335+0.0015661i,0.00091124+0.0014749i,6.0708e-05+0.00069642i,0.00033279+0.00065597i,0.00095046+0.0017849i,5.3235e-05+0.0014182i,-0.0007889+0.00025057i
-0.0011114+0.0012822i,0.00054667-0.00017417i,0.00066618-0.00017192i,0.00073696-0.00087132i,0.00066375-0.0032678i,0.00075083-0.0056029i,0.00064013-0.0043667i,0.0011969-0.00013589i,0.0021557+0.00252i,0.0019737+0.0034163i,0.00041143+0.002494i,-0.00043577+5.6178e-05i,0.00055072-0.0013929i,0.0015902-0.0013398i,0.0014511-0.00091091i,0.00098514-0.0017711i,0.00059308-0.002926i,0.00042256-0.0031956i,-0.00056729-0.0019061i,-0.0014975-0.0018423i,-0.0016622-0.0025698i,-0.001454-0.0016721i,0.00031041-0.001196i
0.00032424+0.0014605i,0.0012356+0.00030892i,0.004386+0.000151i,0.0058577-0.0012914i,0.0038196-0.002788i,0.00071242-0.0024169i,-0.0011194-0.0014064i,-0.0013379+0.0010621i,-0.0023745+0.004379i,-0.0028476+0.0054434i,-0.00080882+0.003611i,0.00027446+0.0015369i,0.00022129+0.00086703i,0.001074+0.00040571i,0.0016305-0.00018928i,0.00093535-0.00050334i,-9.4964e-06-0.00082188i,0.00022462-0.00077003i,-0.00020932-0.00022176i,-0.001255+0.00038674i,-0.00096521+0.00072571i,-0.00033863-0.00028845i,-7.0412e-05-0.0015485i
0.0021375+0.00041449i,0.0032137+0.00010447i,0.0019649-0.0013241i,-0.00024217-0.0025311i,-0.00067313-0.0018976i,0.00013733-0.0020097i,-0.00066453-0.0025328i,-0.0043232-0.0017799i,-0.0080409-0.00091707i,-0.0081664-0.00042124i,-0.0044372+0.00065505i,-0.00060941+0.0012494i,0.0017924+0.00077391i,0.002618+0.0015124i,0.002735+0.0016637i,0.0023084-0.00021891i,0.0014982-0.0015126i,0.00075133-0.0021901i,3.3989e-05-0.0027771i,-0.00022469-0.0028902i,-5.7455e-05-0.0029191i,-0.00073121-0.0014744i,-0.0011537+0.00049208i
-0.00028288-0.00029744i,0.0018055+0.00019066i,0.0037386+0.00026291i,0.0046037+0.00028216i,0.0034469-0.0016836i,0.00041967-0.0041282i,-0.0015198-0.0057714i,-0.002215-0.0069982i,-0.0036903-0.0072837i,-0.0035923-0.0053238i,-0.0026002-0.0021314i,-0.0018753-0.00073101i,-0.00089666-0.00062363i,-0.00058287-0.0003859i,0.00032817+0.00053449i,0.0012687+0.00083589i,0.0017493+0.00065972i,0.001903+0.0010671i,0.00055985+0.00069211i,-0.00099775+0.00018903i,-0.0011846+0.00059449i,-0.00057242+0.00032881i,9.513e-06+0.00037537i
0.0014464-0.0020239i,0.0015207-0.0023811i,0.0013929-0.0042041i,-0.00025551-0.005357i,-0.0017971-0.0049476i,4.2819e-07-0.0042078i,0.0023053-0.00479i,0.0024506-0.0066146i,0.0031819-0.0083804i,0.0028568-0.0072403i,0.00018068-0.0036804i,-0.001526-0.00040979i,-0.001547+0.0010922i,-0.0015263+0.00089869i,-0.0014159+0.0007535i,-0.00022116+0.00091766i,0.0009676+0.00056138i,0.00071696-0.00034857i,0.00070269-0.00057149i,0.0010318+0.0001788i,0.0011679+0.00040822i,0.000241+0.00039183i,-0.0010003+0.00039712i
0.0004998+0.00077966i,0.001072+0.00051575i,0.0015273+0.001825i,0.0015068+0.0023578i,0.0019071+0.00033686i,0.0037003-0.0017849i,0.0060431-0.0018398i,0.0074015-0.00042809i,0.0074198+0.0010831i,0.0058927+0.0017243i,0.0027794+0.0013244i,0.00026003-0.00039609i,-0.00035273-0.0025108i,-0.00047901-0.0025784i,-0.00071374-0.0015641i,-0.00071638+5.3124e-05i,-0.00049641+0.00084493i,-0.00046191+0.00032029i,-0.0013645-0.0001622i,-0.0022251-0.00038065i,-0.0019991-0.00020734i,-0.00085262-0.00010474i,-9.2382e-05+0.00027382i
-0.00044004+0.0001191i,0.0016072-0.0015i,0.0031704-0.0034286i,0.0039553-0.0059253i,0.0040606-0.0064646i,0.0022298-0.0047033i,0.00083065-0.0022121i,0.00046642+0.0020339i,9.9672e-05+0.0060636i,0.00073799+0.0064007i,0.0014106+0.0037669i,0.00089196+0.0013278i,0.00047247+0.00082734i,0.0013099+0.00048949i,0.0015753-0.0009274i,0.0010211-0.0015133i,0.0010233-0.0013266i,0.00086408-0.0010281i,-5.1918e-05-0.00086605i,-0.0012102+4.508e-05i,-0.00093826-0.00019501i,-9.0889e-05-0.001282i,-0.00040635-0.0022725i
0.0023188+0.00048674i,0.001652+0.0026762i,0.0017536+0.0017222i,0.0006139+0.00015026i,-0.0012019-0.00041692i,-0.0017107-0.00039293i,-0.0022349+0.00092691i,-0.0042129+0.0023692i,-0.0068394+0.0038244i,-0.0060751+0.0036947i,-0.0030092+0.0014729i,-0.00024151-0.0002588i,0.0012817-0.00081424i,0.0018615-4.3508e-05i,0.0026154+0.00067999i,0.002462+0.00021626i,0.0012059+4.4791e-05i,-3.7401e-05-0.0001902i,-0.0008174-0.0012463i,-0.00078844-0.0019876i,-4.4639e-05-0.00084484i,3.9656e-05+0.00068224i,-0.00017887+0.0011623i
0.00085487-0.00029027i,0.0017516-0.00069222i,0.0012193-0.0015892i,0.0018712-0.0031429i,0.0029766-0.0044332i,0.0013702-0.0043439i,-0.0018698-0.0042778i,-0.0048662-0.0056656i,-0.0071323-0.0060735i,-0.0063768-0.0039701i,-0.0036237-0.001227i,-0.00141+0.00064241i,-0.00095958+0.0010228i,-0.0011177+0.0019885i,5.8907e-05+0.002095i,0.0017122+0.00095331i,0.0018557-0.0010312i,0.001426-0.002276i,0.001324-0.0020369i,0.0011549-0.0010875i,0.00055158-0.00093671i,0.00092648-0.0016235i,0.0016319-0.0013397i
0.001149-0.0010468i,0.0013669-0.0013228i,0.0029397-0.0011768i,0.0029298-0.00033623i,1.0414e-05-0.00028515i,-0.0006991-0.002145i,0.00018867-0.0050406i,-0.00018642-0.0083631i,-0.00028876-0.010316i,-0.0006899-0.0081141i,-0.0015016-0.0033365i,-0.0014931+0.00030105i,-0.0011962+0.0013048i,-0.00055984+0.0011542i,-9.7691e-06+0.0013533i,-0.00058549+0.0010464i,-0.00078451+0.00024901i,-0.00083249-0.00039503i,-0.00034179-0.0011323i,4.0307e-05-0.00014377i,-0.001042+0.0016585i,-0.0020999+0.0019137i,-0.0021721+0.0016522i
