-0.00010872-0.00047942i,-0.00043961-0.00013004i,-0.00016997-0.00070833i,0.0010247-0.0023195i,0.00038239-0.0019838i,-0.00021823-0.00063709i,-0.0013811-0.00047446i,-0.0017814+0.00086809i,-0.00067018+0.0019247i,6.8588e-05+0.00081985i,0.00052053-0.00040769i,0.00094243-0.0001759i,0.00084564+0.00032415i,0.00043296+0.00023437i,-0.00014295-0.00025538i,-0.00091313-0.0009892i,-0.0010705-0.00077295i,0.0001334-0.00021646i,0.00038117+3.7991e-05i,-0.00036319-0.00024048i,-0.00011934-0.00061648i,0.00014433-0.00024457i,0.00036044+0.00020542i
0.0089514+0.024638i,0.002963+0.057629i,-0.039588+0.065086i,-0.11117+0.03194i,-0.14855+0.0061621i,-0.11488+0.021603i,-0.051406+0.029633i,-0.016991+0.011633i,-0.0017063+0.001073i,0.017247-0.0034516i,0.023961-0.010867i,0.012697-0.015698i,-0.00044428-0.013196i,-0.0060157-0.0066592i,-0.0071829-0.0018299i,-0.0081944+0.0011818i,-0.0075108+0.0025699i,-0.003347+0.0018549i,0.001265-0.00051326i,0.002722-0.0019065i,0.00076259+3.7827e-05i,-0.0028947+0.001472i,-0.0043735-0.0001731i
0.0051233-0.025293i,0.019744-0.048791i,0.049967-0.029364i,0.087196+0.04866i,0.10693+0.1038i,0.090448+0.078934i,0.04621+0.035459i,0.017799+0.025429i,0.0098207+0.02504i,-0.0027285+0.021716i,-0.0089805+0.021045i,-0.0043019+0.018625i,-0.00061524+0.016829i,0.0024668+0.016656i,0.0046135+0.014062i,0.0055208+0.01094i,0.0049734+0.0078871i,0.0011725+0.0046548i,-0.0029096+0.0029468i,-0.0023506+0.0025434i,0.0027867+0.0032329i,0.0067955+0.0045445i,0.0062546+0.0049775i
-0.015039+0.020871i,-0.033119+0.032694i,-0.037842-0.00036413i,-0.019254-0.088394i,-0.010224-0.15212i,-0.020378-0.12732i,-0.013332-0.065861i,5.8563e-05-0.034235i,-0.0052091-0.024166i,-0.013342-0.0093976i,-0.0085795+0.0032189i,0.00035488+0.0049172i,0.0043473-0.0016975i,0.0032119-0.0074011i,0.0017131-0.0081852i,0.0017078-0.0067564i,0.003416-0.0032101i,0.0048267+0.00048926i,0.0034587+0.0025382i,0.00154+0.003434i,0.00099668+0.00081316i,0.00085453-0.0034799i,0.00092296-0.003836i
0.017117-0.013865i,0.034322-0.018915i,0.013797+0.0025894i,-0.058087+0.056822i,-0.10257+0.10419i,-0.070982+0.096827i,-0.03073+0.053079i,-0.018861+0.023955i,-0.0079786+0.0097325i,0.0054601-0.01109i,0.0024103-0.025195i,-0.0077152-0.019382i,-0.0097754-0.0080734i,-0.0084536-0.0032483i,-0.008298-0.0024525i,-0.0081009-0.0016954i,-0.0057598-0.0020785i,-0.0012325-0.0041319i,0.0018232-0.0048032i,0.0010181-0.0044456i,-0.0017253-0.002469i,-0.0038307+0.0010571i,-0.0044485+0.00073703i
-0.024075+0.0015523i,-0.039154+0.0032552i,-0.0092566+0.0060511i,0.083534+0.0085589i,0.15175-0.0011337i,0.12056-0.016037i,0.052056-0.011151i,0.021989-0.0011962i,0.01818+0.0010713i,0.014067+0.0075224i,0.010675+0.010891i,0.011098+0.0064258i,0.012763+0.0034053i,0.011929+0.0039312i,0.0089048+0.004971i,0.0055681+0.0049944i,0.0019655+0.0046952i,-0.0015524+0.0041681i,-0.0028958+0.0025287i,-0.0010441+0.00067909i,0.002658+0.0001333i,0.0049164+0.0014555i,0.0031903+0.0029953i
0.02189+0.006494i,0.03753+0.0086706i,0.020678-0.019062i,-0.048345-0.079537i,-0.10921-0.11134i,-0.099606-0.082528i,-0.051609-0.05092i,-0.029696-0.039633i,-0.028307-0.018239i,-0.016357+0.0066806i,-0.00058245+0.013004i,0.0052031+0.0032479i,5.1858e-05-0.0051281i,-0.0041271-0.0060912i,-0.0026706-0.0052i,0.00073091-0.0041335i,0.0036458-0.0038035i,0.0047005-0.003071i,0.0047445-0.00028389i,0.0052591+0.00076789i,0.0040771-0.0018194i,0.0016333-0.0042676i,0.0014239-0.003554i
-0.014755-0.016402i,-0.03217-0.024066i,-0.04489+0.010131i,-0.03328+0.099586i,-0.0034053+0.15938i,0.020286+0.1251i,0.023394+0.065035i,0.019725+0.038607i,0.014692+0.01676i,-0.0018113-0.0079459i,-0.015-0.012086i,-0.014953-0.00058946i,-0.011508+0.0067816i,-0.0094278+0.006297i,-0.0077803+0.004949i,-0.0076888+0.003613i,-0.0085671+0.00036649i,-0.0070848-0.0025769i,-0.0044129-0.0041154i,-0.0027676-0.0029558i,-0.0034477-3.2118e-05i,-0.0046063+0.0016114i,-0.004204+0.00073183i
0.006361+0.020692i,0.022362+0.038116i,0.06133+0.017819i,0.10865-0.062709i,0.11553-0.12367i,0.073635-0.095084i,0.036493-0.030991i,0.024514-0.0034941i,0.019814-0.0051619i,0.014913-0.004642i,0.0093811-0.0029766i,0.0052725-0.0038754i,0.0047699-0.0046702i,0.0051295-0.0043059i,0.0049741-0.00026846i,0.0042083+0.004723i,0.0027763+0.0081701i,0.001767+0.0094798i,-0.00028221+0.0076424i,-0.0025137+0.0055289i,-0.0013558+0.0045526i,0.0016058+0.003943i,0.0022349+0.0035606i
0.0019504-0.022516i,-0.0059004-0.048904i,-0.05282-0.061433i,-0.13585-0.032413i,-0.17268+0.0088305i,-0.13368+0.013182i,-0.088555-0.0029248i,-0.064984-0.0011614i,-0.035982+0.013723i,-0.0019694+0.016224i,0.01247+0.0052472i,0.0072748-0.0014556i,0.00026776-0.00076116i,-0.0017384+0.00076724i,-0.00075535-0.0010003i,0.0016989-0.0053017i,0.0036692-0.0077493i,0.0028415-0.0058731i,0.0022851-0.0027772i,0.0035848-0.0021257i,0.0026383-0.0033367i,0.0015414-0.0042171i,0.0029782-0.0034748i
-0.012546+0.017001i,-0.020563+0.049336i,0.010222+0.092828i,0.089221+0.11947i,0.13616+0.10465i,0.10582+0.058197i,0.058258+0.01629i,0.033275-0.0065438i,0.010475-0.01328i,-0.013917-0.0062568i,-0.018722+0.0037952i,-0.0071311+0.0074705i,0.001532+0.0058698i,0.0010636+0.0044514i,-0.0025414+0.0044162i,-0.005186+0.0035808i,-0.0067751+0.0010486i,-0.0054817-0.0020612i,-0.0027949-0.0040963i,-0.0011577-0.0041923i,-0.00099195-0.0019867i,-0.0022414-5.9843e-05i,-0.0034911-0.00013517i
0.017079-0.011561i,0.041023-0.038698i,0.042837-0.094716i,0.0019687-0.15915i,-0.029915-0.17016i,-0.013674-0.11246i,0.019085-0.054513i,0.02817-0.035422i,0.015643-0.028259i,0.0058716-0.016438i,0.0028663-0.0058259i,0.0011998-0.0020667i,-0.00031735-0.0032992i,-0.00063379-0.0037608i,0.0016657-0.00094466i,0.0047248+0.0039072i,0.0060789+0.0056979i,0.006172+0.0038698i,0.0036153+0.0036239i,0.0020949+0.0052015i,0.0036641+0.0054059i,0.0044281+0.0041594i,0.0032613+0.003504i
-0.022724+0.003593i,-0.058509+0.015928i,-0.095328+0.059023i,-0.10412+0.12358i,-0.090532+0.14446i,-0.069257+0.10654i,-0.052182+0.071183i,-0.034064+0.059082i,-0.0060224+0.039458i,0.012699+0.0092283i,0.012253-0.0072911i,0.0049189-0.0075803i,0.0012779-0.0040288i,0.00053259-0.0029406i,-0.00098924-0.0039514i,-0.0023065-0.0063508i,-0.0024891-0.0070506i,-0.0021275-0.0035867i,0.00024623+0.00014121i,0.0027054+0.0002424i,0.0025861-0.0019687i,0.0016569-0.0042456i,0.0022995-0.004343i
0.020284+0.0086265i,0.060952+0.017073i,0.12006+0.0051805i,0.16469-0.033422i,0.15653-0.05369i,0.092322-0.038682i,0.026888-0.022349i,-0.0033705-0.011014i,-0.011507+0.0050712i,-0.011184+0.018102i,-0.0067675+0.016804i,-0.0027191+0.007389i,-0.002474+0.0017747i,-0.0034438+0.0010971i,-0.0045419+0.0023195i,-0.006086+0.0034109i,-0.0070225+0.003054i,-0.0061862+0.0010261i,-0.0050393-0.0015183i,-0.004503-0.0031655i,-0.0051582-0.0027884i,-0.0059498+6.0066e-05i,-0.0051832+0.0018913i
-0.01431-0.017573i,-0.045335-0.047729i,-0.099135-0.077618i,-0.15079-0.080585i,-0.14692-0.066471i,-0.079887-0.059309i,-0.023912-0.060515i,-0.011492-0.054947i,-0.013772-0.038206i,-0.010279-0.018804i,-0.003359-0.0061698i,0.0004018-0.0014316i,0.00071698+0.0003321i,0.00068267+0.0014914i,0.002496+0.0021858i,0.0067399+0.0021385i,0.0088808+0.0010646i,0.0058637-0.00074477i,0.0018976-0.00015289i,0.0013523+0.0019552i,0.0031364+0.0026335i,0.004882+0.0032206i,0.0046921+0.0042235i
0.0045065+0.022671i,0.015393+0.065379i,0.040836+0.12127i,0.07446+0.15365i,0.076481+0.13849i,0.042753+0.096555i,0.02896+0.065124i,0.037276+0.039936i,0.031447+0.0095053i,0.012536-0.012849i,-0.00091967-0.016069i,-0.0035652-0.0086888i,-0.002621-0.0039309i,-0.0022703-0.0031146i,-0.0023777-0.0028051i,-0.0030411-0.0030604i,-0.0019135-0.0019303i,0.00090388+0.0007852i,0.0040843+0.00099078i,0.0055703-0.00037244i,0.0042459-0.0017782i,0.0022816-0.0039232i,0.0016044-0.0052952i
0.0053503-0.024823i,0.017099-0.065994i,0.029587-0.12619i,0.027585-0.16533i,0.020756-0.13871i,0.016292-0.065399i,0.0069219-0.0086267i,0.0034343+0.014212i,0.011268+0.021161i,0.017238+0.021124i,0.013547+0.015433i,0.0058247+0.00921i,0.00088724+0.0063525i,-0.00057827+0.0059597i,-0.0021942+0.006382i,-0.0051307+0.0069908i,-0.0060872+0.0055966i,-0.0045859+0.0029548i,-0.0039802+0.001444i,-0.0056586+0.00023147i,-0.0071616+0.0013175i,-0.0067814+0.0039771i,-0.0063501+0.0038924i
-0.014843+0.013151i,-0.048865+0.04256i,-0.094766+0.084752i,-0.1159+0.10888i,-0.099668+0.076221i,-0.071888+0.012501i,-0.058248-0.021796i,-0.054866-0.019401i,-0.042036-0.0034794i,-0.021673+0.0056809i,-0.0072839+0.0036988i,-2.5842e-05-0.00042629i,0.0042593-0.001738i,0.0049453-0.0017524i,0.0051582-0.0026408i,0.0058635-0.0045639i,0.0041819-0.0055954i,0.00037825-0.0028872i,-0.0021783+0.0012725i,-0.00021267+0.0037913i,0.0031381+0.0036754i,0.0050112+0.0032495i,0.0055986+0.0033451i
0.021769-0.0050915i,0.065149-0.011692i,0.12369-0.020595i,0.14885-0.024836i,0.11346-0.0062668i,0.063731+0.011093i,0.039778+8.0657e-05i,0.02364-0.016924i,0.0010306-0.021299i,-0.015401-0.014442i,-0.016261-0.0059497i,-0.0086635-0.0029814i,-0.0052081-0.004327i,-0.0047096-0.0048814i,-0.0034968-0.0038517i,-0.0015716-0.0030687i,0.0017501-0.0035578i,0.0047673-0.0046206i,0.0057857-0.0051889i,0.0055168-0.0054651i,0.0042741-0.0072058i,0.0019109-0.0088073i,-0.00024039-0.0071946i
-0.019553-0.0041935i,-0.057638-0.022107i,-0.10704-0.04848i,-0.12328-0.064296i,-0.075549-0.059392i,-0.011822-0.032493i,0.021202-0.0038091i,0.035668+0.0031912i,0.038902-0.0070002i,0.029817-0.013523i,0.018557-0.0090252i,0.0098516-0.0021395i,0.0043144+0.0035418i,0.0028336+0.0064459i,0.0019345+0.0068759i,8.2824e-05+0.0083295i,-0.0011468+0.0084303i,-0.0018764+0.0048962i,-0.003223+0.0011336i,-0.0049618+0.00086241i,-0.0059129+0.0032821i,-0.0054873+0.0050169i,-0.0045556+0.0050841i
0.010798+0.015549i,0.034024+0.049829i,0.059355+0.095526i,0.056744+0.11237i,0.013918+0.082i,-0.031945+0.037475i,-0.046768+0.022717i,-0.034849+0.030067i,-0.013826+0.030793i,0.0015961+0.021491i,0.004786+0.0098206i,0.0015323+0.0010714i,0.00025147-0.0029698i,-4.0617e-05-0.0032916i,0.00012138-0.0022925i,0.00067867-0.0016957i,-0.00025862+0.00017466i,-0.0005208+0.0031666i,0.0013188+0.0050302i,0.0031988+0.004913i,0.0045188+0.0030007i,0.0063126+0.0016843i,0.0073901+0.0014067i
-0.0059789-0.020055i,-0.0071154-0.058773i,-0.0021404-0.10454i,0.013199-0.11162i,0.029813-0.067154i,0.026731-0.019248i,0.0058703-0.0058335i,-0.014083-0.0031639i,-0.022202+0.0095749i,-0.018637+0.019315i,-0.011604+0.015639i,-0.0081546+0.0078083i,-0.0091993+0.0035159i,-0.0093627+0.00081427i,-0.0077199-0.0018632i,-0.0073722-0.0033286i,-0.0064542-0.0046176i,-0.0033209-0.006061i,-0.00067153-0.0077894i,-8.5437e-05-0.008638i,-0.0017067-0.0077776i,-0.0036986-0.0066374i,-0.0030652-0.0063658i
-0.0056682+0.01883i,-0.021992+0.051828i,-0.047181+0.084441i,-0.058295+0.076084i,-0.03616+0.024925i,0.004102-0.020874i,0.026516-0.036401i,0.021145-0.042122i,0.0042305-0.04314i,-0.0062626-0.032956i,-0.0052886-0.019229i,0.0006364-0.0091295i,0.0044797-0.0033783i,0.0043319-0.00011415i,0.0036864+0.0023099i,0.0046233+0.0038738i,0.0032795+0.0050015i,8.1548e-05+0.0041146i,-0.0019329+0.0024094i,-0.0027663+0.0034952i,-0.0020611+0.0046275i,-0.0020451+0.0050965i,-0.0026178+0.0055855i
0.014196-0.014007i,0.04398-0.032889i,0.077994-0.045926i,0.075033-0.032462i,0.02374+0.0019239i,-0.020931+0.027488i,-0.020238+0.030034i,0.0011883+0.02163i,0.017116+0.0075896i,0.019695-0.0046079i,0.012118-0.0060402i,0.0052212-0.0032319i,0.0029848-0.0035214i,0.0029732-0.0035549i,0.002861-0.0014948i,0.0020942-3.1032e-06i,0.0031661+0.00083163i,0.0043526+0.001319i,0.0048086+0.0018776i,0.0052161+0.0012155i,0.0055105+0.00068299i,0.0065038+0.00019978i,0.0059015-0.0012026i
-0.016343+0.0053934i,-0.046796+0.0069013i,-0.078082-0.00089893i,-0.067298-0.011819i,-0.012074-0.010007i,0.020728+0.00022601i,0.011922+0.011751i,0.0078237+0.025205i,0.015093+0.029961i,0.016028+0.023954i,0.011457+0.015743i,0.0048293+0.010055i,-0.001303+0.00802i,-0.0040152+0.0069839i,-0.0054847+0.0047495i,-0.0065918+0.0019611i,-0.006568-0.00079527i,-0.005715-0.0026569i,-0.0047333-0.0038131i,-0.0047072-0.0041278i,-0.0047278-0.002979i,-0.0049897-0.0024889i,-0.0045514-0.0030976i
0.015768+0.0051511i,0.0416+0.017431i,0.064104+0.035913i,0.049987+0.030758i,0.0071261-0.011865i,-0.017729-0.047956i,-0.021021-0.050628i,-0.027499-0.035188i,-0.035156-0.01348i,-0.031335+0.0023127i,-0.018636+0.004218i,-0.0086803+0.00024244i,-0.0033289-0.0015027i,-0.00087676-0.00074452i,0.0010408+0.00070927i,0.0025116+0.0020831i,0.0016201+0.0021933i,-0.00062966+0.0017222i,-0.0017969+0.0035413i,-0.00027939+0.0053942i,0.00097585+0.0052838i,2.3002e-05+0.0048466i,0.00011089+0.0045402i
-0.010237-0.0078829i,-0.023227-0.030063i,-0.031072-0.053263i,-0.023451-0.039323i,-0.0081347+0.01426i,-0.0014514+0.048196i,0.00050691+0.038532i,0.00027326+0.011496i,-0.0047605-0.0098905i,-0.0076357-0.016075i,-0.0061136-0.012192i,-0.0037012-0.0084131i,-0.003215-0.0077236i,-0.0034365-0.0069048i,-0.0023646-0.0059434i,-0.00057676-0.0046542i,0.0018394-0.0034391i,0.0041169-0.0026186i,0.0047495-0.0013277i,0.004341-0.001634i,0.0041675-0.0031892i,0.0042751-0.004037i,0.0040884-0.0035893i
0.0059506+0.014262i,0.0074752+0.036628i,0.0057182+0.056023i,0.0090468+0.038822i,0.022675-0.0054257i,0.032828-0.021336i,0.033497-0.0097634i,0.035578-0.0070059i,0.037986-0.012014i,0.030951-0.012881i,0.018378-0.0092363i,0.0093746-0.0031107i,0.0046551+0.0018815i,0.0018234+0.0037736i,-0.00082084+0.0043771i,-0.0023361+0.0039434i,-0.0033273+0.002083i,-0.0043929+0.00037715i,-0.004181+0.00015069i,-0.0046639+0.0008961i,-0.004332+0.0014102i,-0.0034691+0.00053491i,-0.0031686-0.0010202i
0.0020342-0.010794i,0.012739-0.030976i,0.023521-0.050455i,0.0068231-0.046724i,-0.035397-0.027772i,-0.060433-0.021478i,-0.055592-0.017325i,-0.03753+0.0025709i,-0.013837+0.021979i,0.0033482+0.024618i,0.0058279+0.016614i,0.0030254+0.008534i,0.0020321+0.0043669i,0.0028512+0.0034633i,0.0029874+0.0034326i,0.0021714+0.0026236i,0.0015328+0.0022178i,0.0012721+0.0024716i,0.0017683+0.0026939i,0.00267+0.0018985i,0.0027676+0.0009833i,0.002795+0.0010029i,0.0032848+0.0014301i
-0.008867+0.011577i,-0.025486+0.023855i,-0.038272+0.036326i,-0.018112+0.042077i,0.026613+0.045474i,0.047507+0.042093i,0.034646+0.028336i,0.010849+0.019903i,-0.0092868+0.014963i,-0.016837+0.0087136i,-0.013883+0.0046226i,-0.0099719+0.0018756i,-0.008631+0.00042286i,-0.0079484+7.4087e-05i,-0.0065552-0.0011958i,-0.0033802-0.0019202i,0.00077692-0.0019308i,0.0025961-0.0027317i,0.0017704-0.0036211i,-0.00021984-0.003704i,-0.0012383-0.0027014i,-0.00098894-0.0017626i,0.00017684-0.00156i
0.012211-0.0020269i,0.032205-0.0061043i,0.051184-0.014318i,0.042815-0.03274i,0.016331-0.056144i,0.0051786-0.057101i,0.0074842-0.040328i,0.0051213-0.03754i,-0.0036383-0.039068i,-0.00888-0.028674i,-0.006097-0.015851i,-0.0015436-0.0076538i,7.7879e-05-0.0032183i,4.7225e-07-0.00011168i,-0.00060971+0.0029789i,-0.0017064+0.0041116i,-0.0027788+0.0033376i,-0.0028863+0.0026141i,-0.0025361+0.0026213i,-0.0021248+0.0030261i,-0.00049808+0.0033203i,0.00028459+0.002334i,-0.00048842+0.00090464i
-0.0095988-0.002342i,-0.028222-0.0092216i,-0.048282-0.014007i,-0.055925+0.0034302i,-0.056507+0.03732i,-0.055676+0.048666i,-0.043573+0.035403i,-0.018336+0.019241i,0.0072442+0.0054437i,0.017627-0.0028248i,0.013978-0.0040872i,0.0084985-0.002967i,0.0062115-0.0041146i,0.0058016-0.005521i,0.0042878-0.0038452i,0.0021142-0.00077512i,0.0011829+0.0012993i,0.00061507+0.0016774i,0.00056656+0.0014151i,0.0017897-2.7855e-05i,0.0027295-0.0015958i,0.0023232-0.0019134i,0.0014879-0.001024i
0.0090985+0.0055513i,0.02156+0.018704i,0.037182+0.029985i,0.053453+0.018371i,0.067028-0.010815i,0.062686-0.023822i,0.043785-0.016461i,0.029864+0.00071004i,0.019864+0.016992i,0.010022+0.020251i,0.00333+0.013352i,-0.00041715+0.0073757i,-0.0022231+0.0058912i,-0.0026725+0.0052127i,-0.0014547+0.0024176i,-0.00015096-0.0019418i,-0.00029665-0.0046054i,-0.00060162-0.004922i,-0.00098551-0.0040347i,-0.0012368-0.0021534i,-0.0021959+0.00029778i,-0.0021326+0.0015104i,-0.00097136+0.0014252i
-0.0039235-0.0092143i,-0.0083585-0.026888i,-0.016082-0.046975i,-0.032749-0.050549i,-0.049839-0.039727i,-0.042951-0.031857i,-0.0271-0.025317i,-0.025697-0.014249i,-0.02774-0.0024283i,-0.021404+0.0031463i,-0.01144+0.0032986i,-0.0048694+0.0021647i,-0.002361+0.0016609i,-0.0010146+0.0035164i,-0.00010826+0.0053134i,0.00067245+0.0058041i,0.00065662+0.0050611i,0.00024126+0.0029801i,0.00035368+0.0023405i,0.0015385+0.0024287i,0.0033049+0.0020287i,0.0038604+0.0011217i,0.0023953+0.00068731i
-0.0010603+0.010511i,-0.0039457+0.027233i,-0.0072618+0.049751i,0.0021144+0.066229i,0.018628+0.072661i,0.01863+0.06873i,0.0082653+0.05172i,0.00010838+0.024471i,-0.0045107-0.0023695i,-0.0051736-0.014331i,-0.0031772-0.012057i,-0.0012515-0.0084852i,-0.0021881-0.0078628i,-0.0038848-0.0071071i,-0.0037467-0.0050352i,-0.0016614-0.0020983i,0.0013153+0.001005i,0.0034634+0.0023003i,0.0039038+0.00023038i,0.0019611-0.0016049i,-5.0969e-05-0.0025636i,-0.00074824-0.0029739i,-0.00010367-0.0024701i
0.0040361-0.0059868i,0.01618-0.01863i,0.031572-0.038334i,0.032261-0.059899i,0.018619-0.071902i,0.0072977-0.062219i,0.0037839-0.042291i,0.012713-0.028768i,0.021904-0.018552i,0.018934-0.008873i,0.0112-0.0023757i,0.0069227+0.0010249i,0.0049892+0.0021304i,0.0017598+0.00186i,-0.0010976+0.00098022i,-0.0038029-0.00085117i,-0.0055682-0.0020059i,-0.0050135-0.0011529i,-0.0040869-0.00056913i,-0.0038931-1.6032e-05i,-0.003036+0.0014186i,-0.00090088+0.0023468i,0.00022197+0.0006098i
-0.0091509+0.0039329i,-0.023899+0.0097599i,-0.046646+0.018508i,-0.060794+0.029549i,-0.057125+0.033666i,-0.043595+0.019863i,-0.027775+0.0056514i,-0.013493+0.0093362i,-0.0015715+0.01832i,0.0046193+0.017035i,0.0041887+0.0099609i,0.0030658+0.0049764i,0.0039743+0.0019554i,0.0048145+0.0019121i,0.0047691+0.0024438i,0.0043066+0.001597i,0.0019277+0.00099182i,-0.00074218+0.00061469i,-0.00074657+0.00078174i,0.0019869+0.00070728i,0.003309-0.00011487i,0.001874-0.00078575i,0.00024352-0.0010358i
0.0073583-0.00051466i,0.024397+0.002721i,0.05018+0.0074279i,0.072144+0.0066876i,0.080354+0.0031325i,0.070487+0.0058583i,0.048657+0.011957i,0.021981+0.014741i,-0.0032678+0.012404i,-0.012511+0.0082751i,-0.0085258+0.003561i,-0.0055671-2.0709e-05i,-0.0064629-0.00065042i,-0.0063827-0.00012161i,-0.0042617+0.0002121i,-0.00089232+0.0002i,0.0025663-0.00035552i,0.0045021-0.00077102i,0.0038832-0.00095779i,0.00092528-0.0011678i,-0.0020196-0.00098184i,-0.0032829-0.0005854i,-0.0023924-0.0013561i
-0.0073037-0.00055742i,-0.018382-0.011212i,-0.035184-0.030166i,-0.052393-0.042732i,-0.058639-0.037825i,-0.047817-0.022951i,-0.033284-0.014645i,-0.023064-0.018862i,-0.013918-0.021786i,-0.0066166-0.015704i,-0.0024128-0.0081033i,-0.00030366-0.0045927i,-0.0001201-0.0027394i,-0.0014941-0.0014306i,-0.0030687+0.00075809i,-0.0042168+0.0035584i,-0.0039089+0.0039497i,-0.0026602+0.0018334i,-0.0022309+0.00055446i,-0.0016136+0.0012153i,0.00027426+0.0021917i,0.0012598+0.001977i,0.0007217+0.00080316i
0.004742+0.0077487i,0.0097166+0.023514i,0.014024+0.04736i,0.016491+0.061881i,0.012843+0.055159i,-0.00045379+0.03404i,-0.0096217+0.015105i,-0.0020237+0.0043133i,0.011417-0.0019006i,0.013097-0.0031468i,0.006584-0.0011675i,0.0029962-0.00060793i,0.0027061-0.0023173i,0.0023333-0.0032756i,0.0016544-0.0034254i,0.0015732-0.0028429i,0.00079051-0.00037399i,-0.0012359+0.0014804i,-0.0014402+0.0012466i,-0.00012294-0.00014744i,0.00044232-0.0014646i,0.00093143-0.0012515i,0.0019214-0.00012604i
0.00066229-0.0063743i,0.0047951-0.021404i,0.015491-0.043679i,0.025687-0.061167i,0.030507-0.063305i,0.031622-0.051232i,0.030231-0.031737i,0.026079-0.0090334i,0.017453+0.0084617i,0.008154+0.011607i,0.0020903+0.0064583i,-0.00058228+0.0037242i,-0.0013731+0.0035175i,-0.0012998+0.0031903i,3.8965e-05+0.0019627i,0.0005706-0.00076887i,0.00060015-0.0038256i,0.00019074-0.0048925i,-1.7154e-05-0.0036504i,0.00051277-0.0016434i,-0.00030502+0.00019775i,-0.0019112+0.0010358i,-0.0017923+0.00071267i
-0.0020997+0.0058296i,-0.011875+0.016387i,-0.031083+0.02923i,-0.047079+0.03767i,-0.044634+0.037058i,-0.028916+0.030048i,-0.017647+0.02334i,-0.01668+0.016765i,-0.018107+0.010203i,-0.012773+0.0052664i,-0.0046576+0.0022635i,-0.0010819+0.001228i,7.8134e-06+0.0013183i,0.00086315+0.0021853i,0.0018224+0.0040068i,0.0016243+0.0054102i,0.00071476+0.0049763i,-0.0001519+0.0036487i,-0.00052878+0.0028594i,9.2838e-05+0.0018118i,0.0010366+0.00077783i,0.0021277+0.00012438i,0.0019244-0.0007134i
0.015858+0.0092525i,0.036417+0.0025411i,0.068076-0.0047712i,0.078707-0.0087072i,0.061958-0.01023i,0.027721-0.0064958i,0.0011514+0.0034114i,-0.0073966+0.0025914i,-0.0042903-0.0076908i,0.00058816-0.011404i,0.0013379-0.0069722i,-0.00034012-0.0042705i,-0.0037667-0.0036145i,-0.0058823-0.00094031i,-0.0043616+0.0015245i,-0.0022267+0.0015797i,-0.0003944+0.0015512i,-0.00072687+0.0015615i,-0.001762+0.00064562i,-0.0013489-0.00076348i,-0.0011422-0.0022089i,-0.00055226-0.0028131i,0.00033738-0.0026677i
-0.0057543-0.001796i,-0.020027-0.0058641i,-0.042198-0.016778i,-0.054472-0.029429i,-0.047905-0.035261i,-0.032658-0.034738i,-0.016133-0.031696i,0.00044784-0.025171i,0.010055-0.016053i,0.0079891-0.008012i,0.0030765-0.0022172i,0.0020532+0.00064331i,0.0025535+0.00091759i,0.0021895+0.00059905i,0.001158+0.00097438i,0.00028059+0.0011951i,-0.0009302+0.00026503i,-0.0015923-0.00053753i,-0.00060347-0.00016323i,0.00039398+0.00044424i,0.00083322+0.00081223i,0.00024467+0.0010365i,-0.00065767+0.0016305i
0.0053391+0.0020135i,0.013973+0.011776i,0.023297+0.031108i,0.024898+0.045895i,0.018223+0.041983i,0.014549+0.025265i,0.014402+0.012747i,0.013377+0.010871i,0.010829+0.01263i,0.0051038+0.0091613i,0.00024352+0.0035753i,-8.4342e-05+0.0020033i,0.0018062+0.0019918i,0.0014325+0.0010968i,0.00079733+0.00045795i,0.0017714+0.00059587i,0.0017184+0.00029962i,0.00026557-0.00043771i,0.00057757-4.1058e-05i,0.0021702+0.0010467i,0.0031033+0.0012657i,0.0025048+0.00066879i,0.00077573+0.0004603i
-0.0032971-0.0038599i,-0.0044079-0.016362i,-0.000968-0.037892i,0.0086537-0.05131i,0.018244-0.041202i,0.019194-0.016904i,0.012965+0.0031131i,0.0020035+0.01151i,-0.0079677+0.0093491i,-0.0078961+0.0036104i,-0.0039776-0.00031052i,-0.0036633-0.0025099i,-0.0050755-0.0017247i,-0.0041244+0.0012017i,-0.0021596+0.0028224i,-0.00011631+0.0022617i,0.0010642+0.00067645i,0.0012111-0.0007824i,9.6598e-05-0.00067864i,-0.00090266+0.00029514i,-0.0012038-0.00014294i,-0.0013442-0.0006692i,-0.0020897-0.00064568i
0.0017043+0.0057818i,-0.0029258+0.017492i,-0.016031+0.031657i,-0.032922+0.03644i,-0.040168+0.027755i,-0.036642+0.015454i,-0.031541+0.0049652i,-0.024198-0.0058942i,-0.013725-0.011276i,-0.0046515-0.007726i,0.00056653-0.0031167i,0.0023266-0.0017398i,0.0017133-0.0014535i,0.0013548-0.00042667i,0.00027726+0.00088712i,-0.0011896+0.0014221i,-0.0010125+0.0015373i,-0.00025543+0.0014202i,0.00045983+0.00083178i,0.0011895+0.00017489i,0.00093919-1.4277e-05i,0.00031581+0.00070795i,0.00020524+0.0012301i
