0.0018385-0.00030666i,0.0010809-0.0017392i,0.00070999-0.0027689i,-0.00058606-0.0024059i,-0.0016518-0.00085546i,-0.0016093+0.00020609i,-0.00085315+0.00016752i,0.00049648+0.00048767i,0.00053067+9.1818e-05i,-0.00014251-0.00025145i,-7.3719e-05+9.215e-05i,5.097e-05-0.00043178i,-9.9332e-05-0.0012641i,0.00020752-0.00063014i,0.00043968-0.00012813i,-0.00023665-0.00026635i,-0.00061043-0.00076882i,-0.0004226-0.00063913i,-0.00052829+0.0003027i,-0.00057696+0.00059437i,-0.00011266-6.5317e-05i,0.00033823+0.00028974i,0.00034738+0.00075033i
0.012754-0.0020078i,0.012315+0.0048435i,-0.0018132+0.035905i,-0.015265+0.072624i,-0.02962+0.071052i,-0.037912+0.045851i,0.021421+0.031309i,0.15296+0.020198i,0.21078-0.0023767i,0.12515-0.015197i,0.04304-0.013826i,0.033613-0.039064i,0.0005982-0.061989i,-0.068386-0.024499i,-0.099012+0.043604i,-0.089108+0.090526i,-0.082658+0.11151i,-0.082794+0.11737i,-0.059768+0.095257i,-0.024777+0.051055i,-0.0085089+0.026111i,0.0010756+0.025539i,0.005883+0.019959i
-0.026744+0.0034628i,-0.036745+0.0059015i,-0.040279-0.01223i,-0.019544-0.061659i,0.049746-0.15813i,0.12898-0.25261i,0.12033-0.21855i,0.028735-0.085751i,-0.047915-0.040396i,-0.11445-0.094137i,-0.16626-0.087961i,-0.13335-0.016133i,-0.041965+0.0018126i,0.011963-0.048229i,-0.012248-0.080963i,-0.065456-0.051927i,-0.09527-0.0045113i,-0.10379+0.019047i,-0.092494+0.028519i,-0.055303+0.035362i,-0.016896+0.026867i,-0.013723+0.0079403i,-0.034007-0.0026688i
0.025355-0.0031067i,0.032038+0.0047887i,0.032476+0.035132i,0.0094233+0.081031i,-0.069725+0.14968i,-0.17283+0.24817i,-0.22218+0.27014i,-0.22845+0.15626i,-0.20622+0.0548i,-0.10437+0.053186i,0.0091627+0.05318i,0.042878+0.032251i,0.043307+0.040269i,0.060775+0.062083i,0.080818+0.057232i,0.081701+0.02934i,0.070897+0.016434i,0.061896+0.019852i,0.047002+0.015833i,0.030952-0.0059103i,0.019388-0.041777i,0.0016098-0.066135i,-0.0024909-0.060388i
-0.017548+0.014047i,-0.012033+0.010059i,0.011289-0.020553i,0.015994-0.070441i,-0.043601-0.10505i,-0.14225-0.12359i,-0.10589-0.11418i,0.11918-0.092828i,0.26196-0.088134i,0.1862-0.047722i,0.06848+0.015699i,0.0049007+0.027105i,-0.047223+0.0021951i,-0.091261-0.0040417i,-0.10402+0.023721i,-0.0752+0.054916i,-0.028613+0.040954i,-0.0089013-0.00075319i,-0.015587-0.020467i,-0.026076-0.018085i,-0.033849-0.0039147i,-0.026189+0.016909i,-0.005013+0.028692i
0.017436-0.0021818i,0.026962+0.0038355i,0.045863+0.023364i,0.11892+0.032071i,0.27777-0.0070035i,0.44-0.079977i,0.41531-0.1138i,0.20906-0.039628i,0.089387+0.050288i,0.10939+0.026816i,0.13182-0.027792i,0.13988-0.047657i,0.11564-0.070818i,0.065067-0.078326i,0.048203-0.080895i,0.045736-0.11709i,0.030839-0.16181i,0.012442-0.19134i,-0.020249-0.17609i,-0.055475-0.090104i,-0.054831+0.0067535i,-0.028485+0.042155i,-0.014045+0.025572i
-0.031948+0.0069561i,-0.037755+0.00097271i,-0.040854-0.030869i,-0.065228-0.054047i,-0.11804+0.0089064i,-0.15175+0.14427i,-0.12715+0.20614i,-0.082913+0.10884i,-0.070814-0.012797i,-0.078547-0.016761i,-0.075013+0.049375i,-0.05227+0.10707i,-0.0065603+0.11716i,0.032613+0.080055i,0.053443+0.056752i,0.082603+0.06845i,0.093871+0.086664i,0.058724+0.10806i,0.014559+0.10948i,0.0040882+0.069813i,0.013125+0.027044i,0.011352+0.011305i,-0.0039926+0.015916i
0.021406-0.010318i,0.01257-0.0090013i,-0.023237-0.005909i,-0.085618-0.039051i,-0.16376-0.14995i,-0.2407-0.29868i,-0.27227-0.38302i,-0.22007-0.33571i,-0.12844-0.18716i,-0.064163-0.059292i,-0.052743-0.017969i,-0.073463+0.013517i,-0.059567+0.065902i,-0.01486+0.067918i,-0.019728+0.027201i,-0.091418+0.015609i,-0.17915+0.034467i,-0.23571+0.053568i,-0.1973+0.074011i,-0.071308+0.072109i,0.011296+0.028642i,0.002356+0.0033488i,-0.014174+0.017813i
-0.030935+0.017827i,-0.026353+0.014937i,0.016168-0.0038245i,0.11422+0.011623i,0.3024+0.11977i,0.518+0.23883i,0.60097+0.26963i,0.53902+0.23812i,0.40413+0.15303i,0.21752+0.013753i,0.037792-0.06776i,-0.053559-0.057205i,-0.061994-0.029036i,-0.03592-0.021866i,-0.0036315-0.063513i,0.024544-0.15226i,0.065006-0.25611i,0.111-0.32631i,0.099412-0.28408i,0.030585-0.15264i,-0.0098312-0.055141i,-0.0028856-0.026937i,0.018082-0.012314i
0.0077569+0.0026476i,0.017211+0.024294i,0.033332+0.0843i,0.05704+0.13757i,0.026222+0.13166i,-0.13468+0.067226i,-0.34601+0.004927i,-0.44027-0.0080245i,-0.31811-0.025331i,-0.079002-0.066858i,0.076212-0.07885i,0.11128-0.081172i,0.066481-0.098989i,-0.0087118-0.077341i,-0.024717+0.0054903i,0.038674+0.091275i,0.1191+0.15685i,0.16641+0.20437i,0.13622+0.17203i,0.023929+0.07636i,-0.066084+0.034817i,-0.058186+0.034265i,-0.024789+0.0069616i
-0.026227+0.011053i,-0.036628+0.019823i,-0.05567+0.027841i,-0.094088+0.043908i,-0.095734+0.022526i,0.018439-0.12074i,0.16678-0.31488i,0.19712-0.40099i,0.12902-0.31914i,0.070875-0.11339i,0.075988+0.061592i,0.12545+0.093099i,0.16415+0.02362i,0.14563-0.05637i,0.058639-0.077535i,-0.049506-0.021972i,-0.14115+0.058483i,-0.20829+0.10204i,-0.18111+0.08807i,-0.054501+0.029525i,0.037454-0.030681i,0.047794-0.048403i,0.032569-0.054948i
0.010403-0.012349i,0.010985-0.017579i,-0.0085188-0.039817i,-0.078235-0.073797i,-0.18272+0.024595i,-0.1369+0.34451i,0.19992+0.48109i,0.48051+0.14167i,0.32691-0.1781i,-0.0020375-0.14378i,-0.15963-0.037444i,-0.18847+0.011343i,-0.16727+0.075409i,-0.097828+0.14131i,-0.016669+0.16606i,0.03188+0.1325i,0.022208+0.063738i,-0.0040278+0.022758i,0.0005605+0.049711i,0.022284+0.090822i,0.028635+0.078226i,-0.001048+0.052036i,-0.016242+0.059262i
-0.017216+0.010385i,-0.0087961-0.020588i,0.023427-0.11534i,0.0067863-0.25038i,-0.16057-0.31839i,-0.46603-0.17691i,-0.59608+0.18634i,-0.29133+0.47836i,0.10814+0.35773i,0.17472+0.026052i,0.065949-0.10335i,0.018958-0.087063i,-0.021172-0.099017i,-0.07561-0.10254i,-0.079809-0.070953i,-0.036493-0.045504i,0.0098335-0.07819i,-0.0086792-0.15313i,-0.086052-0.17586i,-0.12253-0.11215i,-0.087626-0.03338i,-0.053476+0.0035877i,-0.052979+0.03798i
0.00054938+0.0041166i,0.020936+0.050348i,0.11879+0.13785i,0.38996+0.10069i,0.74406-0.28234i,0.8677-0.88698i,0.57247-1.1885i,0.15245-0.9163i,0.024725-0.46312i,0.05272-0.23501i,-0.033627-0.104i,-0.077272+0.046424i,0.010038+0.068762i,0.039765-0.0096649i,-0.010095-0.04187i,-0.028727-0.040586i,0.01436-0.071697i,0.053193-0.15377i,0.014779-0.20863i,-0.052603-0.1528i,-0.058298-0.070427i,-0.014718-0.060541i,0.002882-0.085092i
-0.052452+0.0055961i,-0.077351-0.010923i,-0.13572-0.060341i,-0.25094-0.0075146i,-0.22565+0.32876i,0.16852+0.77764i,0.65369+0.87865i,0.75472+0.60882i,0.56379+0.35089i,0.4214+0.17768i,0.30203-0.0082024i,0.13342-0.074539i,0.033435-0.0064711i,0.028648+0.016125i,0.03137-0.02572i,0.021458-0.030876i,0.01954+0.035262i,0.029209+0.1409i,0.031645+0.20973i,0.029096+0.19762i,0.030561+0.14885i,0.032397+0.10745i,0.032257+0.053644i
-0.023116-0.040348i,-0.029814+0.014491i,0.03557+0.14359i,0.16349+0.24611i,0.095878+0.26522i,-0.2875+0.32916i,-0.5265+0.43094i,-0.31655+0.3419i,-0.076907+0.085825i,-0.096376-0.041855i,-0.1297-0.013274i,-0.04648-0.031711i,0.053073-0.11474i,0.10641-0.15533i,0.099651-0.14283i,0.058199-0.087532i,0.025739-0.0045598i,-0.013599+0.052396i,-0.062718+0.021994i,-0.092979-0.072603i,-0.098259-0.1226i,-0.062062-0.088922i,0.0043166-0.030929i
-0.99332+9.1963i,0.16495+9.4612i,4.202+9.5386i,6.4052+5.6331i,5.5156+1.0967i,2.8584-1.577i,0.42847-1.5138i,-0.39236-0.032495i,0.46509+1.0335i,1.7856+0.51644i,1.9598-0.9413i,1.1756-1.9166i,0.31911-2.1179i,-0.39539-1.7312i,-0.74432-1.1561i,-0.82188-0.79914i,-0.87728-0.59661i,-0.78289-0.31826i,-0.35588-0.043962i,0.20948-0.02187i,0.57627-0.24359i,0.59886-0.44433i,0.40532-0.44927i
-0.011759-0.047168i,-0.058198-0.073702i,-0.088857-0.084556i,-0.021457-0.1614i,0.1559-0.29135i,0.30981-0.36536i,0.21531-0.3352i,-0.091643-0.2569i,-0.22306-0.16375i,-0.047083-0.083776i,0.11262-0.04237i,0.13994+0.0018172i,0.13567+0.0051772i,0.07674-0.054577i,0.0029488-0.10426i,-0.011995-0.17087i,-0.011395-0.29625i,-0.02085-0.39944i,-0.052061-0.35779i,-0.081765-0.18633i,-0.05327-0.038171i,-0.0078681+0.0031056i,0.0014877-0.00015509i
-0.0089632-0.016069i,0.02147-0.029118i,0.094781-0.048412i,0.14359-0.035948i,0.089502+0.12961i,0.045168+0.39763i,0.17824+0.40904i,0.33442+0.065286i,0.27462-0.226i,0.11104-0.19971i,0.014485-0.072433i,-0.031567+0.0064657i,-0.043969+0.045366i,-0.051072+0.026568i,-0.068961+0.0098816i,-0.032873+0.053049i,0.080124+0.15869i,0.19615+0.30494i,0.23027+0.36272i,0.18792+0.25161i,0.1199+0.092805i,0.071292-0.015138i,0.047892-0.096047i
0.018348-0.050116i,-0.016842-0.10647i,-0.10052-0.19131i,-0.19313-0.31081i,-0.27964-0.39191i,-0.32583-0.29219i,-0.23692-0.036886i,-0.008359+0.15599i,0.16285+0.13495i,0.12623-0.0037689i,0.057938-0.0583i,0.088765-0.05459i,0.11162-0.072047i,0.061569-0.05846i,-0.031486+0.0019465i,-0.13655+0.10051i,-0.23324+0.25966i,-0.27129+0.42918i,-0.1596+0.45451i,0.024698+0.27619i,0.082325+0.067537i,0.020927-0.0058077i,-0.033545+0.0038774i
0.002035+0.0027088i,0.0026004-0.025366i,-0.017317-0.11604i,-0.087534-0.25303i,-0.13145-0.39852i,-0.10962-0.44578i,-0.14211-0.21975i,-0.20687+0.20886i,-0.17143+0.39852i,-0.10085+0.2398i,-0.082576+0.10573i,-0.036673+0.091082i,0.027925+0.048639i,0.029849-0.0088621i,-0.007799-0.036017i,-0.06237-0.060954i,-0.11541-0.088321i,-0.11873-0.12138i,-0.060986-0.14155i,0.018978-0.11217i,0.070519-0.064487i,0.066632-0.040321i,0.02168-0.011235i
0.015694-0.017237i,-0.037036-0.031905i,-0.16631-0.010339i,-0.28409+0.025392i,-0.30467-0.031104i,-0.30035-0.20467i,-0.40161-0.3436i,-0.59062-0.32474i,-0.66213-0.17312i,-0.48887-0.0036268i,-0.23898+0.048216i,-0.12745+0.01209i,-0.14636+0.017617i,-0.13901+0.069979i,-0.040186+0.094266i,0.098242+0.07876i,0.24367+0.073575i,0.35502+0.070767i,0.32305+0.021396i,0.15811-0.041334i,0.030081-0.0519i,0.022548-0.035968i,0.052462-0.041897i
-0.0093286+0.015626i,0.011564+0.019183i,0.039699-0.0082741i,-0.012381-0.037915i,-0.14504+0.025773i,-0.19171+0.18148i,-0.092911+0.23613i,-0.051356+0.13904i,-0.16736+0.12432i,-0.23248+0.21887i,-0.13711+0.1929i,-0.060069+0.040405i,-0.074603-0.043342i,-0.067317-0.031317i,-0.036405-0.019783i,-0.041385-0.003895i,-0.063164+0.053504i,-0.074429+0.13456i,-0.046262+0.16868i,0.0038611+0.10339i,0.006813+0.0069455i,-0.016189-0.040003i,-0.012941-0.052958i
0.0098015-0.030359i,-0.054018-0.046445i,-0.2063-0.0090868i,-0.33799+0.13742i,-0.27859+0.32656i,0.0060029+0.42823i,0.39719+0.38046i,0.68957+0.22991i,0.65164+0.12352i,0.38715+0.11216i,0.19473+0.096253i,0.10327+0.045051i,0.055793+0.033504i,0.056845+0.056627i,0.060192+0.039063i,0.024582-0.038247i,-0.032459-0.14458i,-0.052116-0.22693i,-0.017774-0.22156i,0.01492-0.13195i,0.016413-0.051025i,-0.0089327-0.022099i,-0.041587-0.0037549i
-0.0088515+0.015789i,0.020977+0.074017i,0.10407+0.16497i,0.19624+0.22812i,0.17019+0.16936i,-0.030619+0.024053i,-0.28989-0.00089625i,-0.3857+0.12147i,-0.24948+0.13739i,-0.084858+0.02652i,-0.024759-0.021558i,-0.01841-0.0015046i,-0.044037+0.0070698i,-0.097925+0.013381i,-0.1056+0.04848i,-0.017919+0.08804i,0.1217+0.093437i,0.2395+0.051043i,0.24036-0.022438i,0.11475-0.051665i,0.0075305+0.0044572i,-0.004068+0.062918i,0.01084+0.064416i
0.032053-0.025473i,0.020019-0.066002i,-0.0077456-0.097179i,-0.0094349-0.11494i,-0.026413-0.15082i,-0.17954-0.16507i,-0.3925-0.052982i,-0.47423+0.094844i,-0.38478+0.10519i,-0.23395+0.030143i,-0.11693-0.014033i,-0.0473-0.057268i,-0.014831-0.12445i,-0.0070272-0.16588i,-0.03817-0.13565i,-0.094229-0.024938i,-0.13122+0.12065i,-0.14947+0.22353i,-0.1157+0.21837i,-0.035308+0.115i,-0.0021295+0.022331i,-0.0041862+0.012699i,0.013018+0.026668i
-0.030123+0.029067i,-0.017699+0.063444i,0.02998+0.090235i,0.09494+0.090979i,0.19452+0.070387i,0.33395-0.011425i,0.37484-0.22034i,0.2195-0.41906i,-0.0031072-0.37572i,-0.10655-0.15931i,-0.093851-0.016279i,-0.066252+0.0074931i,-0.026599+0.0063067i,0.05641+0.010643i,0.11764-0.027635i,0.07487-0.10938i,-0.060274-0.14723i,-0.16859-0.10555i,-0.14296-0.027687i,-0.027376+0.013072i,0.046462-0.023808i,0.037149-0.077796i,0.0082467-0.093272i
0.023172-0.025111i,-0.008464-0.06576i,-0.10212-0.090029i,-0.17965-0.061297i,-0.12818-0.027151i,0.049902-0.060082i,0.19615-0.11895i,0.22255-0.1175i,0.17293-0.066048i,0.08968-0.024209i,0.034098-0.0013768i,0.019652+0.0075725i,-0.010166+0.015727i,-0.050229+0.041898i,-0.032209+0.054442i,0.03013+0.013477i,0.074847-0.06209i,0.094676-0.10966i,0.080778-0.093684i,0.038899-0.043318i,0.015635-0.013394i,0.003817-0.022062i,-0.02402-0.026117i
-0.017662+0.022947i,-0.0086591+0.071973i,0.011507+0.13595i,-0.037911+0.19379i,-0.21675+0.24695i,-0.39482+0.31722i,-0.37694+0.38966i,-0.21857+0.40174i,-0.11164+0.29828i,-0.085333+0.12772i,-0.067285+0.0088426i,-0.027208-0.038446i,-0.0031095-0.069136i,-0.031262-0.081885i,-0.067832-0.036797i,-0.050867+0.044135i,0.0088234+0.099606i,0.054662+0.11317i,0.052654+0.090695i,0.023465+0.053273i,0.0087267+0.036934i,0.016723+0.043855i,0.027757+0.056058i
0.036951-0.029442i,0.030942-0.094459i,-0.018716-0.16784i,-0.089266-0.14921i,-0.12347+0.018811i,-0.13408+0.22648i,-0.1542+0.33121i,-0.16286+0.35273i,-0.12021+0.33758i,-0.030169+0.25498i,0.023805+0.14382i,0.029977+0.076567i,0.039015+0.039504i,0.0475+0.02403i,0.053455+0.03225i,0.065508+0.036419i,0.066174+0.038443i,0.045577+0.043342i,0.021475+0.038221i,0.011905+0.02189i,0.0078754+0.0063777i,0.0023968+0.0026314i,0.010174-0.0075106i
-0.038045+0.029406i,-0.056632+0.06725i,-0.064386+0.091846i,-0.048302+0.041771i,0.034295-0.11057i,0.15605-0.28981i,0.15855-0.39245i,0.046903-0.37834i,0.0071953-0.26967i,0.04735-0.13747i,0.067221-0.047599i,0.039237-0.0035065i,0.00067032+0.021384i,-0.0082037+0.022472i,0.003738+0.003229i,0.010422-0.010868i,0.01024-0.016435i,0.01521-0.021305i,0.029096-0.026722i,0.036556-0.028145i,0.027206-0.021368i,0.016986-0.016688i,0.008057-0.0228i
0.030969-0.0247i,0.03323-0.068054i,-0.0080567-0.12212i,-0.077995-0.17343i,-0.14679-0.23538i,-0.16723-0.27499i,-0.10678-0.22876i,-0.04555-0.17121i,-0.073514-0.15957i,-0.12713-0.12259i,-0.1122-0.067656i,-0.050698-0.051266i,0.0024766-0.058565i,0.019641-0.073662i,-0.01932-0.077435i,-0.084226-0.044408i,-0.11525+0.008273i,-0.098468+0.03938i,-0.05105+0.030716i,-0.0077759+0.0076101i,0.010531-0.0016272i,0.010392-0.0014852i,-0.007419+0.0095045i
-0.033587+0.022371i,-0.044195+0.067277i,-0.031961+0.12434i,-0.03536+0.1904i,-0.069789+0.30655i,-0.063109+0.43811i,0.025087+0.42906i,0.069424+0.28042i,-0.014008+0.15714i,-0.095884+0.10861i,-0.091467+0.070833i,-0.049506+0.030821i,-0.0074727+0.013458i,0.024463+0.025044i,0.038851+0.038257i,0.031686+0.026662i,-0.0052601+0.0087357i,-0.057956+0.0090679i,-0.079258+0.026125i,-0.045447+0.034645i,-0.0050401+0.015589i,-0.0015257-0.0017765i,-0.0058254+0.0027265i
0.044243-0.018827i,0.076501-0.065883i,0.1193-0.11151i,0.20506-0.1138i,0.30832-0.079762i,0.27425-0.040127i,0.059337+0.026455i,-0.10119+0.10988i,-0.063884+0.1212i,0.03634+0.054456i,0.071486+0.0087322i,0.050725+0.011104i,0.015163+0.027679i,-0.0081415+0.043547i,0.0056667+0.045548i,0.046597+0.017427i,0.066836-0.032399i,0.061091-0.058221i,0.051642-0.040062i,0.037661-0.021464i,0.019953-0.029052i,0.0051513-0.04442i,0.002778-0.045877i
-0.05181+0.020169i,-0.072075+0.050755i,-0.06239+0.055691i,-0.048326-0.056845i,-0.10884-0.28799i,-0.25195-0.45977i,-0.3285-0.41234i,-0.23182-0.27273i,-0.069346-0.21981i,0.018081-0.19014i,0.034128-0.11841i,0.014478-0.058103i,-0.026552-0.022157i,-0.047164+0.00042115i,-0.036558+0.0053275i,-0.0090715+0.0027204i,0.029379-0.010522i,0.063381-0.034339i,0.066686-0.043236i,0.041093-0.022365i,0.024795+0.0098846i,0.02757+0.017523i,0.018332+0.0088725i
0.046983-0.020243i,0.073384-0.050289i,0.060875-0.05474i,-0.0070747+0.025721i,-0.093301+0.16362i,-0.1119+0.1868i,-0.066923+0.025789i,-0.065164-0.11897i,-0.091212-0.086143i,-0.069275+0.018703i,-0.031907+0.054048i,-0.014496+0.033998i,0.0013657+0.0036573i,0.013039-0.029617i,0.001486-0.046576i,-0.021641-0.030211i,-0.03356+0.005816i,-0.03647+0.030896i,-0.035257+0.030558i,-0.018655+0.023043i,0.0034836+0.020158i,0.009256+0.017556i,-0.0032743+0.010324i
-0.043856+0.011181i,-0.070223+0.042005i,-0.051292+0.089217i,0.062376+0.151i,0.29093+0.21438i,0.51557+0.22362i,0.53997+0.15939i,0.38969+0.13924i,0.23977+0.19207i,0.13203+0.18729i,0.048267+0.12259i,0.011029+0.050824i,-0.003218-0.031238i,-0.035527-0.078435i,-0.06686-0.053554i,-0.072244+0.010471i,-0.055265+0.067355i,-0.031265+0.093298i,-0.0084313+0.075606i,0.0097184+0.027021i,0.011121-0.014327i,0.0016993-0.026264i,0.00052748-0.022604i
0.049962-0.013122i,0.07514-0.039833i,0.057027-0.074225i,-0.01765-0.10717i,-0.11313-0.13198i,-0.14632-0.096944i,-0.075359+0.020452i,0.0032956+0.086496i,-0.0092453+0.036014i,-0.058919-0.019148i,-0.059209-0.03056i,-0.025366-0.032717i,-0.0063972-0.031162i,-0.0036046-0.017243i,0.0060108+0.0016562i,0.022984+0.0081439i,0.031313+0.0034229i,0.027796-0.0015327i,0.020866-0.00035207i,0.013784+0.0057078i,0.0098573+0.0064676i,0.014227-0.0029499i,0.011401-0.013665i
-0.04941+0.00083862i,-0.089091+0.020613i,-0.13702+0.054341i,-0.23016+0.11265i,-0.38751+0.22575i,-0.48649+0.34777i,-0.4225+0.34198i,-0.33825+0.20882i,-0.31846+0.092097i,-0.25834+0.035433i,-0.1603-0.0058357i,-0.083709-0.013159i,-0.016157+0.018786i,0.040388+0.037928i,0.062904+0.010135i,0.044657-0.042761i,-0.0039335-0.070986i,-0.0415-0.059333i,-0.038422-0.024479i,-0.013025+0.014793i,0.0080517+0.041494i,0.014913+0.045428i,0.0080853+0.030966i
0.061423-0.0070927i,0.091625-0.02435i,0.10096-0.037155i,0.11668-0.038411i,0.15395-0.074134i,0.1261-0.14543i,-0.0064321-0.16705i,-0.085297-0.11191i,-0.031886-0.042065i,0.042544-0.0031018i,0.066215+0.016763i,0.060572+0.035268i,0.065501+0.046564i,0.077137+0.029147i,0.05803-0.0043373i,0.015135-0.015677i,-0.013503-0.0097277i,-0.017648-0.0037598i,-0.0057753+8.9129e-05i,0.010398-0.0049587i,0.014269-0.01543i,0.0015677-0.015894i,-0.0053731-0.0065416i
-0.048014+0.0028179i,-0.077337+0.0086352i,-0.077026-0.012004i,-0.042625-0.13034i,-0.019224-0.3555i,-0.026747-0.5321i,-0.022875-0.48546i,0.048572-0.32144i,0.13359-0.23582i,0.14601-0.18885i,0.11728-0.1187i,0.081774-0.078185i,0.030232-0.073136i,-0.018972-0.065204i,-0.03961-0.037805i,-0.02575-0.0026003i,0.0080478+0.0048139i,0.035624-0.019019i,0.0336-0.033678i,0.010764-0.025568i,-0.0031315-0.01452i,-0.0054976-0.0092845i,-0.0059318-0.0066946i
0.05491+0.0033361i,0.085547-0.0043701i,0.075465+0.0022631i,0.038468+0.060617i,0.030098+0.14478i,0.071416+0.16759i,0.11588+0.10096i,0.091375+0.028514i,0.010776+0.011261i,-0.048056+0.024912i,-0.060551+0.030457i,-0.06124+0.023691i,-0.07052+0.027538i,-0.066307+0.048887i,-0.024645+0.063336i,0.025114+0.045193i,0.04156+0.0060593i,0.025976-0.023849i,-0.0031001-0.030149i,-0.01919-0.015666i,-0.012014-0.00028713i,0.0018867-0.0040518i,0.0027576-0.020428i
-0.049524-0.0027347i,-0.071706+0.0050272i,-0.041388+0.027474i,0.073547+0.08364i,0.24774+0.19236i,0.3644+0.29824i,0.30322+0.30327i,0.12859+0.25515i,0.0065802+0.23755i,-0.026934+0.19918i,-0.03254+0.133i,-0.024844+0.085105i,0.0050846+0.054205i,0.040836+0.024434i,0.051276-0.011668i,0.023149-0.034765i,-0.010989-0.017759i,-0.025372+0.019086i,-0.024518+0.038567i,-0.012719+0.034745i,-0.0049567+0.015031i,-0.0091847-0.0067512i,-0.015683-0.014363i
0.050975+0.0121i,0.073165+0.0060756i,0.043232-0.0090385i,-0.039501-0.015093i,-0.1227-0.025296i,-0.1811-0.036483i,-0.192-0.00062425i,-0.13071+0.037867i,-0.057797+0.0094911i,-0.029997-0.026942i,-0.018904-0.025876i,-0.00061892-0.020254i,0.015521-0.034478i,0.0068461-0.052096i,-0.027645-0.034233i,-0.044629+0.021061i,-0.019569+0.06662i,0.023056+0.071165i,0.052666+0.040553i,0.052699+0.0048887i,0.033258-0.0061033i,0.016955+0.00070486i,0.0087826+0.0082144i
-0.048083-0.0071086i,-0.07573+0.00047391i,-0.088201+0.022029i,-0.14517+0.062167i,-0.28642+0.1383i,-0.37662+0.17795i,-0.30747+0.07764i,-0.21767-0.075155i,-0.18191-0.13188i,-0.12731-0.10466i,-0.061419-0.081672i,-0.035612-0.076236i,-0.050911-0.057363i,-0.064335-0.011296i,-0.035512+0.038037i,0.022615+0.046479i,0.053898+0.0099674i,0.040965-0.033974i,0.007327-0.055102i,-0.022259-0.040924i,-0.023301-0.0082222i,0.0037944+0.011367i,0.025537+0.0078568i
0.043124+0.0078219i,0.059635-0.0025211i,0.028707-0.024874i,-0.0071962-0.01728i,0.058628-0.0098052i,0.16245-0.076293i,0.13933-0.14611i,0.048826-0.093009i,0.029265+0.017627i,0.050469+0.050085i,0.042384+0.026845i,0.011778+0.022489i,-0.0041302+0.054416i,0.017326+0.077122i,0.04006+0.038373i,0.014427-0.024547i,-0.040152-0.043401i,-0.071555-0.013993i,-0.064426+0.030703i,-0.038437+0.054985i,-0.016561+0.043288i,-0.0059649+0.012716i,-0.0051658-0.012137i
-0.047393-0.01314i,-0.071653-0.0081522i,-0.049765-0.015346i,-0.018392-0.11201i,-0.051121-0.26168i,-0.058642-0.28038i,0.054181-0.14874i,0.17382-0.054077i,0.19159-0.041467i,0.1477-0.032357i,0.10587-0.017826i,0.08934-0.015818i,0.091962-0.039634i,0.071586-0.071787i,0.013645-0.072961i,-0.038223-0.032633i,-0.034238+0.018728i,0.016202+0.040514i,0.060977+0.030211i,0.070171+0.0083762i,0.047359-0.0078467i,0.013296-0.011585i,-0.013602-0.0090005i
0.040387+0.0070309i,0.061984-0.013487i,0.017085-0.058439i,-0.10048-0.042955i,-0.17364+0.10167i,-0.10462+0.25348i,-0.0021198+0.23845i,-0.019669+0.11808i,-0.094534+0.042851i,-0.10441+0.028554i,-0.067609+0.0251i,-0.043637+0.0053538i,-0.052366-0.022963i,-0.070415-0.030562i,-0.055795-0.0021145i,-0.0074388+0.016221i,0.034993-0.0099341i,0.047191-0.050295i,0.031332-0.076184i,0.0046794-0.078549i,-0.0074742-0.05891i,-0.0025044-0.035362i,0.0035626-0.019107i
-0.035444-0.023804i,-0.059339-0.0098737i,-0.00062976+0.042634i,0.16231+0.0485i,0.26842-0.031008i,0.16376-0.046469i,-0.014573+0.067203i,-0.078049+0.14923i,-0.077925+0.13758i,-0.073561+0.11051i,-0.047287+0.087476i,-0.017508+0.070145i,0.0024793+0.065703i,0.020496+0.055708i,0.038633+0.026915i,0.040973-0.0093579i,0.011338-0.025013i,-0.029186-0.013801i,-0.052524+0.0025581i,-0.052374+0.011842i,-0.036915+0.012315i,-0.016743+0.0086786i,0.0019791+0.00544i
0.05054+0.018727i,0.094005-0.008348i,0.092976-0.11043i,-0.00083858-0.25116i,-0.15255-0.32791i,-0.25386-0.29255i,-0.22174-0.19582i,-0.10055-0.13509i,-0.018029-0.12889i,-0.0077736-0.10197i,-0.0023584-0.054622i,0.013669-0.033729i,0.023466-0.027239i,0.025192-0.021267i,0.010504-0.018752i,-0.0095563-0.00294i,-0.013254+0.031396i,-0.0008918+0.059107i,0.017608+0.060448i,0.033513+0.040861i,0.038117+0.018176i,0.03334+0.00307i,0.02149-0.0077025i
-0.03867-0.024602i,-0.083533-0.0014349i,-0.091025+0.12212i,0.013134+0.28819i,0.15664+0.30495i,0.16355+0.11655i,0.043999-0.077196i,-0.04041-0.12867i,-0.047983-0.11285i,-0.039931-0.091501i,-0.033278-0.056349i,-0.028656-0.033976i,-0.028917-0.025613i,-0.023176-0.012599i,-0.016301+0.010782i,0.00028476+0.036647i,0.034018+0.037422i,0.061224+0.0081604i,0.063275-0.027736i,0.043427-0.047299i,0.01764-0.043433i,-0.0021471-0.032794i,-0.018403-0.026544i
