-0.0001505+0.00087666i,0.0013719+0.0015368i,0.0018737+0.0019999i,0.0023833+0.0023973i,0.0020436+0.0025631i,-0.00049895+0.0023937i,-0.0013396+0.0016787i,0.00012089+0.0018987i,0.0013995+0.0023783i,0.0013803+0.0016748i,0.0011264+0.00030689i,0.0017134+0.00058727i,0.0012848+0.0011908i,0.00071452+0.00079834i,0.00047629+0.00078363i,0.0004823+0.00087045i,0.00022058+0.00074362i,0.0001665+2.433e-06i,0.00057042-0.0003767i,0.00067797-0.00023009i,5.3921e-05-0.00037101i,0.0001813-0.00079864i,0.00032359-0.0015891i
0.00093009+0.00055981i,-0.0016867+0.0009906i,-0.0064045+0.0021119i,-0.010823+0.0061318i,-0.01044+0.0093581i,-0.0037192+0.0069876i,0.0025219+0.004054i,0.0053+0.0052547i,0.0068232+0.0069232i,0.0071268+0.0060454i,0.0051656+0.00339i,0.0018951+0.0013426i,-0.0019364+0.0010291i,-0.0047733+0.0020452i,-0.0049669+0.0034013i,-0.0028044+0.003218i,-0.00087921+0.0027091i,-0.00092344+0.0022527i,-0.0011529+0.0022115i,-0.0013602+0.0018615i,-0.0013043+0.00031548i,-0.0007092-0.00083356i,-0.0004064-0.00053345i
0.001305+0.00012272i,0.00024658+0.0012537i,-0.0020791+0.0043493i,-0.0028794+0.0092322i,-0.0010251+0.01078i,0.001768+0.0074445i,0.0036254+0.0015292i,0.0064376-0.002336i,0.0091473-0.0021526i,0.0080982-0.0018232i,0.0041455-0.0021813i,0.0005574-0.00089237i,-0.0013273+0.0012444i,-0.0017872+0.0028799i,-0.00071251+0.0029357i,0.00028015+0.0026009i,0.00016254+0.0034705i,-5.5676e-06+0.0037093i,0.00053897+0.002862i,0.0015435+0.0018168i,0.0014039+0.0015225i,0.00026047+0.0010953i,0.00021571-9.0399e-05i
0.00035573+4.6528e-05i,-0.0014602+0.00015721i,-0.0044456+0.002116i,-0.0050844+0.0039878i,-0.0023994+0.0047031i,-0.00054306+0.0032604i,-0.0024363-0.0014395i,-0.0033914-0.0050638i,-0.00061005-0.0063309i,0.0010317-0.0072257i,-0.00051442-0.0051673i,-0.001017-0.0010784i,0.00058663+0.0012037i,0.0014305+0.0016268i,0.00036089+0.0017885i,-0.00035732+0.0015391i,0.0003616+0.00057389i,0.00089122+0.00013342i,0.000589-4.4968e-05i,0.0004335-0.00022633i,0.00040103-6.5717e-05i,8.9978e-05+0.00025079i,-0.0005388+0.00022003i
0.00055617+0.00014944i,-0.0019506+0.0008931i,-0.0051805+0.0037789i,-0.0057528+0.0071683i,-0.0038683+0.0057168i,-0.001017+0.00078625i,-0.003291-0.0006245i,-0.0072659-0.00096137i,-0.0073837-0.0032431i,-0.0073545-0.0040597i,-0.006713-0.0014149i,-0.0027894+0.0015019i,0.00049659+0.001365i,0.0018264+0.00033869i,0.0016652+0.00025649i,0.0012403+0.00055592i,0.0015894+0.00078015i,0.0022855+0.00024103i,0.0024695-0.00072425i,0.0025565-0.0013448i,0.0032817-0.0018045i,0.0024405-0.0010978i,0.00071582-2.6381e-05i
0.0004964-0.00083978i,-0.0015765-0.00063534i,-0.0057752+0.00097934i,-0.0091509+0.0036265i,-0.0099445+0.0045986i,-0.0080662+0.0048826i,-0.0071289+0.0059607i,-0.0082097+0.0077227i,-0.0086337+0.0073079i,-0.0083097+0.0055917i,-0.0062602+0.0054927i,-0.0029477+0.0045976i,1.013e-05+0.00088588i,0.00042674-0.001572i,-0.0016542-0.0012389i,-0.0030521-7.9981e-06i,-0.0022365-0.00023356i,-0.0012664-0.0024655i,-0.0019189-0.0037438i,-0.0027251-0.0027477i,-0.0026668-0.0014925i,-0.0020018-0.00095646i,-0.0016449-0.0005405i
0.0021362-0.00018647i,-0.0012215+0.00097305i,-0.0068603+0.0034853i,-0.010807+0.0077421i,-0.009542+0.0105i,-0.0036565+0.009256i,0.0013565+0.0088162i,0.0021648+0.011746i,0.00089534+0.013169i,-0.00028077+0.01148i,0.0002548+0.0076886i,0.0011158+0.002873i,-0.00094036-0.00039864i,-0.0031754-0.00075456i,-0.0031502+0.0003081i,-0.0022902+0.00069181i,-0.0017384+0.00079349i,-0.0016377+0.0011808i,-0.00076926+0.001046i,0.00036791+0.00092681i,0.00065382+0.0011415i,0.00072437+0.00058127i,0.00075721-0.00033046i
0.00015025+0.0018486i,-0.00084765+0.0024475i,-0.0017934+0.0057627i,-0.0015651+0.0098266i,-8.0481e-05+0.012226i,0.0027335+0.01143i,0.0056149+0.0081106i,0.0078469+0.007133i,0.0086225+0.0086664i,0.0083689+0.0077581i,0.0059096+0.0042145i,0.0017827+0.0016121i,-0.0011407+0.0008797i,-0.0019926+0.0016949i,-0.0022441+0.0025488i,-0.0021305+0.0031302i,-0.0016529+0.0028158i,-0.0019685+0.0013414i,-0.0025125-1.5124e-05i,-0.0020852-0.00023614i,-0.0013454-7.5649e-05i,-0.00080769-0.00046285i,2.3059e-05-0.00035617i
-0.0003302+0.00070568i,-0.0024525+0.00038645i,-0.0045871+0.0012089i,-0.0043955+0.002814i,0.0010242+0.0038782i,0.0074558+0.00098446i,0.0086122-0.0033722i,0.007928-0.0042288i,0.0093739-0.0030368i,0.0094151-0.0031394i,0.0052081-0.0029741i,0.00095688-0.00057021i,-0.00079295+0.0015111i,-0.00073854+0.0018999i,0.00043788+0.0010278i,0.0014805+0.00076338i,0.0014826+0.0016339i,0.0015419+0.0029805i,0.0022783+0.0034505i,0.0031331+0.0025711i,0.0036334+0.0020929i,0.0024726+0.0014353i,0.00081847+0.00068646i
-0.0019012+0.0022235i,-0.0018814+0.0035857i,-0.0015232+0.0071181i,-0.0007455+0.0093383i,0.00036962+0.0053063i,0.0013178-0.0027256i,-0.001426-0.0075429i,-0.0036931-0.0075976i,-0.0011679-0.0070951i,0.00020638-0.0070918i,-0.00095272-0.0046895i,-0.00050772+0.00020665i,0.0019851+0.0024618i,0.0022353+0.0020099i,0.00045229+0.00098253i,-0.00023454+7.1976e-05i,8.2675e-05-0.00010788i,0.00095763-0.0013093i,0.0015908-0.0020499i,0.0010986-0.0010775i,0.00094073-0.00039166i,0.00054887-0.00024138i,-0.00068025-0.00020232i
-0.0011055-0.00016107i,-0.0025103+0.00018271i,-0.0058027-0.00035224i,-0.0078623-0.0020478i,-0.0073262-0.0031249i,-0.0066048-0.0045771i,-0.0090015-0.0035829i,-0.010859-0.00089606i,-0.010211-0.0011661i,-0.0091066-0.0026109i,-0.0073737-0.0014075i,-0.0036008+0.00068939i,-0.00038277+0.00042333i,0.00010671-0.00076027i,-0.00082679-0.00069585i,-0.0003134-0.0002909i,0.0014716+8.4261e-05i,0.0021316+0.00079248i,0.0022422+0.0012362i,0.0017828+0.00071326i,0.0015899+0.00054354i,0.0022422+0.00071136i,0.0022698+0.00049122i
-0.0019533+0.0014823i,-0.003859+0.0034794i,-0.0086092+0.0076634i,-0.014241+0.012749i,-0.016622+0.013505i,-0.01551+0.010824i,-0.012489+0.010122i,-0.010342+0.010796i,-0.0092115+0.0094262i,-0.0084372+0.0077366i,-0.0059505+0.0069027i,-0.0013094+0.004076i,0.00043581+0.00053864i,-0.001593-0.00028153i,-0.0038196+0.00093616i,-0.0051868+0.00077485i,-0.0044634-0.00051579i,-0.0036821-0.0013464i,-0.0032129-0.0024561i,-0.0017779-0.0027592i,-0.0013529-0.0021863i,-0.0019637-0.00094931i,-0.0012353-0.00047103i
-0.0010066+0.00027229i,-0.0011347+0.00061239i,-0.0021699+0.003514i,-0.003277+0.0082287i,-0.0027864+0.013975i,-0.00046558+0.017406i,0.0017045+0.016861i,0.0016755+0.014275i,0.0014596+0.011396i,0.001124+0.0093918i,0.00086042+0.0066469i,0.0002408+0.0028685i,-0.0019965+0.00027639i,-0.003243+0.00092082i,-0.0018529+0.0028061i,-0.00085339+0.0035189i,-7.0855e-05+0.0033114i,0.00049279+0.0033998i,0.00043149+0.0032356i,0.00025381+0.0018743i,-0.00045789+0.00087958i,5.1879e-05+0.0011972i,0.00059669+0.0012649i
-0.0012989+0.00024034i,-0.0035026+0.00088653i,-0.0052049+0.0052602i,-0.0057964+0.012515i,0.00049946+0.018156i,0.0099682+0.016143i,0.013471+0.0084758i,0.011651+0.004645i,0.0095036+0.0061076i,0.0079085+0.00666i,0.005231+0.0041501i,0.0019097+0.0017218i,-0.0012772+0.0020575i,-0.0028037+0.003414i,-0.0025125+0.0037417i,-0.001626+0.0025469i,-0.0014433+0.0017364i,-0.0012006+0.00053971i,-0.00112-0.00085222i,-0.0010685-0.00012468i,-0.00052288+0.0015288i,0.00011045+0.00097155i,0.00038246-0.00018825i
-0.0011484+1.0765e-05i,-0.0012335+0.0015225i,-0.0010682+0.0039895i,0.002224+0.0056i,0.0095363+0.0028192i,0.015157-0.0034904i,0.011793-0.0081594i,0.0062606-0.0076661i,0.0060443-0.0050698i,0.0067697-0.0043524i,0.0047746-0.0028141i,0.0017159-3.3084e-05i,0.00085253+0.002126i,0.0018255+0.0021051i,0.0023845+0.0011668i,0.0027006+0.00088172i,0.0025306+0.0017822i,0.002224+0.0030272i,0.0019594+0.0022386i,0.0019398+0.0018414i,0.0015042+0.0017484i,0.0014003+0.00049808i,0.001488-0.00045906i
0.00075428-6.5626e-05i,-0.0010367-0.00011777i,-0.0048669-0.0013879i,-0.0094465-0.0048351i,-0.010172-0.0087827i,-0.0079728-0.012496i,-0.0076318-0.012769i,-0.0083205-0.0077745i,-0.0049518-0.0039643i,-0.0013511-0.0047779i,-0.0016342-0.004729i,-0.0014613-0.0010439i,-8.5076e-05+0.0013235i,9.9011e-05+0.0011176i,-0.0013306+0.00057218i,-0.0021426-0.00031356i,-0.0012004-0.00094215i,-7.454e-05-0.0014916i,0.00085135-0.0023857i,0.00091644-0.0022241i,0.00064572-0.0019585i,0.00088731-0.0016275i,0.00033155-0.00086326i
-0.001305-0.00029401i,-0.0040266+0.0021608i,-0.0094304+0.0058384i,-0.013829+0.0082666i,-0.014378+0.0061485i,-0.013745+0.0016817i,-0.013435-0.00032551i,-0.010906+0.00109i,-0.0076433+0.0012536i,-0.0067162+0.00019185i,-0.005978+0.00065374i,-0.0023208+0.00099383i,0.00033498-0.00038747i,2.181e-06-0.0025942i,-0.00089928-0.0022577i,-0.0017249-0.00042256i,-0.0015651+0.0011257i,-0.001406+0.0013981i,-0.00090676+0.00022505i,0.00018713-0.00025891i,0.0006841-0.00014263i,0.00053148+0.0001581i,0.00062443+0.00038279i
-0.00036292+0.00023273i,-0.0010347+0.001314i,-0.0038076+0.0063828i,-0.0085952+0.011881i,-0.015+0.015836i,-0.016433+0.017979i,-0.012652+0.017911i,-0.0072729+0.015834i,-0.0032976+0.012255i,-0.0037206+0.0084481i,-0.0048889+0.005577i,-0.0028361+0.0030161i,-0.0011793+0.00059164i,-0.0027504-9.3967e-05i,-0.0043163+0.0017117i,-0.0042031+0.0030819i,-0.0029075+0.0020134i,-0.0018378+0.00031772i,-0.0011549-0.0004166i,-0.00077944+0.00027333i,-0.00088672+0.00030036i,-0.00028241-0.00041216i,-5.447e-06-0.00032597i
-0.0025957-0.0016666i,-0.0041453+0.00047223i,-0.00766+0.0064079i,-0.0073825+0.014945i,5.2099e-05+0.023217i,0.0090628+0.024011i,0.010053+0.01708i,0.0064589+0.0099224i,0.0043128+0.0068408i,0.0028166+0.0056815i,0.00044344+0.0050848i,-0.0010285+0.0037231i,-0.001316+0.0015005i,-0.0015208+0.0018683i,-0.0013728+0.0037479i,-0.00013221+0.0044153i,0.00091378+0.0040567i,0.00041133+0.0037892i,-0.0005541+0.0031866i,-0.00068658+0.00098765i,-0.00027262-0.00014535i,0.00035544+0.00025985i,0.0011708-0.00034248i
4.3723e-05-0.00050313i,-0.00027637+0.0011776i,-0.0010155+0.0049895i,0.0023477+0.010391i,0.0094737+0.011406i,0.01549+0.0065763i,0.014482+0.0028474i,0.0085829+0.0019614i,0.0045924+0.0014956i,0.0034203+0.0020955i,0.002068+0.0028445i,-6.9055e-05+0.0026837i,-0.0022744+0.0022786i,-0.0027122+0.001634i,-0.0016394+0.00076444i,-0.0010112-8.5722e-05i,-0.0006121-0.0012523i,-0.00046155-0.0016341i,-0.0002088-0.00095258i,-0.00017723+0.00014633i,-0.00055004+0.00064282i,-0.00086342+4.0838e-06i,-0.00010825-3.578e-05i
0.00056126-0.0007615i,-0.002086-0.00070755i,-0.004935-0.0026915i,-0.0038617-0.0062943i,0.0028663-0.0093023i,0.0098097-0.010852i,0.0084891-0.010868i,0.0025968-0.0071871i,0.0013525-0.0024495i,0.0027086-0.00048428i,0.0025026+0.0001389i,0.0011415+0.0010224i,0.0013347+0.0027966i,0.0024199+0.0030061i,0.0029835+0.0020398i,0.0020425+0.001662i,0.0003637+0.0014376i,-4.7651e-05+0.00050827i,-1.5258e-05-0.00057574i,-0.00025789-0.0015685i,9.2648e-05-0.0015659i,0.00063719-0.0002812i,0.0007271+6.1327e-05i
0.00021138+0.00034406i,-0.0034864+0.0012213i,-0.010036+0.0035029i,-0.015463+0.0048366i,-0.016934+0.00037349i,-0.013707-0.0072779i,-0.0099388-0.0084312i,-0.0079294-0.0024113i,-0.0050026+0.0028426i,-0.0016916+0.0030613i,4.7823e-05+0.0019224i,0.00028864+0.0026122i,0.0007064+0.0026046i,0.00030048+0.00021323i,-0.0025359-0.0020242i,-0.0051703-0.0019241i,-0.0048746-0.00086078i,-0.0025753-0.00075258i,-0.00085777-0.00060521i,7.7984e-05-0.00060131i,0.00094515-0.00021199i,0.00086779+0.00068397i,0.00047596+0.00041725i
-0.00039176-0.00042916i,-0.0035872+0.0015163i,-0.0091944+0.0050701i,-0.014934+0.0098059i,-0.01943+0.012202i,-0.018131+0.010619i,-0.013612+0.0078312i,-0.0089334+0.0075864i,-0.0039734+0.0070085i,-0.0024378+0.003444i,-0.0027875+0.00079947i,-0.00093435+0.00045018i,0.00049128+0.00079403i,-0.00072265+0.0010049i,-0.0025015+0.0033206i,-0.0023946+0.0062106i,-0.0011356+0.0063347i,-0.00098189+0.0039857i,-0.00067981+0.001406i,-2.545e-05+0.00059966i,0.0003405+0.00031393i,0.00046764-1.5735e-05i,0.00079079+0.00016892i
-0.0015428-0.0007593i,-0.0024932+0.00092359i,-0.0051018+0.0056119i,-0.0085958+0.012733i,-0.011504+0.019558i,-0.0096996+0.020119i,-0.0053825+0.015213i,-0.0017723+0.010185i,0.0013373+0.005582i,0.0019814+0.003049i,0.00072207+0.0022411i,0.00075347+0.00085459i,0.00063383-0.0013469i,-0.00080699-0.0020708i,-0.0018789-0.001235i,-0.0013793-0.00074411i,6.0241e-06-0.00022027i,0.00093156+0.00016578i,0.00089524+0.00086711i,0.00049629+0.0013708i,0.00068967+0.00081626i,0.00073933-0.00026061i,0.0004668-0.00077813i
-0.00010859-0.002688i,-0.0019736+0.00034433i,-0.0039914+0.0053702i,-0.00038061+0.01259i,0.0097975+0.019334i,0.016165+0.019198i,0.012883+0.012212i,0.0081333+0.0055209i,0.0057765+0.0017358i,0.0022724-0.0003942i,-0.0017022+0.00027759i,-0.0026693+0.001967i,-0.0032523+0.0023833i,-0.0032439+0.0037669i,-0.00047749+0.0055684i,0.0021587+0.0055895i,0.0022364+0.0040555i,0.0011315+0.0013657i,0.00081311+0.00018599i,0.0014102-0.00010293i,0.0013197-0.00058247i,0.00090128-0.00066757i,0.0012555-0.00031165i
-0.0015473-0.001451i,-0.0033901-0.00049335i,-0.0062552+0.0030028i,-0.0056271+0.0051992i,-0.00046281+0.0022134i,0.0053657-0.0018302i,0.0049009-0.0016642i,0.00096673+0.00039825i,-0.0011557+0.00053731i,-0.0025131+0.00046314i,-0.0021716+0.0025597i,-0.0014199+0.0029771i,-0.0010279+0.0018909i,-0.00016928+0.00096855i,0.00019415-0.00093535i,0.00054176-0.0023152i,0.00035231-0.0022145i,-0.00095882-0.0010672i,-0.0018792-0.00066348i,-0.0013154-0.00053612i,-0.00095229+9.2071e-05i,-0.00067744+0.00058563i,-0.00024218+0.0009748i
-0.0020389-0.0033162i,-0.0050861-0.00087357i,-0.0095517+0.0044452i,-0.010136+0.0055403i,-0.0019921+0.0026841i,0.0086504-0.0018364i,0.0085534-0.0052984i,0.0015269-0.0015838i,-0.0029729+0.003778i,-0.0038068+0.0059956i,-0.0032091+0.0064613i,-0.0022937+0.0057977i,-0.002004+0.0053737i,-0.0022917+0.0052857i,-0.0027831+0.0049652i,-0.0029055+0.0047315i,-0.0023508+0.0038028i,-0.0012334+0.0021766i,-0.00052472+0.00093567i,0.00017954+0.00048982i,0.00050568+0.00018886i,0.00031084+0.00027323i,0.0010661+0.00037316i
0.0056654+0.01283i,0.006346+0.0092677i,0.0065696+0.00031693i,-0.0062675-0.0033942i,-0.020654-0.010078i,-0.028022-0.013531i,-0.022059-0.0055315i,-0.01176+0.0026893i,-0.0027561+0.0072018i,0.003096+0.0059692i,0.0033841+0.0015901i,0.0018046-0.0021413i,0.0017446-0.0036268i,0.0016102-0.0028549i,0.00039887-0.0019238i,-0.0013936-0.0018227i,-0.0022126-0.0011399i,-0.0017985+0.00050644i,-0.00057117+0.00057366i,0.00091716-0.00078118i,0.0012982-0.0022354i,0.00086417-0.0025457i,0.00018664-0.0016925i
0.00070474+0.0029659i,0.00022623+0.0036113i,9.1283e-05+0.0063872i,0.00013578+0.012701i,-0.0007163+0.017493i,-0.0021452+0.017104i,-0.0022389+0.011355i,-1.6139e-06+0.0076948i,0.003672+0.0075531i,0.0054414+0.0044708i,0.0035719+0.0011216i,0.0022606+0.00020018i,0.0018494-0.0005984i,-0.0013289-0.00042307i,-0.0037367+0.0022148i,-0.0038143+0.0046797i,-0.0026839+0.0039439i,-0.0014983+0.0020568i,-0.00088941+0.0016284i,3.0128e-05+0.0017862i,0.00083334+0.0011854i,0.001056-0.00036301i,0.00088587-0.0010729i
0.00062346+0.0035094i,0.00075933+0.0035432i,-0.0016126+0.0044232i,-0.0062379+0.010213i,-0.0084117+0.014538i,-0.0077489+0.0097356i,-0.0073137+0.005596i,-0.0055521+0.0055001i,-0.00087187+0.0028511i,0.0022688-0.0027359i,0.0015-0.0041798i,0.00057911-0.002671i,0.00058578-0.0031268i,0.00074524-0.0025768i,0.0020537-0.00093674i,0.0030865-0.00081223i,0.002706-0.00046322i,0.0011222-0.0002455i,-0.00025794-0.0012192i,-0.00049894-0.0017197i,0.00029269-0.001116i,0.00028531-0.00047377i,-0.00046372-0.00063225i
0.00014909+0.0015294i,-0.0012075+0.001743i,-0.0014692+0.0035242i,0.0021097+0.0069966i,0.011817+0.0086004i,0.014519+0.0086973i,0.0062638+0.0073513i,0.00079661+0.0060531i,0.00069544+0.0031389i,-0.0010619-0.0012209i,-0.0029363-0.0019094i,-0.0025516-0.0023294i,-0.003432-0.0034363i,-0.0045728-0.0017436i,-0.0041984+0.00077612i,-0.0032364+0.0015302i,-0.0025125+0.001609i,-0.0027655+0.0013363i,-0.002279+0.0010422i,-0.00031998+0.00074958i,0.00097605+0.00023053i,0.0012177-0.00037623i,0.0012518+0.00046682i
-0.00076122+0.0014697i,-0.0019713+0.0029516i,-0.0035368+0.0047715i,-0.0071297+0.0031688i,-0.010203-0.0033864i,-0.0082294-0.0081155i,-0.0048686-0.0024235i,-0.0030332+0.0049091i,-0.0027964+0.0043206i,-0.0051598+0.0026264i,-0.0050621+0.0028025i,-0.0030991+0.0022154i,-0.0016621+0.0021317i,0.00051456+0.0026356i,0.0021185+0.0010843i,0.0014885-0.0016598i,0.0012006-0.0021891i,0.0010157-0.00040996i,0.00059113-0.00029901i,0.00092402-0.00091721i,0.0011081-0.00023382i,0.00085278-0.00019662i,0.00080804-0.0002203i
5.0718e-06+0.0016301i,-0.0011194+0.00030809i,-0.0011085-0.0014551i,-0.00015454-0.0012284i,0.0032229+0.0015128i,0.0046984+0.0058631i,0.0065074+0.0070764i,0.0067427+0.0066321i,0.0035439+0.0074035i,0.00083483+0.0077373i,-0.00093041+0.0070153i,-0.0014796+0.0049807i,-0.001731+0.0032962i,-0.0026927+0.0016648i,-0.0049071+0.0017703i,-0.0067494+0.0021788i,-0.0055674+0.0012337i,-0.0029496+0.00097078i,-0.0017236+0.0013638i,-0.00076414+0.001363i,0.00031897+0.00070146i,0.00077152-0.00039609i,0.00046624-0.00022224i
-0.00064763-0.00060557i,-0.0033777+0.0026679i,-0.0094513+0.0078368i,-0.018024+0.0125i,-0.022094+0.010195i,-0.014668+0.0025086i,-0.0040603-0.0026224i,0.0014959-0.0024634i,0.0037611+2.9401e-05i,0.0048531+0.0020936i,0.00389+0.0030943i,0.0026902+0.0041037i,0.0035329+0.0051604i,0.0036485+0.0057227i,0.0027161+0.0050651i,0.0020073+0.0042211i,0.00096753+0.0032006i,0.00051865+0.0012187i,0.0011025-0.00022351i,0.0012383-0.00086756i,2.653e-05-0.0012015i,-0.0010276-0.0010032i,-0.00097805-0.0014374i
0.00047778-0.00010144i,-0.00032283+0.0022236i,0.00022852+0.005405i,0.0050059+0.012083i,0.013121+0.01972i,0.014816+0.01707i,0.0079874+0.0050719i,0.0017879-0.00084681i,0.00083263-0.0014116i,0.0024709-0.0020264i,0.0021242-0.0011565i,0.0011884-0.00031804i,0.00079354-0.0015307i,-0.00058708-0.0029284i,-0.0020428-0.0007204i,-0.0025404+0.0024727i,-0.0025507+0.0027898i,-0.0021264+0.0017673i,-0.0017794+0.0018987i,-0.0012628+0.0020983i,-0.00016277+0.00082696i,0.00029845+0.00038858i,-0.00017305+0.0016752i
0.00044434+0.0004123i,-0.0017475+0.00057629i,-0.0064653+0.0014736i,-0.012455+0.0011143i,-0.014616-0.0064365i,-0.011657-0.01292i,-0.011003-0.010519i,-0.012031-0.0062375i,-0.0084974-0.0041497i,-0.0042749-0.0043759i,-0.0025918-0.0033587i,-0.00028149-0.001583i,0.0016671-0.00077859i,0.0025939+0.0006978i,0.0034711+0.0016276i,0.0044174+0.0013113i,0.0035629+0.0011439i,0.0023832+0.0012267i,0.0025003+4.7243e-05i,0.0017161-0.0016723i,-5.8318e-05-0.0019485i,-0.00089895-0.001077i,-0.00016818-0.00070607i
-0.0016941+0.001977i,-0.002364+0.0014246i,-0.00069319+0.0018973i,0.005327+0.0036253i,0.01043+0.0070082i,0.006062+0.0092819i,-0.0021694+0.010175i,-0.005937+0.013095i,-0.0062367+0.01211i,-0.0057991+0.007123i,-0.0051273+0.0030326i,-0.0043623-0.00079276i,-0.0046404-0.003422i,-0.00591-0.0040206i,-0.0057915-0.0036491i,-0.0043844-0.0026746i,-0.0026507-0.0019313i,-0.0013786-0.0020113i,-0.00175-0.0012353i,-0.0017311+9.6449e-05i,0.00039253+0.00061892i,0.0019199+0.00074485i,0.0016355+0.0012655i
-0.00079868-0.0003744i,-0.0026445+0.0014004i,-0.0081518+0.0046474i,-0.01861+0.0035429i,-0.027749-0.0031515i,-0.025269-0.0056227i,-0.0158+0.0024331i,-0.0074101+0.009921i,-0.0032564+0.010602i,-0.0027711+0.0083545i,-0.0031967+0.0056958i,-0.0033332+0.0046713i,-0.0029284+0.0049676i,-0.003574+0.0051183i,-0.0031117+0.0042378i,-0.0016535+0.0027943i,-0.00067214+0.0014571i,-8.148e-05-4.2513e-05i,-0.00019035-0.00079196i,-0.00068137-0.00058715i,-0.00079715-0.0004819i,-0.0002051-0.0011125i,0.0010268-0.0018338i
0.0026827-0.00038889i,-0.001376-0.00085506i,-0.0046135-0.00086031i,-0.0023126+0.0065199i,0.0038777+0.021836i,0.0098986+0.031986i,0.015894+0.027078i,0.017384+0.018106i,0.013846+0.012877i,0.0090695+0.0090823i,0.003729+0.0057353i,-0.00047449+0.0026587i,-0.0020661+0.0013942i,-0.0024908+0.0019527i,-0.0039114+0.0018034i,-0.0046914+0.0013729i,-0.0036582+0.00087808i,-0.0026977+6.566e-05i,-0.0035047+0.00016302i,-0.0022464+0.0013818i,0.0010903+0.0014309i,0.0019159-8.6824e-05i,0.00087066-0.00056832i
0.0023197+0.0010881i,-0.0010594+0.0030883i,-0.0085785+0.006i,-0.019161+0.0069033i,-0.019349+0.0011962i,-0.0042908-0.0067674i,0.0056554-0.011965i,0.0063581-0.013489i,0.0066258-0.0098012i,0.0064569-0.0061089i,0.0042378-0.0027988i,0.0023282+0.0012394i,0.002597+0.0034232i,0.0029564+0.0052678i,0.0018103+0.006577i,0.00086094+0.0051941i,0.00024561+0.0042539i,-0.00020438+0.0044095i,0.001695+0.0036231i,0.0034942+0.0012027i,0.002891-0.0015022i,0.0011522-0.0028014i,-4.7099e-05-0.003104i
-0.0019282+0.00031304i,-0.0025211-0.00060482i,-0.00073295+0.0019126i,0.0075648+0.010418i,0.02097+0.020163i,0.024619+0.016174i,0.017095+0.00074552i,0.0075972-0.0060546i,0.0027492-0.0056414i,0.0016676-0.005724i,-0.00038408-0.0041724i,-0.00078227-0.0023481i,3.4406e-05-0.0029821i,6.334e-05-0.003781i,-0.00010336-0.0034697i,-0.00031973-0.0022127i,0.00012243-0.00015724i,0.00070839+0.0003486i,0.00039791-0.0014998i,0.00034095-0.0023309i,-8.6998e-05-0.0010441i,-0.00073397+0.00054808i,-0.00021686+0.0014453i
0.00026221-0.00060321i,-0.0023539+0.0030928i,-0.0093735+0.0082786i,-0.020062+0.0041719i,-0.025713-0.016583i,-0.023271-0.031931i,-0.025573-0.026615i,-0.027322-0.016096i,-0.019457-0.009446i,-0.012043-0.0059917i,-0.0071519-0.002419i,-0.0026628-0.00012669i,-0.00085041-0.00017883i,-0.00082722-0.00053954i,-0.00024059-6.0936e-06i,0.00037902+0.0017127i,0.00037257+0.0032085i,0.00076597+0.0029713i,0.0014153+0.0016521i,0.0014068+3.8077e-05i,3.8183e-05-0.00088055i,-0.00037992-0.00028224i,0.00084144+1.1761e-06i
-0.00027627-0.00066975i,-0.00018737-0.0017578i,0.0037035-0.0007i,0.011375+0.0085652i,0.010652+0.025427i,-0.0025943+0.030209i,-0.010119+0.024721i,-0.0087936+0.023645i,-0.0083168+0.020169i,-0.0066512+0.012446i,-0.0034923+0.0065744i,-0.0017873+0.0014065i,-0.0022138-0.0026225i,-0.0037215-0.0035089i,-0.0043629-0.003009i,-0.00334-0.0021464i,-0.00093935-0.0012755i,0.0010689-0.003199i,0.00031864-0.0045385i,-0.0012304-0.0021257i,-0.0010011+0.00077153i,0.00075229+0.0020032i,0.0015268+0.0017566i
-0.00094324+0.0018838i,-0.0044678+0.0031541i,-0.015386+0.0027257i,-0.032255-0.0063359i,-0.038423-0.017078i,-0.029369-0.010535i,-0.021199+0.0037566i,-0.015291+0.0087015i,-0.0075154+0.010121i,-0.0015227+0.010034i,0.00015145+0.006652i,-0.00099563+0.0032937i,-0.0027148+0.0024928i,-0.0040638+0.0033023i,-0.0036296+0.0035907i,-0.0019344+0.0024919i,-0.0020798+0.00075303i,-0.0036676+0.0011378i,-0.0036431+0.0036288i,-0.0020763+0.0044243i,-0.00012773+0.0026554i,0.001369+0.00044767i,0.0016243-0.0016882i
-0.0036732-0.00098115i,-0.0026033-0.00043193i,0.0033008+0.006064i,0.012842+0.02288i,0.019735+0.046501i,0.022079+0.053658i,0.025339+0.040354i,0.02584+0.027757i,0.020539+0.019317i,0.013498+0.010635i,0.0064489+0.0044161i,0.00093926+0.0017093i,-0.00041514+0.0019392i,-0.00040115+0.0028986i,-0.00075862+0.0020893i,-0.00088696+0.00054347i,-0.00044629-8.6103e-05i,6.9954e-05-0.0010647i,7.3424e-05-0.0019696i,0.00035572-0.00030699i,0.00096299+0.0012672i,0.0011456+0.00046319i,0.0012288-0.00020552i
