2.1875e-05+6.8978e-06i,-0.00062752+1.4062e-05i,-0.0017547+0.00090251i,-0.0010964+0.0015697i,-0.00043728+0.0022015i,-8.3331e-05+0.0023419i,-0.00084879+0.0020881i,-0.0004232+0.0020591i,0.0011401+0.0013363i,0.0016416+0.0006724i,0.00091845-0.00030569i,-0.00024462-0.00094535i,-0.0010237-0.00081078i,-0.000741-0.00059872i,-0.00032015-0.00034267i,-0.00061375-0.00014944i,-0.0011955+0.00037572i,-0.001678+4.7611e-06i,-0.00072718-0.00073028i,0.00014833-0.00063038i,-0.00017724-0.0001713i,0.00023793+0.00062858i,-9.1034e-05+0.00069342i
0.00038973-0.00027126i,0.00028651-0.00025215i,0.0014213+0.00091069i,0.0025669+0.0026401i,0.0022767+0.0025609i,0.0014317+0.00087506i,0.0010122-7.6154e-05i,0.0012257+0.00011626i,0.0023652+0.00021178i,0.0018668-7.352e-05i,-0.00034644-0.00081873i,-0.002101-0.00072198i,-0.0019575+5.3354e-05i,-0.00033756+2.3094e-05i,0.00034516-0.00072693i,0.00012501-0.0012618i,-1.2116e-05-0.001807i,0.00015589-0.0012616i,-0.00013746-0.00010114i,-0.0007915+0.00032955i,-0.00074254-5.0685e-05i,-0.00086478-0.00054459i,-0.00033758-0.00035286i
-0.00095769-0.0013278i,-0.00058575-0.0006052i,-0.0010986+0.0011927i,-0.0016253+0.003149i,-0.0010713+0.0027761i,-0.0001848+0.0014756i,2.4105e-05+0.0005592i,0.0014064-0.0005608i,0.0027475-0.00040659i,0.0023291+0.0016092i,-9.0438e-05+0.0031806i,-0.0015746+0.0024818i,-0.00013465+0.00091787i,0.00033586-2.312e-05i,-0.0004675-0.00025523i,-0.00090976-0.00052723i,-0.00046814-0.00023317i,0.00022614+0.0011194i,0.00019824+0.001547i,0.00015745+0.0010346i,0.00059611+0.00059141i,0.00061459+0.00042551i,0.00022704+0.00011091i
0.00086565+0.00062903i,0.00074269+0.0010833i,0.00091602+0.0020602i,0.0016615+0.0028182i,0.0015158+0.0031298i,0.0011952+0.0025976i,0.001431+0.0021848i,0.0013701+0.0017681i,0.0016786+0.00072631i,0.0018841+0.00031379i,0.0022688+0.00091119i,0.001975+0.0013137i,0.0020249+0.0010465i,0.002261+0.00048778i,0.00077222-0.00062477i,-0.00022612-0.0020017i,-3.1052e-05-0.0022923i,-0.00038439-0.0010584i,-0.0003956-0.00016165i,0.00073055-0.00028883i,0.00063204-4.1705e-05i,0.000428+7.3829e-05i,0.00032881+0.0002272i
-0.0019644+0.0014002i,-0.0013281+0.0018326i,-0.0013452+0.0033521i,-0.00055647+0.0040298i,0.0014365+0.0033189i,0.0021302+0.001662i,0.0014779+0.00095638i,0.0010054+0.0010745i,0.0010682+0.00045818i,0.0020331-0.0004562i,0.0028342-0.0009788i,0.0026903-0.00095816i,0.0014675-0.0011862i,0.0016481-0.0013377i,0.0019914-0.0015718i,0.00076147-0.0010715i,-0.00020038-0.00062483i,-0.00066939-0.0012779i,-0.0011184-0.0020626i,-0.00087669-0.0022767i,0.00013297-0.0017769i,0.00028823-0.00058202i,0.00032246-0.00033996i
-0.00030031+0.0014395i,-0.00055246+0.0017666i,0.0010598+0.002457i,0.0020517+0.003784i,0.0024585+0.0037127i,0.0021709+0.0026243i,0.0011522+0.0025115i,0.0023406+0.0029036i,0.0024737+0.0016819i,0.0018278-0.0014577i,0.0017195-0.0037393i,0.0012892-0.0032021i,0.00090349-0.0018581i,0.00043968-0.0012188i,0.00055756-0.00097268i,0.00047019-0.00094714i,-0.00012609-0.0003193i,-0.0013939+0.00028375i,-0.0019607-4.8386e-05i,-0.0010995-0.0010309i,-0.00036198-0.0018862i,0.00024569-0.0014871i,0.00028264-0.0008645i
0.00026072+0.00079605i,-0.00068814+0.0010535i,-0.0010332+0.002241i,-1.1991e-05+0.0026171i,0.00094304+0.0020987i,0.00085063+0.001598i,0.00055951+0.0016362i,0.0012976+0.0014805i,0.0017517+0.00037526i,0.00044496-0.0011765i,-0.0014669-0.0020389i,-0.0013143-0.0022591i,0.00027357-0.0020474i,0.00097785-0.0013543i,0.00043952-0.0014076i,-9.2346e-06-0.0012406i,0.00089141-0.00037824i,0.00094201+0.00033694i,4.9115e-05+0.00069442i,-0.00065864+0.0010801i,-0.00099837+0.0010282i,-0.00066952+0.00060405i,-0.00048193+0.00022481i
0.00065944+0.0002451i,0.00072211+0.00080115i,0.0019213+0.0016287i,0.0028139+0.0023786i,0.0031839+0.0029996i,0.0018638+0.0028371i,0.00031298+0.0014599i,0.0012245+0.00014286i,0.0020571-0.00063531i,0.00098294-0.00039286i,-0.00056683+0.00050725i,-0.0010251+0.00064595i,-0.00030615+0.00038053i,-0.00049658+5.8743e-05i,-0.0012574+6.0137e-05i,-0.0009989-0.0003556i,-0.00019764-0.0012994i,0.0006496-0.00067589i,0.0017145-6.7006e-05i,0.0015587+0.00024145i,-8.3582e-05+0.0011731i,-0.00028467+0.0010384i,0.00022607-5.9984e-06i
0.00043428-8.4789e-05i,-1.5465e-05-0.00010995i,0.00014966+0.00049201i,0.00064159+0.0021131i,0.00025245+0.0029011i,5.472e-05+0.0026914i,-5.0288e-05+0.0029251i,-0.00022603+0.0023833i,0.0011224+0.00038383i,0.0018085-0.00019298i,0.0014477+0.00068557i,0.0012292+0.0016781i,0.0011799+0.0020309i,0.00083595+0.0014857i,0.00047857+0.00052813i,0.00040543-0.00074982i,0.00024173-0.00098409i,0.00018061-0.0010544i,7.6594e-05-0.0013943i,0.00054786-0.00095886i,0.00087914-4.9533e-05i,0.00051468+0.00052156i,0.00057627+0.00043532i
0.0010845+0.00020035i,0.0022992-0.00039729i,0.0039205-0.00047556i,0.0045856+0.00040192i,0.0044373+0.00081679i,0.0028949+0.00080004i,0.0017771+0.001953i,0.0020169+0.0027342i,0.0028897+0.001518i,0.0030015-9.7476e-05i,0.0031691-0.00083694i,0.0031203-0.00063893i,0.0020521-4.2693e-05i,0.0007464+0.00073501i,0.00030345+0.0015702i,2.8569e-05+0.00092171i,-0.00080324-0.00030839i,-0.0014356-0.00037637i,-0.0020557-0.0005034i,-0.0012126-0.00069047i,-0.00037658-0.00034669i,-0.00069889-0.00041772i,-0.00086327+0.00017388i
-0.0010275+0.0003422i,-0.00042107+0.0013449i,0.00019232+0.0031817i,0.00029573+0.004955i,9.4545e-05+0.0044716i,0.00039492+0.0026679i,0.0020895+0.0019792i,0.0032787+0.0029682i,0.0030175+0.0026955i,0.0026659+0.00038372i,0.0024609-0.0019859i,0.0020448-0.002371i,0.0015636-0.0011136i,0.0013473-0.00074984i,0.0014339-0.0017204i,0.0010726-0.0022755i,0.0005477-0.0012482i,-0.00013716-0.00021729i,-0.0003498+0.00059621i,-0.00029777+0.00069434i,-0.00047127+7.8952e-05i,-0.00028497+8.3804e-05i,0.00067587+0.00043654i
-0.00017263-0.00059437i,-0.00018289-0.00011173i,-0.00017835-4.5166e-06i,0.00081906+0.00041977i,0.0018362+0.0010479i,0.001573+0.0015514i,0.00083755+0.00046677i,0.0012701-0.0014831i,0.0025527-0.0028011i,0.002726-0.0032842i,0.001003-0.0035404i,-0.0002606-0.0026868i,-0.00023287-0.0012908i,0.0002797-0.00067151i,0.00065146-0.00028054i,0.0012183+0.00024296i,0.0011623+0.00056777i,0.00075456+0.00012713i,0.00038824+0.00016565i,-5.7059e-05+0.00062926i,-0.00066836+0.00058097i,-0.001209+3.3014e-05i,-0.0006196-0.0010188i
0.0002302+0.00090403i,0.00032333+0.0015611i,0.00038487+0.0026324i,6.3489e-05+0.0037264i,-0.0003135+0.0033334i,-0.00060077+0.001663i,-0.0012361+0.00043239i,-0.00031998-0.00037388i,0.0013524-0.00115i,0.00031602-0.0014729i,-0.0017544-0.00080193i,-0.0023332+7.2932e-05i,-0.0022345-0.00030526i,-0.0023692-0.0011022i,-0.0020442-0.0021125i,-0.00090698-0.0028844i,-0.00027499-0.0027935i,0.00036488-0.0025933i,0.00042765-0.0014997i,0.00031388+0.00022344i,0.0010087+0.0010777i,0.00061896+0.00049135i,-0.00038107-0.0007806i
8.1792e-05-0.00061685i,-0.0001656-2.278e-05i,0.0010521+0.00093593i,0.0024646+0.0020709i,0.0031869+0.002797i,0.0022226+0.0034139i,-0.00023283+0.0034603i,-0.0015977+0.0026571i,-0.0020951+0.0011141i,-0.00097846+0.00081188i,-8.4138e-05+0.0017372i,0.00020002+0.0018513i,-0.00010119+0.0014007i,-0.00069164+0.0014763i,-0.00011533+0.00071808i,-0.00028716-0.00071329i,-0.0013567-0.0011783i,-0.0014742-0.0013356i,-0.0014202-0.0011737i,-0.00090333-0.0003003i,-0.00024281+0.00059699i,-0.00045686+0.00041194i,-0.00076637+0.00060375i
0.00034317-9.4152e-05i,0.00026815-0.00064275i,0.00011887+0.00072219i,0.00090981+0.0026294i,0.0011355+0.00275i,0.00055599+0.0019883i,0.00063592+0.0029185i,0.0011283+0.0041184i,0.0017434+0.0032468i,0.0021092+0.0012743i,0.0026404+0.00044406i,0.0018668+0.00068871i,0.0002573+0.00082915i,-0.00034847+0.00076533i,-9.989e-05+0.00077579i,-0.00037576+0.00047335i,-0.0013358+0.000139i,-0.0022725-0.00018688i,-0.0022234-0.00029815i,-0.0014521-7.1249e-05i,-0.0012378+0.00035265i,-0.00059267+0.00062549i,0.00023534+0.00085945i
0.00083444+0.00035359i,0.0004846+0.0015127i,0.0013545+0.0018388i,0.0022547+0.00079545i,0.0030096-0.00057064i,0.0028822-0.00057097i,0.003188+0.0010906i,0.0045915+0.0024445i,0.0054157+0.0024077i,0.0058736+0.00087712i,0.0044092-0.00098168i,0.0018915-0.0017152i,0.0011383-0.0012i,0.0018769-0.00090796i,0.002035-0.00048981i,0.0022433+0.00054142i,0.0021195+0.0016806i,0.00096238+0.0024811i,8.022e-05+0.0024216i,7.8601e-05+0.0015081i,0.00019274+0.00023033i,0.00048512+2.8724e-05i,0.00064718+0.001076i
-0.00016588+0.00022315i,0.00020261+0.0011813i,0.0010693+0.0032255i,0.0012621+0.0037017i,0.0010987+0.0030025i,0.00098401+0.0025014i,0.00043865+0.0015561i,0.0020024+3.5915e-05i,0.0043069-0.00092114i,0.0038658-0.0018833i,0.0018212-0.003129i,-1.01e-05-0.0031788i,-0.00052116-0.0014911i,-7.6218e-05-0.00058607i,-0.00043601-0.0015871i,-0.0004881-0.0017347i,0.00060274-0.0012343i,0.00086475-0.0011208i,0.00036629-0.00043187i,-0.00031661+6.8533e-05i,-0.0012025-0.00066094i,-0.0003228-0.0011781i,0.00093627-0.0012134i
-0.00062275-0.0016235i,-0.00074608-0.00021258i,-0.0017261+0.0020136i,-0.0004097+0.0022893i,0.0018786+0.0017337i,0.0020004+0.0012463i,0.0015567+0.00049865i,0.001489-0.0014854i,0.0018681-0.0039628i,0.0016421-0.0042494i,-0.00027589-0.0026726i,-0.001283-0.0012182i,-0.00062114-0.00059601i,0.00033142-0.0022533i,0.0009153-0.0031699i,0.0011802-0.00277i,0.0013003-0.0031573i,0.0011034-0.0032451i,0.001041-0.0020582i,0.00050359-0.00046121i,-0.00043551+0.00011923i,-0.00088844-0.00058467i,-0.0010429-0.00096365i
0.00021026-0.0020471i,-0.0010754-0.0016261i,-0.0022295-0.0010771i,-0.0018077+0.0015788i,-0.0014391+0.0036017i,-0.0013435+0.0033609i,-0.0015535+0.002521i,-0.0016956+0.0011198i,-0.0024305-0.00038777i,-0.0031967-0.00056577i,-0.0024745-0.00034736i,-0.0012234+0.00011989i,-0.0012429-6.6766e-05i,-0.0012471-0.00027737i,-0.0010495-0.00024751i,-0.0015564-0.00074659i,-0.0020261-0.00076693i,-0.0024342+8.0004e-05i,-0.002621+0.00064737i,-0.0017718+0.00062784i,-0.00071996+0.00087285i,-0.0010998+0.0014863i,-0.00091849+0.0010372i
0.00051506+0.00064859i,0.00037152+0.0015475i,0.00028356+0.001619i,0.001604+0.0016554i,0.0026272+0.0011304i,0.0016047+0.00043119i,-0.00024606+0.0021756i,-0.0011831+0.0043423i,-0.001123+0.0048634i,-0.00039191+0.0037546i,-0.00014826+0.0024008i,0.00034591+0.0012767i,0.0011581+0.00071226i,0.00051681+0.0010805i,0.00030245+0.00094546i,0.00076791+0.00010423i,9.1406e-05-0.00027855i,-0.00074726-0.00036306i,-0.0010955-0.00032502i,-0.00053757+0.00091635i,-9.8792e-05+0.0013745i,-0.00029716+0.0011308i,0.00027495+0.0013717i
-0.00093609+0.00058577i,-0.00077326+0.0014973i,-0.00029099+0.0027663i,0.0015846+0.0047214i,0.0020185+0.0052647i,0.0005995+0.0044739i,9.202e-05+0.0036285i,0.0018616+0.0043057i,0.0042653+0.0052669i,0.0043231+0.0038853i,0.0034618+0.0015542i,0.0023038-4.3166e-05i,0.0012372+0.00092422i,0.0010247+0.0026932i,0.0015742+0.0024922i,0.0011601+0.0010449i,0.00059588+0.00085906i,0.00084074+0.0010486i,0.00082401+0.00021944i,0.00021+0.00012135i,-0.00036349-0.00016418i,-0.00021701-0.00038861i,0.00073904-0.00022159i
-0.0022938-0.0004368i,-0.0018104+0.0016115i,-0.0020386+0.003406i,-0.0010472+0.003873i,0.0005309+0.0034107i,0.0024965+0.0029222i,0.0042005+0.0019379i,0.0060025+0.00060115i,0.0070413-7.3009e-05i,0.0057549-0.00051489i,0.0040679-0.0024i,0.002514-0.0026917i,0.0015743-0.0014121i,0.0020036-0.0016183i,0.0024383-0.0027428i,0.002426-0.0035069i,0.0024151-0.0036606i,0.0019436-0.0023855i,0.00039778-0.00098596i,-0.00034521-0.0006124i,-0.00073145-0.00053862i,-0.00085141-0.000825i,-5.9599e-05-0.0012433i
0.0010951+0.00047682i,0.001513+0.0014114i,-3.8464e-05+0.0028427i,-1.8201e-05+0.0043994i,0.0018278+0.0046021i,0.0021372+0.0029989i,0.00098611+0.0011278i,0.0018677-0.00083022i,0.0037973-0.0031861i,0.0030086-0.0048027i,-0.00013275-0.0050196i,-0.0021718-0.003255i,-0.0015844-0.00094295i,-0.00048512-0.00030466i,-0.00030899-0.0011846i,-0.00011603-0.0016802i,-6.4357e-05-0.0017672i,-0.00073518-0.0019369i,-0.00096479-0.0013096i,-0.0011227+0.00072685i,-0.001362+0.0025184i,-0.0011387+0.0017636i,-0.0010847-0.0005813i
-0.00083424+1.3126e-05i,-0.00074288-0.00036067i,0.00048195+7.9574e-05i,0.00092985+0.00092963i,0.00076417+0.00080488i,-0.00056544+0.0012315i,-0.0015222+0.0012559i,-0.0015904-0.00039185i,-0.0024954-0.002382i,-0.0035016-0.0035129i,-0.0029671-0.0017778i,-0.0014405-1.0628e-05i,-0.00051637+8.1089e-05i,-0.0008725-0.00022623i,-0.0013497-0.0005732i,-0.0016905-0.00086248i,-0.0022947-0.0011098i,-0.002877-0.00056751i,-0.0025509+0.00052353i,-0.0010631+0.00082352i,-0.00020871+0.0012217i,-0.0012026+0.0014321i,-0.0014338+0.0011823i
-0.00090479+0.00039225i,-0.00069247+0.0010421i,-2.0536e-05+0.0028247i,0.0010167+0.0045388i,0.0024525+0.0055712i,0.002457+0.0052112i,0.00051262+0.0045147i,-0.001004+0.0050143i,-0.002207+0.0041266i,-0.0027736+0.0029419i,-0.0012118+0.0026739i,0.00049352+0.0017656i,0.0009228+0.00055358i,0.00039957+0.00059362i,0.00020578+0.00095961i,0.00033094+0.001023i,0.00042938+0.0006011i,0.00061295+0.00010677i,0.00080549+0.0004614i,0.0010896+0.00022975i,0.0007896-0.00010634i,0.00019577-0.00016432i,0.00032935-8.9831e-05i
-0.00023787-0.00053253i,-0.0012349+7.9842e-05i,-0.0003968+0.0002362i,0.00010244+0.0008438i,-0.0010194+0.00065851i,-0.0021425+0.00044251i,-0.00048184+0.0023915i,0.002365+0.0048848i,0.0031614+0.0063463i,0.0031031+0.005496i,0.0034965+0.0028583i,0.0031933+0.00047619i,0.0014427-0.00086067i,0.00033078-0.00032194i,7.2996e-05+0.00016513i,0.00049055-0.00065557i,0.00067215-0.0008194i,0.00060629-0.00061264i,0.00042386-0.00053388i,5.2907e-05-0.00018082i,0.0001172-0.00029887i,0.00059521-0.0004007i,0.00035381-0.00055886i
-0.0014044+0.00066556i,-0.001824+0.0013208i,-0.00034469+0.0023739i,0.0022847+0.0033637i,0.0041643+0.0038694i,0.0040294+0.0022978i,0.0039818+0.0014561i,0.0055318+0.0016604i,0.0081213+0.0011447i,0.0086174+0.00016748i,0.0059575-0.001784i,0.0025257-0.0028807i,0.0010376-0.0020712i,0.0014443-0.00078381i,0.000982-0.00029531i,0.00053963-0.00069752i,0.0012114-0.0013948i,0.0011219-0.0017587i,0.00045277-0.00098845i,8.5289e-05-6.178e-05i,2.6287e-05+0.00015868i,0.00028834+1.7792e-05i,0.00014951-8.313e-05i
0.00018451-0.0004139i,-0.00021822-0.00032986i,-0.00061299-0.00021699i,-0.00065402+0.00056249i,-0.000777+0.00073514i,-0.0012726+0.0013956i,-0.00054022+0.0013344i,0.0023904-0.00064938i,0.0050141-0.003764i,0.0041794-0.0059595i,0.0005766-0.0059262i,-0.0011363-0.0039368i,-0.00046271-0.0019068i,0.00021488-0.0016562i,-0.0003351-0.0024227i,-0.0016201-0.0028129i,-0.0021348-0.0019094i,-0.0020481-0.0013466i,-0.0022218-0.00069748i,-0.0017587+0.0013896i,-0.00093755+0.0018381i,-0.00091957+0.00026277i,-0.00053919-0.00060072i
-0.001216+0.0012212i,-0.00018575+0.0019928i,0.0011441+0.0032907i,0.0030813+0.0048439i,0.0035733+0.0046865i,0.0020099+0.0034927i,0.00043938+0.00059819i,-0.00065832-0.0023198i,-0.0012309-0.0042775i,-0.0022577-0.0046117i,-0.0035296-0.0024319i,-0.0031057+0.00044191i,-0.0014064+0.0011078i,-0.00040346+0.00019323i,-0.00044977-0.00032143i,-0.00066221-0.0001788i,-0.00081924-6.1862e-05i,-0.0014269+0.00020444i,-0.0011437+0.00016649i,2.2198e-05+0.00063965i,0.001016+0.00078357i,0.0013071+0.00067386i,0.00031177+0.00073104i
0.00041095+0.00096664i,0.00021037+0.0012752i,-7.3706e-05+0.0031166i,-0.00063772+0.003036i,-0.00057282+0.0018182i,0.00022925+0.0015146i,0.00011201+0.0021232i,-0.0011964+0.0030006i,-0.0027059+0.0027711i,-0.0037186+0.0023786i,-0.0026188+0.0022475i,-0.0010355+0.00094947i,-0.00059947-0.00012637i,-0.00087701-0.00018615i,-0.0017137-0.00016197i,-0.0015777+0.00029488i,-0.00042798+0.0004208i,0.00099069+0.00039351i,0.0014726+0.00064437i,0.00094389+0.00023585i,0.00026148-0.00062407i,-0.00065636-0.001431i,-0.00022823-0.0015005i
-0.0002622+0.0028724i,-0.00025397+0.0017904i,0.0010361+0.0022475i,0.0034366+0.0028205i,0.0041992+0.0018944i,0.0022818+0.00086084i,0.0013627+0.0015331i,0.0013862+0.0042006i,0.0015361+0.0061858i,0.0019998+0.0058654i,0.0030698+0.0041433i,0.0027927+0.0021683i,0.0011775+0.00084888i,0.00091903+0.00036925i,0.0016518+0.00029587i,0.0018776+8.3789e-05i,0.0008478-0.00066986i,0.00024131-0.0017968i,0.00043159-0.0022584i,-0.00065894-0.0016141i,-0.00082846-0.00030671i,3.8626e-05+0.00041271i,-0.0001273-0.00020055i
-0.00072882+0.001209i,-0.00056971+0.0017223i,1.9932e-05+0.0021458i,0.00036989+0.0025768i,0.00091875+0.0027411i,0.0025524+0.001621i,0.0029236+0.0017328i,0.003732+0.0033159i,0.0067514+0.0041272i,0.0082877+0.0019836i,0.0066555-0.0011582i,0.0033539-0.0023996i,0.0012509-0.0016679i,0.00082365-0.00026655i,0.0007228-0.00041363i,-8.6116e-05-0.0015455i,-0.00039669-0.0021133i,-0.0014122-0.0017417i,-0.0019272-0.0008173i,-0.001417+0.00082946i,-0.0019233+0.001174i,-0.0025394+0.00047869i,-0.0019102+0.00037856i
-0.0003357-0.00022903i,-0.0013629+0.0012741i,-0.0021556+0.0026617i,-0.00034094+0.0034586i,0.0018726+0.002835i,0.0020372+0.0025287i,0.0032338+0.0024839i,0.0058969+0.00085741i,0.0075269-0.0026317i,0.0059464-0.0055154i,0.0028756-0.0061649i,0.0011323-0.0040642i,0.00097217-0.0012446i,0.0011456-0.00086393i,0.0010062-0.0018616i,0.00049522-0.0019883i,-0.00062185-0.0012713i,-0.0019874-7.4677e-05i,-0.0021171+0.0014449i,-0.0012113+0.0021925i,-0.0007492+0.0022238i,-7.9571e-05+0.0018099i,0.00051537+0.0010292i
-0.0006004-0.00034328i,-0.00069622+0.0001759i,-0.00037978+0.0015195i,0.0003204+0.0023881i,-2.2623e-05+0.0023916i,-0.00072806+0.0017599i,-0.00053739+0.001322i,-0.0004049-0.00086627i,-0.00062467-0.0042219i,-0.002125-0.0052075i,-0.0032203-0.0033063i,-0.0015481-0.00030053i,0.00044839+0.00063611i,-0.00018622-0.00013843i,-0.0014541-4.1767e-05i,-0.0008975-0.00015247i,-0.00022306-0.0010313i,0.00068286-0.00055348i,0.0011761+0.0002099i,0.0010788-1.4551e-05i,0.00063944-0.00015824i,-1.7669e-07+0.00026531i,-5.7117e-05+0.00046765i
-0.00076082-0.0001862i,-0.00099216+0.0015708i,-0.0011413+0.0033624i,0.00060143+0.0050779i,0.0024385+0.0055011i,0.0024328+0.0034273i,0.00037193+0.0011717i,-0.0019937+0.00014081i,-0.0050153-0.00050577i,-0.0062425+0.00025299i,-0.0037231+0.0019253i,-0.00077955+0.0013978i,-0.00018343+6.922e-05i,-0.00042489-0.00059214i,-0.0002891-0.00095093i,-0.00025073-0.00070069i,0.00011076-0.0014979i,0.00022258-0.0022248i,0.00015121-0.0015448i,0.00071568-0.00086001i,0.00095597-0.0013004i,0.00019877-0.0017456i,-0.00082745-0.0019599i
-0.00026949+0.0013218i,0.00042651+0.0009737i,0.00066675+0.0019629i,0.0010778+0.0034383i,0.0014879+0.0038083i,0.0013428+0.0029135i,0.0008715+0.0031201i,-0.00035379+0.0055124i,-0.00096057+0.0074254i,2.475e-05+0.0070782i,0.0019387+0.0054055i,0.0021454+0.0026619i,0.00025699+0.00099663i,-0.00037152+0.0010825i,0.00095471+0.0011052i,0.00095265-0.00019849i,-0.00028909-0.0022129i,-0.0010064-0.0028329i,-0.001372-0.0019942i,-0.0012505-0.00071922i,-0.00017664+0.00016052i,-0.0001648+0.00040651i,-0.00129+0.0006418i
-0.0011422-0.00050825i,-0.0016347-7.9155e-05i,-0.00064026+0.0016287i,0.0011121+0.003091i,0.0017426+0.0026482i,0.0015471+0.0016592i,0.0013477+0.0022995i,0.0028187+0.0049664i,0.0061511+0.0062858i,0.0083307+0.0043679i,0.007185+0.0012358i,0.0042211-0.00018831i,0.0016794+0.00043997i,0.0010119+0.00057878i,0.00089452-0.00074257i,0.00037436-0.0015835i,-0.00047781-0.0010331i,-0.0018063-3.0712e-05i,-0.0020935-0.0001356i,-0.0014298-8.8198e-05i,-0.00099607+0.00051818i,-0.00068215+0.00053372i,0.00019517+0.00088934i
-0.0010254+0.0012541i,-0.00070059+0.0015535i,5.512e-05+0.0023618i,0.00045807+0.0036821i,0.00039918+0.0044606i,0.00044863+0.0031036i,0.0020308+0.0011062i,0.0055537-0.00025206i,0.0087661-0.0016969i,0.008495-0.0038706i,0.0054666-0.0050983i,0.0024027-0.0032073i,0.001058-0.00047706i,0.00084705-0.00021668i,0.00086351-0.0012988i,0.00046252-0.00070715i,0.00026674+0.00012858i,0.00029512-0.00027309i,0.00059128+7.604e-05i,0.00077844+0.00082991i,-0.00033363+0.00065366i,-9.8953e-06+0.00010121i,0.0010884+0.00036214i
-0.0025255+0.001795i,-0.0016628+0.0023573i,-0.00040949+0.0039791i,0.001149+0.0052273i,0.0027645+0.0042445i,0.00201+0.0024355i,0.0010912+0.0012506i,0.0012925-0.0014243i,0.0020278-0.0060903i,0.00054689-0.0089401i,-0.0015751-0.0068491i,-0.0016989-0.0035865i,-0.00070356-0.0029167i,-0.00048681-0.0025671i,-0.0014042-0.0024702i,-0.00063739-0.0024555i,0.00099612-0.0014737i,0.0015428-0.00127i,0.00038827-0.001114i,-0.0011072-0.00093388i,-0.0012114-0.00058978i,-8.6963e-05-4.1751e-05i,0.0011532-0.00049357i
0.00029922-0.00010949i,0.00055297+7.6518e-05i,0.00023973+0.0013088i,0.00036794+0.0040397i,8.8274e-05+0.0042771i,-0.00051656+0.0027946i,-0.0014252+0.0017934i,-0.0029881+3.8926e-05i,-0.0047748-0.0022975i,-0.0064635-0.0025011i,-0.0061282+0.00012146i,-0.0034479+0.00082902i,-0.0011163-0.00087503i,-9.891e-05-0.0012583i,-1.467e-05+6.9224e-05i,0.00013416+2.3568e-05i,-0.00072751-0.0018532i,-0.002033-0.0030554i,-0.0014653-0.0034266i,-9.442e-05-0.0022975i,0.00058815-0.00052012i,-0.00022698-0.00014412i,-0.0015254-0.00026265i
-6.7625e-05+8.3134e-05i,0.0007876+0.00067773i,0.001404+0.0025707i,0.002303+0.0033372i,0.0035997+0.0028105i,0.0026246+0.0030044i,0.0010966+0.0035133i,-0.00033224+0.0044472i,-0.0023023+0.0061988i,-0.002084+0.0071409i,0.000297+0.006424i,0.00048139+0.0038901i,-0.00095681+0.0018769i,-0.0010673+0.0012307i,-0.00018963+0.00072149i,9.135e-05+7.2182e-05i,-0.00044718-0.00023893i,-0.0012574+0.00011635i,-0.0014146+5.4524e-05i,-0.0012084+0.00061802i,-0.0013325+0.00097431i,-0.0011849+0.00028512i,-0.00089991+5.2268e-05i
0.00048964-0.00042294i,0.00040772-0.00073455i,-0.00016466+0.0002749i,-0.00045204+0.00094521i,-6.1677e-05+0.0015675i,8.5445e-05+0.0019401i,0.00080773+0.0027582i,0.0026459+0.0044244i,0.004817+0.006248i,0.0065416+0.0055286i,0.0068594+0.0023666i,0.0046165+0.0011084i,0.0014286+0.0018116i,0.00090382+0.0016757i,0.001245-0.00025547i,0.00056879-0.00072387i,-0.00063868+0.00051274i,-0.0012045+0.00078739i,-0.0011688+0.0011079i,-0.0004102+0.0014766i,0.00055205+0.0012881i,0.00040566+0.00096928i,0.00066529+0.00019062i
0.00044083+0.00035242i,0.00058318+0.00015846i,0.0016573+0.00141i,0.002082+0.0017155i,0.0022237+0.0007441i,0.0011454+0.00043249i,0.00080814+0.00017744i,0.0050067-0.00015775i,0.010158-0.0016218i,0.010658-0.0046043i,0.0066803-0.0054165i,0.003048-0.0031146i,0.0021317-0.0010257i,0.0025201-0.0012636i,0.0017764-0.0021519i,0.0010631-0.0020549i,0.0011849-0.0010902i,0.00080151-0.00039669i,0.00073265-0.00010254i,0.0010306+0.00080944i,0.00026194+0.0015128i,-0.00032313+0.0013222i,-0.00032516+0.00084067i
0.00058711+1.9277e-05i,-0.00018147+0.00034304i,-0.0011949+0.0016345i,-0.0017478+0.0035006i,-0.0023248+0.004941i,-0.0023627+0.0048725i,-0.001141+0.0023816i,0.0012604-0.00092361i,0.0033432-0.0063981i,0.001571-0.0098022i,-0.0022478-0.0079029i,-0.0027612-0.0049561i,-0.00043215-0.0028617i,-0.00023586-0.0022632i,-0.0012647-0.0022209i,-0.00095323-0.0020821i,-0.000106-0.0022941i,-5.5388e-05-0.0019219i,-0.00061401-0.0010926i,-0.00062017-0.00096693i,0.00052043-0.0014946i,0.001566-0.0016747i,0.0014938-0.00075871i
