-0.0045691-0.00059405i,-0.0050556-8.012e-05i,-0.0046594+0.0017855i,-0.0021216+0.0019075i,-0.00018794+0.0028596i,6.8521e-05+0.003608i,-0.0002996+0.0027979i,-2.1115e-05+0.0018325i,0.00054883+0.0012121i,0.00042359+0.00030959i,0.0010342-1.4361e-05i,0.00098273-0.0010922i,-0.00015615-0.0022095i,-0.0013226-0.0013164i,-0.0020316-0.00095355i,-0.0011193-0.0016152i,0.000202-0.0017168i,0.00057029-0.001305i,0.00034394-0.00033512i,0.00013288+0.0001732i,0.00084742-0.00020361i,0.00091166-0.0011023i,0.00018365-0.0016745i
-0.00088347-0.0014636i,-0.00018743-0.0034178i,0.00018461-0.0051328i,0.0006922-0.0055307i,0.00073041-0.0043337i,3.8466e-05-0.0024973i,-0.00072677-0.00036448i,-0.0012951-0.00027257i,-0.0017835-0.0005697i,-0.0017328-0.00036157i,-0.00089055-0.00041694i,-0.00038627-0.0011905i,-0.00033559-0.0013629i,-8.975e-05-0.00086936i,0.00018916-0.00070758i,5.8263e-05+0.00043528i,-0.00031442+0.00062662i,-0.00033577-0.00078864i,-0.00048571-0.00088008i,-0.00082928-0.00038709i,-0.0006072-0.00024832i,0.00031733+0.00065732i,0.00079936+0.00090307i
0.0005002-0.0019169i,0.00028105-0.0014678i,-0.0024072+0.00031656i,-0.00276+0.0023629i,-4.1715e-05+0.0027372i,0.0014388+0.00049628i,0.00072843-0.00086501i,-2.6405e-05-0.00068494i,-0.00013954-5.933e-05i,-0.0005191+0.00040811i,-1.7411e-05+0.00029898i,0.00090367-0.00019518i,0.00049485-0.00068091i,2.8657e-05-0.0011409i,-0.00037736-0.00099484i,-5.88e-05+5.5146e-05i,0.00027388-1.6342e-05i,6.6908e-05-0.00011185i,-9.4397e-05+0.00063546i,0.00016016+0.00025297i,6.3687e-05-0.0005325i,-0.00087366-0.00093184i,-0.0012276-0.00093534i
0.001337-0.0029066i,-0.00041225-0.003312i,-0.0025658-0.0015625i,-0.0016863+0.00078064i,-0.0010504+0.00080441i,-0.001631+0.00041084i,-0.0015653+0.0016036i,-0.0009525+0.0012412i,-0.00017987+0.0002263i,-0.0001035-0.00029305i,0.00040747+0.00022003i,0.00038787+7.7813e-06i,-0.00029912-0.0010579i,0.00028002-0.00050229i,0.00028125+0.00043083i,-0.00049033+0.00053652i,-0.00042052+0.00027236i,-4.4702e-05-0.00026497i,-0.00056445-0.00032095i,-0.00041057+0.00015881i,0.00011446+0.00058347i,0.00025771+0.00037518i,0.00010988-0.00020201i
0.0017095-0.0026296i,0.0024417-0.0034875i,0.0026085-0.0032208i,0.0023844-0.0030066i,0.0024711-0.0027477i,0.0014563-0.001917i,0.00015875-0.0011771i,-0.00078934-0.00074656i,-0.0012927-0.00081413i,-0.00081029-0.00084531i,-0.00059964-0.00021864i,-0.0010017+1.9585e-05i,-0.0010026+0.00047332i,-0.00025848+0.00067488i,0.00071938+0.00015698i,0.00084909-0.00037616i,0.00024392-0.00036905i,0.00062543+0.00015795i,0.0010064+0.0010029i,0.00078954+0.0007385i,0.00070571-0.00015864i,0.00084415+0.00025287i,0.00063316+0.0012765i
-0.0028501-0.0032196i,-0.0050283-0.0028075i,-0.0061855-0.002439i,-0.0052056-0.00068115i,-0.0030498+0.0015656i,-0.00037218+0.0017415i,0.0015433+0.0006579i,0.0009663+0.00073405i,-0.00049985+0.00022432i,-0.0010773-0.00056211i,-0.00084533-0.00048095i,-0.0001492-0.00034891i,0.00048075-0.00064307i,0.00035376-0.0010258i,4.3665e-05-0.00036197i,0.0003984+0.0004705i,0.00032997+0.00062002i,0.00051841+0.00038972i,0.00017007+0.0002156i,-0.00070906-0.00029393i,-0.0010366-0.00070312i,-0.00029988+1.5685e-05i,9.9402e-05+0.00075055i
0.0020062-0.00087016i,0.0023434-0.00045707i,0.00069211-0.0013635i,-0.0011015-0.0010504i,-0.00056393+0.00024291i,-0.00031122-4.008e-05i,-0.00087921-0.00044884i,-0.0013198-0.0003864i,-0.00165-8.5596e-05i,-0.0020111+0.00042539i,-0.0018081-4.6225e-05i,-0.00030983-0.0010896i,0.00046091-0.00079719i,0.00054806+9.9056e-05i,0.00091168+0.00089381i,0.00037909+0.0013758i,-0.00024996+0.0011845i,-4.3282e-05+0.00096366i,0.00069307+0.00055786i,0.0011604+0.00084405i,0.00060702+0.00056356i,0.00014612+3.1175e-05i,-0.0004254+0.0002566i
-0.0029563-0.0020793i,-0.0031526-0.001474i,-0.0028955+0.00019898i,-0.00084488+0.0018256i,0.0014451+0.0023585i,0.0018906+0.00089482i,0.0008128-0.00032804i,-0.00046877-0.00094896i,-0.0011363-0.0013686i,-0.00099296-0.00052174i,0.00015252-0.00014378i,0.00077726-0.00030938i,-0.00012056-0.0005136i,-0.001012-0.0010567i,-0.00072644-0.00091363i,-0.00010587-0.00043522i,0.00027119-7.6801e-06i,-0.00021836-0.00015817i,-0.00016886-0.00055476i,0.0011949+0.00034672i,0.0010784+0.0012052i,0.00083109+0.00044852i,0.00043336+1.6154e-05i
0.0018444-0.0024284i,0.0015042-0.0049376i,0.0008475-0.0031936i,0.00035059+0.00025965i,-0.00074596+0.0021318i,-0.00091752+0.0019823i,-0.00029135+0.0021235i,0.00071627+0.0017251i,0.0011444+0.0004973i,0.00070877-2.7528e-05i,0.00044231-0.00023241i,7.9023e-05-0.00041737i,0.00021021-9.6597e-06i,0.00062815+0.00030731i,0.00041037+0.00037671i,0.00029758+0.00048508i,0.00032228+0.00033188i,0.00011728-3.6013e-05i,-0.0001702-8.4869e-05i,0.00011626-6.894e-05i,0.00068868+0.0010195i,0.00096033+0.0019304i,0.0011893+0.0011686i
0.00036074+0.0024476i,-0.00053088+0.0019038i,-0.00090548+0.00016693i,-0.0011351-0.001647i,-0.0012705-0.0023984i,-0.0014598-0.0015642i,-0.0013634-0.0015314i,-0.0011761-0.0007912i,-0.0003154+0.00056451i,0.00014915+0.00039578i,-0.00030305-0.00041876i,-1.0477e-05-0.00093558i,-0.00011434-1.0123e-05i,9.541e-05+0.00099908i,0.0008088+0.0014375i,0.00072023+0.00081037i,0.00055223-2.2431e-05i,0.00084467+5.3845e-05i,0.0010135-0.00034377i,0.00068181-8.7613e-05i,0.00014814+0.00068582i,-1.3796e-05+0.0010121i,-0.00032896+0.00097265i
-0.00014999-0.0039284i,-0.00078385-0.0049327i,-0.0024314-0.003771i,-0.0018791-0.00093873i,-0.00020155+0.0011245i,-0.00062818+0.0020941i,-0.0011137+0.0022583i,-0.00027262+0.00089238i,9.5451e-05-0.0013107i,-0.00067468-0.0019082i,-0.00073799-0.0011367i,-0.00059435-0.00039616i,-8.6443e-05-0.00032958i,0.0010353-0.00085982i,0.0015631-0.001379i,0.00074741-0.00065339i,-5.6624e-05-0.00052591i,-0.00055612-0.0011177i,-0.00059266-0.0010293i,-0.0006332-0.00026503i,-0.00041372+0.00049306i,5.8821e-05+0.00038123i,0.0002468-6.4961e-05i
0.0020155-0.0018689i,0.002174+8.2835e-05i,0.00036513+0.0020138i,-0.001678+0.0027352i,-0.0012485+0.0026692i,-0.00021984+0.0012889i,-0.00086601-7.792e-05i,-0.0010467-0.00048093i,-0.0009211-0.00076895i,-0.0015611-0.00048813i,-0.0019146-0.00010435i,-0.0011418-0.00019937i,-0.00021845-0.00030028i,0.00085922-0.00020959i,0.0010374+0.00013819i,0.00011823+0.0010531i,0.00017935+0.0011928i,0.00073896+0.00013462i,0.00070998-0.00027877i,0.00035449-0.00090077i,0.00030377-0.00052366i,0.00046262+0.0004035i,0.00019938+0.00042708i
5.6146e-05-0.0054706i,-0.00028301-0.0080432i,-0.0017162-0.0065779i,-0.00080251-0.0026468i,0.0018011+0.00021053i,0.0022053+0.00048034i,0.0012329+3.1612e-05i,0.00038554-0.0010404i,-0.0007872-0.00082091i,-0.0016521+0.00026908i,-0.0010945+0.0007553i,-0.00076584+0.00099187i,-0.00085365+0.00046889i,-0.00052463+4.1114e-06i,0.00024473-0.00080488i,-2.5284e-05-0.0009789i,-0.00048938-0.00020657i,-0.00054559+0.00044332i,-0.00044612+0.00065911i,0.00022429+0.00026035i,0.00063977+0.00024259i,0.00012761+0.00046149i,-0.00041189+0.00072045i
0.00040335+0.0021249i,0.0023028+0.0026337i,0.0036751+0.0032081i,0.0042158+0.0026899i,0.0033591+0.00096125i,0.0010361-8.2596e-05i,-0.00094559-0.00044072i,-0.001138-0.000829i,-0.0013082-0.0012403i,-0.00049444-0.0013428i,0.00042637-0.00097429i,0.0002989-0.00041906i,0.00045659+0.00036369i,0.00078161+0.0011695i,0.00075413+0.00033518i,2.0148e-05-0.00052756i,-0.00060152-0.00016969i,-0.00028037-0.00056355i,0.00061574-0.0011114i,0.00045757-0.00051095i,-0.00041509+0.00045392i,-0.00089449+0.00039184i,1.3623e-05+0.00038367i
-0.00082156-0.0017991i,-0.0022181-0.0031708i,-0.0034409-0.0028969i,-0.0029245-0.0013374i,-0.001958-0.00028507i,-0.0018401+0.0005762i,-0.0013808+0.0016043i,-0.00040376+0.0018304i,0.00020227+0.00081353i,0.00029035-9.5635e-05i,-9.5884e-05+0.00020171i,-0.00013554+0.0011043i,1.6599e-05+0.00091659i,3.035e-05+0.0007428i,0.00052478+0.00048828i,0.00079868-0.00012502i,0.00039731-0.00017721i,-0.00025696-0.00041917i,0.0003094-0.00059778i,0.00087457+0.00030725i,-7.6076e-05+0.00066306i,-0.00073121+0.00032149i,-0.00026884+0.00044722i
0.0023802-0.00050296i,0.0030277-0.00096379i,0.001385-0.0010435i,-5.2275e-05-0.00087137i,4.3226e-05+0.00066809i,0.00051542+0.0012259i,0.00083433+0.00057309i,0.00021363-0.00039762i,-0.00046638-0.0011878i,-0.00052154-0.00074564i,-2.8843e-05-0.0008386i,0.00022315-0.0011256i,-0.00013207-0.0010312i,0.00015061-0.0011471i,0.00055345+1.3981e-05i,-0.0001079+0.0010739i,-0.00084496+3.1121e-05i,-0.00078945-0.00087564i,-0.00045691-0.0005939i,-0.00025395+0.00029939i,-0.00010801+0.00069599i,0.00031374+0.00074028i,0.00049202+0.00061122i
-0.0018175-0.0017034i,-0.0022658-0.0012986i,-0.0010965+0.0011233i,0.00125+0.0030483i,0.0030954+0.0022917i,0.0030809+0.0012991i,0.0015099+0.00034105i,0.001025-0.00095529i,0.00069886-0.00062445i,-0.00046143-0.00042129i,-0.00069724-0.00082786i,-0.00037394-0.00096889i,0.00028079+3.8092e-05i,0.00124+0.00080653i,0.00058816+0.00048977i,-0.00020496+0.00067642i,3.6327e-05+0.0006189i,0.00052781+0.00034761i,0.000504-0.00043525i,0.00029191-0.00092223i,0.00024472-0.00022275i,0.00012783+0.00044295i,0.00024069+0.00038539i
-0.00050482-0.003054i,-6.276e-05-0.0040135i,-0.0015399-0.0043257i,-0.0027802-0.002479i,-0.0017347-0.00021227i,-0.00051081-0.00025651i,-0.00095123-0.0008993i,-0.0016548-0.00088754i,-0.0023918-0.00034903i,-0.0020674+0.00012441i,-0.00068944+8.8848e-05i,-0.00010998-0.00048792i,-0.00032067-0.0011344i,-0.00021249-0.0019003i,0.00032437-0.0016734i,0.00050262-0.0010685i,0.00062139-0.00072442i,0.00075035-0.00021553i,0.0002477+0.00010321i,0.00027388-0.00027778i,-0.00014192-7.7151e-05i,0.00018606+0.00017015i,0.00073724+9.6187e-05i
-0.0024869-0.0031871i,-0.0031284-0.0028841i,-0.0034073-0.0017435i,-0.0021888-0.00044436i,-0.0017482+0.00095539i,-0.001265+0.0012514i,-0.00053845+0.00015274i,-0.00037022-0.0002743i,-0.00085535+9.5309e-05i,-0.0014425+0.00018798i,-0.00097238+0.00017582i,0.00057465+0.00042961i,0.0013227+0.00025157i,0.0013421-5.9844e-05i,0.0014645+0.0003178i,0.0010678+0.00048875i,0.00092933+1.2611e-05i,0.0010275+2.266e-05i,0.00075565-0.00017936i,0.00011553-0.00017216i,-0.00069675+8.4653e-05i,-0.0010292-9.52e-05i,-0.00065496-0.0003384i
0.0011844+7.0743e-05i,0.0010594-2.7326e-05i,-0.00013465-0.00061645i,-0.0011019+0.00099193i,1.6883e-05+0.0016784i,0.00063153+0.00086091i,0.00026056+0.00084825i,0.00047789+0.00052629i,0.00097248-0.00017874i,0.00081522-0.00012885i,0.0005257+0.00045458i,2.9355e-05+0.0013484i,-0.0011507+0.0011042i,-0.00099208+0.00047669i,8.9283e-05+0.00076994i,0.00040592+0.00093455i,0.00014157+0.00033152i,-0.0006105-0.00046263i,-0.0010472-0.00068129i,-0.00015402+0.00020748i,0.00034186+0.00072655i,-0.00043704+0.00025198i,-0.00079508+2.1203e-05i
-0.0016168-0.0020972i,-0.0027654-0.0027702i,-0.0030696-0.00185i,-0.00081672-0.00056674i,0.001235+4.8274e-05i,0.00046817+0.00028595i,-0.0002657+0.00027283i,-0.00072352+0.00030396i,-0.0012702+0.00056303i,-0.00077191-0.00031383i,-6.996e-05-0.0011954i,0.00070466-0.0010171i,0.0009952-0.0010997i,0.00083618-0.00077059i,0.00021036-0.00037642i,0.00039815-0.00059796i,0.0010484-0.00084025i,0.0012345-0.00073526i,0.00018133-0.00026744i,-0.00042064-0.00015126i,-0.00014463-0.00013577i,-4.9115e-05-2.4485e-06i,6.8634e-05-1.9882e-05i
-0.00080302-0.0025664i,-0.00059348-0.0014735i,-0.0024849+0.00066391i,-0.0022825+0.0019293i,-0.0013487+0.0012074i,-0.0015971-0.00041231i,-0.0013784-0.0005573i,-0.00046783-0.00010411i,-0.00052212-0.00040624i,-0.0006153-0.00059347i,-0.00019665-0.00080444i,2.8054e-05-0.0011442i,0.00062588-0.00077064i,0.00037535-4.0341e-05i,-5.0895e-05-0.00030136i,1.1282e-07-0.0002487i,1.4222e-05-0.00032809i,0.00016061+0.00014426i,0.00027961+0.00076875i,0.00027245+6.6556e-05i,-0.00016911+3.4859e-05i,-0.00020359+9.6318e-05i,0.00013961-0.00013055i
-0.0014911-0.0029475i,-0.0017096-0.0044446i,-0.0018123-0.0045957i,0.00042082-0.0016246i,0.0024032+0.0012862i,0.0023509+0.00032862i,0.0014505-0.0013779i,0.00066635-0.0011234i,-0.00013002+5.517e-05i,-0.00054898+0.00010554i,-0.00078018-0.00081906i,-0.0013859-0.0016261i,-0.0014026-0.0015367i,-0.00031088-0.00092619i,0.00078468-0.00050036i,0.0012165-0.00019028i,0.00079437-0.00019817i,0.00019812-0.00014649i,0.00060908+0.00036592i,0.00052527+0.00074876i,0.00049431-2.5993e-05i,0.00082057-0.00072105i,0.00014398-0.00090683i
9.6423e-05-0.0028334i,0.0012865-0.0031989i,9.7114e-05-0.00088085i,-0.00030125+0.0009175i,0.00012426+0.0017027i,-0.00031076+0.00087953i,-0.0013706-0.00023562i,-0.0016384-0.00024866i,-0.00055522-0.00037986i,-0.00061257+0.00032037i,-0.00084944+0.00014239i,0.00077659-0.00094021i,0.0017903-0.00034047i,0.0012185+0.00039554i,0.00047486+7.9056e-05i,7.0318e-05+6.9385e-05i,0.00029416-0.00041034i,0.00047597-0.00052699i,0.00043892-8.7407e-06i,0.00048748+0.00063738i,-0.00019043+0.00052405i,-0.00057085+0.0003084i,-7.0623e-05-3.482e-05i
-0.0039602-0.0010987i,-0.0059296-0.00029784i,-0.0060814+0.0019726i,-0.0037497+0.0025948i,-0.0014584+0.00049329i,-0.0011205-0.0005309i,-0.0014948-0.00023623i,-0.0014018+0.00018244i,-0.0010004+0.00024334i,-0.0011321+0.00014395i,-0.00090213+0.00089609i,-0.00029793+0.0010042i,-0.00083242+0.00030617i,-0.00075608-0.00046851i,-9.0691e-06-0.00030729i,-0.00014975-4.5488e-05i,-0.00018699+0.00048926i,0.00018968+0.00074209i,0.00030217+0.00021722i,-0.00014435+4.2175e-05i,1.7621e-05+3.261e-05i,-0.00037969-0.00026557i,-0.00064491-0.00096325i
-0.001509-0.00065674i,-0.00050047-0.0012293i,-0.00012241-0.0003306i,0.00052129+0.0016626i,0.002833+0.0030976i,0.0038281+0.0015972i,0.0020945-0.00096714i,0.00045105-0.0015429i,-0.00027218-0.00040128i,-0.00050012+0.00029777i,0.00018349-0.00011592i,0.00080446-0.0010202i,0.00023086-0.0015651i,-0.00017648-0.00094045i,0.00040848-8.4262e-06i,0.00069803+0.00012903i,0.00073627-0.00049803i,-3.1879e-05-0.00037742i,-0.0004581+0.00028715i,-0.00033876+0.00035781i,-2.734e-05+0.00019168i,-8.3061e-05-0.00047892i,5.7112e-05-0.00024943i
0.00033153-0.0010359i,5.8005e-05-0.0017393i,0.00093201-0.00016263i,0.0020354+0.0011045i,0.0010409+0.00087234i,-0.0014929+0.0011452i,-0.0023498+0.0008625i,-0.00094283+0.00031862i,-0.00030362+0.00042632i,-0.00017937-0.00011408i,-5.2785e-05-0.00086841i,-0.00054906-0.00061668i,-0.00092985+0.0010213i,-0.0011401+0.0013459i,-0.00090493+0.00087863i,-0.0010448+0.0012279i,-0.00092884+0.0012662i,-0.0008915+0.0010472i,-0.001111+0.00030557i,-5.5154e-05+0.00012134i,0.00088723+0.00048035i,0.00020679+0.00019857i,0.00025682-0.00029443i
0.0016187-0.0016027i,0.00019011-0.0038982i,-0.0029194-0.0035445i,-0.0044439-0.0018846i,-0.0028504-0.0013066i,-0.0010353-0.00097742i,-0.00075248+2.0005e-05i,-0.00036886+0.00042678i,-7.2877e-06+0.00023667i,-0.00036498+0.00010091i,-0.0001835-0.00065876i,8.7121e-05-0.0016471i,-0.00032126-0.0016096i,-0.00030358-0.0013975i,0.00071821-0.0014277i,0.00098474-0.00082336i,-6.0715e-05-0.00017522i,-0.00034269+0.00022935i,0.00014306-5.055e-05i,0.00051825-0.00025409i,0.001105+0.00039413i,0.0011037+0.00046344i,-0.00013045+0.0003242i
-0.0046255-0.0038611i,-0.0050284-0.0035983i,-0.0044978-0.0016313i,-0.00073198+0.0016265i,0.0027288+0.003167i,0.0031147+0.0026362i,0.00099271+0.0003529i,-0.00049017-0.0012485i,-0.00077435-0.0012917i,-0.00023929-0.001111i,-8.8135e-06-0.0007072i,-0.00029626-0.00017404i,1.6886e-05+0.00026363i,0.00053274+0.0010905i,0.00081578+0.0011307i,0.00098436+0.0011136i,0.00090638+0.0011253i,0.00078584+0.001148i,0.00053442+0.00089003i,9.0137e-05+0.0010196i,-0.0003661+0.00097635i,-0.00013994+0.00020223i,-0.00080401-3.4816e-05i
0.0016778+0.00012536i,0.0018502+0.0016508i,0.0011802+0.0029707i,0.0005271+0.0029311i,0.00067253+0.0012952i,4.7234e-05-0.00055789i,-0.0010803-0.00085163i,-0.00083196-0.00044857i,3.695e-05-0.00088751i,-0.00020198-0.0014516i,-0.0014008-0.0014504i,-0.0016753-0.0013649i,-0.00085594-0.0014864i,-0.00060742-0.0012689i,-0.0005695-0.0010232i,-0.00055391-0.0015368i,-0.00043216-0.0017201i,-0.00010185-0.0010072i,-0.00084136-0.00061647i,-0.0010808-0.00040761i,-0.0003698+0.00068594i,0.00028545+0.00034819i,0.00035197+0.00014097i
-0.00082122-0.00037611i,-0.00019992-0.0040647i,-0.00026882-0.0053279i,-3.8695e-05-0.0043197i,0.00055542-0.0027511i,0.00072383-0.0012848i,-0.0001793-0.00018685i,-0.00065122+0.00041763i,-0.0010173+0.00076895i,-0.0012386+0.00047002i,-0.00060753-0.00050858i,0.0003289-0.001455i,0.0010656-0.00022093i,0.0014939+0.0014531i,0.0010061+0.0014891i,0.00086734+0.00083551i,0.0007048+0.00019523i,0.00060879-0.00032902i,0.0013871-0.00048009i,0.00075207-0.00033975i,-0.00026978+0.00030682i,-0.00025229+0.00087382i,9.0406e-05+0.001009i
0.0028167+0.00013676i,0.004637-0.00041492i,0.0048965+0.00064486i,0.0041158+0.0023504i,0.0021382+0.0026087i,0.00080753+0.0018108i,0.0005701+0.00067135i,0.0009193+0.00053236i,0.00043333+0.00074848i,-0.00041751+0.00064754i,-6.7654e-05+0.0004945i,0.00020502-0.00068922i,-0.0011089-0.00090797i,-0.0021766+0.00049283i,-0.0022012+0.0010337i,-0.0019063+0.0010621i,-0.001879+0.00074206i,-0.0012452+0.00073608i,-0.00020829+0.00066706i,-0.00017485+0.00056205i,-0.00012181+0.00052765i,0.00061625+0.00053328i,0.00076019-0.00015319i
-0.0033763-0.0025667i,-0.0043926-0.0023409i,-0.0046435-0.00055531i,-0.0033866+0.0009982i,-0.0011425+0.0014759i,-0.00034714+0.0014842i,-0.0002349+0.00064316i,-0.00036559-0.00071129i,-0.00064973-0.00099276i,-0.00012893-0.00066549i,0.0010784-0.00034939i,0.0023825-0.00040665i,0.0032032-0.0011034i,0.0037926-0.0013144i,0.0030662-0.0013837i,0.0012567-0.00098681i,-1.5068e-05-0.00046686i,4.7616e-05-0.00048206i,0.00015108+4.4562e-05i,0.00036277+0.00063241i,0.00026487+0.0007765i,-0.00027658+0.00097817i,-0.00070685+0.00089269i
0.00057124-0.0039704i,0.0027113-0.0055165i,0.0027196-0.0041105i,0.00057405-0.0017759i,-0.0017866-0.00042229i,-0.0032744-0.00050852i,-0.0029356-0.0009189i,-0.0015924+0.00020359i,-0.00088318+0.00066467i,-0.00077182-0.00012395i,-0.0014143+0.00014545i,-0.0017802+0.00076405i,-0.0010848+0.0012018i,-0.00019049+0.0012908i,-0.00062685+0.00081272i,-0.00052684+0.00047399i,0.0010185+0.00044756i,0.0012473+0.00020374i,-0.00024735+4.449e-05i,-0.00032333+6.6897e-05i,0.00060756+0.00034637i,0.00016745+0.00083114i,0.00015695+0.00020188i
-0.0039859-0.0017373i,-0.0052326-0.0013933i,-0.0058158+0.0017632i,-0.0022075+0.0045625i,0.0013774+0.004825i,0.0016879+0.0026364i,0.00078409+0.0010422i,0.00011279+0.00042278i,-0.0011945+4.8147e-05i,-0.0014574-0.00043645i,-0.0014806-0.0018523i,-0.0008527-0.0031005i,0.0003568-0.0044076i,0.00070021-0.0053695i,0.00052301-0.0036892i,0.00020736-0.001526i,-4.9521e-05-0.0016002i,4.7902e-05-0.0014757i,0.0002198-0.00032076i,0.00082373-7.8529e-05i,0.0010099-0.00024008i,0.00015211-0.0003025i,-6.3136e-05-0.0003566i
0.0014938-0.002548i,0.00020949-0.002158i,-0.0028868-0.0013907i,-0.0026822-0.00014318i,-0.0002987+0.00020058i,0.00084536-0.00060691i,0.00020514-0.0012811i,-0.00073053-0.0016387i,-0.001415-0.00079107i,-0.0016345-3.4429e-05i,-0.00018226+0.00015048i,0.00028436+0.00066348i,0.0001867+0.0010259i,0.0015638+0.001967i,0.0028996+0.0020724i,0.0033378+0.0011592i,0.0022565+0.001216i,0.00043763+0.00065231i,-0.00017252-0.00029479i,-0.00018759-0.00035944i,-0.00015048-0.00031761i,0.00019898-0.00013312i,-0.00011597+0.00047514i
-0.003623-0.0040265i,-0.0047643-0.0039009i,-0.0051352-0.001576i,-0.0029537+0.0015571i,-0.0010675+0.0028881i,0.00027722+0.0011423i,0.0003547-0.00077897i,-0.00038395-0.0013343i,-0.00062426-0.00084221i,-0.0001095+0.00059588i,0.00012733+0.001729i,-0.00011788+0.00054277i,-0.0014006-0.0016227i,-0.0025986-0.0030294i,-0.0026267-0.003159i,-0.002413-0.0022899i,-0.0011468-0.00054042i,-0.00056089+0.00060997i,-0.00077572+0.00078218i,-0.00045444+0.00081699i,-0.00072637+0.00013545i,-0.0011955-0.00028705i,-0.0014793-0.00014754i
-0.00020976-0.0087462i,-0.00065652-0.0086745i,-0.0027938-0.0049847i,-0.0029068+0.0015431i,-0.0023359+0.0056094i,-0.0013404+0.0042196i,-0.00052658+0.0014025i,0.00072738-0.00011352i,0.0011493-0.0013783i,-0.00052632-0.0009877i,-0.0013309-0.00067638i,-0.00077954-0.00023366i,0.00080472+0.00028882i,0.0025289-0.00060354i,0.0034199-0.0011346i,0.0028744+5.0467e-05i,0.0018212+0.00093594i,0.00065368+6.0787e-05i,4.7162e-05-0.00028855i,0.00032783+0.00043246i,0.00040626+0.00085951i,9.3587e-05+0.00083114i,0.0004-0.0001837i
0.016641+0.020372i,0.021975+0.013646i,0.028622+0.0029803i,0.02161-0.005733i,0.012068-0.012786i,-0.0010547-0.013398i,-0.0055661-0.0041203i,-0.0011696+0.00038874i,0.0033483+0.00021006i,0.0052621-0.0032087i,0.0024283-0.0057781i,-0.0025278-0.0028513i,-0.0058901+0.0039134i,-0.0052231+0.011624i,-0.0034545+0.0148i,-0.0041358+0.010123i,-0.0048975+0.003614i,-0.0025638+0.0010324i,0.0014682+0.00039446i,0.0025646-0.00057785i,0.0020294+0.00090432i,0.0012154+0.0034302i,0.0010643+0.0047948i
0.0041846+0.00053101i,0.0040524-0.0011335i,0.0042939+0.00010409i,0.0029524+0.002188i,0.00081302+0.0024791i,-0.0013942+0.0017612i,-0.0022312+0.0016273i,-0.0015774-0.00010578i,-0.00076636-0.0028157i,-0.001026-0.0040927i,-0.00091805-0.0039065i,0.00021536-0.0029535i,0.0014712-0.0020809i,0.0023836-0.0014122i,0.0029813-0.00095298i,0.0016432+6.8395e-05i,-0.00065425+0.00030608i,-0.00069913+7.2784e-05i,0.00020065+6.7937e-05i,0.00045406+0.0007139i,0.00010292+0.0015753i,-0.00022609+0.0018169i,-0.00043592+0.0011621i
0.0023581-0.00030775i,0.0035565-0.00054471i,0.0032975-5.0976e-05i,0.0024397+0.00058294i,0.00082485+0.00035547i,-0.0014372+0.00049992i,-0.0013295+0.0017809i,-0.00032422+0.0012704i,-0.00014888-0.00076007i,-0.00035688-0.0014089i,-0.00081484-0.000469i,-0.0013681+0.00032102i,-0.0017234+0.0021347i,-0.0013366+0.0036131i,-0.001276+0.0031727i,-0.0012426+0.0016591i,-0.0011015+0.00082967i,-1.6886e-05+0.00028351i,0.0012379-0.00092773i,0.00038755-0.00085462i,2.536e-05+0.00037768i,-3.717e-05+0.00068817i,-0.00053814-0.00032919i
0.0003956-0.0029378i,0.00010346-0.0050768i,-0.0016397-0.0063995i,-0.0012782-0.0038324i,0.0011493-0.0013916i,0.0019473-0.0020968i,0.00089131-0.0021196i,0.00026332+8.167e-05i,0.00027187+0.0020138i,-0.00083991+0.0018841i,-0.0019486-0.00019868i,-0.0019981-0.0023516i,-0.0010333-0.0036472i,-0.00045515-0.0028487i,-0.00061598-0.0018603i,-0.00027736-0.0018205i,-0.0004068-0.00063138i,-0.00035972+0.00066351i,0.00016334+0.00074659i,0.00040285+0.00050041i,0.00034986+0.0004979i,0.000146+0.00049738i,0.00015252+0.0006196i
9.613e-05-0.00043894i,0.0012409-0.00051512i,0.0020703+0.00058475i,0.0011977+0.0025966i,-0.00088864+0.0034774i,-0.00153+0.0025483i,-0.0010391+0.0015929i,-0.0014048+0.00081736i,-0.0013368+0.00023991i,4.1254e-05-0.00034879i,0.0010777-0.00054451i,0.0012573+0.00037775i,0.0011386+0.0019299i,0.0014866+0.0027645i,0.0028505+0.0025629i,0.0030779+0.0020152i,0.001808+0.0013126i,0.0005474+0.00058457i,9.4298e-05+7.3333e-05i,-0.00010176-0.00052946i,-0.00040311-0.00056292i,-0.00020228-9.3378e-05i,-0.00015425-0.00014381i
0.0017559+0.0010909i,0.0026965-1.1274e-06i,0.0028975+0.00043516i,0.0017548+0.00047751i,-0.00090663-0.00089988i,-0.0034615-0.0015387i,-0.0041384-0.0012842i,-0.0025745-0.00052499i,-0.00080408-0.00046146i,-0.00015012-0.00047887i,-0.00022551-0.00047611i,-0.00093101-0.0012773i,-0.0024348-0.001353i,-0.0033242-0.00109i,-0.0024355-0.00026148i,-0.0015453+0.00089667i,-0.0012112+0.00094143i,-0.00089565+0.00015383i,-7.5663e-05-0.00073371i,0.0010537-0.00086281i,0.0018061-0.00021424i,0.001092+0.00049579i,0.00039328+0.00070858i
