-0.0020103+0.0018809i,-0.0020644+0.0012153i,-0.001588+0.001773i,-0.00022589+0.0020113i,0.0004721+0.0020373i,0.00081346+0.00046753i,0.00096982+2.5716e-05i,0.00056801+0.00014501i,0.00067722+0.00012484i,0.00052287+0.00088607i,0.00048837+0.00080947i,0.00084979+0.00032242i,0.00091416-9.7525e-05i,0.00060927+0.00019106i,0.00016188+0.00024044i,0.0001213+0.00023817i,-0.00049126+0.00048618i,-0.00047875-0.0004182i,0.00033132-0.00061091i,0.00045413-0.00039543i,-0.00034373-0.00028232i,-0.0011911-0.00031327i,-0.00022036-3.7671e-05i
-0.00038679+0.0002436i,0.00021176-0.0010117i,0.00045148-0.00022001i,-3.7677e-05+0.00025736i,0.00089523-0.00053087i,0.0010812-0.0012797i,0.00018188-0.00090461i,-0.00034938-0.00037578i,-0.00059044+0.00013376i,-0.00019813+0.00047719i,0.00040301-7.0325e-05i,0.00019088-0.00075559i,-4.3137e-05-0.00075687i,0.00020128-0.00019631i,0.00081268+0.00024234i,0.001451-0.00010617i,0.0010196-0.00053919i,0.00054864-0.00089779i,0.00024195-0.00026656i,0.00018015+0.00052441i,0.00053158+0.00063681i,0.00057508+4.7001e-05i,0.00068541-0.00034965i
0.0020594-0.0015127i,0.0017965-0.0012741i,0.00025811-0.001421i,-0.0002447-0.0012188i,-0.00020802-0.00060883i,0.00023802-0.00047935i,0.00070668-0.00038732i,0.0010706-0.00038814i,0.0009202-3.4528e-05i,0.00072351+0.00063999i,0.00044537+2.3132e-05i,-3.151e-05-0.00048932i,0.00016721-0.0012383i,0.00076747-0.0010294i,0.00016937-1.8411e-05i,-0.00038685+0.0004974i,-0.00017637+0.00074266i,0.00017059+0.00063881i,0.0004317+0.00012504i,0.0001892+0.0001773i,0.00023134+0.00067555i,0.0011006+0.0011887i,0.00076602+0.00082564i
-0.0026553+0.0020293i,-0.00091932+0.0015686i,0.00063612+0.002002i,-8.2824e-06+0.0020173i,-0.00016124+0.00045729i,0.00085277-0.00072616i,0.0012455-0.00067552i,0.0010521-0.00033967i,0.0011436-0.00017022i,0.0011834-0.00038336i,0.0005213-0.00074857i,-0.00020729-0.0003792i,-0.00083448-0.00054436i,-0.00081452-0.0011603i,-4.9726e-05-0.0010234i,2.6371e-05-0.00043146i,-0.00022194-8.7191e-06i,-4.8827e-05-0.00042803i,-0.00014734-0.00014612i,-0.00023333+0.00086045i,0.0004472+0.00098609i,0.00069283+0.00017026i,0.0007498-0.00032025i
0.0038445+0.0013499i,0.0033512+0.00087158i,0.0039234-0.0011414i,0.0028522-0.0024904i,-0.00023828-0.0020094i,-0.0014878-0.00051237i,-0.00033096-0.00028308i,0.00043957-0.0012001i,0.0005073-0.00148i,6.7394e-05-0.0015075i,-0.00032797-0.0010079i,-0.00073548-0.00019439i,-0.00064474-0.00013021i,-0.00076506-0.00049337i,-9.8666e-05-0.00076947i,0.00054405-0.00058739i,-0.00034663-0.00035257i,-0.00046879-0.00038227i,-0.00012265-0.00039079i,-0.00026574-0.00024536i,0.00035095+0.00058407i,0.00055871+0.00084455i,-0.00051671+0.0011154i
0.000929+0.00071812i,0.0031573+0.0010616i,0.0044837-0.00061417i,0.0033739-0.0018417i,0.0014519-0.0019375i,-6.0465e-05-0.0011833i,-0.001001-0.00035823i,-0.0012222+0.00011251i,-0.00034178-0.00015559i,0.00072066-0.0010347i,0.00033702-0.00052037i,-0.00021156-0.00018665i,-0.00010467-0.00060313i,8.0237e-05-0.0010389i,-5.1455e-05-0.00032319i,-0.00021005+0.00043244i,0.00055124+4.1719e-05i,0.0012654+0.00010472i,0.00058039+0.00081274i,-0.00046277+0.00095868i,-0.00015623+0.00047754i,-0.00033567+0.00019831i,-0.00052039-2.2945e-05i
-0.0029962+0.002041i,-0.0030094+0.00095818i,-0.0017282+0.0013624i,0.00038425+0.0015689i,0.0016716+0.00026139i,0.0017835-0.0014762i,0.0012487-0.0015424i,0.00093188-0.00068708i,0.00098681+0.00025133i,0.00078363+0.0011329i,0.00042926+0.00030473i,0.00035983-0.0014814i,0.0003198-0.0015137i,0.00018989-0.00060116i,0.00026113-3.948e-05i,0.00067643+0.00028129i,0.00041171+0.00057707i,8.6123e-05+0.00046435i,-8.8575e-07+0.00058433i,8.5523e-05+0.00087519i,0.00017978+0.00062336i,0.00011484+0.00057534i,-0.00034637+0.0008732i
0.002995-0.00085061i,0.0034999-0.001307i,0.0033974-0.0025702i,0.0010293-0.0029655i,9.3568e-05-0.0017726i,0.00040258-0.00043388i,0.0004046-0.0005197i,0.00034972-0.0004207i,8.6815e-05-0.00020374i,-6.7261e-05-4.6487e-05i,3.2803e-05+0.00033828i,0.00010727+0.0010367i,-0.00016908+0.00068216i,-0.0004188-0.00027349i,0.0004485-0.00042329i,0.0012897-0.00023843i,0.00025498+0.00050611i,-0.00021359+0.0005992i,-8.9113e-05-5.0026e-05i,-0.00021002-0.00012726i,-0.00028415+7.4738e-06i,-0.00070765+0.00043355i,-0.00061362+0.00062655i
0.00017586+0.0027192i,0.00055689+0.0032182i,0.00070664+0.0022341i,0.0010064+0.00072754i,0.00083981-0.00034915i,0.00063806-0.0014256i,6.3945e-05-0.0012313i,1.2799e-05-0.00016992i,0.00081476+0.00012523i,0.0011442-2.973e-05i,0.001181-0.00031948i,0.00044864-0.00073697i,-0.00043812-0.00080961i,-0.00054857-0.00060391i,-0.00026052-0.00079704i,-7.2204e-05-0.00073883i,0.00049087-0.00052013i,0.00029221-0.00056715i,-0.0002767-7.0699e-05i,-6.1757e-05+0.00034631i,7.5054e-05-0.00019086i,-0.00016233-9.3946e-05i,-0.00022323+0.00038268i
0.0016552+0.0011613i,0.0035844-0.00010925i,0.0039487-0.0013061i,0.0026577-0.0015363i,0.00059129-0.0012691i,-0.00059201-0.00047322i,-0.00056642+3.7925e-05i,-0.00033105+0.00048461i,-0.00022997+0.0003929i,0.00019761+0.00016316i,0.00024124+0.0006405i,-0.00047769+0.00046482i,-0.00054249+0.00014602i,5.5364e-05-0.00056857i,0.00040253-0.00078184i,0.00018242-0.00057008i,-9.5142e-05-0.0003811i,-8.6534e-06-0.00026827i,-0.00026522-0.00033663i,-0.00068347-0.00034283i,-0.00057132-0.00024628i,-0.00030353-0.00032988i,-0.00030061-0.00026613i
-0.0014041+0.00083151i,-0.0023808+0.0013025i,-0.0012417+0.0010119i,0.00023093+0.0001999i,0.0010581-0.00047116i,5.6398e-05+0.00030947i,-0.00070095+0.00040776i,0.0001976+0.00038454i,0.0004254+0.00077626i,-0.00056028+2.8882e-05i,-0.00081561-0.00022869i,-0.0002562+0.00038847i,-0.00035511+0.00078337i,-0.00012059+0.00074702i,0.00019345+0.00030441i,0.00012284-0.00033998i,0.00052639-0.00091243i,0.0009677-0.00071179i,0.00016534-0.00030601i,-0.0011668+0.00038437i,-0.0010493+0.00067867i,-0.00072385+7.7871e-05i,-0.00036716-0.0010187i
-1.8955e-05+0.00064016i,0.00043737+0.00014743i,0.0016395+6.4611e-05i,0.002078+0.00079074i,0.0014502+0.00098372i,0.00093146-0.00010389i,0.00068872-0.00099453i,-0.00012974-0.0004635i,-0.00056228-0.00023439i,-0.00015308-0.0005868i,2.2551e-05-0.00053254i,-6.7064e-05-5.4995e-05i,-1.6221e-05-0.00040033i,0.00047421-0.00036059i,0.00053204-0.00032925i,0.00034907-0.00078006i,0.00044767-0.0003594i,0.00057052+0.00024307i,0.000872+0.00040912i,0.00059485-0.00011305i,6.1951e-05-0.00080491i,-0.00046455-9.9746e-05i,-0.00092001+0.00034341i
0.00089181+4.4547e-06i,0.0010136-2.7678e-05i,0.00057154-9.4318e-06i,-0.00034097-0.00013244i,-0.00074157-0.001226i,7.7564e-05-0.0013993i,0.00079052-0.00058939i,0.00065407-3.4896e-05i,0.00062442+0.00015695i,0.00079239+7.6198e-05i,0.00061865-0.00014167i,0.00095912-1.1586e-05i,0.00060609+0.00024619i,0.00029698-3.2436e-05i,2.5689e-05-1.7289e-05i,0.00017946-0.00038171i,0.00053315-0.00079018i,0.00070884-6.3551e-05i,0.00037753+0.00061916i,-4.7895e-05-0.00033025i,7.2235e-05-0.00044723i,0.0002671+0.00061053i,0.0007975+0.00089886i
0.00044039-0.0011686i,0.00081695-0.0009646i,0.00072819-0.0018032i,-9.5263e-05-0.0017565i,-0.00088544-0.00059371i,-0.00032045-0.00051321i,0.0011812-0.00074195i,0.0013411-0.00041871i,0.00026405-0.00080878i,6.3528e-05-0.0013507i,4.2851e-05-0.00059064i,-0.00038735+0.00068665i,0.00022997+0.00043964i,0.00064302+0.0001863i,0.00031862+0.00027649i,0.0004752+0.00026304i,-0.00027561+0.00030627i,-0.00057501+0.00022252i,-7.279e-05+0.00015009i,-0.00033355-0.00011363i,-0.00047041+3.613e-05i,-0.00082805+6.2314e-05i,-0.0008081-1.1929e-05i
0.00016711+0.00090028i,0.00021659+0.00040199i,0.00099114-0.00054715i,0.0016705-0.00013353i,0.0016304+0.00032517i,0.0013155-0.00053564i,0.00048478-0.00097774i,-0.00022385-0.00078479i,-0.00041923-0.001192i,0.00035789-0.00085423i,0.00039532+0.00024482i,-7.0027e-05+0.0003483i,6.7352e-05-0.00096484i,0.00024728-0.0016615i,-0.00043546-0.0016399i,-0.00014357-0.0013721i,0.00059009-0.00099204i,3.1559e-06+0.00013584i,-0.00075428+0.0010206i,-0.0010894+0.00062615i,-0.00053004+0.0001804i,0.00061186-0.00043371i,0.00035654-0.00069239i
-0.0012052+0.0018748i,-0.00036145+0.0014401i,1.5551e-05+0.0018164i,0.00064196+0.0012073i,0.0011276-6.1711e-05i,0.0011214-0.00081641i,0.00064811-0.00066095i,-0.00023948-0.00050092i,-0.00047582-0.00025268i,-0.00013482-0.00016133i,-1.9728e-05+1.6042e-05i,0.00029183+0.00067771i,-0.00019035+0.00036399i,-0.00073795-0.00035528i,7.4302e-05-8.0232e-05i,0.00068637-4.1458e-05i,0.00036613+3.8139e-05i,-0.00013166+7.2818e-05i,4.0667e-05+0.00029776i,0.0001708+0.00030662i,0.00020524-7.5719e-05i,0.00065234-8.3823e-05i,0.00050138-0.00050435i
0.0014236+0.00075199i,0.0014175+0.00071547i,-0.00020826-0.00040337i,-0.00083433-0.0016068i,-0.00011277-0.001859i,-0.00032999-0.0010029i,-0.00049715-0.00026289i,7.969e-05-0.00040437i,-3.3345e-05-0.00044653i,-0.00046137-0.00030894i,-0.00045679-0.00012758i,-3.7986e-05-0.00034668i,-0.00025305-0.00032164i,-0.00097468-0.00059154i,-0.00055476-0.00063723i,9.8796e-05+0.00036374i,-0.00032068+0.00049625i,-0.00054442+0.00031515i,-0.00060639+0.00036551i,-0.00020671-7.1132e-05i,0.00067375+0.00010967i,-2.7074e-05-0.00018286i,-0.0010134-0.00042744i
0.0014874-0.0018709i,0.0016414-0.0018106i,0.00067415-0.0015252i,0.00061306-0.0011169i,0.00070504-0.00044002i,3.8114e-05+0.00023515i,-0.0001668+0.00017656i,-8.735e-06-0.00077753i,0.00019545-0.0015984i,0.00052649-0.0014353i,0.00065375-0.0007769i,0.00085146-0.00064868i,0.00078471-0.00063404i,0.00028087-0.00069683i,-0.0003621-0.00019128i,-0.0011622-0.00015205i,-0.0010188-0.00091596i,0.00010339-0.00038508i,0.0006682+0.00075756i,0.00059731+0.00022346i,-0.00011781-0.00089193i,-0.00054449-0.00087636i,-0.00031828-0.00023389i
-0.00012272-0.0013077i,-0.00054542-0.0014005i,-0.0013281-0.0013691i,-0.0020431-0.00098991i,-0.001123-0.00026591i,0.00047619-0.00015783i,0.0010246-0.00028183i,0.00088848-0.00087963i,0.00072438-0.0010603i,0.00032308-0.00031124i,-0.00012794-0.00015508i,-1.473e-05-0.00092064i,-2.7011e-05-0.00065012i,-0.00096775+0.00073168i,-0.00066704+0.00099329i,4.9248e-05+2.6643e-05i,7.8186e-05-0.00034209i,0.00039486-3.6288e-05i,0.00054105-0.00028946i,0.00074908+0.00018551i,0.00062724+0.00019414i,-8.5696e-05-0.00055237i,-0.00013951-0.00067551i
0.0011384+0.0017901i,0.0011614+0.0033137i,0.0021146+0.0024374i,0.0022276-8.1335e-05i,0.0019308-0.0013709i,0.00085595-0.00080412i,-0.0003367-0.00060808i,0.00070582-0.00062748i,0.001579-0.00053311i,0.0010373-0.00077043i,0.00012568-0.00083089i,-0.00039873+0.00026549i,-0.00023738+0.00068333i,-3.1237e-05-2.6005e-05i,-0.00030896-8.1122e-05i,-0.00017325+0.00036998i,6.2281e-05+0.00024397i,-4.8372e-05+0.00012414i,-0.00016551-0.00038988i,0.0001113-0.00015108i,0.00045374+0.00043164i,0.00021835-9.0103e-05i,-0.00011454-0.000397i
0.0013405+6.4266e-05i,0.0015128+2.2999e-05i,0.0015905-0.00042104i,0.0011146-0.00025755i,0.00082075+0.00049651i,0.00022079-6.0904e-05i,-0.00013091-0.0011192i,-0.00018461-0.0014537i,-0.00034733-0.00082737i,9.8296e-05-8.6137e-05i,0.00085116+0.00041061i,0.00012978+0.00071224i,-0.00039352+0.00041791i,-0.00038134-0.00045343i,0.0004552-0.00081944i,0.00087843+0.00014295i,0.00043612+0.00071292i,0.00042994+0.00061152i,1.1163e-05+0.00026962i,-0.00040362+0.00045369i,-0.0004337+0.00016161i,-5.0413e-05-0.00021722i,0.00028594+0.00010305i
-0.00057689+0.00036019i,-0.00096644-0.00088347i,-0.0010808-0.00073686i,-0.00068604-0.00053388i,0.00014311-0.00029778i,0.00039383-0.00033777i,0.00012787-0.00025666i,0.00039977+5.6836e-05i,0.00047026+9.2897e-05i,0.00072805-0.00016206i,0.00011064+5.8605e-05i,-0.00035868-0.00018035i,0.00034035+0.00019385i,-0.00035629+0.00071515i,-0.00085923-4.6514e-05i,-0.00060984-2.1829e-05i,-0.00050974-0.00017667i,-0.0002245-0.00049384i,1.6201e-05-0.00031089i,0.00052063-0.00062157i,0.00077335-0.00056345i,0.0003279+0.00010433i,0.0003+0.00011246i
-0.00042508+0.00168i,0.0010233+0.0026533i,0.0024048+0.002232i,0.0021684+0.00082631i,0.0013876-0.00026041i,0.00095275-0.00053767i,0.0005686-0.0003465i,0.00057556-0.00076383i,0.00031856-0.0011756i,-0.00017308-0.00046694i,-0.00030989-9.972e-05i,-0.00058395-0.00013852i,-0.0011081-0.00016694i,-0.0011065-0.00040993i,-0.00013845-0.00058063i,0.00043994-0.00041016i,0.00066105-0.00016637i,0.00054949-5.2685e-05i,0.0006385+0.00019989i,0.00073769+0.00045108i,0.00056543+0.0003323i,0.00010372-0.00056393i,-0.00032596-0.00078745i
-0.00089411-0.0006181i,-0.0012329-0.00031093i,-0.0011084+0.00038017i,-0.0012296+0.00078455i,-0.0010241+0.00084539i,-0.00066131-1.0278e-05i,-0.00017951-0.00046724i,0.00049841-0.00015784i,0.00069695+4.4436e-05i,0.00063642-4.4306e-05i,0.00031292-0.00010723i,0.00023879-0.00027555i,0.00032486-0.0013444i,0.00059337-0.0020631i,0.0002642-0.0019962i,-0.000519-0.0011418i,-0.0008028-0.00026507i,-0.00057905-1.7778e-05i,-0.00056155-6.8427e-05i,-0.00035153-0.00083292i,-1.3395e-05-0.00055416i,6.7016e-05+0.00011143i,-0.00013588-0.00024856i
0.0010611+0.0011016i,0.0014217+0.0015514i,0.0015635+0.001446i,0.0010949+0.0009822i,0.0013101+0.00078995i,0.00090519+0.00042466i,0.00028722+0.00017344i,0.00044701-0.0002145i,0.00037629-0.00050693i,-3.4046e-05-0.00034154i,-0.00045144-0.00034482i,-0.00087313+2.9434e-05i,-0.00090697-0.00046995i,-0.0002367-0.00073314i,0.00069048+4.6352e-05i,0.00094188+0.00017757i,0.00092151+0.00013267i,0.00010511+0.00034095i,0.00011+0.00041767i,0.0007959+3.9358e-05i,0.00044869-0.00018132i,-8.0708e-06+0.00012673i,-0.00013547+7.3907e-05i
-0.0012844-0.0016985i,-0.00082117-0.0023155i,-0.0012537-0.0025435i,-0.00074181-0.0013151i,-1.8647e-05+0.00031175i,0.00033993+0.00050866i,0.0001638-3.2053e-05i,-0.0012767-0.00018738i,-0.0017351-3.36e-06i,-0.00094915+5.0603e-05i,-0.00017002+0.00015289i,0.00052399+0.00057393i,0.00024797-0.00012986i,0.00011286-0.00031311i,5.5538e-05-0.00053295i,0.00027468-0.001105i,0.0003445-0.0010415i,-0.00066-0.00048623i,-0.0013485+3.6405e-05i,-0.0013344+0.00037044i,-0.00086687+0.00011906i,8.9142e-05-0.00031178i,0.00053529+0.00039465i
0.00099041-0.00083691i,0.0014583-0.0018618i,0.0011529-0.00162i,0.0010942-0.00087649i,0.00025961-0.00043323i,-0.0009842-0.00096211i,-0.00043084-0.00082771i,0.0004849-0.00035497i,0.00048114-0.00018432i,-2.0558e-05-0.00032305i,0.00017811-0.00074882i,0.00052276-0.00055876i,1.236e-05+4.9885e-05i,-0.00031302+7.5998e-05i,0.00041687-0.00083768i,0.0010363-0.00068406i,0.00090297+0.00010076i,0.00040431+0.00056789i,4.814e-05+0.00098925i,-0.00019074+0.00064955i,0.00011972+0.00035967i,0.00032718+0.00011105i,0.00073526+0.00031779i
-0.0010676-0.00051776i,-0.00090913-0.00088525i,0.00028266-8.5057e-05i,0.00040081+0.0014046i,0.00017745+0.001131i,0.00084991-0.00032238i,0.0010005-0.001445i,0.0006474-0.0016065i,-9.183e-06-0.00038925i,-0.00073681+0.00057842i,-0.00093162+0.0008332i,-0.00098237+1.6121e-06i,-0.00063728-0.00096447i,0.00010844-0.0006714i,0.00051349-0.00050295i,8.6507e-06+1.1529e-05i,-0.00018211-0.00011841i,0.00022456-0.00046241i,-8.5438e-05+0.00010123i,1.0512e-06+0.00037327i,0.0001044+0.00061987i,3.0536e-05+0.00027247i,-0.00011528-0.00045244i
0.0021986+0.00024228i,0.0016531-0.00097894i,0.0011316-0.002689i,0.00063944-0.0021633i,1.1668e-05-0.0010171i,-0.00064236-0.00076409i,-0.00027664-0.00096672i,0.0003669-0.00030743i,-0.00029586+0.00075968i,-0.00067819+0.00075943i,-4.5775e-05+1.0987e-05i,0.00039592-1.0944e-05i,0.00084296+0.00011272i,0.0006437-0.00031668i,0.00088142-0.00052091i,0.0014351-0.00032581i,0.0010588-0.00059389i,0.00056859-0.00066224i,-8.1555e-06-0.00024124i,0.00020098-0.00061542i,0.00096009-0.00033717i,0.00067432-2.7736e-05i,0.00032281-1.9541e-05i
-1.4729e-05+0.0027009i,0.00082028+0.0030948i,0.00092565+0.0024025i,0.0017592+0.0019653i,0.0024746+0.001471i,0.002019-0.00016354i,0.0014948-0.00059767i,0.0013555-0.00097923i,0.00080203-0.0013127i,0.00062068-0.00023998i,2.6996e-05+0.00033042i,-0.00045276+3.8176e-05i,-0.00085275-0.00031365i,-0.0014176-0.00040831i,-0.00040307-2.4615e-05i,0.0012765+0.00075347i,0.0014909+0.00064406i,0.00041005+0.00030018i,2.2249e-05+0.00010044i,9.4894e-05-0.0001039i,-0.00081301-0.00030239i,-0.00049798-0.00057395i,0.00065366-0.00044871i
-0.0011434+0.0012135i,-0.00055798+0.00029802i,0.00024928-0.0012064i,0.00024671-0.0015318i,-8.5292e-05-0.0010432i,0.00073564-0.00092067i,0.00093082-0.00051236i,0.00065278-0.00061214i,0.00093361-0.00053868i,0.0007071-0.00028496i,8.0472e-05-0.00053915i,-0.00047998-0.0003687i,-0.00049993+0.00020473i,-0.00023281+0.0010181i,-0.00063911+0.00091973i,-0.00076722-0.00048867i,-0.00080694-0.00088039i,-0.00032721-0.00060327i,0.00093762-8.4712e-05i,0.00055949+5.3701e-05i,-0.00052059+0.00020525i,-0.0012453+0.00053137i,-0.0013967-0.00017587i
-0.00068926+0.0020848i,-0.00035584+0.0027694i,0.0002953+0.0016821i,0.00062558+0.00079255i,0.00099576+0.00086568i,0.0012196-0.00043296i,0.00097898-0.001259i,-8.1529e-05-0.0010086i,-0.00029429-0.0005601i,0.00032135-9.8643e-05i,0.00027317+0.0001781i,9.4478e-05-5.0118e-05i,6.1746e-05-0.00094309i,-0.00037173-0.00081491i,-0.001131-0.00037859i,-0.0013431-0.00037747i,-0.00081024+0.00018383i,0.00057692+0.00020252i,0.0008606+3.2631e-05i,0.00078158+0.0002795i,0.00078975+0.00056247i,0.00021192+0.00042761i,-5.0443e-06-0.00051964i
0.0013793+0.00089044i,0.0010613+0.00064967i,0.00080306+0.00041255i,0.00098159-0.00023423i,0.0010899-0.0008559i,0.00094068-0.00098442i,0.0010708-0.0011218i,0.0005958-0.001638i,0.00087871-0.001299i,0.00071746-0.00071578i,0.00039832-0.0003967i,0.000523+0.00028877i,0.00079051+0.00038725i,0.00015896+9.8415e-06i,-0.00040434-0.00067286i,-0.00052106-0.00094283i,-0.00046211-0.0004066i,7.7946e-05-0.00068751i,0.00046659-0.00036217i,0.00021628+0.00032652i,0.00014819-0.00020455i,0.00068215-9.1153e-05i,0.00079856-9.3924e-06i
0.0013002-0.00061967i,0.002529-0.00069671i,0.0023477-0.00038902i,0.0015745-0.00097158i,0.0014697-0.00061675i,0.0015235-0.00014862i,0.00075799-0.001032i,-0.00011829-0.0010529i,5.4256e-05-0.00061328i,0.00041324-6.2587e-05i,0.00037899+0.00016674i,0.00036113+0.00019517i,0.00028704+0.0004419i,-0.00037708-0.00025636i,-0.00081121-0.0010022i,-0.00013985-0.00030372i,0.00045662-1.2307e-06i,0.00075768-0.0006729i,0.00026111-0.00024989i,-0.00016714-0.00025999i,0.0001553-0.00091397i,-6.3386e-05-0.00040912i,-0.00010566+0.00079913i
-0.00019561-0.0018387i,-0.0013673-0.0023889i,-0.0011808-0.0026075i,-0.000669-0.0017591i,-0.00052954-0.00019849i,-9.723e-05+0.00036137i,0.0006639+8.834e-05i,0.0016914-0.000851i,0.0012031-0.00065841i,1.9162e-05+0.00020856i,5.9672e-05-2.3665e-05i,0.00045131-0.00041825i,0.00027548-0.00057624i,1.5512e-05-0.00039991i,0.00043709-2.1265e-05i,2.8968e-05+2.2138e-05i,-0.00037294-0.00061168i,-0.00014309-0.00064554i,0.0003614-0.0003855i,0.001481-0.00011685i,0.0010309+0.0002302i,0.00066618+1.1554e-05i,0.00089787+0.00036175i
0.00050028-1.7123e-05i,0.00066328+0.00040947i,0.0019143+0.00032975i,0.0028685-0.00032616i,0.0020361-0.0007863i,0.0010503-0.00067384i,0.00075699-0.0006072i,0.00058788-0.00032134i,0.00055554+0.00066515i,0.00030188+0.0010601i,0.00055395+0.00065372i,0.00025715+0.00014041i,-0.00030965-0.00014609i,-0.00013095-7.2663e-05i,0.00033086-0.00031451i,0.00040625-0.00041765i,-0.00016265-0.000173i,-0.0004303-0.00043325i,-0.000202-0.00045922i,5.6458e-05-0.00034427i,0.00044992-0.00028199i,0.00066931+6.3067e-05i,-6.8142e-06-0.00017996i
0.00057906+0.0010846i,0.00058573+0.00021107i,-0.00011066-0.00042265i,-0.00091251-0.00077732i,-0.00072352-0.00079814i,-0.0008243-0.0010347i,-0.0002778-0.0011129i,0.00044469-0.00086892i,0.00029968-0.00018153i,0.00025836+0.00045764i,0.00032496+0.00063959i,-0.00049719+0.00031956i,-0.0006759-0.00038103i,5.3864e-05-8.5409e-05i,0.00031807+0.00065669i,0.00016359+0.00057068i,0.00012855+0.00064711i,-0.00041633+0.00041262i,-0.00076068-0.00042507i,-1.9202e-05-0.00013022i,0.00065507+0.00027592i,0.00080733-0.00025713i,0.00063346-7.9793e-05i
0.0029905-0.00011408i,0.0035626-0.00068925i,0.0019609-0.00041981i,0.0011048-0.00079944i,0.0012649-0.0010751i,0.00045836-0.0003123i,-0.00071515-0.00034625i,-0.00014904-0.00066346i,0.00040114-2.1023e-05i,-0.0002318+0.00048807i,-0.00051233+0.00063379i,-0.00031185+0.00057515i,0.00031854+0.00011604i,0.00032466-8.2164e-05i,-0.00039186-0.00018617i,-0.00061928-0.00028025i,-0.00065043-3.4187e-05i,-0.0004047-9.249e-06i,0.00034074+8.9439e-05i,0.00070401+0.00059127i,0.0004712+0.00094683i,-0.00015368+0.000504i,-0.00054802+0.0001696i
0.0005651+0.0017652i,-0.00028801+0.0003283i,0.00040367-0.00075578i,0.0010266-0.0012791i,0.0010149-0.0020799i,0.00081812-0.0020855i,0.00025997-0.0014687i,0.00044273-0.0012587i,0.00098236-0.00039101i,0.00093954+0.00048072i,0.00052859+0.00029023i,-0.00044083+7.6066e-05i,-0.00018059-4.5967e-05i,9.1008e-05-2.2782e-06i,-0.00039089+7.5248e-05i,0.00024556-7.8918e-06i,0.0008924-0.00011809i,0.00056126+0.0003775i,6.5669e-05+0.00079873i,-0.00028041+0.00077091i,-0.00038176+0.00051238i,-0.00034498+3.2427e-06i,-0.00010693-0.00054623i
-0.00078994-0.0003276i,-0.00044108-0.00029636i,-0.0012673+0.00080343i,-0.001326+0.00092227i,-0.00028611+0.00040469i,0.00056493-1.6079e-05i,0.0011815-6.4026e-05i,0.0013632+0.0002875i,0.0011221+0.00012792i,0.00045621-7.4557e-05i,0.00029008-8.4864e-05i,0.00075011+0.00028087i,0.0010168+0.00019659i,0.00062142-0.00034616i,0.00053575+4.6381e-06i,0.00095093+0.00029933i,0.0011418+0.00016827i,0.00086925+0.00069797i,0.0002798+0.001013i,2.1835e-05+0.00035274i,-0.00031041+2.1137e-05i,-0.00059705-2.6345e-05i,-0.00073362+0.00013977i
0.0012454-0.0013666i,0.0011827-0.0015058i,0.0015926-0.0017357i,0.0010277-0.0016238i,-0.00062441-0.00088907i,-0.0011481-0.00035907i,-0.00015191-0.00036698i,0.00059298-0.00064598i,0.00072205-0.00032218i,0.00072056+0.0001598i,0.00047173+0.00012211i,-4.774e-05-0.00053463i,-0.00019985-0.001353i,-9.3634e-05-0.00096928i,0.00042044-0.00015019i,8.3489e-05+2.7469e-05i,-0.00010878+0.00059738i,0.00069457+0.00050886i,0.0013029+0.00023161i,0.00053135+0.00083407i,-0.00017351+0.0010388i,0.00028281+0.00015751i,0.00040023-0.00087674i
-0.00076857-0.0018552i,1.6768e-05-0.0017589i,-0.0013445-0.0014739i,-0.0017889-0.00018325i,-0.00072036+0.00060469i,6.8589e-05-0.00013584i,-0.00011554-0.00075409i,-8.1479e-05-0.0011314i,0.00033607-0.0011625i,-0.00062542-0.0004251i,-0.0010078+0.00045184i,-0.00090724+0.00092053i,-0.00070049+0.00067002i,0.00047384-0.00035628i,0.0010204-0.00017547i,0.00070787+0.00027876i,0.0001974+5.6738e-05i,-0.00024663-0.00049262i,-0.00047279-0.00093472i,-0.00051384-0.00080081i,-0.00047871-0.0007064i,-0.00038566-0.0010327i,0.00023534-0.0010445i
0.0017098-0.00083859i,0.00039657-0.00072931i,-0.00062773-0.00075369i,-0.00031117-0.0012672i,7.4582e-05-0.000636i,0.00011073+0.00018303i,-8.9464e-05-0.0008149i,0.00014451-0.0016484i,0.00044813-0.00071632i,-0.00013532+0.00018924i,-0.00036487+0.00011457i,0.0001718+0.00028735i,0.00050177+0.00014871i,0.00018159-0.00025615i,0.00058149+0.00015352i,0.00078456+0.00043461i,0.00090565+0.00035361i,0.00086193-0.0003294i,9.2491e-05-0.0008775i,0.00014653+0.00029448i,0.00055421+0.00078848i,0.0010472-0.00053219i,0.00050206-0.0011006i
0.0017306-0.0010544i,0.0018208-0.00087595i,0.0016005-0.00098399i,7.0178e-05-0.0015924i,-0.000774-0.002401i,-0.00062824-0.0021559i,-0.00045594-0.00098468i,-0.00037619-0.00037952i,-5.5441e-05+3.7745e-05i,0.00076569-0.00027097i,0.00039024-0.00073271i,0.00026346+0.0001803i,0.00026366+0.00037879i,3.3844e-05+0.00049033i,-1.3491e-05+0.00084853i,-0.00037225+0.0002328i,-0.00086659+9.1482e-05i,-0.00039999+0.00024217i,-0.00021221-0.00011205i,-0.00062324+6.7555e-05i,-0.0016995+0.00083561i,-0.001442+0.00060252i,-0.000451-0.00033802i
