-0.0013873-4.5492e-05i,-0.0017262+0.00045286i,8.5397e-05+0.00051245i,-0.00030778+0.00043905i,-0.0010855+0.00062873i,-0.0015757+0.0016915i,-0.0017105+0.0022884i,-0.00061326+0.0017973i,0.00033632+0.0010068i,0.00067256-9.3945e-05i,0.00092213-0.00061526i,0.00061704-0.00058122i,0.00040455-0.00091217i,0.00055462-0.0012916i,0.00057345-0.00062612i,0.00043386-0.00029147i,0.00039479+0.00012678i,3.3389e-05-0.00035829i,-0.00064659-0.00079455i,3.8375e-05-0.00021176i,0.00047284-0.00061139i,-8.8299e-06-0.00073056i,-6.9186e-05+5.6886e-05i
-0.0088042-0.016107i,-0.03159-0.049852i,-0.072218-0.066122i,-0.090926-0.051476i,-0.087552-0.0485i,-0.12711-0.064083i,-0.16859-0.021295i,-0.12262+0.085658i,-0.050072+0.15392i,-0.022437+0.16191i,-0.0075077+0.14808i,0.0029864+0.11834i,0.0052092+0.089538i,0.022209+0.06612i,0.041625+0.027272i,0.028199-0.013872i,-0.013349-0.028998i,-0.048854-0.02541i,-0.051638-0.019473i,-0.017705-0.013072i,0.019452-0.01233i,0.024201-0.015771i,0.01418-0.018985i
0.0037511+0.018365i,0.044352+0.037524i,0.10159+0.031465i,0.14245-0.033379i,0.15077-0.16118i,0.13148-0.31461i,0.050704-0.36912i,-0.071959-0.2708i,-0.12503-0.13229i,-0.096167-0.058552i,-0.063722-0.025081i,-0.056887+0.0069286i,-0.058833+0.04152i,-0.05602+0.076002i,-0.039701+0.092404i,-0.0089248+0.071672i,-0.0029966+0.016683i,-0.048619-0.038192i,-0.10663-0.049588i,-0.11541-0.010795i,-0.063011+0.030378i,-0.0042893+0.032608i,0.021853+0.020243i
-0.022237-0.0069392i,-0.069356-0.0015041i,-0.12298+0.03118i,-0.13408+0.098001i,-0.067578+0.20251i,0.074811+0.30942i,0.18768+0.27941i,0.15895+0.10865i,0.048512-0.040331i,-0.02656-0.096386i,-0.056933-0.094i,-0.063813-0.075178i,-0.049238-0.067907i,-0.022346-0.07395i,0.0049342-0.077379i,0.02112-0.069939i,0.039515-0.055258i,0.070223-0.046279i,0.083224-0.039828i,0.051552-0.025109i,-0.0015469-0.0083056i,-0.036797+0.0073734i,-0.050968+0.024217i
0.012449-0.0097555i,0.039399-0.034106i,0.046131-0.06462i,0.0037188-0.050088i,-0.077408+0.031842i,-0.18198+0.11826i,-0.21857+0.16639i,-0.099549+0.13931i,0.050126+0.044653i,0.086804-0.038813i,0.045785-0.074634i,0.011862-0.089979i,-0.0037539-0.096465i,-0.0086945-0.082413i,-0.0049983-0.055462i,-0.011376-0.028613i,-0.016506+0.005015i,0.010487+0.035879i,0.052965+0.036514i,0.070621+0.0076477i,0.054592-0.024354i,0.02477-0.03751i,2.6638e-05-0.032698i
-0.014115+0.018689i,-0.025329+0.060444i,-0.017233+0.11545i,0.010115+0.10052i,0.00355-0.048969i,-0.04539-0.24859i,-0.097431-0.33049i,-0.099373-0.24469i,-0.026361-0.12631i,0.057837-0.07267i,0.097817-0.056968i,0.08965-0.04786i,0.046646-0.025236i,-0.0034683+0.015515i,-0.030569+0.055236i,-0.022374+0.077312i,-0.018827+0.07255i,-0.055215+0.055829i,-0.098968+0.04237i,-0.092298+0.03183i,-0.032531+0.022535i,0.021843+0.006124i,0.039697-0.01659i
0.00086735-0.026089i,-0.010813-0.063928i,-0.034707-0.1007i,-0.021938-0.076125i,0.095557+0.018444i,0.25819+0.086979i,0.31202+0.07949i,0.19357+0.082779i,0.045612+0.15117i,0.0089022+0.19702i,0.030687+0.1591i,0.046753+0.099293i,0.06576+0.05176i,0.076276+0.01935i,0.076631+0.01227i,0.077928+0.0012859i,0.064854-0.036023i,0.024049-0.078634i,-0.028748-0.083723i,-0.05915-0.034422i,-0.049393+0.019914i,-0.015514+0.034945i,0.011966+0.023765i
0.0077241+0.016308i,0.037433+0.038417i,0.074836+0.056283i,0.070842+0.070637i,0.011174+0.1256i,-0.025924+0.21581i,-0.0084391+0.21584i,0.0199+0.081166i,0.0034936-0.028404i,-0.039011-0.017184i,-0.04214+0.030511i,-0.0023022+0.045761i,0.04434+0.034169i,0.067657+0.0023273i,0.046116-0.044973i,0.0015835-0.083738i,-0.013341-0.102i,0.01533-0.11114i,0.05023-0.11152i,0.044455-0.085677i,0.0038719-0.034958i,-0.024713+0.016643i,-0.028459+0.05125i
-0.02009-0.0062945i,-0.062153-0.0077625i,-0.1216+0.0041846i,-0.16734+0.0029268i,-0.21893-0.062605i,-0.30837-0.14349i,-0.31552-0.13129i,-0.16812-0.082551i,-0.015261-0.14036i,0.0046658-0.21459i,-0.02793-0.17007i,-0.039529-0.073951i,-0.057355-0.0020098i,-0.077138+0.032602i,-0.081434+0.042184i,-0.069751+0.072435i,-0.043711+0.13434i,-0.012367+0.19756i,0.017678+0.2074i,0.036461+0.13115i,0.030328+0.034355i,0.0074478-0.0035417i,-0.0049455+0.0013314i
0.016191-0.0053679i,0.048226-0.0201i,0.085347-0.036057i,0.11283-0.024266i,0.15378-0.00066936i,0.20036-0.030883i,0.16-0.045531i,0.074031+0.071303i,0.0878+0.20554i,0.15578+0.17236i,0.13474+0.053094i,0.055674+0.0052566i,0.013123+0.013312i,0.0086479+0.026163i,0.023378+0.03715i,0.042868+0.034748i,0.036267+0.014975i,-0.010221-0.012156i,-0.063317-0.020518i,-0.074231-0.0045792i,-0.043635+0.0020077i,-0.019019-0.0079713i,-0.011002-0.015984i
-0.015757+0.026926i,-0.027847+0.058292i,-0.026679+0.098967i,0.012495+0.11793i,0.098061+0.1278i,0.19975+0.16199i,0.24831+0.13571i,0.17375+0.045602i,0.048536+0.058273i,0.012734+0.14547i,0.036067+0.14592i,0.019194+0.079575i,-0.0068713+0.05256i,0.022888+0.049263i,0.077925+0.0064601i,0.10151-0.077266i,0.083708-0.17058i,0.040785-0.24932i,-0.0081858-0.26655i,-0.035548-0.18581i,-0.028322-0.074756i,-0.016794-0.021594i,-0.022299-0.00084803i
0.004584-0.016121i,-0.0040777-0.056829i,-0.025607-0.10972i,-0.079449-0.14083i,-0.18884-0.1267i,-0.34211-0.064677i,-0.42797+0.050262i,-0.38379+0.1285i,-0.32109+0.088391i,-0.28169+0.032596i,-0.1984+0.01699i,-0.11069-0.023679i,-0.09252-0.068494i,-0.11085-0.070482i,-0.11935-0.039052i,-0.11487+0.017578i,-0.099979+0.085869i,-0.07615+0.14294i,-0.042081+0.16118i,-0.0052966+0.11947i,0.0080479+0.053769i,-0.0062083+0.023689i,-0.02448+0.032699i
8.2182e-05+0.016814i,0.021374+0.039347i,0.042755+0.056472i,0.047517+0.041503i,0.049846-0.015311i,0.059764-0.12653i,0.028814-0.25797i,-0.044093-0.30389i,-0.087137-0.26206i,-0.076458-0.19816i,-0.035543-0.12481i,0.021737-0.068773i,0.055492-0.057494i,0.05225-0.055513i,0.039828-0.033186i,0.029267+0.0059784i,0.027844+0.049545i,0.04033+0.083125i,0.062236+0.092682i,0.074252+0.058178i,0.052255-0.0067051i,0.016581-0.048233i,-0.0049647-0.066406i
-0.024913-0.0083883i,-0.052118-0.016222i,-0.054775-0.016106i,0.030381+0.0018698i,0.2107+0.045884i,0.39228+0.090785i,0.47399+0.086873i,0.43591-0.0046168i,0.36345-0.13068i,0.29022-0.18899i,0.19411-0.14748i,0.11898-0.072303i,0.089554-0.026951i,0.091999+0.0092111i,0.11599+0.028701i,0.12332-0.010869i,0.086885-0.094181i,0.020147-0.18806i,-0.047548-0.22907i,-0.067297-0.15384i,-0.010638-0.04097i,0.058904-0.0028715i,0.077125-0.013447i
0.032479-0.0037859i,0.073649-0.015483i,0.12925-0.028146i,0.14072-0.01666i,0.041787+0.043843i,-0.13929+0.13691i,-0.26681+0.20132i,-0.22943+0.20922i,-0.071809+0.20121i,0.068912+0.17718i,0.10821+0.097827i,0.069516+0.028337i,0.040839+0.017749i,0.030627+0.015934i,0.0043225+0.0074965i,-0.026953+0.0048605i,-0.06601+0.0023646i,-0.11915+0.0092016i,-0.15142+0.028846i,-0.12182+0.050285i,-0.050457+0.063287i,-0.0019833+0.071841i,0.018819+0.091006i
-0.01528+0.0068428i,-0.026544+0.039919i,-0.025121+0.075924i,-0.029131+0.086016i,-0.10061+0.077162i,-0.22121+0.076047i,-0.21342+0.095202i,-0.057777+0.13007i,0.020373+0.17823i,-0.038538+0.22747i,-0.076343+0.2304i,-0.049064+0.17579i,-0.022902+0.11442i,-0.016321+0.07186i,-0.019604+0.040149i,-0.029159+0.021444i,-0.027359+0.018157i,0.010616+0.033573i,0.080342+0.057703i,0.11082+0.046393i,0.055919+0.009779i,-0.017323+0.014246i,-0.031471+0.046332i
0.01366-0.01289i,0.006117-0.034406i,-0.018415-0.028194i,-0.034263+0.020192i,0.011388+0.004434i,0.070874-0.16214i,-0.026081-0.30691i,-0.25026-0.23843i,-0.34839-0.085663i,-0.26811-0.056819i,-0.16717-0.099633i,-0.095705-0.093803i,-0.021815-0.049521i,0.058303-0.015459i,0.12737-0.028632i,0.15637-0.10612i,0.15375-0.21771i,0.14288-0.32188i,0.10789-0.3454i,0.043425-0.23566i,0.0038044-0.081393i,-0.0044331+0.00098053i,-0.031645+0.029664i
0.0034177+0.027903i,0.010244+0.050913i,-0.0031208+0.058538i,-0.06248+0.041033i,-0.079888+0.048539i,0.084403+0.06508i,0.31936-0.048517i,0.31805-0.26082i,0.11048-0.32707i,0.02664-0.22213i,0.10095-0.14888i,0.11114-0.13263i,0.025924-0.069687i,-0.035645+0.038707i,-0.019082+0.13488i,0.057093+0.17707i,0.10438+0.16986i,0.056097+0.1567i,-0.043704+0.14932i,-0.090164+0.12787i,-0.058618+0.086486i,-0.035393+0.043638i,-0.059331+0.03112i
-0.014408-0.0089805i,-0.047654-0.030934i,-0.087254-0.059628i,-0.12506-0.080439i,-0.19909-0.015847i,-0.29391+0.21943i,-0.235+0.47021i,-0.0046731+0.41324i,0.13001+0.135i,0.087904+0.015628i,0.043452+0.073477i,0.05257+0.086031i,0.025435+0.0070075i,-0.063527-0.063584i,-0.14944-0.04027i,-0.1635+0.079279i,-0.10659+0.20943i,-0.028456+0.28766i,0.041779+0.28053i,0.074186+0.15655i,0.033674+0.0068184i,-0.02503-0.055297i,-0.033138-0.061608i
0.025119-0.0048185i,0.063684-0.047595i,0.09796-0.16608i,0.05807-0.36354i,-0.084696-0.54722i,-0.27984-0.56944i,-0.36504-0.40349i,-0.20814-0.18188i,0.0083051-0.062644i,0.057909-0.023426i,0.031059+0.030616i,0.053996+0.06838i,0.11645+0.054052i,0.17748+0.0034085i,0.17364-0.060822i,0.091149-0.097101i,0.03772-0.10033i,0.084421-0.12669i,0.14867-0.17889i,0.13033-0.1729i,0.067928-0.094799i,0.050838-0.03414i,0.063944-0.035524i
-0.019207+0.012989i,-0.013546+0.037211i,0.062246+0.040174i,0.21438-0.077574i,0.30372-0.32417i,0.20221-0.51113i,0.0060883-0.39965i,-0.11297-0.048711i,-0.13247+0.20067i,-0.13746+0.20226i,-0.14744+0.12006i,-0.12947+0.087764i,-0.082933+0.094578i,-0.035736+0.10815i,-0.015157+0.084693i,-0.046536+0.018023i,-0.1158-0.013293i,-0.17556+0.027833i,-0.17746+0.09101i,-0.09845+0.11112i,-0.0023111+0.068629i,0.030383+0.02168i,0.030467+0.017366i
0.011238-0.0166i,0.0099631-0.053245i,0.0067716-0.074501i,0.051009-0.025654i,0.2198+0.051578i,0.43444+0.0030304i,0.39651-0.23499i,0.03703-0.44714i,-0.29072-0.40029i,-0.33813-0.21837i,-0.24892-0.12224i,-0.18492-0.076545i,-0.14229-0.035803i,-0.12647-0.041115i,-0.11724-0.056681i,-0.08347-0.056118i,-0.081873-0.014813i,-0.12384+0.11634i,-0.11771+0.25517i,-0.033535+0.25239i,0.026121+0.12824i,0.009423+0.043839i,-0.0047596+0.043514i
-0.0068438+0.024978i,0.033437+0.062706i,0.1245+0.078007i,0.24643+0.029268i,0.34247+0.0036316i,0.43535+0.12553i,0.59207+0.2823i,0.6837+0.2252i,0.51856-0.015164i,0.21326-0.16993i,0.028855-0.15616i,-0.013458-0.094446i,0.0029022-0.048418i,0.041775-0.030455i,0.053789-0.031802i,0.039956-0.023889i,0.029545-0.03436i,0.014481-0.083559i,-0.024302-0.12011i,-0.081872-0.085781i,-0.10446-0.0075499i,-0.065355+0.017989i,-0.029482-0.01873i
-0.00059977-0.011245i,-0.056398-0.051062i,-0.15152-0.08848i,-0.25794-0.078137i,-0.35167+0.0083547i,-0.49337+0.19211i,-0.58489+0.42779i,-0.41387+0.49647i,-0.10685+0.28522i,0.07183+0.013504i,0.10196-0.10702i,0.060119-0.097504i,-0.0075541-0.01137i,-0.028543+0.086787i,0.01496+0.10823i,0.068542+0.04714i,0.10526-0.03767i,0.11716-0.10676i,0.072182-0.13855i,-0.0025911-0.11289i,-0.020473-0.052496i,0.01147-0.037645i,0.015403-0.074047i
0.042527+0.00082135i,0.12728-0.03062i,0.26852-0.16382i,0.35618-0.41278i,0.27605-0.64227i,0.040553-0.70929i,-0.21127-0.62231i,-0.31135-0.39966i,-0.21981-0.11326i,-0.10117+0.066777i,-0.06819+0.1278i,-0.064871+0.1338i,-0.075044+0.10535i,-0.11832+0.088612i,-0.16094+0.10343i,-0.12764+0.13323i,-0.014449+0.13988i,0.087849+0.11828i,0.13049+0.097884i,0.10672+0.048142i,0.01601-0.016035i,-0.066537-0.029567i,-0.065468-0.027426i
-0.044322+0.0034587i,-0.090499+0.074734i,-0.085323+0.24514i,0.092467+0.40734i,0.40791+0.35647i,0.63656+0.072388i,0.58109-0.16105i,0.33151-0.10184i,0.15397+0.072392i,0.069978+0.061114i,-0.037458-0.060723i,-0.11154-0.078561i,-0.092727-0.05115i,-0.09732-0.10106i,-0.16928-0.17205i,-0.23606-0.15081i,-0.20663-0.035335i,-0.038463+0.054154i,0.15244+0.021807i,0.19749-0.088248i,0.10078-0.14029i,0.022771-0.095148i,0.018991-0.045994i
-0.94914+9.1859i,0.21443+9.3833i,4.1859+9.3861i,6.2897+5.4929i,5.4079+1.182i,2.985-1.1599i,0.86902-1.109i,0.033011-0.11491i,0.45962+0.63383i,1.48+0.38059i,1.786-0.79665i,1.182-1.8415i,0.35446-2.2053i,-0.32803-1.9305i,-0.65616-1.3986i,-0.74994-0.97862i,-0.77838-0.62311i,-0.61674-0.15691i,-0.17659+0.23021i,0.3365+0.25113i,0.67144-0.039919i,0.68865-0.36203i,0.44952-0.50243i
-0.045466+0.0040105i,-0.025994+0.048868i,0.056517+0.06361i,0.18474-0.029957i,0.27944-0.14262i,0.32322-0.13268i,0.28767-0.050067i,0.13794-0.0049861i,-0.023528-0.0057521i,-0.10638-0.0011069i,-0.11415+0.042895i,-0.053133+0.11209i,0.06207+0.16724i,0.16182+0.20386i,0.20614+0.18163i,0.19943+0.058143i,0.14021-0.055205i,0.048565-0.047688i,-0.055298+0.047836i,-0.13057+0.13148i,-0.11553+0.11868i,-0.062123+0.039286i,-0.039731-0.0088387i
0.003432-0.014241i,-0.019521-0.051434i,-0.056109-0.099653i,-0.084636-0.15383i,-0.10675-0.23917i,-0.12209-0.27115i,-0.070307-0.18104i,0.082894-0.12718i,0.16837-0.19246i,0.051246-0.21459i,-0.096701-0.10839i,-0.13161+0.020404i,-0.11257+0.1107i,-0.11254+0.19458i,-0.098013+0.2668i,-0.013123+0.26987i,0.049722+0.17222i,-0.011066+0.033777i,-0.11532-0.06022i,-0.13715-0.069358i,-0.071385-0.019887i,-0.0058231+0.021036i,0.0017424+0.036458i
0.032664+0.011351i,0.066407+0.034393i,0.075051+0.052017i,-0.034172+0.08128i,-0.26102+0.13564i,-0.45787+0.20325i,-0.45754+0.25444i,-0.27214+0.25388i,-0.078731+0.20246i,0.028451+0.13319i,0.061047+0.039787i,0.032894-0.062708i,-0.038327-0.11088i,-0.096056-0.10465i,-0.098118-0.065876i,-0.058719+0.0082581i,-0.0064723+0.044666i,0.011117-0.042782i,-0.028657-0.18388i,-0.065933-0.21451i,-0.033295-0.11929i,0.039205-0.034352i,0.078994-0.010577i
-0.041353-0.0010467i,-0.092515+0.029049i,-0.14136+0.12368i,-0.097095+0.24441i,0.013601+0.26219i,0.066307+0.10308i,0.031646-0.072706i,0.03607-0.060664i,0.15404+0.065572i,0.25743+0.11573i,0.23841+0.066763i,0.15286+0.0015291i,0.08125-0.050695i,0.050548-0.10016i,0.027635-0.11842i,-0.0051437-0.085854i,-0.0022849-0.062633i,0.030515-0.083426i,0.041698-0.087263i,0.028778-0.047243i,0.013372-0.0037904i,0.0085789+0.0065931i,0.0014373-0.014686i
0.033709-0.012299i,0.1073-0.053782i,0.21699-0.13167i,0.30631-0.19763i,0.32371-0.20098i,0.25779-0.1898i,0.11282-0.16066i,-0.019613-0.057266i,-0.027936+0.014895i,0.0274-0.019053i,0.067561-0.050708i,0.091716-0.025896i,0.09298-0.011871i,0.075652-0.024568i,0.062258-0.040746i,0.049066-0.056624i,0.027914-0.024326i,0.028841+0.084038i,0.066595+0.16921i,0.090959+0.14422i,0.05461+0.067111i,0.0071122+0.030394i,0.0087557+0.034984i
-0.024516+0.021685i,-0.053662+0.090543i,-0.048703+0.19236i,0.046085+0.21169i,0.15587+0.075314i,0.18014-0.070466i,0.13245-0.10665i,0.0052515-0.12115i,-0.20741-0.13849i,-0.3304-0.079569i,-0.24457+0.01606i,-0.11133+0.060251i,-0.059826+0.07353i,-0.05941+0.090388i,-0.052596+0.094046i,-0.015244+0.075808i,0.043151+0.068919i,0.09035+0.089925i,0.084709+0.10453i,0.035167+0.074245i,-0.021825+0.011826i,-0.064361-0.027161i,-0.064947-0.024367i
0.008551-0.03115i,0.020408-0.11125i,0.020241-0.24912i,-0.012281-0.34931i,-0.03076-0.29419i,0.037392-0.081676i,0.13425+0.11386i,0.12727+0.18439i,0.051009+0.21053i,0.026579+0.20333i,0.023356+0.1355i,-0.017251+0.057946i,-0.051782+0.017766i,-0.043794+0.012365i,-0.014008+0.016626i,0.0075255+0.011832i,0.011551-0.020325i,0.020326-0.077679i,0.04174-0.11519i,0.036319-0.096625i,0.006691-0.040649i,-0.011478+0.011273i,-0.021867+0.035239i
0.011116+0.030066i,0.028298+0.099388i,0.04714+0.20014i,0.031463+0.26383i,-0.038177+0.25096i,-0.097438+0.22287i,-0.059554+0.20228i,0.059832+0.1239i,0.14884-0.0015255i,0.12338-0.065104i,0.019656-0.042598i,-0.045698+0.0062507i,-0.017122+0.037527i,0.050018+0.024687i,0.062104-0.01151i,0.004354-0.015589i,-0.058809+0.020574i,-0.093987+0.0474i,-0.098609+0.039519i,-0.064196+0.032001i,-0.0094279+0.025559i,0.024901-0.0021972i,0.019588-0.035697i
-0.016533-0.028239i,-0.068586-0.064489i,-0.13702-0.088363i,-0.13868-0.040635i,-0.056133+0.052386i,-0.014015+0.10908i,-0.032085+0.12562i,0.020548+0.12939i,0.13108+0.11788i,0.15925+0.094799i,0.097119+0.067043i,0.05645+0.036584i,0.066362-0.0007347i,0.070774-0.020338i,0.049599-0.0027025i,0.030239+0.030599i,0.035819+0.074104i,0.050782+0.13159i,0.050352+0.16459i,0.039672+0.11708i,0.013686+0.024173i,-0.022187-0.014997i,-0.030229+0.0035314i
0.034638+0.00027735i,0.099916+0.0090239i,0.19036-0.0055024i,0.20631-0.071738i,0.092298-0.17218i,-0.069016-0.24946i,-0.20402-0.24884i,-0.26459-0.14722i,-0.20424-0.015391i,-0.098735+0.034807i,-0.034654+0.0063919i,-0.01208-0.022721i,-0.030885-0.010416i,-0.073796+0.042405i,-0.075134+0.087376i,-0.022968+0.074099i,0.011564+0.0093592i,0.0045482-0.050936i,-0.014075-0.072855i,-0.036334-0.064547i,-0.042329-0.034967i,-0.020556-0.013282i,0.01435-0.010528i
-0.03656+0.016879i,-0.11533+0.054875i,-0.21229+0.14983i,-0.21465+0.24356i,-0.11025+0.20032i,-0.063415+0.032892i,-0.10816-0.03709i,-0.14149+0.056467i,-0.16811+0.14197i,-0.17069+0.12789i,-0.10769+0.063678i,-0.056001+0.010167i,-0.049362+0.0076541i,-0.045929+0.026617i,-0.038265+0.026476i,-0.035931+0.012989i,-0.055128-0.00017381i,-0.092901-0.011351i,-0.10831-0.018036i,-0.063897-0.0098261i,0.011472-0.0070405i,0.037192-0.025776i,0.00023694-0.033999i
0.039588-0.022389i,0.11275-0.091775i,0.21689-0.22762i,0.24705-0.33907i,0.20639-0.2796i,0.22141-0.12432i,0.24826-0.08513i,0.14559-0.12574i,-0.0056583-0.09396i,-0.054521-0.037633i,-0.034633-0.020273i,-0.0046877-0.013515i,0.015851-0.028432i,-0.0021749-0.061119i,-0.048332-0.057027i,-0.076542-0.00085546i,-0.050305+0.053495i,0.012345+0.067538i,0.062046+0.046462i,0.070345+0.0018311i,0.040287-0.029203i,0.0088372-0.023105i,-0.0034668+0.00046678i
-0.028652+0.027743i,-0.090003+0.11279i,-0.17665+0.25557i,-0.1862+0.34428i,-0.059203+0.24445i,0.10812+0.034835i,0.15439-0.1111i,0.057479-0.19113i,-0.055603-0.26181i,-0.10185-0.24693i,-0.083338-0.13481i,-0.036909-0.051567i,-0.016749-0.03891i,-0.021179-0.042451i,-0.010292-0.035924i,0.010984-0.03186i,0.02187-0.039549i,0.032239-0.052828i,0.039378-0.058174i,0.02384-0.037288i,0.006813+0.0072043i,0.011782+0.029712i,0.022671+0.011338i
-0.006258-0.034979i,0.0043831-0.1173i,-0.0061878-0.23262i,-0.071776-0.25084i,-0.16946-0.079889i,-0.2054+0.14573i,-0.13574+0.251i,-0.02436+0.21915i,0.065726+0.14061i,0.11246+0.073076i,0.097967+0.029406i,0.053708+0.025548i,0.037857+0.029784i,0.037592+0.0084756i,0.015304-0.021139i,-0.027154-0.037968i,-0.074616-0.032297i,-0.11007-0.0051762i,-0.10384+0.025195i,-0.047575+0.03502i,0.0052563+0.010466i,0.011708-0.026389i,-0.0094643-0.045417i
0.014736+0.024372i,0.047009+0.10484i,0.12239+0.22628i,0.22043+0.28347i,0.25968+0.23235i,0.20535+0.19225i,0.15611+0.16725i,0.19817+0.060538i,0.24587-0.052141i,0.20411-0.069917i,0.11609-0.036747i,0.0689-0.012434i,0.067231-0.010064i,0.061474-0.01577i,0.037143-0.01101i,0.015472+0.0054102i,0.02387+0.026219i,0.056738+0.036838i,0.0786+0.017795i,0.061255-0.017585i,0.01718-0.032157i,-0.01431-0.015298i,-0.025865+0.008468i
-0.029016-0.0351i,-0.1071-0.10723i,-0.26448-0.22012i,-0.40827-0.27791i,-0.40321-0.26792i,-0.30127-0.27591i,-0.25212-0.23976i,-0.20935-0.086578i,-0.097899+0.049491i,-0.010116+0.081492i,4.7956e-05+0.058273i,-0.032654+0.025451i,-0.056217+0.013362i,-0.042066+0.019079i,-0.017566+0.02179i,-0.00084183+0.01023i,0.0041617-0.029038i,-0.003865-0.070097i,-0.015913-0.063231i,-0.023697-0.0098542i,-0.005897+0.03775i,0.028719+0.036513i,0.048454+0.0046756i
0.029528+0.011658i,0.12757+0.056057i,0.29453+0.11327i,0.37672+0.11369i,0.21027+0.067647i,-0.054543+0.054583i,-0.1526+0.063912i,-0.12637+0.088818i,-0.12799+0.16394i,-0.1263+0.20967i,-0.073916+0.16142i,-0.0079878+0.10719i,0.043499+0.099225i,0.060167+0.092689i,0.048206+0.063939i,0.031506+0.025897i,0.0084996+0.013849i,-0.0099458+0.040551i,0.0065944+0.065567i,0.047128+0.053756i,0.066613+0.023925i,0.056158+0.0011683i,0.037709-0.019206i
-0.035011-0.003137i,-0.14733-0.021617i,-0.34112-0.038924i,-0.43059-0.012554i,-0.19876+0.014338i,0.17077-0.053895i,0.29299-0.16584i,0.17532-0.15958i,0.070958-0.052162i,0.03532-0.0023821i,-0.00067471-0.017265i,-0.029969-0.036952i,-0.042948-0.05152i,-0.049634-0.051937i,-0.057966-0.040943i,-0.063812-0.025498i,-0.044912-0.012417i,-0.013695-0.013767i,-0.0058094-0.022003i,-0.024254-0.022129i,-0.044633-0.0091649i,-0.044082+0.01378i,-0.02195+0.032007i
0.025818-0.011149i,0.12702-0.037348i,0.29433-0.10544i,0.36846-0.22194i,0.20948-0.31202i,-0.015524-0.30304i,-0.093572-0.21183i,-0.10516-0.14144i,-0.1638-0.13114i,-0.18092-0.10036i,-0.10357-0.039723i,-0.032186+0.0037903i,-0.026884+0.026028i,-0.054348+0.028453i,-0.074174+0.025535i,-0.059552+0.038542i,-0.032773+0.038208i,-0.031363+0.013998i,-0.043618+0.00075277i,-0.045699+0.013353i,-0.035063+0.03536i,-0.016605+0.041061i,0.0034198+0.031704i
-0.021952+0.023433i,-0.10537+0.080467i,-0.24701+0.19858i,-0.32028+0.34799i,-0.20008+0.46608i,0.036926+0.50752i,0.2134+0.40498i,0.22735+0.19121i,0.11809+0.015134i,0.015946-0.04967i,-0.019299-0.051211i,-0.020506-0.046397i,-0.012121-0.0429i,-0.0045091-0.035695i,0.0024564-0.037803i,0.0045136-0.053022i,-0.00054732-0.057117i,0.00444-0.040122i,0.018645-0.020241i,0.024754-0.014759i,0.012207-0.017181i,-0.010801-0.01421i,-0.025572-0.0057747i
0.011603-0.030315i,0.074393-0.12511i,0.1822-0.31595i,0.25885-0.4984i,0.24912-0.51044i,0.19167-0.36527i,0.11735-0.20488i,0.061651-0.11591i,0.072312-0.081158i,0.090815-0.048813i,0.069326-0.0017104i,0.044693+0.017625i,0.031349-0.011198i,0.02526-0.062513i,0.0056737-0.10471i,-0.038673-0.10498i,-0.06179-0.076924i,-0.049316-0.062299i,-0.034731-0.061343i,-0.03444-0.05247i,-0.038467-0.031827i,-0.027737-0.014241i,-0.012871-0.0051177i
-0.013125+0.030335i,-0.040695+0.13241i,-0.095201+0.31339i,-0.16826+0.42768i,-0.29426+0.35517i,-0.43564+0.24633i,-0.39862+0.23537i,-0.18205+0.19311i,-0.034168+0.070589i,-0.014395-0.0029669i,-0.017795-0.0090378i,-0.004605+0.0022385i,0.012998+0.011191i,0.012372+0.0052166i,0.001688-0.0025515i,0.0046095-0.0032237i,0.014485-0.0047887i,0.017982-0.0053875i,0.016858+3.2983e-05i,0.017332+0.0032126i,0.015369-0.0043524i,0.0081523-0.012527i,0.006941-0.013642i
-0.0043391-0.02983i,-0.0065859-0.14069i,-0.013078-0.33413i,-0.0040349-0.42917i,0.08374-0.26557i,0.19338-0.045797i,0.16783+0.0097306i,0.070611+0.039603i,0.072728+0.12248i,0.10189+0.13247i,0.056303+0.07373i,0.013145+0.031271i,0.022764+0.0096722i,0.063451+0.00088875i,0.1071-0.016716i,0.11381-0.065256i,0.084133-0.10284i,0.062659-0.10254i,0.056068-0.088089i,0.035476-0.074136i,0.0023136-0.058003i,-0.017276-0.041145i,-0.02593-0.03183i
0.0015946+0.023156i,0.0471+0.12122i,0.14034+0.26976i,0.22281+0.26338i,0.1422-0.041006i,-0.067492-0.36451i,-0.18076-0.37063i,-0.13663-0.19679i,-0.080757-0.093538i,-0.078248-0.054009i,-0.064621-0.01811i,-0.027079+0.017504i,0.0098212+0.03588i,0.030712+0.016937i,0.024195-0.01822i,0.0053475-0.029055i,0.0024921-0.018175i,0.016529-0.011851i,0.026445-0.015003i,0.026642-0.015961i,0.024205-0.010182i,0.020419+0.0013141i,0.02023+0.01725i
