-0.0011575+0.00049643i,-0.0020011-0.00088208i,-0.0015025-0.002224i,-0.0015779-0.0019604i,-0.0026399-0.0008338i,-0.002742+0.0010201i,-0.0017095+0.0020661i,-0.00022616+0.001304i,0.0010517+1.0956e-05i,0.0014555-0.00095448i,0.00063092-0.00075946i,5.4082e-05-0.00031037i,0.0004924-0.00090528i,0.00092191-0.0011638i,0.00061858-0.0009593i,0.00073077-0.00044352i,0.00039069-0.00023865i,-6.3176e-05-0.00067207i,-0.00026531-0.00067413i,-2.7659e-05-0.00041505i,0.00050452-5.0262e-06i,0.00018652+0.00010623i,-0.0002511-0.00014308i
0.001194+0.00060378i,0.0019272+0.00077505i,0.0019254+0.00029254i,0.0017683-0.00066836i,0.00084912-0.000609i,-0.0003257-0.00025667i,-0.00013011+0.00011024i,0.00046855-0.00028419i,0.00049098-0.00065514i,0.0007285-0.00027007i,0.0010849+7.0243e-05i,0.00066608-0.00054069i,0.0007934-0.00112i,0.00036188-0.00073657i,-0.00024209+0.00059666i,-0.00065168+0.0014813i,-0.0013282+0.00015442i,-0.0011163-0.00080125i,-8.0231e-05-0.0003018i,0.00031968-0.00027222i,0.0001888-0.00029598i,0.00019381+2.9347e-05i,-0.00020972+0.00050407i
-0.0010432+0.0006557i,-0.0012722+0.00069481i,-0.00071529+0.00099078i,-4.501e-05+0.00013338i,0.0001504-0.00045393i,0.00071158-0.00059634i,0.00068954-0.00087768i,0.00034269-0.00052774i,0.00018836-0.00011786i,8.4364e-05-0.00039089i,0.00040739-0.00053408i,0.00046252-0.00059526i,0.00080083-0.00073696i,0.00047735-0.00030632i,-0.0005211+0.0002491i,-0.00061657+0.00098128i,-0.00050736+0.00078099i,-0.00056943+0.00045848i,-0.00028857+0.00011237i,0.00054163+4.9461e-05i,0.00053365+0.00084925i,-0.00014085+0.00058546i,-0.00077826+0.00026005i
0.00080036-0.0011485i,0.0018183-0.0013145i,0.0015392-0.0014829i,0.00030368-0.00085617i,-0.00089854-0.00046878i,-0.00073512+0.00090412i,0.0001086+0.0020529i,-5.2948e-05+0.00071443i,-5.4943e-05-0.00062873i,0.00026887-0.00018299i,0.00016012+0.0007395i,0.00047212+0.00030725i,0.00076149-0.00075368i,5.6123e-05-0.00041533i,0.0003379+0.00016875i,0.00043829+0.00030763i,-0.00073902+0.00047208i,-0.0009206+0.00065775i,-0.00049958+0.00018968i,2.5149e-05-0.00053584i,-0.00039799-0.00063031i,-0.00068477+0.00035885i,-0.00038669+0.0006732i
-0.00066726-9.327e-05i,-0.00017637+3.0432e-05i,0.0014754-0.00046058i,0.0016127-0.00073136i,0.00019235+0.00010592i,-0.00086154+0.00072431i,-0.0013968-8.1181e-06i,-0.0015213-0.00073052i,-0.00095674-0.0006526i,1.8787e-05-0.00059183i,0.00054397-0.00072445i,-0.00034894-0.00034521i,-0.0010333-0.00069143i,-0.00028307-0.0012304i,0.0001421-0.00093622i,-0.00030299-0.00029091i,-3.3978e-05-6.0017e-05i,0.0010932+0.00037824i,0.0016535+0.00034716i,0.00066419-0.00054155i,0.00019007-0.00077261i,0.00039462-0.00062409i,-0.00013419-0.0003533i
0.0032906-0.0013753i,0.0027487-0.0014967i,0.002386-0.0039675i,0.00082456-0.0044402i,-0.0010162-0.0041724i,-0.0016751-0.002848i,-0.00096488-0.0011736i,0.00054032-0.00063812i,0.0010113-0.00079187i,0.0010003-0.0010634i,0.00020199-0.0013768i,-0.00070724-0.0005234i,-0.0010517+0.0002446i,-0.00078269+0.00031339i,-0.00011345+0.00060254i,-0.00032082+0.00061334i,-0.0003918+0.0005862i,-0.00028767+0.00061992i,-0.00057676+0.00040816i,-0.00062903-0.00060941i,-0.0001905-0.00091438i,-0.00075629+0.00018672i,-0.00093834+0.00042462i
-0.0010886+0.00060202i,-0.00079366+0.00087127i,-0.00021117+0.0013445i,0.00023651+0.0016652i,0.00023586+0.00099606i,-0.00047814+0.00062831i,-0.00041499+0.00066891i,0.00013341+0.00024474i,0.0001274+0.00014262i,0.00059901+0.00043925i,0.0011507+0.00043803i,0.00097231+0.00053506i,0.00020372+0.00050875i,-4.6295e-05+0.00043523i,-0.00027626+9.3121e-05i,-0.00082681-0.0010287i,-0.00091188-0.0010326i,-0.00046859-0.00085881i,0.00025145-0.00089743i,0.00040381-0.00071688i,0.00027057-0.00035156i,0.00045257-0.00028356i,0.00047117-0.00098855i
0.0016611-0.0013849i,0.0016073-0.00092369i,0.0021102-0.0013129i,0.0014591-0.0012145i,-0.00027554-0.0013475i,-0.0009583-0.00016042i,-0.0013793+0.0011798i,-0.0011679+0.0010811i,-0.0011616+0.00031152i,-0.0011178-0.00048424i,-0.00050966-0.00050337i,8.4239e-05-0.00035463i,-0.00030537-0.00054581i,-0.00086801-0.00058514i,-0.00086659+2.1464e-05i,-0.0009029+0.00071586i,-0.00093519+9.0594e-05i,-0.00040369-0.00048609i,-0.00023572-0.000352i,-0.00036184-0.0012348i,0.0002096-0.0015993i,0.00033678-0.00057383i,-0.00026833+0.00021695i
-0.00021936-0.0014699i,-0.00036548-0.00057204i,-0.0014775-0.00044312i,-0.0025599-0.0012952i,-0.0028749-0.0014129i,-0.001983-0.00063446i,-0.00092908+0.00021751i,-0.00022814-4.9031e-05i,0.00078945-0.00040396i,0.00097358-0.00044446i,0.00048588+0.00022301i,0.00078338+0.00079645i,0.00095363+0.00017646i,0.0005684-0.00077205i,5.0314e-05-0.00062929i,0.00010307+0.00029564i,0.00044097+0.00064261i,0.0010331+0.000272i,0.00027483+5.3622e-05i,-0.00010173-0.00015622i,0.00047225-6.1444e-05i,0.00023477+0.00062911i,-4.0336e-05+0.00080419i
-0.0010813-0.0022208i,-0.0010994-0.0021928i,-0.0024081-0.0023541i,-0.0031913-0.00066524i,-0.0023069+0.000224i,-0.00079719-0.0001602i,0.00038739-6.1002e-05i,0.00081458-0.00072842i,0.00011512-0.0010544i,-0.00010608-0.00017311i,-0.00031288+0.000302i,-0.00014208+0.00078983i,0.00042903+0.00094122i,0.0006287+0.00054754i,0.00081388+0.000443i,0.00042045+0.00019887i,0.00022337+9.7837e-05i,0.00025031+0.00045497i,-0.00051264+0.00032214i,-0.00051952-3.4107e-05i,-1.8402e-05+0.00044815i,-0.00030058+0.00092075i,-0.0005655+0.00033097i
0.00058261+0.0031158i,0.0011612+0.0025224i,0.0015684+0.0018077i,0.0018869+0.00058513i,0.0006088-0.00048832i,-0.00088306-0.00017668i,-0.0010374+0.00068585i,-0.00057962+0.00061318i,1.2033e-05-0.00024795i,0.00013251-0.00039048i,-0.00016645-0.00021712i,-0.0006279-0.00042705i,-0.00061053-0.00059153i,0.00012496-0.00035068i,0.00028975+0.00012273i,7.0583e-05-0.00028616i,-0.00046627-0.0002341i,-0.00046454+0.00019336i,-0.00033546+8.8165e-05i,-0.00023475-0.00043581i,-0.0003767-0.00091597i,-0.00030198-0.0011675i,0.00032186-0.0007365i
0.00058955-0.00095754i,-0.00082199-0.0014115i,-0.00085258-0.0011655i,-0.0010855-0.00070132i,-0.0011241+3.5826e-05i,-0.0011672+0.00037015i,-0.00043871+0.00027267i,0.00063032-0.00068245i,0.00030943-0.0012494i,0.00034312-0.00060637i,0.00064615+0.00027584i,0.00043856+0.00071018i,0.00051794-0.00043823i,0.00039297-0.0011435i,0.00038288-0.00075736i,0.00077991-0.00078073i,0.00016103-0.0002589i,-0.00047537+0.00041279i,0.00018703+0.00022954i,0.00012473-4.7102e-05i,-0.00080061-0.0002929i,-0.00063328-0.00032115i,-0.00033999+2.3181e-06i
-0.0015443-0.0032732i,-0.0015711-0.0032562i,-0.0025278-0.0026335i,-0.0016525-0.0014575i,-0.00091272-0.00052666i,-0.00056657-0.00024221i,0.00011534+0.00053528i,0.00054912+0.0013142i,0.00083294+0.00034147i,0.00031097+0.00056334i,-0.0001134+0.001658i,0.0002392+0.0011021i,0.00075624+0.00051161i,0.00066536+0.00037013i,0.00055222+0.00075217i,0.00044139+0.00048483i,0.00042376-0.00029598i,0.00037808-0.00050445i,-1.8483e-05-0.00070613i,-0.00042918-0.00011467i,-0.00058169+0.00037564i,-0.00046075-0.00010563i,-0.00044538-0.00060086i
0.0033248-0.00041649i,0.0039264-0.0010219i,0.0024085-0.0023642i,-0.00022456-0.0028915i,-0.0017032-0.0019807i,-0.0013344-0.001267i,0.00026297-0.00030526i,0.0013508+0.00035559i,0.0012374+0.00012042i,0.00064091-0.00044309i,0.00018794-0.0006362i,-0.00024034-0.00016042i,-0.00081736-0.00010176i,-0.0011341-0.00012657i,-0.0011494+0.00078878i,-0.0010334+0.00069758i,-0.00028872-0.00077086i,-0.00014136-0.0010632i,-4.9488e-05+0.00020047i,0.00035837+0.00051452i,0.00053902-9.2775e-05i,3.641e-05-0.0006984i,-6.1466e-05-0.00050201i
-2.3145e-05-0.00076357i,0.00059073-0.00052702i,0.00051734-0.00032165i,0.00034018-0.00076906i,-6.8726e-05-0.00058489i,-0.00025317-0.00014439i,7.4264e-05-0.000262i,0.00054431-0.00021912i,0.00035139-0.00038832i,-0.00036065-0.00051626i,-0.00072184-0.00031179i,-0.00039381-0.00085366i,0.00059842-0.00072299i,0.0006773-0.0001463i,1.9413e-05+0.00026841i,-0.0012082+0.00036099i,-0.0010568-0.00025376i,6.529e-05+0.00029802i,-2.1523e-05+0.00084473i,-5.7763e-05+5.2395e-05i,0.00086855-4.2651e-05i,0.00085345+0.0001734i,4.7999e-05+0.00052701i
0.00058643-0.00084054i,0.00095718-0.00086752i,0.00046202-0.0014847i,-0.0014263-0.0020392i,-0.0022389-0.0015826i,-0.0020642-0.001266i,-0.00093102-0.00049386i,0.00019544-0.00043723i,0.00063922-0.0014977i,0.00095714-0.00094759i,0.00034666+0.00013374i,1.9856e-05+0.00046727i,0.00039891+0.00057446i,0.00087674+0.00015057i,0.0011822-6.5786e-05i,0.00030258+0.00014885i,-0.00015979+0.00074778i,7.6514e-05+0.00016626i,0.00026471-0.00019456i,0.00044533+6.6197e-05i,0.00015488+0.0004239i,0.00020026+0.00057674i,0.00044244+0.00021733i
-0.0010015+0.0013011i,-0.00030225+0.0012466i,-9.0879e-05+0.0012546i,0.00032386+0.001174i,-0.00024675+0.00046866i,-0.00019248+9.8025e-05i,0.0004063+2.1607e-05i,0.00025587-0.0005149i,-0.00024591-0.00056033i,5.6098e-05-0.00042305i,0.00065967-0.00062954i,0.00066119-0.00038636i,0.00065142-0.00015542i,0.00059816+0.00043381i,0.00034491+0.00088145i,0.00010643-0.00011154i,-0.00010725-0.00068093i,-0.00089763+2.3308e-05i,-0.00036047+1.0525e-05i,0.00014422-8.2248e-05i,0.00019224+0.00010153i,0.00092147-0.00020193i,0.00037554+0.0001943i
-0.00051903-0.0025144i,-0.00036033-0.0017265i,0.00034174-0.0020777i,-2.0277e-05-0.0029851i,-0.00078617-0.0021042i,-0.0008496-0.0002257i,-0.0007419+0.00069462i,-0.00062424+0.00073932i,-0.00043694+0.00045275i,0.00038296-0.00018471i,0.0011296-0.00025041i,0.00070523+0.00058949i,-1.0108e-05+0.0014007i,-0.0001729+0.0010594i,-5.8889e-06-0.0002152i,3.2712e-06-0.00026761i,-0.00021896+0.00035425i,-0.00024894+0.00054896i,7.6625e-05+0.00063499i,-1.9294e-05+0.00037504i,-0.0005392-0.00016606i,-0.00053337-0.00019923i,0.0001318+0.00039847i
0.0011714+0.0017227i,0.00090234+0.0011578i,0.0010783+0.00062796i,0.0010122-8.377e-05i,0.00087449-0.00037512i,0.00063198+0.00049868i,0.00080654+0.00021579i,0.00027411-0.00064879i,-0.00025429-0.00076648i,0.0014415-0.00083268i,0.0025884-0.0011513i,0.0016271-0.0010073i,0.00067375-0.0010639i,0.00042019-0.0017277i,0.00015539-0.0013046i,-0.00070026+0.00014281i,-0.0014285+0.0007165i,-0.0014987+0.00092042i,-0.00072292+0.00064511i,6.1325e-05+9.1679e-05i,-0.00018956-0.00022785i,0.00022924+0.0002752i,0.00054656+0.00082169i
-0.0021716+0.00029915i,-0.0020047+0.00046378i,-0.0018823+0.00078723i,-0.0008128+0.0012912i,-0.0011157+0.0013606i,-0.0011409+0.0012656i,-0.00027182+0.00077628i,-2.1923e-05+0.00024562i,-0.00018724+0.00022303i,-0.00018561+0.00029077i,-0.00021101-0.00024216i,0.00036439-0.00011563i,0.0014774+1.744e-05i,0.0011432-0.00041159i,4.1548e-05-0.00031164i,-0.00034907-0.00037549i,-0.00096227-0.00024523i,-0.00098495+1.3597e-05i,-2.5341e-05+0.00011521i,0.00042723+0.00024475i,0.00025463-2.2273e-05i,0.00045451-0.00044789i,0.0002218-0.00054699i
0.00065629-0.0019505i,0.00078785-0.0012194i,-0.0011161-0.0017745i,-0.0023391-0.0012809i,-0.0026978-0.00032741i,-0.0027128+0.00053138i,-0.0020479+0.00076169i,-0.0011389-0.00040829i,-0.00023961-0.0012845i,6.2804e-05-0.00030603i,-0.00031188+0.00044043i,-0.00056136+0.0005323i,-0.00093928+0.00062528i,-0.00099245+0.00012505i,-0.00028108+5.1565e-05i,0.00073392+0.00069287i,0.00033254+0.00081328i,-0.00020875+0.00068632i,-0.00024949+0.00031458i,-0.00014511+0.00044323i,0.00015932+0.00077269i,0.00014874+0.00078753i,0.00036424+0.00075293i
0.0010963+0.0010088i,0.0011756-0.00010836i,0.00082074-0.00013434i,8.2762e-05-0.0010287i,7.3752e-06-0.0019616i,0.00011261-0.00080576i,-0.00011556+0.00036909i,0.00051441+0.00041218i,0.00063314+0.00033622i,-0.00010185+0.00031387i,-0.00047788+0.00013854i,-0.0005607-0.00032664i,-0.0009541-0.00088928i,-0.00060544-0.0014655i,0.00066811-0.0012365i,0.00075529-0.00045732i,0.00017799-0.00038142i,0.0004693-0.00055194i,0.00050042-0.00019141i,-0.00054397-0.00020459i,-0.00065364-0.0006486i,0.00052009-0.00039364i,0.00063117-8.7684e-05i
0.0012349+0.0002544i,0.0014884+0.00047548i,0.0004096-0.00073591i,-0.00048904-0.001959i,-0.0015456-0.0015302i,-0.002302-0.00022833i,-0.0010226+0.00039015i,0.00024496-3.6052e-05i,0.00044022-0.00030391i,0.00089139-0.00022732i,0.0015631+0.00041079i,0.00097594+0.00038595i,0.0005984+0.0003054i,0.00063004+0.00046422i,0.00017411+2.5471e-05i,-0.0001316+0.0003141i,-0.00017006+0.00018539i,0.00031374-0.00026853i,0.0009158-0.00028354i,0.00064186-0.000142i,0.00039035+0.00025758i,0.00041844+0.00060942i,0.00035541+0.00046824i
0.0032746-0.0020795i,0.0030741-0.00096264i,0.00044902-0.00013034i,-0.00044593-0.00068588i,-0.0010537-0.0011553i,-0.0013515-0.00054511i,-0.001147+0.00034681i,-0.00037013+0.00040629i,7.8739e-05-0.0006312i,-0.00024055-0.00078283i,-0.0006756-0.00030416i,-7.074e-05-0.00042163i,0.0003442-1.0422e-05i,-0.00010881+0.00042713i,-0.00049938+0.00013061i,-0.00011143+0.00014748i,0.00015049+6.2436e-05i,-0.0011432-0.00017904i,-0.0012018-0.00066822i,0.0001367-0.00089314i,0.00022978-0.00044227i,-0.00078109+3.9838e-05i,-0.00093569+0.0001003i
0.00032124-0.00098417i,-0.0014589-0.001324i,-0.0016476-0.0020171i,-0.0021731-0.0016744i,-0.0024893-0.0018113i,-0.0015256-0.001122i,-0.0004387+0.00045582i,0.00047041+0.00072956i,0.00026224-0.0001269i,-3.0709e-05-0.00074734i,-4.8088e-05+0.00023918i,-0.00028011+0.0011058i,0.00016548+0.0007897i,0.00058932+6.4368e-05i,0.0003733-0.0005611i,0.00025812-0.00091762i,0.00054763-0.00057824i,0.00066009+0.00053828i,0.00072989+0.0010166i,-0.00025286+0.00061681i,-0.00045348+0.00068314i,5.4461e-05+0.00074646i,-0.00024142-0.00040898i
-0.0009977+0.001943i,-0.00046306+0.001278i,0.0017396-0.0004201i,0.0022911-0.0015386i,0.0013232-0.0010663i,1.3912e-05-0.00032502i,-0.00076092-0.00053194i,-5.8799e-05-0.00083023i,0.000735-0.00027808i,0.00072206+0.00016542i,4.2859e-05-0.00055752i,-0.00016222-0.00069312i,0.00036249-0.00055275i,0.00030151-0.00078791i,-0.0002816-0.00032975i,-0.00013843+0.00033722i,-0.00053922+0.00017559i,-0.00094225+0.00025819i,-0.00021133+0.00065868i,0.00046658+0.00041336i,3.7121e-05-2.7983e-05i,-0.00072465-0.00011328i,-0.001131-0.00046183i
0.0013752+0.00020498i,0.001225-0.00026448i,0.001632-0.0021076i,0.0010108-0.00268i,9.0838e-05-0.0019856i,0.0002429-0.00085169i,0.00047372-0.00022977i,0.0004924-0.00078524i,0.00033987-0.0011432i,0.00056048-0.00048019i,5.8583e-06-0.00010916i,-0.00052369+0.0001198i,-0.0006225-0.00027336i,-0.00084792-0.0017849i,-0.00022447-0.0016354i,0.00028321-0.00097354i,5.0454e-05-0.001211i,0.00020165-0.0012171i,0.00081353-7.5032e-05i,0.00066211+0.00087347i,0.00041123+0.00073193i,0.00036524+0.00077673i,0.0006369+0.00067568i
-4.2787e-05+0.0018179i,0.0005204+0.0010218i,0.001627+1.0531e-05i,0.0013612-0.00077732i,0.00042805-0.00038524i,-0.0003324+0.00025682i,-0.00034977+0.00014823i,0.00023124-6.798e-05i,0.00018677+1.6325e-05i,0.00015078-0.00016295i,-0.0001731-0.00064053i,-0.00043893-0.00082112i,0.00023806-0.00078471i,0.000711-0.00041452i,0.00011403-0.00034874i,-4.6928e-06-0.00030538i,0.00045508-0.00085149i,0.00050756-0.0010882i,-0.00013432-0.0001106i,-0.00092336+0.00016544i,-0.00077187+0.00015542i,-0.00084781+0.00059191i,-0.0005196+0.00017653i
-0.0029796-0.0003888i,-0.0024306-0.00068445i,-0.0014864+0.00019985i,7.5081e-05+0.0015747i,0.00091232+0.0024639i,0.0001592+0.002011i,-0.00024727+0.00024235i,0.00015985-0.00069887i,7.5052e-05+0.00023588i,0.00049458+0.0011769i,0.0005736+0.0015426i,0.00040064+0.001605i,0.00070041+0.0010311i,0.00096993+0.00031665i,0.00087698-0.00025247i,0.00017216-0.00032849i,-0.00051474+7.3999e-06i,-0.00050329+0.00011432i,-7.7654e-05-2.5358e-05i,0.00019998-0.00024388i,-8.1845e-05-0.00038093i,-0.000543-0.00031039i,-0.00055413-0.00049463i
7.4081e-05+0.0029412i,-0.00037712+0.0020869i,0.00088696+0.0021895i,0.0012728+0.0017617i,0.00035075-7.567e-05i,-4.7895e-05-0.00012477i,4.6486e-05+0.00051066i,-0.0003271+0.00034213i,-0.00049252-0.00029825i,0.00042483-0.00065777i,0.00092079-0.00046624i,0.0003671-0.00066051i,0.00032168-0.0010607i,0.00012048-0.000665i,-0.00029768-0.00082073i,-5.4155e-07-0.0014427i,0.0004981-0.00066986i,0.0002068+0.00018061i,-0.00030283+0.00023505i,-0.00081966+0.00010971i,-0.0003752+0.00012162i,0.00080662-6.3015e-05i,0.00051651-0.00046404i
-0.0021095+0.00081218i,-0.0017693+0.00083877i,-0.0011417+0.00084289i,-0.00036345+0.00043798i,-0.00063352+0.00062156i,-0.0012825+0.00091391i,-0.00068282+7.9026e-05i,0.00016632-0.00069537i,0.00045698-0.00061407i,0.0012594+0.00038292i,0.00193+0.00062978i,0.0015136+0.0001191i,0.00089404-0.00031698i,0.00071216-0.0012789i,0.00077576-0.001459i,0.00088021-0.00038549i,0.00070205+0.00042343i,-7.8959e-05+0.00049728i,-0.00038751-0.00026756i,9.1784e-06-0.00032138i,0.00055815+0.00033051i,0.00077088-0.00012522i,0.00036838-0.00032258i
-0.00050041-0.00012592i,-0.00072125+0.00022452i,-0.00062651+0.0011862i,-0.00020611+0.0017987i,-0.00039018+0.0012291i,0.00029718+0.0012124i,0.00091711+0.0012004i,0.00040048+0.00057474i,0.00048293+0.00064325i,0.00083941+0.00051324i,0.0012101-0.00048406i,0.0014082-0.00087858i,0.0010111-0.00041816i,0.00075559-7.2409e-05i,0.00053212-0.00053571i,0.00040212-0.00098003i,8.8872e-05-0.00053193i,-0.00039403-5.4348e-05i,-0.0004917-0.00018602i,0.00031623+0.00043173i,0.0011115+0.000621i,0.00052711+6.4251e-05i,-6.3181e-05+0.0001338i
-0.0020875-0.0010017i,-0.002899-0.00093201i,-0.0028536-0.0015269i,-0.0025423-0.0013324i,-0.0020575-2.8344e-07i,-0.0011286-0.00010259i,-7.147e-05-0.00095288i,9.8573e-05-0.0010119i,-0.00053576-0.00080144i,-1.9611e-05-0.00022757i,0.00081838+0.00060529i,0.001016+0.00065083i,0.00091908-0.000522i,3.954e-05-0.00076765i,-0.00078209-0.00037313i,-0.0002687-0.00041925i,0.00074928-0.00019105i,0.00083876+0.00021891i,-0.00023767+0.00010647i,-0.00022101-0.00031104i,-0.00010365+4.0563e-05i,0.00017933+0.00027278i,0.00072973+0.00048035i
0.0017801-0.00012326i,0.0016607-0.000769i,0.0012582-0.0010354i,0.0012012-0.0012431i,0.00038588-0.0015375i,-0.00078273-0.0010164i,-0.00077497-0.00017467i,-0.00036935+0.00014434i,0.00024138+0.00040413i,0.00062769+0.00016908i,0.00043914-0.00012513i,3.0819e-05+0.00019917i,0.00022736+0.00067431i,-0.00024626+0.0009711i,-0.00033483-0.00024435i,-0.0005456-0.0012744i,-0.00078297-0.00091057i,-0.00049889-0.00056051i,-5.211e-05-7.9461e-05i,0.00036823+0.00045876i,0.00028193+0.00061285i,-0.00019281+7.208e-05i,-0.00079632-0.00051892i
-0.0010854-0.0014109i,-0.00093408-0.0016366i,-0.0013064-0.0022148i,-0.0013208-0.0010816i,-0.001382-0.00041824i,-0.00098162-0.00046074i,-0.00033148+0.0003332i,-0.0012209+0.0003043i,-0.00096257-0.0001178i,0.00049122+0.00029763i,0.00026673+0.00042877i,0.00012341+0.00013983i,0.00064127+0.00038671i,0.00089193+0.00036082i,0.00094794+0.0001882i,0.00041281-0.0001542i,-9.2885e-05-0.00053043i,-0.00016843+0.00023784i,-0.00054428+0.00070302i,-0.00012192+0.00043495i,0.00017601+0.00033539i,-0.00011634+0.00054497i,0.00044631+0.0010502i
-0.00037425-0.00027189i,-0.00082905-0.00044235i,-0.00039493-0.0010692i,-0.00057856-0.0018432i,-0.00070168-0.0020546i,-0.00020381-0.0013301i,0.0007145-0.0010174i,0.0014337-0.00063381i,0.0013698-1.4702e-05i,0.00096156+0.00079518i,-9.6126e-05+0.00060383i,-0.00041443-0.00033944i,-0.00035928-0.00093757i,-0.0005675-0.00073176i,-0.00030096-0.00018607i,0.00015457-1.7984e-05i,2.9494e-05+0.00017889i,-0.00050024+5.2647e-05i,0.00027551-0.00022794i,0.00087027+0.00038484i,0.00029683+0.00092336i,-4.6049e-05+0.00071999i,-0.00012074+0.00011296i
0.0027377+0.0013372i,0.0023674+0.00086476i,0.0028046-0.00084312i,0.0019898-0.0017694i,0.000267-0.0016581i,-0.0013883-0.0011394i,-0.0011115-9.4057e-05i,0.00036888+0.00023525i,0.00063822+0.00025667i,0.00012817+0.00013395i,0.00050407-0.00035253i,0.00067002-0.00041353i,-0.00042152-0.00037705i,-0.00046794+8.1513e-05i,0.00034625+6.8556e-05i,0.00064661-0.00043348i,0.00081514-0.00049i,0.00027851-8.0322e-06i,-0.0004107-0.00025821i,-0.00086259-0.001025i,-0.0004296-0.0010772i,0.00030363-0.00052776i,0.00034551-0.00052982i
-0.0016704+0.00051086i,-0.0011119+0.00040986i,-0.0007559+0.0022561i,-0.0013401+0.0017144i,-0.00071864+0.00059844i,2.1753e-05+0.0010152i,0.00043996+0.00078025i,0.00042472+0.00039792i,-0.00017406-0.00037211i,0.00068042-0.0003833i,0.0012315+0.00038819i,0.00070914+0.00040451i,0.00013636-0.00033329i,-0.00032201-0.00013373i,0.0001725+6.1785e-05i,0.0011431-0.0004981i,0.00085953-0.00065209i,-1.4358e-05-0.00037663i,-0.00020283-0.00034704i,0.0001592-0.00044652i,-0.00015157+0.00018241i,-0.00063147-1.9783e-05i,-0.0004853-0.00015679i
0.00057316-0.00094645i,0.00044034-0.00070398i,-0.00011339-0.002144i,-0.00029185-0.0024278i,-0.00024323-0.0016195i,-0.00020878-0.0013081i,4.6911e-05-0.0014943i,0.00058925-0.0021747i,0.00085799-0.0016508i,0.00067286-0.0005184i,0.00046358+0.00027914i,0.00028825+0.00059064i,0.00037049+0.00016372i,0.00054204-0.00023226i,0.00045494-0.00050454i,0.00056379-0.00065867i,-6.0464e-06-0.00098142i,-0.00025443-0.00097804i,-0.00023059-0.00028135i,0.00011154+0.00040841i,2.019e-05+0.00071123i,-0.0012136+0.0003944i,-0.001032+0.00043881i
-0.00016089+0.0024551i,0.00030511+0.0013008i,0.002852+0.00058395i,0.0025236-0.00027082i,0.00018993-0.00012314i,-0.00051588+0.0010529i,-0.00071115+0.0017539i,-0.00043825+0.0008807i,0.00054755+1.5903e-05i,0.00077579-5.723e-05i,0.00066972-0.00013682i,0.00077953-0.00031336i,0.0006906-0.00028935i,0.00029311-0.00023784i,-0.00039318+0.00032922i,-0.00029215+0.00019654i,0.00045099-0.00072928i,3.4799e-05-0.00054887i,0.00019137+0.00027102i,0.00050026+0.00053447i,-0.00025339+0.00010297i,-0.0003168-0.00030427i,-0.00012308-0.00015228i
-0.0023815-0.0015445i,-0.0024895-0.0020413i,-0.0026875-0.0017289i,-0.0023036-0.0013499i,-0.0017011+0.000231i,-0.0011028+0.0016238i,-0.0010184+0.00099014i,-0.00063256-0.00022178i,-0.00050162-0.00069939i,-0.0005412+0.00054362i,-8.2173e-05+0.0010745i,0.00047574+0.00062765i,0.0011718+8.7405e-05i,0.0013974-0.00080171i,0.00071206-0.00082418i,0.0001834-0.00027159i,-1.8434e-05-0.00078921i,-0.00019602-0.00065838i,-5.3056e-05+0.00069752i,-6.465e-05+0.00022618i,-0.00011785-0.00087341i,-0.00031797-0.00028923i,-0.00040425+0.00075471i
0.0012485-0.00031696i,0.0010454+0.00051545i,0.00070923+0.00016088i,0.0009003-0.0004724i,6.7528e-05-0.00069366i,-0.00091067-0.0007223i,-0.00060859-0.0010229i,0.00035576-0.001027i,0.00058112-0.0008728i,0.00023996-0.00064017i,0.00084588-0.00023504i,0.0010534-0.00038968i,0.00095817-0.00038567i,0.00036293+1.0228e-05i,-4.6902e-05+0.00025855i,-7.9442e-05+7.2637e-05i,-0.00084241-0.00066508i,-0.0013461-0.0011529i,-0.00067368-0.00091124i,-0.00018776+0.00019148i,0.00046516+0.00032792i,0.00064451-0.00011445i,-5.1955e-06-3.2289e-05i
-0.00065044+0.0010759i,-0.00040739+0.00099957i,7.5859e-05+0.0016952i,0.00016302+0.0015557i,-0.0002855+0.0015249i,-0.00077919+0.0015134i,-0.00092995+0.0014003i,-0.0010044+0.0006787i,-0.00025596-0.00046365i,0.0011654+0.0001297i,0.0013668+0.000261i,0.00057326-0.0006456i,0.00034861-0.00020699i,0.00070162+0.00056842i,0.00054255+0.00027036i,0.00040298+0.00020588i,-5.051e-05+0.00016339i,-0.00052673+0.00056551i,-0.00035795+0.001019i,-0.00014445+0.00086696i,-5.5822e-06+0.00059328i,0.00057186+0.00055129i,0.00069264+0.00063283i
0.0016134-0.00024822i,0.0017596-0.0016053i,0.0014994-0.0026822i,0.00068821-0.001802i,-0.00070728-0.00096583i,-0.0015949-0.00034598i,-0.0017435-5.888e-05i,-0.00070279-0.00056032i,0.00010581-0.00084488i,0.00033135-0.00097826i,-5.5945e-05-0.0008906i,-0.00070935-5.4677e-05i,-3.1366e-05+0.0005716i,0.00029267+0.00063283i,-0.00052652-0.00026016i,-0.00039492-0.00035868i,0.00027432+0.00021458i,0.00027625-0.00044534i,0.00051511-0.00031453i,0.00036327+0.00016857i,0.00040769+0.00049447i,0.00012056+0.00017902i,-0.00072298-0.00028883i
