0.00042181-3.8736e-05i,0.0012188-0.00018011i,0.00034571-0.001928i,0.00045395-0.0025888i,-0.0004321-0.0015494i,-0.0010438-5.6652e-05i,-0.00087674+0.00074391i,8.202e-05+0.00077073i,0.001114-7.9119e-06i,0.00080368-0.0012565i,0.00018182-0.0018453i,0.00018074-0.0015657i,0.00019388-0.0010667i,7.896e-05-0.00074803i,0.00081165-0.00030919i,0.0013269+0.00038535i,0.0004344+0.00037942i,-6.186e-05+0.00094974i,-8.5077e-05+0.0010811i,-0.00042964-0.00028954i,-0.00083355-0.00057469i,-0.0013443-0.00015374i,-0.00088272+6.6939e-05i
-0.045354-0.034798i,-0.080725-0.029469i,-0.10786+0.012345i,-0.11718+0.10049i,-0.091663+0.19264i,-0.034605+0.20444i,0.0082145+0.15396i,0.0061498+0.11954i,-0.0074992+0.10626i,-0.0045702+0.077233i,0.00025839+0.035493i,-0.0031634+0.0039123i,-0.012745-0.008717i,-0.021874+0.00041544i,-0.011553+0.023025i,0.019138+0.038804i,0.044376+0.03841i,0.04651+0.030624i,0.034972+0.0192i,0.030628+0.0071758i,0.035352+0.00089754i,0.034877-0.0012799i,0.019901+0.0052795i
-0.016458-0.07006i,-0.053374-0.11312i,-0.085065-0.12077i,-0.093147-0.13491i,-0.10718-0.16812i,-0.088395-0.095896i,0.010568+0.044228i,0.10158+0.084473i,0.09311+0.031786i,0.024222-0.0051737i,-0.015589-0.0056475i,-0.012007-0.0065897i,-0.0012345-0.011399i,0.009823-0.013961i,0.020771-0.028542i,0.023612-0.047331i,0.016075-0.053409i,0.00094982-0.048015i,-0.013193-0.03873i,-0.023711-0.036041i,-0.032592-0.039073i,-0.033614-0.033616i,-0.018909-0.017362i
0.050761-0.041388i,0.08444-0.085109i,0.086745-0.13527i,0.06459-0.1626i,0.029714-0.16033i,-0.047955-0.15109i,-0.12348-0.11586i,-0.10964-0.06482i,-0.050874-0.040485i,-0.01575-0.032937i,-8.4021e-05-0.01385i,0.017787+0.011854i,0.033035+0.018519i,0.0279+0.0059894i,0.0080016-0.0048367i,-0.011496-0.0061399i,-0.022558-0.0043562i,-0.026413-0.0071228i,-0.02587-0.00815i,-0.028683+0.0011068i,-0.037591+0.019472i,-0.035475+0.034041i,-0.016676+0.027311i
0.055969+0.0075613i,0.089026-0.0054191i,0.099356+0.013046i,0.13209+0.077519i,0.20615+0.10586i,0.2593+0.037174i,0.21029-0.067326i,0.087819-0.087144i,0.016873-0.035016i,0.013165-0.010685i,0.0063215-0.016761i,-0.008339-0.015096i,-0.0071253-0.0070477i,0.0003112+0.0063811i,0.0073245+0.028765i,0.017833+0.044479i,0.025778+0.046089i,0.028069+0.037981i,0.023463+0.023681i,0.021057+0.016118i,0.033372+0.016033i,0.042417+0.010005i,0.030095-0.0011054i
0.0081273+0.063713i,0.028165+0.10067i,0.004381+0.081807i,-0.097184+0.056135i,-0.16982+0.10348i,-0.10202+0.14956i,0.024707+0.1303i,0.072575+0.079115i,0.039892+0.044305i,0.0040675+0.038224i,-0.0076967+0.028054i,-0.020141+0.013367i,-0.026656+0.0099282i,-0.015395+0.0049704i,-0.0028592-0.002514i,0.00082983-0.0044244i,-0.001946-0.004217i,-0.0045442+2.5736e-05i,-0.0049738+0.0051687i,-0.0016583-0.00058018i,0.0026293-0.019996i,-0.00082417-0.037383i,-0.011333-0.033089i
-0.027664+0.026569i,-0.048315+0.027081i,-0.075677-0.0041425i,-0.12505-0.054794i,-0.20248-0.063266i,-0.23187+0.037762i,-0.14726+0.13807i,-0.018085+0.10897i,0.038087+0.017958i,0.020999-0.011252i,0.020645+0.011596i,0.042226+0.018112i,0.039215+0.0083009i,0.015982-0.0030875i,-0.011011-0.015209i,-0.03263-0.017963i,-0.040827-0.015706i,-0.035162-0.016767i,-0.023599-0.016476i,-0.023026-0.010845i,-0.034515+0.0022887i,-0.039868+0.01933i,-0.027911+0.029998i
-0.066848-0.0082184i,-0.087407+0.003991i,-0.039584-0.0012674i,0.069052-0.065428i,0.13932-0.17343i,0.076157-0.26586i,-0.054461-0.26904i,-0.12296-0.17883i,-0.10823-0.071517i,-0.06066-0.016401i,-0.028113-0.0045968i,-0.0081059-0.00036333i,0.00184-0.00014127i,0.00058624+0.004479i,0.00046852+0.011548i,0.0040625+0.01058i,0.0075119+0.0056737i,0.0063649-0.0051119i,-0.00025714-0.015005i,-0.004297-0.0096946i,0.0029378+0.0093376i,0.019653+0.027201i,0.03436+0.027572i
-0.0033548-0.038368i,-0.0012406-0.066872i,-0.0063936-0.040748i,0.014504+0.052636i,0.068536+0.096087i,0.092086+0.034017i,0.033369-0.0201i,-0.036046+0.024548i,-0.02953+0.072648i,-0.0043683+0.045781i,-0.020936+0.014894i,-0.041515+0.020384i,-0.031669+0.024337i,-0.0064299+0.015727i,0.016054+0.0069983i,0.028971-0.0012443i,0.034481-0.0034282i,0.032025+0.0041926i,0.021762+0.013293i,0.018046+0.012403i,0.02516-0.0064974i,0.028002-0.033439i,0.016705-0.048517i
0.0065189-0.034951i,0.00508-0.04063i,-0.02816-0.018977i,-0.089415+0.051226i,-0.098553+0.15102i,-0.0079929+0.20804i,0.11739+0.16633i,0.15953+0.036578i,0.099873-0.057502i,0.035159-0.053601i,0.015398-0.027176i,0.013619-0.019508i,0.0090746-0.016174i,0.00023391-0.015827i,-0.011391-0.015391i,-0.019223-0.010197i,-0.020171-0.0069805i,-0.01413-0.0064002i,-0.0025501-0.0041209i,0.0082324-0.0040292i,0.0037181-0.010672i,-0.019954-0.019097i,-0.043669-0.018097i
0.032599+0.011579i,0.067892+0.015939i,0.076562-0.034679i,0.0051479-0.12281i,-0.097328-0.15199i,-0.11802-0.097445i,-0.084039-0.060248i,-0.070673-0.045213i,-0.055033-0.010483i,-0.018157+0.012889i,0.0078526-0.0016769i,0.0058039-0.023987i,7.7642e-05-0.021802i,-0.00084355-0.0043849i,-0.0067883+0.012667i,-0.013729+0.024703i,-0.019166+0.028718i,-0.020433+0.020429i,-0.016537+0.0039737i,-0.015283-0.0028388i,-0.01241+0.0099672i,-0.0041173+0.035647i,0.0069151+0.055161i
0.00089668-0.0091587i,-0.012327+0.011523i,0.011106+0.021273i,0.077444-0.01671i,0.10991-0.073454i,0.043281-0.077783i,-0.028519+0.017616i,-0.0038596+0.12736i,0.050298+0.1286i,0.041087+0.054607i,0.0025963+0.014655i,-0.0057138+0.017293i,0.0030727+0.018583i,0.013268+0.010549i,0.026939+0.0011514i,0.038795-0.0033745i,0.04498-0.001232i,0.039447+0.0050137i,0.022783+0.012392i,0.0080665+0.016641i,0.0079434+0.015162i,0.026849+0.010602i,0.050721+0.0025894i
-0.024913+0.010427i,-0.049678+0.035539i,-0.037921+0.071871i,0.015142+0.098167i,0.041466+0.091507i,0.028854+0.067927i,0.016558+0.035967i,0.0020683-0.013453i,-0.029872-0.047961i,-0.045708-0.029734i,-0.019281-4.9491e-05i,0.0082893+0.0034561i,0.0082764-0.00065246i,0.0010048-0.0035779i,-0.0027114-0.014458i,-0.004919-0.029139i,-0.0068931-0.03804i,-0.0073527-0.032202i,0.00028157-0.016383i,0.0074623-0.0070129i,0.0026707-0.0079638i,-0.0092044-0.021405i,-0.020534-0.040713i
0.012299-0.04529i,-0.021001-0.092508i,-0.10187-0.10569i,-0.17234-0.036651i,-0.14768+0.036887i,-0.069311+0.015087i,-0.044551-0.053459i,-0.066265-0.068831i,-0.04556-0.024483i,0.014647-0.0030819i,0.035165-0.014739i,0.020074-0.014741i,0.011929-0.006107i,0.0051597+0.0028609i,-0.0064039+0.016884i,-0.018754+0.029171i,-0.030524+0.032663i,-0.034191+0.021763i,-0.028523+0.0019707i,-0.018513-0.01024i,-0.014584-0.010768i,-0.026896-0.0022185i,-0.046611+0.013076i
-0.006006-0.0079041i,0.0095717-0.032237i,0.021835-0.077447i,0.011875-0.12497i,0.0090919-0.15107i,0.053891-0.13857i,0.11182-0.11271i,0.13164-0.084618i,0.10175-0.050352i,0.042506-0.022059i,-0.0035633+0.00035013i,-0.01366+0.015343i,-0.0056318+0.013837i,0.0024041+0.005815i,0.011143+0.0040787i,0.022935+0.0078059i,0.036571+0.012353i,0.040806+0.010819i,0.026641+0.0039256i,0.0070544+8.9896e-05i,-0.0021631+0.0009905i,0.0029985+0.014013i,0.018255+0.034446i
0.044736+0.014017i,0.10292+0.010674i,0.14434-0.032038i,0.12132-0.067303i,0.06555-0.016587i,0.028984+0.082474i,0.022937+0.14197i,0.012038+0.12798i,-0.029322+0.080366i,-0.051+0.070475i,-0.022767+0.068161i,-0.00080607+0.044146i,-0.0022077+0.029621i,-0.0051737+0.014781i,-0.0092086-0.0078749i,-0.012778-0.026718i,-0.011251-0.037339i,-0.001406-0.031899i,0.0089347-0.015172i,0.01154-0.00028413i,0.011596+0.0084577i,0.021361+0.0037445i,0.036619-0.013269i
-0.040948+0.016617i,-0.05487+0.07023i,-0.02486+0.14138i,0.016415+0.16655i,-0.011316+0.14849i,-0.079569+0.15202i,-0.10239+0.15919i,-0.068972+0.11779i,-0.020871+0.043418i,0.0028374-0.018292i,0.0035031-0.037573i,0.00088763-0.031153i,-0.0020469-0.024704i,-0.0056313-0.013695i,-0.012701+0.00097159i,-0.025083+0.013763i,-0.038635+0.023346i,-0.041997+0.024924i,-0.029689+0.019433i,-0.011093+0.012644i,0.0057763+0.0042201i,0.0049854-0.012906i,-0.014127-0.032308i
-0.019601+0.013581i,-0.053665+0.037398i,-0.077095+0.049017i,-0.087002+0.0092589i,-0.088345-0.083166i,-0.087555-0.21467i,-0.11005-0.29483i,-0.11241-0.23449i,-0.05862-0.12352i,-0.02681-0.067979i,-0.042176-0.034236i,-0.040912-0.007023i,-0.022739-0.0052689i,-0.0093795-0.0043888i,0.0048613+0.0037927i,0.017215+0.012295i,0.024276+0.019832i,0.017961+0.019223i,0.0042637+0.013798i,-0.0029661+0.0071236i,-0.010621-0.0012525i,-0.024664+0.0013806i,-0.036373+0.015977i
-0.022284-0.067063i,-0.078351-0.12088i,-0.12683-0.11549i,-0.086539-0.077548i,0.012362-0.090972i,0.07875-0.10944i,0.099401-0.070858i,0.081241-0.010753i,0.045693+0.050104i,0.04132+0.074719i,0.046253+0.045927i,0.033544+0.020851i,0.029161+0.015836i,0.025142+0.0049781i,0.013334-0.0074813i,0.008726-0.018963i,0.011804-0.031604i,0.015731-0.035816i,0.01199-0.026893i,0.001097-0.010793i,-0.0052382+0.0075141i,0.0044461+0.025232i,0.021515+0.03597i
0.038677-0.0096841i,0.061123-0.043261i,0.07615-0.066625i,0.089015-0.025248i,0.12012+0.10187i,0.17145+0.23441i,0.21036+0.24986i,0.17+0.13324i,0.059347+0.014618i,0.0010717-0.021523i,0.01395-0.034995i,0.020175-0.047643i,0.0092113-0.034532i,0.00077532-0.016074i,-0.0079835-0.0072316i,-0.020548-0.0025577i,-0.032304+0.00097087i,-0.032404+0.0038623i,-0.020391+0.0057276i,-0.0059684+0.0087599i,0.010083+0.0080771i,0.024663-0.0067474i,0.033346-0.025033i
0.059603-0.004793i,0.10941-0.03655i,0.084851-0.04703i,-0.0094728+0.01449i,-0.080305+0.092491i,-0.099853+0.087002i,-0.12818+0.039846i,-0.12683+0.028551i,-0.068968+0.011044i,-0.043202-0.0057651i,-0.03717+0.016776i,-0.021114+0.029227i,-0.019713+0.02147i,-0.016108+0.016405i,-0.0037619+0.011472i,0.0063915+0.014257i,0.014889+0.024719i,0.015009+0.028017i,0.010618+0.020585i,0.0089891+0.0076827i,0.0016934-0.0073752i,-0.016517-0.019146i,-0.032299-0.027351i
-0.019368+0.07049i,-0.0075895+0.12005i,0.012525+0.12576i,-0.0058405+0.033022i,-0.10343-0.10778i,-0.22233-0.17677i,-0.22625-0.13098i,-0.085472-0.043529i,0.049063+0.0019611i,0.06988+0.0065574i,0.037718+0.021309i,0.033526+0.032488i,0.037261+0.014336i,0.027088-0.0026882i,0.022866-0.010018i,0.025665-0.01994i,0.027491-0.028937i,0.0244-0.028364i,0.014994-0.02115i,0.00031538-0.015394i,-0.013449-0.005071i,-0.01948+0.014589i,-0.023076+0.032829i
-0.018214+0.033331i,-0.012786+0.039146i,-0.012817+0.0052018i,-0.017517-0.060149i,-0.0088921-0.068859i,0.067979+0.0028544i,0.14158+0.029058i,0.070354+0.0060807i,-0.033376+0.029517i,-0.035627+0.035746i,-0.02127-0.013805i,-0.029709-0.034677i,-0.019869-0.023272i,-0.0070799-0.015287i,-0.0059201-0.0092649i,-0.015123-0.0064177i,-0.027891-0.0038853i,-0.028076-0.0009272i,-0.020865+0.00098996i,-0.013809+0.0040326i,0.00040059+0.0063383i,0.019696+0.0061945i,0.034229+0.011941i
-0.076521-0.025279i,-0.13081-0.037299i,-0.14384+0.00039017i,-0.027524+0.084713i,0.16403+0.090618i,0.23357+0.0069138i,0.15525-0.028415i,0.062049-0.0064298i,-0.0032324+0.0034267i,-0.030438-0.00036411i,-0.025705-0.00063296i,-0.024453+0.0096194i,-0.018975+0.025882i,-0.0066742+0.028688i,-0.0034919+0.02631i,-0.0014657+0.031662i,0.0005972+0.035675i,-0.0023822+0.031006i,-0.003799+0.021089i,0.00045515+0.010461i,0.0054552-0.0021069i,0.0060827-0.017435i,0.010232-0.031315i
0.0089553-0.025497i,0.043537-0.053449i,0.046023-0.099951i,-0.018606-0.10736i,-0.12626-0.075182i,-0.21368-0.058454i,-0.20806-0.056912i,-0.098492-0.086991i,-0.0051175-0.13198i,0.0095049-0.094779i,0.025167-0.022002i,0.044229-0.0034109i,0.031743-0.007117i,0.015364-0.0025735i,0.011386-0.0022798i,0.014797-0.011296i,0.019307-0.023018i,0.017391-0.025034i,0.012036-0.018583i,0.0060421-0.010398i,-0.0034934+0.00060909i,-0.015036+0.0089407i,-0.025888+0.0025043i
-0.00017297-0.049074i,0.024543-0.075196i,0.0061853-0.11083i,-0.1058-0.08068i,-0.16638+0.057007i,-0.065466+0.18584i,0.043285+0.19058i,0.055173+0.15383i,0.053118+0.13222i,0.055607+0.077289i,0.026223+0.023564i,8.5779e-05+0.0018256i,-0.0071165-0.0079487i,-0.0085025-0.012955i,-0.010061-0.016515i,-0.015196-0.01605i,-0.014911-0.01132i,-0.0061907-0.01073i,0.0015101-0.012074i,0.0030785-0.0068814i,0.0041644+0.003009i,0.0083133+0.013936i,0.006975+0.025254i
-0.0023517+0.023957i,0.03056+0.10405i,0.12478+0.13559i,0.22834+0.040163i,0.26681-0.10047i,0.23767-0.17328i,0.16812-0.14523i,0.094471-0.042862i,0.047785+0.037299i,0.013138+0.037196i,-0.016959+0.021147i,-0.016789+0.03017i,0.00073672+0.027525i,0.0034991+0.014559i,-0.0014695+0.013826i,-0.0004162+0.021056i,0.0025962+0.029003i,0.0021396+0.029273i,-0.0011856+0.02193i,-0.0031279+0.011605i,-0.00018899-0.0013246i,0.0057099-0.011493i,0.014042-0.0091748i
-0.0085536-0.044473i,-0.040472-0.021553i,-0.034992+0.017905i,-0.0088137-0.020281i,-0.085779-0.11785i,-0.25075-0.13006i,-0.31304-0.078624i,-0.26652-0.083802i,-0.21423-0.086803i,-0.1361-0.033089i,-0.043854-0.0015801i,-0.0034761-0.0067147i,0.00077427-0.0020358i,0.0057481+0.0070913i,0.010832+0.0073164i,0.011194+0.0010571i,0.0076132-0.0021039i,0.0036651+0.0032552i,0.001518+0.0081167i,0.00041921+0.0083202i,-0.0028272+0.0068353i,-0.0079331+0.0026008i,-0.0073545-0.007546i
-0.015982-0.029889i,-0.10475-0.031589i,-0.20388+0.04117i,-0.20359+0.20781i,-0.066563+0.34637i,0.10094+0.32104i,0.17382+0.19773i,0.15707+0.093265i,0.11727+0.024327i,0.078333-0.014118i,0.037822-0.027273i,0.0041233-0.023028i,-0.0095849-0.01368i,-0.0095685-0.012591i,-0.010819-0.018126i,-0.015436-0.022299i,-0.017112-0.025508i,-0.014487-0.026462i,-0.0094169-0.021535i,-0.0012891-0.012781i,0.0053696-0.001546i,0.0062493+0.0063751i,-0.0018608+0.0044087i
0.08072-0.036612i,0.10204-0.11213i,0.088041-0.17544i,0.079075-0.18711i,0.13991-0.18548i,0.22624-0.19921i,0.23741-0.17739i,0.19834-0.10484i,0.15042-0.053198i,0.07164-0.034514i,0.011444-0.011061i,0.0037807+0.0025204i,0.0035903-0.0033048i,-0.0052971-0.0047286i,-0.0084257+0.0016203i,-0.0038534+0.0071219i,0.0011749+0.0065996i,0.00072987+0.00054235i,-0.0027463-0.0023508i,-0.0054227-0.0010752i,-0.0047762-0.0016145i,-0.0025598-0.0016075i,-0.0032145+0.0045371i
0.043919+0.031932i,0.087176-0.007251i,0.089822-0.10636i,-0.041924-0.20034i,-0.26258-0.16331i,-0.40111-0.014975i,-0.38979+0.10125i,-0.29841+0.14034i,-0.18972+0.14197i,-0.084053+0.11345i,-0.015544+0.061204i,0.0088836+0.021171i,0.015654+0.0086135i,0.021143+0.0066154i,0.02564+0.0051671i,0.025856+0.0068458i,0.024276+0.011326i,0.020235+0.014679i,0.012956+0.013381i,0.005435+0.010287i,-0.0018829+0.0079251i,-0.0048308+0.0071774i,0.0031984+0.0094132i
0.025747+0.084081i,0.063919+0.15552i,0.12667+0.24023i,0.19481+0.28143i,0.20551+0.26542i,0.15457+0.22129i,0.10243+0.13552i,0.056723+0.034653i,0.019385-0.017652i,0.009542-0.029512i,0.0035703-0.024396i,-0.0040579-0.0086877i,0.00023813-0.0011574i,0.0047405-0.004467i,2.2374e-05-0.008033i,-0.008461-0.0082405i,-0.011617-0.0054655i,-0.0071857-0.0019426i,-0.0015123-0.0015244i,0.00024118-0.0039968i,1.2237e-05-0.0028921i,0.00076556-0.0012812i,0.0032475-0.006155i
-0.065159+0.029313i,-0.1043+0.053597i,-0.099874+0.071515i,-0.0056171+0.01325i,0.12034-0.15591i,0.18635-0.31855i,0.18227-0.34643i,0.12906-0.27707i,0.052291-0.18706i,-0.0090082-0.098224i,-0.027031-0.031812i,-0.018479-0.0039904i,-0.015157+0.0039679i,-0.014775+0.011529i,-0.01151+0.013228i,-0.01267+0.0078551i,-0.01844+0.0036993i,-0.019421+0.0017435i,-0.014693+0.00092688i,-0.0099337+0.00080931i,-0.0046722+0.00029597i,-0.0030748-0.0021653i,-0.0091818-0.0044735i
-0.05783-0.0098461i,-0.13225-0.049583i,-0.26764-0.076942i,-0.39472-0.023047i,-0.4273+0.07659i,-0.35518+0.16043i,-0.22185+0.221i,-0.077496+0.22579i,0.016891+0.16658i,0.042494+0.095831i,0.03603+0.042289i,0.021032+0.014013i,0.013057+0.0085782i,0.013612+0.0068571i,0.015422+0.0037578i,0.019096+0.0021588i,0.020404+0.00051933i,0.013569+0.0022729i,0.004264+0.0064092i,0.0012461+0.0065283i,0.0021726+0.0030287i,0.0039726+0.0015099i,0.0046687+0.004222i
-0.013103-0.051824i,0.037186-0.10772i,0.10015-0.15885i,0.13855-0.1191i,0.1595+0.03508i,0.14563+0.16971i,0.075413+0.18097i,0.0061274+0.12487i,-0.010311+0.061162i,-0.00016524+0.0090025i,0.0029191-0.0097742i,0.0020854-0.0060956i,0.0013818-0.0057218i,-0.0030287-0.0086693i,-0.0051827-0.0068733i,-0.00029391-0.0046176i,0.0057767-0.0066887i,0.0081729-0.0089884i,0.0061811-0.010555i,0.0016842-0.010577i,-0.0027801-0.0078438i,-0.0032047-0.0052803i,0.0027025-0.0030001i
0.0074544-0.0103i,0.07866-0.018341i,0.16666-0.088615i,0.18267-0.22419i,0.12834-0.36218i,0.065062-0.44953i,-0.018144-0.43655i,-0.096648-0.3008i,-0.11316-0.13757i,-0.083745-0.035645i,-0.049521+0.0073109i,-0.02487+0.014252i,-0.014352+0.0098692i,-0.010095+0.0071848i,-0.011178+0.0058954i,-0.017498+0.010728i,-0.016542+0.014826i,-0.0094645+0.0076324i,-0.0049018-0.0023149i,-0.003873-0.0040244i,-0.0032349+0.00018823i,-0.0022868+0.0037244i,-0.0019972+0.0023198i
0.0013212-0.003844i,-0.001269+0.087158i,-0.005085+0.2266i,-0.024309+0.31131i,-0.073249+0.28435i,-0.094041+0.20428i,-0.010872+0.1239i,0.087437+0.041028i,0.096645-0.005894i,0.059155-0.005699i,0.029193-0.0029732i,0.013868-0.0051365i,0.010861-0.0052657i,0.010435-0.0056414i,0.0077813-0.0060991i,0.0062597-0.0036878i,0.0053527+0.0023766i,0.0057902+0.0086618i,0.0082021+0.011454i,0.01044+0.0096442i,0.011256+0.003768i,0.0085263-0.0011524i,0.0013944-0.0023491i
-0.020089-0.022479i,-0.066088-0.003405i,-0.079114+0.029411i,-0.01252+0.070865i,0.10479+0.14863i,0.20357+0.25791i,0.22834+0.28275i,0.17222+0.18685i,0.088745+0.071797i,0.031068+0.001563i,0.0056875-0.019848i,0.00033303-0.015256i,0.0024097-0.0091162i,0.0041436-0.0047773i,0.0057157-0.0051701i,0.005124-0.012676i,0.00024711-0.014888i,-0.0023129-0.0074301i,-0.00063252+0.0006952i,-0.00067249+0.0018393i,-0.0030842-0.00019732i,-0.0047215-0.0012487i,-0.0032391+9.5455e-05i
0.015577-0.04355i,-0.046217-0.10795i,-0.16103-0.18197i,-0.2479-0.2305i,-0.25328-0.27035i,-0.24633-0.27959i,-0.25713-0.17446i,-0.21071-0.018337i,-0.1146+0.054296i,-0.047023+0.047748i,-0.013168+0.029718i,0.00024061+0.019391i,0.00083684+0.01497i,-0.00029911+0.011082i,-0.0037588+0.0096901i,-0.0071757+0.012121i,-0.0086737+0.010857i,-0.011625+0.0046298i,-0.01428-0.00021745i,-0.012201+0.00043029i,-0.0073426+0.0051575i,-0.0027668+0.0084271i,0.0022276+0.0074194i
0.045332-0.0060108i,0.10022-0.024848i,0.17016-0.035845i,0.16303-0.023598i,0.02534+0.0094839i,-0.11155+0.0055194i,-0.14149-0.052483i,-0.10523-0.085155i,-0.045402-0.063231i,0.0046766-0.026826i,0.016013-0.0088993i,0.008281-0.0057185i,0.0023577-0.0059122i,-0.0024276-0.0049699i,-0.0041264-0.0026226i,0.0006607-0.0014629i,0.0066561-0.0027854i,0.0058033-0.0043755i,0.0028418-0.0027887i,0.0041225-0.00032136i,0.007843-0.00041818i,0.0084891-0.00019017i,0.0038218+0.00123i
0.050255+0.040083i,0.097673+0.037082i,0.14247+0.0086171i,0.18207-0.010679i,0.26885+0.01137i,0.36683+0.016821i,0.34664-0.037095i,0.20916-0.074771i,0.077628-0.054377i,0.012497-0.023622i,-0.0061993-0.0093848i,-0.00501-0.0044493i,-0.0013113-0.0031545i,0.0027337-0.0050182i,0.0049037-0.012145i,-0.00069772-0.017837i,-0.0056722-0.014334i,-0.0021628-0.006762i,0.0030018-0.0013599i,0.0039431+0.00069726i,0.0023848-0.0021447i,0.00023408-0.0064278i,-0.00097859-0.0060008i
-0.030317+0.054847i,-0.074377+0.12934i,-0.11799+0.22616i,-0.12577+0.231i,-0.11538+0.10443i,-0.09803+0.011766i,-0.038626+0.04218i,0.033467+0.07705i,0.041231+0.061824i,0.010408+0.040572i,0.00034092+0.026028i,0.0061682+0.014951i,0.010976+0.0078515i,0.011211+0.0040327i,0.010256+0.0041371i,0.0096154+0.008835i,0.0081118+0.012375i,0.0050461+0.01161i,-8.0729e-05+0.0091862i,-0.003319+0.0077499i,-0.0045416+0.0083027i,-0.0053918+0.0071875i,-0.0038291+0.0016971i
-0.034361+0.01336i,-0.055067-0.020183i,-0.079305-0.07044i,-0.10752-0.067327i,-0.15389+0.0252i,-0.20996+0.13022i,-0.20157+0.15597i,-0.13042+0.10296i,-0.062874+0.033023i,-0.022-0.0075734i,-0.0086663-0.013806i,-0.0081089-0.0047281i,-0.0070276+0.0062752i,-0.0029879+0.013694i,0.0045291+0.015296i,0.010736+0.0088845i,0.0092909-0.00070188i,0.0023163-0.0048933i,-0.0030777-0.0055787i,-0.0044554-0.0031611i,-0.0018965+0.003713i,0.0027684+0.0098718i,0.0038913+0.0098905i
-0.040638-0.039812i,-0.075527-0.10561i,-0.11341-0.15871i,-0.08465-0.15416i,0.027493-0.13233i,0.11003-0.1323i,0.072834-0.12266i,-0.0013996-0.080718i,-0.020996-0.037745i,-0.012374-0.021416i,-0.0085666-0.014996i,-0.0086872-0.0068318i,-0.008601-0.0014777i,-0.0073706-0.0013169i,-0.009727-0.0010325i,-0.015711+0.0013244i,-0.016755+0.0030034i,-0.010334+0.0019834i,-0.0040975-0.00040245i,-0.0028964-0.0024357i,-0.0022032-0.0059305i,0.00012078-0.0091421i,0.0031388-0.0060386i
0.021966-0.011681i,0.10836-0.0042315i,0.21151-0.0089804i,0.21555-0.039306i,0.10481-0.088391i,0.024434-0.12439i,0.029065-0.11707i,0.046801-0.077741i,0.048436-0.030519i,0.039524+0.0022413i,0.028479+0.0054961i,0.017483-0.0028477i,0.0075991-0.0052111i,-0.001323-0.0035441i,-0.0054964+0.0012738i,-0.00022207+0.0075304i,0.0075103+0.01033i,0.0098008+0.0088627i,0.0081449+0.0051475i,0.0036855+0.0018052i,-0.0050926-0.0014397i,-0.013034-0.0048026i,-0.012536-0.0080922i
0.0065114-0.016044i,0.021299-0.0091402i,0.015921+0.0071749i,-0.018337+0.046809i,-0.0408+0.11921i,-0.024492+0.16448i,0.0035049+0.13624i,0.011008+0.085796i,0.00087477+0.047109i,-0.0047705+0.023124i,-0.0012969+0.015888i,0.0040537+0.013083i,0.007445+0.0072307i,0.0083837+0.0024998i,0.0083766-0.0026766i,0.0071113-0.008829i,0.0036303-0.009819i,9.4121e-05-0.0073108i,-0.0027745-0.0056638i,-0.0023875-0.0035347i,0.0029492+0.0022019i,0.0071455+0.0082891i,0.0034558+0.0081624i
-0.019649+0.019737i,-0.054779+0.097127i,-0.081425+0.17847i,-0.050035+0.17646i,0.033547+0.09198i,0.074268+0.018531i,0.042875+0.0077545i,0.003168+0.023556i,-0.019003+0.027502i,-0.026529+0.019988i,-0.021925+0.014342i,-0.011653+0.011719i,-0.0040007+0.0076466i,-0.0026712+0.0027221i,-0.0065423+0.00033275i,-0.011859+0.0040201i,-0.012764+0.007754i,-0.011197+0.005748i,-0.0092735+0.0035495i,-0.0039903+0.0025064i,0.0038572-0.0016282i,0.011652-0.0040786i,0.016987+0.00073214i
0.0084325-0.037283i,-0.0044421-0.091887i,-0.023904-0.16344i,-0.047492-0.19074i,-0.077862-0.15061i,-0.088198-0.095696i,-0.063403-0.062258i,-0.032472-0.051554i,-0.0081724-0.043896i,0.0043344-0.029695i,0.00094899-0.018846i,-0.0043735-0.011779i,-0.0057238-0.0047014i,-0.0037569+0.0011273i,0.0016584+0.0038168i,0.0076128+0.0030337i,0.011212+0.0029932i,0.011967+0.0050187i,0.011273+0.0053127i,0.0076617+0.0029334i,-0.0017618+0.0018089i,-0.0105+0.0018236i,-0.0082117-0.0012621i
-0.00097102-0.016808i,-0.026903-0.036318i,-0.057708-0.043909i,-0.070672-0.0094818i,-0.065464+0.050844i,-0.055846+0.090171i,-0.026976+0.080103i,0.0091075+0.040415i,0.017231+0.013417i,0.010235+0.002256i,0.0087029-0.0038682i,0.0076549-0.0063152i,0.0056035-0.0061415i,0.0059931-0.0060168i,0.005286-0.0076317i,0.0012958-0.010044i,-0.0023545-0.010436i,-0.0017034-0.0071169i,-0.00042032-0.0049263i,-0.0024963-0.0037417i,-0.0037868+0.001442i,-0.0056501+0.0076154i,-0.011865+0.0078933i
