0.0032037-0.00094214i,0.0023399-0.00090228i,0.00054467-0.0018135i,-0.0012112-0.0019436i,-0.0019845-0.0010824i,-0.0019306+0.00022226i,-0.0014415+0.00098479i,-0.00055918+0.0010631i,0.00037358+0.00076432i,0.00057413-0.00025765i,-0.00023431-0.00061836i,-0.0011987-0.00033839i,-0.0011024-0.00012494i,-0.00067938+0.00078347i,-0.00024685+0.0011922i,0.00042662+0.00061567i,0.00041383+7.6021e-05i,0.00031987-0.00071386i,0.00042093+0.00044344i,0.00063168+0.0006475i,0.00040964-0.00049522i,-0.00022852-0.00077044i,-0.00012902-0.00085537i
0.051688+0.082428i,0.10639+0.23154i,0.15126+0.3617i,0.17543+0.31675i,0.16931+0.14588i,0.10234+0.052087i,0.021995+0.079779i,-0.023292+0.10861i,-0.048265+0.10098i,-0.046635+0.080808i,-0.027345+0.050571i,-0.015389+0.028672i,-0.012315+0.014291i,-0.022258+0.00011228i,-0.031678+0.0016149i,-0.021156+0.013412i,-0.0031547+0.017751i,0.0089094+0.011932i,0.013955+0.0025863i,0.012489-0.0035557i,0.0092699-0.0079253i,0.0048026-0.011496i,-9.0069e-05-0.011484i
-0.06341-0.10782i,-0.15841-0.251i,-0.25995-0.32983i,-0.28603-0.21474i,-0.20491-0.038655i,-0.078711-0.012398i,-0.011528-0.085852i,0.01497-0.10723i,0.049804-0.085731i,0.051909-0.068731i,0.020044-0.043299i,0.00037248-0.018152i,0.0016251-0.0058393i,0.012302+0.0016225i,0.019046+0.0013119i,0.014039-0.0069339i,0.0026583-0.011384i,-0.0061164-0.0060447i,-0.0084569+0.001575i,-0.0062769+0.0043859i,-0.0032009+0.0046649i,0.00063968+0.0053327i,0.0052864+0.0072531i
0.094176+0.084262i,0.19973+0.17661i,0.24486+0.21604i,0.19451+0.15752i,0.12525+0.09306i,0.060462+0.089659i,0.016054+0.096288i,0.0053858+0.070756i,-0.0033858+0.027105i,-0.013773+0.0020547i,-0.0055488-0.0038777i,0.0048952-0.0065763i,0.0046582-0.006463i,-0.0046539-0.010647i,-0.017944-0.011926i,-0.021374-0.0012557i,-0.013996+0.0071758i,-0.0043742+0.0062478i,0.0042611+0.0052999i,0.011824+0.0069899i,0.015629+0.0042785i,0.010631-0.0053027i,0.00031262-0.013006i
-0.062248-0.052211i,-0.1245-0.16053i,-0.15688-0.30937i,-0.19624-0.37104i,-0.25807-0.27588i,-0.20865-0.13279i,-0.052539-0.067752i,0.054151-0.065338i,0.080704-0.050725i,0.072329-0.031638i,0.039981-0.023246i,0.0086426-0.012765i,-0.0040945-0.004292i,-0.0011474+0.0031476i,0.0084969+0.003302i,0.010708-0.0065888i,0.0050805-0.013784i,-0.0028648-0.013733i,-0.0083102-0.0095462i,-0.0092632-0.0063091i,-0.009093-0.002845i,-0.0069514+0.0050351i,-0.0030323+0.013028i
0.070894+0.089455i,0.17083+0.22746i,0.25921+0.37087i,0.25376+0.4012i,0.1609+0.31953i,0.047446+0.21826i,-0.032462+0.13665i,-0.073973+0.085644i,-0.083318+0.056164i,-0.066527+0.039076i,-0.037627+0.025128i,-0.016423+0.0090056i,-0.008654+0.00046032i,-0.0085825-0.0027455i,-0.011666-0.0048127i,-0.0084782-0.00094716i,0.0022758+0.0026268i,0.011437+0.00035419i,0.010763-0.0024745i,0.0022196-0.0021809i,-0.0037397-0.00055728i,-0.0037795-0.0015436i,-0.0015388-0.0068222i
-0.11293-0.046371i,-0.23448-0.086732i,-0.25527-0.13493i,-0.12976-0.20283i,-0.025825-0.27842i,-0.02579-0.25583i,-0.031292-0.12693i,-0.0099918-0.025202i,0.0025331+0.022632i,0.0066747+0.034994i,-0.0010735+0.02124i,-0.01192+0.012007i,-0.0081119+0.0059601i,-0.00062533-0.0019241i,0.00495+0.00063234i,0.009638+0.0040022i,0.0082311+0.0033613i,0.0032851+0.0015598i,-0.0012622-0.0022396i,-0.0040767-0.0040593i,-0.0049723-0.0023455i,-0.0032199+0.0042576i,0.00032229+0.012463i
0.050854+0.0085646i,0.079173+0.054124i,0.031836+0.15241i,-0.059126+0.25151i,-0.067494+0.25784i,-0.021268+0.15037i,-0.031761+0.036459i,-0.057496+0.0066875i,-0.048775+0.0073387i,-0.036747-0.0010322i,-0.020791+0.00054183i,0.0025878+0.0048149i,0.013795+0.0068981i,0.011205+0.010017i,0.0035904+0.0080208i,-0.0027566+0.0055875i,-0.0050285+0.0081687i,-0.0014537+0.013041i,0.005357+0.014284i,0.0089288+0.010061i,0.0086169+0.0030746i,0.0072845-0.0058929i,0.004786-0.013748i
-0.073603-0.063681i,-0.16135-0.15988i,-0.18171-0.25264i,-0.043241-0.27547i,0.12967-0.25754i,0.14863-0.2253i,0.081933-0.15205i,0.058857-0.087656i,0.050395-0.062779i,0.033762-0.04115i,0.0218-0.020517i,0.008881-0.0078702i,0.0048571-0.0023892i,0.0088911-0.0068i,0.0070267-0.012935i,-0.0016291-0.013808i,-0.010198-0.011428i,-0.012125-0.0080012i,-0.0063412-0.004735i,0.0027537-0.0029262i,0.0068858-0.0035693i,0.0031921-0.0015556i,-0.0026226+0.0053565i
0.11007+0.0021908i,0.22666-0.012842i,0.23515-0.058893i,0.017349-0.072252i,-0.20095+0.022706i,-0.16492+0.11593i,-0.039726+0.077195i,-0.016302+0.0089691i,-0.021792-0.0060092i,-0.0083839-0.011274i,0.00062656-0.011033i,0.0053955-0.0011565i,0.0025187+0.0081651i,-0.0024017+0.014908i,-0.0037536+0.01326i,-0.004758+0.004003i,-0.0055784-0.0050955i,-0.0060444-0.0076879i,-0.0041916-0.0058701i,-0.0032803-0.0045255i,-0.0044808-0.0036264i,-0.003073-0.0034288i,-0.00020583-0.0062905i
-0.042518+0.016431i,-0.076852+0.04509i,-0.03003+0.10357i,0.12874+0.16727i,0.23685+0.16176i,0.184+0.096872i,0.097385+0.048977i,0.061777+0.018325i,0.039434-0.0055796i,0.017339-0.0052999i,0.0002696+0.0015477i,-0.015954+0.0015698i,-0.018078-0.0011555i,-0.0054457-0.0071728i,0.0039928-0.011234i,0.0080795-0.0098553i,0.012267-0.0071118i,0.0127-0.0072984i,0.0065183-0.0068265i,0.00053865-0.0021198i,-0.0015512+0.0022413i,-0.0026074+0.0061794i,-0.0027103+0.010403i
0.060253+0.033594i,0.15304+0.077063i,0.20086+0.042847i,0.068993-0.093745i,-0.13343-0.15214i,-0.18874-0.061711i,-0.12735+0.015527i,-0.089451+0.029571i,-0.074159+0.040035i,-0.04573+0.036495i,-0.026787+0.017983i,-0.015239+0.0090712i,-0.011424+0.0085323i,-0.018866+0.014749i,-0.016888+0.022506i,-0.0032019+0.021224i,0.0067866+0.013137i,0.0094704+0.0057565i,0.0076579+0.0024317i,0.0043185+0.0011816i,0.0019299+0.0001512i,0.00088575-0.0016992i,0.00083938-0.0051732i
-0.12094+0.018967i,-0.27915+0.076238i,-0.37713+0.22118i,-0.24849+0.37205i,-0.026543+0.34242i,0.054356+0.16037i,0.031474+0.039549i,0.036057+0.011i,0.046245-0.0043036i,0.024329-0.0067777i,0.0030856+9.886e-05i,-0.0047395-0.0014522i,-0.0033213-0.008248i,0.0048992-0.013558i,0.011068-0.014339i,0.0080827-0.0086663i,0.0022999+0.0011923i,0.003452+0.0094185i,0.0076537+0.010071i,0.0090166+0.0057085i,0.009264+0.0015867i,0.0076974-0.0024615i,0.0023502-0.0013683i
0.036721-0.034351i,0.10904-0.10075i,0.1751-0.23734i,0.14831-0.4014i,0.056979-0.44783i,-0.016858-0.32474i,-0.042774-0.17404i,-0.046344-0.091125i,-0.039928-0.044554i,-0.017697-0.019851i,0.003146-0.013528i,0.010719-0.0095028i,0.0088464-0.0034013i,-0.00055606+0.00046167i,-0.011247+0.0037984i,-0.015032+0.0046194i,-0.012938+0.0022785i,-0.008303+7.1155e-05i,-0.0031996-0.0010438i,-0.00058115-0.002759i,-0.0018902-0.0052395i,-0.0032007-0.0062011i,-0.0027354-0.0071992i
-0.059139-0.022242i,-0.1878-0.038201i,-0.33682+0.013709i,-0.37627+0.16651i,-0.26589+0.26638i,-0.092492+0.19553i,0.017887+0.083111i,0.057137+0.029982i,0.063109+0.0006915i,0.040992-0.014508i,0.016546-0.0097911i,0.005978-0.0050269i,0.0060576-0.0066686i,0.013277-0.011333i,0.015046-0.017145i,0.0072945-0.017505i,-0.0012229-0.011895i,-0.0056127-0.0026772i,-0.0065849+0.0036996i,-0.0055964+0.0052955i,-0.0029265+0.0073842i,0.0015555+0.0085854i,0.0039107+0.0078074i
0.091889-0.025661i,0.27088-0.071419i,0.48081-0.14767i,0.55148-0.2321i,0.43609-0.23631i,0.24621-0.14096i,0.10714-0.059865i,0.030955-0.032134i,-0.010136-0.014516i,-0.015518+0.0026377i,-0.0042536+0.0054615i,0.0036018+0.0038866i,0.0045137+0.0060838i,-0.0049227+0.0087313i,-0.013435+0.011103i,-0.0094709+0.0093762i,-0.00018969+0.0024999i,0.0016441-0.0031085i,-0.0016201-0.0033316i,-0.0013343-0.0020743i,-0.0012147-0.0025069i,-0.002162-0.0025724i,-0.00057778-0.0027355i
-0.042508+0.03505i,-0.13812+0.086661i,-0.28814+0.1369i,-0.40717+0.17216i,-0.38807+0.19029i,-0.2403+0.17746i,-0.095563+0.14303i,-0.020827+0.10608i,0.0077904+0.068266i,0.0062942+0.033379i,-0.0069689+0.017487i,-0.011438+0.013099i,-0.0082585+0.0080101i,-0.00089577+0.0044407i,0.0066278+0.0053632i,0.0094269+0.0049882i,0.0077152+0.0027047i,0.0046773+0.0027671i,0.0021052+0.0045949i,-0.0003544+0.0050676i,6.6117e-05+0.0058137i,0.0018653+0.0064244i,0.0013344+0.0076004i
0.042341+0.012143i,0.14898+0.048296i,0.32563+0.10533i,0.46292+0.11291i,0.41757+0.055684i,0.22218+0.012263i,0.055688-0.0034772i,-0.014171-0.011897i,-0.029432-0.0070855i,-0.023152+0.0047438i,-0.01227+0.0086679i,-0.0042574+0.007651i,-0.0022905+0.0070584i,-0.0053029+0.0067757i,-0.0070918+0.0057999i,-0.0070187+0.0060601i,-0.0057011+0.0071865i,-0.0018293+0.005868i,0.0026528+0.00058546i,0.0051984-0.0036158i,0.0046179-0.0065688i,0.0012932-0.0092599i,-0.001012-0.0078831i
-0.072669+0.015469i,-0.21744+0.019017i,-0.41559-0.031709i,-0.52625-0.11094i,-0.45523-0.14242i,-0.29446-0.1148i,-0.16251-0.059927i,-0.077004-0.016541i,-0.022938-0.003805i,0.00081364-0.011278i,-0.0012174-0.015338i,-0.0101-0.0065809i,-0.0063937-0.001433i,0.0025664-0.0073017i,0.0053048-0.01154i,0.00090433-0.010967i,-0.0023214-0.0083959i,-0.0020172-0.0047544i,-0.0025608-0.0020495i,-0.0049721-0.00059073i,-0.0064253+0.0021717i,-0.003938+0.0041443i,-0.0026619+0.0041542i
0.018296-0.034146i,0.071486-0.042611i,0.17478+0.015722i,0.25491+0.12823i,0.22167+0.17017i,0.12781+0.082556i,0.047755-0.020123i,0.00055606-0.045463i,-0.012633-0.031005i,-0.01033-0.017655i,-0.0051675-0.0079637i,-0.0019913-0.0026113i,-0.0013644+0.00077528i,-0.00093379+0.00091812i,-0.0028538-0.0039381i,-0.0046246-0.006331i,-0.0050236-0.0058996i,-0.004801-0.0047657i,-0.002388-0.0029937i,0.001403-0.0016291i,0.0038886-0.0016551i,0.0041462-0.002332i,0.0043958-0.0035879i
-0.024232-0.01559i,-0.075956-0.070262i,-0.15072-0.17949i,-0.18386-0.28582i,-0.1287-0.29967i,-0.042738-0.19661i,0.010189-0.086447i,0.01762-0.040828i,0.0089039-0.017816i,0.0090579-0.0024088i,0.0068338-0.0021103i,0.00037224-0.0043437i,-0.000686-0.0025937i,4.6396e-05+0.00076091i,-0.00012619+0.0021358i,0.0016462-0.0010089i,0.0047872-0.0056569i,0.0045191-0.0057454i,0.00086746-0.0024966i,-0.0020517-0.0011912i,-0.0034501-0.0007607i,-0.0037239+0.00086872i,-0.0024393+0.0024711i
0.03705-0.016234i,0.10786+0.0063928i,0.17445+0.091649i,0.15502+0.2137i,0.078179+0.26216i,0.041464+0.18265i,0.036069+0.075145i,0.025442+0.022286i,0.0069312+0.00717i,-0.0096361+0.0086178i,-0.0099647+0.012059i,-0.0013538+0.0091007i,0.0002299+0.0073754i,-0.0033296+0.010775i,-0.0005404+0.015264i,0.0045306+0.013858i,0.0026341+0.0065751i,-0.00078508+0.00045889i,0.00080487-3.9258e-05i,0.0042879+0.0034602i,0.0062961+0.0036483i,0.005298+0.0012883i,0.003427+0.0014797i
-0.01215+0.02004i,-0.023229+0.024035i,-0.0074789-0.024853i,0.053858-0.13082i,0.10052-0.16692i,0.092295-0.075669i,0.068455+0.0051675i,0.048082+0.010635i,0.026913-0.0025062i,0.0166-0.00048781i,0.014356+0.0023959i,0.0093957-0.001352i,0.0050703-0.0048302i,0.0049871-0.006515i,0.0043137-0.0066359i,0.0031726-0.0048724i,0.004429-0.00053749i,0.0074975+0.0027753i,0.0073769+0.0008823i,0.0040724-0.0024266i,0.0010467-0.0034831i,-0.0013431-0.0038346i,-0.003549-0.0027736i
-0.00050403-0.002398i,-0.0080089+0.029515i,-0.057632+0.09389i,-0.14033+0.15926i,-0.17769+0.14919i,-0.14757+0.07412i,-0.094074+0.020647i,-0.047692+0.0020088i,-0.018023-0.0076369i,-0.011063-0.015662i,-0.016116-0.013871i,-0.01288-0.0041734i,-0.0050381+1.447e-05i,-0.0034089-0.0028452i,-0.0025294-0.0038982i,-0.0018412-0.001336i,-0.0029435+5.4466e-05i,-0.0031582-0.00035193i,-0.002471-0.0014611i,-0.0020922-0.00061309i,-0.00088952+0.0022527i,0.00073136+0.0023702i,0.00063485-3.2739e-05i
-0.022597+0.0090075i,-0.04252+0.01565i,-0.011902-0.0047597i,0.080249-0.041573i,0.12518-0.033365i,0.07437+0.0034722i,0.021581+0.023701i,0.018129+0.021109i,0.021077+0.0063772i,0.014732-0.0011438i,0.0096953+0.00023105i,0.0030816+0.0036718i,5.9806e-05+0.0042466i,0.0017246-0.00067157i,-0.0013223-0.0074538i,-0.0035438-0.0079731i,-0.00052672-0.0028989i,0.0026675+0.0022767i,0.0034918+0.0039124i,0.0017743+0.0010613i,-0.0013364-0.0021905i,-0.0018835-0.0040501i,-0.00088609-0.0048615i
-0.0092146-0.02667i,-0.032149-0.062087i,-0.093459-0.080697i,-0.1745-0.064449i,-0.19674-0.065595i,-0.13009-0.086133i,-0.066903-0.076809i,-0.047888-0.026788i,-0.024432+0.011423i,-0.0075646+0.008811i,-0.011066-0.0010908i,-0.013148-0.0018098i,-0.0097898+0.0021892i,-0.0068147+0.0085953i,-0.0044683+0.011851i,-0.0030996+0.0095297i,-0.0042231+0.0037979i,-0.0065113-0.00084048i,-0.0060875-0.00051394i,-0.0051215+0.0010196i,-0.0049671+0.0021895i,-0.0035147+0.0035789i,-0.00031184+0.003192i
0.0086403+0.0061636i,0.034194+0.024019i,0.09815+0.048222i,0.16684+0.070823i,0.16607+0.084368i,0.095132+0.080354i,0.042519+0.066811i,0.028438+0.043855i,0.015919+0.02968i,0.0095601+0.032034i,0.013276+0.027002i,0.013311+0.013321i,0.0081244+0.0056181i,0.005053+0.0053681i,0.005695+0.0048003i,0.0057165+0.0023654i,0.0022229+0.0021297i,2.3387e-05+0.0050234i,0.0019552+0.0066945i,0.0052016+0.0034299i,0.0063756-0.0020697i,0.005333-0.0038344i,0.0036314-0.0021595i
0.004433-0.025496i,-0.00043515-0.064244i,-0.032048-0.11319i,-0.083729-0.14784i,-0.081609-0.14499i,-0.022525-0.10779i,-0.0029358-0.075358i,-0.026363-0.045157i,-0.035173-0.015984i,-0.021934-0.0072918i,-0.0082828-0.011848i,-0.0034625-0.013102i,-0.0026004-0.011383i,-0.0021934-0.010695i,-0.0022283-0.0075083i,-0.0029966-0.0046668i,-0.003156-0.0063388i,-0.0022403-0.0092857i,-0.00073101-0.0089571i,0.0014986-0.0053165i,0.0034736-0.0027665i,0.0025957-0.0014982i,0.00060339+0.00022083i
0.0061541+0.025064i,0.020873+0.085005i,0.047704+0.1617i,0.070225+0.19663i,0.049913+0.16739i,0.0038095+0.11508i,-0.0054887+0.069928i,0.0059396+0.023077i,0.0024656-0.01061i,-0.0058884-0.011909i,-0.0053844+0.0015631i,0.00063828+0.0087059i,0.0047827+0.004283i,0.0038647-0.0045613i,0.0006966-0.0093839i,-0.0012116-0.0075395i,-0.0015559-0.002209i,1.394e-05+0.0017128i,0.0015185+0.0025566i,0.0017816+0.0013382i,0.0029095-0.00014152i,0.0034766-0.00096043i,0.0024615-0.00071163i
-0.0063476-0.012291i,-0.025574-0.054946i,-0.048623-0.12642i,-0.059965-0.17451i,-0.039489-0.14982i,-0.0086627-0.092898i,-0.0047081-0.069255i,-0.018043-0.066799i,-0.022259-0.052182i,-0.015796-0.03771i,-0.013487-0.026983i,-0.012087-0.010007i,-0.0067581+0.0029824i,-0.0035568+0.0042617i,-0.0039211+0.0018189i,-0.0023008+0.0001508i,0.0019139-0.0028184i,0.0040987-0.0053067i,0.0031415-0.00503i,0.00065906-0.0022741i,-0.0013447+0.0014973i,-0.0014425+0.0034933i,-0.00082343+0.0022801i
-0.0031525+0.020781i,-0.0094118+0.069739i,-0.015081+0.14249i,-0.014357+0.18435i,-0.021341+0.14572i,-0.034241+0.072548i,-0.018681+0.038499i,0.019868+0.030857i,0.036137+0.014651i,0.019565+0.0064713i,0.00045521+0.012645i,-0.0061546+0.017545i,-0.0042318+0.016806i,0.00061574+0.014074i,0.0035449+0.011514i,0.0021492+0.0083233i,-0.00080243+0.0070116i,-0.001624+0.0092042i,-0.00070405+0.0099585i,0.00016155+0.0081112i,0.00016674+0.0057805i,-0.0004226+0.0039369i,-0.00041458+0.0020315i
-0.0031522-0.030962i,-0.0032891-0.088254i,0.0090887-0.16838i,0.022032-0.19739i,0.024821-0.13878i,0.028343-0.068377i,0.027268-0.044278i,0.013627-0.030353i,0.010469-0.0078286i,0.018857+0.00065233i,0.016447-0.0046221i,0.0040559-0.0088487i,-0.0047673-0.0052637i,-0.004241+0.00085753i,0.0013115+0.0026695i,0.0050702+0.0002434i,0.0041063-0.0023201i,0.0029183-0.0035565i,0.002889-0.002795i,0.0023244-0.0014919i,0.00093453-0.0010155i,-0.00059959+0.00033267i,-0.0014773+0.0011714i
0.00069903+0.0094241i,-0.0041365+0.053031i,-0.01658+0.12346i,-0.025502+0.15387i,-0.020286+0.10314i,-0.009539+0.052708i,-5.4046e-05+0.055977i,0.014001+0.066729i,0.020756+0.056093i,0.01344+0.036766i,0.0045836+0.016254i,0.00066127+0.0005486i,-1.7103e-05-0.0055753i,0.00016147-0.0071449i,-0.00050346-0.0073486i,-0.0031787-0.006406i,-0.0056903-0.004353i,-0.0070448-0.00092376i,-0.0071755+0.0015452i,-0.0054802+0.0018727i,-0.0024623-5.7303e-06i,-0.00062281-0.001366i,-0.00090833-0.00047149i
1.1195e-05-0.023416i,0.016479-0.061807i,0.040486-0.11812i,0.044487-0.13824i,0.025149-0.08953i,0.0075162-0.034894i,-0.00027854-0.025352i,-0.013127-0.032161i,-0.024674-0.025278i,-0.015838-0.013156i,-0.00057144-0.010371i,0.0038543-0.01177i,0.0010512-0.011177i,-0.0028415-0.0086592i,-0.0041499-0.0044486i,-0.0011839-0.0019093i,0.0030278-0.0028867i,0.0041146-0.0057471i,0.0029501-0.0065764i,0.001685-0.0061779i,0.00032948-0.0048817i,-0.00079114-0.0029545i,-0.00070981-0.0017999i
-0.0021709+0.021103i,-0.022285+0.065591i,-0.054733+0.12329i,-0.070783+0.13729i,-0.055041+0.095089i,-0.035774+0.055537i,-0.034612+0.046297i,-0.035916+0.041431i,-0.032144+0.024082i,-0.029937+0.0082351i,-0.022316+0.0060269i,-0.0085366+0.0068861i,0.002637+0.0052675i,0.0054388+0.0038438i,0.0019823+0.0037953i,-0.00079178+0.0048215i,-0.0018739+0.0050776i,-0.0025077+0.0039298i,-0.0023935+0.0027895i,-0.0030783+0.002278i,-0.0029431+0.0015534i,-0.0015323+0.00041028i,-0.00058885-2.7744e-05i
-0.0017815-0.01641i,0.01343-0.046976i,0.04068-0.088948i,0.05371-0.10267i,0.029316-0.07825i,-0.0016015-0.054769i,-0.0049467-0.05672i,-0.0022411-0.065557i,-0.0050184-0.053635i,-0.0024338-0.026722i,0.00097267-0.0049897i,0.0022325+0.0057569i,0.0028713+0.0078716i,0.0021863+0.0089472i,0.0023876+0.0087007i,0.0035048+0.0062526i,0.0045422+0.0045195i,0.0074252+0.0028472i,0.01004+0.00040112i,0.0087839-0.0016807i,0.0054713-0.0017255i,0.0025743-0.00074583i,0.00048465-0.00062523i
-0.01505+0.016634i,-0.038593+0.045968i,-0.069131+0.081819i,-0.073799+0.09398i,-0.040463+0.07521i,-0.016346+0.040464i,-0.021214+0.021126i,-0.016933+0.0232i,-0.00016987+0.018667i,0.0045438+0.0059166i,-0.00095068+0.0012742i,-0.0037956+0.0046974i,-0.0019351+0.0061178i,-0.00015865+0.0025656i,0.00086858-0.0012891i,-0.00080339-0.0029526i,-0.0043978-0.0010418i,-0.005757+0.0025646i,-0.0041496+0.0035384i,-0.0014255+0.0023598i,0.00017363+0.00043734i,-0.00026945-0.0010009i,-0.00060185-0.00063844i
0.0023991-0.014016i,0.022023-0.041034i,0.063487-0.073467i,0.086267-0.091024i,0.060075-0.088003i,0.036798-0.06933i,0.045198-0.053184i,0.052672-0.042007i,0.04802-0.025319i,0.036241-0.010755i,0.018367-0.0048275i,0.0029394-0.0033187i,-0.005793-0.0039319i,-0.0082619-0.0049067i,-0.00687-0.0053769i,-0.0048091-0.0055524i,-0.001954-0.0053434i,0.0010263-0.0030469i,0.0028807+0.00035048i,0.0032691+0.0018234i,0.0022154+0.0014884i,0.00084934+0.0014398i,0.0016207-0.0001146i
-0.0081207+0.005343i,-0.028444+0.025252i,-0.065788+0.052474i,-0.085192+0.069643i,-0.058525+0.065434i,-0.029513+0.049006i,-0.024998+0.03849i,-0.025015+0.034281i,-0.01878+0.028078i,-0.011363+0.015024i,-0.0096403+0.00084508i,-0.0081891-0.0045288i,-0.0034068-0.0040807i,-0.00010974-0.0048986i,0.0008289-0.0049537i,-0.00050106-0.003423i,-0.003643-0.0030564i,-0.0067055-0.0025706i,-0.0067265-0.0012707i,-0.0050479-0.0012715i,-0.0036962-0.0017747i,-0.0018725-0.0010988i,0.00018455+0.00040887i
0.0033516-0.010986i,0.020991-0.023474i,0.055501-0.039468i,0.071789-0.050186i,0.048939-0.04371i,0.03191-0.025084i,0.035912-0.011366i,0.031588-0.0056758i,0.012236+0.00079917i,-0.0018541+0.0098655i,-0.0023001+0.010601i,-0.0010636+0.0061342i,-0.00068365+0.0029616i,-0.00024844+0.0018296i,8.9394e-06+0.0025155i,0.001711+0.0027227i,0.0034963+0.0011127i,0.0034278-0.0011693i,0.0029933-0.001693i,0.002819-0.00079835i,0.0018549-0.00017693i,0.00066844+0.00027661i,0.00077159+0.0012083i
-0.0083643+0.0057601i,-0.029963+0.017956i,-0.067152+0.037311i,-0.088865+0.051439i,-0.077004+0.050659i,-0.05776+0.039568i,-0.051069+0.023759i,-0.053158+0.012693i,-0.046814+0.0058202i,-0.030474-0.00013625i,-0.015227-0.0013999i,-0.0044069+0.00028485i,0.0020702+0.0016938i,0.0057278+0.0024815i,0.0071095+0.0019613i,0.0044465+0.0020785i,0.0010587+0.0022512i,-0.00013858+0.00067362i,-0.00045561-0.0021283i,-8.1875e-05-0.003057i,0.00088637-0.0015912i,0.00075391-0.00046344i,-0.00071334+0.0003011i
-0.0031202-0.0053949i,0.012949-0.010915i,0.04624-0.018423i,0.07293-0.024455i,0.067889-0.025496i,0.04435-0.02137i,0.030023-0.011746i,0.025655-0.0078705i,0.01739-0.0083505i,0.0074345-0.0044741i,0.00074825+0.0011046i,-0.0023895+0.0037881i,-0.003502+0.0031091i,-0.0042639+0.0010992i,-0.0042384-0.00013076i,-0.0025484+0.00020704i,0.00010204+0.00088101i,0.0026637+0.00097147i,0.0043615+0.00027696i,0.0049514-0.00044489i,0.0047081-0.0010799i,0.0030178-0.00117i,0.0014122-0.0012201i
-0.0061705+0.00025586i,-0.02491+0.002923i,-0.052633+0.0063327i,-0.070253+0.0064054i,-0.067494+0.0055574i,-0.051305-0.0012027i,-0.039474-0.012732i,-0.028947-0.019848i,-0.011848-0.023501i,-0.00060217-0.02311i,0.0012899-0.017035i,-0.00026226-0.0099755i,-0.00094701-0.0047629i,0.00070221-0.0016932i,0.0016445-0.00097939i,-3.3907e-05-0.0020892i,-0.0024756-0.0021635i,-0.0023434+4.4466e-05i,-0.00054152+0.0023056i,-8.9449e-05+0.002043i,0.00012667+0.00022961i,0.00048383-0.0014884i,-9.1109e-05-0.0027751i
0.0026639-0.011474i,0.01558-0.013034i,0.038044-0.009543i,0.057812-0.0067194i,0.056578-0.011226i,0.040635-0.0088942i,0.0321+0.0014066i,0.030288+0.0059251i,0.026476+0.0057713i,0.016936+0.0043887i,0.0062366+0.0028014i,0.00080186+0.0015578i,-0.001147+0.00080315i,-0.0018644-0.00026641i,-0.0021484-0.0012113i,-0.001145-0.00092215i,-0.00069634-0.00068797i,-0.00090786-0.00013436i,0.00056991+0.0012037i,0.0017272+0.00092253i,0.00093178-1.4525e-05i,0.0011713+6.7843e-06i,0.0018817+0.00033164i
-0.006474-0.0084767i,-0.022396-0.0077306i,-0.050626-0.0084199i,-0.071974-0.0066875i,-0.066609+0.00043562i,-0.04393+0.0027131i,-0.027872-0.0029374i,-0.017579-0.005744i,-0.0073843-0.0010623i,0.0010345+0.0032964i,0.0048894+0.0025324i,0.0053599+0.0012773i,0.0057601+0.0016468i,0.0065267+0.001873i,0.0053506+0.0024428i,0.0022543+0.002929i,-0.00060784+0.0028345i,-0.0025932+0.002112i,-0.003746+0.0012398i,-0.0041243+0.00041952i,-0.0041637+0.00098614i,-0.0028641+0.0021562i,-0.0010327+0.0021724i
-0.0011393-0.0068083i,0.0089043-0.002494i,0.029515+0.009991i,0.045312+0.021908i,0.03924+0.024347i,0.025343+0.022358i,0.017138+0.020241i,0.011002+0.022954i,0.002614+0.026119i,-0.0032846+0.023277i,-0.0027439+0.016034i,-0.0014854+0.0087662i,-0.0015572+0.0040759i,-0.0021329+0.0012211i,-0.0025246-0.00050845i,-0.0020993+4.8801e-05i,-0.0013813+0.00087775i,-0.00014925+0.00077242i,0.0013457+0.000438i,0.0017083-0.00018658i,0.00086237+0.00019454i,0.00027882+0.0011046i,-0.00027246+0.0015479i
-0.0083777+0.00029082i,-0.021206-0.00023073i,-0.040725-0.0056487i,-0.051913-0.011865i,-0.043439-0.013233i,-0.030001-0.013067i,-0.021063-0.015418i,-0.016501-0.015811i,-0.012799-0.0099949i,-0.0077056-0.0033902i,-0.0046024+0.00075752i,-0.0027527+0.0027145i,-0.00079444+0.0022335i,0.0002135+0.0020784i,-1.4536e-05+0.0025764i,-0.0011482+0.0020949i,-0.0015552+0.00093764i,-0.00039604-0.00022154i,0.00065574-0.0011841i,0.00059973-0.0012003i,0.00062744-0.0012153i,0.00069074-0.0012795i,-0.00013364-0.00037799i
0.00023545-0.0015i,0.0094309+0.0019512i,0.028108+0.0094773i,0.043055+0.016054i,0.03807+0.016795i,0.022715+0.0085221i,0.010538+0.0011698i,-0.0001415-0.0012696i,-0.010238-0.0036879i,-0.014268-0.0052537i,-0.013138-0.0044424i,-0.01101-0.0018223i,-0.0073206-0.00021953i,-0.0036119-0.00093349i,-0.0026586-0.0018168i,-0.0023742-0.0032997i,-0.00028705-0.0044667i,0.0013426-0.0029207i,0.0014559-0.0011016i,0.0015491-8.2733e-05i,0.0020455-0.00041363i,0.0028475-0.0016159i,0.0025219-0.0028138i
