-0.0013866+0.00019523i,0.00015527-6.8896e-05i,0.00014424+0.00061152i,-0.0002185+0.0014551i,-0.00079995+0.0020816i,-0.001293+0.0021161i,-0.00091155+0.0014795i,0.00018918+0.00069189i,0.00092623+2.5385e-05i,0.00095727+7.8203e-05i,0.00058933-7.0796e-05i,-7.4864e-05-0.00079246i,5.8668e-05-0.0010697i,-0.00032789-0.0013253i,-0.00075399-0.00087654i,-0.0003967+0.00042823i,-0.00024926+0.00081174i,7.4691e-05+0.00059533i,0.0004674+0.00021181i,0.00022664+5.3145e-08i,0.00019663+0.00011298i,0.00036028-0.00047232i,-0.00014212-0.00066899i
0.00073245-0.00055109i,-0.00064649-3.5198e-05i,-0.0014681+0.00067154i,-0.0024989+0.00021634i,-0.0033053+0.00033235i,-0.0026851+0.00040306i,-0.0013049+8.1604e-05i,8.5377e-05+4.6441e-05i,0.00042596+5.14e-05i,0.000851+0.0005526i,0.0011858+0.0010983i,0.00067473+0.0006535i,0.0007243-0.00013305i,0.00056584-0.00043809i,-0.00072083-0.00074664i,0.00010017-0.00055513i,0.0014568-0.00071722i,0.0006813-0.00080717i,-0.00018852-0.0010017i,-0.0002012-0.0014684i,-0.00017362-0.0010683i,1.155e-05+0.00030424i,-0.00032256+0.00063569i
-1.774e-05-0.0023076i,0.00024668-0.0017364i,-0.0014088-0.0010898i,-0.0020614+0.00026314i,-0.0022827+0.00086266i,-0.002463+0.00054149i,-0.001215-0.00036686i,0.0002433-0.0014565i,0.00041037-0.0013276i,0.00018871-0.00076841i,0.00048107-0.00076146i,0.00084438-0.00054335i,0.00067298-0.0003638i,0.00079631-0.00013049i,0.00028567+0.00010739i,-0.00023624-0.00013291i,0.00014171+0.00015236i,0.00049671+0.0006808i,-0.00019146+0.00032616i,-0.00068089-0.00035275i,-0.0011466-0.00050697i,-0.00098528+7.3342e-05i,-0.00011571+0.00031295i
-0.0014106-0.00056945i,-0.0017024-0.00067728i,-0.0012674-0.00037528i,-0.0012026+0.00024825i,-0.001579+0.0014832i,-0.001314+0.0016035i,-0.00053979+0.0010278i,0.00011559+0.00024843i,0.00053168-0.00074011i,0.00027389-0.00034394i,-0.00017718+9.1621e-05i,-0.00037067-0.00013217i,-0.0010067-0.0001047i,-0.00077451-0.0006924i,8.9202e-05-0.001146i,2.4801e-05-0.00088342i,-0.00054508-0.0003876i,3.7675e-05+0.00019341i,0.00050491+0.00040528i,6.5994e-05+0.00025516i,-1.0224e-05+6.9091e-05i,-0.00027485+0.00014678i,-0.00039778-0.00012772i
-0.000281-0.0013832i,-7.3166e-05-0.001058i,-0.00094164-0.0002028i,-0.0013591-7.916e-05i,-0.001817-0.00014996i,-0.001467+0.000159i,-0.00063615-0.00032505i,-3.8933e-05-0.0011073i,-0.00031084-0.0018806i,-0.00075372-0.0021907i,-0.00055899-0.0013076i,-0.00011282-0.00052844i,0.00058501-0.00052499i,0.0010188-0.00064913i,0.00062931-0.00057008i,-0.00023324+0.00019096i,-0.00034364+0.0011605i,0.00016611+0.00083356i,0.00022724-3.3323e-05i,-0.00022847-2.968e-05i,0.00034714-0.00031445i,0.00093416-0.00070153i,0.00058942-0.00035213i
0.0015368-0.0014668i,0.0010412-0.00085432i,0.00050602-0.00081324i,-0.00034453-0.00030995i,-0.00080392+0.00096861i,-0.00080895+0.0015903i,-0.00045169+0.0015074i,0.00028785+0.0011484i,0.00029835-0.00015864i,-0.00045417-0.00075384i,-0.0007067+0.00019665i,-0.000516+3.2432e-05i,-0.00096762-0.00085875i,-0.00047641-0.00102i,-0.00026294-0.00086519i,-0.00065463-0.00029677i,-4.9651e-06+0.00033188i,0.00089327+0.00084951i,0.0013356+0.00081284i,0.00096796+2.0663e-05i,0.0001753+0.00010151i,-0.00030341+0.00080577i,2.1503e-05+0.00050877i
0.0014607+0.0012549i,0.00074784+5.249e-05i,7.5673e-05-0.00079253i,-0.001572-0.00060184i,-0.0044725-3.7122e-05i,-0.005198+0.00031142i,-0.0027346+0.0010138i,-0.0010315+0.00047697i,-0.00023996-0.00030407i,0.00033549+0.00040315i,0.00043732+0.00084811i,0.00041929+0.00048512i,-0.00027575+0.0010262i,-0.0002105+0.00049662i,0.0011954-0.00057318i,0.0020044-0.00021306i,0.0017898-0.00013199i,0.0011345-0.00027934i,0.00050254-0.00067874i,7.2183e-05-0.0005634i,0.00045604+0.00017261i,0.0005197+0.00054753i,0.00023475+0.00089287i
0.0016259+0.00057684i,0.0013245+0.00041038i,0.0010067+0.00019666i,0.0002038+0.00050328i,-0.00093983+0.00078418i,-0.0014576+0.00033685i,-0.0011301+1.9789e-06i,-0.00079907+6.7781e-05i,0.00013355+0.00024332i,0.0010564+0.00047522i,0.0015633+0.00039922i,0.0014947+0.0011115i,0.00065976+0.001342i,-0.0001276+0.00063163i,-0.00017906-0.00016294i,6.0106e-05-0.00023836i,-0.000312-0.0002945i,-0.00011103-0.0007651i,-0.00019655-0.00053941i,-0.00051934-0.00062437i,7.8149e-05-7.8048e-05i,8.4486e-05+0.00050492i,-0.0003203-0.00051126i
0.002365-0.00056949i,0.0012336-0.00023282i,0.00011618+0.00035398i,-0.001309+0.0013703i,-0.0018987+0.0024015i,-0.002684+0.0016682i,-0.0020266+0.00025625i,-0.00020759-0.00061586i,0.0003853-0.0014012i,0.00030534-0.0013973i,0.0011341-0.00062631i,0.0019447-0.00030254i,0.0015069-0.00064938i,0.00097813-0.0013097i,0.00065213-0.0015707i,7.5314e-05-0.0014139i,-0.00056028-0.0012316i,-0.00045106-0.00071143i,-0.00098036-0.00053332i,-0.00021695-0.00031113i,0.0010016+5.881e-05i,0.00015733-0.00025314i,-0.00020317-0.00055933i
-0.00020283+0.00051585i,-5.655e-05+5.5782e-05i,-0.00050404-0.00082694i,-0.001193-0.00074981i,-0.0015354-0.00085127i,-0.0018874-0.00065281i,-0.00096603-0.0004135i,0.00065865-0.00056878i,0.0004939-0.00079358i,-9.1279e-05-0.0012057i,0.00056671-0.0012218i,0.0003529-0.00064878i,-0.0007809-0.00072106i,-0.0014407-0.0001434i,-0.00096223+0.00030937i,0.00044416+0.00027487i,0.00062508+0.0001116i,0.00029252+0.00018977i,0.00061992+0.00013835i,0.00031749+2.8229e-06i,0.00031422-1.2871e-05i,0.00072195-0.00049665i,0.00029071-0.0014838i
-0.00052682-0.00064397i,-8.074e-05-0.00053123i,-0.00086349-0.00098755i,-0.0020671-0.00089581i,-0.0016078-0.00044578i,-0.00079133-8.9728e-05i,-0.00077987-0.00020025i,-0.00036063-0.00092677i,2.4144e-05-0.0015891i,-0.000474-0.0011816i,-0.00040924-0.00078997i,1.8e-05-0.00051519i,-0.00019351-0.00069482i,-0.0004784-0.00052833i,4.6792e-05+0.00032089i,0.0004933+0.00071191i,0.00014331+0.00049482i,8.9417e-05+0.00024994i,0.00057048+0.00050075i,0.00032842-0.00014535i,0.00026134-0.00049827i,0.00066936+0.0003275i,0.00023433+4.5787e-05i
-0.00018536-0.0010566i,-0.00041662-0.00036411i,-0.0012722+8.7191e-05i,-0.0016467+0.0003972i,-0.0022481+0.0011468i,-0.0023168+0.0013593i,-0.0012771+0.00028565i,-0.00054789-0.00067559i,-0.00071058-0.00088618i,-0.0012623-0.00039213i,-0.001002+0.00062239i,-0.00036825+0.00079907i,9.4542e-05+0.0010169i,-0.00020028+0.001576i,-0.00027796+0.00063899i,-1.0626e-05-3.0715e-05i,0.00034555+1.9642e-05i,0.0003983-9.591e-05i,0.00012875+0.00025137i,-0.00049595+0.00078292i,-0.00038719+0.00035297i,0.0001499-9.9588e-05i,0.00025499-1.6149e-05i
-0.00099813-0.0022458i,-0.00088825-0.0018014i,-0.0018733-0.0014453i,-0.0026894-0.00096232i,-0.0022072-0.00076881i,-0.0010226-0.00070055i,-0.00086613-0.00065755i,-0.0004718-0.00039296i,-0.00054803+0.00041526i,-0.0010604+0.00081145i,-0.0002601+0.0011733i,0.0011839+0.0015199i,0.0014223+0.0013195i,0.0012126+0.00073591i,0.0011806-7.9073e-05i,0.00065691-0.00052887i,2.4511e-05-0.00056267i,-0.00026673-0.00043951i,0.00016178-0.00028655i,0.00042652-0.00034619i,0.00077846-0.00029068i,0.00032761-0.00010296i,-0.00041853+0.00010106i
-0.0022572-0.00037733i,-0.0014383+0.00056123i,-0.00040031+0.001185i,-3.2459e-05+0.0012095i,-0.0012008+0.0011072i,-0.0015284+0.00061507i,0.0001337-5.0523e-05i,0.0012317-0.0012093i,0.0015371-0.0013028i,0.0018955-3.6125e-05i,0.0024248+0.00085425i,0.0023793+0.00072178i,0.00095752-7.1566e-05i,0.00043214-0.00051163i,0.0010097-0.00089983i,0.00072478-0.00056007i,-0.00034373-0.00011463i,-0.00030519-0.00064425i,0.00014287-0.00086589i,0.00025174+6.9444e-05i,0.00013586+0.00033085i,-0.00059969-7.1298e-05i,-0.00057119-0.00026779i
0.00086441-7.6262e-05i,-3.4216e-05-0.00018566i,-0.00042139-0.0013448i,-0.00098899-0.0012482i,-0.001671-0.00011723i,-0.0017084-0.00020965i,-0.00066472+0.00041369i,0.00078259+0.0003218i,0.00078733-0.0010793i,9.2784e-05-0.001587i,0.00059761-0.00052358i,0.00048204-0.0001036i,0.00075425-0.00050392i,0.00081098-0.00096825i,0.00043159-0.0012646i,-0.00070402-0.00078989i,-0.0014079+9.1475e-05i,-0.00061947+0.00032792i,-0.00033378+0.00038451i,-0.00040425+0.00023614i,-5.2029e-05+0.00026844i,0.00027078+0.00017709i,0.00017664+0.00021406i
-0.00065964+0.0011023i,-0.00058161+0.00065576i,-8.1408e-05+0.00076196i,6.8027e-05+0.00029645i,-0.0007325-0.00050562i,-0.0019851-0.00042368i,-0.0022357-0.00054861i,-0.0013827-0.00089477i,-0.0007296-0.0012304i,-0.00092392-0.00086355i,-7.8217e-05-0.00027396i,0.001191-0.00093961i,0.001023-0.0015209i,-0.00038681-0.00073756i,-0.0004004-0.00041003i,0.00084405-0.00043818i,0.00083085-0.00062375i,0.00034101-0.00038632i,0.00038702+0.00031681i,0.00039746+0.00082029i,0.00024773+9.4756e-05i,0.00070264-0.00046937i,0.0014511-0.00052458i
-0.00039207+2.3737e-05i,-0.00074813-0.00032179i,-0.00077882-0.0011692i,-0.001215-0.00012871i,-0.0026786+0.00099202i,-0.0023927+0.00028387i,-0.00046651+0.00038028i,0.00013313+0.00081286i,-6.2433e-05+1.0782e-05i,-0.00073356-0.0010432i,-0.0011457-0.0010001i,-0.0013925-0.00070235i,-0.0011835-0.00054867i,-0.00013012-0.00021583i,4.1359e-05-0.00014812i,0.0003345-0.00015716i,0.0007449-0.00026741i,0.00044579+6.92e-05i,0.0001609+0.00040145i,5.7472e-05+0.00012897i,-0.00018088-0.00073565i,6.2174e-05-0.00099719i,-0.00010851-0.00069808i
-0.0024285+0.00054246i,-0.0011301+0.00064453i,-0.00025103+0.0021012i,-6.4392e-05+0.0011954i,-0.00037462+0.00042644i,-0.0012062-0.00021487i,-0.0022936-0.00052793i,-0.0015609-0.00041229i,-0.00065541-8.4542e-05i,1.1156e-05+0.00086271i,-7.1133e-05+0.001439i,-0.00057005+0.0008154i,-0.00058375+2.4113e-05i,6.7386e-05-1.5222e-05i,0.00083331+0.00025537i,0.00032478+0.00041933i,-0.00056435+0.00044728i,-0.00029862-7.8247e-07i,0.00030526-0.00084895i,0.00041627-0.0005058i,0.00040657-8.1403e-05i,0.00051093-6.9397e-05i,0.00010561+0.00027867i
-0.00034965+0.0008956i,-0.00047077+0.0015855i,-0.00033965+0.0012776i,-0.0010463+0.0012825i,-0.001584+0.0012551i,-0.002016+0.0001667i,-0.0012334-0.00011862i,0.00011671-0.00031392i,0.0012912-0.00030064i,0.0024293+0.00081727i,0.0020624+0.0017633i,0.00097078+0.0015955i,0.00085007+0.0013418i,0.0009914+0.00052083i,0.00059867-0.00035905i,-6.5615e-05-7.259e-05i,-0.00025265-0.0003834i,3.1505e-07-0.0013062i,0.0001283-0.0014974i,-0.00072617-0.00083849i,-0.00084749-0.00023985i,-0.00059854+0.00016586i,-0.00048013-0.00024112i
-0.00066117+0.00046201i,-0.0013384-0.00011444i,-0.0012639-0.00057027i,-0.001985-6.5922e-05i,-0.0033684+0.00073507i,-0.0036086+0.00077452i,-0.0020208+0.00067351i,-0.00014945+0.0006333i,0.00080192-0.00029097i,0.00095874-0.00061924i,0.0012138+0.0001839i,0.0013239+0.00045396i,0.0013332+0.00016729i,0.0012079-5.1512e-05i,0.00082714-0.00040637i,0.00047361-0.00073975i,0.00022377-0.00047044i,0.00019939-7.2873e-05i,-0.00017999-0.00018728i,-0.00067091-0.00023642i,0.00010554-0.0004005i,0.00051878-0.00030218i,0.00015526+0.00047653i
6.0362e-05+0.00022091i,9.1309e-06-0.00016623i,0.00037515-0.0010961i,0.00021266-0.0011223i,-0.00034541-0.00055843i,-0.00067103-0.00023862i,-0.0007371-0.00035684i,-0.00044452-0.00094619i,-0.00019828-0.0015941i,0.00037169-0.0017524i,0.0011562-0.0015825i,0.001031-0.0010651i,0.00032281-0.00079033i,-0.00057635-0.001452i,-0.0015457-0.0017486i,-0.0011398-0.00088214i,-0.00053852-0.0004972i,-0.00073424-0.00043429i,-0.00048494+2.1289e-05i,0.00013475-0.00049562i,0.00014447-0.00056454i,0.00046444-0.00056526i,0.00062298-0.00058898i
0.0005657+0.00036733i,0.0009951+0.0012017i,-0.00081629+0.00062589i,-0.0026541+0.00050955i,-0.0025711+0.0012016i,-0.00174+0.0017853i,-0.00038367+0.0017431i,0.00062304+0.000373i,0.00017609-0.0010898i,-0.00063534-0.0017296i,-0.00068317-0.001356i,-0.00019338-0.00067915i,-0.00019219-0.00091688i,-0.00020651-0.00052502i,-0.00060448-0.000342i,-0.00065652-0.00034069i,7.737e-05+0.000164i,0.00068893+0.00072343i,0.0009384+0.0010914i,0.00052153+0.0010731i,0.00053507+0.00055517i,0.00098208+1.2266e-05i,0.00046773+0.00013545i
6.5482e-05+0.00085042i,-0.00041307+0.000633i,-0.00033501-0.00041862i,-5.8967e-05-0.00051114i,-0.00063883+7.8648e-05i,-0.0016845+0.00062164i,-0.0019523+0.00023436i,-0.0015494-9.0736e-05i,-0.0011976+6.8935e-05i,-0.000797+0.00097447i,-0.00056304+0.001064i,-0.00043958+0.00016851i,-0.0016239-0.00028413i,-0.0023025+0.00034016i,-0.0007008+0.00088246i,0.00053938+0.0006461i,0.00061307+0.00056293i,0.0012051+0.00086521i,0.00099694+0.00043052i,0.0006407-0.00079978i,0.00056759-0.0010969i,0.00015427-0.00048777i,-5.2088e-05-0.00066527i
-0.0014819-0.0020979i,6.7475e-05-0.0013219i,-0.00072091+0.00050175i,-0.0015805+0.0019849i,-0.0016044+0.0022456i,-0.00089+0.0013776i,0.00073244-0.00062081i,0.0015662-0.0014639i,0.0013058-0.0010789i,0.00077764+0.00030776i,-0.00040053+0.0013184i,-0.001637+0.0010215i,-0.0013194+0.00075926i,-0.00012005+0.0008505i,4.1855e-05+0.00019884i,5.8654e-06-0.00085102i,0.00035242-0.0012237i,0.00018901-0.0010634i,-0.00019058-0.0010766i,-0.00056176-0.0012388i,-0.00061391-0.00031752i,0.00033243-6.3022e-05i,0.0010394+0.00039138i
-0.00014602-0.00054785i,-0.00049895-0.0003643i,-0.00055008+0.00071556i,-0.00063424+0.00094508i,-0.001285+0.001144i,-0.0028708+0.0011715i,-0.0024429+5.623e-05i,-0.00045279-0.00049692i,0.00014627-0.00031666i,0.00048958+0.0002589i,0.00086597+0.00079885i,2.7929e-05+0.0008545i,0.00023346+0.00074254i,0.00081769+0.0012745i,0.00012534+0.00089684i,-0.00058925+9.4528e-05i,4.5269e-05-0.00016442i,0.0005688-0.0008746i,-0.00010413-0.00077277i,-0.00071275-0.00022663i,-0.00050452+0.0004678i,-5.3754e-05+0.0012482i,6.1547e-05+0.00092678i
-0.00095909+0.00063602i,-0.0007527+0.00010239i,-0.00097393-0.00025358i,-0.0011303-0.00071727i,-0.00083051-0.0012694i,-0.001604-0.0015121i,-0.0015452-0.0021372i,-0.00055995-0.0024807i,3.3699e-05-0.0014785i,0.00050331-0.00055302i,0.0011488-0.00036712i,0.001828-0.00040602i,0.0014183-0.00071569i,-0.00038849-0.0011772i,-0.0010055-0.00081636i,0.00021706-0.00031142i,0.00049186+0.00011013i,-0.00055476+0.00056645i,-0.00085368+0.00082871i,-0.00033877+0.0011709i,0.00042481+0.0009145i,0.00086954+0.00011083i,0.00073365+0.00012402i
0.00094908-0.00017644i,0.00045824+0.00011156i,-0.00051936+0.00018932i,-0.00068259+0.00061087i,-0.0010624+0.00099781i,-0.0015208+0.0013813i,-0.0010654+0.0016035i,-0.00018753+0.00075291i,-0.00040885-0.0010644i,-0.00027394-0.0014913i,0.00085518-0.00035356i,0.00058127-0.00016661i,0.00012277-0.00049676i,0.00054143-5.0742e-05i,0.00011802+9.8963e-05i,-0.00078956+4.6849e-05i,-0.0010128+0.00066099i,-0.0006063+0.00092527i,-5.3619e-05+0.0010467i,-0.00052145+0.00082545i,-0.00022327+0.00066755i,0.00069985+0.00060288i,0.00086458+0.00035385i
8.3797e-05+0.00089251i,-9.266e-05+0.00032011i,-0.0003287-0.00042478i,-0.00035705-0.0010411i,-0.0014434-0.0007955i,-0.003247-0.00059277i,-0.0036402+0.00014479i,-0.0019356+0.00056281i,-0.00057114+0.00043246i,-9.5815e-05+0.00068213i,0.000278+0.00028451i,0.00017776-0.0005159i,-0.0006243-0.00062525i,-0.00065442+0.00024179i,2.9953e-05+0.00072644i,0.0010405+0.00056937i,0.0012033+0.00051014i,0.00059755+0.00018537i,0.00065169-0.00035175i,0.0007634-0.00049151i,0.00099684-0.00010181i,0.00060315-0.00010143i,0.0004531-6.998e-05i
0.000131-0.00058019i,-8.4688e-05+0.00014926i,-0.00058487+0.0014844i,-0.0012858+0.0017205i,-0.0017947+0.0012889i,-0.00085074+0.00043743i,0.0011868+0.00092571i,0.0019032+0.00095299i,0.0008666-0.00040133i,0.00015567-0.0005271i,-5.1672e-05-0.00033088i,-0.00066435-0.00066296i,-0.0010042-0.00028082i,-0.00043883+0.00059051i,0.00059749+0.00018418i,0.00091946-0.00021221i,0.00079846+2.0904e-05i,0.0008682-0.00019986i,0.00022926-0.00019999i,-3.8097e-05-0.00048194i,0.0002979-0.00037581i,4.9786e-05+0.00043339i,-6.7272e-05+0.00046135i
0.0017889+0.00017353i,0.0013217-0.00056873i,0.00095623-0.00076894i,-0.00035893-0.00041424i,-0.002044+0.00018679i,-0.0030396+0.00079139i,-0.0011992+0.00035658i,0.001029-0.00085641i,0.0015014-0.0013873i,0.00096426-0.0010426i,0.00047262-0.00051143i,0.00041738-0.00021786i,-0.00016766+0.00020384i,-0.00011635+0.00037571i,-0.00029943+6.3774e-05i,-0.00017416+0.00029363i,0.00055569+0.00026925i,0.00059221-0.0009489i,6.2709e-06-0.001302i,-0.0004702-0.00096496i,-0.00030891-0.00089447i,-0.00012399-0.00079881i,-0.00070956-0.00019052i
-0.0014598+0.00045829i,-0.0013095+0.00011405i,-0.0011006+0.00031892i,-0.0012545+8.152e-05i,-0.002051-0.00060148i,-0.0024616-0.00051284i,-0.0014451-0.00083977i,-0.00048192-0.0011109i,0.00031174-0.00073492i,0.00064227-1.9288e-06i,0.0014606+0.0012823i,0.0023801+0.0015351i,0.0018929+0.0011574i,0.0012426+0.00013037i,3.5626e-05-0.00050517i,-0.00064806+0.00013551i,-0.00084239+0.00087648i,-0.0013605+0.00027285i,-0.0015155-0.00062651i,-0.0012199-0.00050365i,-0.00037763-0.00048492i,-0.0004978-0.0004133i,-0.0014347-0.00034312i
6.9341e-05-0.0001003i,0.00043086+0.00037025i,-0.00032293+0.00072801i,-0.0010501+0.00098342i,-0.00079144+0.0010467i,-0.00022491+0.0011205i,-0.00013967+0.001216i,-0.00051364+0.00089596i,-0.0010091+1.6824e-05i,-0.00066423-0.00051809i,0.00035023+6.3023e-06i,0.0010371-5.7502e-06i,0.00090518-0.00082981i,0.00088809-0.0011179i,0.00098318-0.00069996i,0.0003075+0.00031404i,-0.00069407+0.00059195i,-0.0012469-0.00013301i,-0.0014252-5.9454e-05i,-0.00069129+0.00011516i,0.00037907-0.000106i,0.00055135-0.00010505i,-0.0002807+6.3486e-05i
-0.00092054+0.0012918i,-0.0011199+0.0012285i,-0.00081658+0.0010659i,-0.00090792+0.00040011i,-0.0028858-0.00044497i,-0.0042052-0.0010242i,-0.0028905-0.00071078i,-0.00085467-0.00079493i,0.00011954-0.0010123i,0.00017051-0.00067625i,-0.00011898-0.0010117i,0.00014296-0.0015362i,-0.0002647-0.0013468i,-0.0007492-0.0011835i,-0.00062935-0.00095312i,-0.00088514-0.00031506i,-0.001217+5.8052e-05i,-0.00072784+0.00049367i,5.1731e-05+0.00051263i,0.00050897-6.7303e-05i,0.00021024-0.00037565i,0.00017187-0.0006659i,-0.00034644-0.00047535i
-0.00025772-0.00047437i,0.00067652-0.00034691i,-0.00070959+0.00014532i,-0.002806+0.00073299i,-0.0032708+0.00075347i,-0.0021883+3.7917e-05i,-0.00032842-0.00010946i,0.00081575+0.00056527i,0.00020096+0.0007015i,-0.00056411-7.7725e-05i,-0.00090131-0.00035663i,-0.00081109-0.00046928i,-0.00034029-0.00041594i,-0.00063159+0.00021744i,-0.00022998-0.00040797i,0.00068835-0.0010456i,0.00072238-0.00074759i,0.0010234-0.00052379i,0.0015401-0.00030047i,0.00060556-0.00030658i,-0.00021703-0.00047435i,-0.00044505-0.00077703i,-0.00045028-0.00098335i
0.00012558-0.0012194i,-0.00037736-0.00059009i,-0.00058143+5.9912e-05i,-0.0002193+0.00072736i,-0.00082416+0.0021416i,-0.0016998+0.00241i,-0.0013341+0.0018676i,-0.00017077+0.0010254i,2.5031e-05+0.0005775i,-0.00023562+0.00031074i,-0.00021182+0.00049479i,-0.00047826+0.00066789i,-0.00052655+0.0007784i,-0.00032141+0.00039409i,-0.00071532-0.00067346i,-0.00059559-0.00060122i,0.00028905-0.00065171i,0.00046377-0.00087358i,0.00044477-0.00077962i,6.8457e-05-0.00077522i,-0.00057385-0.00050723i,-0.00083875-0.00012888i,-0.0003199+5.5456e-05i
-0.0010958-0.001538i,-0.00077939-0.0013062i,-0.00038174-0.00052234i,-0.00073135-0.00011461i,-0.0017155-0.00022574i,-0.0018708-0.00043768i,-0.00058301-0.00080556i,0.00059524-0.0012886i,0.0010635-0.0014234i,0.0010458-0.00064441i,0.0007087+0.00068471i,-0.00010652+0.00093956i,-0.00035011+0.00045984i,0.0001631+0.0001971i,0.00037466+0.00028913i,0.00067944+2.7107e-05i,0.00079667-0.00030223i,-0.00011175-0.00019843i,-0.00076091-0.00025081i,-0.00047288+0.00022026i,-0.0003015+0.00050894i,-0.00020501+0.00046786i,-0.0004592+0.00020277i
0.00048307-0.00047059i,0.00047323-0.00060085i,0.00057215-0.0010445i,-0.00012203-0.0014919i,-0.00044954-0.0012697i,0.00016825-0.00038015i,0.00035797+3.967e-05i,0.00042729-0.00062785i,0.00070695-0.0017389i,0.00072965-0.001588i,0.00085658-0.00041902i,0.00046199-0.00052464i,0.0010415-0.00011758i,0.0013102+0.00024486i,0.00064358-0.00050104i,0.00034524-0.00053667i,-0.00016399-0.00076751i,-0.00076499-0.00052842i,-0.00098467+0.00036717i,-0.0006583+0.00074744i,-0.00050128+0.0010875i,-0.00044103+0.0015142i,-0.00022038+0.0017765i
0.0001901-0.00012852i,0.00084585+0.00045136i,-0.00014786-8.4254e-05i,-0.0025903-0.0010019i,-0.0048258-0.00037772i,-0.0046075+0.00056095i,-0.0022696+0.00080886i,-0.0011478-0.00047179i,-0.00095458-0.0014203i,-0.00039751-0.0011113i,0.00024161-0.00085366i,0.0011443-0.00070511i,0.0012012-0.0005608i,0.00089804+0.00028122i,0.00084596+0.00095093i,0.00052841+0.00066372i,9.0432e-05+0.00016806i,4.9783e-05-5.1184e-05i,0.00042239+8.6335e-06i,0.00050326-0.00044156i,0.00024242-0.00072453i,-0.00039174-5.6758e-05i,-0.0003332+0.00031751i
-0.00060746-0.0012074i,-0.00043465-0.00053761i,-0.0010742-0.00073688i,-0.0019702-0.0006971i,-0.0029871-0.00090192i,-0.0028258-0.0006967i,-0.0013139+0.00015383i,0.00014502+0.00016728i,0.00034331+0.0001152i,-0.00073493+0.00079971i,-0.0010468+0.00057429i,-0.00082996-0.00045289i,-0.0004638-0.0010049i,-0.00033797-0.0012122i,-0.00028632-0.00045669i,0.00019388+1.9673e-05i,0.00042027-0.00010933i,0.0010628+1.9181e-06i,0.0014319-0.00041479i,0.001037-0.00030337i,0.00073661+6.9621e-05i,-0.0002264-0.00018069i,-0.001184-8.7283e-05i
0.00023071-0.00028652i,-0.0003744-0.0020551i,-1.4573e-05-0.00076498i,0.00022243+0.00048887i,-0.00028491+0.0013468i,-0.00066816+0.0022141i,-0.00020304+0.0014934i,0.000967+0.00082254i,0.0011569+0.00093833i,0.00043869+0.00071949i,-0.00033666-5.6709e-05i,-0.00029195+9.7541e-05i,-0.00031474+0.0010305i,-0.00059485+0.0010556i,-0.00051958+0.00078832i,-0.00060027+0.00066418i,-0.00042281+3.8849e-05i,0.00048722-0.00041759i,0.0011373-0.0010256i,0.00075601-0.0016136i,-0.0007054-0.0011803i,-0.0011956-0.00043747i,-0.00066883-0.00016344i
2.5057e-05-7.7114e-05i,-0.00051861+9.2982e-05i,-0.00060233-0.00087959i,-0.0013432-0.00093175i,-0.0030559-0.00071186i,-0.0035201-0.0015466i,-0.0013117-0.0011752i,0.00057025-0.00025503i,0.0015289-0.00048199i,0.00085391-0.00037997i,-0.00044807+1.5512e-05i,-0.00043563+0.00092978i,0.00020072+0.001109i,0.00033178-0.00015753i,0.00026644-0.00048535i,0.00021384+4.4351e-05i,0.00024451-3.0163e-05i,0.00091047-0.00045181i,0.0005453-0.00043514i,-0.00033697-0.00041086i,-0.00022279-0.00042492i,-0.00077573-0.00026769i,-0.00082661-0.00035954i
0.00061229-0.00033068i,0.00094052+0.00038384i,0.00067261+0.00034336i,-2.5807e-05+0.00022433i,-0.00045503-0.00019582i,-0.00084029+0.00039655i,-0.0012564+0.00079409i,-0.0009087-0.00024958i,-4.7221e-05-0.0020348i,-5.2656e-05-0.0028788i,-0.00032414-0.0018126i,-0.00010496-0.00022441i,0.00027784+0.0010847i,0.00068192+0.0012205i,0.00064852+2.4901e-06i,0.00036232-0.00055401i,0.00024364-2.9047e-05i,-5.0569e-05+0.00035179i,-0.00052428+5.9299e-05i,-0.00016344-0.00018345i,0.00013494+0.00018987i,4.5384e-05+0.00030811i,0.00014915-2.865e-05i
-0.00061457-0.00056813i,-0.00027191-0.00043807i,-0.0009306-0.00020024i,-0.0023792+0.00038145i,-0.0039786+0.00060042i,-0.0038038+0.00049867i,-0.0021889+0.00035797i,-0.00062789-0.00058987i,-0.00028352-0.0013781i,-0.00049091-0.00020864i,0.00048142+0.00049421i,0.0015625-8.9414e-05i,0.0013002-0.0010286i,0.00076781-0.0019174i,0.00084835-0.0013801i,0.0002978-0.00067422i,0.00021647-0.00028548i,0.00022792+1.486e-05i,0.00031178-7.138e-05i,0.00067925-0.00018064i,0.00088227-0.00047446i,0.0007243-0.00027896i,-9.3903e-05-6.1016e-05i
