0.0012707-0.00059158i,0.00076774-8.3377e-05i,-0.0002563-0.00038299i,0.00026712-0.0013648i,0.00040596-0.0011499i,-0.00037199+0.00056112i,-0.00052103+0.0019103i,-4.9464e-06+0.0026099i,0.00059897+0.0020852i,0.00056311+0.00075975i,-4.4241e-05-0.00048835i,9.0965e-05-0.00033636i,0.00071746+0.00045412i,0.00084296+0.00078561i,0.00020273+0.0005098i,-0.00060325+0.00012454i,-0.00020305+0.00015186i,-2.7395e-06+6.069e-05i,-0.00031858-0.0004261i,-4.5065e-05-0.00023152i,-0.00088929-0.00015364i,-0.0010136-0.00024695i,0.000465-8.4039e-05i
0.0010172+0.0019384i,0.00043552+0.0014443i,0.00076351+0.0015728i,0.00068161+0.0012289i,0.0010142-0.00028495i,0.00054647-0.00073068i,-0.00030285-7.4541e-05i,-0.00047588+7.8124e-05i,0.00047494+0.00013692i,0.0012141-0.00071486i,0.00091048-0.0012098i,0.00025813-0.00034967i,-0.00023451+0.00011257i,-0.00027608-0.00022243i,-0.00063406-0.00022556i,-0.0004608-5.9218e-05i,0.00041707+0.00049987i,0.00064058+0.00061868i,0.00070554+0.00010746i,0.00075589+0.00035628i,0.00063974+1.7827e-05i,0.00021377-0.00048399i,0.00028398-0.00046217i
-0.0010719+0.00025167i,-0.00099313+0.00086534i,-0.0010553+0.00076016i,-0.0017315+0.0015223i,-0.0014574+0.002082i,-0.00040528+0.0015222i,-0.00025548+0.0012486i,-0.00046333+0.00044183i,-0.00030653-0.00030639i,-0.00013567-0.00042388i,9.3346e-05-0.00081029i,-0.00078158-0.00085427i,-0.0010493-0.00049403i,-0.00043991+0.00024163i,-0.00070689+0.000723i,-0.00095647-0.00028673i,-0.00062537-0.0010833i,8.1079e-05-0.00081456i,-6.6403e-05-0.00065204i,-0.00022934-0.00080974i,0.00024677-0.00084378i,-0.00019091-0.00070499i,-0.00072151-0.0011676i
-0.00063488-0.00026947i,-0.0016965+0.00014371i,-0.0019299+0.0004511i,-0.00089092+0.0010226i,-0.00052178+0.0017655i,-0.0010083+0.0021672i,-0.0011026+0.002014i,-0.00057479+0.001054i,-0.000256-0.00011433i,-7.649e-07-0.00017565i,-0.00014453-0.00036858i,7.9123e-05-0.0006992i,-0.00012715-0.00039097i,-3.3696e-05-0.00027472i,-0.00025418-0.00052137i,-0.00040012-0.00051384i,0.0003578-0.00031514i,0.00020135+5.7533e-05i,-0.00039538+0.00058442i,-0.00024283+0.0010774i,-0.00052134+0.00073772i,-0.00095462+0.00069656i,-0.00066699+0.00072726i
-0.00028658-0.001594i,-0.00049933-0.001526i,-0.0011736-0.00094628i,-0.00092396+1.9717e-05i,-0.00070793+0.0010187i,-0.00029534+0.0017222i,0.00029616+0.0013131i,0.00038313+0.00020573i,-2.3692e-05-0.00048658i,-0.00019974-0.00029379i,-0.00094626-1.2769e-05i,-0.0015591+0.00028648i,-0.0018585+9.3103e-05i,-0.0020701+0.00012899i,-0.0012195+0.00057996i,0.00048325+0.0007489i,0.0012283+0.000804i,0.0012588+0.0011979i,0.001015+0.0011587i,0.00032688+0.00072705i,-0.00082971-4.8594e-05i,-0.00055251-0.00061463i,-0.00026243-0.00050558i
0.00054848+0.0010214i,0.00037221+0.00061366i,0.00065553+0.00079286i,0.00081333+0.0015181i,0.0006461+0.00095509i,-6.6832e-05-0.00026442i,-0.00092155-0.00035623i,-0.0010171-0.00011946i,-0.00033455+0.00012113i,-0.00012025-0.00011634i,-0.00033256-0.00011227i,-0.00062585-2.063e-05i,-0.0010943-0.0006852i,-0.00081435-0.0012654i,0.00022657-0.00073197i,0.00073153-0.00023006i,0.00021989-0.00096203i,-0.00079319-0.00083861i,-0.001211-0.00013013i,-0.0010985+0.00028437i,-0.00094476+0.00033707i,-0.00098351-0.00010914i,-0.0011711-0.00048564i
-0.0022603-0.0014658i,-0.0019019-0.00024544i,-0.0026757+0.00014701i,-0.0031767-2.9413e-06i,-0.0018193+0.00029379i,-8.5946e-05+0.00054998i,-2.9839e-05+0.00023572i,-0.0005735+0.0012332i,-0.00071366+0.0015796i,-0.00079222+0.00048573i,-0.0011848-0.00016441i,-0.0012956-0.00018073i,-0.00068883+0.00055955i,-0.00040459+0.0014809i,0.00010848+0.00097667i,0.0010614+0.00027973i,0.0013991+0.00046481i,0.00092285+0.00011161i,0.0010061-0.00027189i,0.00059758+0.00011038i,0.00031625-7.7643e-05i,0.00031619-0.00066435i,-0.00031604-0.00054194i
1.7027e-05+0.00066423i,-0.0013543-0.0010861i,-0.00071067-0.0011315i,-0.0013371+0.00029228i,-0.0018369+0.0016981i,-0.0012141+0.0021458i,-0.00013645+0.0011223i,-0.00018214+0.00025164i,2.6155e-05+0.00053861i,0.00064069+0.00014681i,0.00024505-0.0005598i,-0.00054862-0.00056549i,-0.00028237-0.00012069i,-6.9909e-05+9.8064e-05i,-0.00086845-0.00053965i,-0.00067741-0.00063548i,0.00046114-0.0008255i,0.00069973-0.00038456i,0.00030788+0.00014899i,-0.00018307+0.00022644i,-0.00033501+0.00019069i,-0.00053026+7.322e-05i,-0.00080985-0.0004019i
-0.00037715+0.00036855i,-0.00079412+0.00065282i,-0.00045859+0.0015755i,-0.00041086+0.002383i,-0.00070911+0.0026377i,-0.00075519+0.0024667i,-0.00071298+0.0015411i,-0.00046263+0.00075375i,-0.00024623+0.00070915i,-0.00049026+0.00068506i,-0.00062638+0.00041884i,-0.00091042+3.0477e-05i,-0.001236-0.00015934i,-0.0013634-0.00037366i,-0.00073718-0.00064796i,-0.00017615-0.00054684i,6.4159e-05-0.00041333i,0.00032818-0.00036924i,0.00047153-0.00052492i,0.00097505-0.00023824i,0.0012162+0.00013385i,0.00079598-0.00035968i,0.00058202-0.00082546i
-0.0013887+8.598e-05i,-0.0012698+0.00074005i,-0.00070791+0.0011452i,0.00023165+0.0016883i,0.0010713+0.0022951i,0.00071345+0.0021205i,0.0005012+0.001377i,0.00061837+0.00051263i,-0.00039678+2.0358e-05i,-0.00088048-0.0001922i,-0.00048949-0.0005657i,4.1725e-06-0.00097227i,-0.00022705-0.0009491i,-0.00092688-3.1923e-07i,-0.0010809+0.00071211i,-0.00044364+0.00097674i,-0.0002477+0.00083795i,-0.00012773+0.00041457i,-1.8386e-06+0.00077316i,-3.9874e-05+0.00091669i,-9.5432e-05+5.6199e-05i,-4.4079e-05+0.0002736i,-4.2752e-06+0.00058485i
-0.0016717-0.0023663i,-0.002268-0.0012289i,-0.002966-0.0013884i,-0.0032309-0.00065918i,-0.0021086+0.0010946i,-0.0002089+0.0018311i,0.00023544+0.0011818i,-0.00097189+0.00081509i,-0.00088663+0.00027087i,-0.00039757-0.0011404i,-0.00083785-0.0012687i,-0.00091937-0.00028018i,-0.00088168+0.00020108i,-0.00075747+0.00051372i,-0.00041095+0.00059932i,-0.00029468+1.7638e-05i,0.0004493-1.4624e-05i,0.0013746+0.00090397i,0.0011229+0.00043447i,0.00057565-0.00081643i,-0.00021958-0.0011414i,-0.00043217-0.0014588i,0.00032135-0.0011131i
-1.6192e-05-0.00094893i,-0.0011566-0.0012042i,-0.002418-0.0021431i,-0.0025736-0.0017773i,-0.0019741-0.00054254i,-0.0020376+0.0001366i,-0.0021009-0.00040628i,-0.0011159-0.0005476i,-0.00023826-0.00040245i,0.00015218-0.00071132i,2.2335e-05-0.0010528i,-0.00060797-0.0006009i,-0.00043575-6.1532e-05i,0.00035088+0.00034192i,0.00058991+0.00035474i,0.00023008-0.00052697i,0.00081815-0.0010352i,0.0015058-0.0011543i,0.0004545-0.0011068i,0.00012275+3.9913e-05i,0.00016474+0.00080963i,-0.00058798+0.00066893i,-0.0014067+0.00018873i
-0.0002658+0.0011133i,-0.00060267+0.00064968i,-0.00043393+0.00085676i,-0.00019843+0.0017544i,0.00052412+0.0017621i,0.00095933+0.00074987i,-0.00045724+0.00084832i,-0.0012668+0.0015957i,-0.00072318+0.001555i,-0.00031266+0.0011017i,-0.00024371+1.7326e-05i,-0.00014398-0.00062679i,-0.00042192-0.00027525i,-0.00015258-0.00030375i,0.00061543-0.0001153i,0.0010215+0.00023166i,0.0015748-0.00025436i,0.0016003-0.00012209i,0.0013114+0.00014875i,0.0017161+0.00015448i,0.0011837+0.00045597i,-0.00067185+0.0001876i,-0.0016274-0.0002584i
0.0018783-0.0015258i,0.0015913-0.0016704i,0.0014939-0.0013372i,-0.00016166-0.00099766i,-0.0016416-0.00017111i,-0.0016576+0.00079742i,-0.0011246+0.0015146i,-0.0012596+0.0017292i,-0.0014179+0.00073121i,-0.00051526+0.00031096i,4.0313e-05+0.00022952i,-0.00081662+4.7178e-05i,-0.0017317+0.00054053i,-0.0010455+0.00077882i,-0.00030177+0.00047111i,-0.00043262+0.00015254i,0.00020963+0.00013437i,0.00016089+4.5148e-05i,-0.00013949-0.00016461i,2.1673e-05-0.00039791i,0.00035909-0.00080846i,0.00041018-0.00078459i,-0.00072515-0.00075976i
-0.00024362+0.0018639i,-0.00043903+0.0028755i,-0.00090165+0.0032004i,-0.00037326+0.0019007i,0.0007914+0.001769i,0.00085216+0.0026684i,0.00072025+0.0024355i,0.0011928+0.0020346i,0.00080267+0.0023006i,0.00061766+0.001955i,0.0010892+0.00073314i,0.0013949-0.00014614i,0.00053165-6.223e-05i,6.2887e-05+0.00031148i,-7.008e-05+0.00050868i,-0.00033604+9.1589e-05i,0.00022928+0.00023598i,0.00058043+0.0012595i,0.00013639+0.00077374i,0.00039648-0.00032596i,0.0012299-0.00026404i,0.0013185-1.1911e-06i,0.00085419+0.00023616i
0.0009085-0.0032044i,-0.00043797-0.0023072i,-0.00087705-0.0023079i,-0.00177-0.0015555i,-0.00207-0.00046131i,-0.0013599+0.00033755i,-0.0012492+0.000255i,-0.0015679-5.7555e-06i,-0.00072789+8.6407e-05i,-0.00039357-0.00033236i,-0.00089164-0.00082965i,-0.0007118-0.00068237i,-0.00092372-0.00015254i,-0.0009419+0.00016617i,-0.00022885+0.0004371i,4.5887e-05+0.0013537i,0.00066008+0.00099689i,0.0009953-0.00014467i,0.00051348+0.00013234i,-9.1873e-05+0.00034351i,-0.00044288+0.00025925i,-0.00038006-0.00022559i,-0.00080811-0.00098532i
0.002734+0.001548i,0.0023989+0.00062211i,0.0030324+0.00073743i,0.0028357+2.3954e-05i,0.0026386-0.00036938i,0.0013634-7.3745e-05i,0.00013455+0.00019163i,-0.00088471+0.00044086i,0.00010908+0.00022609i,0.0016185-0.0011145i,0.001149-0.0018561i,-0.00033974-0.0019138i,-0.00098081-0.0018063i,-0.00042662-0.0014714i,-0.00060945-0.00046958i,-0.0010567+0.00029004i,-0.00059401+0.00069363i,-0.00027616+0.001022i,-5.1444e-05+0.00084906i,0.00026587-0.00016432i,0.00046204-0.00059463i,0.00024839-0.00043313i,4.9376e-05+6.5893e-05i
-0.0011419+0.0029359i,-0.00034052+0.0025513i,0.00042233+0.001913i,0.00022477+0.0014152i,-0.00065051+0.00067486i,-0.0018731-1.1388e-05i,-0.0014515+0.00085073i,-0.00057723+0.0016602i,-0.00027054+0.00076604i,0.00072521-0.00016476i,0.000999-0.00070824i,0.0001706-0.0011662i,-4.5168e-05-0.0011935i,-0.00062037-0.00010553i,-0.00057914-4.5876e-05i,0.00025584-0.00048545i,0.0012547-0.00040376i,0.0015387-0.00039661i,0.0012809-9.0351e-05i,0.00092656-3.5035e-05i,0.00056248+0.00010542i,-0.00035755+1.9445e-05i,-0.0014111-0.0003634i
0.0013568+0.0017626i,0.0014011+0.0011198i,0.0017038+0.00037152i,0.0013371+0.0012424i,0.0015764+0.0016614i,0.0010751+0.0013352i,-0.00030263+0.0013754i,4.9543e-05+0.0013202i,0.0011217+0.00096832i,0.00062478+0.00033948i,0.00047821-0.0006499i,0.00022275-0.0012901i,-0.00079129-0.0014602i,-6.2635e-05-0.001543i,0.00048569-0.00086894i,-0.00053536-0.00021076i,-0.001443+2.8914e-05i,-0.0012387+0.00063598i,-9.3179e-06+0.00063446i,0.00035411+0.0001052i,-9.169e-05-0.00050482i,-0.00011996-0.0001207i,3.1602e-05+0.00046884i
-0.0011229-0.00051492i,-0.0011618+0.00018098i,-0.0025376-0.00029895i,-0.0029614-0.00028038i,-0.0029733+0.00048757i,-0.0020008+0.00088522i,-0.00094016+0.0015156i,-0.00098622+0.0019645i,-0.0016034+0.00095922i,-0.0018681-7.2779e-05i,-0.0014598-0.00079589i,-0.0014962-0.00051053i,-0.00084802+6.4442e-05i,0.00012705+0.00031684i,0.0010758+0.00039417i,0.0013813+0.00032741i,0.0010381+0.00034634i,0.0013058-0.00011527i,0.00086439-0.00048935i,-0.00043905+1.3494e-05i,-0.0011293-9.0174e-05i,-0.00092055-0.00029227i,-0.00016567+0.00022779i
-0.00021454+0.0015971i,0.00030562+0.0010013i,0.0011677+0.0010284i,0.0012834+0.0018086i,0.00089307+0.0019208i,0.0010075+0.00089686i,0.00060713+0.00022274i,0.00020181+0.00011919i,-0.00012166+0.0010759i,-0.00056982+0.0015502i,-0.00028164+0.00064886i,0.00028649-0.00023767i,-0.00033391-0.00070297i,-0.0011861-0.00047895i,-0.00077911-0.00023195i,-0.00014383+0.00024169i,-0.00073088+0.0014054i,-0.00076005+0.001507i,-0.00030448+0.0010438i,3.5531e-05+0.00055684i,0.00052839+0.00010615i,0.00077725+0.00028902i,0.00089022+0.00018784i
-0.0010085+8.779e-05i,-0.0016597+0.00035528i,-0.0017881+0.00031936i,-0.0011555+0.00041434i,-0.000436+0.00043779i,-0.0005286+0.00011357i,-0.00092854+0.00020032i,-0.00073902+0.0010408i,-0.00014367+0.0011048i,0.00048548+0.000502i,8.7659e-05-0.00024096i,-0.00069339-0.00031851i,-0.0011353+0.00028799i,-0.0007273-2.3931e-05i,-0.00013386-0.00059115i,0.00057877-0.00037007i,0.0016709-0.00016246i,0.0013633-0.00014016i,0.00078458-0.00016947i,0.00076523-9.7222e-05i,3.8666e-05+9.973e-05i,-0.00094015-0.00053743i,-0.0013892-0.0013363i
0.00068663-0.0025735i,-0.00026066-0.001375i,-0.0017829-0.00098794i,-0.0016445-0.0010804i,-0.00096313-0.00049565i,-0.00028021+3.482e-05i,0.00065966+0.00051652i,0.00056137+0.00073855i,0.00041229-0.00025504i,0.00090489-0.0010413i,0.00099035-0.00096769i,-0.00029674-0.00023565i,-0.0014192+3.2966e-05i,-0.001497-0.00017906i,-0.0012029+9.2251e-05i,-0.0010856+0.00029705i,-0.001123-0.0002333i,-0.0015194-0.00074537i,-0.0011608-0.00030771i,-4.772e-05-0.00017248i,0.00012793-0.0004512i,-0.00074716-0.00033836i,-0.00031619+1.4872e-05i
-0.0010212-0.0029761i,-0.0016789-0.0028472i,-0.0034723-0.003567i,-0.0048558-0.0016638i,-0.0040758+0.0012579i,-0.0019633+0.0017309i,-0.00066857+0.0014563i,-0.00024602+0.0010126i,-0.0010641+0.00018332i,-0.0018335-0.00025589i,-0.0014501-0.00080374i,-0.0015326-0.00090465i,-0.0015643+4.3175e-05i,-0.00076544+0.0004612i,-0.00043156+0.0002259i,-0.00064662-0.0003587i,0.00044861-0.00064736i,0.0018527-0.0004205i,0.00212+0.00052703i,0.0012202+0.00095432i,0.00026791+0.00050847i,0.00025961-0.00045189i,0.00050476-0.0010055i
-0.00023485-0.0004052i,-0.00096416+0.00012178i,-0.0012147+0.00034781i,2.895e-05+0.00072274i,0.00031136+0.0022879i,-0.00073462+0.0024358i,-0.0011366+0.00078171i,-0.0014767+0.00017791i,-0.00081625+0.00021961i,-0.00044711-0.00060962i,-0.0011789-0.0016511i,-0.0009936-0.00084575i,-0.00094007+0.00016729i,-0.00089847+0.00034916i,-0.00026892+0.0001481i,-0.00044374-0.0001475i,-0.0012933-0.0004294i,-0.0018368-0.00053889i,-0.001524+0.00015865i,-0.00037882+0.00058223i,-0.00020952+0.00014398i,-0.0010028-2.064e-06i,-0.00059126+0.00028072i
0.00088178+0.00075161i,0.0011443+0.00029528i,0.0006527+0.00033155i,0.00054665-6.6439e-05i,0.00065747-0.00033774i,0.00058216+0.00034142i,0.00025658+0.0011958i,-0.00031819+0.0010335i,-0.00033523+2.1548e-05i,-0.00038748-0.001329i,-0.0008552-0.0011882i,-0.0011326-0.00049315i,-0.00082621-0.00099832i,-0.0005217-0.0016526i,0.00031105-0.0009288i,0.0014436-0.00019418i,0.0017079+7.1141e-05i,0.0023213+0.00061094i,0.0029032+0.00043041i,0.0016004-0.00025287i,0.00017916-0.00063657i,-0.00010798-0.00088358i,-0.00040345-0.00074387i
0.00029946-0.0017321i,-0.00011751-0.00089276i,-0.0001492-0.001445i,6.9942e-05-0.0014015i,-0.00045026-0.00048438i,-0.00077437+0.00020817i,-0.0002947+0.0011676i,0.00070655+0.0011716i,0.00063079+0.0005117i,0.00033131-0.00022701i,0.00018769-0.00077833i,-0.00047737-0.0010235i,-0.00054188-0.0004528i,-0.00048673+0.00028718i,-0.00055874+0.0005597i,0.00018904+0.00023117i,0.00034446+0.00052507i,-0.00056299+0.0012344i,-0.00092927+0.00068099i,-0.00030908+0.00033799i,0.00011082+0.00020811i,1.2203e-07-0.00015771i,0.00024948+0.00014538i
0.001684-0.0019546i,0.00060297-0.0015942i,0.00042272-0.0020746i,0.00044531-0.002058i,-0.00057028-0.0021355i,-0.0012776-0.00094195i,-0.0008101+0.00062193i,-0.0004442+0.0011485i,2.0586e-06+0.00053236i,0.00031797-0.00011316i,0.00016403-0.00098924i,0.0003358-0.0012422i,-0.00019393-0.0006405i,-0.0010635-0.00081205i,-0.0014937-0.00086258i,-0.00062314-0.00059742i,0.0014327-0.00017903i,0.0020713-0.00046698i,0.0017359-0.0014091i,0.0010174-0.00064257i,-0.00023849+0.00037871i,-0.00075905-6.0214e-05i,-0.00053639-0.00018152i
-0.00070721-0.00052994i,-0.00025865-0.00069846i,0.00024064-0.00023052i,0.00041419+0.0008047i,-0.00022063+0.0018243i,-0.00072035+0.0021043i,-0.0016253+0.0017339i,-0.0026007+0.00031525i,-0.0017965-0.00016646i,-0.00047325-5.0678e-05i,0.00028013-0.00063192i,-0.00033278-0.00043748i,-0.001488-0.00029244i,-0.0011427+0.00014771i,-0.00087993+0.00057378i,-0.0010597+0.00013866i,-0.0012683-0.0011199i,-0.00189-0.0019831i,-0.0021388-0.0016333i,-0.0009874-0.00049436i,-0.00055522+7.9282e-05i,-0.00065799+7.1016e-05i,-0.00036476+0.00099528i
0.00010157+0.00075734i,0.00010363+0.00082536i,-0.00013542+0.00092444i,0.00038985+0.00010177i,0.00073661-0.0012752i,3.2591e-05-0.00031988i,-0.00068793+0.00084944i,-0.00021882+0.00074903i,-0.00023431-0.00025285i,-0.00062099-0.001113i,-0.00046445-0.0006659i,-0.00033263-0.00070479i,9.412e-05-0.00053854i,0.00034728+0.00033416i,0.00046241+0.00042088i,0.0002186-0.00018705i,0.00012123-4.7123e-05i,0.00082877+0.0011973i,0.00080314+0.00093795i,-8.2183e-05+0.00022781i,-0.00020262-6.3698e-05i,-0.00024472-0.00018001i,6.0119e-05-0.00023123i
-0.00096342+0.0015412i,-0.0013405+0.0015006i,-0.0011638+0.0015833i,-0.0012704+0.0018801i,-0.00075928+0.002903i,-0.00058011+0.0026339i,-0.0014639+0.001729i,-0.00095617+0.0014941i,-0.00020608+0.0015704i,-2.9802e-05+0.00069869i,0.00017708-0.00016882i,0.0011835-0.00028529i,0.0010069+6.748e-05i,-0.0001822-0.00021418i,-0.0006025-0.00052779i,-0.00057609-0.00066386i,-0.00097909-0.00093582i,-0.0013544-0.0010452i,-0.00039703-0.00019951i,0.00022968+0.00053108i,-7.741e-05-5.7354e-05i,-0.00043163-0.00016164i,-0.00049996+0.00014273i
-0.0030898+3.1626e-05i,-0.0022611+4.6798e-05i,-0.0037499+0.0012629i,-0.0039108+0.0025166i,-0.0018631+0.0022639i,0.00026239+0.0011701i,0.0012989+0.00069711i,0.00024954-9.7149e-05i,-0.00084566-0.00057756i,-0.00066707-0.00032811i,-0.00050223-8.9592e-05i,-0.0005485+0.00028004i,-0.00056821-2.2895e-05i,-0.00038332-0.00017222i,0.00041661+0.00021823i,0.0011532+0.00026339i,0.0013494+0.0010867i,0.0018399+0.0020658i,0.0023701+0.002036i,0.001912+0.0013837i,0.00078067+0.00069888i,0.00062805+0.00039038i,0.00093738-0.00041655i
-0.0004656+0.00069369i,-0.00076941+0.0012956i,-0.00081914+0.0018669i,0.00060931+0.0019496i,0.002051+0.0018638i,0.001065+0.0013841i,-0.00031376+0.0011759i,-0.00012242+0.0010385i,0.00034035+0.00047053i,0.00052761-0.00010665i,0.00017681-0.00055605i,-0.00036942-0.0013591i,-0.00038958-0.0016695i,-0.00061095-0.00097278i,-0.0004695-0.0011494i,0.00077806-0.001139i,0.0015088-0.0012719i,0.0011433-0.0017558i,0.000339-0.0009126i,0.00080813-0.00014855i,0.0011753+0.00010172i,8.6182e-05-0.00080045i,-0.00040557-0.00084031i
0.0012943-0.00028395i,0.00091914-0.0014389i,-0.0003455-0.0011034i,-0.00078767-0.0011753i,-0.00089112-0.0012949i,-0.0010863-0.00046671i,-0.00078086+6.7555e-05i,-0.00032562+7.8729e-05i,0.00021322+0.00041513i,0.00081561+0.00011321i,0.00065661-0.00027402i,-0.00063477-0.00059299i,-0.0017331-0.0006696i,-0.0015021-0.00057135i,-0.00057979-0.00039665i,0.00067659+0.00022742i,0.0013251+0.00070618i,0.0005781+0.00043874i,0.0002523+0.00021042i,0.00024086+0.00022421i,-4.4063e-05-0.00035249i,1.0354e-05-0.00014297i,0.00011112+0.00050419i
-0.00261+0.00020964i,-0.0030894+0.0016615i,-0.0035378+0.0020771i,-0.0024783+0.0025975i,-0.00099053+0.0030425i,-3.6997e-05+0.0027605i,-0.00015445+0.0015263i,-0.00067621+9.5257e-05i,-0.00094687-7.611e-05i,-0.00038098+0.00017031i,0.00024217-0.00034895i,0.0007053-0.0004818i,8.423e-05+2.3419e-05i,-0.00044513-0.00019443i,4.1505e-05-0.00058934i,0.00030739-0.0010087i,0.00013692-0.0017186i,4.6179e-05-0.0018923i,-3.4132e-05-0.00071468i,-0.00019213+0.00080536i,0.00018079+0.00042293i,6.7482e-05-0.00044501i,-0.00013255-0.00033629i
0.0011446+0.00041073i,0.00039049+0.00073035i,-0.00092645+0.00040806i,-0.0021542-5.3321e-05i,-0.0019598+0.00011936i,-0.000344+0.00088489i,-0.00079158+0.0011356i,-0.0019548+0.0012175i,-0.0016653+0.001649i,-0.00087922+0.00068335i,0.00010469-0.0011191i,-0.00078424-0.00092686i,-0.0016901+0.00032374i,-0.0010113+0.00067759i,-0.00024874+0.0006461i,0.00019966+0.0011969i,4.847e-05+0.0015781i,9.171e-05+0.0018915i,3.5223e-05+0.0021324i,0.00011109+0.0012355i,0.00026168+0.00051671i,0.00017671+0.00010644i,0.00082559-0.00022741i
0.0018351-0.0011558i,0.00058562-0.00060573i,0.0011917-0.00072145i,0.00089327+0.00011145i,0.0003844+0.0013879i,-7.8316e-05+0.002055i,-0.0003103+0.0020905i,-0.0006791+0.0012113i,-0.00032328-0.00012899i,-0.00049586-0.0014635i,-0.0014374-0.0017164i,-0.0015771-0.001126i,-0.0010235-0.0012063i,-0.00067874-0.0010889i,-0.00047644-0.00063692i,0.00025817-0.00083278i,0.00082443-0.0015096i,0.00071673-0.0018356i,0.0005754-0.0017546i,0.0002776-0.0011638i,0.00048441-0.0010048i,-4.5338e-05-0.00088063i,-0.00039368-0.00037568i
-0.0011025+0.0011672i,-0.0015101+0.0011419i,-0.0019+0.00095009i,-0.00068971+0.00023836i,0.00035459-0.00078838i,0.0005708-0.00070161i,0.00049075+3.5967e-05i,0.00015812+0.00084928i,-0.00034156+0.0012193i,-0.00059078+0.00032173i,-0.00082533-6.1024e-05i,-0.00078339+0.00049947i,-0.00045503+0.00051004i,-0.00044867+0.00085667i,-0.00046067+0.00094029i,0.00018078+0.00036727i,0.00034601+0.00074248i,-0.00019529+0.00084731i,0.00034145+0.00015748i,-9.6092e-05+0.00016296i,-0.0011888+0.00066096i,-0.00075608+0.00033846i,-0.00056344-0.00051664i
-0.0016543+1.1956e-05i,-0.0016415+0.00029171i,-0.003031+0.00094999i,-0.0031071+0.0028369i,-0.0022713+0.0030025i,-0.0017949+0.0014512i,-0.0011262+0.00095533i,-0.00017322+0.00041794i,0.00024116-0.00010395i,0.00031037+0.00079339i,-3.3752e-06+0.00075637i,-0.00053419-0.00030017i,-0.00057038-0.00059346i,-0.00098503-0.00015591i,-0.00031011+0.00023435i,0.0016759-1.8238e-05i,0.002898-0.00090962i,0.0025769-0.0013968i,0.0014588-0.0019503i,0.00048038-0.0016705i,-0.00028599-0.0004057i,-0.00068839+4.7998e-05i,-0.00070125+0.00043642i
-0.0017887+0.0015381i,-0.0024727+0.0015857i,-0.0016825+0.002046i,-0.00083735+0.0022652i,-0.0010041+0.0026714i,-0.00077857+0.0023406i,-0.00023115+0.0010598i,-0.00052632+0.00036859i,-0.0010266+0.00064143i,-0.00023574+0.00031265i,0.0009678-0.00068247i,0.00075301-0.00048879i,-0.00064732-0.00029713i,-0.00093806-0.00021186i,-0.00056054+0.0002342i,-0.00032816+8.0119e-05i,-0.00073012+0.00066239i,-0.00075875+0.0014829i,-0.00084576+0.0010106i,-0.0009988-3.311e-05i,-0.00096246-0.00011392i,-0.0012351+0.00036721i,-0.00038082+0.0003407i
0.0006571-0.0018537i,-0.00055551-0.0013352i,-0.0004214-0.0029787i,-0.00082465-0.0021683i,-0.0019713+0.00019247i,-0.0026123+0.0014238i,-0.0022297+0.0019645i,-0.0013226+0.0007919i,-0.00096753-0.00042734i,0.0003429-0.001246i,0.0016122-0.0011147i,0.00024575-0.00053518i,-0.00084285-0.0012065i,-5.5702e-05-0.0013768i,8.8424e-05-0.00030226i,0.00031692+0.00037344i,0.0009619-0.00027151i,0.0013743-0.0013338i,0.0018486-0.0010386i,0.0012861-0.00012149i,0.00036974+0.00022716i,-5.8444e-05+0.00015074i,1.6594e-05-0.00019441i
-0.00038708-0.0004811i,-0.0012806+7.9794e-05i,-0.0027757-0.00051489i,-0.0025716-0.0002393i,-0.0017953+0.00134i,-0.0005254+0.0021009i,0.00029618+0.0025641i,-0.00031737+0.0021692i,-0.00035717+0.00093133i,6.2663e-06-0.00057978i,-0.00021902-0.001582i,-0.00052971-0.00143i,-0.00073763-0.00078098i,-0.00052822-0.00014178i,0.0003061+0.00036008i,-0.00050713+0.00027946i,-0.0020149+0.00017446i,-0.0018623+0.00037359i,-0.0015813+0.00077306i,-0.0013607-0.00044431i,-0.00023638-0.00080603i,0.00056516-4.9647e-05i,0.0005413-0.00018315i
0.0012181+0.0015926i,0.0014815+0.00016804i,0.0014356+0.00033274i,0.00052791+0.00085063i,-0.00040561+0.00069696i,-0.0013465+1.4909e-05i,-0.0018529+4.8998e-05i,-0.0012566+0.00055988i,-0.00049414+0.0002843i,0.00018707-0.00037242i,0.00025616-0.0012393i,-0.00073672-0.0011954i,-0.0012342-0.00057787i,-0.00064148-0.00013283i,-0.00043696+5.7189e-05i,0.00024122-0.00022455i,0.0018498-0.0008706i,0.002201-0.0013631i,0.0012975-0.0013911i,0.00034918-0.00076255i,-0.00047383-0.00024235i,-0.00038842-0.00040349i,-0.000444-0.00045026i
