0.00068784+0.00057352i,0.001285+0.00064123i,0.0012899-0.0008579i,0.00035188-0.0021233i,-0.00049157-0.0032268i,-0.00044069-0.0026223i,-0.00080576-0.00092567i,-0.00030188+0.00023138i,0.0006767+0.0012886i,0.0013202+0.00063026i,0.0012115-0.0005157i,4.1142e-05-0.00036517i,-0.00038372+0.0003593i,-0.00059481+0.0010226i,-0.00062305+0.00031357i,-0.00014855-0.00036249i,-0.00029879-0.00027927i,-0.00013909+1.4029e-05i,0.00052078-3.1244e-06i,0.00050869-0.00016602i,-0.00011861-0.00038225i,-1.6262e-05-0.00041522i,0.00044738-0.00010244i
1.4424e-05-0.0036819i,0.0038615-0.017803i,0.020358-0.044163i,0.045114-0.069067i,0.060789-0.063353i,0.061888-0.034498i,0.043522-0.022666i,0.017526-0.027754i,0.0033792-0.025051i,-0.001383-0.014456i,-0.0039773-0.0061307i,-0.0047222-0.0018329i,-0.0036644-0.00097677i,-0.0014728-0.001698i,0.0024064-0.0024506i,0.0060514-0.0025358i,0.0072777-0.0016629i,0.0055729-0.0015825i,0.0025383-0.0021803i,-0.00024161-0.0014995i,-0.00014986+5.5644e-05i,0.0017623+0.0021214i,0.0010443+0.0029169i
-0.0018178+0.0023141i,-0.0078974+0.011947i,-0.026338+0.028722i,-0.049946+0.036291i,-0.056698+0.014635i,-0.039176-0.0099496i,-0.0047428-0.0052579i,0.023605+0.0056399i,0.027669+0.0047248i,0.015773+0.0011484i,0.0061415-0.00019239i,0.0031235-0.0018562i,0.00021112-0.0023517i,-0.0028979-6.4831e-05i,-0.0049539+0.0026606i,-0.0065444+0.0045488i,-0.0064966+0.0044965i,-0.0044513+0.0032625i,-0.0026266+0.004175i,-0.00035389+0.0055758i,0.0023547+0.0042251i,0.003573+7.8611e-05i,0.003107-0.0025339i
0.0028547-0.0017424i,0.010939-0.010652i,0.032947-0.023379i,0.055803-0.026025i,0.053301-0.0030208i,0.026475+0.022595i,0.0066585+0.02624i,0.0066648+0.023428i,0.011775+0.018049i,0.010828+0.005906i,0.0052516-0.0034237i,0.0021037-0.0042618i,0.0024399-0.0027841i,0.0023883-0.0020084i,0.0032526+5.3654e-05i,0.0044804+0.0017711i,0.0043121+0.0014474i,0.0028675-0.00036775i,0.00023715-0.0022166i,-0.0014462-0.0032396i,-0.0022809-0.003169i,-0.0038614-0.0011143i,-0.0041572+0.001865i
-0.0011198-0.0001661i,-0.0095729+0.0055311i,-0.030965+0.0091702i,-0.047412+0.0020446i,-0.038484-0.019733i,-0.013233-0.023029i,-0.0042757+0.0032465i,-0.013398+0.025775i,-0.013042+0.030494i,-0.0049956+0.020593i,-0.0013848+0.0099986i,0.00080261+0.005352i,0.002295+0.0024777i,0.00029745-0.0013165i,-0.0040067-0.0046198i,-0.0066475-0.006873i,-0.0061461-0.0071882i,-0.0052774-0.004953i,-0.0051909-0.0020758i,-0.0050147-0.0001681i,-0.0039801+0.0014506i,-0.0018287+0.00233i,0.00016726+0.0017778i
0.0030239-0.0018323i,0.011935-0.0049802i,0.029536-0.0068539i,0.039315-0.0032022i,0.019171+0.006115i,-0.016895-0.0012776i,-0.032527-0.017803i,-0.027174-0.019115i,-0.020325-0.012406i,-0.01014-0.0059643i,-0.00065087-0.0019555i,0.0020246+0.00097541i,0.0034112+0.0026924i,0.0045136+0.0017239i,0.004368+0.0012965i,0.0038229+0.0028831i,0.0030035+0.0026996i,0.0029798+0.00073601i,0.0037189-0.00078411i,0.0039267-0.0015449i,0.0037315-0.002476i,0.0019333-0.0029562i,-0.00065385-0.0022516i
-0.0014402-0.00068605i,-0.0094686+0.0010896i,-0.024134-0.0043457i,-0.033357-0.01384i,-0.02007-0.017519i,0.0048205-0.004846i,0.0093297-0.00125i,-0.0041135-0.015505i,-0.011012-0.019223i,-0.0095948-0.011291i,-0.0074631-0.00429i,-0.006035-5.9729e-05i,-0.0037018+0.0013339i,-3.9188e-05-0.00097057i,0.0027535-0.0042584i,0.0042993-0.0066012i,0.0043267-0.0071292i,0.0027601-0.0055285i,-5.4406e-05-0.0031423i,-0.0022242-0.0019288i,-0.0030873-0.0015387i,-0.0026247-0.0004013i,-0.00058196+0.00045132i
0.002352-0.0019444i,0.010655+0.00010355i,0.023308+0.0052086i,0.02941+0.0095017i,0.02013+0.00098264i,0.0073895-0.020077i,0.015035-0.026725i,0.031896-0.018728i,0.031137-0.013673i,0.018102-0.009139i,0.0077422-0.0033854i,0.0023623-0.00048722i,-0.00046004-0.00029446i,-0.0012327+0.0015368i,-0.0014781+0.0041494i,-0.0021598+0.0051939i,-0.0020799+0.0050158i,-0.00094872+0.003899i,0.00013572+0.0036208i,0.0015452+0.0053456i,0.0024073+0.0058964i,0.0025795+0.0034993i,0.0014154+0.00022868i
-0.0019926+0.0012481i,-0.010661-0.003876i,-0.018914-0.013775i,-0.024565-0.022642i,-0.022933-0.014076i,-0.0149+0.011404i,-0.0071394+0.023633i,0.0017676+0.020702i,0.0096429+0.014643i,0.0091951+0.0045622i,0.0027977-0.0037282i,-0.0015129-0.0046288i,-0.001441-0.0030248i,-0.00014284-0.0017714i,0.0017203-0.00035032i,0.0043515+0.00048213i,0.0046917+0.00068407i,0.0027293-0.00013592i,0.00091069-0.0024737i,-5.6493e-05-0.0041009i,0.00027132-0.0040302i,0.00050817-0.0023271i,0.00031505+0.0010291i
0.00054529+0.00092856i,0.0062021+0.0049899i,0.013972+0.014818i,0.021372+0.020101i,0.025299+0.0069598i,0.022729-0.0078143i,0.015168+0.0031397i,0.005554+0.022984i,0.00086847+0.027409i,0.0017804+0.017944i,0.0010144+0.0082928i,-0.00027711+0.0036745i,0.00039125+0.0010503i,-0.0010635-0.0010137i,-0.0039479-0.0012831i,-0.0057298-0.0017579i,-0.0052843-0.0021881i,-0.0042072-0.00098522i,-0.004236+0.00017823i,-0.0042209+0.0017129i,-0.0039668+0.0032311i,-0.0030814+0.0026154i,-0.0014134+0.0005658i
-0.0038723-0.0028923i,-0.0070265-0.007145i,-0.010679-0.018415i,-0.014118-0.029206i,-0.024636-0.022795i,-0.034898-0.011108i,-0.036096-0.01029i,-0.030937-0.0087589i,-0.023241-0.0038577i,-0.012367-0.0017808i,-0.0030413-0.0025211i,0.0010828-0.0020004i,0.0024571-0.0013431i,0.0019661-0.0022225i,0.0012607-0.0018262i,0.0019519-0.00039388i,0.0022385-0.0002614i,0.0014946-0.0011092i,0.0015133-0.0021754i,0.0027415-0.0023939i,0.0036424-0.00093204i,0.0031127+0.00031027i,0.00027005+0.00089763i
0.0041114-0.00082464i,0.0047934+0.0053272i,0.0058093+0.015126i,0.0073427+0.024272i,0.012871+0.019995i,0.018517+0.012872i,0.013829+0.0074757i,0.00020605-0.0027513i,-0.0072477-0.0074258i,-0.0064785-0.0048969i,-0.0047827-0.0011413i,-0.0036109+0.0015176i,-0.00088401+0.0018893i,0.0010419+0.00090129i,0.001156-0.0010805i,0.0012365-0.0035542i,0.00050247-0.0045798i,-0.00055846-0.0038651i,-0.0016311-0.0037465i,-0.0031633-0.0038505i,-0.0039675-0.0025229i,-0.0030163-0.0009868i,-0.00088624-0.0006722i
-0.00082371-0.0016431i,2.1783e-05-0.0069787i,0.0025829-0.019333i,0.0045221-0.033137i,-0.0011117-0.03664i,-0.0089578-0.035604i,-0.002465-0.032803i,0.012703-0.023892i,0.017084-0.014293i,0.011113-0.0068475i,0.0053024-0.0024189i,0.0027672+0.00038636i,0.0019615+0.0009042i,0.0024998-0.00012923i,0.0028451+0.00030382i,0.0018347+0.0011893i,0.0014533+0.0015501i,0.002012+0.0020411i,0.0013106+0.0023722i,0.0012325+0.0034544i,0.0025602+0.0041902i,0.0027252+0.0030753i,0.00096153+0.0017509i
0.00059308+0.0028672i,-0.0013143+0.0067851i,-0.0050874+0.015439i,-0.01108+0.023321i,-0.012207+0.02421i,-0.0047497+0.025905i,0.0016087+0.02495i,0.0042733+0.018017i,0.0074178+0.010949i,0.0067921+0.0045577i,0.0014223-0.0003123i,-0.0019962-0.0012513i,-0.0018705-0.0002933i,-0.0016087-6.1088e-05i,-0.0006244+0.00072005i,0.0011608+0.0012809i,0.0017543+0.00083988i,0.0016718+2.1506e-05i,0.001518-0.00068973i,0.001118-0.0018156i,0.00030389-0.0030001i,8.7803e-06-0.0031392i,0.00058793-0.0015296i
-0.0015823-0.0021799i,0.0013188-0.0061824i,0.0098341-0.012692i,0.020349-0.021186i,0.023089-0.025893i,0.016225-0.024193i,0.010023-0.011436i,0.0074647+0.0065866i,0.0048392+0.01398i,0.0032275+0.0091166i,0.0015003+0.0040188i,7.9782e-05+0.0023122i,0.00062272+0.0011555i,0.0013184+0.00035063i,0.00076085+0.0010955i,-0.00055512+0.0011409i,-0.00070906+0.00013206i,-0.0007762-0.00020387i,-0.0025478-0.00028049i,-0.0034409+0.00065046i,-0.0030156+0.002597i,-0.0019818+0.0028464i,-0.0010062+0.0013976i
-0.0013873+0.0011345i,-0.0039456+0.0030044i,-0.011472+0.0051501i,-0.023732+0.0047686i,-0.033274+0.0030427i,-0.032995+0.0056728i,-0.027311+0.0060943i,-0.021812+0.0024497i,-0.013499-0.00045461i,-0.0058785-0.0025595i,-0.0029999-0.0034192i,-0.0019602-0.0025607i,-0.001257-0.0019381i,-0.0016763-0.0021077i,-0.0019325-0.00098418i,-0.0013927+1.3395e-05i,-0.00059459-0.00057391i,-0.00042525-0.00043906i,0.00062518+0.0010673i,0.0030374+0.0017359i,0.0047599+0.00098673i,0.0038677+0.00020828i,0.0017461+0.00023707i
-0.0021257+0.0010658i,0.0027579-0.0016491i,0.013408-0.00414i,0.02819-0.005116i,0.035442-0.0052891i,0.028308-0.0069101i,0.015712-0.0052699i,0.0052461-0.0032365i,0.00016435-0.0031167i,0.00023356-0.0027289i,0.00016312-0.0022617i,-0.00088007-0.0014329i,-0.00089731-0.0013555i,-0.00010014-0.0013721i,0.0012016-0.00089361i,0.0027167-0.0012459i,0.0034354-0.0013639i,0.0027425-0.0019105i,-0.00061535-0.0033636i,-0.0028872-0.0046718i,-0.0033703-0.0042426i,-0.0030088-0.0019586i,-0.0014575-0.00038497i
-0.00088445-0.00088291i,-0.0041692-0.00041789i,-0.011754-0.003941i,-0.021725-0.011809i,-0.027119-0.016704i,-0.023185-0.015637i,-0.012471-0.013995i,-0.00026219-0.0099872i,0.006253-0.0038439i,0.0063788-0.0010004i,0.0038387-0.0010484i,0.00212-0.00083115i,0.0015556-0.0019317i,0.00062227-0.0029105i,-0.00056355-0.0024878i,-0.001241-0.0018779i,-0.0012281-0.0014716i,-0.0016194-0.00046173i,-0.0021503+0.0013653i,-0.0016392+0.0030556i,-0.00021645+0.0041947i,0.00054967+0.0035929i,0.00070095+0.0018613i
-0.00032804-0.0047214i,0.0029333-0.0031759i,0.0091294+0.0020159i,0.015509+0.010514i,0.016621+0.015954i,0.012903+0.016812i,0.0091741+0.015792i,0.0060084+0.012508i,0.0037692+0.0083025i,0.0030046+0.0052049i,0.0012237+0.0035487i,-0.0001833+0.0035506i,0.00069672+0.0034209i,0.0018264+0.0022073i,0.0020898+0.0015286i,0.0017203+0.0015899i,0.0016502+0.001521i,0.0021753+0.001241i,0.0035595+8.4559e-05i,0.0048483-0.0019141i,0.0046023-0.0044607i,0.0031791-0.0047754i,0.0015265-0.0028165i
-0.00073338+0.00032402i,-0.0025691-0.001813i,-0.0055439-0.0079746i,-0.0094011-0.020224i,-0.010033-0.028262i,-0.0067492-0.026093i,-0.0036094-0.016488i,-0.0020171-0.0043256i,-0.0025733+0.0025559i,-0.0023024+0.002442i,-0.0017232+0.0011232i,-0.0014416+0.0012528i,-0.00066548+0.0010791i,0.00054181-0.00060571i,0.00093925-0.0019684i,-0.00025574-0.0024443i,-0.0014529-0.0024232i,-0.0020015-0.0021788i,-0.0030919-0.0017969i,-0.0042761-0.0011538i,-0.0047598-1.6138e-05i,-0.003908+0.001072i,-0.0020655+0.0012682i
0.0015592+0.0014584i,0.0017166+0.0028306i,0.0050575+0.0077375i,0.0052833+0.014748i,-0.0012814+0.016125i,-0.0079593+0.012765i,-0.0093074+0.0083197i,-0.0067715+0.0024868i,-0.0021501-0.0016791i,3.3205e-05-0.0024675i,-0.00095225-0.0026284i,-0.0024364-0.0019211i,-0.0024915-7.8056e-05i,-0.0018417+0.0020172i,-0.0010492+0.0028068i,0.00020472+0.0015513i,3.3168e-05+0.00089213i,-0.0010412+0.001398i,-0.00030081+0.0031085i,0.0015961+0.0050887i,0.0037049+0.0056325i,0.005031+0.0039538i,0.0033944+0.0010289i
0.0023691-0.00026242i,5.7786e-05-0.0021686i,0.0011025-0.010132i,0.0035064-0.020898i,0.006656-0.023687i,0.0094134-0.017169i,0.010454-0.0081798i,0.0091744-0.0015667i,0.0057049-0.00072236i,0.0025237-0.003119i,0.0007146-0.0026527i,0.00020543-0.0009974i,0.00043345-0.0013556i,0.00098519-0.0020231i,0.001894-0.0012066i,0.0017118-0.0014037i,0.00095049-0.0028938i,0.0017897-0.0035636i,0.0016034-0.0040862i,0.00054871-0.0047035i,-0.00044366-0.0050721i,-0.0013354-0.004747i,-0.0011198-0.0029965i
1.0349e-06-0.0010304i,4.015e-06+0.0010866i,-0.0014214+0.0055775i,-0.0062193+0.0079191i,-0.013371+0.0046343i,-0.015889+3.2072e-05i,-0.011782-0.00057141i,-0.0041286+0.0011946i,0.0029384+0.0013718i,0.0043672-0.00052541i,0.0020521-0.0021196i,-0.00028541-0.0018423i,-0.00076774-0.0018361i,-0.0012018-0.0014978i,-0.0015465-0.00028061i,-0.00097053+0.00010904i,-0.0010202-0.00023669i,-0.0020651-0.00019807i,-0.00254+1.0916e-05i,-0.0038698+0.0013154i,-0.0048832+0.002949i,-0.0037466+0.0034652i,-0.0018875+0.0021197i
0.00028128-0.002429i,0.0007185-0.0034242i,0.0032512-0.0085511i,0.0085433-0.012546i,0.012023-0.009568i,0.0098816-0.0015312i,0.0035655+0.005587i,-0.0018057+0.0075518i,-0.0019513+0.006111i,0.00035023+0.0033022i,-0.00015562+0.0010723i,-0.00088434+0.0014093i,0.00066648+0.0013869i,0.0021935+0.00020811i,0.002002-0.00044107i,0.0013525-0.00050369i,0.0015663-0.00027815i,0.0022389-0.00042132i,0.0036159-0.0010931i,0.0052722-0.0017425i,0.0060267-0.0016185i,0.0061208-0.001031i,0.0046439-0.00052519i
-0.0017211-0.001381i,-0.001478-0.00026665i,-0.0044211+0.0014075i,-0.0088624-0.00081307i,-0.011705-0.0081921i,-0.010532-0.014654i,-0.0077641-0.013648i,-0.0058127-0.0076119i,-0.0036358-0.0020879i,-0.00049386+0.00022868i,0.0016582-0.00045494i,0.0015857-0.0004733i,0.00088512-0.00073001i,0.00048934-0.0019168i,-0.00063078-0.001871i,-0.0012902-0.00059744i,-0.0017959-0.00022895i,-0.0012762-0.0004916i,-0.00014466-0.00090958i,-0.00060856-0.0023716i,-0.0020922-0.0039284i,-0.0035886-0.0040091i,-0.0032777-0.0026895i
0.00049347-0.0012772i,0.0017959-0.0021407i,0.0061973-0.0034088i,0.0096347-0.0026161i,0.0076794+0.0018358i,0.0028918+0.0048872i,0.00015956+0.0039585i,-0.00049218+0.00015898i,-1.0759e-05-0.0011915i,-2.9081e-06+0.00071863i,-0.00092614+0.0015635i,-0.00065938+0.00093856i,0.00054967+0.0012295i,0.00097207+0.001315i,0.0013744+0.0008483i,0.0011283+9.4513e-05i,0.0002896-0.00076395i,0.00040775-0.00071123i,0.00060628-3.5775e-05i,-0.0001725+0.0020869i,-0.00045444+0.0047699i,6.9383e-05+0.0050096i,-0.00024415+0.0030783i
-0.00065433-0.0003312i,-0.0014289-0.00060834i,-0.0031333-0.00094847i,-0.004128-0.0041689i,-0.0023964-0.0092484i,0.0021922-0.0098619i,0.0069354-0.0058598i,0.0081034-0.00085309i,0.0053933+0.0020628i,0.0013022+0.00239i,-0.00099069+0.0021637i,-0.00089402+0.0013188i,-4.8847e-05+0.000524i,0.00022522-0.0001416i,-0.00021088-0.0010146i,-0.00068961-0.001092i,-0.00063358-0.000319i,-0.0011096+0.00026003i,-0.0013772-0.00041742i,-0.00019845-0.0012234i,0.0019831-0.0020668i,0.0037495-0.0023444i,0.0031396-0.0015106i
0.0013233+0.00094725i,0.0030243+0.0002737i,0.0050824+0.00013993i,0.004091-0.00097027i,-0.00011742-0.00068374i,-0.0052336+0.00047386i,-0.0061315+0.0016813i,-0.0030437+0.0028973i,-0.00050037+0.0023302i,-0.0020587-0.00068136i,-0.0040094-0.0018577i,-0.0034849-0.00039619i,-0.0018467+0.00028986i,0.00044653+0.0011646i,0.0026876+0.0013316i,0.0031051+0.00015704i,0.0017816-0.00064409i,0.00082991-0.00098412i,-0.00070889-0.0017821i,-0.0026408-0.0024115i,-0.0044289-0.001936i,-0.0053663-0.00090842i,-0.0039327-0.00011442i
0.0004417-0.00033952i,-0.00099456+0.00016646i,-0.00082207-0.0012108i,1.6701e-05-0.0053442i,0.0020231-0.0081897i,0.0031405-0.0045667i,0.00076226+0.0023407i,-0.0022631+0.0051735i,-0.0030801+0.0020923i,-0.0015927-0.0026747i,-0.0010924-0.00454i,-0.0017422-0.0023402i,-0.0010414-0.00043471i,-0.00090544-0.00029367i,-0.0010161+0.00066236i,-0.00040914+0.00035789i,-0.0004526-0.00057861i,-0.00026076-0.001101i,8.7771e-05-0.0010789i,5.6417e-05+3.8819e-05i,0.001595+0.0022373i,0.0023726+0.0037498i,0.0013562+0.0028683i
0.0010583+0.0012924i,0.0018453+0.00082508i,0.00442-0.00085971i,0.0047988-0.0024214i,-0.0012437-0.006113i,-0.0082469-0.010518i,-0.009417-0.0095143i,-0.0058759-0.0052837i,0.00093073-0.0021297i,0.0061425-0.0023209i,0.0051094-0.0041925i,0.0018218-0.0045162i,0.00020724-0.002851i,-0.00052425-0.00051212i,-0.00089083+0.00093365i,-0.0005439+0.0012222i,-0.00015246+0.0016132i,0.0007867+0.0018618i,0.0016437+0.0012547i,0.0023259-0.00092287i,0.0020218-0.0033043i,0.0011122-0.0039775i,0.0011353-0.0033365i
-0.0021499-0.00050624i,-0.0021263-0.0010648i,-0.0019009-0.0016759i,0.00069917-0.0031014i,0.0039203-0.0034455i,0.0050047-0.0013188i,0.0037193-0.00059112i,0.0028934-0.00064659i,0.0038446+0.002941i,0.0060605+0.0061446i,0.0059325+0.0052354i,0.0030675+0.0023244i,0.0016167+6.258e-05i,0.0013056-0.0013229i,-0.00011844-0.0021412i,-0.00086207-0.0019274i,-0.00016701-0.0018186i,8.2951e-05-0.0027756i,-0.0011975-0.0026766i,-0.0020238-0.00058756i,-0.0026884+0.00064441i,-0.0029477+0.00098193i,-0.0026152+0.00092867i
-0.0013852+0.00089159i,0.0002972-0.00019784i,0.0021513-3.2211e-05i,0.0030578-0.00054016i,0.001163-0.0027569i,-0.00014158-0.0062585i,0.0014456-0.0054442i,0.0017948+0.00024334i,0.00048424+0.0056849i,-0.0011693+0.007905i,-0.00065032+0.0073482i,0.0016839+0.0045741i,0.0023437+0.0017019i,0.0017442+0.00037056i,0.00094176+8.0602e-05i,0.00062404-6.1562e-05i,0.0003308+0.00032872i,-0.00024652+0.0013281i,-0.00048683+0.0024638i,0.00046112+0.0029263i,0.0020585+0.0025452i,0.0031522+0.0014659i,0.0023428-0.00012316i
0.00013074-0.0028736i,0.00052068-0.0020636i,-0.0002534-0.003503i,-0.000575-0.0047078i,-0.00067678-0.0030854i,-0.0028838+0.00033035i,-0.0037745+0.0034198i,-0.0034726+0.0039386i,-0.005863+0.0018114i,-0.0090057+0.00051204i,-0.0090744+0.0013962i,-0.0066401+0.0030663i,-0.0029099+0.0029442i,0.00043239+0.0011807i,0.002415-0.00083535i,0.001959-0.001715i,0.00078064-0.0014628i,0.001489-0.0015663i,0.0019106-0.0024674i,0.00056148-0.0037414i,-0.0010508-0.0048813i,-0.0015842-0.0043828i,-0.00084317-0.0027035i
-0.00090688+0.0010423i,-9.4511e-05+0.00028207i,0.0013306+0.00035023i,0.0031422-0.0018983i,0.0035643-0.0058395i,0.0019699-0.0058454i,0.00045747-0.0023484i,-0.0011835-0.0014043i,-0.0028687-0.0048779i,-0.0035422-0.0087137i,-0.0046424-0.0082507i,-0.0045961-0.0042401i,-0.0024409-0.00036622i,-0.0019319+0.0022317i,-0.0017846+0.0033395i,-0.00034413+0.0018211i,-0.00074661+0.00026846i,-0.0025322-0.0007323i,-0.0036004-0.0008721i,-0.0032066+0.00037136i,-0.0014947+0.0017723i,-0.00015286+0.0026019i,6.4881e-05+0.0023602i
0.00069213+0.0012252i,0.00037627+0.00095182i,0.00098728-0.0010526i,0.0010398-0.0036324i,-0.0020135-0.0052559i,-0.0053353-0.005369i,-0.0053942-0.0045214i,-0.0011705-0.0034539i,0.0059082-0.0040253i,0.0093483-0.0064872i,0.0054671-0.0080449i,0.00070107-0.0064353i,-0.0010148-0.0035331i,-0.0011699-0.0016288i,-0.00030828-3.7771e-05i,0.00079362+0.00081377i,0.0011947+0.00094945i,0.0016509+0.00017179i,0.0020442-0.00050412i,0.0021865-0.00028562i,0.0032202-7.4691e-05i,0.0029892-0.00086002i,0.0014061-0.0012207i
-0.0010325+0.0005189i,5.5435e-05-0.00023073i,0.0018649-0.00041899i,0.0033683-0.0032836i,0.0037671-0.0069723i,0.004291-0.0059127i,0.0044641-0.0012283i,0.00567+0.0026672i,0.0085013+0.0054822i,0.011421+0.0054234i,0.010742+0.0018781i,0.0065843-0.00030728i,0.0028416-0.000833i,-0.00025966-0.0015939i,-0.0025322-0.0023899i,-0.0025517-0.0012908i,-0.0018437-0.00014317i,-0.0013563-0.0015304i,-0.0013431-0.0020626i,-0.0022762-0.0015499i,-0.0028658-0.0020368i,-0.0030657-0.0012813i,-0.0020461+0.00087874i
0.00012408-0.00021681i,-0.00064938-0.00071548i,-0.00027882-0.0021841i,0.00097677-0.0032303i,-0.00060223-0.0044937i,-0.0027501-0.0057023i,-0.0027032-0.0030804i,-0.0025838+0.0038264i,-0.0016218+0.010928i,0.0012396+0.013616i,0.0035233+0.010934i,0.0036941+0.0050856i,0.0034999+0.00073396i,0.0036876-0.0014966i,0.0035174-0.0017217i,0.0023909-0.0010769i,0.0011663-0.00019602i,-9.3834e-05+0.00072399i,-0.00054562+0.0011968i,-0.0008096+0.0013357i,-0.00070778+0.0019643i,0.0003489+0.0019435i,0.00036722+0.00043373i
0.0023654-0.00049435i,0.0018792+0.00022951i,0.0014536-0.0016022i,0.0016942-0.0047095i,0.00052184-0.0059007i,-0.0018395-0.0020902i,-0.0035444+0.0023697i,-0.0062267+0.0042004i,-0.0099483+0.0047271i,-0.011272+0.0055103i,-0.0092171+0.0063129i,-0.0059572+0.0056415i,-0.0020227+0.0043579i,0.00094913+0.0018562i,0.0014247-0.0013711i,0.0005606-0.0021793i,0.00019388-0.00095463i,0.00053078-0.00075851i,0.00047319-0.0010977i,0.00073379-0.001346i,0.0011023-0.0023148i,0.00043816-0.0029967i,-0.00022868-0.0020338i
-0.0019262+1.2873e-05i,-0.0013796-0.0012809i,-0.00013265-0.0019058i,0.00232-0.0032379i,0.002732-0.0044542i,0.00061909-0.0055523i,-0.0010937-0.0055242i,-0.0032321-0.0055688i,-0.0059145-0.0078443i,-0.0077181-0.008447i,-0.0083563-0.0052534i,-0.0057573-0.0012706i,-0.003058+0.00094329i,-0.0008338+0.0025221i,0.0018376+0.0037522i,0.0024894+0.0023065i,0.0014893+0.00096775i,-0.00024653+0.0013271i,-0.0010667+0.00073971i,-0.00065123-0.00069052i,-0.00072463-0.00043464i,-0.0001053+0.0010039i,0.00048716+0.00077698i
0.00059171-0.00062263i,0.00042599-0.0014136i,0.00036-0.0014163i,-0.00048325-0.0021183i,-0.0020538-0.0035827i,-0.0035253-0.0030625i,-0.0022761-0.002839i,0.0020915-0.0048865i,0.0062049-0.0091065i,0.0061841-0.012126i,0.0014234-0.011408i,-0.0028794-0.0076056i,-0.003708-0.0050475i,-0.0030954-0.0034444i,-0.0022039-0.0020989i,-0.00058364-0.0019191i,0.00040617-0.0021585i,0.00024051-0.00191i,-7.5612e-05-0.00084751i,0.00043209+0.00075679i,0.0018615+0.0015721i,0.0019961+0.00090445i,0.00044368+0.00012495i
0.00031656-0.0010379i,0.00079435-0.0010473i,0.00088275-0.002753i,-0.00014387-0.0048155i,-0.0019485-0.0056674i,-0.0010815-0.0043379i,0.0024244-0.0016441i,0.0062291+0.0010676i,0.010728+0.0023623i,0.013469-0.00077248i,0.010984-0.0043608i,0.0060858-0.0041113i,0.0034511-0.0025237i,0.00076387-0.0010977i,-0.0019024+0.00086359i,-0.0016702+0.0020271i,-0.00095609+0.0015942i,-0.0012478+0.00095741i,-0.0012683+0.00044349i,-0.0003617-0.0003021i,-0.0003127-0.00083516i,-0.0013678-0.00049894i,-0.0015833-0.00013283i
0.00043101+0.00071731i,0.00066519+0.00045206i,0.00014791-0.00026805i,-0.00052737-0.00168i,-0.0018717-0.0021363i,-0.0034587-0.0010971i,-0.0022571+0.001546i,-0.0004366+0.0068189i,0.0014703+0.011104i,0.0051937+0.010667i,0.0066781+0.0071287i,0.0055881+0.0027122i,0.0044773-0.00063994i,0.0032856-0.0029428i,0.0026138-0.0043007i,0.0017072-0.003611i,0.0014748-0.0021934i,0.0013393-0.0017791i,-0.0007339-0.0011296i,-0.0024552-0.00035183i,-0.0020709-0.00012546i,-0.00073594+0.00010496i,0.00027453+0.00024803i
-0.0010755+0.0010496i,-0.0013144+0.00055287i,-0.00055011-0.00023742i,0.00051295-0.0031055i,-0.0014202-0.0055066i,-0.0036372-0.0042784i,-0.0043636+0.00076634i,-0.0063768+0.0052901i,-0.0086136+0.0079925i,-0.007692+0.0095481i,-0.0035019+0.009033i,-0.00065682+0.0073357i,0.00010147+0.0050531i,0.00082966+0.0027957i,0.00077938+0.0012065i,-0.00058534+8.1505e-05i,-0.001177-0.00095047i,-0.00065516-0.0013519i,-0.00023583-0.00089007i,0.0002372-0.00064301i,0.00050458-0.001257i,0.00050029-0.0015886i,0.00014799-0.0009759i
0.00066675-0.00076288i,-4.3413e-05-0.0011736i,0.00050013-0.0023148i,0.0018842-0.0042923i,0.00083192-0.0060557i,-0.0020695-0.0064612i,-0.0028916-0.0058267i,-0.003459-0.0056699i,-0.0062425-0.0053845i,-0.008824-0.0041994i,-0.0088234-0.001381i,-0.0055559+0.0012439i,-0.0015876+0.0025439i,0.0015255+0.002236i,0.0036335+0.0011964i,0.0036076+0.00082662i,0.0031036+0.00079209i,0.0027009+0.00065866i,0.0018321+3.7605e-05i,1.7771e-05-0.0012265i,-0.001173-0.0011246i,-5.3809e-05+0.00033401i,0.00096544+0.00040785i
-0.0058634-0.004706i,-0.00091944-0.0069057i,-0.0055804-0.0035347i,-0.0060969+0.0010161i,-0.0045999+0.0033868i,-0.00017714+0.003042i,0.0035841-0.0016377i,0.0036743-0.0058465i,0.0015094-0.0086107i,-0.0027877-0.0084529i,-0.0058509-0.0066594i,-0.0055806-0.004624i,-0.004459-0.0034506i,-0.0047112-0.0019543i,-0.0052357-0.0011581i,-0.0042439-0.0013762i,-0.0029183-0.00078871i,-0.0016822-9.3492e-05i,-0.00010303+0.00046691i,0.0017236+0.00097604i,0.0027157+0.00076698i,0.0026618-0.00011964i,0.0019032-0.00091474i
