-0.0013048+0.00088825i,-0.00064091+0.00052809i,-0.0010839-4.057e-05i,-0.0018463+0.00034659i,-0.0031302+0.001185i,-0.0019728+0.001586i,-0.00062749+0.0015861i,-0.001358+0.0011388i,-0.0013129+0.0015636i,-0.00023635+0.0018269i,0.00025975+0.00054381i,-0.00030709-0.00017432i,-0.00093675-0.00011514i,-0.000472-0.00042636i,0.00017002+0.00013462i,6.4307e-05+0.00033934i,-0.00010138+0.00037848i,4.5184e-05+0.00037765i,0.00024781+0.0001315i,-0.00062034+0.00020201i,-0.00061026-0.00012844i,-0.00016844-0.00023325i,5.2804e-05+4.827e-05i
0.00050276-0.00036641i,0.0003029-0.00045881i,2.4341e-05-0.0010631i,-0.0012931-0.0021574i,-0.0026182-0.0029045i,-0.0030016-0.0013891i,-0.0021892+0.0011119i,-0.001383+0.00088272i,-0.0016359-0.00017021i,-0.0015614+0.00059894i,-0.00098778+0.00086808i,1.0519e-05+0.00076963i,0.00018526+0.0010295i,-0.00055516+0.00065766i,-0.0013782+3.8808e-05i,-0.0012578+0.00010617i,-0.00047273+0.00072964i,1.6456e-05+0.00067737i,0.0010689+0.00043795i,0.00090438+0.00024821i,-0.00090145-5.8402e-05i,-0.0018585-0.00065848i,-0.0012712-0.00022778i
0.0019534+9.7578e-06i,0.00091147-0.00067001i,-0.0001156-0.0021356i,-0.0010923-0.0030311i,-0.0027079-0.001734i,-0.0024732+0.00012223i,-0.0010609+0.00098569i,-0.0014425+0.00125i,-0.0026248+0.0014742i,-0.0024048+0.0014769i,-0.00085252+0.0011376i,-0.00046172+0.0012273i,-0.0012176+0.0012989i,-0.00093291+0.00046524i,-0.00049228+0.00014226i,-0.00059658+0.00025975i,-0.00054251-0.00025678i,8.7255e-05-0.000876i,0.00040718-0.0007579i,-0.00031396-0.00075082i,-0.00043835-0.00069588i,-0.00039696-0.00060851i,-0.00087237-0.00028209i
0.00080273+0.0011283i,0.0011372-0.00015596i,0.0014196-0.0017596i,0.00045833-0.002651i,-0.00021442-0.0026439i,-0.00061812-0.001517i,-0.00035726-0.00029007i,0.00027512-0.00045902i,-0.00035428-0.00043847i,-0.0010954+0.00081064i,-0.0011633+0.00076999i,-0.00069271-0.00018835i,3.102e-05-4.153e-05i,0.00031136+0.0010796i,-4.791e-05+0.0017254i,0.00012771+0.0013303i,0.0003362+0.00101i,3.721e-05+0.00071048i,-0.00024454+0.00076931i,-0.00027926+0.00032618i,0.00025677-0.00011438i,5.2198e-05+3.7815e-05i,-0.00061712-7.4011e-05i
-0.001231+0.00026667i,-0.0012901+0.0011852i,-0.0019907+0.00097299i,-0.0026958-0.0001114i,-0.0025013-0.0010086i,-0.002499-0.00017776i,-0.0016873+0.0016004i,-0.0010392+0.0022965i,-0.0020398+0.0021008i,-0.0019836+0.0019751i,-0.0012509+0.0016779i,-0.00087118+0.00093313i,-0.00094928+0.00082168i,-0.00064065+0.0015098i,-0.00048747+0.0019638i,-0.00026204+0.0014418i,0.00039549-0.00013373i,0.00072992-0.00093613i,0.0010421-0.00078577i,0.0011608-0.0001153i,0.00040614+0.00072972i,-3.9286e-05+0.0010219i,7.7474e-05+0.00092368i
0.00058277+0.0019901i,0.00040627+0.0013555i,0.00028919+0.00066116i,-0.0010829-0.00017374i,-0.0018537-0.00033336i,-0.0020092+0.00024976i,-0.0017134+0.0012132i,-0.0014079+0.00025808i,-0.0019551-0.00013362i,-0.0023187+0.0011546i,-0.0019918+0.0010312i,-0.0016324-0.0001352i,-0.0016905+0.00020061i,-0.0006601+0.00046942i,0.00032154+0.00035401i,0.00074156+0.00092785i,0.00074915+0.0012224i,0.00092757+0.0010922i,0.0013308+0.0006713i,0.00067226+0.00028815i,0.00040703-5.6238e-07i,0.00013333+0.00017936i,-0.00033903+0.00038326i
0.00035205+0.0023884i,4.0982e-05+0.00057927i,-0.00027367-0.00033446i,-0.00096983-0.00078911i,-0.0017709-0.0015246i,-0.0018367-0.0014802i,-0.00094937-0.00052806i,-0.00072645+0.00016108i,-0.0013452+0.00076986i,-0.0014303+0.0014329i,-0.00095045+0.00059808i,-0.0010487-0.00032447i,-0.0011232-0.00014927i,-0.0015071+0.00075937i,-0.0018185+0.0010178i,-0.0014444+0.00093279i,-0.00056684+0.0016427i,0.00024101+0.0014254i,0.00057033+0.00056902i,0.00068293-0.00022219i,6.9196e-05-0.00068737i,-0.001177-0.0011221i,-0.0010584-0.0010402i
-0.00081766+0.0010804i,-0.00067456-0.00014304i,-0.0006265-0.00042021i,-0.0011498-0.00068151i,-0.0010881-0.00055005i,-0.00058821+0.00090346i,-0.00024442+0.0018665i,-0.0002707+0.001099i,-0.0011634-0.00041837i,-0.0020625-0.00022659i,-0.0023975+0.00012787i,-0.0026397+5.0222e-05i,-0.001828-0.00015903i,-0.00038685+0.00011218i,-0.00041528+0.00074217i,-0.00065074+0.00043434i,0.00019785-0.0003117i,0.00063622-0.00037643i,-3.0188e-05-0.00070551i,8.342e-05-0.0011056i,0.00068223-0.00044961i,0.00053765+7.9186e-05i,0.00077372-0.0004835i
-0.0013839+5.16e-05i,-0.0010099-0.00016278i,-0.0012654-0.0012323i,-0.0020321-0.0019742i,-0.0022833-0.0013308i,-0.0016249+0.00051652i,-0.0004508+0.0016348i,-0.00038992+0.00041416i,-0.0020452-0.00045674i,-0.0026704+0.00027159i,-0.0014418+0.00069567i,-0.00015076+0.00011104i,0.00042187-0.0004047i,-0.00020023-0.00034934i,-0.00085967+0.00032772i,-0.00068283+0.00080057i,-0.00010009+0.0002698i,0.00034198-0.00020226i,0.00052152-0.00067386i,0.00077491-0.00083601i,0.00086269-0.00027545i,0.0011178+0.00034702i,0.0009481+0.0001263i
0.0032928-0.0018055i,0.00097814-0.0023081i,-0.0011667-0.0033546i,-0.0020846-0.0038269i,-0.0034081-0.0027861i,-0.0033824-0.00044472i,-0.0011116+0.0014836i,-0.00065938+0.0012531i,-0.0014812+0.0006186i,-0.0014+0.0012248i,-0.00037863+0.001058i,-0.00018082+0.00031618i,-0.00064172+0.0002323i,-0.00029971+0.00056643i,0.00021835+0.0015236i,-0.00026816+0.001129i,-0.00064188+0.00072441i,-0.0003411+0.0003985i,-0.00012983-0.00013772i,0.00039213-0.00025745i,0.00031721-0.0011662i,-0.00029298-0.00094808i,-0.00044673+3.6442e-05i
-2.0217e-05-0.0024843i,-0.0011169-0.0014967i,-0.0018466-0.0013755i,-0.0032966-0.0015486i,-0.0043266-0.00072797i,-0.0044449+0.00038924i,-0.0030975+0.0004931i,-0.0019363-0.00046122i,-0.0029645-0.0008054i,-0.0037153+0.00029298i,-0.0023917+0.0012614i,-0.0012394+0.0016482i,-0.0010627+0.0018386i,-0.00041327+0.0010819i,-0.00022756+0.00030693i,0.00014374+0.00072015i,0.00048998+0.00075327i,1.0719e-06+0.00059214i,-0.00034078+0.00066935i,-0.00029631-4.167e-06i,-0.00012263-3.9884e-05i,-6.6927e-05+0.00030575i,0.00017732+0.00046736i
-0.00088969+0.0038485i,0.00083061+0.0026375i,0.0019628+0.0019507i,0.0012877-0.00073387i,-0.00043353-0.002925i,-0.00117-0.0017723i,-0.0010823-0.00018876i,-0.0005667-0.00030453i,-0.00087616-0.00062457i,-0.0014688-0.00027483i,-0.0010803-0.00050951i,-0.00099397-0.0010111i,-0.0016152-0.0010245i,-0.0015181-0.00042958i,-0.00044793+0.00019213i,0.00018936+0.0010038i,2.415e-05+0.0008514i,-0.00029445+0.0001134i,-0.0004241-0.00029634i,-2.4175e-05-0.00059603i,0.00018713-0.00048744i,4.3315e-05-0.00045059i,0.00019001+4.1855e-05i
-7.2647e-05+0.0018213i,-0.00058681+0.0014606i,-0.00083426+0.0010459i,-0.00027891+0.00034908i,5.0799e-05-0.0001088i,-0.0011617+0.00082101i,-0.0013805+0.001712i,-0.0012882+0.0012915i,-0.0014715+0.0011392i,-0.0011402+0.0015492i,-0.00099056+0.0016945i,-0.00089965+0.0016981i,-0.0014488+0.0017397i,-0.00076764+0.0014748i,0.00064195+0.0011383i,1.9142e-06+0.00060155i,-0.0006242+3.197e-05i,-7.4126e-05+5.6648e-05i,0.0001243-0.00033297i,-0.00047381-0.00095692i,-0.00050077-0.00058844i,-0.000143+0.00012795i,5.1272e-05+0.00099072i
0.00082424+0.00056961i,0.00072322+0.00061409i,0.0013958-0.00017404i,-0.00030141-0.0020254i,-0.002662-0.0025782i,-0.0024402-0.00067459i,-0.000554+0.0010598i,-0.0010871+0.00071608i,-0.0029346+7.7453e-05i,-0.0025301+0.00052544i,-0.0018083+0.00071417i,-0.0012337-0.00011445i,-0.00083355-0.00021541i,-0.00026198+0.00016179i,0.00027189+0.00020771i,-0.00032981-0.00025236i,-0.00082986-0.00013416i,-0.00069009+3.2322e-05i,-2.2499e-05+3.7811e-05i,0.00082392+7.3155e-05i,0.00087922-0.0003392i,0.00043023-0.00059878i,-0.00023274-6.4557e-05i
0.001639+0.0012742i,0.001986+0.00016962i,0.001195-0.0019339i,-0.00083917-0.0030302i,-0.0021716-0.0025156i,-0.0022-0.00088116i,-0.00062153+0.00047213i,-0.0007334+0.0004426i,-0.0017673-8.3393e-06i,-0.00068202+6.2497e-05i,0.00020458+6.7322e-05i,-0.00068314-8.1456e-05i,-0.0014578+0.00067433i,-0.00087116+0.0012364i,-3.0532e-05+0.0017797i,5.7002e-05+0.0014481i,-0.00016734+0.00028883i,-0.00026116+0.00016436i,9.7373e-05-0.00011359i,0.0004564-0.00026827i,0.00036427-0.00012738i,-0.00071619-0.00031831i,-0.00092118-0.00061605i
-0.00084085-7.6488e-05i,-0.0011594+4.4918e-05i,-0.001805-0.00045948i,-0.002804-0.0017481i,-0.0036829-0.0022574i,-0.0039492-0.0019571i,-0.0025384-0.001063i,-0.0016074-0.00011647i,-0.0020116+0.00066429i,-0.0019532+0.0014354i,-0.001276+0.0011147i,-0.001144+0.00037612i,-0.0008904+0.00053865i,-0.00083144+0.00071381i,-0.0011615+0.00066824i,-0.0004985+0.00095438i,-0.00017519+0.00042296i,-0.00056934-0.00073968i,-0.00073592-0.00060013i,-6.339e-05-0.000365i,0.0004433+5.2284e-05i,4.7158e-05+0.0011625i,-0.00050146+0.0004994i
0.00071299-0.0021245i,-0.00070611-0.0016253i,-0.0021655-0.002584i,-0.0033616-0.0021145i,-0.0039551-0.00037334i,-0.0023149+0.0012671i,-0.00056134+0.002342i,-0.00051764+0.0017446i,-0.0018365+0.00081748i,-0.0020654+0.00063502i,-0.00070779+0.00053368i,-0.00051244+1.8027e-05i,0.00017914-0.00022552i,0.00081341-1.7019e-05i,2.9364e-05+0.00014903i,0.00022784+0.00025485i,0.00098763+0.00019825i,0.00125+0.00060106i,0.0015223+0.0011565i,0.00097474+0.0014869i,-0.00019654+0.001177i,-0.00067883-0.00029899i,-0.00074943-0.00029925i
-0.00076393+0.00085585i,0.00023304+0.00068257i,-0.00068238+0.00036332i,-0.0017693-0.00046143i,-0.0014148-0.0001618i,-0.0011453+0.0013924i,-0.0011259+0.0022337i,-0.00096615+0.0013706i,-0.0021269+0.00025253i,-0.0019226+0.00022849i,-0.00035063+0.00029924i,-0.00026206+0.00032222i,-0.00075539+0.00061885i,-8.9969e-05+0.0009101i,-8.9865e-06+0.0013989i,-0.00054042+0.0015015i,-0.00020572+0.0011503i,-0.00025334+0.00087528i,-0.0001015+0.0006477i,0.00032451+0.00036705i,0.00053282-0.00017739i,0.00042317-0.00023909i,0.00032349+0.00013886i
8.8443e-05+0.00038212i,-0.00027887+0.00020108i,-0.0011514-0.00041405i,-0.0021979-0.0024919i,-0.0026646-0.0030161i,-0.0021205-0.0014767i,-0.00074625+0.00073088i,0.00017604+0.00096379i,-0.00035507-2.2063e-05i,-0.00083903+5.5399e-05i,-0.00060947-0.00033057i,-0.001165-0.00077618i,-0.0018101+0.00016922i,-0.00143+0.00070782i,-0.00035082+0.00036849i,-0.00010186+0.00041296i,-0.00047431+0.00037044i,-0.00038814+9.29e-05i,0.00068743-0.00015122i,0.00072928-0.00048399i,0.00048303-0.00063636i,0.00070879-0.000691i,0.00063304-0.00073195i
-0.001925+0.0008665i,-0.0011057+0.00067851i,-0.00056442+0.00084175i,-0.00084605+7.0181e-05i,-0.0013634+9.5678e-05i,-0.00072468+0.0012377i,0.0001846+0.0016583i,0.00034848+0.00060711i,-0.0015469+0.00026121i,-0.0027864+0.0008608i,-0.0017299+0.0016279i,-6.5971e-05+0.0013049i,-1.7696e-05+0.00057095i,-0.00071031+0.00029102i,-0.0014041+0.00043876i,-0.0011117+0.00090887i,-0.00066594+0.00086675i,-2.3296e-05-0.0001577i,0.00078991-0.00066288i,0.0008647-0.00061386i,0.00013496-0.00068243i,-0.00075093-0.00046854i,9.2849e-06-0.00048365i
-0.0024547-0.0012198i,-0.0017495-0.00099685i,-0.0024208-0.0010468i,-0.0036891-0.0018363i,-0.0037048-0.00077925i,-0.0025112+0.00148i,-0.0014439+0.0023112i,-0.00098851+0.0010671i,-0.0013463-0.00013739i,-0.0018977+0.00098544i,-0.002628+0.0015944i,-0.0016642+0.00078788i,0.00041022+0.00051731i,0.00036441+0.00026003i,-0.00035079+0.00039351i,-0.00038716+0.00047852i,-0.00050112+0.00016534i,-0.0004177+0.00017296i,-0.00041965+0.00039634i,-0.00068786+0.00055605i,-0.00090794-0.00011838i,-0.00056861-0.00021282i,0.00052253+0.00010294i
0.0052661-0.0019351i,0.0025136-0.0024099i,0.00013359-0.0023568i,-0.0027258-0.0018486i,-0.0048686-0.00060272i,-0.0038086+0.0020296i,-0.0013111+0.0026503i,-0.0010912+0.0011163i,-0.002774+0.0001912i,-0.0030354+0.00021663i,-0.0019218-0.00032587i,-0.0014668-8.4334e-05i,-0.0015613+0.0012601i,-0.0014407+0.0012944i,-0.00145+0.00090831i,-0.00092826+0.00050268i,0.00021016-3.357e-05i,0.00035629+0.00017664i,2.4192e-05+0.00024633i,-3.2397e-05-0.00012977i,-0.00020875-0.00083407i,-0.00052792-0.00082118i,-0.0007621-0.00053339i
0.0014847+0.0031007i,0.00083685+0.0019257i,0.00085138-0.00086462i,-0.00052715-0.0040049i,-0.0028626-0.0054095i,-0.003537-0.0029741i,-0.0019881+0.00041732i,-0.0012303+0.0013867i,-0.0022939+0.0008096i,-0.0027046+0.00088885i,-0.0014507+0.00067047i,-0.00081782+0.00069936i,-0.0012129+0.0012859i,-0.0013614+0.0013134i,-0.0012168+0.0010988i,-0.00090335+0.00086667i,-0.00065347-0.00024563i,0.0001616-0.00038918i,0.0010404+0.00020983i,0.0010089+0.00025259i,0.0001154+0.00016184i,-0.00020389+0.00070602i,-6.3988e-05+0.0011219i
0.0019814+0.00024556i,0.00090639-0.00087112i,0.001111-0.0019365i,2.467e-05-0.0027181i,-0.0022564-0.0036485i,-0.0029053-0.0022249i,-0.0013951+0.0015017i,-0.00019836+0.0023479i,-0.00080231+0.0011857i,-0.0012749+0.00083442i,-0.0011874+0.00091172i,-0.0013634+0.0010248i,-0.00098437+0.0016703i,-0.00021166+0.0017661i,-0.00027145+0.00074322i,-0.00036908+0.00054111i,-9.0844e-05+0.0005893i,0.00033878-0.00021293i,0.00058556-0.00044811i,0.00045994-0.00012729i,-8.708e-05-0.00023812i,-0.00022509-0.00044353i,-0.00016034+0.00020579i
0.0017691-0.00066045i,0.00070607-0.0017888i,0.00050498-0.0034134i,-0.0011105-0.0038334i,-0.0033129-0.0027504i,-0.0039792+5.5257e-05i,-0.0032157+0.0016054i,-0.0021223+0.00069056i,-0.0022704+0.00024216i,-0.0025992+0.00039247i,-0.0011575+5.9257e-05i,-0.0004895-0.00048081i,-0.00075679+0.00020305i,-0.000874+0.0008051i,-9.0395e-05+0.00055266i,0.00031186+0.00082532i,-0.00018038+0.0005179i,8.752e-05-0.00017957i,0.00055208+0.00013137i,0.00024911+0.0002213i,0.00025867-0.00012675i,-0.00010584+0.00030112i,-0.00064759+0.0008135i
-0.00042581+0.00024372i,-5.7843e-05+0.0011073i,-0.00042085+0.0014031i,-0.0015934+0.00028111i,-0.0031888-2.395e-05i,-0.0034169-8.8089e-05i,-0.0020027-0.00030089i,-0.0013694-0.00040463i,-0.0023213-7.8742e-05i,-0.0024293+0.00030563i,-0.0011082-0.00038742i,-0.00044789-0.001039i,-0.0010406-0.00073867i,-0.0014009+8.1063e-05i,-0.00042325-0.00025523i,0.00048306-0.00063932i,0.00069254+0.0003277i,0.00027465+0.001335i,-4.9415e-05+0.0012675i,0.00042184-8.6765e-05i,0.0011609-0.00044713i,0.00095585+1.3039e-05i,0.00016304-0.00048867i
-0.0012422+0.0005365i,-0.00038402+0.00047623i,-0.0014283-0.00061668i,-0.0017029-0.0013808i,-0.0021619-0.00050347i,-0.0017373+0.00155i,-0.00050866+0.0021653i,-0.00059777+0.0012527i,-0.0013577+0.00031286i,-0.0018135+2.6299e-05i,-0.0018792+0.00039879i,-0.001487+0.00051092i,-0.00086078+0.00041036i,-0.00047014+0.00024172i,-9.6252e-05+0.00037593i,-0.00012945+0.00053182i,-0.00044799-1.0416e-05i,0.00028321-0.0002561i,0.00090833+0.00043387i,0.00047856+0.00027271i,7.7285e-05-0.00040229i,0.00043385-0.00041717i,0.00055435-0.00017129i
-0.00017283-0.0012545i,-0.00082773-0.00020993i,-0.0018758-0.00084533i,-0.0025394-0.00099439i,-0.0028128+0.00058216i,-0.0022537+0.0017877i,-0.0015005+0.0020267i,-0.0011054+0.00084759i,-0.0012377-2.5593e-05i,-0.0019073+0.00097528i,-0.0018486+0.0017925i,-0.0013695+0.0015872i,-0.00062058+0.0012165i,0.0005139+0.00078766i,0.00031521+0.00053391i,-2.8179e-05+0.0006367i,-0.00035043+0.00042322i,-0.00074026-0.00036585i,-0.00014738-0.00034861i,0.00047537-0.00026422i,0.00032226-8.4406e-05i,0.00025728-0.00018506i,0.00037177-8.4608e-05i
0.0013892-0.00077807i,0.00048744-0.0017317i,0.00043514-0.0019i,-0.0013911-0.0016062i,-0.0025874-0.0011487i,-0.001417+0.00044732i,-0.0004681+0.00044135i,-0.00031442-0.00051846i,-0.00069194-5.1323e-05i,-0.0011565+0.00046551i,-0.001331+0.00082905i,-0.00047082+0.0014984i,0.00038339+0.0017973i,0.00034572+0.00096643i,0.00056556+7.4783e-05i,0.00088572+6.6275e-06i,0.00016709+0.00055563i,1.7144e-05+0.00096496i,0.00022834+0.0009086i,-0.00023503+0.00043697i,4.8744e-05-0.00029654i,-2.9193e-05-0.00074927i,-7.9526e-05+0.00024719i
-0.003476-0.00048606i,-0.0033828+0.00034659i,-0.00285-4.3893e-05i,-0.0036322+0.00037307i,-0.0042419+0.0011568i,-0.0029186+0.0014861i,-0.0020049+0.001357i,-0.0018075+6.3495e-05i,-0.0023854-0.00015627i,-0.0024902+0.0010827i,-0.00044215+0.0014584i,0.0004+0.00048213i,-0.00057094+1.0958e-06i,-0.0007111+0.00047311i,-0.00077091+0.00042226i,-0.00055031+5.5619e-05i,3.3153e-05-0.0003646i,0.00080545+0.0001165i,0.00081913+0.00056877i,0.00037723-6.4308e-05i,-0.0001222-0.00041161i,-0.00035619+0.00016287i,-0.0009197+0.00033132i
0.001146+0.00018784i,0.0016063-0.0010358i,0.0012082-0.0019627i,-0.00033741-0.0031266i,-0.0014633-0.0030772i,-0.0009042-0.0011556i,0.00018741+0.0012036i,-0.00032438+0.0016166i,-0.0010185+0.00094614i,-0.0005744+0.00054422i,-0.00035786+0.00031398i,-0.00034998+0.00064984i,-0.00058119+0.00043819i,-0.00068195+0.0002502i,-0.00038152+0.00043565i,-0.00037485+0.00074749i,-0.00022946+0.000765i,-0.00052804+0.00064931i,-0.00068225+0.00067557i,-0.00015306+0.00015407i,0.00022874-0.00031667i,-0.00012301+0.00020008i,-0.00026242+0.00072968i
-0.0021755-0.00045949i,-0.0021061-0.000753i,-0.0023924-0.0012553i,-0.0027985-0.0017347i,-0.0025503-0.001194i,-0.0019909+0.00069496i,-0.00042651+0.0019566i,0.00013872+0.0011244i,-0.0011108-0.00010046i,-0.0017458-0.00032089i,-0.001277-0.00023651i,-0.00064504-0.0001797i,-0.00041933-0.00025619i,-0.0010323+9.49e-05i,-0.0012924+0.0006126i,-0.00082509+0.0003556i,-0.00049594-0.00030683i,-0.00056249-0.00029842i,-0.0004089+7.3618e-05i,-0.0003657-0.00021168i,-0.00042649-0.0010307i,-0.00011777-0.0011552i,-0.00022658-0.0004773i
0.00099779+0.00076582i,0.00042576+0.00076879i,0.00077603-0.00020493i,6.5609e-05-0.0016059i,-0.0011172-0.0016681i,-0.00079015+0.00034247i,-0.0011025+0.0020624i,-0.0015134+0.0013886i,-0.0017988+0.0011179i,-0.0024345+0.0017272i,-0.0021389+0.0011567i,-0.0020304-0.00022496i,-0.0013515-0.00057586i,-0.00041997-0.00023421i,-0.00042888-0.0001128i,5.3812e-05+0.00049171i,-7.2562e-05+0.0007108i,-0.00016088+0.00064171i,-0.00028708+0.00035837i,-0.00067411-0.00026949i,-0.00029576-0.00053716i,0.0002307-0.00027821i,0.00052995+4.3719e-05i
0.0018451+0.0010387i,0.0020222-0.0010177i,0.0012442-0.003085i,-0.00075311-0.0032999i,-0.0027281-0.0023623i,-0.0028151-0.00082324i,-0.0013231+0.0002598i,-0.000446-0.00022221i,-0.00090105-0.00084292i,-0.0011646+0.00013792i,-0.0007336+0.00055757i,-0.0011888+0.00020052i,-0.0025634+0.0004581i,-0.0026623+0.001234i,-0.0014714+0.0018833i,-6.8048e-05+0.0015844i,0.00015002+0.00050076i,-0.00035756-0.00074614i,-0.00013665-0.00042679i,0.0005047-0.00027699i,0.00048955-0.00049074i,-0.0002699-0.00030984i,-0.00042245-9.6085e-05i
-0.0023668-0.00077465i,-0.00082347-0.00059258i,-0.0011937+0.0003617i,-0.0025245+0.00054425i,-0.0028877+0.00017114i,-0.0026733+0.00044786i,-0.002503+0.00075035i,-0.0026554+0.00059374i,-0.0035911+0.00022865i,-0.0034157+0.00064156i,-0.0012516+0.0015584i,-0.00024655+0.0021423i,-0.0006281+0.0016424i,-0.0008391+0.0012977i,-0.0010156+0.0015434i,-0.0012869+0.0011454i,-0.00098473+0.00051769i,-0.00047576+0.00026894i,-0.00030862+0.0002965i,-0.00026103-0.0004291i,-0.00033708-0.001299i,-0.00039788-0.0006573i,-0.00077339+0.00068064i
-0.00061836+0.00092768i,-1.6829e-05+0.0014203i,-0.00031074+6.53e-05i,-0.0017906-0.001528i,-0.0027888-0.00062746i,-0.0026558+0.0010513i,-0.0025445+0.0012494i,-0.0030089-0.00035666i,-0.0031311-0.0011972i,-0.0031121-0.00046732i,-0.001815+0.00038123i,-0.0012588+0.000316i,-0.0017875+0.00023042i,-0.0010827+0.00073914i,-0.00028585+0.00081918i,-0.0001655+0.0008287i,-0.00010336+0.0011536i,7.0865e-05+0.00021785i,0.00060989-0.00041149i,0.00052599-1.2738e-05i,0.00050375+8.8193e-05i,0.00039395-9.2699e-05i,0.00053041-9.0744e-05i
-0.0015569+0.0025192i,-0.0010415+0.0021123i,-0.00035851+0.0018937i,-0.00078595-0.00031318i,-0.0018547-0.002573i,-0.001971-0.0013098i,-0.00097046-0.00028159i,-0.00080929-0.00062025i,-0.0019263-0.0004175i,-0.0018418+0.0003723i,-0.00061195+0.00059517i,-0.00052629-0.00049239i,-0.00082541-0.00087447i,-0.00066305-0.00028361i,-0.00090823+8.9987e-05i,-0.00063994+0.00032742i,9.5575e-05+0.00026981i,0.00087563-0.00030505i,0.0011284-7.3574e-06i,0.00056935+5.124e-05i,0.0005184-0.00059961i,0.00040555-0.0010496i,0.00016514-1.4572e-05i
-0.00045777-0.0027749i,-0.0012413-0.0028209i,-0.002854-0.0026926i,-0.0036695-0.0019565i,-0.0027017-0.00060673i,-0.0019015+0.0015851i,-0.0012993+0.0026066i,-0.00076392+0.0014506i,-0.0011301+0.00020586i,-0.0015806+0.00035104i,-0.0011213+0.00032904i,-0.00056006-0.00015525i,1.4672e-05-0.00042391i,0.00057761-0.00046963i,0.00034701-0.00050735i,-0.00021978-0.00051237i,-0.00049392-0.00059213i,-0.00020473-0.00055314i,0.00024569+8.3757e-05i,0.00046122+0.00010235i,0.00051911-0.00036752i,0.00075047-0.00031327i,0.00066935+0.00049314i
-4.3338e-05-0.0010886i,-0.0011756-0.0010091i,-0.0027777-0.0016362i,-0.0044776-0.0017781i,-0.0045309-0.0011887i,-0.0019561+0.00026125i,0.0001823+0.0012464i,-0.00033911+0.00035938i,-0.0022246-0.0010358i,-0.002578-0.00085326i,-0.0012763+1.4535e-05i,-0.00087614+0.00091403i,-0.0010631+0.0015342i,-0.00037281+0.0014748i,0.00078956+0.00079523i,0.0013135+0.00028667i,0.0011765+0.00043405i,0.00032923-0.00020737i,-0.00010408-0.0013924i,0.00043243-0.0016605i,0.00071956-0.0010036i,0.00068583-0.0002993i,0.00030851+3.2031e-05i
0.0011747+0.0010736i,0.00019942+0.00081917i,0.0011149+0.0004637i,0.00010444-0.0010115i,-0.0025293-0.0029421i,-0.0039612-0.0021982i,-0.003191-0.00023979i,-0.0011878+0.0007746i,-0.0013144+0.0013093i,-0.0017451+0.0010588i,-0.0010484+0.00058974i,-0.00083626+0.00060345i,-0.00079509+0.00066432i,-0.00061099+0.00072868i,-0.00090055+0.00087189i,-0.00074042+0.00044336i,-6.4166e-05+0.00034409i,0.00016515-0.00036778i,0.00018969-0.00066258i,-0.00028671-0.00096812i,-0.0006509-0.00062507i,-0.00041748-0.00040955i,0.00074429-0.00029345i
-0.0012854-0.0021357i,-0.0018541-0.0009977i,-0.0037237+0.00055275i,-0.0047039+0.00061729i,-0.0034402+0.0010844i,-0.002138+0.0017755i,-0.0016597+0.0010895i,-0.001559-0.00028754i,-0.0022539+0.00030012i,-0.0026864+0.0017192i,-0.0017306+0.0017053i,-0.00060147+0.0015974i,-0.00017808+0.0016472i,-0.00026095+0.00091485i,-0.00065936+0.0004205i,-0.00054468+0.00046736i,-0.00021095+0.00033326i,0.00025848-0.00054943i,0.00051203-0.00091726i,6.2112e-05-0.0013755i,-0.0006045-0.00042853i,-0.0006766+0.00019455i,7.1581e-06+0.00014689i
-0.0004876-0.0025866i,-0.00014674-0.0018166i,-0.0014264-0.0021098i,-0.0032046-0.0023638i,-0.0042868-0.0014139i,-0.0033458+0.00077405i,-0.0019718+0.0017508i,-0.0014943+0.00097258i,-0.0024427-0.00036513i,-0.0024457-0.0004656i,-0.00085635+0.0005694i,0.00029052+0.00069828i,0.00037744+0.00021124i,0.00059721+0.0008575i,0.0012238+0.001104i,0.00051094+0.00067645i,-0.00042193+0.0001067i,-0.00038736-0.00055948i,-2.0833e-05-0.00098891i,-0.0001309-0.00054781i,-0.00048218-2.3849e-05i,-0.00049914+0.00018331i,-0.00022282-3.4347e-05i
-0.00037669+0.00045225i,-0.00021735+0.00075791i,-0.0011898+9.2679e-05i,-0.0025711-0.0006303i,-0.0022339-0.00063014i,-0.0012093+0.00029674i,-0.00012426+0.0019576i,0.00013628+0.0018243i,-0.00061824+0.00090994i,-0.0013033+0.0013882i,-0.0010183+0.0010445i,4.7604e-05-2.5658e-05i,0.00055703-0.00046943i,0.00053886+0.00023316i,0.00044762+0.0006252i,0.00095328+0.0010454i,0.00071255+0.0012073i,-0.00050734+0.00042754i,-0.00087396-5.799e-05i,-0.00017372-0.00046197i,0.00038546-0.00041693i,-0.00025765+5.6439e-05i,-0.0012308-0.00015985i
