-0.0029436+0.0017555i,-0.00038904+0.0020536i,5.6158e-05+0.0024358i,0.00039803+0.0031578i,0.00039893+0.0043641i,0.0010346+0.0031694i,0.0017119+0.0007524i,0.0017098-5.0251e-05i,0.0011485+0.00028014i,0.00067645+0.00078218i,0.00058315+0.00066252i,0.00081955+1.424e-06i,0.0011854-0.00086134i,0.00071341-0.00078577i,4.9862e-05+0.00011961i,-0.00019257+0.0010935i,-0.00030042+0.00091055i,0.00045327-0.00025394i,0.0013008-0.0003569i,0.0010592+0.00059724i,0.00018578+0.00071487i,-8.2019e-05+0.00015909i,-9.0409e-05-0.00033252i
-0.00048408+0.00043884i,-0.00033911+0.00071527i,-0.0011869+0.00061652i,-0.0018772+2.7808e-05i,-0.0023574+0.00016677i,-0.0019578+0.00070062i,-0.0013766+0.00077337i,-0.00099133+0.00073608i,-0.00019222+0.00043201i,0.0011396-2.9854e-05i,0.001517+5.9503e-05i,0.00086471-0.0001961i,0.00073396-0.00048702i,0.00029128+0.00026578i,0.00015434+0.00072501i,0.0003276+2.1661e-05i,2.8534e-05-0.00059809i,0.00023466+0.00036486i,0.00046225+0.00087499i,-3.2831e-05+0.00055588i,-0.00054229+0.00089697i,-0.00043154+0.0010001i,-0.00013479+0.00038669i
-0.00031336+0.00035179i,0.00071174-0.00018902i,0.0011503-8.6045e-05i,0.00055204+0.00050524i,-0.00099242+0.00015337i,-0.0013734+0.00029633i,-0.00096202+0.00015599i,-0.00076027-0.00049552i,-0.00046515-0.00016661i,0.00059911-0.00030426i,0.0012447-0.0002386i,0.00039819-0.00013191i,5.3169e-05-0.00028981i,0.00026409-0.00056918i,0.00019062-0.0014225i,0.00049725-0.0010965i,0.00070003+5.968e-05i,0.0005896-6.0364e-05i,0.00014201-0.0006844i,-0.00034797-0.00056374i,0.00031822+2.1554e-05i,0.00053171+0.00011541i,0.00030891-3.1115e-05i
0.00029289-0.00054247i,-0.00064231-0.00038468i,-0.00051526-0.0012032i,-0.0010511-0.00025664i,-0.0024757+0.0011772i,-0.0023984+0.00079428i,-0.0015085+0.00061903i,-0.00038107+0.0005496i,0.00062687-0.00012153i,0.00054399-0.00020619i,-0.00053387-7.64e-06i,-0.00022685-7.1196e-05i,0.0001092-0.00022095i,0.00062226-0.00091851i,0.00086433-0.00059559i,0.00026593+1.582e-05i,-0.00035617+0.00011616i,-0.00035267-5.6846e-05i,0.00042668-0.00015581i,0.00089424+0.00013771i,0.00060761+0.00053881i,-0.00035604+0.00037566i,0.00010436-0.00036543i
0.00087886+0.00097205i,0.0015407+0.0012307i,0.00094039+0.00029836i,-0.00013532-0.00074795i,-0.00072807-0.00076715i,-0.00033458-0.00027672i,0.00012882+0.00015567i,0.00099133+0.00095635i,0.0012959+0.00084471i,0.00054618+0.00050472i,-0.00016604+0.00088448i,-0.00012314+0.00066i,7.3052e-05+0.00030734i,0.00051284+0.00041842i,0.00044965-0.00012806i,0.00027223-7.9298e-05i,-0.00045856+0.001495i,-0.00072238+0.0017109i,-3.4708e-05+0.00041942i,-2.5724e-05-8.7968e-06i,-0.00010774+7.5567e-05i,0.00042552+0.00042409i,0.00022361+0.00034445i
-0.0018232+0.00031471i,-0.00061163-0.00015044i,0.00082398+0.0020354i,0.0011119+0.0034279i,0.00040781+0.0030064i,0.00010266+0.0023517i,0.00032635+0.0012646i,0.00070985+0.00013871i,0.0006555+0.00039821i,0.00012381+0.00032142i,-0.00050625-0.00024435i,-0.00086958+6.7554e-05i,-0.0010349+0.00034769i,-0.00090273+0.00062236i,-0.00015615+0.00040159i,0.00065654+0.00073726i,0.00044253+0.0012918i,0.00014966+0.00039324i,4.6671e-05-0.00041399i,-6.7988e-05+0.00055582i,-0.00013711+0.0011009i,-0.00017017+0.00090792i,0.00024011+0.00029093i
-0.0010348-5.9642e-05i,0.0005403+0.00079906i,0.00039691+0.00061736i,-4.9057e-05-0.00077463i,-0.00076452-0.00051895i,-0.0014931-0.00039222i,-0.00074273-0.00067691i,-0.00014975-8.1786e-05i,-0.00043985-0.00031509i,-0.00025873-5.9618e-05i,-0.00045826+0.00093605i,-0.00064946+0.0011774i,-0.00052659+0.00083361i,-8.7681e-06+0.0009193i,4.6501e-05+0.0008762i,-0.00027067+2.665e-05i,-0.00015299-0.00030243i,-0.00056014+0.00020134i,-0.00057893+8.2876e-05i,-0.00043262+0.00026705i,-0.00079495+0.0012321i,-0.00061907+0.0011893i,0.00016538+0.00031078i
0.00044632-0.0043496i,-0.0017105-0.0039699i,-0.0023492-0.0033965i,-0.0033921-0.0015531i,-0.0029133+0.00080795i,-0.0011061+0.0019235i,-0.00035333+0.0011807i,0.00013214+0.00045671i,0.00034925-9.7278e-05i,0.00018397-0.00052151i,0.00022343-4.7176e-05i,-0.00017559+0.00032529i,-2.303e-05+0.00018416i,0.00046432+0.00019328i,0.00019355+0.00039574i,-0.00049228+0.0004519i,-8.0754e-05+0.00019855i,0.00052407+0.00010105i,0.00061901+0.00045934i,-1.3649e-05+0.00071325i,-0.00071627+0.0010782i,-0.00074758+0.0010198i,-0.00068921+0.00065801i
0.00081114+0.00063503i,0.001477+0.00030603i,0.0011244-0.00038085i,-0.00057304-0.0003097i,-0.0020338-0.00065485i,-0.0017714-0.00041061i,-0.00077489+0.00073106i,-0.00028982+0.00084565i,-5.949e-05+0.00020414i,1.0052e-05+0.00011459i,-0.00020136+0.00012945i,0.00031506-0.00078038i,0.0010168-0.0011549i,0.0006948-0.00079379i,0.00017617-0.00034748i,0.00018784-0.0004796i,7.7458e-05-0.00069792i,0.00034511-0.00056603i,-4.4493e-05-0.00021294i,0.0001234-0.0002858i,0.00045143-0.00048922i,0.00031324+0.00010849i,0.00017204+0.0004069i
0.00043564+0.00093091i,0.00075758+0.00081935i,0.00090332+0.00044147i,0.00067116-0.00042306i,0.0010941-0.00050943i,0.00037988-0.00056907i,-0.00010031-0.00068606i,0.00025889-0.00037i,0.00047487+0.00054929i,0.00043263+0.0011388i,0.00070076+0.00080726i,0.00087063+0.00061884i,-0.00026654-0.00072341i,-0.00098605-0.0017325i,-0.00068616-0.00087603i,0.00017714-0.000136i,0.00050768+0.00031696i,0.00046906+0.00085046i,-0.00060681+0.00076038i,-0.0012129-0.00016114i,-0.00078046-0.00035353i,-0.00041231+0.00022025i,-2.5665e-05-0.00027807i
-0.0016995+0.0009045i,-0.00066446+0.00098295i,-6.415e-05+0.0029836i,-0.00083743+0.0036267i,-0.00026641+0.002704i,-6.3625e-06+0.002232i,-0.00097091+0.0017022i,-0.00078252+0.0006408i,9.6718e-06+0.00062689i,0.00074643-0.00019227i,0.00028062-0.0011448i,-0.00042424-0.00034495i,0.00027864-0.00016046i,0.0013259-0.0003769i,0.00056808-0.0010374i,-0.00026353-0.0011824i,-0.00018705-0.00015389i,0.0003205+0.00063202i,0.00020229+0.00095159i,-0.00054378+0.00056448i,-0.00016362+0.00041093i,0.00067901+0.00032607i,0.00050012-0.00034263i
0.001429+0.00029392i,0.0010069-0.0011341i,-0.00023003-0.0020903i,-0.00089826-0.0014012i,-0.001479-0.00076367i,-0.0021332-0.0010451i,-0.00093855-0.00091971i,-0.00015201-6.2588e-05i,-5.4062e-05-9.4564e-05i,0.00019422+0.00037895i,-9.268e-05+0.00129i,-0.0010021+0.001223i,-0.0018856+0.00043479i,-0.001739+3.1692e-05i,-0.0011454+0.00049566i,-0.00084309+0.00058312i,-0.00042571+0.00099706i,-0.00058312+0.0011191i,-0.00028619+0.00031263i,0.0001539+0.0009084i,0.00023936+0.00092175i,0.00060344+0.00063769i,0.00063049+0.00086251i
-0.002112+0.00048801i,-0.0018553+0.0017672i,-0.0011375+0.0021222i,-0.00054987+0.0014498i,-0.00049323+0.0011017i,3.6442e-05+0.0018133i,-8.6738e-05+0.001918i,9.3627e-05+0.001049i,0.00055818+0.00090229i,0.00020709+0.0010853i,-0.00055552+0.00064762i,-0.00014087+0.00022354i,0.00049365+0.00020896i,0.00029989+0.00017653i,-0.00021755+4.5561e-05i,-0.00011413+0.00052431i,0.00067856+0.00064203i,0.00076018+0.00072038i,0.00022529+0.0005936i,0.00025427-0.00029343i,0.00040588-0.00068586i,0.00036471-0.00027424i,-0.00022712+0.00024254i
0.0014201-0.0022076i,0.0018163-0.0025118i,0.0018751-0.0027173i,0.00083343-0.0016879i,-0.00039318-0.00037296i,-0.00068192+0.00018751i,-0.00013103+0.00017824i,-0.00011688+6.2027e-05i,-0.0002052-9.5223e-05i,5.3912e-07-0.00023248i,0.00057029-0.00091166i,0.001129-0.00090577i,0.001059-2.1552e-05i,0.0015827+0.00051697i,0.002268-1.4146e-05i,0.0015249+0.00012844i,0.00023108+0.0005646i,-1.4212e-05+0.0003256i,7.5017e-05-0.00045146i,-0.00017115-0.00097313i,-0.00041232-0.00082397i,-0.00022868+8.1227e-05i,9.8166e-06+0.00027786i
-0.001688-0.00031857i,-0.0026886-1.8752e-05i,-0.0025558+0.00076269i,-0.0021341+0.0018931i,-0.0029262+0.0025191i,-0.0025301+0.0015403i,-0.0012063+0.00082152i,-0.00021497+0.00028775i,0.00015158-0.00048109i,-0.00060336-0.00028175i,-0.00054443+2.8269e-05i,-0.00020833-0.00050737i,-0.00024788-0.0008004i,-2.772e-05-0.00061042i,0.00052258-0.00077383i,2.6396e-07-0.00070641i,-0.00059717-0.00058445i,0.00025875+1.49e-05i,0.00086537+0.00020727i,5.8969e-05-2.9378e-05i,-0.0005314+0.00022929i,-0.00029527-0.00014676i,8.7062e-06-0.00030903i
-0.0015301+2.7419e-05i,0.00013806+0.0005509i,0.0011889+0.0012999i,0.001032+0.0009549i,8.2574e-05+0.001102i,-0.00019641+0.0012095i,6.685e-05+0.0010006i,0.00029107+0.0013087i,0.00053784+0.0014707i,-8.1958e-05+0.0010395i,-0.00059458+0.00057309i,-0.00077837-4.8547e-05i,-0.00011043-0.00093277i,0.00059516-0.00093114i,0.00024038+0.00015039i,-7.2281e-05+0.00034422i,-0.00030348-6.108e-05i,-0.00066536-0.00056865i,-0.00016024-0.00065952i,0.0001961-0.00013715i,-0.00027628+4.9659e-05i,-0.00012942-0.00014517i,-0.0004377-0.00064501i
0.00014813+0.0014148i,-0.00042698+0.00052122i,0.00026876+0.00070411i,0.0005584+0.00057831i,0.00059073+0.00033626i,-0.00019316+0.00040361i,-0.0011233+0.00043082i,-0.00012797+0.00037143i,0.0005355+0.0009798i,0.00024885+0.00092388i,3.9631e-05+0.00042973i,-0.00054771+0.00083327i,-0.00076292+0.00031282i,-0.00049545-0.0003756i,-0.00031648-0.00043016i,0.00044985-0.0010425i,0.00062434-0.0011172i,-2.726e-05-0.00083044i,-0.00050828-0.0010812i,-0.00054987-0.0011911i,-0.00016388-0.001093i,0.00028948-7.3909e-06i,0.00035634+0.00029422i
0.00044201+8.3706e-05i,0.0018852-1.5915e-06i,0.001815+0.00083084i,0.00022866+0.0018815i,-0.00049417+0.0023687i,-0.00030705+0.0021855i,-0.0007719+0.0017107i,-0.0007235+0.00091798i,9.6239e-05+0.00026025i,0.00071857-3.4008e-05i,0.00048899+0.00066123i,-0.00029742+0.0013172i,-0.00039602+0.0008623i,7.7527e-05+0.00022476i,-0.00062444+0.00061093i,-0.0006372+0.0013781i,0.0005015+0.0013292i,0.00051296+0.00088789i,-2.7471e-06+0.00087388i,-0.00010454+0.00081898i,0.00036124+0.00071003i,0.00023671-0.00018786i,-1.2971e-05-0.0004272i
0.00060726+0.0010446i,0.0012726-0.00023752i,0.00056331-0.00080629i,-0.00058575-0.00020029i,-0.00091889-0.00093194i,-0.00041519-0.0013818i,-5.9122e-05-0.0012029i,-0.0001111-0.0009788i,0.0010081-0.00066637i,0.0018969-0.00045636i,0.0018709-0.00014188i,0.0019008+0.00059587i,0.00093753+0.00013996i,0.00032461-0.00072645i,0.00048059-3.6093e-05i,0.0002107+0.00056032i,-0.00011877+0.00030676i,-0.00014038+0.00082325i,0.0003838+0.00021926i,0.0011494-0.0002834i,0.00044526+0.00051006i,-0.00022762+0.00087457i,-0.00021604+1.127e-05i
-0.0019414+0.0014645i,-0.00018022+0.00058423i,0.00058701+0.0017021i,0.00012867+0.0012783i,-0.00027474+3.9215e-06i,-0.00054382+0.00011205i,-0.00053426+0.00029612i,-2.0394e-05+0.00076558i,0.00020715+0.0012986i,0.00052435+0.0009913i,0.00055066+0.00049271i,0.00037769-9.0027e-05i,0.00067413-0.00020754i,0.0010597+0.00059015i,0.0010872+0.0008476i,0.0006318+0.00038286i,6.5055e-05+0.00036733i,0.00025755+0.00044328i,0.00036563+0.00031417i,0.00027783-0.0003219i,0.00036489-0.0012082i,5.188e-05-0.0014331i,-0.00076289-0.00059919i
-0.0017631-0.0011757i,-0.0032234-0.0014211i,-0.0038318-0.0016332i,-0.0026074+2.7587e-05i,-0.0016755+0.0024081i,-0.00089886+0.0025488i,0.00022725+0.001704i,-0.00020327+0.00053447i,-0.00053169-0.0003792i,-0.00023596-0.00079542i,-0.00026667-0.00091882i,-3.4465e-05-0.00023448i,0.00032318+0.00055871i,0.00097638-0.00013013i,0.00085205-0.000111i,1.4242e-05+0.00091588i,-0.00025698+0.0006195i,7.8784e-06-0.00029981i,0.00014681-0.00079279i,-0.00015599-0.00054615i,-0.00024418-2.6459e-06i,9.6586e-06+0.00012573i,-3.9126e-05-0.00069276i
0.0028011+0.00021291i,0.0019026-0.0015643i,0.0014606-0.0018526i,0.00010431-0.0012416i,-0.001571-0.00010245i,-0.0016647+0.001813i,-0.00082516+0.0013146i,-0.00043793+0.00026163i,-0.00034943+0.00041528i,-0.00043294+0.00018741i,-0.00083263-0.00029024i,-0.001446-0.00015729i,-0.0019362+0.00011697i,-0.0017195+0.00025059i,-0.00039364+0.00026432i,-3.4156e-05+0.00021199i,-0.00021848-0.0002205i,0.00018039-0.00085216i,3.8849e-05-0.00016802i,0.00023989+0.0003036i,0.00061163-0.00013725i,0.00044004-0.00060909i,0.00030605-0.00013265i
0.000522+0.0010837i,0.00037699+0.00047756i,0.0011375-5.3752e-05i,0.0012556-0.0015445i,0.0004375-0.0022951i,-0.00040229-0.0010454i,-0.00057238+0.00064595i,-0.00040566+0.0013367i,-0.00060831+0.0013523i,-0.00060754+0.0011791i,-0.00020807+0.0013561i,-3.6156e-05+0.0011009i,-1.4245e-05+0.00089362i,0.00014501+0.0003106i,-0.00011143-0.00062668i,-0.00031157-0.00032714i,0.00035492-7.9283e-05i,0.00044627-0.00046322i,-0.0002546-5.9418e-05i,-0.00059989+0.00011769i,7.8665e-05+0.00038629i,0.0007064+0.00025444i,0.00040922-0.00013448i
-0.0020022-0.0017313i,-0.0022293-0.00050967i,-0.0016797+0.0019332i,-0.0011996+0.0032843i,-0.0010025+0.0023621i,-0.0003337+0.0015793i,0.00024721+0.0011633i,0.0001541+0.00087297i,-0.0004593+0.00091983i,-0.00057086+0.0014504i,-0.00037602+0.00098454i,9.2843e-05-0.00030843i,0.00077031-0.00031565i,0.00040162+0.00041602i,-0.00102+0.00080646i,-0.0019133+9.3666e-05i,-0.0010998-9.6061e-05i,0.00011347+0.00083791i,-1.4725e-06+0.00063589i,1.4862e-05+0.00046574i,0.00011983+0.00063569i,0.00052037+0.00048812i,0.00035671+0.00048798i
0.00040917-0.001986i,-0.00023493-0.0019113i,-0.00058776-0.0016941i,-0.00093086-0.0016106i,-0.0024225-0.00041622i,-0.0025226+0.00031598i,-0.0011778+0.00063381i,4.5898e-05+0.0016879i,0.0010472+0.0011829i,0.001403+0.00043102i,0.00044342+0.00075984i,4.1449e-06+0.0012211i,0.00096186+0.0010868i,0.0014116+0.00074252i,0.001252-0.00020633i,9.6958e-05-0.00013498i,-0.00060382+0.00062089i,0.00010362+0.00040666i,-0.00055492+0.00046166i,-0.0009811+0.00043811i,0.0002307+3.5791e-06i,0.00095837-0.00010411i,0.00061178-0.00031252i
-0.00077249-0.000762i,-0.00054649-0.00012038i,-0.0017883+0.0011545i,-0.0025471+0.0022886i,-0.0014313+0.002331i,-0.00089701+0.001968i,-0.0005266+0.00090615i,-0.00078811-0.00034362i,-0.0011314-0.00080548i,9.1309e-07-0.0005953i,0.0010507-0.00043441i,0.00087931-0.0010394i,2.0873e-05-0.0015182i,-5.3507e-05-0.0014742i,0.00067613-0.00093705i,0.00057984-0.00077598i,4.276e-05-0.00072921i,0.00011085-0.00052413i,-0.00020304-0.00026262i,-0.00050439+0.00020607i,0.00036931+0.00054452i,0.00032464+0.00067674i,-0.00046223+0.00046795i
0.0018751-0.00037807i,0.0010111-0.0013261i,0.00084148-0.0027136i,0.00025628-0.0024529i,-0.0020273-0.00065229i,-0.0032747+0.0016895i,-0.0012258+0.0015978i,0.00027564+0.00050466i,0.00024915-0.00039358i,3.3715e-05-0.001159i,0.00034415-0.0014949i,0.00059973-0.0011803i,0.0010969-6.3183e-05i,0.0010287+0.000816i,-3.3232e-05+0.00083109i,-0.00033021+0.00027693i,-0.00032008-8.2166e-06i,-0.00026626-0.00013154i,-0.00086752+0.0002624i,-0.0011232+0.00055018i,-0.00088014+0.00064874i,-0.00085455+1.8834e-05i,-0.00047414-0.0010794i
0.0005377+0.0005241i,0.00061567+5.9683e-07i,0.00014851-0.00055509i,-0.0005105-0.00010962i,-0.00055992-0.00016048i,-0.00047502-0.00044851i,-0.00094277+0.00016296i,-0.00066395+0.00067853i,-0.00054923+0.0001795i,-0.0011491-0.00014502i,-0.0017714+0.00020351i,-0.0017267+0.00018096i,-0.00036958-0.00012499i,0.0002484+0.0004409i,-7.7482e-05+0.00076278i,-2.1869e-05+0.00021675i,8.9057e-05-7.6475e-05i,7.6591e-05+0.00010477i,-0.00019351-6.9015e-05i,-0.00055771-1.1832e-05i,-0.00046445+0.0006602i,0.00069676+0.00047275i,0.00088384-2.7877e-05i
0.00095779-4.9644e-06i,0.00046123-0.00033999i,-0.00024559-0.0014079i,-0.00034152-0.00084678i,-0.0010246+9.5635e-05i,-0.0015013+0.00081504i,-0.00099995+0.00065722i,-0.00047928+0.0013301i,-0.0011773+0.0021814i,-0.0015232+0.00092876i,-0.00076367+6.6047e-05i,-0.00020915+0.0004753i,-2.2551e-05+0.00022131i,0.0011438-0.00030405i,0.000797-0.00014557i,-0.0004016+0.00022359i,-0.00095417+6.5615e-05i,-0.00099938-0.00016979i,-0.00050252-0.0002121i,-0.00012956-0.00013965i,0.00053397+0.00021465i,0.0004348-1.146e-05i,-6.2169e-05-0.00027434i
-0.00087788-0.00047173i,-0.0013793+0.00020611i,-0.0018735+0.00078071i,-0.0024065+0.0010998i,-0.0034014+0.0016483i,-0.0031865+0.0019272i,-0.001032+0.001651i,0.0002168+0.001134i,9.0962e-05+0.0005367i,0.00033562+0.00057562i,0.00028949+0.0012184i,1.0258e-05+0.0016207i,0.00020372+0.0017927i,0.00047364+0.0009504i,0.0013834+4.9152e-05i,0.0014636+0.00086961i,0.00081548+0.0012256i,0.00014637+0.00074209i,-0.00040987+0.00065163i,-0.00049563+0.00021734i,-0.00062254+0.00043755i,-0.00051255+0.00043312i,-3.9436e-05-0.00011922i
-0.00054185+0.00065025i,-0.00014494-0.00013174i,-0.00063874-0.00043073i,-0.0012825+0.00022128i,-0.0018439+0.00098652i,-0.0015247+0.00048934i,-0.00048219+0.00043558i,-0.00013449+0.00095469i,-0.00032218+0.0010246i,0.00014281+0.00074095i,0.00085293+0.00046815i,0.0010793+0.00082344i,0.0012792+0.00088654i,0.00078125+0.00036147i,0.00038621+0.000339i,0.00042818+0.00023581i,0.00011128-0.00040862i,-0.00039252-0.0012469i,-0.00056691-0.00080975i,-0.00063094+0.00078429i,-0.0011924+0.00051241i,-0.00058887-0.00040574i,0.00054338-0.00037728i
-0.0013987-0.00075542i,-0.0015746+0.0001162i,-0.0020177+0.0011754i,-0.0011669+0.0015616i,-0.00061147+0.0012828i,-0.00094111+0.001088i,-0.0011913+0.00034254i,-0.00047297-0.00011264i,0.00036459+9.4638e-06i,0.00058167-0.00029243i,0.00096365-0.00031599i,0.0012932-7.0083e-05i,0.0013678-0.00019829i,0.000631-0.00076707i,0.0002931-0.0004261i,0.00011334+0.00016714i,0.00034645-0.00012841i,0.00061037-0.00046772i,0.00022994-0.0005046i,-0.00010155-0.0003194i,-0.0006047-0.00010477i,-0.00031524-2.3495e-05i,5.9174e-05+0.00047869i
0.0023414+0.001197i,0.0030581-0.0012975i,0.0037198-0.0033696i,0.0012916-0.0030752i,-0.00078647-0.001394i,-0.0011888-0.00019494i,-0.0006321+0.0008394i,0.00050721+0.0011465i,0.001249-0.00024021i,0.00075045-0.0014288i,0.00020508-0.00135i,4.263e-05-0.00068169i,0.00049586-5.4208e-05i,0.00080871+0.00039303i,0.00076784+0.00017232i,0.00033565-3.6168e-05i,-0.00057279-0.00012859i,-0.00030242-9.9703e-05i,0.00046552+0.00018968i,0.00060012-9.4523e-05i,0.00091095-0.00046697i,0.00071305-6.4491e-05i,0.0001369-3.9999e-05i
0.0016953+0.00030541i,0.00081663+1.4787e-05i,-0.00081719-0.0010441i,-0.0016974-0.0014802i,-0.002118-0.00058161i,-0.0031229+0.00084954i,-0.0022895+0.0015936i,-0.0013418+0.0010249i,-0.0010301+0.0005287i,-0.0010638-0.00035814i,-0.0012986-0.0013495i,-0.00056856-0.00054881i,-0.00032058+0.00057715i,-0.00023329+0.00052646i,-0.0001693+0.00013784i,-0.0001015+8.5856e-05i,-0.00015885+0.00030188i,-0.00010323+7.1939e-05i,-0.00023968+0.00011632i,-0.0005483-0.00033627i,-0.00021101+0.00016175i,-5.481e-05+0.00047407i,0.00011982-0.0004354i
0.00044942+0.0011822i,0.00086335+0.0016573i,0.0003936+0.0013828i,-7.9542e-05+0.0010907i,-0.0007283+0.0011765i,-0.0013499+0.00065733i,-0.00077265+0.00035128i,-0.00053741+0.00090307i,-0.00066929+0.00090868i,-0.00072273+0.00029159i,-0.00054496-2.909e-06i,-5.5548e-05+0.00054148i,1.6875e-05+0.00040339i,-0.00041246+9.0414e-05i,-0.00073114+0.00058539i,-0.00068159+0.00044187i,-0.00051452-0.00023904i,-0.00031921-0.00023214i,-7.3436e-05+0.00018085i,-4.0895e-05+4.3265e-05i,0.00033233+0.00031595i,0.0010622+0.00045046i,0.00070279+0.00041229i
0.00034706-0.00017821i,-0.00043808-0.00053856i,-0.0014704-0.00092288i,-0.0024115-0.00064718i,-0.0028662-6.9721e-05i,-0.0025052+0.00059044i,-0.0010682+0.00068393i,-8.7819e-05+0.00035764i,-0.0001598+0.0003438i,-0.0011847+0.00086944i,-0.0014495+0.001446i,-0.00055949+0.0016462i,0.00054962+0.0013626i,0.0013473+0.00086126i,0.0011097+0.0004068i,0.0003252+3.838e-05i,0.00020216-0.00039472i,0.00013028-0.00078189i,0.00027076-0.0003834i,0.00099893+0.00061689i,0.00084347+0.00080241i,0.00016877+0.00041041i,0.00038883+5.7457e-05i
-0.00028703+0.0011167i,0.00051548+0.0016368i,0.00072238+0.0022405i,0.00012146+0.0011379i,0.00014607+7.4246e-05i,-0.00076025-0.00062799i,-0.00086039-8.3327e-05i,-0.0003525+0.00036472i,-1.5042e-05+0.00063221i,0.00019351+0.0001915i,0.00022502+0.00068683i,0.00011238+0.0013097i,4.2181e-05+0.00012293i,7.3504e-05-0.00052665i,0.00038823+5.1662e-05i,0.0005543+8.54e-05i,0.00055644-8.4297e-05i,0.00087436-8.6338e-05i,0.0009173-2.7105e-05i,0.00060673-9.8927e-05i,9.7233e-06-5.4645e-05i,-0.00040113-0.00012268i,-0.00081317-0.00027053i
-0.00065561+0.0010988i,-0.00029737+0.00082707i,0.0010581+0.0012839i,0.0019011+0.00039719i,0.0014121-0.00047385i,0.00062909-0.00086133i,-0.00056409-0.00016986i,-0.00072259+0.00074438i,-0.00018483+0.00048096i,0.0010983-0.00035187i,0.0013307-0.0008921i,0.00064011-0.00039305i,0.00055004-0.0010161i,0.00028262-0.0015253i,9.2163e-05-0.00061087i,-0.00013664+0.0002017i,-0.00062195-9.4991e-05i,-0.00069929-0.00043818i,5.1052e-05-6.2923e-06i,0.00048538+0.00023619i,-0.00040662+0.00080105i,-0.00073098-6.0563e-05i,-6.4983e-05-0.0010163i
0.00013688-0.0002635i,0.00012631-0.00047434i,-0.0013011-0.00048884i,-0.0012485-0.00011788i,0.00020801+0.00095237i,0.00012733+0.0013002i,-0.00061353+0.00061136i,-0.0011509+7.5564e-05i,-0.0010318-6.3866e-05i,-0.00027684-2.6487e-05i,0.00011197+2.1694e-05i,0.00081975-0.00050158i,0.00090614-0.00044067i,0.00017869-7.1533e-05i,7.6739e-05-5.7587e-05i,0.00039551-0.00020465i,0.00011188-0.00018009i,-0.00083322-0.00078407i,-0.0013094-0.0010511i,-0.00085924-0.00055041i,-0.00023951+7.5625e-05i,0.0001332+0.00033982i,-0.00015281-3.9746e-05i
-0.00083884-0.0010147i,-8.935e-05-0.0019411i,0.00029552-0.0013124i,-0.0001155+0.00033776i,-0.00098816+0.0017961i,-0.00025654+0.0021543i,0.00067015+0.0019653i,-0.00045305+0.0020443i,-0.0012103+0.0011434i,-0.0011162+0.00014069i,-0.00046619-0.00065905i,-0.0001978-0.00085611i,-0.00074336+0.00017584i,-0.00044192+0.00082625i,0.00023604+0.00032662i,0.00080936+0.00036272i,0.00066654+0.00077393i,-0.00064819+0.00023691i,-0.00071394-0.00023371i,-0.00033451+0.000351i,-0.0003317+0.00063218i,0.00020823+0.00050197i,0.00059582-0.00020017i
-0.00018769+8.94e-05i,-0.0011188+0.00062905i,-0.0020243+0.00029759i,-0.003158+5.8405e-05i,-0.0034836+0.0011321i,-0.0020734+0.0025186i,-0.00092906+0.0024734i,-0.00013046+0.0016073i,0.00042675+0.00081758i,9.0367e-05+0.00061533i,2.5621e-06+0.00036366i,-0.00092268-3.0029e-05i,-0.001827+0.00021727i,-0.0012323+0.00052724i,3.7861e-05-0.00026277i,0.00035964-0.00060868i,0.00035493-1.9092e-05i,-3.5512e-05+0.00036574i,-0.00017752+0.00049791i,0.00011517-0.00019082i,-0.00041969-0.00056173i,0.00013586-0.00012362i,0.0007951+0.00042799i
-0.00099372+0.0012291i,0.00031615+0.0018174i,0.0013717+0.0027389i,0.0016978+0.0025391i,0.00104+0.00097599i,0.00011899-0.00067366i,-3.2751e-05+0.00011743i,-4.1649e-05+0.0012332i,0.00070233+0.0017174i,0.00083435+0.0013049i,-0.00023602+0.00021726i,-0.00084877+0.00013546i,1.1876e-05+0.00015347i,0.0011651-0.00039736i,0.00075412-0.0006831i,-0.00014079-0.00047187i,0.00026094-0.00065677i,0.00016853-0.00059054i,-0.00047726-0.00020571i,-0.00041467-6.4955e-05i,-0.00020805+0.00049316i,-0.00018693-9.9755e-07i,-0.0006637-0.00069047i
-0.0016661-0.0017746i,-0.0018787-0.00066523i,-0.0022939+0.00010099i,-0.0021797+8.5876e-05i,-0.00071743+0.00016518i,0.0005744+0.00095549i,0.00095169+0.0013976i,0.0011049+0.0010755i,0.00078904+0.00098969i,0.00051565+0.0014901i,0.00070888+0.0014377i,0.00072778+0.00075554i,0.00038641+0.00053282i,0.0010861+0.00027609i,0.0006217+4.3878e-05i,-0.00059572-0.00012321i,-0.00077523+3.5923e-05i,-0.00037442+0.00013011i,0.00058778+0.00026625i,0.00044017+0.00084508i,0.00015374+0.00079799i,-0.00020499+0.00080003i,-0.00081273+0.00052793i
