-0.0025418+0.00043044i,-0.00073883+0.00072947i,-0.00066999-0.00010761i,-0.0013417+0.00043769i,-0.0022011+0.0017926i,-0.0026838+0.0016154i,-0.0021642+0.0021396i,-0.00071689+0.0021856i,0.0001417+0.001215i,0.00013541+0.00051614i,0.00027265+0.00042178i,0.00034346-0.00013992i,0.00013591-0.00073927i,-0.00013156-0.00078356i,-0.00045357-0.00013222i,-0.00057108+0.00064955i,-0.00016054+0.00032584i,0.00038701-0.00041019i,0.00067508-0.00060031i,0.00064991+0.00027163i,0.00045198+0.00038997i,-3.1954e-05+4.7565e-05i,0.00051111+0.00069561i
-0.0010415-0.00023782i,-0.0012525+0.0005292i,-0.00081205+0.00098825i,-0.0006109+0.00045993i,-0.00097881-0.00040077i,-0.00073218-0.001774i,-0.0012456-0.0020817i,-0.0020675-0.0014038i,-0.0022731-0.00072313i,-0.002035-0.00032436i,-0.0014406-0.00066783i,-0.0011749-0.0010967i,-0.0014-0.0014432i,-0.001-0.00089022i,0.00036243-0.0002489i,0.0010442-0.00059476i,0.00099483-0.00092746i,0.0010463-0.0011845i,0.00036609-0.0011306i,0.00038653-0.001123i,0.00055337-0.0016077i,0.00025962-0.0010195i,0.0002638-0.00011476i
-0.00086317+0.0024503i,0.00012828+0.002531i,0.00047952+0.0029023i,3.8809e-05+0.0018977i,-0.00011267-0.00034634i,-0.0014066-0.0011399i,-0.0016902-0.001135i,-0.00087766-0.0013485i,-0.0011467-0.0011796i,-0.0013207-0.0006329i,-0.0016471+0.00019658i,-0.0018794-5.8793e-05i,-0.0018682-0.00038293i,-0.0018142-6.3707e-05i,-0.0014783+3.477e-05i,-0.0014136+0.00039665i,-0.0020488+0.00094312i,-0.0017033+0.0010772i,3.0304e-05+0.00054029i,0.00055144-0.00059751i,0.00079559-0.00078474i,0.00064188-0.00056391i,-0.00034968-0.0010166i
-0.0013491-0.0013146i,-0.0016597+6.5226e-05i,-0.0010517+0.0003473i,-0.0012189-0.00048467i,-0.0025054-0.0017928i,-0.0024105-0.002128i,-0.0016407-0.0022081i,-0.0017703-0.002601i,-0.0030839-0.0018882i,-0.0030094-0.00077729i,-0.0012888-9.3865e-06i,-0.0010137+0.00059734i,-0.0019919+0.00064574i,-0.00046782+0.00044874i,0.00074578+0.0003587i,-0.00011708-0.00075117i,-0.00034337-0.0012574i,0.00015471+0.00011082i,-0.0002003+0.00063649i,-0.00042048+0.00047152i,-0.00039615+0.00011002i,-0.00058174+0.00016006i,-0.00045501+0.00039982i
0.00050809-0.0019479i,-0.0012885-0.0012222i,-0.0024024-0.00067982i,-0.0020398+0.00031661i,-0.0024923+0.0010342i,-0.0019895+0.0015549i,-0.0016538+0.0014553i,-0.002972+0.00059029i,-0.0037694+0.00039746i,-0.0027956+0.0014398i,-0.0015922+0.0015194i,-0.0013295+0.00062072i,-0.0010648-0.0003777i,-0.00057707-0.00053103i,-0.00020902+0.00053264i,0.00038009+0.0013234i,0.00026794+0.0010484i,-0.00029359+0.00032589i,-0.00026324+0.0001722i,-0.00010709+0.00026892i,6.4364e-05+0.00012475i,-0.00030553-0.00013881i,-0.00030535-5.147e-05i
0.0013827-0.0020976i,-0.00029918-0.0024924i,-0.0011404-0.0033056i,-0.0022553-0.0034626i,-0.0038744-0.002843i,-0.0049722-0.001551i,-0.003697-0.00062081i,-0.0023613+0.0002021i,-0.0018189-4.3865e-05i,-0.0016857-0.00019355i,-0.0007155+0.00052436i,-0.00060024+0.00031633i,-0.00077999+0.0003781i,0.00025294+0.00030484i,0.00036186+6.0888e-05i,-0.00018157-1.7164e-05i,-0.00085036-0.00010934i,-0.0014239-0.00035653i,-0.0015415-0.00020083i,-0.00074173+0.00034298i,0.00037982+0.00031654i,0.00076081+4.1584e-05i,0.00080947+0.00077741i
-0.00098347+0.0029983i,0.00058403+0.001605i,0.00086285+0.00040955i,0.00064988-0.00016006i,0.00079072-0.0012902i,0.00093755-0.0021145i,-0.00016164-0.0012515i,-0.00061647-0.00061445i,-0.00029792-0.00013283i,-0.00017604+0.00050606i,-0.00038233+0.001039i,-0.00025115+0.00056629i,0.00045054-0.00065488i,0.00072587-0.00068659i,-6.1496e-05+0.00040837i,-0.00036134+0.00095958i,0.00039039+0.00089104i,0.00028913+0.00033657i,-0.00014017+2.3843e-05i,-6.5216e-05+9.368e-05i,-0.00039783+0.0003306i,-0.00068816+0.00036166i,-0.00063045-2.6528e-06i
-0.0035978-0.00054398i,-0.0020093+0.0010918i,-0.0022402+0.0016574i,-0.0022735+0.0018077i,-0.0014853+0.0014362i,-0.0015179+0.00066225i,-0.00099006-0.00011379i,-0.00029544-0.001217i,-0.00066434-0.0016581i,-0.0018457-0.00085358i,-0.0017994-0.00039057i,-0.0014983-0.0010864i,-0.0019231-0.001146i,-0.0016599-0.0011686i,-0.0010213-0.0010336i,-0.00051572-0.00041166i,0.00030398+0.00023899i,0.00053648+0.00048671i,-0.00013825+0.0002046i,0.00011902-0.00015526i,0.00063447-6.4463e-05i,0.00060143+0.00027241i,0.00038141+8.6285e-05i
-0.00091735+0.00036781i,-0.00084603-1.884e-05i,4.9881e-05+0.00010113i,-0.00045005-0.00040399i,-0.0021201-0.0022633i,-0.0024875-0.0029946i,-0.0022803-0.0024432i,-0.0023008-0.0016861i,-0.0027617-0.00071088i,-0.0025456+1.1392e-05i,-0.0020643+0.00037804i,-0.0021576+0.00016072i,-0.0016067+2.864e-05i,-0.001489+0.00027057i,-0.0017353+0.0005348i,-0.00060393+5.4091e-05i,0.00074505-0.00062306i,0.00086122-0.00079279i,0.00034135-0.00021344i,9.1357e-05+0.00049599i,-0.00054355+0.00017229i,-0.00082127-0.0002646i,-0.00059165-0.00012097i
-0.0001666+0.00042244i,-0.00058569+0.00060711i,-0.0014189+0.0020058i,-0.0013271+0.0021418i,-0.0016661+0.00090659i,-0.0026918-0.0003803i,-0.0023026-0.00083175i,-0.0028499-0.00086192i,-0.0040514-0.00091763i,-0.0035742-5.4864e-05i,-0.001583-9.599e-05i,-0.00016752-0.0010144i,9.091e-06-0.00076316i,-0.00031221-0.00038295i,-0.00061852-0.00020325i,-0.0013123+0.00051588i,-0.0015179+0.00049517i,-0.0011461+0.000183i,-0.00037742+0.00063374i,-7.0883e-06+0.00091189i,-3.57e-05+0.00051268i,0.0001702+0.00059541i,-7.4619e-05+0.00046892i
-0.00036327+0.00039971i,-0.00012531-0.00013457i,-0.00058319-0.00034276i,-0.0013215-0.001498i,-0.0016018-0.0022197i,-0.0017794-0.0017469i,-0.0026192-0.00099551i,-0.0031108-0.00085832i,-0.0029856-0.00025829i,-0.0024784+0.00033327i,-0.0012691+0.0001344i,-0.00075962+0.00025394i,-0.00043372+0.0005296i,-0.00035805+0.0011642i,-0.0010269+0.00088176i,-0.00063862-0.00011564i,0.00019887-0.00046562i,9.5576e-06-0.0010479i,-0.00064937-0.0013789i,-0.00058583-0.00071327i,-0.0001696+5.5946e-05i,0.00013069+0.0005463i,0.00082605+0.00020183i
-0.0014617-0.0020655i,-0.0033463-0.00037868i,-0.0044717+0.0015254i,-0.00357+0.0024444i,-0.0022518+0.0019209i,-0.0023498+0.00070184i,-0.0021495+0.00014976i,-0.00099322+0.00037707i,-0.0011581+0.00077196i,-0.00078056+0.0011573i,0.00044687+0.00057444i,0.00022037-7.1441e-05i,-0.0001701-0.00039356i,0.0003619-0.00046212i,0.00029582-0.0015302i,0.00016799-0.001413i,-0.00029237+0.00061245i,-0.0005838+0.0010219i,-0.00039907+0.00028866i,-9.8318e-05-0.00045513i,0.00040011-0.00023135i,0.00042971+0.00032458i,-0.00030318+0.00070396i
0.00069735-0.0010402i,0.00078806-0.0011921i,0.00067289-0.0020101i,-0.00075973-0.0020485i,-0.0029279-0.0010992i,-0.0041237-0.00061584i,-0.0030574-0.00031384i,-0.0018802+9.7429e-05i,-0.0018737-0.00011758i,-0.0023072-0.00030961i,-0.0016882-0.00040423i,-0.00077293+0.00017357i,-0.00075748+0.00028471i,-0.0003739-3.5407e-05i,-0.00048822+0.00011104i,-0.00081538-0.00019813i,-0.00085316-0.00018736i,-0.00083017+0.00029615i,-0.0012635+0.00082482i,-0.0013041+0.00053775i,-0.00072081+0.00037654i,-0.00046945+0.00058008i,-0.00031259-6.7e-05i
0.0011723+0.0011184i,0.00022937+0.00039387i,0.00023814-0.00067796i,9.3545e-05-0.00036389i,-0.00050006-0.00081201i,-0.0010884-0.001632i,-0.001636-0.0014236i,-0.0021463-0.00076084i,-0.0024542-2.7178e-05i,-0.0017482-5.6349e-05i,-0.0018371-0.0007817i,-0.0026117-0.00075215i,-0.0020455+9.0311e-05i,-0.001599+0.00022029i,-0.0016284-0.0001191i,-0.00066218+0.00028045i,0.0011062+0.00046304i,0.0014007+4.6295e-05i,0.00023074-0.00024479i,-0.0006706+7.8766e-05i,-0.00070842-0.00014446i,-0.00014645-0.00089924i,-0.00028785-0.00074647i
0.00013604-0.00017648i,0.0010592-0.00098538i,0.0010389-0.0012414i,-0.00017432-0.0011599i,-0.0024081-0.00078408i,-0.0032126-0.00041462i,-0.0021426-0.00026329i,-0.0026649-0.00043554i,-0.0036789+3.6213e-05i,-0.003587+0.00027124i,-0.002509-6.7934e-05i,-0.0012822-0.00031193i,-0.00044213+8.7029e-05i,-0.00045862+0.00068059i,-0.00069152+0.00028511i,-0.00059926-0.00062833i,-0.000647-0.00052201i,-0.00098715+0.0001126i,-0.00017556+0.00026932i,0.00086474+0.00014491i,0.00031739-2.7001e-05i,-0.00066957+0.00018507i,-4.5285e-05+0.00062685i
-0.0023159+0.00033761i,-0.001239+0.00048017i,-0.00086919+0.0012105i,-0.0013812+0.00065651i,-0.0021478-0.001391i,-0.003071-0.002611i,-0.0029606-0.0021066i,-0.0024174-0.00074348i,-0.0022697+0.00032516i,-0.0022995+0.00084005i,-0.002142+0.0012444i,-0.0014823+0.00098315i,-0.00054584+0.00039778i,7.8493e-05+0.00036179i,-0.00016449+0.00071624i,-0.00045922+0.00080325i,-0.00060237+0.00038247i,-0.00065581-0.00024652i,-0.00078338-0.00036573i,-0.00063402-0.00038922i,-0.00017276+0.00029279i,0.00035617+0.00070604i,0.00053013-5.8881e-05i
0.0012048-0.0021657i,-0.00034713-0.0015569i,-0.0014923-0.0017392i,-0.0014496-0.001237i,-0.0016721-0.00089447i,-0.0026652-0.00058527i,-0.0019994-0.0006337i,-0.0014629-0.00053972i,-0.0021245+0.00053735i,-0.0020376+0.0020119i,-0.0008406+0.0019635i,0.0005064+0.0010104i,0.0010331+0.00053568i,0.0004259+4.3542e-05i,0.00027077-0.00052007i,0.00088885+0.00010035i,0.00030787+0.00042786i,-0.00068662+0.00031524i,-0.00063898+0.0001409i,-0.00047972-0.00069244i,-0.00047475-0.00052304i,-0.00011346+0.0001378i,-0.0005612-0.0003193i
0.0023156-0.00058471i,0.0011035-0.0015375i,0.00025273-0.0027063i,-0.0014395-0.0031265i,-0.0036607-0.0028871i,-0.0048101-0.0023171i,-0.0045342-0.0016871i,-0.0032346-0.00047045i,-0.0026799+0.00015083i,-0.0019975+0.00027848i,-0.0010078-2.587e-05i,-0.00069309-0.00067526i,-0.00043573-0.00052512i,-0.00024443-0.0003793i,-0.00014662-0.00062929i,0.00044181-0.00042731i,-0.00044619-0.00011805i,-0.0011762-0.00044614i,-0.0009312-0.0011202i,-0.00016965-0.00079186i,5.7481e-05-0.00033929i,3.4393e-05-0.00012543i,0.00078018+8.9618e-05i
0.00037201+0.00071775i,0.0011521-0.00018528i,0.00071233-8.4067e-05i,0.00067274-0.00053377i,0.00015235-0.001692i,-0.0010633-0.0015635i,-0.0011185-0.00074905i,-0.0010962-0.00031268i,-0.0015039-0.00019879i,-0.0020808-0.00084076i,-0.0017347-0.0012495i,-0.0011618-0.001367i,-0.0012809-0.0014715i,-0.0010359-0.00081208i,-0.00052482-0.00025925i,-0.00058489-0.00022175i,-0.0006496-0.00018098i,-0.0001781-6.5325e-05i,0.00061077-0.00049904i,0.00089154-0.00081129i,0.00048439-0.00039996i,0.00049414+7.4361e-05i,0.00034479+0.00053116i
-0.0016214-0.00074039i,-0.00086265-0.00016962i,-0.00029883-0.00076459i,-0.0014276-0.00089007i,-0.0020906-0.00012052i,-0.0013026+0.00073695i,-0.00059392+0.00045196i,-0.0011114-0.00058334i,-0.0024317-0.001513i,-0.0031769-0.0014014i,-0.0022784-0.0011554i,-0.001155-0.0013275i,-0.00048563-0.00080458i,0.00052686-0.00030363i,0.00057921-0.00038711i,-0.0002351-0.00034499i,-0.00076143-0.00032041i,-0.0012601-0.00012944i,-0.00063995+0.0001322i,0.00058448-0.00051224i,0.0011228-0.00059694i,0.00086535+0.00050997i,0.00011711+0.0008216i
8.2871e-05-0.0025037i,-0.0016359-0.0021706i,-0.0044706-0.0026127i,-0.0054089-0.002973i,-0.0043294-0.0035655i,-0.0032268-0.0039062i,-0.0020968-0.002627i,-0.0022532-0.00094889i,-0.0029594-0.00040841i,-0.0030771+0.00030212i,-0.0017955+0.00086024i,-0.00062954+0.00034619i,-0.00039951+0.00056651i,-2.1177e-05+0.0013536i,2.9297e-05+0.001373i,-0.00044799+0.00096462i,-0.00041285+0.00098383i,-0.0005908+0.00076063i,-0.0013317+0.00034835i,-0.001058+2.3559e-05i,-0.00039737+0.00057289i,-7.5662e-05+0.0010894i,8.5475e-05+0.00070555i
-0.00075671+0.00022259i,-0.0013004+0.00052667i,-0.00012821-0.0003142i,-0.0001108-0.0018087i,-0.0014114-0.0023675i,-0.0027662-0.00106i,-0.0037717-0.00018726i,-0.0029626-7.3552e-05i,-0.0026571+0.00067086i,-0.0022393+0.00097918i,-0.00073223+0.00082943i,-0.00020834+0.00066844i,-0.00025078+0.00073877i,8.3637e-05+0.00099347i,0.00037302+0.0005553i,0.00032013+2.4417e-05i,-0.00038922+0.00023232i,-0.00074987+0.0007603i,5.8204e-05+0.0004973i,0.00053107-0.00017922i,0.00050281+4.7906e-05i,0.00083013+0.00044524i,0.00090122+0.0007224i
0.0032163-0.00020223i,0.0016573-0.00048462i,-4.6174e-05-0.0021065i,-0.0021529-0.0027805i,-0.0048981-0.0026349i,-0.0060427-0.0023782i,-0.0044322-0.0012144i,-0.0022345-0.00050996i,-0.0010026-0.00020729i,-0.00070734+4.1552e-05i,-0.00093376+0.00071271i,-0.0010138+0.0013605i,-0.00045807+0.00033436i,0.00037155+3.6012e-05i,0.0009209+0.00062506i,0.0012218+0.00055553i,0.00075419-9.542e-05i,0.0002662-0.00031059i,-7.8461e-05+0.00035341i,-0.0005277+0.0010478i,-0.00039146+0.0011166i,0.00053518-1.7635e-05i,0.0011881-0.00058701i
-0.00062863+0.0035285i,0.0012603+0.0025154i,0.0039955+0.0014739i,0.0053303-0.00026037i,0.0042498-0.0023523i,0.0010719-0.0024813i,-0.00069386-0.00057601i,-0.0012272+0.0012336i,-0.0015689+0.001579i,-0.00019091+0.00065749i,0.00054151-0.00028348i,3.7558e-05-0.00073333i,-0.00062482-0.00072301i,-0.00078516-0.00069727i,-0.00027788-0.00092571i,-0.0003826-0.0011582i,-0.00072844-0.0012213i,-0.00010475-0.0010949i,0.00074113-0.00075058i,0.00076777-0.00064741i,0.00012406-0.00079971i,-0.00035005-0.0010402i,-0.00045411+2.5066e-05i
8.185e-06-0.001705i,-0.001387-0.0012468i,-0.0030816+0.00011041i,-0.0037926-6.1852e-05i,-0.0038447-0.00062395i,-0.0031547-0.0010483i,-0.0021527-0.0023946i,-0.0020111-0.0027587i,-0.0022704-0.0014644i,-0.0021562-0.00033305i,-0.0018-0.00022267i,-0.001096-0.00028366i,-0.0012224-0.00057469i,-0.0010382-0.0007382i,-0.00048942-0.00046903i,-0.00039713-0.00022209i,-0.00075959-0.00069007i,-0.0010973-0.0011246i,-0.00089807-0.00089378i,-0.00090135-0.00011579i,-0.00094979+0.00063286i,2.8593e-05+0.00070344i,0.00048441+0.00060902i
0.00093477+0.0014289i,0.00062951+0.00062807i,0.0016843-0.0017878i,0.0016992-0.0030198i,4.3258e-05-0.0040878i,-0.0012117-0.0052383i,-0.0010111-0.0042174i,-0.0012812-0.0024791i,-0.0021318-0.0013001i,-0.0022654-0.00043862i,-0.0016834-5.0211e-05i,-0.0012945+0.0003727i,-0.0015253+0.00036842i,-0.0012563+0.00065739i,-0.00032268+0.0010302i,8.5394e-05+0.00050799i,-0.00011258-6.2431e-05i,-0.00069033-0.00027412i,-0.00058151-2.9884e-05i,-0.0004271-6.1511e-05i,-0.00030544+0.00036634i,-0.00024916+0.00051919i,-0.00046968+0.00020263i
-0.0022216-0.00089355i,-0.0021955-4.1519e-05i,-0.0028597+0.00083199i,-0.0031502+0.00093492i,-0.0038121+0.0014787i,-0.0037405+0.00067571i,-0.0030962-0.00043757i,-0.0023746-0.00080977i,-0.0021767-0.00024494i,-0.0022025+0.0012425i,-0.0018176+0.001726i,-0.00033655+0.0010162i,0.00064592-0.00032015i,-3.2925e-05-0.0010146i,-7.9691e-05-0.00053883i,-5.9228e-05+7.7144e-05i,-0.00077098+0.00018435i,-0.0012291+4.5644e-06i,-0.00074945+0.0001308i,0.00038681+0.00027148i,0.00057661+0.00079042i,-0.00017044+0.00024178i,-0.00035053-0.00049535i
-0.00076926-0.0022155i,-0.00020619-0.0012439i,-0.00067565-0.00049305i,-0.0013065+0.00053576i,-0.00278+0.0014738i,-0.0038042+0.00058279i,-0.003667-0.00048234i,-0.002947-0.00084387i,-0.0021807-0.00028579i,-0.001178+0.00081033i,0.00022306+0.0012653i,0.00030869+0.00013889i,0.00012044-0.00092035i,0.00035835-0.0010485i,0.00064263-0.00058901i,0.00019995-0.00038877i,-0.00060022-0.0013542i,-0.00045848-0.0011141i,-0.00071519-0.00060113i,-0.00053909-0.0005861i,0.00020232-0.00049325i,0.00042988-0.00041557i,0.00064157-0.00022817i
0.0011879-0.0011024i,0.00039013-0.0016187i,-0.00017148-0.0019038i,-6.7555e-05-0.0019701i,-0.00037479-0.0017059i,-0.0012838-0.0008947i,-0.0018896+4.9668e-06i,-0.0025698+0.00027295i,-0.0028763-0.00028i,-0.0021967-7.9485e-05i,-0.0012055+0.00038829i,-0.00052944+0.0003144i,-0.0012906-6.0295e-05i,-0.0020408-0.00054121i,-0.0015344-0.00077058i,-0.00074814-0.00024895i,-0.00073205-0.00030191i,-0.00080088-0.00070846i,0.00036294-0.00056457i,0.0014907-0.00011524i,0.000433+0.00042524i,-0.00090974+0.00062285i,-0.00080695+0.00061567i
-0.00038652+0.0003574i,-0.00063367+0.00013362i,-0.0019255-0.00055008i,-0.0018573-0.0020304i,-0.0016336-0.0034843i,-0.0025424-0.0039073i,-0.0025218-0.0027563i,-0.0023489-0.0010465i,-0.0027318-0.0014295i,-0.0030068-0.0012682i,-0.0025399-8.8166e-05i,-0.0014128-0.00064667i,-0.00059816-0.0012326i,-0.00049128-0.00069964i,-0.00068167-0.00020668i,-0.0011537+5.2365e-05i,-0.0015034-0.00037761i,-0.0015105-0.00063865i,-0.0013849-0.0012317i,-0.0015722-0.0013452i,-0.0008332-0.00068277i,-0.00010904-0.0003794i,0.00046161-0.00024818i
-0.0022815+0.00080288i,-0.00076276+0.0024449i,0.0012439+0.0024103i,0.0024466+0.0011113i,0.0020797+0.00033462i,0.0010942-0.0013394i,0.00015413-0.0020494i,-0.00065485-0.0012915i,-0.0015338-0.000252i,-0.0018973+0.00057128i,-0.0013369+0.0002996i,-0.00081973-0.00067668i,-0.0013722-0.0006481i,-0.0018919+0.00062139i,-0.0012455+0.00089229i,-0.00074866+0.00030454i,-0.00063091+0.00038421i,-0.00056215+0.0002959i,-0.0003825+0.00030177i,0.00025902+0.00055754i,0.00076895+0.0011349i,0.00061256+0.0010381i,0.00022775+0.00064035i
0.001128-0.00083562i,-6.0358e-06-0.00043393i,-0.0014674-0.0007044i,-0.0035646-0.00083296i,-0.0049989-0.0010733i,-0.0047681-0.0010675i,-0.0038479-0.00067021i,-0.0028769-0.00075172i,-0.0031863-0.00095441i,-0.0039286+3.2366e-05i,-0.0031075+0.00060388i,-0.0021668-8.574e-05i,-0.0012996-0.0001025i,0.00026982+0.00099006i,0.00055365+0.001196i,5.1396e-05+0.0011627i,-0.00046326+0.0012948i,-0.0012878+0.0011085i,-0.0011921+0.00067956i,-0.00015453-0.0001117i,-0.00024509-0.00024707i,-0.00052379-8.8741e-06i,7.3741e-06-0.00052383i
0.0004685-0.00015117i,-0.00030075-0.0014428i,4.6373e-05-0.0019991i,0.0011784-0.00070708i,0.0002681+0.000634i,-0.001358+0.00054265i,-0.0019236+0.00054868i,-0.0024946+0.00060199i,-0.0023135+0.00038587i,-0.0015539+0.0003572i,-0.0010384+0.00031043i,-0.00028344-0.00035059i,-0.00041957-0.00077657i,-0.0011798-0.00039022i,-0.00097597-6.3345e-05i,-0.00041165-0.00076269i,0.00017178-0.0016871i,-1.1529e-05-0.0019398i,-0.00023687-0.0012351i,0.00044047-0.00065501i,0.0011997-0.00076832i,0.001611-0.00045087i,0.0013128+0.0003864i
0.0013063-0.0034762i,-0.0006307-0.0028298i,-0.0032479-0.0023092i,-0.0044188-0.0027555i,-0.0044521-0.0026995i,-0.0038633-0.0017474i,-0.0027478-0.0014707i,-0.0019707-0.0010824i,-0.0023366-0.00046525i,-0.0024036+0.00035899i,-0.0014498+0.00019732i,2.6155e-05-0.00018387i,0.00085885+0.00053372i,0.00072102+0.00061728i,0.00013481-0.00022806i,-0.000873-6.0046e-05i,-0.0012303+0.0004842i,-0.00021585+0.0001683i,0.00070188+6.2273e-05i,0.00071119+0.00077254i,-0.00040825+0.00031547i,-0.0010848-0.00061474i,-0.00094527-0.0010659i
-4.3046e-05-0.0011998i,8.445e-05-0.0016259i,0.00054207-0.0013341i,0.00092305-0.00094085i,0.00037076-0.0017357i,-0.00060622-0.0028695i,-0.001677-0.0028019i,-0.0019831-0.0022836i,-0.0022023-0.0018785i,-0.0023798-0.0010608i,-0.0012887+0.00023199i,-0.00010126+0.00023765i,-0.00043594-0.00049735i,-0.0016478-0.0002368i,-0.0013914+4.2266e-05i,-0.00075849-0.0002415i,-0.00066411-0.0008643i,-0.00053715-0.00083811i,-0.00074124-0.00087274i,-0.00077375-0.0013228i,4.4728e-05-0.0015448i,0.0002682-0.0010195i,0.00084623+4.3592e-05i
-0.00057099+0.0010326i,-0.0012908+0.00095862i,-0.00092581+0.0010527i,-0.00063469+0.00013116i,-0.0017763-0.0012582i,-0.0028458-0.0013711i,-0.0030442-0.00066308i,-0.0024148-0.00043475i,-0.0023939-0.0003937i,-0.0029294-0.00043026i,-0.0017913-0.00051075i,-0.0009232-0.00097323i,-0.0011461-0.001081i,-0.0012052-0.00031179i,-0.00071907+8.7252e-05i,0.00064956+0.0008543i,0.00026505+0.0017527i,-0.00090651+0.0010297i,-0.0011596+0.00054902i,-0.00088789+0.00079338i,-0.0006952+0.00087247i,-0.0011305+0.00075552i,-0.0011581+0.00032124i
-0.0010266+0.001157i,-0.0012638+9.7179e-05i,-0.00041287-0.00042423i,0.0014214+0.00047267i,0.0007395+0.00037057i,-0.0010313-0.00032884i,-0.0013896+0.0002287i,-0.0011319+0.00065625i,-0.0023762+0.00015509i,-0.0025164+0.00038973i,-0.00083307+0.00062317i,5.9293e-05-0.00094007i,5.8868e-05-0.0012737i,4.7817e-05+0.00017143i,-0.00099264+0.00068511i,-0.001728+0.00037374i,-0.00087488-0.0001985i,-0.00015797+0.00015597i,-0.00013075+0.0004273i,-0.00026108+2.3563e-05i,-6.4719e-05-0.00036113i,0.00053664-0.00033388i,0.00072632-0.00050368i
0.00014166+0.0011522i,0.00049526+0.00017552i,0.0013157+0.00085118i,0.00081705+0.00080704i,-0.00089232-0.00051873i,-0.0023499-0.0016342i,-0.0024534-0.0017084i,-0.0026427-0.0003779i,-0.0030907+0.00010606i,-0.002113+6.7482e-05i,-0.0010634+0.00050516i,-0.0014175+0.00067237i,-0.002288-6.3278e-05i,-0.0023878-0.00020072i,-0.0011855+0.00037386i,0.0011715-0.00047258i,0.0023768-0.00070261i,0.001151-0.0003251i,0.00031966-0.00074503i,0.00049518-0.00025447i,0.0007649+0.00064301i,0.00078049+0.00090037i,0.00037404+0.0011889i
-0.00091413-0.00063383i,-0.0010021-0.0013216i,-0.0014113-0.00031951i,-0.0014275-1.3666e-05i,-0.0011902-0.001931i,-0.0010667-0.0036583i,-0.0012656-0.0037011i,-0.0014668-0.0034432i,-0.0018602-0.0028052i,-0.002261-0.0011774i,-0.0016693+1.2404e-05i,-0.00053301-0.00028128i,-9.2187e-05-0.00079809i,0.00025361-0.00054512i,-0.00018703-0.0002945i,-0.0012774-0.00027043i,-0.0019821-0.00022828i,-0.0014423-0.00029078i,-0.00032958+0.000154i,-0.00081579+0.00032336i,-0.001419-0.00053482i,-0.0013948-0.00096289i,-0.00035016-0.0011098i
-0.0001928+0.0012739i,-2.8788e-05+0.0013105i,0.00076248+0.0016001i,-8.404e-05+0.0016799i,-0.0022393+0.00043484i,-0.0041561-0.00083854i,-0.0044018-5.7588e-05i,-0.0026298+0.00030948i,-0.0018447+7.9398e-05i,-0.0015997+0.00073337i,0.00012949+0.00092229i,0.00047888-0.00015798i,-0.00050009-0.00085392i,-0.00099039-0.00080082i,-0.0012673-0.00077681i,-0.00082047-0.00066292i,-3.6411e-05-0.0011383i,-0.00028563-0.0012764i,-0.00052935-0.0010434i,-4.6744e-05-0.0012268i,-6.5363e-05-0.0011059i,0.00050775-0.00026591i,0.00039878+0.00033223i
0.0015256-0.00093793i,0.00053624-0.0010116i,-0.00041507-0.0025667i,-0.0010382-0.0036181i,-0.0016555-0.0040132i,-0.0023159-0.0040096i,-0.0027855-0.0020793i,-0.0033333-0.00061494i,-0.0036188-0.00054324i,-0.0031148-0.00083711i,-0.0017567-1.9074e-05i,-0.00099539+0.00036326i,-0.00065196+0.00034834i,-0.0003303+0.00088805i,-0.00024497+0.0013663i,-0.00086215+0.0014164i,-0.0013091+0.0009662i,-0.00092566+0.0003949i,-0.00025345+0.00051816i,0.00053278+0.00088485i,-0.00014935+0.00095177i,-0.0010919+0.00049945i,-0.001054-3.7554e-05i
0.0017163-0.00089074i,-0.00021275-0.0017201i,-0.001116-0.0014516i,-0.0011507+0.00022609i,-0.0016282+0.001006i,-0.0020108+0.00066665i,-0.00090792+0.00029742i,-0.00066972-0.00019558i,-0.0013393-0.00088339i,-0.0016689-0.00046607i,-0.0017468+0.00010085i,-0.001056+0.00018353i,-0.00081206-0.00052159i,-0.0011854+4.4498e-06i,-0.0008892+5.8542e-05i,0.00014758-0.0011091i,0.00031279-0.001009i,-0.00059242-0.00018927i,-0.0014038+0.00047202i,-0.0014707+0.00047546i,-0.0013882+0.00079583i,-0.0008164+8.8941e-06i,0.00041532-0.0013936i
0.0010171+0.00037467i,0.00021008+0.00018158i,-0.00059251-0.0003535i,-0.0011948-0.0016252i,-0.0016268-0.0029913i,-0.0023931-0.0031839i,-0.0017953-0.001672i,-0.0015002-0.00020339i,-0.0021591-0.00030292i,-0.0017233-0.00039095i,-0.00081489-0.0001742i,-0.00015937-0.00072978i,-0.00070686-0.0012496i,-0.0009064-0.00084669i,0.00080666-0.00011712i,0.0014026+0.0006574i,7.2625e-05+0.0011901i,-0.00036735+0.0011381i,0.00039275+0.00032125i,0.00041045+0.00022601i,0.00042118+0.0009244i,0.00043258+0.0013063i,0.001206+0.0011022i
