-0.001337-0.0019096i,-0.0012319-0.00057087i,-0.001094+0.00038475i,-0.0013812+0.00053484i,-0.0025332+0.0010035i,-0.002221+0.0016309i,-0.00046425+0.0015453i,0.00054853+0.0010068i,0.00081118+0.00056065i,0.00064293-0.00010077i,0.00037745-0.0010331i,-0.00033689-0.00063607i,-0.00071268+1.2579e-05i,-0.00079734-0.00028992i,-0.00017901-0.0002564i,0.00037474-0.00017268i,-7.8096e-05-0.00027278i,-0.00039725-0.0004406i,1.2925e-05-0.00025297i,0.00021396+0.0003929i,0.00044365+0.0010665i,0.00025196+0.00042677i,-0.00023257-0.00051387i
0.0015923-0.0023645i,0.00049975-0.0011496i,7.6673e-06+0.00093786i,-5.427e-05+0.00040681i,-0.0009015-0.0014984i,-0.0014374-0.0021039i,-0.00083707-0.0009885i,0.0003757-0.00077978i,0.00076694-0.00091242i,0.00043405-0.00056109i,0.00012026-0.00030841i,0.00010658-1.6689e-05i,0.00016065+3.9664e-05i,0.00018192-0.00010176i,6.1765e-05+0.00016004i,-0.00043165+0.00066174i,-0.00034622+0.00039441i,-0.00017945+3.2403e-05i,-0.00064565-8.3222e-05i,-0.00040441-0.00061957i,-7.8077e-05-0.00048146i,0.0001194+0.00032223i,0.00059923+0.0002286i
0.00072517-0.001394i,-0.00051091-0.0015523i,-0.0001952-0.0013912i,0.00084422-0.00027926i,0.0018631-0.00027407i,0.0010104-0.00062057i,-0.00054973-0.00075796i,-0.0011625-0.00057112i,-0.0013309-0.00038359i,-0.0009397-0.00088925i,-0.00043028-0.00079831i,6.286e-05-0.00067755i,0.00023095-0.00070577i,-8.2488e-05-0.00029322i,-0.00058941-0.00081424i,-0.0010662-0.0010916i,-0.00091516-0.00013493i,-0.00039702+0.00084872i,-0.00025326+0.0012437i,2.7436e-05+0.0008356i,0.00052934+0.00023018i,0.00048991+0.00012665i,-0.00035582+0.00057367i
9.9223e-05-0.0014745i,-0.00062007-0.0005729i,-0.00030395+0.00075203i,0.00028321+0.00043304i,-4.3755e-06+7.3073e-05i,-0.00080541+0.00054676i,-0.00053211+0.00087888i,-0.00025724+0.00074729i,-0.00022643+0.00044473i,-1.0483e-05+0.00010311i,2.8579e-05+0.00019638i,-5.4262e-05+0.00031592i,0.00011748+8.5337e-05i,0.00038208-0.00072692i,0.00054947-0.0015511i,0.00026626-0.00098862i,-0.00010392+0.00014361i,-0.00047024+0.00058824i,-0.00058549+0.00051704i,7.0802e-05+0.00032696i,-0.00010324-0.00019616i,-0.00037593-0.00017356i,-0.00031222-0.00019493i
0.00035808-0.0033469i,-0.0013537-0.0024074i,-0.0013328-0.00068828i,0.00048343+0.00036171i,0.0015987+8.5509e-05i,0.0010754-0.00054314i,9.7081e-05-7.3686e-05i,3.6842e-05+0.00028774i,0.00041296+0.00040106i,0.0004975+0.00018393i,0.00026496+0.0001318i,-0.00074095+0.0001163i,-0.00050055-0.00022357i,-3.265e-06-0.0005715i,-0.00034747-0.00048765i,-0.00012585-9.9535e-05i,0.00043904-1.4911e-05i,5.4878e-05-0.00037682i,-0.00054294-0.00090287i,-0.00051157-0.00090642i,-0.00041937-0.00014789i,-0.00069526-0.00011646i,-0.00047673+2.5178e-05i
0.001255-0.00060597i,0.0008564-0.00052924i,0.0010151-0.00025174i,0.0013227-0.00015692i,0.0015447-0.00044337i,0.00098706-1.2335e-05i,0.00034002+0.00037491i,0.00066972-1.552e-06i,0.00098724-0.00088675i,0.00088322-0.0011625i,-1.9395e-05-0.00073136i,-0.00072769-0.00056378i,-6.7826e-05-0.00029562i,0.00024107-0.00016557i,-0.00019865-2.4073e-05i,-0.00082405+4.773e-05i,-0.00073086-0.00027988i,0.00014712-0.00018054i,6.0904e-05+0.00032245i,-0.00050752-3.6907e-05i,9.9709e-05-6.5281e-05i,0.00035801-0.00016116i,0.00059864+2.9951e-05i
0.0013667-0.0038041i,-5.5049e-05-0.0015552i,-0.0017342+0.00058989i,-0.0016132+0.0015823i,-0.00019075+0.0011792i,-7.4773e-06+0.0004367i,-5.5194e-05-7.5531e-05i,-0.00044078-4.1636e-05i,-0.0008879-0.00028033i,-0.0008349-0.00064161i,-0.0014073-0.00019772i,-0.0010661+0.00023167i,-0.00022936-0.00025482i,-0.00070296-0.00048432i,-0.00081794-0.00033382i,-0.00081518+0.00011088i,-0.00064979+0.00025504i,-5.2706e-05-0.00035018i,-8.7154e-05-0.00046363i,-0.0003431-7.728e-05i,-0.00081843-0.00033994i,-0.00068312-0.00085784i,5.6391e-05-0.00070226i
0.0021991-0.0017841i,0.0013253-0.00032501i,0.00020562+0.00032531i,7.5118e-05-0.00068581i,0.00099467-0.0012403i,0.0013821+0.00080109i,0.0013877+0.0023784i,0.00076937+0.0018088i,0.00058041+0.00012208i,0.00069727-0.00068443i,0.00062837-0.00080931i,7.5373e-05-0.00086315i,-0.00067093-0.00094802i,-0.00030438-0.00061245i,0.00046258-0.00058301i,9.1183e-05-0.00041165i,2.9999e-05+0.00015115i,0.00072701-3.4158e-05i,0.00069323-0.00058983i,-0.00044725-0.00062772i,-0.0014764-0.00029866i,-0.0013693+0.00010354i,-0.00017158+0.00072497i
0.0022529-0.0032018i,0.0016354-0.0024513i,0.00095217+0.00025057i,0.0011353+0.0020917i,0.0013773+0.0018282i,0.00082694+0.00047075i,-0.00018233-0.0006854i,-0.00029126-0.0011482i,-4.7014e-05-0.0011302i,-0.0003139-0.00064473i,-0.0010983+7.028e-05i,-0.0010439-8.9479e-05i,-0.00034261-0.00053151i,7.2928e-05-0.00087075i,-0.00012222-0.00022875i,-0.00063547+0.00068183i,0.0003901+0.0007016i,0.0011762-0.00019276i,0.00022262-0.00036933i,-0.00017699-0.00046815i,0.00020866-0.0013036i,0.00015419-0.00099059i,0.00020036-0.00056914i
0.0025053-0.0028916i,0.0020232-0.0021846i,0.0020245-0.00018618i,0.0016455+0.00021873i,0.0013437-0.00073964i,0.00060315-0.00071723i,7.6675e-05-0.00026351i,6.7488e-05+0.00019099i,0.00027559+9.9417e-05i,0.00012719-0.00053386i,-0.00031058+0.0001317i,-0.00090458+0.00098358i,-0.00033294+0.00057473i,0.00038271+0.00022865i,0.00032408+0.00024644i,0.00026567-7.9149e-05i,0.0005307-0.00013159i,0.00016867-0.00026751i,0.00018054-0.00068591i,0.00034683+3.8843e-06i,3.0991e-05+0.0005841i,0.00026211+0.00058987i,0.0010518+0.00060837i
0.00063085-0.0027689i,-0.0017013-0.0018939i,-0.0031967-0.00098733i,-0.0027841+0.00052716i,-0.0021116+0.0010709i,-0.00086211+0.00066986i,-0.00055465+0.00072269i,-0.00061276+0.00064565i,-0.00013198+0.00027437i,-0.00039143+0.00032337i,-0.0008748+0.00061647i,-0.0005944-0.00031959i,0.00029369-0.0014834i,0.00052859-0.0012487i,0.0005846-0.00052577i,0.001526+1.5818e-05i,0.001175+0.00010318i,1.7803e-05+0.00017595i,0.00011596+8.4979e-05i,0.00088404+0.00040704i,0.00056541+0.00054736i,-0.00032386+0.00030091i,-0.00058067+4.8563e-05i
0.0024287-0.0014781i,-0.00043642-0.00081252i,-0.0017216-0.0011216i,-0.0016339-0.0010371i,-0.0016537-0.00047784i,-0.00091372-0.00024577i,0.00018624+0.00026252i,0.00047612+0.00091372i,0.00021956+0.00079585i,0.00022896-0.00042843i,-6.037e-05-0.00098335i,-0.0006199-0.00058271i,-0.000675-0.0003325i,-0.00044481-0.00054376i,5.6451e-05-0.00098953i,-0.00015032-0.0013198i,-0.00077067-0.0013704i,-0.00021242-0.00084673i,0.00083181+0.00020381i,0.000301+3.1883e-05i,-0.00032435-0.00058229i,0.00028582-0.0003621i,0.00077008+2.8596e-05i
0.00091178-0.00083122i,-0.00060343+0.0016733i,-0.0013636+0.0036827i,-0.0011392+0.0027198i,-0.0010144+0.0010504i,-0.0016374+0.00051473i,-0.0015678+0.00012489i,-0.00019768+0.00014049i,0.0004298+0.00043329i,0.00017091+0.00050578i,0.00018235-3.4975e-05i,-0.00036225-0.00024249i,-0.00060029-0.00029477i,0.00035477-7.9333e-05i,0.00018792+0.00019408i,-0.00078338-0.00033203i,-0.0012109-0.00022605i,-0.0013282+0.00030315i,-0.00050337+0.00034451i,8.4605e-05-0.00013161i,-8.2858e-05+7.8174e-05i,0.00035227+0.00071652i,0.00061505+0.00077997i
0.0030827-0.0021478i,0.0013664-0.0026168i,-0.00014238-0.0016599i,-0.0016525-0.00093068i,-0.0022367+0.00017449i,-0.0018878+0.00095453i,-0.0014381+0.00054158i,-0.0011334-0.0001758i,-0.00092404-0.00088359i,-0.00072267-0.00086358i,-0.0012321+3.7949e-05i,-0.0019367+0.00054506i,-0.0019014+0.00026258i,-0.0014885-1.3553e-05i,-0.00047344-0.00058378i,0.00016161-0.00085904i,5.5494e-05-0.00027211i,0.00035778-1.4307e-05i,0.00046604-0.0003833i,0.0001123-0.00064427i,-0.0003512-0.00038364i,-0.00041365-1.1125e-05i,0.00012518+0.00046372i
0.001779-0.0038829i,0.001406-0.0024782i,0.00081266+0.0002447i,0.00029265+0.0002571i,-0.00034574-0.00031397i,-0.0017758+0.00021483i,-0.0021684+0.00069268i,-0.00068485+0.00066084i,0.0003244+9.2079e-05i,0.00015297-3.4395e-05i,-0.00028375+0.00048633i,-0.00055089+0.001233i,-0.00025935+0.0011266i,0.00031673+0.00066341i,-0.00043938+8.1812e-05i,-0.0012958+4.296e-05i,-0.00041693-0.00019316i,0.0006473+1.6195e-05i,0.00018554+0.00033301i,-0.00072029-0.00015533i,-0.00056722+9.9702e-05i,8.5667e-05+0.00066337i,0.00048574+0.00065511i
0.00067434-0.0038075i,0.00031927-0.0030313i,0.00063951-0.0014441i,0.0004622+0.00010462i,-0.00015694+0.00090075i,-0.0012405+0.0011115i,-0.00023431+0.00092031i,0.00049664+0.00089025i,-0.00024394+0.00054135i,-0.00063737-0.0003262i,-0.00025851-0.00057512i,0.0001952-0.00056539i,-0.00086488-0.00085161i,-0.00093583-0.0011745i,-0.00032042-0.0015582i,-0.00086796-0.00088571i,-0.00094235-3.1553e-05i,-0.00046748-9.6584e-05i,-0.00038949+0.0001231i,7.1328e-05+9.7034e-05i,5.3467e-06+6.8375e-05i,0.00014179+0.00078551i,0.00080409+0.00074199i
0.0043006-0.0023458i,0.0016545-0.002836i,0.0011288-0.0040122i,0.00077771-0.0044101i,-0.0014373-0.002624i,-0.002391-0.00041017i,-0.00099281+0.000322i,0.00050574-0.00016106i,0.00060983-0.0010835i,0.00025997-0.0011896i,-0.00063174-0.00052579i,-0.00043332-0.0001693i,0.00024193+8.5552e-05i,0.00038559+0.0005504i,0.00020759+0.0011061i,0.0002504+0.0010812i,0.00024597+0.00085265i,-0.00037957+0.00088031i,-0.00078895+0.0006461i,-0.00044958-0.00015894i,0.0002801-0.00097798i,0.0003639-0.0012826i,0.00054451-0.00071302i
0.0020257-0.0044791i,-0.0017409-0.0036509i,-0.0039781-0.0021175i,-0.0046145-0.0013802i,-0.0037554-0.0010189i,-0.0018281+0.00032911i,0.00019009+0.0006251i,0.00058416-0.00023196i,0.00016059-0.00028915i,6.2267e-05-0.00059276i,-0.00052428-0.0014735i,-0.0012179-0.00082412i,-0.00064607+0.00010174i,0.00034989+0.0005197i,0.00076238+0.00064985i,0.0003892-0.00023772i,-0.0002492-0.0002089i,-0.0006476+0.00020126i,-0.0010032-0.00049358i,-0.00019847-0.0009676i,0.00036229-0.00081884i,0.00056772-0.00018378i,0.00032466+0.00029986i
0.0013511-0.0036083i,-0.0015952-0.0036436i,-0.0035593-0.0019632i,-0.0034482-0.00050734i,-0.0024662-0.00068533i,-0.00092888-0.0003701i,0.00078209+5.2981e-06i,0.0011709-0.00024224i,0.00017389-0.0010159i,-0.00074787-0.0012608i,-0.00032315-0.00031323i,-9.0784e-05-0.00036377i,-0.0013883-0.00016932i,-0.001774+0.00043409i,-0.00087289+0.00025692i,-0.00075315+0.00011054i,-0.00072953-1.2154e-05i,0.00056811-0.00053877i,0.0012038-0.00065394i,0.0011331-0.00060789i,0.00065655-0.00011028i,2.6315e-05+0.00012407i,0.00035495+0.00027829i
0.0012101-0.0010821i,-0.00059467-0.00026441i,-0.001638+0.00056415i,-0.0017984-7.8461e-05i,-0.0018813-0.00073996i,-0.00095195-0.0010561i,0.00066928-0.00078122i,0.0011786-0.0012078i,0.00054673-0.0013646i,-0.00024067-0.00018702i,-0.00052127-0.00016087i,-0.00054701-0.00054667i,-0.00031752-0.00087913i,2.922e-06-0.000614i,0.00015422+0.00018525i,2.1057e-05+0.00018674i,-2.7168e-05-0.00044611i,0.0002912-0.00072544i,0.00095143-0.00036046i,0.00064177-6.0607e-05i,-0.000253+0.00034708i,-0.00050899+0.00044904i,-0.00066785+0.00033423i
0.0028854-0.0030823i,0.0028215-0.0027185i,0.0017469-0.001685i,-0.00086824-0.00052391i,-0.0027287-0.0012846i,-0.0017462-0.0014075i,0.00012516+3.3418e-05i,0.00093224+0.00055695i,0.00044941+6.5998e-05i,-0.00013781-0.00022915i,1.7661e-05-0.00071379i,-7.0577e-05-0.00090721i,0.00026324-0.00080011i,0.00042916-0.0010495i,0.00011608-0.0015162i,-0.00053222-0.0013276i,-0.0011887-0.00041638i,-0.0012619+0.00031791i,-0.00070819-0.00028315i,5.2848e-05-0.00072516i,-6.2817e-05+0.00043299i,-0.00063458+0.0014074i,-0.00051356+0.0011162i
0.0010971-0.0037831i,0.0009003-0.0028802i,0.00095154-0.00097918i,0.00038021-0.0010688i,5.8377e-05-0.0017626i,-0.00042082-0.00122i,-0.0001879-0.00048907i,-1.3466e-05-0.00022857i,-0.00075654-0.00021326i,-0.0012447-0.00058054i,-0.0013405-0.0011004i,-0.00058439-0.0011724i,0.00064612-0.00075123i,0.0012023-0.0002409i,0.00050412-0.00059688i,-0.00031732-0.00086331i,-0.0003269-0.0003482i,-0.00048918+0.00028227i,-0.0010263+0.00021465i,-0.00067589-4.5983e-05i,-0.00025619+0.00021116i,0.00015489+0.00035546i,0.00060183-0.00034106i
0.0027166-0.0044405i,0.00060328-0.0047898i,-0.00029544-0.0037816i,-0.00028251-0.0031633i,-0.0011551-0.0032952i,-0.0010433-0.0021628i,-0.000217-0.00014876i,-0.00012168-0.00012356i,0.00032645-0.00054389i,0.00017528-0.00038833i,-0.0010775-0.00039235i,-0.0015373-8.4222e-05i,-0.001361-0.00054776i,-0.00082278-0.0013853i,-0.00044007-0.0014268i,-0.00056002-0.001122i,-0.00072921-0.00051885i,-0.00027563-4.2209e-05i,0.00053917-0.00044771i,0.00039639-0.00070352i,-8.8269e-06-0.00064392i,-0.00037181-9.0417e-05i,-0.00024084+0.00035035i
-0.0027253-0.0034458i,-0.0050658-0.0025032i,-0.0065891-0.0021167i,-0.0051585-0.0016408i,-0.0036603-0.001328i,-0.0030562-0.0010345i,-0.001296+9.1115e-05i,0.00034363+0.00034008i,0.00017177-0.00029963i,-0.00065712+5.3505e-05i,-0.00079275+0.00029198i,-0.00010756-0.00032623i,0.00081901-0.0003655i,0.00072511+0.000179i,-4.9205e-05+0.00044428i,-3.9771e-05+0.00013312i,-0.00023385-0.0003174i,-0.00030267-0.00035217i,-0.0002991-0.00055363i,-0.00059484-0.00044541i,-0.0004229-0.00012013i,-0.0002403-0.00035889i,-0.00023526-0.00054603i
0.0030405-0.001844i,0.0012841-0.0019513i,-0.000197-0.0026892i,-0.0010423-0.0027195i,-0.0015258-0.0029558i,-0.001211-0.0023269i,0.00013054-0.0010674i,0.0011947-0.00053945i,0.0014626-0.0006002i,0.0010026-0.00056787i,0.00066234-0.00024127i,0.00043097-0.00029702i,-0.00040951+6.795e-06i,-0.00082415-0.00068355i,-0.0012932-0.0011599i,-0.001594+0.00042511i,-0.00084585+0.0010647i,0.00032774+0.00018791i,0.0010656-0.00046693i,0.00051122-3.8779e-05i,-0.00021653+0.00074942i,-0.0004276+0.00075125i,1.735e-05+0.00023328i
-0.00047541-0.0038841i,-0.0017346-0.0019858i,-0.002311+5.1342e-05i,-0.0021164+0.0012324i,-0.0022678+0.00096808i,-0.0019184+4.9055e-07i,-0.00051939-0.00018459i,0.00067037-0.00077235i,0.00055428-0.0012515i,0.00030862-0.00026346i,0.0002206+0.00057212i,-0.00049928+0.00018144i,-0.00042893+0.00034408i,0.00027315+0.0007295i,0.0008182+0.00034958i,1.3327e-05+0.00030991i,-0.00069075+0.00067919i,-9.3791e-05+0.00025295i,0.00080589-1.228e-05i,0.00072969-0.00049516i,-0.00060551-0.00091581i,-0.0011235-0.00019349i,-8.6384e-05+0.00039654i
0.0028271-0.00082558i,0.00095014+0.0012065i,0.002037+0.0016678i,0.0027919+3.1005e-05i,0.0019273-0.001569i,0.0012079-0.0015129i,0.00078754-0.00036063i,0.0004732+0.00023814i,2.3675e-05-0.00019296i,-0.00011014-0.00066084i,5.178e-05-0.00016692i,-6.2329e-05+5.444e-05i,-5.9349e-05-0.00059077i,3.9496e-05-0.0011094i,0.00047676-0.00082003i,0.00035012-0.0005381i,0.00023755-0.00085742i,-0.00018616-0.00056032i,-0.00036889-0.00029908i,0.00010357-0.00053538i,-1.3821e-05+0.00012972i,-0.00015207+0.000728i,3.9587e-05+0.00060741i
-0.00018835-0.0057213i,0.00068506-0.0042232i,0.00017497-0.002849i,0.00023431-0.0015088i,-5.0848e-06-0.0009895i,-0.00011019-0.0014038i,-0.00014199-0.0019149i,-0.00070893-0.0016736i,-0.000574-0.00043316i,-0.00022718+9.9025e-05i,-0.00024545-0.0001433i,0.00071677-0.00028444i,0.00096279+0.00044226i,-0.00013107+0.0006021i,-0.00038885+0.00022236i,-2.8794e-05+0.00022926i,-0.00059134+0.00020537i,-0.001015-0.00021176i,-0.00059005-0.00072817i,-0.00038067-0.00057482i,-0.00066353-0.00043376i,-0.00022709-0.00042712i,-9.257e-06-0.00010946i
0.0012026-0.0037013i,-0.00066685-0.0028643i,-0.00012621-0.0020045i,0.00084459-0.0017872i,0.0012733-0.0017656i,0.0012195-0.0014859i,0.00090685-0.00079648i,0.00016671-0.00012804i,-0.0002425-0.00032689i,-0.00063468-0.00030308i,-0.00046548+0.00038633i,-0.00039167+0.00050792i,0.00033166+0.00012959i,0.0003188-0.00015072i,0.00012163-0.00018566i,0.0002496+1.9139e-05i,-0.00083624-0.0001356i,-0.0014226-0.00062157i,-0.0010994-2.7554e-05i,-0.0011019-0.0001373i,-0.0007979-0.0012116i,-0.00030713-0.00094057i,0.00019664-0.00043559i
-0.00089699-0.0023176i,-0.00086972-0.0012219i,-0.00093013-0.00024785i,-0.00014112-0.0007909i,0.00096933-0.0016896i,0.0013743-0.0020229i,0.00011798-0.001591i,-0.00040707-0.001171i,-0.0004868-0.00087751i,-0.00037031+0.00016225i,0.00077881+0.0005902i,0.00077967+0.00092613i,-0.0001379+0.00081915i,-0.00078305+8.4157e-05i,-0.00045535-0.00081027i,1.6888e-05-0.0017081i,0.00018007-0.0009855i,0.00017376+0.0004433i,-0.0004409+0.00033031i,-0.00093953+0.00028942i,-0.0010898+0.0010937i,-0.00073496+0.0014256i,-0.0004213+0.00084543i
0.0018603-0.0028028i,-0.0008945-0.0026468i,-0.0010068-0.002075i,0.00054048-0.0019445i,0.0018477-0.002779i,0.0011694-0.0027035i,0.0010086-0.00098595i,0.0014633-0.00010766i,0.0013865-0.00054742i,0.0015649-0.00056476i,0.0012326-0.00011469i,0.00058624-0.00041577i,0.00042732-0.0009405i,0.0011617-0.00055605i,0.00066294+0.00049897i,-0.00044708+0.00080138i,-0.00037693+0.0010715i,-0.00049309+0.0011707i,-0.0011941+0.00034378i,-0.00082767-0.00039597i,-0.0002062+9.6666e-05i,-0.00053876+0.00076874i,-0.00071604+0.00062405i
-0.00050869-0.00021945i,-0.0013807+0.0010829i,-0.00082603+0.0023857i,-0.00010829+0.0017922i,-0.0002976-1.4108e-05i,-0.00066726-0.0010742i,-0.00074791-0.00063241i,-0.0010593+0.00027576i,-0.00074539+6.4024e-05i,-5.1566e-05-0.00028878i,-0.00024989-9.5927e-05i,-0.0010827+0.0002943i,-0.0012539+0.00011839i,-0.0005649+6.5582e-05i,6.675e-05+0.00038773i,0.00022281+3.0932e-05i,0.00019757+0.00033152i,0.00018768+0.0010307i,0.00021105+0.0009542i,0.00016432-0.00012814i,-0.00046854-0.0008263i,-0.00089513-0.00016504i,-0.00034221+0.00024211i
0.0013411-0.002344i,0.0003278-0.00088346i,0.0011034+0.0015057i,0.0029224+0.0024447i,0.0033668+0.0018493i,0.0026178+0.00090388i,0.0020268+0.00020449i,0.001313+0.00040524i,0.00085255+0.00039106i,0.00057133-4.3459e-05i,0.0006502-9.7409e-05i,0.00092957+8.3481e-05i,0.0010838-0.00040008i,0.0010973-0.00028884i,0.001309+4.8743e-05i,0.0012994-0.00020052i,0.00025689-0.0001259i,-0.00019474-0.00021569i,8.8063e-05-0.00059972i,-0.00050533-0.00073001i,-0.00054569-0.00058904i,4.5568e-05-0.00034859i,0.00027519+4.5123e-05i
0.0011069-0.0027628i,0.001561-0.00064792i,0.00071271+0.0012092i,0.00018264+0.0010158i,0.00059519-6.1056e-05i,0.0013703-0.00037549i,0.00088258-9.1122e-05i,0.00045911-0.00047575i,0.00022031-0.00065563i,-0.00025803-0.00022754i,-0.00023873+8.9368e-06i,0.00017878-0.00042312i,0.00024425-0.0005159i,7.7746e-05-0.00066376i,-4.6963e-05-0.00075685i,-0.00048613-0.00051638i,-0.00067261-3.8809e-05i,-0.00039817+0.00040242i,0.00040258+6.8989e-06i,-0.00012275-0.00046098i,-0.0011716+0.00022657i,-0.0013392+0.00084545i,-0.0012089+0.00042719i
0.0017322-0.0032545i,0.00052828-0.0030013i,-0.00051246-0.0014944i,4.7366e-05-2.5014e-05i,0.0017019+0.00087533i,0.0022357+0.0007439i,0.0015756-6.0915e-05i,0.0010609-5.4041e-05i,0.00092521+0.0001829i,0.00072407-4.0153e-05i,0.00023978-0.00082321i,0.00045215-0.00079497i,0.00083346-0.00056004i,0.0013635-0.00074024i,0.00077465-0.00068065i,8.545e-05-0.00074646i,-0.00042493-0.000255i,-0.0011516-6.4758e-05i,-0.00028932-0.00043587i,0.00051226-0.00047546i,0.00014046-0.00026141i,-0.00066218+7.7938e-05i,-0.00062352-0.00017273i
0.0027875-0.0020984i,0.0014292-0.0017319i,0.00027739-0.0011358i,0.00015903-0.00036669i,0.0007156-0.00078198i,0.00076892-0.0010178i,0.00058698-0.00024555i,0.00072879+0.00046956i,0.00069077+0.0011685i,0.00062311+0.0012904i,0.00036312+0.00037731i,-0.00031773-0.00032938i,-0.00065315+0.00028531i,-0.00025642+0.00033168i,-9.2142e-05-0.00021758i,-0.00030272-0.00039919i,-0.00087477-0.00034203i,-0.0011566-0.00035075i,-0.0011036-0.00028725i,-0.00025785-0.00011745i,0.00052276-9.2502e-05i,0.00076341-0.00060668i,0.0005559-0.00070337i
-0.00033184-0.0056226i,-0.0012129-0.0049166i,-0.0023538-0.0015417i,-0.0026804+0.0013892i,-0.0010096+0.0021231i,0.00037101+0.0013794i,0.00011812+0.00083164i,-0.00017079-6.0717e-05i,0.00017796+0.00016427i,-2.896e-05+0.0010362i,-0.00023353+0.0014874i,-2.9485e-05+0.0011699i,-0.0003421+0.00039738i,-0.00086975+0.00035619i,-0.0013308+0.00092551i,-0.0013858+0.00095646i,-0.0010177+0.00095503i,-0.00050129+0.00054403i,0.00011325+2.5827e-05i,0.00040468+8.9252e-05i,-0.00035554-0.00037616i,-0.00035924-0.001009i,2.1258e-05-0.00095896i
-0.0017138-0.0010197i,-0.0039497+0.00052235i,-0.0031437+0.0031482i,-0.0014077+0.0037112i,-0.00020386+0.0019255i,8.7291e-05+0.00015252i,-0.00047509-0.00027257i,-0.0010614+0.00039468i,-0.00042301+0.00048043i,-3.6578e-06-0.00013447i,-0.0003377-0.00011661i,-0.00037824+7.0353e-05i,0.00046288-0.00020991i,0.00093851-0.00021017i,0.00074381-0.00039272i,0.00014324-0.00052587i,-2.9047e-05+0.00013772i,0.00012792+0.0004286i,-7.0774e-05+0.00022i,-0.00052428+0.00035747i,-0.00017893-0.00023902i,-0.00025681-0.00081025i,-0.00090931-0.00018749i
0.0023834-0.00072526i,0.0021841-0.00014956i,0.0022617+0.0008366i,0.0026477+0.0018867i,0.0023091+0.0024648i,0.0012873+0.0020857i,0.00020994+0.00073958i,-0.00013428+0.00075537i,0.00039281+0.00098298i,0.00039577+0.00038026i,7.688e-05+0.00014683i,-1.1581e-05+0.00063577i,-0.00028485+0.00082497i,-0.00038982+0.00080969i,-0.00024937+0.00020938i,0.00041758-0.0004592i,0.00091752+0.0001737i,0.00058803-0.00023159i,-0.00029061-0.00069903i,-0.00070218-0.00023495i,-0.00029313-0.00015838i,-0.00049131+0.0001343i,-0.00061947+0.00050544i
0.0035322-0.0011116i,0.0027662-0.0022269i,0.0011603-0.0032112i,0.00077015-0.0021273i,0.0010945-0.0013608i,0.00055761-0.001149i,0.00036112+2.4328e-05i,0.00016508+0.001119i,-0.00017581+0.0011407i,-0.00032542+1.8087e-05i,-0.00062958-0.00070281i,-0.00075306-0.0010577i,-0.00077512-0.0016684i,-0.00041388-0.0019474i,0.00029365-0.0017884i,0.00034218-0.0012499i,-0.00017269-0.00029245i,-0.00073697+9.6649e-06i,-0.00070904-5.9092e-05i,0.00015687-8.503e-05i,0.00014995-0.00051473i,0.00034225-0.00028004i,0.00081128+0.00074231i
0.0033655-0.0041946i,1.5037e-05-0.0026329i,-0.0022916-0.0016087i,-0.0015694-0.00062645i,-0.001261+0.00067671i,-0.00057654+0.00092595i,0.00021348+0.00061546i,0.00046853+0.00084827i,0.00067444+0.00030558i,-0.00013169-0.00041937i,-0.00067702-0.00027873i,-0.001183-0.0001778i,-0.0016338-0.00016244i,-0.001424-0.0003377i,-0.00092526-0.00048164i,-0.00080803-0.00031612i,-0.00081044-0.00040807i,-0.00030643-0.00042388i,-0.00052848-0.00018i,-0.00085042-0.00014727i,-6.7111e-05+0.00018483i,9.9503e-05+0.00035417i,-0.00025007-0.00035245i
0.0046867-0.0029885i,0.0035808-0.0053556i,0.0022314-0.0051446i,0.00046668-0.0037919i,-0.00062079-0.0021815i,-0.00076731-0.00082622i,0.00059201-2.0731e-05i,0.0012914+0.00049803i,0.0011289+0.00068815i,0.00045784-0.0002605i,-0.00040331-0.00098375i,-0.00042231-0.00051254i,-0.00022625+0.00037976i,-0.0007465+0.00046552i,-0.0015022-0.00065037i,-0.00092564-0.00097122i,0.00010466+0.00013106i,-0.00013483+0.00026415i,-0.00045197-0.00031239i,-0.00081014-0.00016583i,-0.00053537-0.00016961i,0.0009764-0.00047993i,0.0015147-0.0004647i
0.0014031-0.0037549i,-0.00062856-0.0029587i,-0.0012089-0.0005884i,-0.001912+0.00094776i,-0.0024124+0.0013698i,-0.0023575+7.2039e-05i,-0.0011232-0.00051569i,0.0003757-0.00015854i,0.0007263-0.00049738i,-3.2029e-05-0.00029663i,-0.00067499+0.00054248i,-0.0008795+0.0013741i,-0.00057709+0.0016927i,-2.7372e-05+0.0010902i,-0.00066465+2.0033e-06i,-0.00059391-0.00098616i,-5.8535e-05+1.5745e-05i,0.00025502+0.00041361i,-0.00021696-0.0004676i,-0.0004832-0.0011416i,-0.00038525-0.00085382i,-0.00026936-0.00066254i,3.1872e-05-0.00061137i
