-0.0020612-0.00042952i,-0.00043913-0.0023477i,0.00045843-0.0041478i,-0.001757-0.005415i,-0.0041151-0.00456i,-0.0034009-0.0015497i,-0.0010742-0.00024126i,7.1555e-06-0.00059279i,1.3145e-06-0.00018033i,0.00076705+0.00051017i,0.00074743+0.00029931i,-1.573e-05-0.00010528i,-0.00029287-0.00053113i,-0.0010565-0.00018527i,-0.00091788+0.00049873i,-0.00048706+0.001067i,-0.0013367+0.00098405i,-0.0014009+0.00029613i,-0.00023163-2.4016e-05i,3.1954e-05-0.00011395i,-0.0004713-0.0001495i,-0.00028925-0.00013251i,0.00057723+0.00066975i
0.00045372-0.0008879i,0.00020611-0.001273i,0.00039687-0.002449i,-0.00028329-0.0040347i,-0.00074549-0.0034119i,-7.0115e-05+6.1131e-05i,0.00074723+0.001473i,0.00056105-5.0364e-06i,-0.00046254-0.00054272i,-0.00070994-0.00044065i,-0.00052972-0.00085696i,-0.00055519-0.00093436i,-0.00022044-0.00052693i,-0.00025032-0.00090954i,-0.00063854-0.0016809i,-0.00063752-0.0010953i,-0.0010486-2.535e-05i,-0.001036+0.00011293i,-0.00067288-2.158e-05i,-0.00052666-0.00039353i,-0.00073986+5.5474e-05i,-0.0010492+0.00024841i,-0.0010642+0.0002944i
0.0010042-0.0015693i,0.00075716-0.0025704i,-0.00013154-0.0047429i,-0.0017219-0.0071909i,-0.0022783-0.006268i,-0.0011005-0.0026661i,0.00045636-0.00065985i,4.627e-05-0.00075644i,-0.0011916-0.0003887i,-0.00074376+9.0478e-05i,0.00038756-6.0969e-05i,0.00062227-0.00076076i,0.0006355-0.0011153i,0.00033959-0.0013789i,-0.00049287-0.0015784i,-0.00076143-0.00094752i,-0.0005109-0.0002645i,-0.00036654-0.0002089i,2.0395e-05+1.5988e-05i,0.00062193+0.00039587i,0.00095969-0.00057633i,0.00074229-0.00090563i,0.00013979+4.8945e-05i
-0.00040818-0.0015867i,-0.0011256-0.0020931i,-0.0023645-0.0047817i,-0.0024667-0.0068075i,-0.0026767-0.0050826i,-0.0012457-0.0006115i,0.0012971+0.00074497i,0.0013197-0.00033986i,-0.00016504-0.00029109i,-0.00089211-0.00011079i,-0.00043717-0.00058659i,0.00055938-0.00041125i,0.00037454+0.00018199i,-0.00045543+0.00019261i,-0.00022116+0.00026256i,-0.00044563+0.00052124i,-0.00091213+0.00016762i,-0.00065003+0.00013739i,-0.00012864+0.00059106i,0.00037007+0.00070707i,0.0002926-8.439e-05i,-0.00092146-0.00039851i,-0.00046036+0.00010284i
-0.00057324-0.0011167i,-0.00083811-0.0021125i,-0.0017863-0.0048736i,-0.0028514-0.0069227i,-0.0032717-0.004535i,-0.0019703-0.00093432i,-0.00082365-0.00082267i,-0.00032295-0.0020239i,-0.00029471-0.0014602i,-0.00024614-7.8062e-05i,-0.0004486+0.00030125i,-0.00078462+0.00015828i,-0.00060448-0.00056177i,-0.00026765-0.00059195i,-0.0004309-0.00015168i,-0.00092488+0.00023884i,-0.00080997+0.00035478i,-0.00012399+0.00010388i,0.00016459+0.00053905i,0.00021879+0.00043788i,-9.861e-05+0.00053839i,-0.00042537+0.00023507i,-5.1988e-05-1.96e-05i
0.00025886-0.0012719i,-0.0007222-0.0026935i,-0.00085728-0.004877i,-0.0014547-0.0067934i,-0.0014329-0.0053937i,-0.000327-0.0022209i,0.00086432-0.0010092i,0.00063699-0.0016767i,0.00011212-0.0016961i,0.0003823-0.00068203i,0.00013247-0.00048238i,-0.00058115-0.00058837i,-0.00062-0.00053481i,-0.00047278-0.0005453i,-0.00041056+0.00015706i,-0.00113+0.00055198i,-0.0013364+0.00025356i,-0.00028076+0.00050343i,-4.349e-05+0.00089082i,-0.00082917+0.00095934i,-0.00095794+0.00084604i,-0.00030609+0.00049273i,0.00029356-0.00027594i
-0.0012536-0.0019425i,-0.0012052-0.0028773i,-0.0013979-0.0038256i,-0.0022354-0.0043494i,-0.0022138-0.0031393i,-0.0011616-0.00091754i,0.00068489+4.2368e-05i,0.00054403-0.00025952i,-0.0011279+3.196e-05i,-0.00098994+0.00050126i,-0.00043472+0.00024164i,-0.0005198+0.00068203i,0.00015903+0.00043386i,0.00029052-0.00079113i,-0.00024033-0.00042212i,-3.1366e-05+0.00025507i,-0.00011488-0.00049037i,-0.0012268-0.00082801i,-0.00084137-0.00015169i,0.00033887+7.0921e-06i,2.1587e-05+3.7972e-05i,-0.00092511+0.00031437i,-0.0009458+0.00057242i
-0.00057079-0.0016405i,-0.00032521-0.0027375i,-0.00094085-0.00449i,-0.0012029-0.0057505i,-0.00023494-0.0048238i,0.00090521-0.0015087i,0.0015471-0.00017099i,0.00050508-0.0013896i,-0.00086033-0.0015136i,-0.0011217-0.00041742i,-0.0015119+0.00019157i,-0.0013093+0.00012758i,-0.00043527-6.9872e-05i,-0.00017465-0.00010547i,0.00021846-0.00070082i,-0.00010841-0.00076698i,-0.0010663-0.00048759i,-0.00084515+6.9321e-05i,-0.00014128+0.00087555i,0.00011724+0.00082496i,-0.00014041+0.00073944i,-0.00041623+0.00043321i,-0.00033264-0.00027978i
-0.00070378-6.9754e-05i,0.00026588-0.00074343i,0.0011002-0.0033317i,-0.0002776-0.0047657i,-0.0012018-0.0031251i,-0.0013137-0.00017065i,-0.00059329+0.0010791i,-0.0002148+0.0011571i,-0.00099524+0.0013333i,-0.00083458+0.00062i,-0.00023726+6.073e-05i,0.0004586-0.00058812i,0.0012555-0.00076584i,0.00095012-0.00021046i,0.00042553-0.00031084i,-0.00018069-0.00027382i,-0.00099203-0.0003202i,-0.0011229-0.00027405i,-0.00070864+0.00032324i,0.00025184+0.0007589i,0.00061837+0.00085091i,0.00036424+0.00027315i,-9.9383e-05+0.00039813i
-0.00078004-7.9031e-05i,-0.00052665-0.0014911i,-0.000174-0.0052639i,-0.0008346-0.006803i,-0.0018796-0.0044757i,-0.0018422-0.0019372i,-0.00015185-0.0012817i,2.2503e-05-0.0015819i,-0.0015347-0.00070558i,-0.0010768+0.00014346i,0.00019286-0.00047088i,0.00030207-0.00055044i,0.00032583-0.00060492i,3.2375e-05-0.00099931i,-0.00027703-0.00066591i,-0.0006507-1.6998e-05i,-0.00107+0.00017047i,-0.0013324+0.00041813i,-0.0010772+0.00093617i,0.00014982+0.0011678i,0.00087169+0.0011019i,0.00065638+0.0010791i,0.00040228+0.00055855i
-0.0013344+0.00070622i,-0.0011037-0.002052i,0.00079508-0.0050553i,0.0011137-0.0061426i,4.4557e-05-0.0053135i,0.00017022-0.0021606i,0.00040003+0.00035311i,-0.0010417+0.00030579i,-0.0014871+0.00034401i,-0.001325+0.0008296i,-0.0014912+0.00082001i,-0.00079334+0.00011524i,0.00054795-0.00051872i,0.0012335-0.00049769i,0.00099817-0.00067078i,0.00056925-0.00066438i,-2.6494e-05-0.00026579i,-0.00073896+0.00029899i,-0.0011902+0.00033267i,-0.00067303-0.00013782i,0.00061556-0.00041923i,0.00096489+0.00010502i,8.1918e-05+0.00047108i
-0.00073351-7.6846e-06i,0.00055469-0.001405i,0.00079539-0.0028905i,0.00054415-0.0051748i,6.3861e-05-0.0054591i,-0.00037364-0.0031984i,0.000339-0.001165i,0.0008701-0.00089804i,0.00022964-0.0012887i,8.9182e-05-0.00058491i,0.00027427+0.00058846i,-6.3181e-05+0.00088781i,-0.00037508+9.7899e-05i,-0.00055399-0.00025571i,0.00013609-0.00016686i,0.00012021-2.9843e-05i,-0.0012957+5.8166e-05i,-0.0016006+0.00055572i,-0.00060312+0.0012632i,-0.00011289+0.00044497i,7.1956e-05+2.6652e-05i,0.00031536+0.0011503i,2.2012e-05+0.0013594i
-0.00015861-0.0011105i,0.0004595-0.0020151i,0.00010113-0.0039891i,-0.0017093-0.0056566i,-0.0028267-0.0049494i,-0.00034519-0.0014749i,0.0025184+3.0536e-06i,0.002483-0.00074372i,0.0013-0.0007638i,0.0004016-0.00057514i,0.00026921-0.00047152i,0.00082466-0.00035561i,0.00083071-9.8476e-05i,0.00032614+4.0934e-05i,-0.00021018-0.00024497i,-0.00094864-0.00059341i,-0.00077567-0.0011373i,7.2268e-05-0.00057221i,0.00034501+0.00019319i,-0.00022702+0.00016601i,-8.5392e-05+0.00015776i,-0.00010351+0.00029385i,-0.00016009+0.00056482i
0.00030185-0.0016814i,-0.00019671-0.0020778i,-0.00081183-0.0029151i,-0.002081-0.0035342i,-0.0032205-0.0026374i,-0.0012939-0.0021855i,-9.5193e-05-0.0014817i,-0.00083718-0.0011898i,-0.00071818-0.00040837i,-3.1566e-06+0.0007476i,-0.00045271+0.00088293i,-0.0012332+8.2937e-05i,-0.0012147-0.00047498i,-0.00077316+6.933e-06i,-0.00071641+0.0003918i,-0.00048881+0.0004164i,-0.00029535-7.5773e-05i,-0.00049849-0.00010979i,-0.00087466+0.00050322i,-0.00021672+0.00039374i,0.00019534+0.00072592i,8.9975e-06+0.00097336i,0.00034382+0.00021012i
-0.00026242-0.0013832i,9.8184e-05-0.0027211i,-0.0018061-0.004629i,-0.0041208-0.0069453i,-0.0041784-0.0056151i,-0.0017089-0.001567i,0.00024322-0.00054832i,0.00053623-0.0017493i,-0.00017176-0.0010345i,-0.00096294+5.3186e-05i,-0.00088435-3.8904e-05i,-0.00015416+0.00013958i,-0.00018925+0.00042206i,-0.00034549-1.9165e-05i,-0.00063588-0.00023678i,-0.0015816-0.00069473i,-0.0014004-0.00027808i,-0.00080046+0.00069163i,-0.00077+0.00045701i,-0.0002382-0.00012584i,0.00024901+9.739e-05i,0.00018252+0.00048418i,2.4978e-05+0.00061564i
-0.00010789+0.00058846i,-0.00064243-0.001414i,-0.00053247-0.0037903i,-0.00090209-0.004165i,-0.0030554-0.0020515i,-0.0039501+6.4517e-05i,-0.0021846+0.00054673i,-0.00046936+0.00027687i,-0.00049818+4.8375e-05i,-0.00020624-0.00020459i,0.0002566-0.00092497i,6.912e-05-0.0013876i,-0.00010194-0.00076191i,-8.8467e-05-0.00019771i,-0.00073836-0.00065916i,-0.0014331-0.0005751i,-0.0018921-5.0658e-05i,-0.0014949+0.00031987i,-0.0010356+0.0010436i,-0.00063043+0.0013298i,0.00011506+0.0010372i,-0.00020989+0.00054044i,-0.00080405-0.00045335i
0.00067421-0.00082649i,0.00072086-0.002509i,-0.000188-0.005525i,-0.00083268-0.0075064i,-0.0016003-0.006115i,-0.0013984-0.0028545i,0.00032078-0.0015695i,0.00046266-0.0022159i,-0.00061226-0.0018324i,-0.00062685-0.00062056i,-0.00064565-0.0010483i,-0.0010423-0.0013751i,-0.00042115-0.00081254i,0.00010238-0.00058676i,-0.00013597-2.0903e-06i,-0.00086004-0.00011696i,-0.0010892-0.00045169i,-0.00097366+0.00015472i,-0.00084743+0.00093139i,-0.00049593+0.0011785i,-0.00012393+0.00077785i,0.00027913-0.00039584i,0.00014768-0.0011579i
-0.001422-0.0017669i,-0.0012075-0.0027902i,-0.0014111-0.0041664i,-0.0020468-0.005142i,-0.0023355-0.0040675i,-0.00079992-0.00094002i,0.0015972-0.00019465i,0.001063-0.00097802i,-0.00096421-0.000708i,-0.00075129-9.0736e-05i,-2.2471e-05+0.00014975i,0.00086913+0.00032991i,0.0010469+0.00049208i,0.00048542-0.00033611i,0.00023114-0.0014424i,-0.00013839-0.0011911i,-0.00070746-8.7282e-05i,-0.00064162+0.00078931i,3.7521e-05+0.0015005i,-0.00013366+0.0015032i,0.00010036+0.00058777i,3.5783e-05+0.00017018i,-0.00018273-0.00014677i
9.3937e-05-0.0009368i,0.00052574-0.0023629i,0.00091153-0.0054279i,-0.00058532-0.0070055i,-0.0023457-0.0053013i,-0.00099852-0.0026582i,0.00098588-0.0013759i,0.00073238-0.0018293i,-0.0010252-0.00086293i,-0.0013207+0.00010584i,-0.0010123-7.5687e-05i,-0.00043129-0.00069825i,0.0007851-0.00046332i,0.00034933-0.00018931i,-0.00090267-0.00038783i,-0.0015709-0.00053871i,-0.0015041-0.00015137i,-0.0015182+0.00032557i,-0.0013571+0.00089267i,-0.0012846+0.00084368i,-0.0010468+0.00033518i,-0.00060518+0.00069204i,-0.00010206+0.000662i
0.00033933-0.00036907i,0.00051201-0.0018336i,0.00096502-0.0022563i,0.00088737-0.0023686i,0.0005751-0.0030138i,0.00036184-0.0022069i,0.00038363-0.0013732i,0.00055713-0.0011785i,0.00012338-0.00054874i,-0.00041619-0.00064865i,-0.0004375-0.00090403i,-0.00044585-0.00073817i,-0.00019666-0.00066995i,0.00021629-0.001055i,0.00063358-0.00067551i,0.00023059-6.0511e-05i,-0.0009178+0.00012588i,-0.0015572+0.00043913i,-0.00079128+6.2119e-05i,0.00050318-0.00035179i,0.00055529+0.00025413i,-0.00054789+0.00095144i,-0.00051735+0.00072458i
-0.0013989-0.0010905i,-0.00011901-0.0017274i,0.00049477-0.0049489i,0.00013898-0.0088223i,-0.00011431-0.0074099i,-0.00046272-0.00325i,-0.00022112-0.0024719i,0.00010997-0.0028971i,-0.00035482-0.0017352i,-0.00042948-3.2664e-05i,-0.00033021+0.00076248i,0.00081816+0.00044933i,0.001456+0.00046592i,0.00084511+0.00029479i,-0.00026772-0.00033278i,-0.0010999-0.00060037i,-0.0010149-0.00038757i,-0.0010551-0.00010232i,-0.00099456+0.00012793i,-0.00040606+0.00010254i,-0.0002961+0.00026131i,0.00032847-8.444e-05i,0.0014222-0.00024639i
-0.00054795-0.0015615i,-0.00065043-0.0029385i,-0.0005733-0.0041537i,-0.0014804-0.0042656i,-0.001906-0.0028139i,-0.0017319-0.000834i,-0.00053675+0.00016539i,9.7768e-07-0.00061067i,-0.00068336-0.00081834i,-0.00068945-0.00051553i,-0.00022279-0.00023563i,0.00010212+0.00045548i,0.00022818+0.00064507i,0.00054242+0.0003339i,0.0004991+0.00012766i,-6.5259e-05-0.0002506i,-0.00015843-5.928e-06i,-0.00083826+0.00012209i,-0.0012871-0.0001627i,-0.00078995+6.6199e-05i,-0.00059318+0.00077148i,-0.00062505+0.00096773i,0.00022362+0.00075422i
0.00030024-0.00068206i,0.0004747-0.0018617i,0.00074896-0.0041564i,-7.2939e-05-0.006114i,-0.0011419-0.0052058i,-0.00034641-0.0021271i,0.0012632-0.00048573i,0.00069523-0.00085526i,-0.00083409-0.0006637i,-0.0013445-0.00043204i,-0.00087485-0.00092642i,-0.00036259-0.00092156i,-1.2882e-05-0.00054284i,0.00043267-0.00033493i,0.00082017-0.0003229i,-0.00031043-0.00029009i,-0.0012202-0.00021519i,-0.00049349-0.00018712i,-2.7998e-05-2.3045e-05i,-0.00014759+0.00073754i,-0.00026187+0.00087771i,-0.00028483+0.00068889i,-0.00018642+0.00040174i
3.982e-05+0.00012828i,0.00011016-0.00098559i,-0.00079056-0.0038775i,-0.0019394-0.0052884i,-0.0020023-0.0042859i,-0.0021124-0.0016217i,-0.0010034-0.00071595i,-0.00038796-0.00072983i,-0.00040496+1.3895e-05i,0.00010825+0.00077631i,0.00038266+0.00030813i,0.00019705-0.00055452i,0.00033386-0.00085552i,0.0009156-0.00078305i,0.00030392-0.00057146i,-0.00086418+1.8475e-05i,-0.0012075+0.00050551i,-0.0006513+0.00047362i,-0.00019492+0.000422i,0.00014417-0.00020204i,0.00012053-0.00052234i,-0.00042454-0.00022281i,-0.00028853+0.00016382i
0.0012921-0.0012331i,0.00037328-0.0033637i,0.000157-0.0056262i,-0.0011428-0.0075742i,-0.0024095-0.0063166i,-0.0019461-0.0024465i,-0.0001163-0.0010397i,0.00069872-0.001637i,-0.00050521-0.0011425i,-0.00023148+0.00050679i,0.00080766+0.0012161i,0.00023173+0.00061005i,-4.63e-05-0.00016486i,-0.00020365-0.000197i,-0.0004235-0.00032422i,-0.00019514-0.00069823i,6.1757e-05-0.00074809i,0.00051249-0.00030245i,0.00025402+0.00066802i,7.6392e-05+0.00081109i,0.00018176+0.00066587i,0.00028539+0.00099712i,-0.00012106+0.0005495i
0.00093124-0.0012372i,0.00073459-0.0026265i,-0.00061238-0.0044147i,-0.0020056-0.005865i,-0.001838-0.0055368i,-0.0014398-0.0020355i,-0.00015888+0.00012221i,0.00061907-0.00056056i,-0.00053529-0.00086962i,-0.00010203+4.0674e-05i,0.00043896+0.00022937i,-0.00034622-0.00043032i,-0.00026924-0.00049984i,-0.00014428-0.00060433i,-0.00034151-0.00098061i,-0.00069258-0.00043958i,-0.0011152+0.00068444i,-0.0010679+0.0017957i,-0.0010404+0.0017439i,-0.0013738+0.00067298i,-0.0011009-0.00022429i,-0.00066711-0.00071144i,-0.00090428-0.00065818i
-0.00080732-0.00013665i,-0.0012484-0.00057456i,-0.00057586-0.0019906i,-0.0011799-0.0042533i,-0.0014535-0.0046977i,0.00016052-0.0022047i,0.0015198-0.00037197i,0.00098263-0.00045297i,1.7305e-05-0.00085341i,-0.0001283-0.00036422i,0.00052256-0.00054568i,0.00099417-0.00088644i,0.00056507-0.00050551i,0.00020442-0.00018587i,-0.00038953+0.00031973i,-0.00082026+0.00026318i,-0.00050039+0.00068195i,-0.00043375+0.0012385i,-6.1889e-05+0.00074012i,0.00072719+0.00047443i,0.00045163-7.4747e-05i,0.00054815-0.00052143i,0.00077451-0.00038137i
-0.00021221-0.0017356i,-0.00022482-0.0030338i,-0.0011501-0.0048129i,-0.0017468-0.0057369i,-0.0021548-0.0048997i,-0.00174-0.0029253i,-5.2693e-05-0.0018235i,0.00022468-0.0013774i,-0.00054376-0.00066833i,-0.00032136+5.0497e-05i,-4.1361e-05+0.0003313i,-0.00039553-7.7007e-05i,0.00032011-0.00047964i,0.00061002-0.00045361i,0.00024584-0.000978i,0.00061571-0.0005228i,0.00043452+0.00076974i,-0.0003615+0.00082861i,-0.00041537+0.00073805i,-0.00083332+0.00034564i,-0.00044554+5.22e-05i,0.00014971+0.00042532i,0.00033581-0.00021626i
0.0008223-0.00012545i,0.00057479-0.0013491i,0.00017534-0.0042982i,-0.00050548-0.0062099i,-0.0013826-0.005597i,-0.0011951-0.0032351i,0.00031848-0.0016542i,0.0011343-0.0010198i,0.0007658-0.00022911i,0.00021397+0.00016485i,0.00022893-0.000286i,0.00046794-0.0012072i,-0.00019473-0.0015941i,-0.00034983-0.0011836i,-0.00057992-0.001607i,-0.00062266-0.0021371i,-0.00049015-0.0010912i,-0.00039588+0.00051425i,-0.00040456+0.0003146i,-0.00057249-0.00056651i,-0.00076591-0.00067217i,-0.00055018-0.0010373i,-0.00015283-0.00035833i
0.00077109-0.0026467i,-0.00028864-0.0034425i,-0.0010712-0.0056111i,-0.0015209-0.0061101i,-0.0018054-0.0042418i,-0.00077001-0.0018264i,0.00091425-0.00068522i,0.0006849-0.00096005i,-0.00081068-0.00051449i,-0.00095231-0.00013996i,-0.00019495-0.00060049i,-0.00022176-0.00012811i,-0.00022757+0.00060751i,-0.00022886+0.00021217i,-0.00040351-0.00035165i,-0.00014377-0.0005908i,-0.00015586-0.00080547i,-1.0404e-05-0.0009862i,0.00029368-0.00071164i,-3.6841e-05-0.00024034i,2.2179e-05+1.7602e-05i,0.00010515+5.3472e-05i,-0.00028236-8.329e-05i
-9.9286e-05-0.0010262i,-0.00049314-0.0019951i,-0.0010755-0.0043883i,-0.0012307-0.0064878i,-0.0010218-0.0057102i,-0.00038874-0.0022535i,0.00053527-0.00024i,-3.4402e-05-0.00054973i,-0.00084783-0.00039286i,-0.00033296+0.00053588i,0.00058587+0.00060941i,9.1249e-05+0.0004931i,-0.00013911+0.00025382i,0.00040351+0.00045929i,-9.5442e-05-0.00028116i,-0.00078804-0.0011433i,-0.00087529-0.00046614i,-0.00069467+0.00032391i,-0.0011544+0.00075286i,-0.00074813+0.00064788i,0.00040312+4.9839e-05i,0.00042431+0.00011851i,9.0712e-05+0.00064134i
0.00032302+0.00021832i,0.00062444-0.0011185i,0.0010602-0.0026747i,0.0010878-0.0051121i,-0.00024055-0.0048217i,-0.00052502-0.0025658i,0.00038974-0.0018163i,0.00036459-0.0019774i,-0.0006353-0.0016417i,-0.00025409-0.0010378i,0.00092847-0.00037967i,0.0014527-0.00015439i,0.0010495+0.00019184i,0.00019572+0.00048883i,-0.00023592+0.00029212i,-0.00036228-0.00010432i,-0.00056256+0.00044143i,-0.00071036+0.00082819i,-0.00042426+0.0004832i,-0.00036135-0.0001992i,0.00013858-0.00018533i,0.00044218+1.3386e-05i,0.00063496-7.8567e-05i
-0.00032164-0.0008739i,-0.0001797-0.0020574i,-0.00087411-0.004095i,-0.0015979-0.0055479i,-0.0017394-0.0047901i,-0.0012029-0.0019497i,-0.00073012-0.00083911i,-0.00051234-0.0011674i,-0.00075378-0.00039324i,-0.0005681+0.00044064i,-0.00045514-0.00020444i,-0.00030927-0.00065944i,8.4461e-05-0.00052749i,0.00050726-0.0007115i,0.00073909-0.00063892i,0.00035541-0.00066347i,-0.00099655-0.00041451i,-0.0012473+0.00045342i,4.2108e-05+0.00080421i,0.00070178+0.00026381i,0.00018126+0.00013097i,-3.0027e-05+4.5269e-06i,0.0006726+0.00043736i
-0.00042976-0.0006604i,-0.00087142-0.0012354i,-2.0007e-05-0.0041557i,-0.00097158-0.0060441i,-0.0030633-0.0047607i,-0.0022953-0.0021439i,-9.9402e-05-0.00038845i,3.1971e-05-0.0010963i,-0.0011366-0.0012682i,-0.0011683-0.0013077i,-0.00074883-0.0017929i,-0.00022254-0.0010895i,-0.00023175+7.7892e-05i,-0.00053571+0.00050367i,-0.00040685+8.3979e-05i,-0.00064712+6.9028e-05i,-0.00076508-0.0006376i,-0.00049068-0.00059917i,-0.00063104+0.00039032i,-0.00060805+0.0004963i,-0.00055822-0.00011609i,-0.00068363-0.00073873i,-8.5601e-05-0.0010415i
-9.602e-05-0.0015285i,-3.3532e-06-0.0023516i,-0.0012783-0.003776i,-0.0022943-0.0054989i,-0.0015546-0.0044121i,-0.00033696-0.0012099i,0.00045517+0.00018847i,9.895e-05-0.00033462i,-0.00075326-0.00054344i,-0.00041042+3.5844e-05i,-0.00019691+0.00010286i,-0.00016664-0.00012312i,0.00032955+0.00011327i,0.00012674+0.00049613i,-8.7435e-05+9.9866e-07i,-0.00033454-0.00028037i,-0.00071493+1.0075e-05i,-0.0010049+0.00014558i,-0.00032951+0.00031079i,0.00060087+0.00020919i,0.00072878+1.1996e-05i,0.00044698+0.00060337i,0.00021274+0.00077007i
-0.0014571-0.0010518i,-0.00016844-0.0014346i,0.00078335-0.0017464i,0.00053655-0.0027854i,-4.3992e-05-0.0023317i,0.00051776-0.0015903i,0.0009759-0.0013377i,8.5842e-05-0.001297i,-0.0010917-0.0011707i,-0.00078257-0.00058024i,7.919e-05-0.00041249i,0.00086576-8.2796e-06i,0.0013063+0.00048608i,0.00048187+0.00059698i,-0.001176+2.9041e-05i,-0.001253-0.00033461i,-0.0011149+0.00010153i,-0.0017892+0.00050831i,-0.0015886+0.00025336i,-0.00033299-0.00010655i,0.00043582+0.00081547i,0.00039205+0.0013143i,-0.00021496+6.3866e-05i
-0.00037524-0.0009624i,-0.00034846-0.0028395i,-0.00040721-0.0059285i,-0.00102-0.0079458i,-0.0013255-0.0072369i,-0.0013877-0.0039389i,-9.741e-05-0.0015472i,0.00028732-0.0012893i,-0.00031514-0.00092742i,0.00022949+7.4712e-05i,0.00080248-0.00024702i,5.5889e-05-0.0011581i,-0.00095386-0.0014234i,-0.00029406-0.0011775i,-0.00017545-0.00051493i,-0.0010226-0.00025771i,-0.00095793-0.00029763i,-0.0011064-1.6703e-05i,-0.00062791+0.0001233i,6.1928e-05-0.00019679i,5.0046e-05-0.0005049i,0.00029251-0.00049244i,0.00071215-0.00071544i
-0.0010737+0.00068809i,-0.00034147+1.1087e-05i,-0.00064848-0.0020025i,-0.00077796-0.0029927i,-0.00035454-0.0016086i,-0.00050819+0.0003496i,-0.00042017+0.00026803i,-0.00058169-0.00032846i,-0.001477-0.00024271i,-0.0012796-0.00040004i,-0.00049171-0.00069715i,0.00017067-0.00097743i,0.00080534-0.00036188i,0.00061975-0.00054865i,7.9715e-05-0.0014591i,-0.00045274-0.0013202i,-0.00014811-2.2467e-05i,0.00015101+0.0012061i,-0.00035168+0.00056697i,-0.00039485+6.4392e-06i,-8.2111e-05-0.00083484i,6.1412e-05-0.00029183i,-0.00023311+0.0011493i
-0.00022763-0.0021117i,9.1472e-05-0.0030011i,-0.0011014-0.0047748i,-0.0030055-0.0062162i,-0.0041699-0.0047025i,-0.0025453-0.0014176i,0.00043262+2.4645e-05i,0.00067615-0.00022458i,-0.00079766+0.00013404i,-0.0012085+0.00030083i,-0.00049688-0.00045964i,0.00034091-0.00081091i,0.00012374-0.00066914i,3.7405e-05-0.00053772i,0.00022875-0.0012701i,0.00024327-0.0015692i,-0.00029426-0.00094373i,-0.0014332-0.00020601i,-0.0016539+0.00041432i,-0.0008011+0.00031876i,-6.6996e-05+0.00017142i,-0.0002425+0.00085436i,5.5291e-05+0.00083438i
0.0019626-0.0019525i,0.00091265-0.0022842i,0.0002305-0.0052763i,-0.0012557-0.0068021i,-0.0027182-0.0053746i,-0.0021434-0.0024766i,-0.0003082-0.00092039i,0.00068152-0.00079602i,0.00073549+7.528e-05i,5.6351e-05+0.00027414i,-0.0013401-0.00013402i,-0.0024263-5.8936e-05i,-0.0018179-0.00026361i,-0.00080914-0.0011956i,-0.00036319-0.0010066i,-0.00043234-0.0004023i,-0.00082454-0.00026198i,-0.00078048+0.00087659i,-0.00020122+0.00093288i,0.00013326+0.0003301i,-0.00032675+0.00062252i,-0.00027218+0.00095334i,-3.8148e-05+0.00055068i
-0.00089733+0.00059516i,0.00047668-0.0010339i,0.001186-0.0026339i,0.0011404-0.0044554i,0.00018486-0.0053955i,-0.00035005-0.0030594i,0.00072522-0.00093552i,0.0004127-0.0013838i,-0.00067113-0.000783i,-0.00068967+0.00044505i,-0.00064609+0.00050604i,-0.00034713+1.2797e-05i,0.00015612-0.00013457i,-0.00023843-0.00040778i,-0.00078045-0.00044459i,-0.00040776-9.2105e-05i,-8.9741e-05+0.00034427i,-0.00019138+0.00010099i,-0.00028421-0.00029171i,-0.00021251-0.00035235i,-0.00011639+0.00025685i,-0.00079711+0.00067216i,-0.00070584+0.00037341i
0.002276-0.00020163i,0.0018431-0.002258i,0.00075617-0.0063394i,-0.00068317-0.008866i,-0.0018253-0.007246i,-0.0015352-0.0034042i,0.00043449-0.0018566i,0.0014376-0.0017301i,0.00038625-0.0011217i,-0.00021455-0.00049784i,-4.9808e-05-0.00028388i,-0.00036738+8.0161e-05i,-0.0009209+0.00042792i,-0.00084275-0.00014593i,-0.00085303-0.00089361i,-0.0013659-0.0010958i,-0.0017952-0.00072319i,-0.0018221-0.00029182i,-0.0017562+4.115e-05i,-0.0018727+0.00044121i,-0.0017301+0.00034211i,-0.00043846-0.00012116i,-1.1418e-05-0.0003228i
-8.3754e-05-0.00068081i,-0.00021629-0.0023596i,-0.00059791-0.0051457i,-0.001402-0.008209i,-0.0027164-0.0078957i,-0.0022653-0.0041795i,-0.00025367-0.0013253i,0.00056337-0.00041927i,6.4701e-05+8.1698e-06i,7.6729e-05+5.9403e-05i,0.00030345-0.00017133i,0.00039906-0.00047985i,0.00043542-0.00058774i,-9.0049e-05-0.00097813i,-0.00036549-0.001042i,-0.00039664-0.0011222i,-0.00013577-0.0011441i,-0.00010878-0.0005056i,-0.00027699-7.0755e-05i,-0.00011732+0.00023594i,-0.00046441-0.00052765i,-0.00028119-0.00069266i,0.00047542+0.00076855i
