-0.0013405+6.9791e-06i,-0.00037941-0.00029583i,-0.00095888+0.00012246i,-0.0010357-0.00052632i,-0.0013523-0.0024807i,-0.0012789-0.0021311i,-0.00065943-0.00068221i,-0.00015002-7.2418e-05i,0.0006508-0.0002376i,0.00080149-0.00025758i,0.00074654-0.00021158i,0.00085202-0.000356i,0.00055932-0.00062071i,0.00019977-0.00066127i,-0.00069104-0.00026901i,-0.0011586+0.00050141i,-0.00066059+0.00049031i,0.00029532-0.00018692i,0.0010407-0.00079015i,0.0010068-0.00033166i,0.00020499+0.00035971i,-9.7031e-05+0.00025703i,0.00029811-1.2779e-05i
0.0050759-0.049167i,0.026618-0.1466i,0.094918-0.27174i,0.1253-0.30653i,0.0060795-0.10993i,-0.075642+0.17624i,0.047219+0.21093i,0.1106-0.030734i,-0.034941-0.18926i,-0.12315-0.084711i,-0.062233+0.035289i,-0.031551+0.032516i,-0.067724+0.014973i,-0.083631+0.013868i,-0.074151+0.012386i,-0.060835+0.029664i,-0.046815+0.048372i,-0.034773+0.05654i,-0.017098+0.058978i,0.0031995+0.043765i,0.015431+0.016723i,0.016429-0.0069864i,0.012324-0.015226i
-0.0052216+0.053763i,-0.0070651+0.15335i,-0.049067+0.27759i,-0.10261+0.34414i,-0.077333+0.24141i,-0.013811+0.022278i,0.075007-0.069084i,0.26202-0.036986i,0.38862-0.072355i,0.25992-0.13248i,0.071376-0.093907i,0.034314-0.039438i,0.059861-0.04362i,0.058837-0.044334i,0.044179-0.041829i,0.018147-0.057113i,0.00052953-0.058832i,-0.0035943-0.049655i,-0.015697-0.040065i,-0.029094-0.021288i,-0.032259-0.00093535i,-0.029531+0.013065i,-0.027727+0.021349i
-0.0075308-0.063347i,0.0098121-0.17575i,0.095528-0.33615i,0.21995-0.5481i,0.22869-0.71788i,0.087753-0.6543i,-0.063275-0.38852i,-0.10984-0.11888i,-0.061721+0.06195i,0.017662+0.11415i,0.04255+0.076164i,0.021725+0.053646i,0.018841+0.035809i,0.015653-0.0018363i,0.013533-0.0085567i,0.031062+0.01359i,0.043382+0.031681i,0.044374+0.037983i,0.0399+0.021118i,0.021861-0.0017428i,0.0048879-0.003491i,0.0060914+0.00027575i,0.011386-0.0072407i
0.022501+0.05663i,0.030918+0.1032i,0.036568+0.11691i,0.072217+0.097225i,0.22543+0.064379i,0.34172+0.0045336i,0.1886+0.0026882i,-0.074236+0.096335i,-0.15268+0.13852i,-0.089461+0.045114i,-0.065992-0.050507i,-0.067149-0.052122i,-0.0235-0.015332i,0.01735+0.0084665i,0.016113+0.029476i,-0.0060051+0.041592i,-0.044895+0.036201i,-0.071633+0.030733i,-0.05377+0.031698i,-0.023729+0.023021i,-0.02112+0.0057497i,-0.029019+0.0057702i,-0.019442+0.019629i
-0.010563-0.026546i,-0.039481-0.028687i,-0.075058+0.081091i,-0.018841+0.34214i,0.13456+0.53808i,0.21373+0.42641i,0.11553+0.05682i,-0.046272-0.25876i,-0.12369-0.30605i,-0.075777-0.16536i,-0.0032704-0.061289i,-0.041952-0.036959i,-0.13069+0.028004i,-0.1179+0.098455i,-0.037431+0.09107i,0.015318+0.036654i,0.032668-0.0094989i,0.035751-0.0095873i,0.0358+0.014705i,0.035924+0.016284i,0.027703+0.0002321i,0.0053836-0.007685i,-0.014218-0.001137i
-0.0075382+0.039361i,0.0088991+0.075076i,-0.0064443+0.11009i,-0.11734+0.26527i,-0.18658+0.61832i,0.0051786+0.82544i,0.34423+0.62763i,0.55637+0.35284i,0.54638+0.21267i,0.34721+0.11245i,0.14685+0.065271i,0.11305+0.019062i,0.11648-0.093148i,0.035987-0.15884i,-0.069892-0.13621i,-0.12305-0.072178i,-0.096937-0.018307i,-0.060602-0.021133i,-0.065145-0.042394i,-0.063024-0.038801i,-0.028915-0.028383i,0.0060817-0.032273i,0.018186-0.046304i
-0.042452-0.036543i,-0.13968-0.034695i,-0.31789+0.0091893i,-0.57273+0.046031i,-0.835+0.013376i,-0.92299+0.016169i,-0.77056+0.16071i,-0.57575+0.29861i,-0.41864+0.30432i,-0.24271+0.21656i,-0.11695+0.13145i,-0.048618+0.12293i,0.032479+0.12489i,0.097254+0.067575i,0.11444-0.019024i,0.080812-0.078172i,0.028702-0.060297i,0.023465-0.0035865i,0.061363+0.01462i,0.074547+0.00084194i,0.04436-0.0043444i,0.016027+0.004994i,0.014953+0.012557i
0.056701+0.024457i,0.1925-0.022094i,0.41114-0.32693i,0.4928-0.96416i,0.25909-1.462i,-0.11541-1.2875i,-0.32018-0.78439i,-0.41088-0.55111i,-0.48114-0.42927i,-0.36504-0.20961i,-0.14796-0.094441i,-0.06669-0.073372i,-0.067153-0.01541i,-0.05882+0.026653i,-0.050844+0.044722i,-0.03446+0.042994i,-0.038094+0.00045759i,-0.06431-0.016666i,-0.067491+0.025082i,-0.041477+0.05762i,-0.01274+0.051485i,7.2253e-05+0.045832i,0.010496+0.054262i
-0.079373-0.040254i,-0.19128-0.03585i,-0.18859+0.14368i,0.22745+0.42808i,0.84944+0.39724i,0.98318-0.033854i,0.63069-0.30459i,0.49564-0.26341i,0.5257-0.2883i,0.31977-0.2833i,0.12548-0.12214i,0.091569-0.061464i,0.039526-0.096542i,-0.0068421-0.072583i,0.010917-0.032965i,0.052375-0.010193i,0.09797+0.01545i,0.11406+0.020688i,0.073714+0.0026355i,0.019552+0.0012271i,0.0030023+0.0096476i,0.0037192-0.0084394i,-0.019284-0.029121i
0.097417+0.047412i,0.26376+0.065402i,0.36081+0.03998i,0.16874+0.10755i,-0.15098+0.38115i,-0.25663+0.60281i,-0.20082+0.60078i,-0.17313+0.59534i,-0.047451+0.55332i,0.098638+0.30674i,0.078291+0.1258i,0.081843+0.12498i,0.14322+0.071572i,0.11111-0.032317i,0.026502-0.080116i,-0.062775-0.066599i,-0.12692+0.0015845i,-0.11558+0.055531i,-0.05446+0.036725i,-0.019485-0.0039341i,-0.022921-4.2704e-05i,-0.012283+0.027303i,0.015087+0.02627i
-0.022482-0.079016i,-0.1814-0.21874i,-0.45406-0.35615i,-0.59847-0.43046i,-0.4474-0.51895i,-0.24118-0.50663i,-0.17444-0.31714i,-0.16196-0.16059i,-0.15991-0.069167i,-0.11638+0.05801i,-0.026084+0.11078i,-0.0025186+0.0771i,-0.013006+0.069421i,0.017172+0.060879i,0.055359+0.023074i,0.067435-0.018161i,0.032503-0.05688i,-0.017817-0.061427i,-0.02982-0.027245i,-0.0262-0.011154i,-0.042517-0.025215i,-0.064321-0.0279i,-0.062189-0.00076318i
0.078512+0.19064i,0.30918+0.4415i,0.81007+0.58475i,1.4237+0.35704i,1.7088-0.15151i,1.4352-0.5631i,0.93276-0.65032i,0.62371-0.62095i,0.43283-0.67016i,0.19043-0.60152i,0.031923-0.36901i,-0.03181-0.21189i,-0.11733-0.14531i,-0.15107-0.053003i,-0.089489+0.031616i,-0.022023+0.056374i,0.013271+0.064455i,0.0404+0.089826i,0.052195+0.089582i,0.029211+0.056891i,-0.0007978+0.029904i,-0.017256+0.012579i,-0.031519+0.002989i
-0.21309-0.0039235i,-0.4961-0.14094i,-0.99086-0.1124i,-1.3929+0.52487i,-1.0705+1.5081i,-0.158+1.7426i,0.33946+1.0905i,0.28017+0.59295i,0.29258+0.46592i,0.33009+0.28591i,0.20742+0.1259i,0.15322+0.047006i,0.17243-0.06385i,0.11494-0.14241i,0.0090751-0.13156i,-0.066526-0.079084i,-0.094773-0.041874i,-0.083466-0.015155i,-0.024318+0.0049176i,0.035182-0.010102i,0.044555-0.01264i,0.063423+0.024686i,0.117+0.031636i
-2.1396+4.9285i,-2.2321+3.3729i,0.84191+3.9454i,3.3805+2.4562i,3.6538-0.15455i,1.6792-2.3388i,-0.67222-2.002i,-1.262-0.29747i,-0.35982+0.85537i,0.75714+0.85906i,0.93143+0.14738i,0.30955-0.31132i,-0.45537-0.19423i,-0.96867+0.33174i,-0.82851+0.7115i,-0.39115+0.62149i,-0.11728+0.29951i,-0.099276-0.033306i,-0.27442-0.19908i,-0.37444-0.14822i,-0.27977-0.078455i,-0.13973-0.03382i,-0.033588+0.017738i
-0.036645+0.033912i,-0.071719-0.16897i,-0.20345-0.54527i,-0.40034-0.67006i,-0.32555-0.20644i,0.045299+0.25038i,0.29278+0.16664i,0.23426-0.089714i,0.044175-0.17704i,-0.064765-0.11154i,-0.06859-0.040964i,-0.087345-0.066112i,-0.15406-0.097912i,-0.18284-0.063092i,-0.16004-0.0026979i,-0.12893+0.046234i,-0.093391+0.072053i,-0.049051+0.079567i,-0.0013045+0.058249i,0.029706+0.016532i,0.04421-0.0056995i,0.063074-0.018478i,0.06763-0.045828i
0.016236+0.15997i,0.018545+0.42382i,0.047913+0.78273i,0.10412+0.98397i,0.19782+0.83742i,0.29199+0.48707i,0.28174+0.18342i,0.17662-0.036824i,0.071798-0.14086i,0.04133-0.11514i,0.0716-0.090638i,0.065922-0.10246i,0.027476-0.096664i,0.0038492-0.093698i,-0.012915-0.10179i,-0.01974-0.09874i,-0.0044637-0.085311i,0.036663-0.075819i,0.057519-0.075995i,0.024513-0.058151i,-0.0054783-0.015753i,0.010155+0.011868i,0.044152-0.0090598i
0.074117-0.073621i,0.16953-0.34401i,0.26872-0.84449i,0.30419-1.3086i,0.23173-1.3247i,0.15977-0.89626i,0.15598-0.56315i,0.068904-0.53612i,-0.070839-0.48565i,-0.083972-0.29744i,-0.033477-0.13208i,-0.052491-0.036629i,-0.10706+0.053i,-0.099413+0.13294i,-0.041968+0.13429i,-0.018456+0.068863i,-0.030819+0.0030804i,-0.028837-0.040861i,-0.0025641-0.058243i,0.033059-0.044816i,0.059696-0.021776i,0.065795-0.013244i,0.058053-0.020678i
-0.038989+0.036995i,-0.21358+0.18728i,-0.60692+0.44085i,-1.0449+0.74672i,-1.0911+0.94767i,-0.65416+0.89137i,-0.19434+0.62659i,-0.042687+0.39912i,-0.07764+0.30299i,-0.063259+0.22764i,0.0080852+0.11567i,0.018906+0.028303i,-0.02382+0.0037569i,-0.063951-0.011751i,-0.12351-0.025394i,-0.17764+0.0007234i,-0.16591+0.021593i,-0.12375-0.00043541i,-0.083853-0.022337i,-0.027944-0.025037i,0.027482-0.028128i,0.046027-0.040775i,0.028204-0.05278i
0.0088471-0.12468i,0.070858-0.25893i,0.18027-0.31042i,0.22005-0.15079i,0.088133+0.15016i,-0.053865+0.31582i,-0.087944+0.26707i,-0.13988+0.20774i,-0.1847+0.23723i,-0.13343+0.2123i,-0.064008+0.095733i,-0.016217+0.03058i,0.035041+0.028078i,0.051873+0.021444i,0.03396+0.028159i,0.040411+0.060943i,0.070515+0.079225i,0.080438+0.059183i,0.052817+0.021221i,0.011995-0.0010627i,-0.01054-0.0018495i,-0.0089054+0.008873i,0.0031793+0.01171i
-0.051758+0.091764i,-0.18419+0.15436i,-0.38154+0.10249i,-0.53719-0.12232i,-0.52618-0.30777i,-0.35045-0.23934i,-0.16318-0.11278i,-0.10271-0.092404i,-0.11484-0.069361i,-0.095272-0.027243i,-0.054266-0.012959i,-0.033262-0.010098i,-0.028488+0.0080345i,-0.008683+0.037918i,0.04072+0.044814i,0.092987+0.013801i,0.11589-0.031646i,0.093062-0.061647i,0.035489-0.059561i,-0.0098964-0.033727i,-0.017305-0.011765i,-0.015008-0.0096654i,-0.021489-0.016024i
0.027853-0.018144i,0.018473-0.026963i,-0.038211+0.072853i,-0.041074+0.26634i,0.095147+0.30077i,0.21418+0.10941i,0.20764-0.081384i,0.17003-0.17147i,0.1106-0.17087i,0.060793-0.098586i,0.058221-0.044676i,0.031372-0.029923i,-0.015349-0.0069644i,-0.039129+0.0081119i,-0.051479+0.0099675i,-0.058716-0.004935i,-0.069215-0.049199i,-0.075118-0.077044i,-0.054892-0.053605i,-0.017409-0.0040344i,0.020243+0.023402i,0.040712+0.003156i,0.028419-0.035266i
0.026978+0.060375i,0.1189+0.18448i,0.31852+0.28787i,0.50577+0.22405i,0.43717+0.10484i,0.13936+0.11752i,-0.062182+0.18263i,-0.062507+0.20374i,0.022094+0.19337i,0.087725+0.12332i,0.077325+0.023706i,0.053642-0.019095i,0.056889-0.02151i,0.047263-0.011103i,0.026781+0.015285i,0.0074486+0.046857i,-0.014897+0.072447i,-0.030922+0.073058i,-0.027159+0.045264i,-0.0049371+0.011248i,0.012682-0.011366i,0.018107-0.019615i,0.022173-0.018643i
-0.021817-0.1145i,-0.073786-0.32332i,-0.23414-0.54952i,-0.46505-0.53345i,-0.49829-0.21779i,-0.26898+0.060495i,-0.054815+0.1118i,0.021414+0.10902i,0.037666+0.12302i,0.020462+0.092037i,-0.021481+0.05096i,-0.034216+0.043579i,-0.012276+0.045867i,0.014399+0.039875i,0.03316+0.015575i,0.047779-0.012842i,0.063857-0.025639i,0.064505-0.031274i,0.027497-0.03861i,-0.022725-0.035729i,-0.05221-0.014196i,-0.062303+0.012497i,-0.059235+0.029393i
-0.0076244+0.13736i,-0.046667+0.42553i,-0.012021+0.81278i,0.12303+0.91604i,0.13233+0.51674i,-0.059724+0.06339i,-0.14142-0.027385i,-0.032496-0.0063117i,0.010649-0.071526i,-0.036418-0.070762i,-0.0262-0.0084654i,0.019904+0.018505i,0.045613+0.0061778i,0.043036-0.012062i,0.028335-0.013524i,0.018457-0.014477i,0.023319-0.027134i,0.039465-0.039727i,0.040932-0.029063i,0.026078+0.0069408i,0.020762+0.031984i,0.025886+0.022707i,0.025334-0.0023639i
0.074365-0.1189i,0.23654-0.35947i,0.39571-0.73125i,0.30024-0.94605i,-0.034216-0.72485i,-0.19659-0.26836i,-0.1085-0.047923i,-0.069317-0.11272i,-0.11351-0.1725i,-0.10344-0.13318i,-0.048783-0.085613i,-0.03096-0.079054i,-0.056369-0.076602i,-0.069155-0.05277i,-0.055624-0.023022i,-0.038256+0.0052471i,-0.036179+0.019997i,-0.044337+0.013838i,-0.0323+0.0075507i,-0.0019393+0.0090596i,0.017217+0.0081533i,0.020431+0.0059134i,0.018195+0.0061811i
-0.075663+0.076891i,-0.28149+0.2342i,-0.63269+0.50372i,-0.83976+0.76343i,-0.64317+0.767i,-0.27524+0.44117i,-0.098475+0.078361i,-0.1007-0.053964i,-0.092743-0.020503i,-0.047716+0.012522i,-0.015081+0.014613i,-0.0088088+0.017247i,-0.022596+0.03849i,-0.027454+0.052956i,-0.025343+0.041079i,-0.02686+0.029611i,-0.022501+0.035933i,-0.01164+0.042804i,0.0036613+0.026647i,0.013708-0.0047346i,0.0088287-0.020348i,-0.0043396-0.021378i,-0.020527-0.022916i
0.070244-0.0801i,0.24286-0.18193i,0.53169-0.25193i,0.70908-0.19977i,0.56496-0.055333i,0.2505+0.041369i,0.037747+0.05094i,-0.024528+0.062067i,-0.020625+0.088126i,0.0063467+0.096696i,0.038101+0.077386i,0.061448+0.043517i,0.064334+0.0088727i,0.041336-0.013937i,0.010985-0.01296i,0.012104-0.00018374i,0.046431-0.01007i,0.067591-0.034564i,0.048694-0.04363i,0.017397-0.032097i,0.0045417-0.012106i,0.0057902-0.0009594i,0.0064546+0.0016566i
-0.074346+0.06175i,-0.23037+0.15062i,-0.42755+0.1619i,-0.48003+0.00062485i,-0.37484-0.17318i,-0.27943-0.085779i,-0.15384+0.22519i,0.014167+0.40201i,0.063811+0.33503i,0.037068+0.19969i,0.038681+0.079964i,0.03555+0.0028763i,0.02246-0.025427i,0.012609-0.02024i,0.016578-0.00043677i,0.029556-0.0091998i,0.018423-0.042295i,-0.0071823-0.062733i,-0.021651-0.052939i,-0.020673-0.025043i,-0.005513-0.011783i,0.0086838-0.0099536i,0.017733+0.0014862i
0.078419-0.056951i,0.25085-0.16685i,0.44143-0.33166i,0.38502-0.49429i,0.093038-0.50101i,-0.01334-0.29525i,0.12737-0.15113i,0.18346-0.15871i,0.1189-0.12101i,0.07033-0.072574i,0.011629-0.08004i,-0.05001-0.054297i,-0.049495-0.0079382i,-0.019196-0.0010633i,-0.0070644-0.010692i,-0.018181-0.0052696i,-0.035279+0.014586i,-0.043156+0.025517i,-0.038062+0.013546i,-0.024489-0.0021228i,-0.018654-0.0062986i,-0.022525-0.0050728i,-0.02707-0.010381i
-0.083724+0.045549i,-0.30977+0.13178i,-0.66526+0.28775i,-0.80588+0.50078i,-0.50332+0.50413i,-0.18118+0.0987i,-0.21843-0.30457i,-0.29786-0.3477i,-0.18527-0.26636i,-0.10967-0.21542i,-0.10676-0.10231i,-0.050701+0.0028506i,0.0032463+0.030265i,0.0069279+0.038384i,-0.0031393+0.053442i,-0.003468+0.07059i,0.014794+0.083205i,0.03765+0.084966i,0.040105+0.071894i,0.025472+0.050294i,0.019776+0.036252i,0.029199+0.024554i,0.031226+0.0098863i
0.089383-0.030435i,0.33689+0.012815i,0.77518+0.16801i,1.1099+0.31962i,0.92979+0.35145i,0.43675+0.36907i,0.16385+0.37198i,0.11587+0.21734i,0.023938+0.0163i,-0.067208+0.0042388i,-0.020481+0.067092i,0.045056+0.021172i,0.033554-0.043892i,0.027612-0.055709i,0.043311-0.060939i,0.050055-0.065907i,0.055598-0.067123i,0.059462-0.070957i,0.05189-0.059495i,0.034817-0.035651i,0.015029-0.025598i,-0.0011068-0.024718i,-0.0043047-0.014869i
-0.077543+0.0023595i,-0.24153-0.11268i,-0.52475-0.42318i,-0.7534-0.72338i,-0.65206-0.64435i,-0.25637-0.28727i,0.11464-0.061715i,0.19512+0.0030398i,0.094974+0.10699i,0.083229+0.15997i,0.096353+0.074959i,0.030106+0.012989i,-0.030556+0.025362i,-0.05693+0.027076i,-0.073034+0.011202i,-0.069624-0.0043234i,-0.061318-0.025252i,-0.063798-0.039404i,-0.057373-0.039376i,-0.038454-0.031681i,-0.029554-0.012631i,-0.027908+0.012176i,-0.02119+0.02227i
0.055101-0.0075862i,0.11778+0.076311i,0.13125+0.28636i,-0.022588+0.4387i,-0.30017+0.27829i,-0.49031-0.020859i,-0.53218-0.11847i,-0.41044-0.016574i,-0.16521+0.060951i,-0.0056343+0.015719i,0.0017209-0.034446i,0.004485-0.0088233i,0.052668+0.015886i,0.069799+0.021852i,0.060489+0.049514i,0.056852+0.07231i,0.049307+0.071975i,0.034967+0.061958i,0.01698+0.042737i,0.0051921+0.028232i,0.015458+0.026147i,0.036098+0.016218i,0.037419-0.0010482i
-0.045185+0.0063511i,-0.091317-0.047905i,-0.082457-0.20192i,0.049323-0.34412i,0.1907-0.30436i,0.16603-0.10935i,0.039361+0.11415i,-0.037173+0.21771i,-0.05995+0.14306i,-0.076246+0.030391i,-0.061981-0.01106i,-0.03046-0.03536i,-0.028488-0.061161i,-0.032253-0.059487i,-0.015204-0.058357i,0.0012781-0.065851i,0.013614-0.054979i,0.031976-0.034714i,0.036473-0.020442i,0.026129-0.010236i,0.01706-0.016934i,0.00096916-0.036814i,-0.016566-0.04048i
0.039996-0.014461i,0.09056+0.029434i,0.14625+0.16057i,0.21022+0.25238i,0.30409+0.15933i,0.41025-0.030394i,0.49171-0.18069i,0.48876-0.25137i,0.33241-0.22979i,0.13488-0.12174i,0.038075-0.018671i,0.0011163+0.027042i,-0.017487+0.053831i,-0.0091732+0.05745i,-0.021155+0.02888i,-0.058868+0.011179i,-0.071432+0.0038323i,-0.056698-0.012544i,-0.034411-0.020592i,-0.016519-0.0201i,-0.017882-0.016327i,-0.029738+0.0022653i,-0.027732+0.019988i
-0.04028+0.016031i,-0.06414-0.0079635i,-0.057324-0.094468i,-0.023426-0.13039i,-0.023703+0.012158i,-0.058203+0.15159i,-0.092412+0.06493i,-0.13278-0.12362i,-0.12631-0.16365i,-0.045477-0.073082i,0.029641-0.014268i,0.057935-0.011785i,0.052742-0.027149i,0.022358-0.03934i,-0.00030813-0.011355i,0.01478+0.037404i,0.028071+0.055744i,0.0087337+0.053347i,-0.0081049+0.043092i,-0.0063847+0.022137i,0.0033997+0.0092824i,0.023638+0.00975i,0.038242+0.0092627i
0.033059-0.017794i,0.034631+0.0012067i,-0.0596+0.10762i,-0.24164+0.24895i,-0.34347+0.28649i,-0.28794+0.22702i,-0.22659+0.1928i,-0.22352+0.23918i,-0.16822+0.2531i,-0.081022+0.14773i,-0.055556+0.024444i,-0.065217-0.031647i,-0.068676-0.029641i,-0.051234+0.012395i,0.00092706+0.037938i,0.052826+0.010045i,0.068306-0.019112i,0.06701-0.018007i,0.052925-0.0082016i,0.022092+0.0039981i,0.00035747+0.013163i,-0.0058995+0.0040189i,-0.010186-0.010551i
-0.034414+0.024711i,-0.043682+0.049367i,-0.0015581+0.042717i,0.058557-0.00022718i,0.0014259-0.060728i,-0.14647-0.094402i,-0.1931-0.017085i,-0.10963+0.10556i,-0.04164+0.1392i,-0.043474+0.094257i,-0.053574+0.063515i,-0.033242+0.072069i,0.010983+0.070639i,0.045608+0.033901i,0.039551-0.012958i,-0.0018643-0.032307i,-0.02723-0.026346i,-0.021236-0.028712i,-0.010494-0.029261i,0.0041391-0.0045698i,0.018111+0.021255i,0.013548+0.028779i,-0.0014584+0.025819i
0.035352-0.032447i,0.082047-0.081604i,0.11862-0.14115i,0.13829-0.23396i,0.16731-0.30199i,0.21045-0.21436i,0.26985-0.066433i,0.30062-0.042305i,0.22719-0.090131i,0.11896-0.077521i,0.081351-0.030365i,0.084427-0.013522i,0.067592-0.022389i,0.020691-0.034531i,-0.033163-0.023059i,-0.047773+0.01318i,-0.025669+0.032211i,-0.0088819+0.019714i,-0.0051263-0.0042495i,-0.0020291-0.032146i,-4.769e-05-0.051945i,0.0042629-0.047156i,0.014352-0.028107i
-0.045361+0.032032i,-0.10209+0.048556i,-0.1356+0.02579i,-0.1081-0.026496i,-0.045152-0.069693i,-0.011352-0.12432i,-0.034406-0.21125i,-0.072187-0.27728i,-0.066909-0.24025i,-0.021259-0.13007i,0.015719-0.063414i,0.011223-0.062347i,-0.016828-0.059089i,-0.028289-0.029335i,-0.013587-0.00042467i,0.0069358+0.00056893i,0.0057802-0.016087i,-0.0089775-0.017103i,-0.018215-0.0041253i,-0.03081+0.0046864i,-0.04212+0.0067877i,-0.03785-0.00013772i,-0.022444-0.011466i
0.045271-0.026621i,0.095913-0.036775i,0.10488+0.022598i,0.05218+0.1631i,-0.0057704+0.2943i,-0.039067+0.29585i,-0.11004+0.1942i,-0.18129+0.14251i,-0.14239+0.14194i,-0.051819+0.095779i,-0.027685+0.031825i,-0.055608+0.01625i,-0.067575+0.030879i,-0.04658+0.033477i,-0.015049+0.019052i,0.00016456+0.0019091i,-0.00042159+0.0012048i,0.0026491+0.013389i,0.014236+0.021609i,0.031438+0.026478i,0.04523+0.027868i,0.039032+0.024219i,0.015656+0.019955i
-0.052882+0.029874i,-0.10577+0.050095i,-0.12843+0.042977i,-0.10125+0.0099152i,-0.065627-0.019455i,-0.026469-0.041298i,0.051647-0.028675i,0.10334+0.021869i,0.066696+0.048399i,-0.0032263+0.030953i,-0.030009+0.025761i,0.0016241+0.043738i,0.043641+0.054053i,0.058469+0.051131i,0.052737+0.033702i,0.041493+0.015316i,0.039905+0.0061777i,0.039075-0.0047794i,0.023907-0.016557i,0.007099-0.022671i,7.9307e-05-0.021534i,0.0040052-0.015671i,0.010461-0.010831i
0.052979-0.0183i,0.1055-0.033692i,0.10442-0.026035i,0.0068435-0.014728i,-0.10126-0.0031135i,-0.094055+0.06716i,0.040744+0.157i,0.1576+0.13861i,0.12838+0.039786i,0.045225-0.0050774i,0.024646-0.00901i,0.035775-0.036465i,0.036286-0.070083i,0.023378-0.078622i,7.5353e-05-0.059293i,-0.014775-0.027545i,-0.014943-0.011487i,-0.011284-0.013744i,-0.012364-0.011848i,-0.01946+0.001325i,-0.025062+0.014562i,-0.027574+0.013594i,-0.029982+0.0029976i
-0.054869+0.017766i,-0.105+0.030488i,-0.095776+0.007798i,0.0054616-0.068998i,0.096479-0.15833i,0.085829-0.1804i,0.0083932-0.14267i,-0.054126-0.10754i,-0.044432-0.063171i,0.00014974-0.022165i,0.0097275-0.010033i,-0.015882-0.0044742i,-0.048341-0.0020004i,-0.071889+0.00027609i,-0.068865+0.021087i,-0.043892+0.039665i,-0.02634+0.039977i,-0.021909+0.031356i,-0.012784+0.017836i,0.0046659+0.0032978i,0.017114-0.005467i,0.017505+0.00055567i,0.018477+0.016207i
0.05783-0.014183i,0.11031-0.024297i,0.11735-0.0021276i,0.051339+0.048784i,-0.03358+0.069053i,-0.1491+0.035293i,-0.30003+0.013164i,-0.32332+0.054466i,-0.18225+0.090216i,-0.049255+0.064851i,-0.0076086+0.027969i,-0.0091795+0.023862i,-0.0054546+0.048573i,0.014953+0.063i,0.036598+0.042673i,0.039269+0.012514i,0.031005+0.0025574i,0.027258+0.010338i,0.024678+0.010214i,0.019035-0.0058599i,0.011677-0.020956i,0.012505-0.029249i,0.019115-0.03835i
-0.058237+0.012202i,-0.10459+0.029761i,-0.086136+0.055431i,0.035088+0.095776i,0.16379+0.13743i,0.24041+0.10393i,0.27168-0.0053353i,0.20997-0.08956i,0.073306-0.097518i,-0.015262-0.052852i,-0.016731-0.0091283i,0.01102+0.0063668i,0.037459+0.0029916i,0.048022-0.012747i,0.029694-0.032308i,0.0081849-0.036005i,0.0074648-0.033785i,0.013253-0.039115i,0.0062493-0.03527i,-0.010444-0.014705i,-0.018052+0.0094288i,-0.020492+0.018968i,-0.030252+0.017318i
0.056355-0.0075499i,0.11025-0.038805i,0.088346-0.091046i,-0.065894-0.14235i,-0.21326-0.13494i,-0.18096-0.071389i,-0.024202-0.038107i,0.06529-0.045751i,0.043336-0.043846i,0.0068175-0.031497i,0.0073562-0.033482i,0.015412-0.055127i,-0.00073923-0.072264i,-0.022028-0.055115i,-0.022891-0.018785i,-0.0080571-0.0018752i,4.4603e-05-0.0097301i,-0.0090617-0.020377i,-0.018894-0.012747i,-0.011867+0.0078262i,0.0039588+0.017053i,0.013146+0.01688i,0.018696+0.020776i
-0.058055+0.0084427i,-0.133+0.028221i,-0.1787+0.05823i,-0.14767+0.084284i,-0.10067+0.083028i,-0.094648+0.095609i,-0.066341+0.15009i,0.012169+0.14461i,0.066331+0.071014i,0.048417+0.019042i,-0.0059226+0.0097586i,-0.042158+0.022657i,-0.051846+0.029946i,-0.047869+0.025347i,-0.033334+0.016435i,-0.027915+0.0060601i,-0.035581+0.0066203i,-0.032234+0.013578i,-0.014135+0.0063009i,2.9474e-05-0.010392i,-0.0020751-0.02023i,-0.0093958-0.02324i,-0.0090211-0.028094i
0.06206-0.0013135i,0.14299-0.014971i,0.20127-0.060699i,0.17133-0.15202i,0.073931-0.23514i,-0.04153-0.22859i,-0.15857-0.13135i,-0.203-0.0037005i,-0.13415+0.065345i,-0.036387+0.061385i,0.018217+0.044857i,0.037754+0.042706i,0.043169+0.045906i,0.032732+0.041673i,0.012417+0.038714i,-0.000949+0.051348i,0.0027337+0.067958i,0.016067+0.068515i,0.021095+0.04824i,0.014375+0.024583i,0.010215+0.015929i,0.010024+0.012451i,-0.0002329+0.0061793i
-0.062997+0.0035766i,-0.14507+0.013553i,-0.18409+0.072018i,-0.080182+0.16774i,0.10646+0.19909i,0.21309+0.12298i,0.20778+0.010168i,0.12812-0.056198i,0.024893-0.040704i,-0.016735-0.016467i,-0.0092236-0.038452i,-0.0093374-0.053145i,0.0033644-0.035562i,0.029214-0.020728i,0.04475-0.017284i,0.064264-0.01897i,0.084448-0.030326i,0.08004-0.040328i,0.055677-0.032378i,0.035017-0.017732i,0.02555-0.017688i,0.018323-0.02179i,0.012841-0.01172i
