-0.0016426-0.00074604i,-0.0016167-0.0016925i,-0.0024275-0.00080325i,-0.0018942+0.00026613i,-0.0011548+0.00073877i,-0.00042815+0.00010073i,0.00031866-4.996e-05i,0.00078374+0.00089914i,0.00092128+0.0010945i,0.00039453+0.00050067i,5.8668e-05-6.5237e-05i,0.00035228+0.00039024i,0.00055785-4.1249e-05i,0.00014787-0.0012785i,-0.00063616-0.0012954i,-0.00050921-0.00091543i,-0.00016545-0.00017908i,9.5063e-05-0.00018983i,0.00017437-0.00095812i,0.0001653-0.00082544i,0.00022638-0.00013896i,-0.00012732+0.0001915i,0.00011514-7.5516e-05i
-0.00045683+0.00040923i,-0.00049015+0.00092386i,0.0005612+0.0010848i,0.00085854+0.0011985i,0.00019318+0.0015944i,-0.00093622+0.001396i,-0.00078614+0.0013218i,-0.00094584+0.0010657i,-0.0010532+0.00025533i,0.00012774-0.00014495i,-0.0005464-0.00013154i,-0.0010056-0.00079944i,-0.00049134-0.0013054i,-5.718e-05-0.00051416i,-5.7766e-05+0.00019644i,-0.00062194+0.00031788i,-0.00057492+0.00021844i,-0.00041834+0.0002161i,0.00023293+0.00097648i,0.00051024+0.001279i,-1.8007e-05+0.00025976i,0.00010692-0.00022634i,-7.7522e-05+7.3023e-05i
-0.0015358+0.00081161i,-0.00092371-0.00027249i,-0.00045219+0.00033262i,5.0327e-05+0.00070742i,0.0017249+0.00046853i,0.0033947+5.489e-05i,0.002689+0.00041001i,0.00038115+0.00096219i,-0.00044837+0.00074757i,-0.00069168+0.00029933i,-0.0012549-0.00016354i,-0.0016043-0.00042997i,-0.0014598+0.00043736i,-0.0021067+0.00081271i,-0.0022199+0.00057193i,-0.00099223+0.0012704i,-0.00021548+0.0013659i,0.00040063+0.0011365i,0.00082976+0.00020115i,0.00031633-0.00030511i,0.00048204+0.00040672i,0.00084519+0.00017461i,6.1119e-05-0.0006602i
0.00015686-0.00044296i,0.00038892-0.00059935i,0.00036772+0.00085603i,0.00084768+0.0018394i,0.0020285+0.0019716i,0.0033031+0.0018757i,0.0027092+0.0015443i,0.00090142+0.0011386i,-0.00038077+0.0012156i,-0.00059067+0.0013401i,-0.00057312+0.0012731i,-0.00053929+0.0010713i,0.00039847+0.00072678i,0.001437-0.00010405i,0.00063321-0.00058642i,-0.00019002-0.001025i,-0.00028273-0.00089607i,-0.0003631-0.00092107i,0.00027534-0.0010563i,0.00095744-0.00090872i,0.00037092-0.00056216i,-0.00023374+3.3962e-05i,0.00051884+0.00032946i
0.00041133+0.00034838i,-5.6144e-05-0.00020116i,-0.00029579-0.0014377i,-0.0012679-0.0010843i,-0.0019455-0.0012332i,-0.00073024-0.0002529i,0.00034782+0.00070649i,-0.00021233-0.00014752i,-0.00021863-0.00032016i,-0.00068061+2.3258e-05i,-0.00014086+0.0001607i,0.00097885+0.00026375i,0.00083712+0.00070087i,0.00050929+0.00014121i,0.00014175-0.00078135i,-5.7957e-05-0.0011176i,-0.00036065-0.00062169i,-0.001082+0.00014537i,-0.00084115+0.00076142i,0.00014184+0.00076305i,0.00044902+0.00064983i,-0.00020265+0.00081272i,-0.00076423+0.00046108i
-0.0006054+0.00045093i,-0.00025131+4.1664e-05i,0.0011065+0.00081456i,0.0017399+0.0010444i,0.0015479+0.00147i,0.0015856+0.0011522i,0.0013953+0.00055315i,0.00048351+0.00090103i,-0.00042514+0.0014553i,-0.00072583+0.00090602i,-0.00021882+0.00047491i,0.00044589+0.00042602i,-0.00016124+0.0002349i,-0.00080153+0.00019874i,-0.00053075+0.00052221i,0.00036041+0.00081936i,0.0010916-0.00014054i,0.00083757-0.00078599i,-0.00011862-0.00073717i,-0.001256-0.0012137i,-0.00096798-0.0011071i,-0.00020008-0.00019808i,-0.00026778-0.00013946i
0.00056356-0.00072318i,0.00039249-0.00080269i,-0.00060874-0.00098227i,-0.0017214-0.00063169i,-0.0014539+0.0010324i,0.00012102+0.0033736i,0.00066108+0.0028156i,-0.0003718+0.00039328i,-0.00059576-0.00053269i,-0.0005024-0.00017576i,-0.001115-0.00031153i,-0.00060967-0.0015825i,0.00021556-0.0013495i,0.00022927-0.00017443i,0.00066851+0.00012086i,0.00016996+1.9445e-05i,-9.3642e-05+0.00011877i,-0.00048959+0.00054255i,-0.00062374+0.0013571i,-0.00031121+0.00091632i,-0.00044456-0.0005788i,-0.00018831-0.0006714i,-0.00015318-9.6183e-05i
-0.00052242+0.0013562i,-2.3067e-05+0.0010228i,-9.7863e-05+0.0016877i,0.00075921+0.0014331i,0.0020176+0.000494i,0.0024312+0.0005789i,0.0011078+0.00068383i,-0.00087891+0.00053806i,-0.00064117+0.00035321i,0.00059036-8.8574e-05i,0.00049512-0.00083054i,-0.00048179-0.00057303i,-0.0013338-3.5284e-05i,-0.00062492-0.0004801i,8.016e-05-0.00058951i,-2.8716e-05+0.00012435i,8.1029e-05+0.00076081i,0.00064166+0.0008159i,0.00094277+0.00071548i,0.0007763+0.00070888i,0.00049+0.00011355i,0.00017141-0.00020723i,-0.0003164-8.2141e-05i
0.00046841+0.00021653i,0.00044351+0.00030709i,0.00057161-6.2678e-05i,-3.2653e-07-0.00043866i,0.00019072-0.00035725i,0.00050831+0.00082458i,-0.00086014+0.001846i,-0.0013475+0.0015942i,-0.00053153+0.0010363i,0.00021589+0.0012594i,0.00024348+0.0014452i,-0.00036317+0.0011935i,-0.0010894+0.00078786i,-0.0007415+0.00036387i,0.00021407-0.00010026i,-0.000414-5.6169e-05i,-0.0003428-5.9654e-05i,0.00044315+0.00043621i,-2.8932e-05+0.00043112i,-0.00049166+0.00025611i,-0.00035068+0.00066844i,-0.00056834+0.00066187i,-0.00054537+0.0005459i
0.0010638+0.00043093i,0.00091087+0.00069136i,0.00056894+0.0013746i,0.000767+0.0012237i,0.00021799+0.00056157i,0.00016312+0.00051808i,0.0010524+0.00098175i,0.00090758+0.00071156i,0.00023882-0.00038421i,0.00056946-0.00087295i,0.00080462-0.00039903i,9.1508e-05+0.00055806i,-0.00022061+0.0010873i,0.00060324+0.00032114i,0.00063881-0.00040269i,5.0403e-05-0.00016005i,-7.2386e-05-0.0004234i,-0.00056693-0.0011178i,-2.9468e-05-0.001387i,-0.00023727-0.0012569i,-0.00053684-0.00081088i,2.5163e-05-0.00034578i,0.00041335+0.00013723i
-0.00069973+0.00071675i,-0.001016-0.00024666i,-0.00075276-0.00096043i,-4.7329e-05-0.0010776i,0.0011121-0.00013839i,0.0020265+0.00064338i,0.0022862+0.00081216i,0.0019811+0.00024695i,0.0010848+1.431e-05i,0.00028774-0.00034491i,5.6694e-05-0.00032681i,-8.1008e-05+0.00026463i,9.5445e-05-0.00026324i,-0.00039345-0.00045406i,-0.0010314+6.899e-05i,-0.00025172+0.00072612i,0.00050694+0.0013825i,-0.0001041+0.0012503i,-0.00019254+0.00072789i,-0.00038895+0.00078984i,-0.00048067+0.00092679i,-0.0009719+0.00078i,-0.00078372+0.00066754i
-0.0013601-0.00070974i,-0.00048635+0.0008065i,-0.00036459+0.0018522i,-0.00042738+0.0021232i,0.00086289+0.0033277i,0.0021255+0.0032397i,0.0029624+0.0015491i,0.0021063+0.00075048i,0.0008584+0.00016138i,-0.00023213-0.00014619i,-0.0011638-0.00030736i,-0.0002355-0.00041437i,0.001008-0.00019117i,0.0010449+0.00030896i,-1.5607e-05+0.00049789i,4.3762e-05-5.1054e-05i,0.00027973-0.00045247i,0.00023763+0.00029076i,0.00099565+0.00028857i,0.0009165+0.00013705i,-0.000494-0.00013546i,-0.00038572-0.00044029i,0.00061402+0.00011886i
0.00065586+0.0022074i,-0.00046678+0.00095401i,0.00028054+0.00022362i,-0.00010882-0.00061918i,-0.00068345-0.0017298i,0.00045487-0.0018273i,0.00088179-0.00072082i,-0.0002177-0.0004457i,-0.0009299-0.00045206i,-0.00058708+0.00023471i,-0.00062452+0.00059538i,-0.0011834+0.0001671i,-0.0013848-0.00028823i,-0.0011732-0.00031229i,6.603e-05-0.00045199i,0.00050517-0.00067577i,-0.00054028-0.00023553i,-0.00047956+0.0012149i,-5.3709e-05+0.0012249i,0.00047858-0.00022423i,0.00040493-0.00021217i,0.00032294-0.00058053i,0.0011711-0.00090573i
0.00090544-0.00046528i,0.0005764+0.00045326i,8.7971e-05+0.00061504i,0.0007438+0.00018628i,0.0015514+0.00025591i,0.0017616+0.0012006i,0.0010162+0.0017949i,3.8418e-05+0.0012515i,2.4371e-05+0.00011316i,-1.2146e-05-0.0003312i,1.6418e-05-0.00016407i,0.0001656-0.00026795i,-0.00027906-0.00072497i,-0.00032544-0.00015474i,0.00064212+0.00031777i,0.0005508+4.774e-05i,-0.00056709+0.00027205i,-0.00084926+0.00027318i,9.4812e-05-0.00070683i,0.00091151-0.000716i,0.00041607+0.00028906i,9.9082e-05+0.00057733i,0.00036196-7.7254e-05i
5.3849e-05-0.0018642i,0.00063772-0.0009721i,-0.00043363-0.00077085i,-0.0019794+4.9154e-05i,-0.0026223+0.00069691i,-0.0012626+0.0014732i,4.7892e-05+0.0014578i,0.00013059+0.00075778i,-0.00056145+0.00032895i,-0.00088236-7.8382e-05i,-0.00025231-0.00025279i,0.00012412-0.00017718i,-9.0414e-05+0.00065617i,-0.0001254+0.00083431i,-0.00033601+0.00023102i,-0.00043538-0.00023154i,0.00012797-0.00023339i,7.7914e-05+0.00041532i,-0.00027763-0.00048976i,-0.00027922-0.0012167i,-0.00094457-0.00041068i,-0.0012879+0.00010978i,-0.0007966-0.00043845i
0.0001879-0.00079682i,0.00029066-0.0011663i,0.0013518-0.0026054i,0.0021715-0.0031449i,0.0021927-0.0014072i,0.0031602+0.0010542i,0.0034481+0.0020891i,0.0021163+0.001394i,0.00077411+0.0010722i,0.00020679+0.00069762i,-0.00014451-0.00046097i,-0.00039333+7.4532e-05i,-0.00052506+0.0014394i,0.00025238+0.001572i,0.00068313+0.00072134i,0.00021152+7.2196e-05i,-0.00047129+0.00036457i,-0.00060429+0.001104i,0.00018849+0.00066937i,0.00053176-9.7585e-05i,-0.00031804-0.00040271i,-0.00046954-0.00069271i,0.00018217-0.00044824i
-6.8667e-05-0.00034982i,0.00010614-1.7167e-05i,-0.00073713+0.00082936i,-0.0010948+0.0018139i,-0.00053565+0.0022128i,0.0001287+0.0017516i,-0.00029873+0.0006585i,-0.00058046+8.205e-05i,-0.00013534+3.7436e-05i,-0.00032044+0.00063586i,-0.00027318+0.00078605i,-1.9925e-05-0.00048145i,0.00037629-0.00084848i,0.0012614-0.00069846i,0.001431-0.00044558i,0.00085819-0.00059704i,-0.00027577-5.598e-05i,-0.00046868+0.00056917i,7.4168e-05+0.0005751i,0.00030848+0.00071844i,0.00055734+0.00037402i,0.00056946+0.00037583i,0.00011657+0.00010897i
-0.00063891-0.00016737i,0.0001727+0.00038307i,-0.00062477-4.2529e-06i,-0.001651-0.00031963i,-0.0011734-0.001006i,0.00038455-0.00084025i,0.0013003-0.00034312i,2.0144e-05-0.00037834i,-0.0017308-1.7735e-05i,-0.0019127+0.00037104i,-0.0012121+0.00050779i,-0.00049065+0.00054113i,-0.00019996-0.00040963i,-0.00047889-0.00091712i,-0.00089428-0.00031436i,-0.00019779-4.0916e-05i,0.00086068-0.00025487i,0.00088191-1.4395e-06i,0.00076438+0.00029476i,0.00091799+0.00071237i,0.00041501+0.0011285i,5.2228e-05+0.00078828i,0.00044923-5.9499e-05i
2.8245e-05+0.0016503i,-0.00058375+0.00095226i,0.00027505+0.0015118i,0.0016749+0.0016573i,0.0024726+0.0012906i,0.0024729+0.0018229i,0.0015778+0.0017687i,0.00026234+0.00046928i,-0.00088048-0.00038915i,-0.00041784-0.00041416i,0.00085964+0.00019747i,0.00085207-0.00047254i,9.2065e-05-0.0017178i,-0.00024-0.0014067i,-0.0005832-0.00040635i,-5.1407e-05-0.00027834i,-5.6261e-05+0.00047043i,-0.0002243+0.00091425i,0.00031554+0.00068368i,8.8634e-06+0.00083647i,-0.00058972-4.3804e-05i,-0.00015956-0.00028302i,-0.00011125-1.5299e-05i
0.00065709+0.00087589i,9.9731e-05+0.000994i,0.00041366+0.00064462i,-0.0004507-0.00071278i,-0.0010328-0.00060368i,0.00013192+0.0011266i,0.00069389+0.001667i,-0.00029034+0.0017307i,-0.00064665+0.00094531i,0.00027682-0.00066963i,0.00038951-0.00044615i,-0.0009171-0.00020876i,-0.0014514-0.00058376i,-0.00072667-0.00013389i,-5.0634e-05+0.00055544i,0.00030797+0.0012772i,0.00021905+0.0018036i,0.00014748+0.0016998i,0.00026761+0.00075889i,-2.3881e-05-0.00017764i,-0.00060106-0.00084632i,-0.00097284-0.00067311i,-0.0013981-0.00052234i
0.00064595+0.00033134i,-8.8766e-05+0.0011244i,-0.00023153+0.00092239i,5.7181e-05+0.00048065i,0.0010468+0.00043414i,0.0021906-0.00011191i,0.0018776-0.00017793i,0.00014957+0.00035272i,-0.00043292+0.00024369i,-0.00027153-0.0003183i,-0.0005037-0.00044609i,-0.00063244-9.7776e-05i,-0.00078447+0.00024907i,-0.0008373+0.00044994i,-0.00041217+0.00060716i,0.00047096+0.0010161i,0.0011164+0.00084721i,0.00093289+0.00075839i,0.00058758+0.0012411i,0.00051873+0.0010301i,0.00018666+0.00072723i,-0.00015537+0.00072016i,2.2362e-05+0.00081692i
-0.0005958+0.00137i,-0.00096279+0.00068145i,-0.00086022+0.00062033i,-0.0003298+0.00050069i,0.00090712+0.0011501i,0.0021453+0.0015151i,0.0021995+0.0011325i,0.0012035+0.0004791i,0.00080156+0.00059934i,0.00096803+0.0012063i,0.00021571+0.00099659i,-0.0002808+0.00051175i,0.00030849-7.4575e-05i,0.00081105-0.00013695i,9.9667e-05+8.0835e-05i,9.248e-05+0.00018246i,0.00075562+8.1156e-05i,0.00041237+0.00042966i,-0.00029102+0.00066609i,-0.00061452+4.6851e-05i,-0.00064949-0.00025242i,-0.00056419+0.00030315i,-0.00074572+0.00056403i
-0.00097191-0.00029706i,-0.00015404-7.8309e-05i,9.2391e-05+0.00045454i,0.001338+0.0010712i,0.002299+0.00098499i,0.0024517+0.00097154i,0.0020434+0.00046246i,0.001192-0.00029762i,0.00051726+0.00019569i,-5.1387e-05+0.0013051i,7.0511e-05+0.0012559i,0.00011324+0.00046441i,-0.00030988-0.00052548i,3.0028e-05-0.00099932i,0.00077021-0.00066372i,0.00069428-7.1236e-05i,-0.00025723-5.6562e-05i,-0.00066261-0.00044967i,-0.00045743-0.00077111i,-0.00045569-0.00021376i,-8.1053e-05-7.6064e-05i,0.00047813-0.00039445i,0.00016145-0.0006614i
0.0017569-0.00061081i,0.0013753-0.00069199i,0.0003773-0.0015506i,-0.00085954-0.0013026i,-0.00047858+0.00032733i,0.0012879+0.0015954i,0.0017084+0.00050455i,0.00021965-0.00099809i,-0.0017702-0.00094783i,-0.0019769-0.00074103i,-0.00081466+0.00010693i,0.00017972+0.00087412i,-3.8295e-05+0.00012933i,-0.00084414-0.00027271i,-0.00035529-0.00021885i,-0.00091446-0.00038559i,-0.0017135+5.296e-05i,-0.00044779+0.00053411i,0.00056954+0.00033076i,-4.6501e-05+8.1876e-05i,-0.00039606-0.00032176i,3.085e-05-0.00038964i,-0.00036633+0.00024887i
0.0014536+0.00014032i,0.00081324+0.00064402i,-0.00054675+0.00042717i,-8.2457e-05+0.00071075i,0.0010988+0.0013687i,0.0016314+0.0022923i,0.0010006+0.001918i,0.0004585+0.0014923i,0.00038443+0.0012888i,4.2636e-05+0.0010718i,-0.00080475+0.00065341i,-0.001209-0.00011419i,-0.00046116-0.00049939i,0.00021006+0.00010392i,0.00079247+6.3258e-05i,0.00087837-0.0007907i,0.00035036-0.00048281i,0.00048623+0.00011398i,0.00046815+0.00035348i,0.00046894-0.00024544i,0.00082348-0.0008582i,0.00098366-0.00062879i,0.00069861-0.00058768i
0.00073382-0.0010332i,0.00049865+0.00016277i,0.00081323-6.0266e-05i,0.00029695-0.00066188i,-0.00058424-0.00074236i,0.00055445+0.00063983i,0.0018457+0.0022318i,0.0019802+0.0017124i,0.0012938+0.00094794i,-0.00043531+0.00054168i,-0.0012699+0.00025154i,-0.00099221+0.00038114i,-0.00018229+0.00098779i,0.00037684+0.00092005i,0.00046622+6.4389e-05i,0.00033355+0.00037923i,0.00018776+0.0010264i,0.00065691+0.0011128i,0.00029069+0.00050098i,-0.00023547+0.00026716i,0.00011208+0.00084407i,0.00051244+0.0010744i,0.00044708+0.00079132i
0.00077918+0.00068947i,0.00032267+0.00034811i,0.00096408-8.677e-05i,0.001055-0.0015694i,0.0017697-0.0015528i,0.0017476-0.00049173i,0.0011984+0.00032818i,0.00098973+0.00095314i,0.00019789+0.00091697i,-0.00029817-0.00040595i,-0.00040263-0.0015534i,-0.00059603-0.001032i,-0.00029117-7.6038e-05i,0.00060442+0.00041897i,0.0011775+0.00065262i,0.00058385+0.00057591i,-0.00019347-0.00011622i,-0.00042614-8.3961e-05i,-0.00037244-0.00017194i,0.00019042-0.00062164i,4.0195e-06-0.00010823i,-0.000748+0.00020902i,-0.00080704+0.00029785i
0.00063344+0.00036376i,0.00086142+0.00075913i,0.00095143+0.00023164i,0.00096927-6.9719e-05i,0.0010675+0.00080214i,0.0014765+0.002233i,0.00076707+0.0017394i,-0.00041552+0.00031453i,-0.00092036-0.00037331i,-0.0012483-7.3543e-05i,-0.0010889+0.00027999i,-1.3677e-05+0.00034761i,0.00075365-8.3225e-05i,0.00044221-0.00037075i,0.00024547+0.00016436i,0.00082714+1.7331e-05i,0.00088365+0.00031381i,0.00032852+0.00059634i,0.00031146-0.00025692i,0.00016613-0.00020094i,-5.6362e-05+0.00067571i,1.9456e-05+0.00023836i,0.0002506-0.00023132i
0.0003366-0.0007293i,0.00066029-0.00083601i,-8.41e-06-0.00079208i,-0.0012833-0.00016879i,-0.0014399-9.277e-05i,-0.00037831+2.412e-05i,0.00029391+0.00039639i,-0.00040895+0.0003098i,-0.001329+0.00010659i,-0.0016631+0.00046182i,-0.001845+0.00086763i,-0.0010942+0.00050247i,0.00019363+0.00018901i,0.00047589+9.5967e-05i,-0.00078388+4.2401e-05i,-0.00078662+0.0002686i,-0.00029051+0.00034857i,-0.00069662+0.0011031i,-0.00031534+0.0011316i,0.00028781+0.00068384i,-9.0302e-05+0.00046986i,-2.2388e-05+0.00026056i,0.00010229-1.7467e-05i
0.0015502-0.0001249i,0.0013378+0.00071299i,0.0013236-2.8415e-06i,0.001922-0.00073396i,0.0017048+0.00027133i,0.0020887+0.00073331i,0.0016002+0.0010105i,0.00056584+0.0014367i,0.00025278+0.0016453i,-0.0001762+0.0014563i,-0.00064302+0.001409i,-0.00093458+0.0012387i,-0.00092636+0.0010576i,-0.00052578+0.0013336i,0.00029875+0.00077292i,0.00029499-0.00054019i,-0.00030553-0.00033353i,0.00015009+1.4181e-05i,0.00045505-0.00063614i,0.00025651-0.00042971i,0.00036522-0.00018654i,-4.7117e-05-0.00066202i,-0.00040194-0.00068849i
-0.00097708-0.0011013i,-0.000471-0.00093608i,-0.001458-0.00063046i,-0.0024327+0.0010169i,-0.0013584+0.0027947i,-0.00025375+0.0029668i,0.0003781+0.0020446i,0.00081941+0.00088886i,0.0010399+0.00058272i,0.0013177+0.00072081i,0.0013075+0.00068202i,0.0013253+0.0007772i,0.00069772+0.00014043i,0.00033435-0.00056684i,0.00053142-0.00055455i,0.00037746-0.00052414i,0.00015766-0.00027293i,-7.8141e-05+2.8793e-05i,-0.00033012+0.00017386i,-0.00030967-0.00037946i,0.00044669-0.00072605i,0.0010163-0.00010648i,0.00086208+0.00089874i
8.2259e-05+0.00032671i,-0.00010504+0.00022893i,0.0011551+0.00010717i,0.0024057-0.00084039i,0.0020597-0.00052476i,0.0017807+0.0010515i,0.0010831+0.0012365i,0.00083421-9.6555e-05i,0.001859-0.0010049i,0.002087-0.0007836i,0.0014956-0.00047236i,0.00073643+0.00012597i,0.00020117+0.00028557i,0.00010267+0.00030775i,-0.00020703+0.00045838i,-0.00084128+0.00030252i,-0.0012402-0.00019876i,-0.0010606-0.00053069i,-0.00086615+1.1851e-05i,-0.00044397+6.418e-05i,1.9526e-05-0.00086549i,-7.1893e-05-0.001279i,-1.6179e-05-0.00091156i
-0.00024858-9.8689e-05i,-0.00013364+4.152e-06i,0.00016723+0.00071364i,-0.00082835+0.0017864i,-0.0012785+0.0032737i,-0.0002137+0.0039748i,0.00065817+0.00146i,0.00095403-0.00065317i,0.00018047-0.0013132i,-0.00067277-0.0016747i,-0.00092739-0.0018207i,-0.00056699-0.0020112i,0.00027169-0.0016699i,0.00081682-0.0014829i,0.00012046-0.0014214i,-0.00024488+5.2739e-05i,0.000224+0.001659i,-0.00020389+0.0014657i,-0.00071619+0.0017761i,-0.00039703+0.0014788i,0.00013363-0.00013298i,0.00011523-5.5931e-05i,-2.2485e-05+0.0001753i
-0.0011774+0.00094749i,-0.00017973-0.00075039i,0.00079006-0.00052145i,0.00094093-0.0013313i,0.00092476-0.0024979i,0.0010165-0.001313i,0.00026286-5.5173e-05i,-0.0013002+0.00017777i,-0.0027292+0.00032951i,-0.0029124+0.0004986i,-0.0019769+0.00016446i,-0.00090451+0.00040575i,-0.00032326+0.00031177i,-0.00047361-0.00064833i,-0.001105-0.00089871i,-0.00092564+1.024e-05i,-0.00025744+0.00042226i,0.00019643+0.00045285i,0.00028527+0.00074228i,0.0001968+0.00039794i,0.00023574-0.00039134i,0.00084778-0.0002879i,0.0009028+0.00021767i
-0.00050118-0.00069713i,-0.00041712-0.00026266i,-0.00032774-7.2622e-07i,-0.00015061+0.0011646i,0.00089909+0.0025369i,0.0024083+0.0020597i,0.0011279+0.0011322i,-0.001704+0.0016266i,-0.0018964+0.001992i,-0.00048361+0.0022116i,-0.00050136+0.0023545i,-0.00091558+0.001613i,-0.0003455+0.0011562i,-0.00041335+0.0010728i,-0.0009116+0.00082526i,-0.00058833+0.00031818i,2.5618e-05+0.00075705i,0.0010169+0.00066234i,0.0013662-0.00015082i,0.0008165-0.00047182i,0.00027477+4.4279e-07i,-0.00078716-0.00016061i,-0.00070382-0.00032893i
0.00087081+0.00013633i,0.00052072+0.0006086i,0.00037895+0.000669i,-0.00087473+4.5464e-05i,-0.0015204-0.00033556i,-0.0012938+0.00071507i,-0.0015414+0.0018922i,-0.00087448+0.0020997i,7.2858e-05+0.0022961i,0.00067915+0.0022619i,0.0009796+0.0017833i,0.0011532+0.00070399i,0.00048082+1.1522e-05i,0.00014597+0.00058452i,0.00040791+0.0011283i,-0.00015978+0.0011166i,-0.00034782+0.0004262i,0.00026951-0.00042355i,0.00017848-0.00072478i,-0.00018225-0.00036548i,-0.0003727+0.00014884i,-0.00053306+0.00062926i,-4.7294e-05+9.6001e-05i
-0.0010487-0.00023565i,-0.00014371-0.0004546i,0.00074358-0.00066395i,0.0017151-0.00079694i,0.0025168-0.00028963i,0.003169+8.1941e-05i,0.0028685+0.00035057i,0.0020037+0.00016225i,0.0015048-0.00034234i,0.0015468-0.00079976i,0.001663-0.00058162i,0.0013736-0.00037964i,0.0011942-0.00032688i,0.0014812-0.00015637i,0.001294-0.0003453i,0.00013254+0.00032171i,-0.00076703+0.00084921i,-0.00093028+0.00019741i,-0.00064237-0.00020852i,-0.00071281+0.00062595i,-0.00069693+0.0010482i,-0.00056042+0.0010312i,-0.00031162+0.0010719i
0.0004642-0.00083263i,0.00087595-0.00071841i,3.5753e-05-3.5921e-05i,-0.00098021+0.0012016i,-0.0012442+0.0021895i,0.00017348+0.0020706i,0.000671+0.0011235i,-0.00039405-0.00019392i,-0.00095377-0.0016518i,-0.00013639-0.0025491i,0.00011765-0.002265i,-0.00093276-0.0012975i,-0.0014218-0.00054592i,-0.0015691-0.00030989i,-0.0010279-0.00038322i,0.00021853-0.00013632i,0.0013584+0.00039814i,0.0017943+0.0012775i,0.0014912+0.0013765i,0.0011076+0.00058984i,0.00037853-0.00029822i,-3.0155e-05-0.00028937i,-3.7308e-05+0.00038246i
-0.00080337+0.00068173i,0.00058263-0.00043902i,-2.3059e-05-0.0015119i,0.00015062-0.0017826i,0.0011359-0.001428i,0.0019181-0.001155i,0.0014834-0.00080218i,-0.00043953+8.1086e-07i,-0.001785+0.00038133i,-0.0023309+0.00086808i,-0.0016661+0.0003151i,-0.001145-0.00023119i,-0.001107+0.00036524i,-0.00046147-0.0005018i,4.7741e-05-0.00099506i,7.1313e-05-0.00011343i,0.00013905+0.00067875i,9.4674e-06+0.00048664i,0.00031302-0.00027225i,0.0001459-0.00067378i,-0.00035242-8.6253e-05i,-2.0389e-05+0.00018763i,0.00045176-0.0007163i
0.00032915+0.0011618i,-1.6966e-05+0.000792i,0.00040832+0.0015201i,0.0011745+0.0024979i,0.0019567+0.0033301i,0.0028804+0.0031068i,0.0032704+0.002179i,0.0014691+0.0014764i,-6.3132e-05+0.0014747i,0.00024321+0.0016707i,0.00066916+0.0013096i,0.00024145+0.0015285i,-1.9015e-05+0.0015062i,-0.00044616+0.00056322i,-0.00069134-0.00080382i,-0.0009502-0.0012588i,-0.00068579-0.0009653i,-0.00049079-0.00082182i,-0.00030389-0.0011179i,-8.0811e-05-0.0012003i,-0.00010459-0.00026467i,0.00019665-0.00011641i,-7.7124e-05-0.0001318i
0.0013047-0.0009822i,0.0005839-0.0006463i,-0.00057258-0.0010712i,-0.00090026-0.0022653i,-0.00071748-0.0018443i,2.201e-05+0.00015299i,0.0015219+0.00071767i,0.0013025+0.00071492i,0.00045448+0.0011338i,0.0013471+0.0013264i,0.001388+0.0010501i,0.00068988+0.00038591i,0.0006473-0.00037201i,0.00074567-0.00095832i,-0.00012672-0.00087577i,-0.00059018-0.00036815i,-0.00035202+0.00018679i,-8.228e-05+0.00081701i,-0.00055557+0.00077718i,-0.00082183+0.00055135i,-0.00096742+0.00039174i,-0.0013-4.195e-05i,-0.00060109-0.00055357i
-0.00037969-0.0012425i,-0.00019633-0.00095968i,0.0002557-5.4074e-05i,0.0012534+0.0013999i,0.0030102+0.0018668i,0.0042736+0.0017008i,0.0038555+0.0014641i,0.0018252+0.00093811i,0.00092494-0.00075866i,0.0014507-0.0019308i,0.0016042-0.0016392i,0.0017501-0.0014774i,0.0011647-0.0021964i,0.00022242-0.0021677i,-1.726e-05-0.0009632i,0.00024363+0.00033432i,-4.6019e-05+0.0010424i,-0.00037675+0.0012295i,0.00029488+0.00089901i,0.00081072+0.00062056i,0.0011825+0.00052453i,0.0013038+0.00046558i,0.0011215+0.0003669i
0.0015768+0.00029191i,0.00082905+0.00050848i,-0.0009584-0.00011829i,-0.002956-7.2696e-06i,-0.0036965+0.00079784i,-0.0012517+0.0017132i,0.00017107+0.0017142i,-0.00051451+0.00038492i,-0.0011508-0.00068081i,-0.0018729-0.0017144i,-0.0018077-0.0021985i,-0.0013761-0.0010483i,-0.0011323-0.00042519i,-0.00047246-0.00039897i,0.0001796+0.00022959i,0.00088285-9.6967e-05i,0.0012742-0.00081176i,0.0016795-0.0010654i,0.0018587-0.00036769i,0.0018378+0.00058925i,0.0016199+0.000597i,0.0012618+0.00020625i,0.0010143-0.0005579i
0.0016743-2.2813e-05i,0.0014724+0.00063288i,0.0016845-0.00032467i,0.0012653-0.0010231i,0.00057403-0.00091873i,0.00040485+0.00053285i,0.0014261+0.0020735i,0.00058822+0.0018788i,-0.0014977+0.00086985i,-0.0033564+0.00023695i,-0.0040253-4.8243e-06i,-0.0035002-7.2323e-05i,-0.0023376+0.00012934i,-0.00033122+0.00026602i,0.00029202+0.00016428i,0.00017228+0.00010431i,-0.00023475+8.161e-05i,-0.00092789-8.9411e-05i,-0.0015523-0.00039973i,-0.0010343-0.00015698i,-0.00031718-0.00019392i,-0.00044327-0.0004119i,-0.00042196-0.00012585i
