-0.0045251+0.001886i,-0.0033684+0.0025169i,-0.002802+0.0018699i,-0.0017672+0.0016724i,-0.0007156+0.002228i,-0.00010165+0.001477i,0.00012513-0.00016384i,0.00053128-0.000436i,0.00091118-0.00018429i,0.0014426-5.9731e-05i,0.0020935+0.00038411i,0.0011794+0.0004961i,-0.0001917-0.00012023i,-0.00026135-0.0005843i,4.6913e-05-0.00079882i,0.00041384-0.00031006i,0.00088933-0.00027113i,0.00065968-0.0011217i,0.00026282-0.00031463i,-0.00019672+0.00049831i,-0.00065947+6.7605e-05i,-5.8309e-05+0.0002704i,0.0011117+0.00059918i
-0.083833+0.00067223i,-0.071734-0.021452i,-0.048393+0.0057269i,-0.034888+0.056385i,-0.029344+0.069914i,-0.020463+0.050928i,-0.010786+0.033391i,-0.0057496+0.027033i,-0.0048994+0.024428i,-0.004311+0.016534i,-7.8847e-05+0.0082658i,0.0051564+0.0044385i,0.0062052+0.0026734i,0.0022299+0.0033311i,-0.0018987+0.0042447i,-0.0022238+0.0040267i,0.00059199+0.0027135i,0.0026475+0.00048961i,0.0019179-0.00045318i,0.0017698+0.00017639i,0.0027862+0.0027384i,0.0039209+0.0029418i,0.004993-0.00025262i
0.019985+0.062979i,0.030096+0.096179i,0.025342+0.049046i,0.029889-0.01448i,0.033944-0.033621i,0.023386-0.027446i,0.010761-0.022653i,0.0040957-0.020099i,0.0033742-0.015099i,0.0050428-0.0077765i,0.0012254-0.0030574i,-0.0038948-0.00097318i,-0.0053194-0.000784i,-0.0046154-0.0039647i,-0.0030855-0.005569i,-0.0030241-0.002865i,-0.0037841+0.0003169i,-0.0013692+0.0027367i,0.0018235+0.0017459i,0.0018405-0.0012985i,0.00097922-0.0027446i,0.00015595-0.001456i,-0.001958+0.00064937i
-0.0063604-0.11998i,-0.02376-0.12564i,-0.027345-0.077235i,-0.040017-0.029977i,-0.041637-0.013499i,-0.026241-0.0059523i,-0.011976+0.0022664i,-0.0052396+0.002805i,-0.006322-0.0023874i,-0.0079952-0.0046563i,-0.0032953-0.0032176i,0.0019012-0.0024187i,0.0029686-0.001044i,0.0030931+0.00073848i,0.0034563+0.00011116i,0.0022873-0.0014852i,-0.00019673-0.0026831i,-0.0022974-0.0023864i,-0.0023147-2.6045e-05i,-0.0024089+0.0020741i,-0.0040979+0.0029167i,-0.0047787+0.0020346i,-0.0024864+0.0011273i
0.028805+0.093464i,0.018643+0.085353i,0.028674+0.061148i,0.051526+0.040656i,0.049244+0.031289i,0.031457+0.022102i,0.019814+0.012935i,0.016015+0.010906i,0.014484+0.011389i,0.0092953+0.0092492i,0.0044979+0.0046295i,0.002939-0.00039386i,0.0013178-0.0033213i,0.00072172-0.0019777i,0.00047722+0.0014026i,0.0004926+0.0018177i,0.00047701-0.0010526i,-0.0005191-0.0031852i,-0.00035152-0.0017704i,0.0016394+0.00047525i,0.0034294+0.0004498i,0.002597-0.0020568i,0.00013337-0.0049864i
-0.0013275-0.01483i,0.020679-0.022423i,-0.005627-0.029707i,-0.035173-0.0366i,-0.034746-0.035443i,-0.027878-0.024791i,-0.024404-0.012663i,-0.018848-0.0073355i,-0.012809-0.0083103i,-0.0070772-0.0086537i,-0.0040034-0.0041502i,-0.003447+0.001466i,-0.0040428+0.0038882i,-0.0061586+0.0034912i,-0.0071501+0.0021238i,-0.0048569+0.0028198i,-0.00086964+0.005416i,0.0026032+0.0058915i,0.0032332+0.0014112i,-5.1954e-05-0.0032854i,-0.0021095-0.003388i,-0.00016089-0.00074157i,0.0023173+0.0030392i
-0.074575-0.033733i,-0.079027-0.014314i,-0.04125+0.0033855i,-0.01041+0.02664i,-0.0004957+0.033365i,0.0070962+0.02386i,0.011453+0.014127i,0.0072747+0.0067277i,0.00050131+0.0051606i,-0.0011351+0.0063507i,0.0022874+0.0027564i,0.0045886-0.0022441i,0.0040201-0.0038245i,0.0041509-0.0029692i,0.0034133-0.0014931i,0.00055164+0.00034066i,-0.0021304+0.001422i,-0.0036799+0.0023955i,-0.0038238+0.0036336i,-0.0029587+0.0050649i,-0.0021934+0.0051828i,-0.0015643+0.0024923i,-0.00084692-0.00091508i
0.10402-0.0017185i,0.091005+0.0030508i,0.060574-0.0067778i,0.037885-0.031738i,0.025326-0.034111i,0.013711-0.02082i,0.006945-0.013037i,0.0076422-0.011228i,0.0089234-0.0097514i,0.0050075-0.0045514i,-0.00063957+0.00068737i,-0.0027724+0.0025208i,-0.0027164+0.0023669i,-0.0019691+0.0013099i,0.00017681+0.00033291i,0.00061265-0.0016824i,-0.0012058-0.0034493i,-0.0023223-0.0024467i,-0.0010004+8.3495e-05i,0.0018182+0.0012029i,0.0024056+0.00092619i,-0.0011799+0.0010245i,-0.0045743+0.0016597i
-0.052006+0.033697i,-0.059938+0.010737i,-0.059669+0.019015i,-0.04745+0.033959i,-0.033333+0.028147i,-0.022956+0.019839i,-0.013161+0.017652i,-0.0068636+0.014045i,-0.0055045+0.0074671i,-0.0054618-6.5759e-05i,-0.0035723-0.00323i,-0.00022629-0.0025599i,0.00074255-0.00090701i,-0.00016733+0.0021514i,0.00066051+0.0037351i,0.0030458+0.0032268i,0.0060519+0.0015515i,0.00675-0.0019241i,0.0023591-0.0050351i,-0.0028147-0.0054359i,-0.0026029-0.004167i,0.0025362-0.0027668i,0.0060557-0.0030129i
-0.020791+0.0049784i,0.0047615+0.011537i,0.024249-0.0048426i,0.034585-0.0107i,0.033341-0.0096755i,0.024162-0.012661i,0.012559-0.011259i,0.0047902-0.0048126i,0.0027133+0.0022365i,0.0039033+0.0061135i,0.0048932+0.0043399i,0.0034451+0.00038512i,0.0012544-0.0031538i,0.00025901-0.0049232i,-0.00090375-0.0031711i,-0.0018178+0.00046468i,-0.0018672+0.0026187i,-0.0019303+0.0034256i,-0.00091659+0.0045749i,0.00060219+0.0058687i,-0.00010217+0.0052075i,-0.0036641+0.0026313i,-0.0066085+0.0019178i
0.032999-0.068045i,0.024466-0.051631i,0.0093675-0.029967i,-0.016306-0.021747i,-0.025359-0.014717i,-0.018091-0.0050274i,-0.012063-0.0012242i,-0.0095477-0.0027537i,-0.0088079-0.0056254i,-0.0079647-0.0045668i,-0.0060785-0.00025859i,-0.0032251+0.0030547i,-0.0004997+0.0037811i,0.00058199+0.002459i,-0.00068002+0.00053524i,-0.0039442-0.001219i,-0.0063589-0.00099238i,-0.0053784+0.00073824i,-0.0016233+0.00020236i,0.0018467-0.0023225i,0.0039032-0.0018898i,0.005983+0.0015424i,0.0068691+0.0027311i
0.0067687+0.071819i,-0.019163+0.069601i,-0.0104+0.060329i,0.01446+0.042048i,0.019191+0.026116i,0.013889+0.0184i,0.013026+0.014648i,0.0129+0.0092451i,0.0095887+0.0041009i,0.0040674-0.00037737i,0.00032113-0.0038238i,-0.0014095-0.0054039i,-0.0035672-0.0039438i,-0.0028683-0.00043151i,0.00091482+0.0016463i,0.0043596+0.00064221i,0.0048236-0.0021468i,0.0017557-0.0039619i,-0.0037541-0.003075i,-0.0077276-0.0015291i,-0.0072182-0.0022012i,-0.0055144-0.0048567i,-0.0050294-0.0073431i
-0.016644-0.017157i,0.0070588-0.047664i,0.0026398-0.056821i,-0.0055837-0.042622i,-0.0075528-0.029486i,-0.010273-0.022571i,-0.011984-0.012869i,-0.009093-0.002261i,-0.000442+0.0036168i,0.0065743+0.0041778i,0.007994+0.0021432i,0.007196+0.00050126i,0.0047554-0.00076178i,0.00082345-0.0013358i,-0.00067755+0.00050789i,0.00016377+0.0026289i,0.00089399+0.004165i,0.0019738+0.0052473i,0.0044999+0.0044912i,0.0059872+0.0034064i,0.0043438+0.0040473i,0.0011307+0.0059142i,-0.00063127+0.007441i
-0.025735-0.025416i,-0.014006+0.0028965i,-0.0070428+0.017289i,-0.011966+0.025238i,-0.0081465+0.024579i,0.00046149+0.018355i,0.002471+0.011154i,-0.0017942+0.0055042i,-0.007957+0.0015581i,-0.011464+0.00052609i,-0.0098139+0.0029713i,-0.0049624+0.0043078i,-0.001201+0.0024528i,0.00031688+0.00078958i,-0.00094768+7.4888e-05i,-0.0033933+0.0014149i,-0.0038102+0.0032633i,-0.0021748+0.0017743i,-0.00076021-0.0012039i,-0.00053062-0.0028808i,0.00083568-0.0038107i,0.0037729-0.005594i,0.0045307-0.0068222i
0.050372+0.011106i,0.026104+0.027118i,0.019856+0.021308i,0.023544-0.0028375i,0.018254-0.012429i,0.013292-0.0083762i,0.012365-0.0068225i,0.010897-0.0094133i,0.0082294-0.01118i,0.004675-0.0088398i,0.00039292-0.0052849i,-0.0023635-0.0022335i,-0.002489+0.0014107i,-0.0010454+0.0030612i,0.0001767+0.00039693i,-0.00012565-0.0037794i,-0.0016857-0.005772i,-0.0039074-0.0033697i,-0.0055986+0.0016837i,-0.0058941+0.0045765i,-0.0070172+0.0057797i,-0.0083988+0.0057439i,-0.0082158+0.0047547i
-0.030024+0.003099i,-0.046011-0.037106i,-0.047981-0.036344i,-0.033756-0.014037i,-0.023667-0.00054i,-0.022123+0.0044244i,-0.01776+0.0094739i,-0.0085366+0.011528i,-0.00019828+0.0079665i,0.0045699+0.0029627i,0.0057705-0.0010745i,0.0049984-0.0045774i,0.002183-0.00608i,-0.00086714-0.0047207i,-0.00030052-0.0014594i,0.0014557+0.00068988i,0.0024586+0.00039862i,0.0035622-0.00072554i,0.003633-0.0027058i,0.0039062-0.0047174i,0.0054282-0.004395i,0.0070246-0.00259i,0.0076989-0.0015162i
0.0027133+0.014437i,0.043123+0.025694i,0.048031+0.021468i,0.032263+0.0142i,0.023271+0.0049285i,0.01854-0.0041001i,0.011231-0.0069331i,0.002697-0.0042991i,-0.0038109+0.0011879i,-0.0059129+0.005617i,-0.0052836+0.0079807i,-0.0024657+0.0081874i,0.00012653+0.0058528i,-0.00090629+0.0028642i,-0.0033456+0.0025195i,-0.0041454+0.0043459i,-0.0031239+0.0042823i,-0.0019757+0.0023144i,-0.0018639+0.001091i,-0.0021149+0.00078883i,-0.0028695-0.00033713i,-0.0041125-0.0031484i,-0.0054173-0.0051086i
-0.0017337-0.029916i,-0.0095752-0.0030645i,-0.0088346-0.00052935i,-0.010932-0.010731i,-0.0097267-0.011868i,-0.0045463-0.0065146i,-0.00045688-0.003885i,-0.0015408-0.0059688i,-0.0024588-0.0075828i,-0.00032832-0.0059345i,0.0011315-0.0052175i,0.001218-0.0040935i,0.0019274-0.0017805i,0.0032094-0.0010874i,0.0026601-0.0016345i,0.00020994-0.001349i,-0.001882+3.0677e-06i,-0.0013949+0.001505i,0.000518+0.0035608i,0.0010164+0.0052492i,0.00097268+0.0065151i,0.0028954+0.0078122i,0.0047831+0.0076546i
0.00074594+0.010598i,-0.040314-0.0016153i,-0.042401+0.0051644i,-0.017282+0.014383i,-0.0042521+0.0187i,-0.0031478+0.021791i,1.559e-05+0.020253i,0.0070154+0.013285i,0.0098045+0.004974i,0.0060091+0.00042827i,0.00074781-0.00079818i,-0.0024875-0.0012164i,-0.003971-0.001241i,-0.003976-0.0013346i,-0.0018365-0.001479i,0.00058675-0.002084i,0.0012803-0.0031312i,-0.00027407-0.0032904i,-0.0021762-0.0036764i,-0.0023165-0.0049294i,-0.0022789-0.0063482i,-0.0027238-0.0076913i,-0.0026735-0.0076872i
0.024795+0.0039659i,0.05547-0.024749i,0.049213-0.030927i,0.025408-0.024391i,0.0068281-0.022472i,-0.0022579-0.021993i,-0.0064377-0.016123i,-0.0064357-0.0071698i,-0.0049678-0.0016386i,-0.0037644+0.00090559i,-0.00065767+0.0038915i,0.003471+0.0046256i,0.0046469+0.0026225i,0.002019+0.0025513i,7.2171e-05+0.0046853i,0.0014454+0.0051661i,0.0030009+0.0037348i,0.0020347+0.0024492i,0.00065514+0.001888i,0.0017238+0.0017687i,0.0016153+0.0024708i,-0.00043609+0.0045328i,-0.0018582+0.0055554i
-0.038558+0.007984i,-0.028831+0.036841i,-0.022788+0.031174i,-0.016407+0.017317i,-0.0055241+0.011866i,0.0016039+0.0076839i,0.0038461+0.0035436i,0.0029321+0.0014439i,0.00080935+0.0014917i,5.6402e-05+0.0015075i,-0.00087143-0.00092315i,-0.0020416-0.0037335i,-0.002239-0.0051751i,-0.0017423-0.005692i,-0.0015175-0.0047793i,-0.0019308-0.0031159i,-0.0018638-0.0013773i,-0.00056411+0.0006747i,0.00071656+0.0018937i,0.00015196+0.0022962i,0.0010707+0.0011138i,0.003863-0.002224i,0.0049288-0.0037849i
0.010171-0.026293i,-0.017457-0.008523i,-0.014094+0.0026844i,0.0016619+0.0040801i,0.010198+0.0045568i,0.010814+0.0080702i,0.0096636+0.0085253i,0.0079622+0.0012458i,0.0032925-0.0048626i,-0.0016095-0.0044522i,-0.0027409+3.6784e-05i,-0.00055199+0.0034759i,0.00012355+0.0036806i,-0.0013867+0.0031969i,-0.0020783+0.0016497i,-0.0025032+0.00020318i,-0.0036313+0.00013055i,-0.0041696+0.00033578i,-0.0034403+0.00050773i,-0.0035191+0.00034259i,-0.0047081+0.00049831i,-0.0059735+0.0016199i,-0.0057598+0.0012719i
0.023454-0.0068008i,0.017896-0.045141i,0.0083833-0.042363i,-0.0032086-0.021225i,-0.014395-0.010003i,-0.019152-0.0066577i,-0.017251-0.0030457i,-0.011412+0.0017703i,-0.0054424+0.0041306i,-0.0016867+0.0029162i,0.00095245+0.00042678i,0.0031182-0.00099427i,0.0038284-0.00033786i,0.0032507+0.0012186i,0.0033645+0.0021896i,0.0036647+0.0019793i,0.0036977+0.00049607i,0.002968-0.0010684i,0.0012228-0.0021736i,0.00066209-0.0022104i,0.0024824-0.00048411i,0.0051005+0.0010966i,0.005285+0.0010558i
-0.0092819+0.052834i,0.016894+0.061132i,0.017504+0.046292i,0.013223+0.022847i,0.013494+0.0062225i,0.012136-0.002325i,0.008441-0.0043787i,0.005888-0.0017033i,0.0062164-0.00020824i,0.0065708-0.00097341i,0.0031158-0.00079698i,-0.0021627-0.00023483i,-0.0054297-0.0012026i,-0.0053807-0.0027619i,-0.0047632-0.0017771i,-0.0040667+0.00016436i,-0.0018024+0.0016593i,0.0012022+0.0020253i,0.0025616+0.0015427i,0.0018299+0.0017071i,-7.4969e-05+0.00145i,-0.0030284-0.0012446i,-0.0041811-0.003034i
-0.035323-0.037669i,-0.03765-0.017249i,-0.023424-0.010135i,-0.010253-0.0081676i,-0.00078262-0.0053359i,0.0050379-0.0010469i,0.0048885+0.0017485i,0.00031593-0.00013625i,-0.0058922-0.0016105i,-0.0088753+0.00088074i,-0.0045938+0.0031956i,0.0014028+0.0021681i,0.0030409+0.00046502i,0.0023822+0.00041946i,0.001414+0.0010653i,0.00033064+0.0017426i,-0.0012025+0.0027233i,-0.0016329+0.0025437i,-0.00028953+0.00087439i,-0.0002108-0.00025425i,0.00019366+0.00078908i,0.0016684+0.0028345i,0.0015832+0.0032816i
0.033292-0.020009i,0.0077085-0.032179i,-0.0014013-0.022568i,-0.0019153-0.0041832i,-0.0044717+0.0068042i,-0.0088677+0.0099879i,-0.0080621+0.009218i,-0.0020785+0.0065287i,0.003125+0.0027455i,0.0045053-0.00063342i,0.0023219-0.0021835i,0.00060913-0.0026463i,0.0022354-0.001455i,0.0032703-0.00029728i,0.0029709-0.0011052i,0.0025026-0.0029798i,0.0011408-0.0046107i,-0.0012428-0.0038541i,-0.0029527-0.0012347i,-0.0023339+6.2232e-05i,-0.00059809-0.0012148i,0.00062276-0.0029979i,0.00097234-0.0035594i
0.027434+0.038849i,0.042227+0.027704i,0.028994+0.021271i,0.012644+0.0086007i,0.0056355-0.0040655i,0.0032588-0.0088155i,0.0019553-0.0073892i,0.0014086-0.0052255i,0.0016914-0.0053985i,0.0023668-0.005355i,0.0019114-0.0032252i,0.00018866+0.00028007i,-0.0028192+0.0028256i,-0.0051621+0.0041092i,-0.0047514+0.0037003i,-0.0023144+0.002056i,-0.00029113+0.0012235i,0.00068072+0.00048515i,0.0015649-0.00028941i,0.00078591-0.00056724i,-0.00083603+0.00026775i,-0.0021754+0.002261i,-0.0027488+0.0028559i
-0.066237+0.0070582i,-0.057749+0.017322i,-0.03735+0.011123i,-0.017166+0.0051995i,-0.0051335+0.0038666i,0.0011308+0.0022548i,0.0016848+0.0020057i,-0.0020569+0.0046362i,-0.0059316+0.0083306i,-0.0064496+0.010677i,-0.0041644+0.0081945i,-0.0022102+0.0016996i,-0.0017857-0.0025278i,-0.00060465-0.0029226i,0.00069276-0.0021765i,0.00078105-0.00065855i,0.00021954+0.0016758i,-0.00068872+0.0023106i,-0.0017659+0.0010585i,-0.0028518-0.00033808i,-0.002528-0.00097271i,-0.0006931-0.0015395i,0.00059376-0.001232i
0.013089-0.05235i,0.0034593-0.0385i,0.0043586-0.022842i,0.006869-0.01107i,0.0081536-0.0015748i,0.0056568+0.0050586i,0.0029922+0.0041718i,0.0034608-0.0011251i,0.0039935-0.0056056i,0.0034595-0.0076307i,0.0016449-0.0061207i,5.7771e-05-0.0039617i,0.0011615-0.0038144i,0.0019366-0.0037027i,0.00091612-0.0025641i,-0.00073176-0.0017038i,-0.0023696-0.0010253i,-0.0028395+0.00075774i,-0.0013893+0.0029009i,0.00048488+0.0036144i,0.0010956+0.002586i,9.4485e-05+0.0010272i,-0.001641-0.00031508i
0.048329+0.025069i,0.047359+0.01189i,0.03129+0.0093301i,0.010642+0.0073874i,-0.0011491+0.0012151i,-0.0053487-0.0026894i,-0.0041224-0.0015041i,-0.0029036-0.00057896i,-0.0038989+0.00015872i,-0.0043389+0.0011087i,-0.002012+0.00094772i,0.0010333+0.0021016i,0.0016682+0.0053976i,4.0814e-05+0.0070375i,-0.00061771+0.0055044i,0.00044315+0.0029615i,0.0017984+0.0014299i,0.0016472-0.00030292i,0.00033234-0.0018144i,-0.00071931-0.0016304i,-0.0014191-0.00070453i,-0.00050585+0.00045491i,0.0016515+0.0018055i
-0.039696+0.051822i,-0.035827+0.047529i,-0.029157+0.02952i,-0.013994+0.014129i,-0.0025596+0.0044012i,0.00018962-0.00041738i,-0.00015248+0.0013078i,0.00056673+0.004542i,0.0023614+0.0060311i,0.0038472+0.0074276i,0.0029165+0.0072615i,-0.00027514+0.0044518i,-0.0021722+0.0013396i,-0.0026575-0.00013005i,-0.0018245-0.00030398i,-0.0004442-0.00016195i,0.00017809+0.00083636i,0.0001625+0.0017035i,-0.00024998+0.0015605i,-0.001497+0.0017925i,-0.0019726+0.0023255i,-0.0013795+0.0019099i,-0.0011721+0.0013683i
-0.027139-0.062062i,-0.024947-0.055739i,-0.013223-0.039894i,-0.0042353-0.022842i,-0.0014941-0.010971i,0.00015749-0.0037495i,-0.00090063-0.0011286i,-0.0020174-0.0034704i,-0.0019478-0.0079451i,-0.0034016-0.010253i,-0.0037599-0.0082486i,-0.0030137-0.0064564i,-0.0034062-0.0072515i,-0.0040589-0.0066914i,-0.0035967-0.0037936i,-0.0024879-0.0011418i,-0.0020047+0.00034416i,-0.00099637+0.000332i,0.0016067-0.00094161i,0.0027409-0.0024765i,0.0025834-0.003591i,0.0020588-0.0029451i,0.00086544-0.0014005i
0.061591-0.0097282i,0.054125-0.0069271i,0.041584-0.0034401i,0.024387-0.0015971i,0.0086646+0.00082512i,0.00019025+0.0022641i,-0.00020443+0.002098i,0.00074397+0.0022834i,0.00060348+0.00529i,0.0010967+0.0063311i,0.0016937+0.0041083i,0.0024363+0.0026918i,0.0047958+0.0030273i,0.0074058+0.0031259i,0.0064392+0.0020434i,0.0034812+0.00077891i,0.0012568-0.00062549i,-0.00061789-0.00088845i,-0.0022592+0.0010099i,-0.0029955+0.0024614i,-0.002177+0.0023881i,-0.0011481+0.00061015i,-0.0005536-0.0012948i
-0.0024209+0.065547i,-0.0048879+0.062843i,-0.0081176+0.045262i,-0.0044092+0.023721i,0.0017686+0.0092404i,0.0022542+0.0032225i,0.0019054+0.0029927i,0.0028562+0.0017022i,0.0028141+1.9508e-05i,0.0032838-0.00036796i,0.0038982+0.00032037i,0.0030651+0.000763i,0.0011797+0.00073541i,6.4485e-05+0.0016607i,0.00016353+0.0022723i,0.00018047+0.0021061i,0.00025666+0.0014431i,0.00047975+0.0011183i,0.0004098+0.001642i,0.00020198+0.002682i,0.0013797+0.0031648i,0.0026309+0.003301i,0.0020908+0.0027722i
-0.066699-0.025905i,-0.061448-0.030317i,-0.043448-0.02488i,-0.026179-0.011563i,-0.014393-0.0039428i,-0.0073346-0.0019932i,-0.0053686+9.4576e-05i,-0.0046664+0.0012294i,-0.0050132-0.00056496i,-0.0072662-0.0018572i,-0.0075186-0.00050289i,-0.0062095+0.00096097i,-0.0064256+0.0014274i,-0.0072342+0.0015718i,-0.0055969+0.0018089i,-0.0024944+0.0016779i,-0.00092691+0.000352i,-0.00039472-0.00086915i,-0.00039435-0.0017049i,-0.002078-0.0023371i,-0.0038157-0.0025036i,-0.0040391-0.0022245i,-0.0033629-0.0011251i
0.043526-0.052118i,0.043717-0.045169i,0.034292-0.031972i,0.021694-0.020687i,0.010683-0.010682i,0.0051665-0.0036471i,0.0035178-0.00268i,0.0040184-0.0010979i,0.0062131+0.0011103i,0.0064589+0.0008817i,0.0040591-0.00033637i,0.0031064-0.0022266i,0.003691-0.0046191i,0.0035905-0.006367i,0.0024578-0.0053867i,0.0010173-0.0021566i,-0.00049973+0.00015503i,-0.0011754+0.0012768i,-0.00083926+0.0029551i,0.00041665+0.0040925i,0.0011672+0.0038755i,-0.0001109+0.0026093i,-0.0015075+0.00018268i
0.040916+0.048901i,0.03341+0.050575i,0.019718+0.037441i,0.011313+0.019674i,0.005631+0.0083604i,0.00080475+0.0044216i,0.0012038+0.0031129i,0.0014416+0.0008166i,-0.0013004-0.00079992i,-0.0018852-0.0014458i,-0.0003141-0.0022669i,0.0016133-0.0015019i,0.0012722-0.00035967i,0.00059558+0.00066204i,0.00071023+0.00138i,-5.7341e-05+0.0010172i,-9.8822e-05+0.00039257i,-0.00035503-0.00049081i,-0.00022609-0.001082i,0.00077464-0.0015898i,0.0014167-0.002506i,0.0023578-0.0028735i,0.0025928-0.0024817i
-0.062538+0.02712i,-0.061993+0.020609i,-0.043633+0.012917i,-0.023198+0.010573i,-0.0092465+0.0070816i,-0.0045093+0.0033853i,-0.0038128+0.0043423i,-0.0020582+0.005086i,-0.0019662+0.0036394i,-0.0029209+0.0037713i,-0.0026781+0.0052151i,-0.0020206+0.006008i,-0.00087741+0.0062175i,-0.00031762+0.0062139i,-0.00031726+0.0047484i,-0.00031308+0.0019046i,-0.00036606+0.00036533i,-0.00077199+0.00091959i,-0.0020833+0.00087401i,-0.0034202+0.0010813i,-0.004234+0.0034435i,-0.0041365+0.0053483i,-0.0022569+0.0042705i
-0.0050255-0.067246i,0.0016433-0.066082i,0.0027173-0.047312i,-0.0011574-0.027863i,-0.0016941-0.014512i,0.00019841-0.0076817i,-0.00094251-0.0052283i,-0.0013811-0.003506i,0.00098379-0.0028731i,0.0022066-0.0035365i,0.0012168-0.0038368i,-0.001113-0.0039851i,-0.0036903-0.003044i,-0.0053461-0.0026998i,-0.0046275-0.0026547i,-0.0028638-0.0010027i,-0.00082431+0.0010243i,0.001312+0.0014606i,0.0021196+0.00083437i,0.0023534-1.4205e-05i,0.001982-0.00093761i,0.00071461-0.0011628i,-0.00010583-0.00083873i
0.060961+0.012349i,0.053649+0.016362i,0.035956+0.013664i,0.021994+0.0066979i,0.010955+0.002514i,0.0058395+0.0023706i,0.0056519+0.00077604i,0.0028192-0.00085504i,-0.00037583-0.0015433i,-0.0011467-0.0021757i,-0.00099157-0.0022453i,-0.0005268-0.0018308i,0.0004765-0.0018629i,0.00090989-0.002124i,0.00088649-0.0020843i,0.00061797-0.001698i,0.00016932-0.001105i,-0.00047203-0.00042181i,-0.0013864-0.00047627i,-0.0018706-0.0012213i,-0.0014921-0.0020113i,-0.00063188-0.0023094i,-0.00033142-0.0018499i
-0.025176+0.053523i,-0.028202+0.048292i,-0.022031+0.032604i,-0.0095639+0.019537i,-0.0014739+0.010336i,-0.0012215+0.0056386i,0.00029251+0.0049178i,0.002728+0.0038518i,0.0026264+0.0035303i,0.0025938+0.0051429i,0.0035173+0.0058269i,0.0053362+0.0055343i,0.0061682+0.0037282i,0.0050079+0.0020588i,0.003466+0.0019228i,0.0020016+0.0011295i,0.00080493-3.4442e-05i,-0.0001275+0.00062815i,-0.0010211+0.0014519i,0.00048438+0.0019497i,0.0024983+0.003414i,0.0027743+0.003945i,0.0019567+0.0024964i
-0.051458-0.041061i,-0.04447-0.039254i,-0.030766-0.025018i,-0.022379-0.010534i,-0.013874-0.0032118i,-0.0071909-0.0017627i,-0.0055551-0.00077799i,-0.0044758+0.00035045i,-0.0032362-0.001312i,-0.0029177-0.0018458i,-0.0032576+0.00045502i,-0.0036859+0.0012963i,-0.0031351+0.001257i,-0.0030541+0.0022036i,-0.0026807+0.002751i,-0.00053734+0.0023722i,0.0016563+0.0015727i,0.0022539-0.00035839i,0.0006643-0.0017308i,-0.0017513-0.0017397i,-0.0032882-0.0017286i,-0.003649-0.0011865i,-0.003103+0.0002352i
0.050982-0.032206i,0.046078-0.025292i,0.02891-0.015757i,0.014337-0.010744i,0.0069639-0.0062006i,0.0040933-0.0016294i,0.0013495-0.0017128i,-0.001191-0.0030682i,-0.0015681-0.0036268i,-0.0017031-0.0048491i,-0.0022489-0.0047704i,-0.0029645-0.0035024i,-0.0037093-0.0031006i,-0.0031189-0.0026082i,-0.0027374-0.0023611i,-0.0030598-0.0017802i,-0.002867-0.00086748i,-0.0022803-0.00034147i,-0.0022106+0.00059927i,-0.00206+0.00076271i,-0.001469+0.00058109i,-0.00048803+0.00028919i,-0.00010234-0.00016648i
0.017161+0.049355i,0.010886+0.043211i,0.005837+0.027965i,0.0071502+0.014826i,0.0055814+0.0061265i,0.0027427+0.0032681i,0.0038824+0.0017816i,0.0048673+0.00029029i,0.0047512+0.0012399i,0.0067358+0.0028044i,0.0085189+0.0022889i,0.0079225-0.0001597i,0.0057192-0.0023401i,0.0038301-0.0025504i,0.0024008-0.0018111i,0.00098726-0.00080894i,0.0006325-0.00050214i,0.0007655-0.00033143i,0.0013814+0.000658i,0.0016337+0.0005613i,0.0024318-0.00064943i,0.0025956-0.0015229i,0.0011366-0.000846i
-0.057471+0.0077103i,-0.048529+0.0054841i,-0.027067+0.0053251i,-0.0098324+0.0083838i,-0.00072027+0.0065754i,0.0003832+0.0022721i,-0.0015906+0.0028508i,-0.0024806+0.0042786i,-0.0036604+0.0035006i,-0.0050229+0.0033575i,-0.0050954+0.0033789i,-0.0032762+0.0035613i,-0.00093635+0.0029665i,0.00087658+0.0026645i,0.0014601+0.0028578i,0.0017172+0.0018976i,0.0020927+0.00047997i,0.00078637-0.00061722i,-0.0015019-0.00020151i,-0.0020244+0.0012903i,-0.001239+0.0024223i,-0.0007425+0.002437i,-0.00080073+0.001735i
0.0071455-0.05054i,0.009829-0.037409i,0.0054818-0.020053i,-0.0021562-0.011446i,-0.0023588-0.0054067i,0.00036373-0.0021711i,-0.00056835-0.0016653i,-0.0018064-0.0019035i,-0.0026407-0.0023583i,-0.0044255-0.0021437i,-0.0047237-0.00094422i,-0.0030044+0.00088428i,-0.0023442+0.0022975i,-0.0035046+0.0027998i,-0.0041843+0.0019347i,-0.0040641+0.0010043i,-0.0031758+0.0021196i,-0.001322+0.0028727i,0.00014847+0.0025506i,0.00037829+0.0020627i,-0.00046357+0.0010925i,-0.00053502-0.00013617i,-0.00021657-0.00063995i
