0.0013781-0.00099654i,0.0010647-0.0023011i,-5.2899e-05-0.0031196i,0.00023321-0.0016759i,0.00083001-0.0014459i,0.00023906-0.0010202i,-0.0010437+0.00053763i,-0.0010393+0.002585i,2.6116e-05+0.0033194i,0.0012293+0.001695i,0.0015697-0.00041915i,0.00097067-0.00081695i,0.00083694-0.00025232i,-2.5744e-05-0.00026815i,-0.00056253-0.0001426i,-0.0001848-6.4265e-05i,-0.0003844+0.00011954i,-0.00044049+0.00062248i,-0.0005422+0.00063483i,0.00011428-0.00022681i,0.00083742-0.00049263i,0.00065449-8.3162e-05i,-8.1074e-05+8.3229e-05i
0.0010299-0.00038728i,0.001165-0.00028165i,0.0018806-0.0004352i,0.002827+0.00019349i,0.0033659+0.00036743i,0.0025783-0.00042766i,0.0010785-0.00082604i,0.000223-0.00030775i,-0.00026559+0.00070443i,-0.00020183+0.00069715i,0.00028685+0.00031481i,0.00059098+0.00016879i,0.00032891+0.00022683i,0.00057455-0.0003145i,0.00085282-0.00069164i,0.0011323+0.00011965i,0.00024011+0.00042459i,-0.00042586+0.00013912i,-0.00046644+1.0194e-05i,-0.00041189-8.8278e-05i,2.876e-05+0.00028689i,0.00027897-9.5598e-05i,5.0455e-05+0.00015476i
-8.1872e-05-0.0006084i,-0.00016162-0.0011377i,0.00028647-0.00038297i,0.0015988+0.00054462i,0.0025585-0.0010005i,0.002174-0.0022982i,0.00032577-0.0010976i,-0.00086822+0.00058256i,-0.00029954+0.001513i,0.00029665+0.0017283i,0.00036699+0.0016189i,9.7926e-05+0.0010576i,0.00032022+6.8758e-05i,0.0014224-0.00057245i,0.00187-0.0004787i,0.0013371-5.5451e-05i,0.00050308-0.00041596i,-0.00049039-1.1468e-05i,-0.00066694+0.00043391i,-0.00032545+0.00047196i,9.786e-05+0.0009347i,-8.1138e-05+0.0006068i,-0.000121+0.00017137i
0.0013152+0.00086647i,0.0019424+0.0012832i,0.0028844+0.0010515i,0.0048417+0.0002443i,0.0057396-0.00048697i,0.0036262-0.001636i,0.00019787-0.0017008i,-0.0014088-0.00041795i,-0.00060764+0.00097811i,0.0004609+0.0017895i,0.00093852+0.00025544i,0.0008925-0.0018215i,0.0010316-0.0022879i,0.00091703-0.0016151i,0.00093893-0.0010997i,0.00079164-0.00023942i,-5.0959e-05+0.00040412i,-0.00035525+0.000167i,9.1422e-05-0.00027076i,0.001018-0.00030433i,0.0010371+1.1754e-05i,0.00026599-0.00031507i,-4.1121e-05-0.0011071i
-0.00059159+0.00040363i,-0.00075727-0.00021584i,-0.00087159-0.0018939i,-0.00020904-0.0021059i,0.0008051-0.0019491i,0.0015709-0.0027936i,8.3531e-05-0.0019955i,-0.0016744-3.2713e-05i,-0.0010886+0.00060056i,4.626e-05+0.00045951i,4.2574e-06+0.00017943i,9.8644e-05-0.00057205i,0.00037545-0.00078132i,0.00083362-0.00050798i,0.00043852-0.00031681i,0.00019926-0.00015321i,-0.00041028-1.4838e-05i,-0.00091353+0.00012133i,-0.00042922+0.00069916i,-0.00011175+0.00075272i,-0.00032448+0.00016847i,-0.00013799-0.00043351i,0.00030707-0.0005512i
0.00052901-0.00056347i,0.00030172+0.00026427i,0.0010224+0.00042675i,0.0018139+0.00091453i,0.0025059+0.0002886i,0.0025547-0.0008813i,0.0013327-0.00021008i,0.00061979+0.0016798i,9.4667e-05+0.0021234i,-0.00030633+0.0013131i,-0.00014496+0.00073186i,0.00037169+0.0003961i,0.00050253+8.7154e-05i,0.0001675+6.0509e-05i,-0.00017927-0.00027537i,-0.00059251-0.0014091i,-0.00055054-0.0013456i,-0.0008801+7.5023e-05i,-0.00061065+0.00075706i,-0.0001246+0.00015423i,-0.00016355-0.00028326i,-0.00012658+1.6939e-05i,-6.7469e-05-0.0005223i
0.0016868-0.0020488i,0.0013869-0.0013351i,0.0019638-0.0012283i,0.0032062-0.00073262i,0.0034243-0.00041161i,0.0020065-0.00085166i,0.00028652-0.00030766i,-0.00068136+0.00091713i,-0.00048075+0.00057429i,2.6524e-05+1.6218e-05i,0.00016557+0.00026767i,0.00054708+0.00035622i,0.00033241+9.8545e-05i,-0.00011686-0.00031671i,0.00015202-0.00092017i,0.00075646-0.001535i,0.00083797-0.0011526i,0.00078645-0.00029897i,0.00019656+1.2672e-05i,-0.00016387-2.1372e-05i,0.00075177+0.00019168i,0.00047616+0.00075069i,-0.00023085+0.00053671i
0.00040526+0.0011944i,0.00060647+0.00046373i,0.0020037-0.00092518i,0.0025976-0.0016484i,0.0029416-0.0017509i,0.0024332-0.0014991i,-0.00016053-0.00072414i,-0.0014367+0.00017314i,-0.00080672+0.0011137i,-7.4264e-05+0.0010971i,0.00046578+0.00035517i,0.00053113-0.00092563i,0.00053288-0.0014897i,0.00082363-0.00060946i,0.0004589+0.00025084i,0.00016563+0.00029265i,-3.2174e-05-0.00081677i,-0.0004029-0.0018177i,-0.00066302-0.00077146i,-0.00061267+0.00031878i,-0.00026446+0.00039712i,-0.00082871+0.00043866i,-0.0011783+0.00034844i
0.0024583+0.00074878i,0.0020462-0.00012709i,0.0028071-1.1595e-05i,0.0037012+0.000348i,0.0036555+7.834e-05i,0.0020604-0.0012129i,9.776e-05-0.00087956i,-0.00078639+0.00090888i,-0.00027544+0.0027589i,0.00033457+0.0025578i,0.00011958+0.00032888i,0.0004677-0.00068088i,0.00079326-0.0011318i,0.0003515-0.0016976i,0.00018444-0.00098149i,0.00029628-0.00010083i,0.00018885-5.7931e-05i,6.0204e-05+0.00023388i,7.7142e-05+0.0011203i,0.00016187+0.0011332i,-0.00021124+0.00022343i,-0.00019763-1.2594e-05i,-0.00072396+0.00026046i
-0.00061914-0.0003877i,0.00012872-0.00042449i,0.0006344+0.0004057i,0.0015712+0.00053007i,0.0030417-0.00037494i,0.0028826-0.0017701i,0.0011653-0.0015404i,-0.00072265+0.00067922i,-0.0013822+0.001701i,-0.00057415+0.0019507i,0.00027667+0.0014193i,0.00087921+7.2768e-06i,0.0011261-0.0009074i,0.0012045-0.00073952i,0.001145-9.8947e-05i,0.00067229+0.00037331i,0.00022779+0.00052247i,-4.4847e-05+0.00051952i,-0.0002318+0.00041066i,6.4717e-05-0.00044819i,0.00015194-0.00059726i,-1.9577e-05+0.00038273i,-0.00017007+0.00047234i
0.00025312+0.0009631i,-5.8322e-05+0.00062348i,-0.00040302+0.00087111i,9.7385e-05+0.0012386i,0.0007807+0.0015735i,0.00074804+0.00092138i,-8.5124e-05-6.4749e-05i,-0.00066627+0.0006203i,-0.00013896+0.00092625i,0.00045246+0.0012186i,0.00055792+0.0014935i,0.00071959+0.00072534i,0.00032253+0.00066285i,-8.6842e-05+0.0004261i,0.00018725-0.00021051i,0.00011262-4.6377e-05i,8.703e-05+0.00013188i,-0.00049032+0.00031221i,-0.00060534+0.00063597i,-0.00031856+0.00045101i,2.2512e-05-0.00038008i,0.00047773-0.0013835i,0.00029371-0.0013036i
0.00053413+0.0019345i,0.00023982+0.0010788i,0.0022246+0.0012414i,0.0038856+0.0019671i,0.0036288+0.00039828i,0.0021633-0.0017921i,2.1821e-05-0.0014498i,-0.0011688+0.00033469i,-0.00042084+0.00096103i,0.00038529+0.00081966i,0.00097959+0.00040178i,0.0019179-0.00058367i,0.0018422-0.00062847i,0.0010167-0.00047595i,0.0010269-0.00074093i,0.0010508-0.00080437i,0.00016132-0.00080446i,-0.00031034-1.2619e-05i,-0.00079992+0.0010779i,-0.0011282+0.0007299i,-0.000242+7.6749e-05i,-0.00043115-0.00033908i,-0.0010037-3.2189e-06i
0.00055928+7.949e-05i,-0.00039736-1.8398e-05i,0.00042491-0.00087746i,0.0026272-0.00085253i,0.0040193-0.00066428i,0.0030303-0.00051531i,0.0010542+0.0005154i,7.4935e-05+0.001588i,-0.00047951+0.0012768i,-0.00023349+0.00063792i,0.0006014+0.00030731i,0.0010193-0.00010819i,0.00075636-0.00045199i,0.00045988-0.00023213i,-0.00027834-0.00075706i,-1.5774e-05-0.0015986i,0.00038649-0.0010755i,-0.00044629-0.00021665i,-0.0010822+2.3398e-05i,-0.00068285-0.00017225i,-0.00019663-0.00029762i,0.00010342-5.5626e-05i,0.0002469-0.0003005i
-0.0012971+0.00093779i,-0.0010327+0.0014804i,0.00077305+0.0018194i,0.0028593+0.0012939i,0.0041692-0.00031007i,0.0028148-0.0020614i,0.00047429-0.0010637i,-8.6088e-05+0.00062542i,0.00084848+0.0013177i,0.0011596+0.001157i,0.00057992+0.00025584i,0.00046138-0.00034796i,0.00054576-0.00082713i,0.00089022-0.00058422i,0.0017167-0.00023089i,0.0013984+4.623e-05i,0.00019198+5.177e-05i,-0.00041451+6.2289e-05i,-0.00051572-0.00010124i,0.00036108-0.00053885i,0.000612-0.0010436i,-0.00029703-0.00078949i,-0.00063428-0.00022919i
0.00041196-0.00012964i,0.00088342+0.00041688i,0.0019351+0.00093289i,0.0027963+0.00075081i,0.0027754-2.166e-05i,0.0018279-0.00063859i,-0.00062999-0.0011826i,-0.0022037-0.00023963i,-0.00077831+0.0015889i,-9.683e-05+0.0012444i,-0.00010903-0.00011677i,-1.7117e-05-0.00051362i,0.00020278-0.00038512i,0.0005456+0.00010569i,0.00028782-0.00028831i,0.00024628-0.00076286i,0.00028269-0.0011737i,-0.00025848-0.0007292i,-0.00080741+0.00020972i,-0.0011013+0.00018705i,-0.0012563+0.00028313i,-0.00072923+0.00036704i,-8.0473e-05-3.1792e-06i
3.9216e-05-0.0014217i,0.00015138-0.0014769i,0.00087794-0.0020915i,0.0015982-0.0021148i,0.0011916-0.0023453i,0.00091053-0.0025867i,8.3974e-05-0.0010016i,-0.00035536+0.0011093i,-0.00017832+0.0019455i,2.0918e-05+0.001284i,0.00057483+0.00023496i,0.00084967-0.0003903i,0.00054286-0.00097088i,0.00012237-0.0010066i,0.00027427-0.00060093i,-1.7465e-05-0.00085071i,-0.0012956+2.2814e-05i,-0.0015324+0.001105i,-0.00083705+0.00071766i,-0.00035233+5.2859e-05i,0.00032355-0.00017998i,0.00036569+5.7288e-05i,-0.0003821+0.00013503i
0.0015023-0.0010136i,0.0011773-0.0011879i,0.00013233-0.00091154i,0.0005537+0.00033332i,0.0017436+0.00057355i,0.0027345-0.00062621i,0.0012833-0.00012742i,-0.0011515+0.0014116i,-0.001254+0.0018514i,0.00017084+0.0015309i,0.0014154+0.0012671i,0.0013013+0.00097371i,0.00076439+0.00014104i,0.00086349-0.00068825i,0.00065213-0.0010027i,0.00015769-0.00026061i,0.00021541+0.00081198i,-0.00038622+0.00094i,-0.0011695+3.3881e-05i,-0.00088315-0.00098104i,-0.00040928-0.00096957i,-0.00055821-0.00037263i,-0.00022466-0.00034147i
0.00034423+0.00093404i,0.00051771+0.00041255i,0.001119-0.00027319i,0.002093-0.00026531i,0.0025353-7.701e-06i,0.0019004-5.0073e-05i,0.0003243-0.00018048i,-0.00053935-0.00027283i,-0.00028438+0.00060074i,-5.8363e-05+0.0013641i,0.00047195+0.00073028i,0.00083399-0.0004012i,0.0010425-0.00064757i,0.001032-0.00041774i,0.00060138-0.00034069i,0.00055463-0.0010892i,0.00030359-0.0010913i,-0.00057219-0.00092889i,-0.00068659-0.00079856i,-0.0001475-0.0006924i,0.00011693-0.00064814i,7.2765e-06-6.8079e-05i,0.00010843-1.6443e-06i
0.0011331+0.0006978i,0.00071453+6.5447e-05i,0.001207-0.00029654i,0.0031819+0.00051803i,0.005032+0.0011411i,0.003606+0.00014398i,0.00056607+1.6085e-05i,-0.0016984+0.0015118i,-0.0014498+0.0021344i,-3.3193e-05+0.001154i,0.00064834+0.00057127i,0.00043806-2.6554e-05i,0.00012637-0.0008482i,0.0011938-0.00039467i,0.00083087-6.1027e-05i,-9.3414e-05+3.9666e-05i,-0.00071014-0.00040239i,-0.0013718-0.00061804i,-0.0010482-0.00026663i,-0.00055998-0.00040219i,5.2223e-05-0.00087583i,2.2089e-05-0.00070323i,-0.00085531+0.00029341i
0.00066932-0.0030262i,0.00038538-0.0023733i,-0.000252-0.0030409i,-0.00037913-0.0022876i,0.00029966-0.00082637i,0.00016007-0.00085957i,-0.0010869-0.0008813i,-0.0013302+0.00037808i,-0.0007085+0.00114i,-0.00039911+0.0006094i,-0.00031396-9.2319e-05i,-0.00022532+0.00013068i,-0.00020223+0.00076189i,-8.7905e-05+0.00061254i,0.00027247+1.1442e-05i,0.00094654-0.00029496i,0.0010828-0.00018179i,0.00085146-6.9624e-05i,0.00083117+0.00038458i,-2.6597e-05-0.0002154i,-0.00037737-0.00053784i,-0.00035266+0.00041592i,-0.00051197+8.4694e-05i
0.00014324+0.00045859i,-0.00067593+0.00024865i,0.00037855+0.00036497i,0.0022132+0.00055094i,0.0027926+0.0001442i,0.0019091-0.00051104i,0.0007099-0.00045071i,-0.00026189+0.00079774i,-0.00029866+0.0010167i,-0.00024561+0.001366i,-0.00013923+0.0020843i,-8.4157e-05+0.0010847i,0.00071631+0.00052256i,0.0013076+0.00014932i,0.00054855-0.0010359i,-0.00051339-0.0011993i,-0.00086565-0.00028363i,-0.00035495-0.00031021i,0.00019636+1.541e-05i,0.00016104-0.00017665i,0.00018402-0.00059535i,-9.4544e-05-0.00045616i,-0.0001204-0.00063017i
0.0025243-0.00038776i,0.0015022+0.00035292i,0.0017144-0.0012738i,0.0019798-0.0024131i,0.0024436-0.0015361i,0.0020757-0.00035873i,0.00074427+0.00091999i,-0.00071864+0.0013451i,-0.00060953+0.0013308i,0.00014878+0.00084327i,0.00011067+0.00056421i,-6.6186e-05+0.00060827i,0.0001762-0.00036698i,0.00049806-0.00052348i,0.00044612+0.00019629i,0.0005636+4.0744e-05i,0.00022831-0.00069362i,-0.00056428-0.00071746i,-0.0011947+0.00039059i,-0.0014403+0.00053773i,-0.0012244+0.00060061i,-0.00049153+1.3895e-05i,-0.00015285-0.00091446i
0.0013246+0.00049999i,0.0011582+0.00023581i,0.0021933-0.0010252i,0.0034804-0.00063482i,0.0039751-0.0013472i,0.0029375-0.002487i,0.0011522-0.001804i,-0.00050302+0.00036816i,-0.0013562+0.0019949i,-0.00068729+0.0019736i,0.00047763+0.00055294i,0.00090634-0.00025266i,0.0015594-0.00093853i,0.0015412-0.0015186i,0.00053902-0.0010472i,0.00029135+0.0001259i,0.0001105+0.00047546i,6.2893e-05+0.00041258i,-0.00010002+0.00081739i,-0.0004507+8.9936e-05i,-0.00026426-0.00039124i,-0.00033212+1.8649e-06i,-0.00042641-0.00032914i
-0.00085889-0.0004195i,-0.0009794-0.00016547i,0.00018281-0.00041602i,0.0010519-4.8119e-05i,0.0012741+9.5916e-05i,0.00077963-7.5277e-07i,0.00026084+0.00018227i,-0.00020298+3.803e-05i,-0.00039093+0.00017097i,-0.00026533+0.00094049i,4.6671e-06+0.0007439i,0.00030252+0.00022249i,0.00031144-0.00020187i,0.00066081-0.00066764i,0.00082998-0.00036669i,-8.3922e-05+4.1429e-05i,-0.00030605-0.00046102i,0.00014952+6.8345e-05i,-7.7888e-05+0.00085219i,3.7771e-05+0.00031053i,-0.00030948-0.00012428i,-0.00076058-0.00037263i,-0.00081052-0.00058962i
-0.0013815+0.0013991i,-0.00039627+0.001692i,0.00058006+0.0022849i,0.0028649+0.001209i,0.0043058+0.00020327i,0.0034722-0.00059884i,0.0017022-0.00076355i,-0.00024201-0.00020778i,-0.0001523+0.0010837i,0.0003326+0.0019138i,-0.00028911+0.0018222i,-0.00021993+0.0014168i,0.00041615+0.0012101i,0.00053527+0.0001765i,0.00065529-0.00036187i,0.0009338+0.00034793i,0.00041353-0.00032312i,4.5092e-05-0.00056849i,0.00031906+0.00049159i,-0.00013589+0.0003791i,-0.00037915-0.00047718i,-0.00048754-0.00080488i,-0.00028406-0.00073078i
-0.0004274-0.0020446i,-0.00029484-0.001924i,0.00019871-0.0012281i,0.00053085-0.00086783i,0.0013719-0.00087211i,0.0014202-0.00096054i,0.00037821-0.00036866i,-0.00031036+0.00047941i,-6.4333e-05+0.00092147i,0.00024686+0.0011117i,0.00021218+0.00086189i,-0.00014383+0.00013464i,-8.0039e-05+2.8938e-05i,0.00084655+0.00068202i,0.001602+0.00045194i,0.0010754-3.6389e-05i,0.00046798+0.0002637i,0.00071023-5.5675e-05i,0.00019623-0.00015495i,-0.00087666-0.00035131i,-0.0011358-0.00053613i,-0.00036548-0.00044024i,0.00063025-0.00034664i
0.00090477-0.0015476i,0.00091759-0.0013114i,0.0017163-0.0012152i,0.0034103-0.00064204i,0.0039561+3.1258e-05i,0.0019364-0.00027811i,-0.00042429-0.00053213i,-0.00097722+5.5093e-06i,-0.00058823+0.00098611i,-0.00056498+0.0012293i,-0.00034588+2.991e-05i,2.3041e-05-0.00034539i,7.0868e-05-0.00015763i,-0.00041446-6.5166e-05i,-4.3214e-06+9.0133e-05i,0.00018443+0.00026483i,0.00017411-0.00032445i,-0.00017887-0.00065289i,-0.00056135-0.0003758i,0.00043946-0.00047851i,0.0010927+0.00018373i,-0.00012498+0.00089753i,-0.0012489+0.00021086i
0.00038496-0.00091559i,0.00023007-0.0014869i,0.0003018-0.0017454i,0.0010288-0.00097487i,0.00090708-0.00064621i,0.0008449-0.0011708i,-9.2698e-06-0.0011822i,-0.0018071+0.00011249i,-0.0011393+0.0010715i,0.00032593+0.00076498i,0.00088152-0.00028199i,0.0010496-0.00082964i,0.00067464-0.00060648i,0.0003603-0.00034077i,3.7269e-05+0.00017577i,-0.00029613+0.00045586i,-0.00053702-8.7886e-05i,-0.0013182-0.00010857i,-0.00089355+0.00039467i,-0.00012409+0.0001518i,-0.0003803-0.00093672i,-0.00087066-0.00078532i,-0.00073349-0.0002167i
-0.00052653+0.00095475i,0.00021609+0.00057623i,0.0014093+9.8353e-05i,0.0019934-0.00059236i,0.0028366-0.00073383i,0.0023568-0.00098185i,0.00088335-0.00073384i,-0.00041612-0.00022058i,-0.0014118-0.00027158i,-0.00095204+0.00029207i,0.00012214+8.1443e-05i,0.00063043-0.00026182i,3.8282e-05+7.2579e-06i,-0.00069537-0.00010651i,-0.00020071+7.0613e-05i,0.00043215-2.897e-05i,-0.00017158-0.00095031i,-0.00036062-0.0013947i,0.00019211-0.00077742i,0.00028839-0.00015792i,0.00015813+0.00029363i,-0.00015874+0.00063759i,-0.00049007+0.00091848i
0.00077488+0.00089451i,0.0009365+0.00090562i,0.0018724+0.00033596i,0.0023731+0.00011799i,0.00262-0.0001369i,0.0014673-0.00086356i,-0.00083793-0.00089435i,-0.0015924+0.00029149i,-0.00076707+0.0011026i,0.00015952+0.0010619i,-0.00011376+0.00047146i,-0.0013306-0.0006624i,-0.00072422-0.0012163i,0.00070449-0.00098632i,0.00025719-0.0010865i,1.6936e-05-0.00067656i,-0.00034186-0.00046689i,-0.0011445-0.00082196i,-0.001102+0.00021851i,-0.00077757+0.0005004i,-0.00038701+0.00011477i,-0.00012438-0.0001743i,-7.1592e-05-0.00012666i
0.00092068-0.0010947i,0.001015-0.0013997i,0.00056276-0.001324i,0.00090813-0.00029986i,0.0017996-0.0006395i,0.0011796-0.0019206i,4.7498e-05-0.0015369i,-0.00060432-0.00029032i,-0.00062337+0.00081369i,1.8332e-05+0.0017725i,0.00073321+0.0010431i,0.0011561-0.00072776i,0.00088509-0.00092001i,-0.00025777-0.0010513i,-0.00052086-0.0012753i,-4.9385e-05-0.00049966i,-0.00062315-0.00024519i,-0.00078578-3.2741e-05i,-0.00087493+0.00064222i,-0.00069366+0.00070321i,-0.00032648-2.9883e-05i,-2.6619e-05-0.0002137i,9.8847e-05-0.00020846i
0.00022477+0.00083667i,0.00019083-0.00062594i,-7.8581e-06-0.00059067i,0.0010249+0.00074845i,0.0024362+0.00060227i,0.002287-0.0010947i,-6.9121e-06-0.0015731i,-0.0010733+0.00026377i,-0.00064643+0.0016484i,-8.3693e-05+0.0013278i,0.00046833+0.0010113i,0.00030351+0.00066602i,0.00015079+0.00047411i,0.00015712+0.00038563i,-0.00012568-0.0013087i,0.00040689-0.0018085i,0.00031553-0.00089199i,-0.00071673-0.00026076i,-0.0011748+0.0005587i,-0.00041862+0.00047342i,-0.00054789-0.00043046i,-0.0010531-0.00078505i,-0.0002945-0.00065044i
-0.0014438+0.0023454i,-0.0014615+0.0022476i,-0.0011747+0.0032217i,0.00012877+0.0026832i,0.0018511+0.0010868i,0.0027732-0.001173i,0.0012464-0.0019031i,-0.0011096-0.0005714i,-0.0011791+0.00088971i,0.00014502+0.0014082i,0.00065212+0.00088845i,0.0004082+0.00044058i,0.00065927+0.00030325i,0.0010044-7.1776e-05i,9.6704e-05+0.00043857i,-0.00022604+0.00081137i,0.00021172+0.00053083i,-1.1842e-05+0.00026558i,-0.00033821+0.00046287i,0.00018301+0.00034715i,0.00021944-0.00032591i,-0.00035463-0.0003354i,-0.00059587-0.0003182i
-0.0019774-0.0019349i,-0.00062039-0.00075794i,0.00091457+0.00053598i,0.0018859+0.00088653i,0.0025347+0.0005961i,0.0015857+0.00022641i,-0.0002572+0.00041254i,-0.00074928+0.00097371i,-0.00096099+0.0012358i,-0.0011722+0.00086632i,-0.00034126+0.0012478i,8.9311e-05+0.0012263i,7.8419e-05+0.00017489i,0.00030134+0.00038362i,0.00022448+0.00029034i,-9.212e-05-0.00018588i,8.313e-05-0.00043125i,0.000607-0.00021466i,0.00068434+0.00050103i,0.00037167+0.00050173i,0.00019281+0.00063971i,0.00036367+0.00050061i,0.00047011-8.0744e-05i
0.0024613-0.00046274i,0.0021919-0.00041417i,0.0026755-0.00068871i,0.0029157-0.0013051i,0.0022152-0.0018165i,0.00089697-0.0015251i,-0.000906-0.00056471i,-0.0018574+0.00081379i,-0.0011119+0.0014476i,-0.00012833+0.00092622i,-0.00040369+0.00046799i,-0.00059262+0.00026782i,0.00044047-0.00024459i,0.0011898-0.00083656i,0.00068158-0.00044752i,0.00011824+2.6975e-05i,0.00034723+0.00026792i,0.00022523+0.00036658i,-0.00017753+6.5861e-05i,-0.00013929-0.00075973i,-9.7689e-05-0.0007105i,0.00024697+0.00015887i,0.00037617+0.00033165i
-0.0001522+0.0014408i,-0.00022563+0.00035434i,0.00049519-0.00026309i,0.00279+1.9031e-05i,0.0042185+1.0124e-05i,0.0022324-9.0581e-05i,-8.2194e-05-3.7207e-05i,-0.00037819+0.00072876i,0.00038048+0.00094488i,9.5678e-05+0.0012418i,0.00022629+0.001355i,0.001214+0.00036226i,0.0015789-0.00058682i,0.0010461-0.00068817i,0.0001429-0.00046288i,-0.00011353-0.00040086i,-7.4747e-05-0.00064212i,-0.0004686+0.00018671i,-0.00028589+0.00050666i,0.00010004-1.1038e-05i,-0.0001615+0.00025856i,-0.00078793+0.00034904i,-0.0007112-6.4072e-05i
0.0004326+0.0012704i,0.0015085-0.00038976i,0.002221+0.00053614i,0.0032932+0.00086388i,0.0039946-0.00027807i,0.0024679-0.0014817i,-0.00022344-0.0016649i,-0.002008-0.00068799i,-0.0012335+0.00017577i,0.00013308+0.00083185i,0.00076359+0.00063614i,0.00083039-0.00092451i,0.00077963-0.00087004i,0.00058407+0.00034061i,9.1984e-05+8.6994e-05i,0.00017772-0.00051848i,-0.00011146-0.00055963i,-0.00028267-0.0003671i,-0.00035793-9.5186e-06i,3.3096e-05-9.8659e-05i,0.0005788-0.00058117i,-0.00017919+0.00035456i,-0.00050005+0.0010068i
0.00034704+0.0026206i,0.00096206+0.002261i,0.0023618+0.0013158i,0.0035172+0.0008652i,0.0038925+0.00024131i,0.0024007+0.0001211i,0.00041399+0.00020902i,-0.00061111+5.9121e-05i,-0.00041089+0.00020869i,0.00039615+0.00039886i,0.00086229+7.9156e-06i,0.0012326-0.0011658i,0.0016571-0.00099346i,0.001626-0.00067265i,0.0012356-0.00076667i,0.001509-0.00041845i,0.0010505-0.00026743i,-0.00020017+0.00018826i,-0.00016884+0.00017275i,0.000406-0.00041216i,0.00040346-0.00041833i,0.00022171-0.00035095i,0.000479+0.00024557i
0.00035453-0.0022031i,-0.00051858-0.0021787i,0.00032658-0.0014867i,0.00116-0.0015903i,0.0016341-0.0014108i,0.00082871-0.00081122i,-0.0008363-0.00037335i,-0.0019385+0.00086209i,-0.0014913+0.0019697i,-0.00076805+0.002186i,4.2945e-05+0.0012661i,0.00074301+0.00056926i,0.00044378+0.00060591i,-5.6763e-06+0.00070003i,-0.0001613+0.00080079i,-0.00051453+0.00064331i,-0.00070305-0.00041567i,-0.0011102-0.00015463i,-0.0014783+0.00061902i,-0.0001761+0.00045185i,0.000669-8.2926e-05i,0.00029153-1.9806e-05i,-0.0001639-2.0514e-05i
-0.0004597+0.0017187i,0.00048186+0.0013012i,0.00086373+0.0017711i,0.0011108+0.0012449i,0.0018746+0.00047641i,0.0022067-0.00078962i,0.0006187-0.0017724i,-0.0012766-0.00039909i,-0.0013461+0.0017587i,-0.00047205+0.0025317i,0.00072693+0.0019806i,0.001667+0.0012663i,0.0022052-1.2666e-05i,0.0025474-0.00049309i,0.0015984-0.00025049i,0.00036695-0.00049065i,0.00036213-0.0012216i,0.00050807-0.0011206i,-6.6007e-05+0.00027526i,-0.00018162+0.0001077i,0.0002382-0.00091708i,5.9306e-05-0.0011455i,-0.00022637-0.00020263i
-0.00061451-0.00071256i,-0.0003009+0.00052981i,1.4872e-05+0.0015525i,0.0010019+0.0021047i,0.0020336+0.0023123i,0.0011687+0.00091444i,-0.00023771-5.2484e-05i,-0.00079327+0.00068692i,-0.00069266+0.00074545i,-7.2783e-05+0.0005953i,0.00067372+0.00074473i,0.0016443+4.8838e-05i,0.0014945-0.0007388i,0.0003859-0.00081637i,-7.7131e-05-0.00092618i,-0.00014355-0.00099018i,-0.00042131-0.00060899i,3.8914e-05+0.00019847i,0.00034989+0.0010952i,-0.00012655+0.00096704i,-0.00032035+0.00031726i,-0.00029485-0.00029418i,-0.00030023-0.00033997i
0.00043123-0.0022043i,0.00020019-0.001634i,-1.7443e-05-0.0015773i,0.00063708-0.0017372i,0.0016387-0.0019618i,0.0020855-0.0019441i,0.0014433-0.0007255i,0.00084975+0.00038821i,0.00010972+0.00098032i,-0.00074205+0.00065195i,-2.0407e-05+0.00016352i,0.00034609+0.00020064i,-0.00023847-5.0486e-05i,7.7437e-05-0.00028305i,0.00032193-0.00012973i,-0.00014874-0.00019799i,-0.00067834-0.00051607i,-0.00058585-0.00043817i,-0.00041-0.00085159i,-0.00035441-0.00098547i,0.00037242-2.6361e-05i,0.00030176+0.00020904i,-0.00031157-0.00073286i
0.00067215-0.0012611i,-3.5043e-05-0.00063679i,-0.00083136+0.0002506i,-0.00065074+0.00137i,0.0012975+0.0010618i,0.0016727+0.00045303i,-0.00025246+0.00028707i,-0.0013895+0.00095532i,-0.00059834+0.00098566i,-0.00066438+0.00081944i,-0.00076929+0.00053385i,-0.00012518-0.00044733i,0.00075168-0.00080635i,0.0010002-3.5836e-05i,0.00074759+0.00010882i,0.0006506-0.00037326i,7.3617e-05-0.0002347i,-0.0010972+0.0001311i,-0.0011714+0.00017085i,-0.00050871+0.00038032i,-0.00017813+0.00042622i,0.00019979-0.00013447i,0.00061476+1.7339e-05i
-0.00038684-0.0024131i,0.00036587-0.00068596i,-8.7957e-05-0.00050337i,9.8367e-05-0.0013195i,0.00091205-0.001169i,0.0014304-0.0011328i,0.00088956-0.0012954i,-0.00097035-0.00049492i,-0.002034+0.00089532i,-0.0014254+0.0011118i,-0.00074873+0.00069796i,0.00010219+0.00021805i,0.0010949+0.00012765i,0.00070998+0.00040022i,-0.00017931-1.2678e-05i,-0.00043474-0.00055228i,0.00052545-0.00033836i,0.0012889-0.00040198i,0.00074826-0.00046779i,-1.3939e-06-0.00050717i,-0.00021486-0.00014923i,-0.00041001+0.00038314i,-7.8459e-05+0.00070236i
